trans_urban_reference_year,trans_urban_city_id,trans_urban_country_iso2,trans_urban_population_city,trans_urban_modal_share_public_transport_pct,trans_urban_modal_share_car_pct,trans_urban_modal_share_walk_pct,trans_urban_modal_share_bike_pct,trans_urban_pt_service_km_per_capita,trans_urban_pt_fare_affordability_index,trans_urban_bike_lane_km,trans_urban_shared_mobility_trips_per_capita,trans_urban_vision_zero_policy_flag,trans_urban_zero_emission_bus_share_pct,trans_urban_air_quality_low_emission_zone_flag,trans_urban_urban_logistics_plan_flag,trans_urban_congestion_charge_flag,trans_urban_data_source,trans_urban_data_quality_flag,trans_urban_data_extract_date
2009,BG_CITY_564,BG,4717930,26.77,35.89,25.42,11.92,75.597,0.4765,126.26,76.85,0,54.1,0,0,0,CITY_MOBILITY_SURVEY,1,2025-02-16
2010,FR_CITY_565,FR,3754389,35.75,45.46,8.52,6.57,60.944,1.2204,1647.13,87.62,0,18.1,0,1,0,URBAN_AUDIT,1,2024-02-22
2011,LT_CITY_566,LT,6314967,35.33,40.38,14.6,9.69,61.716,0.4336,190.58,43.69,0,20.62,0,1,1,MODEL_ESTIMATE,1,2025-12-02
2012,SK_CITY_567,SK,633189,9.81,18.93,35.7,9.76,68.362,0.8942,2175.57,92.61,1,56.65,1,0,1,NATIONAL_URBAN_STAT,1,2024-04-29
2013,HR_CITY_568,HR,1492648,39.27,30.94,22.89,3.11,31.937,0.5312,1653.48,2.55,0,27.63,1,1,1,CITY_MOBILITY_SURVEY,1,2025-07-11
2014,DE_CITY_569,DE,5202056,28.8,34.83,18.97,17.4,44.741,0.7106,263.09,0.81,0,2.58,0,1,0,URBAN_AUDIT,1,2025-10-17
2015,LU_CITY_570,LU,10230383,36.23,46.52,13.02,4.23,47.628,0.8341,1781.83,132.74,0,47.06,0,0,0,MODEL_ESTIMATE,1,2024-12-08
2016,SI_CITY_571,SI,6656827,40.25,39.03,17.17,3.55,81.326,1.1351,2253.97,20.18,0,48.01,0,1,1,NATIONAL_URBAN_STAT,1,2024-08-19
2017,CY_CITY_572,CY,2245862,14.29,48.41,28.74,8.56,56.437,1.5502,1783.62,67.65,0,37.73,1,0,0,CITY_MOBILITY_SURVEY,1,2024-11-25
2018,GR_CITY_573,GR,2748262,19.02,40.5,27.66,12.82,68.998,0.9394,250.47,124.53,0,56.38,0,0,0,URBAN_AUDIT,1,2025-01-23
2019,MT_CITY_574,MT,7061810,38.25,21.59,27.93,12.23,66.901,0.7683,1603.77,192.12,1,10.35,1,1,0,MODEL_ESTIMATE,1,2025-07-07
2020,ES_CITY_575,ES,2505136,27.09,50.77,17.06,5.08,72.97,1.0797,60.39,63.08,0,78.38,1,1,0,NATIONAL_URBAN_STAT,1,2026-01-18
2021,CZ_CITY_576,CZ,5409158,20.99,28.8,36.27,13.94,16.426,0.9627,2703.28,213.65,0,53.67,0,0,1,CITY_MOBILITY_SURVEY,1,2025-11-16
2022,HU_CITY_577,HU,1168836,22.21,41.12,16.68,5.91,22.743,0.7997,360.33,208.58,0,33.86,1,0,0,URBAN_AUDIT,1,2025-09-27
2023,NL_CITY_578,NL,2196088,49.46,19.16,30.89,0.49,69.381,0.9522,2352.75,176.05,0,96.57,1,0,0,MODEL_ESTIMATE,1,2025-04-07
2024,SE_CITY_579,SE,2900157,29.9,44.67,17.1,8.33,44.903,0.7337,1992.06,235.6,0,83.56,1,0,0,NATIONAL_URBAN_STAT,1,2024-09-08
2025,DK_CITY_580,DK,12246331,28.59,12.42,10.55,4.14,7.762,0.5868,1612.27,185.52,1,25.87,0,1,1,CITY_MOBILITY_SURVEY,1,2024-05-11
2006,IE_CITY_581,IE,6156791,24.18,52.23,6.32,16.43,4.666,0.5174,1358.49,74.27,1,43.1,0,0,0,URBAN_AUDIT,1,2024-10-10
2007,PL_CITY_582,PL,4796580,29.33,32.46,30.51,7.7,55.369,1.0886,1295.33,97.73,1,15.74,0,1,0,MODEL_ESTIMATE,1,2025-11-27
2008,AT_CITY_583,AT,5274331,44.33,12.14,10.94,9.98,59.627,1.5806,851.31,129.39,0,35.85,1,0,0,NATIONAL_URBAN_STAT,1,2024-01-14
2009,EE_CITY_584,EE,6711253,21.59,42.13,25.6,10.68,6.024,1.3986,2335.03,80.68,1,15.56,0,0,0,CITY_MOBILITY_SURVEY,1,2024-01-26
2010,IT_CITY_585,IT,5294878,43.0,27.81,27.56,1.63,1.738,0.8221,415.99,113.78,1,8.58,1,0,1,URBAN_AUDIT,1,2025-11-12
2011,PT_CITY_586,PT,5764735,45.35,19.91,8.44,4.14,7.439,0.8883,413.14,127.61,1,16.81,0,0,0,MODEL_ESTIMATE,1,2024-05-16
2012,BE_CITY_587,BE,8682121,30.6,41.17,24.71,3.52,74.016,1.467,2245.59,20.57,1,12.48,0,0,0,NATIONAL_URBAN_STAT,1,2025-08-02
2013,FI_CITY_588,FI,2680017,15.54,55.72,14.23,14.51,33.592,1.4792,3471.07,101.64,1,5.65,1,1,0,CITY_MOBILITY_SURVEY,1,2025-02-05
2014,LV_CITY_589,LV,6377748,14.6,51.19,28.47,5.74,34.968,1.0134,613.1,116.35,0,32.51,0,1,0,URBAN_AUDIT,1,2024-01-17
2015,RO_CITY_590,RO,7355518,43.99,41.55,14.02,0.44,71.697,0.6711,146.01,95.95,1,25.42,1,0,0,MODEL_ESTIMATE,1,2026-02-09
2016,BG_CITY_591,BG,1878930,37.24,19.09,35.63,8.04,14.672,0.5589,398.2,85.25,0,3.99,0,0,0,NATIONAL_URBAN_STAT,0,2026-01-21
2017,FR_CITY_592,FR,8054830,47.41,13.94,22.91,15.74,37.788,1.1983,2850.04,13.58,0,23.63,0,0,1,CITY_MOBILITY_SURVEY,1,2025-11-03
2018,LT_CITY_593,LT,1949598,43.63,36.61,11.1,8.66,8.493,1.2683,208.62,94.01,1,49.83,1,1,0,URBAN_AUDIT,1,2024-08-09
2019,SK_CITY_594,SK,54766,14.9,38.89,29.53,16.68,60.833,0.373,1171.51,131.36,0,39.77,0,1,0,MODEL_ESTIMATE,1,2024-05-28
2020,HR_CITY_595,HR,11950013,49.76,14.53,9.83,23.7,71.724,1.1,1544.33,51.84,1,33.67,0,0,0,NATIONAL_URBAN_STAT,1,2025-01-19
2021,DE_CITY_596,DE,4793770,31.21,44.09,11.12,13.58,33.415,1.5769,1462.75,100.77,1,69.21,1,1,1,CITY_MOBILITY_SURVEY,1,2025-08-19
2022,LU_CITY_597,LU,124763,16.85,47.95,19.88,2.84,39.8,1.5329,431.79,159.84,1,68.84,0,0,0,URBAN_AUDIT,1,2024-05-10
2023,SI_CITY_598,SI,1378166,8.78,63.34,11.16,16.72,33.94,1.5054,3206.05,180.07,1,39.02,1,0,0,MODEL_ESTIMATE,1,2026-02-17
2024,CY_CITY_599,CY,707223,32.57,23.35,11.08,20.36,14.289,1.4116,2446.82,64.02,0,36.64,0,1,0,NATIONAL_URBAN_STAT,1,2024-04-05
2025,GR_CITY_600,GR,9846137,15.49,36.2,34.22,14.09,26.146,1.4284,1118.67,104.61,0,45.33,0,1,0,CITY_MOBILITY_SURVEY,1,2024-06-09
2006,MT_CITY_001,MT,3167953,27.88,44.5,27.14,0.48,33.951,0.5545,849.0,140.58,1,30.64,1,0,0,URBAN_AUDIT,1,2024-03-03
2007,ES_CITY_002,ES,7343087,37.07,33.58,29.03,0.32,70.187,0.4867,1446.6,142.1,0,48.87,0,0,0,MODEL_ESTIMATE,1,2025-09-10
2008,CZ_CITY_003,CZ,7595784,34.9,46.11,18.67,0.32,83.422,0.6185,145.86,87.14,1,31.02,1,0,0,NATIONAL_URBAN_STAT,1,2024-06-12
2009,HU_CITY_004,HU,8084438,8.7,47.33,30.21,13.76,36.057,1.6191,2882.22,21.25,1,45.85,0,0,0,CITY_MOBILITY_SURVEY,1,2025-11-30
2010,NL_CITY_005,NL,6355547,12.17,36.72,33.91,17.2,74.731,0.7199,15.72,117.62,0,41.4,0,0,0,URBAN_AUDIT,1,2025-07-10
2011,SE_CITY_006,SE,2150135,10.12,37.83,8.99,43.06,51.465,0.6435,1173.83,135.04,1,53.0,1,0,0,MODEL_ESTIMATE,1,2024-07-15
2012,DK_CITY_007,DK,1535261,13.74,48.58,36.29,1.39,71.358,1.2654,1497.07,108.41,0,34.6,0,1,0,NATIONAL_URBAN_STAT,1,2025-08-27
2013,IE_CITY_008,IE,2801016,41.68,33.0,24.91,0.41,68.871,0.8926,1639.45,72.07,0,27.82,1,1,1,CITY_MOBILITY_SURVEY,1,2025-06-23
2014,PL_CITY_009,PL,9577111,28.05,27.61,34.15,10.19,4.539,1.2782,685.12,105.44,1,29.8,1,0,0,URBAN_AUDIT,1,2024-09-23
2015,AT_CITY_010,AT,6706261,26.62,34.49,28.44,10.45,71.62,1.5867,1471.21,72.83,0,37.09,0,1,1,MODEL_ESTIMATE,1,2024-04-01
2016,EE_CITY_011,EE,5072888,38.36,36.7,9.23,15.71,53.355,0.401,3364.75,22.05,0,44.42,1,0,0,NATIONAL_URBAN_STAT,1,2025-01-19
2017,IT_CITY_012,IT,7906788,23.08,34.96,13.02,9.54,0.882,0.3988,227.21,45.67,0,11.68,1,0,0,CITY_MOBILITY_SURVEY,1,2024-07-06
2018,PT_CITY_013,PT,7652849,33.17,39.37,25.24,2.22,26.663,0.7337,494.53,87.15,0,41.54,0,0,0,URBAN_AUDIT,1,2024-01-26
2019,BE_CITY_014,BE,1072527,38.1,27.26,31.37,3.27,20.44,1.1803,1081.13,183.46,1,41.22,1,1,0,MODEL_ESTIMATE,1,2024-07-06
2020,FI_CITY_015,FI,8068615,30.53,37.12,24.21,8.14,6.126,1.1956,1193.06,67.35,1,80.96,0,0,1,NATIONAL_URBAN_STAT,1,2025-02-08
2021,LV_CITY_016,LV,3762291,18.09,22.77,37.29,21.7,37.594,1.305,1234.31,7.44,1,78.02,1,1,0,CITY_MOBILITY_SURVEY,1,2025-03-04
2022,RO_CITY_017,RO,1354373,47.84,26.04,13.31,4.1,40.026,0.5578,1833.45,52.59,0,65.96,1,0,0,URBAN_AUDIT,1,2025-08-21
2023,BG_CITY_018,BG,125558,32.57,37.52,25.25,4.66,9.739,0.8163,2055.02,103.45,1,73.57,0,0,0,MODEL_ESTIMATE,0,2025-11-17
2024,FR_CITY_019,FR,1612059,37.18,42.27,6.13,13.63,57.823,0.7042,2831.65,170.45,1,88.84,0,1,0,NATIONAL_URBAN_STAT,1,2024-05-27
2025,LT_CITY_020,LT,8407555,19.42,27.52,41.89,10.23,55.106,0.4178,1378.66,100.34,0,23.28,0,0,0,CITY_MOBILITY_SURVEY,1,2025-03-10
2006,SK_CITY_021,SK,6595755,28.53,32.78,13.17,16.08,5.317,0.6273,531.0,65.13,1,23.21,0,1,0,URBAN_AUDIT,1,2024-11-09
2007,HR_CITY_022,HR,6069109,34.24,44.1,20.08,1.58,35.699,0.7055,267.73,59.13,0,39.23,1,0,0,MODEL_ESTIMATE,1,2025-12-25
2008,DE_CITY_023,DE,9667681,28.63,26.88,29.45,15.04,60.707,1.3495,846.37,60.0,0,16.91,1,0,0,NATIONAL_URBAN_STAT,0,2024-10-15
2009,LU_CITY_024,LU,6237012,31.82,40.5,17.65,10.03,41.936,0.9211,571.21,75.91,1,0.64,0,1,0,CITY_MOBILITY_SURVEY,1,2025-04-23
2010,SI_CITY_025,SI,9816614,30.26,31.41,12.68,25.65,13.301,1.3002,1914.66,70.77,1,20.33,0,0,0,URBAN_AUDIT,1,2026-01-01
2011,CY_CITY_026,CY,682755,39.49,44.61,15.51,0.39,14.746,0.98,1496.03,88.28,0,52.37,0,0,0,MODEL_ESTIMATE,1,2026-01-05
2012,GR_CITY_027,GR,6126589,10.73,50.27,33.54,5.46,34.815,1.2133,507.31,104.69,0,14.61,0,1,0,NATIONAL_URBAN_STAT,1,2024-10-08
2013,MT_CITY_028,MT,861919,30.51,30.02,29.54,9.93,14.84,0.9061,424.1,1.22,0,40.72,0,1,0,CITY_MOBILITY_SURVEY,1,2025-11-05
2014,ES_CITY_029,ES,9674533,9.66,50.05,21.86,16.14,70.161,1.3888,2116.62,135.86,0,1.12,0,1,0,URBAN_AUDIT,1,2025-12-31
2015,CZ_CITY_030,CZ,4040822,28.17,25.5,37.43,8.9,57.238,0.8786,2340.32,99.56,1,46.73,1,1,0,MODEL_ESTIMATE,1,2025-08-25
2016,HU_CITY_031,HU,5497905,10.33,59.5,18.67,11.5,65.134,0.8661,2240.15,9.7,1,46.8,1,1,0,NATIONAL_URBAN_STAT,1,2025-07-18
2017,NL_CITY_032,NL,5953309,37.55,44.67,16.18,1.6,81.381,0.4114,859.31,125.31,0,46.12,1,0,0,CITY_MOBILITY_SURVEY,1,2025-03-01
2018,SE_CITY_033,SE,3554331,30.09,34.94,28.24,6.73,36.52,1.4439,2134.59,254.35,0,31.12,1,1,1,URBAN_AUDIT,1,2024-12-08
2019,DK_CITY_034,DK,2518522,25.03,45.95,28.59,0.43,56.872,0.6241,2024.08,193.3,1,48.32,1,0,1,MODEL_ESTIMATE,1,2024-07-06
2020,IE_CITY_035,IE,1636265,15.98,37.61,19.08,21.13,70.647,0.9789,1856.8,56.61,0,20.7,0,0,0,NATIONAL_URBAN_STAT,1,2025-02-11
2021,PL_CITY_036,PL,10624062,33.31,49.03,17.24,0.42,11.288,1.5837,357.8,74.46,1,3.34,1,0,0,CITY_MOBILITY_SURVEY,0,2024-05-16
2022,AT_CITY_037,AT,10404413,41.59,13.44,28.8,6.46,42.638,0.3718,935.21,34.5,0,61.17,1,0,0,URBAN_AUDIT,1,2025-09-10
2023,EE_CITY_038,EE,3337435,13.09,56.21,6.33,3.99,10.547,1.5621,2365.98,168.58,0,37.04,1,1,0,MODEL_ESTIMATE,1,2025-04-17
2024,IT_CITY_039,IT,5405556,26.29,53.51,8.26,11.94,83.97,0.5502,1362.92,12.47,1,96.27,0,0,0,NATIONAL_URBAN_STAT,1,2025-02-01
2025,PT_CITY_040,PT,1183420,22.68,34.95,29.64,12.73,48.691,1.3501,1285.74,166.6,0,111.85,0,0,0,CITY_MOBILITY_SURVEY,1,2024-02-03
2006,BE_CITY_041,BE,3441593,17.86,27.04,30.03,21.59,13.869,1.2277,2732.12,77.89,0,27.91,0,0,0,URBAN_AUDIT,1,2024-08-27
2007,FI_CITY_042,FI,11311772,16.66,37.89,31.38,14.07,32.152,0.8237,29.36,110.92,0,42.95,0,0,1,MODEL_ESTIMATE,1,2024-08-23
2008,LV_CITY_043,LV,3699936,10.02,18.63,30.81,13.07,43.137,1.1144,1233.22,29.54,0,41.65,0,0,0,NATIONAL_URBAN_STAT,1,2024-05-29
2009,RO_CITY_044,RO,482873,47.67,39.16,6.59,6.58,35.822,1.4405,476.71,48.44,0,1.92,0,0,1,CITY_MOBILITY_SURVEY,1,2025-04-03
2010,BG_CITY_045,BG,3723894,25.72,14.74,24.31,4.24,34.56,0.9113,1692.1,60.67,1,9.17,0,0,0,URBAN_AUDIT,1,2024-07-26
2011,FR_CITY_046,FR,6562571,24.58,26.87,35.23,13.32,75.212,0.4272,1759.71,135.95,0,32.06,1,1,0,MODEL_ESTIMATE,1,2024-07-17
2012,LT_CITY_047,LT,8876699,32.31,33.61,23.45,10.63,31.833,0.3648,454.29,84.16,0,23.64,1,0,0,NATIONAL_URBAN_STAT,1,2025-07-15
2013,SK_CITY_048,SK,1525262,16.69,32.89,32.89,17.53,19.724,0.8701,2880.6,43.47,1,21.49,0,1,0,CITY_MOBILITY_SURVEY,1,2025-10-21
2014,HR_CITY_049,HR,12714712,36.99,20.52,29.58,12.91,10.866,1.6176,2614.45,98.81,1,44.04,1,1,1,URBAN_AUDIT,1,2025-04-14
2015,DE_CITY_050,DE,8636220,21.72,39.83,35.69,2.76,73.279,0.5593,27.84,10.07,0,36.59,1,0,1,MODEL_ESTIMATE,1,2024-07-30
2016,LU_CITY_051,LU,6723000,33.82,31.72,19.74,14.72,3.234,1.2626,2967.2,75.98,0,28.23,0,1,0,NATIONAL_URBAN_STAT,1,2024-10-16
2017,SI_CITY_052,SI,3663500,15.54,44.85,18.87,20.74,76.653,0.3554,1269.37,113.06,0,3.8,0,1,0,CITY_MOBILITY_SURVEY,1,2024-06-17
2018,CY_CITY_053,CY,7055178,39.07,20.62,19.72,9.14,30.035,1.3194,1009.33,128.17,0,48.63,0,0,0,URBAN_AUDIT,1,2025-01-14
2019,GR_CITY_054,GR,9898149,21.73,29.39,35.63,13.25,54.519,1.4122,343.0,148.56,0,5.19,1,1,0,MODEL_ESTIMATE,1,2026-01-07
2020,MT_CITY_055,MT,6918831,14.33,16.53,17.42,3.46,79.929,1.1547,694.32,258.25,0,31.54,1,0,0,NATIONAL_URBAN_STAT,1,2025-01-19
2021,ES_CITY_056,ES,6350886,30.48,26.48,35.12,7.92,54.765,1.5412,1705.43,213.08,1,24.06,0,0,0,CITY_MOBILITY_SURVEY,1,2025-08-09
2022,CZ_CITY_057,CZ,5117197,29.8,17.58,8.44,7.36,38.214,1.2221,2231.91,221.58,1,79.33,1,0,0,URBAN_AUDIT,1,2024-10-07
2023,HU_CITY_058,HU,3433285,30.25,57.03,12.32,0.4,73.838,1.0452,1354.65,187.2,1,101.72,1,0,1,MODEL_ESTIMATE,1,2024-04-03
2024,NL_CITY_059,NL,9331923,26.27,51.13,20.1,2.5,38.948,0.9491,1028.62,240.62,1,11.66,0,0,1,NATIONAL_URBAN_STAT,1,2024-10-04
2025,SE_CITY_060,SE,13468863,14.82,49.94,32.56,2.68,73.849,0.8534,1845.18,141.72,0,80.81,0,0,0,CITY_MOBILITY_SURVEY,1,2026-01-01
2006,DK_CITY_061,DK,6548028,28.66,30.73,18.35,22.26,18.488,0.4402,1328.98,75.02,0,36.8,0,0,1,URBAN_AUDIT,1,2025-11-09
2007,IE_CITY_062,IE,6673115,30.06,20.82,30.96,18.16,76.617,1.5541,2477.86,6.71,1,43.06,1,1,1,MODEL_ESTIMATE,1,2025-03-29
2008,PL_CITY_063,PL,1463776,34.76,41.04,10.1,14.1,64.411,0.8324,2468.91,6.94,0,12.9,0,0,1,NATIONAL_URBAN_STAT,1,2025-01-03
2009,AT_CITY_064,AT,1249381,43.75,23.86,20.24,12.15,25.635,0.7454,1860.96,18.4,1,37.32,1,0,0,CITY_MOBILITY_SURVEY,1,2025-05-09
2010,EE_CITY_065,EE,1072280,29.78,37.32,24.6,8.3,57.118,1.4196,1328.47,89.45,0,2.4,1,1,0,URBAN_AUDIT,1,2024-09-21
2011,IT_CITY_066,IT,5333892,20.81,36.51,32.27,10.41,64.824,0.4981,1939.12,44.93,1,29.03,0,0,1,MODEL_ESTIMATE,1,2024-01-30
2012,PT_CITY_067,PT,1160394,17.57,45.53,36.5,0.4,4.491,1.2362,667.94,139.94,0,30.58,0,1,0,NATIONAL_URBAN_STAT,1,2025-04-20
2013,BE_CITY_068,BE,4309776,31.06,41.28,27.33,0.33,21.433,0.4968,696.11,86.64,0,9.54,0,0,1,CITY_MOBILITY_SURVEY,1,2025-07-22
2014,FI_CITY_069,FI,1542116,45.68,23.73,30.18,0.41,6.867,1.0283,505.35,25.03,0,44.75,0,1,1,URBAN_AUDIT,0,2024-06-08
2015,LV_CITY_070,LV,2192742,27.61,23.77,31.8,16.82,17.072,1.1123,506.18,90.91,0,30.57,0,0,0,MODEL_ESTIMATE,1,2024-06-09
2016,RO_CITY_071,RO,2799682,18.65,18.32,18.94,15.09,69.041,0.4355,3423.36,87.44,0,18.02,1,1,0,NATIONAL_URBAN_STAT,1,2025-02-10
2017,BG_CITY_072,BG,7084772,19.82,23.35,34.69,17.12,23.629,1.564,1678.11,71.1,1,2.22,0,0,0,CITY_MOBILITY_SURVEY,1,2024-09-22
2018,FR_CITY_073,FR,11172986,16.11,45.01,36.96,1.92,79.31,1.1818,2210.95,166.23,0,8.82,0,1,1,URBAN_AUDIT,1,2025-03-21
2019,LT_CITY_074,LT,1777808,26.27,48.04,19.94,5.75,70.467,0.6006,941.65,183.44,1,38.12,0,0,0,MODEL_ESTIMATE,1,2025-05-04
2020,SK_CITY_075,SK,6854826,21.08,43.79,24.09,11.04,18.392,1.3828,1299.04,236.93,0,75.4,1,1,0,NATIONAL_URBAN_STAT,1,2024-09-08
2021,HR_CITY_076,HR,6471925,39.33,18.01,32.16,10.5,9.154,0.7222,142.8,136.19,0,80.45,0,0,1,CITY_MOBILITY_SURVEY,1,2024-05-26
2022,DE_CITY_077,DE,8934593,38.4,39.03,15.37,7.2,63.903,0.7631,1699.97,83.18,1,44.59,0,0,0,URBAN_AUDIT,1,2024-06-27
2023,LU_CITY_078,LU,10528726,43.13,28.5,18.01,10.36,78.04,0.8468,1303.47,138.43,0,77.9,1,0,1,MODEL_ESTIMATE,1,2024-06-09
2024,SI_CITY_079,SI,554698,7.46,45.66,30.09,16.79,59.793,0.3576,488.37,212.85,1,32.51,0,1,0,NATIONAL_URBAN_STAT,1,2025-12-30
2025,CY_CITY_080,CY,6009145,29.82,38.46,23.9,7.82,19.153,0.822,1214.13,51.82,0,54.76,1,0,1,CITY_MOBILITY_SURVEY,1,2024-01-14
2006,GR_CITY_081,GR,11236187,27.78,27.4,13.85,6.09,21.734,0.43,1591.15,129.86,0,1.31,0,0,1,URBAN_AUDIT,1,2024-04-03
2007,MT_CITY_082,MT,2707409,13.96,34.82,30.53,20.69,22.548,1.094,978.7,68.96,0,12.77,1,1,0,MODEL_ESTIMATE,1,2024-10-28
2008,ES_CITY_083,ES,662091,19.91,56.58,15.11,8.4,12.008,0.7971,979.47,1.94,0,47.44,0,0,1,NATIONAL_URBAN_STAT,1,2025-10-07
2009,CZ_CITY_084,CZ,3896343,44.59,30.8,18.35,6.26,30.994,1.0194,575.09,9.53,0,54.8,0,0,0,CITY_MOBILITY_SURVEY,1,2024-03-17
2010,HU_CITY_085,HU,4607496,29.22,40.46,29.34,0.98,77.916,1.5397,809.18,35.91,0,33.63,0,1,1,URBAN_AUDIT,1,2024-10-12
2011,NL_CITY_086,NL,9760887,34.68,14.97,28.75,11.97,20.464,0.5282,291.77,118.58,0,3.72,1,0,1,MODEL_ESTIMATE,0,2025-11-26
2012,SE_CITY_087,SE,1878401,21.93,49.38,9.76,11.04,51.449,1.4554,1589.43,130.09,0,8.58,0,1,0,NATIONAL_URBAN_STAT,1,2024-12-23
2013,DK_CITY_088,DK,2215186,25.35,44.66,23.68,6.31,47.148,0.8825,2118.87,108.47,0,49.18,0,0,1,CITY_MOBILITY_SURVEY,1,2025-08-13
2014,IE_CITY_089,IE,3901943,25.45,31.93,27.02,15.6,9.184,1.3549,1864.59,64.37,0,0.86,1,0,0,URBAN_AUDIT,1,2024-10-24
2015,PL_CITY_090,PL,4563727,42.31,12.87,23.06,13.23,17.916,0.9578,1357.13,48.47,0,2.84,0,0,0,MODEL_ESTIMATE,1,2025-01-18
2016,AT_CITY_091,AT,2752778,26.2,45.64,26.74,1.42,83.501,1.2299,117.44,131.96,0,1.32,1,0,0,NATIONAL_URBAN_STAT,1,2025-12-18
2017,EE_CITY_092,EE,5893880,34.12,35.77,18.51,11.6,13.687,1.0424,1062.52,142.93,0,49.39,1,0,0,CITY_MOBILITY_SURVEY,1,2024-08-31
2018,IT_CITY_093,IT,2315739,30.68,16.38,34.08,18.86,14.889,1.1884,2508.04,95.96,1,51.66,1,0,0,URBAN_AUDIT,1,2025-08-05
2019,PT_CITY_094,PT,1333967,30.5,48.07,13.51,7.92,65.37,0.9129,1266.72,105.94,1,30.02,0,0,0,MODEL_ESTIMATE,1,2025-09-18
2020,BE_CITY_095,BE,7404109,55.62,17.3,26.42,0.66,48.764,0.7675,349.14,172.37,0,92.2,0,1,0,NATIONAL_URBAN_STAT,1,2024-05-04
2021,FI_CITY_096,FI,9453642,28.76,44.28,20.41,6.55,41.673,0.96,2195.61,147.47,1,89.21,1,0,0,CITY_MOBILITY_SURVEY,1,2025-11-10
2022,LV_CITY_097,LV,4408842,31.0,38.96,10.94,19.1,21.296,0.5143,1415.82,265.86,0,24.5,1,1,0,URBAN_AUDIT,1,2025-04-27
2023,RO_CITY_098,RO,7102417,17.64,26.63,24.15,23.99,17.555,1.5332,635.48,100.03,0,97.44,0,1,0,MODEL_ESTIMATE,1,2024-05-27
2024,BG_CITY_099,BG,8462029,18.53,25.16,16.94,39.37,32.879,1.2136,1063.8,244.63,0,18.13,0,0,0,NATIONAL_URBAN_STAT,1,2026-01-11
2025,FR_CITY_100,FR,3201737,34.37,45.82,6.49,13.28,6.531,1.6421,790.18,265.81,0,35.52,0,0,0,CITY_MOBILITY_SURVEY,1,2024-05-25
2006,LT_CITY_101,LT,5854551,16.57,34.89,32.36,16.18,5.47,0.4244,569.36,48.36,1,1.02,1,1,0,URBAN_AUDIT,1,2025-05-25
2007,SK_CITY_102,SK,7809189,32.01,36.99,20.99,10.01,54.754,1.4649,1431.71,59.37,1,20.66,0,0,0,MODEL_ESTIMATE,1,2025-05-28
2008,HR_CITY_103,HR,9872497,14.7,46.4,23.39,15.51,25.248,1.6196,1696.83,112.67,1,30.88,0,0,0,NATIONAL_URBAN_STAT,1,2025-02-06
2009,DE_CITY_104,DE,1263553,28.12,31.44,23.59,16.85,8.352,1.2135,1230.45,102.44,1,15.96,1,0,0,CITY_MOBILITY_SURVEY,1,2024-11-11
2010,LU_CITY_105,LU,5426266,13.58,12.91,26.08,9.2,15.329,0.6897,767.09,130.45,0,22.29,0,1,0,URBAN_AUDIT,1,2025-02-03
2011,SI_CITY_106,SI,1812618,25.77,43.3,15.91,15.02,69.086,1.3995,1238.21,64.26,0,28.05,0,0,0,MODEL_ESTIMATE,1,2025-10-02
2012,CY_CITY_107,CY,10849204,10.27,57.54,17.09,15.1,19.579,0.9339,172.08,86.38,1,53.06,1,0,0,NATIONAL_URBAN_STAT,1,2024-03-22
2013,GR_CITY_108,GR,6825101,26.36,28.42,31.13,14.09,84.964,0.8629,599.69,130.2,1,38.13,1,1,0,CITY_MOBILITY_SURVEY,1,2024-02-18
2014,MT_CITY_109,MT,9122388,30.72,41.33,19.67,8.28,28.983,1.6095,643.87,43.74,0,56.05,0,1,0,URBAN_AUDIT,1,2025-11-30
2015,ES_CITY_110,ES,5474351,43.11,16.5,26.03,14.36,34.929,1.0958,2968.96,11.6,1,32.3,0,0,1,MODEL_ESTIMATE,1,2026-01-12
2016,CZ_CITY_111,CZ,7466527,31.29,56.88,11.41,0.42,39.096,1.3104,802.3,133.95,1,46.12,1,0,0,NATIONAL_URBAN_STAT,1,2026-01-13
2017,HU_CITY_112,HU,5282580,37.29,37.89,24.47,0.35,46.743,1.3557,408.71,4.28,0,25.88,1,0,0,CITY_MOBILITY_SURVEY,1,2024-08-14
2018,NL_CITY_113,NL,10798011,59.55,14.47,24.3,1.68,76.644,1.0463,1854.59,141.27,1,7.15,1,1,0,URBAN_AUDIT,1,2024-04-09
2019,SE_CITY_114,SE,10462134,15.07,66.73,9.95,8.25,40.177,1.348,1324.14,171.7,1,28.3,1,0,0,MODEL_ESTIMATE,1,2024-12-16
2020,DK_CITY_115,DK,938384,27.12,23.96,39.06,9.86,18.359,1.1299,1941.36,16.06,0,9.83,0,0,0,NATIONAL_URBAN_STAT,1,2025-07-29
2021,IE_CITY_116,IE,7081854,40.82,33.36,21.46,4.36,24.083,1.294,1122.92,39.9,1,43.57,1,1,0,CITY_MOBILITY_SURVEY,1,2024-05-09
2022,PL_CITY_117,PL,5364613,27.67,39.87,32.06,0.4,46.055,0.8887,1456.12,161.83,1,79.22,0,0,0,URBAN_AUDIT,1,2025-11-09
2023,AT_CITY_118,AT,3570247,36.04,13.57,30.01,8.33,55.482,1.596,307.04,268.08,1,47.37,1,0,0,MODEL_ESTIMATE,1,2024-09-26
