agri_crops_harvest_year,agri_crops_country_iso2,agri_crops_region_nuts_code,agri_crops_crop_code,agri_crops_area_harvested_ha,agri_crops_production_tonnes,agri_crops_yield_t_per_ha,agri_crops_irrigated_area_ha,agri_crops_input_fertiliser_kg_per_ha,agri_crops_input_pesticide_kg_per_ha,agri_crops_seed_type_code,agri_crops_gmo_flag,agri_crops_extreme_weather_event_code,agri_crops_soil_moisture_index,agri_crops_market_price_eur_per_t,agri_crops_storage_capacity_tonnes,agri_crops_supply_chain_disruption_flag,agri_crops_eurostat_table_code,agri_crops_methodology_version,agri_crops_data_extract_date
2015,DK,LT1,GRAPES,327.06,3867.81,11.826,174.93,228.91,6.365,HYBRID,0,HEATWAVE,0.7543,553.61,7712.65,0,prc_hicp_midx,CROPS_2023B,2025-05-06
2016,IE,SK19,BARLEY,282.81,1403.87,4.964,129.49,86.34,5.044,DROUGHT_TOLERANT,0,NONE,0.1175,838.61,3390.99,1,aei_pr_gnb,CROPS_2022A,2025-07-24
2017,PL,IT41,POTATO,370.93,10858.98,29.275,65.15,99.08,5.804,CERTIFIED,0,HAIL,0.4571,221.19,20405.05,0,apro_cpshr,CROPS_2025D,2026-01-25
2018,AT,HU974,OATS,71.83,237.9,3.312,6.34,126.74,1.707,ORGANIC,0,FLOOD,0.733,907.3,331.96,0,apro_cpnh1,CROPS_2024C,2025-05-03
2019,EE,BE299,RAPESEED,455.62,888.0,1.949,79.15,137.56,2.148,CONVENTIONAL,0,WILDFIRE,0.6545,706.17,276.78,0,apro_cpsh1,CROPS_2023B,2025-11-17
2020,IT,MT34,OLIVES,100.58,118.28,1.176,48.44,181.85,3.472,HYBRID,0,FROST,0.26,960.95,265.26,0,prc_hicp_midx,CROPS_2022A,2024-04-06
2021,PT,BG957,WHEAT,479.77,1803.94,3.76,118.23,199.72,3.759,DROUGHT_TOLERANT,0,DROUGHT,0.5977,972.85,3785.29,0,aei_pr_gnb,CROPS_2025D,2024-10-03
2022,BE,AT914,SUGAR_BEET,678.98,29046.09,42.779,47.14,36.85,3.178,CERTIFIED,0,STORM,0.6497,406.71,59816.3,0,apro_cpshr,CROPS_2024C,2025-05-14
2023,FI,IE8,SOY,519.13,1075.12,2.071,327.92,206.94,7.307,ORGANIC,0,HEATWAVE,0.2174,567.41,2162.01,0,apro_cpnh1,CROPS_2023B,2024-12-18
2024,LV,SE98,MAIZE,368.07,1870.16,5.081,222.48,229.39,4.134,CONVENTIONAL,1,NONE,0.3191,128.51,1644.43,0,apro_cpsh1,CROPS_2022A,2024-10-08
2025,RO,SI86,TOMATO,222.08,10683.82,48.108,36.16,51.6,2.299,HYBRID,0,HAIL,0.8906,270.31,9488.67,0,prc_hicp_midx,CROPS_2025D,2025-10-22
2026,BG,PL1,RYE,290.25,1020.81,3.517,96.74,71.16,4.283,DROUGHT_TOLERANT,0,FLOOD,0.9457,762.78,1844.44,0,aei_pr_gnb,CROPS_2024C,2026-02-19
2010,FR,SK6,SUNFLOWER,197.81,359.42,1.817,30.69,141.92,0.483,CERTIFIED,0,WILDFIRE,0.7261,522.88,484.45,0,apro_cpshr,CROPS_2023B,2024-04-23
2011,LT,BE110,GRAPES,1460.84,11244.09,7.697,880.42,66.97,3.874,ORGANIC,0,FROST,0.5744,625.92,7079.17,0,apro_cpnh1,CROPS_2022A,2026-02-17
2012,SK,PT979,BARLEY,104.8,539.2,5.145,42.33,111.83,7.065,CONVENTIONAL,0,DROUGHT,0.2411,848.43,1184.21,0,apro_cpsh1,CROPS_2025D,2024-10-05
2013,HR,NL7,POTATO,559.96,21259.44,37.966,117.52,132.24,4.709,HYBRID,0,STORM,0.7806,968.58,23310.21,0,prc_hicp_midx,CROPS_2024C,2025-01-12
2014,DE,HR942,OATS,3719.5,10061.25,2.705,2149.06,136.61,0.374,DROUGHT_TOLERANT,0,HEATWAVE,0.5711,893.84,12792.5,1,aei_pr_gnb,CROPS_2023B,2025-02-12
2015,LU,IT66,RAPESEED,674.77,2750.36,4.076,391.52,185.35,5.824,CERTIFIED,0,NONE,0.5833,240.04,4784.08,0,apro_cpshr,CROPS_2022A,2025-12-13
2016,SI,SE947,OLIVES,444.77,1339.65,3.012,162.34,33.48,4.235,ORGANIC,0,HAIL,0.4339,738.78,1211.44,0,apro_cpnh1,CROPS_2025D,2024-08-30
2017,CY,SK8,WHEAT,295.91,1219.45,4.121,134.24,78.63,6.045,CONVENTIONAL,0,FLOOD,0.4363,610.28,2295.06,0,apro_cpsh1,CROPS_2024C,2025-04-12
2018,GR,PT25,SUGAR_BEET,494.41,13536.95,27.38,320.56,228.42,2.334,HYBRID,0,WILDFIRE,0.5631,407.46,23567.28,0,prc_hicp_midx,CROPS_2023B,2024-10-31
2019,MT,DK2,SOY,469.32,726.51,1.548,224.7,149.98,4.563,DROUGHT_TOLERANT,0,FROST,0.858,753.08,560.14,0,aei_pr_gnb,CROPS_2022A,2025-01-04
2020,ES,AT13,MAIZE,318.27,2091.03,6.57,134.4,165.63,1.832,CERTIFIED,0,DROUGHT,0.2978,504.3,2373.93,0,apro_cpshr,CROPS_2025D,2024-11-17
2021,CZ,FR323,TOMATO,759.14,56710.04,74.703,268.38,33.27,5.805,ORGANIC,0,STORM,0.7799,952.85,101023.81,0,apro_cpnh1,CROPS_2024C,2024-01-10
2022,HU,LT475,RYE,680.26,1334.67,1.962,198.35,50.99,6.002,CONVENTIONAL,0,HEATWAVE,0.1324,879.18,3281.83,0,apro_cpsh1,CROPS_2023B,2025-12-17
2023,NL,FI460,SUNFLOWER,636.1,1233.4,1.939,192.33,180.63,2.782,HYBRID,0,NONE,0.6705,126.32,1449.7,0,prc_hicp_midx,CROPS_2022A,2024-02-17
2024,SE,LT7,GRAPES,136.34,1143.35,8.386,57.42,142.35,3.798,DROUGHT_TOLERANT,0,HAIL,0.647,714.08,401.8,0,aei_pr_gnb,CROPS_2025D,2025-07-02
2025,DK,FR68,BARLEY,221.38,914.08,4.129,34.67,140.12,4.401,CERTIFIED,0,FLOOD,0.374,705.83,2183.1,0,apro_cpshr,CROPS_2024C,2024-10-10
2026,IE,CY56,POTATO,654.18,12679.32,19.382,181.61,190.55,3.574,ORGANIC,0,WILDFIRE,0.4858,395.64,19042.56,0,apro_cpnh1,CROPS_2023B,2025-04-19
2010,PL,LV85,OATS,469.05,1549.74,3.304,208.58,75.95,2.119,CONVENTIONAL,0,FROST,0.353,807.47,3705.07,0,apro_cpsh1,CROPS_2022A,2025-08-29
2011,AT,BE500,RAPESEED,229.65,690.79,3.008,28.95,134.57,6.777,HYBRID,0,DROUGHT,0.2066,458.08,1599.25,0,prc_hicp_midx,CROPS_2025D,2025-02-18
2012,EE,GR28,OLIVES,1073.36,1569.25,1.462,525.81,154.97,3.15,DROUGHT_TOLERANT,0,STORM,0.7065,484.78,2727.54,0,aei_pr_gnb,CROPS_2024C,2025-06-02
2013,IT,PT309,WHEAT,755.37,3505.67,4.641,338.76,110.59,5.752,CERTIFIED,0,HEATWAVE,0.1999,182.46,6436.85,0,apro_cpshr,CROPS_2023B,2025-11-25
2014,PT,SE3,SUGAR_BEET,486.4,40959.26,84.209,115.01,147.09,1.881,ORGANIC,0,NONE,0.2461,294.28,59220.22,0,apro_cpnh1,CROPS_2022A,2024-03-05
2015,BE,PT35,SOY,330.24,663.45,2.009,102.38,129.25,5.528,CONVENTIONAL,1,HAIL,0.2289,506.93,656.39,0,apro_cpsh1,CROPS_2025D,2026-01-09
2016,FI,MT522,MAIZE,401.69,2602.55,6.479,156.81,32.44,1.606,HYBRID,0,FLOOD,0.8469,526.37,1703.06,0,prc_hicp_midx,CROPS_2024C,2025-07-28
2017,LV,LV799,TOMATO,354.38,24617.01,69.465,143.11,147.6,4.59,DROUGHT_TOLERANT,0,WILDFIRE,0.8883,488.64,30489.15,0,aei_pr_gnb,CROPS_2023B,2026-01-09
2018,RO,NL37,RYE,500.33,1201.29,2.401,240.53,177.31,2.803,CERTIFIED,0,FROST,0.8388,784.25,1472.37,1,apro_cpshr,CROPS_2022A,2024-10-07
2019,BG,FR43,SUNFLOWER,989.34,1646.26,1.664,521.9,179.58,4.429,ORGANIC,0,DROUGHT,0.3344,172.09,1562.04,0,apro_cpnh1,CROPS_2025D,2025-11-22
2020,FR,CZ269,GRAPES,2129.98,15271.96,7.17,965.58,56.05,0.379,CONVENTIONAL,0,STORM,0.1848,756.74,17137.58,0,apro_cpsh1,CROPS_2024C,2024-03-27
2021,LT,DE907,BARLEY,392.05,1298.47,3.312,92.49,46.95,3.021,HYBRID,0,HEATWAVE,0.9415,627.79,1554.87,1,prc_hicp_midx,CROPS_2023B,2025-02-19
2022,SK,GR31,POTATO,1089.17,30263.68,27.786,63.54,191.9,0.466,DROUGHT_TOLERANT,0,NONE,0.6916,494.1,30103.11,0,aei_pr_gnb,CROPS_2022A,2025-04-18
2023,HR,BE168,OATS,392.41,725.96,1.85,86.69,178.79,2.457,CERTIFIED,0,HAIL,0.8615,586.88,906.09,0,apro_cpshr,CROPS_2025D,2024-05-13
2024,DE,ES21,RAPESEED,144.62,314.4,2.174,75.98,187.18,6.208,ORGANIC,0,FLOOD,0.3378,280.34,695.93,0,apro_cpnh1,CROPS_2024C,2025-08-13
2025,LU,CY97,OLIVES,355.57,371.57,1.045,69.35,115.03,0.96,CONVENTIONAL,0,WILDFIRE,0.5922,737.1,160.74,0,apro_cpsh1,CROPS_2023B,2024-07-14
2026,SI,HR73,WHEAT,547.16,2839.21,5.189,188.07,201.73,2.434,HYBRID,0,FROST,0.1478,117.28,4722.67,0,prc_hicp_midx,CROPS_2022A,2025-02-23
2010,CY,NL64,SUGAR_BEET,665.25,30824.36,46.335,316.01,212.71,7.024,DROUGHT_TOLERANT,0,DROUGHT,0.8938,714.3,19583.07,0,aei_pr_gnb,CROPS_2025D,2024-05-04
2011,GR,AT84,SOY,365.7,1169.51,3.198,113.7,143.34,6.862,CERTIFIED,0,STORM,0.1666,522.71,539.37,0,apro_cpshr,CROPS_2024C,2025-04-27
2012,MT,RO15,MAIZE,368.3,2061.01,5.596,139.75,183.3,6.544,ORGANIC,0,HEATWAVE,0.937,796.47,3424.25,0,apro_cpnh1,CROPS_2023B,2025-12-28
2013,ES,AT283,TOMATO,236.18,24300.8,102.891,70.25,109.7,0.897,CONVENTIONAL,0,NONE,0.3055,179.86,10968.48,0,apro_cpsh1,CROPS_2022A,2025-06-19
2014,CZ,FI52,RYE,366.71,1484.44,4.048,55.54,43.02,2.791,HYBRID,0,HAIL,0.1197,450.48,2067.36,0,prc_hicp_midx,CROPS_2025D,2024-03-18
2015,HU,FI44,SUNFLOWER,447.55,1143.49,2.555,218.16,239.87,6.77,DROUGHT_TOLERANT,0,FLOOD,0.9062,580.82,663.14,0,aei_pr_gnb,CROPS_2024C,2025-02-09
2016,NL,PT50,GRAPES,335.86,1734.72,5.165,36.98,222.4,1.371,CERTIFIED,0,WILDFIRE,0.7355,901.4,2921.16,0,apro_cpshr,CROPS_2023B,2024-10-07
2017,SE,EE997,BARLEY,215.6,1255.01,5.821,53.86,62.53,2.988,ORGANIC,0,FROST,0.1848,506.61,1331.57,0,apro_cpnh1,CROPS_2022A,2025-01-31
2018,DK,BE89,POTATO,973.17,33096.54,34.009,435.65,185.93,1.423,CONVENTIONAL,0,DROUGHT,0.6908,367.64,72092.94,0,apro_cpsh1,CROPS_2025D,2025-04-14
2019,IE,MT259,OATS,498.64,1371.76,2.751,93.13,183.14,4.867,HYBRID,0,STORM,0.0557,190.63,3029.39,0,prc_hicp_midx,CROPS_2024C,2025-09-11
2020,PL,PL647,RAPESEED,107.01,200.43,1.873,9.28,74.87,3.651,DROUGHT_TOLERANT,0,HEATWAVE,0.241,380.7,466.61,0,aei_pr_gnb,CROPS_2023B,2024-09-14
2021,AT,CZ63,OLIVES,117.84,538.65,4.571,9.5,152.79,0.451,CERTIFIED,0,NONE,0.5306,951.01,1148.96,0,apro_cpshr,CROPS_2022A,2025-04-20
2022,EE,NL15,WHEAT,320.63,1096.55,3.42,68.54,145.61,4.873,ORGANIC,0,HAIL,0.8203,570.77,494.1,0,apro_cpnh1,CROPS_2025D,2024-12-29
2023,IT,RO29,SUGAR_BEET,373.93,18689.4,49.981,168.48,181.96,6.068,CONVENTIONAL,0,FLOOD,0.8696,494.3,43716.46,0,apro_cpsh1,CROPS_2024C,2026-02-14
2024,PT,HU6,SOY,230.69,582.03,2.523,15.53,237.09,3.464,HYBRID,1,WILDFIRE,0.8898,737.6,1426.77,0,prc_hicp_midx,CROPS_2023B,2026-01-23
2025,BE,CY44,MAIZE,1024.21,7722.54,7.54,460.02,228.68,1.726,DROUGHT_TOLERANT,1,FROST,0.0563,141.25,18347.16,1,aei_pr_gnb,CROPS_2022A,2026-01-05
2026,FI,MT510,TOMATO,4175.62,156523.12,37.485,1549.95,228.3,6.549,CERTIFIED,0,DROUGHT,0.4908,890.86,59538.74,0,apro_cpshr,CROPS_2025D,2025-07-27
2010,LV,CY462,RYE,659.66,1880.03,2.85,53.37,121.3,5.705,ORGANIC,0,STORM,0.6375,501.29,1359.93,0,apro_cpnh1,CROPS_2024C,2024-03-03
2011,RO,BE432,SUNFLOWER,150.48,272.22,1.809,67.14,224.0,3.804,CONVENTIONAL,0,HEATWAVE,0.4338,317.1,563.95,0,apro_cpsh1,CROPS_2023B,2025-11-10
2012,BG,IE45,GRAPES,354.1,2879.19,8.131,91.68,63.7,2.85,HYBRID,0,NONE,0.4823,208.43,1911.34,0,prc_hicp_midx,CROPS_2022A,2025-06-25
2013,FR,IT170,BARLEY,136.64,582.5,4.263,13.25,239.58,5.163,DROUGHT_TOLERANT,0,HAIL,0.4194,276.08,1135.16,0,aei_pr_gnb,CROPS_2025D,2024-07-10
2014,LT,LV449,POTATO,210.89,8258.45,39.16,25.76,85.63,6.768,CERTIFIED,0,FLOOD,0.4692,621.05,15830.55,0,apro_cpshr,CROPS_2024C,2025-09-19
2015,SK,SI41,OATS,474.4,479.62,1.011,211.65,65.49,1.056,ORGANIC,0,WILDFIRE,0.2701,864.49,276.03,0,apro_cpnh1,CROPS_2023B,2024-05-29
2016,HR,SK663,RAPESEED,1691.91,2632.61,1.556,434.37,189.97,7.119,CONVENTIONAL,0,FROST,0.4394,915.18,4134.39,1,apro_cpsh1,CROPS_2022A,2025-07-19
2017,DE,SK427,OLIVES,388.97,811.0,2.085,243.82,125.09,0.417,HYBRID,0,DROUGHT,0.478,295.51,1961.27,0,prc_hicp_midx,CROPS_2025D,2024-11-14
2018,LU,FI550,WHEAT,821.02,5681.46,6.92,491.84,35.3,6.038,DROUGHT_TOLERANT,0,STORM,0.8458,321.62,12724.0,0,aei_pr_gnb,CROPS_2024C,2024-01-03
2019,SI,AT128,SUGAR_BEET,220.02,9303.11,42.283,141.59,80.58,7.105,CERTIFIED,0,HEATWAVE,0.0933,261.94,16140.62,0,apro_cpshr,CROPS_2023B,2024-02-21
2020,CY,DE126,SOY,220.02,684.26,3.11,71.39,223.46,5.2,ORGANIC,0,NONE,0.5026,247.56,431.66,0,apro_cpnh1,CROPS_2022A,2024-08-12
2021,GR,GR99,MAIZE,713.79,6609.7,9.26,355.56,218.0,5.35,CONVENTIONAL,1,HAIL,0.5186,697.94,13693.07,0,apro_cpsh1,CROPS_2025D,2025-07-03
2022,MT,FR34,TOMATO,268.7,14332.46,53.34,77.8,197.34,0.228,HYBRID,0,FLOOD,0.4447,842.69,18883.74,0,prc_hicp_midx,CROPS_2024C,2025-09-15
2023,ES,DK4,RYE,501.14,710.12,1.417,314.35,61.12,6.821,DROUGHT_TOLERANT,0,WILDFIRE,0.5087,324.47,764.32,0,aei_pr_gnb,CROPS_2023B,2024-07-16
2024,CZ,HU3,SUNFLOWER,456.44,744.0,1.63,58.17,160.25,5.34,CERTIFIED,0,FROST,0.5985,738.94,448.74,0,apro_cpshr,CROPS_2022A,2025-07-31
2025,HU,HR168,GRAPES,992.87,4127.36,4.157,612.28,211.16,7.379,ORGANIC,0,DROUGHT,0.505,525.77,3579.17,0,apro_cpnh1,CROPS_2025D,2026-02-03
2026,NL,SK44,BARLEY,752.77,4729.65,6.283,480.63,157.02,5.868,CONVENTIONAL,0,STORM,0.6326,262.98,11601.41,1,apro_cpsh1,CROPS_2024C,2024-07-20
2010,SE,MT68,POTATO,1257.28,44383.24,35.301,351.23,213.83,0.491,HYBRID,0,HEATWAVE,0.2784,638.53,32172.36,0,prc_hicp_midx,CROPS_2023B,2026-02-12
2011,DK,GR9,OATS,413.45,2040.38,4.935,34.62,55.77,5.097,DROUGHT_TOLERANT,0,NONE,0.2501,961.66,1744.38,1,aei_pr_gnb,CROPS_2022A,2026-02-20
2012,IE,CZ602,RAPESEED,498.19,1428.81,2.868,306.27,108.03,6.105,CERTIFIED,0,HAIL,0.3864,841.42,3211.44,0,apro_cpshr,CROPS_2025D,2024-05-13
2013,PL,ES259,OLIVES,196.62,306.73,1.56,122.15,82.53,2.121,ORGANIC,0,FLOOD,0.5244,411.98,351.72,0,apro_cpnh1,CROPS_2024C,2026-01-11
2014,AT,SI52,WHEAT,830.58,2068.14,2.49,465.82,173.59,0.544,CONVENTIONAL,0,WILDFIRE,0.7806,640.13,3161.86,0,apro_cpsh1,CROPS_2023B,2025-05-01
2015,EE,SE91,SUGAR_BEET,636.82,37920.08,59.546,347.67,123.12,7.236,HYBRID,0,FROST,0.5362,261.7,74487.4,0,prc_hicp_midx,CROPS_2022A,2024-07-21
2016,IT,CY12,SOY,1181.3,2108.62,1.785,154.83,117.61,0.242,DROUGHT_TOLERANT,0,DROUGHT,0.6725,478.54,5146.34,0,aei_pr_gnb,CROPS_2025D,2025-09-30
2017,PT,BE50,MAIZE,180.4,1662.03,9.213,63.14,151.95,1.542,CERTIFIED,0,STORM,0.8981,957.81,1788.49,1,apro_cpshr,CROPS_2024C,2026-01-14
2018,BE,LV35,TOMATO,1475.06,78356.66,53.121,661.68,238.16,0.506,ORGANIC,0,HEATWAVE,0.92,588.92,132099.83,0,apro_cpnh1,CROPS_2023B,2024-11-26
2019,FI,NL55,RYE,474.11,1754.21,3.7,54.7,225.73,6.936,CONVENTIONAL,0,NONE,0.7659,414.27,1132.66,0,apro_cpsh1,CROPS_2022A,2024-06-07
2020,LV,CY333,SUNFLOWER,143.05,186.82,1.306,28.87,210.11,6.746,HYBRID,0,HAIL,0.3007,501.76,437.16,0,prc_hicp_midx,CROPS_2025D,2024-01-19
2021,RO,AT94,GRAPES,871.66,5032.09,5.773,562.63,138.72,4.903,DROUGHT_TOLERANT,0,FLOOD,0.5385,176.9,4950.23,1,aei_pr_gnb,CROPS_2024C,2025-08-19
2022,BG,LV75,BARLEY,1121.06,3035.83,2.708,718.65,165.43,2.512,CERTIFIED,0,WILDFIRE,0.9092,340.91,5227.23,0,apro_cpshr,CROPS_2023B,2024-10-28
2023,FR,LT991,POTATO,141.0,4687.83,33.247,67.08,197.66,2.889,ORGANIC,0,FROST,0.8553,469.33,2666.06,1,apro_cpnh1,CROPS_2022A,2024-02-09
2024,LT,LU924,OATS,301.84,1030.18,3.413,113.95,61.77,5.162,CONVENTIONAL,0,DROUGHT,0.7453,513.34,1765.59,0,apro_cpsh1,CROPS_2025D,2024-01-03
2025,SK,LT773,RAPESEED,785.8,2064.3,2.627,455.19,107.36,3.895,HYBRID,0,STORM,0.148,360.65,4531.37,0,prc_hicp_midx,CROPS_2024C,2024-08-18
2026,HR,BG555,OLIVES,309.8,875.49,2.826,159.6,129.28,7.143,DROUGHT_TOLERANT,0,HEATWAVE,0.7447,498.9,581.98,0,aei_pr_gnb,CROPS_2023B,2025-05-23
2010,DE,CZ184,WHEAT,603.37,4896.35,8.115,33.27,87.29,6.327,CERTIFIED,0,NONE,0.7456,586.15,8329.09,0,apro_cpshr,CROPS_2022A,2025-07-06
2011,LU,DK506,SUGAR_BEET,616.56,37389.43,60.642,70.57,75.1,4.063,ORGANIC,0,HAIL,0.1496,527.99,40376.91,0,apro_cpnh1,CROPS_2025D,2025-04-28
2012,SI,BG157,SOY,327.07,393.79,1.204,165.51,82.29,1.098,CONVENTIONAL,0,FLOOD,0.5531,890.17,196.16,0,apro_cpsh1,CROPS_2024C,2024-12-06
2013,CY,AT972,MAIZE,310.33,1825.98,5.884,188.91,82.32,2.586,HYBRID,1,WILDFIRE,0.3216,670.95,3858.96,0,prc_hicp_midx,CROPS_2023B,2024-12-03
2014,GR,NL22,TOMATO,388.41,26867.48,69.173,211.62,205.53,2.81,DROUGHT_TOLERANT,0,FROST,0.6155,170.58,42564.92,0,aei_pr_gnb,CROPS_2022A,2025-08-01
2015,MT,DK29,RYE,491.51,1219.44,2.481,147.59,90.36,5.68,CERTIFIED,0,DROUGHT,0.9054,843.61,2283.68,1,apro_cpshr,CROPS_2025D,2025-01-23
2016,ES,FR11,SUNFLOWER,192.91,253.29,1.313,81.65,32.94,1.548,ORGANIC,0,STORM,0.4194,727.39,623.73,0,apro_cpnh1,CROPS_2024C,2026-02-11
2017,CZ,HU125,GRAPES,428.87,4530.15,10.563,217.23,36.79,4.112,CONVENTIONAL,0,HEATWAVE,0.0951,594.19,2206.1,0,apro_cpsh1,CROPS_2023B,2025-08-09
2018,HU,LV814,BARLEY,615.72,3652.45,5.932,64.85,185.8,5.549,HYBRID,0,NONE,0.9255,500.87,7503.8,0,prc_hicp_midx,CROPS_2022A,2024-07-26
2019,NL,AT70,POTATO,696.81,17137.35,24.594,197.65,211.13,4.747,DROUGHT_TOLERANT,0,HAIL,0.2492,682.36,21962.92,0,aei_pr_gnb,CROPS_2025D,2024-11-19
2020,SE,SK1,OATS,239.61,409.97,1.711,91.28,163.05,1.274,CERTIFIED,0,FLOOD,0.5124,385.58,835.68,0,apro_cpshr,CROPS_2024C,2026-01-06
2021,DK,BG156,RAPESEED,229.74,382.29,1.664,131.87,55.5,1.208,ORGANIC,0,WILDFIRE,0.4404,367.43,605.46,0,apro_cpnh1,CROPS_2023B,2025-09-03
2022,IE,LV147,OLIVES,1010.88,2766.78,2.737,152.18,140.49,6.107,CONVENTIONAL,0,FROST,0.9301,493.01,5111.39,0,apro_cpsh1,CROPS_2022A,2025-08-02
2023,PL,BG397,WHEAT,306.01,1700.19,5.556,163.52,27.01,2.564,HYBRID,0,DROUGHT,0.7,812.44,2116.61,0,prc_hicp_midx,CROPS_2025D,2025-03-11
2024,AT,LU61,SUGAR_BEET,228.67,14912.94,65.216,74.12,68.28,2.377,DROUGHT_TOLERANT,0,STORM,0.2501,185.75,18253.46,1,aei_pr_gnb,CROPS_2024C,2025-04-10
2025,EE,ES8,SOY,374.32,1327.34,3.546,183.29,136.95,2.582,CERTIFIED,0,HEATWAVE,0.2748,319.21,1561.31,0,apro_cpshr,CROPS_2023B,2026-01-31
2026,IT,SK36,MAIZE,224.08,2137.28,9.538,53.46,189.26,4.371,ORGANIC,1,NONE,0.3231,394.37,3514.35,0,apro_cpnh1,CROPS_2022A,2025-05-18
2010,PT,FR5,TOMATO,743.88,42671.93,57.364,97.43,218.81,4.255,CONVENTIONAL,0,HAIL,0.7952,136.51,92158.83,1,apro_cpsh1,CROPS_2025D,2025-12-11
2011,BE,IT23,RYE,433.27,1594.43,3.68,281.37,32.04,1.872,HYBRID,0,FLOOD,0.6447,833.07,1326.05,0,prc_hicp_midx,CROPS_2024C,2025-05-01
2012,FI,HR820,SUNFLOWER,559.52,964.61,1.724,359.21,176.11,6.949,DROUGHT_TOLERANT,0,WILDFIRE,0.2239,339.17,2162.62,0,aei_pr_gnb,CROPS_2023B,2025-07-29
2013,LV,HU9,GRAPES,522.17,2725.21,5.219,36.97,25.35,4.547,CERTIFIED,0,FROST,0.6458,137.55,3215.41,0,apro_cpshr,CROPS_2022A,2024-07-01
2014,RO,RO3,BARLEY,335.78,837.77,2.495,59.18,45.81,6.297,ORGANIC,0,DROUGHT,0.3671,749.85,1290.79,0,apro_cpnh1,CROPS_2025D,2025-07-26
2015,BG,LV9,POTATO,683.26,24964.95,36.538,162.41,121.75,0.592,CONVENTIONAL,0,STORM,0.153,932.88,25041.89,0,apro_cpsh1,CROPS_2024C,2026-01-26
2016,FR,ES57,OATS,118.98,383.12,3.22,28.35,74.67,6.597,HYBRID,0,HEATWAVE,0.6265,595.16,129.8,0,prc_hicp_midx,CROPS_2023B,2024-08-01
2017,LT,HU114,RAPESEED,180.7,492.41,2.725,41.35,74.9,5.868,DROUGHT_TOLERANT,0,NONE,0.217,379.55,694.11,1,aei_pr_gnb,CROPS_2022A,2025-06-25
2018,SK,CZ115,OLIVES,109.34,210.48,1.925,10.81,99.0,0.619,CERTIFIED,0,HAIL,0.0721,584.65,337.13,0,apro_cpshr,CROPS_2025D,2025-03-03
2019,HR,BE266,WHEAT,164.17,1022.29,6.227,14.29,208.33,4.174,ORGANIC,0,FLOOD,0.2952,358.52,427.32,1,apro_cpnh1,CROPS_2024C,2024-05-31
2020,DE,BG4,SUGAR_BEET,607.7,23706.98,39.011,249.9,211.28,4.519,CONVENTIONAL,0,WILDFIRE,0.7047,448.95,11235.18,0,apro_cpsh1,CROPS_2023B,2025-03-26
2021,LU,RO676,SOY,275.97,516.34,1.871,133.82,119.81,7.294,HYBRID,0,FROST,0.356,587.93,223.78,0,prc_hicp_midx,CROPS_2022A,2024-11-02
2022,SI,PT5,MAIZE,505.86,3181.35,6.289,129.75,57.31,6.273,DROUGHT_TOLERANT,0,DROUGHT,0.7532,128.56,4464.14,1,aei_pr_gnb,CROPS_2025D,2025-01-23
2023,CY,RO9,TOMATO,499.56,25563.48,51.172,95.12,135.26,4.446,CERTIFIED,0,STORM,0.3018,472.7,63448.85,0,apro_cpshr,CROPS_2024C,2026-01-09
2024,GR,BE91,RYE,452.56,761.21,1.682,282.4,173.3,1.752,ORGANIC,0,HEATWAVE,0.6896,790.36,1577.35,0,apro_cpnh1,CROPS_2023B,2024-03-14
2025,MT,NL521,SUNFLOWER,166.55,394.56,2.369,30.8,44.84,4.794,CONVENTIONAL,0,NONE,0.6476,534.77,246.57,0,apro_cpsh1,CROPS_2022A,2024-06-18
2026,ES,EE63,GRAPES,264.69,1080.2,4.081,150.8,160.66,5.204,HYBRID,0,HAIL,0.4921,859.64,2257.74,0,prc_hicp_midx,CROPS_2025D,2024-07-13
2010,CZ,IT985,BARLEY,273.93,1244.46,4.543,85.13,190.45,5.946,DROUGHT_TOLERANT,0,FLOOD,0.7723,709.15,1427.44,0,aei_pr_gnb,CROPS_2024C,2025-01-05
2011,HU,ES53,POTATO,524.81,13528.03,25.777,321.34,27.33,5.316,CERTIFIED,0,WILDFIRE,0.6173,499.25,24479.66,1,apro_cpshr,CROPS_2023B,2024-02-17
2012,NL,GR2,OATS,598.81,1947.93,3.253,40.73,126.86,0.847,ORGANIC,0,FROST,0.7085,302.89,3740.41,0,apro_cpnh1,CROPS_2022A,2025-11-04
2013,SE,BG6,RAPESEED,564.9,1159.74,2.053,249.03,95.05,7.373,CONVENTIONAL,0,DROUGHT,0.2652,943.3,1697.79,0,apro_cpsh1,CROPS_2025D,2025-06-08
2014,DK,ES69,OLIVES,1430.13,1567.42,1.096,385.26,227.75,0.502,HYBRID,0,STORM,0.1438,126.38,1775.87,0,prc_hicp_midx,CROPS_2024C,2024-05-14
2015,IE,HR4,WHEAT,1327.73,5492.82,4.137,628.29,182.69,6.479,DROUGHT_TOLERANT,0,HEATWAVE,0.7709,97.19,2707.87,0,aei_pr_gnb,CROPS_2023B,2025-12-28
2016,PL,NL36,SUGAR_BEET,380.59,17584.4,46.203,142.07,48.83,4.035,CERTIFIED,0,NONE,0.2222,353.35,19184.85,0,apro_cpshr,CROPS_2022A,2025-08-06
