biz_sme_reference_year,biz_sme_country_iso2,biz_sme_region_nuts_code,biz_sme_sector_nace_section,biz_sme_sme_definition_code,biz_sme_micro_enterprises_count,biz_sme_small_enterprises_count,biz_sme_medium_enterprises_count,biz_sme_employment_sme_total,biz_sme_value_added_sme_eur,biz_sme_access_to_finance_index,biz_sme_venture_capital_investment_eur,biz_sme_interest_rate_on_loans_pct,biz_sme_digital_intensity_score,biz_sme_exporting_sme_share_pct,biz_sme_innovation_active_share_pct,biz_sme_sustainability_reporting_csrd_flag,biz_sme_late_payment_days_avg,biz_sme_eurostat_table_code,biz_sme_data_extract_date
2015,FR,HR2,A,BANKING_SME,4760,955,342,45134,6158889519.74,52.71,127147226.95,4.809,16.7,37.78,28.49,0,31.15,bd_9bd_sz_cl_r2,2025-11-29
2016,HU,SI789,L,MIXED,4830,813,339,43983,2286532727.54,31.93,107558387.39,9.342,68.77,18.35,23.67,0,52.45,sbs_na_sca_r2,2025-03-14
2017,LV,FI520,B,EU_SME_2003_361_EC,5049,744,216,25386,1620080496.0,84.19,88959760.34,0.784,94.56,22.64,48.38,0,66.49,isoc_sme,2024-07-16
2018,MT,BG866,M,NATIONAL_SME,5044,934,303,39803,4447711365.76,60.49,45129238.55,7.596,91.57,23.28,51.64,1,10.11,sbs_sc_sca_r2,2025-02-04
2019,PT,RO95,C,BANKING_SME,4575,511,326,25814,2825518555.95,87.77,120366467.68,6.868,88.28,58.66,7.18,0,67.16,tin00145,2024-07-05
2020,SI,BE586,N,MIXED,4820,938,308,45431,3126727935.72,77.75,65801564.46,7.26,77.54,48.02,14.88,1,3.99,bd_9bd_sz_cl_r2,2024-09-20
2021,AT,CY635,D,EU_SME_2003_361_EC,4822,989,276,40139,1130825894.73,85.35,248252407.56,1.351,19.23,22.67,51.91,1,46.54,sbs_na_sca_r2,2024-11-15
2022,HR,DK58,O,NATIONAL_SME,4335,848,308,35573,4875781707.58,73.01,144320250.39,8.39,71.01,10.35,52.37,0,34.87,isoc_sme,2024-11-29
2023,DK,PT463,E,BANKING_SME,4949,1035,200,33793,1169489284.4,32.69,65355727.94,6.704,35.94,43.95,23.54,0,6.65,sbs_sc_sca_r2,2025-11-12
2024,FR,FI39,P,MIXED,5049,926,192,27585,2242124639.37,55.92,135799714.28,3.776,39.41,59.61,43.45,0,58.67,tin00145,2025-02-06
2025,HU,NL7,F,EU_SME_2003_361_EC,4340,745,291,24721,1395366049.07,54.69,51689768.24,2.703,17.18,9.2,30.07,0,2.35,bd_9bd_sz_cl_r2,2024-09-11
2026,LV,PT1,Q,NATIONAL_SME,4590,820,109,28445,3121416374.03,63.57,171778385.05,0.996,39.35,49.95,38.86,0,12.6,sbs_na_sca_r2,2024-06-22
2010,MT,FI952,G,BANKING_SME,4356,818,124,26960,1680227548.47,44.32,21154861.31,9.079,59.58,42.58,48.09,0,23.23,isoc_sme,2025-10-17
2011,PT,EE53,R,MIXED,4581,850,274,41201,4136977201.53,84.5,18153816.65,7.093,87.79,57.35,40.87,0,38.4,sbs_sc_sca_r2,2024-02-27
2012,SI,IT7,H,EU_SME_2003_361_EC,4303,917,288,23307,1133433920.57,83.73,20679342.09,9.474,23.35,6.49,34.57,0,53.94,tin00145,2024-04-01
2013,AT,SE559,S,NATIONAL_SME,4796,423,155,18992,2256185401.08,33.28,100039173.22,6.106,18.87,44.86,46.78,0,41.4,bd_9bd_sz_cl_r2,2024-09-20
2014,HR,GR41,I,BANKING_SME,5108,602,109,26411,983268260.29,34.02,89225822.07,6.603,57.35,5.75,14.39,0,24.24,sbs_na_sca_r2,2024-07-16
2015,DK,PT858,T,MIXED,5148,873,152,28820,2810310304.71,37.93,86248339.33,1.526,31.1,22.7,9.57,1,27.74,isoc_sme,2026-02-25
2016,FR,SI90,J,EU_SME_2003_361_EC,4399,465,154,24707,1674568339.22,48.69,4627821.75,3.644,37.22,49.32,37.64,0,10.84,sbs_sc_sca_r2,2025-03-08
2017,HU,FR21,U,NATIONAL_SME,5088,1100,332,45688,5345355510.54,54.4,889390.29,8.743,25.35,18.78,6.28,0,49.2,tin00145,2024-12-07
2018,LV,EE498,K,BANKING_SME,4475,522,249,39334,2782994617.91,85.61,372338046.54,0.752,61.78,31.81,11.04,1,32.9,bd_9bd_sz_cl_r2,2025-05-22
2019,MT,SI793,A,MIXED,5063,732,226,32973,3810357892.59,38.73,105617980.25,6.798,44.57,29.19,56.84,0,60.14,sbs_na_sca_r2,2024-09-01
2020,PT,DE8,L,EU_SME_2003_361_EC,4628,740,171,23610,2613600657.23,80.61,5383317.97,6.58,34.1,44.99,16.11,0,50.08,isoc_sme,2024-08-25
2021,SI,SK955,B,NATIONAL_SME,4580,537,246,31553,2615031467.29,37.52,121361224.02,7.047,61.53,23.66,8.42,0,5.59,sbs_sc_sca_r2,2024-06-23
2022,AT,IE22,M,BANKING_SME,4943,599,391,44607,5846791075.05,35.1,28975262.87,1.073,11.54,16.25,46.16,0,36.89,tin00145,2025-07-20
2023,HR,PT76,C,MIXED,5096,1001,190,40249,4573948642.84,63.9,59531949.95,4.067,47.01,41.65,6.66,1,60.13,bd_9bd_sz_cl_r2,2024-11-11
2024,DK,SK236,N,EU_SME_2003_361_EC,4548,701,355,46461,5587059265.12,47.19,90023641.62,4.827,84.9,38.26,13.62,0,57.91,sbs_na_sca_r2,2026-02-10
2025,FR,LT51,D,NATIONAL_SME,4963,702,181,33151,3464027505.3,48.79,116291750.89,1.487,23.61,22.33,15.97,1,50.84,isoc_sme,2025-08-28
2026,HU,DK423,O,BANKING_SME,4345,353,290,18047,2330117409.99,84.35,41031895.47,1.813,33.44,59.67,7.38,0,49.67,sbs_sc_sca_r2,2024-09-17
2010,LV,DK966,E,MIXED,4977,691,384,40467,4738111471.0,74.6,195113288.5,5.987,28.63,14.98,49.53,0,54.69,tin00145,2025-08-27
2011,MT,ES3,P,EU_SME_2003_361_EC,4644,509,360,26824,1523794866.17,44.86,15729981.39,3.123,63.28,25.87,35.2,1,54.68,bd_9bd_sz_cl_r2,2025-06-28
2012,PT,FR36,F,NATIONAL_SME,5156,465,295,42759,5680065019.25,35.32,22917795.02,4.591,83.31,58.31,25.81,0,51.35,sbs_na_sca_r2,2025-05-20
2013,SI,SK487,Q,BANKING_SME,4460,780,236,27309,2286861585.06,46.51,68984159.98,6.534,12.23,24.21,35.17,1,33.27,isoc_sme,2024-09-24
2014,AT,SE69,G,MIXED,4836,974,195,35878,3682570615.38,63.26,162022357.13,9.219,86.55,50.27,26.12,0,15.62,sbs_sc_sca_r2,2025-02-23
2015,HR,LU29,R,EU_SME_2003_361_EC,4730,1011,350,47106,4191483853.43,41.29,142200520.85,7.795,38.68,31.45,36.6,1,28.82,tin00145,2024-05-28
2016,DK,FR957,H,NATIONAL_SME,4695,785,108,26258,2459776969.97,75.42,141111689.76,1.222,66.62,30.14,37.65,1,40.73,bd_9bd_sz_cl_r2,2025-08-27
2017,FR,PL923,S,BANKING_SME,4379,454,338,33028,2565623183.77,56.5,12058719.74,4.644,61.95,53.54,15.77,0,7.67,sbs_na_sca_r2,2026-02-16
2018,HU,NL3,I,MIXED,4708,779,265,36569,4786998871.31,47.21,181462778.69,9.389,79.74,47.68,20.57,0,16.17,isoc_sme,2024-11-30
2019,LV,LT77,T,EU_SME_2003_361_EC,5130,465,267,24239,1435087051.17,73.09,5134907.96,4.008,12.58,27.01,20.24,0,7.56,sbs_sc_sca_r2,2025-10-13
2020,MT,FR529,J,NATIONAL_SME,4624,497,341,24847,1725405308.08,66.42,213038038.84,1.588,77.21,40.51,11.7,1,62.25,tin00145,2024-02-11
2021,PT,FR12,U,BANKING_SME,4655,528,360,28551,873305237.4,63.8,196310845.08,8.781,93.74,47.38,7.08,0,6.15,bd_9bd_sz_cl_r2,2025-06-03
2022,SI,DK20,K,MIXED,4945,977,344,33795,4140265856.31,49.3,123461916.1,2.055,23.4,36.2,43.71,0,33.2,sbs_na_sca_r2,2025-01-28
2023,AT,HU465,A,EU_SME_2003_361_EC,5212,1065,239,37462,1335262353.8,34.49,126241772.89,4.036,29.86,57.53,22.12,1,51.48,isoc_sme,2024-03-14
2024,HR,ES9,L,NATIONAL_SME,4959,800,141,29640,3131852468.8,71.45,159733265.35,7.837,30.41,15.14,9.66,0,2.16,sbs_sc_sca_r2,2025-02-27
2025,DK,LT429,B,BANKING_SME,5079,557,291,33852,4413660384.46,65.64,107159352.16,2.697,22.64,42.52,8.05,0,15.12,tin00145,2024-02-19
2026,FR,AT85,M,MIXED,4888,481,342,28989,3140422863.95,58.32,8100758.36,9.159,49.66,13.78,26.19,0,15.27,bd_9bd_sz_cl_r2,2026-01-08
2010,HU,CY27,C,EU_SME_2003_361_EC,4507,896,323,30343,893629952.07,75.27,12710414.61,2.894,26.71,11.1,57.21,0,60.69,sbs_na_sca_r2,2024-01-07
2011,LV,MT15,N,NATIONAL_SME,4578,592,94,19106,1988665830.71,36.47,127967363.59,5.14,94.95,5.42,6.6,1,21.84,isoc_sme,2024-12-23
2012,MT,FR119,D,BANKING_SME,5013,892,273,30111,1838642420.57,50.24,106385186.39,7.536,80.52,41.86,12.11,0,37.46,sbs_sc_sca_r2,2025-06-09
2013,PT,IT4,O,MIXED,4825,607,282,34456,1670788087.03,45.52,79325620.69,3.951,81.18,34.64,41.64,0,2.86,tin00145,2024-05-08
2014,SI,BE95,E,EU_SME_2003_361_EC,4579,429,355,30003,4179717939.37,81.79,163642329.96,8.973,20.1,54.92,8.81,1,54.92,bd_9bd_sz_cl_r2,2024-09-12
2015,AT,CZ6,P,NATIONAL_SME,4781,654,259,26238,2123518382.92,81.4,263004435.9,7.778,12.47,20.04,8.07,0,18.21,sbs_na_sca_r2,2026-02-25
2016,HR,CZ76,F,BANKING_SME,5053,783,348,34136,2968760005.06,37.59,42861900.69,3.605,66.13,26.9,12.23,0,13.9,isoc_sme,2024-06-30
2017,DK,LU9,Q,MIXED,4874,1019,268,41289,4684461429.95,40.66,148061498.86,5.845,85.79,18.99,32.84,1,54.59,sbs_sc_sca_r2,2025-06-28
2018,FR,BE33,G,EU_SME_2003_361_EC,5126,923,291,39275,4622745559.27,77.87,170871839.07,2.4,69.81,47.16,6.54,0,29.54,tin00145,2024-12-02
2019,HU,FI49,R,NATIONAL_SME,4820,691,148,23599,1932804341.26,64.29,181877599.37,4.33,58.79,48.69,50.08,0,20.33,bd_9bd_sz_cl_r2,2025-05-07
2020,LV,SK1,H,BANKING_SME,4453,767,210,29645,785072575.45,59.99,42332840.88,0.879,66.09,16.89,45.75,1,40.65,sbs_na_sca_r2,2025-09-18
2021,MT,HU918,S,MIXED,4481,604,239,28345,1903441401.81,36.72,11804009.47,7.025,58.55,44.36,42.62,1,43.88,isoc_sme,2025-10-07
2022,PT,MT458,I,EU_SME_2003_361_EC,4769,666,345,31514,4206768585.32,35.72,148510336.3,9.163,46.54,47.8,23.38,0,17.25,sbs_sc_sca_r2,2025-11-28
2023,SI,AT79,T,NATIONAL_SME,5077,677,166,28773,2318335012.62,59.77,49107475.91,3.866,72.0,39.65,29.8,0,63.61,tin00145,2025-07-28
2024,AT,LV978,J,BANKING_SME,5099,502,351,33114,2942186674.18,36.26,144338986.91,8.156,12.61,14.21,17.99,0,33.05,bd_9bd_sz_cl_r2,2024-04-13
2025,HR,GR450,U,MIXED,5128,486,212,16605,1133635248.23,62.2,15543594.33,5.856,21.25,38.13,35.2,0,32.6,sbs_na_sca_r2,2024-10-13
2026,DK,SI7,K,EU_SME_2003_361_EC,4918,920,337,38288,1363363179.79,70.4,181986310.75,8.99,48.53,54.75,8.1,0,11.6,isoc_sme,2024-07-02
2010,FR,SI305,A,NATIONAL_SME,5054,491,110,15269,534873385.06,48.21,87202693.5,7.693,71.85,50.31,22.66,0,26.05,sbs_sc_sca_r2,2024-10-13
2011,HU,BE8,L,BANKING_SME,4780,910,299,33023,3641415112.54,78.15,228312581.71,8.528,57.1,39.32,9.9,1,24.31,tin00145,2025-01-20
2012,LV,IE62,B,MIXED,5169,770,227,32221,2002713535.15,87.0,190861275.69,2.973,75.67,11.04,50.74,0,53.46,bd_9bd_sz_cl_r2,2024-06-16
2013,MT,CY7,M,EU_SME_2003_361_EC,4880,619,290,28249,1319198462.4,38.39,154058085.37,2.923,76.49,28.7,9.54,0,67.72,sbs_na_sca_r2,2024-02-01
2014,PT,LU803,C,NATIONAL_SME,4559,694,217,25587,1566117739.07,43.24,86421138.28,4.466,70.09,8.43,8.17,0,58.3,isoc_sme,2025-08-28
2015,SI,CZ544,N,BANKING_SME,5128,603,116,17766,1099374346.3,73.9,173395451.75,5.126,12.8,32.52,29.2,0,49.87,sbs_sc_sca_r2,2026-01-17
2016,AT,DE2,D,MIXED,4487,932,203,30858,3141013545.94,69.25,231312273.76,1.458,87.75,49.73,14.87,0,35.34,tin00145,2025-12-13
2017,HR,PT7,O,EU_SME_2003_361_EC,4389,879,292,50250,6998851546.46,47.22,215114185.84,8.371,33.04,49.22,19.3,0,22.32,bd_9bd_sz_cl_r2,2024-06-14
2018,DK,DE86,E,NATIONAL_SME,4773,980,104,23697,2241221948.21,35.85,17270643.47,5.956,13.78,47.23,48.48,0,19.61,sbs_na_sca_r2,2025-05-20
2019,FR,RO92,P,BANKING_SME,4781,943,203,24513,2366678608.59,38.17,127232620.89,5.611,75.1,40.55,51.97,1,41.59,isoc_sme,2025-06-12
2020,HU,EE19,F,MIXED,4605,643,266,34760,1050851641.02,68.58,36809288.88,9.145,12.75,42.51,12.13,0,10.95,sbs_sc_sca_r2,2025-12-30
2021,LV,IE40,Q,EU_SME_2003_361_EC,5166,736,111,19906,2220723411.4,43.96,115557401.34,4.762,45.9,13.92,45.84,1,46.97,tin00145,2025-07-31
2022,MT,GR4,G,NATIONAL_SME,5204,585,250,29561,2776160758.97,70.73,50123171.61,2.434,30.88,42.58,16.61,1,30.64,bd_9bd_sz_cl_r2,2024-04-28
2023,PT,LT100,R,BANKING_SME,4408,721,238,37586,1912193244.13,62.87,225514375.98,8.036,21.32,7.0,49.42,0,40.11,sbs_na_sca_r2,2025-04-27
2024,SI,IE89,H,MIXED,4755,575,131,26823,2417549535.84,35.58,45203125.25,3.32,66.98,16.38,16.22,1,40.94,isoc_sme,2024-02-18
2025,AT,RO80,S,EU_SME_2003_361_EC,4439,649,105,32062,1114842171.12,80.42,225072619.34,4.425,51.85,30.44,57.83,0,55.05,sbs_sc_sca_r2,2026-01-13
2026,HR,AT15,I,NATIONAL_SME,4733,787,287,31769,3269421350.57,43.22,148387551.52,4.813,85.91,18.92,20.49,1,21.02,tin00145,2025-01-31
2010,DK,FR185,T,BANKING_SME,4741,689,242,26474,3058127834.96,61.39,32571613.84,4.632,47.96,39.15,31.68,1,43.16,bd_9bd_sz_cl_r2,2026-01-19
2011,FR,PT85,J,MIXED,5301,558,181,25413,1011972707.56,76.1,5268105.87,3.311,57.51,22.08,35.22,1,54.62,sbs_na_sca_r2,2025-03-30
2012,HU,GR481,U,EU_SME_2003_361_EC,4911,665,379,43607,2180910887.08,63.83,85856080.09,0.511,40.03,9.17,30.67,1,65.44,isoc_sme,2024-05-28
2013,LV,IE887,K,NATIONAL_SME,4898,719,361,49535,3651215180.07,79.07,274227120.77,4.107,30.06,25.68,26.44,0,3.58,sbs_sc_sca_r2,2024-03-25
2014,MT,RO916,A,BANKING_SME,4721,472,304,30564,2634906611.29,44.93,35847338.32,5.295,78.29,19.83,53.81,1,42.44,tin00145,2025-11-16
2015,PT,NL109,L,MIXED,4897,1034,133,16860,1701586899.79,62.97,143802647.94,6.942,21.62,25.0,54.46,0,31.98,bd_9bd_sz_cl_r2,2024-02-01
2016,SI,FI8,B,EU_SME_2003_361_EC,4650,673,172,23411,1524583516.77,76.5,10095324.64,4.803,77.89,14.87,32.74,1,65.67,sbs_na_sca_r2,2026-01-20
2017,AT,SE293,M,NATIONAL_SME,5317,1009,248,32860,2915631860.04,75.53,158738092.44,7.377,65.47,36.52,14.89,1,20.21,isoc_sme,2025-07-31
2018,HR,AT22,C,BANKING_SME,4746,497,157,19208,2313164724.72,65.05,5958024.01,7.607,30.56,21.78,39.69,0,48.58,sbs_sc_sca_r2,2024-10-13
2019,DK,ES248,N,MIXED,4547,784,310,32441,1525078944.01,65.91,232544654.35,3.125,84.96,18.22,42.26,0,20.86,tin00145,2025-02-01
2020,FR,FI244,D,EU_SME_2003_361_EC,4999,413,269,35369,1298982286.41,65.95,142832911.24,5.246,47.52,36.66,47.06,0,12.21,bd_9bd_sz_cl_r2,2025-05-25
2021,HU,IT3,O,NATIONAL_SME,4723,875,183,28874,3679529756.54,75.64,161916044.28,1.748,53.12,17.12,51.48,0,2.76,sbs_na_sca_r2,2024-08-11
2022,LV,BG557,E,BANKING_SME,5075,659,149,23762,1712720057.39,75.79,13984053.49,3.768,80.29,9.38,52.36,0,43.22,isoc_sme,2024-01-22
2023,MT,ES412,P,MIXED,4733,404,250,21370,2135310484.27,77.91,96159187.04,1.701,72.15,24.13,26.11,0,35.39,sbs_sc_sca_r2,2024-12-12
2024,PT,NL440,F,EU_SME_2003_361_EC,5074,882,194,28544,3140259788.98,87.38,114720872.85,3.809,20.7,45.16,12.8,0,64.79,tin00145,2026-02-23
2025,SI,IE439,Q,NATIONAL_SME,4796,916,335,48114,2060289415.61,67.27,235167377.85,4.423,33.75,8.56,52.97,0,30.93,bd_9bd_sz_cl_r2,2025-05-30
2026,AT,IT12,G,BANKING_SME,4902,418,207,34145,2140565442.5,66.73,72285521.0,5.179,87.04,45.23,22.71,0,24.22,sbs_na_sca_r2,2024-10-01
2010,HR,FI525,R,MIXED,4737,1040,163,27037,2581470606.82,75.53,205656669.53,3.661,94.81,13.83,39.44,0,34.27,isoc_sme,2024-11-24
2011,DK,LV83,H,EU_SME_2003_361_EC,4807,513,179,16083,1970888778.61,66.21,193974179.13,5.81,50.84,41.13,18.6,0,14.14,sbs_sc_sca_r2,2024-09-09
2012,FR,FR876,S,NATIONAL_SME,4818,846,181,31035,2239619798.93,30.38,64163055.59,1.128,81.41,30.09,48.15,1,23.71,tin00145,2025-11-16
2013,HU,CZ512,I,BANKING_SME,4962,608,123,25304,2670802139.22,68.49,81830938.9,2.82,37.37,45.48,26.21,1,14.73,bd_9bd_sz_cl_r2,2024-08-13
2014,LV,HU39,T,MIXED,4686,649,300,30435,3684246374.6,78.4,283884550.93,8.331,16.93,24.06,42.92,1,35.09,sbs_na_sca_r2,2024-04-03
2015,MT,BG4,J,EU_SME_2003_361_EC,4723,497,220,16461,843571396.72,72.25,311578649.13,5.077,41.69,59.05,17.86,0,32.7,isoc_sme,2024-09-20
2016,PT,LV5,U,NATIONAL_SME,5115,437,220,22891,2438731366.29,47.95,61275272.9,0.264,18.89,11.48,15.52,0,42.89,sbs_sc_sca_r2,2024-10-30
2017,SI,CY1,K,BANKING_SME,4697,457,256,20985,1296609788.33,61.32,129606920.61,6.333,12.92,15.36,21.57,1,38.82,tin00145,2025-09-13
2018,AT,AT4,A,MIXED,4829,839,213,21066,1413020161.73,55.43,16573034.62,3.662,24.16,14.46,17.53,0,26.35,bd_9bd_sz_cl_r2,2024-09-04
2019,HR,BE10,L,EU_SME_2003_361_EC,5100,521,276,19924,2253872508.44,52.62,80877246.8,4.067,70.61,11.35,50.2,0,16.39,sbs_na_sca_r2,2024-12-23
2020,DK,LU894,B,NATIONAL_SME,4984,628,278,26441,710691380.08,36.37,3635150.62,5.963,39.39,39.11,57.78,1,9.06,isoc_sme,2025-04-08
2021,FR,HU939,M,BANKING_SME,5259,472,271,25200,3209988119.71,66.16,37461698.17,4.37,88.2,11.26,33.27,0,18.43,sbs_sc_sca_r2,2025-07-07
2022,HU,CY4,C,MIXED,5339,500,325,37528,3559561586.41,55.18,27034662.61,3.759,32.18,55.55,30.65,0,33.82,tin00145,2025-10-28
2023,LV,AT68,N,EU_SME_2003_361_EC,5272,723,294,36673,3275788377.76,32.22,100919548.42,4.89,62.79,29.44,44.97,1,33.93,bd_9bd_sz_cl_r2,2024-04-11
2024,MT,IT91,D,NATIONAL_SME,5333,437,344,29797,3529652229.87,46.31,21677794.69,2.624,81.16,17.68,57.58,0,51.86,sbs_na_sca_r2,2024-09-30
2025,PT,FI9,O,BANKING_SME,5261,449,266,28626,1279472624.22,40.16,89951249.57,8.693,31.75,16.3,33.18,0,3.66,isoc_sme,2025-09-13
2026,SI,GR376,E,MIXED,4923,895,299,23195,1191538141.05,57.14,79233139.43,9.074,91.95,35.56,15.78,1,2.25,sbs_sc_sca_r2,2025-06-24
2010,AT,RO750,P,EU_SME_2003_361_EC,4827,538,275,33522,3052304318.34,69.67,214136377.07,7.137,55.23,21.5,18.73,1,57.07,tin00145,2024-08-12
2011,HR,DK3,F,NATIONAL_SME,5326,1000,155,26359,1619722464.21,63.62,17032637.77,8.598,35.25,22.0,15.04,0,9.15,bd_9bd_sz_cl_r2,2024-01-18
2012,DK,SK318,Q,BANKING_SME,4749,799,194,34088,988999864.29,85.47,328180697.2,8.582,43.29,17.91,44.3,1,51.89,sbs_na_sca_r2,2025-06-14
2013,FR,RO74,G,MIXED,5322,717,211,28235,1466805368.61,60.91,10542598.94,6.346,73.34,61.17,24.25,1,46.78,isoc_sme,2025-10-19
2014,HU,LV39,R,EU_SME_2003_361_EC,4647,431,121,24500,2124953709.17,71.43,191697696.04,6.903,49.14,27.6,8.87,1,30.82,sbs_sc_sca_r2,2025-02-24
2015,LV,BG65,H,NATIONAL_SME,4721,790,137,33624,3830458823.87,70.13,35636696.15,8.71,67.23,52.23,22.07,0,20.9,tin00145,2024-05-03
2016,MT,FR728,S,BANKING_SME,5160,577,178,23109,2284167942.95,80.98,173987961.66,5.545,56.53,44.23,33.44,0,50.69,bd_9bd_sz_cl_r2,2025-02-10
2017,PT,LV607,I,MIXED,5316,713,169,20311,2366193278.81,73.46,82225508.81,5.767,81.27,8.01,53.39,0,10.47,sbs_na_sca_r2,2025-04-18
2018,SI,SK76,T,EU_SME_2003_361_EC,4767,450,118,18725,667062941.0,84.68,202315483.72,9.149,25.48,56.08,8.58,1,44.71,isoc_sme,2025-02-13
2019,AT,IT30,J,NATIONAL_SME,5249,891,307,35922,4834399340.16,72.25,138004046.22,5.38,13.89,9.46,56.37,1,15.12,sbs_sc_sca_r2,2025-01-16
2020,HR,SE5,U,BANKING_SME,4823,968,316,28128,1346161541.89,32.94,88558200.87,9.319,22.38,8.74,16.16,0,16.71,tin00145,2025-12-07
2021,DK,NL65,K,MIXED,5106,893,338,47490,4775146507.13,78.4,217909564.6,1.189,31.9,5.84,14.41,0,60.72,bd_9bd_sz_cl_r2,2025-06-06
2022,FR,ES880,A,EU_SME_2003_361_EC,4912,1030,353,24948,731657197.64,50.34,5457422.36,6.151,34.0,39.87,20.69,0,67.52,sbs_na_sca_r2,2025-07-03
2023,HU,MT74,L,NATIONAL_SME,5197,1140,383,42379,1332595811.23,40.85,78891699.34,4.981,25.6,36.97,44.73,1,40.22,isoc_sme,2024-05-10
2024,LV,GR587,B,BANKING_SME,4806,575,271,32081,1537815445.7,54.18,179806372.5,2.559,15.35,58.47,34.71,0,15.25,sbs_sc_sca_r2,2025-01-06
2025,MT,FI538,M,MIXED,4924,638,365,32283,1967798308.91,54.98,40899986.94,7.581,86.23,26.83,44.71,1,29.33,tin00145,2025-08-22
2026,PT,EE16,C,EU_SME_2003_361_EC,4678,471,206,30334,3838065595.55,59.12,139325791.77,3.529,12.03,45.41,42.34,0,46.3,bd_9bd_sz_cl_r2,2024-01-11
2010,SI,RO110,N,NATIONAL_SME,5280,576,326,32610,3177869536.06,70.83,26182663.75,3.12,21.89,53.02,11.13,1,38.34,sbs_na_sca_r2,2025-04-14
2011,AT,LV596,D,BANKING_SME,4778,421,174,25436,3422913535.74,43.05,127035655.45,3.458,82.86,61.62,34.41,0,48.83,isoc_sme,2025-05-01
2012,HR,IT66,O,MIXED,4609,376,335,35875,1347973017.54,82.77,217513756.7,8.359,45.64,34.8,40.03,0,64.58,sbs_sc_sca_r2,2024-09-01
2013,DK,AT34,E,EU_SME_2003_361_EC,4654,1008,230,28596,1168722560.74,85.03,341790068.81,3.634,15.33,6.57,50.54,0,23.17,tin00145,2026-01-13
2014,FR,SK97,P,NATIONAL_SME,4537,446,225,16859,642401465.44,43.43,108207169.57,2.374,67.03,54.45,57.35,0,23.46,bd_9bd_sz_cl_r2,2026-01-01
2015,HU,CZ29,F,BANKING_SME,4553,649,311,35280,4215703520.96,83.14,341914223.58,7.584,38.25,57.19,49.72,0,28.91,sbs_na_sca_r2,2024-12-09
2016,LV,FI4,Q,MIXED,4569,958,206,25343,1703200303.22,87.99,212252330.24,2.368,29.53,21.22,20.66,1,45.63,isoc_sme,2025-02-12
2017,MT,IT270,G,EU_SME_2003_361_EC,5305,850,186,34477,3947812049.03,32.52,15351673.72,4.401,41.38,32.45,21.01,0,5.68,sbs_sc_sca_r2,2026-01-06
2018,PT,IT39,R,NATIONAL_SME,5208,949,384,46285,3575295344.87,41.84,155393445.97,5.995,14.3,26.69,35.95,1,33.38,tin00145,2024-04-14
2019,SI,CZ4,H,BANKING_SME,4640,996,336,38370,1446890877.94,80.05,32400784.8,3.233,14.57,18.02,49.64,1,39.62,bd_9bd_sz_cl_r2,2024-03-23
2020,AT,BG128,S,MIXED,5186,741,188,25018,2272100708.35,71.25,178362559.56,8.081,85.41,52.59,17.31,0,7.16,sbs_na_sca_r2,2025-01-07
2021,HR,SI79,I,EU_SME_2003_361_EC,4607,785,197,32193,1354051037.34,87.3,53785582.47,9.076,69.07,35.0,40.68,0,16.52,isoc_sme,2025-09-26
2022,DK,IE441,T,NATIONAL_SME,4768,972,110,35391,3912915653.82,64.61,51444905.67,4.171,73.98,33.7,39.19,0,42.73,sbs_sc_sca_r2,2025-07-28
2023,FR,EE282,J,BANKING_SME,4660,682,348,27733,1869556059.89,77.55,316614250.98,8.695,88.23,39.81,33.51,0,34.0,tin00145,2024-05-23
2024,HU,SK89,U,MIXED,4712,990,297,33571,1592462923.67,53.31,8249128.63,4.697,88.4,55.81,27.78,1,39.16,bd_9bd_sz_cl_r2,2024-05-31
2025,LV,CZ819,K,EU_SME_2003_361_EC,5064,828,211,25967,1077164295.6,43.04,14491333.07,1.24,25.52,19.09,12.87,0,31.97,sbs_na_sca_r2,2025-05-20
2026,MT,IT309,A,NATIONAL_SME,5428,485,182,31601,999126285.33,30.6,37073249.54,1.122,10.78,30.19,50.36,0,64.88,isoc_sme,2024-10-09
2010,PT,SK625,L,BANKING_SME,5268,925,279,33723,4631879682.79,71.22,100617516.85,0.664,14.88,31.58,6.08,0,42.66,sbs_sc_sca_r2,2024-03-14
2011,SI,BG57,B,MIXED,5440,792,120,22351,1009095243.14,56.32,144418535.32,5.801,81.02,52.0,23.11,0,64.22,tin00145,2025-02-11
2012,AT,LU3,M,EU_SME_2003_361_EC,4696,525,132,14457,1834734087.48,46.18,105971789.8,1.461,74.13,57.73,24.43,0,54.17,bd_9bd_sz_cl_r2,2025-07-11
2013,HR,IT23,C,NATIONAL_SME,5206,1070,175,40020,2399326957.18,70.33,102972503.63,3.208,59.11,55.83,32.91,1,29.37,sbs_na_sca_r2,2025-10-08
2014,DK,SI332,N,BANKING_SME,5037,823,323,28274,3093442279.49,74.01,110093105.62,7.292,25.32,10.45,36.32,1,8.52,isoc_sme,2024-08-18
2015,FR,HU84,D,MIXED,4559,678,188,31740,4216150862.94,85.45,23167944.56,6.053,91.62,41.4,39.11,0,14.25,sbs_sc_sca_r2,2025-11-17
2016,HU,LT158,O,EU_SME_2003_361_EC,5348,575,390,34362,3189519449.23,87.84,142066090.16,5.176,23.02,34.58,26.1,0,49.94,tin00145,2026-01-15
