tax_sales_collection_month,tax_sales_state_ut_code,tax_sales_gstin_hash,tax_sales_tax_jurisdiction_code,tax_sales_tax_base_category,tax_sales_gst_rate_pct,tax_sales_gross_taxable_sales_inr,tax_sales_gst_collected_inr,tax_sales_vendor_count_reporting,tax_sales_filing_frequency_type,tax_sales_e_invoice_share_pct,tax_sales_e_waybill_count,tax_sales_itc_claimed_inr,tax_sales_reverse_charge_liability_inr,tax_sales_late_filing_rate_pct,tax_sales_penalties_assessed_inr,tax_sales_interest_assessed_inr,tax_sales_compliance_gap_estimate,tax_sales_refunds_issued_inr,tax_sales_data_certification_level
2025-10,MN,9985c7f330df8c0aad75ef9970ff409ef0dca2581a57ccf0b1a0dd3c6122c60f,GST-AS-51,SERVICES,12,39439273,3912135,32999,MONTHLY,13.49,158456,2578283,97744,1.94,35829,25226,12.62,856033,L1
2026-05,AP,397feab11724ac5f3b469663caedf041c0f7b3c150827e5f33dff36f98042a11,GST-DH-18,MIXED,18,196585861,35936531,42446,QUARTERLY,12.94,12146,25761876,489086,11.34,315872,144091,8.8,4244409,L2
2024-03,WB,b4e2959972e824f44a443373cefb31a89f0f248f05bcaef3364fba04285bffa8,GST-WB-31,GOODS,12,14825635,1686641,7093,MONTHLY,22.64,4717,1025513,26616,10.19,41798,9672,12.92,405683,L3
2023-09,HP,ac0e853982b847e8032c938be76d4677e842bbff6f56f0e070b4ac77341c6eac,GST-HP-89,GOODS,28,138142726,29124327,18029,QUARTERLY,80.22,174231,9990886,528389,9.19,514943,564231,11.7,4692910,L2
2021-10,MN,9cc4732b2042b7c191bb9068df21aec3ec658556f5d325eae7723dc397e037ee,GST-HP-57,MIXED,12,243773349,19490582,20253,MONTHLY,62.65,52614,5805272,563036,1.76,243766,85691,2.87,978074,L2
2022-12,HR,c221dd1597f0ea3075975df5cf02362b8ca7b04ea373c4bf7197e150c6514217,GST-BR-15,SERVICES,18,99060030,12603143,13202,QUARTERLY,83.15,90753,10526385,25735,6.04,138840,24842,12.28,1373859,L3
2020-03,JK,fef219f509e10b0cb2fc892d718e0e0f928b9e33bb39bc30ee9f842b00e3350d,GST-LD-43,GOODS,5,48411715,2342390,15499,MONTHLY,28.56,167334,1027262,89422,2.57,48004,40601,0.12,168838,L2
2025-03,CH,59e6dd821510986e2e2a4576fcbc4e716338384a8f5a95d46b829b2dbc7d7f98,GST-JH-86,GOODS,5,195538323,8287043,48377,MONTHLY,17.48,180580,4182202,587463,11.02,244215,85275,14.62,1532584,L3
2026-12,LA,768ee7c3e0ae721327c0e0f957771555d2bb725d2496a3f7d3bf432f6f03c6b1,GST-DH-25,GOODS,12,154043985,15615135,106,MONTHLY,54.73,58536,4588306,582543,11.16,210840,287328,3.94,3185662,L2
2020-11,WB,e25b0d119bd8f04929672ff0a84b2b8999d9bca6bcf9df0d3833947b259833b1,GST-WB-27,SERVICES,5,238035831,11822873,9660,MONTHLY,3.48,189877,2742302,481737,8.76,79710,8722,4.42,331100,L2
2023-11,CG,0626fd6d14c667a107d911a4a32e9beda244311de1da5dded9d4ad9ac45a6d96,GST-AN-30,GOODS,3,108538501,2709743,27305,MONTHLY,48.73,61922,1256808,123904,7.9,32285,29639,4.91,142761,L2
2024-04,TS,2ea70d0979985207dcfb5f3741185ed4d27f04bbcd3c25456e063ea220f7b779,GST-TN-95,GOODS,5,90032262,3729231,25096,MONTHLY,95.87,121228,2215653,290853,2.92,20095,22922,14.15,37967,L1
2020-04,MZ,d483b449a0f6a9e32871bc498dd608f4780bdeeb134399c74e7ffd27ab8dfb19,GST-HR-22,MIXED,12,81154183,6578651,44933,MONTHLY,64.87,56644,5007624,153157,0.88,130536,47080,9.9,1141985,L1
2023-07,UK,9fb9b35592cb684cacc45c4af3823b9cc2ee5dc510039104880fff2b1d597744,GST-HR-48,GOODS,18,42313710,7353862,29462,MONTHLY,50.61,65020,2797062,564391,10.06,4836,109133,4.32,1163727,L2
2025-10,TR,c74f7db3fc8ac382826c6078f7c74c799a03fe4ed449ce7de77c1ccbba15d518,GST-LA-83,SERVICES,5,137354289,5686236,48820,MONTHLY,19.62,136503,2453912,347049,2.86,75163,84484,4.72,333753,L1
2022-03,TS,95c0dd95762527dacf328481284d94282d7e4382d354ee6a08e7e5c3c5910c34,GST-PB-47,GOODS,28,237524412,68261568,18832,MONTHLY,45.94,172117,51830892,2420811,3.21,59608,647910,12.48,10931690,L1
2024-09,TN,164734c77fc7b1df132fd17119002a4bc36ed1ca2011106385aeb2a8116e4715,GST-TR-83,GOODS,12,164011343,14566360,48795,QUARTERLY,55.02,177120,9409199,981501,3.08,15113,10144,1.21,1592679,L1
2024-08,CH,20b0579a14a8bab93b4b119eb9e1fd005d9511620ff3700b6641639dbece5d5c,GST-PB-52,GOODS,28,177100240,35990695,24623,QUARTERLY,50.17,118559,12538283,2751184,4.18,409312,672693,11.91,6271380,L2
2024-05,DL,b4c74956ee63d119e655f29faeb486a2f74968783870030619f4e1f8c35386bf,GST-MP-91,GOODS,12,183149556,14314073,5516,QUARTERLY,54.57,75124,11323929,1076200,3.89,324261,2384,11.22,2925444,L1
2021-10,PB,068d19acb4086b31e1a58a9314570c9c0e6c141f9bfb8e2633891ab433698de4,GST-UK-62,SERVICES,18,54044770,9006825,40363,MONTHLY,96.65,94093,1652807,325225,3.07,180423,95044,5.21,411751,L3
2021-01,AP,adf460da69623781890a854e242c9e9eaf67c4262986ab0c846d9aa241c3d25d,GST-DH-62,GOODS,18,196196801,30561727,10152,MONTHLY,19.34,194420,18357344,2223477,1.54,824595,123263,9.26,4976158,L2
2020-05,AP,041e3bd4bf72f344b15ef77cab6275d1a3acdd568f973805881eb542c8fa9f01,GST-HP-69,SERVICES,12,2330129,213417,35997,QUARTERLY,39.82,19249,177261,12019,9.31,2742,2113,12.02,31721,L3
2023-07,AR,8c3c19da9f65f81fde46db47d773bbeee6e504b30e4429ba043e8c9d2d702c41,GST-GA-17,GOODS,12,112607291,10571607,44556,MONTHLY,14.85,30619,2021279,65953,11.32,51467,16579,2.02,1059476,L2
2021-06,DL,de42369b1f378f95f17e83d113e6955889e13fb427d476460a6a2edb15e786d8,GST-AS-14,MIXED,5,165854147,6395342,39776,QUARTERLY,41.17,146363,3433757,18755,1.82,14548,2897,14.25,574419,L2
2024-04,MZ,1e6faa435aac14d00d488f800c6ff7d2d6b920ee2d001fa7ee7fa8549e74a5ca,GST-JK-04,SERVICES,18,41666023,6025307,14786,MONTHLY,9.59,174316,2458249,192504,6.92,44428,101898,3.47,1457375,L2
2023-04,MZ,9d1a28a263b5bb6fbd0512a857f13586d6363b8d478e8665010703792a324d19,GST-TR-88,GOODS,18,155794264,21666542,14167,QUARTERLY,35.46,59137,9496885,1117670,5.28,326675,94412,9.81,265303,L3
2025-06,KA,6487b905ccd11c8d49c3d92d98bea5aa2cd3c1c0ac49af5c1baabbea686bd31d,GST-UK-25,MIXED,12,17518115,1733284,5529,QUARTERLY,38.71,70845,549045,123992,5.39,14470,8840,10.03,286797,L1
2025-05,LA,4be9f8f8b891cb527262f12cde55a1753f77418c6d424016e6bfff2a487c238b,GST-AR-45,GOODS,12,56108783,6654929,13302,MONTHLY,72.72,57842,5219016,19905,9.07,151514,2504,3.1,1447648,L1
2022-10,HP,44be09d70af902a641c10d9635d4a8187c8f55cb2d1bc01ed6078925f9c175bd,GST-MN-74,GOODS,12,191342573,19800506,28455,MONTHLY,91.4,33865,5177738,428051,9.05,391809,320830,1.69,4550258,L2
2022-09,JK,16191d5600d0d56e0eea0f9453064c53e27b1bd6da57bbf92d8bcc7a2c6d54b3,GST-AS-77,SERVICES,12,160678189,18522793,12549,QUARTERLY,50.62,99006,3845244,1107772,0.75,237951,208689,11.48,3301740,L1
2020-11,TR,e726a527b44f01333978120fa49e774868f586310c385abc29a847dbf7c820ea,GST-TR-32,GOODS,5,238507050,10482099,42348,MONTHLY,77.62,135778,2306324,304679,10.7,224400,169779,6.17,1052016,L3
2025-07,MN,3261b8b127732f956a9305de47f9f9c43539c49d943bc8a9411ed1c3b6a5072e,GST-MP-68,GOODS,18,38774890,5309150,26786,QUARTERLY,40.61,94531,945908,256107,0.16,73410,46971,10.02,72871,L2
2023-05,TS,cbb929c5d4046c1394f84f4714c03ec47a24d099fd57b86f5dcda5b190efd37e,GST-PY-35,GOODS,18,209892070,39204776,28899,MONTHLY,28.26,50386,21502876,1249551,5.26,51382,502392,0.81,6463456,L2
2022-04,LA,0842f4f8a890b008f5249a1528ca52839139189276640a05a640d275ab04844b,GST-UK-59,SERVICES,12,101119937,8780146,8113,MONTHLY,15.0,97123,2877378,145642,1.13,194228,92661,11.63,1682980,L1
2024-03,AS,bd86be8145f74f7b700540d2ba7495b7f75bc328b3304e3f8ca181ef83c805a7,GST-GA-82,SERVICES,12,196626452,24300957,44667,MONTHLY,39.42,27966,18961802,117526,7.99,481955,377400,11.77,1891137,L2
2021-05,AS,a9de93d83ae54f088fa75d996141b3d6cedb16a3fe28007f683d3a7c2e9694b3,GST-GJ-09,GOODS,0,77984094,0,48266,MONTHLY,75.8,87458,0,0,4.99,0,0,6.62,0,L2
2023-04,GJ,e270de66bd0d4ebf1e6c26b40485496dfa0597261bde870ed54f6311941fd9a2,GST-CG-39,GOODS,18,193413214,25196803,32183,QUARTERLY,60.05,98023,14543226,373893,1.68,110556,58526,4.03,1007293,L2
2023-10,TS,604b0f91bc90af98770a93f45744f38da6d76836f69c8c7191b3c6f9bf2348e0,GST-HP-45,GOODS,12,216019232,18529804,41040,QUARTERLY,21.82,93572,6282098,102843,4.06,286110,86703,0.7,834633,L1
2021-03,OD,0edd63b09f765f2d76c73b5fac5b6d35e86691b7286b5d9e2d265d05a873a847,GST-LD-08,GOODS,5,182283580,6990906,33051,MONTHLY,74.78,35345,5754445,173096,3.12,54550,77856,4.22,1358708,L1
2025-04,TR,d406fd20d0aee835294abc45622ba7c64a20434c2631d695016a920f0e0fd2ee,GST-PY-32,GOODS,0,73159465,0,49184,MONTHLY,8.87,51355,0,0,7.85,0,0,5.97,0,L1
2024-12,MN,27cbdee88cb63294c3f3408ec088bfed0f53972b701433f441304382fea31b05,GST-KA-08,SERVICES,12,213413918,21047878,20091,MONTHLY,15.6,104312,16876137,943152,8.03,293727,70037,3.63,3262758,L2
2023-07,DH,01e67023ac11a52e5b82f0e655d494507c228219c52142ca4a687a3e61138beb,GST-HP-96,GOODS,18,70562834,12580742,12284,MONTHLY,18.15,169166,4755520,241519,6.59,296263,223077,0.5,1061166,L1
2024-02,MZ,a8139b3cb7f01fa8ae1083d3359f036b4813d3688d704c9b3761d14894c4a437,GST-JH-79,GOODS,5,29083845,1515574,26473,MONTHLY,68.35,186938,974448,75070,9.35,25990,9766,1.74,183502,L1
2020-03,MZ,a8b50b4760826989b4f1a09f23c0b2050c0fe8f13f3a48c2845c0192323c48b9,GST-OD-04,MIXED,5,188600100,7801688,32376,MONTHLY,28.4,45245,5011759,480914,0.27,192068,5513,9.43,1168529,L3
2023-11,NL,49826f344a2d5611b3b0d13b6870e0929ca3c0dcdb9ec60e2726f02a35f3e400,GST-NL-09,GOODS,18,54972178,6488599,41490,QUARTERLY,88.21,795,3405712,441226,7.87,90334,74624,4.09,1275567,L1
2024-11,HP,c86a9516e7d03a61f7cb52644db4eb664b4816e5a35269aaa38f078869a398de,GST-MZ-48,SERVICES,18,4526463,848024,45363,QUARTERLY,9.19,67416,325302,67194,7.84,14686,12608,12.61,65738,L2
2022-10,PY,5106ea779607b6a623ef4d21bff34eff9e9429a8e7b35efb666050e95ac28e05,GST-AS-60,GOODS,12,20997392,2062037,3742,MONTHLY,93.67,73408,679545,101853,5.55,29854,7045,3.0,81351,L2
2024-02,AR,c41c18f142cdec5445d88610fd54688ce90ccaf975da324768e01ae5252e3fda,GST-JH-79,SERVICES,18,179782870,27535587,22097,MONTHLY,0.5,87068,12514350,952665,10.06,779216,274366,2.32,2738447,L1
2023-08,AP,fcacf0ad16a2d134b5e586dbd0d53bd31e73cc89f28fc491a989ee2898e2e587,GST-MZ-86,SERVICES,18,9708462,1574010,32879,MONTHLY,91.73,123355,1237298,85551,0.89,6080,3317,5.82,293539,L2
2022-10,MZ,fd4f1e5ddb6ba27084cf448fe7c8af7cdf2e355455ea5f38d75ff401a34bb501,GST-HR-65,SERVICES,18,11954150,2055368,24253,QUARTERLY,13.06,50352,763006,18100,9.13,21535,7963,9.46,78392,L3
2022-09,TR,840f7427eecd5523d3c1b323001a990dce626af07caa9fee5813c85473467604,GST-TN-01,GOODS,28,248872866,58700879,4847,QUARTERLY,2.34,97737,34022979,3463433,3.77,970381,303353,12.89,566485,L2
2025-03,MZ,c5b5b0e1d017c2004f5f56adf16eed2e2c3813a5145c7cd4687add10928d60d2,GST-GA-29,GOODS,18,14173569,1697875,2077,MONTHLY,26.87,9135,351080,37857,0.38,4562,27016,11.15,82183,L2
2020-11,AN,15980a0ad757ce9e2685442cad3a5cfc1e66cba939d8e97bf10fc9e372937e59,GST-MP-87,GOODS,12,173996874,18768995,36626,MONTHLY,33.65,117977,5083448,1000394,0.28,473301,68011,9.41,4640271,L3
2025-12,MP,61b32b881bd20e04ffd0bf87ef34b52d0695d61cb405b6ea232e292e21e55ddf,GST-WB-20,SERVICES,18,122749387,18331426,47863,QUARTERLY,73.53,83798,2932778,683316,2.94,479293,33986,5.24,1188260,L2
2020-09,HP,9b5782fa605a41232e4c6e5ffcc40739ac7b9ac1b4c84c6c8efddc29876e0be6,GST-SK-05,MIXED,12,83811465,8716369,31345,MONTHLY,89.82,4680,6881054,176461,7.04,54319,64574,14.86,1578668,L2
2020-06,TN,15cc19f002bdf3dda811c3eba31df4db11df01c82f7ef0de2d2ce5e10131a6d3,GST-JK-68,GOODS,5,239453780,9096705,37104,MONTHLY,38.58,180888,5296581,560141,7.4,256629,178794,3.88,2268120,L1
2025-04,HP,38b86ff16a038925159c5b8f3ee2027be02a0d01edfd7685c132db6477c9b23d,GST-KA-66,GOODS,5,85684652,2792585,26465,QUARTERLY,25.13,106743,1871263,196020,1.37,51451,30135,3.27,295402,L1
2022-06,PB,ab05c6ed7503948ebb960babe13ed23244ace60388cff879ba9a39bd89895d1d,GST-AP-26,GOODS,5,40830325,1434240,48329,MONTHLY,28.02,36201,939214,65479,3.48,25516,15119,8.98,107746,L2
2023-01,TN,87451a06f7a0b75c1f9206d863d462808e7a9d3ff574cbe93ef1a86dce0925f8,GST-OD-62,GOODS,12,98398250,10419813,16996,QUARTERLY,87.58,132036,1710707,698952,1.24,108967,165498,11.93,1405676,L2
2022-11,CG,905bd8adf3a2fb8e2a130c1de8b0ed037ef995fdf361137db367c0affeaf04ef,GST-HR-57,SERVICES,18,76164465,12451872,11177,MONTHLY,5.4,165286,5962837,836566,10.04,212785,117096,14.62,2825017,L2
2020-05,HP,4c437639e828a078efb2cff386e7707a59b437a18ae060007bfed1d8cbf85916,GST-CG-14,GOODS,28,191944287,37607400,36485,MONTHLY,43.44,119720,29219733,730038,10.24,291097,541789,5.8,2629295,L2
2024-05,AR,41f2b2ce5517bcde538d24a7d42215318cecf78cca971defbb9b88fe4f4cf2fa,GST-AP-75,SERVICES,18,170324204,25288226,38634,QUARTERLY,22.06,79699,16776287,1233897,2.45,26372,33625,5.87,4727386,L3
2024-04,HR,edc3a3b3f0750bb5c2093b4f1941eb58874ce4b2f3a0001e8c05688b9f4bf308,GST-SK-22,GOODS,5,24907981,1122786,42933,MONTHLY,35.69,8509,722659,89211,10.78,24775,6214,12.27,111238,L2
2021-12,JK,cfeada57a5366d9c5d855738d865487c6c7719409b1e6f97f4b80bf65e131ec2,GST-MH-78,SERVICES,18,223194815,32961393,10464,MONTHLY,26.1,153091,19267182,302578,0.99,947102,280465,13.57,3227683,L2
2025-04,AP,b2b3981a93f4b48d4470673a4909837ab79f33718d3f0eb87eeba6d5f818ab25,GST-KL-27,SERVICES,28,218361191,56828720,6470,MONTHLY,78.09,21008,20157353,2939690,6.46,152424,377745,8.68,2027302,L1
2020-06,UP,65e10d61638141a79f547e960b49054f0a8ad412fde276bf8a6402252fc9474c,GST-MH-22,MIXED,12,123893550,15218978,7638,MONTHLY,25.23,97337,6145850,446529,8.61,272088,10107,0.11,2132177,L3
2025-08,GJ,e7037ddf3058c35300af07472188a7ca41221fb876d62b378017a4caece10f90,GST-WB-86,SERVICES,18,97817534,13742593,45567,MONTHLY,90.07,137686,2070928,426475,4.81,105419,135869,7.61,221247,L1
2024-07,MZ,0db942c7e247a044eb3608de075de094939c3c7ef142f33f63877c44e51f2488,GST-HP-91,SERVICES,18,124435957,21664312,45833,MONTHLY,70.65,35212,13511876,104962,1.15,243628,114926,5.95,3527495,L2
2026-02,AP,66f93e11ba4ddc502920dd682af5a1aaf59f232944e0071046ddec44080d3553,GST-OD-65,SERVICES,12,128380892,11476043,31526,MONTHLY,29.27,29064,3808565,257868,9.18,97105,102632,7.11,2537432,L1
2025-12,NL,7afd0d01f9fb5a98c5d7fdd66bf92416e612793a56ad2c51debc5956915c166a,GST-PY-90,GOODS,0,77974169,0,6450,MONTHLY,6.54,134609,0,0,9.45,0,0,2.73,0,L2
2025-04,LA,86f0df5e0b47b90e79145dacbe9a6a2c1e887c1bea00238e7f6373d3c05df9d4,GST-AR-12,GOODS,18,108521738,19529575,36550,MONTHLY,17.21,61966,4078140,92778,3.93,578053,45861,10.16,2260258,L1
2026-12,CG,d11a79b25ea6dcc2eb943f3b19e1ecdde38036db703581215027ca292414cbff,GST-TS-61,MIXED,28,94468949,26482451,33613,MONTHLY,52.07,43291,20198286,649798,0.26,455916,266445,14.95,2687951,L2
2025-04,KL,ae2fe500f98acf0a80a95c82e6c643ba6d5717d73725814669557a152d6ac049,GST-TR-17,MIXED,5,244634704,9990140,39216,MONTHLY,82.59,89056,2711598,788484,11.04,168588,74049,9.92,1816071,L2
2025-11,JH,417828f8ec9fe5f4182e4e2d6393f156e4dab33493b6b1a9aeeac70115a8eb05,GST-ML-48,MIXED,28,35433712,9725187,20823,MONTHLY,38.38,178316,4489159,113191,0.98,168552,59515,4.05,1990483,L3
2021-04,UK,1174863b350aa9d4d9cdc0d758c784527fc72edbc0c0d7660dfe25a084dd13ef,GST-CH-64,SERVICES,5,30526989,1280073,2245,QUARTERLY,40.05,88098,515714,78059,3.14,3192,10075,6.47,117489,L3
2025-10,CH,64731c60f13cb48cc537cbc3e75e5c64ea0447048cfa07be64bbc70e164575ed,GST-TR-34,GOODS,18,38801014,6347654,46513,MONTHLY,91.49,29519,1856883,504986,5.23,75342,15214,9.48,1084008,L1
2024-07,JH,55cab52d9162e561b36b3bbe74f040e9a5f801d7dae5e2a2f4c84223c5b9a045,GST-UK-09,MIXED,18,183853134,28550951,22175,MONTHLY,42.68,11040,21228988,2032110,5.35,791882,325347,11.38,456478,L1
2026-05,CG,2ffdc232b85eda638a0c9c41e8620d024d89afc10149388a52a14c1f5699c0a6,GST-CG-42,SERVICES,5,88372473,3862372,25830,MONTHLY,17.02,109118,1271594,264259,6.27,63820,34233,13.13,560041,L3
2025-12,JK,381191c0c83a50240bd7f8a19b863e78224b80d0d8e18fb0d07bbdea80f04fe8,GST-PB-29,GOODS,0,121231393,0,42494,MONTHLY,18.27,90308,0,0,2.53,0,0,6.81,0,L2
2021-01,BR,9e8647814c92e905aebec6160f830a4fc6fd47d442329d9d8b2eb659d412a550,GST-GJ-50,GOODS,5,206695944,10224496,32049,MONTHLY,85.01,44081,7452452,222719,4.66,65279,10761,13.97,112454,L2
2021-09,DH,9e6f9f5170a809204ca524f88b755adc3166979ade71b38f6ad7916f643543e3,GST-AS-21,SERVICES,12,194388868,18037741,15635,MONTHLY,47.99,84373,7971541,1386236,11.19,133942,252616,13.76,3887485,L1
2021-09,RJ,6d7668eb6317dba27f7fd4538125fffb1c52597d3b5681f4f5b0627d188bdc3b,GST-ML-50,SERVICES,5,228132244,7905295,38104,MONTHLY,78.36,130788,4326034,342104,10.63,190837,5999,11.07,862053,L1
2023-11,AN,58a6b2eff715c904b81e2675b7e1761a768b1d9507766a64b4abd13f6eddef8f,GST-BR-79,GOODS,18,162190045,23195046,25721,QUARTERLY,57.25,56321,16006418,197403,1.09,445486,216079,13.26,4756550,L3
2024-08,DH,ed447f5ae10b12fc1daa1d937514d8258fd577c323abf7aa501b06448dfe84ae,GST-AP-49,MIXED,12,192310116,15746037,17611,MONTHLY,20.99,14337,6253876,1090235,9.37,155154,110259,8.71,1710828,L1
2021-04,TR,5bbf8bd217e8f61c246051ffc99fae3cb447326500eee67e425192c3e7b7615c,GST-LD-88,GOODS,12,1061767,84197,24941,MONTHLY,24.88,103475,39357,881,6.61,2267,365,0.0,6856,L1
2021-01,MH,563ea1e5e57eeaa02c71799456006662a1b80af668662039e5a1166a6330a5ba,GST-DL-70,GOODS,5,78008638,3119214,46997,MONTHLY,13.69,67401,1184738,44189,0.4,1868,61468,7.45,358451,L1
2022-12,KL,8858b2974c88509f62ad027112cf1969e2d5e0be8e268495f89b1906afa7abd0,GST-GJ-62,GOODS,18,126039427,19261713,45707,MONTHLY,10.09,146115,4090404,944,9.46,440557,201631,7.41,1531212,L2
2025-03,TS,64928dcf1d1145149eeaf3c7bdab2b751ac6a172c44732dc4527d8c54b027761,GST-GA-96,SERVICES,18,228282100,41517880,3757,MONTHLY,61.13,189616,26048582,1255016,1.86,660280,759059,1.09,1529127,L2
2022-09,OD,314b06998ca7c87871d51b44f63c618de2fd5766204782b945bf298921036206,GST-MP-05,SERVICES,18,137474891,19920273,959,MONTHLY,79.05,198439,8155228,663717,2.92,534638,221106,4.73,2782931,L2
2020-09,JK,743e228a791d71fefe58fa8b7905797f04584ce8d6c3a2b6e4125c1d90bb8169,GST-CG-10,SERVICES,12,180226109,21046879,6489,QUARTERLY,68.52,196726,3960879,436251,0.91,552927,405099,5.92,248249,L2
2023-09,WB,5c03f5a0498db108fb3284645a7d0cdec31cbac7195fff58415b0d98d9a9e0d4,GST-MP-18,GOODS,0,193320564,0,9847,MONTHLY,90.35,193817,0,0,9.19,0,0,9.96,0,L2
2020-12,JK,a46a40061dc7568ba02edaac1d5917165777b05b35512ca8e573089bcb015239,GST-UK-69,SERVICES,18,239049725,35965855,33359,MONTHLY,90.65,6840,16664674,2535371,8.47,37448,49136,7.69,4354719,L3
2024-03,MN,cd18e287b880424af9fa1d339a8bfc475dd5545c6895fab20c6c7421d6faec0c,GST-HP-11,SERVICES,12,88910238,7137673,34938,MONTHLY,94.6,137549,1153982,168191,10.03,186699,39114,0.27,1217313,L2
2025-01,MZ,13dbf6d53cfc5ac6baf5c650b7cde3f4d21c378664ae869117a89ec3e7be1109,GST-AN-05,MIXED,3,199583262,5932869,21773,MONTHLY,76.94,75525,2386949,246671,6.08,147130,107848,14.7,1320384,L1
2021-10,DL,1d34279a9602e6611685d442b507640a27ad8eaba724965a2a18677bcabe898b,GST-LA-29,MIXED,18,51453418,8307622,33880,QUARTERLY,47.8,47106,5534829,625979,5.17,39882,53696,4.96,571474,L2
2025-02,KA,bba5e8a624ecbf793947564d6198afa83422df3cf4f8889179560e42e681337b,GST-AR-70,MIXED,5,224978814,8288717,17137,MONTHLY,34.78,195091,2787351,119708,6.61,132587,80427,6.22,1128969,L1
2024-10,CH,9a20a6c623a939485cd8822b28f605f3b33ec2e09f18134feb00db6f95c65a44,GST-PB-87,MIXED,12,173006873,15795941,13189,MONTHLY,7.88,165920,2707435,276456,0.09,177907,69352,9.0,3633369,L3
2020-01,RJ,8fcbaa262d5cfc344c1c448ddeee67a7a2fd4be81f3608bacf91cdc86f2e2843,GST-AS-41,GOODS,18,149406321,25488420,37827,MONTHLY,93.59,196035,21460858,767385,9.33,555984,425515,14.43,587043,L2
2021-03,ML,1250dcbb38090007ff97d0b77baabafde0dc687b499d5d7ec832c13b6863655d,GST-PB-32,SERVICES,5,147353617,7198337,27720,MONTHLY,28.55,66702,4204412,139235,9.94,187908,48904,5.35,571776,L3
2021-10,LA,4821fcbd03071dcbf71080bcd6485706f19e8a320507febb9dbf69a6033a09bb,GST-AR-12,MIXED,12,208174950,23495757,38372,MONTHLY,15.4,1301,11696579,69125,0.71,440256,276081,5.76,1023007,L3
2021-07,JH,da3396cdf59476a984ab4b00d4929e6710c82b306ea743a0c5d9c35ab80d815f,GST-NL-53,MIXED,18,65455310,8638648,18258,MONTHLY,8.49,38445,6040018,620970,10.92,246102,84436,8.2,1349553,L2
2022-04,TR,aa5e4a2c9592ada9c176d88bcee2da8c387f34a470bddde9bb3f0f895bcbd3f0,GST-ML-61,MIXED,12,45248916,3688852,43492,MONTHLY,24.46,49432,1327706,15543,4.94,5712,47461,3.28,908848,L1
2026-04,MP,0013702debdb5bc45f6e0496115e67aa725772eec363ab9293a6c3597f665b51,GST-LD-07,GOODS,5,151055277,6230551,34293,QUARTERLY,85.42,65094,3715850,181970,2.84,74259,81410,1.81,1019051,L2
2021-03,LD,50465f2d7a61d11e61460a0ef86a9873d6f31ac393b17a6d494e554514578406,GST-GJ-50,GOODS,5,213608322,9246833,8708,QUARTERLY,94.91,167363,1608452,70504,0.47,96839,35420,7.69,2045414,L2
2026-11,PB,b6658d721ec4bc9031cb2321ae7099ff9b47439f86fbce7c468130bd7d2f4ef9,GST-BR-40,GOODS,18,229977833,35854214,35631,MONTHLY,25.02,11246,12676825,998024,11.77,273632,172716,14.36,6289741,L2
2023-07,RJ,c330e3ff539e832f2c567651afcf0d239309941c26f3c6acefe90ad5a47160ca,GST-AS-05,GOODS,28,230115929,56085701,40564,MONTHLY,83.91,57915,10145120,485674,7.97,608675,357893,7.2,8804480,L2
2023-08,KL,7caa4630aebdccd15ee1d39eee14edbac44d7605b588c41fca8900ae376d96ac,GST-GA-11,SERVICES,12,41581227,4659270,43649,MONTHLY,58.81,79055,1401560,41455,7.4,17776,73981,5.8,389733,L1
2024-01,AP,1d106c4f83d1464d6168b46e1e01a7ef34bf034591214f189a79424dbed4c714,GST-SK-58,MIXED,28,4954750,1216897,33734,MONTHLY,28.95,21257,898204,62405,1.76,18322,10066,1.31,217981,L2
2025-10,PY,2a41e81b47248cb16d8228d5209f9e4b1a4944c0f2cf8f7f64664d369c621073,GST-PY-84,SERVICES,28,52699041,10989383,8615,QUARTERLY,29.39,160232,4530481,389438,9.63,105820,137728,8.45,289595,L3
2026-06,MZ,8cd6e72d3e49d4b938b63735305438f6c60b8558bc9b7128763db8fba19e5a1a,GST-SK-90,SERVICES,18,160295481,19211471,42652,MONTHLY,39.91,56949,4015071,419391,7.08,339769,141307,7.51,119555,L3
2020-05,TS,39ce1c778fd846d3e469a051b7ec37e095d5c3ecd2669643366a7e132dcc246a,GST-TS-92,MIXED,12,101850127,10290952,32781,QUARTERLY,14.3,1564,8586244,786064,4.27,131630,330,6.16,1753266,L2
2022-08,JK,92da6269b1136d8afe194c7ef524fdf7d2ed65da51fc3c30f6fd1d5e5a7fe850,GST-TN-84,SERVICES,18,23914446,3124121,29788,MONTHLY,64.98,48115,1436599,242537,7.51,429,33789,11.3,709141,L1
2021-01,MP,4bd7d1b9648ddd57e236725fcbe577f29acbec3e7585c5827ef120788a10de5b,GST-GJ-96,GOODS,18,97354962,14257597,49386,MONTHLY,3.38,21,3983831,698851,1.67,226070,102658,3.44,2536799,L1
2021-09,AR,aa434fc15bd9bcdd5ad99d2099989b65d103c1459a9aab1b5770380f500f5136,GST-LD-06,SERVICES,0,161800987,0,44118,MONTHLY,89.05,14335,0,0,5.1,0,0,12.22,0,L1
2021-08,AN,84cbeff7e31db37863f302fdddb96a1c6d99bc73bbe307bab44de32440610753,GST-PY-41,GOODS,3,13483661,341099,6066,MONTHLY,75.73,35220,60956,25396,1.89,8642,5676,11.86,71591,L2
