edu_vet_reference_year,edu_vet_country_iso2,edu_vet_region_nuts_code,edu_vet_programme_code,edu_vet_field_of_education_code,edu_vet_participants_count,edu_vet_apprenticeships_count,edu_vet_employer_partners_count,edu_vet_completion_rate_pct,edu_vet_job_placement_rate_pct,edu_vet_wage_premium_pct,edu_vet_dual_system_flag,edu_vet_microcredentials_flag,edu_vet_recognition_framework_code,edu_vet_funding_amount_eur,edu_vet_esf_plus_support_flag,edu_vet_quality_assurance_flag,edu_vet_data_source,edu_vet_last_update_date,edu_vet_data_extract_date
2011,ES,DK887,VET_ES_4265,06_ICT,22823,6073,4420,59.52,60.73,11.06,1,0,NQF_ONLY,877727441.45,0,1,NATIONAL_VET_AGENCY,2014-09-02,2024-01-06
2012,CZ,IE6,VET_CZ_4274,07_ENGINEERING,133857,65298,2478,91.86,69.04,3.38,1,0,SECTORAL,237651649.17,0,0,PROVIDER_ADMIN_DATA,2014-10-01,2026-02-15
2013,HU,IT963,VET_HU_4283,08_AGRI,91875,60155,8744,93.32,65.35,10.89,0,0,NONE,1217244570.4,0,1,ESF_PLUS_MONITORING,2014-10-30,2026-01-03
2014,NL,BG867,VET_NL_4292,09_HEALTH,87275,20220,1575,60.71,53.14,16.52,0,0,EQF_LINKED,449328564.44,0,1,CEDEFOP_EXPORT,2014-11-28,2025-01-23
2015,SE,LT70,VET_SE_4301,10_SERVICES,46266,36532,3007,91.55,61.5,5.03,0,0,NQF_ONLY,1859347614.34,0,1,NATIONAL_VET_AGENCY,2014-12-27,2024-08-31
2016,DK,FI828,VET_DK_4310,01_EDUCATION,104258,59164,1382,58.83,78.46,8.55,1,0,SECTORAL,1106842431.14,0,1,PROVIDER_ADMIN_DATA,2015-01-25,2024-08-12
2017,IE,DK868,VET_IE_4319,02_ARTS,84268,49410,4978,63.27,66.95,15.99,0,0,NONE,1444140718.81,0,1,ESF_PLUS_MONITORING,2015-02-23,2025-08-18
2018,PL,PL602,VET_PL_4328,03_HUMANITIES,101940,42170,2616,88.72,92.45,5.7,0,0,EQF_LINKED,1525623479.21,0,1,CEDEFOP_EXPORT,2015-03-24,2025-01-18
2019,AT,MT673,VET_AT_4337,04_BUSINESS,113533,31112,5507,77.9,61.91,3.02,1,0,NQF_ONLY,2043716453.48,0,0,NATIONAL_VET_AGENCY,2015-04-22,2025-03-08
2020,EE,HR38,VET_EE_4346,05_SCIENCE,27655,16964,211,55.76,65.48,15.78,0,1,SECTORAL,1662635987.04,0,0,PROVIDER_ADMIN_DATA,2015-05-21,2024-05-13
2021,IT,SI17,VET_IT_4355,06_ICT,22895,11034,3851,84.77,57.26,0.35,0,0,NONE,934561805.44,1,0,ESF_PLUS_MONITORING,2015-06-19,2024-08-14
2022,PT,RO98,VET_PT_4364,07_ENGINEERING,58391,10511,6314,79.68,80.0,24.64,0,0,EQF_LINKED,2615543729.66,1,1,CEDEFOP_EXPORT,2015-07-18,2024-05-21
2023,BE,FI32,VET_BE_4373,08_AGRI,19303,12999,6508,79.57,77.6,9.21,0,0,NQF_ONLY,229559693.63,0,1,NATIONAL_VET_AGENCY,2015-08-16,2024-05-25
2024,FI,AT5,VET_FI_4382,09_HEALTH,58170,27709,8104,86.73,52.25,11.5,0,1,SECTORAL,1305613786.94,0,1,PROVIDER_ADMIN_DATA,2015-09-14,2025-03-08
2025,LV,IE728,VET_LV_4391,10_SERVICES,64250,51914,6713,58.91,78.05,2.26,0,1,NONE,1049249332.4,0,1,ESF_PLUS_MONITORING,2015-10-13,2025-08-29
2006,RO,CZ4,VET_RO_4400,01_EDUCATION,94363,35032,5846,82.77,50.38,7.19,0,0,EQF_LINKED,268646754.05,0,0,CEDEFOP_EXPORT,2015-11-11,2026-01-16
2007,BG,BE1,VET_BG_4409,02_ARTS,22154,12620,1783,79.32,92.07,7.01,1,0,NQF_ONLY,1648022409.48,0,1,NATIONAL_VET_AGENCY,2015-12-10,2025-01-02
2008,FR,IE874,VET_FR_4418,03_HUMANITIES,70414,16916,3854,85.79,69.39,6.01,0,1,SECTORAL,1665202186.13,0,0,PROVIDER_ADMIN_DATA,2016-01-08,2025-01-09
2009,LT,GR49,VET_LT_4427,04_BUSINESS,92278,40746,4664,93.91,98.72,8.57,0,0,NONE,1082242446.94,0,1,ESF_PLUS_MONITORING,2016-02-06,2025-04-10
2010,SK,HR925,VET_SK_4436,05_SCIENCE,87753,36089,8184,88.54,56.35,1.95,0,0,EQF_LINKED,1587396054.94,0,1,CEDEFOP_EXPORT,2016-03-06,2026-01-02
2011,HR,CZ857,VET_HR_4445,06_ICT,91098,53407,2534,90.11,63.94,24.83,0,0,NQF_ONLY,1821697286.46,0,1,NATIONAL_VET_AGENCY,2016-04-04,2024-07-14
2012,DE,DK54,VET_DE_4454,07_ENGINEERING,74067,20387,8579,76.05,78.27,22.29,1,0,SECTORAL,466672712.76,0,0,PROVIDER_ADMIN_DATA,2016-05-03,2025-06-23
2013,LU,HU152,VET_LU_4463,08_AGRI,4836,786,4041,69.16,74.31,16.54,0,0,NONE,1087868210.41,0,1,ESF_PLUS_MONITORING,2016-06-01,2024-08-21
2014,SI,LV62,VET_SI_4472,09_HEALTH,33623,7742,4808,61.62,47.33,13.47,1,0,EQF_LINKED,2066018640.07,0,0,CEDEFOP_EXPORT,2016-06-30,2025-02-15
2015,CY,BG89,VET_CY_4481,10_SERVICES,61543,26966,1177,78.27,51.07,15.17,0,0,NQF_ONLY,1051819764.6,0,0,NATIONAL_VET_AGENCY,2016-07-29,2025-06-28
2016,GR,HU2,VET_GR_4490,01_EDUCATION,57521,40415,1015,85.15,54.3,17.54,0,1,SECTORAL,328697891.5,0,1,PROVIDER_ADMIN_DATA,2016-08-27,2024-12-08
2017,MT,DK777,VET_MT_4499,02_ARTS,3057,2083,4443,95.73,89.76,10.14,0,1,NONE,2439169436.04,0,1,ESF_PLUS_MONITORING,2016-09-25,2026-01-21
2018,ES,MT771,VET_ES_4508,03_HUMANITIES,9259,6123,4799,61.48,82.2,8.02,0,0,EQF_LINKED,2160686127.74,0,1,CEDEFOP_EXPORT,2016-10-24,2026-01-10
2019,CZ,DK1,VET_CZ_4517,04_BUSINESS,29513,14064,8752,89.21,66.73,19.48,0,0,NQF_ONLY,667703378.13,0,1,NATIONAL_VET_AGENCY,2016-11-22,2024-03-07
2020,HU,LU28,VET_HU_4526,05_SCIENCE,6466,3110,4162,75.69,98.65,17.07,0,1,SECTORAL,30306194.55,0,0,PROVIDER_ADMIN_DATA,2016-12-21,2025-12-22
2021,NL,DE528,VET_NL_4535,06_ICT,40526,29525,8730,62.89,65.18,4.5,1,1,NONE,2896264948.97,0,0,ESF_PLUS_MONITORING,2017-01-19,2025-10-04
2022,SE,HR438,VET_SE_4544,07_ENGINEERING,67400,30501,6488,71.97,69.67,9.09,0,1,EQF_LINKED,3815497290.45,0,0,CEDEFOP_EXPORT,2017-02-17,2024-07-21
2023,DK,SI53,VET_DK_4553,08_AGRI,52188,20459,6009,84.95,62.91,17.55,1,1,NQF_ONLY,258056998.17,0,0,NATIONAL_VET_AGENCY,2017-03-18,2025-06-22
2024,IE,SK393,VET_IE_4562,09_HEALTH,1038,702,5805,88.93,54.89,17.38,0,0,SECTORAL,2787991208.64,0,1,PROVIDER_ADMIN_DATA,2017-04-16,2024-06-22
2025,PL,LT356,VET_PL_4571,10_SERVICES,48354,30169,4403,95.61,82.33,6.04,0,1,NONE,3215400012.13,1,1,ESF_PLUS_MONITORING,2017-05-15,2024-01-13
2006,AT,EE96,VET_AT_4580,01_EDUCATION,75520,51132,3762,63.21,71.54,18.34,0,0,EQF_LINKED,645506870.31,0,0,CEDEFOP_EXPORT,2017-06-13,2025-10-02
2007,EE,DE833,VET_EE_4589,02_ARTS,62233,17046,2911,68.24,68.4,0.61,0,0,NQF_ONLY,234977910.32,0,0,NATIONAL_VET_AGENCY,2017-07-12,2025-06-21
2008,IT,RO95,VET_IT_4598,03_HUMANITIES,68074,27275,6457,96.39,81.54,10.96,0,0,SECTORAL,1631160725.7,0,1,PROVIDER_ADMIN_DATA,2017-08-10,2024-08-21
2009,PT,LV149,VET_PT_4607,04_BUSINESS,71152,18441,6682,86.47,62.55,18.14,0,0,NONE,2233324951.86,0,1,ESF_PLUS_MONITORING,2017-09-08,2025-11-08
2010,BE,SI8,VET_BE_4616,05_SCIENCE,97735,14751,44,59.51,41.86,12.69,0,0,EQF_LINKED,1703323479.11,0,0,CEDEFOP_EXPORT,2017-10-07,2025-08-07
2011,FI,FR714,VET_FI_4625,06_ICT,14264,6185,4093,76.68,75.57,9.01,0,0,NQF_ONLY,1682127557.65,0,0,NATIONAL_VET_AGENCY,2017-11-05,2024-01-26
2012,LV,SK367,VET_LV_4634,07_ENGINEERING,80373,16821,6864,59.49,70.87,20.42,0,0,SECTORAL,1202741484.14,0,1,PROVIDER_ADMIN_DATA,2017-12-04,2026-01-15
2013,RO,BG5,VET_RO_4643,08_AGRI,60149,26091,1609,65.52,75.53,12.38,0,0,NONE,983692663.37,0,1,ESF_PLUS_MONITORING,2018-01-02,2024-03-31
2014,BG,LU87,VET_BG_4652,09_HEALTH,39459,13550,305,58.01,66.58,4.03,0,0,EQF_LINKED,890772238.79,0,1,CEDEFOP_EXPORT,2018-01-31,2026-01-26
2015,FR,MT374,VET_FR_4661,10_SERVICES,65079,33068,6754,65.08,43.92,13.8,0,0,NQF_ONLY,1874916072.71,0,0,NATIONAL_VET_AGENCY,2018-03-01,2025-02-19
2016,LT,LV1,VET_LT_4670,01_EDUCATION,44720,18460,4554,61.0,51.49,14.3,0,0,SECTORAL,2228519607.7,0,1,PROVIDER_ADMIN_DATA,2018-03-30,2025-11-07
2017,SK,MT725,VET_SK_4679,02_ARTS,80618,31843,4637,65.41,71.2,7.28,1,0,NONE,1286535557.72,0,0,ESF_PLUS_MONITORING,2018-04-28,2025-06-30
2018,HR,LT2,VET_HR_4688,03_HUMANITIES,38623,26840,6647,90.63,75.55,7.47,0,0,EQF_LINKED,1012267188.79,0,1,CEDEFOP_EXPORT,2018-05-27,2025-10-11
2019,DE,ES63,VET_DE_4697,04_BUSINESS,127437,73612,3423,84.32,88.23,5.65,1,0,NQF_ONLY,2235039962.9,0,1,NATIONAL_VET_AGENCY,2018-06-25,2024-05-03
2020,LU,ES34,VET_LU_4706,05_SCIENCE,90675,48971,4400,66.72,82.28,7.22,0,0,SECTORAL,2054542334.58,0,1,PROVIDER_ADMIN_DATA,2018-07-24,2024-01-13
2021,SI,FR43,VET_SI_4715,06_ICT,73003,29053,5093,85.05,56.94,19.74,1,0,NONE,1073044090.68,1,1,ESF_PLUS_MONITORING,2018-08-22,2024-10-06
2022,CY,EE472,VET_CY_4724,07_ENGINEERING,84357,55460,5277,80.88,60.69,2.33,0,1,EQF_LINKED,3709161857.03,0,1,CEDEFOP_EXPORT,2018-09-20,2025-11-04
2023,GR,ES85,VET_GR_4733,08_AGRI,101704,52472,268,80.06,59.8,9.89,0,0,NQF_ONLY,2588851510.14,1,0,NATIONAL_VET_AGENCY,2018-10-19,2025-08-26
2024,MT,NL54,VET_MT_4742,09_HEALTH,43899,30049,4075,77.87,96.77,13.23,0,0,SECTORAL,783894387.65,0,1,PROVIDER_ADMIN_DATA,2018-11-17,2024-03-31
2025,ES,FR6,VET_ES_4751,10_SERVICES,51332,16434,2606,94.88,77.85,14.6,0,0,NONE,613018204.37,0,0,ESF_PLUS_MONITORING,2018-12-16,2024-11-01
2006,CZ,GR39,VET_CZ_4760,01_EDUCATION,46408,31351,9117,92.57,49.74,16.94,1,0,EQF_LINKED,2134269589.6,0,1,CEDEFOP_EXPORT,2019-01-14,2025-06-18
2007,HU,PL43,VET_HU_4769,02_ARTS,45633,13948,2514,64.52,42.49,2.37,0,0,NQF_ONLY,184962070.75,0,0,NATIONAL_VET_AGENCY,2019-02-12,2025-03-22
2008,NL,LU3,VET_NL_4778,03_HUMANITIES,73358,34495,3727,76.76,98.44,16.03,1,0,SECTORAL,2209985753.37,0,1,PROVIDER_ADMIN_DATA,2019-03-13,2024-04-20
2009,SE,CY21,VET_SE_4787,04_BUSINESS,74758,37847,3376,81.33,81.93,11.62,0,0,NONE,289333233.4,0,1,ESF_PLUS_MONITORING,2019-04-11,2024-08-26
2010,DK,IT910,VET_DK_4796,05_SCIENCE,135169,34951,789,80.88,81.34,13.34,0,0,EQF_LINKED,1670164256.72,0,0,CEDEFOP_EXPORT,2019-05-10,2024-08-20
2011,IE,GR87,VET_IE_4805,06_ICT,91594,53925,4893,78.77,88.51,20.75,0,0,NQF_ONLY,904939678.5,0,0,NATIONAL_VET_AGENCY,2019-06-08,2025-08-06
2012,PL,FR444,VET_PL_4814,07_ENGINEERING,87320,26406,8949,73.47,61.38,7.49,0,0,SECTORAL,1062561427.14,0,0,PROVIDER_ADMIN_DATA,2019-07-07,2024-01-29
2013,AT,BG985,VET_AT_4823,08_AGRI,14956,8641,5164,59.8,60.59,13.78,1,0,NONE,504963413.83,0,1,ESF_PLUS_MONITORING,2019-08-05,2025-06-20
2014,EE,DE651,VET_EE_4832,09_HEALTH,42129,11803,342,79.91,91.54,1.97,0,0,EQF_LINKED,1155811936.73,0,1,CEDEFOP_EXPORT,2019-09-03,2025-12-29
2015,IT,HR288,VET_IT_4841,10_SERVICES,19256,16587,480,85.88,59.41,3.65,0,0,NQF_ONLY,1456178465.36,0,1,NATIONAL_VET_AGENCY,2019-10-02,2024-02-01
2016,PT,IE84,VET_PT_4850,01_EDUCATION,29554,13453,1443,88.32,53.52,6.18,0,0,SECTORAL,2250322020.27,0,1,PROVIDER_ADMIN_DATA,2019-10-31,2025-05-28
2017,BE,LU2,VET_BE_4859,02_ARTS,24299,8160,606,64.95,47.55,2.88,0,0,NONE,561103911.73,0,1,ESF_PLUS_MONITORING,2019-11-29,2025-04-16
2018,FI,BE8,VET_FI_4868,03_HUMANITIES,66787,20985,9313,82.83,53.67,13.08,1,0,EQF_LINKED,1883550495.97,0,1,CEDEFOP_EXPORT,2019-12-28,2025-05-28
2019,LV,IE647,VET_LV_4877,04_BUSINESS,7843,2877,229,78.42,84.29,17.14,0,0,NQF_ONLY,175136697.89,0,1,NATIONAL_VET_AGENCY,2020-01-26,2025-08-28
2020,RO,PL22,VET_RO_4886,05_SCIENCE,582,102,2937,64.37,49.02,18.24,0,0,SECTORAL,1189630075.19,0,1,PROVIDER_ADMIN_DATA,2020-02-24,2026-01-23
2021,BG,IT8,VET_BG_4895,06_ICT,40287,18984,2313,94.04,95.26,13.34,0,0,NONE,211283681.37,1,1,ESF_PLUS_MONITORING,2020-03-24,2025-02-22
2022,FR,HR47,VET_FR_4904,07_ENGINEERING,17774,6138,19,62.92,74.03,20.34,0,0,EQF_LINKED,416556748.85,0,1,CEDEFOP_EXPORT,2020-04-22,2024-10-26
2023,LT,FI2,VET_LT_4913,08_AGRI,70850,36506,3489,73.07,51.68,4.36,0,0,NQF_ONLY,3200673778.05,1,1,NATIONAL_VET_AGENCY,2020-05-21,2026-01-12
2024,SK,LT380,VET_SK_4922,09_HEALTH,12150,6389,4410,67.57,67.59,20.84,0,1,SECTORAL,2797542958.48,0,1,PROVIDER_ADMIN_DATA,2020-06-19,2025-07-23
2025,HR,LU4,VET_HR_4931,10_SERVICES,71877,26250,589,67.29,51.82,12.16,0,0,NONE,2704359609.05,0,1,ESF_PLUS_MONITORING,2020-07-18,2025-01-18
2006,DE,PL945,VET_DE_4940,01_EDUCATION,53449,26063,3094,80.65,83.96,4.38,1,0,EQF_LINKED,1923186690.47,0,1,CEDEFOP_EXPORT,2020-08-16,2025-03-13
2007,LU,FR913,VET_LU_4949,02_ARTS,63337,34319,3803,59.1,45.22,7.94,0,0,NQF_ONLY,1648273576.78,0,0,NATIONAL_VET_AGENCY,2020-09-14,2024-08-28
2008,SI,SI38,VET_SI_4958,03_HUMANITIES,91404,38018,24,68.92,59.49,8.09,0,0,SECTORAL,2141355620.93,0,1,PROVIDER_ADMIN_DATA,2020-10-13,2024-03-06
2009,CY,SI34,VET_CY_4967,04_BUSINESS,47769,13564,5001,67.66,48.14,5.48,0,0,NONE,589972641.95,0,1,ESF_PLUS_MONITORING,2020-11-11,2024-06-15
2010,GR,FR746,VET_GR_4976,05_SCIENCE,18212,6440,6183,81.33,82.93,2.05,0,0,EQF_LINKED,942270521.66,0,1,CEDEFOP_EXPORT,2020-12-10,2025-10-26
2011,MT,BG49,VET_MT_4985,06_ICT,12519,8616,1245,72.69,48.18,14.34,0,0,NQF_ONLY,2102045301.9,0,1,NATIONAL_VET_AGENCY,2021-01-08,2024-06-06
2012,ES,FR4,VET_ES_4994,07_ENGINEERING,50428,37304,8620,90.17,56.14,13.0,0,0,SECTORAL,179520575.56,0,1,PROVIDER_ADMIN_DATA,2021-02-06,2024-01-10
2013,CZ,DK82,VET_CZ_0003,08_AGRI,87080,55017,5597,92.17,55.3,17.04,0,0,NONE,1200880958.84,0,1,ESF_PLUS_MONITORING,2021-03-07,2025-09-27
2014,HU,IT9,VET_HU_0012,09_HEALTH,19497,3486,3138,67.04,42.08,11.39,0,1,EQF_LINKED,1814706127.15,0,1,CEDEFOP_EXPORT,2021-04-05,2025-12-22
2015,NL,FR967,VET_NL_0021,10_SERVICES,74786,42672,5609,58.99,53.33,10.6,0,0,NQF_ONLY,1650732588.42,0,1,NATIONAL_VET_AGENCY,2021-05-04,2025-09-21
2016,SE,IE281,VET_SE_0030,01_EDUCATION,77967,18225,27,86.19,63.9,1.01,0,0,SECTORAL,584533486.58,0,1,PROVIDER_ADMIN_DATA,2021-06-02,2024-04-17
2017,DK,CY845,VET_DK_0039,02_ARTS,58203,11809,2003,59.45,61.18,15.87,1,0,NONE,2050207108.83,0,1,ESF_PLUS_MONITORING,2021-07-01,2026-02-01
2018,IE,ES666,VET_IE_0048,03_HUMANITIES,53493,19598,1584,71.86,49.34,19.6,0,0,EQF_LINKED,1728653241.1,0,1,CEDEFOP_EXPORT,2021-07-30,2024-08-16
2019,PL,LV5,VET_PL_0057,04_BUSINESS,70309,47709,2420,79.71,55.98,19.68,0,0,NQF_ONLY,683324194.6,0,1,NATIONAL_VET_AGENCY,2021-08-28,2024-09-13
2020,AT,EE75,VET_AT_0066,05_SCIENCE,48598,22248,4343,69.76,43.19,16.78,1,0,SECTORAL,348796306.32,0,0,PROVIDER_ADMIN_DATA,2021-09-26,2025-06-07
2021,EE,DK66,VET_EE_0075,06_ICT,68979,19550,1495,85.95,55.6,18.07,0,1,NONE,3702642852.62,1,0,ESF_PLUS_MONITORING,2021-10-25,2026-02-02
2022,IT,PT8,VET_IT_0084,07_ENGINEERING,23233,4523,688,65.37,67.02,6.41,0,0,EQF_LINKED,1149997312.32,0,1,CEDEFOP_EXPORT,2021-11-23,2024-04-23
2023,PT,SE642,VET_PT_0093,08_AGRI,39750,14686,6663,68.35,60.89,14.66,0,0,NQF_ONLY,2900361009.71,0,1,NATIONAL_VET_AGENCY,2021-12-22,2024-07-09
2024,BE,CZ653,VET_BE_0102,09_HEALTH,73677,16534,6249,66.41,55.96,4.75,0,0,SECTORAL,2358078052.15,0,1,PROVIDER_ADMIN_DATA,2022-01-20,2024-05-11
2025,FI,HR99,VET_FI_0111,10_SERVICES,74087,26155,3672,89.75,84.47,2.73,0,0,NONE,3080902004.19,0,1,ESF_PLUS_MONITORING,2022-02-18,2025-10-08
2006,LV,GR935,VET_LV_0120,01_EDUCATION,70772,19672,5835,82.77,77.91,8.03,0,0,EQF_LINKED,595210150.28,0,1,CEDEFOP_EXPORT,2022-03-19,2025-03-09
2007,RO,CZ90,VET_RO_0129,02_ARTS,12027,6244,2951,67.16,56.53,10.74,0,0,NQF_ONLY,638005860.31,0,1,NATIONAL_VET_AGENCY,2022-04-17,2025-07-24
2008,BG,RO325,VET_BG_0138,03_HUMANITIES,57676,22868,8862,86.88,70.15,14.02,0,0,SECTORAL,1782056797.84,0,1,PROVIDER_ADMIN_DATA,2022-05-16,2025-05-30
2009,FR,RO431,VET_FR_0147,04_BUSINESS,91658,16219,7339,79.84,88.94,4.29,0,0,NONE,154035619.12,0,0,ESF_PLUS_MONITORING,2022-06-14,2024-04-10
2010,LT,SE136,VET_LT_0156,05_SCIENCE,16326,5799,4136,81.53,75.43,7.42,0,0,EQF_LINKED,241139210.02,0,1,CEDEFOP_EXPORT,2022-07-13,2025-08-17
2011,SK,CY261,VET_SK_0165,06_ICT,10743,2491,5830,88.66,62.86,15.33,1,0,NQF_ONLY,2131630848.82,0,1,NATIONAL_VET_AGENCY,2022-08-11,2024-07-04
2012,HR,PT82,VET_HR_0174,07_ENGINEERING,45354,31201,5421,63.44,72.46,9.0,0,0,SECTORAL,2207274487.4,0,1,PROVIDER_ADMIN_DATA,2022-09-09,2024-06-12
2013,DE,IT64,VET_DE_0183,08_AGRI,129493,40318,6327,94.05,60.46,16.21,0,0,NONE,974618402.87,0,1,ESF_PLUS_MONITORING,2022-10-08,2024-12-23
2014,LU,AT789,VET_LU_0192,09_HEALTH,61740,29202,4845,61.55,63.92,7.35,0,0,EQF_LINKED,1558885152.79,0,1,CEDEFOP_EXPORT,2022-11-06,2024-04-09
2015,SI,GR74,VET_SI_0201,10_SERVICES,100770,57943,5362,71.6,77.02,11.75,1,0,NQF_ONLY,1327630191.09,0,1,NATIONAL_VET_AGENCY,2022-12-05,2025-04-09
2016,CY,IE120,VET_CY_0210,01_EDUCATION,101038,61332,4956,75.66,59.54,19.69,0,0,SECTORAL,422204951.27,0,1,PROVIDER_ADMIN_DATA,2023-01-03,2024-08-23
2017,GR,ES32,VET_GR_0219,02_ARTS,24542,8864,3529,89.37,59.0,8.61,0,0,NONE,1010225828.98,0,1,ESF_PLUS_MONITORING,2023-02-01,2025-04-06
2018,MT,NL58,VET_MT_0228,03_HUMANITIES,52918,28232,8947,82.32,68.2,13.69,0,0,EQF_LINKED,29986918.83,0,1,CEDEFOP_EXPORT,2023-03-02,2024-06-20
2019,ES,HR567,VET_ES_0237,04_BUSINESS,27709,13213,2839,60.92,57.11,4.85,0,0,NQF_ONLY,2069375441.34,0,1,NATIONAL_VET_AGENCY,2023-03-31,2025-10-14
2020,CZ,FR395,VET_CZ_0246,05_SCIENCE,47152,21462,4307,61.1,55.34,9.19,0,0,SECTORAL,1591848094.53,0,1,PROVIDER_ADMIN_DATA,2023-04-29,2025-05-19
2021,HU,FR423,VET_HU_0255,06_ICT,97925,41938,946,86.9,85.36,9.86,0,0,NONE,2190697267.3,1,1,ESF_PLUS_MONITORING,2023-05-28,2025-03-24
2022,NL,IE251,VET_NL_0264,07_ENGINEERING,78515,18527,4779,73.97,53.51,22.46,0,0,EQF_LINKED,2041142581.72,0,1,CEDEFOP_EXPORT,2023-06-26,2025-02-06
2023,SE,IT33,VET_SE_0273,08_AGRI,46880,9369,4770,92.92,69.33,8.6,0,0,NQF_ONLY,751640026.81,0,1,NATIONAL_VET_AGENCY,2023-07-25,2025-01-18
2024,DK,HU35,VET_DK_0282,09_HEALTH,102444,36960,2604,83.49,96.06,21.62,0,0,SECTORAL,1856090991.5,0,1,PROVIDER_ADMIN_DATA,2023-08-23,2024-07-01
2025,IE,LU1,VET_IE_0291,10_SERVICES,3012,1350,4536,88.95,90.77,15.41,0,1,NONE,24145095.68,1,1,ESF_PLUS_MONITORING,2023-09-21,2024-10-30
2006,PL,BG252,VET_PL_0300,01_EDUCATION,68505,21060,5400,93.34,63.44,12.31,0,0,EQF_LINKED,938472727.9,0,0,CEDEFOP_EXPORT,2023-10-20,2025-01-19
2007,AT,LU72,VET_AT_0309,02_ARTS,118839,46946,3110,93.05,58.9,10.55,1,0,NQF_ONLY,283328531.27,0,0,NATIONAL_VET_AGENCY,2023-11-18,2026-01-08
2008,EE,DE892,VET_EE_0318,03_HUMANITIES,81820,44590,2986,75.04,63.63,4.18,1,0,SECTORAL,2181831171.98,0,1,PROVIDER_ADMIN_DATA,2023-12-17,2026-01-20
2009,IT,DE818,VET_IT_0327,04_BUSINESS,59261,19039,222,78.22,82.11,13.08,0,0,NONE,1164981843.07,0,0,ESF_PLUS_MONITORING,2024-01-15,2025-07-18
2010,PT,BE663,VET_PT_0336,05_SCIENCE,50621,21664,4569,90.93,54.39,13.12,0,0,EQF_LINKED,714479395.32,0,1,CEDEFOP_EXPORT,2024-02-13,2026-02-14
2011,BE,CZ67,VET_BE_0345,06_ICT,37544,13500,8984,62.1,64.32,21.95,0,0,NQF_ONLY,1588924341.92,0,1,NATIONAL_VET_AGENCY,2024-03-13,2024-11-14
2012,FI,GR553,VET_FI_0354,07_ENGINEERING,51789,26189,7028,68.4,44.75,2.63,0,0,SECTORAL,1561472342.64,0,0,PROVIDER_ADMIN_DATA,2024-04-11,2025-11-21
2013,LV,IT55,VET_LV_0363,08_AGRI,69964,36398,1803,63.05,71.36,2.98,0,0,NONE,1214379667.95,0,1,ESF_PLUS_MONITORING,2024-05-10,2025-10-13
2014,RO,ES494,VET_RO_0372,09_HEALTH,84932,40738,3663,72.46,53.14,7.24,0,0,EQF_LINKED,1749538056.18,0,1,CEDEFOP_EXPORT,2024-06-08,2025-09-23
2015,BG,EE399,VET_BG_0381,10_SERVICES,31346,5793,1654,77.36,94.28,18.28,0,0,NQF_ONLY,1867546635.74,0,0,NATIONAL_VET_AGENCY,2024-07-07,2025-06-19
2016,FR,PT975,VET_FR_0390,01_EDUCATION,99293,47628,5707,82.57,61.61,3.43,0,0,SECTORAL,1798125840.18,0,1,PROVIDER_ADMIN_DATA,2024-08-05,2024-07-15
2017,LT,ES716,VET_LT_0399,02_ARTS,15425,10094,1192,83.35,96.85,19.29,0,0,NONE,1852714629.36,0,1,ESF_PLUS_MONITORING,2024-09-03,2024-11-15
2018,SK,IT1,VET_SK_0408,03_HUMANITIES,87491,55616,354,71.57,54.43,10.29,1,0,EQF_LINKED,1808212768.7,0,1,CEDEFOP_EXPORT,2024-10-02,2026-01-26
2019,HR,SE37,VET_HR_0417,04_BUSINESS,79271,15761,6638,81.72,78.38,0.32,0,0,NQF_ONLY,1296529138.83,0,1,NATIONAL_VET_AGENCY,2024-10-31,2024-05-22
2020,DE,LU18,VET_DE_0426,05_SCIENCE,88338,53155,7518,63.56,71.81,7.11,1,1,SECTORAL,580070935.19,0,1,PROVIDER_ADMIN_DATA,2024-11-29,2025-02-04
2021,LU,DE749,VET_LU_0435,06_ICT,59931,15407,3858,59.72,63.41,14.44,0,0,NONE,285639818.68,1,1,ESF_PLUS_MONITORING,2024-12-28,2024-03-03
2022,SI,GR54,VET_SI_0444,07_ENGINEERING,39710,22949,1251,81.21,56.07,9.19,0,1,EQF_LINKED,3380624015.13,0,1,CEDEFOP_EXPORT,2025-01-26,2024-03-21
2023,CY,EE84,VET_CY_0453,08_AGRI,8606,4840,745,59.98,44.87,15.2,0,1,NQF_ONLY,2755234438.78,1,1,NATIONAL_VET_AGENCY,2025-02-24,2025-06-29
2024,GR,CZ81,VET_GR_0462,09_HEALTH,70020,18931,4606,84.83,64.04,0.71,0,1,SECTORAL,2497759378.33,0,0,PROVIDER_ADMIN_DATA,2025-03-25,2026-02-19
2025,MT,LU6,VET_MT_0471,10_SERVICES,27353,13198,18,81.19,75.35,7.93,0,1,NONE,1065836425.34,0,0,ESF_PLUS_MONITORING,2025-04-23,2026-01-24
2006,ES,FR3,VET_ES_0480,01_EDUCATION,63313,30872,8126,87.08,91.54,18.59,0,0,EQF_LINKED,233758465.78,0,1,CEDEFOP_EXPORT,2025-05-22,2024-12-10
2007,CZ,LT317,VET_CZ_0489,02_ARTS,86290,27688,8088,64.11,73.99,5.87,1,0,NQF_ONLY,2164905461.69,0,1,NATIONAL_VET_AGENCY,2025-06-20,2025-07-26
