labor_skills_posting_month,labor_skills_posting_source_type,labor_skills_job_title_normalized,labor_skills_occupation_code_crosswalk,labor_skills_skills_cluster_id,labor_skills_top_skill_1,labor_skills_top_skill_2,labor_skills_top_skill_3,labor_skills_credential_required_flag,labor_skills_years_experience_min,labor_skills_remote_work_indicator,labor_skills_salary_range_low,labor_skills_salary_range_high,labor_skills_employment_type,labor_skills_schedule_type,labor_skills_industry_employer_naics,labor_skills_posting_duration_days,labor_skills_applicant_count_estimate,labor_skills_hard_to_fill_score,labor_skills_text_embedding_version
2162-09,AGGREGATOR,Role_1761_Engineer,OCCXW201761,SKC01761,Java,Kubernetes,React,1,7,1,109325,133508,FULL_TIME,SHIFT,622,14,20,0.1823,emb_v4
2162-10,JOB_BOARD,Role_1762_Manager,OCCXW201762,SKC01762,ProjectMgmt,ComputerVision,Java,0,0,0,130878,192561,INTERN,NIGHT,711,32,32,0.9469,emb_v4
2162-11,AGGREGATOR,Role_1763_Technician,OCCXW201763,SKC01763,Cybersecurity,Statistics,CustomerSupport,0,5,0,104981,167247,INTERN,DAY,621,70,45,0.5912,emb_v1
2162-12,AGGREGATOR,Role_1764_Specialist,OCCXW201764,SKC01764,SAP,NodeJS,Tableau,1,3,1,90037,156744,CONTRACT,NIGHT,522,68,30,0.6074,emb_v3
2163-01,JOB_BOARD,Role_1765_Analyst,OCCXW201765,SKC01765,React,Kubernetes,PowerBI,0,7,0,67852,96160,CONTRACT,SHIFT,518,51,23,0.7589,emb_v3
2163-02,JOB_BOARD,Role_1766_Engineer,OCCXW201766,SKC01766,Linux,Docker,PowerBI,0,2,1,81847,136776,INTERN,FLEX,517,6,27,0.162,emb_v2
2163-03,STAFFING_FIRM,Role_1767_Manager,OCCXW201767,SKC01767,Airflow,NodeJS,ProjectMgmt,0,1,1,159386,202975,CONTRACT,FLEX,519,76,40,0.8849,emb_v3
2163-04,STAFFING_FIRM,Role_1768_Technician,OCCXW201768,SKC01768,PowerBI,JavaScript,Spark,0,2,1,101129,128253,TEMP,WEEKEND,519,8,49,0.4001,emb_v4
2163-05,AGGREGATOR,Role_1769_Specialist,OCCXW201769,SKC01769,Docker,ProjectMgmt,Tableau,1,2,0,51513,134053,CONTRACT,SHIFT,531,42,40,0.8764,emb_v3
2163-06,STAFFING_FIRM,Role_1770_Analyst,OCCXW201770,SKC01770,ComputerVision,SupplyChain,Java,0,8,0,158683,209011,TEMP,SHIFT,524,18,31,0.8591,emb_v3
2163-07,JOB_BOARD,Role_1771_Engineer,OCCXW201771,SKC01771,Python,Excel,RetailOps,1,5,1,73104,129635,FULL_TIME,FLEX,711,58,36,0.5488,emb_v2
2163-08,ATS_FEED,Role_1772_Manager,OCCXW201772,SKC01772,Communication,Statistics,Salesforce,1,1,1,126982,163419,CONTRACT,FLEX,561,23,31,0.403,emb_v3
2163-09,JOB_BOARD,Role_1773_Technician,OCCXW201773,SKC01773,Airflow,JavaScript,Azure,0,2,0,66549,134229,INTERN,WEEKEND,522,14,30,0.5636,emb_v4
2163-10,STAFFING_FIRM,Role_1774_Specialist,OCCXW201774,SKC01774,Spark,Airflow,NodeJS,0,1,1,93421,109277,TEMP,DAY,445,64,53,0.6419,emb_v2
2163-11,JOB_BOARD,Role_1775_Analyst,OCCXW201775,SKC01775,React,AWS,Spark,0,5,1,80570,100695,INTERN,WEEKEND,722,40,34,0.2683,emb_v3
2163-12,ATS_FEED,Role_1776_Engineer,OCCXW201776,SKC01776,Cybersecurity,Cybersecurity,Docker,1,9,1,143069,178226,TEMP,WEEKEND,711,21,34,0.1665,emb_v4
2164-01,COMPANY_SITE,Role_1777_Manager,OCCXW201777,SKC01777,ProjectMgmt,Statistics,Docker,0,7,0,95837,146540,PART_TIME,NIGHT,423,77,36,0.1025,emb_v4
2164-02,COMPANY_SITE,Role_1778_Technician,OCCXW201778,SKC01778,Cybersecurity,ComputerVision,Healthcare,1,9,0,158900,173845,TEMP,NIGHT,531,6,33,0.0733,emb_v1
2164-03,STAFFING_FIRM,Role_1779_Specialist,OCCXW201779,SKC01779,PowerBI,SAP,Linux,0,3,0,101607,159533,CONTRACT,SHIFT,811,27,38,0.6334,emb_v3
2164-04,ATS_FEED,Role_1780_Analyst,OCCXW201780,SKC01780,Python,Spark,Tableau,1,2,0,150340,228725,CONTRACT,WEEKEND,561,88,38,0.875,emb_v1
2164-05,JOB_BOARD,Role_1781_Engineer,OCCXW201781,SKC01781,PowerBI,SQL,GCP,0,8,0,77974,162410,TEMP,DAY,423,13,38,0.5018,emb_v1
2164-06,COMPANY_SITE,Role_1782_Manager,OCCXW201782,SKC01782,ComputerVision,JavaScript,Excel,0,3,1,41620,69895,PART_TIME,NIGHT,722,33,27,0.7261,emb_v4
2164-07,ATS_FEED,Role_1783_Technician,OCCXW201783,SKC01783,AWS,GCP,Docker,0,4,1,137828,180423,CONTRACT,DAY,523,25,36,0.7502,emb_v3
2164-08,AGGREGATOR,Role_1784_Specialist,OCCXW201784,SKC01784,ProjectMgmt,Azure,Accounting,1,6,1,53807,100464,PART_TIME,FLEX,621,90,44,0.4812,emb_v1
2164-09,STAFFING_FIRM,Role_1785_Analyst,OCCXW201785,SKC01785,Accounting,Java,JavaScript,1,0,0,42985,88035,INTERN,WEEKEND,921,46,36,0.2388,emb_v2
2164-10,STAFFING_FIRM,Role_1786_Engineer,OCCXW201786,SKC01786,Accounting,ProjectMgmt,CustomerSupport,0,5,0,42314,85483,CONTRACT,NIGHT,517,45,39,0.9291,emb_v2
2164-11,ATS_FEED,Role_1787_Manager,OCCXW201787,SKC01787,PowerBI,Linux,Java,0,10,1,116854,134456,TEMP,WEEKEND,236,11,39,0.5305,emb_v4
2164-12,ATS_FEED,Role_1788_Technician,OCCXW201788,SKC01788,Tableau,React,SupplyChain,0,9,0,73583,109282,INTERN,SHIFT,622,41,51,0.9697,emb_v3
2165-01,STAFFING_FIRM,Role_1789_Specialist,OCCXW201789,SKC01789,ProjectMgmt,SupplyChain,RetailOps,1,8,0,61827,131587,PART_TIME,WEEKEND,517,49,43,0.5947,emb_v2
2165-02,JOB_BOARD,Role_1790_Analyst,OCCXW201790,SKC01790,Excel,Python,CustomerSupport,0,0,0,100805,173598,CONTRACT,DAY,523,41,41,0.5479,emb_v1
2165-03,AGGREGATOR,Role_1791_Engineer,OCCXW201791,SKC01791,Accounting,Communication,CustomerSupport,0,1,1,147985,194531,CONTRACT,DAY,523,54,41,0.532,emb_v1
2165-04,COMPANY_SITE,Role_1792_Manager,OCCXW201792,SKC01792,Java,Healthcare,ComputerVision,1,5,1,79157,87021,PART_TIME,NIGHT,621,17,39,0.6693,emb_v1
2165-05,STAFFING_FIRM,Role_1793_Technician,OCCXW201793,SKC01793,Excel,NodeJS,Docker,0,0,0,75568,93306,FULL_TIME,SHIFT,811,4,44,0.0283,emb_v1
2165-06,JOB_BOARD,Role_1794_Specialist,OCCXW201794,SKC01794,Excel,ProjectMgmt,CustomerSupport,0,9,0,46887,112717,TEMP,NIGHT,623,80,44,0.7527,emb_v3
2165-07,ATS_FEED,Role_1795_Analyst,OCCXW201795,SKC01795,GCP,Kubernetes,SAP,1,5,0,38645,96456,FULL_TIME,DAY,711,4,45,0.8763,emb_v1
2165-08,COMPANY_SITE,Role_1796_Engineer,OCCXW201796,SKC01796,GCP,SAP,Tableau,1,1,1,125208,153533,PART_TIME,SHIFT,517,46,35,0.7528,emb_v2
2165-09,JOB_BOARD,Role_1797_Manager,OCCXW201797,SKC01797,SQL,Spark,Docker,0,0,0,60048,88561,INTERN,NIGHT,811,85,34,0.2236,emb_v3
2165-10,JOB_BOARD,Role_1798_Technician,OCCXW201798,SKC01798,NodeJS,React,NodeJS,0,2,0,62544,129750,CONTRACT,DAY,561,79,35,0.5641,emb_v2
2165-11,AGGREGATOR,Role_1799_Specialist,OCCXW201799,SKC01799,Docker,Tableau,SAP,1,2,1,64964,78861,CONTRACT,DAY,445,40,34,0.9056,emb_v3
2165-12,AGGREGATOR,Role_1800_Analyst,OCCXW201800,SKC01800,Java,Kubernetes,JavaScript,0,3,1,105755,180680,FULL_TIME,WEEKEND,445,65,45,0.2379,emb_v3
2166-01,AGGREGATOR,Role_1801_Engineer,OCCXW201801,SKC01801,Linux,CustomerSupport,Python,0,6,1,137498,159774,INTERN,WEEKEND,511,76,24,0.5323,emb_v1
2166-02,COMPANY_SITE,Role_1802_Manager,OCCXW201802,SKC01802,CustomerSupport,React,Python,0,7,0,87745,166660,TEMP,NIGHT,518,44,39,0.6974,emb_v4
2166-03,STAFFING_FIRM,Role_1803_Technician,OCCXW201803,SKC01803,Python,NodeJS,Salesforce,1,8,0,135059,190951,FULL_TIME,DAY,519,35,33,0.5856,emb_v1
2166-04,COMPANY_SITE,Role_1804_Specialist,OCCXW201804,SKC01804,RetailOps,PowerBI,Excel,0,5,1,95071,169041,FULL_TIME,WEEKEND,332,17,36,0.4672,emb_v4
2166-05,AGGREGATOR,Role_1805_Analyst,OCCXW201805,SKC01805,RetailOps,Statistics,Python,1,9,0,71686,138585,PART_TIME,NIGHT,611,50,38,0.6453,emb_v2
2166-06,JOB_BOARD,Role_1806_Engineer,OCCXW201806,SKC01806,ComputerVision,Tableau,CustomerSupport,0,0,0,78400,116645,PART_TIME,DAY,523,82,31,0.7408,emb_v3
2166-07,COMPANY_SITE,Role_1807_Manager,OCCXW201807,SKC01807,SupplyChain,Communication,Tableau,0,8,1,53590,69407,INTERN,FLEX,519,12,39,0.5492,emb_v2
2166-08,STAFFING_FIRM,Role_1808_Technician,OCCXW201808,SKC01808,Accounting,JavaScript,Airflow,0,4,1,105637,116850,CONTRACT,NIGHT,811,50,43,0.7568,emb_v2
2166-09,AGGREGATOR,Role_1809_Specialist,OCCXW201809,SKC01809,RetailOps,JavaScript,Accounting,0,6,1,103202,157965,FULL_TIME,NIGHT,511,48,29,0.3373,emb_v2
2166-10,JOB_BOARD,Role_1810_Analyst,OCCXW201810,SKC01810,Salesforce,NodeJS,RetailOps,0,6,0,151802,182748,FULL_TIME,NIGHT,332,26,33,0.0128,emb_v4
2166-11,AGGREGATOR,Role_1811_Engineer,OCCXW201811,SKC01811,Cybersecurity,Python,ComputerVision,0,5,1,128072,150982,FULL_TIME,NIGHT,518,65,45,0.4057,emb_v4
2166-12,STAFFING_FIRM,Role_1812_Manager,OCCXW201812,SKC01812,RetailOps,Healthcare,SupplyChain,0,0,1,58744,122915,TEMP,NIGHT,722,65,56,0.6261,emb_v4
2167-01,COMPANY_SITE,Role_1813_Technician,OCCXW201813,SKC01813,GCP,NodeJS,JavaScript,0,5,0,127360,172165,PART_TIME,SHIFT,921,59,37,0.9623,emb_v4
2167-02,ATS_FEED,Role_1814_Specialist,OCCXW201814,SKC01814,ComputerVision,JavaScript,Statistics,0,3,0,74884,154675,INTERN,DAY,518,25,39,0.1175,emb_v3
2167-03,COMPANY_SITE,Role_1815_Analyst,OCCXW201815,SKC01815,Airflow,Accounting,Healthcare,0,0,0,76572,109387,CONTRACT,SHIFT,611,89,24,0.3711,emb_v2
2167-04,STAFFING_FIRM,Role_1816_Engineer,OCCXW201816,SKC01816,Java,SAP,Excel,0,10,1,109863,126420,CONTRACT,FLEX,623,71,34,0.5247,emb_v2
2167-05,STAFFING_FIRM,Role_1817_Manager,OCCXW201817,SKC01817,NLP,Healthcare,Spark,1,6,0,57204,115108,FULL_TIME,SHIFT,524,48,28,0.8758,emb_v4
2167-06,JOB_BOARD,Role_1818_Technician,OCCXW201818,SKC01818,ComputerVision,Tableau,Python,1,0,1,84776,151724,INTERN,DAY,445,36,37,0.3238,emb_v3
2167-07,COMPANY_SITE,Role_1819_Specialist,OCCXW201819,SKC01819,Linux,ProjectMgmt,SAP,0,1,1,68481,80479,CONTRACT,NIGHT,332,54,47,0.0147,emb_v2
2167-08,COMPANY_SITE,Role_1820_Analyst,OCCXW201820,SKC01820,SAP,Communication,Kubernetes,0,3,1,116597,179348,TEMP,WEEKEND,621,78,35,0.6231,emb_v4
2167-09,ATS_FEED,Role_1821_Engineer,OCCXW201821,SKC01821,ProjectMgmt,SupplyChain,Spark,0,3,1,126562,189001,FULL_TIME,FLEX,332,59,34,0.0182,emb_v1
2167-10,COMPANY_SITE,Role_1822_Manager,OCCXW201822,SKC01822,NodeJS,Communication,Statistics,0,10,0,50405,124894,FULL_TIME,WEEKEND,236,72,37,0.9454,emb_v4
2167-11,STAFFING_FIRM,Role_1823_Technician,OCCXW201823,SKC01823,Airflow,RetailOps,Kubernetes,0,7,0,50422,61529,CONTRACT,FLEX,811,77,31,0.754,emb_v1
2167-12,AGGREGATOR,Role_1824_Specialist,OCCXW201824,SKC01824,JavaScript,Excel,React,1,1,1,79623,143699,INTERN,FLEX,531,78,30,0.9625,emb_v4
2168-01,JOB_BOARD,Role_1825_Analyst,OCCXW201825,SKC01825,SAP,NLP,Healthcare,1,3,1,120434,204296,PART_TIME,FLEX,611,45,38,0.3418,emb_v4
2168-02,JOB_BOARD,Role_1826_Engineer,OCCXW201826,SKC01826,Java,Kubernetes,JavaScript,1,0,1,99401,119115,PART_TIME,DAY,511,52,37,0.4384,emb_v1
2168-03,ATS_FEED,Role_1827_Manager,OCCXW201827,SKC01827,Statistics,Spark,GCP,0,2,0,116448,168379,FULL_TIME,NIGHT,524,65,29,0.7527,emb_v4
2168-04,STAFFING_FIRM,Role_1828_Technician,OCCXW201828,SKC01828,Accounting,Excel,Communication,1,5,0,85154,173705,TEMP,WEEKEND,621,74,41,0.6172,emb_v3
2168-05,COMPANY_SITE,Role_1829_Specialist,OCCXW201829,SKC01829,Communication,SQL,Docker,1,3,0,92708,179118,FULL_TIME,DAY,523,41,30,0.6203,emb_v3
2168-06,ATS_FEED,Role_1830_Analyst,OCCXW201830,SKC01830,ComputerVision,Python,Kubernetes,0,1,1,46309,55965,CONTRACT,SHIFT,622,6,32,0.1352,emb_v1
2168-07,COMPANY_SITE,Role_1831_Engineer,OCCXW201831,SKC01831,JavaScript,Statistics,NLP,1,4,1,36070,87819,PART_TIME,DAY,621,48,40,0.9374,emb_v1
2168-08,AGGREGATOR,Role_1832_Manager,OCCXW201832,SKC01832,PowerBI,React,Kubernetes,1,7,1,86248,144740,FULL_TIME,WEEKEND,523,30,27,0.1636,emb_v3
2168-09,STAFFING_FIRM,Role_1833_Technician,OCCXW201833,SKC01833,GCP,SupplyChain,CustomerSupport,1,10,0,151474,191618,TEMP,SHIFT,518,36,31,0.4347,emb_v1
2168-10,JOB_BOARD,Role_1834_Specialist,OCCXW201834,SKC01834,Excel,Cybersecurity,SQL,0,10,1,149804,215815,PART_TIME,DAY,511,90,37,0.7217,emb_v3
2168-11,JOB_BOARD,Role_1835_Analyst,OCCXW201835,SKC01835,NLP,AWS,Healthcare,0,7,1,69451,101013,TEMP,SHIFT,611,65,34,0.052,emb_v4
2168-12,JOB_BOARD,Role_1836_Engineer,OCCXW201836,SKC01836,ProjectMgmt,RetailOps,CustomerSupport,0,9,0,158300,244630,INTERN,NIGHT,523,63,31,0.7964,emb_v4
2169-01,ATS_FEED,Role_1837_Manager,OCCXW201837,SKC01837,SQL,Accounting,Spark,0,0,0,91803,116390,INTERN,WEEKEND,621,67,37,0.5376,emb_v3
2169-02,STAFFING_FIRM,Role_1838_Technician,OCCXW201838,SKC01838,Healthcare,SAP,Spark,0,9,0,69021,143382,INTERN,SHIFT,517,3,38,0.947,emb_v2
2169-03,JOB_BOARD,Role_1839_Specialist,OCCXW201839,SKC01839,SAP,Airflow,JavaScript,1,1,0,76212,136833,INTERN,SHIFT,236,6,20,0.0897,emb_v2
2169-04,AGGREGATOR,Role_1840_Analyst,OCCXW201840,SKC01840,Accounting,Excel,Tableau,1,1,1,141533,187477,CONTRACT,WEEKEND,523,51,39,0.0559,emb_v1
2169-05,JOB_BOARD,Role_1841_Engineer,OCCXW201841,SKC01841,GCP,Java,Airflow,0,0,1,52208,72170,CONTRACT,SHIFT,517,10,40,0.3394,emb_v1
2169-06,AGGREGATOR,Role_1842_Manager,OCCXW201842,SKC01842,PowerBI,Healthcare,Salesforce,0,5,1,67660,77758,INTERN,SHIFT,541,44,36,0.64,emb_v4
2169-07,JOB_BOARD,Role_1843_Technician,OCCXW201843,SKC01843,GCP,Spark,Excel,0,2,0,58191,86566,INTERN,DAY,423,42,34,0.7928,emb_v3
2169-08,COMPANY_SITE,Role_1844_Specialist,OCCXW201844,SKC01844,GCP,SQL,Linux,1,2,1,151556,238998,CONTRACT,FLEX,561,28,28,0.8461,emb_v2
2169-09,JOB_BOARD,Role_1845_Analyst,OCCXW201845,SKC01845,ProjectMgmt,NodeJS,PowerBI,1,3,1,41275,73618,FULL_TIME,WEEKEND,611,42,29,0.6879,emb_v3
2169-10,STAFFING_FIRM,Role_1846_Engineer,OCCXW201846,SKC01846,Tableau,JavaScript,NodeJS,1,9,0,51980,116185,PART_TIME,NIGHT,522,77,38,0.6306,emb_v4
2169-11,COMPANY_SITE,Role_1847_Manager,OCCXW201847,SKC01847,ComputerVision,NLP,Java,1,3,0,72237,81840,INTERN,FLEX,921,6,36,0.1345,emb_v2
2169-12,STAFFING_FIRM,Role_1848_Technician,OCCXW201848,SKC01848,Kubernetes,Docker,SQL,0,6,1,152774,220432,FULL_TIME,SHIFT,531,88,31,0.5247,emb_v1
2170-01,STAFFING_FIRM,Role_1849_Specialist,OCCXW201849,SKC01849,Accounting,Statistics,GCP,0,6,0,132913,161364,TEMP,DAY,332,21,39,0.1389,emb_v1
2170-02,AGGREGATOR,Role_1850_Analyst,OCCXW201850,SKC01850,SAP,GCP,Cybersecurity,1,3,0,55508,87077,TEMP,FLEX,522,49,19,0.1401,emb_v4
2170-03,ATS_FEED,Role_1851_Engineer,OCCXW201851,SKC01851,Java,Excel,Salesforce,0,3,1,118217,197966,FULL_TIME,SHIFT,519,84,35,0.032,emb_v1
2170-04,STAFFING_FIRM,Role_1852_Manager,OCCXW201852,SKC01852,SQL,Cybersecurity,React,1,8,1,89227,103091,TEMP,DAY,561,37,37,0.7857,emb_v4
2170-05,AGGREGATOR,Role_1853_Technician,OCCXW201853,SKC01853,SQL,Cybersecurity,NLP,0,2,0,55350,112171,INTERN,SHIFT,722,56,33,0.7474,emb_v1
2170-06,AGGREGATOR,Role_1854_Specialist,OCCXW201854,SKC01854,Python,SAP,SQL,0,2,0,119176,147492,FULL_TIME,WEEKEND,621,79,45,0.1622,emb_v3
2170-07,STAFFING_FIRM,Role_1855_Analyst,OCCXW201855,SKC01855,SupplyChain,Excel,Python,0,8,1,110465,162517,CONTRACT,SHIFT,622,70,37,0.2374,emb_v3
2170-08,ATS_FEED,Role_1856_Engineer,OCCXW201856,SKC01856,Azure,ProjectMgmt,Statistics,0,3,1,148162,208575,TEMP,SHIFT,541,22,35,0.7712,emb_v2
2170-09,ATS_FEED,Role_1857_Manager,OCCXW201857,SKC01857,Salesforce,Accounting,ComputerVision,1,1,0,96570,147854,PART_TIME,FLEX,541,59,38,0.8968,emb_v4
2170-10,AGGREGATOR,Role_1858_Technician,OCCXW201858,SKC01858,Excel,SQL,Kubernetes,0,3,1,128137,144461,PART_TIME,NIGHT,611,21,28,0.3521,emb_v1
2170-11,COMPANY_SITE,Role_1859_Specialist,OCCXW201859,SKC01859,PowerBI,SupplyChain,Healthcare,0,5,0,48352,84180,INTERN,DAY,519,66,42,0.0934,emb_v4
2170-12,STAFFING_FIRM,Role_1860_Analyst,OCCXW201860,SKC01860,JavaScript,React,Communication,0,3,0,113304,194313,CONTRACT,FLEX,611,57,40,0.8015,emb_v3
2171-01,AGGREGATOR,Role_1861_Engineer,OCCXW201861,SKC01861,GCP,Healthcare,Azure,1,0,1,56126,127831,INTERN,SHIFT,511,76,35,0.2898,emb_v2
2171-02,AGGREGATOR,Role_1862_Manager,OCCXW201862,SKC01862,ProjectMgmt,Accounting,ComputerVision,1,6,1,47830,124457,CONTRACT,DAY,518,78,40,0.6615,emb_v3
2171-03,STAFFING_FIRM,Role_1863_Technician,OCCXW201863,SKC01863,PowerBI,Accounting,Healthcare,1,0,0,156201,230379,PART_TIME,FLEX,517,17,47,0.5199,emb_v4
2171-04,STAFFING_FIRM,Role_1864_Specialist,OCCXW201864,SKC01864,SAP,SupplyChain,ComputerVision,0,6,0,83218,163606,TEMP,FLEX,236,86,33,0.564,emb_v4
2171-05,AGGREGATOR,Role_1865_Analyst,OCCXW201865,SKC01865,Azure,Python,Java,0,2,0,147498,165155,CONTRACT,DAY,236,71,38,0.0606,emb_v2
2171-06,STAFFING_FIRM,Role_1866_Engineer,OCCXW201866,SKC01866,Spark,Azure,SAP,0,5,1,41398,94020,PART_TIME,FLEX,236,36,41,0.0944,emb_v2
2171-07,JOB_BOARD,Role_1867_Manager,OCCXW201867,SKC01867,JavaScript,Azure,Excel,0,1,1,156203,236625,CONTRACT,SHIFT,722,15,40,0.9136,emb_v3
2171-08,JOB_BOARD,Role_1868_Technician,OCCXW201868,SKC01868,Salesforce,Statistics,Accounting,1,1,1,74732,163656,INTERN,DAY,518,12,36,0.651,emb_v2
2171-09,ATS_FEED,Role_1869_Specialist,OCCXW201869,SKC01869,Azure,GCP,Kubernetes,0,9,1,49784,120132,TEMP,DAY,523,60,43,0.4008,emb_v3
2171-10,STAFFING_FIRM,Role_1870_Analyst,OCCXW201870,SKC01870,Airflow,Kubernetes,Docker,1,0,1,132332,139616,INTERN,SHIFT,519,41,51,0.7697,emb_v2
2171-11,JOB_BOARD,Role_1871_Engineer,OCCXW201871,SKC01871,RetailOps,ComputerVision,Communication,0,2,0,112099,132793,PART_TIME,DAY,623,29,31,0.9341,emb_v1
2171-12,STAFFING_FIRM,Role_1872_Manager,OCCXW201872,SKC01872,Statistics,Cybersecurity,Salesforce,0,6,0,76115,142977,PART_TIME,DAY,621,38,45,0.6415,emb_v2
2172-01,ATS_FEED,Role_1873_Technician,OCCXW201873,SKC01873,Kubernetes,JavaScript,Python,1,6,0,89976,165613,TEMP,SHIFT,531,26,42,0.0323,emb_v2
2172-02,JOB_BOARD,Role_1874_Specialist,OCCXW201874,SKC01874,ComputerVision,Salesforce,Airflow,0,10,0,127749,169591,CONTRACT,WEEKEND,332,52,38,0.6935,emb_v1
2172-03,AGGREGATOR,Role_1875_Analyst,OCCXW201875,SKC01875,SupplyChain,Excel,CustomerSupport,1,10,0,136204,205136,TEMP,WEEKEND,921,60,36,0.0151,emb_v1
2172-04,ATS_FEED,Role_1876_Engineer,OCCXW201876,SKC01876,ProjectMgmt,SupplyChain,Communication,0,7,0,87015,147502,TEMP,SHIFT,811,82,43,0.2178,emb_v3
2172-05,COMPANY_SITE,Role_1877_Manager,OCCXW201877,SKC01877,GCP,SAP,Statistics,0,5,1,145795,155125,PART_TIME,NIGHT,622,79,35,0.8942,emb_v3
2172-06,ATS_FEED,Role_1878_Technician,OCCXW201878,SKC01878,Python,SQL,Communication,0,7,0,98469,130985,FULL_TIME,WEEKEND,519,85,43,0.2572,emb_v1
2172-07,JOB_BOARD,Role_1879_Specialist,OCCXW201879,SKC01879,GCP,Statistics,Communication,0,7,0,79803,97881,CONTRACT,DAY,445,75,28,0.6048,emb_v3
2172-08,JOB_BOARD,Role_1880_Analyst,OCCXW201880,SKC01880,Azure,Spark,SQL,1,7,0,136723,184235,INTERN,WEEKEND,722,25,24,0.7616,emb_v2
2172-09,ATS_FEED,Role_1881_Engineer,OCCXW201881,SKC01881,SQL,Cybersecurity,CustomerSupport,0,7,0,101835,144780,TEMP,DAY,622,59,41,0.1868,emb_v3
2172-10,COMPANY_SITE,Role_1882_Manager,OCCXW201882,SKC01882,PowerBI,SQL,SQL,0,2,1,94881,164047,FULL_TIME,FLEX,519,59,36,0.2736,emb_v1
2172-11,JOB_BOARD,Role_1883_Technician,OCCXW201883,SKC01883,Salesforce,Accounting,Linux,0,10,0,47404,130734,CONTRACT,FLEX,531,14,39,0.6751,emb_v2
2172-12,STAFFING_FIRM,Role_1884_Specialist,OCCXW201884,SKC01884,SupplyChain,Airflow,RetailOps,1,1,0,76568,155083,TEMP,WEEKEND,811,44,38,0.2092,emb_v3
2173-01,COMPANY_SITE,Role_1885_Analyst,OCCXW201885,SKC01885,Excel,Communication,Cybersecurity,0,5,0,91858,135963,CONTRACT,DAY,523,64,36,0.0793,emb_v2
2173-02,STAFFING_FIRM,Role_1886_Engineer,OCCXW201886,SKC01886,PowerBI,ComputerVision,Salesforce,0,3,0,141299,208565,CONTRACT,DAY,623,61,32,0.1767,emb_v4
2173-03,STAFFING_FIRM,Role_1887_Manager,OCCXW201887,SKC01887,Communication,Spark,Statistics,0,9,1,103070,140811,CONTRACT,SHIFT,522,44,30,0.2262,emb_v2
2173-04,STAFFING_FIRM,Role_1888_Technician,OCCXW201888,SKC01888,ComputerVision,Accounting,NodeJS,1,5,1,116398,170033,INTERN,WEEKEND,518,62,39,0.9379,emb_v1
2173-05,ATS_FEED,Role_1889_Specialist,OCCXW201889,SKC01889,SupplyChain,SAP,Kubernetes,0,8,1,135911,161564,PART_TIME,FLEX,623,57,32,0.1741,emb_v4
2173-06,STAFFING_FIRM,Role_1890_Analyst,OCCXW201890,SKC01890,Accounting,React,SupplyChain,0,4,0,76110,107626,PART_TIME,FLEX,511,72,30,0.9413,emb_v2
2173-07,COMPANY_SITE,Role_1891_Engineer,OCCXW201891,SKC01891,Azure,ComputerVision,ComputerVision,1,3,1,74781,130817,TEMP,SHIFT,621,30,39,0.459,emb_v3
2173-08,ATS_FEED,Role_1892_Manager,OCCXW201892,SKC01892,NLP,SupplyChain,Statistics,0,5,0,47762,133601,TEMP,WEEKEND,518,73,49,0.643,emb_v1
2173-09,AGGREGATOR,Role_1893_Technician,OCCXW201893,SKC01893,Excel,Azure,Airflow,1,3,1,84269,123797,INTERN,DAY,622,66,33,0.2356,emb_v3
2173-10,COMPANY_SITE,Role_1894_Specialist,OCCXW201894,SKC01894,React,NodeJS,ComputerVision,1,5,1,71135,107259,PART_TIME,SHIFT,621,49,40,0.2881,emb_v2
2173-11,COMPANY_SITE,Role_1895_Analyst,OCCXW201895,SKC01895,Salesforce,Azure,Salesforce,1,4,0,81415,171119,TEMP,NIGHT,531,40,38,0.6674,emb_v1
2173-12,AGGREGATOR,Role_1896_Engineer,OCCXW201896,SKC01896,Python,CustomerSupport,CustomerSupport,0,1,1,100242,129960,INTERN,WEEKEND,622,48,31,0.4626,emb_v1
2174-01,ATS_FEED,Role_1897_Manager,OCCXW201897,SKC01897,Linux,Spark,JavaScript,1,10,0,153468,225850,INTERN,DAY,921,62,36,0.1858,emb_v1
2174-02,ATS_FEED,Role_1898_Technician,OCCXW201898,SKC01898,Statistics,ComputerVision,NLP,0,7,1,73599,158917,INTERN,DAY,519,13,33,0.2875,emb_v3
2174-03,COMPANY_SITE,Role_1899_Specialist,OCCXW201899,SKC01899,GCP,RetailOps,Kubernetes,0,10,0,68850,86670,TEMP,FLEX,561,12,31,0.0384,emb_v2
2174-04,JOB_BOARD,Role_1900_Analyst,OCCXW201900,SKC01900,Azure,ProjectMgmt,React,0,9,0,73539,151071,FULL_TIME,FLEX,531,64,29,0.1539,emb_v2
2174-05,AGGREGATOR,Role_1901_Engineer,OCCXW201901,SKC01901,Cybersecurity,React,Excel,1,5,1,137936,224670,CONTRACT,FLEX,517,77,34,0.7063,emb_v1
2174-06,COMPANY_SITE,Role_1902_Manager,OCCXW201902,SKC01902,GCP,Statistics,Cybersecurity,1,9,0,100563,173571,PART_TIME,DAY,561,35,40,0.8223,emb_v1
2174-07,STAFFING_FIRM,Role_1903_Technician,OCCXW201903,SKC01903,Linux,Cybersecurity,ProjectMgmt,1,1,0,48520,96119,PART_TIME,WEEKEND,332,19,37,0.5493,emb_v2
