edu_finance_fiscal_year,edu_finance_lea_id,edu_finance_revenue_local,edu_finance_revenue_state,edu_finance_revenue_federal,edu_finance_expenditure_instruction,edu_finance_expenditure_support_services,edu_finance_expenditure_capital,edu_finance_expenditure_debt_service,edu_finance_teacher_salary_average,edu_finance_administrator_salary_average,edu_finance_benefits_cost_total,edu_finance_facility_condition_index,edu_finance_technology_spend_per_student,edu_finance_transport_spend_per_student,edu_finance_special_ed_spend_share_pct,edu_finance_ell_program_spend_share_pct,edu_finance_fund_balance_end_year,edu_finance_pension_liability_estimate,edu_finance_audit_finding_count
2025,LEA101612,1782855398,3873393082,1227277634,2680368390,372211901,906020952,882372684,90865,147780,662374957,0.541,1668,105,8.32,10.72,269633564,2083679560,13
2024,LEA101613,3190837783,5277442887,188799583,1854729872,1900933134,465386211,87359700,62574,154389,1572189957,0.625,1140,1026,26.59,1.74,814794311,1986090806,4
2015,LEA101614,204805505,3549722264,1187710166,1174922131,2019160140,148912207,320409258,91787,118068,534875400,0.389,1844,1281,7.67,8.67,598107494,1704766518,6
2012,LEA101615,3161360871,4143755578,737889794,3501290482,2129782215,1206747565,378685300,95093,178156,1718023254,0.593,578,1498,21.19,10.76,513908420,1607710825,11
2025,LEA101616,2206329246,911951506,500362192,3987742300,631002709,119822305,498295967,100235,159343,263194877,0.738,214,872,19.47,3.97,332294782,662456764,0
2020,LEA101617,2490029012,5296103512,459594020,550398460,2807776310,608355845,899509926,48353,85861,1875875558,0.681,1860,2380,26.18,10.14,1074233758,2319151621,12
2022,LEA101618,2146720057,5011591582,1392103174,111888241,323106080,258585693,80728273,79208,102996,1375823349,0.456,579,1268,14.39,13.99,723558873,623621107,1
2021,LEA101619,2428728795,3472558796,746392851,4881396649,2768722824,826692492,391783163,84537,145287,130497678,0.278,1678,1598,25.09,6.83,405367850,313402270,5
2008,LEA101620,1639705105,5506103013,718270642,2578219030,1881028902,254089819,636326629,39272,137307,1736058935,0.21,525,405,23.56,2.37,1135308851,2795758515,13
2018,LEA101621,1074317185,80235830,545834634,1054177386,2420116203,475605112,283501433,55377,96780,1711006170,0.474,1329,350,8.09,15.42,323405604,3380082902,11
2008,LEA101622,3090300002,4629612276,493795162,410201886,2050759682,924221593,782680652,81250,96885,1063653239,0.325,1548,1892,18.62,12.44,891518911,434199846,13
2014,LEA101623,1981478406,3906104302,376868577,1241923434,2971811772,1524864364,77283296,56943,65866,2009251359,0.685,778,2748,20.0,13.03,107127911,1731728462,6
2020,LEA101624,915525508,2878590662,227526598,1737531511,326059295,791112129,395436863,51227,140149,1385572893,0.48,641,1266,25.12,3.25,330769538,316776133,7
2012,LEA101625,2411132659,3690472492,6827181,3837517156,1480112576,243336932,382244231,70517,135796,694099844,0.751,989,1660,15.09,6.46,749169178,3196986008,13
2013,LEA101626,683646616,2820048008,198615470,11325016,2485573508,237439665,836364758,43068,178780,1238803406,0.597,1487,2606,14.23,9.74,794471820,3078870272,7
2012,LEA101627,2711463152,2410451610,292101435,1481805772,997458457,254140982,754876149,97732,132991,370775311,0.702,412,1081,27.63,15.91,1135687563,2526628508,8
2013,LEA101628,280932625,1221392487,45066634,5655044680,1074611897,200225651,50460692,64020,56325,1264930896,0.651,869,2034,21.91,17.15,873764609,1586677930,6
2021,LEA101629,2714122257,2346480257,863059245,1043126438,1323661166,881400618,456879736,94330,107499,2067736865,0.582,234,1521,8.75,2.95,674007996,1200254548,13
2020,LEA101630,2911494765,2599873024,1227550694,2940015743,1908747352,360635542,645149064,54396,117361,1226070348,0.978,1323,21,18.62,11.91,976947764,2366212655,3
2021,LEA101631,353213290,3970693604,1453525664,2133165511,1931846906,1524947102,564125574,87407,130953,1446945752,0.658,538,587,24.35,14.47,479769994,3030878375,2
2012,LEA101632,2626650661,5646422457,939038890,5442054679,2924388377,825843666,733055579,48856,83107,99797698,0.215,560,1464,10.21,4.09,649422538,295833689,0
2018,LEA101633,278111647,3146637048,820652587,6070315970,2477977869,968935118,888953793,92686,158719,404357793,0.818,358,237,9.59,8.34,862376066,3413105550,13
2018,LEA101634,663957852,4633836939,51555900,1160319018,2453245703,778639240,775274054,60411,164720,329148618,0.368,1879,889,8.19,3.82,269450162,186144466,12
2019,LEA101635,1524600887,1157900129,404675437,4135337173,646244631,786578122,93275084,74403,174494,421957266,0.695,1553,1257,25.84,12.38,638449677,3183270620,13
2018,LEA101636,454812294,5208057127,417289045,5952668327,998530129,623962922,863587360,67032,58083,245901159,0.328,75,123,17.4,2.1,1010981848,1074518752,10
2019,LEA101637,3083695872,5088315340,1262804607,1010222027,2014584217,201937218,709691818,60794,174410,136417485,0.544,396,2737,7.85,15.78,62270724,3277643802,11
2017,LEA101638,1581748460,1243139626,1072935591,696806664,70952497,1494984370,564723817,54108,63236,2215315537,0.552,1949,962,15.96,9.08,-25623922,2538156605,6
2013,LEA101639,3135673554,5706421665,69265951,5109905519,874343452,1166267917,133958970,89011,162316,1350716644,0.544,2112,1798,7.74,13.21,483268353,390725866,1
2023,LEA101640,1050252908,4530133030,841821037,133625328,3090949667,970258543,423489376,94645,161142,2055024755,0.766,717,1311,10.94,6.15,584684887,3142292261,3
2012,LEA101641,255954332,1666365417,282384600,4063661406,570371156,1203508678,129288826,73224,94289,2331357660,0.239,499,2714,14.98,11.28,159774666,1135122254,10
2010,LEA101642,202319337,1544305120,1473075057,2456997442,207487678,454922767,53571511,61427,128973,785636344,0.604,586,1670,8.19,2.97,255047164,1126126499,10
2019,LEA101643,701007975,1620906073,300244496,3169325827,337555702,1617242611,289056135,94266,103293,228298670,0.902,1117,1062,12.11,13.39,959475790,2838559721,9
2010,LEA101644,959267840,3276473156,264394631,5988489917,278387238,1236100254,806900003,77497,82444,178915266,0.361,1088,964,14.48,12.57,848899005,1200000390,0
2014,LEA101645,1947330835,1141084863,1016583098,3151411511,479584074,217983295,764993669,98051,81702,2200444596,0.524,805,2274,14.75,1.64,129150194,2928203342,1
2017,LEA101646,2618859784,4472776614,1451182439,3244939556,266327638,222071688,374255265,56521,69201,1609447642,0.358,2155,542,12.42,17.1,489368236,847472101,10
2014,LEA101647,2358951923,3182961182,136930501,4198329644,460171270,1034733676,188833997,95919,178035,2209852652,0.424,701,1352,19.32,4.18,-12810977,3287895861,1
2010,LEA101648,136045006,1694908691,469586596,5048226276,2267084469,1701431492,434368438,73786,101072,781292536,0.81,1821,2614,27.66,11.28,1191216889,1704649861,12
2008,LEA101649,2926122787,553920320,1346059994,1160134988,106877630,539975195,486947123,62293,150487,863406925,0.854,640,1033,19.92,14.6,1098081898,847887148,8
2012,LEA101650,774875344,452604657,1074351759,1003554641,353072492,1227555000,43738176,61337,162278,265299143,0.296,1992,2637,19.1,13.77,164676285,2418811603,3
2019,LEA101651,2270446243,321211773,218465061,1289919155,2372516305,1027204684,520885810,78681,171204,1627973673,0.511,1516,1983,15.64,2.65,1159302545,1907105441,10
2023,LEA101652,3062952059,3324265696,989594826,1098245630,602959327,1383183820,385746160,55228,95364,52182176,0.942,530,1294,27.1,6.63,1148647666,1691317925,10
2019,LEA101653,817269101,311868780,810895171,3776708873,406841203,1187775365,704890887,73429,101237,1821950824,0.593,787,1907,17.43,5.01,415648793,3183652144,8
2015,LEA101654,569399063,2116826287,670704449,6142989441,2383657385,1368101887,863173635,54967,178345,1651325782,0.472,425,2451,8.44,2.19,743592855,279907703,13
2012,LEA101655,3191431109,944322436,1464263792,4240041234,2912233666,888999663,481025783,38042,72628,1434395227,0.561,413,1597,25.68,16.45,730209823,2809110255,1
2018,LEA101656,2967571797,3123466460,250294494,4964018997,826373127,1154599310,3783594,91401,162733,2064529850,0.616,341,2777,15.46,7.37,1058127675,607336209,10
2016,LEA101657,3007607588,413022788,1051815873,1272930324,927722313,1033128943,874576347,86738,153790,1653761059,0.609,248,1142,22.73,6.74,261329628,875946893,3
2009,LEA101658,667831938,4656229328,102046736,1252539200,2083484126,1504026310,589497653,43953,99416,794892420,0.239,315,2307,14.23,8.28,864368264,2616756408,2
2024,LEA101659,1221175959,2315223953,507961497,1755027546,635663586,1156373230,788945102,91119,114182,1907214068,0.923,711,157,24.46,17.75,199673345,1782260999,9
2024,LEA101660,104889347,4205076768,858598411,493248711,194829194,871212771,317180245,101340,165480,552295392,0.369,1523,1565,25.89,18.0,986067342,2541539959,3
2014,LEA101661,1223009175,5351124336,744357458,1026571610,2187451652,1518777248,583374029,83809,130272,1645887533,0.259,2022,2387,15.67,5.56,334789739,2394593639,11
2010,LEA101662,2945714858,3259987305,1127785319,3965931969,250431266,1483860029,840247238,73159,105112,2056583339,0.759,235,1462,10.12,2.37,911860601,513280726,9
2016,LEA101663,688998559,3036522515,1239979281,5029020193,1805804827,1363401719,60555606,48084,136518,2059284815,0.329,888,1605,21.92,14.91,193467884,1510115537,3
2023,LEA101664,2612417812,3906961254,467889470,5703856873,40574063,1627751487,400343658,89805,115651,2371486371,0.236,1109,2276,16.87,3.15,672856509,2982290340,4
2022,LEA101665,395716453,1844321920,917085600,2784555856,184772717,1121463324,450023644,78052,57892,1701031773,0.502,1046,411,24.11,15.89,1059373554,2754367787,11
2018,LEA101666,2914191898,5383980223,1201815239,3482695174,932663981,1767518410,864388521,50116,57250,167500875,0.268,2035,1071,25.66,17.78,172532276,92380135,4
2016,LEA101667,224534373,1537628006,272468998,5217934136,927521450,314564803,500500333,60821,168888,222730524,0.685,400,241,17.27,5.21,855765913,1420240791,0
2015,LEA101668,2495534445,5519496284,1272138704,2960691044,2751415452,1429900638,27759757,70256,122162,1258278784,0.395,1997,947,14.31,16.73,-36813672,538097682,0
2016,LEA101669,2458183404,3124287719,1397597232,479643587,1837143970,1066599563,519328961,49037,181041,864583076,0.761,579,2582,24.46,15.36,35079542,3265335923,4
2022,LEA101670,1792745235,682257248,534699721,5209369004,2092699465,645984478,45169235,71225,180022,1386888221,0.44,1521,1493,13.15,11.09,566163168,173480683,11
2016,LEA101671,2233081692,3229394894,959852621,1195055760,1773011687,74891078,320530657,50295,154044,1307951381,0.27,890,878,11.22,8.8,800491214,1861525133,8
2010,LEA101672,709201833,724765464,1092731636,721374036,1889784044,517576971,352865174,62701,99427,413552492,0.532,1147,205,17.57,10.63,1056237008,93590419,0
2020,LEA101673,500304008,5382367214,1441100419,2540885632,1760125301,753854748,582562111,70607,105510,852604182,0.599,443,1729,24.5,5.95,404834978,567236034,11
2013,LEA101674,2462875013,4728414037,448512538,4902784116,1883005379,719796315,880442216,48367,168231,634828531,0.623,1193,2165,15.87,16.45,614327723,2388209146,3
2020,LEA101675,330519929,3857272051,194334507,5781782653,1277879308,1189848964,801491602,88356,160963,1112111875,0.454,704,259,13.09,16.91,1173682135,3297189789,8
2017,LEA101676,2141821270,2276348267,1066366988,5875473919,1848167632,1001783131,219959820,90474,115332,1125402675,0.83,1380,2583,8.89,9.42,942188678,2624226545,1
2025,LEA101677,1000821577,770418522,1448782817,4473617406,2767295285,1603673973,321649795,96374,107536,877575821,0.559,2084,2486,15.88,9.28,296433437,2126990259,9
2018,LEA101678,2516325543,1714148098,235935602,5475553485,255941250,429006146,89302961,87203,160136,1281001063,0.713,891,1014,18.5,10.04,152393288,1500423416,9
2021,LEA101679,1561287700,1872357181,1369729335,2764733306,714240111,1472585330,132583837,81438,122306,583104546,0.489,102,1078,14.6,14.4,190286872,2531756835,1
2011,LEA101680,1553131250,1926294800,825848520,2661936641,1467183287,882562890,231596574,70086,71949,514008560,0.916,245,425,14.05,0.54,127965259,2138496503,1
2013,LEA101681,1988173737,239249288,934894347,2260665141,1789273215,1411159618,440864963,65184,147573,1748472442,0.831,2072,1172,16.53,0.87,15093827,1016354076,7
2010,LEA101682,1192291420,1429910626,879574344,728427845,93880714,1431976418,797101019,94800,77493,1739003292,0.438,2117,921,9.47,7.05,426300537,943951037,13
2020,LEA101683,624370853,1327938433,1367062213,5264663473,1214236196,1676958990,422669503,88746,83232,427265562,0.4,1921,1577,22.23,13.58,981801428,1669888459,5
2018,LEA101684,1056236430,4879394145,1215681694,1611443768,2406559974,1707284744,62183237,52855,152088,76968575,0.909,931,2633,24.02,14.32,762674465,2601046691,5
2014,LEA101685,2595588238,2377597030,239647930,4200912513,874250034,877081588,522305268,79702,156547,815254591,0.793,688,2550,10.53,14.33,1144910368,1692892676,8
2021,LEA101686,82922423,5049889376,516913834,6061473214,2812653233,1559052770,500088981,67803,177571,333826175,0.375,1932,483,15.9,6.6,454851395,2720740986,2
2008,LEA101687,1219414160,3038328987,1151711484,3595182882,1441869773,968290923,572973753,42584,75119,985486872,0.742,1510,313,17.47,14.09,179108360,359902524,12
2016,LEA101688,2636602804,4844029339,1195415544,1220377522,65085022,86288921,536419082,74921,150680,79408849,0.954,1394,1313,23.5,1.5,332581381,2720764437,0
2013,LEA101689,2321336517,2862664186,226441606,5765120607,241227601,614659694,797478398,76527,127144,2040155523,0.424,1546,631,27.4,9.4,555595345,857929045,11
2012,LEA101690,1952453125,2707159945,1116434540,1140926935,510532142,1464580166,99148876,87438,146916,1816382346,0.466,326,1515,27.64,12.54,422111961,2103472674,4
2024,LEA101691,996128847,2366174358,1282642583,2711306279,2955828247,369773132,469500476,56793,150198,1432056788,0.854,1946,2625,10.33,10.8,1058923701,384158445,10
2013,LEA101692,2173241809,5724663843,775631941,684437188,373684238,401802481,97615165,82863,160485,1642428704,0.206,173,2486,24.6,13.31,1023662147,1573316772,3
2018,LEA101693,52919309,57541801,570395113,3136241099,1414926777,351320992,247151242,97214,146034,1104290854,0.994,921,2285,17.47,11.37,715994631,1490715524,10
2015,LEA101694,2066698856,5397334220,595613879,1491517554,683050199,1511088398,401617009,87504,91812,582708867,0.571,1622,1796,18.94,9.32,888704695,3125017151,11
2009,LEA101695,855802280,1815084487,1105751361,15170362,2047027814,1464856675,404480874,89802,150489,2352561692,0.961,1069,993,27.88,12.5,274338609,2036060304,9
2013,LEA101696,2986589479,2013110189,226867535,3127135422,3144463882,115261213,373092953,83561,177337,1801866008,0.304,187,2329,19.79,8.71,431140196,1717923569,7
2015,LEA101697,3129468934,5195622575,1133157430,4827832856,881840881,163492841,554602071,47892,131487,607578687,0.824,181,30,8.41,6.24,675470988,2094348639,10
2019,LEA101698,2882644950,4286279984,740253227,3277080802,555608758,62123436,793859637,41775,106377,336343630,0.305,1915,776,8.45,16.94,605086021,141698098,11
2016,LEA101699,2371449120,1560428470,509524861,1279148487,692726910,1481147944,416085195,47904,105341,1428698054,0.861,828,1066,14.53,15.96,174475119,3052187708,0
2019,LEA101700,2923212182,2638739909,708701044,2190542555,939719870,504436164,449850666,76074,158377,1203234648,0.299,1818,338,13.57,6.59,278189756,380071979,1
2020,LEA101701,1249995174,4548462330,983549093,4510927256,1553693530,609857230,100917168,67339,122433,2272745090,0.464,1336,2731,22.77,4.41,714376440,2923009359,10
2021,LEA101702,2206653399,207527674,362648163,3698551828,1954048832,153582028,454705219,41525,93859,1248863345,0.985,470,2066,26.37,14.29,267772389,2255389531,6
2018,LEA101703,4858213,4367360170,767400941,3927470002,2521318438,459516095,159488766,98873,138446,1454904169,0.975,315,1060,20.75,7.0,1199945584,1076969112,5
2008,LEA101704,966374984,4531453402,1390912785,798299618,904287537,1655503942,486187946,97603,107092,977482673,0.946,1936,1946,27.83,7.15,185054908,2893410041,11
2025,LEA101705,730138739,847331838,538402144,1596042046,1793483478,188479148,675258651,88333,68267,982648417,0.696,1582,1406,15.92,5.82,1047446552,806999882,7
2014,LEA101706,484999313,5271843827,335873598,4156311178,2757750026,1624769881,32237728,87002,110418,111880002,0.488,1468,882,18.78,14.22,1187935738,710649088,9
2024,LEA101707,2802780986,1788694141,1270233866,244531946,2818436576,175358597,296065022,73189,96471,7389167,0.672,88,1900,24.09,5.94,92626858,356303662,0
2017,LEA101708,1561122336,873860755,803974569,2982736863,843797397,646475960,222549138,100745,152674,1224032530,0.755,208,1130,22.24,0.22,450864094,2996587514,4
2024,LEA101709,479147318,2208896532,41223067,2479855930,2111907102,1071606777,150340557,57427,109770,1705815789,0.661,1864,1125,21.35,17.56,1103507058,163867075,10
2015,LEA101710,2476770267,1858469337,1353320254,2515918960,2850415917,1550318230,518091364,82165,133272,1103094333,0.809,2069,2315,7.89,11.97,1136223665,1110512452,1
2016,LEA101711,737544995,1588605007,135745078,1976554512,1964252115,459195586,26864837,50064,68487,325669868,0.243,2193,970,22.18,17.71,1131716097,2920097134,8
2025,LEA101712,522760911,3644508776,233209377,862028178,1623476017,1106361251,859983800,47429,114465,692990294,0.691,592,2490,11.82,4.37,1199294612,596085213,2
2021,LEA101713,2875242485,3993469512,1188974646,5905637815,1992314427,1576925702,183456639,70914,130076,1300823841,0.33,1959,361,17.64,15.18,513190662,3040285920,6
2016,LEA101714,2707696732,157372038,223835849,323299008,520803869,1112564059,90205586,96843,58237,2035138473,0.619,119,2084,20.25,0.15,1002414401,2470150912,6
2014,LEA101715,237009372,5299928329,359020420,289341620,1120425173,872889005,25955607,96710,68398,733081535,0.583,1438,2273,27.68,6.1,245569283,3281275944,3
2020,LEA101716,587831451,2697346007,301760954,5680258399,1948979585,951752699,671979281,42611,80482,1038663755,0.791,1433,1912,11.72,11.56,129939298,455975649,5
2025,LEA101717,501481669,3064300127,1439304815,4470895900,1225445282,1377660189,505887707,69682,127943,1972308514,0.659,1858,675,10.9,5.31,190328569,708143815,8
2018,LEA101718,2634146704,2585982717,649419591,3235109854,867608301,331092292,316956663,90313,81699,270340905,0.808,864,66,23.8,17.86,5531104,3078174036,0
2009,LEA101719,2079990621,1699952107,58413519,774897732,482007530,490363833,566005633,99416,144547,2226324842,0.282,1205,337,17.97,7.05,-30360289,1803267061,10
