food_access_assessment_year,food_access_neighborhood_index_id,food_access_grocery_store_distance_miles,food_access_supermarket_density_per_10k,food_access_farmers_market_access_flag,food_access_snap_authorized_retailer_count,food_access_wic_vendor_count,food_access_food_desert_classification,food_access_healthy_food_availability_score,food_access_price_healthy_basket_inr,food_access_fast_food_density_per_10k,food_access_sugary_drink_outlet_density,food_access_school_meal_coverage_rate,food_access_community_garden_count,food_access_public_transit_to_food_score,food_access_diet_related_disease_risk_score,food_access_household_food_insecurity_rate,food_access_nutrition_education_program_flag,food_access_cultural_food_preference_index,food_access_policy_support_score
2011,NBH_001665,1.671,0.565,1,735,526,URBAN_LOW_ACCESS,51.02,5277.2,4.472,2.082,74.91,9,50.92,39.82,8.07,0,75.17,63.54
2014,NBH_001666,1.357,2.407,0,377,160,RURAL_LOW_ACCESS,71.6,7592.45,7.188,0.691,56.12,31,61.31,31.36,28.45,0,93.2,58.11
2013,NBH_001667,2.379,0.337,1,135,113,ADEQUATE_ACCESS,74.34,1239.6,5.431,2.113,31.38,29,20.33,43.99,5.56,0,50.25,52.22
2014,NBH_001668,3.403,1.646,0,1595,636,URBAN_LOW_ACCESS,66.02,10827.83,2.07,0.152,48.86,11,52.61,40.79,20.69,1,47.52,80.36
2014,NBH_001669,3.755,3.082,0,1776,392,LOW_INCOME_LOW_ACCESS,60.4,6399.21,1.747,3.203,72.43,38,66.39,75.85,0.0,1,74.68,36.43
2015,NBH_001670,2.924,2.254,0,713,552,LOW_ACCESS,60.63,3962.77,2.549,5.054,54.27,60,60.27,36.88,21.36,0,67.7,39.96
2022,NBH_001671,4.121,2.368,1,1427,18,LOW_INCOME_LOW_ACCESS,77.24,2553.73,2.049,2.092,54.83,59,23.7,47.78,9.58,1,67.34,73.77
2019,NBH_001672,2.647,3.705,0,1441,270,URBAN_LOW_ACCESS,70.04,6658.33,0.858,0.459,41.16,41,53.06,39.71,19.6,1,63.42,71.99
2013,NBH_001673,0.152,0.616,0,506,10,LOW_ACCESS,45.62,9329.6,5.122,0.939,53.6,6,31.25,42.59,13.57,1,46.14,49.46
2022,NBH_001674,3.771,1.4,1,10,102,LOW_INCOME_LOW_ACCESS,59.47,2616.77,5.306,1.346,94.65,26,28.55,40.76,21.14,1,82.11,50.13
2015,NBH_001675,3.422,0.325,0,596,121,URBAN_LOW_ACCESS,69.54,1458.59,3.241,2.029,17.32,70,62.84,51.3,23.39,0,51.92,68.42
2023,NBH_001676,3.426,1.891,0,160,66,ADEQUATE_ACCESS,57.24,4347.2,4.926,2.032,74.99,55,25.96,38.72,23.35,1,60.0,45.71
2026,NBH_001677,2.984,1.065,0,438,241,LOW_ACCESS,83.29,2623.92,1.422,1.618,28.01,10,33.3,69.26,13.93,1,61.59,48.74
2012,NBH_001678,3.009,0.0,0,286,117,RURAL_LOW_ACCESS,79.51,9290.77,4.764,2.328,34.43,60,66.06,73.51,24.8,0,31.12,26.88
2013,NBH_001679,0.503,1.48,1,1003,539,ADEQUATE_ACCESS,66.73,2797.98,2.982,1.156,71.9,45,84.03,41.83,11.57,0,64.72,63.64
2021,NBH_001680,2.23,1.282,0,323,126,URBAN_LOW_ACCESS,68.02,2097.86,2.133,1.451,62.59,74,18.06,26.75,19.07,0,58.78,33.24
2023,NBH_001681,0.05,1.432,0,1037,105,ADEQUATE_ACCESS,62.72,4658.23,0.0,2.307,70.66,32,48.72,27.51,19.53,0,73.76,58.82
2023,NBH_001682,1.819,1.332,1,1671,519,RURAL_LOW_ACCESS,56.4,11280.27,4.93,2.53,77.66,61,42.88,70.02,12.11,1,76.73,46.54
2026,NBH_001683,0.531,1.032,0,938,292,LOW_ACCESS,55.29,10561.84,3.836,0.985,91.6,78,54.56,47.41,2.22,0,68.0,81.15
2016,NBH_001684,1.431,1.843,1,1213,40,URBAN_LOW_ACCESS,60.46,1493.62,4.863,2.316,54.84,29,50.27,40.45,31.15,0,53.85,27.92
2014,NBH_001685,1.385,1.221,0,417,219,LOW_ACCESS,86.35,11479.48,4.681,1.977,43.08,0,32.67,32.24,18.95,1,66.16,51.3
2019,NBH_001686,3.154,1.037,0,437,303,LOW_INCOME_LOW_ACCESS,75.28,10900.26,2.551,1.407,41.47,76,66.98,37.82,0.6,1,46.61,61.7
2025,NBH_001687,0.753,1.012,1,1676,179,LOW_INCOME_LOW_ACCESS,40.07,4142.72,3.888,0.639,41.01,73,78.27,67.44,29.42,0,57.11,38.87
2014,NBH_001688,3.041,0.022,0,1402,609,LOW_INCOME_LOW_ACCESS,69.18,1437.03,0.21,3.215,34.46,36,70.47,30.07,18.51,0,69.13,43.47
2019,NBH_001689,3.271,1.047,0,1268,423,LOW_INCOME_LOW_ACCESS,52.63,4701.02,2.805,1.627,55.74,21,33.19,60.98,19.69,1,71.82,38.7
2021,NBH_001690,0.05,2.38,1,1132,517,URBAN_LOW_ACCESS,62.81,2307.89,3.653,1.322,48.48,47,24.96,37.03,28.5,1,72.81,85.31
2025,NBH_001691,4.374,2.352,0,11,105,URBAN_LOW_ACCESS,51.98,4880.62,0.0,3.139,67.98,7,43.86,38.37,9.2,0,65.2,46.25
2017,NBH_001692,1.018,0.614,0,366,478,LOW_ACCESS,54.02,5412.23,1.407,1.107,10.43,18,42.94,35.77,33.52,0,61.74,84.35
2020,NBH_001693,0.05,2.397,0,662,367,RURAL_LOW_ACCESS,73.15,5694.2,4.652,1.913,43.26,24,53.62,52.37,19.6,0,80.93,30.56
2018,NBH_001694,2.626,1.357,0,292,138,URBAN_LOW_ACCESS,67.83,7406.26,4.084,2.937,49.55,89,37.09,30.42,19.48,1,53.5,34.36
2012,NBH_001695,2.644,1.283,0,208,457,LOW_ACCESS,49.57,8951.94,4.511,0.992,15.66,9,54.72,49.47,6.9,0,51.72,90.51
2017,NBH_001696,0.144,0.875,0,717,419,LOW_INCOME_LOW_ACCESS,60.69,2435.05,2.171,1.932,68.17,54,43.75,51.63,15.66,0,75.98,45.65
2018,NBH_001697,3.267,1.296,1,1218,468,LOW_INCOME_LOW_ACCESS,51.47,6735.93,4.765,3.059,36.92,73,36.25,69.28,6.19,0,57.33,67.6
2022,NBH_001698,1.149,0.796,0,516,35,LOW_INCOME_LOW_ACCESS,62.43,10616.48,6.468,1.856,41.74,34,68.68,39.34,21.19,1,52.84,94.39
2011,NBH_001699,1.452,1.034,1,718,371,ADEQUATE_ACCESS,57.71,8930.64,1.485,2.816,48.78,88,54.93,47.08,23.31,1,43.83,47.03
2019,NBH_001700,3.185,3.226,0,1473,209,RURAL_LOW_ACCESS,62.78,11797.01,3.242,1.484,82.5,86,57.98,23.39,19.27,0,23.75,35.45
2015,NBH_001701,1.077,1.258,0,1190,620,RURAL_LOW_ACCESS,63.43,3968.76,3.718,3.435,60.63,52,70.82,45.36,16.7,1,15.93,71.46
2012,NBH_001702,1.115,0.115,0,522,33,URBAN_LOW_ACCESS,47.79,9173.18,2.886,1.716,49.96,40,52.2,59.59,15.67,1,44.18,12.47
2020,NBH_001703,0.704,1.777,0,133,205,ADEQUATE_ACCESS,76.08,5545.48,4.91,2.043,68.98,49,46.42,64.73,28.35,0,34.1,51.87
2025,NBH_001704,2.724,1.74,0,672,16,URBAN_LOW_ACCESS,51.3,11300.07,4.441,1.298,22.38,71,48.24,41.17,29.65,0,63.75,61.91
2026,NBH_001705,1.706,2.056,0,481,453,RURAL_LOW_ACCESS,67.59,11013.34,4.017,0.472,49.89,55,39.11,34.35,5.64,1,54.25,66.42
2015,NBH_001706,1.728,0.456,0,169,336,URBAN_LOW_ACCESS,48.89,6656.3,4.966,2.507,35.58,79,58.15,69.81,14.39,1,95.84,44.92
2014,NBH_001707,0.889,2.044,0,658,442,URBAN_LOW_ACCESS,74.44,4556.6,3.018,0.0,62.15,83,60.74,34.32,15.88,1,53.57,59.8
2023,NBH_001708,2.807,2.425,1,1175,516,LOW_ACCESS,56.2,9428.69,1.709,0.675,38.39,32,87.37,66.62,27.19,1,71.42,36.95
2019,NBH_001709,3.575,0.723,0,1386,611,LOW_ACCESS,80.97,6086.62,3.988,2.684,42.31,70,64.36,50.94,10.99,0,73.63,50.5
2020,NBH_001710,0.384,1.974,0,529,613,LOW_INCOME_LOW_ACCESS,60.17,5798.19,2.023,3.208,36.08,13,67.45,67.38,15.45,0,48.64,41.73
2011,NBH_001711,0.05,2.84,1,1234,593,LOW_ACCESS,69.39,2033.81,0.454,0.09,43.58,38,52.68,56.19,4.78,1,57.25,49.15
2018,NBH_001712,2.981,0.0,1,494,126,LOW_INCOME_LOW_ACCESS,50.29,5793.88,3.383,2.947,53.16,10,63.46,72.23,15.39,1,55.57,75.66
2012,NBH_001713,1.686,1.405,1,1016,460,ADEQUATE_ACCESS,70.84,1756.25,0.879,0.0,70.58,87,50.21,61.14,19.62,0,62.07,83.92
2016,NBH_001714,0.247,1.897,0,925,479,RURAL_LOW_ACCESS,54.42,7263.03,6.014,0.0,64.19,13,41.8,56.01,14.74,0,57.09,33.75
2015,NBH_001715,2.298,2.41,0,620,111,RURAL_LOW_ACCESS,66.67,9561.55,3.479,0.0,24.94,87,57.59,49.16,0.0,0,78.92,35.04
2019,NBH_001716,1.882,0.022,1,1692,445,URBAN_LOW_ACCESS,63.05,4868.34,3.25,3.086,22.89,16,33.73,57.11,15.94,1,58.95,41.46
2024,NBH_001717,1.287,0.955,1,487,109,LOW_INCOME_LOW_ACCESS,68.15,6539.5,3.606,2.815,47.81,38,94.88,62.9,15.1,0,55.07,44.35
2026,NBH_001718,1.874,0.0,1,648,613,LOW_ACCESS,55.81,11327.29,3.353,0.0,68.11,45,86.98,63.2,31.01,1,50.02,64.26
2012,NBH_001719,0.706,2.931,1,299,88,RURAL_LOW_ACCESS,63.2,1651.67,3.606,1.135,27.69,18,78.34,54.22,1.99,0,49.03,70.01
2019,NBH_001720,1.571,1.31,0,1407,595,LOW_ACCESS,57.63,7137.69,2.659,0.92,54.26,89,59.63,41.19,24.75,1,53.73,54.57
2021,NBH_001721,1.637,1.027,1,1401,593,LOW_INCOME_LOW_ACCESS,82.53,11988.97,1.703,1.335,66.07,2,75.08,70.81,35.21,0,64.25,71.83
2021,NBH_001722,1.815,1.578,0,228,252,RURAL_LOW_ACCESS,50.88,3015.12,4.174,2.634,73.81,17,47.29,53.79,31.02,0,62.89,49.41
2018,NBH_001723,1.669,1.296,1,596,626,RURAL_LOW_ACCESS,55.61,8699.37,1.996,0.674,78.05,37,59.13,49.46,32.26,1,74.03,85.23
2015,NBH_001724,0.05,1.909,0,1383,310,RURAL_LOW_ACCESS,51.23,7856.33,5.692,2.443,84.51,13,45.6,73.04,18.77,0,56.53,35.61
2022,NBH_001725,1.16,0.023,0,1029,65,LOW_INCOME_LOW_ACCESS,73.44,5773.09,0.52,2.751,39.3,58,76.83,22.12,17.55,0,70.83,50.18
2014,NBH_001726,0.579,0.788,0,1031,352,LOW_INCOME_LOW_ACCESS,64.7,3220.42,2.298,1.843,50.99,24,40.86,29.5,9.13,1,64.37,91.71
2012,NBH_001727,2.281,2.289,0,560,85,ADEQUATE_ACCESS,60.58,7355.84,2.786,0.0,36.24,54,72.98,41.54,25.43,1,34.9,60.18
2020,NBH_001728,2.263,1.343,0,904,235,URBAN_LOW_ACCESS,58.67,4851.78,6.608,1.144,55.7,48,65.9,59.53,16.29,1,31.16,29.4
2016,NBH_001729,0.05,2.455,0,1561,209,ADEQUATE_ACCESS,76.34,8993.56,2.486,3.992,69.94,24,49.99,29.42,25.81,0,48.58,44.35
2011,NBH_001730,0.05,3.515,1,901,454,RURAL_LOW_ACCESS,74.09,906.97,1.691,5.349,35.91,73,52.69,32.94,3.84,0,54.8,84.28
2019,NBH_001731,2.067,1.458,0,1423,7,URBAN_LOW_ACCESS,68.51,11776.33,3.346,0.0,72.5,72,30.9,59.79,9.33,0,48.65,100.0
2017,NBH_001732,3.956,1.728,0,957,436,LOW_ACCESS,87.92,11277.17,2.543,1.319,57.47,81,78.73,57.23,16.06,1,58.74,40.84
2012,NBH_001733,2.056,2.031,0,1663,576,LOW_INCOME_LOW_ACCESS,23.89,10010.45,0.791,3.444,74.31,63,52.2,14.88,17.2,0,58.64,57.63
2013,NBH_001734,2.5,3.769,0,33,38,RURAL_LOW_ACCESS,50.83,8202.84,2.042,0.0,63.31,84,60.23,39.42,32.38,0,62.15,55.94
2021,NBH_001735,2.242,0.714,0,217,78,URBAN_LOW_ACCESS,57.14,2932.54,5.2,1.589,95.4,69,97.5,80.33,12.02,0,54.54,100.0
2019,NBH_001736,1.518,2.627,0,764,248,URBAN_LOW_ACCESS,60.23,1146.71,1.929,0.759,58.68,23,77.98,47.13,14.76,0,72.25,65.94
2022,NBH_001737,2.904,1.898,0,1633,605,RURAL_LOW_ACCESS,67.89,6790.18,4.176,3.678,46.87,10,67.4,55.45,15.05,0,55.93,62.46
2024,NBH_001738,4.656,0.0,1,1251,400,LOW_ACCESS,67.08,2030.89,1.275,2.006,57.93,72,40.88,67.58,14.86,0,61.18,47.16
2025,NBH_001739,1.974,2.446,1,1101,149,ADEQUATE_ACCESS,51.43,2790.51,0.08,1.396,55.37,60,83.97,38.07,34.75,0,83.46,58.15
2026,NBH_001740,2.386,1.579,0,303,595,RURAL_LOW_ACCESS,66.84,2948.1,4.376,3.127,46.19,59,66.37,45.12,28.47,1,63.09,69.86
2016,NBH_001741,3.314,1.379,0,354,30,ADEQUATE_ACCESS,77.65,9181.05,4.126,0.127,98.69,3,62.04,54.0,2.85,0,24.16,24.76
2020,NBH_001742,0.05,0.272,0,986,453,ADEQUATE_ACCESS,41.81,5107.23,3.155,0.871,50.17,82,32.48,40.48,33.33,0,55.96,56.68
2011,NBH_001743,2.663,2.241,0,1255,550,URBAN_LOW_ACCESS,72.05,3201.81,4.413,0.0,69.13,34,80.1,55.97,0.0,0,64.62,74.59
2024,NBH_001744,2.364,0.588,1,1153,298,URBAN_LOW_ACCESS,73.43,1764.3,3.561,3.612,60.88,67,57.8,43.07,10.62,1,54.04,59.43
2017,NBH_001745,2.742,0.519,1,874,398,LOW_ACCESS,48.93,3908.62,5.306,3.888,54.61,11,94.24,69.37,23.69,1,70.6,87.45
2012,NBH_001746,1.572,2.249,1,1286,332,ADEQUATE_ACCESS,48.46,3288.13,1.482,0.637,69.48,30,87.13,45.95,36.74,0,61.21,40.52
2015,NBH_001747,0.526,1.032,1,889,389,LOW_ACCESS,63.77,3298.29,2.687,2.589,54.04,16,67.71,36.98,10.84,1,53.0,75.4
2020,NBH_001748,1.316,1.382,0,1210,548,URBAN_LOW_ACCESS,69.76,6196.78,0.0,2.753,40.12,55,67.07,32.09,5.09,1,58.13,43.65
2011,NBH_001749,1.845,0.327,0,1610,236,URBAN_LOW_ACCESS,57.0,11261.23,3.949,0.432,55.98,35,22.27,53.15,11.99,0,61.63,61.33
2015,NBH_001750,2.343,2.25,0,1787,14,URBAN_LOW_ACCESS,73.66,3276.49,2.128,0.689,41.97,57,88.01,32.88,17.3,1,67.31,35.36
2019,NBH_001751,3.155,1.778,0,1312,516,URBAN_LOW_ACCESS,84.64,8500.24,1.972,0.0,69.94,40,70.48,84.94,13.39,1,47.52,17.02
2011,NBH_001752,1.107,2.308,1,150,48,LOW_INCOME_LOW_ACCESS,60.78,2155.99,0.0,3.559,23.08,71,46.21,39.52,7.38,0,53.35,79.42
2019,NBH_001753,0.742,1.978,1,393,80,URBAN_LOW_ACCESS,34.69,1603.16,0.429,1.088,69.18,86,8.42,34.54,27.11,0,51.16,25.05
2025,NBH_001754,1.333,1.553,0,1505,314,RURAL_LOW_ACCESS,49.46,2271.4,4.557,0.12,53.75,20,82.47,51.12,0.24,0,37.17,42.13
2015,NBH_001755,3.778,0.532,0,653,367,LOW_INCOME_LOW_ACCESS,75.89,1986.41,3.194,0.749,58.87,30,50.96,68.31,0.0,0,47.62,46.23
2014,NBH_001756,2.131,2.273,0,541,437,URBAN_LOW_ACCESS,65.72,7124.67,6.197,1.705,28.87,31,66.87,57.66,21.25,0,62.02,60.97
2011,NBH_001757,2.097,1.638,0,1642,380,RURAL_LOW_ACCESS,100.0,5772.53,1.686,3.047,86.84,38,36.13,41.83,9.46,0,77.96,6.91
2016,NBH_001758,1.199,0.751,0,753,46,RURAL_LOW_ACCESS,65.81,3772.2,4.839,1.639,46.43,34,43.36,46.8,10.55,0,53.45,16.89
2020,NBH_001759,3.468,1.861,0,460,467,ADEQUATE_ACCESS,40.76,8812.24,2.124,2.211,34.87,79,66.31,46.56,26.66,1,69.1,66.19
2018,NBH_001760,0.05,3.117,1,1662,169,ADEQUATE_ACCESS,28.23,6450.18,10.544,1.695,56.11,62,62.49,60.04,23.93,1,63.75,48.5
2025,NBH_001761,1.01,3.146,0,1623,558,RURAL_LOW_ACCESS,45.56,9187.39,4.295,2.545,28.88,71,39.74,45.4,25.89,0,35.21,68.12
2016,NBH_001762,2.918,1.188,0,815,13,LOW_ACCESS,87.66,10734.62,2.168,0.524,10.2,81,76.14,77.86,0.0,0,70.49,52.71
2011,NBH_001763,3.441,0.266,0,421,548,LOW_INCOME_LOW_ACCESS,68.82,1990.74,2.324,0.942,71.41,13,55.23,14.73,7.28,1,36.05,46.01
2015,NBH_001764,3.792,1.704,0,820,200,ADEQUATE_ACCESS,64.12,6944.55,2.125,0.0,20.14,86,70.23,36.0,16.34,0,73.44,44.74
2015,NBH_001765,0.804,1.656,0,557,279,LOW_INCOME_LOW_ACCESS,66.74,9481.72,1.35,0.0,30.14,86,18.2,11.92,26.15,0,34.94,55.42
2013,NBH_001766,1.724,2.422,0,73,598,RURAL_LOW_ACCESS,43.1,8253.68,4.375,1.469,65.41,1,64.33,26.91,4.37,1,39.97,42.58
2019,NBH_001767,2.792,1.123,0,347,10,LOW_INCOME_LOW_ACCESS,52.0,3623.99,6.316,0.559,15.1,77,64.94,91.48,21.08,0,76.18,65.92
2012,NBH_001768,2.205,0.65,0,26,313,ADEQUATE_ACCESS,68.5,9270.14,0.0,2.694,68.12,36,42.8,50.69,21.4,1,47.52,51.96
2017,NBH_001769,5.1,2.364,1,621,431,URBAN_LOW_ACCESS,70.75,6285.26,5.851,1.53,58.0,89,78.94,61.74,10.82,0,69.11,49.12
2025,NBH_001770,3.219,2.137,0,303,336,ADEQUATE_ACCESS,83.01,7811.4,0.0,1.348,48.74,58,35.02,51.41,13.45,0,59.57,42.46
2019,NBH_001771,2.565,1.396,0,1677,416,LOW_ACCESS,72.38,4674.37,5.335,0.0,30.58,25,59.43,72.74,14.93,0,43.03,74.23
2025,NBH_001772,3.877,0.822,0,132,155,LOW_ACCESS,82.38,8452.89,1.197,2.621,47.68,13,63.43,11.46,12.22,0,37.75,53.03
2017,NBH_001773,1.962,3.008,1,556,296,ADEQUATE_ACCESS,77.7,7239.54,7.12,0.0,42.98,3,31.67,53.87,21.82,1,30.22,52.48
2018,NBH_001774,2.94,2.4,0,73,550,URBAN_LOW_ACCESS,69.19,1315.25,1.798,2.18,70.81,90,74.47,39.9,11.83,0,65.92,53.26
2011,NBH_001775,2.553,2.161,0,1533,202,URBAN_LOW_ACCESS,57.45,7003.21,2.826,0.263,76.09,64,35.37,23.86,25.58,0,57.79,59.06
2025,NBH_001776,4.651,2.774,0,745,325,LOW_INCOME_LOW_ACCESS,61.52,1694.55,4.634,3.075,60.02,30,67.73,63.68,16.18,0,73.27,52.96
2019,NBH_001777,0.362,0.551,0,499,639,LOW_INCOME_LOW_ACCESS,69.42,2919.76,5.446,1.18,73.6,59,55.55,51.21,36.84,0,51.07,78.96
2025,NBH_001778,0.392,0.543,0,1485,380,URBAN_LOW_ACCESS,63.8,3127.41,0.767,1.038,48.7,82,47.9,58.77,26.17,1,78.23,59.01
2014,NBH_001779,2.595,3.774,0,204,26,LOW_INCOME_LOW_ACCESS,69.21,7190.61,1.058,2.666,78.11,85,45.32,60.23,28.29,1,70.42,20.93
2023,NBH_001780,1.39,4.075,0,212,634,URBAN_LOW_ACCESS,74.39,10075.31,7.474,1.856,73.15,4,57.03,24.41,21.62,1,53.65,58.89
2017,NBH_001781,1.532,2.017,1,974,196,ADEQUATE_ACCESS,66.22,9470.73,4.859,3.823,35.88,26,17.28,52.33,23.35,1,72.1,50.24
2026,NBH_001782,1.108,2.461,1,5,296,RURAL_LOW_ACCESS,95.85,11087.81,3.35,1.955,51.47,12,88.28,61.6,9.23,0,93.64,47.33
2023,NBH_001783,5.447,2.509,1,1346,399,ADEQUATE_ACCESS,73.51,3919.39,3.045,1.13,47.32,25,60.36,69.77,21.16,1,56.93,32.17
2026,NBH_001784,0.05,0.725,1,828,232,RURAL_LOW_ACCESS,48.76,7175.48,5.29,1.818,43.44,76,77.11,49.09,21.84,0,61.19,49.28
2011,NBH_001785,3.323,0.294,0,996,85,RURAL_LOW_ACCESS,80.27,11985.61,1.143,0.606,36.15,76,70.07,49.27,25.95,0,60.4,43.36
2022,NBH_001786,0.339,1.304,0,260,496,LOW_ACCESS,60.56,6547.21,5.873,2.316,92.79,80,75.25,64.36,9.32,0,42.25,40.76
2019,NBH_001787,1.38,0.966,0,1081,47,ADEQUATE_ACCESS,40.87,2281.44,3.489,0.0,47.27,67,54.41,66.09,4.28,0,76.06,47.6
2011,NBH_001788,0.389,1.903,0,1195,436,RURAL_LOW_ACCESS,82.54,1906.11,4.523,1.384,97.23,43,11.34,59.51,30.18,0,74.39,73.26
2026,NBH_001789,2.869,0.0,0,1796,33,ADEQUATE_ACCESS,73.06,11245.62,1.652,1.502,82.79,85,57.52,70.57,16.91,1,41.7,68.31
2017,NBH_001790,1.525,2.234,0,848,326,URBAN_LOW_ACCESS,65.84,8086.08,3.075,3.147,45.86,14,35.14,40.31,19.61,0,35.08,51.96
2017,NBH_001791,2.176,1.425,1,1027,373,LOW_INCOME_LOW_ACCESS,58.64,8296.56,5.849,2.749,47.82,37,46.18,27.11,13.76,1,56.74,54.69
2012,NBH_001792,1.758,1.856,0,74,101,RURAL_LOW_ACCESS,50.7,10490.29,2.293,2.901,58.03,75,76.47,45.77,27.9,1,66.45,57.37
2018,NBH_001793,2.364,2.245,0,73,8,RURAL_LOW_ACCESS,51.2,3608.24,3.655,1.872,26.38,32,63.07,34.14,0.0,1,62.27,40.1
2013,NBH_001794,2.144,2.415,1,1144,516,URBAN_LOW_ACCESS,85.86,8771.81,2.658,2.858,65.3,68,95.3,34.27,12.46,0,23.71,62.86
2016,NBH_001795,1.349,0.862,0,140,84,ADEQUATE_ACCESS,64.32,6970.21,3.674,3.915,38.75,2,54.27,51.02,8.77,0,71.81,75.28
2016,NBH_001796,3.011,1.471,1,1558,551,LOW_INCOME_LOW_ACCESS,48.8,5720.15,6.017,1.748,45.93,2,62.74,43.76,11.01,1,39.36,62.81
2014,NBH_001797,1.973,0.987,0,62,446,URBAN_LOW_ACCESS,41.98,8226.7,2.155,2.787,60.24,46,27.42,40.53,0.06,1,52.16,50.24
2011,NBH_001798,1.5,1.044,0,1404,39,URBAN_LOW_ACCESS,81.07,1785.47,3.874,2.598,46.18,59,65.7,48.33,0.0,1,56.95,72.25
2015,NBH_001799,2.849,0.159,1,301,608,LOW_INCOME_LOW_ACCESS,55.91,5303.86,0.0,2.304,79.52,41,43.51,12.09,18.71,0,50.77,49.82
2026,NBH_001800,2.551,2.384,1,1283,166,URBAN_LOW_ACCESS,87.67,3255.56,1.793,0.913,54.59,47,42.4,56.71,16.57,0,64.84,27.54
2023,NBH_001801,3.99,0.6,1,712,379,RURAL_LOW_ACCESS,77.67,4746.06,3.795,1.115,74.25,24,41.81,60.14,35.51,0,69.93,76.54
2025,NBH_001802,2.41,1.458,0,1439,398,URBAN_LOW_ACCESS,66.68,4498.98,0.692,1.683,79.01,39,38.67,46.44,15.94,1,60.33,30.56
2017,NBH_001803,1.035,1.688,0,1047,233,RURAL_LOW_ACCESS,70.07,1422.37,4.871,1.73,42.55,0,55.05,67.04,21.68,0,58.37,29.2
2019,NBH_001804,2.367,0.969,1,176,602,ADEQUATE_ACCESS,58.82,1740.63,2.608,1.644,77.39,90,68.68,38.02,24.93,1,43.21,51.86
2021,NBH_001805,2.055,1.969,0,1127,529,RURAL_LOW_ACCESS,40.99,9485.5,2.591,1.887,42.1,12,40.93,76.96,9.53,1,54.52,43.6
2012,NBH_001806,0.05,2.785,0,726,276,RURAL_LOW_ACCESS,61.49,11885.12,7.09,0.0,49.52,1,34.18,62.8,14.33,1,53.19,25.97
2024,NBH_001807,1.513,1.191,0,548,556,LOW_INCOME_LOW_ACCESS,60.67,11387.57,3.976,3.68,66.93,43,46.3,45.5,28.17,0,69.91,32.99
2023,NBH_001808,2.279,2.132,1,1505,507,ADEQUATE_ACCESS,58.79,6856.7,3.643,3.204,35.01,73,62.29,39.6,16.66,1,48.72,56.98
2016,NBH_001809,1.356,0.781,0,1342,626,ADEQUATE_ACCESS,78.0,9057.23,4.447,0.327,86.56,54,74.47,62.36,25.6,0,46.27,43.93
2024,NBH_001810,0.05,1.488,1,694,170,URBAN_LOW_ACCESS,44.29,2919.73,2.715,1.803,59.61,32,100.0,78.89,6.81,0,43.97,63.24
2016,NBH_001811,1.276,1.723,0,1278,483,LOW_ACCESS,58.52,11769.96,3.667,6.408,49.38,73,64.57,10.95,26.39,0,68.64,61.49
2023,NBH_001812,3.544,2.584,0,587,146,LOW_INCOME_LOW_ACCESS,70.67,8416.26,4.188,1.492,38.66,22,72.03,50.75,18.36,0,36.48,36.71
2022,NBH_001813,3.464,1.593,0,876,204,LOW_INCOME_LOW_ACCESS,88.42,5807.94,3.624,0.0,15.63,70,74.83,42.32,22.78,0,49.26,31.63
2015,NBH_001814,0.264,0.343,1,1084,162,LOW_INCOME_LOW_ACCESS,63.38,5932.33,2.337,1.613,73.63,62,43.25,65.31,25.7,0,56.26,76.32
2025,NBH_001815,0.05,2.365,1,262,482,ADEQUATE_ACCESS,66.43,3644.64,4.553,0.0,59.87,43,89.43,15.81,30.56,1,51.75,56.76
2016,NBH_001816,4.477,0.893,0,1601,69,ADEQUATE_ACCESS,49.83,11107.22,5.531,2.923,46.35,72,69.86,55.46,11.04,0,46.35,66.55
2019,NBH_001817,3.205,2.989,1,148,590,RURAL_LOW_ACCESS,52.44,3060.14,2.971,2.641,66.81,60,53.91,20.46,39.86,0,44.78,10.9
2019,NBH_001818,1.919,3.629,1,903,272,URBAN_LOW_ACCESS,83.22,1822.2,4.626,2.531,89.91,47,61.21,70.96,14.5,0,57.27,19.07
2012,NBH_001819,0.756,2.459,0,569,649,LOW_ACCESS,84.96,3529.12,3.408,0.641,56.5,47,35.44,63.11,11.21,0,70.05,69.88
2015,NBH_001820,2.358,3.119,1,902,373,RURAL_LOW_ACCESS,73.39,5061.68,3.414,1.518,44.36,9,63.36,38.72,22.95,0,56.97,57.97
2026,NBH_001821,2.171,2.064,1,972,140,LOW_INCOME_LOW_ACCESS,56.65,6026.27,3.754,0.0,49.12,81,34.71,42.66,19.21,0,40.01,62.3
2025,NBH_001822,0.152,3.276,1,392,265,LOW_INCOME_LOW_ACCESS,80.77,8231.81,6.454,1.896,59.14,39,53.7,37.24,9.12,0,56.12,50.82
2024,NBH_001823,1.667,1.238,0,1414,168,RURAL_LOW_ACCESS,41.25,5164.73,0.821,1.832,53.13,34,44.6,38.69,11.65,1,44.35,35.58
2020,NBH_001824,2.576,0.628,1,780,457,RURAL_LOW_ACCESS,71.17,5939.88,3.495,5.291,22.75,44,34.46,60.8,20.87,1,60.58,34.56
2012,NBH_001825,0.477,1.367,1,118,430,URBAN_LOW_ACCESS,53.86,9077.38,4.061,1.864,45.61,72,19.08,58.2,19.55,0,60.44,85.2
2011,NBH_001826,3.661,1.755,0,1116,188,ADEQUATE_ACCESS,50.33,962.1,0.0,1.756,63.33,77,87.04,72.44,36.56,1,78.92,60.15
