qol_well_survey_year,qol_well_wellbeing_region_id,qol_well_life_satisfaction_score,qol_well_happiness_frequency_score,qol_well_stress_level_score,qol_well_sleep_quality_score,qol_well_physical_health_score,qol_well_mental_health_score,qol_well_ncoial_connection_score,qol_well_purpose_meaning_score,qol_well_financial_wellbeing_score,qol_well_work_life_balance_score,qol_well_outdoor_activity_rate,qol_well_cultural_participation_rate,qol_well_volunteerism_rate,qol_well_loneliness_rate,qol_well_community_trust_score,qol_well_safety_perception_score,qol_well_service_satisfaction_score,qol_well_overall_wellbeing_index
2019,REG531,3.34,5.38,3.03,2.23,5.41,5.27,8.1,6.51,3.35,6.88,11.66,18.15,58.63,55.69,5.3,6.34,1.54,80.12
2026,REG819,2.02,6.34,7.17,9.43,2.82,3.58,4.49,6.91,8.42,2.58,54.02,25.19,46.44,93.44,8.83,4.61,3.67,54.49
2025,REG990,4.37,1.05,6.46,7.78,4.25,6.06,4.46,2.01,5.97,7.01,24.92,70.97,86.0,91.71,1.73,1.67,8.69,68.46
2021,REG148,8.23,1.58,7.8,0.2,8.25,2.43,1.88,6.31,8.72,7.16,56.06,23.96,40.87,85.77,7.98,2.22,8.77,23.98
2017,REG743,7.44,7.09,5.84,8.56,8.83,2.55,7.92,1.65,3.95,9.15,30.47,43.18,42.09,57.06,8.34,5.47,9.39,87.47
2017,REG379,5.04,7.34,7.56,3.03,6.9,9.65,0.07,6.46,5.0,3.94,20.92,12.4,92.09,3.04,4.7,2.05,1.47,35.26
2018,REG947,4.62,4.93,5.04,1.32,1.71,3.24,0.81,8.33,0.98,2.28,63.73,93.03,13.47,43.91,2.97,4.8,4.38,57.76
2018,REG298,8.29,0.33,5.72,8.14,1.15,6.82,2.1,1.99,0.45,3.68,89.27,70.44,56.87,81.86,8.36,5.94,3.1,88.06
2019,REG294,1.73,5.59,0.84,2.11,8.48,4.17,4.89,5.39,4.93,2.18,91.61,67.92,65.11,83.67,6.77,1.21,3.39,37.36
2017,REG662,7.05,5.56,4.0,8.76,5.55,8.24,9.27,4.23,2.91,3.72,8.27,35.04,50.64,20.59,1.78,3.17,1.01,49.31
2023,REG629,5.88,2.8,8.61,1.1,0.02,1.34,7.24,7.89,7.66,3.24,87.49,88.95,82.01,73.7,8.41,6.58,9.64,63.01
2017,REG947,7.99,7.14,4.44,3.94,6.58,1.85,9.31,1.18,1.15,1.83,7.02,5.31,15.24,32.75,5.69,5.4,0.74,69.88
2020,REG800,1.52,0.77,0.76,9.35,6.43,3.37,3.84,7.0,6.17,3.56,69.0,34.26,45.24,85.08,1.18,4.32,0.92,3.87
2024,REG159,5.63,9.77,8.59,9.85,9.35,8.79,7.24,7.35,9.43,9.77,94.4,48.32,87.69,51.02,5.64,8.24,8.3,82.38
2025,REG399,3.75,3.13,5.97,0.71,8.76,6.2,2.42,2.85,9.03,0.33,30.27,29.38,74.58,20.34,0.66,3.89,7.19,5.95
2024,REG763,6.32,7.07,0.02,9.36,3.79,3.62,8.38,1.1,2.32,8.54,56.35,61.53,30.55,53.43,8.4,9.82,3.88,16.04
2024,REG620,7.23,3.69,5.25,1.09,7.79,7.82,3.78,2.61,5.85,3.23,70.41,71.26,97.84,35.27,0.56,8.85,0.1,44.75
2019,REG608,7.57,5.8,8.79,2.87,8.73,4.24,9.71,8.48,9.22,8.36,74.41,79.86,55.81,39.15,4.06,4.29,5.05,67.77
2018,REG261,2.14,9.21,3.73,3.15,4.48,0.29,5.31,9.87,3.43,9.35,12.18,59.0,16.95,87.92,7.25,8.75,6.92,67.25
2023,REG189,5.46,7.83,5.73,4.33,7.08,9.64,9.1,3.25,3.87,9.57,23.29,12.78,47.64,44.59,5.48,0.32,2.06,80.26
2018,REG583,9.17,5.69,0.21,9.78,3.17,3.69,9.11,8.78,6.85,0.1,0.36,17.82,76.25,83.5,2.25,0.79,4.27,92.89
2025,REG797,7.33,7.09,8.54,9.84,9.8,5.4,3.33,7.88,7.03,7.84,30.0,58.31,18.52,21.95,3.69,7.11,3.04,32.85
2025,REG984,9.13,8.4,1.85,4.58,7.03,7.12,3.97,4.21,5.77,6.78,7.35,64.47,51.23,3.8,0.6,1.99,3.56,76.08
2019,REG822,4.98,2.09,7.77,7.22,0.36,7.35,6.69,3.75,6.29,1.52,58.77,17.27,11.28,20.08,1.21,1.24,8.83,89.91
2026,REG543,2.74,3.46,8.18,9.52,0.08,9.6,9.62,9.11,9.2,8.03,30.02,80.13,48.91,54.05,0.23,4.75,2.71,33.74
2023,REG918,6.88,0.76,6.05,3.0,8.27,8.94,1.0,8.75,5.41,1.64,0.95,60.45,53.21,71.57,5.07,0.22,4.33,84.11
2017,REG538,2.62,2.91,1.05,3.84,7.79,0.6,9.17,4.51,6.57,3.73,26.68,9.44,47.15,41.89,5.72,4.02,4.48,78.82
2025,REG261,4.08,1.4,9.37,8.29,8.47,1.37,8.75,1.43,4.66,1.0,93.01,98.38,42.33,94.93,0.93,9.11,3.44,66.77
2025,REG841,2.51,8.56,9.36,7.31,9.71,0.65,1.5,9.03,0.31,5.88,26.88,45.51,38.63,18.83,5.86,2.03,4.07,77.04
2024,REG168,3.48,7.13,4.11,8.0,4.67,3.85,3.49,3.15,4.79,5.99,92.48,73.18,21.14,45.39,3.07,2.43,6.58,11.27
2017,REG868,4.14,1.37,5.11,5.5,1.66,6.97,1.14,6.17,6.45,8.09,88.69,67.02,62.07,67.73,5.27,6.17,9.06,69.44
2020,REG588,4.41,3.02,5.89,7.43,4.93,7.88,4.19,4.99,5.44,3.15,36.35,51.15,88.34,55.03,1.09,7.31,5.16,39.95
2023,REG781,1.67,7.85,7.16,1.85,8.46,1.93,6.77,3.68,7.56,0.58,24.98,47.05,71.47,61.54,9.54,5.59,3.02,43.37
2017,REG682,1.17,5.18,9.76,2.45,7.77,3.67,0.32,1.64,6.22,2.29,85.14,36.69,22.56,77.89,1.59,9.53,2.38,81.53
2018,REG167,7.39,1.38,2.08,1.98,1.34,2.65,8.4,7.48,3.06,3.66,73.46,82.37,42.4,74.07,5.69,9.92,6.91,73.79
2017,REG860,1.43,3.67,4.91,1.53,3.62,6.86,2.51,4.81,1.37,1.14,36.73,72.69,52.61,62.83,4.03,5.86,4.84,39.73
2026,REG423,5.3,4.47,7.65,0.13,1.38,2.78,0.84,0.46,9.39,1.85,59.29,53.87,28.62,64.75,3.25,4.58,3.81,91.07
2019,REG133,3.74,2.47,7.37,3.15,4.81,5.44,9.87,3.83,4.1,0.68,66.29,19.1,61.36,24.2,9.45,0.81,9.3,55.07
2017,REG697,4.93,0.45,1.98,3.51,9.38,7.59,6.02,4.4,4.47,6.53,72.03,47.74,79.82,52.44,5.15,6.48,7.94,59.7
2025,REG623,9.25,6.63,1.43,2.66,9.77,6.49,4.82,9.54,0.3,3.83,81.82,95.51,78.41,63.73,1.29,5.37,5.75,82.83
2018,REG916,5.55,4.57,6.61,9.82,5.8,4.07,6.06,0.34,9.05,1.68,54.02,37.97,85.07,96.28,0.62,2.07,8.49,45.41
2021,REG485,8.76,8.74,0.66,9.03,6.56,3.42,7.67,4.88,5.48,6.38,80.64,47.17,25.95,61.24,9.72,0.97,0.07,38.83
2020,REG805,9.68,7.18,2.39,3.09,8.98,2.55,0.92,8.41,6.98,5.43,55.43,68.78,91.08,82.25,2.33,6.44,6.71,82.17
2025,REG788,0.59,0.94,0.95,6.92,9.28,5.82,5.68,8.4,9.92,9.42,60.68,99.75,72.32,70.06,0.98,2.97,5.83,69.77
2021,REG240,8.09,8.76,8.52,5.37,3.4,8.42,7.42,0.38,5.01,8.23,56.92,26.81,1.65,22.67,6.12,2.53,0.11,7.0
2022,REG486,7.59,5.41,7.79,1.5,3.5,5.17,0.16,9.61,9.23,6.64,21.34,13.79,88.82,28.78,3.77,3.96,2.13,72.46
2020,REG365,8.89,2.19,3.4,4.95,4.72,9.82,5.96,4.1,2.85,5.77,54.66,50.81,94.38,50.42,2.28,1.56,9.1,99.78
2024,REG379,7.27,4.2,8.62,3.47,0.19,0.38,8.26,4.21,9.68,4.18,94.6,47.05,72.17,29.32,5.49,3.26,6.77,22.78
2018,REG358,0.16,9.35,9.88,4.01,4.2,4.6,2.93,4.36,3.59,0.2,12.66,7.87,23.88,9.98,2.3,0.04,9.89,10.92
2026,REG830,9.65,5.7,8.32,9.94,9.28,3.99,4.58,6.06,6.38,2.28,94.78,82.79,13.03,99.13,9.96,3.54,8.48,26.07
2020,REG565,3.63,6.39,6.04,2.37,5.72,2.56,2.86,5.5,4.57,4.23,39.33,75.47,28.09,31.27,5.79,9.64,2.91,41.6
2017,REG399,6.41,2.51,5.26,4.2,7.76,8.33,7.37,4.5,4.15,4.12,50.16,61.89,32.41,73.2,9.06,0.68,0.22,67.56
2017,REG787,4.58,8.28,7.49,9.67,8.36,0.82,4.16,3.56,8.35,2.36,11.0,7.81,56.2,30.59,1.89,9.09,0.15,44.12
2025,REG459,7.61,0.06,2.37,7.81,3.39,5.76,2.82,0.84,2.52,8.24,34.06,54.89,1.31,52.21,7.25,5.82,0.23,2.12
2024,REG604,2.14,6.83,0.31,3.05,3.25,8.52,8.04,8.32,9.42,3.72,21.78,73.7,8.32,97.75,7.45,2.85,7.91,91.15
2017,REG791,6.61,1.43,5.68,1.82,5.1,4.99,2.99,0.54,7.88,4.75,67.89,87.32,25.55,57.86,8.2,9.33,0.68,14.94
2026,REG472,7.26,2.28,7.98,5.42,3.97,7.2,6.15,5.32,2.11,8.49,43.19,44.55,20.12,93.14,5.55,4.63,9.77,36.6
2023,REG634,2.29,7.46,1.56,1.56,4.56,4.53,4.6,2.19,1.68,7.69,60.39,32.12,19.71,87.76,1.37,5.84,6.1,85.69
2023,REG422,3.08,9.66,5.69,4.18,3.17,1.49,1.87,7.79,2.44,2.2,31.91,75.63,42.03,2.84,5.13,2.78,4.58,88.33
2021,REG763,3.39,9.45,7.73,2.74,1.06,9.34,1.45,3.65,3.32,1.16,10.08,28.24,36.82,96.89,5.36,9.09,1.28,23.85
2018,REG731,9.18,2.94,5.96,9.16,5.03,5.28,5.53,2.8,4.18,8.47,39.97,41.89,11.6,46.35,0.83,2.67,9.79,90.49
2020,REG970,7.13,2.38,1.44,5.51,8.98,8.32,5.89,9.85,2.48,7.67,28.37,97.44,26.46,36.56,4.76,3.22,2.76,47.05
2024,REG304,4.44,3.13,1.31,8.7,8.86,0.67,7.49,8.84,7.36,3.4,42.89,30.06,54.27,88.99,6.71,4.58,8.6,0.09
2020,REG539,5.93,9.96,6.4,3.82,7.25,9.84,6.11,3.52,6.82,4.64,53.58,95.54,43.66,31.37,6.35,5.68,3.97,30.27
2022,REG483,1.63,2.68,8.51,9.09,3.93,8.34,1.03,2.16,5.97,6.78,25.18,93.97,62.35,92.15,1.06,5.83,3.42,86.66
2023,REG187,7.67,1.64,8.9,4.62,1.72,8.18,5.03,0.62,0.33,2.54,71.36,43.43,52.63,13.61,7.2,3.61,3.35,58.19
2019,REG379,3.57,5.95,4.42,1.29,4.79,3.6,1.97,4.24,2.83,2.58,85.88,76.68,67.69,36.46,2.31,6.31,2.79,74.99
2024,REG474,9.1,8.97,4.43,9.54,6.61,6.05,0.93,9.82,0.92,2.69,17.03,5.71,99.88,31.9,0.46,1.25,2.36,3.87
2021,REG132,1.67,4.45,9.76,6.77,5.37,9.9,7.03,3.7,7.93,4.82,4.02,63.59,73.03,97.89,0.98,3.22,7.22,64.59
2024,REG186,1.89,2.11,9.68,1.06,7.31,0.02,1.24,8.54,3.1,9.95,73.13,36.68,42.69,24.1,8.18,0.07,2.39,87.04
2024,REG942,4.39,8.27,8.16,7.72,8.42,9.46,0.53,3.59,7.01,1.95,53.12,62.34,16.75,68.45,0.38,0.28,7.42,65.2
2021,REG692,4.87,5.76,5.56,5.5,3.75,9.58,6.13,2.22,0.06,5.7,74.64,10.95,46.63,97.21,4.94,8.54,1.41,45.2
2023,REG816,5.21,3.99,6.12,5.46,4.53,1.01,4.43,9.71,2.74,3.85,84.15,52.0,0.2,53.95,8.72,6.9,7.57,3.83
2017,REG402,5.85,1.53,7.54,2.27,3.18,0.42,4.26,2.56,0.33,1.34,39.24,34.23,86.09,30.28,4.15,4.09,5.99,90.28
2019,REG480,8.38,1.87,8.39,7.0,2.95,8.95,6.65,4.68,7.04,0.07,32.34,77.67,85.9,80.02,7.31,4.98,1.9,11.08
2023,REG168,2.45,7.22,7.56,4.08,0.75,4.84,8.13,8.82,6.5,6.85,2.38,21.31,74.7,53.05,5.87,8.1,6.69,41.99
2022,REG972,2.42,3.4,6.68,2.32,3.81,6.91,3.38,0.57,5.6,7.7,74.29,62.11,76.53,19.93,7.34,0.5,7.4,5.07
2023,REG924,8.29,3.49,9.75,5.18,3.79,5.82,3.05,1.78,1.63,1.69,22.83,88.65,40.47,0.01,3.04,9.96,7.36,50.38
2021,REG896,4.56,6.4,9.19,4.92,5.48,5.68,9.51,3.39,8.61,4.31,74.08,48.31,55.43,32.91,4.15,5.25,6.04,37.03
2024,REG396,0.02,6.86,7.42,0.27,6.24,2.65,6.28,2.65,0.96,1.78,91.78,43.91,91.63,48.4,8.98,5.68,3.51,22.21
2026,REG727,9.95,7.55,9.95,8.91,1.82,7.48,4.98,1.3,5.68,0.94,76.2,36.12,80.89,68.23,8.78,1.86,6.45,86.39
2023,REG117,7.83,2.85,8.16,5.16,6.66,3.7,8.26,1.23,1.93,0.9,94.96,46.63,47.75,30.15,4.7,2.35,9.52,26.35
2026,REG672,4.88,4.37,8.04,4.95,2.67,4.35,4.4,2.95,4.2,1.2,94.02,64.0,19.32,78.94,2.66,5.96,9.14,76.53
2025,REG190,5.46,7.08,2.02,1.01,1.48,9.63,8.45,8.58,2.46,5.58,48.76,83.43,42.17,53.79,5.81,3.71,0.34,49.52
2023,REG700,8.23,8.54,9.42,3.85,0.06,1.44,3.08,8.08,9.1,2.1,39.04,56.62,27.7,34.29,7.87,1.69,5.39,58.11
2022,REG915,7.02,2.0,6.97,3.99,6.12,5.83,9.84,0.64,2.78,5.9,75.68,89.38,9.85,27.94,1.13,0.73,0.19,80.41
2026,REG579,0.12,8.3,1.08,4.44,3.6,2.54,4.61,0.39,3.64,5.38,60.77,54.8,45.43,58.45,0.89,3.1,9.67,95.69
2019,REG597,4.99,2.3,3.6,6.47,8.12,8.27,1.38,5.05,7.14,6.96,97.35,12.72,46.17,7.8,5.71,6.84,0.75,53.33
2026,REG312,0.35,1.78,5.46,7.13,8.24,2.98,3.35,7.89,4.21,8.76,92.0,85.11,8.4,53.98,9.46,9.64,5.26,43.27
2026,REG402,6.2,0.8,8.77,6.57,3.32,1.85,6.65,0.09,8.64,6.3,21.24,69.52,26.31,88.46,6.62,8.86,7.3,39.42
2022,REG891,8.16,9.71,6.19,6.87,4.82,2.7,0.82,7.54,4.7,8.45,43.22,94.23,37.16,43.58,6.57,3.18,6.28,1.31
2020,REG422,1.11,9.26,9.84,0.4,4.44,1.66,8.3,1.47,1.84,7.35,8.92,94.93,73.32,97.72,4.47,2.31,9.36,50.75
2017,REG826,9.53,7.99,2.26,2.34,6.47,4.77,4.17,2.04,2.22,3.65,63.13,4.2,39.11,74.76,4.21,5.97,1.01,93.89
2025,REG570,6.49,1.67,9.84,6.33,5.2,8.45,1.71,4.25,9.77,5.07,62.9,6.81,7.2,6.16,4.9,7.19,3.25,57.52
2022,REG747,7.14,3.46,4.71,6.26,6.18,6.4,1.55,7.93,4.6,8.0,92.85,10.33,35.6,53.1,1.35,2.59,0.49,68.13
2017,REG737,0.31,3.04,4.08,3.43,0.18,2.88,0.81,0.06,3.53,3.86,91.45,12.83,70.04,26.36,4.98,4.31,4.84,76.26
2023,REG127,3.29,3.4,0.95,0.11,7.19,8.83,3.11,6.53,9.95,1.64,27.67,81.81,0.33,59.27,4.78,7.21,5.29,51.62
2023,REG543,5.5,9.86,6.98,8.07,4.23,9.58,4.48,3.46,9.39,3.77,36.56,55.64,84.94,33.01,8.3,1.63,1.73,45.09
2026,REG700,3.23,4.0,0.1,2.12,7.76,7.06,4.01,9.18,5.43,6.29,80.35,70.34,14.93,47.81,6.04,0.51,2.46,78.34
2025,REG694,9.8,7.18,7.02,7.06,2.96,4.11,1.79,4.7,0.41,8.29,94.75,13.81,48.48,43.95,7.46,5.14,4.47,13.97
2022,REG118,3.34,1.43,0.76,4.26,3.06,5.72,2.05,0.55,0.35,4.32,0.78,5.6,34.34,94.06,7.15,7.4,1.71,57.04
2018,REG672,8.85,9.03,5.69,5.97,4.1,5.97,8.76,1.55,5.01,8.76,7.1,20.12,51.29,61.75,7.07,1.85,5.98,34.34
2022,REG639,1.24,7.99,4.57,7.49,8.18,7.93,9.81,2.59,0.73,5.23,96.33,20.22,54.39,40.96,6.24,4.36,9.88,77.93
2018,REG730,3.67,7.65,5.22,8.57,7.82,6.7,2.41,5.74,8.93,6.24,83.18,53.36,84.29,58.36,8.51,4.73,6.66,5.74
2025,REG435,1.39,2.3,5.41,5.41,7.99,4.75,9.44,3.35,4.59,7.7,65.71,16.68,51.9,7.58,1.49,1.05,0.95,14.64
2025,REG266,6.88,6.75,8.96,6.98,6.09,7.45,6.98,6.01,1.08,0.7,16.49,62.13,52.19,54.66,3.86,8.23,7.42,5.15
2023,REG777,0.02,5.74,6.25,2.26,1.87,5.32,8.93,1.88,8.75,8.63,25.03,79.77,95.87,15.77,5.46,8.07,3.32,7.61
2018,REG334,3.33,0.43,0.46,9.75,1.23,1.63,5.91,8.15,1.6,0.43,21.97,50.39,99.15,61.81,2.22,0.11,1.66,65.62
2024,REG314,5.55,5.86,1.59,4.09,5.54,8.67,8.0,6.74,7.77,9.58,76.3,20.4,33.61,36.79,4.38,6.34,4.2,46.52
2024,REG390,2.2,8.41,2.95,9.1,1.19,3.16,6.43,0.95,3.92,3.94,51.12,0.36,65.13,40.94,2.42,2.06,7.75,28.63
2018,REG452,0.1,9.7,0.8,4.05,6.68,6.24,8.93,9.7,7.2,6.39,9.84,44.06,18.7,37.96,1.41,7.85,5.13,11.06
2018,REG944,7.7,2.64,0.67,6.37,3.29,4.51,4.73,0.41,5.32,0.39,18.3,71.68,72.36,0.28,8.49,0.09,9.69,56.04
2018,REG634,6.07,1.49,4.77,6.89,6.54,9.08,2.84,0.71,3.73,1.33,89.33,98.13,63.45,79.37,6.97,5.48,8.28,89.33
2017,REG614,8.11,3.9,2.33,4.63,2.47,3.92,6.41,1.72,7.24,8.96,38.25,97.46,68.9,57.54,3.04,0.16,4.13,91.17
2020,REG873,9.83,8.08,7.3,0.87,9.8,2.92,2.44,0.29,4.02,8.95,76.95,58.62,74.68,5.28,1.88,4.68,6.69,56.89
2023,REG167,8.22,1.36,2.51,9.47,9.38,1.65,2.29,6.43,8.38,5.58,28.04,28.47,3.61,0.56,1.28,9.93,1.96,54.93
2020,REG169,8.66,6.62,7.42,8.16,8.11,0.07,6.72,8.23,0.55,5.33,17.2,21.28,84.21,45.99,1.85,7.46,8.91,67.89
2019,REG685,4.33,1.05,0.73,4.03,6.82,7.54,1.51,6.14,5.25,8.08,72.87,50.0,24.63,87.71,1.67,2.6,6.74,52.84
2023,REG502,1.18,1.09,2.56,1.72,9.92,9.58,7.24,8.4,8.98,5.3,80.83,90.26,5.04,80.62,0.83,9.44,6.73,99.83
2022,REG199,8.6,9.56,2.94,8.61,3.74,4.18,8.71,5.39,4.05,1.52,43.71,73.04,68.98,78.25,7.56,3.61,8.39,3.88
2019,REG695,0.28,8.68,9.06,2.15,7.75,4.77,4.18,1.47,4.6,6.38,49.81,22.39,48.7,87.32,8.18,1.92,4.89,60.38
2019,REG750,6.61,6.84,4.04,2.42,4.42,1.08,7.47,7.76,9.43,8.99,12.73,54.59,70.55,82.83,2.98,9.87,5.04,46.23
2021,REG827,2.12,4.61,5.81,3.25,3.18,1.85,0.5,7.79,4.48,8.72,19.2,37.13,35.53,60.53,4.88,6.07,3.55,94.15
2021,REG828,7.78,9.96,2.09,4.33,6.31,3.9,2.28,0.43,9.46,2.31,47.13,2.22,53.78,83.73,4.58,9.12,2.14,20.26
2026,REG833,0.56,9.7,3.47,9.73,5.35,4.66,0.9,0.85,5.14,3.18,18.62,13.54,55.87,30.12,8.06,0.9,0.08,94.2
2017,REG791,8.6,8.8,9.47,4.95,6.24,3.66,9.72,7.32,7.21,3.53,30.12,55.74,8.13,41.89,5.32,7.5,5.72,39.0
2018,REG242,7.63,0.75,9.41,1.94,8.86,9.5,4.27,5.23,3.21,9.0,50.99,98.16,96.89,95.22,3.56,0.82,6.69,87.34
2022,REG290,9.63,9.11,6.3,1.17,8.93,1.23,5.23,0.19,1.55,5.64,0.15,15.14,22.07,4.28,5.8,7.64,0.38,41.63
2023,REG174,2.61,3.42,4.88,6.98,6.56,6.29,8.88,5.81,1.76,3.61,67.24,52.52,57.89,29.83,2.88,4.5,0.34,43.27
2024,REG544,6.83,5.54,6.66,2.56,9.05,0.53,1.7,2.23,9.53,2.87,93.18,47.69,71.8,27.78,7.03,8.7,5.77,91.28
2024,REG595,2.78,1.48,1.62,4.44,9.37,2.97,0.94,4.47,1.42,2.1,91.16,64.27,52.03,22.47,0.93,9.42,5.36,13.01
2024,REG330,6.88,0.91,7.06,7.76,3.68,6.69,0.99,9.94,0.72,2.03,75.88,95.99,25.48,9.85,1.41,6.83,5.1,88.32
2019,REG981,5.01,6.13,8.63,5.54,1.83,8.89,8.66,8.73,5.87,9.63,55.56,14.87,39.95,82.49,9.78,8.31,3.63,0.98
2023,REG275,0.37,8.22,3.07,6.95,4.09,2.73,5.25,4.89,8.23,6.96,31.04,80.61,59.81,33.96,8.1,3.7,0.53,87.89
2025,REG582,2.52,9.7,0.29,6.7,0.6,0.91,9.61,9.2,8.44,6.79,46.67,67.81,55.73,85.22,7.43,6.81,1.93,65.89
2018,REG906,7.78,4.55,4.98,4.15,9.84,5.94,9.11,8.72,7.53,5.05,53.85,93.43,23.07,78.38,2.97,0.58,3.95,52.24
2023,REG410,7.47,7.42,7.31,3.21,4.98,1.74,4.38,9.55,3.02,0.49,31.24,83.51,90.68,0.95,4.8,9.48,1.26,6.26
2025,REG347,6.4,7.21,2.72,4.03,5.74,7.61,3.19,4.05,5.36,0.06,84.7,62.4,8.24,35.34,1.79,0.4,3.11,87.3
2021,REG766,8.77,2.18,9.55,2.2,8.56,9.18,9.22,1.24,6.71,8.23,73.59,47.35,94.14,17.98,8.78,2.41,4.51,46.25
2019,REG777,2.84,3.74,0.13,2.42,9.51,7.19,4.45,0.01,7.08,4.93,65.63,39.43,0.08,58.36,7.88,2.17,6.63,35.15
2017,REG737,4.38,0.63,5.29,6.08,3.2,0.78,7.53,5.41,2.1,1.87,54.6,30.96,69.12,34.88,4.7,0.6,4.61,1.01
2019,REG320,3.1,7.56,7.69,4.19,9.76,2.5,1.66,8.14,5.1,1.95,33.29,9.47,69.62,49.68,5.64,0.74,6.99,29.38
2017,REG227,4.25,8.55,3.72,1.09,9.42,6.39,3.02,5.83,0.9,5.64,81.93,13.84,83.46,55.29,1.92,2.11,8.83,47.58
2018,REG198,2.52,4.0,7.78,0.27,1.08,4.45,9.08,8.84,7.81,9.79,10.76,88.34,2.0,41.51,2.26,3.63,9.74,32.9
2022,REG993,8.97,3.54,7.36,6.79,7.07,8.92,6.3,1.91,6.69,3.39,95.44,31.33,24.11,1.56,8.62,9.16,0.68,41.46
2023,REG562,8.0,3.44,3.43,3.32,4.29,6.43,9.69,5.28,3.89,0.18,16.02,94.81,25.97,20.18,1.72,5.88,3.95,58.39
2024,REG800,0.75,1.35,5.74,1.64,6.63,8.14,7.28,3.17,8.38,5.1,78.31,96.19,46.52,46.51,2.49,1.23,7.35,74.82
2018,REG798,7.57,2.44,0.03,0.33,5.58,0.51,8.29,7.14,8.76,6.89,6.19,32.0,35.69,58.04,9.63,7.7,2.52,9.75
2019,REG257,5.79,1.45,8.36,6.32,8.9,7.61,5.21,5.64,5.23,0.55,93.47,98.76,30.44,81.94,9.98,0.19,3.22,57.0
2026,REG944,0.72,2.53,9.03,0.26,7.46,1.59,8.33,6.08,0.34,0.08,57.54,79.38,71.41,29.55,7.24,2.78,4.95,22.12
2017,REG637,9.6,6.48,2.24,1.23,2.57,3.71,8.65,6.82,3.6,3.26,23.77,11.27,86.13,47.17,9.46,7.8,6.93,34.62
2023,REG959,2.37,8.0,4.66,7.89,0.82,3.15,0.88,5.9,7.24,7.85,37.04,13.68,96.85,19.0,3.23,3.05,7.7,83.65
2018,REG846,9.41,7.03,4.52,9.22,1.26,4.69,5.73,0.14,0.18,6.18,65.45,98.18,31.05,34.28,5.94,7.42,5.2,61.78
2024,REG244,7.4,1.63,6.18,7.86,7.14,3.34,9.5,1.99,4.38,4.1,89.64,20.87,77.11,53.22,6.08,0.19,6.75,22.48
2024,REG996,4.76,9.62,4.65,4.18,7.6,4.2,8.76,5.29,8.72,6.66,65.1,56.53,49.63,36.35,8.01,6.4,0.96,67.7
2017,REG908,9.76,3.21,1.18,2.32,9.5,4.94,9.77,3.26,0.43,9.19,91.79,35.3,66.03,25.72,6.25,0.64,3.46,38.76
2024,REG240,4.91,6.58,5.0,4.47,6.62,8.46,4.44,4.73,8.69,0.08,41.23,2.22,37.65,25.92,5.57,4.65,1.03,53.25
2023,REG752,0.56,0.33,8.85,5.67,1.09,7.18,8.57,9.67,8.3,7.5,87.84,48.75,48.63,67.59,8.75,2.09,4.31,75.49
2026,REG270,0.56,4.12,9.73,6.46,7.78,1.01,5.29,8.77,8.8,9.8,82.47,87.4,20.53,2.61,6.56,6.9,9.17,55.72
2019,REG372,9.34,1.99,4.69,0.43,7.95,6.24,2.9,5.39,6.87,7.91,10.32,19.26,52.28,71.03,8.8,5.45,3.05,85.78
2024,REG258,8.6,4.09,9.14,4.75,7.32,3.45,5.27,6.9,1.9,1.74,8.7,35.23,58.93,10.82,1.5,7.87,4.37,8.91
2024,REG683,4.63,2.37,6.78,8.07,7.75,5.68,4.56,9.27,1.15,5.11,32.11,44.54,63.99,57.79,7.14,0.18,4.8,69.16
2018,REG460,1.14,3.17,5.85,3.85,3.9,1.62,2.19,2.81,7.17,4.15,21.03,6.27,56.14,20.55,5.9,5.45,3.37,23.43
2021,REG955,5.92,0.48,4.08,7.0,8.81,9.77,8.37,8.72,2.15,8.6,92.64,63.42,48.75,81.14,6.17,8.28,4.51,17.83
2020,REG175,9.68,9.73,9.56,4.94,6.29,8.81,0.23,1.62,1.65,2.21,40.55,46.33,39.1,87.88,2.58,7.39,9.75,65.6
2022,REG457,2.83,4.64,3.57,4.59,4.4,4.5,6.71,3.72,8.2,8.01,23.15,11.28,90.49,17.13,6.48,8.66,0.05,26.63
2022,REG879,6.9,6.45,5.53,9.13,9.87,0.68,8.72,2.13,1.54,7.81,63.3,5.98,21.53,71.2,0.11,2.85,4.51,91.26
2022,REG130,3.79,7.26,4.97,1.62,9.12,0.6,0.42,2.65,10.0,0.21,42.31,51.87,31.47,70.56,3.73,6.61,3.44,14.98
2018,REG914,5.53,2.63,3.61,4.35,5.62,6.42,1.24,1.45,3.66,4.16,33.19,64.66,96.37,60.52,1.74,3.28,5.45,31.33
2025,REG849,4.26,0.38,9.43,5.85,5.68,4.46,3.38,4.84,5.18,6.96,16.53,57.52,57.91,36.7,9.64,7.45,7.11,87.31
2018,REG446,2.13,4.38,5.98,5.58,2.2,2.69,9.26,0.81,5.04,4.75,38.34,78.36,92.26,99.73,1.23,0.43,2.75,68.25
2018,REG856,4.66,9.99,4.91,9.15,4.12,4.4,7.71,9.01,8.13,4.71,69.8,26.38,7.72,15.8,0.24,4.45,6.56,3.34
2022,REG433,5.21,9.4,1.41,6.79,6.54,3.06,0.76,6.09,4.43,3.12,78.01,40.49,61.71,25.62,0.78,1.55,3.68,73.38
