energy_eff_reference_year,energy_eff_country_iso2,energy_eff_region_nuts_code,energy_eff_building_type_code,energy_eff_epc_label_distribution,energy_eff_renovation_rate_pct,energy_eff_deep_renovation_share_pct,energy_eff_energy_use_kwh_m2,energy_eff_heat_pump_installations_count,energy_eff_district_heating_share_pct,energy_eff_smart_controls_penetration_pct,energy_eff_public_buildings_renovated_count,energy_eff_epbd_minimum_standards_flag,energy_eff_energy_savings_obligation_twh,energy_eff_rebound_effect_index,energy_eff_financing_scheme_code,energy_eff_investment_eur,energy_eff_just_transition_fund_support_eur,energy_eff_data_source,energy_eff_data_extract_date
2006,DE,SE672,RESIDENTIAL_SFH,A:7.68;B:11.11;C:0.39;D:27.06;E:32.83;F:4.13;G:16.79,3.82,6.94,390.59,105369,54.06,87.66,2703,1,7.925,0.4977,ESCO_CONTRACT,13620309958.76,31151361.4,EPBD_REPORTING,2024-11-03
2007,LU,HR657,COMMERCIAL_OFFICE,A:11.37;B:35.33;C:23.47;D:5.82;E:7.29;F:7.45;G:9.26,3.87,3.51,329.34,141949,15.56,82.34,15073,0,11.464,0.7707,SOCIAL_HOUSING_FUND,12184645908.79,193187090.47,SURVEY_ESTIMATE,2024-01-09
2008,SI,CZ61,RESIDENTIAL_MFH,A:15.45;B:20.58;C:8.00;D:1.74;E:18.47;F:18.23;G:17.53,4.7,5.18,187.44,275706,33.56,34.69,7101,1,0.439,0.4871,ON_BILL_FINANCING,6633466504.92,370477570.39,BUILDING_STOCK_OBSERVATORY,2026-01-12
2009,CY,DE153,COMMERCIAL_RETAIL,A:0.76;B:4.08;C:4.82;D:20.93;E:43.95;F:5.97;G:19.50,4.31,20.35,128.66,318101,23.29,83.64,250,0,4.349,0.2045,EIB_LOAN,7587092952.48,248110814.88,NATIONAL_EPC_REGISTRY,2025-03-05
2010,GR,DK86,PUBLIC_SCHOOLS,A:0.63;B:13.48;C:20.53;D:4.79;E:12.85;F:12.28;G:35.45,1.47,6.46,197.93,171824,24.64,73.09,29226,1,8.42,0.4586,TAX_REBATE,8449022823.79,498137236.46,EPBD_REPORTING,2024-10-20
2011,MT,HU29,INDUSTRIAL_LIGHT,A:4.59;B:12.92;C:1.28;D:0.66;E:16.06;F:35.42;G:29.07,5.45,4.59,101.38,28669,52.41,31.33,16625,1,9.212,0.353,PUBLIC_GRANT,7576872817.41,5182288.51,SURVEY_ESTIMATE,2025-03-04
2012,ES,CZ849,PUBLIC_HOSPITALS,A:4.94;B:6.01;C:19.69;D:41.38;E:5.94;F:3.58;G:18.47,3.68,9.83,296.62,340344,47.73,68.09,27182,0,13.358,0.7421,GREEN_MORTGAGE,11362988054.92,158148659.67,BUILDING_STOCK_OBSERVATORY,2024-06-20
2013,CZ,AT748,RESIDENTIAL_SFH,A:24.76;B:14.93;C:20.14;D:4.28;E:3.37;F:25.70;G:6.83,5.1,2.09,320.04,267604,54.82,74.63,8637,0,4.067,0.6137,ESCO_CONTRACT,19796932901.46,19804841.79,NATIONAL_EPC_REGISTRY,2024-03-03
2014,HU,PT71,COMMERCIAL_OFFICE,A:19.95;B:13.46;C:10.54;D:26.45;E:21.40;F:4.82;G:3.38,2.89,4.89,78.67,118407,53.72,87.17,13719,0,3.924,0.784,SOCIAL_HOUSING_FUND,10066019395.36,354797823.59,EPBD_REPORTING,2026-01-30
2015,NL,LT720,RESIDENTIAL_MFH,A:39.85;B:19.05;C:9.06;D:8.44;E:5.30;F:11.16;G:7.15,3.86,3.78,70.39,262757,14.13,87.61,7086,0,2.981,0.0902,ON_BILL_FINANCING,14785769756.88,159648875.42,SURVEY_ESTIMATE,2025-05-28
2016,SE,MT640,COMMERCIAL_RETAIL,A:2.91;B:20.45;C:21.16;D:8.02;E:5.93;F:37.74;G:3.78,1.99,9.54,253.81,141809,8.06,64.57,17208,0,8.194,0.2795,EIB_LOAN,1429377402.33,25659219.61,BUILDING_STOCK_OBSERVATORY,2025-11-18
2017,DK,PT6,PUBLIC_SCHOOLS,A:8.31;B:15.67;C:4.07;D:6.55;E:32.79;F:3.30;G:29.31,3.4,16.82,167.25,259970,40.85,56.23,11045,0,9.72,0.7628,TAX_REBATE,22422787843.14,269251030.67,NATIONAL_EPC_REGISTRY,2025-04-19
2018,IE,FI232,INDUSTRIAL_LIGHT,A:9.39;B:9.52;C:23.83;D:6.86;E:29.14;F:15.86;G:5.39,5.23,15.59,73.76,312741,10.12,76.68,4666,0,0.928,0.2591,PUBLIC_GRANT,21564805085.91,483090851.68,EPBD_REPORTING,2025-01-03
2019,PL,SE2,PUBLIC_HOSPITALS,A:19.73;B:0.15;C:6.20;D:4.66;E:16.96;F:39.97;G:12.33,4.91,26.67,330.26,310025,19.58,59.56,38865,0,7.779,0.3244,GREEN_MORTGAGE,9910277933.06,179183048.31,SURVEY_ESTIMATE,2024-02-08
2020,AT,LT57,RESIDENTIAL_SFH,A:12.99;B:4.64;C:24.21;D:4.24;E:30.23;F:6.94;G:16.74,5.12,12.62,138.0,335083,41.99,53.07,4279,0,2.193,0.5926,ESCO_CONTRACT,6906120650.67,312249149.57,BUILDING_STOCK_OBSERVATORY,2025-11-04
2021,EE,SI290,COMMERCIAL_OFFICE,A:16.86;B:0.80;C:2.35;D:6.37;E:35.11;F:27.16;G:11.36,1.03,25.22,164.23,655957,0.61,8.17,8528,1,9.841,0.0701,SOCIAL_HOUSING_FUND,2467357215.35,1428991624.09,NATIONAL_EPC_REGISTRY,2025-08-20
2022,IT,EE51,RESIDENTIAL_MFH,A:9.19;B:29.40;C:4.81;D:14.11;E:35.36;F:0.25;G:6.86,2.02,9.87,299.1,373258,50.46,82.91,14456,1,9.337,0.6403,ON_BILL_FINANCING,2749928113.28,554095886.39,EPBD_REPORTING,2025-09-19
2023,PT,IT63,COMMERCIAL_RETAIL,A:9.29;B:6.38;C:3.62;D:21.99;E:36.25;F:13.58;G:8.89,2.76,31.45,284.31,551748,53.26,44.2,8998,1,6.954,0.0654,EIB_LOAN,367336766.9,304631812.17,SURVEY_ESTIMATE,2024-03-18
2024,BE,BG406,PUBLIC_SCHOOLS,A:16.34;B:11.73;C:0.49;D:50.59;E:12.24;F:0.32;G:8.29,0.77,17.9,283.46,704736,13.09,19.87,37512,1,4.583,0.6078,TAX_REBATE,7743813146.82,1086486459.17,BUILDING_STOCK_OBSERVATORY,2026-02-09
2025,FI,SE98,INDUSTRIAL_LIGHT,A:7.66;B:13.12;C:5.87;D:20.17;E:13.92;F:7.75;G:31.50,3.75,34.14,378.92,551825,8.29,90.15,12025,1,7.756,0.756,PUBLIC_GRANT,8508366502.72,576122762.8,NATIONAL_EPC_REGISTRY,2025-07-10
2004,LV,HR46,PUBLIC_HOSPITALS,A:10.23;B:6.93;C:16.36;D:36.69;E:8.75;F:8.84;G:12.19,2.95,18.85,258.61,46458,10.05,37.63,27897,0,5.065,0.5251,GREEN_MORTGAGE,7295391733.35,531588641.69,EPBD_REPORTING,2025-06-01
2005,RO,BG230,RESIDENTIAL_SFH,A:5.01;B:12.90;C:3.07;D:6.96;E:16.81;F:35.25;G:20.00,2.95,10.79,122.07,45507,24.2,26.43,5898,0,13.839,0.8331,ESCO_CONTRACT,941084644.86,169300249.59,SURVEY_ESTIMATE,2024-11-01
2006,BG,BG2,COMMERCIAL_OFFICE,A:10.96;B:8.21;C:3.24;D:12.62;E:42.81;F:0.79;G:21.37,0.58,28.96,295.63,75643,41.02,88.93,9635,0,2.534,0.0969,SOCIAL_HOUSING_FUND,10437226917.16,173773667.5,BUILDING_STOCK_OBSERVATORY,2024-02-13
2007,FR,NL207,RESIDENTIAL_MFH,A:26.39;B:10.00;C:9.32;D:29.85;E:10.27;F:8.22;G:5.95,0.39,31.56,293.39,162535,25.09,12.77,6201,0,17.757,0.6136,ON_BILL_FINANCING,5982890795.45,32373821.57,NATIONAL_EPC_REGISTRY,2024-07-11
2008,LT,HR56,COMMERCIAL_RETAIL,A:34.56;B:0.08;C:17.29;D:32.40;E:10.67;F:4.76;G:0.23,2.69,40.53,353.77,39465,42.07,21.85,12536,0,1.954,0.324,EIB_LOAN,8805578221.6,94259466.52,EPBD_REPORTING,2024-07-16
2009,SK,HR12,PUBLIC_SCHOOLS,A:13.48;B:29.61;C:12.85;D:6.95;E:20.88;F:13.43;G:2.80,0.44,27.56,369.44,55108,44.14,53.23,9963,0,10.09,0.3966,TAX_REBATE,10026471128.6,38069160.23,SURVEY_ESTIMATE,2024-02-13
2010,HR,DE892,INDUSTRIAL_LIGHT,A:0.71;B:7.42;C:4.74;D:28.62;E:42.12;F:4.31;G:12.07,1.08,32.9,277.81,146782,14.8,52.46,8752,0,16.877,0.109,PUBLIC_GRANT,6994055085.97,126136178.55,BUILDING_STOCK_OBSERVATORY,2024-05-29
2011,DE,LT73,PUBLIC_HOSPITALS,A:0.04;B:49.83;C:6.85;D:0.59;E:1.27;F:24.24;G:17.19,1.46,38.8,103.08,311784,39.75,7.67,41815,0,11.337,0.454,GREEN_MORTGAGE,11339565838.24,82643068.15,NATIONAL_EPC_REGISTRY,2024-01-22
2012,LU,PL6,RESIDENTIAL_SFH,A:13.76;B:18.73;C:21.49;D:0.89;E:19.50;F:8.00;G:17.62,2.58,18.37,205.27,200928,39.74,23.92,2442,0,2.663,0.2807,ESCO_CONTRACT,4607668875.14,89662648.15,EPBD_REPORTING,2025-12-21
2013,SI,SI48,COMMERCIAL_OFFICE,A:30.22;B:8.51;C:21.79;D:11.38;E:7.37;F:12.15;G:8.57,0.77,10.82,269.97,350585,40.3,79.51,17199,0,4.414,0.8374,SOCIAL_HOUSING_FUND,21402561262.59,165788600.38,SURVEY_ESTIMATE,2025-08-21
2014,CY,SE712,RESIDENTIAL_MFH,A:9.54;B:3.41;C:24.68;D:17.00;E:8.52;F:10.10;G:26.75,0.61,28.97,101.8,31542,37.45,62.74,8242,1,8.495,0.5497,ON_BILL_FINANCING,436768026.26,204375574.94,BUILDING_STOCK_OBSERVATORY,2025-12-02
2015,GR,HR8,COMMERCIAL_RETAIL,A:19.92;B:42.85;C:17.31;D:5.97;E:3.28;F:4.14;G:6.54,4.04,34.78,77.97,242261,45.33,67.7,18654,1,11.275,0.3701,EIB_LOAN,10990244944.71,278709942.64,NATIONAL_EPC_REGISTRY,2025-01-09
2016,MT,LV987,PUBLIC_SCHOOLS,A:0.37;B:18.45;C:43.01;D:11.18;E:11.99;F:0.51;G:14.51,2.3,38.54,387.47,162316,53.79,68.85,32170,0,2.005,0.7037,TAX_REBATE,3183282524.4,86711344.6,EPBD_REPORTING,2025-07-05
2017,ES,PT796,INDUSTRIAL_LIGHT,A:7.02;B:18.08;C:13.01;D:7.78;E:30.26;F:10.02;G:13.84,2.77,19.85,372.61,80151,13.33,31.41,10456,0,8.562,0.6671,PUBLIC_GRANT,14848023707.8,31562861.24,SURVEY_ESTIMATE,2025-04-03
2018,CZ,BG949,PUBLIC_HOSPITALS,A:15.01;B:11.03;C:0.40;D:20.15;E:39.67;F:4.18;G:9.56,3.3,11.92,249.13,328359,34.88,48.89,37451,0,11.872,0.2067,GREEN_MORTGAGE,10733264638.84,164519872.31,BUILDING_STOCK_OBSERVATORY,2025-11-08
2019,HU,CY9,RESIDENTIAL_SFH,A:1.29;B:9.22;C:3.47;D:2.68;E:20.49;F:54.99;G:7.86,4.55,33.23,249.55,220655,42.18,29.43,4192,0,6.717,0.5518,ESCO_CONTRACT,15394397442.83,369748721.31,NATIONAL_EPC_REGISTRY,2024-12-16
2020,NL,FI356,COMMERCIAL_OFFICE,A:7.56;B:6.80;C:6.47;D:0.20;E:3.12;F:68.23;G:7.63,1.89,22.73,411.08,467405,33.56,81.7,9621,1,16.902,0.3095,SOCIAL_HOUSING_FUND,8107902979.58,131906923.69,EPBD_REPORTING,2025-06-19
2021,SE,BE1,RESIDENTIAL_MFH,A:30.73;B:8.48;C:16.83;D:26.60;E:1.73;F:7.37;G:8.26,3.54,37.27,320.4,503763,43.9,30.77,14385,1,2.659,0.5525,ON_BILL_FINANCING,9435400543.74,206372823.27,SURVEY_ESTIMATE,2024-06-03
2022,DK,PT28,COMMERCIAL_RETAIL,A:23.45;B:0.79;C:16.72;D:13.37;E:0.17;F:23.45;G:22.04,1.14,4.32,356.12,198973,14.79,33.68,14032,1,9.267,0.5239,EIB_LOAN,7376009446.07,753353470.04,BUILDING_STOCK_OBSERVATORY,2024-01-14
2023,IE,NL3,PUBLIC_SCHOOLS,A:16.31;B:9.60;C:0.40;D:31.58;E:1.18;F:19.70;G:21.23,2.41,12.65,303.18,648202,41.86,35.66,13293,0,16.635,0.622,TAX_REBATE,9702281538.46,917001394.34,NATIONAL_EPC_REGISTRY,2024-01-16
2024,PL,NL71,INDUSTRIAL_LIGHT,A:4.42;B:16.29;C:6.34;D:5.64;E:8.52;F:38.21;G:20.58,4.39,40.37,368.62,55781,20.24,53.22,11711,1,1.761,0.6465,PUBLIC_GRANT,6798881274.27,1318889231.82,EPBD_REPORTING,2024-12-22
2025,AT,HR915,PUBLIC_HOSPITALS,A:11.67;B:1.81;C:15.19;D:15.10;E:53.11;F:0.25;G:2.87,3.8,44.48,389.42,84181,3.12,7.34,32460,0,11.824,0.5857,GREEN_MORTGAGE,9561240918.97,1942721165.11,SURVEY_ESTIMATE,2024-08-06
2004,EE,HU34,RESIDENTIAL_SFH,A:1.08;B:13.04;C:13.48;D:21.68;E:21.17;F:11.81;G:17.74,4.45,42.43,213.04,332109,0.63,45.1,2226,0,5.077,0.5848,ESCO_CONTRACT,9073142116.37,459222100.94,BUILDING_STOCK_OBSERVATORY,2024-10-05
2005,IT,LT598,COMMERCIAL_OFFICE,A:31.02;B:11.58;C:10.62;D:6.41;E:12.07;F:3.21;G:25.10,2.65,9.72,229.0,353471,4.81,47.99,13110,0,11.099,0.485,SOCIAL_HOUSING_FUND,1995727656.71,382073172.74,NATIONAL_EPC_REGISTRY,2025-09-06
2006,PT,EE788,RESIDENTIAL_MFH,A:6.41;B:9.63;C:7.17;D:20.68;E:6.90;F:37.19;G:12.02,0.98,11.41,216.45,214497,39.07,83.5,9311,0,7.812,0.2813,ON_BILL_FINANCING,6424797242.64,71402389.65,EPBD_REPORTING,2026-01-29
2007,BE,GR48,COMMERCIAL_RETAIL,A:3.59;B:21.30;C:17.97;D:26.53;E:19.94;F:10.29;G:0.37,4.53,31.44,269.88,302642,37.15,65.19,17327,0,16.526,0.5928,EIB_LOAN,15678078131.35,246510512.45,SURVEY_ESTIMATE,2024-05-02
2008,FI,RO9,PUBLIC_SCHOOLS,A:12.41;B:4.78;C:10.78;D:3.17;E:2.25;F:26.57;G:40.05,0.82,9.93,60.9,166019,48.47,8.53,16534,0,15.1,0.801,TAX_REBATE,11693594471.33,210249446.86,BUILDING_STOCK_OBSERVATORY,2025-10-13
2009,LV,LV9,INDUSTRIAL_LIGHT,A:5.13;B:18.24;C:8.72;D:14.85;E:25.36;F:6.74;G:20.96,1.0,39.47,146.92,296715,27.26,46.82,241,0,7.201,0.4602,PUBLIC_GRANT,16775065705.44,65130168.16,NATIONAL_EPC_REGISTRY,2025-02-27
2010,RO,MT7,PUBLIC_HOSPITALS,A:4.71;B:11.08;C:36.05;D:22.74;E:14.36;F:5.16;G:5.89,3.97,18.31,53.06,134389,2.52,41.52,4558,0,6.469,0.145,GREEN_MORTGAGE,15828821615.23,121629163.16,EPBD_REPORTING,2024-07-03
2011,BG,SI2,RESIDENTIAL_SFH,A:8.78;B:21.77;C:12.12;D:5.05;E:0.56;F:28.11;G:23.60,5.38,34.89,309.67,127003,34.26,51.67,16075,0,12.498,0.4377,ESCO_CONTRACT,16739654055.68,132385800.57,SURVEY_ESTIMATE,2024-03-02
2012,FR,HU35,COMMERCIAL_OFFICE,A:19.36;B:7.88;C:2.99;D:4.84;E:24.47;F:1.96;G:38.51,4.77,6.32,207.55,36486,10.2,78.96,3061,0,14.335,0.0875,SOCIAL_HOUSING_FUND,22201106930.05,44698820.31,BUILDING_STOCK_OBSERVATORY,2024-03-28
2013,LT,GR172,RESIDENTIAL_MFH,A:6.34;B:6.59;C:50.04;D:4.88;E:19.85;F:8.89;G:3.40,0.67,39.05,117.46,303535,31.3,52.7,350,0,7.811,0.2781,ON_BILL_FINANCING,17903794730.2,100113174.92,NATIONAL_EPC_REGISTRY,2025-07-20
2014,SK,EE655,COMMERCIAL_RETAIL,A:6.58;B:27.99;C:10.23;D:6.59;E:22.47;F:2.84;G:23.30,1.73,41.49,344.4,98066,12.11,41.07,13279,0,11.666,0.1834,EIB_LOAN,13097455544.25,118268302.26,EPBD_REPORTING,2025-06-15
2015,HR,LU9,PUBLIC_SCHOOLS,A:2.46;B:3.87;C:1.44;D:35.58;E:31.79;F:4.54;G:20.31,3.89,26.63,239.86,142413,23.53,27.7,32546,0,9.08,0.203,TAX_REBATE,1555848662.01,125236357.17,SURVEY_ESTIMATE,2025-11-09
2016,DE,PL735,INDUSTRIAL_LIGHT,A:17.55;B:8.69;C:3.93;D:13.63;E:12.74;F:38.72;G:4.75,0.53,40.61,216.6,244753,53.98,56.25,18098,0,9.208,0.2517,PUBLIC_GRANT,2422957473.43,145258388.19,BUILDING_STOCK_OBSERVATORY,2024-01-20
2017,LU,CZ359,PUBLIC_HOSPITALS,A:1.00;B:11.95;C:38.48;D:24.74;E:3.64;F:4.37;G:15.81,0.96,34.12,208.61,30502,53.29,58.39,15413,0,4.209,0.7101,GREEN_MORTGAGE,2450256275.44,149014098.81,NATIONAL_EPC_REGISTRY,2025-02-07
2018,SI,DK4,RESIDENTIAL_SFH,A:45.23;B:5.07;C:21.03;D:6.14;E:13.08;F:5.69;G:3.75,0.67,40.45,322.07,36365,22.56,89.13,18835,1,0.456,0.6986,ESCO_CONTRACT,3338070426.16,14972631.13,EPBD_REPORTING,2024-10-20
2019,CY,IT1,COMMERCIAL_OFFICE,A:9.55;B:11.88;C:22.09;D:13.53;E:36.72;F:5.78;G:0.45,0.29,29.8,72.6,70071,51.73,75.45,15518,0,10.409,0.3701,SOCIAL_HOUSING_FUND,20478462703.17,56914391.14,SURVEY_ESTIMATE,2025-05-22
2020,GR,FR7,RESIDENTIAL_MFH,A:17.65;B:1.91;C:8.05;D:18.82;E:1.59;F:20.77;G:31.21,5.14,44.93,409.22,561564,28.76,44.28,16077,0,14.166,0.1787,ON_BILL_FINANCING,6912251213.01,81000555.55,BUILDING_STOCK_OBSERVATORY,2024-05-06
2021,MT,LU846,COMMERCIAL_RETAIL,A:4.07;B:0.98;C:8.57;D:1.35;E:34.46;F:4.92;G:45.66,4.21,26.86,125.21,511598,34.71,55.73,17129,0,16.503,0.3821,EIB_LOAN,1899691993.38,169757871.8,NATIONAL_EPC_REGISTRY,2025-02-27
2022,ES,ES457,PUBLIC_SCHOOLS,A:3.08;B:51.20;C:14.31;D:4.01;E:5.58;F:14.90;G:6.92,3.15,4.67,191.5,433398,43.33,11.42,10792,0,16.446,0.5242,TAX_REBATE,8589015044.72,32116118.69,EPBD_REPORTING,2025-11-01
2023,CZ,IE98,INDUSTRIAL_LIGHT,A:20.25;B:4.08;C:15.08;D:4.75;E:6.60;F:25.75;G:23.49,5.23,37.41,107.72,698698,20.07,19.29,2655,1,16.574,0.4995,PUBLIC_GRANT,17525758146.95,62174679.35,SURVEY_ESTIMATE,2025-09-09
2024,HU,MT673,PUBLIC_HOSPITALS,A:3.40;B:2.17;C:8.09;D:8.36;E:27.37;F:47.91;G:2.69,4.86,25.31,207.01,34189,52.57,72.81,8125,0,7.339,0.7011,GREEN_MORTGAGE,5452255114.86,633540538.72,BUILDING_STOCK_OBSERVATORY,2025-10-19
2025,NL,IT31,RESIDENTIAL_SFH,A:8.86;B:8.30;C:12.63;D:12.50;E:17.33;F:33.96;G:6.43,0.36,28.39,125.62,469953,36.27,43.05,5280,1,0.794,0.4424,ESCO_CONTRACT,15437037899.53,867881127.8,NATIONAL_EPC_REGISTRY,2025-08-31
2004,SE,LT75,COMMERCIAL_OFFICE,A:30.08;B:15.63;C:0.53;D:10.24;E:1.20;F:18.27;G:24.05,2.01,44.9,85.58,249085,3.43,18.75,4623,0,1.567,0.2454,SOCIAL_HOUSING_FUND,4173109581.89,337272561.24,EPBD_REPORTING,2025-03-11
2005,DK,NL565,RESIDENTIAL_MFH,A:5.10;B:8.05;C:2.07;D:0.70;E:14.69;F:39.02;G:30.37,1.11,15.9,35.44,252070,35.34,64.81,5572,0,10.043,0.2988,ON_BILL_FINANCING,100952853.24,308389508.18,SURVEY_ESTIMATE,2025-06-09
2006,IE,PL38,COMMERCIAL_RETAIL,A:15.13;B:10.99;C:4.20;D:13.44;E:18.38;F:11.43;G:26.45,5.25,5.59,206.36,88394,22.86,36.25,16939,1,14.463,0.8089,EIB_LOAN,11964214238.58,343768676.19,BUILDING_STOCK_OBSERVATORY,2025-07-10
2007,PL,IE849,PUBLIC_SCHOOLS,A:15.10;B:21.61;C:19.46;D:1.54;E:2.01;F:6.67;G:33.61,5.27,42.61,359.16,318142,36.86,26.08,9801,0,1.817,0.263,TAX_REBATE,4655225171.02,173018492.62,NATIONAL_EPC_REGISTRY,2025-06-21
2008,AT,LV39,INDUSTRIAL_LIGHT,A:16.13;B:17.91;C:6.51;D:25.79;E:22.09;F:2.77;G:8.79,5.22,29.57,330.81,94899,33.9,20.31,3755,0,6.979,0.0744,PUBLIC_GRANT,23236041540.85,36081348.44,EPBD_REPORTING,2025-10-06
2009,EE,AT123,PUBLIC_HOSPITALS,A:25.62;B:0.44;C:10.74;D:1.74;E:10.84;F:42.03;G:8.59,4.41,5.36,286.64,27759,46.45,85.95,36240,0,15.226,0.0537,GREEN_MORTGAGE,5126645070.9,196873846.32,SURVEY_ESTIMATE,2025-03-23
2010,IT,HU58,RESIDENTIAL_SFH,A:8.13;B:26.09;C:17.76;D:28.99;E:5.50;F:8.48;G:5.06,0.53,41.7,84.67,39527,41.12,91.13,15464,0,15.083,0.5207,ESCO_CONTRACT,17953103840.34,302848354.19,BUILDING_STOCK_OBSERVATORY,2025-03-12
2011,PT,RO577,COMMERCIAL_OFFICE,A:42.01;B:17.21;C:18.99;D:0.76;E:9.39;F:9.30;G:2.34,5.3,38.33,179.38,8748,7.75,42.18,2673,0,0.964,0.6793,SOCIAL_HOUSING_FUND,391669458.14,66370340.4,NATIONAL_EPC_REGISTRY,2026-01-15
2012,BE,PL3,RESIDENTIAL_MFH,A:23.74;B:21.52;C:12.05;D:7.75;E:12.78;F:18.39;G:3.77,1.55,14.29,393.36,206629,24.28,39.17,6540,0,4.789,0.1683,ON_BILL_FINANCING,22132495428.11,255160267.17,EPBD_REPORTING,2025-02-23
2013,FI,SE8,COMMERCIAL_RETAIL,A:38.58;B:10.16;C:2.33;D:0.58;E:4.97;F:20.15;G:23.22,0.56,35.78,379.87,349919,12.04,47.94,9017,1,10.776,0.705,EIB_LOAN,22942605730.08,121401200.55,SURVEY_ESTIMATE,2025-12-26
2014,LV,RO46,PUBLIC_SCHOOLS,A:11.77;B:9.17;C:0.53;D:32.71;E:31.87;F:3.28;G:10.67,4.19,27.54,392.24,141807,54.98,89.87,22943,1,2.046,0.7032,TAX_REBATE,26442271471.37,323661994.34,BUILDING_STOCK_OBSERVATORY,2024-05-27
2015,RO,ES99,INDUSTRIAL_LIGHT,A:4.17;B:1.83;C:38.18;D:6.73;E:12.05;F:0.94;G:36.10,5.24,39.7,91.18,328782,35.28,31.04,14103,1,11.508,0.4226,PUBLIC_GRANT,2791839568.3,183262761.05,NATIONAL_EPC_REGISTRY,2024-03-29
2016,BG,BG40,PUBLIC_HOSPITALS,A:15.86;B:35.01;C:20.61;D:6.59;E:2.30;F:11.33;G:8.30,4.68,38.16,261.83,251524,38.47,46.23,40407,0,3.861,0.7254,GREEN_MORTGAGE,5230910580.23,470322694.27,EPBD_REPORTING,2025-03-02
2017,FR,NL820,RESIDENTIAL_SFH,A:6.55;B:16.48;C:27.68;D:21.23;E:11.94;F:6.90;G:9.22,3.68,27.56,90.92,337399,4.59,72.4,15097,0,4.784,0.3786,ESCO_CONTRACT,23775850902.26,114721046.1,SURVEY_ESTIMATE,2024-03-15
2018,LT,SE3,COMMERCIAL_OFFICE,A:0.53;B:28.16;C:3.53;D:2.55;E:31.38;F:21.52;G:12.32,0.32,33.65,252.42,143600,53.42,91.5,14394,1,5.952,0.3748,SOCIAL_HOUSING_FUND,5224294220.75,325987236.63,BUILDING_STOCK_OBSERVATORY,2025-07-20
2019,SK,HU2,RESIDENTIAL_MFH,A:28.73;B:2.01;C:7.33;D:5.31;E:24.93;F:21.04;G:10.65,3.59,10.75,72.09,220161,33.66,79.87,8820,0,3.366,0.393,ON_BILL_FINANCING,14474002816.61,101227604.87,NATIONAL_EPC_REGISTRY,2025-04-05
2020,HR,FI572,COMMERCIAL_RETAIL,A:47.80;B:1.76;C:7.40;D:4.21;E:16.27;F:12.33;G:10.25,3.08,17.17,417.66,555727,37.04,53.83,4755,0,8.176,0.5688,EIB_LOAN,14833484357.92,249950673.8,EPBD_REPORTING,2025-05-09
2021,DE,DK6,PUBLIC_SCHOOLS,A:8.99;B:1.11;C:11.26;D:21.19;E:26.00;F:3.00;G:28.44,4.61,2.77,194.05,187436,41.81,5.11,20453,1,9.581,0.3994,TAX_REBATE,2346329741.63,285864306.43,SURVEY_ESTIMATE,2024-09-28
2022,LU,ES10,INDUSTRIAL_LIGHT,A:15.31;B:1.00;C:39.99;D:3.73;E:14.20;F:2.76;G:23.00,2.55,37.37,247.74,42269,40.4,48.11,8916,0,15.524,0.0704,PUBLIC_GRANT,14039291046.13,1666028427.25,BUILDING_STOCK_OBSERVATORY,2024-06-13
2023,SI,IT7,PUBLIC_HOSPITALS,A:27.63;B:9.31;C:10.80;D:8.93;E:21.05;F:22.02;G:0.26,4.24,44.09,74.55,48324,29.92,18.34,14053,1,6.317,0.6914,GREEN_MORTGAGE,11361469218.17,843354254.78,NATIONAL_EPC_REGISTRY,2024-08-09
2024,CY,NL477,RESIDENTIAL_SFH,A:13.84;B:3.62;C:20.09;D:0.68;E:7.40;F:23.28;G:31.09,3.59,13.68,69.55,381208,4.59,13.56,18468,1,4.061,0.7862,ESCO_CONTRACT,4622315689.61,1294985191.08,EPBD_REPORTING,2025-07-08
2025,GR,CY28,COMMERCIAL_OFFICE,A:6.30;B:8.75;C:6.41;D:12.39;E:13.92;F:20.19;G:32.04,0.97,26.11,408.18,146240,25.12,60.24,3279,0,9.811,0.3996,SOCIAL_HOUSING_FUND,4495820226.6,905462676.26,SURVEY_ESTIMATE,2025-10-01
2004,MT,MT99,RESIDENTIAL_MFH,A:31.67;B:3.64;C:3.25;D:2.70;E:4.75;F:24.30;G:29.70,4.13,26.36,377.54,242407,45.65,48.88,10090,0,13.815,0.7468,ON_BILL_FINANCING,7987411241.31,56698093.77,BUILDING_STOCK_OBSERVATORY,2025-09-09
2005,ES,SI27,COMMERCIAL_RETAIL,A:10.18;B:1.25;C:9.69;D:42.06;E:7.10;F:20.73;G:9.00,0.65,3.01,51.12,118477,2.23,72.37,15053,0,2.506,0.7377,EIB_LOAN,9938335789.99,239244026.5,NATIONAL_EPC_REGISTRY,2025-03-20
2006,CZ,LT856,PUBLIC_SCHOOLS,A:35.81;B:22.09;C:4.48;D:6.74;E:13.45;F:5.43;G:12.01,1.29,9.95,89.19,311544,8.58,24.91,39598,0,12.527,0.1535,TAX_REBATE,1760356040.6,46826572.47,EPBD_REPORTING,2024-04-11
2007,HU,ES787,INDUSTRIAL_LIGHT,A:11.80;B:1.92;C:48.55;D:3.81;E:14.42;F:5.93;G:13.56,0.61,16.81,168.4,211206,25.8,10.6,7385,0,0.556,0.4287,PUBLIC_GRANT,5775522537.87,214910512.2,SURVEY_ESTIMATE,2025-12-31
