house_change_analysis_period_start,house_change_analysis_period_end,house_change_ward_lgd_code,house_change_median_rent_change_pct,house_change_median_value_change_pct,house_change_income_change_pct,house_change_education_ba_share_change,house_change_racial_composition_shift_index,house_change_business_turnover_rate,house_change_new_building_permits_rate,house_change_short_term_rental_density,house_change_property_tax_increase_pct,house_change_cost_burden_change_pct,house_change_eviction_rate_change,house_change_foreclosure_rate_change,house_change_transit_access_change_score,house_change_amenity_openings_count,house_change_anti_displacement_policy_flag,house_change_vulnerability_score,house_change_gentrification_stage_code
2019-02-25,2020-04-17,LGD-W-6515599,36.32,61.36,-16.64,-8.64,18.68,21.84,38.32,13.473,41.29,9.2,-0.83,5.111,19.85,192,N,17.06,LateStage
2023-05-14,2025-02-01,LGD-W-6934257,23.57,82.01,-17.28,12.19,45.47,10.83,28.58,18.541,14.95,-1.9,-1.268,0.472,-10.34,173,N,35.96,Stabilizing
2024-03-13,2025-08-23,LGD-W-2250192,-1.45,80.8,-5.22,10.0,50.49,2.19,3.43,8.304,1.52,27.7,-4.056,-1.985,2.33,127,Y,7.04,Emerging
2022-11-21,2024-02-28,LGD-W-4258817,36.7,-12.05,36.84,9.3,0.29,26.25,2.51,3.857,36.65,34.85,-1.757,3.712,-2.01,176,Y,3.09,Accelerating
2018-12-23,2020-12-15,LGD-W-3628749,-13.71,15.01,27.29,5.88,28.65,13.42,15.0,1.502,62.35,8.95,-3.893,-0.325,-6.96,116,N,45.33,Emerging
2024-11-11,2026-04-01,LGD-W-5582514,1.45,48.1,-13.34,1.25,37.82,20.47,23.01,16.536,21.46,34.48,4.542,1.136,-1.83,138,Y,47.23,Emerging
2021-05-27,2023-04-27,LGD-W-9707947,12.05,19.27,-9.19,-3.9,70.43,50.59,17.83,13.37,58.34,-1.41,-2.914,-1.681,-16.43,59,Y,60.26,Stabilizing
2023-02-04,2024-06-18,LGD-W-4578712,40.89,36.68,39.71,20.88,20.71,39.47,4.18,11.505,53.2,16.74,11.993,5.497,-3.78,60,Y,19.04,Accelerating
2024-04-26,2025-07-19,LGD-W-3336863,-23.51,-14.11,24.11,-5.58,46.43,21.46,33.06,0.588,0.28,14.17,3.375,3.928,-8.76,174,Y,40.48,AtRisk
2018-10-18,2020-10-07,LGD-W-8908073,35.03,73.99,43.41,12.24,1.13,47.45,7.59,9.475,60.13,23.07,2.885,4.047,-21.35,98,N,58.18,Accelerating
2023-02-27,2025-02-05,LGD-W-5084016,42.84,-21.42,-10.59,7.17,6.98,35.01,40.19,19.061,38.15,34.06,-0.219,3.01,-33.81,51,Y,83.8,EarlySignals
2024-07-30,2025-04-11,LGD-W-9600057,50.94,23.5,29.37,-4.92,96.45,58.08,10.88,8.221,22.89,26.08,-2.872,1.752,-9.04,11,N,78.22,Emerging
2021-04-28,2022-10-26,LGD-W-2785820,-14.44,83.28,12.91,9.04,74.81,4.92,15.44,1.613,23.33,32.16,4.238,-1.947,2.1,185,Y,2.81,AtRisk
2018-12-01,2020-07-08,LGD-W-5055235,-10.35,-1.22,5.58,27.07,14.68,10.71,1.21,17.358,1.61,12.98,5.534,-0.107,3.8,120,N,35.58,Stabilizing
2018-09-09,2020-05-24,LGD-W-7974377,48.41,-6.34,25.82,19.84,13.25,54.15,1.47,2.426,25.79,-5.48,1.999,5.328,24.71,44,N,47.64,LateStage
2018-07-01,2020-05-20,LGD-W-9394160,17.56,27.93,-11.06,21.05,62.76,44.13,19.68,17.125,14.95,23.69,4.823,-0.181,-15.41,184,Y,54.63,LateStage
2021-04-24,2023-04-02,LGD-W-8296287,22.04,60.98,41.35,2.89,36.55,11.8,9.69,12.99,9.72,28.5,11.271,3.15,-29.58,96,Y,37.5,LateStage
2021-05-13,2021-11-23,LGD-W-8552080,-22.16,43.86,22.27,23.38,80.54,45.4,5.84,1.658,9.45,28.34,1.891,-2.935,17.85,207,Y,19.71,AtRisk
2023-12-03,2024-10-24,LGD-W-9727050,32.26,11.53,-7.56,20.61,21.79,29.84,26.93,6.684,28.85,27.08,0.975,0.598,9.02,59,Y,27.01,Stabilizing
2022-11-17,2023-11-10,LGD-W-3430068,-1.52,-27.15,16.78,9.22,84.01,24.18,32.75,15.514,44.92,9.84,1.406,-1.698,-14.47,145,N,9.28,Stabilizing
2024-08-15,2026-01-06,LGD-W-4246275,48.33,18.23,9.85,20.38,80.24,57.88,15.01,11.647,30.48,-6.99,6.241,6.722,-34.95,208,N,99.54,Accelerating
2021-10-25,2022-11-02,LGD-W-1977910,16.64,65.31,35.78,-8.12,49.15,39.04,30.06,19.548,54.85,-11.74,7.37,3.136,24.7,0,Y,59.3,AtRisk
2018-04-21,2020-02-13,LGD-W-3746519,-7.69,12.69,-13.35,10.71,45.4,30.11,7.81,14.217,59.62,13.66,0.414,5.643,-20.43,52,Y,42.57,LateStage
2022-01-12,2023-06-25,LGD-W-1143253,19.64,16.02,19.03,-4.67,64.97,53.83,38.42,18.794,14.56,22.41,-0.727,2.079,10.34,194,Y,12.13,LateStage
2023-09-03,2024-03-20,LGD-W-4984326,44.34,5.72,-9.05,21.1,83.05,35.09,40.14,16.114,-0.45,28.79,10.117,0.521,-3.34,197,N,50.45,Accelerating
2022-10-11,2024-04-18,LGD-W-7537141,0.65,-29.8,37.95,25.11,5.4,31.69,18.65,0.652,2.69,32.25,4.214,5.631,6.19,143,Y,81.42,Accelerating
2024-03-23,2025-01-15,LGD-W-4889990,-6.0,74.42,20.19,16.11,59.77,4.53,2.57,8.885,30.09,6.58,5.265,6.638,-10.99,143,N,0.44,LateStage
2019-01-27,2020-11-01,LGD-W-2796116,1.31,4.53,1.49,6.88,24.09,36.53,42.75,20.15,14.55,-14.7,-5.015,4.57,-25.66,68,N,14.79,AtRisk
2022-11-03,2023-07-09,LGD-W-2456996,6.23,61.4,-2.85,21.92,24.35,6.77,44.02,18.462,35.33,-4.55,-3.275,0.018,-24.32,35,Y,42.9,EarlySignals
2021-01-03,2022-11-28,LGD-W-2650648,25.63,14.1,-4.33,9.27,90.18,39.4,4.61,13.325,-1.99,11.94,8.275,2.656,-29.62,210,N,49.42,Accelerating
2018-05-29,2018-09-24,LGD-W-3722007,18.45,2.54,8.83,-2.8,84.24,16.65,16.38,12.46,22.48,4.89,2.835,6.411,27.66,149,N,41.67,Emerging
2023-06-21,2024-03-14,LGD-W-8239733,35.32,-2.19,28.7,-1.03,92.15,24.18,12.57,12.885,13.74,15.75,6.383,0.287,7.52,97,Y,47.95,Stabilizing
2020-05-25,2022-04-27,LGD-W-7506188,41.36,75.15,19.24,-1.27,25.87,0.87,35.36,3.859,38.9,-2.79,1.785,4.113,-33.04,1,Y,4.13,Emerging
2024-07-27,2025-02-14,LGD-W-2317081,-1.87,-6.83,37.4,-8.17,25.54,57.73,40.42,2.052,31.46,28.88,11.028,6.417,4.4,177,Y,55.96,Stabilizing
2018-05-01,2019-03-27,LGD-W-7564809,-20.74,39.87,4.95,14.79,31.47,16.95,7.83,6.092,34.29,-14.41,4.746,1.409,11.8,200,Y,36.48,EarlySignals
2018-01-20,2019-12-20,LGD-W-1897508,-0.85,-26.76,-4.47,-11.75,92.9,49.96,19.47,7.054,-0.62,25.37,-4.932,1.423,-12.96,116,Y,24.8,Accelerating
2020-07-07,2022-06-20,LGD-W-5753213,3.22,46.44,2.72,13.72,55.15,57.55,38.63,21.935,36.58,-11.89,10.757,-1.397,-24.44,20,Y,41.21,Accelerating
2018-12-29,2019-07-16,LGD-W-6919548,-10.17,23.66,16.58,14.93,16.46,50.15,5.36,20.582,16.53,19.57,-3.003,-1.447,15.75,200,N,24.45,AtRisk
2024-03-09,2024-07-13,LGD-W-2308184,3.0,66.37,38.22,7.56,18.35,8.39,13.25,12.993,-0.95,-1.5,4.648,5.786,18.85,197,Y,11.03,LateStage
2022-11-15,2023-09-24,LGD-W-1721622,11.02,20.58,34.45,9.82,85.37,33.39,15.08,9.842,30.27,14.84,9.08,3.373,29.59,211,Y,96.98,Stabilizing
2021-04-10,2022-02-08,LGD-W-9474940,14.62,40.55,5.98,12.85,98.27,48.71,9.74,9.876,52.83,-0.61,1.221,1.778,29.29,97,Y,43.38,Stabilizing
2021-06-28,2023-03-10,LGD-W-6335570,-22.43,15.69,10.46,11.96,42.02,7.3,13.14,7.977,2.11,9.7,3.021,-1.184,34.57,69,Y,6.37,EarlySignals
2023-04-27,2024-03-16,LGD-W-1364381,8.03,44.39,11.6,21.19,85.0,23.14,35.09,20.545,9.43,-2.19,8.777,0.339,-25.95,115,Y,14.73,AtRisk
2022-12-20,2024-01-01,LGD-W-6753511,41.34,71.85,-8.86,-9.61,58.2,42.14,33.38,15.468,45.03,13.14,9.426,6.208,-13.68,90,Y,45.67,AtRisk
2019-01-24,2020-08-26,LGD-W-9941876,-16.44,24.42,25.7,26.32,18.3,43.69,43.2,3.786,38.87,9.48,1.734,2.009,-26.16,8,Y,75.29,Stabilizing
2019-04-02,2020-05-20,LGD-W-8587707,44.26,-1.6,21.17,8.59,61.3,31.88,22.27,10.123,44.36,-9.39,3.803,3.997,-14.43,138,Y,3.47,LateStage
2019-09-29,2020-12-02,LGD-W-5451266,-5.03,12.64,-5.36,16.77,72.07,50.03,33.1,19.785,28.17,10.39,5.803,4.407,6.37,45,N,92.24,EarlySignals
2020-05-25,2021-06-24,LGD-W-4390880,39.42,13.77,17.25,12.57,26.19,25.07,8.77,7.531,0.61,26.53,9.237,-2.7,-8.08,204,Y,9.05,AtRisk
2020-09-09,2022-04-15,LGD-W-9038215,28.14,-15.77,-15.44,21.85,4.66,7.6,28.47,12.946,25.35,18.4,6.451,2.853,-8.94,208,N,20.94,Stabilizing
2022-08-08,2023-09-14,LGD-W-9693255,-16.22,-16.58,15.77,-7.5,72.62,17.55,12.03,16.644,37.3,12.14,-0.368,0.218,-29.74,90,N,25.77,Emerging
2023-08-07,2024-10-16,LGD-W-6759068,-2.32,29.58,-6.95,27.15,79.81,8.53,19.16,7.1,60.09,0.44,-0.18,4.765,-12.76,16,N,80.55,AtRisk
2023-07-26,2025-05-07,LGD-W-4127341,-20.31,69.01,-17.42,13.55,93.04,37.21,13.71,4.577,39.29,5.71,3.958,-1.589,15.91,78,N,17.34,Emerging
2024-10-04,2026-04-26,LGD-W-3770436,44.39,47.9,-2.45,-11.26,69.44,15.39,14.85,20.934,24.59,26.64,10.298,0.253,-9.79,26,N,73.99,AtRisk
2020-11-03,2021-07-24,LGD-W-4540045,-24.35,67.8,-5.79,-3.05,93.18,7.29,9.7,21.323,13.27,16.84,1.165,-2.144,9.26,95,Y,21.0,Emerging
2021-11-17,2022-12-30,LGD-W-2392474,17.04,-21.9,23.08,17.6,23.48,9.11,28.47,15.806,31.7,33.96,11.797,4.527,30.1,51,N,16.24,Stabilizing
2024-11-19,2026-02-03,LGD-W-1151441,53.48,41.49,12.8,-3.14,45.47,35.27,24.92,10.718,47.87,-8.96,1.804,6.946,15.26,157,Y,49.96,AtRisk
2022-01-18,2024-01-09,LGD-W-1575991,46.35,83.29,28.19,19.73,54.6,17.87,14.41,4.282,11.44,19.5,-0.95,0.205,10.67,62,N,52.15,EarlySignals
2021-04-02,2022-10-26,LGD-W-4118357,49.45,10.31,13.19,16.28,90.75,8.68,39.72,5.312,-2.74,5.13,2.005,1.357,-2.5,21,Y,16.69,LateStage
2021-06-23,2023-04-19,LGD-W-5540167,-7.51,16.94,0.75,19.78,51.07,8.3,42.57,21.537,3.46,-14.1,4.99,3.226,27.29,70,N,74.35,Emerging
2018-06-23,2020-06-03,LGD-W-6061597,6.32,35.67,24.52,-9.68,55.19,41.42,14.56,14.0,51.8,7.7,9.099,1.788,-14.89,177,N,12.53,EarlySignals
2020-05-04,2021-09-12,LGD-W-2979645,42.23,78.41,0.87,0.03,86.27,5.53,1.3,9.174,0.69,32.43,0.749,4.176,31.2,124,N,90.05,Accelerating
2022-09-14,2024-02-03,LGD-W-4392983,-19.86,18.96,34.63,-8.21,62.62,53.99,10.83,4.917,35.54,18.43,1.427,-0.783,28.15,151,N,82.15,EarlySignals
2018-11-09,2019-03-14,LGD-W-9096416,8.48,28.94,20.71,12.26,80.53,52.8,27.18,1.705,29.89,-11.81,9.222,-2.09,18.08,82,Y,30.08,AtRisk
2018-12-25,2020-08-22,LGD-W-2025490,1.66,19.5,6.84,21.07,22.77,50.49,28.91,6.811,4.74,-7.6,-4.808,-1.355,-33.2,108,N,72.51,Stabilizing
2020-10-01,2021-09-13,LGD-W-6592081,8.88,-27.81,42.43,1.15,47.01,51.34,21.08,4.032,40.56,8.19,-4.333,-0.167,-5.43,51,N,33.87,AtRisk
2021-03-20,2021-09-08,LGD-W-4902381,-0.66,82.15,43.8,14.2,13.26,17.77,20.41,19.056,1.53,33.95,-1.87,-2.802,6.18,135,Y,41.34,EarlySignals
2022-04-05,2023-10-15,LGD-W-7161449,18.53,-14.88,-17.48,11.67,80.34,53.11,42.94,2.999,54.75,-2.43,5.926,0.919,0.61,84,N,37.66,EarlySignals
2022-01-24,2022-06-20,LGD-W-4593515,53.15,65.89,0.07,-9.85,6.42,11.81,33.72,16.414,20.61,30.72,11.366,5.972,8.75,110,N,1.73,AtRisk
2019-03-03,2021-01-13,LGD-W-9091645,27.06,32.74,16.65,-8.81,26.08,55.13,12.18,6.516,5.6,-1.33,-5.042,0.579,1.57,177,Y,62.14,Stabilizing
2021-09-18,2023-05-06,LGD-W-5911109,-0.18,-12.05,-13.79,11.64,78.62,20.0,19.48,3.394,20.21,33.68,-4.944,1.891,-5.66,42,N,40.78,Accelerating
2019-03-04,2020-06-09,LGD-W-1907482,10.78,56.03,33.43,-11.47,68.9,57.72,29.98,9.023,30.01,6.25,10.316,6.783,17.83,189,Y,80.59,Accelerating
2023-04-08,2023-08-27,LGD-W-4689985,-22.55,36.13,10.75,7.19,27.89,33.16,30.34,17.513,48.28,2.25,5.499,4.504,25.14,209,Y,17.37,AtRisk
2019-09-08,2021-08-06,LGD-W-6979558,-21.52,33.71,14.64,-9.72,84.55,3.72,29.98,9.656,-1.19,-3.95,5.74,-2.688,7.94,5,N,54.78,Stabilizing
2020-06-15,2022-01-13,LGD-W-5217260,42.26,36.66,12.91,10.84,4.15,31.01,35.45,1.604,28.92,26.08,0.093,2.582,-13.51,149,Y,92.87,AtRisk
2020-08-17,2022-03-07,LGD-W-7977642,48.29,-8.58,-5.07,7.37,11.96,12.13,10.09,0.825,22.94,14.27,-2.852,4.884,2.17,94,N,39.2,AtRisk
2019-09-20,2020-02-27,LGD-W-4754220,54.57,54.69,22.43,15.99,3.47,0.45,37.95,18.571,22.06,29.75,-1.53,6.338,10.68,75,N,89.23,EarlySignals
2020-02-05,2021-06-03,LGD-W-1273441,36.5,57.39,21.89,-6.48,65.94,21.1,0.19,6.923,56.41,4.17,0.162,-2.493,-8.21,110,Y,6.11,EarlySignals
2024-08-15,2025-01-29,LGD-W-7689491,-0.08,39.4,-6.89,25.46,53.36,18.44,26.76,12.703,21.24,-6.34,-0.592,5.167,-3.98,15,Y,99.85,Emerging
2022-04-27,2022-10-06,LGD-W-8418612,28.92,-15.78,-2.7,20.95,60.46,54.51,31.96,18.909,2.59,-4.18,-4.073,3.631,-17.56,164,N,21.42,Accelerating
2020-11-03,2022-10-10,LGD-W-1139580,26.9,17.73,14.48,-11.35,86.26,26.86,16.0,18.869,52.89,8.18,2.354,4.642,-32.3,133,Y,73.98,Stabilizing
2018-09-04,2019-03-23,LGD-W-7221481,-0.93,80.9,-1.57,11.1,84.61,34.2,40.61,10.92,51.37,-2.6,7.566,1.734,-10.57,41,N,92.86,Stabilizing
2023-06-13,2024-08-27,LGD-W-3358727,5.74,66.11,-10.86,-2.17,1.6,56.96,43.68,15.194,38.75,-2.41,-4.359,1.208,-21.84,23,Y,11.75,LateStage
2022-04-05,2023-02-09,LGD-W-9353842,2.62,-27.39,30.05,-5.27,39.46,9.89,24.95,9.753,54.48,12.01,-0.704,3.448,-4.89,38,N,62.48,Emerging
2024-10-24,2025-07-22,LGD-W-2098550,-1.4,11.25,34.35,11.94,98.66,4.4,12.09,2.962,36.0,-10.36,-1.052,5.754,-24.08,24,N,44.04,Stabilizing
2023-01-30,2023-09-14,LGD-W-1960749,17.12,-6.11,38.36,-4.04,47.66,11.48,15.75,3.106,45.2,-10.31,2.041,0.283,20.26,150,N,88.83,EarlySignals
2022-11-14,2024-03-25,LGD-W-9516568,19.91,59.46,14.59,24.06,16.6,38.66,3.84,11.665,28.95,-3.12,-5.832,2.654,13.65,49,Y,73.45,EarlySignals
2024-04-12,2024-09-05,LGD-W-8061368,15.0,49.22,-5.29,4.69,4.97,46.99,28.58,16.755,40.78,-4.9,11.143,2.294,-12.2,121,Y,41.59,LateStage
2022-11-08,2023-02-15,LGD-W-3292605,-6.08,3.97,29.07,13.57,7.72,49.2,36.04,10.957,11.46,0.57,3.404,6.108,32.8,26,N,90.92,Emerging
2024-12-02,2025-10-23,LGD-W-2827754,-21.23,27.51,25.78,-1.22,9.87,37.06,39.51,13.854,61.1,14.19,2.181,5.72,-20.19,59,N,45.77,AtRisk
2020-11-16,2021-12-08,LGD-W-5895755,17.28,39.94,14.52,17.51,12.44,47.95,23.99,16.663,17.89,2.89,10.692,-0.495,-4.2,214,N,10.09,LateStage
2020-10-06,2022-08-08,LGD-W-2060615,-13.3,36.35,4.91,19.34,86.73,3.61,36.78,15.269,29.16,23.43,2.511,-1.392,-15.98,71,Y,86.79,Stabilizing
2018-04-28,2020-04-06,LGD-W-2856770,53.6,-17.45,30.32,-4.61,38.88,26.02,18.36,1.724,45.88,3.49,7.97,2.491,15.33,160,Y,46.07,AtRisk
2022-07-28,2023-04-24,LGD-W-8322437,33.69,56.33,39.04,-4.65,68.56,18.83,20.51,0.555,29.57,-0.08,9.033,1.926,6.13,58,N,36.86,EarlySignals
2019-04-02,2020-01-06,LGD-W-8485891,18.18,3.82,16.99,-0.03,29.82,42.2,42.95,9.626,45.92,7.91,0.722,-1.545,-18.17,112,N,46.52,Stabilizing
2018-07-02,2019-08-26,LGD-W-8627806,32.51,2.89,-10.6,22.39,91.96,58.14,9.23,1.692,26.58,12.65,8.78,-1.371,17.28,130,Y,87.55,Accelerating
2021-09-26,2023-01-14,LGD-W-4084896,38.9,77.15,6.72,-2.03,42.3,29.8,16.84,3.81,54.31,18.95,-5.821,-2.049,30.12,91,N,81.69,Emerging
2023-07-01,2023-12-16,LGD-W-1163333,18.14,-17.82,14.66,12.24,73.92,7.26,33.92,15.535,7.67,29.67,8.458,0.42,9.18,117,N,86.15,Emerging
2022-06-27,2024-05-05,LGD-W-4498450,42.0,81.39,-10.47,22.25,41.79,26.87,12.63,10.181,64.79,-2.49,-4.873,0.415,25.32,132,N,23.91,LateStage
2021-07-05,2022-07-10,LGD-W-3216967,39.63,20.14,38.97,19.79,71.01,22.09,1.06,18.096,25.79,-11.86,1.513,6.356,26.75,65,N,33.91,AtRisk
2024-06-14,2025-12-05,LGD-W-6074373,30.01,80.27,-16.67,21.36,66.61,39.57,5.58,1.049,10.33,32.83,0.743,-0.355,24.79,92,N,74.96,LateStage
2021-05-15,2022-07-28,LGD-W-2441663,18.28,48.57,4.43,-1.14,54.17,13.45,35.44,17.299,44.92,23.47,4.576,6.398,-3.98,48,Y,4.68,LateStage
2022-05-31,2024-01-22,LGD-W-5884612,1.59,71.75,31.26,7.51,28.89,51.54,24.71,18.742,10.58,1.26,4.135,-2.416,-32.44,169,Y,52.21,Emerging
2022-11-29,2024-03-29,LGD-W-4272884,51.23,58.04,3.87,12.79,98.3,49.09,41.02,19.185,36.22,-1.71,10.604,5.593,-20.94,123,N,22.59,LateStage
2018-01-03,2018-10-21,LGD-W-7635771,51.91,6.59,24.15,14.89,2.43,10.53,19.04,7.455,31.0,-12.68,4.935,1.565,21.79,56,N,41.3,EarlySignals
2020-05-15,2021-05-21,LGD-W-5569875,-21.24,49.31,13.52,-6.84,45.25,24.36,38.84,17.908,31.53,24.4,2.486,2.028,-21.69,139,Y,89.56,EarlySignals
2021-07-12,2022-02-14,LGD-W-7746956,21.32,-9.41,8.12,24.12,20.05,50.62,5.75,20.717,6.44,-6.49,-0.957,3.918,0.76,170,N,91.93,Emerging
2021-08-02,2021-11-21,LGD-W-8576495,50.57,57.23,-3.96,22.62,25.36,55.76,5.28,19.013,30.71,22.44,8.101,5.925,17.9,183,N,91.34,Accelerating
2023-08-24,2025-06-20,LGD-W-5732787,10.28,-12.9,27.94,8.63,60.06,36.4,18.66,1.695,20.6,-14.18,-0.538,2.054,-9.07,128,Y,51.98,LateStage
2023-07-08,2023-10-21,LGD-W-1600513,31.29,75.82,9.48,-8.3,14.07,52.9,28.3,13.137,61.56,-8.02,-3.511,-2.248,-25.78,21,N,18.56,Emerging
2022-01-11,2022-04-22,LGD-W-6998911,54.68,-21.95,18.7,24.72,10.88,33.77,11.09,14.422,8.73,11.6,-3.992,5.925,15.06,62,Y,35.62,AtRisk
2022-11-26,2023-08-20,LGD-W-8358325,49.54,2.3,2.72,11.42,5.39,30.36,31.62,19.323,54.53,5.04,8.632,6.547,23.88,209,Y,75.41,LateStage
2020-08-03,2022-01-27,LGD-W-4827038,49.23,35.53,-7.89,9.11,55.91,28.29,39.65,9.662,11.86,25.79,2.951,5.459,-23.76,33,Y,88.01,AtRisk
2020-05-22,2020-10-11,LGD-W-5591625,-14.69,38.27,23.31,4.23,34.04,21.82,41.77,6.888,50.8,-0.21,1.285,6.194,5.1,160,Y,4.43,Stabilizing
2018-10-03,2020-07-04,LGD-W-4852724,23.98,20.23,-13.49,-2.07,2.01,18.91,37.31,8.371,4.02,-13.89,11.165,5.24,17.91,165,N,13.82,Emerging
2018-12-20,2020-03-03,LGD-W-4238874,8.59,-0.66,-12.15,15.3,53.32,11.33,12.17,11.91,16.05,-13.68,-5.604,2.945,24.56,119,Y,6.76,Emerging
2022-08-20,2023-06-12,LGD-W-9263708,46.55,-23.99,33.44,27.72,14.38,24.1,30.58,20.152,6.08,34.74,1.642,2.717,-3.89,181,N,78.64,Accelerating
2023-03-26,2025-02-16,LGD-W-5720169,38.84,25.0,34.52,-1.15,83.41,43.88,11.82,2.206,27.31,15.6,8.439,3.785,-6.41,111,Y,35.17,Emerging
2019-02-28,2020-01-22,LGD-W-1028652,-13.28,-7.33,14.62,2.21,92.93,0.1,43.86,21.037,32.54,-5.43,1.806,1.97,-30.93,189,N,71.38,AtRisk
2024-10-02,2025-05-07,LGD-W-9940945,8.47,31.54,35.31,-0.34,32.96,38.14,36.6,14.134,22.02,11.15,5.851,5.396,13.98,166,Y,30.57,Accelerating
2019-07-14,2019-10-30,LGD-W-5888482,6.14,24.23,32.15,25.11,94.78,0.47,38.79,16.023,-4.6,9.94,0.29,0.673,-25.5,172,Y,80.17,LateStage
2021-11-28,2023-07-17,LGD-W-7058473,47.87,16.26,40.22,9.8,16.69,58.51,24.74,1.905,41.29,19.04,0.815,6.753,-12.85,171,Y,28.58,LateStage
2021-05-05,2022-07-02,LGD-W-4646067,35.89,19.72,27.98,13.64,14.07,33.31,44.91,12.701,29.37,12.65,-1.345,1.011,27.21,203,N,97.07,Accelerating
2024-09-01,2025-07-11,LGD-W-6787250,-15.39,-1.87,35.7,9.09,27.16,52.01,22.09,8.224,52.69,4.85,9.582,-0.972,-10.83,177,N,32.69,Accelerating
2019-08-09,2020-07-03,LGD-W-2751430,52.26,10.52,44.48,5.83,91.91,17.31,3.8,14.301,12.06,21.39,4.828,0.728,21.6,177,Y,45.36,LateStage
2018-01-21,2019-12-31,LGD-W-3750632,39.88,53.76,-3.96,7.87,96.89,3.02,9.37,18.933,4.59,21.55,-0.111,2.469,16.48,13,N,43.34,AtRisk
2020-08-27,2021-01-25,LGD-W-7099954,1.83,61.38,-17.53,4.3,41.21,59.27,40.14,4.034,8.41,9.98,4.47,-2.855,10.04,143,N,84.21,AtRisk
2019-12-06,2021-06-02,LGD-W-2663298,-20.88,36.3,16.04,17.19,36.68,16.36,43.24,10.827,34.19,20.0,-0.514,0.401,20.41,178,Y,13.56,Stabilizing
2024-11-22,2026-04-28,LGD-W-6327702,46.05,-17.93,-2.63,-0.08,41.79,17.09,7.26,6.724,42.98,3.49,3.31,5.068,25.52,217,Y,70.07,AtRisk
2019-12-05,2021-08-18,LGD-W-3686924,29.88,3.32,40.84,17.94,42.02,30.94,26.57,16.75,52.08,-9.26,9.321,3.766,-30.43,34,N,46.45,Stabilizing
2018-12-17,2019-10-05,LGD-W-6756996,27.76,-28.37,-16.74,3.92,85.51,56.79,21.53,18.758,13.81,32.76,-1.341,-0.614,-27.69,178,Y,54.61,AtRisk
2023-05-08,2024-12-21,LGD-W-1300629,5.23,72.55,24.34,-8.15,28.23,41.76,41.94,0.732,36.75,27.48,-1.021,-2.365,-6.84,149,N,21.04,LateStage
2021-02-23,2022-11-19,LGD-W-9527780,-15.75,6.4,-5.06,15.56,64.07,56.35,2.18,10.403,55.5,31.23,3.686,5.157,-33.2,112,N,64.55,LateStage
2019-08-19,2021-03-22,LGD-W-7347741,46.86,29.97,12.4,-0.08,72.27,59.75,5.4,5.423,53.64,-1.45,5.073,3.791,-18.15,2,N,8.49,Stabilizing
2020-02-18,2021-08-15,LGD-W-4413740,0.21,76.0,-0.76,26.84,31.27,59.17,1.87,2.494,6.24,28.82,-0.039,5.836,10.36,163,Y,24.29,Accelerating
2024-08-25,2025-11-25,LGD-W-4566081,52.85,74.48,-14.47,16.35,13.79,40.49,10.59,1.986,45.18,21.78,-0.893,1.756,19.82,24,Y,15.88,LateStage
2018-01-02,2018-07-11,LGD-W-5817473,13.43,56.55,33.4,9.51,25.7,22.82,39.57,9.839,0.66,-6.16,-4.35,4.037,-11.06,41,N,27.58,LateStage
2018-04-11,2020-01-03,LGD-W-2141977,9.06,-9.97,15.84,21.16,36.58,0.85,23.29,12.765,34.54,17.93,2.746,-0.786,13.81,107,Y,96.63,Accelerating
2018-03-21,2019-04-04,LGD-W-7348695,43.46,9.99,34.5,-11.42,86.19,1.3,27.67,13.452,21.76,-10.02,-0.228,-0.697,-10.29,41,N,83.59,Accelerating
2018-03-14,2019-02-24,LGD-W-4539374,37.18,77.17,34.31,-3.11,28.9,33.07,10.0,9.082,49.36,32.2,10.873,5.898,15.08,42,N,16.09,EarlySignals
2020-01-07,2020-09-25,LGD-W-8721526,-18.25,-23.34,39.82,3.58,80.48,1.38,7.97,3.261,10.73,26.03,1.314,4.735,5.33,18,N,2.93,Emerging
2022-08-23,2023-06-20,LGD-W-8907810,-21.75,59.04,10.68,6.14,1.76,18.91,41.01,5.451,32.58,21.43,-2.52,0.47,14.07,44,Y,72.62,Emerging
2024-08-12,2025-09-16,LGD-W-2091681,-13.71,67.79,1.94,19.05,51.86,36.22,15.49,4.669,17.71,20.71,-2.248,0.556,33.91,31,Y,86.81,AtRisk
2023-05-17,2024-11-12,LGD-W-1393209,36.66,44.45,34.47,24.08,50.34,31.87,5.72,18.012,-0.57,3.58,3.723,1.476,-1.5,3,N,47.2,AtRisk
2019-06-21,2020-05-14,LGD-W-5707799,39.36,0.85,-1.4,27.97,96.03,46.17,5.91,18.327,8.48,26.08,6.473,0.711,4.56,172,N,44.35,AtRisk
2018-08-02,2020-02-04,LGD-W-3311090,-16.42,-26.65,43.98,6.38,63.97,53.73,40.54,1.932,27.45,0.28,5.111,-1.116,8.01,135,Y,90.02,LateStage
2018-11-21,2020-08-30,LGD-W-6210131,51.63,-6.4,-8.57,9.13,78.62,22.95,25.28,10.158,10.39,-10.9,5.414,-1.356,-22.41,90,Y,89.34,Emerging
2022-04-01,2023-04-22,LGD-W-1643088,-3.67,52.62,6.1,10.63,45.06,4.12,35.21,14.178,10.94,20.08,6.431,5.691,31.22,56,N,14.98,LateStage
