health_mental_survey_year,health_mental_behavioral_health_region,health_mental_serious_mental_illness_rate,health_mental_major_depressive_episode_rate,health_mental_anxiety_disorder_rate,health_mental_suicidal_ideation_rate,health_mental_suicide_mortality_rate,health_mental_opioid_overdose_rate,health_mental_alcohol_use_disorder_rate,health_mental_stimulant_use_disorder_rate,health_mental_treatment_gap_pct,health_mental_provider_shortage_area_flag,health_mental_telehealth_visit_share_pct,health_mental_crisis_line_call_volume,health_mental_involuntary_hold_rate,health_mental_naloxone_distribution_rate,health_mental_medication_assisted_treatment_rate,health_mental_recovery_support_participation,health_mental_homelessness_comorbidity_rate,health_mental_justice_involved_rate
2025,BHR001750,4.05,7.55,12.22,7.8,22.2,14.24,5.89,1.98,26.7,0,21.5,226860,8.83,234.06,81.31,HIGH,5.98,1.27
2016,BHR001751,6.08,5.63,12.19,7.19,29.32,25.6,11.72,5.59,11.93,1,27.29,217048,3.13,193.4,36.16,UNKNOWN,28.25,4.38
2020,BHR001752,8.87,15.66,18.54,1.83,30.79,64.16,10.99,8.25,30.72,1,31.2,156696,5.85,79.89,52.82,MODERATE,34.11,27.44
2022,BHR001753,4.45,9.89,9.39,7.31,22.95,70.04,2.21,2.96,20.29,1,21.62,123524,1.23,239.35,45.94,MODERATE,26.56,21.44
2022,BHR001754,5.4,6.34,9.11,1.81,21.23,24.05,6.2,8.83,49.75,1,36.32,157412,16.28,105.89,62.72,HIGH,17.66,1.9
2013,BHR001755,2.66,14.77,12.96,3.73,28.02,35.25,8.76,6.91,14.98,0,53.97,17946,8.2,108.91,27.88,MODERATE,20.29,28.42
2024,BHR001756,6.59,11.04,17.34,2.48,27.67,22.75,4.32,0.96,42.05,0,4.94,53433,6.86,105.57,79.07,MODERATE,27.73,16.62
2013,BHR001757,5.78,6.28,8.83,6.9,10.86,70.08,5.12,2.68,42.62,0,50.07,64261,12.2,192.44,16.42,HIGH,14.45,18.75
2018,BHR001758,5.16,10.88,7.34,3.44,21.17,13.95,3.91,3.2,56.37,1,40.11,233646,10.75,17.29,68.04,LOW,8.58,4.17
2024,BHR001759,3.47,15.24,18.05,5.14,27.27,36.13,9.42,6.18,41.94,0,48.59,216071,7.92,1.75,1.46,MODERATE,23.55,28.72
2012,BHR001760,7.19,8.35,9.28,3.37,7.09,54.37,11.3,4.1,10.12,0,21.26,22619,13.32,70.22,22.62,MODERATE,18.34,25.13
2022,BHR001761,9.29,8.27,19.52,5.89,12.18,16.73,3.85,6.82,39.26,0,29.4,146111,16.4,46.77,49.27,HIGH,21.04,19.28
2019,BHR001762,6.85,6.04,12.81,7.73,21.93,32.93,10.43,2.84,61.88,1,58.78,225005,12.63,203.71,67.53,HIGH,21.99,11.76
2017,BHR001763,8.92,10.98,9.41,7.71,14.91,14.31,7.36,3.61,15.94,0,41.07,194508,16.16,88.17,53.68,MODERATE,22.36,19.65
2020,BHR001764,7.46,12.41,21.33,3.59,29.57,41.2,8.13,5.82,18.87,1,46.24,105687,13.37,39.55,47.16,LOW,15.82,28.8
2013,BHR001765,9.48,9.64,8.48,5.08,11.97,15.71,4.56,5.52,35.36,0,15.07,231943,13.48,76.39,36.53,LOW,28.66,6.58
2011,BHR001766,8.36,12.5,16.1,5.29,28.73,8.15,3.11,1.86,28.33,1,8.53,160833,12.19,147.33,32.64,LOW,28.59,26.04
2025,BHR001767,2.32,13.49,8.73,4.05,16.4,60.5,4.75,3.69,37.18,1,33.58,53132,6.14,29.02,1.32,MODERATE,16.12,11.02
2020,BHR001768,3.16,17.07,10.71,3.66,11.48,19.01,4.61,1.63,44.54,1,17.84,712,9.55,196.54,56.97,MODERATE,3.51,21.78
2022,BHR001769,7.99,9.96,19.97,4.94,12.73,29.29,8.47,3.49,46.9,1,53.42,224418,17.47,171.37,3.87,LOW,18.67,5.72
2020,BHR001770,6.11,10.33,16.65,5.85,24.64,64.13,11.44,8.76,50.51,0,29.53,207025,9.41,148.65,18.42,MODERATE,26.68,7.16
2015,BHR001771,5.41,13.41,6.44,1.26,18.81,18.66,9.88,2.4,35.76,0,49.28,77941,6.1,39.56,48.71,LOW,30.38,29.32
2023,BHR001772,8.59,11.52,13.92,7.39,15.14,16.8,2.8,3.5,55.6,1,31.56,179268,1.32,121.24,37.93,LOW,34.32,20.2
2015,BHR001773,8.8,7.2,13.48,3.09,11.42,5.73,2.55,4.84,30.77,0,35.11,241522,0.63,79.5,68.96,LOW,22.65,21.43
2016,BHR001774,6.23,14.72,9.6,6.48,14.66,36.65,9.97,3.17,26.43,1,59.76,91049,10.05,157.55,28.97,HIGH,16.57,1.43
2011,BHR001775,3.03,5.96,21.97,3.72,8.04,34.11,7.2,3.75,44.58,0,58.28,221616,13.76,49.05,23.16,MODERATE,17.49,12.0
2016,BHR001776,6.15,8.44,14.36,2.3,30.44,32.99,7.76,7.52,25.59,1,27.6,150198,14.68,171.14,14.47,MODERATE,22.33,6.63
2018,BHR001777,4.08,16.9,16.07,4.21,7.97,65.82,6.07,0.95,63.93,0,22.63,193089,12.75,29.94,54.6,LOW,22.1,20.95
2011,BHR001778,9.16,10.87,17.85,4.59,11.7,29.78,2.45,3.19,35.18,0,25.92,125019,15.89,129.61,36.89,UNKNOWN,28.5,15.18
2024,BHR001779,7.75,8.79,10.19,7.47,6.82,8.18,5.91,1.52,37.97,1,21.72,212252,0.52,79.73,27.86,MODERATE,15.59,17.64
2013,BHR001780,5.48,12.67,19.41,5.22,6.76,38.12,6.55,5.37,57.76,0,51.15,188058,10.35,43.89,20.26,UNKNOWN,10.95,12.23
2020,BHR001781,7.6,12.73,10.75,4.79,16.54,32.17,5.33,2.12,64.25,0,21.26,170666,4.48,115.59,58.41,HIGH,20.96,13.18
2013,BHR001782,6.91,13.9,17.93,3.56,29.9,35.61,9.32,8.48,49.37,0,50.55,237462,3.45,20.25,53.41,LOW,3.2,24.42
2018,BHR001783,5.21,14.34,11.4,3.73,14.23,22.64,3.66,4.53,42.67,0,3.31,57644,4.35,102.78,19.98,HIGH,22.25,11.35
2022,BHR001784,4.8,16.99,7.62,7.97,15.19,54.86,9.0,7.41,38.94,1,55.59,46881,2.5,219.32,28.84,HIGH,25.19,9.75
2015,BHR001785,2.87,5.06,11.81,3.09,14.08,32.26,6.5,1.82,63.97,0,26.73,78449,11.28,113.28,26.94,MODERATE,23.31,1.08
2013,BHR001786,3.69,12.7,6.38,1.03,11.63,41.01,7.43,5.81,41.45,0,58.3,203991,7.55,155.79,71.39,LOW,22.87,1.11
2019,BHR001787,8.02,10.92,18.13,2.87,10.93,5.27,10.52,8.15,22.99,0,54.64,131247,1.66,224.97,25.04,UNKNOWN,24.51,8.22
2014,BHR001788,4.83,16.69,10.24,7.93,19.31,41.52,8.77,6.6,21.55,0,52.82,66067,6.07,138.25,20.91,LOW,14.46,25.41
2011,BHR001789,2.15,9.67,17.56,7.73,15.49,71.56,3.84,0.88,26.02,1,14.23,229257,4.91,29.8,17.23,MODERATE,22.65,1.1
2014,BHR001790,8.13,15.07,9.6,7.61,28.7,41.78,7.92,2.95,60.02,1,25.94,185596,0.61,110.34,9.05,HIGH,21.56,12.89
2023,BHR001791,8.82,5.08,13.35,7.88,31.35,49.83,9.31,6.65,63.58,0,38.11,17893,9.54,194.9,15.49,HIGH,30.88,10.51
2018,BHR001792,3.23,17.79,8.39,4.87,14.37,59.36,5.13,6.04,18.2,0,48.42,19769,14.99,146.15,73.55,HIGH,23.19,17.42
2013,BHR001793,4.08,9.16,7.13,3.96,25.0,64.99,2.91,5.82,18.92,0,12.15,162833,7.68,6.13,43.22,LOW,9.95,4.66
2012,BHR001794,4.68,6.76,16.28,4.31,29.61,33.62,5.01,5.24,56.71,1,2.12,95025,16.71,174.56,29.8,HIGH,13.26,11.62
2023,BHR001795,8.7,10.69,19.08,7.96,25.54,3.63,6.33,5.25,55.44,1,51.26,27685,1.72,74.7,33.63,MODERATE,28.45,25.5
2024,BHR001796,4.31,14.57,10.92,4.91,26.12,22.51,10.54,3.18,16.69,1,53.86,226696,11.06,25.14,28.89,LOW,18.44,23.44
2025,BHR001797,3.79,8.24,19.35,4.23,26.29,21.31,3.63,5.8,56.11,1,20.68,227910,8.34,111.17,9.49,HIGH,15.37,19.64
2013,BHR001798,4.2,11.16,19.47,7.95,24.59,64.9,8.45,1.94,60.98,0,6.97,93736,15.24,128.33,28.85,MODERATE,10.27,27.82
2022,BHR001799,8.79,17.82,11.49,2.21,16.3,35.9,7.43,4.49,46.87,0,48.59,206495,5.33,11.13,1.85,MODERATE,11.03,14.0
2015,BHR001800,4.82,6.98,18.79,4.4,22.09,34.39,10.58,2.75,41.84,1,54.01,197493,3.43,240.33,78.3,HIGH,16.07,7.0
2015,BHR001801,5.65,5.48,16.51,3.57,23.58,33.6,6.25,2.7,49.32,1,37.65,181722,16.43,40.09,75.33,LOW,21.07,8.98
2022,BHR001802,6.44,11.71,17.66,6.74,15.61,68.49,3.18,5.91,31.08,0,1.81,3271,5.29,220.2,56.12,LOW,8.69,25.31
2016,BHR001803,5.47,7.63,19.69,1.78,6.74,28.57,3.27,1.18,46.42,1,47.34,224801,16.48,85.67,16.45,LOW,20.72,3.48
2012,BHR001804,3.69,7.15,8.74,7.56,29.8,32.61,3.8,8.67,26.22,0,61.73,222495,6.96,18.18,39.04,LOW,18.8,7.29
2011,BHR001805,7.28,11.64,9.84,2.05,23.66,52.78,2.63,3.39,29.19,0,64.2,125490,16.93,248.5,73.41,MODERATE,2.3,26.6
2023,BHR001806,6.86,16.76,16.19,6.88,31.19,66.69,9.07,8.47,40.52,1,40.47,43564,14.85,40.99,21.41,MODERATE,31.81,24.81
2021,BHR001807,2.52,15.08,8.32,1.91,19.33,62.56,4.24,3.14,10.08,1,2.88,26491,1.86,228.76,60.55,MODERATE,27.42,28.96
2013,BHR001808,5.22,16.03,18.45,3.82,16.78,72.75,4.13,6.72,26.38,0,22.91,140739,0.96,162.06,13.78,MODERATE,13.36,27.05
2011,BHR001809,4.19,12.69,18.26,3.63,24.33,28.77,3.32,5.44,36.36,0,27.76,55515,13.75,112.86,45.52,LOW,19.7,2.56
2011,BHR001810,4.08,11.22,8.32,6.97,23.54,21.92,3.67,4.98,10.43,1,50.92,5835,7.09,149.49,77.51,LOW,14.42,6.25
2025,BHR001811,7.98,5.42,17.72,4.67,12.55,19.83,8.4,6.5,29.97,1,34.14,168881,6.0,48.06,35.83,MODERATE,31.71,2.88
2018,BHR001812,4.82,16.28,14.59,7.65,15.38,68.24,9.89,1.14,49.04,1,16.7,234789,1.74,57.94,76.44,HIGH,20.49,24.44
2025,BHR001813,6.22,7.39,11.31,3.96,28.46,6.43,6.41,8.29,19.28,0,11.25,97896,11.74,110.25,11.65,UNKNOWN,11.56,6.83
2015,BHR001814,2.41,16.98,19.93,5.03,10.83,74.73,3.53,6.25,38.03,0,18.35,82426,16.55,80.8,33.05,MODERATE,22.87,18.38
2014,BHR001815,3.01,12.78,8.77,3.62,11.75,29.65,3.27,3.56,35.8,0,32.88,150799,10.47,229.82,71.23,UNKNOWN,15.26,2.12
2018,BHR001816,6.85,6.97,19.02,2.72,7.44,71.78,8.31,0.67,14.24,0,40.48,25102,6.69,244.99,52.75,LOW,10.5,22.84
2021,BHR001817,8.63,9.89,10.08,3.66,21.92,27.25,11.79,8.46,14.12,0,27.0,160072,6.28,162.82,58.18,MODERATE,13.94,19.76
2016,BHR001818,5.54,14.53,13.48,1.46,6.27,70.79,6.45,2.39,55.97,0,45.76,246714,14.17,67.61,37.5,HIGH,1.48,16.95
2016,BHR001819,3.69,12.42,8.33,6.07,20.07,39.59,8.63,7.45,15.02,0,10.04,115649,17.7,91.54,6.75,UNKNOWN,8.07,9.33
2013,BHR001820,7.31,11.03,19.64,4.3,18.62,64.28,11.29,2.82,22.77,0,24.78,163975,1.95,89.56,3.18,UNKNOWN,16.82,21.12
2018,BHR001821,3.04,11.0,21.97,4.73,17.31,2.61,11.35,3.38,49.88,0,61.6,6021,15.82,87.39,15.64,HIGH,8.81,19.55
2020,BHR001822,8.1,8.23,18.81,7.21,25.74,16.37,6.84,1.26,33.3,0,3.97,32751,5.38,160.53,6.26,HIGH,8.57,11.05
2017,BHR001823,4.28,13.6,11.93,5.84,31.48,38.17,2.89,4.06,42.62,0,30.27,186682,9.43,111.38,0.2,MODERATE,28.16,18.45
2012,BHR001824,6.19,14.79,6.3,3.74,11.03,23.54,9.59,8.58,54.7,0,23.23,215398,15.49,200.43,19.94,LOW,24.44,23.73
2013,BHR001825,3.41,5.02,21.21,4.06,31.39,24.18,6.19,3.26,56.1,0,33.57,50570,5.48,227.15,5.52,LOW,7.09,3.49
2018,BHR001826,7.98,7.67,14.55,5.4,22.48,49.82,7.85,5.68,40.35,1,2.31,210857,5.5,166.18,18.28,MODERATE,24.31,18.59
2013,BHR001827,4.31,13.05,15.39,7.01,14.88,38.4,6.36,2.37,18.02,0,61.82,67627,8.0,93.29,32.17,HIGH,2.91,13.58
2015,BHR001828,5.49,14.0,18.38,7.95,25.45,3.6,8.65,5.29,34.33,1,15.62,754,17.9,231.09,9.87,HIGH,31.78,7.82
2023,BHR001829,3.73,14.36,6.89,5.05,22.24,65.8,5.49,1.23,63.55,0,38.71,104437,12.41,228.38,41.12,MODERATE,0.78,0.51
2015,BHR001830,2.62,13.31,12.26,5.41,10.1,7.65,7.53,5.22,38.12,1,16.01,59460,8.67,83.87,7.96,HIGH,12.26,22.5
2020,BHR001831,2.42,5.44,20.07,5.35,29.43,30.42,11.44,8.65,25.66,1,37.85,106041,6.01,202.05,56.87,LOW,31.02,18.19
2016,BHR001832,9.13,5.01,15.61,4.13,30.46,33.18,4.62,7.43,54.51,1,54.86,245795,15.27,241.97,29.44,LOW,8.33,2.36
2022,BHR001833,5.41,15.56,20.22,3.68,8.78,23.65,9.22,5.4,19.08,1,15.29,151035,5.86,234.27,23.26,UNKNOWN,32.32,17.22
2024,BHR001834,2.45,14.82,15.59,1.26,20.64,12.61,7.62,8.02,36.82,1,21.04,235489,10.18,18.96,49.51,MODERATE,31.26,4.01
2013,BHR001835,6.4,9.46,6.21,5.07,27.73,2.88,3.91,8.39,32.02,0,32.2,206979,17.85,199.9,4.43,MODERATE,31.67,23.21
2011,BHR001836,8.52,7.49,7.03,4.11,12.87,8.12,5.63,7.01,28.09,1,54.07,122007,17.39,114.84,78.81,HIGH,1.86,22.02
2015,BHR001837,4.42,5.66,20.12,4.24,16.6,25.94,4.2,5.32,49.38,0,33.75,25249,4.45,7.96,19.38,UNKNOWN,11.2,17.76
2021,BHR001838,6.5,5.52,7.37,2.91,19.15,6.8,6.18,5.07,35.6,1,48.59,119995,10.7,173.1,34.36,HIGH,24.0,1.84
2021,BHR001839,7.84,9.98,15.59,4.46,7.69,18.04,6.32,4.58,54.71,1,26.66,246073,10.73,3.66,46.69,LOW,0.98,1.87
2013,BHR001840,5.88,12.72,18.18,3.77,23.54,63.95,7.95,1.63,64.1,1,33.6,207546,3.69,84.48,70.21,MODERATE,14.45,14.01
2025,BHR001841,9.4,6.75,18.45,7.99,24.76,40.06,5.05,8.46,30.54,1,28.66,152676,3.13,95.82,75.01,LOW,19.4,25.73
2018,BHR001842,5.17,9.21,20.79,7.36,13.59,51.3,10.48,3.83,41.5,1,39.36,180883,4.16,201.59,5.98,LOW,21.8,26.03
2012,BHR001843,5.53,8.41,14.21,4.33,25.31,66.0,8.94,7.41,17.1,1,4.21,143427,6.85,14.96,16.53,HIGH,24.41,4.71
2023,BHR001844,8.67,10.85,13.16,4.53,9.56,45.81,5.66,5.96,34.67,0,34.02,72358,2.53,110.64,15.2,MODERATE,17.27,16.54
2024,BHR001845,2.39,6.23,19.51,3.03,30.51,33.68,9.1,4.94,29.5,1,44.46,124883,10.04,157.22,55.69,LOW,27.12,21.79
2023,BHR001846,9.1,10.51,8.33,2.38,21.06,60.42,2.31,2.73,50.02,1,30.36,228718,12.2,203.31,79.38,HIGH,32.06,24.55
2023,BHR001847,8.45,10.33,14.47,5.67,12.08,30.41,7.46,5.47,38.28,1,29.29,127672,11.55,20.24,36.18,LOW,20.19,19.97
2016,BHR001848,5.19,11.9,8.43,5.66,9.51,51.74,10.37,5.45,18.89,0,51.48,137140,13.91,248.56,18.69,LOW,1.64,28.87
2017,BHR001849,7.51,17.7,7.02,2.9,31.38,10.91,3.07,8.4,62.97,0,41.06,153830,4.09,159.16,70.17,HIGH,25.3,1.88
2014,BHR001850,5.18,16.35,14.92,3.3,23.95,65.84,6.61,3.55,19.75,1,57.23,155237,2.78,156.18,39.3,LOW,24.66,21.14
2025,BHR001851,7.98,8.33,17.6,1.83,28.81,37.28,11.7,5.53,11.69,0,55.3,110432,13.95,155.34,44.57,MODERATE,16.07,28.0
2017,BHR001852,4.62,12.64,12.58,2.47,23.07,71.74,3.7,1.86,14.8,1,64.82,8771,1.62,217.92,46.4,MODERATE,1.48,20.18
2011,BHR001853,7.24,10.91,10.57,7.81,18.7,51.77,2.63,4.34,30.49,1,28.31,119202,17.38,159.72,26.38,HIGH,26.38,26.29
2022,BHR001854,8.0,11.91,11.28,4.42,22.77,39.96,4.18,1.76,52.3,0,48.58,225937,2.72,152.11,38.8,LOW,34.33,7.42
2019,BHR001855,9.07,14.23,8.38,3.69,20.1,46.14,9.65,8.69,64.58,0,22.15,62355,12.0,201.47,77.17,HIGH,25.79,15.14
2012,BHR001856,4.82,14.93,16.06,7.03,28.1,41.2,6.62,5.74,19.44,1,39.49,62750,14.33,107.54,55.68,MODERATE,3.17,6.97
2011,BHR001857,4.94,15.12,18.78,4.86,17.1,62.77,4.03,4.57,14.22,1,7.28,228219,14.22,61.9,28.47,UNKNOWN,13.87,18.35
2014,BHR001858,2.86,5.47,7.05,2.44,12.24,15.27,11.0,1.0,56.07,1,33.77,159850,5.17,95.2,8.65,HIGH,26.36,20.96
2016,BHR001859,7.11,5.74,21.43,5.63,7.71,53.63,5.42,8.76,63.77,1,35.45,4950,5.09,160.68,50.32,HIGH,14.61,0.91
2023,BHR001860,8.75,11.89,20.73,6.84,12.9,62.78,5.57,4.0,55.08,0,64.17,164079,11.52,69.42,31.31,MODERATE,18.2,29.92
2018,BHR001861,4.37,17.83,7.72,4.9,18.29,43.79,11.02,0.81,55.8,1,63.4,35188,13.6,22.17,28.34,MODERATE,11.59,5.88
2022,BHR001862,2.58,9.55,7.94,6.81,25.88,37.02,2.33,7.6,50.54,1,36.86,71659,10.1,160.16,43.38,UNKNOWN,10.93,8.25
2020,BHR001863,7.48,6.7,7.93,1.58,13.01,15.14,8.29,7.43,17.09,0,62.67,59514,11.02,16.97,73.04,HIGH,14.08,19.26
2015,BHR001864,3.71,17.62,13.68,7.72,19.15,61.82,3.73,8.09,40.67,1,34.89,81308,8.68,229.33,64.61,MODERATE,30.27,20.97
2016,BHR001865,6.41,7.43,15.87,2.15,13.41,65.42,9.15,6.62,51.52,1,64.53,59143,8.79,207.84,5.88,LOW,10.67,24.29
2021,BHR001866,4.92,9.15,16.65,7.4,15.97,29.68,6.22,1.05,30.93,1,24.39,240737,1.26,143.66,79.94,LOW,4.21,24.83
2011,BHR001867,3.64,14.49,6.8,2.95,26.38,24.55,6.27,2.53,44.7,0,51.15,54477,5.05,115.1,63.15,LOW,34.59,14.66
2018,BHR001868,7.59,9.21,10.72,6.67,19.84,46.23,9.75,0.93,43.53,1,9.64,92331,3.44,43.56,44.0,HIGH,6.61,8.4
2025,BHR001869,8.17,5.31,18.14,6.41,25.23,64.37,11.21,3.9,41.67,0,58.07,104261,10.74,9.29,80.22,HIGH,19.45,6.62
2015,BHR001870,3.66,7.8,19.79,6.35,13.6,71.36,8.05,5.11,32.54,0,63.92,193486,16.78,204.64,73.08,MODERATE,9.24,8.64
2018,BHR001871,3.19,5.56,17.35,7.07,14.97,26.23,9.91,6.82,41.81,0,41.35,12672,9.39,91.4,51.01,LOW,1.68,20.03
2023,BHR001872,5.06,14.07,8.32,1.69,12.19,50.51,2.7,5.32,47.04,0,22.71,135786,2.87,123.07,35.16,MODERATE,11.95,5.27
2025,BHR001873,3.84,5.36,6.32,2.99,25.57,52.17,2.83,7.48,26.29,0,54.58,5886,0.91,198.42,1.0,MODERATE,31.78,10.77
2019,BHR001874,6.59,6.48,12.52,7.19,21.95,13.22,5.06,5.02,27.83,1,44.63,237233,8.6,187.47,56.46,LOW,6.82,13.17
2012,BHR001875,6.5,16.16,21.22,2.82,9.46,49.32,9.54,4.08,53.31,0,25.58,131030,17.43,181.91,10.23,UNKNOWN,1.39,4.6
2018,BHR001876,7.85,12.23,18.47,6.19,7.23,39.2,2.62,3.71,19.03,1,11.88,112257,9.49,246.54,75.48,LOW,0.52,28.42
2019,BHR001877,4.75,17.13,19.0,6.08,13.74,22.05,11.94,0.95,40.1,1,5.95,208007,8.54,24.69,59.86,UNKNOWN,21.77,20.92
2024,BHR001878,3.34,10.65,14.44,3.17,24.95,7.88,11.99,5.47,20.25,1,1.7,219060,10.07,122.27,51.37,UNKNOWN,33.36,22.76
2024,BHR001879,4.67,7.5,9.77,3.74,13.06,5.99,6.51,6.38,11.39,0,44.71,54834,17.56,56.24,72.59,LOW,31.4,21.76
2015,BHR001880,5.24,9.2,15.88,3.79,20.98,29.12,10.17,1.79,38.46,0,3.31,52041,11.05,13.8,50.62,UNKNOWN,19.46,2.81
2019,BHR001881,7.85,10.02,6.62,3.97,31.78,14.36,4.26,3.47,25.25,1,36.25,146341,10.67,82.27,31.89,UNKNOWN,22.35,28.21
2023,BHR001882,5.58,11.77,15.9,6.88,18.51,48.84,6.15,7.42,44.93,0,51.3,235746,10.99,233.57,1.04,HIGH,19.94,29.44
2022,BHR001883,2.48,12.83,6.06,6.06,27.99,4.98,9.63,7.69,26.78,1,21.17,123427,14.49,149.46,75.32,LOW,4.4,25.81
2017,BHR001884,3.43,11.2,16.32,1.69,23.94,10.87,8.34,2.74,32.24,1,28.63,249005,6.47,8.87,57.75,MODERATE,31.91,4.46
2013,BHR001885,5.87,9.26,19.73,1.88,24.3,49.21,10.14,7.89,46.95,0,28.99,25991,11.81,249.38,45.63,MODERATE,21.71,11.51
2012,BHR001886,5.65,9.62,12.89,4.71,24.5,11.21,6.68,7.12,26.58,1,10.7,76757,8.1,31.02,75.29,MODERATE,3.35,8.99
2014,BHR001887,7.33,10.84,17.89,2.05,20.09,41.85,4.84,4.6,64.73,0,3.01,198549,6.84,68.77,0.33,HIGH,4.46,2.5
2018,BHR001888,5.41,11.07,15.65,1.52,13.29,45.78,4.82,6.54,53.72,0,41.67,89095,4.13,0.17,53.4,HIGH,13.19,24.09
2017,BHR001889,3.04,10.96,8.92,6.05,12.33,50.01,9.57,4.62,62.61,0,6.21,218761,13.57,56.43,17.24,UNKNOWN,22.16,28.72
2025,BHR001890,6.04,8.8,10.78,7.28,31.44,52.18,2.04,8.14,45.37,0,40.32,135905,0.63,93.67,79.8,HIGH,23.23,15.2
2025,BHR001891,9.25,9.53,17.21,3.56,22.88,71.6,9.01,7.79,33.48,0,20.55,164117,2.49,29.52,32.48,MODERATE,11.35,15.53
2025,BHR001892,7.62,12.94,18.99,7.85,30.99,64.85,9.75,5.77,51.88,1,55.07,28555,17.87,100.92,19.71,MODERATE,24.68,27.33
2021,BHR001893,8.44,9.36,20.17,4.39,17.62,54.26,2.95,6.91,63.18,1,45.59,10640,8.7,183.8,73.37,MODERATE,25.2,4.95
2020,BHR001894,7.98,9.92,20.17,7.42,8.32,28.91,3.51,7.96,30.59,0,63.04,150407,16.75,83.6,14.32,MODERATE,13.03,2.77
2022,BHR001895,7.2,11.82,10.03,3.65,22.35,18.3,7.76,6.95,27.01,1,37.78,161120,16.27,224.26,37.78,MODERATE,14.4,15.28
2019,BHR001896,8.4,8.79,13.18,5.78,29.03,39.53,8.19,8.16,24.53,0,42.04,33750,17.63,210.15,21.68,MODERATE,6.06,7.59
2022,BHR001897,2.44,9.66,7.02,3.35,12.37,27.66,5.78,2.08,18.59,1,64.58,236410,13.9,34.52,60.05,HIGH,3.87,29.39
2011,BHR001898,5.29,14.83,21.14,7.74,12.19,31.42,9.3,2.86,17.24,1,23.87,157253,11.93,225.91,58.32,LOW,33.34,26.32
2011,BHR001899,9.17,14.83,10.82,1.85,7.74,37.14,2.79,2.49,32.26,1,48.85,117468,9.14,39.75,66.1,MODERATE,26.74,4.91
2020,BHR001900,9.42,8.78,19.28,5.75,6.35,63.7,4.8,7.71,40.28,0,1.36,232341,6.68,23.66,60.29,HIGH,21.6,25.68
2022,BHR001901,3.73,10.13,13.87,2.6,26.06,72.12,9.91,3.07,37.38,0,59.88,110835,6.49,166.45,69.35,UNKNOWN,34.8,6.97
2015,BHR001902,7.12,6.88,20.06,6.72,6.74,45.64,3.36,6.09,11.59,0,32.48,223575,7.16,30.56,73.71,UNKNOWN,11.1,20.72
2012,BHR001903,7.93,14.59,12.36,2.04,31.5,67.6,11.16,3.8,14.32,0,36.46,28001,7.06,146.79,25.24,UNKNOWN,2.23,5.49
2023,BHR001904,5.6,10.28,10.68,1.71,25.26,10.34,4.39,1.88,57.22,1,44.07,160592,11.17,161.33,67.94,HIGH,14.58,4.29
2016,BHR001905,2.4,6.88,6.66,6.66,22.57,13.05,2.57,6.16,48.42,0,57.68,80715,17.28,12.84,25.15,LOW,4.8,17.79
2014,BHR001906,7.4,5.89,15.48,4.5,9.69,32.22,5.4,4.41,39.24,1,11.82,160220,6.54,239.86,31.4,HIGH,15.39,17.5
2011,BHR001907,8.19,10.33,12.15,3.12,30.1,39.95,6.28,3.26,24.78,1,44.69,212486,17.02,53.14,84.68,MODERATE,20.82,1.24
2013,BHR001908,3.73,16.93,16.01,6.97,7.7,49.91,7.15,6.61,14.55,0,12.26,65960,10.54,244.8,35.41,LOW,19.37,19.28
2022,BHR001909,8.26,16.05,15.13,2.41,21.22,52.02,8.05,8.0,22.89,0,1.35,240417,2.25,225.39,61.83,HIGH,14.45,6.01
2011,BHR001910,3.07,7.67,11.38,2.13,12.64,35.73,9.74,3.89,27.36,1,27.44,203948,8.86,213.63,19.28,MODERATE,1.88,2.45
2023,BHR001911,2.29,6.46,16.12,6.5,12.35,30.51,2.92,0.94,47.63,1,0.52,37384,9.98,154.91,47.15,HIGH,21.83,10.43
2018,BHR001912,4.87,16.92,7.08,7.79,25.52,30.59,6.09,4.6,16.36,0,61.38,151707,3.45,187.64,55.52,LOW,6.41,12.4
2011,BHR001913,3.8,6.3,16.94,5.18,31.4,2.17,4.35,7.31,12.4,0,59.38,102575,8.73,176.23,68.06,HIGH,12.33,22.96
2019,BHR001914,5.76,6.62,6.34,3.71,11.99,73.09,2.45,5.11,26.33,0,57.94,110262,13.28,181.19,17.63,MODERATE,4.46,2.68
2016,BHR001915,4.12,8.1,21.7,4.23,25.0,37.32,4.79,5.58,49.43,0,5.6,54106,2.82,4.54,24.03,LOW,18.14,1.75
2024,BHR001916,9.21,7.93,17.66,2.57,21.37,37.19,2.64,5.13,24.18,0,57.56,137450,9.08,159.22,12.77,LOW,1.31,1.97
2014,BHR001917,3.24,6.18,11.78,6.72,23.29,41.54,4.05,1.52,39.64,0,40.22,181754,2.54,117.72,13.71,LOW,25.53,7.88
2019,BHR001918,8.0,14.46,16.91,4.39,21.24,9.34,10.88,1.2,37.35,1,57.88,169204,17.25,202.8,29.3,HIGH,20.77,15.59
2014,BHR001919,2.71,15.02,10.09,6.98,19.25,51.75,2.89,7.17,19.87,0,5.04,110528,11.63,146.72,36.83,UNKNOWN,6.77,29.37
2025,BHR001920,8.43,11.83,19.36,3.29,8.81,10.17,4.16,2.19,37.47,0,34.09,19891,15.74,87.79,40.81,UNKNOWN,3.88,7.26
2018,BHR001921,4.63,15.55,11.06,5.68,9.19,29.95,8.05,5.33,53.15,1,0.0,6674,8.92,47.54,62.43,LOW,2.1,15.09
