civic_engage_measurement_year,civic_engage_community_area_id,civic_engage_volunteering_rate_pct,civic_engage_charitable_giving_rate_pct,civic_engage_civic_meeting_attendance_rate,civic_engage_contacted_official_rate,civic_engage_petition_signed_rate,civic_engage_protest_participation_rate,civic_engage_news_consumption_frequency,civic_engage_local_news_availability_index,civic_engage_library_membership_rate,civic_engage_public_hearing_participation,civic_engage_school_board_turnout_rate,civic_engage_trust_in_government_score,civic_engage_social_capital_index,civic_engage_neighbor_helpfulness_score,civic_engage_cross_partisan_contact_rate,civic_engage_community_org_density,civic_engage_broadband_access_for_civic,civic_engage_civic_tech_usage_rate
2010,AREA000001664,59.24,53.25,32.3,6.21,50.28,14.85,RARELY,4.2,71.56,38.03,37.64,92.31,21.47,7.3,46.95,15.6699,52.58,15.1
2011,AREA000001665,21.48,2.88,24.8,34.37,11.21,3.73,SEVERAL_WEEK,44.04,19.97,18.62,6.93,14.5,32.5,77.32,2.0,10.2168,75.56,68.01
2013,AREA000001666,4.21,31.23,30.99,16.49,53.51,17.97,DAILY,45.33,57.42,13.76,6.12,52.58,32.08,26.13,8.1,16.499,50.74,3.21
2013,AREA000001667,20.88,25.94,16.8,29.84,0.42,20.81,SEVERAL_WEEK,30.39,49.17,28.13,35.23,50.32,48.43,38.18,31.07,6.8461,48.45,68.69
2016,AREA000001668,11.35,26.26,10.4,0.97,26.44,20.19,SEVERAL_WEEK,79.94,11.64,27.78,21.83,96.09,2.83,56.76,45.8,14.2448,84.11,51.28
2014,AREA000001669,12.97,38.02,16.38,11.27,41.43,8.83,SEVERAL_WEEK,74.77,32.95,11.5,39.67,15.13,74.86,26.49,1.59,16.3418,83.1,53.22
2021,AREA000001670,14.16,30.41,13.16,15.26,10.69,4.39,DAILY,95.59,71.73,35.8,32.98,76.03,65.48,74.74,9.53,15.5016,50.84,12.63
2014,AREA000001671,41.25,2.88,16.55,28.96,54.92,20.7,DAILY,8.0,17.94,17.87,22.61,88.6,57.31,64.31,46.47,10.4693,63.69,65.35
2018,AREA000001672,34.55,49.12,7.39,33.49,33.6,16.26,SEVERAL_WEEK,32.34,31.1,15.33,15.29,16.19,33.26,36.22,54.52,13.8926,69.17,0.12
2011,AREA000001673,3.89,22.85,26.24,1.18,49.43,18.69,SEVERAL_WEEK,67.08,46.56,34.36,35.6,95.15,8.59,82.77,43.88,16.9077,60.88,54.63
2008,AREA000001674,49.84,78.2,38.59,8.78,0.04,17.87,SEVERAL_WEEK,27.53,56.09,32.55,16.05,86.52,58.22,27.08,44.28,21.1571,67.79,22.46
2025,AREA000001675,57.41,15.37,4.1,31.59,40.05,3.98,DAILY,7.85,10.3,22.44,1.09,30.72,94.97,40.49,6.54,8.5428,30.83,27.79
2008,AREA000001676,3.73,49.05,30.87,16.29,16.6,11.25,SEVERAL_WEEK,56.03,51.2,24.04,35.61,99.55,79.38,25.59,58.19,5.0001,65.42,15.88
2007,AREA000001677,10.9,78.7,24.96,0.07,32.51,16.62,SEVERAL_WEEK,74.15,33.34,11.44,51.5,75.52,94.18,90.84,50.05,19.1631,95.4,41.99
2011,AREA000001678,57.68,65.72,5.84,22.07,4.44,24.67,WEEKLY,52.68,44.37,38.33,33.63,86.58,17.44,2.55,26.0,19.8335,35.61,29.61
2014,AREA000001679,57.41,11.66,36.99,25.4,3.14,10.26,MONTHLY,40.65,33.77,30.04,33.42,0.4,33.08,46.09,40.8,9.6154,30.45,7.73
2025,AREA000001680,61.83,76.99,4.15,3.36,23.62,3.83,RARELY,39.84,24.29,6.61,43.63,4.77,37.38,64.35,1.93,7.1543,36.19,27.88
2014,AREA000001681,19.84,19.16,33.35,8.6,52.66,8.0,DAILY,14.79,67.12,25.52,8.99,3.09,9.26,46.37,38.76,16.8094,70.57,61.49
2021,AREA000001682,58.18,67.98,20.76,13.19,8.75,23.9,WEEKLY,29.63,6.0,26.75,33.84,18.52,89.05,65.28,7.71,19.8285,87.57,16.73
2009,AREA000001683,24.48,2.68,22.1,13.21,37.56,0.82,RARELY,56.1,69.7,29.21,2.84,53.95,49.3,19.96,10.3,13.7638,68.46,24.81
2009,AREA000001684,5.6,47.55,32.72,1.77,32.96,17.75,WEEKLY,62.15,8.65,9.46,21.14,1.51,8.6,30.86,56.1,4.1265,68.76,32.48
2021,AREA000001685,51.88,1.48,37.03,7.88,5.07,11.24,SEVERAL_WEEK,1.85,49.09,15.52,34.52,25.12,93.32,15.97,55.42,8.817,31.39,24.66
2021,AREA000001686,15.85,10.38,2.95,30.48,41.19,19.9,WEEKLY,97.42,58.83,18.29,40.93,95.01,19.81,58.88,19.48,11.7055,30.9,67.0
2017,AREA000001687,12.61,50.49,24.69,21.6,18.45,10.01,RARELY,73.5,15.3,24.97,48.55,90.06,8.08,0.29,5.54,12.8806,58.09,6.75
2006,AREA000001688,8.02,9.53,29.75,29.35,33.61,18.66,DAILY,9.76,46.55,0.29,1.39,94.67,7.59,37.3,33.05,5.8111,93.37,51.79
2019,AREA000001689,16.15,75.0,18.99,29.51,49.07,15.12,DAILY,63.44,33.11,11.07,12.09,1.18,38.57,16.24,71.66,22.6593,46.09,13.24
2018,AREA000001690,2.86,75.51,17.29,19.28,0.45,12.53,WEEKLY,86.8,41.29,27.88,20.85,76.62,78.51,84.76,88.92,12.8423,69.41,11.8
2022,AREA000001691,30.53,24.45,4.48,1.19,7.84,13.68,SEVERAL_WEEK,75.72,63.95,25.38,49.96,82.62,12.99,8.37,21.02,18.701,84.57,27.2
2020,AREA000001692,48.59,50.4,21.58,30.79,18.65,17.52,DAILY,13.44,1.23,17.87,7.96,72.77,47.7,21.38,33.81,12.2822,86.18,19.98
2018,AREA000001693,56.49,6.55,33.33,16.67,49.84,17.17,WEEKLY,69.96,68.97,9.91,46.04,11.61,83.49,44.17,67.76,8.695,89.51,46.51
2008,AREA000001694,21.23,60.3,37.8,18.33,43.34,19.19,WEEKLY,34.41,32.17,3.17,49.86,47.54,39.22,62.09,98.9,19.3465,38.6,6.16
2014,AREA000001695,1.88,24.64,34.21,34.84,17.95,21.05,SEVERAL_WEEK,3.86,12.96,1.03,28.58,65.8,19.19,68.53,80.57,13.0386,34.09,37.7
2008,AREA000001696,49.64,31.15,41.44,26.41,48.18,18.04,SEVERAL_WEEK,53.32,72.28,2.08,11.12,61.48,38.63,41.05,39.81,21.2249,38.12,13.7
2021,AREA000001697,33.09,42.4,4.92,0.45,15.02,13.47,SEVERAL_WEEK,87.48,4.48,3.02,2.22,21.43,81.83,1.76,83.1,5.7379,32.94,51.62
2017,AREA000001698,6.63,57.96,14.62,20.15,13.25,15.71,SEVERAL_WEEK,47.11,54.63,31.41,10.5,72.72,93.44,61.0,26.2,11.5878,83.41,44.11
2025,AREA000001699,41.28,76.32,33.47,16.47,43.63,16.79,SEVERAL_WEEK,14.35,54.64,1.6,27.46,59.62,34.73,67.9,61.93,1.6546,57.54,33.79
2006,AREA000001700,32.82,76.18,0.82,0.36,33.44,13.62,WEEKLY,41.67,54.49,38.2,13.61,64.8,0.56,22.54,47.01,15.2331,89.03,21.07
2018,AREA000001701,17.77,64.89,8.53,18.89,54.57,13.19,DAILY,82.27,37.95,30.71,54.08,39.36,87.36,42.52,17.54,4.1016,38.57,17.12
2010,AREA000001702,15.21,76.11,23.64,30.9,11.98,14.24,WEEKLY,78.58,50.3,16.33,1.08,9.79,95.53,49.05,8.92,15.8825,71.95,0.65
2025,AREA000001703,29.14,38.87,14.18,16.86,10.7,24.23,WEEKLY,8.36,30.14,12.52,21.94,85.02,83.89,42.06,24.79,24.6069,30.98,54.15
2007,AREA000001704,25.95,79.54,4.27,27.47,47.41,0.05,RARELY,0.91,27.79,8.15,19.04,85.88,48.96,51.64,42.56,10.5339,88.59,31.47
2007,AREA000001705,25.22,34.07,36.61,19.09,32.6,3.91,SEVERAL_WEEK,30.89,83.13,6.86,19.38,73.98,28.45,20.51,74.17,11.8247,35.49,64.05
2008,AREA000001706,12.86,23.87,20.83,9.54,30.66,22.93,DAILY,17.46,31.49,26.47,40.08,98.47,94.97,18.63,33.81,5.563,49.63,47.55
2011,AREA000001707,31.11,26.26,37.9,16.25,5.81,9.26,DAILY,5.95,61.67,21.6,43.5,46.95,42.19,69.43,99.51,0.6241,36.89,64.94
2010,AREA000001708,2.3,72.81,40.67,0.21,29.91,2.37,RARELY,47.15,21.45,24.28,4.99,82.85,47.77,8.58,58.93,10.3522,42.93,46.33
2021,AREA000001709,49.06,44.55,20.31,33.87,16.72,1.43,SEVERAL_WEEK,82.78,58.41,23.31,46.64,62.86,7.93,40.12,35.14,21.5342,65.14,69.8
2022,AREA000001710,53.14,48.63,12.04,11.33,41.6,4.22,DAILY,94.13,38.97,2.8,25.56,84.8,45.57,18.72,26.6,19.0672,58.83,62.74
2015,AREA000001711,4.2,71.88,34.73,15.36,52.66,24.98,RARELY,25.88,51.08,15.29,17.33,31.64,79.77,69.82,41.34,7.7686,75.51,60.37
2014,AREA000001712,44.69,12.31,29.57,34.45,47.6,15.44,DAILY,10.69,38.72,17.73,42.17,60.77,35.26,85.7,17.05,4.9358,83.51,50.7
2010,AREA000001713,62.26,38.74,8.36,15.42,0.66,9.58,SEVERAL_WEEK,0.48,17.59,6.09,24.75,83.0,70.54,57.1,41.58,23.0352,71.07,33.15
2005,AREA000001714,52.45,38.74,16.98,20.18,3.3,7.7,WEEKLY,7.79,37.67,35.46,8.4,33.81,67.47,52.44,21.88,0.1313,60.66,51.42
2017,AREA000001715,22.81,37.63,38.48,17.4,15.69,14.9,SEVERAL_WEEK,34.24,69.55,11.22,31.75,27.65,18.57,14.96,29.1,6.9698,98.34,62.22
2012,AREA000001716,22.39,29.81,20.92,7.96,37.56,8.53,DAILY,86.81,13.99,27.65,51.84,50.19,48.99,93.25,18.56,23.3762,91.78,4.04
2015,AREA000001717,56.69,42.51,35.58,7.28,34.39,8.91,DAILY,83.82,18.26,37.87,34.44,66.71,82.24,74.49,85.22,9.6248,50.78,50.96
2018,AREA000001718,5.29,44.59,1.69,4.76,40.85,9.19,WEEKLY,73.13,72.82,15.73,35.15,61.71,72.05,35.68,60.43,24.1205,59.1,65.01
2006,AREA000001719,29.75,75.82,8.9,4.91,21.24,1.83,MONTHLY,42.11,57.14,14.24,32.81,63.24,5.4,17.53,3.26,12.7306,90.45,66.79
2017,AREA000001720,11.09,55.47,13.21,29.2,33.54,10.01,WEEKLY,89.65,51.64,27.78,25.22,19.33,32.99,42.43,46.52,13.0914,30.87,3.98
2016,AREA000001721,34.31,45.19,38.12,7.69,21.34,3.36,SEVERAL_WEEK,38.08,70.63,36.18,20.4,83.61,50.42,17.03,24.27,15.2327,90.59,68.16
2020,AREA000001722,59.31,29.23,32.27,33.52,37.69,9.43,WEEKLY,72.35,14.35,24.45,22.63,45.88,76.87,0.47,97.2,8.8044,97.46,30.09
2010,AREA000001723,4.21,15.49,2.23,0.86,20.57,24.71,SEVERAL_WEEK,38.11,49.77,28.69,38.3,2.22,31.91,16.21,37.72,6.1276,30.5,40.37
2010,AREA000001724,35.06,38.68,34.19,11.63,38.45,22.51,DAILY,13.31,18.58,21.47,33.55,75.04,57.44,78.02,74.11,19.8245,81.77,42.67
2006,AREA000001725,55.48,5.55,21.23,11.45,24.67,5.31,SEVERAL_WEEK,41.84,60.24,17.75,54.9,36.72,69.27,14.56,19.95,21.7348,77.02,36.77
2015,AREA000001726,36.8,28.07,11.79,15.04,2.54,20.45,DAILY,43.42,34.5,0.6,17.36,35.66,81.0,7.94,46.2,6.5771,71.54,7.63
2005,AREA000001727,48.57,8.07,7.95,30.41,18.96,21.03,SEVERAL_WEEK,48.96,49.11,17.83,11.06,64.27,8.28,65.91,90.62,8.103,65.59,28.84
2005,AREA000001728,7.29,24.0,7.75,11.01,1.85,17.55,DAILY,33.92,62.25,9.96,37.21,82.07,28.53,50.78,52.22,14.2074,30.49,4.55
2018,AREA000001729,48.43,64.74,13.26,27.21,22.44,15.27,RARELY,88.69,85.13,16.12,13.65,38.92,79.43,60.43,58.62,10.5701,38.19,25.82
2013,AREA000001730,25.03,3.73,31.46,25.41,14.39,23.4,SEVERAL_WEEK,22.88,40.46,7.15,25.53,71.53,54.05,19.26,98.17,4.2556,55.93,9.06
2018,AREA000001731,3.9,51.26,34.05,31.14,15.89,8.71,RARELY,44.68,61.81,17.23,8.13,27.47,92.03,26.68,89.17,15.9448,74.4,19.14
2005,AREA000001732,24.25,58.47,36.49,28.0,37.66,3.74,SEVERAL_WEEK,68.2,85.33,31.15,26.11,24.77,0.06,3.59,36.41,8.1868,73.2,22.32
2019,AREA000001733,10.33,26.73,33.61,34.05,50.43,21.92,WEEKLY,88.74,39.8,9.47,6.87,10.53,26.64,27.32,26.83,16.3654,99.06,55.62
2014,AREA000001734,62.15,66.76,33.5,18.2,38.97,9.19,DAILY,84.21,30.57,6.98,40.53,69.0,14.71,62.45,74.68,4.2359,82.84,10.1
2017,AREA000001735,27.97,7.21,38.2,20.51,8.99,8.07,MONTHLY,60.21,60.97,27.53,44.52,43.97,15.93,92.28,59.72,18.8049,85.22,61.86
2020,AREA000001736,56.32,58.19,28.58,34.11,35.67,3.11,SEVERAL_WEEK,64.55,60.47,36.78,38.82,45.4,56.5,22.36,94.94,17.8235,32.12,2.47
2017,AREA000001737,8.17,27.16,33.65,22.97,24.22,8.38,DAILY,35.49,75.42,15.79,30.81,72.82,68.8,84.12,17.83,16.8781,44.86,55.45
2022,AREA000001738,21.31,29.08,22.79,4.25,43.56,13.28,SEVERAL_WEEK,14.93,64.34,19.07,5.94,31.09,14.29,26.46,38.95,13.4617,80.39,17.8
2021,AREA000001739,52.29,24.22,24.64,9.0,33.81,23.06,WEEKLY,29.29,79.52,10.12,8.02,81.47,100.0,74.56,73.58,3.7336,48.05,22.75
2020,AREA000001740,3.26,68.73,34.74,2.08,10.44,8.21,DAILY,15.6,77.83,23.06,32.0,8.48,3.28,69.57,6.56,18.6392,82.23,10.83
2020,AREA000001741,5.2,52.34,32.82,25.86,43.61,1.79,SEVERAL_WEEK,48.77,58.79,39.08,36.45,13.37,6.39,16.69,51.34,4.966,78.61,53.87
2011,AREA000001742,49.08,2.68,14.05,14.59,5.01,24.7,SEVERAL_WEEK,60.81,75.74,30.1,38.16,41.28,62.16,85.32,61.5,14.0965,46.73,36.46
2023,AREA000001743,9.32,2.34,0.33,34.66,5.29,6.35,DAILY,86.82,3.46,35.81,18.41,46.32,23.39,76.31,24.05,5.938,52.29,13.59
2012,AREA000001744,18.58,36.62,15.22,34.84,7.94,19.7,MONTHLY,81.5,63.85,7.56,10.33,44.83,25.83,63.21,1.06,19.6306,37.36,3.35
2016,AREA000001745,12.13,38.85,4.15,14.33,9.19,8.61,SEVERAL_WEEK,75.48,15.37,30.72,45.27,82.65,66.59,26.67,47.77,8.6478,67.27,35.11
2016,AREA000001746,37.57,16.31,1.86,7.21,5.6,6.88,WEEKLY,13.84,33.19,15.57,40.12,30.64,86.15,90.81,2.99,19.0333,48.09,66.24
2016,AREA000001747,50.53,26.21,5.14,32.03,10.7,19.23,SEVERAL_WEEK,92.53,71.36,24.97,26.37,26.66,35.24,3.84,50.35,5.5518,45.83,17.7
2019,AREA000001748,14.89,68.32,12.6,17.43,7.63,17.96,DAILY,11.64,61.26,21.95,5.43,60.95,32.24,8.21,15.23,2.4892,65.0,32.06
2024,AREA000001749,57.54,19.56,31.43,8.72,36.47,7.22,DAILY,6.24,61.68,4.24,28.17,94.64,77.17,38.0,18.6,23.7178,53.0,27.23
2024,AREA000001750,1.82,15.5,13.45,20.76,48.79,21.63,RARELY,79.98,55.1,2.01,26.74,59.0,15.72,32.25,28.99,20.3792,79.81,9.93
2023,AREA000001751,48.67,22.52,1.29,34.45,49.1,10.25,WEEKLY,90.65,65.45,36.44,34.67,53.94,70.37,75.26,75.22,10.6632,70.59,16.29
2024,AREA000001752,61.99,29.14,14.83,29.45,7.35,6.12,DAILY,41.58,30.53,38.61,46.17,18.56,4.7,43.3,19.8,3.8481,32.23,35.65
2025,AREA000001753,15.5,38.8,12.53,14.21,33.73,23.8,WEEKLY,30.95,42.19,30.84,16.6,51.21,66.53,69.44,50.77,9.1082,99.36,38.01
2005,AREA000001754,6.15,48.47,16.57,26.42,3.27,8.51,DAILY,44.89,30.84,33.53,14.43,80.04,90.65,28.82,0.51,19.3435,62.42,25.28
2011,AREA000001755,55.34,70.25,31.91,34.66,46.25,11.99,DAILY,4.06,62.84,21.53,8.59,35.3,15.87,41.3,42.11,14.0708,45.57,50.84
2007,AREA000001756,1.69,76.95,21.72,19.96,4.88,11.46,WEEKLY,35.78,36.4,0.44,34.61,48.69,70.91,31.66,38.73,10.7323,39.05,25.42
2020,AREA000001757,18.19,79.16,33.39,10.68,35.7,12.08,DAILY,54.67,33.68,38.31,50.7,42.83,50.86,75.46,9.97,23.8539,75.76,4.69
2016,AREA000001758,8.14,20.47,6.43,18.54,21.25,12.95,SEVERAL_WEEK,80.69,36.93,36.77,13.64,6.11,46.39,75.56,25.0,6.1203,53.57,40.16
2006,AREA000001759,42.59,21.11,7.14,24.55,53.4,9.77,MONTHLY,25.83,58.24,25.09,40.03,86.49,96.8,91.31,64.06,6.3784,68.23,38.5
2022,AREA000001760,55.06,17.93,2.19,6.65,28.4,22.39,WEEKLY,16.74,31.77,30.15,45.81,17.12,62.1,99.43,82.55,20.3231,45.3,47.87
2009,AREA000001761,29.52,63.84,3.36,5.31,51.5,16.08,DAILY,0.22,83.04,31.27,12.74,20.58,96.42,81.66,8.93,13.7452,89.68,32.74
2024,AREA000001762,49.35,11.34,33.04,26.38,4.35,15.33,SEVERAL_WEEK,73.06,63.76,39.48,29.62,6.59,1.17,93.32,43.83,8.9982,75.58,28.63
2013,AREA000001763,38.09,14.5,22.08,12.23,6.45,14.87,MONTHLY,30.12,26.21,14.61,50.24,44.68,87.0,2.28,21.79,22.6765,91.65,39.72
2016,AREA000001764,24.67,16.66,36.63,1.91,39.21,12.21,WEEKLY,13.43,80.09,5.64,32.42,84.47,14.91,80.39,53.76,6.801,90.23,68.47
2008,AREA000001765,24.65,2.12,10.87,0.14,48.29,12.94,DAILY,68.14,38.15,14.23,19.8,81.1,21.11,23.61,13.8,18.1992,70.98,28.95
2019,AREA000001766,32.3,5.83,13.58,13.21,26.88,19.52,DAILY,51.12,22.13,26.79,21.63,52.85,93.03,69.57,68.79,8.8612,65.25,8.87
2009,AREA000001767,43.81,38.69,29.05,14.85,44.94,8.87,WEEKLY,16.6,75.83,11.83,19.1,71.9,68.62,43.03,38.04,5.7224,95.57,56.27
2014,AREA000001768,62.99,56.97,33.13,20.43,22.73,15.05,SEVERAL_WEEK,31.78,13.99,7.34,54.77,62.72,5.39,69.74,8.47,22.0544,77.47,26.42
2015,AREA000001769,2.31,13.03,21.34,17.17,6.42,23.79,DAILY,95.9,45.75,26.3,27.85,65.54,64.27,85.63,71.53,22.3138,74.46,10.78
2007,AREA000001770,35.13,57.67,38.54,6.74,33.89,23.96,DAILY,52.64,84.81,34.9,37.18,45.33,93.29,1.94,20.8,8.1047,60.17,40.2
2010,AREA000001771,47.5,14.79,34.51,26.92,30.78,5.19,DAILY,62.92,49.82,15.32,43.8,99.13,88.34,99.48,7.88,17.3183,79.98,58.83
2015,AREA000001772,46.96,37.61,13.19,22.63,5.9,7.81,SEVERAL_WEEK,87.85,47.95,30.38,0.31,70.69,82.84,67.13,87.41,1.5509,40.2,6.1
2013,AREA000001773,25.16,69.85,8.54,18.63,30.6,3.52,DAILY,46.44,69.39,15.19,51.5,67.66,14.25,13.64,27.73,9.6294,40.01,16.38
2006,AREA000001774,55.79,2.92,8.81,26.73,7.07,15.33,SEVERAL_WEEK,18.24,22.24,35.27,33.45,22.3,95.69,8.8,51.9,1.8011,93.64,59.4
2009,AREA000001775,40.38,25.98,13.36,8.47,17.51,14.95,DAILY,92.53,28.9,14.84,45.54,53.09,78.01,84.73,73.73,4.0439,63.68,10.64
2019,AREA000001776,16.37,71.06,8.56,13.17,34.95,19.86,SEVERAL_WEEK,91.73,16.86,23.9,49.44,78.65,28.92,82.35,84.26,12.8694,41.95,6.98
2012,AREA000001777,24.22,23.31,40.52,13.8,16.43,13.07,MONTHLY,39.41,70.54,24.29,47.94,41.5,60.03,59.68,85.12,8.7006,77.24,17.95
2025,AREA000001778,44.61,14.31,29.48,30.85,10.21,24.44,DAILY,31.23,72.69,6.1,31.94,29.93,88.07,3.61,96.48,2.7632,53.3,39.73
2011,AREA000001779,32.74,12.35,3.67,11.71,32.92,23.0,SEVERAL_WEEK,90.11,43.77,30.49,3.55,92.72,2.44,67.7,35.94,9.0089,48.27,3.71
2005,AREA000001780,30.54,23.75,23.11,22.57,5.53,18.39,SEVERAL_WEEK,82.3,83.55,32.4,33.39,40.63,64.5,55.99,77.17,17.8331,97.17,43.61
2016,AREA000001781,48.2,17.82,39.99,2.9,46.93,18.54,SEVERAL_WEEK,85.23,8.86,17.61,54.06,68.4,86.33,40.94,50.21,15.075,64.7,20.61
2007,AREA000001782,20.94,19.71,8.5,7.24,38.0,11.38,WEEKLY,90.67,77.16,14.81,41.05,66.73,74.63,62.66,14.32,16.0212,79.35,3.66
2006,AREA000001783,16.67,48.11,29.55,2.79,32.28,6.33,DAILY,50.48,34.43,32.91,3.22,57.51,56.66,43.51,83.97,3.6513,61.75,37.0
2023,AREA000001784,33.31,62.17,9.15,19.18,28.96,21.78,DAILY,20.95,38.41,22.56,11.32,57.03,22.83,27.65,52.25,21.5229,84.93,61.66
2015,AREA000001785,64.53,67.87,32.63,34.23,15.49,2.13,DAILY,63.28,79.87,0.46,46.73,4.81,12.71,62.77,87.36,16.8746,51.6,31.69
2023,AREA000001786,29.38,74.08,33.96,28.48,44.94,11.2,DAILY,54.63,57.85,38.89,32.95,10.14,21.5,84.88,46.39,17.3422,75.97,63.27
2022,AREA000001787,14.33,19.63,17.4,12.93,9.15,10.32,RARELY,42.66,31.65,25.99,0.18,8.05,80.9,57.48,34.23,23.5025,33.03,25.63
2013,AREA000001788,44.62,23.73,4.12,28.77,23.24,0.48,WEEKLY,39.09,33.6,33.56,2.46,40.47,41.54,58.9,6.75,19.298,44.31,47.0
2009,AREA000001789,41.11,33.35,9.54,32.77,26.64,17.88,SEVERAL_WEEK,35.9,33.94,22.38,46.34,85.35,91.55,56.55,46.06,5.7028,59.16,40.23
2011,AREA000001790,51.49,71.57,41.54,15.89,34.51,19.0,MONTHLY,70.09,53.13,2.03,6.15,3.51,16.47,40.74,76.95,16.3945,73.48,64.08
2009,AREA000001791,58.61,10.42,1.53,26.99,19.8,1.7,MONTHLY,56.45,27.56,3.22,39.2,2.69,9.06,86.68,48.17,17.083,39.11,46.76
2023,AREA000001792,59.34,12.72,28.67,27.93,17.29,0.04,DAILY,92.65,87.88,1.58,23.13,54.88,29.96,77.15,90.13,4.2198,35.02,62.74
2015,AREA000001793,17.89,77.69,5.63,18.45,26.29,17.93,DAILY,43.84,63.75,2.79,43.58,90.54,43.44,14.47,41.62,5.0548,52.18,57.39
2013,AREA000001794,47.93,29.21,38.67,0.03,12.06,16.76,SEVERAL_WEEK,74.37,2.77,6.31,10.62,72.23,31.56,56.61,69.04,10.8196,41.32,42.0
2017,AREA000001795,60.05,1.89,44.39,3.05,51.99,22.4,DAILY,75.86,64.27,4.95,39.05,82.82,83.93,21.0,6.05,16.367,88.67,63.33
2008,AREA000001796,48.09,33.54,9.67,28.99,53.43,24.67,SEVERAL_WEEK,98.47,54.95,15.13,50.84,93.36,29.04,23.01,98.87,2.7258,79.1,3.76
2023,AREA000001797,51.97,21.39,36.48,13.16,24.28,22.97,SEVERAL_WEEK,67.64,2.16,29.83,29.47,65.89,37.9,17.99,71.18,24.4613,47.61,25.33
2012,AREA000001798,3.96,78.92,39.48,19.72,45.47,8.83,RARELY,20.11,79.08,6.89,3.58,2.25,67.2,60.21,90.98,24.4594,97.41,24.95
2013,AREA000001799,34.9,45.86,13.13,7.94,27.45,0.92,DAILY,74.07,47.23,10.26,34.21,30.76,77.05,54.57,98.5,21.2977,96.7,13.59
2020,AREA000001800,38.75,42.45,24.87,17.66,6.63,1.73,RARELY,76.42,6.39,28.14,40.21,81.63,96.04,40.51,29.38,6.2542,97.67,11.75
2013,AREA000001801,24.09,15.65,44.03,28.54,54.91,8.32,DAILY,99.52,4.98,11.51,51.45,57.73,34.34,19.48,90.3,0.4527,82.29,6.3
2019,AREA000001802,57.33,41.83,4.57,18.12,5.79,13.79,SEVERAL_WEEK,68.59,0.44,8.87,3.19,57.41,56.64,0.07,32.37,23.3578,80.19,51.2
2011,AREA000001803,52.67,55.34,43.22,30.87,17.43,4.42,SEVERAL_WEEK,19.76,37.85,1.94,24.11,47.94,25.46,71.58,37.69,7.7453,64.48,63.35
2025,AREA000001804,9.26,78.37,34.04,31.02,17.09,6.26,WEEKLY,0.77,85.2,17.02,26.89,90.67,51.63,77.88,55.34,17.1137,65.85,12.23
2014,AREA000001805,56.0,52.6,16.8,21.1,29.45,17.49,SEVERAL_WEEK,67.59,33.4,30.97,25.4,50.47,97.09,75.53,24.36,16.4516,30.66,5.46
2025,AREA000001806,1.75,47.55,42.2,11.55,21.16,11.46,MONTHLY,93.21,10.72,0.58,45.61,32.86,26.42,64.66,31.22,11.3748,36.59,38.54
2011,AREA000001807,62.13,69.16,33.0,27.47,35.79,4.3,SEVERAL_WEEK,33.46,71.45,23.85,41.08,78.79,76.31,95.24,79.08,14.6717,55.0,22.99
2012,AREA000001808,8.74,66.43,7.13,11.79,7.12,13.66,SEVERAL_WEEK,67.29,75.61,35.31,47.85,83.14,14.12,56.0,16.12,8.4937,50.02,6.04
2006,AREA000001809,33.63,41.41,38.46,8.77,8.07,18.81,SEVERAL_WEEK,31.45,76.11,16.77,30.22,43.13,14.98,35.81,59.67,5.696,41.93,14.61
2007,AREA000001810,6.02,54.43,23.95,24.31,9.69,18.09,SEVERAL_WEEK,88.63,81.65,0.64,31.22,59.48,27.28,5.71,94.95,21.5895,66.55,9.9
2023,AREA000001811,28.06,2.45,26.43,7.63,54.13,12.21,RARELY,18.83,8.23,9.78,31.15,71.14,69.2,62.68,69.9,17.7359,72.49,13.07
2005,AREA000001812,56.5,16.79,44.34,4.47,18.57,16.38,DAILY,15.91,53.87,7.08,34.68,17.55,92.81,21.07,20.01,8.7132,44.54,35.74
2024,AREA000001813,46.69,44.43,11.05,21.35,2.88,7.57,WEEKLY,8.48,20.29,24.74,6.68,72.33,51.65,1.7,98.03,0.426,65.94,25.86
2015,AREA000001814,8.25,7.09,0.55,11.64,26.85,16.45,DAILY,43.18,23.65,3.05,19.15,57.48,72.32,72.76,77.51,9.9413,86.83,20.29
2010,AREA000001815,13.95,54.14,16.45,30.78,51.3,9.26,SEVERAL_WEEK,69.72,29.36,13.04,7.09,72.93,16.33,44.27,90.69,6.2947,64.38,69.3
2022,AREA000001816,59.81,52.86,32.34,34.64,9.37,19.53,DAILY,66.82,14.77,37.6,22.06,48.65,6.7,91.71,24.57,4.2657,64.93,52.89
2024,AREA000001817,36.72,61.74,25.43,3.41,10.69,24.79,WEEKLY,69.71,71.59,36.04,45.34,90.11,20.13,48.37,73.57,15.6875,87.78,11.01
2020,AREA000001818,26.3,59.82,31.94,26.13,34.99,16.64,RARELY,2.6,10.63,24.29,23.94,24.99,44.76,49.81,22.97,8.1648,73.09,60.98
2025,AREA000001819,54.5,77.12,26.7,12.78,5.92,15.24,SEVERAL_WEEK,44.27,57.28,28.27,32.92,80.12,78.15,78.52,34.25,10.5335,95.94,27.89
2018,AREA000001820,51.68,58.24,14.51,0.83,35.22,13.31,DAILY,52.49,42.45,39.36,20.15,22.8,50.13,35.15,24.9,7.3703,89.71,40.05
