agri_cap_reference_year,agri_cap_country_iso2,agri_cap_region_nuts_code,agri_cap_farm_id_hash,agri_cap_farm_size_ha,agri_cap_farm_type_code,agri_cap_pillar_code,agri_cap_intervention_code,agri_cap_payment_amount_eur,agri_cap_payment_type_code,agri_cap_eco_scheme_flag,agri_cap_greening_requirement_flag,agri_cap_conditionality_noncompliance_flag,agri_cap_organic_farming_flag,agri_cap_natura2000_constraint_flag,agri_cap_young_farmer_support_flag,agri_cap_aecs_participation_flag,agri_cap_monitoring_satellite_flag,agri_cap_eu_funds_source,agri_cap_data_extract_date
2026,LU,DE198,f5df158304d13dc370ec469d,26.82,ARABLE,MIXED,LESS_FAVOURED_AREA,10393.74,ANNUAL,0,1,0,0,0,0,0,0,EAGF,2025-11-25
2014,RO,FI88,4122cd906d346bf1101712b8,42.01,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,6166.07,TOP_UP,1,1,0,0,1,0,0,0,NATIONAL_TOPUP,2024-11-21
2015,AT,SK62,30676d0669dfda0b21ecde24,17.81,VINEYARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,8206.4,RESULT_BASED,0,0,0,0,0,0,0,1,RRF_COFIN,2024-06-25
2016,CZ,LU66,d915f34459f73223be52e0fa,43.03,DAIRY,MIXED,AECM,6548.9,LUMP_SUM,0,1,0,0,0,0,1,1,EAFRD,2025-04-11
2017,DE,HR106,1618df141aaed1db2d22626c,15.06,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,BISS,4588.68,CO_FINANCED,0,1,1,0,0,0,0,1,EAGF,2025-08-11
2018,LV,SI47,4dea1ce3de2b05d5f117a0d9,31.36,OLIVE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,16205.56,ANNUAL,0,1,0,0,0,0,1,1,NATIONAL_TOPUP,2024-03-03
2019,PL,IE261,2978617f3d7ee9a9421bb853,21.92,MIXED,MIXED,ECO_SCHEME,6580.87,TOP_UP,1,1,0,0,1,0,0,1,RRF_COFIN,2025-11-18
2020,ES,SI25,6d968684293d4671d195b859,42.39,OTHER,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,15260.36,RESULT_BASED,1,0,0,0,0,1,0,1,EAFRD,2024-10-20
2021,HR,FI44,60a08b50cfb78808bbc5b50b,72.74,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,23196.05,LUMP_SUM,1,0,0,0,0,0,1,0,EAGF,2025-08-20
2022,FI,FI363,bec8f90c4a9500c3c588614b,24.16,HORTICULTURE,MIXED,CRISS,5530.3,CO_FINANCED,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-09-09
2023,IE,LT86,649035369298fe848111a05e,26.98,ARABLE,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,4395.47,ANNUAL,1,1,0,0,0,0,0,1,RRF_COFIN,2025-07-04
2024,MT,LU32,cf7e125a1d297e659864143b,23.28,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,AECM,3736.17,TOP_UP,1,1,0,0,0,0,0,1,EAFRD,2025-09-08
2025,SK,MT940,48748ad99f61687e4bb116b6,93.4,VINEYARD,MIXED,BISS,33715.29,RESULT_BASED,0,0,0,0,0,0,0,1,EAGF,2026-02-04
2026,BE,FR863,f0d1a239806fd03a9deff6c7,6.94,DAIRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,3326.67,LUMP_SUM,0,0,0,0,0,0,0,0,NATIONAL_TOPUP,2024-02-14
2014,DK,IT675,2d192a2edc9c019f7c2dc7d6,22.11,ORCHARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,8964.24,CO_FINANCED,1,0,0,0,0,0,0,0,RRF_COFIN,2025-11-16
2015,GR,LU30,c0443b9c2daf2f4298286737,38.45,OLIVE,MIXED,YOUNG_FARMERS,12656.3,ANNUAL,0,1,0,0,0,1,0,0,EAFRD,2024-12-26
2016,LT,ES4,78bd6ee2c0cc288a8495c0a5,26.76,MIXED,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,5249.4,TOP_UP,0,1,0,1,0,1,0,1,EAGF,2025-07-12
2017,PT,IT9,c9946f8231f7bb56a9fd0ad2,19.76,OTHER,PILLAR1_DIRECT_PAYMENTS,CRISS,3780.12,RESULT_BASED,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-06-15
2018,SE,HR531,6ebeb168b567590591e38a62,19.7,SHEEP_GOAT,MIXED,RISK_MANAGEMENT,8204.27,LUMP_SUM,0,0,0,0,0,0,0,1,RRF_COFIN,2024-01-22
2019,CY,HU6,53d31a376692c88d58e2587e,14.9,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,AECM,5957.11,CO_FINANCED,1,1,0,0,0,0,1,0,EAFRD,2025-01-02
2020,FR,CZ717,9ef1805f8453d1b408877556,12.05,ARABLE,PILLAR1_DIRECT_PAYMENTS,BISS,4833.4,ANNUAL,0,1,0,0,0,0,0,1,EAGF,2024-07-29
2021,IT,FR183,bc17739576597ec59006ded2,10.46,PIGS_POULTRY,MIXED,INVESTMENT_AID,3994.96,TOP_UP,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2024-06-23
2022,NL,DE53,ffbd7823a04ef4c57cc36321,38.87,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,11039.44,RESULT_BASED,1,1,1,1,0,0,0,1,RRF_COFIN,2025-09-08
2023,SI,FR537,53d52bfd46596a69b02b868e,47.81,DAIRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,11438.5,LUMP_SUM,0,0,0,0,0,1,0,1,EAFRD,2024-09-20
2024,BG,ES2,0913584190c6e8dafe82ab81,22.9,ORCHARD,MIXED,LESS_FAVOURED_AREA,5549.88,CO_FINANCED,0,0,0,1,0,0,0,0,EAGF,2025-11-22
2025,EE,HU7,bd3f69194f096617354ea103,11.92,OLIVE,PILLAR2_RURAL_DEVELOPMENT,CRISS,2103.05,ANNUAL,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-06-16
2026,HU,NL824,e570f7db5bde1ff9b2e74cbe,24.54,MIXED,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,7301.09,TOP_UP,0,1,0,1,0,0,1,0,RRF_COFIN,2025-07-11
2014,LU,ES6,631c03057c73172835a6d76d,14.13,OTHER,MIXED,AECM,7382.55,RESULT_BASED,1,1,0,0,0,0,0,1,EAFRD,2025-04-18
2015,RO,LU9,f106561b69107037a2e49732,42.98,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,BISS,12058.22,LUMP_SUM,0,1,0,0,0,0,1,0,EAGF,2024-09-26
2016,AT,EE68,98c776796b826dbadadff04b,7.77,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,1247.63,CO_FINANCED,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-08-12
2017,CZ,SK663,5da73450c3f932aecffa2488,17.39,ARABLE,MIXED,ECO_SCHEME,4257.32,ANNUAL,1,1,0,0,0,0,0,0,RRF_COFIN,2025-09-16
2018,DE,BG9,33c9131ca8494241cb3e85a2,22.18,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,2425.92,TOP_UP,0,1,0,0,0,1,0,1,EAFRD,2025-07-19
2019,LV,GR757,2e577be7c5681a8db5a715a2,16.02,VINEYARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,4805.52,RESULT_BASED,0,0,0,1,0,1,0,1,EAGF,2025-02-12
2020,PL,IT838,1bd17943759dacb2999e81f8,66.32,DAIRY,MIXED,CRISS,26408.34,LUMP_SUM,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-08-19
2021,ES,HR857,8d7dea286003253f0e27fde4,29.04,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,9524.09,CO_FINANCED,0,0,0,0,0,0,0,1,RRF_COFIN,2024-02-17
2022,HR,MT8,cb89316c30093d656e1fc322,17.65,OLIVE,PILLAR1_DIRECT_PAYMENTS,AECM,6327.31,ANNUAL,1,1,0,0,1,0,1,0,EAFRD,2026-01-18
2023,FI,HU21,0c8c81268c2279f5b1f0639c,16.48,MIXED,MIXED,BISS,4412.81,TOP_UP,0,0,0,0,0,0,1,1,EAGF,2024-07-26
2024,IE,DE93,fd611bf45d9c67993a7431e6,15.01,OTHER,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,3991.7,RESULT_BASED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-07-13
2025,MT,SE97,a6ec50dbfb8d6b2064972494,43.37,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,12172.61,LUMP_SUM,1,0,0,0,0,0,0,1,RRF_COFIN,2024-06-26
2026,SK,MT2,f3ab2191053a38614fba5711,8.33,HORTICULTURE,MIXED,YOUNG_FARMERS,2253.99,CO_FINANCED,0,0,0,0,0,1,0,1,EAFRD,2025-10-22
2014,BE,CZ2,a89237675b501b255846bd68,13.26,ARABLE,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,2934.71,ANNUAL,0,1,0,0,0,0,1,1,EAGF,2024-11-27
2015,DK,HR168,746ecffbc94a40d407a22e36,15.31,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,CRISS,7036.37,TOP_UP,0,0,1,0,1,0,0,0,NATIONAL_TOPUP,2024-10-18
2016,GR,RO62,24229f01eb8da11ad101d3fe,48.16,VINEYARD,MIXED,RISK_MANAGEMENT,7079.91,RESULT_BASED,0,1,0,0,0,0,0,1,RRF_COFIN,2026-01-22
2017,LT,MT474,73adae54858fbd198e0bc368,18.72,DAIRY,PILLAR2_RURAL_DEVELOPMENT,AECM,3070.8,LUMP_SUM,1,0,0,0,0,0,1,0,EAFRD,2024-07-23
2018,PT,AT860,c83173716afa7054ca8050fd,16.39,ORCHARD,PILLAR1_DIRECT_PAYMENTS,BISS,2589.41,CO_FINANCED,0,1,0,1,1,0,0,1,EAGF,2025-01-24
2019,SE,CZ95,e18d979d2e449e3e9a02e101,23.79,OLIVE,MIXED,INVESTMENT_AID,8505.12,ANNUAL,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-01-21
2020,CY,AT711,1789c3698d2fb947a4dd50b4,23.05,MIXED,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,3978.09,TOP_UP,0,1,0,0,0,0,0,1,RRF_COFIN,2025-03-26
2021,FR,FR719,0233ba3c0055c9cb42ad4cd9,30.23,OTHER,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,2841.92,RESULT_BASED,0,1,1,0,0,1,0,0,EAFRD,2024-12-18
2022,IT,MT99,a915596256f71e4018c8251c,18.1,SHEEP_GOAT,MIXED,LESS_FAVOURED_AREA,3542.72,LUMP_SUM,0,0,1,0,0,0,0,0,EAGF,2025-06-04
2023,NL,SI6,81122610701f17549d3928ac,26.06,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,CRISS,12006.68,CO_FINANCED,0,0,0,0,1,0,0,0,NATIONAL_TOPUP,2024-03-07
2024,SI,CY7,c60889030d78080aef02e5b9,31.32,ARABLE,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,13423.03,ANNUAL,0,0,1,0,0,0,0,1,RRF_COFIN,2025-03-03
2025,BG,MT1,24b96e13a9e9e64a947448f0,16.9,PIGS_POULTRY,MIXED,AECM,2091.15,TOP_UP,1,0,1,0,0,0,1,1,EAFRD,2024-01-04
2026,EE,BE50,c8aafdaef311cf834568eaef,25.37,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,BISS,5744.41,RESULT_BASED,0,1,0,0,0,0,0,0,EAGF,2025-06-24
2014,HU,MT938,2ab708ed42c90a80c19279be,35.37,DAIRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,12616.35,LUMP_SUM,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-06-06
2015,LU,CY228,674f313b012eeeb24a22d11b,36.1,ORCHARD,MIXED,ECO_SCHEME,17560.97,CO_FINANCED,1,0,0,0,0,0,0,1,RRF_COFIN,2024-02-12
2016,RO,GR669,d05d592312b66d8161bbd912,52.35,OLIVE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,8409.05,ANNUAL,0,1,0,0,0,1,0,1,EAFRD,2024-11-03
2017,AT,SE667,772757aff78e4b1a94704c79,17.77,MIXED,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,5072.59,TOP_UP,0,0,0,0,0,0,0,1,EAGF,2024-04-09
2018,CZ,LT93,dc053826a7cd1e561fffd4d8,13.84,OTHER,MIXED,CRISS,2628.21,RESULT_BASED,0,1,0,0,1,0,0,1,NATIONAL_TOPUP,2024-06-08
2019,DE,GR603,6aca36a175620c4659520536,32.24,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,8128.69,LUMP_SUM,0,0,0,0,1,0,0,0,RRF_COFIN,2025-02-18
2020,LV,FI47,e7be0df5fd37734d09a5606d,11.04,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,AECM,1084.63,CO_FINANCED,1,0,0,1,0,0,0,1,EAFRD,2024-10-24
2021,PL,LV83,42b9fc6632bda2e1d7694066,57.08,ARABLE,MIXED,BISS,16322.22,ANNUAL,0,0,0,0,1,0,0,1,EAGF,2025-02-03
2022,ES,IE8,8a03be73bf5a04840a4be022,67.38,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,31738.14,TOP_UP,0,0,0,0,0,0,0,0,NATIONAL_TOPUP,2025-03-30
2023,HR,FI81,a168c4e50b35defaed6d460d,31.4,VINEYARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,9698.11,RESULT_BASED,1,1,0,0,0,0,0,1,RRF_COFIN,2024-08-21
2024,FI,BG555,0303bae04c870fdc1642628e,44.87,DAIRY,MIXED,YOUNG_FARMERS,17502.88,LUMP_SUM,1,0,1,0,0,1,0,1,EAFRD,2024-07-08
2025,IE,SK638,11d952d5ea9602e2a4984ac4,8.7,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,3402.57,CO_FINANCED,1,1,0,0,1,0,1,1,EAGF,2024-06-15
2026,MT,FR284,77eafeda90b7dafb04ba955e,16.96,OLIVE,PILLAR1_DIRECT_PAYMENTS,CRISS,5330.04,ANNUAL,0,1,1,0,0,1,0,1,NATIONAL_TOPUP,2024-10-22
2014,SK,FR631,7a443d64faf059e23f48fa99,14.52,MIXED,MIXED,RISK_MANAGEMENT,4031.61,TOP_UP,0,0,0,0,0,0,0,1,RRF_COFIN,2024-04-28
2015,BE,RO1,a753a93d455700ec30119d0b,54.18,OTHER,PILLAR2_RURAL_DEVELOPMENT,AECM,11764.79,RESULT_BASED,1,0,0,0,0,0,0,1,EAFRD,2025-07-15
2016,DK,HR69,84b9bc85e2a09fdbcd6abb0d,13.34,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,BISS,4304.46,LUMP_SUM,0,1,0,0,0,1,0,0,EAGF,2025-10-15
2017,GR,FR8,4b5069b1b368709a00115eae,14.75,HORTICULTURE,MIXED,INVESTMENT_AID,3531.27,CO_FINANCED,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2025-12-15
2018,LT,SI146,514891afce2d9793ca1169af,16.92,ARABLE,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,2931.51,ANNUAL,1,0,1,0,0,0,0,1,RRF_COFIN,2025-09-13
2019,PT,PL66,2923799358d9a8ecd02e6f1d,13.23,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,3158.46,TOP_UP,0,1,0,0,0,1,0,1,EAFRD,2024-05-04
2020,SE,IT66,fc26907e487dcdb93a557495,28.78,VINEYARD,MIXED,LESS_FAVOURED_AREA,10832.14,RESULT_BASED,0,0,0,1,1,0,0,1,EAGF,2025-07-05
2021,CY,MT45,7d1d9bd482620bf0995ff285,14.08,DAIRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,6379.53,LUMP_SUM,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-02-08
2022,FR,LV814,41b5f394fb2fca961bf8f1c2,37.21,ORCHARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,9762.62,CO_FINANCED,0,0,0,1,0,0,0,1,RRF_COFIN,2025-07-15
2023,IT,EE830,1400f47db86077d86f8c9676,27.81,OLIVE,MIXED,AECM,11716.88,ANNUAL,1,0,0,0,1,0,1,1,EAFRD,2024-12-27
2024,NL,CZ383,c41a8e205aa8bc4eba8b7b56,14.61,MIXED,PILLAR2_RURAL_DEVELOPMENT,BISS,2649.51,TOP_UP,0,1,0,0,0,0,0,0,EAGF,2024-07-05
2025,SI,BG73,ae3c03516b1e78dad97cb1a4,24.9,OTHER,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,5487.58,RESULT_BASED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-02-14
2026,BG,IE10,a43c06d1e3297dc7c94e83f7,36.41,SHEEP_GOAT,MIXED,ECO_SCHEME,12681.2,LUMP_SUM,0,1,0,0,0,0,0,1,RRF_COFIN,2024-07-10
2014,EE,LT91,bc4b8ab2c25a3219994f87fe,21.02,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,3541.94,CO_FINANCED,1,1,0,0,0,1,0,1,EAFRD,2025-01-30
2015,HU,IE768,9917e3845188fca4fa121e24,43.48,ARABLE,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,7984.33,ANNUAL,0,1,0,0,0,0,1,0,EAGF,2024-04-28
2016,LU,BE213,694bb2e2d533ac097e668e8c,14.5,PIGS_POULTRY,MIXED,CRISS,6180.94,TOP_UP,0,0,0,0,0,0,1,1,NATIONAL_TOPUP,2025-10-19
2017,RO,NL94,3c099301d89b0f2836d345f9,18.88,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,9189.91,RESULT_BASED,1,0,0,1,0,0,0,1,RRF_COFIN,2025-04-22
2018,AT,LT7,70374dfe58aab313d7d16b8a,16.95,DAIRY,PILLAR1_DIRECT_PAYMENTS,AECM,5535.3,LUMP_SUM,1,0,0,0,0,1,1,1,EAFRD,2025-12-01
2019,CZ,LT324,9d5f83bc6163ad9034aadd52,48.47,ORCHARD,MIXED,BISS,9753.7,CO_FINANCED,0,1,0,0,0,0,1,1,EAGF,2025-02-15
2020,DE,FR5,af0a1e2801feb430f6e94fdc,22.34,OLIVE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,8727.55,ANNUAL,0,0,1,0,0,0,0,1,NATIONAL_TOPUP,2024-10-01
2021,LV,LU44,fddf80db6f03f6c055ff2829,19.14,MIXED,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,8887.25,TOP_UP,0,1,0,1,0,0,0,1,RRF_COFIN,2025-08-12
2022,PL,IT436,bf1bb8d7dd0c22a9c9f762e0,13.71,OTHER,MIXED,YOUNG_FARMERS,4924.95,RESULT_BASED,1,0,0,0,0,1,0,1,EAFRD,2025-07-03
2023,ES,GR45,0e948ae76ba6a013ba88ebd3,17.11,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,4376.24,LUMP_SUM,0,1,1,0,0,0,1,1,EAGF,2025-05-02
2024,HR,PT96,bd9d4c3b3a9c6127ce3894ff,97.81,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,CRISS,35429.03,CO_FINANCED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-10-20
2025,FI,PT72,82678ffa63ed0adbce314bfe,15.48,ARABLE,MIXED,RISK_MANAGEMENT,4991.03,ANNUAL,0,0,0,0,0,0,0,1,RRF_COFIN,2025-07-30
2026,IE,CZ8,76f727aa44e59f5513b244b0,22.69,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,AECM,6744.77,TOP_UP,1,1,0,0,0,1,1,1,EAFRD,2026-02-12
2014,MT,RO50,3cc610456b65228834ef6774,22.17,VINEYARD,PILLAR1_DIRECT_PAYMENTS,BISS,3796.83,RESULT_BASED,1,1,0,1,1,1,0,0,EAGF,2024-12-25
2015,SK,DK706,f8da0994060998e3f9d50418,16.0,DAIRY,MIXED,INVESTMENT_AID,3444.1,LUMP_SUM,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-06-29
2016,BE,MT522,d0e7fcaaa7fc97716f9a811c,28.51,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,9865.27,CO_FINANCED,1,0,0,1,0,0,0,1,RRF_COFIN,2024-12-24
2017,DK,AT913,5ddb32a83a3b5ee56cdf210a,46.86,OLIVE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,25124.05,ANNUAL,0,1,0,0,1,1,1,1,EAFRD,2024-03-10
2018,GR,BE266,97b1799a31600b39021d6094,39.24,MIXED,MIXED,LESS_FAVOURED_AREA,9585.8,TOP_UP,0,1,0,0,0,1,0,0,EAGF,2024-12-14
2019,LT,RO2,a500a17b0021da8e328ee949,18.95,OTHER,PILLAR2_RURAL_DEVELOPMENT,CRISS,7586.75,RESULT_BASED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2026-02-18
2020,PT,SK859,c1fcf9525f48082dc3246198,21.06,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,3118.61,LUMP_SUM,0,0,0,0,0,0,0,1,RRF_COFIN,2024-06-06
2021,SE,LT4,8e38791991f39215e17f64d7,46.87,HORTICULTURE,MIXED,AECM,12593.48,CO_FINANCED,1,0,0,0,0,1,0,0,EAFRD,2025-04-17
2022,CY,EE304,ec33c6d3452ae12184e21ae6,42.22,ARABLE,PILLAR2_RURAL_DEVELOPMENT,BISS,12983.11,ANNUAL,0,1,1,0,1,0,0,1,EAGF,2025-07-05
2023,FR,MT24,ab6c6398e7babf67157afe4d,51.32,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,25415.02,TOP_UP,1,0,0,0,1,0,1,1,NATIONAL_TOPUP,2025-05-10
2024,IT,NL21,91f5b8beca2d62ed76b1f99a,21.37,VINEYARD,MIXED,ECO_SCHEME,3533.17,RESULT_BASED,1,1,1,1,0,0,0,1,RRF_COFIN,2024-12-11
2025,NL,BG153,567660e8551882fe9b0b75a1,15.83,DAIRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,4327.82,LUMP_SUM,0,0,0,0,0,1,1,1,EAFRD,2024-10-14
2026,SI,SE54,7a29eed8c28ad0b1ec0452fd,33.37,ORCHARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,13712.21,CO_FINANCED,0,0,0,0,0,0,1,1,EAGF,2024-01-29
2014,BG,CY97,2123322c85273e4a460559d7,35.24,OLIVE,MIXED,CRISS,12679.52,ANNUAL,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-02-19
2015,EE,RO644,dc15aac9c493263494d98aee,42.97,MIXED,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,11029.48,TOP_UP,0,1,0,0,0,0,0,1,RRF_COFIN,2024-05-29
2016,HU,ES53,417fd57a70398277b6eccc63,23.85,OTHER,PILLAR1_DIRECT_PAYMENTS,AECM,3752.2,RESULT_BASED,1,0,0,0,0,0,1,1,EAFRD,2024-12-22
2017,LU,LV24,f915216ca5decf8ca22c513b,37.19,SHEEP_GOAT,MIXED,BISS,12479.31,LUMP_SUM,0,1,0,0,0,0,0,1,EAGF,2025-04-13
2018,RO,HU672,bec5d60a36226eb37cc6b6ca,14.11,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,5727.15,CO_FINANCED,0,1,0,0,1,0,0,1,NATIONAL_TOPUP,2024-12-24
2019,AT,LT30,51a30afe5d249e68abcb3cb5,36.04,ARABLE,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,16329.07,ANNUAL,1,1,0,0,0,0,1,1,RRF_COFIN,2025-03-07
2020,CZ,DE63,9739297223121400bf40d665,80.91,PIGS_POULTRY,MIXED,YOUNG_FARMERS,11807.18,TOP_UP,0,0,0,0,0,1,0,1,EAFRD,2025-03-04
2021,DE,DE80,037dde0098796b5f8fa3f3f6,24.14,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,7967.28,RESULT_BASED,0,0,0,0,0,0,1,1,EAGF,2025-05-21
2022,LV,DK439,24e5d4ce2bba607b5343daea,30.93,DAIRY,PILLAR1_DIRECT_PAYMENTS,CRISS,11137.28,LUMP_SUM,0,1,1,0,0,0,0,1,NATIONAL_TOPUP,2025-08-20
2023,PL,PL220,c6030b5dad88ce3dbf42e786,60.28,ORCHARD,MIXED,RISK_MANAGEMENT,19515.64,CO_FINANCED,0,1,0,0,0,0,1,1,RRF_COFIN,2025-12-23
2024,ES,LV696,5a5b7d6a24d39f56c6863eff,27.87,OLIVE,PILLAR2_RURAL_DEVELOPMENT,AECM,12458.31,ANNUAL,1,1,0,0,0,0,1,0,EAFRD,2025-11-19
2025,HR,EE997,005b2f1e160b4f4562f40184,12.91,MIXED,PILLAR1_DIRECT_PAYMENTS,BISS,3208.3,TOP_UP,1,0,0,0,0,0,0,1,EAGF,2025-04-19
2026,FI,CZ327,19d0b03ac8431bc5f5f5df62,26.05,OTHER,MIXED,INVESTMENT_AID,3543.54,RESULT_BASED,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2024-12-09
2014,IE,HR98,f5b92d15808dacebe699f5b3,13.83,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,2258.0,LUMP_SUM,1,1,0,0,0,0,0,0,RRF_COFIN,2025-07-18
2015,MT,IE39,670b8da73c5277dfb9f5443e,15.75,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,3846.96,CO_FINANCED,1,0,0,0,0,1,0,1,EAFRD,2025-07-02
2016,SK,PT349,1cea56e5df080ac8d11926f3,23.45,ARABLE,MIXED,LESS_FAVOURED_AREA,5126.08,ANNUAL,0,0,0,0,0,0,1,1,EAGF,2025-06-10
2017,BE,DE325,ea9fa666f39df21634b29fb9,42.86,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,13539.94,TOP_UP,0,0,1,1,0,0,0,0,NATIONAL_TOPUP,2024-06-12
2018,DK,DE528,9b4fc907cd78608087e7bde4,18.21,VINEYARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,3827.44,RESULT_BASED,0,1,0,0,0,0,0,1,RRF_COFIN,2024-12-06
2019,GR,SE146,2d19aca12a5bcf1019d9f876,57.05,DAIRY,MIXED,AECM,25410.1,LUMP_SUM,0,1,0,0,1,1,0,1,EAFRD,2025-09-24
2020,LT,LV29,f5749f2c1c4f614ecd7edfeb,24.19,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,BISS,7064.37,CO_FINANCED,0,1,0,0,0,0,0,1,EAGF,2024-01-17
2021,PT,PL283,9e232bf3466df15dc214b5ad,82.41,OLIVE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,29627.23,ANNUAL,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-12-12
2022,SE,FR12,ff160a21aec425c672598395,29.97,MIXED,MIXED,ECO_SCHEME,10998.49,TOP_UP,0,1,0,0,0,1,0,1,RRF_COFIN,2024-09-08
