soc_vuln_index_year,soc_vuln_community_lgd_code,soc_vuln_poverty_rate_pct,soc_vuln_unemployment_rate_local,soc_vuln_housing_cost_burden_rate,soc_vuln_single_parent_households_rate,soc_vuln_disability_prevalence_rate,soc_vuln_limited_english_rate,soc_vuln_no_vehicle_rate,soc_vuln_crowding_rate,soc_vuln_broadband_gap_rate,soc_vuln_health_insurance_gap_rate,soc_vuln_food_insecurity_rate,soc_vuln_violent_crime_rate_local,soc_vuln_heat_vulnerability_score,soc_vuln_flood_vulnerability_score,soc_vuln_ncoial_isolation_index,soc_vuln_community_resilience_score,soc_vuln_resource_access_score,soc_vuln_overall_vulnerability_rank
2022,599166,28.57,12.5,23.7,5.01,9.41,5.56,42.03,8.9,6.31,23.41,10.74,1.75,0.613,0.343,0.441,59.0,19.3,574
2021,818240,17.83,17.37,37.88,4.87,0.56,2.72,64.07,11.69,22.85,10.08,35.83,0.5,0.763,0.24,0.074,54.0,8.3,225
2025,975182,41.14,11.48,24.93,14.99,6.27,3.88,62.23,9.25,7.6,33.01,6.22,5.56,0.873,0.026,0.665,65.5,13.9,486
2021,862691,18.04,4.98,29.17,17.35,3.84,2.16,16.71,11.5,36.75,43.73,29.46,7.94,0.724,0.531,0.344,60.9,76.6,282
2025,268815,21.87,16.03,49.68,15.96,8.63,0.15,17.91,5.82,6.5,2.0,12.5,8.82,0.963,0.631,0.024,68.7,42.2,713
2022,789809,47.44,11.8,19.77,7.76,9.86,3.26,47.61,13.98,36.55,19.94,14.25,7.9,0.79,0.593,0.289,7.7,44.1,247
2022,104502,10.08,17.75,38.53,9.16,2.91,0.2,29.67,3.18,3.83,15.48,6.7,2.83,0.412,0.452,0.167,53.0,73.0,139
2024,810198,7.94,11.39,13.07,10.86,11.16,1.57,10.05,13.17,6.62,39.2,8.3,1.94,0.418,0.093,0.707,43.1,56.8,693
2019,827326,22.9,17.33,43.58,8.98,10.81,7.25,23.43,6.95,28.62,31.63,33.74,4.12,0.393,0.533,0.851,58.7,18.3,57
2022,430261,30.77,6.32,12.65,1.35,9.67,7.03,2.69,7.52,29.03,26.48,7.56,7.66,0.759,0.362,0.928,89.7,87.3,346
2019,557287,27.83,10.51,46.6,7.22,10.86,4.06,21.52,14.06,38.07,36.77,30.21,1.79,0.521,0.709,0.576,18.0,31.1,165
2018,422316,16.24,6.41,7.12,16.26,0.67,4.44,23.84,5.17,34.14,11.35,2.54,5.14,0.275,0.986,0.341,21.5,22.0,232
2022,502295,12.85,2.75,19.47,5.85,3.74,4.39,9.57,13.13,36.78,6.12,9.56,3.28,0.822,0.602,0.521,73.6,82.5,483
2016,562782,22.1,16.13,38.63,15.93,1.54,6.45,39.91,7.03,7.2,15.33,32.42,1.67,0.271,0.503,0.301,90.4,77.2,617
2022,275640,9.5,16.11,9.74,17.11,11.96,4.41,18.6,11.01,25.97,31.98,30.2,8.92,0.267,0.305,0.436,7.2,29.8,576
2022,862535,31.02,1.99,50.88,14.21,5.09,4.52,57.85,16.59,6.94,20.84,36.95,0.32,0.193,0.154,0.984,21.7,68.3,271
2017,439468,41.4,12.92,30.06,11.81,11.14,4.4,64.43,17.12,10.84,28.82,8.08,7.86,0.948,0.178,0.882,54.9,60.8,854
2019,526021,6.14,9.55,26.04,11.72,7.15,3.89,15.34,12.03,34.22,12.84,25.55,7.63,0.62,0.123,0.331,16.1,4.7,638
2024,554193,46.82,4.99,33.08,7.99,10.4,4.45,63.53,5.32,4.92,4.57,19.18,4.13,0.068,0.64,0.033,16.6,41.2,102
2022,612581,16.84,13.29,48.99,11.02,3.31,7.43,17.92,8.35,10.8,10.81,19.89,2.74,0.796,0.888,0.211,42.6,43.1,364
2023,908414,43.43,10.09,17.51,6.6,1.78,2.43,12.82,3.42,39.39,44.53,26.96,8.92,0.548,0.243,0.73,75.1,53.3,516
2016,394015,12.0,1.27,27.39,13.85,1.92,7.51,32.22,11.15,38.18,26.39,28.83,5.17,0.267,0.317,0.054,37.4,65.7,354
2023,102224,6.24,9.28,13.18,10.68,9.12,4.43,18.96,8.19,25.51,30.67,19.43,8.81,0.404,0.806,0.412,18.5,16.4,540
2017,254709,15.08,8.0,50.76,14.24,5.44,2.92,30.1,9.31,5.89,29.43,20.21,0.94,0.92,0.872,0.407,10.6,49.3,191
2021,115040,48.17,13.12,54.45,15.87,3.63,0.97,14.23,13.93,1.22,5.03,30.55,4.1,0.462,0.514,0.598,53.4,10.7,357
2017,905938,30.74,5.99,22.77,12.77,8.81,7.81,46.04,14.85,14.51,6.98,21.01,4.86,0.769,0.482,0.464,57.0,57.7,310
2018,164806,44.99,13.35,38.32,3.97,3.49,3.57,60.76,2.63,39.06,41.76,19.48,1.28,0.636,0.127,0.122,99.1,50.3,276
2021,328706,32.47,2.78,40.34,11.1,10.43,6.28,58.74,12.19,1.7,29.32,30.5,2.59,0.546,0.819,0.041,20.9,27.8,532
2019,648046,51.81,17.55,22.65,14.74,1.43,5.13,49.12,8.17,24.54,40.45,12.79,3.22,0.539,0.268,0.331,48.2,47.3,944
2025,575483,16.12,4.46,50.15,11.33,4.19,0.95,45.55,8.85,22.44,34.79,30.23,5.89,0.66,0.566,0.588,29.9,74.5,304
2017,722249,6.66,13.8,29.88,1.12,3.81,1.2,58.58,11.79,12.38,44.88,33.41,3.04,0.914,0.75,0.914,49.2,33.7,4
2019,980028,19.0,8.03,47.16,8.12,11.01,5.93,14.89,17.26,21.92,16.78,16.88,6.95,0.179,0.793,0.679,94.3,32.7,781
2019,852358,26.12,8.32,31.62,14.7,5.83,4.34,42.9,17.8,24.09,13.92,7.93,0.56,0.215,0.483,0.875,12.2,64.3,395
2019,559604,20.26,17.51,40.61,2.9,7.57,2.52,15.79,7.09,33.91,19.42,21.2,0.42,0.232,0.214,0.235,8.4,23.8,12
2020,926208,31.56,10.63,23.05,12.1,10.49,1.76,48.5,13.82,9.02,23.23,8.89,8.78,0.574,0.249,0.202,9.4,57.9,40
2022,475418,32.4,14.06,35.29,3.75,8.9,7.23,57.97,0.91,29.74,19.05,17.24,2.58,0.859,0.198,0.633,31.8,4.0,139
2019,507027,19.57,14.5,51.98,14.44,5.17,1.54,25.78,11.61,26.98,18.98,23.21,5.35,0.66,0.517,0.058,57.0,73.2,445
2025,359832,50.33,14.27,35.16,11.62,5.44,7.41,24.67,9.36,6.62,27.24,34.25,2.96,0.399,0.495,0.951,84.6,95.8,281
2025,775251,22.37,2.59,20.33,19.02,10.83,5.56,53.38,13.83,25.4,12.62,13.32,3.6,0.033,0.764,0.83,28.5,27.2,280
2017,362092,29.9,10.25,40.13,1.17,8.92,2.35,38.8,10.57,7.27,28.82,31.37,9.38,0.531,0.377,0.591,76.5,50.1,860
2021,535102,29.54,15.9,43.15,7.44,1.59,4.71,53.91,10.68,21.4,19.78,35.06,0.73,0.515,0.591,0.521,57.4,8.8,601
2018,847705,48.47,12.25,48.84,8.22,9.08,5.42,25.86,13.97,16.09,21.2,31.53,4.67,0.432,0.33,0.377,56.4,12.0,698
2019,503154,40.69,5.46,35.64,12.06,2.62,2.83,16.12,0.64,15.86,32.25,6.16,8.4,0.654,0.391,0.295,34.7,44.7,126
2017,519406,16.98,8.29,20.46,19.03,9.77,5.38,30.8,13.58,16.02,39.74,22.19,3.25,0.114,0.581,0.299,89.7,16.2,838
2018,997541,39.12,6.17,34.81,15.58,7.0,3.65,46.19,10.58,1.89,37.56,11.11,9.45,0.71,0.718,0.452,89.1,83.2,137
2023,342062,13.56,6.7,21.94,16.05,8.35,1.73,42.91,3.26,34.51,36.08,7.54,6.27,0.283,0.631,0.373,11.7,99.5,476
2018,791101,54.2,8.54,29.99,5.38,7.6,7.11,15.68,4.75,31.77,31.2,36.85,2.88,0.606,0.624,0.517,31.1,72.1,396
2025,804671,44.01,4.58,16.98,4.68,4.26,1.58,48.05,5.44,27.6,30.3,18.49,8.33,0.824,0.889,0.329,27.2,73.0,882
2024,719620,7.63,11.71,21.91,8.75,10.82,5.95,6.48,15.77,17.43,13.35,10.04,3.88,0.185,0.05,0.956,92.3,84.3,301
2017,671037,47.37,6.97,44.89,6.77,11.68,3.47,55.87,15.54,27.65,35.78,10.45,2.13,0.409,0.017,0.302,17.8,31.9,938
2019,268176,33.06,1.31,32.73,15.32,8.16,2.83,17.06,16.26,25.65,9.88,28.69,5.19,0.639,0.692,0.266,78.0,94.9,234
2023,600684,13.19,4.36,36.51,9.79,3.03,0.85,5.55,14.29,21.95,17.7,32.48,2.59,0.64,0.22,0.703,9.5,9.8,130
2018,768040,6.01,17.77,40.2,15.48,4.52,4.79,60.95,15.97,14.77,41.41,11.39,2.63,0.841,0.8,0.095,25.7,59.5,434
2018,371098,22.39,14.83,21.21,3.14,0.74,4.86,52.86,17.45,5.83,2.94,3.07,5.26,0.525,0.686,0.778,35.6,45.9,349
2025,277829,33.82,9.36,16.74,17.95,5.71,6.54,29.12,14.29,28.51,24.53,28.83,0.53,0.702,0.491,0.962,33.4,32.8,316
2024,128969,49.24,15.22,12.55,10.69,10.04,7.84,47.19,10.09,26.02,11.3,6.49,7.01,0.032,0.416,0.404,82.1,83.9,425
2023,177857,52.84,6.34,13.32,19.83,8.01,0.05,47.3,13.89,39.77,12.17,21.72,4.78,0.167,0.219,0.328,35.6,15.4,488
2021,543520,20.37,7.05,16.06,10.21,3.74,5.08,41.24,7.35,29.95,14.69,24.86,8.38,0.988,0.382,0.722,78.2,3.4,543
2024,111644,5.57,9.86,17.47,5.51,0.64,1.5,24.9,11.06,32.65,35.53,8.65,3.92,0.489,0.208,0.232,62.9,59.6,40
2024,682867,52.15,4.65,42.63,4.15,3.92,6.01,22.33,15.54,30.56,4.99,20.28,0.89,0.031,0.362,0.262,9.7,91.0,327
2019,772703,38.92,14.92,18.8,13.04,1.28,5.67,54.07,3.42,14.16,34.84,8.5,9.02,0.041,0.273,0.979,87.0,76.4,714
2023,381087,19.11,8.98,50.32,16.14,9.06,0.43,23.37,3.87,35.45,23.11,35.95,2.66,0.76,0.971,0.489,94.2,79.7,819
2020,280976,50.39,2.66,24.06,18.47,11.23,0.32,64.7,15.61,1.56,12.32,31.23,5.21,0.313,0.629,0.277,73.8,58.1,572
2018,575521,51.09,4.95,33.07,4.23,3.16,7.75,55.87,6.5,2.74,26.39,28.64,8.92,0.272,0.679,0.226,44.2,58.9,897
2019,131572,23.24,10.64,18.47,4.61,4.23,0.08,21.47,3.42,26.49,10.47,33.56,5.51,0.853,0.077,0.734,42.8,75.3,492
2021,752979,3.65,11.27,30.26,9.52,7.73,2.29,28.6,1.66,24.1,39.13,24.26,0.47,0.759,0.615,0.734,4.8,88.1,61
2018,160793,11.79,14.0,7.33,5.53,1.76,6.27,13.74,7.77,39.2,35.1,28.4,8.98,0.404,0.615,0.149,52.8,10.6,678
2022,298284,50.27,7.84,11.04,16.36,8.63,4.18,37.13,10.2,1.1,15.32,19.93,4.47,0.02,0.357,0.512,83.8,18.9,605
2025,379391,4.42,12.56,24.94,7.2,6.5,1.92,18.25,7.24,3.16,7.44,8.13,7.09,0.958,0.672,0.979,45.1,67.5,641
2020,382582,46.99,4.88,36.85,8.92,11.79,7.87,47.14,11.07,31.75,42.89,37.28,3.87,0.907,0.039,0.694,20.1,99.2,572
2025,558111,19.06,11.41,50.01,1.18,1.67,5.53,43.49,12.96,38.79,39.81,34.27,4.99,0.857,0.829,0.808,24.5,86.1,255
2016,841637,12.87,7.57,43.86,1.93,1.38,3.49,17.31,4.17,28.29,21.84,14.94,8.56,0.71,0.326,0.567,54.1,80.8,890
2020,701394,50.43,14.29,43.2,12.05,2.04,6.96,23.61,3.14,11.57,32.27,12.0,1.98,0.575,0.362,0.113,24.8,31.3,797
2021,465094,39.84,16.25,34.3,17.3,6.32,6.66,63.42,12.73,18.05,32.37,37.12,5.84,0.832,0.657,0.098,91.7,49.9,674
2018,717949,5.1,13.6,26.16,9.52,7.22,3.92,45.92,11.58,30.13,15.15,15.85,1.96,0.414,0.342,0.663,56.9,47.6,227
2019,779392,46.69,11.64,51.16,17.91,5.46,5.91,31.65,13.91,2.07,23.16,24.31,5.19,0.658,0.483,0.754,94.5,62.4,338
2016,342999,48.32,3.17,6.9,1.84,7.4,2.15,29.0,3.01,32.38,7.53,17.28,4.95,0.274,0.973,0.84,88.8,43.4,557
2018,829297,6.69,12.05,6.65,17.96,9.95,0.98,50.42,5.31,7.34,37.02,13.18,4.97,0.981,0.349,0.761,37.9,59.2,541
2022,542800,17.27,10.2,48.09,12.13,10.55,1.81,55.4,15.72,28.36,13.74,15.57,2.71,0.082,0.425,0.998,95.9,89.0,548
2016,175186,54.64,1.5,49.07,7.45,2.32,6.74,47.25,3.93,39.29,32.18,24.03,3.91,0.776,0.138,0.319,66.9,42.0,688
2017,884556,27.74,3.12,17.06,2.91,5.32,1.63,47.23,1.78,11.04,22.77,16.58,6.01,0.269,0.951,0.7,23.0,5.1,940
2017,706660,15.85,6.85,29.07,5.5,1.66,0.27,6.94,3.7,5.14,19.36,29.7,9.11,0.754,0.696,0.04,83.5,27.0,317
2025,286033,6.81,9.2,19.63,16.73,4.44,4.34,56.31,10.17,6.02,5.64,31.89,5.51,0.325,0.442,0.179,76.7,70.0,357
2017,402340,3.74,16.66,26.22,19.7,8.29,1.61,43.96,4.43,7.74,8.34,21.49,0.34,0.279,0.554,0.119,33.7,89.4,84
2024,563664,17.46,4.34,31.62,2.35,6.17,3.43,29.63,15.34,6.2,35.11,2.58,0.82,0.842,0.726,0.295,26.1,32.3,608
2016,853810,33.14,1.84,46.03,3.97,1.42,7.52,29.21,9.61,32.41,41.62,34.24,7.49,0.346,0.367,0.456,34.8,0.5,666
2018,209567,31.16,13.5,7.45,8.0,2.56,5.98,36.67,7.26,15.81,44.97,14.61,1.26,0.345,0.92,0.312,35.5,94.2,583
2017,261760,16.34,13.36,39.66,19.58,7.67,0.92,9.41,6.94,7.82,15.83,24.27,1.93,0.2,0.097,0.666,62.2,95.1,551
2020,388463,7.06,14.27,9.19,3.5,2.53,7.11,5.11,5.03,9.63,2.75,27.18,5.15,0.285,0.801,0.045,52.7,94.3,71
2019,895772,13.94,14.04,54.95,18.82,8.96,0.21,8.01,16.79,29.86,15.34,37.92,8.47,0.527,0.282,0.893,14.0,96.9,815
2022,570989,32.49,11.28,29.76,6.75,9.9,2.93,16.35,11.99,6.03,24.4,20.31,5.46,0.639,0.009,0.874,96.5,80.9,214
2017,205110,4.02,9.54,33.16,9.91,4.11,4.56,28.5,15.84,11.29,44.37,9.73,3.32,0.804,0.788,0.962,66.7,81.9,82
2025,936639,10.15,3.12,36.45,6.62,10.2,5.2,33.04,17.41,29.44,14.49,34.6,6.01,0.232,0.089,0.928,32.8,25.7,139
2017,851913,43.19,15.55,51.04,14.49,3.25,7.42,63.67,13.76,20.04,24.95,6.73,8.87,0.306,0.401,0.976,43.1,96.1,919
2025,194341,4.28,13.45,13.26,2.42,10.32,3.43,27.82,11.22,36.39,42.11,34.76,8.69,0.601,0.91,0.479,35.6,68.9,735
2019,345683,31.94,14.89,29.9,17.02,6.98,3.43,62.55,17.24,19.49,2.83,14.02,8.06,0.73,0.768,0.909,4.7,15.7,261
2023,520785,46.16,17.99,26.02,10.4,1.72,5.17,27.38,15.37,20.67,3.01,26.29,8.64,0.739,0.481,0.272,61.8,82.6,299
2019,153776,36.07,17.54,48.12,3.27,10.83,0.16,56.16,8.86,7.07,15.65,19.24,6.94,0.326,0.358,0.493,0.2,12.7,582
2022,646048,39.0,5.35,27.55,6.0,5.1,5.39,62.7,9.45,39.18,30.75,26.32,4.76,0.862,0.241,0.142,12.1,62.5,631
2023,302183,9.87,15.55,32.68,3.05,0.52,3.03,41.27,12.23,20.03,12.58,13.03,9.09,0.686,0.044,0.72,14.7,18.1,392
2022,651171,5.59,13.07,34.12,11.75,4.87,1.65,10.32,13.37,8.17,31.72,35.42,4.16,0.133,0.389,0.91,6.7,72.6,370
2017,320010,31.51,16.28,14.09,18.63,5.46,1.86,36.4,3.9,24.68,33.74,8.19,5.59,0.708,0.488,0.679,45.8,99.9,201
2023,731772,44.21,17.45,50.62,5.66,8.32,0.87,32.56,5.79,26.27,6.17,13.87,2.23,0.738,0.225,0.46,33.4,45.2,111
2020,453249,43.8,7.27,27.83,18.62,4.35,2.74,57.59,15.3,13.66,32.93,23.67,8.85,0.717,0.309,0.955,18.4,29.8,585
2024,405469,6.24,9.17,28.47,5.81,9.39,5.25,3.63,16.66,7.13,11.11,24.25,1.28,0.408,0.605,0.182,95.5,62.4,666
2018,435201,3.52,3.46,51.01,4.07,11.91,6.54,62.87,12.47,9.19,42.96,31.56,3.64,0.587,0.45,0.992,8.6,71.4,568
2020,940533,8.74,1.12,13.97,17.36,3.49,2.29,52.44,10.41,7.93,29.65,2.99,4.38,0.569,0.964,0.103,14.3,75.4,459
2022,369656,53.85,15.18,27.4,11.32,0.67,3.95,50.76,2.55,0.7,36.86,17.45,1.48,0.014,0.096,0.35,9.3,22.1,128
2024,840174,11.38,16.14,19.68,7.65,9.76,4.67,48.2,13.63,30.28,4.41,19.2,6.65,0.567,0.531,0.157,42.4,18.2,461
2017,921541,7.32,3.12,49.71,14.25,5.43,4.1,24.01,10.03,3.12,6.5,10.86,5.81,0.397,0.473,0.53,92.7,77.6,188
2025,751229,30.69,3.45,23.13,9.71,6.82,7.3,7.28,14.71,24.5,28.79,24.64,8.27,0.844,0.79,0.434,27.7,43.0,842
2021,757039,52.33,3.45,40.59,2.29,7.51,4.95,64.73,4.38,3.33,13.82,34.57,0.71,0.707,0.919,0.824,67.6,70.8,500
2024,678718,20.45,6.53,23.9,13.61,4.81,7.47,51.53,11.39,4.28,36.12,17.0,1.07,0.186,0.336,0.634,72.1,68.7,108
2025,343135,20.43,16.75,47.87,13.9,10.58,6.01,25.84,4.44,0.9,3.25,11.27,7.18,0.152,0.809,0.806,95.3,64.9,160
2022,846752,52.23,8.3,35.39,10.49,9.99,1.13,46.7,3.59,1.22,21.23,22.55,7.2,0.959,0.878,0.196,17.0,48.8,153
2023,374625,38.0,11.68,6.35,11.61,10.16,1.13,8.36,8.65,35.89,33.25,16.88,6.99,0.265,0.554,0.327,41.7,16.8,61
2017,883705,5.98,5.92,31.41,1.45,4.87,6.38,33.15,10.28,4.29,31.03,25.63,7.26,0.528,0.775,0.12,85.5,99.5,469
2017,821651,31.39,2.0,11.12,6.19,9.6,7.08,40.55,16.43,24.77,30.13,36.71,2.72,0.535,0.099,0.187,15.1,57.5,551
2016,620721,8.44,8.58,27.03,4.69,8.11,5.95,58.16,16.44,14.04,27.32,21.1,8.28,0.907,0.874,0.178,81.0,65.3,513
2019,104009,45.87,8.84,19.07,16.48,1.93,2.02,4.43,13.34,30.44,9.81,33.02,7.65,0.273,0.961,0.494,38.4,84.1,145
2016,977347,38.73,8.29,53.63,4.54,4.32,3.8,5.63,5.47,4.3,43.58,15.18,5.49,0.516,0.831,0.512,37.3,9.7,703
2022,768964,31.04,4.93,49.27,15.48,5.17,2.02,37.54,14.78,0.68,25.41,29.59,0.82,0.285,0.117,0.588,39.7,18.1,427
2018,321915,45.48,7.53,14.72,11.94,9.92,2.06,49.86,1.36,33.81,5.16,11.28,1.68,0.727,0.003,0.237,43.3,48.3,717
2024,557364,13.76,1.53,42.88,8.39,4.93,6.81,17.59,9.77,26.0,7.58,36.45,5.85,0.291,0.346,0.641,3.8,26.2,78
2020,124633,33.9,14.85,12.14,15.14,6.92,7.68,27.82,9.59,26.7,16.84,13.57,2.19,0.76,0.278,0.786,2.9,26.6,353
2019,881475,16.5,10.14,37.19,9.54,10.62,2.68,26.42,13.05,39.55,33.14,26.84,6.38,0.08,0.574,0.687,81.1,17.7,597
2024,399641,11.73,15.41,25.85,14.94,9.76,1.37,47.37,4.41,33.57,2.69,17.54,1.87,0.328,0.003,0.244,48.6,60.0,270
2025,972323,6.25,15.28,30.11,16.67,4.13,0.83,31.7,15.89,10.9,10.29,30.05,3.47,0.47,0.533,0.299,85.5,59.2,855
2021,248177,54.45,12.68,49.34,6.24,2.74,2.44,8.81,3.01,34.02,12.31,23.5,3.9,0.517,0.909,0.303,35.4,86.8,861
2017,164677,9.13,8.25,27.41,16.65,9.8,5.04,60.18,2.62,26.6,11.55,29.84,0.89,0.349,0.516,0.142,39.8,52.4,94
2022,126626,43.35,4.39,15.23,10.26,4.33,2.76,51.27,7.66,36.1,40.66,4.63,7.94,0.567,0.044,0.821,97.9,70.1,111
2017,434486,39.08,8.59,30.64,14.66,6.99,7.56,14.4,12.49,34.44,40.99,5.51,0.95,0.24,0.489,0.948,23.0,42.1,920
2020,482533,40.11,10.74,34.69,19.31,2.78,0.93,5.78,8.86,11.71,17.01,3.15,4.48,0.269,0.669,0.101,99.3,37.6,428
2020,411847,23.87,8.5,15.92,4.77,5.49,3.6,41.5,2.18,32.58,35.63,32.25,2.45,0.31,0.31,0.367,0.3,86.8,748
2018,605629,24.55,14.14,11.95,14.07,4.35,5.42,60.07,9.13,19.69,12.15,30.08,5.76,0.533,0.919,0.801,59.4,99.3,642
2025,859979,21.71,16.28,41.46,19.34,2.56,3.18,2.92,4.3,6.28,5.65,27.47,3.79,0.2,0.951,0.212,24.4,3.4,851
2019,578102,7.84,15.93,20.43,2.88,8.55,5.69,43.97,17.97,31.79,11.34,6.41,6.04,0.533,0.708,0.435,41.1,65.6,157
2024,705621,4.8,8.77,37.65,8.67,8.51,3.61,48.92,12.0,19.04,14.8,35.52,3.57,0.457,0.551,0.013,67.0,25.4,864
2020,791207,24.77,15.95,20.31,4.99,1.03,6.17,10.1,5.55,19.8,12.3,30.12,1.16,0.463,0.386,0.993,87.2,24.0,188
2023,886828,28.15,9.25,15.69,14.08,8.34,2.2,38.53,14.27,27.16,7.01,29.36,7.26,0.415,0.491,0.335,18.7,64.4,270
2021,612335,10.44,6.91,10.34,1.68,8.79,6.96,4.17,2.73,0.74,15.73,24.03,1.93,0.215,0.374,0.559,78.0,10.1,563
2019,379732,31.11,15.35,51.95,19.19,9.2,1.41,17.45,10.85,37.97,44.34,29.01,6.44,0.653,0.584,0.248,34.2,98.0,48
2020,823247,9.65,12.73,40.39,4.68,2.6,1.9,5.93,0.91,10.99,13.68,3.83,5.4,0.772,0.22,0.205,31.0,98.0,276
2023,226322,19.2,8.31,9.73,15.39,5.27,1.96,24.06,3.45,27.33,29.54,25.62,5.72,0.672,0.118,0.599,90.0,32.9,815
2023,134086,16.67,6.41,9.69,19.56,5.97,0.6,39.97,17.69,5.23,36.23,17.18,8.66,0.252,0.977,0.583,34.6,67.0,188
2016,711474,31.48,3.06,12.65,8.62,0.6,2.85,6.44,7.46,32.99,12.22,7.59,2.7,0.666,0.264,0.804,24.2,9.1,21
2025,861871,39.79,5.43,29.66,12.39,7.08,6.43,55.37,3.12,5.34,37.67,36.48,5.27,0.009,0.59,0.465,51.3,2.6,666
2023,327543,15.88,2.14,27.55,17.25,1.17,5.57,6.3,6.25,3.75,36.06,36.28,9.22,0.127,0.7,0.119,33.3,20.5,710
2017,427438,12.15,7.78,39.49,5.22,7.39,7.65,47.23,14.05,30.33,16.5,31.8,8.72,0.282,0.582,0.589,59.4,6.7,704
2023,854816,3.98,7.35,36.68,13.91,11.91,3.64,38.83,11.46,5.04,40.77,27.58,8.95,0.601,0.713,0.673,21.8,0.0,430
2019,583150,11.96,8.57,45.99,18.24,2.52,4.07,18.07,1.21,14.07,23.72,9.33,9.34,0.623,0.257,0.002,22.3,10.0,607
2020,765329,44.59,11.21,21.48,3.83,3.09,1.18,27.67,11.65,4.99,25.41,32.27,6.77,0.187,0.889,0.552,97.8,0.8,632
2025,968972,47.39,12.54,48.37,12.11,11.69,1.84,38.23,16.96,7.56,42.26,14.08,1.93,0.76,0.4,0.649,76.6,24.6,330
2018,473068,47.0,8.84,36.67,18.22,1.84,7.32,46.57,9.05,11.71,3.16,10.44,1.88,0.742,0.566,0.419,57.5,76.0,166
2023,447813,29.84,14.9,16.24,19.92,4.87,7.98,8.41,0.98,10.89,37.76,36.22,5.86,0.48,0.172,0.788,80.4,76.7,790
2020,266780,35.91,5.36,51.51,11.59,6.03,5.53,6.77,2.66,38.51,5.48,10.43,6.41,0.796,0.406,0.269,17.3,20.2,980
2017,154119,22.85,1.35,46.42,10.38,6.44,2.54,21.06,13.25,21.29,3.55,33.59,2.05,0.755,0.673,0.134,70.9,23.3,718
2023,403609,39.44,5.27,8.5,5.25,9.55,6.94,3.11,12.51,14.46,29.77,23.11,7.53,0.691,0.599,0.883,55.3,54.1,893
2024,868116,54.0,1.98,37.34,8.27,3.96,5.34,49.63,6.75,32.16,6.12,8.57,5.36,0.902,0.444,0.25,94.0,70.7,241
2025,602790,18.52,13.42,30.53,15.09,2.52,1.96,7.21,8.39,7.62,30.63,28.53,1.35,0.094,0.136,0.441,43.3,14.5,308
2016,192086,10.04,8.43,50.28,12.13,4.64,3.78,48.79,9.92,24.96,9.04,24.99,6.47,0.159,0.2,0.522,58.1,59.0,501
2024,521091,30.96,9.37,23.95,16.95,2.78,3.88,37.3,2.04,31.37,6.58,17.67,0.41,0.459,0.941,0.41,43.0,5.0,623
2023,806782,11.01,1.35,21.31,8.21,7.25,7.63,45.66,14.34,26.13,24.42,23.2,0.26,0.284,0.794,0.364,30.0,20.1,801
2022,630912,53.69,4.94,5.35,13.41,8.8,0.02,7.21,4.36,31.5,39.63,18.71,8.1,0.865,0.427,0.573,79.1,17.5,148
2021,654047,42.13,5.83,17.58,4.75,5.96,0.31,8.56,3.08,33.12,6.34,31.82,2.52,0.587,0.901,0.823,73.0,30.4,308
2019,948983,29.61,9.82,40.33,2.6,11.28,0.74,58.38,4.76,25.73,8.74,26.49,5.37,0.68,0.19,0.326,84.3,74.3,9
2016,850501,38.28,8.01,22.78,3.41,3.9,6.74,55.28,1.27,6.45,19.85,19.34,1.62,0.929,0.079,0.42,69.4,51.1,471
2023,939967,20.4,8.58,54.88,15.95,6.03,1.25,35.63,16.69,30.43,15.61,31.05,5.79,0.71,0.999,0.592,33.1,79.8,905
2020,298585,40.27,4.59,53.05,19.76,2.23,1.74,2.24,13.62,37.92,24.71,11.69,5.32,0.998,0.53,0.163,77.9,87.1,759
2016,614812,20.72,6.64,40.93,19.84,1.95,2.47,6.55,8.59,32.3,2.9,8.33,2.3,0.773,0.949,0.666,99.4,58.9,89
2017,787648,45.01,6.67,30.44,16.78,0.73,1.94,10.98,11.83,22.11,43.27,16.17,0.22,0.665,0.541,0.668,69.2,65.7,482
2023,350903,7.52,8.43,26.63,18.12,9.47,7.26,29.97,16.99,12.24,9.61,32.89,1.96,0.312,0.483,0.325,21.6,1.5,253
2017,396759,35.12,16.18,26.91,13.91,7.43,7.77,54.73,10.05,1.19,36.61,31.94,1.07,0.751,0.724,0.493,56.4,77.7,252
2019,218693,33.82,15.89,42.47,9.58,10.81,2.88,2.39,10.38,17.92,42.8,23.15,7.04,0.432,0.478,0.505,61.7,27.7,787
2018,116547,4.92,17.52,23.31,17.29,2.18,4.55,45.51,0.96,31.17,11.93,9.36,4.23,0.946,0.461,0.085,28.7,71.9,654
2022,145915,16.28,16.26,54.42,3.18,8.55,2.35,52.37,7.52,18.99,27.76,30.83,7.74,0.868,0.546,0.003,27.4,69.0,43
2020,152025,30.53,10.76,36.47,4.28,5.4,7.66,48.75,12.12,11.06,39.83,11.33,2.78,0.08,0.218,0.198,80.5,10.7,646
2023,255506,10.79,8.39,40.58,9.19,10.89,2.83,21.39,5.24,33.01,43.26,32.05,0.87,0.979,0.424,0.972,79.5,76.4,860
2017,903566,19.51,4.6,49.66,13.93,2.25,7.52,41.69,16.18,30.15,27.75,3.01,3.73,0.414,0.718,0.501,38.7,65.8,96
