demo_popproj_projection_year,demo_popproj_geography_nuts_code,demo_popproj_nuts_level,demo_popproj_age_cohort_5yr,demo_popproj_sex,demo_popproj_citizenship_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_fertility_rate_assumption,demo_popproj_mortality_rate_assumption,demo_popproj_net_migration_assumption,demo_popproj_household_projection_total,demo_popproj_urban_rural_typology,demo_popproj_dependency_ratio_old_age,demo_popproj_median_age,demo_popproj_life_expectancy_at_birth,demo_popproj_eurostat_release_vintage,demo_popproj_methodology_code
2029,SE9,1,95-99,T,NON_EU,16561,17409,16864,17673,1.89,10.02,-1080,7206,INTERMEDIATE,34.53,30.1,79.5,2024-09,NUTS_PROJ_V1
2032,SI3,1,15-19,M,EU,17036,19973,19872,20157,1.23,12.99,-4621,8302,URBAN,41.11,31.9,80.0,2023-12,REG_DEMO_MODEL_B
2035,PT92,2,40-44,F,NATIONAL,17259,19692,19469,19886,1.64,14.0,7159,7626,RURAL,36.18,49.8,80.1,2023-03,EUROPOP2024
2038,FI738,3,65-69,T,UNKNOWN,17220,21420,21026,21818,1.7,12.5,-82,8998,INTERMEDIATE,40.75,31.7,83.0,2026-06,REG_DEMO_MODEL_A
2041,SI446,3,90-94,M,NON_EU,17931,20513,20037,20800,1.37,7.38,4776,7978,URBAN,44.26,40.8,81.2,2025-09,EUROPOP2023
2044,PT678,3,10-14,F,EU,17505,18826,18659,19396,1.37,10.34,-3426,7955,RURAL,20.3,31.9,80.3,2024-12,NUTS_PROJ_V1
2047,IT4,1,35-39,T,NATIONAL,18161,18698,18119,19119,1.94,14.22,63,8882,INTERMEDIATE,18.49,43.4,82.5,2024-03,REG_DEMO_MODEL_B
2050,EE6,1,60-64,M,UNKNOWN,18430,13782,13405,14007,1.36,10.1,-4509,5959,URBAN,28.13,42.1,80.3,2023-06,EUROPOP2024
2022,AT939,3,85-89,F,NON_EU,18290,18563,18277,19216,1.58,8.11,-4121,8981,RURAL,32.86,35.6,80.8,2026-09,REG_DEMO_MODEL_A
2025,EE2,1,5-9,T,EU,18266,19610,19310,20078,1.2,10.8,-2743,7981,INTERMEDIATE,31.86,42.5,82.1,2025-12,EUROPOP2023
2028,RO131,3,30-34,M,NATIONAL,19491,17990,17875,18326,1.14,9.6,-3853,7662,URBAN,36.6,49.0,78.9,2025-03,NUTS_PROJ_V1
2031,BE28,2,55-59,F,UNKNOWN,19558,23640,23221,23917,1.44,14.13,-1359,10548,RURAL,30.27,30.2,74.9,2024-06,REG_DEMO_MODEL_B
2034,EE83,2,80-84,T,NON_EU,19634,17755,17524,18434,1.71,9.49,3994,8530,INTERMEDIATE,29.3,31.5,75.9,2023-09,EUROPOP2024
2037,LU8,1,0-4,M,EU,19896,27506,26738,27660,1.83,13.69,-3126,10505,URBAN,19.64,42.6,76.3,2026-12,REG_DEMO_MODEL_A
2040,EE73,2,25-29,F,NATIONAL,19770,20904,20085,21070,1.72,10.92,2508,10144,RURAL,20.42,48.5,83.5,2026-03,EUROPOP2023
2043,GR77,2,50-54,T,UNKNOWN,19955,31119,30012,32075,2.12,10.2,748,15086,INTERMEDIATE,18.79,49.0,83.9,2025-06,NUTS_PROJ_V1
2046,SK2,1,75-79,M,NON_EU,20732,21404,20920,21832,1.93,8.68,7646,8157,URBAN,42.66,45.8,77.3,2024-09,REG_DEMO_MODEL_B
2049,BE61,2,100+,F,EU,20992,16331,16178,16787,2.08,14.34,1864,6068,RURAL,41.01,36.3,82.7,2023-12,EUROPOP2024
2021,EE4,1,20-24,T,NATIONAL,20525,20385,19632,20655,1.5,12.39,5255,7583,INTERMEDIATE,44.03,36.5,82.9,2023-03,REG_DEMO_MODEL_A
2024,LU36,2,45-49,M,UNKNOWN,21015,20767,20342,21177,1.64,10.07,-2230,9822,URBAN,26.58,32.1,81.1,2026-06,EUROPOP2023
2027,CZ83,2,70-74,F,NON_EU,21845,22427,22277,22848,2.19,10.82,1853,8997,RURAL,28.46,37.4,81.3,2025-09,NUTS_PROJ_V1
2030,BG91,2,95-99,T,EU,21659,26037,25775,26418,1.18,13.95,2240,9942,INTERMEDIATE,29.04,41.5,79.4,2024-12,REG_DEMO_MODEL_B
2033,BE901,3,15-19,M,NATIONAL,22364,21814,21417,22284,2.01,11.97,4472,10682,URBAN,23.61,30.3,78.3,2024-03,EUROPOP2024
2036,IE83,2,40-44,F,UNKNOWN,22705,20378,19926,20836,1.63,9.26,-2615,9760,RURAL,26.46,35.7,76.2,2023-06,REG_DEMO_MODEL_A
2039,HU3,1,65-69,T,NON_EU,22054,21728,21177,22398,1.52,8.14,-3191,10319,INTERMEDIATE,27.08,43.4,82.9,2026-09,EUROPOP2023
2042,HU7,1,90-94,M,EU,22869,29827,29005,30348,1.73,8.29,1548,12115,URBAN,25.46,35.9,82.6,2025-12,NUTS_PROJ_V1
2045,FI56,2,10-14,F,NATIONAL,23284,19886,19557,20411,1.95,11.1,-3685,8384,RURAL,30.52,30.1,81.0,2025-03,REG_DEMO_MODEL_B
2048,RO972,3,35-39,T,UNKNOWN,22989,22480,21846,23054,1.42,13.56,3236,8766,INTERMEDIATE,37.55,41.1,76.9,2024-06,EUROPOP2024
2020,DK40,2,60-64,M,NON_EU,23820,23820,22886,24276,1.39,12.81,690,9187,URBAN,40.05,50.9,75.9,2023-09,REG_DEMO_MODEL_A
2023,MT905,3,85-89,F,EU,23414,24444,23783,24733,1.92,7.62,6898,11473,RURAL,41.31,32.5,78.2,2026-12,EUROPOP2023
2026,BE8,1,5-9,T,NATIONAL,23818,25034,24865,25530,2.01,8.8,-2669,12091,INTERMEDIATE,37.71,48.3,78.0,2026-03,NUTS_PROJ_V1
2029,LT308,3,30-34,M,UNKNOWN,23809,22981,22112,23658,1.22,10.35,4703,9433,URBAN,42.64,31.0,74.9,2025-06,REG_DEMO_MODEL_B
2032,BG2,1,55-59,F,NON_EU,24282,21778,20916,22113,2.13,13.1,-1057,10496,RURAL,36.63,45.7,80.2,2024-09,EUROPOP2024
2035,NL4,1,80-84,T,EU,24727,29950,29333,30147,1.92,13.63,7413,13184,INTERMEDIATE,43.04,46.0,83.9,2023-12,REG_DEMO_MODEL_A
2038,HU4,1,0-4,M,NATIONAL,25200,30936,30757,32163,1.89,8.94,4532,12608,URBAN,40.83,43.4,82.6,2023-03,EUROPOP2023
2041,MT191,3,25-29,F,UNKNOWN,25086,35025,34753,35970,1.18,14.19,582,16242,RURAL,32.31,44.8,74.2,2026-06,NUTS_PROJ_V1
2044,IE954,3,50-54,T,NON_EU,25944,23000,22505,23813,1.59,12.59,2727,10971,INTERMEDIATE,30.64,46.0,81.5,2025-09,REG_DEMO_MODEL_B
2047,DK634,3,75-79,M,EU,25729,21492,20944,21920,1.71,10.84,7766,8841,URBAN,44.35,33.2,83.4,2024-12,EUROPOP2024
2050,HU5,1,100+,F,NATIONAL,26193,33139,32692,34039,1.52,10.61,7695,15898,RURAL,23.35,37.1,76.4,2024-03,REG_DEMO_MODEL_A
2022,IT20,2,20-24,T,UNKNOWN,26208,27071,26518,27306,2.09,8.37,-302,11360,INTERMEDIATE,36.19,45.0,77.8,2023-06,EUROPOP2023
2025,IT218,3,45-49,M,NON_EU,26360,26886,26723,27050,1.29,8.93,-197,12587,URBAN,38.74,34.5,78.2,2026-09,NUTS_PROJ_V1
2028,DK525,3,70-74,F,EU,26440,25373,25090,25846,1.14,14.45,4870,10279,RURAL,28.33,37.4,78.8,2025-12,REG_DEMO_MODEL_B
2031,BG6,1,95-99,T,NATIONAL,26907,30016,28836,31007,1.85,9.67,2158,12332,INTERMEDIATE,21.2,42.1,84.3,2025-03,EUROPOP2024
2034,FR8,1,15-19,M,UNKNOWN,27703,28069,27681,29071,1.26,9.41,7055,13489,URBAN,28.98,36.3,75.5,2024-06,REG_DEMO_MODEL_A
2037,SE598,3,40-44,F,NON_EU,27074,22873,22700,23161,1.5,14.34,5629,9667,RURAL,24.97,46.4,77.0,2023-09,EUROPOP2023
2040,AT941,3,65-69,T,EU,27466,34240,33703,35154,2.05,11.33,-273,14390,INTERMEDIATE,25.91,31.4,74.2,2026-12,NUTS_PROJ_V1
2043,CY21,2,90-94,M,NATIONAL,27808,41337,40752,42412,1.99,13.11,183,15894,URBAN,19.26,32.1,83.6,2026-03,REG_DEMO_MODEL_B
2046,SK344,3,10-14,F,UNKNOWN,28136,31446,30589,32492,1.71,9.91,-236,13774,RURAL,39.44,34.9,83.1,2025-06,EUROPOP2024
2049,NL6,1,35-39,T,NON_EU,28629,45203,43762,46299,1.2,9.44,-3059,17277,INTERMEDIATE,25.46,40.5,76.7,2024-09,REG_DEMO_MODEL_A
2021,DK587,3,60-64,M,EU,28409,28543,28220,29270,1.57,14.19,243,12246,URBAN,32.9,36.7,82.0,2023-12,EUROPOP2023
2024,FI2,1,85-89,F,NATIONAL,29384,28608,28010,28827,1.59,10.7,-3387,13663,RURAL,33.99,46.1,79.2,2023-03,NUTS_PROJ_V1
2027,PL50,2,5-9,T,UNKNOWN,28850,28898,28004,29423,2.13,7.34,6000,11251,INTERMEDIATE,30.47,34.8,78.0,2026-06,REG_DEMO_MODEL_B
2030,AT34,2,30-34,M,NON_EU,29157,28828,27970,29737,2.03,9.77,-410,12555,URBAN,30.49,33.0,77.8,2025-09,EUROPOP2024
2033,CZ886,3,55-59,F,EU,29702,27128,26480,27321,1.65,7.92,1295,10580,RURAL,38.38,40.1,84.4,2024-12,REG_DEMO_MODEL_A
2036,LU2,1,80-84,T,NATIONAL,30270,28801,28318,29006,1.21,9.39,-1261,12146,INTERMEDIATE,38.96,48.7,77.1,2024-03,EUROPOP2023
2039,BG380,3,0-4,M,UNKNOWN,29824,39735,38845,40384,1.6,8.36,-4184,18801,URBAN,22.66,35.5,81.9,2023-06,NUTS_PROJ_V1
2042,SE92,2,25-29,F,NON_EU,30701,34898,34700,36163,1.3,10.87,-81,12935,RURAL,30.11,39.0,75.4,2026-09,REG_DEMO_MODEL_B
2045,IE1,1,50-54,T,EU,30706,38972,37927,39449,1.63,7.51,6573,18172,INTERMEDIATE,27.13,45.3,84.2,2025-12,EUROPOP2024
2048,FR15,2,75-79,M,NATIONAL,30910,34833,34282,35443,1.24,13.7,2065,13903,URBAN,40.57,42.8,78.3,2025-03,REG_DEMO_MODEL_A
2020,DK415,3,100+,F,UNKNOWN,31437,31437,31056,32163,2.13,14.45,4688,12698,RURAL,22.76,44.6,82.2,2024-06,EUROPOP2023
2023,SI792,3,20-24,T,NON_EU,31796,31516,30262,32543,1.86,14.08,4895,12405,INTERMEDIATE,30.81,42.1,81.8,2023-09,NUTS_PROJ_V1
2026,EE3,1,45-49,M,EU,32229,35689,35006,36428,2.15,12.82,149,16721,URBAN,35.72,36.8,78.7,2026-12,REG_DEMO_MODEL_B
2029,IE3,1,70-74,F,NATIONAL,32254,33497,32855,34207,1.88,9.58,-2399,14529,RURAL,20.08,44.8,74.3,2026-03,EUROPOP2024
2032,SK73,2,95-99,T,UNKNOWN,32601,38264,37081,39587,1.62,13.45,7281,14795,INTERMEDIATE,30.3,34.3,74.6,2025-06,REG_DEMO_MODEL_A
2035,HU8,1,15-19,M,NON_EU,32180,29967,29443,30622,1.22,7.56,2615,11610,URBAN,35.58,40.3,80.4,2024-09,EUROPOP2023
2038,EE8,1,40-44,F,EU,33241,36203,35290,36456,1.42,11.63,3899,16016,RURAL,25.8,47.6,78.2,2023-12,NUTS_PROJ_V1
2041,GR43,2,65-69,T,NATIONAL,33066,31031,30196,32207,2.02,14.17,-4872,14465,INTERMEDIATE,41.12,33.8,74.3,2023-03,REG_DEMO_MODEL_B
2044,AT465,3,90-94,M,UNKNOWN,32934,44275,44045,46021,1.97,7.1,-640,20795,URBAN,28.73,40.4,74.8,2026-06,EUROPOP2024
2047,FI5,1,10-14,F,NON_EU,33432,39706,39324,40530,2.07,12.7,-1461,15483,RURAL,20.17,49.4,78.7,2025-09,REG_DEMO_MODEL_A
2050,GR968,3,35-39,T,EU,34047,26100,25368,26240,1.14,11.37,-1582,12257,INTERMEDIATE,40.55,33.9,83.6,2024-12,EUROPOP2023
2022,DE2,1,60-64,M,NATIONAL,33885,34383,34033,35593,1.58,11.22,7820,14881,URBAN,44.43,49.2,74.1,2024-03,NUTS_PROJ_V1
2025,BE7,1,85-89,F,UNKNOWN,33977,37281,35832,37986,2.12,8.95,-2440,14247,RURAL,34.63,42.9,84.4,2023-06,REG_DEMO_MODEL_B
2028,GR669,3,5-9,T,NON_EU,34332,32524,31910,33526,1.35,10.47,-2412,12073,INTERMEDIATE,31.32,41.4,74.9,2026-09,EUROPOP2024
2031,LT7,1,30-34,M,EU,35166,38044,37617,38530,1.82,9.24,7655,15889,URBAN,29.59,32.6,78.5,2025-12,REG_DEMO_MODEL_A
2034,MT5,1,55-59,F,NATIONAL,34929,36719,36080,37961,1.6,8.25,5559,16595,RURAL,44.39,42.4,76.8,2025-03,EUROPOP2023
2037,BE708,3,80-84,T,UNKNOWN,35516,41218,40108,42077,1.1,13.44,2124,18642,INTERMEDIATE,18.08,45.7,84.4,2024-06,NUTS_PROJ_V1
2040,ES456,3,0-4,M,NON_EU,35771,37515,37158,37925,1.7,11.99,-3308,15660,URBAN,40.74,33.6,74.5,2023-09,REG_DEMO_MODEL_B
2043,BG695,3,25-29,F,EU,35440,47861,47461,49401,2.14,13.62,-1098,19665,RURAL,25.55,41.4,83.6,2026-12,EUROPOP2024
2046,PT5,1,50-54,T,NATIONAL,36098,33172,32888,33742,1.31,8.55,-4893,12423,INTERMEDIATE,24.61,31.4,75.6,2026-03,REG_DEMO_MODEL_A
2049,LT75,2,75-79,M,UNKNOWN,36133,59209,58509,60218,2.17,7.85,6950,27432,URBAN,27.12,36.9,81.5,2025-06,EUROPOP2023
2021,HU582,3,100+,F,NON_EU,36919,36586,36217,37512,1.99,13.06,-334,14713,RURAL,23.62,34.1,82.1,2024-09,NUTS_PROJ_V1
2024,DK72,2,20-24,T,EU,36447,38875,37720,39404,2.11,11.44,-2834,19388,INTERMEDIATE,32.51,37.3,81.8,2023-12,REG_DEMO_MODEL_B
2027,NL568,3,45-49,M,NATIONAL,37051,42558,41199,42958,2.16,9.02,-573,20625,URBAN,41.75,31.2,82.2,2023-03,EUROPOP2024
2030,SE5,1,70-74,F,UNKNOWN,37519,40612,39432,42058,1.76,8.0,-4076,19501,RURAL,24.55,40.4,76.1,2026-06,REG_DEMO_MODEL_A
2033,FR7,1,95-99,T,NON_EU,37492,39383,38618,39962,1.17,7.11,-2014,16296,INTERMEDIATE,41.41,43.5,79.9,2025-09,EUROPOP2023
2036,ES677,3,15-19,M,EU,38173,40331,39595,41657,1.74,8.36,2312,19642,URBAN,24.19,40.1,76.4,2024-12,NUTS_PROJ_V1
2039,IT487,3,40-44,F,NATIONAL,37910,33712,32863,35002,1.62,8.13,3334,13812,RURAL,28.76,38.0,83.4,2024-03,REG_DEMO_MODEL_B
2042,ES314,3,65-69,T,UNKNOWN,37895,48245,47818,49205,1.59,12.75,-4567,24084,INTERMEDIATE,34.01,43.9,83.2,2023-06,EUROPOP2024
2045,LT613,3,90-94,M,NON_EU,38924,37077,36728,37613,1.31,12.29,-3972,16495,URBAN,24.22,37.0,74.1,2026-09,REG_DEMO_MODEL_A
2048,PT43,2,10-14,F,EU,38346,36385,35846,36744,1.74,7.79,-1105,14752,RURAL,19.33,47.9,79.1,2025-12,EUROPOP2023
2020,CY1,1,35-39,T,NATIONAL,39105,39105,37731,39938,2.17,9.81,7144,17971,INTERMEDIATE,21.54,50.4,79.3,2025-03,NUTS_PROJ_V1
2023,EE27,2,60-64,M,UNKNOWN,38991,40321,39067,41648,1.45,13.99,7963,19416,URBAN,22.87,49.5,74.1,2024-06,REG_DEMO_MODEL_B
2026,IE467,3,85-89,F,NON_EU,39790,41313,40372,42143,1.8,13.22,-1752,15454,RURAL,41.78,45.9,80.2,2023-09,EUROPOP2024
2029,PL116,3,5-9,T,EU,39821,40872,39373,42324,2.14,8.24,2655,16339,INTERMEDIATE,35.97,50.2,76.9,2026-12,REG_DEMO_MODEL_A
2032,EE9,1,30-34,M,NATIONAL,40404,43200,42434,44603,1.5,10.95,-1853,16739,URBAN,32.62,50.4,77.4,2026-03,EUROPOP2023
2035,IT9,1,55-59,F,UNKNOWN,40197,47589,46481,48500,1.29,12.55,-640,20885,RURAL,21.38,42.3,75.8,2025-06,NUTS_PROJ_V1
2038,CY98,2,80-84,T,NON_EU,40312,55301,54757,56811,1.45,9.8,7873,22947,INTERMEDIATE,22.56,33.3,75.9,2024-09,REG_DEMO_MODEL_B
2041,NL89,2,0-4,M,EU,40608,33062,31862,33439,1.9,11.98,5414,14475,URBAN,38.44,50.8,78.7,2023-12,EUROPOP2024
2044,SE968,3,25-29,F,NATIONAL,41065,43429,42587,44029,1.3,7.1,-2223,16997,RURAL,24.63,35.7,77.0,2023-03,REG_DEMO_MODEL_A
2047,IT8,1,50-54,T,UNKNOWN,41337,36350,34910,36548,1.87,10.13,-2211,14078,INTERMEDIATE,29.97,32.8,78.2,2026-06,EUROPOP2023
2050,IT44,2,75-79,M,NON_EU,41268,69562,68950,71925,1.16,11.36,2050,32567,URBAN,19.8,47.6,80.8,2025-09,NUTS_PROJ_V1
2022,SI834,3,100+,F,EU,41269,42224,41443,42508,1.94,11.31,-976,18687,RURAL,23.42,43.0,75.4,2024-12,REG_DEMO_MODEL_B
2025,IT5,1,20-24,T,NATIONAL,41805,45055,43400,46777,1.34,13.39,6384,22164,INTERMEDIATE,44.06,49.6,75.5,2024-03,EUROPOP2024
2028,EE65,2,45-49,M,UNKNOWN,42247,45664,44349,46341,1.22,12.14,1848,17687,URBAN,19.48,50.5,83.1,2023-06,REG_DEMO_MODEL_A
2031,LU3,1,70-74,F,NON_EU,42400,41678,41044,42926,1.49,7.11,334,19297,RURAL,22.68,35.7,74.9,2026-09,EUROPOP2023
2034,CY7,1,95-99,T,EU,43095,44795,43233,45368,1.22,14.37,-1753,17562,INTERMEDIATE,21.1,43.5,82.3,2025-12,NUTS_PROJ_V1
2037,RO4,1,15-19,M,NATIONAL,42765,41682,40150,42525,1.25,8.5,-3376,18343,URBAN,25.45,47.2,75.2,2025-03,REG_DEMO_MODEL_B
2040,BG75,2,40-44,F,UNKNOWN,43516,40082,38729,40941,2.08,10.93,2808,15036,RURAL,42.15,45.8,78.4,2024-06,EUROPOP2024
2043,LU70,2,65-69,T,NON_EU,43709,40093,38841,40703,1.79,7.34,-455,15326,INTERMEDIATE,39.84,39.9,83.0,2023-09,REG_DEMO_MODEL_A
2046,DK79,2,90-94,M,EU,43352,49800,48577,51788,2.02,10.71,5084,20791,URBAN,22.66,44.6,74.4,2026-12,EUROPOP2023
2049,RO7,1,10-14,F,NATIONAL,43672,41946,40589,42607,1.95,7.58,3129,19806,RURAL,25.25,39.0,77.5,2026-03,NUTS_PROJ_V1
2021,LV6,1,35-39,T,UNKNOWN,43951,44172,43006,44787,1.73,14.48,-2289,19621,INTERMEDIATE,25.92,41.3,81.8,2025-06,REG_DEMO_MODEL_B
2024,FR78,2,60-64,M,NON_EU,44387,47159,45498,48318,1.15,12.16,-2167,22052,URBAN,29.71,44.8,74.7,2024-09,EUROPOP2024
2027,SK993,3,85-89,F,EU,44262,50626,48606,51479,1.65,9.53,127,21660,RURAL,43.48,33.7,78.1,2023-12,REG_DEMO_MODEL_A
2030,LV5,1,5-9,T,NATIONAL,44785,43474,42922,44609,2.02,7.24,7796,20180,INTERMEDIATE,32.41,35.5,78.5,2023-03,EUROPOP2023
2033,IE16,2,30-34,M,UNKNOWN,45062,47870,47040,48797,1.2,8.67,3277,17933,URBAN,32.11,35.8,78.8,2026-06,NUTS_PROJ_V1
2036,DE727,3,55-59,F,NON_EU,45405,54807,52772,56524,2.03,14.22,757,20959,RURAL,24.92,38.7,78.9,2025-09,REG_DEMO_MODEL_B
2039,CY906,3,80-84,T,EU,45945,62473,61624,63669,2.12,13.76,7814,30519,INTERMEDIATE,35.8,48.5,74.9,2024-12,EUROPOP2024
2042,MT116,3,0-4,M,NATIONAL,45881,62968,62094,64541,2.13,8.12,2788,23787,URBAN,22.51,47.7,74.1,2024-03,REG_DEMO_MODEL_A
2045,CY30,2,25-29,F,UNKNOWN,46279,45409,43657,46358,2.03,11.22,-4666,20611,RURAL,24.38,38.6,83.3,2023-06,EUROPOP2023
2048,FI63,2,50-54,T,NON_EU,46034,46193,44404,47565,1.59,13.86,4701,19602,INTERMEDIATE,23.7,38.3,80.8,2026-09,NUTS_PROJ_V1
2020,IT66,2,75-79,M,EU,46931,46931,46396,47939,1.97,13.79,3978,17689,URBAN,22.94,33.9,78.3,2025-12,REG_DEMO_MODEL_B
2023,FI51,2,100+,F,NATIONAL,47378,47986,47031,48698,1.19,7.12,3386,20715,RURAL,35.47,39.0,76.3,2025-03,EUROPOP2024
2026,LV9,1,20-24,T,UNKNOWN,47528,47495,46588,49106,1.53,12.64,4382,20737,INTERMEDIATE,26.23,47.1,81.3,2024-06,REG_DEMO_MODEL_A
2029,BE41,2,45-49,M,NON_EU,47710,51503,50971,53123,2.19,7.18,159,20124,URBAN,35.22,47.8,82.9,2023-09,EUROPOP2023
2032,SI103,3,70-74,F,EU,47902,47376,45709,48986,1.86,7.44,5615,18224,RURAL,29.41,44.7,74.8,2026-12,NUTS_PROJ_V1
2035,DK3,1,95-99,T,NATIONAL,48385,49890,49157,50191,1.53,8.4,-3998,19689,INTERMEDIATE,28.86,33.4,83.8,2026-03,REG_DEMO_MODEL_B
2038,PT4,1,15-19,M,UNKNOWN,48442,65486,62900,66252,1.99,11.36,7562,25324,URBAN,40.66,31.7,84.4,2025-06,EUROPOP2024
2041,IT552,3,40-44,F,NON_EU,48835,55482,53572,55992,1.27,12.27,7606,25891,RURAL,39.72,39.7,78.8,2024-09,REG_DEMO_MODEL_A
2044,NL224,3,65-69,T,EU,49186,74872,73276,77401,1.44,8.97,1639,31052,INTERMEDIATE,22.26,34.3,81.3,2023-12,EUROPOP2023
2047,HR149,3,90-94,M,NATIONAL,49048,65217,64125,67762,1.2,12.78,354,29486,URBAN,44.72,42.6,74.2,2023-03,NUTS_PROJ_V1
2050,PT73,2,10-14,F,UNKNOWN,49039,50175,49161,52144,1.59,14.45,4810,23603,RURAL,34.66,47.2,78.6,2026-06,REG_DEMO_MODEL_B
2022,BG414,3,35-39,T,NON_EU,49002,49103,48851,50260,2.15,9.04,4198,18608,INTERMEDIATE,38.05,35.8,82.3,2025-09,EUROPOP2024
2025,PT290,3,60-64,M,EU,50081,48019,46344,49723,1.85,12.55,2633,19151,URBAN,21.01,39.9,83.0,2024-12,REG_DEMO_MODEL_A
2028,GR751,3,85-89,F,NATIONAL,49505,50138,48793,51513,1.83,12.08,631,19150,RURAL,32.25,48.1,82.0,2024-03,EUROPOP2023
2031,LT606,3,5-9,T,UNKNOWN,50693,46177,44943,47783,2.07,11.36,6840,18765,INTERMEDIATE,42.33,43.7,75.0,2023-06,NUTS_PROJ_V1
2034,SE26,2,30-34,M,NON_EU,50001,47266,46117,47579,1.62,14.03,-2443,20652,URBAN,26.06,39.4,74.5,2026-09,REG_DEMO_MODEL_B
2037,GR826,3,55-59,F,EU,50281,55097,53933,56370,2.09,14.21,-3926,23769,RURAL,28.86,41.1,80.3,2025-12,EUROPOP2024
2040,CZ949,3,80-84,T,NATIONAL,50924,57978,56980,59831,2.02,13.32,345,22947,INTERMEDIATE,18.82,47.9,78.8,2025-03,REG_DEMO_MODEL_A
2043,ES876,3,0-4,M,UNKNOWN,51278,57813,56672,58787,1.72,11.81,2650,23675,URBAN,20.4,38.8,74.0,2024-06,EUROPOP2023
2046,SE553,3,25-29,F,NON_EU,51959,63541,61249,65192,2.08,13.44,-2191,24821,RURAL,28.97,32.8,79.9,2023-09,NUTS_PROJ_V1
2049,MT750,3,50-54,T,EU,51793,43503,41788,44671,1.6,11.77,-2130,16136,INTERMEDIATE,29.37,44.1,83.3,2026-12,REG_DEMO_MODEL_B
2021,LV37,2,75-79,M,NATIONAL,51787,51687,50209,53021,1.79,8.38,-854,23138,URBAN,32.09,47.2,79.1,2026-03,EUROPOP2024
2024,DK55,2,100+,F,UNKNOWN,51756,50207,48217,51769,1.99,13.98,-2664,22730,RURAL,35.76,37.9,78.3,2025-06,REG_DEMO_MODEL_A
2027,FI580,3,20-24,T,NON_EU,52019,54837,54445,55410,1.35,9.73,-4854,25771,INTERMEDIATE,42.56,42.0,78.3,2024-09,EUROPOP2023
2030,LT2,1,45-49,M,EU,53085,63331,60928,64999,1.81,10.37,-2840,23963,URBAN,25.93,37.9,75.4,2023-12,NUTS_PROJ_V1
2033,EE778,3,70-74,F,NATIONAL,53283,66119,64187,67264,1.34,12.73,-809,28125,RURAL,20.14,41.2,78.6,2023-03,REG_DEMO_MODEL_B
2036,SI8,1,95-99,T,UNKNOWN,53126,65701,63713,66066,1.37,10.0,6496,29995,INTERMEDIATE,41.68,40.7,75.5,2026-06,EUROPOP2024
2039,PL870,3,15-19,M,NON_EU,53360,72452,70999,75345,1.37,9.77,6670,31776,URBAN,22.11,34.1,75.3,2025-09,REG_DEMO_MODEL_A
2042,BG46,2,40-44,F,EU,53688,44154,43010,45091,1.95,14.28,1680,20082,RURAL,19.99,37.8,77.3,2024-12,EUROPOP2023
2045,RO5,1,65-69,T,NATIONAL,54336,60848,60355,63042,2.1,8.01,-4173,22824,INTERMEDIATE,23.02,41.0,75.9,2024-03,NUTS_PROJ_V1
2048,LT78,2,90-94,M,UNKNOWN,54734,58406,57336,58720,1.56,7.55,2433,21923,URBAN,33.37,38.6,76.0,2023-06,REG_DEMO_MODEL_B
2020,DE84,2,10-14,F,NON_EU,54353,54353,54053,56353,2.14,11.93,-2472,22538,RURAL,37.91,46.6,81.7,2026-09,EUROPOP2024
2023,FR41,2,35-39,T,EU,54503,53926,53187,55582,2.05,10.0,3433,23196,INTERMEDIATE,31.38,42.8,77.9,2025-12,REG_DEMO_MODEL_A
2026,SK6,1,60-64,M,NATIONAL,55299,56306,54647,57074,1.68,7.37,-880,21436,URBAN,39.95,32.0,76.1,2025-03,EUROPOP2023
2029,HR923,3,85-89,F,UNKNOWN,55290,61765,61404,63369,1.27,7.95,-4839,30568,RURAL,42.21,36.1,74.5,2024-06,NUTS_PROJ_V1
2032,DK849,3,5-9,T,NON_EU,55674,63448,62975,64091,1.78,12.6,-3897,23766,INTERMEDIATE,26.23,43.7,76.4,2023-09,REG_DEMO_MODEL_B
2035,SI513,3,30-34,M,EU,55284,70272,69259,72010,1.34,7.89,-1656,29755,URBAN,33.52,36.7,83.5,2026-12,EUROPOP2024
2038,FR6,1,55-59,F,NATIONAL,56363,63116,60883,64738,1.69,11.83,5999,27821,RURAL,22.31,46.5,83.9,2026-03,REG_DEMO_MODEL_A
2041,CZ18,2,80-84,T,UNKNOWN,55888,54617,52454,56077,1.88,8.13,3496,25667,INTERMEDIATE,27.09,34.9,80.0,2025-06,EUROPOP2023
2044,CY10,2,0-4,M,NON_EU,56496,90443,88180,93878,1.21,14.07,4153,34336,URBAN,28.82,49.2,80.0,2024-09,NUTS_PROJ_V1
2047,LU37,2,25-29,F,EU,57250,85165,83383,88490,2.0,11.87,1062,37326,RURAL,21.56,30.1,79.0,2023-12,REG_DEMO_MODEL_B
2050,HR5,1,50-54,T,NATIONAL,56873,52568,52186,53656,1.55,7.75,3621,22841,INTERMEDIATE,27.0,40.1,82.0,2023-03,EUROPOP2024
2022,LV85,2,75-79,M,UNKNOWN,57417,59439,58396,61340,2.03,7.05,-939,23247,URBAN,26.3,35.4,81.5,2026-06,REG_DEMO_MODEL_A
