demo_migflow_move_year,demo_migflow_origin_lgd_code,demo_migflow_destination_lgd_code,demo_migflow_move_type_code,demo_migflow_age_at_move,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_housing_tenure_before_move,demo_migflow_housing_tenure_after_move,demo_migflow_distance_km_estimate,demo_migflow_commute_change_minutes,demo_migflow_income_bracket_before_move,demo_migflow_income_bracket_after_move,demo_migflow_education_level,demo_migflow_citizenship_status,demo_migflow_foreign_born_indicator,demo_migflow_interstate_flow_count,demo_migflow_intrastate_flow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2024,88014344,86709633,INTERNATIONAL,18,2,Other,Informal,Other,1617,168,1L_3L,1L_3L,Postgraduate,OCI,Y,3548,844,0.19,W4
2018,56565452,79929516,INTERSTATE,19,10,Family,Other,Owned,1194,25,gt_10L,1L_3L,Graduate,Other,N,3885,3441,2.746,W4
2018,67866282,63187219,INTRASTATE,63,6,Climate,Owned,Owned,2120,-38,3L_6L,3L_6L,Primary,Foreign_National,N,937,1372,1.165,W4
2025,10932243,70157013,INTERNATIONAL,58,6,Family,Informal,Employer,1948,43,gt_10L,3L_6L,Secondary,Foreign_National,Y,3545,537,4.78,W5
2024,70796581,67334889,INTERNATIONAL,6,5,Employment,Informal,Rented,990,19,lt_1L,1L_3L,Secondary,Indian_Citizen,Y,1903,3271,1.919,W1
2024,99833725,93748317,INTERNATIONAL,61,9,Employment,Informal,Rented,231,6,3L_6L,gt_10L,Postgraduate,Indian_Citizen,N,4159,2446,1.96,W5
2021,31760303,76657184,INTERNATIONAL,12,7,Marriage,Rented,Employer,1372,48,gt_10L,3L_6L,Higher_secondary,OCI,N,1780,450,3.216,W2
2020,95600637,35823389,INTERNATIONAL,24,1,Marriage,Other,Informal,1074,-24,lt_1L,1L_3L,No_schooling,Other,Y,3640,4789,0.811,W5
2022,56299694,50755223,INTRASTATE,58,2,Marriage,Employer,Owned,1938,28,1L_3L,gt_10L,Postgraduate,OCI,N,4557,3609,0.932,W3
2016,68259986,26775578,INTRASTATE,49,1,Family,Informal,Informal,2726,114,6L_10L,1L_3L,Higher_secondary,Foreign_National,N,1057,4303,1.154,W2
2019,49411668,44705208,INTRASTATE,26,4,Housing,Employer,Rented,1575,66,gt_10L,6L_10L,No_schooling,Foreign_National,N,750,4609,0.673,W2
2017,84399403,25676619,INTERSTATE,88,8,Employment,Informal,Owned,1198,99,6L_10L,1L_3L,Primary,Indian_Citizen,Y,4177,1869,4.622,W4
2025,61266864,37031639,INTERNATIONAL,71,4,Education,Other,Rented,1116,-32,6L_10L,3L_6L,Primary,Other,Y,4589,3899,3.619,W5
2023,47302290,34324925,INTERSTATE,77,9,Education,Owned,Owned,1010,88,1L_3L,1L_3L,No_schooling,OCI,N,2040,4007,2.217,W4
2020,61529608,59356383,INTRASTATE,71,1,Marriage,Informal,Other,1698,50,3L_6L,gt_10L,Secondary,Other,N,3432,252,4.032,W1
2024,86086599,84537898,INTRASTATE,31,1,Education,Rented,Informal,380,-29,3L_6L,6L_10L,No_schooling,Foreign_National,Y,3739,1408,4.652,W1
2023,19232820,48037296,INTERSTATE,2,9,Marriage,Owned,Employer,1684,81,gt_10L,6L_10L,Postgraduate,Indian_Citizen,Y,4765,4675,0.26,W2
2024,62510745,63881945,INTERNATIONAL,39,3,Other,Other,Informal,1568,-54,3L_6L,lt_1L,No_schooling,Other,Y,2395,4970,3.539,W1
2021,97044802,26848529,INTRASTATE,5,5,Other,Rented,Informal,2943,53,6L_10L,1L_3L,Secondary,Indian_Citizen,Y,908,1132,1.311,W5
2018,85202299,86812990,INTRASTATE,28,2,Marriage,Informal,Rented,2194,-51,lt_1L,1L_3L,Primary,Foreign_National,N,1792,1949,1.359,W3
2024,60325677,45027928,INTERSTATE,74,4,Other,Rented,Rented,1943,148,6L_10L,3L_6L,Postgraduate,OCI,N,155,4919,1.171,W3
2025,40025419,40810175,INTERSTATE,65,9,Housing,Rented,Informal,2106,115,3L_6L,1L_3L,Graduate,Indian_Citizen,Y,1731,3536,1.707,W2
2018,63373269,71377746,INTERNATIONAL,44,6,Other,Informal,Owned,1094,21,3L_6L,1L_3L,Higher_secondary,Foreign_National,Y,892,961,4.211,W2
2016,86639673,40810175,INTERNATIONAL,49,3,Housing,Informal,Informal,2212,20,gt_10L,3L_6L,Graduate,Indian_Citizen,N,4928,2764,4.672,W3
2016,15152184,19513507,INTRASTATE,44,3,Housing,Informal,Owned,666,175,3L_6L,gt_10L,Postgraduate,OCI,N,2048,309,2.619,W1
2022,41856924,79779642,INTERSTATE,4,8,Employment,Informal,Rented,2728,124,1L_3L,6L_10L,Graduate,Foreign_National,N,1601,2364,1.607,W5
2017,31795555,41560138,INTERSTATE,41,8,Marriage,Informal,Rented,163,99,6L_10L,3L_6L,Primary,OCI,N,3368,1359,0.465,W3
2021,82836057,92721625,INTERSTATE,41,3,Climate,Owned,Employer,283,175,gt_10L,lt_1L,Graduate,Indian_Citizen,Y,225,4126,2.554,W2
2023,46049187,50827132,INTERSTATE,9,7,Family,Employer,Other,2292,169,gt_10L,3L_6L,No_schooling,Foreign_National,N,1217,2843,1.031,W3
2020,31894190,36340736,INTERSTATE,20,4,Education,Owned,Other,1423,107,6L_10L,gt_10L,Primary,Foreign_National,Y,2625,802,2.459,W3
2025,43287142,71441131,INTERSTATE,20,1,Housing,Owned,Other,93,165,1L_3L,1L_3L,Higher_secondary,Indian_Citizen,Y,1959,178,0.445,W5
2022,94890877,85560823,INTRASTATE,0,4,Other,Employer,Other,177,90,gt_10L,3L_6L,Higher_secondary,OCI,N,657,1262,4.502,W1
2018,10132211,54447263,INTRASTATE,24,2,Climate,Rented,Informal,1708,90,gt_10L,lt_1L,Secondary,Foreign_National,N,2637,4294,4.121,W5
2024,33208103,27383405,INTRASTATE,18,10,Education,Rented,Employer,1240,160,6L_10L,6L_10L,Higher_secondary,Other,Y,2101,4422,4.647,W1
2019,19295915,13798820,INTERSTATE,6,2,Marriage,Owned,Rented,2792,162,lt_1L,6L_10L,Primary,Other,N,1387,3649,0.284,W2
2025,65700693,53727385,INTERNATIONAL,52,7,Education,Informal,Informal,305,142,gt_10L,lt_1L,Graduate,OCI,N,630,2565,2.608,W5
2022,59830588,80810344,INTERSTATE,44,8,Climate,Informal,Employer,1782,4,3L_6L,6L_10L,Higher_secondary,OCI,Y,182,2722,2.882,W2
2025,75419452,77035556,INTERSTATE,50,10,Employment,Owned,Informal,2088,78,3L_6L,1L_3L,Postgraduate,Other,Y,3447,4317,3.519,W4
2016,33023921,67541518,INTERSTATE,31,7,Climate,Rented,Owned,2315,72,6L_10L,6L_10L,Graduate,Other,Y,553,1774,4.448,W2
2020,46592496,74810206,INTRASTATE,33,9,Other,Other,Owned,1874,1,lt_1L,6L_10L,Primary,Foreign_National,N,4621,3702,3.168,W3
2022,62740818,14619187,INTERSTATE,65,5,Other,Other,Informal,730,108,lt_1L,3L_6L,Secondary,Foreign_National,Y,4625,1390,3.36,W5
2022,61884554,61179190,INTERNATIONAL,6,8,Education,Rented,Other,2178,118,1L_3L,6L_10L,No_schooling,Indian_Citizen,N,749,4698,3.352,W4
2017,22693793,89135708,INTERNATIONAL,51,1,Education,Employer,Rented,2204,-10,3L_6L,lt_1L,Primary,OCI,N,57,1660,1.016,W1
2025,95371977,68216615,INTERSTATE,37,8,Other,Owned,Informal,1795,37,lt_1L,lt_1L,Higher_secondary,Foreign_National,N,4553,4990,0.638,W1
2017,24728182,61972088,INTERNATIONAL,19,4,Climate,Employer,Informal,1224,74,1L_3L,1L_3L,Higher_secondary,OCI,Y,4903,2035,3.497,W4
2019,99804510,35110700,INTERNATIONAL,20,9,Other,Rented,Rented,894,177,gt_10L,gt_10L,Primary,Other,N,3827,1159,2.573,W5
2017,81572669,30951521,INTERSTATE,41,10,Climate,Informal,Other,103,-34,6L_10L,gt_10L,Graduate,OCI,N,4838,2365,2.336,W5
2023,61713187,86592871,INTERSTATE,14,4,Employment,Other,Rented,1541,144,gt_10L,3L_6L,No_schooling,Foreign_National,N,998,469,0.997,W1
2021,51337631,58991614,INTERNATIONAL,25,8,Climate,Rented,Other,1350,153,gt_10L,6L_10L,Postgraduate,Indian_Citizen,N,1652,2538,3.436,W1
2019,59359298,95557692,INTERSTATE,23,5,Marriage,Owned,Owned,2423,127,1L_3L,3L_6L,Secondary,Other,Y,2661,3561,3.411,W3
2023,67162961,88662624,INTERSTATE,65,10,Employment,Other,Informal,2494,174,3L_6L,3L_6L,Graduate,Indian_Citizen,N,2169,2732,1.875,W2
2021,81063106,16110229,INTRASTATE,58,7,Climate,Owned,Informal,1572,154,gt_10L,6L_10L,Primary,Other,N,398,3425,3.862,W2
2017,40527674,90289490,INTERSTATE,47,8,Other,Owned,Informal,668,-42,lt_1L,lt_1L,Primary,Foreign_National,Y,1702,2635,2.843,W2
2019,94052117,26106096,INTERNATIONAL,23,2,Climate,Other,Employer,2423,38,3L_6L,lt_1L,Secondary,Foreign_National,Y,4568,3039,2.855,W2
2020,34010806,48829962,INTERSTATE,7,5,Housing,Owned,Informal,767,12,gt_10L,6L_10L,Postgraduate,Foreign_National,N,636,3362,0.489,W3
2019,92517204,96833751,INTRASTATE,89,8,Housing,Informal,Informal,173,103,3L_6L,lt_1L,Graduate,Other,N,895,4434,0.972,W1
2018,77387432,15816873,INTRASTATE,17,8,Family,Owned,Rented,308,-6,1L_3L,1L_3L,Postgraduate,OCI,N,4076,1764,0.244,W2
2018,21126880,88313218,INTERNATIONAL,21,9,Climate,Other,Owned,2471,-25,1L_3L,6L_10L,Graduate,Other,Y,1081,2975,4.915,W5
2019,11738563,23580932,INTERNATIONAL,72,8,Employment,Employer,Informal,2863,175,gt_10L,3L_6L,Primary,Other,Y,452,2581,0.484,W1
2022,79353688,51098363,INTERSTATE,53,3,Other,Rented,Other,353,94,6L_10L,6L_10L,Graduate,Other,N,2350,4652,2.144,W2
2017,32975218,77509650,INTERSTATE,61,8,Education,Employer,Other,390,124,gt_10L,lt_1L,Secondary,Foreign_National,N,1709,1016,1.655,W1
2024,30138838,62866889,INTERSTATE,8,6,Housing,Owned,Owned,1391,-5,lt_1L,6L_10L,No_schooling,Other,Y,408,2467,3.268,W2
2019,35957523,80878166,INTERNATIONAL,82,7,Employment,Owned,Rented,313,104,lt_1L,6L_10L,No_schooling,Foreign_National,N,2420,1443,4.376,W1
2021,99679551,68726205,INTRASTATE,11,3,Other,Owned,Employer,1467,120,gt_10L,6L_10L,Secondary,OCI,N,4038,4182,3.769,W5
2024,49093358,38968515,INTRASTATE,23,9,Climate,Other,Other,2906,140,3L_6L,3L_6L,Higher_secondary,Other,Y,1581,2490,4.39,W1
2025,40164672,30875061,INTERSTATE,20,10,Employment,Informal,Employer,1804,155,gt_10L,6L_10L,Postgraduate,Indian_Citizen,N,276,4868,4.95,W4
2017,90157899,38049831,INTERNATIONAL,75,9,Housing,Rented,Informal,1738,141,3L_6L,lt_1L,Secondary,Other,Y,3651,3694,3.632,W5
2016,37140622,63649420,INTRASTATE,39,8,Housing,Other,Other,1474,159,3L_6L,gt_10L,Graduate,Indian_Citizen,N,1378,3232,0.47,W3
2016,90661757,99515400,INTRASTATE,41,7,Housing,Other,Rented,356,122,lt_1L,lt_1L,Primary,Indian_Citizen,Y,1407,568,4.511,W4
2021,85553654,11409466,INTERNATIONAL,28,7,Employment,Rented,Owned,1315,-13,3L_6L,lt_1L,Secondary,Indian_Citizen,N,4191,2133,1.342,W4
2017,21131348,85880334,INTERSTATE,40,4,Employment,Employer,Owned,807,86,lt_1L,lt_1L,Primary,Indian_Citizen,Y,4753,3426,3.268,W5
2022,65177082,95441903,INTERSTATE,29,3,Family,Informal,Owned,1315,28,3L_6L,6L_10L,Secondary,Foreign_National,Y,2673,3447,3.335,W1
2025,93995450,43627427,INTRASTATE,44,4,Climate,Informal,Owned,2730,178,3L_6L,lt_1L,Higher_secondary,Indian_Citizen,Y,4048,3928,1.102,W3
2017,66862455,28762536,INTRASTATE,61,10,Family,Rented,Rented,1227,148,gt_10L,6L_10L,Graduate,Other,N,952,3025,0.558,W1
2017,89400443,83787674,INTRASTATE,55,7,Other,Owned,Employer,451,74,3L_6L,3L_6L,No_schooling,Other,N,2224,4654,4.884,W5
2022,19410769,20743355,INTERSTATE,55,1,Family,Other,Owned,2179,102,1L_3L,1L_3L,Graduate,Foreign_National,Y,315,4614,3.785,W5
2017,93157164,63110011,INTERNATIONAL,78,6,Education,Rented,Owned,2686,-41,lt_1L,lt_1L,No_schooling,Indian_Citizen,Y,3608,2390,1.94,W5
2017,62257038,61305512,INTRASTATE,67,3,Other,Other,Informal,2335,106,6L_10L,1L_3L,No_schooling,Other,N,2854,257,1.297,W5
2025,10045480,26272727,INTERSTATE,13,7,Marriage,Owned,Employer,137,-59,lt_1L,gt_10L,Secondary,Foreign_National,N,2662,1058,0.437,W5
2025,65909206,80184148,INTERNATIONAL,3,1,Family,Other,Employer,363,-8,6L_10L,3L_6L,No_schooling,Indian_Citizen,N,3,579,2.799,W1
2025,31585439,64814655,INTERSTATE,80,6,Family,Employer,Employer,2617,7,1L_3L,6L_10L,Secondary,Foreign_National,N,2074,3749,3.363,W1
2019,51710534,36900634,INTERSTATE,7,9,Climate,Owned,Owned,883,54,3L_6L,1L_3L,Higher_secondary,Other,Y,221,2032,4.306,W1
2025,78133129,79931933,INTERNATIONAL,84,8,Other,Informal,Employer,676,170,lt_1L,lt_1L,Higher_secondary,Indian_Citizen,N,2055,4144,3.498,W1
2016,61522193,16712323,INTERSTATE,71,7,Marriage,Owned,Employer,1788,117,3L_6L,6L_10L,Postgraduate,Foreign_National,N,3339,391,0.239,W2
2022,79931680,93907959,INTERSTATE,68,10,Housing,Rented,Rented,1927,22,6L_10L,lt_1L,Graduate,Indian_Citizen,Y,2125,4258,2.779,W4
2024,62842684,14904945,INTERNATIONAL,75,3,Housing,Owned,Informal,1392,-45,6L_10L,3L_6L,Primary,Foreign_National,Y,1152,2222,3.368,W5
2018,83819305,69478315,INTRASTATE,15,4,Other,Employer,Informal,2779,134,gt_10L,6L_10L,Graduate,Other,N,2110,1922,1.367,W5
2019,30486700,73618960,INTERNATIONAL,84,7,Housing,Other,Employer,1073,139,gt_10L,3L_6L,Higher_secondary,OCI,Y,3624,1177,1.176,W4
2019,58130352,73219816,INTERNATIONAL,55,1,Education,Owned,Rented,2467,-31,1L_3L,6L_10L,Primary,OCI,Y,1521,453,3.13,W2
2018,47638708,47268175,INTERNATIONAL,79,10,Family,Rented,Employer,1277,51,1L_3L,gt_10L,Higher_secondary,OCI,Y,2948,3837,4.386,W1
2017,76200585,89476529,INTERNATIONAL,74,5,Climate,Owned,Other,2834,-37,6L_10L,1L_3L,Secondary,OCI,Y,358,287,1.046,W3
2019,17020210,51505096,INTRASTATE,29,9,Education,Employer,Owned,785,139,gt_10L,1L_3L,Secondary,Foreign_National,N,2821,325,4.284,W2
2019,23917839,98161819,INTERSTATE,14,4,Housing,Informal,Employer,1526,34,lt_1L,3L_6L,Secondary,OCI,Y,3541,2834,3.567,W4
2023,33321451,25926243,INTERNATIONAL,58,2,Other,Rented,Rented,694,-35,3L_6L,6L_10L,Higher_secondary,Indian_Citizen,N,4614,3475,2.676,W3
2017,56570399,30951521,INTERNATIONAL,1,1,Marriage,Informal,Informal,1470,95,1L_3L,lt_1L,Secondary,OCI,Y,3659,1232,0.525,W1
2017,91781780,58914320,INTERSTATE,24,7,Marriage,Other,Rented,1801,7,gt_10L,1L_3L,No_schooling,Indian_Citizen,Y,1199,3881,2.59,W2
2025,73085148,95006248,INTRASTATE,33,1,Family,Employer,Employer,310,-31,1L_3L,1L_3L,Higher_secondary,Indian_Citizen,Y,758,830,0.704,W1
2025,54055507,12265729,INTERNATIONAL,58,7,Climate,Employer,Informal,1388,35,1L_3L,3L_6L,Higher_secondary,Other,N,1372,4455,4.548,W4
2022,15379142,88346037,INTRASTATE,82,10,Education,Informal,Employer,128,68,lt_1L,3L_6L,Postgraduate,Other,Y,636,641,1.081,W3
2021,76467248,82585782,INTERNATIONAL,86,3,Climate,Informal,Employer,2638,86,3L_6L,3L_6L,Higher_secondary,Other,Y,2965,4425,4.339,W4
2024,60716825,87454495,INTRASTATE,60,9,Marriage,Informal,Owned,1556,166,3L_6L,lt_1L,No_schooling,OCI,Y,4328,2366,4.66,W4
2019,76746453,10513218,INTERNATIONAL,68,7,Housing,Informal,Informal,1664,117,6L_10L,lt_1L,Primary,Foreign_National,Y,1332,4744,0.356,W4
2023,81337058,51368583,INTERNATIONAL,15,2,Family,Informal,Owned,1136,12,lt_1L,lt_1L,Graduate,Other,N,2677,4259,3.477,W3
2019,10033808,88536565,INTRASTATE,24,5,Employment,Rented,Employer,1525,63,3L_6L,gt_10L,Higher_secondary,OCI,N,2363,2632,1.861,W4
2020,16322346,68479421,INTERSTATE,21,7,Marriage,Owned,Employer,1404,176,6L_10L,6L_10L,Graduate,Other,N,1320,4469,4.999,W1
2023,97261812,23765565,INTRASTATE,24,9,Other,Employer,Rented,1970,137,1L_3L,6L_10L,Primary,OCI,Y,770,999,2.357,W2
2017,94518068,63273693,INTRASTATE,48,8,Housing,Informal,Owned,361,94,1L_3L,lt_1L,Higher_secondary,Other,Y,3582,4571,0.941,W5
2020,65784351,45404476,INTERSTATE,41,4,Other,Rented,Owned,1755,83,3L_6L,gt_10L,No_schooling,Other,Y,1407,3630,1.049,W2
2017,46378251,27383405,INTERNATIONAL,67,9,Climate,Informal,Employer,423,162,lt_1L,gt_10L,Higher_secondary,Indian_Citizen,N,722,2160,3.441,W3
2024,46429678,19483224,INTERNATIONAL,53,8,Climate,Owned,Owned,1351,-44,3L_6L,3L_6L,Secondary,OCI,Y,1325,3999,0.572,W3
2019,17508910,35402095,INTRASTATE,81,9,Education,Employer,Informal,2576,170,6L_10L,lt_1L,Higher_secondary,OCI,N,1529,4013,4.75,W2
2025,37380358,41247910,INTERSTATE,33,6,Marriage,Other,Employer,1565,-60,6L_10L,lt_1L,No_schooling,OCI,Y,2576,2859,4.73,W4
2025,75833976,19456803,INTERNATIONAL,51,2,Family,Other,Rented,367,-53,6L_10L,6L_10L,No_schooling,Foreign_National,N,1528,2144,1.09,W5
2016,21809337,62832918,INTRASTATE,39,9,Family,Rented,Owned,1197,53,3L_6L,gt_10L,Graduate,Indian_Citizen,Y,4753,385,3.731,W2
2021,57654835,98511021,INTERSTATE,58,5,Family,Rented,Other,634,143,lt_1L,6L_10L,Higher_secondary,OCI,N,2874,2789,1.087,W3
2016,80624501,21440393,INTERSTATE,75,6,Marriage,Owned,Informal,2608,79,3L_6L,gt_10L,Postgraduate,Foreign_National,N,1889,1496,0.637,W3
2016,14274101,43784067,INTERSTATE,67,6,Climate,Informal,Rented,636,94,lt_1L,gt_10L,Higher_secondary,Foreign_National,Y,3416,1219,3.28,W2
2017,43629118,61536647,INTRASTATE,88,10,Housing,Informal,Informal,779,136,1L_3L,6L_10L,Higher_secondary,OCI,N,1321,1963,1.843,W3
2022,41283395,89333329,INTRASTATE,20,10,Housing,Employer,Informal,922,-11,6L_10L,lt_1L,Secondary,OCI,N,605,3103,0.513,W2
2020,32849609,36492758,INTERNATIONAL,65,5,Housing,Informal,Employer,2679,129,3L_6L,3L_6L,Higher_secondary,Indian_Citizen,Y,4039,4321,0.896,W2
2018,87265540,17426844,INTRASTATE,14,5,Education,Employer,Rented,462,11,3L_6L,gt_10L,Postgraduate,Foreign_National,Y,413,3591,4.456,W1
2016,51729804,84550525,INTRASTATE,51,7,Family,Owned,Owned,646,-57,1L_3L,lt_1L,Graduate,Indian_Citizen,Y,2654,282,2.784,W3
2019,83154280,37196601,INTERNATIONAL,59,2,Other,Rented,Informal,2997,-1,1L_3L,lt_1L,Higher_secondary,Indian_Citizen,Y,652,3957,1.06,W1
2019,83293260,83511490,INTERSTATE,84,10,Marriage,Employer,Owned,1725,14,gt_10L,gt_10L,Graduate,Foreign_National,N,478,427,2.255,W2
2020,86618208,92271548,INTERNATIONAL,61,5,Housing,Other,Other,97,-32,lt_1L,1L_3L,Primary,OCI,N,105,2708,1.216,W4
2016,43096742,42066779,INTRASTATE,50,6,Marriage,Other,Other,1511,101,6L_10L,lt_1L,No_schooling,Other,Y,317,4573,0.837,W2
2017,79209896,78979874,INTERSTATE,27,3,Climate,Rented,Owned,1694,111,1L_3L,gt_10L,Graduate,Other,Y,917,4290,1.047,W2
2017,55345367,95489733,INTERSTATE,58,3,Climate,Rented,Other,1698,74,6L_10L,1L_3L,Graduate,Foreign_National,N,301,2664,3.986,W1
2022,76029401,69179480,INTRASTATE,66,9,Housing,Informal,Other,2652,33,6L_10L,6L_10L,Primary,Foreign_National,Y,361,1559,3.252,W4
2024,14985999,98142380,INTERNATIONAL,82,3,Other,Employer,Informal,838,123,6L_10L,1L_3L,Graduate,Indian_Citizen,Y,3847,1131,3.787,W1
2025,66764918,40335928,INTERNATIONAL,32,8,Climate,Employer,Owned,1344,58,1L_3L,gt_10L,Postgraduate,OCI,Y,537,1103,0.318,W4
2018,87617861,46864878,INTERSTATE,54,5,Marriage,Informal,Informal,1015,31,3L_6L,6L_10L,Secondary,Foreign_National,Y,461,2196,1.466,W2
2020,29766085,21974672,INTERSTATE,63,2,Climate,Rented,Informal,2536,96,gt_10L,1L_3L,Graduate,Indian_Citizen,Y,2687,883,1.185,W2
2023,23408014,64138351,INTERSTATE,17,1,Housing,Informal,Other,1648,7,3L_6L,gt_10L,Postgraduate,Indian_Citizen,N,581,355,0.367,W2
2024,39225887,53314792,INTERSTATE,59,3,Climate,Other,Informal,2209,129,gt_10L,gt_10L,Postgraduate,OCI,Y,3948,1709,4.895,W4
2022,35755527,28279284,INTRASTATE,67,1,Employment,Employer,Employer,1167,56,1L_3L,lt_1L,Primary,Foreign_National,N,3400,3533,1.885,W3
2018,93636054,81226605,INTERSTATE,37,8,Education,Rented,Informal,2374,-46,1L_3L,lt_1L,No_schooling,Indian_Citizen,Y,4449,386,4.904,W2
2025,44507729,46864878,INTRASTATE,45,3,Other,Owned,Rented,2204,92,6L_10L,6L_10L,Secondary,Indian_Citizen,Y,855,4235,2.558,W5
2023,32401452,44389762,INTRASTATE,20,2,Other,Other,Informal,2008,167,lt_1L,6L_10L,Primary,Foreign_National,Y,1997,1127,4.185,W4
2023,61523857,87821766,INTERSTATE,55,3,Other,Rented,Rented,24,68,1L_3L,1L_3L,Higher_secondary,Other,N,924,4685,1.638,W4
2019,30891049,70679889,INTERNATIONAL,68,3,Housing,Employer,Owned,1764,178,lt_1L,1L_3L,Secondary,Foreign_National,Y,3634,3904,2.732,W1
2025,85230920,42081470,INTERSTATE,69,3,Family,Rented,Employer,313,-18,3L_6L,6L_10L,No_schooling,OCI,Y,2353,3495,2.686,W4
2021,30310833,76669961,INTERSTATE,7,10,Housing,Employer,Other,2199,45,1L_3L,lt_1L,Postgraduate,Other,N,4196,4143,0.905,W2
2017,41850748,50357242,INTERNATIONAL,8,6,Climate,Rented,Employer,1731,140,gt_10L,1L_3L,No_schooling,OCI,N,537,903,0.983,W4
2021,31302610,74182352,INTRASTATE,90,9,Marriage,Other,Rented,1255,81,3L_6L,6L_10L,Postgraduate,Indian_Citizen,N,4115,1794,2.867,W1
2022,13935064,72679329,INTERSTATE,51,8,Family,Other,Employer,2357,90,3L_6L,3L_6L,No_schooling,Indian_Citizen,N,2755,4186,1.944,W3
2019,65661104,11677954,INTERNATIONAL,58,3,Housing,Employer,Other,511,154,gt_10L,3L_6L,Secondary,OCI,Y,3651,832,3.098,W5
2024,85434202,54586335,INTRASTATE,77,4,Education,Other,Owned,1324,-10,3L_6L,1L_3L,Postgraduate,Indian_Citizen,N,3946,2624,3.389,W1
2018,22805889,18190771,INTERNATIONAL,74,7,Climate,Rented,Informal,2784,-58,lt_1L,lt_1L,Secondary,Indian_Citizen,N,3782,1769,4.676,W5
2017,29186457,14458492,INTERSTATE,50,3,Housing,Owned,Rented,512,28,1L_3L,lt_1L,Secondary,OCI,Y,3037,2597,1.252,W4
2023,78961199,72633472,INTERSTATE,34,7,Housing,Informal,Informal,1741,86,lt_1L,gt_10L,Higher_secondary,Indian_Citizen,N,2872,4962,4.285,W2
2017,94621418,27409607,INTERNATIONAL,84,4,Marriage,Informal,Rented,2787,137,1L_3L,6L_10L,Graduate,Indian_Citizen,N,2590,3436,4.848,W2
2024,66315109,54649796,INTERSTATE,84,1,Climate,Other,Other,1768,89,1L_3L,3L_6L,Graduate,Other,N,4294,601,3.689,W2
2017,98133836,37353515,INTRASTATE,90,7,Other,Informal,Informal,1357,-16,6L_10L,lt_1L,No_schooling,Foreign_National,N,84,41,4.959,W3
2021,93788606,73541400,INTRASTATE,31,4,Housing,Informal,Rented,1443,141,3L_6L,gt_10L,Higher_secondary,Foreign_National,Y,4729,411,2.883,W2
2019,40479587,34051250,INTRASTATE,55,2,Employment,Informal,Rented,240,73,1L_3L,gt_10L,Higher_secondary,Foreign_National,N,2310,3190,3.713,W5
2021,79022901,28269551,INTRASTATE,59,3,Family,Employer,Informal,1536,68,3L_6L,3L_6L,Postgraduate,Indian_Citizen,N,4686,2009,0.987,W3
2024,22426188,55635175,INTRASTATE,7,10,Education,Owned,Owned,70,94,3L_6L,lt_1L,Primary,Indian_Citizen,N,125,953,1.117,W3
2025,27649100,28269551,INTERNATIONAL,45,10,Family,Informal,Owned,391,-6,lt_1L,6L_10L,Postgraduate,Indian_Citizen,N,3119,3466,1.802,W3
2018,50066922,76270636,INTERNATIONAL,23,6,Employment,Rented,Other,733,-22,lt_1L,lt_1L,Graduate,OCI,Y,4162,973,2.688,W4
2023,66786726,16633034,INTERSTATE,36,4,Marriage,Other,Rented,649,112,1L_3L,1L_3L,Primary,Other,N,2824,4477,0.288,W2
2017,27709738,62270462,INTERSTATE,11,6,Education,Owned,Other,1723,178,lt_1L,6L_10L,Secondary,Indian_Citizen,Y,3198,4064,0.376,W2
2021,54063522,75766988,INTERSTATE,60,8,Education,Informal,Other,1868,167,gt_10L,1L_3L,Higher_secondary,Other,Y,3955,923,3.235,W2
2024,57586947,50226407,INTRASTATE,35,3,Family,Rented,Rented,470,93,6L_10L,3L_6L,Graduate,Indian_Citizen,Y,3460,1195,3.261,W2
2017,28065086,10630892,INTERNATIONAL,85,1,Education,Rented,Owned,344,33,6L_10L,1L_3L,No_schooling,Foreign_National,Y,1172,861,4.63,W4
2022,46363105,87049442,INTRASTATE,20,10,Other,Other,Employer,1299,26,1L_3L,3L_6L,No_schooling,Other,Y,710,1658,2.945,W1
2020,66086801,73450225,INTRASTATE,49,10,Education,Informal,Informal,2997,-2,6L_10L,1L_3L,No_schooling,Indian_Citizen,Y,1333,4001,3.433,W5
2024,88575301,39724630,INTRASTATE,14,6,Employment,Informal,Informal,907,100,6L_10L,3L_6L,Secondary,Indian_Citizen,Y,2863,73,2.797,W5
2018,33978803,82573834,INTERSTATE,4,1,Employment,Other,Other,2223,44,gt_10L,3L_6L,Secondary,Foreign_National,N,338,2569,4.841,W3
2016,15846506,52721776,INTRASTATE,28,9,Climate,Informal,Employer,1945,9,1L_3L,lt_1L,Postgraduate,Other,Y,3731,743,0.72,W5
2016,16627980,67909613,INTERNATIONAL,37,8,Family,Informal,Other,2643,-51,3L_6L,gt_10L,Postgraduate,Indian_Citizen,Y,1933,1667,1.71,W2
2020,46654974,88346037,INTERSTATE,53,2,Climate,Employer,Employer,1895,167,6L_10L,6L_10L,Graduate,Indian_Citizen,N,3452,1486,2.589,W4
2018,89112022,33322034,INTERNATIONAL,4,2,Marriage,Informal,Employer,2882,36,1L_3L,lt_1L,No_schooling,OCI,Y,2669,4696,3.046,W5
