soc_poverty_reference_year,soc_poverty_country_iso2,soc_poverty_region_nuts_code,soc_poverty_age_group,soc_poverty_sex,soc_poverty_equivalised_disposable_income_eur,soc_poverty_median_income_eur,soc_poverty_at_risk_of_poverty_rate_pct,soc_poverty_severe_material_deprivation_rate_pct,soc_poverty_low_work_intensity_rate_pct,soc_poverty_arope_rate_pct,soc_poverty_gini_coefficient,soc_poverty_in_work_poverty_rate_pct,soc_poverty_housing_cost_overburden_rate_pct,soc_poverty_energy_poverty_rate_pct,soc_poverty_social_transfer_impact_pp,soc_poverty_minimum_income_adequacy_index,soc_poverty_eurostat_table_code,soc_poverty_survey_weight,soc_poverty_data_extract_date
2022,CZ,HR783,50-64,F,41342.45,31296.13,7.05,11.39,4.74,13.98,29.64,4.23,9.24,22.25,8.46,0.6049,ilc_lvhl11,0.9151,2024-05-01
2023,DE,LV491,0-17,T,22987.42,24537.26,21.85,2.55,4.6,23.23,30.76,9.85,7.74,13.54,17.04,0.2932,ilc_peps01n,3.38,2025-12-30
2024,LV,PL23,25-49,M,22018.93,30355.06,30.45,7.53,1.55,33.75,40.72,13.29,6.08,6.43,17.56,0.4843,ilc_li02,1.3073,2025-10-27
2025,PL,IE677,65+,F,21869.07,21766.08,29.25,3.73,12.08,32.21,38.99,12.22,12.19,17.38,14.71,0.4617,ilc_lvho07,1.9863,2025-03-15
2026,ES,LT9,18-24,T,18901.21,21740.43,26.45,1.43,2.17,27.92,33.7,12.27,8.27,7.1,10.41,0.7528,ilc_di12,2.3697,2025-12-03
2010,HR,CY4,50-64,M,11152.14,14446.48,28.72,8.71,5.13,32.42,32.52,7.2,11.15,10.99,17.78,0.3756,ilc_lvhl11,3.2936,2024-04-25
2011,FI,PL726,0-17,F,20503.82,27603.63,6.45,12.01,5.96,13.65,36.57,2.07,6.1,8.1,13.84,0.5537,ilc_peps01n,3.2967,2025-12-06
2012,IE,ES51,25-49,T,27496.77,29780.22,12.89,2.2,16.03,18.86,30.65,15.66,15.19,19.72,17.65,0.4956,ilc_li02,3.1268,2024-07-18
2013,MT,SE4,65+,M,16957.75,17285.93,22.76,1.7,4.87,24.9,26.13,7.31,17.45,19.51,9.58,0.3513,ilc_lvho07,2.7465,2024-01-02
2014,SK,FI590,18-24,F,8467.05,10225.6,30.36,1.42,7.38,33.65,35.3,4.76,19.49,14.76,12.99,0.4397,ilc_di12,0.7812,2025-01-27
2015,BE,PL9,50-64,T,21421.42,32576.52,23.07,3.73,13.43,29.36,31.79,2.16,6.99,1.7,7.36,0.7378,ilc_lvhl11,1.4092,2025-08-26
2016,DK,LU69,0-17,M,24140.31,22471.14,27.23,1.24,17.57,33.72,37.26,3.89,20.94,7.68,3.33,0.8043,ilc_peps01n,3.2496,2024-06-19
2017,GR,RO7,25-49,F,20976.17,18167.58,24.22,3.41,15.19,29.6,33.95,3.69,10.29,13.84,15.68,0.2486,ilc_li02,1.3032,2025-03-18
2018,LT,SI609,65+,T,18001.65,14783.38,14.53,7.77,17.81,23.42,38.58,10.41,13.07,18.19,4.59,0.8443,ilc_lvho07,1.6989,2025-02-18
2019,PT,BG73,18-24,M,18341.33,33289.05,10.52,10.38,1.04,16.9,33.2,10.81,16.39,8.07,15.38,0.8988,ilc_di12,1.1896,2024-01-25
2020,SE,NL62,50-64,F,10833.44,10697.52,27.26,6.66,2.97,27.94,29.7,7.32,8.02,19.71,11.13,0.1756,ilc_lvhl11,1.9847,2024-07-02
2021,CY,DK26,0-17,T,20659.34,32854.34,29.43,8.03,8.41,33.42,37.81,11.33,7.75,23.98,9.35,0.4588,ilc_peps01n,3.0831,2026-01-09
2022,FR,RO56,25-49,M,31923.4,23840.31,27.22,10.47,10.0,35.67,30.17,10.03,14.75,1.55,11.98,0.2423,ilc_li02,2.7404,2025-02-09
2023,IT,BG34,65+,F,14718.73,23502.18,28.04,11.6,15.79,36.13,23.15,3.92,8.03,13.78,8.02,0.5358,ilc_lvho07,2.3033,2025-01-30
2024,NL,NL553,18-24,T,16761.03,29375.51,13.32,10.84,3.2,20.33,39.22,8.17,10.84,16.69,8.26,0.5112,ilc_di12,0.5044,2024-04-27
2025,SI,HR322,50-64,M,27414.93,25719.22,19.78,1.67,12.39,25.38,23.28,4.73,17.8,11.11,4.06,0.9339,ilc_lvhl11,2.0238,2024-01-18
2026,BG,LV510,0-17,F,13752.64,10873.16,7.38,3.76,14.71,12.45,29.29,13.97,14.94,2.21,16.28,0.8702,ilc_peps01n,3.3088,2025-02-15
2010,EE,LV394,25-49,T,21330.18,32680.19,11.03,10.72,4.14,13.36,33.77,8.03,13.26,12.36,13.98,0.6616,ilc_li02,1.7489,2024-09-30
2011,HU,HR438,65+,M,22780.57,26355.58,29.64,11.98,2.8,36.6,29.9,13.41,14.27,13.93,13.95,0.3427,ilc_lvho07,2.4409,2024-12-01
2012,LU,FR19,18-24,F,22045.87,33410.19,19.91,4.97,6.3,25.7,40.86,3.81,15.41,14.64,15.66,0.5286,ilc_di12,2.7609,2024-10-14
2013,RO,BG5,50-64,T,22483.98,17548.64,7.36,9.98,3.89,11.0,40.58,6.77,6.55,10.92,15.96,0.2533,ilc_lvhl11,0.8267,2025-03-15
2014,AT,SE742,0-17,M,41473.23,31889.82,12.77,7.08,9.18,17.28,31.09,8.67,11.11,7.16,16.98,0.5586,ilc_peps01n,3.4106,2024-05-24
2015,CZ,PL784,25-49,F,29134.79,31518.59,21.71,9.33,5.78,28.71,29.05,5.98,17.54,6.31,4.65,0.7465,ilc_li02,2.8332,2024-08-01
2016,DE,CZ327,65+,T,11877.3,16316.76,19.59,8.47,7.13,25.67,37.57,7.47,7.67,1.8,14.57,0.1942,ilc_lvho07,1.1031,2025-10-07
2017,LV,CY8,18-24,M,16050.19,17411.97,17.13,12.34,9.13,24.06,35.94,10.13,12.35,3.27,12.95,0.2959,ilc_di12,3.2601,2025-05-30
2018,PL,LT373,50-64,F,17562.79,21977.01,23.54,5.64,15.58,30.89,29.44,9.04,12.21,23.33,8.27,0.5173,ilc_lvhl11,2.1888,2024-10-30
2019,ES,DK27,0-17,T,13928.81,23912.86,11.18,8.68,1.44,16.59,20.85,5.65,10.58,8.85,8.4,0.7641,ilc_peps01n,3.5621,2025-07-05
2020,HR,HU12,25-49,M,14356.27,20095.84,28.75,10.06,4.42,34.58,40.99,5.68,10.85,15.32,9.2,0.6815,ilc_li02,3.1433,2024-11-30
2021,FI,DK91,65+,F,34640.77,32229.01,18.61,10.72,14.22,27.4,22.58,8.25,14.65,3.6,5.41,0.3282,ilc_lvho07,1.2577,2025-12-07
2022,IE,BE82,18-24,T,10784.26,12292.88,30.52,0.72,5.0,29.83,25.55,8.87,7.86,19.98,15.11,0.2581,ilc_di12,1.915,2025-10-15
2023,MT,BE2,50-64,M,34626.88,28651.6,22.39,10.08,5.4,28.57,33.52,12.74,10.81,2.14,10.28,0.4215,ilc_lvhl11,0.4128,2025-12-10
2024,SK,ES88,0-17,F,30960.5,30432.57,9.73,0.86,12.37,12.33,40.56,13.83,15.91,4.81,11.1,0.2174,ilc_peps01n,2.5008,2025-01-18
2025,BE,CZ79,25-49,T,35331.54,33120.73,9.51,9.29,6.58,15.54,28.93,6.78,6.99,6.49,16.54,0.6015,ilc_li02,3.4986,2025-01-13
2026,DK,LU9,65+,M,9552.75,16612.63,19.56,11.22,11.5,26.5,40.14,10.71,16.82,18.44,7.79,0.8219,ilc_lvho07,0.8072,2025-06-21
2010,GR,BE5,18-24,F,22918.44,25395.22,28.8,7.46,14.45,34.25,40.2,3.23,19.42,14.72,17.44,0.3174,ilc_di12,2.6353,2024-10-30
2011,LT,SE60,50-64,T,22980.05,18236.77,6.57,7.2,14.24,11.33,31.26,8.57,16.65,1.58,17.71,0.4042,ilc_lvhl11,2.7801,2025-06-18
2012,PT,CZ71,0-17,M,13960.25,15884.54,15.04,8.55,16.26,20.09,30.6,10.24,5.48,11.07,5.3,0.5465,ilc_peps01n,1.7697,2025-04-02
2013,SE,LU432,25-49,F,18334.23,23618.77,31.77,8.61,14.26,38.15,38.9,15.12,7.25,3.13,10.4,0.6965,ilc_li02,1.336,2025-09-08
2014,CY,DE361,65+,T,15498.84,18875.45,30.02,11.72,4.97,33.0,37.71,14.35,8.32,19.85,15.81,0.573,ilc_lvho07,2.9603,2024-08-17
2015,FR,LU61,18-24,M,13741.38,11641.57,31.42,6.49,10.64,35.39,39.77,14.99,16.38,6.28,11.68,0.3335,ilc_di12,3.0283,2025-08-08
2016,IT,BE225,50-64,F,12498.38,17654.81,27.66,5.99,12.16,34.98,26.72,14.76,3.77,5.74,9.26,0.8645,ilc_lvhl11,1.0571,2024-07-07
2017,NL,DK37,0-17,T,7848.78,13152.4,27.64,12.41,17.66,34.41,36.78,15.33,13.51,16.9,6.79,0.5396,ilc_peps01n,1.33,2024-12-17
2018,SI,SI886,25-49,M,6179.01,9961.46,23.09,7.25,15.7,29.56,29.37,8.89,7.03,5.99,14.72,0.3168,ilc_li02,1.0767,2024-05-29
2019,BG,HR888,65+,F,33323.27,25925.97,12.39,8.38,12.27,19.52,20.04,10.18,11.01,13.86,5.07,0.8585,ilc_lvho07,1.9067,2025-07-30
2020,EE,MT937,18-24,T,17536.04,26226.09,16.05,0.63,7.21,17.22,31.96,7.45,18.27,19.55,4.55,0.1938,ilc_di12,2.8434,2025-09-15
2021,HU,CY542,50-64,M,34376.84,31230.57,16.47,9.39,7.93,23.78,22.88,8.59,10.71,11.62,6.6,0.7179,ilc_lvhl11,2.035,2025-08-12
2022,LU,FI7,0-17,F,8513.56,11084.27,7.98,7.8,6.66,14.12,35.09,14.09,15.65,3.34,10.89,0.3867,ilc_peps01n,2.6609,2025-03-21
2023,RO,LU377,25-49,T,13248.95,13812.98,22.15,11.93,16.69,29.0,21.32,8.45,20.28,16.03,3.01,0.7557,ilc_li02,0.7673,2024-06-06
2024,AT,EE94,65+,M,23491.6,22067.63,16.28,4.05,17.95,20.28,20.33,5.41,20.66,19.24,16.26,0.8752,ilc_lvho07,0.3813,2024-05-31
2025,CZ,LU853,18-24,F,19919.67,26382.13,17.16,8.75,6.47,21.98,26.11,3.34,9.39,1.08,4.18,0.526,ilc_di12,2.3669,2024-05-08
2026,DE,FI4,50-64,T,19338.24,23286.65,16.23,9.5,17.68,24.34,28.26,10.6,15.87,16.09,10.06,0.3107,ilc_lvhl11,2.9086,2025-10-09
2010,LV,ES58,0-17,M,38109.96,28621.18,15.88,7.58,4.2,17.4,26.47,15.07,9.05,8.03,5.77,0.5762,ilc_peps01n,2.4418,2025-08-15
2011,PL,IE218,25-49,F,23702.85,21861.41,25.44,0.72,9.73,26.64,36.25,5.8,17.79,19.46,6.26,0.2334,ilc_li02,1.3728,2024-02-03
2012,ES,ES39,65+,T,30569.84,27890.0,15.0,10.59,7.92,22.05,22.61,14.92,18.57,17.04,18.0,0.6136,ilc_lvho07,2.4597,2024-10-14
2013,HR,LV44,18-24,M,7675.81,10596.57,6.34,10.27,16.78,12.1,29.09,15.91,4.73,8.36,16.21,0.5348,ilc_di12,3.1662,2025-11-21
2014,FI,HU498,50-64,F,23789.54,28952.97,31.36,1.53,12.13,35.23,34.72,9.13,20.96,18.02,5.14,0.5218,ilc_lvhl11,2.2261,2025-11-04
2015,IE,SI12,0-17,T,12747.46,16129.42,29.99,5.11,14.32,37.1,31.32,7.24,11.94,22.43,3.35,0.4962,ilc_peps01n,1.8465,2025-12-22
2016,MT,PT153,25-49,M,25154.79,19956.25,17.56,10.93,16.87,26.11,39.21,8.34,9.96,14.42,15.62,0.7704,ilc_li02,1.7093,2025-06-28
2017,SK,LT749,65+,F,18464.05,17122.17,19.88,7.48,2.22,24.46,30.3,11.16,17.08,23.83,9.78,0.478,ilc_lvho07,1.4264,2024-06-28
2018,BE,CZ631,18-24,T,15749.11,15773.14,28.65,5.71,13.56,33.81,22.89,9.14,3.94,15.07,4.55,0.329,ilc_di12,2.0394,2024-11-16
2019,DK,SI928,50-64,M,19665.15,25993.7,20.76,1.11,16.86,27.44,22.77,5.48,13.14,12.07,8.08,0.8038,ilc_lvhl11,1.9884,2024-08-11
2020,GR,NL59,0-17,F,18897.25,16021.57,26.98,2.7,9.5,32.36,33.03,5.28,12.19,2.65,7.56,0.1867,ilc_peps01n,0.3105,2025-08-13
2021,LT,LV726,25-49,T,10327.57,9601.59,6.98,7.65,16.12,12.19,24.39,15.26,3.88,9.34,17.13,0.7415,ilc_li02,2.2204,2025-02-18
2022,PT,BG2,65+,M,30154.58,32777.66,12.52,12.01,9.74,16.68,27.17,4.4,13.6,10.75,9.9,0.6644,ilc_lvho07,2.4354,2026-02-10
2023,SE,CZ157,18-24,F,14521.32,11588.7,26.33,7.07,13.71,30.47,27.0,2.47,6.79,2.75,6.79,0.5456,ilc_di12,1.314,2024-10-07
2024,CY,PL504,50-64,T,18915.17,16301.63,26.91,6.94,10.35,31.2,23.98,4.61,5.22,17.5,12.54,0.1871,ilc_lvhl11,0.3834,2025-04-15
2025,FR,EE85,0-17,M,12959.48,19812.62,8.86,8.14,1.84,13.83,35.92,5.9,6.03,5.47,13.45,0.4956,ilc_peps01n,2.6529,2024-07-27
2026,IT,BG947,25-49,F,17448.19,15672.36,30.21,8.07,15.83,35.33,37.49,14.41,17.89,6.67,4.84,0.5449,ilc_li02,2.2304,2024-04-15
2010,NL,HU69,65+,T,7440.71,12590.65,16.44,10.25,4.85,20.77,30.33,4.86,3.63,2.5,6.16,0.8039,ilc_lvho07,1.6089,2025-09-14
2011,SI,BG25,18-24,M,22258.82,20430.94,16.17,3.72,7.33,19.95,37.74,7.3,17.46,23.26,4.77,0.7952,ilc_di12,2.8386,2024-03-20
2012,BG,CZ843,50-64,F,8183.93,10420.97,23.94,5.98,3.18,27.52,35.6,6.69,17.67,21.6,6.62,0.8689,ilc_lvhl11,1.4355,2024-06-05
2013,EE,SI770,0-17,T,8337.12,12979.58,24.46,8.03,8.2,29.43,29.08,9.56,9.79,23.53,8.3,0.7354,ilc_peps01n,1.5973,2025-05-05
2014,HU,PT823,25-49,M,18254.17,23105.87,25.61,7.18,9.69,31.66,31.07,11.31,4.93,19.63,7.03,0.5916,ilc_li02,0.4182,2026-02-07
2015,LU,SI3,65+,F,13194.82,10340.65,12.29,3.89,17.89,16.96,20.1,8.85,20.17,4.23,15.76,0.4657,ilc_lvho07,1.7228,2024-01-01
2016,RO,SI9,18-24,T,19148.64,17626.25,22.45,12.27,7.6,30.14,31.72,3.17,3.24,2.62,6.74,0.5961,ilc_di12,1.7325,2024-09-13
2017,AT,EE757,50-64,M,13846.93,10369.11,7.56,11.06,4.2,14.44,35.79,2.53,8.99,4.52,3.54,0.8883,ilc_lvhl11,3.0228,2024-01-16
2018,CZ,CZ3,0-17,F,8001.41,12205.4,11.83,2.79,7.41,12.49,24.24,11.32,14.9,21.17,9.03,0.893,ilc_peps01n,3.2538,2025-11-07
2019,DE,GR75,25-49,T,22833.93,18104.58,10.65,0.79,3.56,11.1,25.04,13.97,4.14,19.94,9.55,0.7284,ilc_li02,2.0785,2025-10-07
2020,LV,IT4,65+,M,13184.48,10897.45,18.2,12.47,10.13,25.17,38.66,8.38,15.25,11.63,15.96,0.6016,ilc_lvho07,1.6325,2024-07-12
2021,PL,GR71,18-24,F,9945.58,11963.26,10.74,3.78,10.7,13.49,37.83,4.41,9.54,17.68,15.06,0.7306,ilc_di12,1.4183,2024-06-21
2022,ES,BE296,50-64,T,41392.47,33962.9,28.03,6.07,15.49,36.35,30.58,11.21,15.63,5.08,12.37,0.8577,ilc_lvhl11,1.6466,2025-08-05
2023,HR,PT51,0-17,M,13793.76,10524.69,29.52,2.81,9.88,33.27,30.69,7.77,9.14,5.59,4.08,0.3923,ilc_peps01n,3.0376,2024-11-07
2024,FI,PT43,25-49,F,16577.0,14331.78,25.42,3.19,8.09,27.17,30.74,8.29,6.2,10.39,9.52,0.5638,ilc_li02,0.8335,2024-06-17
2025,IE,DK143,65+,T,30659.93,29342.58,18.06,5.49,5.28,19.42,36.04,4.85,19.33,12.22,6.41,0.2729,ilc_lvho07,2.1521,2025-01-20
2026,MT,NL2,18-24,M,15345.64,13438.78,8.26,5.65,17.89,15.31,24.94,10.31,10.56,20.72,14.95,0.8204,ilc_di12,1.6574,2025-10-31
2010,SK,LU79,50-64,F,20955.15,19173.79,28.81,1.3,6.13,30.5,37.03,9.65,18.21,22.38,13.91,0.5034,ilc_lvhl11,2.369,2024-03-28
2011,BE,BG49,0-17,T,12814.93,16686.33,24.03,6.7,17.79,28.91,27.27,15.94,15.92,12.23,14.24,0.5075,ilc_peps01n,0.7691,2024-06-04
2012,DK,IT744,25-49,M,17920.32,13526.32,10.34,2.0,10.37,11.85,23.98,3.51,5.71,6.21,7.82,0.5164,ilc_li02,2.1926,2024-04-11
2013,GR,CZ50,65+,F,9252.32,13627.78,31.58,3.97,2.96,32.87,25.58,12.5,14.77,13.43,13.52,0.477,ilc_lvho07,2.4898,2025-07-21
2014,LT,SE7,18-24,T,18609.5,13977.91,26.75,9.41,6.55,29.98,25.4,4.93,5.43,21.88,3.34,0.4627,ilc_di12,3.3359,2025-11-03
2015,PT,LU1,50-64,M,29389.32,32290.91,26.5,11.89,3.17,32.94,33.34,3.3,15.4,15.43,13.57,0.7306,ilc_lvhl11,2.2027,2024-07-16
2016,SE,CY9,0-17,F,30491.43,29415.79,29.07,0.95,1.41,30.53,35.02,14.9,5.26,15.29,12.66,0.7859,ilc_peps01n,2.5834,2024-02-16
2017,CY,DE130,25-49,T,41584.15,31704.95,14.04,5.72,6.07,16.12,39.38,14.91,20.23,6.99,15.66,0.9231,ilc_li02,2.5342,2024-01-11
2018,FR,RO676,65+,M,32560.26,30837.29,12.51,2.78,3.34,14.9,35.73,3.83,6.55,19.09,14.91,0.722,ilc_lvho07,2.3056,2024-03-04
2019,IT,EE7,18-24,F,17613.47,13177.31,31.84,9.79,1.7,35.48,33.61,6.53,9.34,10.15,12.18,0.5062,ilc_di12,1.3338,2024-07-24
2020,NL,AT834,50-64,T,28175.05,28600.02,14.05,10.84,5.29,20.8,22.83,8.56,19.03,6.0,9.58,0.8873,ilc_lvhl11,3.0262,2024-04-06
2021,SI,ES80,0-17,M,24185.82,21171.48,8.23,9.94,5.72,15.57,22.17,13.79,13.33,23.73,16.47,0.2945,ilc_peps01n,2.8952,2025-11-24
2022,BG,MT882,25-49,F,12501.37,17636.07,30.01,5.5,17.32,37.74,31.27,5.91,11.77,23.95,4.51,0.8022,ilc_li02,1.3102,2025-07-25
2023,EE,NL4,65+,T,19478.13,28067.95,31.28,5.28,4.71,34.06,30.24,4.22,8.05,16.66,8.54,0.552,ilc_lvho07,2.8066,2025-08-06
2024,HU,ES22,18-24,M,17094.78,16423.32,14.41,10.97,12.57,19.45,41.33,10.94,5.02,9.83,8.93,0.539,ilc_di12,2.0672,2025-08-01
2025,LU,AT22,50-64,F,11032.11,14982.49,9.99,9.83,16.41,18.0,34.62,3.45,10.68,13.4,15.97,0.4588,ilc_lvhl11,2.3178,2026-01-22
2026,RO,EE212,0-17,T,13983.18,14352.43,28.41,11.58,11.0,34.53,27.62,12.24,7.59,23.22,4.67,0.3541,ilc_peps01n,3.5163,2024-11-06
2010,AT,PL653,25-49,M,20396.93,23752.83,29.85,6.64,15.25,34.99,27.58,8.02,16.77,9.97,14.26,0.4196,ilc_li02,1.7933,2025-05-30
2011,CZ,LT6,65+,F,14699.1,19693.5,17.84,4.4,8.29,23.88,33.27,12.04,10.46,20.36,10.95,0.7946,ilc_lvho07,3.1102,2025-12-23
2012,DE,DK523,18-24,T,11967.85,11694.94,23.51,10.36,1.18,28.79,23.28,11.95,5.66,5.55,15.23,0.7804,ilc_di12,2.8745,2026-01-23
2013,LV,NL36,50-64,M,28066.82,20832.6,17.44,1.19,2.3,18.69,22.46,7.29,19.8,15.14,7.99,0.9453,ilc_lvhl11,3.4311,2025-10-04
2014,PL,GR843,0-17,F,24587.59,22496.17,8.46,1.06,14.54,12.11,39.65,9.29,18.54,9.11,3.34,0.7197,ilc_peps01n,2.796,2025-02-21
2015,ES,HU85,25-49,T,22321.72,26987.74,16.1,9.06,11.92,22.42,29.04,12.5,7.66,1.91,9.3,0.6553,ilc_li02,2.3315,2024-10-07
2016,HR,PL71,65+,M,11897.96,10737.63,27.83,5.55,16.1,32.81,33.06,9.09,6.22,2.52,17.35,0.1926,ilc_lvho07,0.9971,2025-02-03
2017,FI,SI640,18-24,F,12813.26,23032.85,17.34,1.15,13.04,20.96,37.46,9.2,6.35,15.48,6.04,0.9364,ilc_di12,2.184,2024-10-03
2018,IE,ES18,50-64,T,9073.59,11358.87,16.44,2.2,17.42,19.28,23.86,12.69,9.87,18.77,7.96,0.5319,ilc_lvhl11,1.1962,2025-01-14
2019,MT,ES190,0-17,M,14606.26,15916.62,7.69,7.0,2.47,10.35,22.7,3.98,19.63,21.44,12.77,0.5621,ilc_peps01n,1.0601,2025-05-21
2020,SK,HR409,25-49,F,22872.33,30639.55,9.18,9.2,4.78,15.51,29.77,13.73,19.29,10.37,10.08,0.4161,ilc_li02,1.1133,2025-10-22
2021,BE,SE73,65+,T,21278.78,17007.38,6.77,1.63,12.38,8.86,34.05,11.96,14.25,6.17,17.18,0.5366,ilc_lvho07,2.6179,2025-06-23
2022,DK,IT50,18-24,M,20910.79,17289.2,27.47,9.06,13.46,32.69,26.36,15.04,18.13,14.2,11.75,0.208,ilc_di12,1.4494,2025-10-11
2023,GR,SI24,50-64,F,9577.37,14021.48,27.49,6.0,11.53,34.24,36.15,14.71,14.03,17.64,3.45,0.7389,ilc_lvhl11,1.4856,2025-08-03
2024,LT,MT65,0-17,T,14673.56,19259.73,18.54,9.71,8.84,23.11,34.64,9.04,14.3,7.45,11.57,0.2772,ilc_peps01n,1.1595,2024-05-02
2025,PT,DK38,25-49,M,21639.31,25472.85,19.99,5.17,12.7,23.3,31.06,2.58,5.13,22.57,9.17,0.3113,ilc_li02,2.3989,2024-11-15
2026,SE,RO8,65+,F,16953.09,29285.41,28.98,3.68,16.35,32.63,25.42,10.46,8.22,10.35,9.7,0.8611,ilc_lvho07,0.4518,2025-10-07
2010,CY,GR276,18-24,T,12480.4,20861.26,13.41,1.86,4.24,13.39,40.86,6.84,8.04,16.82,3.4,0.5181,ilc_di12,2.9718,2024-06-02
2011,FR,BG36,50-64,M,17551.67,14419.2,21.06,8.89,13.27,27.57,32.47,5.46,14.09,20.23,10.06,0.9196,ilc_lvhl11,2.3264,2024-07-24
2012,IT,SK1,0-17,F,17992.39,31802.71,31.92,8.76,7.04,38.76,37.26,4.93,18.36,11.57,10.67,0.4617,ilc_peps01n,0.7865,2025-05-31
2013,NL,CZ670,25-49,T,33276.69,25704.11,13.0,0.94,10.7,18.36,38.97,5.94,10.95,3.91,6.76,0.5528,ilc_li02,0.7373,2025-07-23
2014,SI,PT8,65+,M,9170.42,14289.84,13.6,2.69,10.2,17.51,39.97,10.29,8.67,6.52,12.01,0.6656,ilc_lvho07,0.6261,2025-02-12
2015,BG,BG934,18-24,F,20828.38,18389.18,11.51,4.58,1.34,12.73,35.22,8.35,9.01,21.32,4.87,0.6261,ilc_di12,3.1839,2024-01-06
2016,EE,DK48,50-64,T,19339.73,22565.18,8.43,10.6,9.36,12.23,30.73,5.62,7.89,18.07,12.57,0.8744,ilc_lvhl11,1.7246,2024-01-23
2017,HU,LU6,0-17,M,18372.42,23776.82,28.97,6.9,4.06,30.72,26.3,12.61,19.66,21.32,6.75,0.7047,ilc_peps01n,1.3836,2024-05-18
2018,LU,DK167,25-49,F,18096.1,19714.96,31.65,10.48,4.35,36.13,33.17,11.46,19.61,17.61,8.37,0.2067,ilc_li02,1.7422,2025-04-18
2019,RO,MT272,65+,T,14021.64,21973.14,27.88,12.16,16.13,34.29,23.95,3.34,3.08,19.03,13.44,0.3162,ilc_lvho07,3.1981,2025-09-09
2020,AT,EE484,18-24,M,24395.68,22656.33,20.99,8.77,12.82,27.56,28.41,5.9,10.66,23.05,14.44,0.6796,ilc_di12,1.099,2025-11-19
2021,CZ,FI1,50-64,F,30034.64,31247.98,13.48,1.82,11.73,14.72,26.29,9.51,11.99,1.36,9.18,0.1985,ilc_lvhl11,1.839,2025-04-16
2022,DE,PT342,0-17,T,26915.29,21440.06,28.48,3.98,5.13,31.81,28.47,5.1,16.29,4.19,3.8,0.2998,ilc_peps01n,3.557,2025-08-15
2023,LV,BG9,25-49,M,28814.58,31778.87,6.14,8.72,3.01,8.22,35.68,3.26,9.93,22.54,11.86,0.6841,ilc_li02,2.6649,2024-08-06
2024,PL,AT5,65+,F,17431.63,18084.19,25.1,4.44,11.55,29.88,39.47,13.71,7.0,5.8,17.61,0.7244,ilc_lvho07,3.1206,2024-10-25
2025,ES,IE13,18-24,T,22655.12,18683.06,12.45,1.49,12.91,18.67,25.56,4.93,6.81,21.2,3.79,0.4797,ilc_di12,3.0504,2024-11-21
2026,HR,RO204,50-64,M,28560.71,22653.81,23.0,9.02,3.38,28.86,30.7,15.68,4.44,23.96,10.67,0.3658,ilc_lvhl11,1.4914,2025-07-28
2010,FI,DK96,0-17,F,29519.46,24946.69,6.85,8.46,7.59,13.33,20.09,15.98,13.93,11.44,6.57,0.4265,ilc_peps01n,2.8238,2025-04-24
2011,IE,PL8,25-49,T,11048.31,13714.21,29.58,2.38,7.86,32.67,20.47,6.49,14.63,1.6,16.8,0.3787,ilc_li02,2.3766,2024-10-07
2012,MT,SI278,65+,M,15232.68,11661.97,20.06,11.45,16.18,27.97,26.92,7.22,16.12,9.45,12.71,0.1751,ilc_lvho07,2.8433,2025-09-11
2013,SK,PT588,18-24,F,29945.9,23141.07,26.24,4.52,6.51,29.76,24.08,13.5,19.41,16.63,3.38,0.7543,ilc_di12,2.8157,2024-02-14
2014,BE,NL96,50-64,T,24300.73,31319.33,28.58,9.53,5.8,35.63,34.09,15.03,8.26,9.46,12.81,0.8565,ilc_lvhl11,1.1827,2025-02-16
2015,DK,NL891,0-17,M,15097.69,20688.78,12.63,11.92,11.69,20.76,33.11,14.81,10.97,4.79,11.37,0.4096,ilc_peps01n,3.1033,2024-02-14
2016,GR,MT20,25-49,F,30557.63,27607.83,8.88,9.74,10.34,13.13,40.08,4.77,10.69,18.09,10.29,0.8238,ilc_li02,3.4056,2025-12-24
2017,LT,PT57,65+,T,15372.21,18906.19,22.13,2.1,15.23,24.25,38.02,4.28,18.06,21.82,16.0,0.6629,ilc_lvho07,0.6864,2025-06-30
2018,PT,BG55,18-24,M,11909.41,14093.3,7.37,6.81,8.86,12.35,24.93,6.17,6.54,14.24,4.14,0.2409,ilc_di12,0.7127,2024-04-17
2019,SE,MT975,50-64,F,16874.62,22960.31,7.61,12.36,13.18,17.38,31.9,11.74,15.42,15.29,17.06,0.8209,ilc_lvhl11,1.3295,2024-03-26
2020,CY,BG858,0-17,T,24459.17,24677.8,14.82,0.75,14.03,19.96,37.68,9.37,19.65,2.29,11.85,0.8746,ilc_peps01n,1.365,2024-05-16
2021,FR,BE50,25-49,M,26928.94,31624.82,11.96,11.1,14.72,20.32,31.6,4.17,19.81,9.11,4.16,0.4267,ilc_li02,2.4953,2025-01-24
2022,IT,SI8,65+,F,6909.86,12488.06,18.43,10.7,5.97,23.01,28.37,10.27,12.66,11.56,3.29,0.4243,ilc_lvho07,1.384,2025-06-23
2023,NL,IT49,18-24,T,22565.75,25721.64,21.41,9.93,6.69,27.01,20.73,9.64,16.37,18.01,3.95,0.4399,ilc_di12,0.6847,2026-01-17
2024,SI,NL190,50-64,M,11325.93,15295.61,16.29,4.69,1.7,16.83,32.7,8.82,19.29,14.18,4.6,0.2488,ilc_lvhl11,0.9274,2025-03-22
