health_chronic_surveillance_year,health_chronic_small_area_id,health_chronic_condition_code,health_chronic_prevalence_rate_pct,health_chronic_incidence_rate_per_100k,health_chronic_hospitalization_rate_per_100k,health_chronic_mortality_rate_per_100k,health_chronic_comorbidity_index,health_chronic_risk_factor_smoking_rate,health_chronic_risk_factor_obesity_rate,health_chronic_risk_factor_diabetes_rate,health_chronic_physical_activity_rate,health_chronic_diet_quality_score,health_chronic_medication_adherence_rate,health_chronic_preventive_screening_rate,health_chronic_avoidable_ed_visit_rate,health_chronic_healthcare_access_barrier_index,health_chronic_socioeconomic_deprivation_index,health_chronic_age_adjustment_standard,health_chronic_confidence_interval_width
2023,SA0001766,HTN,6.64,728.55,365.51,830.72,3.65,11.05,22.04,3.72,47.81,31.3,83.13,40.54,544.77,0.4081,0.7115,WHO_STD,5.472
2010,SA0001767,CKD,25.24,659.78,292.16,166.61,1.23,24.27,18.68,12.23,47.91,79.8,83.88,61.07,329.94,0.1822,0.4812,2000_US_STD,2.046
2020,SA0001768,CAD,13.65,629.71,84.43,750.76,2.26,21.07,24.26,5.78,40.07,50.9,74.0,87.97,613.1,0.247,0.1041,2000_US_STD,0.999
2022,SA0001769,COPD,20.1,561.52,322.09,408.55,4.52,26.98,17.05,7.5,32.87,69.0,84.46,21.24,327.83,0.1514,0.6696,2000_US_STD,4.487
2011,SA0001770,DEMENTIA,40.86,756.51,955.71,137.55,4.29,3.98,41.26,8.36,65.52,42.7,78.35,56.66,694.47,0.5927,0.5467,2000_US_STD,4.682
2013,SA0001771,CKD,44.48,903.22,884.07,500.26,0.29,4.3,34.09,8.22,35.8,21.3,60.21,62.24,371.81,0.5413,0.9056,WHO_STD,4.312
2018,SA0001772,HTN,18.62,734.63,104.02,476.35,1.03,15.72,41.19,12.92,60.97,64.7,67.45,70.82,21.38,0.8323,0.1155,2000_US_STD,0.333
2023,SA0001773,HTN,38.62,730.35,429.29,14.03,7.67,9.33,25.04,16.59,58.48,51.6,73.08,50.72,677.45,0.0852,0.496,2010_US_STD,4.006
2017,SA0001774,CAD,35.45,1747.44,54.88,346.81,1.26,6.57,30.64,5.69,71.81,47.5,60.59,32.21,184.98,0.395,0.4307,2000_US_STD,2.728
2012,SA0001775,ARTHRITIS,37.08,328.83,177.27,571.91,4.68,23.59,15.71,9.58,74.25,85.7,63.65,65.7,368.84,0.4077,0.0263,WHO_STD,5.995
2021,SA0001776,ARTHRITIS,35.02,96.49,461.91,528.71,4.26,15.6,21.25,12.22,75.17,91.4,90.69,48.92,422.78,0.494,0.6856,2000_US_STD,5.362
2013,SA0001777,CKD,37.59,1357.21,276.87,455.85,2.81,16.03,28.4,6.79,67.62,46.1,79.95,52.5,75.03,0.7022,0.3299,2000_US_STD,0.433
2016,SA0001778,STROKE,13.77,1567.3,529.46,794.3,4.24,20.43,23.57,15.59,39.41,38.2,70.91,79.22,126.24,0.2218,0.5796,2010_US_STD,0.597
2025,SA0001779,CKD,27.66,400.59,186.32,60.51,7.09,17.59,25.79,15.09,56.17,65.7,50.46,21.38,756.88,0.0224,0.8669,WHO_STD,1.63
2016,SA0001780,CKD,33.6,764.53,498.55,158.57,1.2,10.92,21.9,3.42,53.09,49.9,55.05,81.39,430.43,0.2271,0.3787,WHO_STD,1.86
2017,SA0001781,HTN,24.61,422.48,133.06,765.21,0.62,18.97,27.93,3.01,39.13,90.5,52.75,76.51,475.57,0.513,0.2605,WHO_STD,4.623
2019,SA0001782,CAD,26.03,392.58,797.05,342.65,6.02,8.78,38.84,11.63,70.78,88.0,78.45,58.69,318.95,0.6808,0.1742,2010_US_STD,5.23
2014,SA0001783,CAD,30.59,684.15,439.07,759.8,1.08,26.68,31.76,10.86,74.16,62.3,53.38,31.08,75.73,0.1588,0.0121,2000_US_STD,1.627
2020,SA0001784,HTN,12.49,743.13,1096.3,601.85,7.55,21.64,40.95,17.8,48.32,4.0,55.27,73.37,711.98,0.8295,0.399,2000_US_STD,3.091
2022,SA0001785,STROKE,31.16,1744.77,777.31,465.9,0.08,5.33,15.91,17.85,67.52,25.9,90.38,80.73,184.48,0.1163,0.6309,2010_US_STD,5.251
2015,SA0001786,CANCER,29.12,1050.06,853.91,650.58,6.78,7.82,12.94,2.87,62.54,82.8,69.1,54.3,20.71,0.6483,0.8038,2000_US_STD,0.821
2016,SA0001787,DEMENTIA,33.1,409.1,533.99,688.5,0.42,19.12,33.9,6.9,70.52,53.3,85.24,77.62,183.59,0.7154,0.6226,WHO_STD,5.547
2013,SA0001788,ARTHRITIS,15.62,189.45,1172.43,133.54,6.0,3.25,17.41,2.33,39.03,94.7,84.87,61.27,159.86,0.7773,0.1551,2010_US_STD,5.884
2024,SA0001789,CANCER,19.67,1519.77,1143.18,843.61,3.57,9.97,36.16,5.69,33.99,94.9,91.03,48.44,371.88,0.6684,0.4266,2000_US_STD,2.993
2013,SA0001790,DEMENTIA,38.29,1234.13,875.02,688.42,1.91,5.14,23.17,10.85,73.5,97.2,57.08,22.65,535.48,0.8126,0.11,WHO_STD,1.376
2021,SA0001791,ASTHMA,4.97,44.9,433.09,744.75,3.86,12.21,18.34,12.32,40.21,49.0,54.94,73.14,520.93,0.4442,0.7594,2000_US_STD,1.567
2014,SA0001792,HTN,34.29,1213.16,724.77,67.99,1.97,9.64,21.94,8.56,57.1,28.6,62.35,37.47,691.12,0.9031,0.5702,WHO_STD,5.692
2012,SA0001793,ARTHRITIS,18.35,1232.86,451.13,148.24,5.38,25.18,20.55,5.14,42.95,37.6,87.15,52.08,24.86,0.4324,0.1955,2010_US_STD,0.609
2020,SA0001794,ASTHMA,13.46,881.95,248.95,538.67,3.62,22.94,37.24,10.48,54.5,69.6,64.59,44.88,555.95,0.9944,0.9072,2000_US_STD,2.933
2011,SA0001795,DM2,22.11,1106.31,84.98,551.55,5.34,18.97,37.71,16.55,54.79,79.2,76.29,29.98,367.7,0.1863,0.6714,2000_US_STD,2.92
2014,SA0001796,DM2,9.61,1080.29,706.21,534.7,7.84,23.34,34.66,7.68,46.54,6.4,49.27,34.91,472.49,0.3579,0.3685,WHO_STD,0.119
2013,SA0001797,DEMENTIA,40.05,1336.54,100.23,321.71,6.36,3.86,37.84,8.12,59.95,20.9,58.17,69.35,694.38,0.9837,0.3994,2010_US_STD,2.08
2020,SA0001798,DM2,9.38,568.99,294.91,17.63,0.17,18.95,34.24,14.05,55.17,17.7,70.84,54.0,72.84,0.2559,0.073,WHO_STD,0.556
2013,SA0001799,HTN,35.12,1384.8,179.27,9.92,2.76,24.12,22.7,10.63,32.69,0.8,51.78,75.27,809.06,0.3975,0.7907,2000_US_STD,3.596
2017,SA0001800,HTN,24.31,595.81,279.17,99.09,6.31,10.29,37.97,12.56,76.21,53.4,94.51,78.83,312.83,0.7773,0.1929,2010_US_STD,2.875
2021,SA0001801,CANCER,26.71,1599.74,720.89,826.39,2.02,4.06,15.14,2.16,65.86,27.6,75.67,59.02,325.45,0.1266,0.0142,WHO_STD,4.311
2025,SA0001802,CAD,6.04,1011.65,942.29,308.02,6.34,21.7,31.54,7.56,65.43,68.2,61.73,83.84,52.44,0.2644,0.0784,WHO_STD,1.527
2014,SA0001803,ASTHMA,23.1,861.47,236.44,728.03,0.85,10.27,37.43,8.06,37.94,83.1,62.07,33.73,650.28,0.1553,0.9186,2000_US_STD,0.415
2012,SA0001804,STROKE,40.09,1186.64,734.9,374.64,2.04,17.55,22.77,12.75,43.39,48.2,50.54,76.93,747.5,0.5038,0.0415,2000_US_STD,3.901
2010,SA0001805,STROKE,24.26,1673.81,345.24,830.95,7.44,6.42,40.24,11.98,50.04,23.3,84.27,73.83,83.13,0.9948,0.9359,2000_US_STD,0.73
2023,SA0001806,CKD,42.67,770.59,342.47,487.13,0.41,13.39,15.65,9.67,65.05,98.3,49.83,49.5,326.58,0.393,0.7812,2000_US_STD,2.518
2014,SA0001807,ASTHMA,2.45,99.64,666.19,301.51,1.41,6.32,36.94,14.47,53.87,69.7,75.53,40.47,392.08,0.7468,0.6669,2010_US_STD,1.926
2012,SA0001808,CAD,35.95,1171.91,25.37,453.6,2.49,23.14,21.22,11.42,68.98,6.9,90.04,28.76,876.48,0.7656,0.7113,2010_US_STD,5.068
2021,SA0001809,CANCER,5.33,953.98,694.95,874.25,0.9,21.98,32.4,17.09,60.96,95.3,83.8,42.66,580.93,0.4803,0.3247,2000_US_STD,4.045
2021,SA0001810,CANCER,11.46,1402.04,1124.53,358.32,1.81,25.94,19.23,12.9,61.91,90.1,89.7,76.29,533.98,0.5435,0.0301,2000_US_STD,0.886
2016,SA0001811,STROKE,41.83,279.91,1090.84,384.34,0.37,12.39,23.26,8.55,77.31,55.8,76.48,54.59,524.4,0.6593,0.7356,2010_US_STD,4.257
2025,SA0001812,DEMENTIA,18.28,1652.42,542.62,754.91,0.13,17.95,22.2,7.98,38.31,64.1,63.57,57.8,392.11,0.6511,0.6071,WHO_STD,1.413
2012,SA0001813,CAD,6.61,1168.02,397.77,406.28,7.36,12.97,32.49,6.64,76.5,41.4,72.3,59.28,255.82,0.5089,0.0315,2010_US_STD,5.972
2010,SA0001814,COPD,27.11,184.03,199.27,577.58,7.48,7.72,22.93,10.48,67.05,57.9,78.88,54.66,502.6,0.418,0.9698,2010_US_STD,4.381
2010,SA0001815,DEMENTIA,16.56,998.62,910.37,551.88,4.95,5.45,42.15,9.84,75.17,20.5,62.7,83.95,792.96,0.267,0.6485,2000_US_STD,3.67
2024,SA0001816,CAD,24.16,1564.48,876.52,608.33,3.43,18.18,29.07,16.98,75.8,15.7,60.6,78.49,404.01,0.9953,0.4075,WHO_STD,1.452
2012,SA0001817,ARTHRITIS,38.36,1656.36,563.04,308.96,0.69,20.57,45.38,14.55,76.92,3.8,58.77,62.58,531.42,0.3311,0.0871,WHO_STD,4.064
2022,SA0001818,DEMENTIA,13.59,481.38,538.92,870.62,4.33,5.4,19.12,5.33,69.6,45.2,54.43,25.46,166.47,0.2969,0.077,WHO_STD,5.04
2021,SA0001819,ASTHMA,4.52,1335.16,963.96,386.35,2.24,14.27,32.78,11.14,33.99,19.2,47.36,38.84,26.97,0.4717,0.0442,2000_US_STD,4.393
2019,SA0001820,DEMENTIA,8.01,1371.34,962.46,531.32,3.25,17.48,41.31,12.56,67.77,33.0,57.0,53.79,486.09,0.6988,0.9743,2010_US_STD,4.959
2024,SA0001821,COPD,22.1,1458.55,1002.64,232.69,4.05,21.1,27.05,2.09,31.0,12.9,50.74,37.09,652.05,0.7652,0.2412,2010_US_STD,0.075
2012,SA0001822,CAD,43.42,914.96,109.79,701.94,0.86,24.58,32.4,15.53,48.4,28.4,63.47,60.58,558.07,0.6256,0.8954,2010_US_STD,0.968
2016,SA0001823,STROKE,44.05,1175.16,1037.99,767.75,0.18,16.95,37.86,2.02,73.42,67.4,74.12,50.73,878.67,0.6277,0.7401,WHO_STD,2.393
2016,SA0001824,HTN,9.13,1660.01,377.05,666.57,2.13,11.42,31.2,13.8,60.67,26.3,65.26,31.04,823.54,0.1852,0.5117,2010_US_STD,2.473
2025,SA0001825,HTN,26.3,1174.21,645.4,787.29,7.11,22.02,17.15,3.71,41.01,46.5,80.73,58.85,610.33,0.1631,0.2362,2010_US_STD,0.774
2022,SA0001826,ASTHMA,32.91,853.54,385.42,563.79,7.93,11.91,31.83,7.39,36.76,96.4,57.94,25.91,35.36,0.6913,0.0702,WHO_STD,1.117
2012,SA0001827,ASTHMA,4.2,280.74,752.14,706.11,6.49,23.9,28.83,7.29,41.3,59.8,76.06,84.6,818.29,0.7405,0.6661,2000_US_STD,0.897
2013,SA0001828,STROKE,22.09,749.11,819.01,60.74,6.93,18.06,15.33,4.45,49.3,44.1,82.86,87.84,856.11,0.4252,0.48,2000_US_STD,5.275
2019,SA0001829,DM2,7.07,1403.5,409.31,154.34,7.16,22.4,28.84,4.39,76.4,86.0,81.59,33.91,87.75,0.5278,0.9487,WHO_STD,0.335
2019,SA0001830,CAD,44.27,1358.72,833.19,608.72,0.77,26.27,18.56,10.3,62.18,31.9,48.56,89.8,279.61,0.2068,0.4999,2010_US_STD,3.572
2010,SA0001831,COPD,17.84,1560.82,876.62,687.02,2.01,24.62,35.01,9.45,45.36,24.6,46.32,32.32,783.64,0.301,0.8956,WHO_STD,0.689
2014,SA0001832,DEMENTIA,8.39,1345.62,620.64,354.58,4.32,3.92,13.12,11.12,77.37,74.8,63.1,23.97,881.0,0.0667,0.0214,2000_US_STD,1.416
2013,SA0001833,HTN,28.13,1606.31,725.1,880.02,7.08,4.14,13.2,17.05,66.29,17.4,73.05,74.2,652.01,0.6723,0.2191,2000_US_STD,3.599
2022,SA0001834,CAD,20.13,1214.23,1122.09,267.26,6.91,9.85,47.43,4.24,36.15,54.4,70.47,69.76,662.34,0.7468,0.4364,2010_US_STD,2.36
2018,SA0001835,HTN,31.64,1091.8,592.0,486.51,1.22,14.64,26.58,5.29,50.86,69.4,81.51,39.09,847.58,0.5064,0.2168,WHO_STD,5.536
2022,SA0001836,DM2,14.3,1035.23,289.78,193.37,3.23,10.86,28.77,15.02,32.88,20.1,79.55,30.79,691.47,0.6991,0.6297,2000_US_STD,5.438
2016,SA0001837,CKD,28.07,422.21,873.68,14.62,7.74,10.74,25.65,2.81,46.2,91.8,47.8,70.82,164.08,0.115,0.7898,2010_US_STD,0.742
2017,SA0001838,CANCER,44.73,212.88,798.64,819.99,0.81,8.43,18.5,10.6,43.21,21.8,65.38,74.48,208.43,0.38,0.8708,2000_US_STD,0.556
2025,SA0001839,HTN,17.61,174.65,675.61,602.53,0.44,26.85,41.18,17.0,39.15,96.5,54.21,63.42,13.91,0.3801,0.3384,2000_US_STD,4.435
2010,SA0001840,STROKE,21.68,929.97,808.66,699.66,5.04,6.52,20.5,14.58,38.49,50.5,86.27,53.03,269.03,0.9364,0.609,WHO_STD,3.928
2014,SA0001841,CAD,38.56,1035.13,1115.59,183.43,0.11,18.17,14.44,5.57,58.87,77.9,63.37,52.74,629.01,0.2533,0.3792,2010_US_STD,2.597
2014,SA0001842,COPD,42.3,1646.91,781.64,168.78,4.3,12.18,32.5,14.41,68.72,6.9,60.79,57.07,178.24,0.5777,0.6973,2000_US_STD,4.763
2016,SA0001843,ASTHMA,44.65,620.9,46.89,514.71,1.64,20.34,33.98,8.12,51.65,13.3,89.24,58.27,99.41,0.1982,0.8911,2000_US_STD,4.327
2021,SA0001844,CAD,36.51,1112.99,921.02,234.13,3.34,11.56,20.9,3.35,70.68,12.7,92.5,64.01,386.79,0.0543,0.6588,WHO_STD,3.068
2023,SA0001845,ASTHMA,28.69,350.94,434.82,891.62,5.65,22.5,36.11,13.01,52.6,36.6,58.02,23.46,565.38,0.2652,0.0936,2000_US_STD,4.982
2021,SA0001846,STROKE,23.54,624.14,1056.81,109.11,3.98,14.79,29.82,11.7,38.48,93.1,56.66,87.98,34.33,0.9536,0.8931,2010_US_STD,5.689
2023,SA0001847,DM2,32.27,137.71,1034.48,591.47,3.92,14.73,21.96,15.07,68.03,40.0,57.26,21.69,672.02,0.592,0.4925,2000_US_STD,5.022
2017,SA0001848,CKD,35.97,1035.46,137.71,664.71,0.48,7.14,38.94,13.43,74.16,95.8,86.9,56.3,208.38,0.9006,0.709,WHO_STD,3.139
2015,SA0001849,DM2,34.36,915.44,552.04,796.96,4.19,6.16,23.43,8.07,62.7,75.0,52.68,74.59,757.49,0.8897,0.4388,2000_US_STD,4.975
2012,SA0001850,ASTHMA,40.12,673.4,670.99,897.11,0.96,17.26,35.06,3.19,66.21,24.4,61.62,62.67,69.23,0.9898,0.7053,WHO_STD,3.404
2015,SA0001851,STROKE,17.03,1710.84,1162.46,720.3,5.54,11.26,27.16,7.64,32.29,3.7,62.35,54.82,510.12,0.6069,0.7002,WHO_STD,3.35
2018,SA0001852,COPD,2.49,752.77,400.7,194.97,2.24,13.07,13.1,11.77,49.28,87.6,69.42,52.19,727.07,0.839,0.3307,WHO_STD,2.59
2023,SA0001853,HTN,23.58,1185.56,9.59,895.56,3.77,13.74,19.21,10.18,41.45,47.7,78.27,56.58,603.05,0.3563,0.7679,2010_US_STD,1.426
2010,SA0001854,ARTHRITIS,26.1,1595.22,682.91,547.01,5.04,23.45,39.23,9.07,42.72,90.7,81.9,52.19,855.96,0.5036,0.0192,WHO_STD,2.575
2020,SA0001855,CAD,3.15,1742.13,777.66,652.66,1.91,15.67,43.64,12.13,33.46,95.2,49.87,83.16,481.03,0.8341,0.236,2010_US_STD,2.345
2018,SA0001856,CAD,23.14,613.7,84.62,844.78,5.06,6.55,42.77,13.21,69.89,74.4,65.32,50.45,816.03,0.8166,0.8483,WHO_STD,2.42
2016,SA0001857,STROKE,7.91,508.17,686.47,310.77,1.05,27.65,40.66,7.64,54.75,25.5,79.62,81.5,888.25,0.9914,0.7933,WHO_STD,0.372
2017,SA0001858,ASTHMA,12.03,444.57,1083.4,230.56,2.73,17.54,15.11,7.6,43.79,58.9,52.77,63.71,493.91,0.3361,0.6487,2000_US_STD,1.728
2025,SA0001859,ASTHMA,17.12,735.54,91.96,3.56,3.56,25.2,15.28,11.04,44.07,93.0,61.66,89.38,327.18,0.5959,0.7469,WHO_STD,3.481
2024,SA0001860,ARTHRITIS,29.94,837.93,125.32,474.4,1.71,13.52,37.77,12.71,50.48,76.4,89.62,36.91,32.93,0.0308,0.8157,WHO_STD,1.482
2017,SA0001861,DEMENTIA,37.56,370.79,537.01,288.22,3.68,21.33,32.54,9.28,48.91,36.6,82.09,63.4,332.33,0.9127,0.0115,2010_US_STD,4.822
2025,SA0001862,COPD,30.73,110.14,1192.29,788.21,3.62,7.44,12.82,7.32,68.74,20.3,93.69,78.61,248.43,0.943,0.5952,WHO_STD,4.076
2010,SA0001863,DM2,26.23,135.52,170.31,711.8,0.77,3.68,42.03,6.69,37.29,77.4,49.11,78.68,36.57,0.4225,0.0512,2010_US_STD,3.771
2025,SA0001864,DEMENTIA,2.02,64.07,996.46,526.51,2.87,16.93,43.04,6.72,62.6,95.5,54.92,56.29,98.39,0.8455,0.6839,2000_US_STD,0.1
2020,SA0001865,CAD,25.5,679.87,596.3,323.03,0.65,18.72,39.97,16.17,60.84,3.6,56.9,77.83,473.12,0.2329,0.6994,2000_US_STD,0.118
2025,SA0001866,ASTHMA,11.54,61.63,912.28,720.67,6.01,18.36,20.35,17.69,42.16,53.4,80.1,83.79,629.56,0.4443,0.0289,2000_US_STD,5.473
2016,SA0001867,STROKE,14.53,57.89,616.31,74.43,4.36,9.78,19.87,8.71,37.47,78.9,88.13,36.71,374.38,0.5225,0.8651,2000_US_STD,2.781
2017,SA0001868,CANCER,44.39,826.14,1058.35,755.28,5.34,5.0,39.93,13.86,66.64,46.0,67.22,31.16,718.75,0.0755,0.0573,WHO_STD,4.121
2025,SA0001869,COPD,9.88,638.63,397.33,545.44,3.21,3.45,16.11,8.28,40.46,74.3,92.41,78.88,425.54,0.5227,0.5819,2000_US_STD,5.353
2012,SA0001870,COPD,43.84,1315.34,1054.33,374.62,3.13,11.57,45.71,10.13,67.08,97.1,94.98,68.88,594.34,0.0296,0.7171,2010_US_STD,1.294
2012,SA0001871,CAD,4.56,701.83,122.84,390.43,5.5,10.67,32.07,17.83,75.13,76.5,85.05,73.28,554.67,0.5744,0.8148,2000_US_STD,3.141
2018,SA0001872,ARTHRITIS,25.15,1567.1,628.38,831.87,0.27,19.95,38.93,5.09,35.13,52.8,49.1,29.35,90.92,0.9036,0.9404,WHO_STD,1.469
2018,SA0001873,STROKE,39.12,1009.67,894.23,870.02,3.59,15.32,13.17,2.71,51.26,59.7,68.64,59.86,317.74,0.1295,0.2757,2010_US_STD,2.314
2020,SA0001874,CAD,29.52,27.98,1100.63,469.35,1.65,16.96,30.2,15.02,53.01,87.5,69.28,84.98,285.88,0.6316,0.8223,WHO_STD,0.59
2014,SA0001875,STROKE,44.54,1316.95,631.71,194.79,5.87,18.99,29.89,12.8,48.95,51.0,51.6,55.11,760.07,0.0798,0.1311,WHO_STD,3.543
2021,SA0001876,ASTHMA,1.4,977.69,871.18,601.43,2.26,15.49,30.31,3.6,54.53,50.8,90.73,21.05,431.14,0.9747,0.3991,WHO_STD,0.914
2022,SA0001877,ASTHMA,19.84,605.82,650.83,805.58,3.54,8.72,43.74,16.15,30.3,35.9,66.52,21.89,622.51,0.1774,0.8329,WHO_STD,4.96
2018,SA0001878,DEMENTIA,1.95,69.02,312.31,401.48,6.61,12.06,14.16,8.69,59.33,24.2,65.02,36.6,48.65,0.7829,0.4232,WHO_STD,4.007
2020,SA0001879,DEMENTIA,13.13,628.68,563.85,768.51,7.42,22.53,25.62,7.5,35.95,95.7,61.64,89.62,125.55,0.5108,0.9953,2010_US_STD,5.398
2018,SA0001880,ARTHRITIS,12.08,987.26,536.2,161.74,4.84,19.29,44.35,16.47,40.02,36.2,52.77,33.61,361.79,0.4612,0.5395,WHO_STD,1.192
2023,SA0001881,HTN,39.98,347.47,175.35,860.1,0.23,4.11,13.86,7.8,32.54,22.6,46.11,61.31,29.61,0.9962,0.6903,2000_US_STD,4.265
2012,SA0001882,CANCER,10.5,1118.9,365.11,761.01,6.15,22.07,26.57,9.95,76.92,53.9,66.9,39.36,889.28,0.5645,0.8661,2000_US_STD,3.514
2024,SA0001883,HTN,34.87,908.4,112.62,117.35,2.4,5.77,20.47,17.38,63.33,21.8,46.43,81.99,49.19,0.9236,0.723,2000_US_STD,5.915
2023,SA0001884,HTN,4.77,1052.39,14.12,894.53,3.04,13.96,34.63,13.63,60.99,49.5,64.99,70.47,468.89,0.2675,0.1195,WHO_STD,4.81
2018,SA0001885,ARTHRITIS,10.85,81.6,1019.41,510.78,4.23,23.22,41.21,8.34,59.33,80.4,77.65,37.75,103.69,0.5863,0.2046,WHO_STD,3.939
2016,SA0001886,ASTHMA,38.99,1216.94,555.57,643.52,6.87,20.36,46.97,10.66,76.65,36.3,53.72,87.4,652.47,0.2784,0.3402,WHO_STD,3.929
2011,SA0001887,STROKE,34.04,682.69,1104.03,752.72,4.36,11.06,41.52,14.42,49.96,45.9,64.27,35.0,822.71,0.9316,0.3341,2010_US_STD,3.571
2012,SA0001888,ARTHRITIS,35.25,678.27,149.63,229.31,6.67,24.24,40.75,12.09,34.99,2.2,72.39,63.69,267.97,0.3301,0.4348,2010_US_STD,4.334
2023,SA0001889,DEMENTIA,29.21,260.38,338.7,388.71,0.37,26.36,15.89,13.37,51.36,5.2,58.85,21.9,870.01,0.2777,0.3681,WHO_STD,5.691
2020,SA0001890,ARTHRITIS,1.07,940.24,719.8,760.36,1.79,8.87,16.66,6.04,75.81,51.0,72.5,80.58,735.03,0.285,0.0338,2000_US_STD,5.002
2015,SA0001891,CAD,7.12,1651.5,589.15,202.29,0.42,9.2,23.35,5.17,63.3,19.9,66.42,70.1,776.05,0.1835,0.9839,2000_US_STD,2.765
2011,SA0001892,ASTHMA,5.53,356.87,377.53,133.09,6.66,5.36,29.14,4.18,71.7,86.8,70.98,28.88,285.97,0.7108,0.1232,2000_US_STD,1.632
2020,SA0001893,CKD,2.23,1283.82,1127.98,669.64,2.15,13.16,47.74,13.5,66.82,12.4,63.52,56.28,682.77,0.8548,0.2854,2010_US_STD,5.336
2017,SA0001894,ARTHRITIS,7.4,1126.65,921.58,130.61,0.58,4.21,29.47,17.71,51.43,56.5,85.39,86.17,749.07,0.9798,0.9721,2010_US_STD,5.043
2021,SA0001895,DM2,15.84,665.37,343.84,885.71,1.02,27.42,22.53,10.05,35.35,99.9,83.8,40.99,695.28,0.1562,0.6048,2000_US_STD,2.155
2024,SA0001896,ASTHMA,29.12,969.26,935.52,310.3,6.86,20.95,47.98,16.2,33.95,82.0,65.35,28.57,724.42,0.4412,0.2551,WHO_STD,3.095
2023,SA0001897,CAD,10.82,1788.91,399.39,19.23,5.77,22.79,29.63,14.07,63.74,1.6,71.06,25.48,80.55,0.3351,0.2009,2010_US_STD,2.712
2013,SA0001898,CANCER,40.79,622.17,1172.12,453.26,0.33,23.05,16.91,3.71,31.34,0.5,80.38,32.85,525.11,0.3503,0.8308,2010_US_STD,5.832
2020,SA0001899,CKD,34.47,777.4,250.33,645.66,4.35,14.76,40.71,3.02,42.21,47.6,65.48,29.66,728.48,0.2142,0.7123,2000_US_STD,5.041
2010,SA0001900,ASTHMA,13.25,942.96,358.66,53.27,1.53,25.93,28.52,2.27,60.68,31.1,90.7,72.12,98.63,0.6249,0.1099,WHO_STD,2.852
2023,SA0001901,COPD,5.88,1774.92,356.38,688.02,5.26,6.49,46.4,6.66,64.35,50.6,71.78,28.7,367.25,0.1637,0.8117,WHO_STD,0.625
2020,SA0001902,CAD,38.87,1124.18,1146.91,365.93,7.78,9.24,39.44,14.36,47.67,82.0,91.89,67.5,60.51,0.8035,0.0481,2010_US_STD,4.799
2016,SA0001903,CANCER,24.24,1253.07,898.66,621.04,6.67,18.13,44.37,9.94,71.45,7.6,46.34,84.67,540.69,0.2095,0.7695,WHO_STD,2.343
2016,SA0001904,DEMENTIA,6.37,99.91,299.39,871.71,4.46,3.85,47.09,16.11,69.65,36.8,93.9,85.69,899.37,0.7875,0.2888,2000_US_STD,2.103
2014,SA0001905,ARTHRITIS,37.81,1716.19,5.63,239.51,5.18,10.0,44.36,16.89,53.3,54.7,82.08,50.76,238.6,0.2333,0.1383,WHO_STD,2.926
2025,SA0001906,ARTHRITIS,34.2,989.6,635.22,4.47,5.49,14.01,31.55,11.76,69.18,15.0,46.77,37.15,67.3,0.6283,0.6614,WHO_STD,1.874
2021,SA0001907,HTN,2.13,364.59,24.8,777.35,0.42,3.29,39.45,3.42,40.02,31.4,52.66,28.24,719.73,0.4959,0.7852,2000_US_STD,0.76
2010,SA0001908,CKD,42.83,612.13,746.43,877.54,2.99,21.17,13.2,8.96,50.14,1.0,66.66,35.98,798.66,0.8547,0.5312,WHO_STD,5.581
2011,SA0001909,HTN,44.35,581.65,717.82,141.3,4.73,17.74,27.16,10.09,66.7,70.1,50.71,66.29,506.85,0.4563,0.5748,2000_US_STD,0.106
2010,SA0001910,COPD,6.23,994.09,507.29,844.18,1.31,24.25,28.23,7.28,35.29,32.5,64.48,31.17,77.78,0.7111,0.8299,WHO_STD,0.222
2013,SA0001911,ASTHMA,15.03,1638.43,394.04,158.58,5.97,5.35,45.2,17.24,54.99,46.6,67.64,45.5,695.92,0.4728,0.794,2000_US_STD,3.285
2018,SA0001912,CKD,6.64,1155.82,646.66,825.21,0.55,24.27,28.28,15.76,54.99,62.3,89.59,33.71,364.79,0.0691,0.124,2000_US_STD,0.626
2011,SA0001913,STROKE,41.23,838.17,485.41,516.69,5.11,7.3,31.91,16.87,38.98,78.2,69.45,75.48,566.25,0.599,0.8466,WHO_STD,0.727
2011,SA0001914,STROKE,43.11,1487.98,107.3,315.76,6.32,22.3,38.32,17.22,35.58,95.8,77.15,25.92,870.77,0.8521,0.048,WHO_STD,5.944
2025,SA0001915,ARTHRITIS,4.7,1426.45,127.67,677.73,2.97,17.85,17.82,7.85,57.11,60.0,90.17,50.94,285.53,0.5291,0.2459,2010_US_STD,3.444
2024,SA0001916,CANCER,44.44,1482.97,997.56,234.26,1.45,10.36,41.36,8.17,37.99,17.3,85.86,23.62,246.06,0.8934,0.494,2010_US_STD,5.012
2010,SA0001917,ARTHRITIS,15.01,295.36,525.54,122.94,6.2,6.01,23.85,11.46,69.85,96.9,83.26,62.2,731.43,0.5511,0.3079,WHO_STD,4.509
2024,SA0001918,DEMENTIA,31.7,1190.3,818.16,263.17,6.26,14.9,43.22,11.52,70.61,36.8,54.27,51.44,659.01,0.9532,0.6403,2000_US_STD,4.859
2022,SA0001919,DM2,24.14,1249.0,85.63,289.08,1.09,20.86,17.47,10.1,76.92,12.2,46.56,42.05,647.46,0.206,0.9207,2010_US_STD,4.868
