health_pharma_reference_year,health_pharma_country_iso2,health_pharma_atc_code,health_pharma_medicine_type_code,health_pharma_authorisation_type_code,health_pharma_price_eur_pack_median,health_pharma_reimbursement_rate_pct,health_pharma_volume_units_sold,health_pharma_generic_share_pct,health_pharma_biosimilar_share_pct,health_pharma_shortage_reports_count,health_pharma_shortage_duration_days_median,health_pharma_htA_decision_code,health_pharma_time_to_market_days_median,health_pharma_parallel_trade_flag,health_pharma_joint_procurement_flag,health_pharma_clinical_trials_count,health_pharma_data_source_ema_flag,health_pharma_revision_round,health_pharma_data_extract_date
2015,PT,L23PN13,VACCINE,NATIONAL_MA,246.4,92.49,26050385,65.34,8.88,409,193.07,PENDING,499.64,0,0,216,0,BENCHMARK,2024-03-28
2016,SE,M30AA30,BIOSIMILAR,MUTUAL_RECOGNITION,250.72,97.98,2945739,9.13,24.2,283,136.18,POSITIVE,251.9,0,0,180,0,SECOND,2024-07-10
2017,CY,N37LN47,GENERIC,DECENTRALISED,40.16,70.17,13458198,18.51,22.45,229,158.97,NEGATIVE,772.56,1,0,147,0,FIRST,2026-01-27
2018,FR,P44WA64,BRANDED_ORIGINATOR,CENTRALISED_EMA,287.77,39.36,19745904,78.39,22.93,195,178.16,NOT_REQUIRED,549.35,1,0,400,1,FLASH,2025-02-18
2019,IT,R51HN81,ORPHAN,NATIONAL_MA,50.29,40.37,24045422,63.7,19.8,199,156.3,CONDITIONAL,747.64,0,0,470,0,BENCHMARK,2024-06-05
2020,NL,S58SA98,OTC,MUTUAL_RECOGNITION,30.4,32.48,32004897,31.92,21.16,691,50.06,PENDING,792.07,0,0,128,0,SECOND,2024-03-17
2021,SI,V65DN15,VACCINE,DECENTRALISED,27.61,68.88,6034685,5.14,15.72,303,96.15,POSITIVE,736.89,0,0,242,0,FIRST,2024-01-14
2022,BG,A72OA32,BIOSIMILAR,CENTRALISED_EMA,109.38,81.93,591356,23.44,12.71,709,127.68,NEGATIVE,418.15,0,0,256,1,FLASH,2025-02-09
2023,EE,B79ZN49,GENERIC,NATIONAL_MA,110.44,36.7,11115982,84.93,2.37,178,57.98,NOT_REQUIRED,472.41,0,0,109,0,BENCHMARK,2025-12-02
2024,HU,C86KA66,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,26.72,40.01,783601,15.2,9.79,428,114.43,CONDITIONAL,156.12,0,0,218,0,SECOND,2025-03-20
2025,LU,D93VN83,ORPHAN,DECENTRALISED,131.25,72.69,26106582,42.35,0.36,557,37.96,PENDING,802.6,0,0,69,0,FIRST,2025-10-09
2006,RO,E00GA00,OTC,CENTRALISED_EMA,282.67,53.48,6092360,48.09,4.12,0,112.85,POSITIVE,180.96,1,0,26,1,FLASH,2024-11-23
2007,AT,F07RN17,VACCINE,NATIONAL_MA,115.87,93.99,20132716,42.24,2.32,155,139.12,NEGATIVE,327.1,1,0,60,0,BENCHMARK,2025-09-11
2008,CZ,G14CA34,BIOSIMILAR,MUTUAL_RECOGNITION,96.04,84.57,21402107,74.53,2.82,228,127.12,NOT_REQUIRED,453.21,0,1,215,0,SECOND,2024-02-13
2009,DE,H21NN51,GENERIC,DECENTRALISED,121.46,91.24,27530685,62.9,11.52,385,206.68,CONDITIONAL,766.9,0,0,8,0,FIRST,2024-07-31
2010,LV,J28YA68,BRANDED_ORIGINATOR,CENTRALISED_EMA,160.78,21.71,22130625,23.22,7.11,270,127.99,PENDING,838.21,0,0,392,1,FLASH,2024-06-30
2011,PL,L35JN85,ORPHAN,NATIONAL_MA,82.65,51.25,26373172,57.02,10.43,86,109.47,POSITIVE,352.24,0,0,250,0,BENCHMARK,2024-07-14
2012,ES,M42UA02,OTC,MUTUAL_RECOGNITION,206.75,56.4,9705769,65.75,11.95,232,166.71,NEGATIVE,350.53,0,0,125,0,SECOND,2025-05-27
2013,HR,N49FN19,VACCINE,DECENTRALISED,60.31,88.43,27866846,29.87,2.44,383,75.37,NOT_REQUIRED,612.69,0,0,440,0,FIRST,2024-11-28
2014,FI,P56QA36,BIOSIMILAR,CENTRALISED_EMA,249.32,77.17,4429280,51.04,42.25,295,23.0,CONDITIONAL,39.92,0,0,134,1,FLASH,2025-10-22
2015,IE,R63BN53,GENERIC,NATIONAL_MA,152.34,82.05,16612981,39.15,22.84,30,96.67,PENDING,615.75,0,0,105,0,BENCHMARK,2024-11-10
2016,MT,S70MA70,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,166.54,52.78,2379477,45.01,1.51,71,4.9,POSITIVE,508.17,1,0,54,0,SECOND,2025-08-27
2017,SK,V77XN87,ORPHAN,DECENTRALISED,384.81,73.74,15021665,61.03,9.66,70,79.63,NEGATIVE,607.54,0,0,298,0,FIRST,2025-09-20
2018,BE,A84IA04,OTC,CENTRALISED_EMA,150.58,27.16,7090913,43.82,22.7,5,131.99,NOT_REQUIRED,439.86,0,0,155,1,FLASH,2025-10-22
2019,DK,B91TN21,VACCINE,NATIONAL_MA,137.3,98.55,17199009,77.26,16.84,346,18.3,CONDITIONAL,283.96,1,0,166,0,BENCHMARK,2024-06-21
2020,GR,C98EA38,BIOSIMILAR,MUTUAL_RECOGNITION,158.44,97.92,5765481,30.14,44.11,314,131.33,PENDING,378.08,0,0,276,0,SECOND,2026-02-11
2021,LT,D05PN55,GENERIC,DECENTRALISED,211.9,21.66,29397778,59.69,21.41,543,95.27,POSITIVE,251.12,0,1,142,0,FIRST,2025-08-09
2022,PT,E12AA72,BRANDED_ORIGINATOR,CENTRALISED_EMA,256.63,57.17,5428008,18.02,8.82,761,91.38,NEGATIVE,440.41,0,0,435,1,FLASH,2025-08-16
2023,SE,F19LN89,ORPHAN,NATIONAL_MA,59.06,24.51,16785135,48.98,9.86,221,137.33,NOT_REQUIRED,123.61,0,0,321,0,BENCHMARK,2025-12-27
2024,CY,G26WA06,OTC,MUTUAL_RECOGNITION,127.9,44.67,34308909,74.38,19.05,585,16.04,CONDITIONAL,248.85,1,0,88,0,SECOND,2024-08-08
2025,FR,H33HN23,VACCINE,DECENTRALISED,29.31,21.57,27463833,74.7,22.11,75,60.48,PENDING,172.9,0,0,586,0,FIRST,2026-01-04
2006,IT,J40SA40,BIOSIMILAR,CENTRALISED_EMA,102.85,62.53,13349406,26.49,1.56,299,136.15,POSITIVE,265.95,0,0,217,1,FLASH,2025-03-31
2007,NL,L47DN57,GENERIC,NATIONAL_MA,303.34,88.1,18051821,48.55,4.64,345,82.92,NEGATIVE,361.87,0,0,225,0,BENCHMARK,2024-02-19
2008,SI,M54OA74,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,62.64,30.16,17704524,58.48,18.02,445,173.75,NOT_REQUIRED,210.9,1,0,489,0,SECOND,2026-01-24
2009,BG,N61ZN91,ORPHAN,DECENTRALISED,25.21,27.65,21925473,12.83,10.38,151,193.74,CONDITIONAL,580.05,0,0,519,0,FIRST,2025-08-19
2010,EE,P68KA08,OTC,CENTRALISED_EMA,305.91,45.26,24419381,83.32,18.39,223,121.85,PENDING,728.51,0,0,203,1,FLASH,2025-09-25
2011,HU,R75VN25,VACCINE,NATIONAL_MA,49.07,65.84,25562003,42.23,14.45,161,203.73,POSITIVE,146.02,0,0,263,0,BENCHMARK,2025-03-27
2012,LU,S82GA42,BIOSIMILAR,MUTUAL_RECOGNITION,99.5,45.31,8742973,17.99,14.48,241,84.75,NEGATIVE,113.46,1,0,63,0,SECOND,2025-10-09
2013,RO,V89RN59,GENERIC,DECENTRALISED,69.45,38.1,4770157,66.65,6.06,269,79.53,NOT_REQUIRED,61.99,1,1,139,0,FIRST,2024-11-27
2014,AT,A96CA76,BRANDED_ORIGINATOR,CENTRALISED_EMA,320.73,77.15,24116876,34.99,21.26,179,108.58,CONDITIONAL,726.39,0,0,534,1,FLASH,2025-05-08
2015,CZ,B03NN93,ORPHAN,NATIONAL_MA,140.77,49.37,11805299,64.65,8.34,94,54.45,PENDING,358.95,0,0,642,0,BENCHMARK,2025-06-20
2016,DE,C10YA10,OTC,MUTUAL_RECOGNITION,229.27,49.93,29416967,32.59,0.08,322,180.29,POSITIVE,488.78,1,0,274,0,SECOND,2024-08-25
2017,LV,D17JN27,VACCINE,DECENTRALISED,172.51,62.13,17076384,17.67,14.82,28,55.66,NEGATIVE,275.99,0,0,519,0,FIRST,2025-05-31
2018,PL,E24UA44,BIOSIMILAR,CENTRALISED_EMA,232.27,85.69,7082787,5.36,50.92,402,20.49,NOT_REQUIRED,1012.66,0,0,140,1,FLASH,2025-08-28
2019,ES,F31FN61,GENERIC,NATIONAL_MA,207.56,68.81,25597982,34.26,12.96,168,156.61,CONDITIONAL,176.03,0,0,30,0,BENCHMARK,2026-01-21
2020,HR,G38QA78,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,79.3,35.41,2337701,66.14,8.12,525,35.59,PENDING,724.99,1,0,392,0,SECOND,2025-11-03
2021,FI,H45BN95,ORPHAN,DECENTRALISED,216.22,36.65,21004396,74.0,6.42,606,163.6,POSITIVE,762.6,0,0,151,0,FIRST,2024-07-10
2022,IE,J52MA12,OTC,CENTRALISED_EMA,86.98,38.74,35299502,11.29,16.79,433,27.67,NEGATIVE,1027.3,0,0,47,1,FLASH,2025-10-30
2023,MT,L59XN29,VACCINE,NATIONAL_MA,211.21,66.63,8910384,79.82,5.41,554,26.32,NOT_REQUIRED,341.52,1,1,248,0,BENCHMARK,2025-06-15
2024,SK,M66IA46,BIOSIMILAR,MUTUAL_RECOGNITION,2.86,83.37,17345335,37.84,24.42,268,16.89,CONDITIONAL,567.31,0,0,260,0,SECOND,2025-06-11
2025,BE,N73TN63,GENERIC,DECENTRALISED,208.07,32.26,39876343,16.85,7.39,468,141.32,PENDING,173.79,0,0,65,0,FIRST,2025-03-09
2006,DK,P80EA80,BRANDED_ORIGINATOR,CENTRALISED_EMA,70.75,85.93,13322878,87.11,7.91,207,111.06,POSITIVE,108.88,0,0,313,1,FLASH,2024-11-05
2007,GR,R87PN97,ORPHAN,NATIONAL_MA,158.24,26.06,7229836,36.15,13.84,426,144.21,NEGATIVE,53.58,0,0,258,0,BENCHMARK,2025-03-23
2008,LT,S94AA14,OTC,MUTUAL_RECOGNITION,242.62,51.71,34256198,31.19,12.61,252,173.04,NOT_REQUIRED,63.36,0,0,70,0,SECOND,2024-07-28
2009,PT,V01LN31,VACCINE,DECENTRALISED,54.95,56.47,18297618,12.48,1.84,264,18.94,CONDITIONAL,733.23,1,0,375,0,FIRST,2024-01-01
2010,SE,A08WA48,BIOSIMILAR,CENTRALISED_EMA,218.31,99.85,9318650,87.89,42.67,365,197.04,PENDING,181.69,0,0,184,1,FLASH,2024-03-12
2011,CY,B15HN65,GENERIC,NATIONAL_MA,137.85,28.39,2382558,35.88,19.74,233,66.62,POSITIVE,703.37,1,0,154,0,BENCHMARK,2024-02-18
2012,FR,C22SA82,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,311.81,80.55,26301832,55.25,11.66,170,88.06,NEGATIVE,778.6,0,0,170,0,SECOND,2025-07-18
2013,IT,D29DN99,ORPHAN,DECENTRALISED,264.52,49.62,14545480,73.4,1.88,61,136.74,NOT_REQUIRED,145.33,1,0,96,0,FIRST,2025-02-20
2014,NL,E36OA16,OTC,CENTRALISED_EMA,235.42,66.62,18673641,16.7,18.7,437,202.01,CONDITIONAL,1006.92,1,0,141,1,FLASH,2024-12-24
2015,SI,F43ZN33,VACCINE,NATIONAL_MA,8.88,60.16,20239183,82.71,12.28,324,183.43,PENDING,519.52,0,0,4,0,BENCHMARK,2024-02-02
2016,BG,G50KA50,BIOSIMILAR,MUTUAL_RECOGNITION,68.56,63.03,25460483,84.04,49.51,66,35.14,POSITIVE,54.75,0,0,228,0,SECOND,2024-12-01
2017,EE,H57VN67,GENERIC,DECENTRALISED,100.76,30.62,5148045,10.68,15.68,115,58.26,NEGATIVE,81.06,1,0,184,0,FIRST,2024-05-20
2018,HU,J64GA84,BRANDED_ORIGINATOR,CENTRALISED_EMA,69.86,19.8,3311498,15.78,18.34,337,171.95,NOT_REQUIRED,424.85,0,0,586,1,FLASH,2024-06-01
2019,LU,L71RN01,ORPHAN,NATIONAL_MA,207.97,47.27,26747014,14.65,16.31,167,146.03,CONDITIONAL,425.39,0,0,370,0,BENCHMARK,2024-08-30
2020,RO,M78CA18,OTC,MUTUAL_RECOGNITION,197.35,91.26,43588729,23.66,18.8,3,80.51,PENDING,751.73,0,1,259,0,SECOND,2025-01-29
2021,AT,N85NN35,VACCINE,DECENTRALISED,184.07,99.26,3958699,56.89,1.87,764,45.93,POSITIVE,639.03,0,0,34,0,FIRST,2025-12-05
2022,CZ,P92YA52,BIOSIMILAR,CENTRALISED_EMA,158.54,29.98,24845118,29.0,4.34,164,42.47,NEGATIVE,675.88,1,0,18,1,FLASH,2025-11-06
2023,DE,R99JN69,GENERIC,NATIONAL_MA,76.42,34.86,28079034,26.74,17.44,690,118.88,NOT_REQUIRED,785.51,0,0,106,0,BENCHMARK,2025-03-09
2024,LV,S06UA86,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,202.68,74.24,8809091,37.48,0.94,495,22.04,CONDITIONAL,191.54,0,0,136,0,SECOND,2026-02-16
2025,PL,V13FN03,ORPHAN,DECENTRALISED,311.53,26.88,15119334,69.62,8.4,435,116.56,PENDING,409.34,1,0,373,0,FIRST,2025-08-06
2006,ES,A20QA20,OTC,CENTRALISED_EMA,86.56,71.41,2829723,35.19,0.54,408,192.04,POSITIVE,558.54,0,0,181,1,FLASH,2025-06-18
2007,HR,B27BN37,VACCINE,NATIONAL_MA,307.85,102.77,13654044,81.25,20.94,104,91.85,NEGATIVE,286.95,0,0,495,0,BENCHMARK,2025-09-01
2008,FI,C34MA54,BIOSIMILAR,MUTUAL_RECOGNITION,187.12,61.56,28328773,86.76,11.31,157,181.68,NOT_REQUIRED,239.96,1,0,245,0,SECOND,2025-05-26
2009,IE,D41XN71,GENERIC,DECENTRALISED,40.24,32.3,24407484,73.02,5.61,373,27.59,CONDITIONAL,366.24,0,0,93,0,FIRST,2025-04-09
2010,MT,E48IA88,BRANDED_ORIGINATOR,CENTRALISED_EMA,142.33,33.31,25744125,68.11,22.44,172,156.37,PENDING,414.89,1,1,280,1,FLASH,2024-02-02
2011,SK,F55TN05,ORPHAN,NATIONAL_MA,124.15,85.01,8130094,63.76,10.31,458,141.34,POSITIVE,592.66,0,0,584,0,BENCHMARK,2026-01-28
2012,BE,G62EA22,OTC,MUTUAL_RECOGNITION,319.77,53.2,35663619,60.1,17.57,327,162.58,NEGATIVE,390.51,0,0,249,0,SECOND,2025-04-03
2013,DK,H69PN39,VACCINE,DECENTRALISED,124.67,40.43,20986940,53.44,5.31,113,141.89,NOT_REQUIRED,108.01,0,0,556,0,FIRST,2024-02-23
2014,GR,J76AA56,BIOSIMILAR,CENTRALISED_EMA,12.19,19.12,5636194,36.03,52.3,57,37.69,CONDITIONAL,268.92,0,0,107,1,FLASH,2025-07-31
2015,LT,L83LN73,GENERIC,NATIONAL_MA,119.42,21.69,2520713,65.69,2.74,22,131.21,PENDING,694.88,1,0,54,0,BENCHMARK,2024-10-31
2016,PT,M90WA90,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,345.43,57.08,15820443,54.92,12.99,274,19.33,POSITIVE,660.12,0,0,574,0,SECOND,2024-05-22
2017,SE,N97HN07,ORPHAN,DECENTRALISED,414.79,37.27,21346277,65.84,5.51,200,84.21,NEGATIVE,640.85,0,0,22,0,FIRST,2024-10-14
2018,CY,P04SA24,OTC,CENTRALISED_EMA,77.15,58.42,7268890,85.63,5.79,182,150.91,NOT_REQUIRED,468.69,1,0,173,1,FLASH,2024-02-11
2019,FR,R11DN41,VACCINE,NATIONAL_MA,42.73,105.9,751365,5.02,1.78,122,55.73,CONDITIONAL,398.03,1,0,104,0,BENCHMARK,2024-12-12
2020,IT,S18OA58,BIOSIMILAR,MUTUAL_RECOGNITION,196.13,54.05,24631043,16.88,2.97,175,9.99,PENDING,629.17,0,0,118,0,SECOND,2025-02-13
2021,NL,V25ZN75,GENERIC,DECENTRALISED,112.57,47.23,35546359,7.08,4.26,237,152.78,POSITIVE,455.57,0,0,127,0,FIRST,2025-07-19
2022,SI,A32KA92,BRANDED_ORIGINATOR,CENTRALISED_EMA,46.86,52.02,12760537,58.76,7.96,731,155.35,NEGATIVE,839.09,0,1,420,1,FLASH,2025-08-19
2023,BG,B39VN09,ORPHAN,NATIONAL_MA,115.91,27.84,14754854,68.8,14.51,641,163.97,NOT_REQUIRED,514.83,0,0,184,0,BENCHMARK,2025-10-24
2024,EE,C46GA26,OTC,MUTUAL_RECOGNITION,188.97,84.58,26977327,5.68,17.94,421,38.73,CONDITIONAL,70.62,0,0,7,0,SECOND,2025-08-16
2025,HU,D53RN43,VACCINE,DECENTRALISED,3.26,102.51,14974158,58.09,21.29,212,4.67,PENDING,779.97,0,1,407,0,FIRST,2026-01-09
2006,LU,E60CA60,BIOSIMILAR,CENTRALISED_EMA,166.56,100.01,5325393,70.96,3.65,230,25.63,POSITIVE,678.85,0,0,67,1,FLASH,2024-06-16
2007,RO,F67NN77,GENERIC,NATIONAL_MA,151.73,100.16,42431162,41.23,21.67,73,116.7,NEGATIVE,759.5,0,0,62,0,BENCHMARK,2024-01-26
2008,AT,G74YA94,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,454.38,26.23,23159847,54.4,3.86,373,91.53,NOT_REQUIRED,169.07,1,0,41,0,SECOND,2024-11-11
2009,CZ,H81JN11,ORPHAN,DECENTRALISED,420.26,21.66,16275921,23.66,14.97,436,44.51,CONDITIONAL,559.38,1,0,474,0,FIRST,2025-04-30
2010,DE,J88UA28,OTC,CENTRALISED_EMA,210.26,16.56,573026,39.37,8.97,150,27.21,PENDING,429.85,0,0,221,1,FLASH,2025-03-28
2011,LV,L95FN45,VACCINE,NATIONAL_MA,26.05,47.28,19355543,8.02,7.33,444,186.86,POSITIVE,588.13,0,0,345,0,BENCHMARK,2026-01-16
2012,PL,M02QA62,BIOSIMILAR,MUTUAL_RECOGNITION,64.63,99.57,9852195,45.61,10.08,193,93.82,NEGATIVE,482.14,0,0,261,0,SECOND,2025-05-13
2013,ES,N09BN79,GENERIC,DECENTRALISED,197.11,36.58,14280595,47.62,2.55,459,126.9,NOT_REQUIRED,309.97,0,0,251,0,FIRST,2024-03-09
2014,HR,P16MA96,BRANDED_ORIGINATOR,CENTRALISED_EMA,371.1,92.14,9769159,73.49,8.39,242,166.4,CONDITIONAL,319.23,1,0,589,1,FLASH,2024-01-07
2015,FI,R23XN13,ORPHAN,NATIONAL_MA,348.22,44.13,24747551,80.54,22.85,261,50.16,PENDING,30.76,0,0,142,0,BENCHMARK,2024-02-02
2016,IE,S30IA30,OTC,MUTUAL_RECOGNITION,193.32,16.33,4358392,36.57,21.63,113,117.9,POSITIVE,339.36,0,0,175,0,SECOND,2025-07-05
2017,MT,V37TN47,VACCINE,DECENTRALISED,199.43,83.85,4618820,9.54,0.03,455,32.46,NEGATIVE,70.55,0,0,79,0,FIRST,2024-01-25
2018,SK,A44EA64,BIOSIMILAR,CENTRALISED_EMA,108.77,27.21,1110395,74.54,30.89,243,27.66,NOT_REQUIRED,112.28,0,0,132,1,FLASH,2026-01-06
2019,BE,B51PN81,GENERIC,NATIONAL_MA,18.83,19.25,29815655,74.88,4.83,242,70.87,CONDITIONAL,692.19,0,1,208,0,BENCHMARK,2024-08-10
2020,DK,C58AA98,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,442.69,60.13,18830338,12.16,1.17,493,148.46,PENDING,552.23,0,0,294,0,SECOND,2024-10-26
2021,GR,D65LN15,ORPHAN,DECENTRALISED,42.31,26.53,18531705,8.58,17.01,307,55.83,POSITIVE,39.04,0,0,365,0,FIRST,2025-10-13
2022,LT,E72WA32,OTC,CENTRALISED_EMA,232.31,87.65,14473571,13.36,18.4,4,139.49,NEGATIVE,878.48,0,0,8,1,FLASH,2024-02-29
2023,PT,F79HN49,VACCINE,NATIONAL_MA,50.18,77.79,16376865,24.52,22.13,594,165.26,NOT_REQUIRED,255.72,0,0,584,0,BENCHMARK,2025-05-03
2024,SE,G86SA66,BIOSIMILAR,MUTUAL_RECOGNITION,162.24,96.8,11277199,43.85,43.9,504,163.02,CONDITIONAL,690.09,0,0,232,0,SECOND,2024-08-31
2025,CY,H93DN83,GENERIC,DECENTRALISED,126.12,18.09,44895553,86.73,1.91,10,50.81,PENDING,781.36,0,0,80,0,FIRST,2024-05-26
2006,FR,J00OA00,BRANDED_ORIGINATOR,CENTRALISED_EMA,258.99,81.55,9760479,9.72,4.68,118,95.91,POSITIVE,415.59,0,0,572,1,FLASH,2024-02-04
2007,IT,L07ZN17,ORPHAN,NATIONAL_MA,356.58,25.23,15844588,79.28,1.66,75,25.85,NEGATIVE,293.28,0,0,51,0,BENCHMARK,2025-11-21
2008,NL,M14KA34,OTC,MUTUAL_RECOGNITION,102.66,35.78,9795884,32.4,9.39,441,16.48,NOT_REQUIRED,192.65,0,0,266,0,SECOND,2025-08-14
2009,SI,N21VN51,VACCINE,DECENTRALISED,134.25,91.03,3176963,14.7,21.16,72,98.4,CONDITIONAL,740.15,0,0,44,0,FIRST,2024-02-03
2010,BG,P28GA68,BIOSIMILAR,CENTRALISED_EMA,123.65,70.92,2811065,87.18,30.36,10,52.52,PENDING,693.55,1,0,94,1,FLASH,2024-02-27
2011,EE,R35RN85,GENERIC,NATIONAL_MA,268.24,67.83,23583541,66.25,1.16,271,179.6,POSITIVE,782.96,0,0,137,0,BENCHMARK,2024-02-11
2012,HU,S42CA02,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,357.74,28.86,407336,32.63,19.51,160,186.54,NEGATIVE,765.96,1,0,310,0,SECOND,2026-01-03
2013,LU,V49NN19,ORPHAN,DECENTRALISED,223.02,90.28,13692403,77.12,1.51,80,53.14,NOT_REQUIRED,746.12,0,0,102,0,FIRST,2024-11-19
2014,RO,A56YA36,OTC,CENTRALISED_EMA,305.82,89.04,192723,86.15,7.65,346,189.84,CONDITIONAL,287.55,1,1,195,1,FLASH,2024-03-30
2015,AT,B63JN53,VACCINE,NATIONAL_MA,115.36,106.98,25658864,61.92,7.77,222,116.26,PENDING,94.79,0,0,126,0,BENCHMARK,2024-04-26
2016,CZ,C70UA70,BIOSIMILAR,MUTUAL_RECOGNITION,195.03,56.57,22212434,34.8,30.4,423,92.2,POSITIVE,99.08,0,0,66,0,SECOND,2024-06-20
2017,DE,D77FN87,GENERIC,DECENTRALISED,57.07,72.71,24837857,40.05,14.04,227,198.43,NEGATIVE,612.01,0,0,23,0,FIRST,2025-04-09
2018,LV,E84QA04,BRANDED_ORIGINATOR,CENTRALISED_EMA,273.6,65.74,22100413,22.38,3.08,354,40.52,NOT_REQUIRED,507.23,1,0,497,1,FLASH,2025-10-21
2019,PL,F91BN21,ORPHAN,NATIONAL_MA,78.07,53.2,23879486,72.38,18.59,34,112.65,CONDITIONAL,511.86,0,0,179,0,BENCHMARK,2025-05-24
2020,ES,G98MA38,OTC,MUTUAL_RECOGNITION,282.82,16.73,22935872,36.23,3.78,77,92.68,PENDING,642.77,1,0,157,0,SECOND,2025-02-16
2021,HR,H05XN55,VACCINE,DECENTRALISED,167.79,49.27,14884885,45.44,11.46,416,4.88,POSITIVE,198.67,0,0,154,0,FIRST,2025-01-31
2022,FI,J12IA72,BIOSIMILAR,CENTRALISED_EMA,164.39,22.27,951454,33.31,24.55,642,181.3,NEGATIVE,302.46,0,0,248,1,FLASH,2025-06-30
2023,IE,L19TN89,GENERIC,NATIONAL_MA,40.04,93.96,23934977,30.45,1.24,429,75.66,NOT_REQUIRED,427.74,0,0,219,0,BENCHMARK,2024-07-02
2024,MT,M26EA06,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,98.78,40.02,19561828,26.89,2.46,705,70.32,CONDITIONAL,283.7,1,0,233,0,SECOND,2024-10-30
2025,SK,N33PN23,ORPHAN,DECENTRALISED,344.36,78.79,25933061,67.71,21.48,280,11.2,PENDING,780.09,0,0,284,0,FIRST,2025-06-29
2006,BE,P40AA40,OTC,CENTRALISED_EMA,59.38,58.68,24472686,13.43,8.23,5,90.65,POSITIVE,171.42,0,0,142,1,FLASH,2025-04-19
2007,DK,R47LN57,VACCINE,NATIONAL_MA,311.53,72.47,14038812,38.18,9.81,190,197.97,NEGATIVE,753.53,1,0,575,0,BENCHMARK,2024-06-08
2008,GR,S54WA74,BIOSIMILAR,MUTUAL_RECOGNITION,24.39,42.42,18424072,59.78,9.17,85,98.03,NOT_REQUIRED,364.89,0,0,120,0,SECOND,2024-04-25
2009,LT,V61HN91,GENERIC,DECENTRALISED,320.84,19.17,38441354,83.91,9.46,291,91.88,CONDITIONAL,456.72,0,0,127,0,FIRST,2025-02-04
2010,PT,A68SA08,BRANDED_ORIGINATOR,CENTRALISED_EMA,288.01,39.24,10075438,74.18,18.96,438,86.07,PENDING,993.45,0,0,163,1,FLASH,2024-03-31
2011,SE,B75DN25,ORPHAN,NATIONAL_MA,48.95,36.89,10870286,82.26,5.04,373,26.91,POSITIVE,439.48,0,0,53,0,BENCHMARK,2025-04-21
2012,CY,C82OA42,OTC,MUTUAL_RECOGNITION,284.57,71.08,8341521,11.76,11.82,42,145.95,NEGATIVE,284.34,1,0,65,0,SECOND,2026-01-11
2013,FR,D89ZN59,VACCINE,DECENTRALISED,136.99,50.03,2721129,32.34,20.64,127,69.16,NOT_REQUIRED,739.39,0,0,289,0,FIRST,2024-09-17
2014,IT,E96KA76,BIOSIMILAR,CENTRALISED_EMA,182.41,89.16,14664212,67.47,23.59,50,25.44,CONDITIONAL,693.63,0,0,56,1,FLASH,2025-04-27
2015,NL,F03VN93,GENERIC,NATIONAL_MA,132.91,94.44,11995803,67.86,6.42,89,150.77,PENDING,738.01,1,0,213,0,BENCHMARK,2024-01-31
2016,SI,G10GA10,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,217.64,57.47,1178845,77.58,16.44,171,121.2,POSITIVE,582.58,0,0,81,0,SECOND,2024-06-25
2017,BG,H17RN27,ORPHAN,DECENTRALISED,122.09,54.96,13743464,34.68,0.26,30,67.68,NEGATIVE,24.55,1,0,5,0,FIRST,2024-05-20
2018,EE,J24CA44,OTC,CENTRALISED_EMA,155.03,45.34,39994750,19.64,2.16,1,24.13,NOT_REQUIRED,962.47,0,0,127,1,FLASH,2024-01-22
2019,HU,L31NN61,VACCINE,NATIONAL_MA,208.92,21.27,25901006,47.16,0.97,176,137.24,CONDITIONAL,346.87,0,0,409,0,BENCHMARK,2024-09-21
2020,LU,M38YA78,BIOSIMILAR,MUTUAL_RECOGNITION,61.59,16.83,27620313,47.14,27.79,253,180.3,PENDING,715.96,0,0,84,0,SECOND,2025-12-25
2021,RO,N45JN95,GENERIC,DECENTRALISED,278.09,63.87,46601665,79.1,3.09,593,58.2,POSITIVE,321.24,0,0,246,0,FIRST,2025-10-15
2022,AT,P52UA12,BRANDED_ORIGINATOR,CENTRALISED_EMA,78.87,64.36,3044725,53.14,6.03,390,197.53,NEGATIVE,642.03,0,0,57,1,FLASH,2026-01-18
2023,CZ,R59FN29,ORPHAN,NATIONAL_MA,310.91,87.35,16359820,61.92,17.42,363,129.12,NOT_REQUIRED,397.99,0,0,319,0,BENCHMARK,2026-01-17
2024,DE,S66QA46,OTC,MUTUAL_RECOGNITION,32.33,70.99,2269519,36.08,5.74,225,110.67,CONDITIONAL,509.17,0,0,103,0,SECOND,2025-02-19
2025,LV,V73BN63,VACCINE,DECENTRALISED,83.63,103.36,26153842,47.48,3.9,633,63.51,PENDING,413.44,0,1,470,0,FIRST,2025-07-29
