tech_price_pricing_snapshot_date,tech_price_plan_id,tech_price_provider_brand,tech_price_service_area_id,tech_price_monthly_price_usd,tech_price_promo_price_usd,tech_price_promo_duration_months,tech_price_equipment_fee_usd,tech_price_installation_fee_usd,tech_price_early_termination_fee_usd,tech_price_contract_length_months,tech_price_auto_pay_discount_usd,tech_price_bundling_discount_usd,tech_price_income_based_discount_flag,tech_price_low_income_eligibility_program,tech_price_price_per_mbps_metric,tech_price_hidden_fees_estimate_usd,tech_price_price_increase_notice_days,tech_price_complaint_rate_per_1k,tech_price_regulatory_filing_id
2025-05-03,PLAN0000001584,BRAND_D,AREA000001584,208.37,109.21,24,19.92,104.73,406.08,12,8.43,20.18,1,TRIBAL,3.2983,20.87,52,10.55,DOCKET0000001584
2025-05-04,PLAN0000001585,BRAND_D,AREA000001585,180.15,62.01,12,2.15,80.59,152.13,24,13.98,34.28,1,NONE,0.1212,1.0,98,26.344,DOCKET0000001585
2025-05-05,PLAN0000001586,BRAND_A,AREA000001586,40.38,36.55,24,3.55,29.53,332.75,12,4.08,20.33,0,ACP,0.0843,18.91,61,0.133,DOCKET0000001586
2025-05-06,PLAN0000001587,BRAND_F,AREA000001587,179.43,124.28,0,7.15,115.84,189.8,12,18.97,5.9,1,NONE,4.5588,27.78,74,9.877,DOCKET0000001587
2025-05-07,PLAN0000001588,BRAND_B,AREA000001588,116.57,95.11,18,7.16,152.55,72.24,12,15.71,8.65,0,ACP,0.0781,7.03,111,30.795,DOCKET0000001588
2025-05-08,PLAN0000001589,BRAND_E,AREA000001589,50.02,20.21,6,2.24,180.68,210.3,24,5.3,34.96,0,ACP,0.0329,25.17,29,34.445,DOCKET0000001589
2025-05-09,PLAN0000001590,BRAND_B,AREA000001590,104.59,45.65,18,5.04,224.95,408.61,0,16.01,11.5,0,LIFELINE,0.0621,3.15,15,4.788,DOCKET0000001590
2025-05-10,PLAN0000001591,BRAND_C,AREA000001591,19.4,9.38,0,2.8,97.58,418.38,12,17.09,20.16,0,NONE,0.0262,31.59,56,7.48,DOCKET0000001591
2025-05-11,PLAN0000001592,BRAND_D,AREA000001592,61.57,48.82,0,17.04,161.71,120.37,24,9.1,21.77,0,LOCAL_VOUCHER,0.042,29.33,56,23.399,DOCKET0000001592
2025-05-12,PLAN0000001593,BRAND_A,AREA000001593,199.07,82.29,9,23.99,54.54,395.89,1,18.08,13.96,0,NONE,0.2066,22.67,18,31.026,DOCKET0000001593
2025-05-13,PLAN0000001594,BRAND_F,AREA000001594,115.16,107.15,18,19.13,154.16,443.19,12,8.58,9.28,0,ACP,0.0717,5.35,46,15.898,DOCKET0000001594
2025-05-14,PLAN0000001595,BRAND_F,AREA000001595,217.92,138.68,3,0.07,134.21,88.9,12,1.82,3.36,1,LIFELINE,1.7177,21.94,77,6.897,DOCKET0000001595
2025-05-15,PLAN0000001596,BRAND_E,AREA000001596,101.48,40.03,12,12.54,149.95,222.54,12,6.04,28.53,0,LIFELINE,0.291,8.22,36,33.446,DOCKET0000001596
2025-05-16,PLAN0000001597,BRAND_F,AREA000001597,47.8,41.51,18,10.85,245.45,247.87,24,17.5,21.26,0,NONE,0.0333,31.91,92,31.247,DOCKET0000001597
2025-05-17,PLAN0000001598,BRAND_E,AREA000001598,199.36,167.53,24,15.08,125.57,234.78,24,18.15,18.21,1,ACP,0.577,31.53,64,8.337,DOCKET0000001598
2025-05-18,PLAN0000001599,BRAND_A,AREA000001599,36.35,33.56,12,17.59,176.88,338.82,24,5.12,21.99,0,LIFELINE,0.022,28.83,27,22.143,DOCKET0000001599
2025-05-19,PLAN0000001600,BRAND_B,AREA000001600,166.95,75.21,24,4.22,108.84,310.44,1,14.6,14.2,0,ACP,0.1898,27.84,7,23.108,DOCKET0000001600
2025-05-20,PLAN0000001601,BRAND_E,AREA000001601,170.59,136.15,0,7.83,145.62,236.48,0,1.06,14.29,0,NONE,0.1505,19.03,87,33.315,DOCKET0000001601
2025-05-21,PLAN0000001602,BRAND_B,AREA000001602,103.49,36.61,9,13.07,226.91,193.89,12,15.81,11.46,0,ACP,0.2827,1.09,36,33.136,DOCKET0000001602
2025-05-22,PLAN0000001603,BRAND_B,AREA000001603,187.59,62.51,9,5.13,226.07,225.57,0,1.2,7.57,1,LOCAL_VOUCHER,0.6521,4.19,44,22.525,DOCKET0000001603
2025-05-23,PLAN0000001604,BRAND_A,AREA000001604,118.49,65.16,0,5.99,248.4,30.76,12,2.53,18.07,0,LOCAL_VOUCHER,0.1022,6.45,57,24.998,DOCKET0000001604
2025-05-24,PLAN0000001605,BRAND_D,AREA000001605,155.45,142.68,6,7.45,136.73,11.38,12,0.96,22.77,0,NONE,0.1448,18.64,96,2.517,DOCKET0000001605
2025-05-25,PLAN0000001606,BRAND_E,AREA000001606,213.22,86.34,0,2.27,168.54,186.11,12,5.24,9.59,1,NONE,0.1112,17.54,48,25.829,DOCKET0000001606
2025-05-26,PLAN0000001607,BRAND_F,AREA000001607,40.06,18.51,0,11.07,106.52,267.96,36,4.56,14.02,1,ACP,0.0245,25.11,1,10.739,DOCKET0000001607
2025-05-27,PLAN0000001608,BRAND_A,AREA000001608,64.2,33.23,0,13.31,236.78,97.59,24,1.15,14.09,0,LOCAL_VOUCHER,0.0749,20.04,41,22.372,DOCKET0000001608
2025-05-28,PLAN0000001609,BRAND_F,AREA000001609,19.87,14.19,9,3.13,165.51,178.29,24,3.86,22.93,0,LOCAL_VOUCHER,0.0115,1.91,102,29.175,DOCKET0000001609
2025-05-29,PLAN0000001610,BRAND_A,AREA000001610,165.65,78.66,3,1.04,75.74,101.11,0,13.25,0.13,1,ACP,0.1219,1.45,109,17.612,DOCKET0000001610
2025-05-30,PLAN0000001611,BRAND_D,AREA000001611,161.64,48.93,12,9.83,93.52,298.21,12,16.54,9.5,0,ACP,0.1115,22.49,56,6.276,DOCKET0000001611
2025-05-31,PLAN0000001612,BRAND_A,AREA000001612,153.42,134.8,0,0.78,242.23,293.82,0,10.09,21.94,0,NONE,0.0917,11.72,109,27.315,DOCKET0000001612
2025-06-01,PLAN0000001613,BRAND_C,AREA000001613,80.05,47.35,0,14.83,141.26,279.97,12,0.27,2.69,0,LIFELINE,0.0514,28.92,23,26.949,DOCKET0000001613
2025-06-02,PLAN0000001614,BRAND_A,AREA000001614,105.06,43.15,18,2.07,85.98,395.46,12,2.47,20.1,1,ACP,0.5677,32.28,109,1.471,DOCKET0000001614
2025-06-03,PLAN0000001615,BRAND_B,AREA000001615,75.07,28.22,0,24.72,110.77,162.54,24,9.63,32.6,0,LIFELINE,0.5256,14.26,1,16.542,DOCKET0000001615
2025-06-04,PLAN0000001616,BRAND_E,AREA000001616,82.54,73.96,3,8.56,219.14,118.56,12,6.13,0.74,0,LIFELINE,0.0536,8.95,2,11.606,DOCKET0000001616
2025-06-05,PLAN0000001617,BRAND_C,AREA000001617,61.61,58.31,9,5.03,224.37,449.46,0,14.57,4.57,0,LIFELINE,0.0435,13.36,50,30.453,DOCKET0000001617
2025-06-06,PLAN0000001618,BRAND_A,AREA000001618,81.07,53.6,18,12.77,140.51,305.66,36,18.95,7.61,1,ACP,0.9187,7.12,43,13.285,DOCKET0000001618
2025-06-07,PLAN0000001619,BRAND_A,AREA000001619,135.14,47.07,12,5.28,141.78,65.21,0,6.44,19.27,1,NONE,0.2154,3.27,27,11.68,DOCKET0000001619
2025-06-08,PLAN0000001620,BRAND_B,AREA000001620,136.46,125.2,12,23.67,235.65,140.84,24,4.39,12.47,1,ACP,0.1808,10.44,17,12.702,DOCKET0000001620
2025-06-09,PLAN0000001621,BRAND_D,AREA000001621,108.03,85.56,6,13.44,104.97,210.72,12,0.19,2.8,1,LIFELINE,0.6425,15.6,76,14.04,DOCKET0000001621
2025-06-10,PLAN0000001622,BRAND_B,AREA000001622,27.47,11.11,0,16.96,97.75,413.93,12,11.72,26.83,0,LIFELINE,0.0319,26.97,28,6.158,DOCKET0000001622
2025-06-11,PLAN0000001623,BRAND_F,AREA000001623,30.2,15.56,6,14.27,169.16,313.12,12,5.94,26.73,0,NONE,0.0992,9.28,28,4.493,DOCKET0000001623
2025-06-12,PLAN0000001624,BRAND_B,AREA000001624,182.88,112.04,24,13.47,31.37,123.53,0,17.32,0.93,0,NONE,0.1014,3.69,78,13.572,DOCKET0000001624
2025-06-13,PLAN0000001625,BRAND_F,AREA000001625,93.73,36.8,0,3.48,28.14,115.61,24,11.12,20.66,1,ACP,0.0965,14.66,120,3.413,DOCKET0000001625
2025-06-14,PLAN0000001626,BRAND_D,AREA000001626,64.31,56.44,6,4.13,88.15,90.07,12,1.21,17.93,0,LOCAL_VOUCHER,0.3991,4.58,66,3.129,DOCKET0000001626
2025-06-15,PLAN0000001627,BRAND_A,AREA000001627,65.07,32.66,18,20.66,120.53,133.28,24,19.3,9.52,0,NONE,0.066,13.55,38,34.191,DOCKET0000001627
2025-06-16,PLAN0000001628,BRAND_E,AREA000001628,71.6,25.11,12,9.75,113.31,130.05,24,6.86,13.55,0,NONE,0.0415,19.58,55,2.909,DOCKET0000001628
2025-06-17,PLAN0000001629,BRAND_B,AREA000001629,129.56,85.69,6,24.56,98.65,173.61,12,4.4,5.92,0,NONE,1.0454,28.08,24,30.236,DOCKET0000001629
2025-06-18,PLAN0000001630,BRAND_C,AREA000001630,174.98,94.12,6,7.32,18.34,201.74,24,7.6,8.33,0,ACP,0.1069,6.07,110,21.572,DOCKET0000001630
2025-06-19,PLAN0000001631,BRAND_E,AREA000001631,191.74,169.5,12,4.46,160.65,77.24,24,7.97,27.18,0,ACP,0.5423,12.1,19,3.398,DOCKET0000001631
2025-06-20,PLAN0000001632,BRAND_B,AREA000001632,120.21,113.55,12,16.28,69.58,69.51,12,12.79,31.0,1,ACP,0.0867,18.97,89,27.434,DOCKET0000001632
2025-06-21,PLAN0000001633,BRAND_F,AREA000001633,117.48,77.4,0,24.19,162.61,276.33,24,1.51,26.28,0,NONE,0.4284,25.28,37,9.359,DOCKET0000001633
2025-06-22,PLAN0000001634,BRAND_A,AREA000001634,165.86,104.32,18,6.06,205.05,33.4,24,17.2,3.35,0,LOCAL_VOUCHER,0.1167,17.95,87,33.536,DOCKET0000001634
2025-06-23,PLAN0000001635,BRAND_B,AREA000001635,38.93,29.67,9,4.21,97.32,102.42,24,2.12,9.25,0,NONE,0.8756,27.51,88,32.418,DOCKET0000001635
2025-06-24,PLAN0000001636,BRAND_B,AREA000001636,86.98,29.11,6,10.73,51.72,211.51,12,12.56,10.62,0,NONE,0.081,7.27,1,9.044,DOCKET0000001636
2025-06-25,PLAN0000001637,BRAND_D,AREA000001637,72.52,33.65,18,5.8,225.08,300.24,12,1.92,10.54,0,NONE,0.0878,12.35,48,4.169,DOCKET0000001637
2025-06-26,PLAN0000001638,BRAND_D,AREA000001638,91.34,76.28,0,11.94,186.51,97.24,12,18.61,9.25,0,LOCAL_VOUCHER,0.4501,13.96,49,1.735,DOCKET0000001638
2025-06-27,PLAN0000001639,BRAND_C,AREA000001639,33.92,31.95,9,17.12,56.69,58.09,24,9.13,26.15,0,TRIBAL,0.0201,7.23,24,30.182,DOCKET0000001639
2025-06-28,PLAN0000001640,BRAND_F,AREA000001640,211.97,93.33,18,14.81,205.1,347.74,36,19.72,13.59,1,LIFELINE,0.2548,32.25,56,28.087,DOCKET0000001640
2025-06-29,PLAN0000001641,BRAND_E,AREA000001641,156.33,129.64,6,15.79,137.69,298.37,12,10.05,3.31,1,NONE,0.1385,21.12,6,15.704,DOCKET0000001641
2025-06-30,PLAN0000001642,BRAND_E,AREA000001642,194.22,160.6,3,3.54,22.9,57.94,12,9.97,5.09,0,LIFELINE,0.4517,29.19,59,4.638,DOCKET0000001642
2025-07-01,PLAN0000001643,BRAND_B,AREA000001643,175.07,131.94,3,9.69,179.26,171.73,24,6.11,4.9,0,ACP,0.0878,2.63,65,6.178,DOCKET0000001643
2025-07-02,PLAN0000001644,BRAND_E,AREA000001644,178.31,92.78,9,4.77,8.01,349.72,12,13.35,7.71,1,ACP,0.1027,24.12,8,3.543,DOCKET0000001644
2025-07-03,PLAN0000001645,BRAND_C,AREA000001645,117.16,105.09,12,5.26,101.42,210.46,12,7.25,15.72,0,LOCAL_VOUCHER,0.2794,34.36,3,6.41,DOCKET0000001645
2025-07-04,PLAN0000001646,BRAND_C,AREA000001646,153.66,94.93,3,20.11,37.12,262.02,12,18.12,1.48,0,NONE,0.2668,16.23,95,28.465,DOCKET0000001646
2025-07-05,PLAN0000001647,BRAND_A,AREA000001647,164.87,146.7,12,11.56,37.83,306.62,24,16.37,31.93,0,NONE,0.0978,31.75,40,11.066,DOCKET0000001647
2025-07-06,PLAN0000001648,BRAND_A,AREA000001648,77.1,64.01,18,14.04,160.06,319.45,0,18.24,20.07,0,NONE,0.064,10.49,28,28.133,DOCKET0000001648
2025-07-07,PLAN0000001649,BRAND_C,AREA000001649,16.99,5.77,9,1.55,77.34,297.98,24,15.67,5.99,0,NONE,0.0105,20.69,16,1.452,DOCKET0000001649
2025-07-08,PLAN0000001650,BRAND_A,AREA000001650,66.4,45.12,18,12.96,132.31,309.93,1,12.19,12.52,0,LOCAL_VOUCHER,0.0792,23.99,93,30.053,DOCKET0000001650
2025-07-09,PLAN0000001651,BRAND_A,AREA000001651,37.34,16.39,12,13.42,88.36,127.28,24,9.0,8.31,1,LOCAL_VOUCHER,0.337,20.16,72,0.339,DOCKET0000001651
2025-07-10,PLAN0000001652,BRAND_E,AREA000001652,199.13,126.81,9,3.72,161.81,405.6,0,7.29,24.52,1,LOCAL_VOUCHER,0.1439,6.88,50,21.175,DOCKET0000001652
2025-07-11,PLAN0000001653,BRAND_A,AREA000001653,128.45,80.49,18,13.83,143.11,213.26,12,9.13,20.75,1,NONE,0.0729,8.68,62,25.038,DOCKET0000001653
2025-07-12,PLAN0000001654,BRAND_B,AREA000001654,216.6,176.95,0,4.33,184.31,448.49,24,1.06,26.63,0,NONE,0.31,31.22,30,14.394,DOCKET0000001654
2025-07-13,PLAN0000001655,BRAND_B,AREA000001655,159.12,109.77,24,18.33,193.06,225.21,12,6.03,11.24,0,ACP,1.44,15.11,10,0.491,DOCKET0000001655
2025-07-14,PLAN0000001656,BRAND_C,AREA000001656,214.5,127.77,18,7.49,195.36,290.16,24,6.59,19.33,0,LIFELINE,0.1395,28.4,94,26.798,DOCKET0000001656
2025-07-15,PLAN0000001657,BRAND_A,AREA000001657,180.19,86.74,24,19.96,68.65,116.9,24,18.74,10.85,1,NONE,0.1731,32.87,30,21.101,DOCKET0000001657
2025-07-16,PLAN0000001658,BRAND_D,AREA000001658,161.17,131.9,18,16.01,80.0,80.37,24,17.89,16.09,0,NONE,0.5971,34.84,1,25.43,DOCKET0000001658
2025-07-17,PLAN0000001659,BRAND_A,AREA000001659,105.37,51.03,12,1.68,4.62,222.29,12,15.94,6.95,0,ACP,0.0573,26.46,17,31.12,DOCKET0000001659
2025-07-18,PLAN0000001660,BRAND_A,AREA000001660,110.01,82.97,0,14.37,233.52,404.68,12,2.66,23.56,0,ACP,3.7151,15.57,108,20.836,DOCKET0000001660
2025-07-19,PLAN0000001661,BRAND_E,AREA000001661,62.57,27.28,6,17.67,114.04,270.16,24,17.7,20.56,0,NONE,0.3133,5.26,112,3.648,DOCKET0000001661
2025-07-20,PLAN0000001662,BRAND_D,AREA000001662,87.16,30.47,9,1.07,16.1,81.67,24,5.9,33.98,1,ACP,0.0437,28.51,22,20.473,DOCKET0000001662
2025-07-21,PLAN0000001663,BRAND_D,AREA000001663,24.32,12.41,12,19.06,98.59,302.43,24,10.13,14.55,1,ACP,0.0144,5.81,30,2.034,DOCKET0000001663
2025-07-22,PLAN0000001664,BRAND_A,AREA000001664,172.08,157.49,18,2.01,133.95,155.73,24,18.04,29.1,0,ACP,1.4309,25.24,30,32.897,DOCKET0000001664
2025-07-23,PLAN0000001665,BRAND_A,AREA000001665,184.92,130.78,0,16.75,106.75,326.55,24,4.64,14.63,0,NONE,0.4251,6.07,25,20.756,DOCKET0000001665
2025-07-24,PLAN0000001666,BRAND_B,AREA000001666,206.13,90.79,3,23.03,10.93,67.48,24,18.47,12.52,0,NONE,3.4584,31.87,33,10.335,DOCKET0000001666
2025-07-25,PLAN0000001667,BRAND_E,AREA000001667,157.47,124.43,3,5.07,100.77,75.98,24,4.37,7.77,1,NONE,0.1733,5.26,7,19.046,DOCKET0000001667
2025-07-26,PLAN0000001668,BRAND_F,AREA000001668,36.96,11.75,0,4.08,181.86,168.65,24,10.5,11.98,0,NONE,0.0674,28.38,63,3.628,DOCKET0000001668
2025-07-27,PLAN0000001669,BRAND_F,AREA000001669,184.6,165.3,12,2.28,210.4,25.04,0,7.71,34.29,0,NONE,5.691,32.19,73,11.482,DOCKET0000001669
2025-07-28,PLAN0000001670,BRAND_A,AREA000001670,124.84,82.51,24,17.03,171.62,346.23,12,7.81,13.19,0,ACP,0.1484,14.12,108,13.834,DOCKET0000001670
2025-07-29,PLAN0000001671,BRAND_F,AREA000001671,52.75,20.46,0,8.31,232.56,66.67,24,1.84,21.15,0,NONE,0.054,2.25,77,9.88,DOCKET0000001671
2025-07-30,PLAN0000001672,BRAND_E,AREA000001672,218.28,184.22,12,8.73,111.77,358.51,24,4.7,16.85,0,LIFELINE,0.1443,9.02,72,25.33,DOCKET0000001672
2025-07-31,PLAN0000001673,BRAND_E,AREA000001673,48.34,41.28,18,12.9,152.78,268.87,24,14.99,21.25,0,LOCAL_VOUCHER,0.3844,1.21,22,19.399,DOCKET0000001673
2025-08-01,PLAN0000001674,BRAND_B,AREA000001674,81.21,25.7,9,5.03,137.37,241.35,0,15.14,17.58,0,TRIBAL,0.0572,2.79,39,29.32,DOCKET0000001674
2025-08-02,PLAN0000001675,BRAND_D,AREA000001675,174.82,130.87,3,10.99,153.61,426.24,12,3.59,22.83,0,NONE,0.0913,32.56,48,33.681,DOCKET0000001675
2025-08-03,PLAN0000001676,BRAND_E,AREA000001676,196.36,89.06,12,6.83,58.47,244.42,12,9.28,7.16,0,LIFELINE,0.1446,20.41,74,22.846,DOCKET0000001676
2025-08-04,PLAN0000001677,BRAND_A,AREA000001677,75.73,53.89,6,24.93,87.95,106.52,12,2.29,5.61,1,NONE,0.0454,29.75,38,18.401,DOCKET0000001677
2025-08-05,PLAN0000001678,BRAND_E,AREA000001678,123.95,110.85,12,9.98,188.76,346.59,24,6.13,13.99,0,TRIBAL,0.7501,31.39,60,28.493,DOCKET0000001678
2025-08-06,PLAN0000001679,BRAND_D,AREA000001679,196.45,81.25,0,22.54,79.61,323.08,36,9.62,0.19,0,LIFELINE,0.2759,32.11,30,0.719,DOCKET0000001679
2025-08-07,PLAN0000001680,BRAND_D,AREA000001680,178.25,114.42,12,4.4,228.97,227.5,12,7.62,31.97,0,LOCAL_VOUCHER,0.1129,34.61,72,22.73,DOCKET0000001680
2025-08-08,PLAN0000001681,BRAND_D,AREA000001681,41.36,31.95,6,12.34,184.35,233.01,24,18.22,18.62,0,NONE,0.1063,18.13,113,14.164,DOCKET0000001681
2025-08-09,PLAN0000001682,BRAND_E,AREA000001682,171.96,56.14,24,14.62,161.42,422.17,24,5.52,27.36,0,NONE,0.1081,9.22,112,34.46,DOCKET0000001682
2025-08-10,PLAN0000001683,BRAND_B,AREA000001683,218.32,79.37,12,10.05,93.32,223.33,0,15.73,13.23,1,ACP,0.1547,28.09,106,23.189,DOCKET0000001683
2025-08-11,PLAN0000001684,BRAND_C,AREA000001684,166.83,133.84,12,1.57,81.53,184.96,12,16.0,21.25,0,LIFELINE,5.3651,14.61,3,30.948,DOCKET0000001684
2025-08-12,PLAN0000001685,BRAND_E,AREA000001685,147.58,55.69,9,10.39,11.52,15.94,24,0.16,15.9,0,ACP,0.0807,25.59,86,15.633,DOCKET0000001685
2025-08-13,PLAN0000001686,BRAND_F,AREA000001686,33.84,15.27,6,21.22,29.05,111.59,24,15.95,2.8,0,NONE,0.074,7.16,28,14.971,DOCKET0000001686
2025-08-14,PLAN0000001687,BRAND_C,AREA000001687,119.59,52.42,18,11.62,244.21,365.96,0,7.8,15.11,1,ACP,1.0087,0.24,39,34.996,DOCKET0000001687
2025-08-15,PLAN0000001688,BRAND_B,AREA000001688,211.19,76.17,0,5.02,246.89,165.44,24,14.93,6.94,1,TRIBAL,0.3079,28.17,107,19.595,DOCKET0000001688
2025-08-16,PLAN0000001689,BRAND_E,AREA000001689,89.84,76.63,18,14.71,223.14,234.52,24,10.97,5.09,0,NONE,0.0552,0.43,42,23.659,DOCKET0000001689
2025-08-17,PLAN0000001690,BRAND_E,AREA000001690,196.06,140.91,6,23.42,30.83,205.99,24,10.61,14.46,1,NONE,0.3107,16.37,78,26.228,DOCKET0000001690
2025-08-18,PLAN0000001691,BRAND_E,AREA000001691,144.44,100.96,3,6.27,230.24,149.22,24,19.8,24.98,1,LIFELINE,0.2952,1.39,112,12.084,DOCKET0000001691
2025-08-19,PLAN0000001692,BRAND_B,AREA000001692,149.41,124.12,6,19.18,245.45,192.62,24,13.59,18.58,1,LIFELINE,0.118,15.64,44,14.648,DOCKET0000001692
2025-08-20,PLAN0000001693,BRAND_B,AREA000001693,42.66,23.87,3,12.45,172.25,201.71,12,7.19,28.65,0,LIFELINE,0.0267,28.16,46,27.298,DOCKET0000001693
2025-08-21,PLAN0000001694,BRAND_D,AREA000001694,64.08,52.2,12,7.38,224.99,291.24,24,10.77,33.25,0,TRIBAL,0.0509,0.13,77,29.313,DOCKET0000001694
2025-08-22,PLAN0000001695,BRAND_B,AREA000001695,128.78,55.54,24,15.92,12.85,343.39,12,10.25,21.06,0,NONE,0.0734,31.01,26,32.436,DOCKET0000001695
2025-08-23,PLAN0000001696,BRAND_A,AREA000001696,120.85,81.44,12,0.53,92.05,367.62,12,7.31,21.61,0,ACP,1.0218,12.54,60,27.825,DOCKET0000001696
2025-08-24,PLAN0000001697,BRAND_E,AREA000001697,141.4,99.22,12,21.33,242.16,10.93,12,4.54,0.55,0,ACP,0.2542,28.84,25,17.03,DOCKET0000001697
2025-08-25,PLAN0000001698,BRAND_B,AREA000001698,56.94,39.24,0,8.19,39.47,440.81,12,4.7,20.33,0,NONE,0.0475,28.86,70,4.107,DOCKET0000001698
2025-08-26,PLAN0000001699,BRAND_B,AREA000001699,15.5,9.32,0,23.07,33.75,186.97,12,18.99,27.73,1,NONE,0.0113,20.38,86,12.086,DOCKET0000001699
2025-08-27,PLAN0000001700,BRAND_D,AREA000001700,142.93,90.36,0,9.86,133.68,121.89,12,11.94,5.04,1,ACP,0.1762,18.27,41,14.539,DOCKET0000001700
2025-08-28,PLAN0000001701,BRAND_B,AREA000001701,60.99,28.64,0,8.28,99.78,186.34,24,9.75,9.53,0,LIFELINE,0.0455,17.26,116,16.248,DOCKET0000001701
2025-08-29,PLAN0000001702,BRAND_B,AREA000001702,198.52,99.91,3,17.48,98.96,356.57,24,0.63,18.61,0,NONE,0.1846,24.29,2,25.155,DOCKET0000001702
2025-08-30,PLAN0000001703,BRAND_C,AREA000001703,165.07,77.1,0,0.16,98.03,227.68,12,5.23,4.57,0,NONE,0.1006,22.68,92,2.754,DOCKET0000001703
2025-08-31,PLAN0000001704,BRAND_A,AREA000001704,155.86,64.94,18,15.35,226.26,136.06,24,1.5,5.33,0,NONE,0.0844,22.03,69,13.885,DOCKET0000001704
2025-09-01,PLAN0000001705,BRAND_D,AREA000001705,171.46,55.13,0,8.69,71.09,122.82,12,4.02,23.29,0,LIFELINE,0.4431,9.88,55,26.842,DOCKET0000001705
2025-09-02,PLAN0000001706,BRAND_F,AREA000001706,72.43,40.83,12,22.37,67.63,331.34,24,6.78,19.95,0,LIFELINE,0.0695,34.82,118,30.017,DOCKET0000001706
2025-09-03,PLAN0000001707,BRAND_E,AREA000001707,31.15,20.62,6,11.68,110.92,274.42,12,14.91,22.9,1,NONE,0.0334,33.05,29,22.831,DOCKET0000001707
2025-09-04,PLAN0000001708,BRAND_C,AREA000001708,115.55,109.27,3,12.36,210.57,381.76,24,16.7,21.74,0,LIFELINE,0.2439,19.97,86,4.912,DOCKET0000001708
2025-09-05,PLAN0000001709,BRAND_A,AREA000001709,207.88,107.66,24,15.17,218.69,334.05,12,16.8,31.76,0,TRIBAL,0.3435,14.21,89,33.325,DOCKET0000001709
2025-09-06,PLAN0000001710,BRAND_C,AREA000001710,99.34,61.86,12,14.88,100.61,65.21,12,0.74,3.95,0,ACP,0.1347,26.2,44,17.363,DOCKET0000001710
2025-09-07,PLAN0000001711,BRAND_A,AREA000001711,153.43,92.36,3,21.34,153.82,81.98,12,4.96,18.75,0,NONE,0.1756,0.43,8,34.742,DOCKET0000001711
2025-09-08,PLAN0000001712,BRAND_A,AREA000001712,190.74,126.88,6,0.38,38.63,4.38,36,1.82,20.57,0,TRIBAL,0.222,34.66,33,0.432,DOCKET0000001712
2025-09-09,PLAN0000001713,BRAND_E,AREA000001713,186.12,79.94,18,12.2,147.25,362.39,12,10.43,29.7,0,LOCAL_VOUCHER,0.1159,12.31,48,15.615,DOCKET0000001713
2025-09-10,PLAN0000001714,BRAND_C,AREA000001714,196.9,106.15,18,2.72,233.0,54.74,12,0.25,17.26,0,LIFELINE,0.2647,0.18,15,5.274,DOCKET0000001714
2025-09-11,PLAN0000001715,BRAND_A,AREA000001715,169.63,137.92,9,18.44,65.79,351.79,12,17.15,17.32,0,LIFELINE,0.1104,14.26,72,4.239,DOCKET0000001715
2025-09-12,PLAN0000001716,BRAND_D,AREA000001716,28.51,15.61,18,17.99,240.2,278.7,24,8.29,17.8,0,ACP,0.0252,20.25,112,12.511,DOCKET0000001716
2025-09-13,PLAN0000001717,BRAND_E,AREA000001717,100.64,61.74,3,20.78,102.43,47.45,24,10.95,26.34,1,ACP,0.0574,26.26,63,8.162,DOCKET0000001717
2025-09-14,PLAN0000001718,BRAND_F,AREA000001718,28.28,21.21,18,12.66,101.03,114.35,24,1.91,9.44,0,ACP,0.0153,31.74,32,15.738,DOCKET0000001718
2025-09-15,PLAN0000001719,BRAND_D,AREA000001719,106.2,74.24,9,21.76,63.79,274.26,12,8.1,17.02,0,NONE,0.4858,33.4,99,17.318,DOCKET0000001719
2025-09-16,PLAN0000001720,BRAND_C,AREA000001720,18.61,6.85,0,14.71,6.27,72.21,1,13.6,11.07,0,ACP,0.0121,15.07,12,20.508,DOCKET0000001720
2025-09-17,PLAN0000001721,BRAND_B,AREA000001721,67.0,61.07,3,14.97,73.35,87.93,24,15.8,7.75,0,LIFELINE,0.041,25.24,109,2.76,DOCKET0000001721
2025-09-18,PLAN0000001722,BRAND_C,AREA000001722,180.44,120.58,0,23.02,214.46,189.43,24,5.11,26.44,0,NONE,0.1051,23.15,29,30.673,DOCKET0000001722
2025-09-19,PLAN0000001723,BRAND_B,AREA000001723,154.12,84.18,24,11.35,215.83,90.06,36,0.11,34.11,0,NONE,0.0844,14.85,30,17.618,DOCKET0000001723
2025-09-20,PLAN0000001724,BRAND_B,AREA000001724,218.25,202.64,6,24.28,67.23,367.46,24,17.34,15.59,0,LOCAL_VOUCHER,0.6071,27.41,65,19.434,DOCKET0000001724
2025-09-21,PLAN0000001725,BRAND_E,AREA000001725,25.16,13.78,6,3.02,58.15,187.05,12,14.59,10.07,1,ACP,0.0434,20.62,64,23.563,DOCKET0000001725
2025-09-22,PLAN0000001726,BRAND_A,AREA000001726,204.98,120.72,12,9.16,40.6,241.14,24,12.82,32.84,0,LIFELINE,0.1972,28.13,45,0.008,DOCKET0000001726
2025-09-23,PLAN0000001727,BRAND_C,AREA000001727,176.94,85.49,6,0.22,200.05,353.02,0,18.48,28.04,0,NONE,0.1545,13.48,5,16.388,DOCKET0000001727
