edu_erasmus_project_year,edu_erasmus_programme_period_code,edu_erasmus_participant_id_hash,edu_erasmus_home_country_iso2,edu_erasmus_host_country_iso2,edu_erasmus_home_institution_id,edu_erasmus_host_institution_id,edu_erasmus_mobility_type_code,edu_erasmus_duration_days,edu_erasmus_grant_amount_eur,edu_erasmus_inclusion_support_flag,edu_erasmus_green_travel_flag,edu_erasmus_virtual_component_flag,edu_erasmus_recognition_ects_flag,edu_erasmus_language_preparation_flag,edu_erasmus_student_satisfaction_score,edu_erasmus_employability_outcome_flag,edu_erasmus_data_source,edu_erasmus_last_update_date,edu_erasmus_data_extract_date
2013,2014_2020,13c81f79c9778cc675e7a6,PL,LT,HEI_PL_0635,HEI_LT_3543,TRAINEESHIP,74,2577.82,0,0,0,0,1,4.59,1,INSTITUTION_REPORTING,2023-08-14,2024-08-06
2014,2014_2020,0ee30eab810676e7b4ea20,AT,AT,HEI_AT_0640,HEI_AT_3552,STUDY,328,2945.05,0,0,0,1,1,3.89,1,ERASMUS_DASHBOARD,2023-09-06,2025-01-08
2015,2014_2020,0204bfeec9a0c1a4f02f3f,EE,GR,HEI_EE_0645,HEI_GR_3561,YOUTH_EXCHANGE,64,1050.75,0,0,0,1,0,4.57,0,NATIONAL_AGENCY_EXPORT,2023-09-29,2025-10-08
2016,2014_2020,1a2c400ffe5afccb073733,IT,RO,HEI_IT_0650,HEI_RO_3570,STAFF_TRAINING,116,3669.55,0,0,0,1,0,3.77,0,INSTITUTION_REPORTING,2023-10-22,2024-04-08
2017,2014_2020,3feeca1ac88ef5f071f51c,PT,DK,HEI_PT_0655,HEI_DK_3579,STAFF_TEACHING,14,457.73,0,0,0,0,1,3.41,1,ERASMUS_DASHBOARD,2023-11-14,2024-06-27
2018,2014_2020,618807cea248a9cab8c2c5,BE,LU,HEI_BE_0660,HEI_LU_3588,BLENDED_INTENSIVE,57,1049.58,0,0,0,1,1,4.46,1,NATIONAL_AGENCY_EXPORT,2023-12-07,2025-09-12
2019,2014_2020,8acc756d3e2c6c2f6fc689,FI,BE,HEI_FI_0665,HEI_BE_3597,TRAINEESHIP,145,5211.57,0,0,0,0,1,3.56,1,INSTITUTION_REPORTING,2023-12-30,2024-04-24
2020,2014_2020,b93ab7b06d6d268569b026,LV,HU,HEI_LV_0670,HEI_HU_3606,STUDY,52,1716.64,0,0,1,1,1,4.04,1,ERASMUS_DASHBOARD,2024-01-22,2024-07-12
2021,2021_2027,7ca78830c3bfd545d949b7,RO,SK,HEI_RO_0675,HEI_SK_3615,YOUTH_EXCHANGE,168,3720.44,1,0,1,1,0,4.49,1,NATIONAL_AGENCY_EXPORT,2024-02-14,2024-06-05
2022,2021_2027,953d1433e5ace12181f197,BG,EE,HEI_BG_0680,HEI_EE_3624,STAFF_TRAINING,40,886.53,0,1,0,0,1,4.35,1,INSTITUTION_REPORTING,2024-03-08,2025-09-19
2023,2021_2027,310f0f83fe09f9f1f4f37d,FR,MT,HEI_FR_0685,HEI_MT_3633,STAFF_TEACHING,64,717.87,0,0,0,0,1,4.64,1,ERASMUS_DASHBOARD,2024-03-31,2025-01-29
2024,2021_2027,da6e7f1c1fbf7b36622d99,LT,BG,HEI_LT_0690,HEI_BG_3642,BLENDED_INTENSIVE,32,682.49,0,0,0,1,0,4.07,1,NATIONAL_AGENCY_EXPORT,2024-04-23,2025-02-03
2025,2021_2027,ab8412ac0452ffdabe21b4,SK,IE,HEI_SK_0695,HEI_IE_3651,TRAINEESHIP,250,7852.06,0,1,0,0,1,5.0,1,INSTITUTION_REPORTING,2024-05-16,2024-10-03
2006,2014_2020,4ed7c66d7bf0097718e9c5,HR,SI,HEI_HR_0700,HEI_SI_3660,STUDY,199,4545.14,1,0,0,1,0,4.28,1,ERASMUS_DASHBOARD,2024-06-08,2025-01-11
2007,2014_2020,3239b9dd4265d3a6574efb,DE,FI,HEI_DE_0705,HEI_FI_3669,YOUTH_EXCHANGE,100,2011.89,1,0,0,0,1,3.69,0,NATIONAL_AGENCY_EXPORT,2024-07-01,2024-06-07
2008,2014_2020,3151a42ad2d9aa803b2780,LU,NL,HEI_LU_0710,HEI_NL_3678,STAFF_TRAINING,162,2806.51,0,0,0,0,1,4.29,1,INSTITUTION_REPORTING,2024-07-24,2024-02-22
2009,2014_2020,84b502858de569e8c8e1e9,SI,HR,HEI_SI_0715,HEI_HR_3687,STAFF_TEACHING,93,2949.82,1,0,0,1,0,3.06,1,ERASMUS_DASHBOARD,2024-08-16,2025-09-04
2010,2014_2020,1ba2d5085cdec368a50f9e,CY,IT,HEI_CY_0720,HEI_IT_3696,BLENDED_INTENSIVE,27,650.02,0,0,0,1,1,3.71,1,NATIONAL_AGENCY_EXPORT,2024-09-08,2025-11-10
2011,2014_2020,fa255e2b4a0805cc9d02e7,GR,ES,HEI_GR_0725,HEI_ES_3705,TRAINEESHIP,272,2730.15,0,0,0,0,1,4.55,0,INSTITUTION_REPORTING,2024-10-01,2024-01-13
2012,2014_2020,cc7f811801ab08f76aaa90,MT,FR,HEI_MT_0730,HEI_FR_3714,STUDY,51,646.74,1,0,0,0,0,4.3,1,ERASMUS_DASHBOARD,2024-10-24,2026-01-29
2013,2014_2020,6502075aac9a88084c9e73,ES,PL,HEI_ES_0735,HEI_PL_3723,YOUTH_EXCHANGE,186,4255.41,0,0,0,1,1,3.29,0,NATIONAL_AGENCY_EXPORT,2024-11-16,2024-02-01
2014,2014_2020,50edf2dd6fc1046fda68d5,CZ,CY,HEI_CZ_0740,HEI_CY_3732,STAFF_TRAINING,50,1508.65,1,0,0,0,0,4.48,1,INSTITUTION_REPORTING,2024-12-09,2025-10-11
2015,2014_2020,40c4feb0f49a5409e6b390,HU,LV,HEI_HU_0745,HEI_LV_3741,STAFF_TEACHING,20,240.3,0,0,0,1,0,4.32,1,ERASMUS_DASHBOARD,2025-01-01,2024-11-03
2016,2014_2020,cbb0c603888f57346a3260,NL,SE,HEI_NL_0750,HEI_SE_3750,BLENDED_INTENSIVE,113,3918.22,1,0,0,1,1,4.71,1,NATIONAL_AGENCY_EXPORT,2025-01-24,2025-04-10
2017,2014_2020,278bc5b04bf857c5394ae9,SE,DE,HEI_SE_0755,HEI_DE_3759,TRAINEESHIP,178,2017.66,0,0,0,0,1,3.56,0,INSTITUTION_REPORTING,2025-02-16,2025-12-15
2018,2014_2020,197b4d3002001b8498394b,DK,PT,HEI_DK_0760,HEI_PT_3768,STUDY,106,2645.56,0,0,0,1,0,4.56,1,ERASMUS_DASHBOARD,2025-03-11,2024-11-26
2019,2014_2020,e0d8a03a505e1aa72d6f91,IE,CZ,HEI_IE_0765,HEI_CZ_3777,YOUTH_EXCHANGE,14,372.41,0,0,0,0,0,3.9,0,NATIONAL_AGENCY_EXPORT,2025-04-03,2024-12-24
2020,2014_2020,ef5a07c0831714c460561b,PL,LT,HEI_PL_0770,HEI_LT_3786,STAFF_TRAINING,95,2537.1,0,0,0,1,1,4.67,1,INSTITUTION_REPORTING,2025-04-26,2024-05-19
2021,2021_2027,5252a4fd5fea9fc8b9cc98,AT,AT,HEI_AT_0775,HEI_AT_3795,STAFF_TEACHING,108,1520.44,1,0,1,1,1,4.21,1,ERASMUS_DASHBOARD,2025-05-19,2024-11-29
2022,2021_2027,1710046fd54cc732919870,EE,GR,HEI_EE_0780,HEI_GR_3804,BLENDED_INTENSIVE,165,5797.65,0,0,0,0,0,4.78,1,NATIONAL_AGENCY_EXPORT,2025-06-11,2024-06-09
2023,2021_2027,8f0fb41c79202137ad5504,IT,RO,HEI_IT_0785,HEI_RO_3813,TRAINEESHIP,339,9205.97,0,1,0,0,1,4.69,0,INSTITUTION_REPORTING,2025-07-04,2024-06-21
2024,2021_2027,2ec50a3a950704811c7647,PT,DK,HEI_PT_0790,HEI_DK_3822,STUDY,82,1871.77,0,0,0,1,1,4.97,1,ERASMUS_DASHBOARD,2025-07-27,2025-08-13
2025,2021_2027,36bb2716aafa655e42165e,BE,LU,HEI_BE_0795,HEI_LU_3831,YOUTH_EXCHANGE,62,2465.95,1,0,0,0,1,3.73,1,NATIONAL_AGENCY_EXPORT,2025-08-19,2024-02-18
2006,2014_2020,868159027302096a738fb8,FI,BE,HEI_FI_0800,HEI_BE_3840,STAFF_TRAINING,136,2798.34,0,0,0,0,0,4.19,0,INSTITUTION_REPORTING,2025-09-11,2024-11-05
2007,2014_2020,a7e3671b414f4de2bc77e1,LV,HU,HEI_LV_0805,HEI_HU_3849,STAFF_TEACHING,177,3972.52,1,0,0,0,1,4.74,1,ERASMUS_DASHBOARD,2025-10-04,2024-06-17
2008,2014_2020,74e788740ba73232c92905,RO,SK,HEI_RO_0810,HEI_SK_3858,BLENDED_INTENSIVE,39,923.75,1,0,0,1,1,4.04,1,NATIONAL_AGENCY_EXPORT,2025-10-27,2025-03-20
2009,2014_2020,09192ab5571f01b0edeaae,BG,EE,HEI_BG_0815,HEI_EE_3867,TRAINEESHIP,251,6768.01,0,0,0,0,1,4.35,1,INSTITUTION_REPORTING,2025-11-19,2024-03-16
2010,2014_2020,3b2264e199a193f498726b,FR,MT,HEI_FR_0820,HEI_MT_3876,STUDY,173,4009.28,1,0,1,1,1,3.51,0,ERASMUS_DASHBOARD,2025-12-12,2024-12-25
2011,2014_2020,1de5763f4ec0de12f81ef0,LT,BG,HEI_LT_0825,HEI_BG_3885,YOUTH_EXCHANGE,81,1040.41,0,0,0,1,0,3.39,1,NATIONAL_AGENCY_EXPORT,2026-01-04,2025-01-26
2012,2014_2020,8dcce3d46dcba4d89c7dcc,SK,IE,HEI_SK_0830,HEI_IE_3894,STAFF_TRAINING,116,3033.72,1,0,0,0,1,4.34,1,INSTITUTION_REPORTING,2026-01-27,2024-10-19
2013,2014_2020,b9db0ece000bd3db32e0c4,HR,SI,HEI_HR_0835,HEI_SI_3903,STAFF_TEACHING,93,2537.77,0,0,0,0,0,3.84,0,ERASMUS_DASHBOARD,2026-02-19,2025-05-12
2014,2014_2020,8003eb4c774ea426b2f184,DE,FI,HEI_DE_0840,HEI_FI_3912,BLENDED_INTENSIVE,196,2269.94,0,0,0,1,1,3.34,1,NATIONAL_AGENCY_EXPORT,2013-01-17,2025-04-26
2015,2014_2020,3943f3830d08e2e68d5618,LU,NL,HEI_LU_0845,HEI_NL_3921,TRAINEESHIP,164,3299.48,0,0,1,0,0,3.9,1,INSTITUTION_REPORTING,2013-02-09,2025-01-07
2016,2014_2020,caa05347d9b050a18f0eb8,SI,HR,HEI_SI_0850,HEI_HR_3930,STUDY,238,6129.01,0,0,0,1,0,3.92,0,ERASMUS_DASHBOARD,2013-03-04,2024-06-30
2017,2014_2020,2a787ea4d9ce6d0c09739d,CY,IT,HEI_CY_0855,HEI_IT_3939,YOUTH_EXCHANGE,152,1726.15,0,0,1,0,1,3.92,0,NATIONAL_AGENCY_EXPORT,2013-03-27,2025-02-18
2018,2014_2020,962bb97ffbcb6ada61370b,GR,ES,HEI_GR_0860,HEI_ES_3948,STAFF_TRAINING,95,1215.28,0,0,0,1,1,3.87,1,INSTITUTION_REPORTING,2013-04-19,2024-06-08
2019,2014_2020,69995bcc00fece0396f993,MT,FR,HEI_MT_0865,HEI_FR_3957,STAFF_TEACHING,172,3665.97,0,0,0,1,1,3.94,1,ERASMUS_DASHBOARD,2013-05-12,2024-03-07
2020,2014_2020,9ddd7637995b096b28686f,ES,PL,HEI_ES_0870,HEI_PL_3966,BLENDED_INTENSIVE,175,5176.58,0,0,1,1,0,4.18,0,NATIONAL_AGENCY_EXPORT,2013-06-04,2025-12-21
2021,2021_2027,ac96dc1b78ae61e412f3c9,CZ,CY,HEI_CZ_0875,HEI_CY_3975,TRAINEESHIP,329,6445.51,0,1,1,0,0,4.23,0,INSTITUTION_REPORTING,2013-06-27,2024-07-23
2022,2021_2027,c4e43cd5423963c50bf06b,HU,LV,HEI_HU_0880,HEI_LV_3984,STUDY,36,1048.89,0,0,0,0,1,5.0,0,ERASMUS_DASHBOARD,2013-07-20,2025-08-22
2023,2021_2027,d51718d3b92ff01b3c8ef6,NL,SE,HEI_NL_0885,HEI_SE_3993,YOUTH_EXCHANGE,89,2108.55,0,1,0,0,1,3.49,1,NATIONAL_AGENCY_EXPORT,2013-08-12,2025-06-28
2024,2021_2027,bf38629c77fdaf8b9a0c49,SE,DE,HEI_SE_0890,HEI_DE_0002,STAFF_TRAINING,195,4672.11,0,0,0,1,0,4.4,0,INSTITUTION_REPORTING,2013-09-04,2025-08-05
2025,2021_2027,15a1d22c14b3011f6ea9cb,DK,PT,HEI_DK_0895,HEI_PT_0011,STAFF_TEACHING,75,2285.91,0,1,1,1,0,3.97,1,ERASMUS_DASHBOARD,2013-09-27,2025-12-15
2006,2014_2020,552e837811917cf622faa6,IE,CZ,HEI_IE_0900,HEI_CZ_0020,BLENDED_INTENSIVE,70,1108.51,0,0,0,1,0,3.82,1,NATIONAL_AGENCY_EXPORT,2013-10-20,2024-09-11
2007,2014_2020,efa821bce04dd01d3d579b,PL,LT,HEI_PL_0905,HEI_LT_0029,TRAINEESHIP,232,4766.42,0,0,0,0,0,4.72,1,INSTITUTION_REPORTING,2013-11-12,2025-08-21
2008,2014_2020,cca8f4f50952fdf9644f3e,AT,AT,HEI_AT_0910,HEI_AT_0038,STUDY,196,3822.39,1,0,0,0,0,4.0,1,ERASMUS_DASHBOARD,2013-12-05,2024-01-02
2009,2014_2020,9b365ed98f9897b1888d82,EE,GR,HEI_EE_0915,HEI_GR_0047,YOUTH_EXCHANGE,22,227.65,0,0,0,0,0,3.62,0,NATIONAL_AGENCY_EXPORT,2013-12-28,2025-08-17
2010,2014_2020,c2a0902ea4d97f6aa33717,IT,RO,HEI_IT_0920,HEI_RO_0056,STAFF_TRAINING,124,3321.23,0,0,0,0,0,4.68,1,INSTITUTION_REPORTING,2014-01-20,2024-02-01
2011,2014_2020,fa75c3428143e09bf77ca7,PT,DK,HEI_PT_0925,HEI_DK_0065,STAFF_TEACHING,149,2731.46,0,0,0,1,0,4.65,1,ERASMUS_DASHBOARD,2014-02-12,2025-09-07
2012,2014_2020,56bcdbc9ec95581ae0c7d7,BE,LU,HEI_BE_0930,HEI_LU_0074,BLENDED_INTENSIVE,124,2464.4,0,0,0,1,1,4.75,0,NATIONAL_AGENCY_EXPORT,2014-03-07,2025-04-13
2013,2014_2020,dbee5185c314f2ec5144f0,FI,BE,HEI_FI_0935,HEI_BE_0083,TRAINEESHIP,291,8733.01,0,0,0,0,1,3.75,0,INSTITUTION_REPORTING,2014-03-30,2024-09-28
2014,2014_2020,4ebae1b195c0ba6c0a8f65,LV,HU,HEI_LV_0940,HEI_HU_0092,STUDY,27,387.76,1,0,0,1,1,4.48,0,ERASMUS_DASHBOARD,2014-04-22,2025-10-13
2015,2014_2020,3be911ecce638f7961b89a,RO,SK,HEI_RO_0945,HEI_SK_0101,YOUTH_EXCHANGE,30,358.99,0,1,0,0,0,3.83,1,NATIONAL_AGENCY_EXPORT,2014-05-15,2025-06-25
2016,2014_2020,d02829f8e7764cd2b41168,BG,EE,HEI_BG_0950,HEI_EE_0110,STAFF_TRAINING,167,2760.7,0,0,1,1,0,3.47,0,INSTITUTION_REPORTING,2014-06-07,2024-08-22
2017,2014_2020,28d31ecf0aa0866743dee2,FR,MT,HEI_FR_0955,HEI_MT_0119,STAFF_TEACHING,112,1808.03,0,0,0,1,1,3.34,1,ERASMUS_DASHBOARD,2014-06-30,2026-01-19
2018,2014_2020,6b642cdac799ed07af7c69,LT,BG,HEI_LT_0960,HEI_BG_0128,BLENDED_INTENSIVE,113,3611.53,0,0,0,1,0,4.67,0,NATIONAL_AGENCY_EXPORT,2014-07-23,2026-02-08
2019,2014_2020,a2da4e4f34eeadd1a77cc7,SK,IE,HEI_SK_0965,HEI_IE_0137,TRAINEESHIP,76,2411.87,0,0,0,0,1,3.42,1,INSTITUTION_REPORTING,2014-08-15,2024-04-16
2020,2014_2020,aea56b27525d2e5b15a68e,HR,SI,HEI_HR_0970,HEI_SI_0146,STUDY,267,5971.93,0,0,1,1,0,4.16,1,ERASMUS_DASHBOARD,2014-09-07,2025-02-21
2021,2021_2027,22f0c9f56c58d77588c8ea,DE,FI,HEI_DE_0975,HEI_FI_0155,YOUTH_EXCHANGE,174,5905.5,0,1,1,0,0,4.59,1,NATIONAL_AGENCY_EXPORT,2014-09-30,2024-07-14
2022,2021_2027,4d89d11b2c92f35936cd3f,LU,NL,HEI_LU_0980,HEI_NL_0164,STAFF_TRAINING,150,5907.72,0,0,0,1,0,3.37,0,INSTITUTION_REPORTING,2014-10-23,2024-07-22
2023,2021_2027,b9f889b706c6d64601be7f,SI,HR,HEI_SI_0985,HEI_HR_0173,STAFF_TEACHING,70,2141.38,1,0,0,0,1,3.54,0,ERASMUS_DASHBOARD,2014-11-15,2024-07-20
2024,2021_2027,0ad24e327baa6ea451e331,CY,IT,HEI_CY_0990,HEI_IT_0182,BLENDED_INTENSIVE,154,2683.84,1,0,1,1,1,3.46,1,NATIONAL_AGENCY_EXPORT,2014-12-08,2025-02-23
2025,2021_2027,3b108f50dd42333b686281,GR,ES,HEI_GR_0995,HEI_ES_0191,TRAINEESHIP,351,4631.29,1,0,0,1,0,3.5,0,INSTITUTION_REPORTING,2014-12-31,2025-07-04
2006,2014_2020,40fea7ef47457eb1292078,MT,FR,HEI_MT_1000,HEI_FR_0200,STUDY,319,6174.07,1,0,0,1,1,4.42,0,ERASMUS_DASHBOARD,2015-01-23,2024-10-27
2007,2014_2020,27510fa8ae136eafc00c47,ES,PL,HEI_ES_1005,HEI_PL_0209,YOUTH_EXCHANGE,168,4662.75,0,0,0,0,1,4.51,0,NATIONAL_AGENCY_EXPORT,2015-02-15,2025-06-21
2008,2014_2020,156a41a54509ace4b4dd5b,CZ,CY,HEI_CZ_1010,HEI_CY_0218,STAFF_TRAINING,178,5188.9,1,0,0,0,0,4.55,1,INSTITUTION_REPORTING,2015-03-10,2024-01-15
2009,2014_2020,afe45be95b2068aa555064,HU,LV,HEI_HU_1015,HEI_LV_0227,STAFF_TEACHING,164,3703.42,0,0,0,0,0,4.78,0,ERASMUS_DASHBOARD,2015-04-02,2024-04-04
2010,2014_2020,962ee6b0f6553a3ae93920,NL,SE,HEI_NL_1020,HEI_SE_0236,BLENDED_INTENSIVE,183,7905.32,0,0,0,1,1,3.66,1,NATIONAL_AGENCY_EXPORT,2015-04-25,2024-10-27
2011,2014_2020,2e5f935494664bddaf7220,SE,DE,HEI_SE_1025,HEI_DE_0245,TRAINEESHIP,261,8161.4,0,1,1,0,1,4.32,0,INSTITUTION_REPORTING,2015-05-18,2025-11-09
2012,2014_2020,9b8f78e5d955f86d59e385,DK,PT,HEI_DK_1030,HEI_PT_0254,STUDY,344,6402.14,0,0,0,1,1,4.36,1,ERASMUS_DASHBOARD,2015-06-10,2024-03-28
2013,2014_2020,dc37665f87f6f5ac7d68e8,IE,CZ,HEI_IE_1035,HEI_CZ_0263,YOUTH_EXCHANGE,71,2393.46,0,0,0,0,0,4.13,0,NATIONAL_AGENCY_EXPORT,2015-07-03,2024-02-28
2014,2014_2020,a58d5574e988f0907e0807,PL,LT,HEI_PL_1040,HEI_LT_0272,STAFF_TRAINING,112,1778.04,0,0,0,1,0,3.58,1,INSTITUTION_REPORTING,2015-07-26,2024-06-11
2015,2014_2020,900bae0a73c3328f55ab60,AT,AT,HEI_AT_1045,HEI_AT_0281,STAFF_TEACHING,6,85.94,0,0,0,0,0,4.55,1,ERASMUS_DASHBOARD,2015-08-18,2024-01-28
2016,2014_2020,35a0e83b34fc0b49b4b2cf,EE,GR,HEI_EE_1050,HEI_GR_0290,BLENDED_INTENSIVE,145,3523.59,0,1,0,1,0,3.55,1,NATIONAL_AGENCY_EXPORT,2015-09-10,2026-02-10
2017,2014_2020,19b0ebd8347f5eba1c9db8,IT,RO,HEI_IT_1055,HEI_RO_0299,TRAINEESHIP,277,2370.39,1,0,0,0,1,3.27,1,INSTITUTION_REPORTING,2015-10-03,2025-06-14
2018,2014_2020,42176559aa576d629eb7ea,PT,DK,HEI_PT_1060,HEI_DK_0308,STUDY,375,15658.28,0,0,0,1,0,3.5,1,ERASMUS_DASHBOARD,2015-10-26,2024-11-02
2019,2014_2020,a5672b104e5c50eb3dd426,BE,LU,HEI_BE_1065,HEI_LU_0317,YOUTH_EXCHANGE,47,1325.61,0,0,0,0,1,3.69,1,NATIONAL_AGENCY_EXPORT,2015-11-18,2026-02-08
2020,2014_2020,c06948804290068bd8e1df,FI,BE,HEI_FI_1070,HEI_BE_0326,STAFF_TRAINING,28,739.82,0,0,1,0,1,4.81,0,INSTITUTION_REPORTING,2015-12-11,2025-12-03
2021,2021_2027,d07899e99953026c1998b6,LV,HU,HEI_LV_1075,HEI_HU_0335,STAFF_TEACHING,103,3506.99,0,0,1,0,0,4.08,1,ERASMUS_DASHBOARD,2016-01-03,2024-03-01
2022,2021_2027,5c88e2ec65617916a1efab,RO,SK,HEI_RO_1080,HEI_SK_0344,BLENDED_INTENSIVE,102,1532.1,0,0,0,1,1,4.05,1,NATIONAL_AGENCY_EXPORT,2016-01-26,2024-03-21
2023,2021_2027,4941d6cc4549d3d57e670a,BG,EE,HEI_BG_1085,HEI_EE_0353,TRAINEESHIP,336,5831.73,0,1,0,0,0,4.1,0,INSTITUTION_REPORTING,2016-02-18,2025-09-07
2024,2021_2027,1764f1295a92eeccc30998,FR,MT,HEI_FR_1090,HEI_MT_0362,STUDY,277,7209.78,0,0,0,1,0,4.1,0,ERASMUS_DASHBOARD,2016-03-12,2025-12-25
2025,2021_2027,86887772627133077e8f25,LT,BG,HEI_LT_1095,HEI_BG_0371,YOUTH_EXCHANGE,74,2320.23,1,1,0,0,1,4.93,1,NATIONAL_AGENCY_EXPORT,2016-04-04,2025-09-13
2006,2014_2020,b2e169280e9e8224ec0d49,SK,IE,HEI_SK_1100,HEI_IE_0380,STAFF_TRAINING,44,466.12,1,1,0,0,0,4.71,1,INSTITUTION_REPORTING,2016-04-27,2025-02-14
2007,2014_2020,3677aedd114a9781f4484f,HR,SI,HEI_HR_1105,HEI_SI_0389,STAFF_TEACHING,94,2969.88,0,0,0,0,1,4.13,1,ERASMUS_DASHBOARD,2016-05-20,2024-11-23
2008,2014_2020,2b7343c312f99f2c0f6f82,DE,FI,HEI_DE_1110,HEI_FI_0398,BLENDED_INTENSIVE,117,4073.31,0,0,0,1,0,4.35,1,NATIONAL_AGENCY_EXPORT,2016-06-12,2025-02-26
2009,2014_2020,b4604928fb59c9be93bd8e,LU,NL,HEI_LU_1115,HEI_NL_0407,TRAINEESHIP,191,5639.05,0,0,0,1,0,4.08,1,INSTITUTION_REPORTING,2016-07-05,2024-06-19
2010,2014_2020,be92f78179affce758d644,SI,HR,HEI_SI_1120,HEI_HR_0416,STUDY,150,1620.31,0,0,0,1,1,4.79,1,ERASMUS_DASHBOARD,2016-07-28,2025-12-18
2011,2014_2020,74492546f52e55fbad28a0,CY,IT,HEI_CY_1125,HEI_IT_0425,YOUTH_EXCHANGE,195,3004.41,0,0,0,0,0,4.28,1,NATIONAL_AGENCY_EXPORT,2016-08-20,2024-04-26
2012,2014_2020,bfd2808ca1589d33b8904e,GR,ES,HEI_GR_1130,HEI_ES_0434,STAFF_TRAINING,172,5297.84,1,0,0,0,0,4.01,1,INSTITUTION_REPORTING,2016-09-12,2024-07-19
2013,2014_2020,e447950b0dc1b77d5d03dd,MT,FR,HEI_MT_1135,HEI_FR_0443,STAFF_TEACHING,105,1124.15,0,0,0,0,1,4.04,1,ERASMUS_DASHBOARD,2016-10-05,2025-09-14
2014,2014_2020,eb6b335f5840f1bceeb4d8,ES,PL,HEI_ES_1140,HEI_PL_0452,BLENDED_INTENSIVE,142,1411.31,1,0,0,1,1,3.93,0,NATIONAL_AGENCY_EXPORT,2016-10-28,2024-05-15
2015,2014_2020,12f7945ce0352bd9f9074d,CZ,CY,HEI_CZ_1145,HEI_CY_0461,TRAINEESHIP,239,3401.86,1,0,0,0,1,4.31,0,INSTITUTION_REPORTING,2016-11-20,2025-09-08
2016,2014_2020,2d18f3e9db0cb84504b7dc,HU,LV,HEI_HU_1150,HEI_LV_0470,STUDY,93,1322.07,0,0,0,1,1,3.9,1,ERASMUS_DASHBOARD,2016-12-13,2025-11-24
2017,2014_2020,3e5168e1df6fae712e430c,NL,SE,HEI_NL_1155,HEI_SE_0479,YOUTH_EXCHANGE,151,3909.77,0,0,0,0,1,3.32,0,NATIONAL_AGENCY_EXPORT,2017-01-05,2025-07-13
2018,2014_2020,6f333e444bad74fcb4a101,SE,DE,HEI_SE_1160,HEI_DE_0488,STAFF_TRAINING,193,6753.02,0,0,0,0,0,3.16,0,INSTITUTION_REPORTING,2017-01-28,2025-11-29
2019,2014_2020,54bb60e6437cc9e0caa450,DK,PT,HEI_DK_1165,HEI_PT_0497,STAFF_TEACHING,9,83.34,0,0,0,1,1,3.83,1,ERASMUS_DASHBOARD,2017-02-20,2025-11-12
2020,2014_2020,744f19c7d6d1044648ca7f,IE,CZ,HEI_IE_1170,HEI_CZ_0506,BLENDED_INTENSIVE,196,5317.81,0,0,1,1,0,4.59,1,NATIONAL_AGENCY_EXPORT,2017-03-15,2025-05-12
2021,2021_2027,7635712acfd6916639ff51,PL,LT,HEI_PL_1175,HEI_LT_0515,TRAINEESHIP,86,3028.06,1,0,1,0,0,4.07,1,INSTITUTION_REPORTING,2017-04-07,2026-02-13
2022,2021_2027,bcb100aac3adbae8e84b2d,AT,AT,HEI_AT_1180,HEI_AT_0524,STUDY,212,5491.64,0,0,0,1,0,3.17,1,ERASMUS_DASHBOARD,2017-04-30,2026-01-23
2023,2021_2027,4f4d0f29756b3fab4c6971,EE,GR,HEI_EE_1185,HEI_GR_0533,YOUTH_EXCHANGE,140,3317.55,1,0,0,0,0,3.77,1,NATIONAL_AGENCY_EXPORT,2017-05-23,2024-07-03
2024,2021_2027,43d6009bbc16454e3bfddd,IT,RO,HEI_IT_1190,HEI_RO_0542,STAFF_TRAINING,153,4886.58,0,0,0,0,1,3.79,0,INSTITUTION_REPORTING,2017-06-15,2025-12-31
2025,2021_2027,e23dca6e4fdf8acc14a05f,PT,DK,HEI_PT_1195,HEI_DK_0551,STAFF_TEACHING,165,1865.54,0,1,0,1,1,5.0,1,ERASMUS_DASHBOARD,2017-07-08,2026-02-07
2006,2014_2020,4e0cfe722abcf398f52120,BE,LU,HEI_BE_1200,HEI_LU_0560,BLENDED_INTENSIVE,12,468.74,0,0,0,1,0,3.27,0,NATIONAL_AGENCY_EXPORT,2017-07-31,2025-02-24
2007,2014_2020,9da3ab346cfa88bdab85b5,FI,BE,HEI_FI_1205,HEI_BE_0569,TRAINEESHIP,348,4503.76,0,0,0,0,1,3.46,1,INSTITUTION_REPORTING,2017-08-23,2025-10-31
2008,2014_2020,d5b9b7d7cc08cc8ac37ea4,LV,HU,HEI_LV_1210,HEI_HU_0578,STUDY,193,2977.52,0,0,1,1,0,3.44,1,ERASMUS_DASHBOARD,2017-09-15,2024-11-05
2009,2014_2020,a06dd8bc729e9577c8e9ed,RO,SK,HEI_RO_1215,HEI_SK_0587,YOUTH_EXCHANGE,134,1735.31,1,0,0,0,0,4.67,1,NATIONAL_AGENCY_EXPORT,2017-10-08,2025-08-18
2010,2014_2020,a3068f2a449f39f7e55593,BG,EE,HEI_BG_1220,HEI_EE_0596,STAFF_TRAINING,177,4714.95,1,1,0,0,1,4.89,0,INSTITUTION_REPORTING,2017-10-31,2026-02-05
2011,2014_2020,6653e97dffaab489c6d6a9,FR,MT,HEI_FR_1225,HEI_MT_0605,STAFF_TEACHING,6,99.18,0,0,0,0,1,3.43,1,ERASMUS_DASHBOARD,2017-11-23,2024-11-18
