tax_cit_reference_year,tax_cit_country_iso2,tax_cit_nace_section,tax_cit_enterprise_size_class,tax_cit_statutory_rate_pct,tax_cit_effective_average_rate_pct,tax_cit_tax_base_eur,tax_cit_tax_liability_eur,tax_cit_loss_carryforward_eur,tax_cit_r_and_d_tax_credit_eur,tax_cit_interest_limitation_rule_flag,tax_cit_pillar2_minimum_tax_flag,tax_cit_cfc_rules_flag,tax_cit_hybrid_mismatch_rules_flag,tax_cit_transfer_pricing_adjustments_eur,tax_cit_country_by_country_reporting_flag,tax_cit_state_aid_tax_ruling_flag,tax_cit_audit_rate_pct,tax_cit_data_source,tax_cit_data_extract_date
2019,HU,P,LARGE,13.01,10.64,11775138046.97,1252874688.2,2245146073.2,114702634.18,1,0,0,1,72240474.0,1,0,9.97,OECD_CBC_SUMMARY,2025-08-29
2020,NL,U,MEDIUM,11.11,7.91,11877884665.43,939540677.04,830649124.21,29226116.14,1,0,1,0,45673762.02,1,0,6.31,EU_TAX_OBSERVATORY,2024-06-02
2021,SE,E,SMALL,32.59,23.53,11897774195.13,2799546268.11,2546144894.34,293983347.37,1,1,1,1,30222793.04,1,0,7.53,ACADEMIC_TAXPANEL,2025-07-11
2022,DK,J,MICRO,18.85,17.54,12023795452.97,2108973722.45,1061022492.46,130925336.13,1,0,0,1,-66837294.09,0,0,10.16,NATIONAL_CORPORATE_TAX_ADMIN,2025-08-10
2023,IE,O,LARGE,33.52,19.98,12105016659.33,2418582328.53,4062152893.27,461187792.06,1,1,1,0,105064446.92,1,0,5.55,OECD_CBC_SUMMARY,2025-01-18
2024,PL,T,MEDIUM,21.95,17.38,12163426662.53,2114003553.95,2355456892.57,394824594.4,1,1,1,1,64596370.24,0,0,3.57,EU_TAX_OBSERVATORY,2025-07-30
2025,AT,D,SMALL,31.74,29.64,12252490986.82,3631638328.49,4706693479.11,770042854.19,0,1,1,1,5802918.62,1,0,13.04,ACADEMIC_TAXPANEL,2025-11-17
2026,EE,I,MICRO,21.07,14.23,12317268410.42,1752747294.8,2782609048.76,252247341.4,0,1,1,1,23817873.4,1,0,7.33,NATIONAL_CORPORATE_TAX_ADMIN,2024-01-06
2010,IT,N,LARGE,19.98,11.24,12405109106.41,1394334263.56,4433417071.68,303760626.92,0,0,1,1,-51111287.74,1,0,12.17,OECD_CBC_SUMMARY,2024-02-28
2011,PT,S,MEDIUM,21.11,16.58,12445763103.79,2063507522.61,3698678624.5,424124200.26,1,0,0,1,79927673.25,1,0,4.7,EU_TAX_OBSERVATORY,2024-09-10
2012,BE,C,SMALL,28.88,27.28,12543928554.83,3421983709.76,4095627162.31,691001007.11,1,0,1,1,34126705.93,1,0,12.46,ACADEMIC_TAXPANEL,2026-01-22
2013,FI,H,MICRO,14.22,8.64,12625205179.53,1090817727.51,3804564673.2,59707497.15,1,0,1,1,112113857.72,0,0,5.67,NATIONAL_CORPORATE_TAX_ADMIN,2025-11-15
2014,LV,M,LARGE,12.33,9.62,12677970824.73,1219620793.34,4235951168.12,61182347.35,0,0,1,0,-9712259.05,1,0,4.15,OECD_CBC_SUMMARY,2025-11-23
2015,RO,R,MEDIUM,24.83,14.01,12749484358.63,1786202758.64,5450158613.33,361116211.42,1,0,1,1,84188727.78,1,0,9.39,EU_TAX_OBSERVATORY,2024-07-22
2016,BG,B,SMALL,14.28,12.3,12835682281.26,1578788920.59,969165402.32,129149224.18,1,0,1,1,-54437308.92,1,0,7.58,ACADEMIC_TAXPANEL,2025-07-28
2017,FR,G,MICRO,24.07,21.5,12914547627.09,2776627739.82,4578411679.83,496598996.09,1,0,1,1,-59316547.49,1,0,0.8,NATIONAL_CORPORATE_TAX_ADMIN,2024-09-03
2018,LT,L,LARGE,16.33,10.72,12955643751.74,1388845010.19,1319957637.17,216122181.94,1,0,0,1,-68443744.55,1,0,2.89,OECD_CBC_SUMMARY,2025-04-05
2019,SK,Q,MEDIUM,25.61,15.52,13020289269.93,2020748894.69,5748790917.64,269675617.43,0,0,1,1,58100629.7,1,0,13.28,EU_TAX_OBSERVATORY,2025-07-28
2020,HR,A,SMALL,31.91,29.9,13111447042.03,3920322665.57,4218250724.32,186283553.45,0,0,0,0,114110802.16,1,0,9.35,ACADEMIC_TAXPANEL,2024-12-29
2021,DE,F,MICRO,22.64,16.26,13173559566.51,2142020785.51,1765594551.58,455032119.53,1,1,1,0,102134090.13,1,0,3.64,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-03
2022,LU,K,LARGE,29.02,22.74,13291277748.91,3022436560.1,3287702828.71,247892042.26,1,1,1,1,-23225591.82,1,0,7.8,OECD_CBC_SUMMARY,2025-10-12
2023,SI,P,MEDIUM,9.26,8.52,13352185938.99,1137606242.0,2145094279.25,144272947.9,1,1,1,1,-68797705.64,1,0,2.4,EU_TAX_OBSERVATORY,2024-10-29
2024,CY,U,SMALL,33.26,29.38,13451865734.06,3952158152.67,3106892811.82,467334701.28,0,1,1,1,59314903.25,1,0,8.76,ACADEMIC_TAXPANEL,2024-11-18
2025,GR,E,MICRO,21.29,17.77,13473806426.12,2394295401.92,2645354098.4,147713819.83,1,1,1,1,107506080.11,0,0,0.97,NATIONAL_CORPORATE_TAX_ADMIN,2025-12-14
2026,MT,J,LARGE,27.72,19.8,13590910514.68,2691000281.91,975717671.45,504929614.19,1,0,1,1,-63761850.12,1,1,7.44,OECD_CBC_SUMMARY,2024-12-09
2010,ES,O,MEDIUM,13.63,7.9,13662270678.36,1079319383.59,4471891310.34,223639646.25,1,0,0,1,96911315.57,1,0,11.85,EU_TAX_OBSERVATORY,2024-07-16
2011,CZ,T,SMALL,16.78,14.05,13753185758.63,1932322599.09,2600362904.24,334760249.12,0,0,1,1,93243602.45,1,1,11.58,ACADEMIC_TAXPANEL,2024-11-11
2012,HU,D,MICRO,18.89,12.82,13787840917.36,1767601205.61,3810567965.5,281325759.8,1,0,1,1,-7230020.93,1,0,12.74,NATIONAL_CORPORATE_TAX_ADMIN,2024-06-19
2013,NL,I,LARGE,9.22,6.44,13868439764.65,893127520.84,4184456095.47,88973751.77,1,0,1,1,49799222.61,1,0,9.32,OECD_CBC_SUMMARY,2024-01-12
2014,SE,N,MEDIUM,15.1,13.56,13946386235.11,1891129973.48,2457736805.68,272492297.89,1,0,1,1,-79902766.76,0,0,10.52,EU_TAX_OBSERVATORY,2024-05-17
2015,DK,S,SMALL,32.79,22.01,14002970502.32,3082053807.56,5103674167.26,621927124.66,1,0,0,1,27580528.76,1,0,7.64,ACADEMIC_TAXPANEL,2025-04-12
2016,IE,C,MICRO,11.49,7.57,14076509953.36,1065591803.47,3605827710.64,157612570.23,1,0,1,1,23470121.82,0,0,5.42,NATIONAL_CORPORATE_TAX_ADMIN,2025-12-17
2017,PL,H,LARGE,21.73,12.96,14169001389.48,1836302580.08,1526557800.51,283918765.95,1,1,1,1,-59583630.03,0,1,7.8,OECD_CBC_SUMMARY,2024-07-21
2018,AT,M,MEDIUM,18.04,11.9,14232421243.28,1693658127.95,5877281209.63,127886742.77,1,1,1,1,114478831.83,1,0,3.16,EU_TAX_OBSERVATORY,2025-12-25
2019,EE,R,SMALL,29.7,18.17,14321040910.45,2602133133.43,5900214067.6,405441872.68,1,0,1,0,-15700931.32,0,0,4.69,ACADEMIC_TAXPANEL,2025-10-01
2020,IT,B,MICRO,31.37,25.43,14418157067.23,3666537342.2,4896781685.49,717942244.71,0,0,1,0,70012302.55,0,0,3.52,NATIONAL_CORPORATE_TAX_ADMIN,2025-10-01
2021,PT,G,LARGE,21.98,19.23,14471599297.97,2782888545.0,4783329181.68,162434076.97,1,1,0,1,22874328.35,1,0,5.14,OECD_CBC_SUMMARY,2024-02-02
2022,BE,L,MEDIUM,20.13,13.78,14560566407.53,2006446050.96,813337077.06,290217264.26,1,1,1,1,-67064972.84,1,0,6.23,EU_TAX_OBSERVATORY,2025-08-25
2023,FI,Q,SMALL,14.51,13.38,14619757317.75,1956123529.11,5094577457.37,197431871.75,1,0,1,1,-9496583.46,1,0,6.86,ACADEMIC_TAXPANEL,2025-04-19
2024,LV,A,MICRO,17.71,11.22,14683014446.53,1647434220.9,3518049637.58,177728091.23,0,1,0,0,-43364852.87,0,1,2.43,NATIONAL_CORPORATE_TAX_ADMIN,2025-06-06
2025,RO,F,LARGE,16.0,9.02,14758541797.76,1331220470.16,2862318651.25,131979387.79,1,0,0,0,83679357.68,1,0,4.75,OECD_CBC_SUMMARY,2024-04-07
2026,BG,K,MEDIUM,33.01,18.2,14848092102.07,2702352762.58,2590727030.62,67677841.58,1,1,1,1,-69952407.75,1,0,11.09,EU_TAX_OBSERVATORY,2024-11-27
2010,FR,P,SMALL,14.86,9.49,14931566548.09,1417005665.41,796121863.94,147268379.93,0,0,1,1,31455654.21,0,0,0.41,ACADEMIC_TAXPANEL,2025-10-28
2011,LT,U,MICRO,18.18,11.5,14978541208.44,1722532238.97,4748362085.88,355286959.44,0,0,0,1,26245146.47,0,0,8.08,NATIONAL_CORPORATE_TAX_ADMIN,2025-07-10
2012,SK,E,LARGE,25.78,20.48,15047341263.24,3081695490.71,6234625205.4,412876764.62,1,0,1,0,-79859310.17,0,0,2.96,OECD_CBC_SUMMARY,2024-02-29
2013,HR,J,MEDIUM,33.67,23.91,15181565659.17,3629912349.11,4859701928.62,209616786.2,1,1,1,1,108871957.84,0,1,9.83,EU_TAX_OBSERVATORY,2025-02-07
2014,DE,O,SMALL,30.23,23.9,15252199790.23,3645275749.86,6124061976.2,286100936.37,0,1,0,1,103348698.88,1,0,3.48,ACADEMIC_TAXPANEL,2025-10-23
2015,LU,T,MICRO,9.72,5.44,15295902047.37,832097071.38,5337065425.3,39198380.0,1,0,1,1,50023341.13,0,0,13.14,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-13
2016,SI,D,LARGE,25.23,20.32,15345317666.46,3118168549.82,4401382421.68,425816270.84,0,0,1,1,-21415678.86,1,0,0.98,OECD_CBC_SUMMARY,2025-11-18
2017,CY,I,MEDIUM,24.22,13.85,15427301455.52,2136681251.59,3193465770.64,79683584.4,1,0,0,1,-10014260.02,0,1,5.22,EU_TAX_OBSERVATORY,2024-02-17
2018,GR,N,SMALL,14.97,8.4,15535304959.15,1304965616.57,5424759664.31,216367563.8,1,0,1,1,50846003.39,1,0,10.08,ACADEMIC_TAXPANEL,2025-09-11
2019,MT,S,MICRO,25.62,23.12,15581972284.08,3602551992.08,3559400087.5,527347003.82,1,0,1,1,64673082.73,1,0,1.51,NATIONAL_CORPORATE_TAX_ADMIN,2025-09-29
2020,ES,C,LARGE,29.39,27.07,15674265805.57,4243023753.57,3912521734.0,575140774.96,1,0,1,1,-53946169.17,1,0,2.48,OECD_CBC_SUMMARY,2025-03-11
2021,CZ,H,MEDIUM,17.78,16.45,15734673291.9,2588353756.52,845897060.14,350487990.52,0,0,1,1,-1959881.6,1,0,10.98,EU_TAX_OBSERVATORY,2024-10-31
2022,HU,M,SMALL,15.38,10.13,15818908369.64,1602455417.84,1731893626.19,170516993.73,1,1,1,1,58989246.3,0,0,10.12,ACADEMIC_TAXPANEL,2025-04-20
2023,NL,R,MICRO,29.66,18.18,15911713389.93,2892749494.29,4472585014.43,260348778.74,1,0,1,1,12345138.67,0,0,1.84,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-12
2024,SE,B,LARGE,14.88,8.84,15998963831.4,1414308402.7,1622329032.7,90118541.53,0,1,1,1,-5433744.12,1,0,10.86,OECD_CBC_SUMMARY,2025-09-04
2025,DK,G,MEDIUM,29.62,16.94,16021045272.11,2713965069.1,3197281690.94,252983713.29,1,0,0,1,21150292.69,1,0,9.27,EU_TAX_OBSERVATORY,2025-07-13
2026,IE,L,SMALL,10.87,8.86,16152616132.34,1431121789.33,6067467568.37,185482820.04,1,1,1,1,13248594.37,1,0,11.83,ACADEMIC_TAXPANEL,2026-02-25
2010,PL,Q,MICRO,18.99,15.85,16196259722.67,2567107166.04,5379281940.11,59171605.48,1,1,0,0,-67810005.95,1,0,9.32,NATIONAL_CORPORATE_TAX_ADMIN,2024-01-15
2011,AT,A,LARGE,12.24,9.38,16296770411.76,1528637064.62,6736780152.85,98005544.56,1,0,1,1,-19322500.3,0,0,4.78,OECD_CBC_SUMMARY,2024-11-20
2012,EE,F,MEDIUM,20.88,15.97,16351965944.57,2611408961.35,2473781346.84,434504098.86,0,0,1,1,116202332.07,1,0,7.68,EU_TAX_OBSERVATORY,2024-02-10
2013,IT,K,SMALL,13.89,12.07,16407361756.35,1980368563.99,6076450244.74,412123474.61,1,0,1,1,-51551229.6,1,0,12.29,ACADEMIC_TAXPANEL,2024-04-03
2014,PT,P,MICRO,25.8,20.94,16529423245.24,3461261227.55,4391773639.72,482133726.65,1,0,1,1,-27788782.95,1,0,8.34,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-21
2015,BE,U,LARGE,26.88,20.52,16605002024.24,3407346415.37,2517191929.44,290582060.76,1,0,1,1,28194790.82,0,0,12.06,OECD_CBC_SUMMARY,2026-01-21
2016,FI,E,MEDIUM,21.72,17.6,16680523039.74,2935772054.99,5806762408.37,230488068.78,0,0,1,1,7489857.93,1,0,7.21,EU_TAX_OBSERVATORY,2024-12-23
2017,LV,J,SMALL,30.76,24.39,16727649921.71,4079873815.91,4822715726.67,786144382.07,0,0,1,1,67912938.19,1,0,5.65,ACADEMIC_TAXPANEL,2025-11-06
2018,RO,O,MICRO,19.91,12.2,16805166598.53,2050230325.02,5663308718.3,229227107.19,1,0,0,0,-1336732.94,1,0,1.38,NATIONAL_CORPORATE_TAX_ADMIN,2025-04-28
2019,BG,T,LARGE,21.94,16.76,16904333686.58,2833166325.87,3050988918.48,100192556.44,0,0,1,1,-56334729.22,1,0,0.76,OECD_CBC_SUMMARY,2024-04-03
2020,FR,D,MEDIUM,24.87,21.03,16929428712.43,3560258858.22,3967423383.4,634259487.28,1,0,1,1,-62685180.76,1,0,0.32,EU_TAX_OBSERVATORY,2025-04-14
2021,LT,I,SMALL,26.98,15.55,17035401164.13,2649004881.02,2689188794.87,276088311.51,0,1,1,1,-1477533.68,1,0,10.51,ACADEMIC_TAXPANEL,2025-01-12
2022,SK,N,MICRO,25.44,14.81,17070239616.0,2528102487.13,3314937751.48,439873614.44,1,1,1,1,-22364354.65,1,0,9.94,NATIONAL_CORPORATE_TAX_ADMIN,2025-07-05
2023,HR,S,LARGE,11.28,9.95,17167923869.84,1708208425.05,1214775005.61,250132619.88,1,0,1,0,72064798.99,0,0,1.38,OECD_CBC_SUMMARY,2026-01-24
2024,DE,C,MEDIUM,21.57,19.06,17280441494.89,3293652148.93,4633177857.45,136269169.33,1,1,0,1,-14044190.11,1,0,10.34,EU_TAX_OBSERVATORY,2025-02-03
2025,LU,H,SMALL,16.96,15.83,17298908583.97,2738417228.84,2376365582.66,354716975.68,1,1,1,1,-40536250.81,1,0,0.94,ACADEMIC_TAXPANEL,2024-04-24
2026,SI,M,MICRO,14.79,13.25,17430617401.73,2309556805.73,2459798907.4,300740678.05,1,0,1,1,82151380.19,1,0,6.0,NATIONAL_CORPORATE_TAX_ADMIN,2025-10-22
2010,CY,R,LARGE,15.5,10.53,17466154854.06,1839186106.13,4099898076.89,235985213.32,0,0,0,1,106516874.7,0,0,5.59,OECD_CBC_SUMMARY,2024-05-07
2011,GR,B,MEDIUM,32.11,25.1,17580190844.41,4412627901.95,7180158655.17,445533527.27,0,0,1,0,101916838.31,1,0,6.86,EU_TAX_OBSERVATORY,2025-11-19
2012,MT,G,SMALL,10.91,10.33,17647986017.23,1823036955.58,7856864357.5,139179117.86,1,0,0,1,-3943560.27,1,0,8.19,ACADEMIC_TAXPANEL,2024-03-20
2013,ES,L,MICRO,29.88,20.27,17725633702.54,3592985951.5,5266607261.97,218874513.13,1,0,1,1,28831591.71,1,0,5.18,NATIONAL_CORPORATE_TAX_ADMIN,2024-03-03
2014,CZ,Q,LARGE,17.57,9.94,17785501414.75,1767878840.63,5654993617.75,322164647.7,0,0,1,0,7952382.87,1,0,10.58,OECD_CBC_SUMMARY,2024-02-19
2015,HU,A,MEDIUM,20.69,16.51,17829809340.94,2943701522.19,4066730926.85,113119025.02,0,0,1,0,40935617.62,1,0,3.54,EU_TAX_OBSERVATORY,2025-09-01
2016,NL,F,SMALL,15.75,13.37,17895461081.87,2392623146.65,994638153.29,318862196.66,0,0,1,1,-22844611.64,1,1,2.85,ACADEMIC_TAXPANEL,2024-06-28
2017,SE,K,MICRO,27.01,19.52,17977534242.94,3509214684.22,8085109826.85,142312662.97,0,0,1,1,78057584.02,1,0,10.52,NATIONAL_CORPORATE_TAX_ADMIN,2024-10-05
2018,DK,P,LARGE,24.46,19.7,18101659203.72,3566026863.13,4840336307.04,351592848.96,0,1,0,1,-42244319.98,1,0,9.8,OECD_CBC_SUMMARY,2025-03-06
2019,IE,U,MEDIUM,30.0,23.58,18165995269.85,4283541684.63,1732890013.38,921089767.89,1,1,1,1,63488091.49,1,0,9.91,EU_TAX_OBSERVATORY,2025-02-27
2020,PL,E,SMALL,16.7,14.53,18229111230.15,2648689861.74,2165351827.1,445783731.78,1,1,1,0,-60525604.06,1,0,7.7,ACADEMIC_TAXPANEL,2024-02-01
2021,AT,J,MICRO,33.87,19.88,18312058469.93,3640437223.82,7189396848.14,198009304.15,1,1,1,0,76488686.26,0,0,3.42,NATIONAL_CORPORATE_TAX_ADMIN,2024-05-24
2022,EE,O,LARGE,15.17,12.2,18373354825.1,2241549288.66,7992270626.89,58336786.22,0,0,0,0,38964917.46,1,0,13.49,OECD_CBC_SUMMARY,2025-07-12
2023,IT,T,MEDIUM,29.21,22.04,18463187207.43,4069286460.52,8208767015.73,484559590.67,1,0,1,0,114197460.34,1,0,6.94,EU_TAX_OBSERVATORY,2026-02-22
2024,PT,D,SMALL,15.12,14.3,18541973199.03,2651502167.46,1795124050.26,353335142.55,1,1,1,1,108208449.78,1,0,6.16,ACADEMIC_TAXPANEL,2024-04-17
2025,BE,I,MICRO,13.61,9.2,18631015602.93,1714053435.47,5592993536.29,257023517.42,1,1,1,1,33950555.12,0,0,9.7,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-18
2026,FI,N,LARGE,11.07,9.59,18696462122.91,1792990717.59,1257290888.19,185215799.06,1,0,1,0,9765960.87,1,0,9.8,OECD_CBC_SUMMARY,2024-04-03
2010,LV,S,MEDIUM,19.16,16.7,18730659997.14,3128020219.52,1298227962.36,381842409.22,1,0,1,0,-78392354.0,1,0,4.76,EU_TAX_OBSERVATORY,2025-05-21
2011,RO,C,SMALL,30.49,21.69,18827366068.06,4083655700.16,3235297870.41,879999510.41,0,0,1,0,41738146.74,1,0,7.87,ACADEMIC_TAXPANEL,2024-02-23
2012,BG,H,MICRO,32.57,18.49,18927552768.69,3499704506.93,8002456688.34,400758008.87,1,0,1,1,101148251.74,1,1,13.92,NATIONAL_CORPORATE_TAX_ADMIN,2024-10-19
2013,FR,M,LARGE,15.29,13.3,18980511473.34,2524408025.95,3760364500.58,360145039.74,1,0,1,1,29190354.75,1,0,1.2,OECD_CBC_SUMMARY,2024-11-02
2014,LT,R,MEDIUM,28.49,22.45,19045775165.11,4275776524.57,6819210012.69,117393073.84,1,0,1,1,86318585.13,0,0,5.78,EU_TAX_OBSERVATORY,2025-08-25
2015,SK,B,SMALL,23.38,14.44,19136864435.99,2763363224.56,5007183913.03,66544490.98,0,0,1,1,-37843746.29,1,0,6.9,ACADEMIC_TAXPANEL,2024-03-25
2016,HR,G,MICRO,10.89,9.91,19171158602.52,1899861817.51,3878094066.13,263832670.33,1,0,1,1,-49627842.48,1,1,7.09,NATIONAL_CORPORATE_TAX_ADMIN,2024-03-18
2017,DE,L,LARGE,11.89,6.95,19276034987.05,1339684431.6,6188200931.1,176315330.75,1,0,1,0,-77658197.84,0,1,10.59,OECD_CBC_SUMMARY,2025-04-16
2018,LU,Q,MEDIUM,13.17,8.06,19325269084.79,1557616688.23,5519888729.49,292001827.08,0,0,1,1,-1797679.76,1,0,8.93,EU_TAX_OBSERVATORY,2024-09-04
2019,SI,A,SMALL,27.65,21.58,19427261140.47,4192402954.11,7710062775.56,432322796.13,1,0,0,0,38092269.12,1,0,5.35,ACADEMIC_TAXPANEL,2025-09-29
2020,CY,F,MICRO,18.71,12.58,19494951912.26,2452464950.56,1956807703.91,499242330.99,1,0,1,0,25177804.27,1,0,11.02,NATIONAL_CORPORATE_TAX_ADMIN,2024-02-19
2021,GR,K,LARGE,27.06,17.08,19601527713.47,3347940933.46,6284378623.49,471619610.24,1,0,1,1,31338139.28,0,0,3.63,OECD_CBC_SUMMARY,2024-02-05
2022,MT,P,MEDIUM,9.26,8.37,19668054669.3,1646216175.82,7408820487.66,166250878.18,1,0,0,1,77925.28,0,0,10.9,EU_TAX_OBSERVATORY,2024-04-16
2023,ES,U,SMALL,27.9,26.05,19728768091.54,5139344087.85,3613410066.26,498591626.14,0,1,1,0,-61630781.16,1,0,8.38,ACADEMIC_TAXPANEL,2024-04-15
2024,CZ,E,MICRO,29.73,20.12,19798854752.83,3983529576.27,1953870214.8,437787929.17,1,1,0,1,-22442886.99,0,0,7.01,NATIONAL_CORPORATE_TAX_ADMIN,2025-11-22
2025,HU,J,LARGE,17.76,15.82,19897575657.17,3147796468.96,4210352127.52,669137403.57,0,1,1,0,-49248677.44,1,0,11.41,OECD_CBC_SUMMARY,2025-06-27
2026,NL,O,MEDIUM,19.94,16.4,19936275072.69,3269549111.92,1686013260.56,284573211.5,1,1,1,1,-32635089.26,1,0,0.6,EU_TAX_OBSERVATORY,2025-09-10
2010,SE,T,SMALL,10.52,6.33,20001187604.53,1266075175.37,7502128324.19,237969469.51,1,0,1,1,-37159059.35,0,0,3.83,ACADEMIC_TAXPANEL,2024-02-12
2011,DK,D,MICRO,21.24,12.25,20103386181.08,2462664807.18,5061425639.6,490770412.44,0,0,0,1,100921439.14,1,0,4.01,NATIONAL_CORPORATE_TAX_ADMIN,2025-09-21
2012,IE,I,LARGE,27.53,23.49,20164077948.92,4736541910.2,4976389567.4,675730278.96,0,0,1,1,6873578.87,1,0,2.67,OECD_CBC_SUMMARY,2025-08-09
2013,PL,N,MEDIUM,27.74,20.47,20267889374.11,4148836954.88,7339152043.34,332196211.26,0,0,1,1,104118314.43,0,1,3.42,EU_TAX_OBSERVATORY,2024-03-31
2014,AT,S,SMALL,28.71,26.21,20299678301.0,5320545682.69,8496018869.96,644536749.92,1,0,1,1,-68148331.54,1,0,11.52,ACADEMIC_TAXPANEL,2024-08-10
2015,EE,C,MICRO,25.04,17.27,20411814095.34,3525120294.27,7342404070.94,420302402.51,1,0,0,1,-72727509.43,1,0,7.73,NATIONAL_CORPORATE_TAX_ADMIN,2024-05-12
2016,IT,H,LARGE,12.6,9.32,20505383791.31,1911101769.35,2687347062.73,305950113.67,1,0,1,1,-4640501.45,1,0,4.31,OECD_CBC_SUMMARY,2024-01-21
2017,PT,M,MEDIUM,22.1,14.49,20544080935.08,2976837327.49,1041466469.88,192408800.84,0,0,1,0,14517427.52,1,0,0.83,EU_TAX_OBSERVATORY,2025-06-13
2018,BE,R,SMALL,21.45,18.97,20646304430.64,3916603950.49,8307160098.22,416154194.16,1,0,1,0,114143485.99,1,0,12.87,ACADEMIC_TAXPANEL,2025-04-26
2019,FI,B,MICRO,22.64,14.35,20717411069.33,2972948488.45,1257586867.92,126881546.27,1,0,1,0,-51090680.94,0,0,4.19,NATIONAL_CORPORATE_TAX_ADMIN,2024-10-22
2020,LV,G,LARGE,23.18,20.56,20769133815.18,4270133912.4,9053919880.54,850033186.31,0,1,1,1,-41281319.78,1,0,10.85,OECD_CBC_SUMMARY,2024-07-09
2021,RO,L,MEDIUM,27.57,17.4,20861500337.55,3629901058.73,2556025966.37,385548460.77,1,1,0,1,864972.27,0,0,0.69,EU_TAX_OBSERVATORY,2024-08-25
2022,BG,Q,SMALL,11.55,8.58,20956100915.18,1798033458.52,5062967027.5,124227151.16,1,1,1,1,108990154.79,1,0,6.13,ACADEMIC_TAXPANEL,2026-01-11
2023,FR,A,MICRO,9.07,7.43,21031464474.13,1562637810.43,1462106757.72,178907346.89,1,0,1,0,14895674.21,1,0,10.13,NATIONAL_CORPORATE_TAX_ADMIN,2025-01-27
2024,LT,F,LARGE,17.04,14.76,21066540397.53,3109421362.68,5569194405.21,106798841.06,1,1,0,0,-30874797.95,1,0,12.77,OECD_CBC_SUMMARY,2024-07-19
2025,SK,K,MEDIUM,27.7,19.8,21166217093.62,4190910984.54,6807265031.58,885541295.48,1,0,0,1,-49620687.71,1,1,11.24,EU_TAX_OBSERVATORY,2024-07-04
2026,HR,P,SMALL,33.41,25.05,21207159916.52,5312393559.09,5759864234.73,1145389777.64,1,0,1,1,-56093413.81,0,0,6.7,ACADEMIC_TAXPANEL,2025-08-25
2010,DE,U,MICRO,23.57,16.56,21306161757.2,3528300386.99,5017831509.46,411029931.3,1,0,1,0,-31313108.23,1,0,7.29,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-18
2011,LU,E,LARGE,12.2,8.57,21380720955.87,1832327785.92,9448967031.47,112770138.4,1,0,1,1,-35199970.16,0,0,9.38,OECD_CBC_SUMMARY,2024-05-25
2012,SI,J,MEDIUM,20.95,13.04,21463495875.34,2798839862.14,9514915365.8,211404387.05,0,0,1,0,-14253808.05,1,0,1.73,EU_TAX_OBSERVATORY,2025-08-20
2013,CY,O,SMALL,13.66,7.69,21533456840.49,1655922831.03,2785018713.36,165480808.69,0,0,1,1,-77037613.12,1,0,2.79,ACADEMIC_TAXPANEL,2025-09-21
2014,GR,T,MICRO,10.03,8.88,21602659387.91,1918316153.65,4991382221.74,104668545.62,0,1,1,1,91397141.9,1,0,9.04,NATIONAL_CORPORATE_TAX_ADMIN,2024-06-03
2015,MT,D,LARGE,27.32,18.53,21687239602.39,4018645498.32,1997540494.11,102759258.87,1,0,1,1,-6489960.35,1,0,0.31,OECD_CBC_SUMMARY,2026-01-22
2016,ES,I,MEDIUM,16.52,10.11,21724058286.43,2196302292.76,2492659936.32,358728524.43,1,0,1,1,-65119825.44,0,0,0.84,EU_TAX_OBSERVATORY,2025-02-14
2017,CZ,N,SMALL,12.06,10.66,21846000005.06,2328783600.54,7219056102.31,144287942.66,1,0,1,1,85159449.94,1,0,3.75,ACADEMIC_TAXPANEL,2024-06-09
2018,HU,S,MICRO,9.73,8.6,21878271225.29,1881531325.37,2290724197.52,403870129.71,1,0,1,1,-54426910.31,0,0,8.73,NATIONAL_CORPORATE_TAX_ADMIN,2025-10-20
2019,NL,C,LARGE,24.61,21.89,21975474399.25,4810431346.0,6109878431.72,109450531.35,0,1,0,1,63646776.72,1,0,2.13,OECD_CBC_SUMMARY,2024-03-18
2020,SE,H,MEDIUM,28.91,18.71,22044274052.55,4124483675.23,3946217923.75,810867640.5,0,0,1,0,-36569273.38,0,0,2.01,EU_TAX_OBSERVATORY,2025-01-08
2021,DK,M,SMALL,9.14,7.38,22114943572.27,1632082835.63,3701218334.36,279569238.23,1,1,1,1,8285030.92,1,0,2.63,ACADEMIC_TAXPANEL,2024-03-09
2022,IE,R,MICRO,18.2,12.62,22187145130.76,2800017715.5,6830853828.97,105025095.52,1,1,1,1,62532385.8,0,0,3.69,NATIONAL_CORPORATE_TAX_ADMIN,2025-05-10
2023,PL,B,LARGE,25.23,17.72,22279404887.74,3947910546.11,3242548275.37,667551483.67,1,0,0,1,85712305.37,0,0,9.74,OECD_CBC_SUMMARY,2024-02-14
2024,AT,G,MEDIUM,20.31,14.85,22350072090.46,3318985705.43,3697521918.0,517406987.49,0,1,1,1,-37322928.14,1,0,4.18,EU_TAX_OBSERVATORY,2024-04-16
