civ_ep_elections_election_year,civ_ep_elections_member_state_iso2,civ_ep_elections_constituency_code,civ_ep_elections_party_id,civ_ep_elections_party_group_eu_parl,civ_ep_elections_candidate_id_hash,civ_ep_elections_list_type_code,civ_ep_elections_votes_count,civ_ep_elections_vote_share_pct,civ_ep_elections_seats_won_count,civ_ep_elections_turnout_pct,civ_ep_elections_eligible_voters_count,civ_ep_elections_postal_vote_share_pct,civ_ep_elections_early_vote_flag,civ_ep_elections_gender_of_candidate,civ_ep_elections_age_of_candidate,civ_ep_elections_mep_term_start_date,civ_ep_elections_mep_term_end_date,civ_ep_elections_data_source,civ_ep_elections_data_extract_date
2004,SE,SE_EP_11,SE_P11,ECR,f8d23647899f2ec40d5013db,OPEN_LIST,201966,3.755,1,68.17,7889296,15.25,1,F,79,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-05-11
2009,CY,CY_EP_12,CY_P12,RENEW,77cf5530acb0548d2d16c81d,CLOSED_LIST,342439,10.463,5,40.87,8007812,3.95,1,X,77,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-01-19
2014,FR,FR_EP_01,FR_P13,EPP,0deb8c38d2dd7ef6e27514e0,MIXED,410727,12.241,3,41.29,8126382,13.1,0,M,79,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-03-20
2019,IT,IT_EP_02,IT_P14,NI,c594f32d43576c1b11486d00,STV,154956,6.561,3,28.92,8166838,24.3,0,F,81,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-04-14
2024,NL,NL_EP_03,NL_P15,ID,0106e405d43cc586238df959,PREFERENTIAL,949368,17.064,5,67.6,8230298,13.03,0,X,83,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-29
2004,SI,SI_EP_04,SI_P16,GREENS_EFA,3a2ef93535f17b99dc882b1a,OPEN_LIST,558207,16.221,7,42.02,8189469,2.4,0,M,83,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-04-01
2009,BG,BG_EP_05,BG_P17,S&D,6333327ec7b6d54b528e2ff4,CLOSED_LIST,1176787,16.512,4,85.22,8362941,12.51,0,F,82,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-10-26
2014,EE,EE_EP_06,EE_P18,OTHER,0b042cc38edc37f1eba77979,MIXED,537471,8.708,2,72.43,8521973,25.92,0,X,87,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-12-07
2019,HU,HU_EP_07,HU_P19,LEFT,13a9dce915324dfdca7c4413,STV,829226,11.508,2,83.65,8614413,43.44,0,M,86,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-04-02
2024,LU,LU_EP_08,LU_P20,ECR,9839e5e0ef73d9ae34ec4f68,PREFERENTIAL,713118,14.222,3,58.74,8536153,6.81,0,F,86,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-05-07
2004,RO,RO_EP_09,RO_P21,RENEW,4b3284617d1a9de45ba531b8,OPEN_LIST,312296,7.514,3,47.64,8724186,14.19,0,X,19,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-06-06
2009,AT,AT_EP_10,AT_P22,EPP,1651027941ded7456561766a,CLOSED_LIST,430918,13.935,3,35.41,8733195,3.71,1,M,19,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-08-31
2014,CZ,CZ_EP_11,CZ_P23,NI,b79ccede68eb6a7a256463e5,MIXED,468222,16.972,3,31.17,8850813,19.25,0,F,23,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-02-01
2019,DE,DE_EP_12,DE_P24,ID,337fdaa57c480b712ae0a939,STV,222743,3.879,1,63.17,9090486,41.44,0,X,21,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-06-25
2024,LV,LV_EP_01,LV_P25,GREENS_EFA,e38a469a8d308d8c18f39108,PREFERENTIAL,195898,3.889,1,55.5,9076481,7.59,0,M,25,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-06-23
2004,PL,PL_EP_02,PL_P26,S&D,537880db0f0ef5d66e14ccba,OPEN_LIST,135322,2.267,1,65.82,9068212,41.39,0,F,25,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2026-02-19
2009,ES,ES_EP_03,ES_P27,OTHER,5cb10193fa5f30a98e288b7e,CLOSED_LIST,718720,16.143,7,48.42,9194890,27.85,0,X,26,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-04
2014,HR,HR_EP_04,HR_P28,LEFT,85ec1a85b8b10b29abd246ad,MIXED,824039,15.815,3,55.18,9442984,34.69,0,M,25,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-08-20
2019,FI,FI_EP_05,FI_P01,ECR,9b092ebf982ce8ca2a8f05e3,STV,1154312,14.504,6,83.75,9503013,0.99,0,F,29,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2026-02-08
2024,IE,IE_EP_06,IE_P02,RENEW,931916d94002eea5bfc19ddd,PREFERENTIAL,188119,2.907,1,67.86,9536426,29.47,0,X,28,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-12-29
2004,MT,MT_EP_07,MT_P03,EPP,47f353442bed0eed7e65fce0,OPEN_LIST,22921,0.453,0,52.83,9582671,23.71,0,M,29,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-07-24
2009,SK,SK_EP_08,SK_P04,NI,36056689365bb65ff93529ba,CLOSED_LIST,734894,11.682,5,65.88,9549148,6.48,1,F,29,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-07-08
2014,BE,BE_EP_09,BE_P05,ID,a0cff0ec18972a02cc88a45e,MIXED,750628,14.086,2,55.23,9648605,5.51,0,X,33,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-04-30
2019,DK,DK_EP_10,DK_P06,GREENS_EFA,98ca9620e8c45e0a6db1c8e2,STV,748919,10.718,6,71.33,9796069,23.77,0,M,31,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-10-29
2024,GR,GR_EP_11,GR_P07,S&D,676bf9dd167b5454f20a583c,PREFERENTIAL,715497,15.699,1,45.57,10001312,4.27,0,F,34,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-10-25
2004,LT,LT_EP_12,LT_P08,OTHER,9b2229439ae403563992009b,OPEN_LIST,654927,9.106,5,71.59,10046418,29.51,0,X,33,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-11-26
2009,PT,PT_EP_01,PT_P09,LEFT,34a427b04ea850e770d695fc,CLOSED_LIST,549026,10.067,0,54.73,9964491,9.54,0,M,38,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-11-05
2014,SE,SE_EP_02,SE_P10,ECR,56c635c800018c3babcc2756,MIXED,694629,8.328,3,82.35,10128480,1.73,0,F,39,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-11-20
2019,CY,CY_EP_03,CY_P11,RENEW,504e3daef564e16d60d56754,STV,1250962,14.311,5,84.29,10370697,18.01,1,X,39,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-10-03
2024,FR,FR_EP_04,FR_P12,EPP,907af2bd48c7b87d43a57b05,PREFERENTIAL,197238,3.934,0,48.78,10278611,32.41,1,M,38,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-06-03
2004,IT,IT_EP_05,IT_P13,NI,c1882de05d92c86518e4247a,OPEN_LIST,59014,0.945,0,59.29,10528779,5.86,0,F,38,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-05-15
2009,NL,NL_EP_06,NL_P14,ID,2d36ab6b0aa3bab1694eba0a,CLOSED_LIST,171983,3.581,1,45.44,10568644,11.95,0,X,41,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-04-08
2014,SI,SI_EP_07,SI_P15,GREENS_EFA,2a4f04041021ee7915d52b15,MIXED,1056064,14.063,6,70.58,10639954,39.86,0,M,40,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-12-03
2019,BG,BG_EP_08,BG_P16,S&D,318de6d9fd551708354b0d1a,STV,1329666,14.637,5,84.72,10722975,20.8,0,F,44,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-12-22
2024,EE,EE_EP_09,EE_P17,OTHER,331471348d16ad2d125775db,PREFERENTIAL,1183434,13.086,1,83.44,10838262,25.47,0,X,43,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-09-19
2004,HU,HU_EP_10,HU_P18,LEFT,4eaa642343b03cbb40c60015,OPEN_LIST,547394,16.334,6,30.92,10838358,1.54,0,M,43,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-07-23
2009,LU,LU_EP_11,LU_P19,ECR,3a7385774ff2984b355e429a,CLOSED_LIST,533149,8.629,3,57.12,10817111,44.66,0,F,45,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-10-02
2014,RO,RO_EP_12,RO_P20,RENEW,6bf7382f0813906d1bce22cd,MIXED,160863,2.641,1,55.43,10987945,41.67,0,X,47,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-10-21
2019,AT,AT_EP_01,AT_P21,EPP,f3c47cec3f8ca69258600073,STV,632027,16.51,3,34.18,11199730,11.07,0,M,50,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-11-28
2024,CZ,CZ_EP_02,CZ_P22,NI,895adbfa637a3dd6fe80b2ce,PREFERENTIAL,1016006,14.537,6,62.24,11229179,34.64,0,F,48,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-10-09
2004,DE,DE_EP_03,DE_P23,ID,676f7061dc95438a795a7666,OPEN_LIST,1046986,12.732,3,73.05,11257255,0.1,0,X,49,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-11-12
2009,LV,LV_EP_04,LV_P24,GREENS_EFA,dfc2001c98e737ae9f065428,CLOSED_LIST,182417,4.978,1,32.48,11283142,28.81,0,M,53,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-09-07
2014,PL,PL_EP_05,PL_P25,S&D,36ff3c77e4e2466249a7bd57,MIXED,145021,3.424,0,37.2,11387128,8.6,0,F,50,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-06-17
2019,ES,ES_EP_06,ES_P26,OTHER,d40b098de908aaf4b1acb0c4,STV,257188,2.968,1,74.66,11607882,4.74,0,X,51,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-02-20
2024,HR,HR_EP_07,HR_P27,LEFT,1958396154b09dbf6add9140,PREFERENTIAL,145258,1.875,0,66.1,11719789,39.17,1,M,55,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2026-01-26
2004,FI,FI_EP_08,FI_P28,ECR,6fb1379e4dbd279983f9e2b4,OPEN_LIST,649321,8.462,2,65.5,11715605,27.55,1,F,55,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-07-08
2009,IE,IE_EP_09,IE_P01,RENEW,33265a1e232ba7079884e740,CLOSED_LIST,187701,3.431,0,46.68,11720921,13.41,0,X,56,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-12-15
2014,MT,MT_EP_10,MT_P02,EPP,e1ea93a742861c58a3c9916d,MIXED,794818,16.636,9,40.02,11938615,17.18,0,M,58,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2026-01-06
2019,SK,SK_EP_11,SK_P03,NI,b7dcb29aff5e1ce54decd91e,STV,509793,6.401,3,66.86,11911584,41.16,0,F,59,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-01-18
2024,BE,BE_EP_12,BE_P04,ID,171e06eeed3d9459b37a590b,PREFERENTIAL,377081,8.206,4,38.08,12066590,27.38,0,X,58,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-06-03
2004,DK,DK_EP_01,DK_P05,GREENS_EFA,b9f382371ee19208868d927c,OPEN_LIST,605736,7.437,4,67.64,12042127,1.54,0,M,60,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-09-05
2009,GR,GR_EP_02,GR_P06,S&D,77c3fcefa5dc1346ac3605d7,CLOSED_LIST,328927,6.69,3,39.96,12304802,26.94,0,F,61,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-10-02
2014,LT,LT_EP_03,LT_P07,OTHER,41fe91778e9889229ca6aa93,MIXED,280331,7.024,2,32.45,12299630,27.83,0,X,60,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-12-15
2019,PT,PT_EP_04,PT_P08,LEFT,11dcc5edcfad2ff6f16e4a70,STV,389538,6.239,1,50.79,12293571,15.2,0,M,65,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-02-05
2024,SE,SE_EP_05,SE_P09,ECR,b7f645fd19c8b9c04c475dd7,PREFERENTIAL,270675,2.676,0,81.4,12427811,7.96,0,F,64,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-07-01
2004,CY,CY_EP_06,CY_P10,RENEW,3e62ff5f55fa5836df8c02b9,OPEN_LIST,477255,11.591,2,33.04,12461569,27.94,1,X,67,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-05
2009,FR,FR_EP_07,FR_P11,EPP,ff265358bfb567dd0a64c291,CLOSED_LIST,323648,3.798,2,67.07,12706906,7.25,1,M,65,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-06-05
2014,IT,IT_EP_08,IT_P12,NI,9eef682d6c984e45aae2f41f,MIXED,375779,6.833,3,43.4,12671474,3.01,0,F,65,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-04-19
2019,NL,NL_EP_09,NL_P13,ID,75f611c1ba39ba5277ba0754,STV,314160,3.178,0,76.88,12858435,15.75,0,X,70,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-08
2024,SI,SI_EP_10,SI_P14,GREENS_EFA,ee03bcc73b7c839af044a2e7,PREFERENTIAL,659861,9.875,2,52.31,12774018,35.18,0,M,71,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-08-18
2004,BG,BG_EP_11,BG_P15,S&D,8b187e8f5ab0307f802ed7f8,OPEN_LIST,250869,5.612,1,34.29,13035993,42.28,0,F,72,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-07-02
2009,EE,EE_EP_12,EE_P16,OTHER,88ac05f57817b33039ce1cda,CLOSED_LIST,1436706,17.451,9,63.5,12964716,23.67,0,X,73,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-06
2014,HU,HU_EP_01,HU_P17,LEFT,0aca08b400032238cc794fdd,MIXED,1954854,17.795,1,82.94,13245040,18.65,0,M,73,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-05-04
2019,LU,LU_EP_02,LU_P18,ECR,98af7b5c1e2f9e389d348a5d,STV,45056,0.409,0,82.55,13333687,16.32,0,F,75,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-05-18
2024,RO,RO_EP_03,RO_P19,RENEW,c5116978caeb950ec494d713,PREFERENTIAL,1327333,17.694,3,56.28,13329429,35.37,0,X,72,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-01-20
2004,AT,AT_EP_04,AT_P20,EPP,2d78958f0cec0579dcb0b529,OPEN_LIST,1077869,10.985,6,72.87,13465075,3.57,0,M,75,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-12-19
2009,CZ,CZ_EP_05,CZ_P21,NI,020b100f1bf3ab2abbbbceec,CLOSED_LIST,1225559,11.005,6,83.06,13408108,11.79,0,F,74,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-08-04
2014,DE,DE_EP_06,DE_P22,ID,0f0b0c429d9d766c1da0b75e,MIXED,341901,4.876,1,51.33,13659121,41.88,0,X,77,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-13
2019,LV,LV_EP_07,LV_P23,GREENS_EFA,dd8375f61fd9c41260d7c28b,STV,983635,13.956,5,52.04,13543454,0.63,0,M,78,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2026-02-13
2024,PL,PL_EP_08,PL_P24,S&D,31f8fa8625f7280787713a78,PREFERENTIAL,718064,8.025,3,65.05,13755251,8.3,0,F,78,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-12-15
2004,ES,ES_EP_09,ES_P25,OTHER,34d8feab23104b65259e6ccd,OPEN_LIST,636498,9.708,3,47.29,13863683,25.72,0,X,79,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-02-09
2009,HR,HR_EP_10,HR_P26,LEFT,9e3eabd81cc6df3cf1a90468,CLOSED_LIST,380901,5.795,2,47.21,13923238,16.35,1,M,83,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-05-24
2014,FI,FI_EP_11,FI_P27,ECR,8ea1feb7ad07ce80a4125a7f,MIXED,260759,2.603,0,71.28,14053379,25.23,0,F,84,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-10-10
2019,IE,IE_EP_12,IE_P28,RENEW,8e8e053312d321240c4ee8ea,STV,152559,3.474,0,31.1,14121024,10.3,0,X,85,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-24
2024,MT,MT_EP_01,MT_P01,EPP,c035bcdf979f3a8113663570,PREFERENTIAL,160783,3.118,1,36.52,14121812,14.73,1,M,85,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-01-31
2004,SK,SK_EP_02,SK_P02,NI,d298cf309598aec1823bd42e,OPEN_LIST,853141,11.591,1,51.94,14171165,17.53,0,F,83,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-08-09
2009,BE,BE_EP_03,BE_P03,ID,9c89f6c195a6d48f0b103123,CLOSED_LIST,1107563,14.939,2,51.37,14432382,38.74,0,X,84,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-09-05
2014,DK,DK_EP_04,DK_P04,GREENS_EFA,ef6a7f9c8548da1cbd682041,MIXED,529476,5.151,0,71.25,14426827,36.45,0,M,85,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-12-16
2019,GR,GR_EP_05,GR_P05,S&D,3fb9d7aaedd58b78a8f429ff,STV,243651,4.335,0,38.56,14576014,28.07,0,F,20,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-05-08
2024,LT,LT_EP_06,LT_P06,OTHER,e351ab07c58355d88bae6fc6,PREFERENTIAL,419838,7.428,1,38.94,14514856,23.66,0,X,23,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-11-07
2004,PT,PT_EP_07,PT_P07,LEFT,8aa2a58b88ba06569bb5b4e3,OPEN_LIST,427377,8.911,1,32.45,14780228,42.83,0,M,22,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-12-30
2009,SE,SE_EP_08,SE_P08,ECR,604e39d4644edfe11feea3fd,CLOSED_LIST,543223,10.307,3,35.64,14788256,36.61,0,F,24,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-03-18
2014,CY,CY_EP_09,CY_P09,RENEW,6fb30578c575b5995de7f467,MIXED,1181981,10.251,1,77.21,14934247,14.27,0,X,23,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-02-15
2019,FR,FR_EP_10,FR_P10,EPP,2f6f63c7fa62f3e33d8372c4,STV,1466945,16.492,3,59.3,14999373,7.16,0,M,27,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-03-16
2024,IT,IT_EP_11,IT_P11,NI,928831b73b533c183c262426,PREFERENTIAL,239908,4.718,2,33.95,14976607,41.77,0,F,27,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-08-03
2004,NL,NL_EP_12,NL_P12,ID,538da6ffbe6b89d8c18dda95,OPEN_LIST,512725,9.493,1,36.04,14985640,18.73,0,X,25,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-06-28
2009,SI,SI_EP_01,SI_P13,GREENS_EFA,aba49d93556720ed2b789932,CLOSED_LIST,146708,1.388,0,70.06,15086130,33.59,1,M,26,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2026-02-23
2014,BG,BG_EP_02,BG_P14,S&D,67bfc1c75ae45ad13d19d24c,MIXED,1369888,10.826,1,83.18,15213114,36.73,0,F,29,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-10-15
2019,EE,EE_EP_03,EE_P15,OTHER,be0bd119eec310039048cced,STV,648458,12.753,3,33.25,15292925,0.08,0,X,32,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-11-06
2024,HU,HU_EP_04,HU_P16,LEFT,27a024b3f1b677216342d338,PREFERENTIAL,1282616,14.771,7,56.42,15390422,23.42,0,M,32,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-11-01
2004,LU,LU_EP_05,LU_P17,ECR,02736ece64660aa01a96d399,OPEN_LIST,1335694,13.613,2,63.07,15556632,3.88,1,F,30,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-11-17
2009,RO,RO_EP_06,RO_P18,RENEW,8716bd0fa08e1a5459155347,CLOSED_LIST,1029120,9.659,3,68.45,15565978,13.32,0,X,35,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-24
2014,AT,AT_EP_07,AT_P19,EPP,f684cae3c1df705236f9ac88,MIXED,275274,2.518,0,69.43,15742743,30.64,0,M,36,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-09-01
2019,CZ,CZ_EP_08,CZ_P20,NI,6303669ac2abe8f6ee6bbe57,STV,1729233,17.413,8,63.29,15690345,20.11,1,F,33,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-01-13
2024,DE,DE_EP_09,DE_P21,ID,71179e9fc5f49ef9d8bbb261,PREFERENTIAL,107337,1.788,0,37.55,15983270,6.01,0,X,36,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-11-07
2004,LV,LV_EP_10,LV_P22,GREENS_EFA,bdaf95e8c7371c319b9e86a6,OPEN_LIST,1648782,15.816,6,64.93,16055701,20.56,0,M,37,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-06-21
2009,PL,PL_EP_11,PL_P23,S&D,f10840ad5611a86d197db843,CLOSED_LIST,1775783,12.965,3,84.93,16126992,17.68,0,F,38,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-01-09
2014,ES,ES_EP_12,ES_P24,OTHER,332a18a58cbeb1ebfff8a115,MIXED,524810,8.646,4,37.88,16024490,26.39,1,X,39,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-29
2019,HR,HR_EP_01,HR_P25,LEFT,d47e82d840b8b16168a03fd6,STV,79821,0.646,0,76.14,16232925,10.38,0,M,40,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-03-03
2024,FI,FI_EP_02,FI_P26,ECR,54ac7a53f66b65eef20b2c76,PREFERENTIAL,1160434,9.365,1,76.62,16172478,12.04,1,F,42,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-05-11
2004,IE,IE_EP_03,IE_P27,RENEW,5e12ec9b565016b421dad3d1,OPEN_LIST,441320,9.546,3,28.28,16346734,22.2,0,X,42,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-12-24
2009,MT,MT_EP_04,MT_P28,EPP,d51be2aa738de5e0ba8514ad,CLOSED_LIST,356332,2.981,2,73.07,16360954,1.99,1,M,44,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-07-24
2014,SK,SK_EP_05,SK_P01,NI,88eb0256cb20f0f7281555b1,MIXED,833699,14.51,3,34.73,16543551,7.97,0,F,45,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-01-24
2019,BE,BE_EP_06,BE_P02,ID,906ac3d30ef22a6faa6382fc,STV,1249999,15.232,7,49.57,16555156,44.55,0,X,47,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-05
2024,DK,DK_EP_07,DK_P03,GREENS_EFA,8b031d881ac134b772a9f5ba,PREFERENTIAL,220723,3.971,0,33.5,16592366,14.74,0,M,44,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-11-14
2004,GR,GR_EP_08,GR_P04,S&D,b564e3bb84322e13edcb00f0,OPEN_LIST,1214078,17.084,7,42.38,16768323,5.51,0,F,46,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-08-08
2009,LT,LT_EP_09,LT_P05,OTHER,85768dc78b8fd81f6aed16ae,CLOSED_LIST,260994,2.05,0,74.84,17009107,10.77,0,X,46,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-10
2014,PT,PT_EP_10,PT_P06,LEFT,299e646345a1b5255a41ae4e,MIXED,724729,9.073,1,47.06,16972681,42.76,0,M,50,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-12-09
2019,SE,SE_EP_11,SE_P07,ECR,60aa666fbfdf19ba165c60c6,STV,1068238,8.976,2,69.81,17047719,43.27,0,F,50,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-10-24
2024,CY,CY_EP_12,CY_P08,RENEW,b68c89269958ea4ce011cb2e,PREFERENTIAL,74880,0.972,0,45.03,17102174,20.58,0,X,52,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-06-12
2004,FR,FR_EP_01,FR_P09,EPP,d39e5082514bef8ba82fc28a,OPEN_LIST,107487,0.997,0,62.24,17327044,17.64,1,M,51,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-12-02
2009,IT,IT_EP_02,IT_P10,NI,f784ee172f512f29f2bb85dd,CLOSED_LIST,1462653,13.563,5,62.39,17285071,42.85,0,F,52,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2026-01-18
2014,NL,NL_EP_03,NL_P11,ID,4d9cb8921446a86e691c2b3c,MIXED,1217328,9.192,0,75.88,17452265,6.27,0,X,55,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-07
2019,SI,SI_EP_04,SI_P12,GREENS_EFA,19744253fca066a0e10c8c52,STV,1129595,16.219,7,40.06,17385277,34.97,0,M,54,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-11-15
2024,BG,BG_EP_05,BG_P13,S&D,9420f8fc22d0605c30dfce64,PREFERENTIAL,346873,6.651,2,29.79,17506572,30.21,0,F,54,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-11-05
