demo_nativity_estimate_year,demo_nativity_puma_code,demo_nativity_nativity_category,demo_nativity_country_of_birth,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_english_proficiency_level,demo_nativity_primary_language,demo_nativity_secondary_language,demo_nativity_ancestry_first,demo_nativity_ancestry_second,demo_nativity_language_isolates_count,demo_nativity_foreign_language_speaker_count,demo_nativity_limited_english_households,demo_nativity_naturalization_rate_estimate,demo_nativity_visa_class_at_entry,demo_nativity_refugee_admission_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_cultural_linguistic_diversity_index
2025,11699,NATIVE,CUBA,1992,NONCITIZEN,VERY_WELL,KOREAN,TAGALOG,ENGLISH,OTHER,160,16138,2536,0.276,TEMP_WORK,1,1,1,0.6914
2024,11700,NATURALIZED_CITIZEN,DOMINICAN_REP,1980,NATURALIZED,NATIVE,ENGLISH,MANDARIN,OTHER,MEXICAN,110,16967,3128,0.648,NA,0,0,1,0.7158
2018,11701,NATURALIZED_CITIZEN,OTHER,2021,NONCITIZEN,VERY_WELL,MANDARIN,KOREAN,NIGERIAN,NIGERIAN,66,767,2423,0.315,OTHER,0,0,1,0.6137
2021,11702,NATURALIZED_CITIZEN,MEXICO,1992,NONCITIZEN,WELL,RUSSIAN,SPANISH,MEXICAN,OTHER,166,5958,3542,0.948,NA,0,0,1,0.23
2025,11703,NATIVE,DOMINICAN_REP,2014,NATURALIZED,NATIVE,FRENCH,OTHER,IRISH,NONE,147,383,4369,0.655,STUDENT,1,0,0,0.2835
2021,11704,NATIVE,PHILIPPINES,2012,BORN_US,NATIVE,HINDI,HINDI,IRISH,ITALIAN,167,18304,3908,0.908,EMPLOYMENT,1,1,1,0.9401
2019,11705,NATIVE,INDIA,2025,NATURALIZED,NOT_WELL,KOREAN,SPANISH,ENGLISH,ITALIAN,40,18740,3349,0.859,EMPLOYMENT,0,0,0,0.5409
2024,11706,NATIVE,EL_SALVADOR,2010,NONCITIZEN,NOT_AT_ALL,KOREAN,ENGLISH,MEXICAN,POLISH,117,1451,5281,0.712,NA,0,1,1,0.3275
2019,11707,FOREIGN_BORN,DOMINICAN_REP,1997,BORN_US,WELL,ARABIC,ARABIC,MEXICAN,ITALIAN,147,18579,1421,0.625,EMPLOYMENT,1,1,1,0.0219
2018,11708,NATURALIZED_CITIZEN,CHINA,1994,NATURALIZED,NOT_AT_ALL,SPANISH,HINDI,OTHER,POLISH,77,4096,1435,0.905,DIVERSITY,0,1,1,0.4038
2018,11709,FOREIGN_BORN,OTHER,2017,NATURALIZED,NATIVE,RUSSIAN,MANDARIN,CHINESE,GERMAN,141,17275,4775,0.555,DIVERSITY,0,0,0,0.0988
2017,11710,NATIVE,EL_SALVADOR,1994,BORN_US,WELL,FRENCH,NONE,ITALIAN,ITALIAN,60,1535,857,0.811,EMPLOYMENT,0,1,0,0.2047
2023,11711,FOREIGN_BORN,CUBA,2025,NATURALIZED,NOT_WELL,ARABIC,ARABIC,ENGLISH,ENGLISH,42,2812,2610,0.226,DIVERSITY,1,1,0,0.7133
2022,11712,FOREIGN_BORN,MEXICO,1987,BORN_US,NOT_AT_ALL,ARABIC,ARABIC,SCOTTISH,NIGERIAN,194,16111,4033,0.548,REFUGEE,0,1,1,0.0633
2020,11713,NATIVE,PHILIPPINES,2022,NATURALIZED,NOT_WELL,KOREAN,VIETNAMESE,IRISH,ITALIAN,121,1364,1119,0.506,TEMP_WORK,1,0,0,0.0081
2021,11714,NATURALIZED_CITIZEN,DOMINICAN_REP,2010,NONCITIZEN,WELL,HINDI,NONE,ITALIAN,OTHER,63,19037,2765,0.448,REFUGEE,0,1,0,0.5667
2022,11715,FOREIGN_BORN,EL_SALVADOR,1993,NATURALIZED,VERY_WELL,RUSSIAN,ENGLISH,ENGLISH,INDIAN,137,13522,2893,0.284,EMPLOYMENT,0,1,1,0.6106
2017,11716,NATIVE,DOMINICAN_REP,2000,NATURALIZED,WELL,FRENCH,ENGLISH,POLISH,POLISH,2,5647,3503,0.241,EMPLOYMENT,1,0,1,0.2049
2017,11717,FOREIGN_BORN,EL_SALVADOR,1986,NATURALIZED,WELL,RUSSIAN,KOREAN,MEXICAN,GERMAN,141,1747,3348,0.881,TEMP_WORK,0,1,0,0.9587
2021,11718,NATIVE,INDIA,2015,BORN_US,NOT_WELL,KOREAN,OTHER,MEXICAN,POLISH,123,13944,3296,0.568,EMPLOYMENT,1,0,1,0.8095
2023,11719,NATIVE,CUBA,2018,BORN_US,NOT_WELL,OTHER,KOREAN,NIGERIAN,OTHER,119,3715,1123,0.966,NA,0,0,0,0.2632
2017,11720,NATURALIZED_CITIZEN,OTHER,2005,NONCITIZEN,NOT_AT_ALL,TAGALOG,HINDI,MEXICAN,GERMAN,160,16711,4543,0.169,TEMP_WORK,0,1,1,0.9704
2017,11721,NATURALIZED_CITIZEN,VIETNAM,2015,BORN_US,VERY_WELL,RUSSIAN,OTHER,POLISH,ITALIAN,32,11285,5752,0.804,DIVERSITY,1,1,0,0.3814
2021,11722,NATURALIZED_CITIZEN,CANADA,1994,NATURALIZED,WELL,ENGLISH,SPANISH,IRISH,CHINESE,179,2998,2149,0.179,TEMP_WORK,1,0,1,0.0963
2024,11723,FOREIGN_BORN,PHILIPPINES,2015,NATURALIZED,VERY_WELL,MANDARIN,OTHER,ENGLISH,NIGERIAN,143,11085,5346,0.156,OTHER,0,1,0,0.5148
2020,11724,FOREIGN_BORN,CHINA,2021,NATURALIZED,VERY_WELL,HINDI,OTHER,MEXICAN,INDIAN,198,8731,488,0.372,EMPLOYMENT,1,0,1,0.858
2017,11725,NATIVE,CUBA,2005,NATURALIZED,NATIVE,HINDI,ENGLISH,ITALIAN,POLISH,83,8408,1960,0.906,FAMILY,0,0,0,0.2384
2019,11726,NATIVE,PHILIPPINES,2023,NATURALIZED,VERY_WELL,OTHER,VIETNAMESE,ENGLISH,ITALIAN,43,4094,4849,0.93,REFUGEE,1,0,1,0.6776
2020,11727,NATURALIZED_CITIZEN,PHILIPPINES,2012,BORN_US,VERY_WELL,TAGALOG,HINDI,INDIAN,GERMAN,93,7430,3774,0.325,REFUGEE,0,1,1,0.6476
2020,11728,FOREIGN_BORN,MEXICO,2011,NONCITIZEN,NOT_WELL,MANDARIN,ARABIC,INDIAN,NIGERIAN,59,11422,3200,0.591,STUDENT,0,1,0,0.4438
2022,11729,NATIVE,CUBA,1995,NONCITIZEN,VERY_WELL,MANDARIN,MANDARIN,MEXICAN,IRISH,187,773,3222,0.19,TEMP_WORK,1,0,0,0.47
2025,11730,NATIVE,CANADA,1980,NATURALIZED,NATIVE,SPANISH,HINDI,ITALIAN,OTHER,153,11595,4319,0.888,REFUGEE,1,0,0,0.5216
2018,11731,NATIVE,CANADA,1980,NONCITIZEN,WELL,KOREAN,ARABIC,ITALIAN,INDIAN,166,14097,3780,0.183,REFUGEE,1,0,0,0.088
2018,11732,NATIVE,DOMINICAN_REP,2024,BORN_US,VERY_WELL,MANDARIN,SPANISH,INDIAN,ENGLISH,51,1470,5052,0.24,NA,1,1,1,0.2758
2021,11733,NATURALIZED_CITIZEN,MEXICO,2000,BORN_US,NOT_AT_ALL,SPANISH,VIETNAMESE,INDIAN,OTHER,186,12473,3959,0.343,NA,0,0,0,0.168
2021,11734,FOREIGN_BORN,CHINA,1994,BORN_US,NOT_AT_ALL,HINDI,SPANISH,SCOTTISH,GERMAN,166,19640,5798,0.319,NA,0,0,0,0.3555
2019,11735,FOREIGN_BORN,MEXICO,2007,NATURALIZED,VERY_WELL,FRENCH,NONE,CHINESE,NONE,101,18377,2240,0.476,EMPLOYMENT,0,0,1,0.8387
2025,11736,NATIVE,INDIA,2014,NONCITIZEN,WELL,ARABIC,SPANISH,CHINESE,INDIAN,27,8231,5639,0.202,STUDENT,0,0,0,0.5346
2022,11737,NATIVE,CHINA,1985,NATURALIZED,NOT_AT_ALL,ENGLISH,MANDARIN,OTHER,OTHER,168,13862,3721,0.376,FAMILY,1,0,0,0.3817
2025,11738,NATURALIZED_CITIZEN,VIETNAM,1986,NONCITIZEN,NOT_AT_ALL,ARABIC,HINDI,SCOTTISH,IRISH,199,11919,3308,0.774,TEMP_WORK,0,1,1,0.8008
2023,11739,NATIVE,CUBA,2007,NATURALIZED,NOT_WELL,SPANISH,OTHER,MEXICAN,CHINESE,39,7265,2661,0.45,TEMP_WORK,0,1,0,0.549
2018,11740,FOREIGN_BORN,CUBA,1997,BORN_US,NOT_AT_ALL,FRENCH,TAGALOG,ENGLISH,INDIAN,3,11426,3468,0.848,FAMILY,1,0,1,0.2469
2017,11741,NATURALIZED_CITIZEN,DOMINICAN_REP,2016,NONCITIZEN,NOT_AT_ALL,KOREAN,FRENCH,ENGLISH,INDIAN,142,8552,4841,0.354,EMPLOYMENT,1,0,1,0.1927
2024,11742,NATURALIZED_CITIZEN,DOMINICAN_REP,2016,NONCITIZEN,VERY_WELL,MANDARIN,MANDARIN,MEXICAN,POLISH,148,12030,3787,0.496,EMPLOYMENT,0,0,0,0.9857
2020,11743,NATURALIZED_CITIZEN,DOMINICAN_REP,2010,NATURALIZED,VERY_WELL,RUSSIAN,ARABIC,IRISH,IRISH,78,10623,3931,0.446,FAMILY,1,0,1,0.0967
2023,11744,FOREIGN_BORN,EL_SALVADOR,1986,NATURALIZED,WELL,ENGLISH,SPANISH,GERMAN,MEXICAN,50,12839,4844,0.581,OTHER,1,1,1,0.9237
2020,11745,NATIVE,VIETNAM,2017,NONCITIZEN,WELL,ARABIC,KOREAN,IRISH,ENGLISH,59,17423,658,0.959,FAMILY,1,1,1,0.6887
2018,11746,NATURALIZED_CITIZEN,CUBA,2020,BORN_US,NOT_AT_ALL,MANDARIN,OTHER,IRISH,NONE,75,13005,221,0.195,EMPLOYMENT,0,1,1,0.2351
2023,11747,NATIVE,VIETNAM,2020,NATURALIZED,WELL,ARABIC,SPANISH,CHINESE,GERMAN,196,18240,1332,0.976,REFUGEE,1,0,0,0.4179
2023,11748,NATIVE,CHINA,2007,NONCITIZEN,WELL,RUSSIAN,NONE,INDIAN,NONE,66,15339,4401,0.284,NA,1,0,0,0.8363
2019,11749,NATURALIZED_CITIZEN,CUBA,2020,NONCITIZEN,NATIVE,FRENCH,HINDI,IRISH,NONE,198,18997,3110,0.255,FAMILY,0,0,0,0.4022
2019,11750,NATURALIZED_CITIZEN,CANADA,2017,NONCITIZEN,NOT_WELL,VIETNAMESE,ENGLISH,CHINESE,NONE,193,11086,4137,0.713,STUDENT,1,1,0,0.2985
2018,11751,NATURALIZED_CITIZEN,INDIA,1992,BORN_US,NOT_WELL,OTHER,ENGLISH,SCOTTISH,CHINESE,10,13918,1910,0.793,FAMILY,1,1,0,0.1766
2025,11752,NATIVE,CUBA,1991,BORN_US,NATIVE,SPANISH,VIETNAMESE,IRISH,NIGERIAN,33,12138,2811,0.459,DIVERSITY,1,1,0,0.0753
2019,11753,FOREIGN_BORN,PHILIPPINES,2005,NONCITIZEN,NATIVE,SPANISH,ARABIC,CHINESE,GERMAN,44,13142,5529,0.75,STUDENT,1,0,0,0.941
2020,11754,NATURALIZED_CITIZEN,PHILIPPINES,1994,NONCITIZEN,WELL,RUSSIAN,ARABIC,ENGLISH,INDIAN,148,15716,1050,0.475,REFUGEE,0,0,1,0.6659
2018,11755,FOREIGN_BORN,OTHER,1998,NATURALIZED,NOT_AT_ALL,KOREAN,HINDI,NIGERIAN,POLISH,130,12909,2651,0.733,FAMILY,0,1,1,0.2239
2023,11756,FOREIGN_BORN,MEXICO,2022,BORN_US,NATIVE,ENGLISH,OTHER,INDIAN,OTHER,181,4685,5424,0.813,OTHER,1,0,1,0.548
2023,11757,NATIVE,PHILIPPINES,2025,NATURALIZED,WELL,KOREAN,KOREAN,OTHER,GERMAN,41,6863,1023,0.707,EMPLOYMENT,1,1,0,0.8825
2017,11758,NATIVE,CUBA,2013,BORN_US,VERY_WELL,OTHER,FRENCH,MEXICAN,INDIAN,86,9706,5654,0.421,TEMP_WORK,1,0,0,0.5263
2019,11759,NATIVE,CHINA,2010,NONCITIZEN,NOT_WELL,KOREAN,VIETNAMESE,CHINESE,ENGLISH,49,9788,5288,0.165,STUDENT,1,1,1,0.2896
2025,11760,NATIVE,EL_SALVADOR,2024,NATURALIZED,NATIVE,HINDI,TAGALOG,INDIAN,MEXICAN,139,3669,4021,0.451,OTHER,1,0,0,0.2821
2017,11761,FOREIGN_BORN,EL_SALVADOR,1996,NONCITIZEN,NATIVE,OTHER,HINDI,NIGERIAN,INDIAN,185,6279,1194,0.372,EMPLOYMENT,1,1,1,0.0327
2023,11762,FOREIGN_BORN,EL_SALVADOR,2014,NATURALIZED,NATIVE,ARABIC,TAGALOG,INDIAN,POLISH,32,7725,1395,0.822,TEMP_WORK,1,0,1,0.022
2025,11763,NATURALIZED_CITIZEN,VIETNAM,1996,BORN_US,NOT_WELL,TAGALOG,KOREAN,SCOTTISH,OTHER,131,3613,584,0.836,DIVERSITY,0,0,1,0.4512
2024,11764,NATIVE,CANADA,2012,NONCITIZEN,NATIVE,OTHER,SPANISH,SCOTTISH,INDIAN,197,13691,121,0.372,FAMILY,0,0,0,0.4642
2017,11765,NATIVE,EL_SALVADOR,2013,BORN_US,WELL,MANDARIN,VIETNAMESE,ITALIAN,CHINESE,112,7996,3601,0.541,NA,1,1,1,0.7174
2021,11766,FOREIGN_BORN,PHILIPPINES,1997,NATURALIZED,NOT_WELL,OTHER,FRENCH,ENGLISH,IRISH,159,2499,3013,0.417,FAMILY,1,1,0,0.9798
2019,11767,NATIVE,PHILIPPINES,2013,BORN_US,NOT_WELL,ENGLISH,ENGLISH,IRISH,IRISH,0,7428,5570,0.953,STUDENT,1,0,0,0.1054
2022,11768,NATIVE,CANADA,2013,BORN_US,NOT_AT_ALL,KOREAN,FRENCH,ENGLISH,GERMAN,101,19210,756,0.632,NA,0,1,1,0.0021
2018,11769,NATURALIZED_CITIZEN,CUBA,2004,BORN_US,NATIVE,ENGLISH,ARABIC,CHINESE,GERMAN,170,44,1767,0.862,REFUGEE,0,1,0,0.0633
2024,11770,NATURALIZED_CITIZEN,INDIA,1985,NATURALIZED,WELL,RUSSIAN,MANDARIN,CHINESE,INDIAN,185,1262,3226,0.574,OTHER,0,0,1,0.3771
2021,11771,FOREIGN_BORN,VIETNAM,2021,NONCITIZEN,NATIVE,RUSSIAN,NONE,NIGERIAN,OTHER,4,15019,113,0.304,TEMP_WORK,0,1,1,0.8016
2023,11772,FOREIGN_BORN,INDIA,1983,NATURALIZED,WELL,TAGALOG,MANDARIN,SCOTTISH,CHINESE,162,5207,3038,0.392,EMPLOYMENT,0,1,1,0.2454
2024,11773,NATIVE,KOREA,2017,NATURALIZED,VERY_WELL,TAGALOG,ENGLISH,SCOTTISH,NONE,183,17331,4824,0.578,EMPLOYMENT,0,0,1,0.1411
2019,11774,NATURALIZED_CITIZEN,DOMINICAN_REP,2001,NONCITIZEN,NATIVE,HINDI,NONE,ENGLISH,NIGERIAN,147,12110,142,0.484,EMPLOYMENT,0,1,1,0.0082
2017,11775,NATURALIZED_CITIZEN,EL_SALVADOR,1999,BORN_US,NOT_WELL,ARABIC,KOREAN,GERMAN,POLISH,157,16259,1717,0.815,DIVERSITY,1,1,1,0.5946
2024,11776,NATIVE,OTHER,2004,BORN_US,NOT_AT_ALL,HINDI,HINDI,CHINESE,CHINESE,128,9677,456,0.175,REFUGEE,0,1,0,0.4948
2019,11777,NATURALIZED_CITIZEN,EL_SALVADOR,1989,BORN_US,NATIVE,SPANISH,TAGALOG,NIGERIAN,OTHER,111,1721,882,0.313,OTHER,1,0,1,0.6839
2024,11778,NATURALIZED_CITIZEN,CANADA,1996,BORN_US,NOT_WELL,VIETNAMESE,NONE,NIGERIAN,OTHER,178,18871,5632,0.932,NA,1,1,0,0.652
2025,11779,FOREIGN_BORN,INDIA,1995,BORN_US,NOT_WELL,RUSSIAN,MANDARIN,MEXICAN,ITALIAN,61,1612,1403,0.668,REFUGEE,1,0,0,0.6666
2023,11780,NATURALIZED_CITIZEN,MEXICO,2014,NONCITIZEN,NOT_AT_ALL,HINDI,ENGLISH,ENGLISH,OTHER,99,3262,5003,0.803,EMPLOYMENT,1,1,0,0.6492
2021,11781,FOREIGN_BORN,EL_SALVADOR,1980,NATURALIZED,VERY_WELL,FRENCH,ENGLISH,MEXICAN,IRISH,181,18469,3757,0.975,EMPLOYMENT,1,1,0,0.1935
2021,11782,NATIVE,KOREA,1999,NATURALIZED,VERY_WELL,MANDARIN,OTHER,CHINESE,GERMAN,49,13857,2246,0.741,TEMP_WORK,0,1,1,0.4202
2018,11783,FOREIGN_BORN,EL_SALVADOR,2008,BORN_US,NOT_WELL,OTHER,ENGLISH,INDIAN,NONE,57,13670,5521,0.116,FAMILY,1,0,1,0.1989
2024,11784,NATURALIZED_CITIZEN,DOMINICAN_REP,1994,BORN_US,VERY_WELL,SPANISH,FRENCH,IRISH,OTHER,142,6948,3873,0.341,STUDENT,0,1,0,0.8889
2020,11785,NATIVE,VIETNAM,1997,NONCITIZEN,NATIVE,MANDARIN,ARABIC,ITALIAN,ENGLISH,65,11669,3953,0.712,REFUGEE,0,1,1,0.5843
2018,11786,NATURALIZED_CITIZEN,PHILIPPINES,2007,NONCITIZEN,WELL,OTHER,TAGALOG,IRISH,GERMAN,8,1667,1040,0.862,REFUGEE,1,0,0,0.782
2021,11787,NATURALIZED_CITIZEN,OTHER,1995,BORN_US,VERY_WELL,FRENCH,SPANISH,ITALIAN,IRISH,167,4525,35,0.93,DIVERSITY,1,0,1,0.2736
2018,11788,FOREIGN_BORN,OTHER,1995,NATURALIZED,WELL,MANDARIN,ARABIC,MEXICAN,OTHER,31,4094,4708,0.15,NA,0,0,1,0.8274
2024,11789,NATIVE,EL_SALVADOR,1990,NONCITIZEN,WELL,KOREAN,ENGLISH,SCOTTISH,INDIAN,4,6498,441,0.146,EMPLOYMENT,0,0,1,0.1476
2024,11790,FOREIGN_BORN,EL_SALVADOR,1994,BORN_US,NOT_WELL,HINDI,ENGLISH,OTHER,GERMAN,162,16688,1259,0.66,DIVERSITY,1,0,0,0.0031
2024,11791,FOREIGN_BORN,OTHER,2000,BORN_US,VERY_WELL,OTHER,NONE,INDIAN,INDIAN,46,15929,821,0.686,DIVERSITY,1,1,0,0.9844
2023,11792,NATURALIZED_CITIZEN,VIETNAM,2025,BORN_US,WELL,FRENCH,ENGLISH,MEXICAN,NONE,135,13005,4225,0.491,FAMILY,0,0,1,0.0395
2020,11793,FOREIGN_BORN,CHINA,2010,BORN_US,VERY_WELL,TAGALOG,NONE,INDIAN,NONE,194,3868,426,0.935,FAMILY,0,0,0,0.2906
2023,11794,FOREIGN_BORN,CHINA,2016,BORN_US,NOT_WELL,RUSSIAN,ARABIC,IRISH,IRISH,123,2710,2466,0.88,REFUGEE,0,1,1,0.2367
2023,11795,NATIVE,EL_SALVADOR,2011,NATURALIZED,NATIVE,ARABIC,OTHER,POLISH,INDIAN,194,18762,4234,0.464,TEMP_WORK,0,1,0,0.2604
2017,11796,NATURALIZED_CITIZEN,EL_SALVADOR,1993,BORN_US,NOT_WELL,ARABIC,TAGALOG,OTHER,ITALIAN,66,18271,4832,0.591,FAMILY,0,1,1,0.2227
2023,11797,NATIVE,CUBA,2017,NATURALIZED,WELL,ARABIC,ARABIC,CHINESE,IRISH,96,12002,538,0.822,DIVERSITY,0,0,0,0.122
2018,11798,FOREIGN_BORN,CANADA,1998,BORN_US,NOT_WELL,ARABIC,ENGLISH,IRISH,NONE,18,15338,809,0.633,FAMILY,1,1,1,0.7726
2023,11799,NATURALIZED_CITIZEN,KOREA,2002,NATURALIZED,VERY_WELL,FRENCH,OTHER,POLISH,INDIAN,175,11642,2158,0.272,FAMILY,0,1,1,0.7539
2025,11800,FOREIGN_BORN,CUBA,2016,NONCITIZEN,NATIVE,VIETNAMESE,HINDI,GERMAN,ENGLISH,93,6860,2484,0.351,TEMP_WORK,1,1,1,0.7197
2020,11801,FOREIGN_BORN,CHINA,1993,BORN_US,NATIVE,RUSSIAN,KOREAN,IRISH,IRISH,170,5446,4932,0.322,OTHER,1,1,1,0.6521
2024,11802,NATIVE,MEXICO,1985,NONCITIZEN,NATIVE,SPANISH,TAGALOG,INDIAN,ITALIAN,78,11900,4976,0.485,TEMP_WORK,1,1,0,0.4895
2022,11803,NATURALIZED_CITIZEN,EL_SALVADOR,1991,NONCITIZEN,NATIVE,HINDI,VIETNAMESE,CHINESE,IRISH,185,6386,4708,0.728,NA,0,0,0,0.5844
2019,11804,NATURALIZED_CITIZEN,VIETNAM,2011,NONCITIZEN,NATIVE,MANDARIN,SPANISH,MEXICAN,CHINESE,199,19472,1462,0.514,STUDENT,1,1,1,0.0308
2023,11805,FOREIGN_BORN,DOMINICAN_REP,1985,NATURALIZED,NOT_AT_ALL,OTHER,FRENCH,OTHER,NIGERIAN,131,15964,5509,0.936,TEMP_WORK,0,0,0,0.4777
2022,11806,NATIVE,VIETNAM,2018,BORN_US,NOT_WELL,SPANISH,SPANISH,NIGERIAN,MEXICAN,66,16330,607,0.89,OTHER,1,1,1,0.8525
2025,11807,FOREIGN_BORN,CANADA,1986,NONCITIZEN,VERY_WELL,FRENCH,KOREAN,ENGLISH,POLISH,92,10502,1584,0.696,DIVERSITY,0,0,0,0.211
2019,11808,NATIVE,PHILIPPINES,1999,NATURALIZED,NATIVE,TAGALOG,FRENCH,ITALIAN,OTHER,21,2486,3570,0.14,EMPLOYMENT,0,0,0,0.7079
2018,11809,FOREIGN_BORN,CHINA,1996,BORN_US,WELL,ARABIC,VIETNAMESE,ENGLISH,GERMAN,106,835,1301,0.376,EMPLOYMENT,1,0,0,0.0951
2022,11810,FOREIGN_BORN,CUBA,2012,NONCITIZEN,NOT_AT_ALL,TAGALOG,FRENCH,POLISH,NIGERIAN,6,7860,3861,0.825,DIVERSITY,1,0,0,0.0773
2025,11811,NATURALIZED_CITIZEN,CHINA,2024,BORN_US,NATIVE,FRENCH,TAGALOG,OTHER,INDIAN,105,16935,2770,0.25,REFUGEE,1,0,0,0.739
2021,11812,NATIVE,CUBA,2013,BORN_US,NOT_WELL,ENGLISH,NONE,SCOTTISH,MEXICAN,11,10299,1812,0.884,REFUGEE,1,0,0,0.3077
2022,11813,NATURALIZED_CITIZEN,CANADA,2023,BORN_US,WELL,ARABIC,HINDI,GERMAN,IRISH,63,19769,2590,0.678,NA,1,1,0,0.3331
2018,11814,NATURALIZED_CITIZEN,PHILIPPINES,1992,NONCITIZEN,NATIVE,ENGLISH,ARABIC,ITALIAN,NONE,130,5778,2054,0.694,EMPLOYMENT,1,0,0,0.5519
2021,11815,NATURALIZED_CITIZEN,CHINA,2016,NONCITIZEN,WELL,FRENCH,VIETNAMESE,SCOTTISH,NIGERIAN,12,2821,2587,0.228,NA,0,1,1,0.7768
2020,11816,FOREIGN_BORN,INDIA,2016,NATURALIZED,NOT_WELL,VIETNAMESE,ARABIC,NIGERIAN,NIGERIAN,95,7032,3056,0.647,NA,1,1,1,0.9404
2025,11817,NATURALIZED_CITIZEN,VIETNAM,1982,NONCITIZEN,NOT_AT_ALL,TAGALOG,NONE,INDIAN,OTHER,8,15456,4592,0.85,STUDENT,1,1,0,0.2561
2020,11818,NATURALIZED_CITIZEN,CHINA,1983,NATURALIZED,NATIVE,HINDI,SPANISH,INDIAN,NONE,157,12107,376,0.49,NA,0,0,0,0.5118
2024,11819,FOREIGN_BORN,CUBA,1992,NATURALIZED,NATIVE,MANDARIN,HINDI,INDIAN,POLISH,61,13821,3267,0.133,OTHER,1,0,1,0.4771
2024,11820,FOREIGN_BORN,DOMINICAN_REP,1989,BORN_US,VERY_WELL,HINDI,ARABIC,SCOTTISH,ENGLISH,170,14002,1146,0.553,REFUGEE,0,1,0,0.3152
2025,11821,FOREIGN_BORN,INDIA,2000,NATURALIZED,NOT_WELL,FRENCH,FRENCH,ITALIAN,POLISH,69,3661,4338,0.76,STUDENT,1,0,0,0.7836
2018,11822,NATURALIZED_CITIZEN,VIETNAM,1994,BORN_US,VERY_WELL,OTHER,ARABIC,GERMAN,ITALIAN,11,2937,5510,0.499,TEMP_WORK,0,0,0,0.428
2025,11823,NATIVE,VIETNAM,1998,NONCITIZEN,NOT_AT_ALL,TAGALOG,SPANISH,OTHER,OTHER,86,5328,1974,0.414,OTHER,0,0,1,0.4468
2022,11824,FOREIGN_BORN,CUBA,2001,BORN_US,VERY_WELL,ENGLISH,FRENCH,MEXICAN,NIGERIAN,56,19235,1605,0.816,FAMILY,1,0,0,0.0284
2023,11825,NATIVE,CUBA,1987,NATURALIZED,VERY_WELL,FRENCH,OTHER,MEXICAN,CHINESE,174,18963,2476,0.305,NA,0,1,1,0.5182
2020,11826,FOREIGN_BORN,VIETNAM,2025,NATURALIZED,NATIVE,MANDARIN,MANDARIN,MEXICAN,GERMAN,143,17991,1453,0.149,STUDENT,0,0,1,0.8452
2019,11827,NATURALIZED_CITIZEN,VIETNAM,1982,NONCITIZEN,WELL,ENGLISH,MANDARIN,MEXICAN,CHINESE,84,361,4335,0.924,OTHER,0,0,1,0.2904
2022,11828,NATURALIZED_CITIZEN,CANADA,1997,BORN_US,VERY_WELL,MANDARIN,TAGALOG,POLISH,NONE,57,5029,2079,0.551,FAMILY,0,0,0,0.9471
2017,11829,FOREIGN_BORN,KOREA,1981,NATURALIZED,NATIVE,ARABIC,KOREAN,INDIAN,MEXICAN,141,12956,918,0.287,STUDENT,1,0,0,0.5497
2024,11830,FOREIGN_BORN,PHILIPPINES,2012,NATURALIZED,WELL,RUSSIAN,KOREAN,ENGLISH,POLISH,133,6958,1630,0.947,EMPLOYMENT,0,1,1,0.4563
2025,11831,FOREIGN_BORN,OTHER,2018,NONCITIZEN,VERY_WELL,FRENCH,OTHER,ITALIAN,IRISH,199,15518,5359,0.942,NA,1,0,1,0.5066
2019,11832,FOREIGN_BORN,CANADA,1980,NONCITIZEN,VERY_WELL,KOREAN,HINDI,MEXICAN,IRISH,192,18249,5461,0.824,NA,1,1,1,0.3143
2018,11833,FOREIGN_BORN,CUBA,1980,BORN_US,VERY_WELL,MANDARIN,VIETNAMESE,POLISH,ITALIAN,83,235,1536,0.659,EMPLOYMENT,1,0,1,0.6951
2020,11834,NATURALIZED_CITIZEN,OTHER,1996,NONCITIZEN,NOT_WELL,FRENCH,KOREAN,CHINESE,OTHER,153,19522,334,0.693,TEMP_WORK,0,1,1,0.7877
2023,11835,NATURALIZED_CITIZEN,MEXICO,1992,NATURALIZED,VERY_WELL,OTHER,SPANISH,OTHER,GERMAN,7,1071,1037,0.774,OTHER,0,1,0,0.0238
2019,11836,FOREIGN_BORN,INDIA,2012,NONCITIZEN,VERY_WELL,RUSSIAN,TAGALOG,CHINESE,NONE,69,6024,1807,0.111,FAMILY,1,0,0,0.8473
2020,11837,FOREIGN_BORN,EL_SALVADOR,2006,BORN_US,NOT_WELL,OTHER,OTHER,OTHER,MEXICAN,133,7245,2494,0.475,NA,1,0,1,0.0279
2024,11838,FOREIGN_BORN,CUBA,2010,NONCITIZEN,NOT_WELL,OTHER,FRENCH,SCOTTISH,NIGERIAN,104,3085,5223,0.467,DIVERSITY,0,1,1,0.7379
2017,11839,NATURALIZED_CITIZEN,MEXICO,2011,NATURALIZED,NOT_AT_ALL,TAGALOG,HINDI,IRISH,CHINESE,154,6631,5168,0.564,EMPLOYMENT,0,0,0,0.6448
2018,11840,FOREIGN_BORN,DOMINICAN_REP,1985,BORN_US,NATIVE,OTHER,SPANISH,GERMAN,CHINESE,80,19474,2521,0.364,FAMILY,0,1,1,0.6612
