gov_gfs_reference_year,gov_gfs_country_iso2,gov_gfs_gov_subsector_code,gov_gfs_revenue_total_eur,gov_gfs_expenditure_total_eur,gov_gfs_compensation_employees_eur,gov_gfs_social_benefits_eur,gov_gfs_interest_payments_eur,gov_gfs_gross_fixed_capital_formation_eur,gov_gfs_taxes_on_production_imports_eur,gov_gfs_current_taxes_on_income_wealth_eur,gov_gfs_social_contributions_eur,gov_gfs_capital_taxes_eur,gov_gfs_property_income_eur,gov_gfs_subsidies_eur,gov_gfs_net_lending_borrowing_eur,gov_gfs_function_cofog_code,gov_gfs_eurostat_table_code,gov_gfs_revision_round,gov_gfs_data_extract_date
2011,PT,S1314_SOCIAL_SECURITY,1182192039905.29,1320139369424.18,387063438087.55,365101607405.46,40186342710.29,71274109384.51,370093866202.16,378974080260.57,322840531220.56,26496305543.51,53940781199.6,54579511550.09,-137947329518.89,GF06_HOUSING,gov_10a_exp,FIRST,2024-09-27
2012,SE,S1313_LOCAL,970636781292.69,1065041101043.71,310546059128.79,349043235323.28,67973975818.92,69731431669.57,309608747588.6,227056281183.03,129526605715.19,6522521487.15,14846604522.01,12768151368.53,-94404319751.02,GF07_HEALTH,gov_10a_rev,SECOND,2024-06-15
2013,CY,S1312_STATE,953701847888.41,961838143151.11,229460077405.42,422823545492.3,10995765261.01,86457430282.86,263399132223.77,251813633012.83,201790318811.77,19415627534.84,19326100540.71,23858563528.28,-8136295262.7,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-07-21
2014,FR,S1311_CENTRAL,1219721320636.27,1240542289855.36,336651987385.94,374927019769.39,53731138854.23,68694243730.14,389101090248.29,290352680450.64,182341349230.42,263998872.18,59868037976.91,34800870394.79,-20820969219.09,GF09_EDUCATION,gov_10a_main,FLASH,2024-09-06
2015,IT,S1314_SOCIAL_SECURITY,398132366361.86,391277592048.29,131143246960.71,115103150798.2,4960957307.8,23856114121.96,86708273558.0,98715671385.08,104518820632.33,5830134102.61,18175563763.43,17343880041.58,6854774313.57,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2024-07-22
2016,NL,S1313_LOCAL,1527964130701.63,1654194624388.16,312303510181.65,768179728741.95,115696301372.33,78640333112.87,402495612443.62,440904577106.53,206641335718.43,39817023186.26,116558453677.43,69924942435.53,-126230493686.54,GF01_GENERAL,gov_10a_rev,SECOND,2024-02-07
2017,SI,S1312_STATE,616582297673.38,575265977223.19,190677350488.06,203519708464.07,31653123036.0,45146632055.06,138943637843.62,156736616000.81,149770624780.65,4937262177.06,38255313398.3,16015479321.32,41316320450.19,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2024-04-02
2018,BG,S1311_CENTRAL,56201152510.82,53837082327.66,18913646754.79,16802993642.09,3552489714.03,3660760378.58,11431993929.94,16553033040.79,15678269282.76,1447670396.61,2198574331.23,3132211292.28,2364070183.16,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2025-04-05
2019,EE,S1314_SOCIAL_SECURITY,1376580076478.43,1404300504206.55,452322376741.64,635939234343.18,30541165421.02,56609773581.19,209977398268.0,349430117685.73,340249206145.03,30913549817.18,97156141972.5,29625256295.25,-27720427728.12,GF04_ECONOMIC,gov_10a_exp,FIRST,2024-03-29
2020,HU,S1313_LOCAL,455016677718.07,513031611598.7,101845902388.2,168276336210.88,8831837770.97,15961292853.7,86062623729.63,92649127121.6,87464599129.18,6844075789.95,25914918125.36,27416305064.53,-58014933880.63,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-04-13
2021,LU,S1312_STATE,214391115020.01,243005859239.25,67022695903.51,93285596783.16,3489026659.45,9860860792.64,32548971623.94,71078024647.25,23039895741.49,5204994948.88,11343393927.78,12379182023.25,-28614744219.24,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-10-17
2022,RO,S1311_CENTRAL,757417328851.35,862402490209.12,269710610008.77,264788102474.44,10484411179.92,28082448560.0,217331323444.5,186143747698.76,157345548301.65,13832676634.36,27352849502.16,44078533545.48,-104985161357.77,GF07_HEALTH,gov_10a_main,FLASH,2024-08-16
2023,AT,S1314_SOCIAL_SECURITY,929116757935.17,924382118023.1,349376863786.84,409373745553.59,23519746929.57,71213290288.46,187127468878.16,157717868274.89,181629121193.38,7269073765.01,19290567645.36,30773502401.45,4734639912.07,GF08_RECREATION,gov_10a_exp,FIRST,2025-02-10
2024,CZ,S1313_LOCAL,103933091116.61,98386681825.02,24276662094.3,21927971242.31,3868169194.93,4608741104.6,27672926665.77,20577867768.86,9793023822.04,29037570.67,4876577996.2,3581190820.58,5546409291.59,GF09_EDUCATION,gov_10a_rev,SECOND,2025-09-22
2025,DE,S1312_STATE,163824072736.87,199489534393.39,48819400559.88,58372440893.26,8424926294.91,8098929959.42,35563380311.31,53363113920.87,28293086315.46,4506687175.28,8659347799.01,3751748574.76,-35665461656.52,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2025-11-30
2026,LV,S1311_CENTRAL,717058528080.36,828280820450.95,237259308092.42,340564181917.15,26770814399.07,76027309125.85,109825366624.68,139905797328.55,109214465039.22,4820876608.5,7543553516.57,18295760764.0,-111222292370.59,GF01_GENERAL,gov_10a_main,FLASH,2024-06-25
2010,PL,S1314_SOCIAL_SECURITY,1155741131224.05,1110997808393.66,407218554344.44,486587396337.17,34510105281.95,48373624651.4,317458496384.56,301701237789.91,260145545046.69,2152276813.23,40834385133.88,31436506534.48,44743322830.39,GF02_DEFENCE,gov_10a_exp,FIRST,2024-12-16
2011,ES,S1313_LOCAL,1500040207980.38,1779730757220.45,289760744734.43,441042346704.02,77045955211.63,150345420424.16,341367877701.0,278592285222.29,384042160079.51,27807890086.75,17640326847.86,93062650763.36,-279690549240.07,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-12-13
2012,HR,S1312_STATE,1230863237512.99,1282449047520.81,463970680257.1,428465227429.79,34155556078.49,116888632320.76,274893866556.38,239267214162.79,235015499279.78,12850448003.58,91914260343.14,45517407966.26,-51585810007.82,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2025-04-02
2013,FI,S1311_CENTRAL,1404788883546.83,1588663409491.92,261891020774.7,749026502830.49,108107100627.75,135354791347.4,273070423116.66,359504692549.46,308049993451.57,29988884723.87,90584446042.06,40827895183.57,-183874525945.09,GF05_ENVIRONMENT,gov_10a_main,FLASH,2025-11-20
2014,IE,S1314_SOCIAL_SECURITY,414168162628.82,444062317200.86,85868228047.46,188193515782.98,8782536143.11,19899082394.1,98119836993.59,62488061729.4,80637162924.15,4868707922.87,13225366487.06,21026302491.88,-29894154572.04,GF06_HOUSING,gov_10a_exp,FIRST,2025-12-10
2015,MT,S1313_LOCAL,1521568927323.92,1420172795760.18,470604805986.59,442949783939.18,75042008525.82,135738999456.68,376277016984.27,250756589676.4,356283357129.85,3496545141.87,38692533927.1,23605928139.68,101396131563.74,GF07_HEALTH,gov_10a_rev,SECOND,2024-06-20
2016,SK,S1312_STATE,261373781908.95,275367589603.17,82832111885.14,73895304258.37,14270207889.97,19601651971.36,48235994407.15,62470278416.41,70478145287.68,3921873003.57,6486553840.38,12118103710.95,-13993807694.22,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-03-22
2017,BE,S1311_CENTRAL,1476032190906.72,1639971665311.6,405967077156.49,668400170800.82,112798355551.59,162254572316.83,445061565477.68,387842377728.3,155600367775.81,37354932303.36,64567097517.36,76054673426.89,-163939474404.88,GF09_EDUCATION,gov_10a_main,FLASH,2025-10-11
2018,DK,S1314_SOCIAL_SECURITY,253799903636.33,293608734515.2,58712173269.33,79097633167.73,16860702731.35,27585743546.83,73273797241.2,80788792936.15,60589773702.85,5751581881.5,14257645695.86,11822380389.99,-39808830878.87,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2025-02-05
2019,GR,S1313_LOCAL,617239157458.93,649170500080.82,171425232787.29,196026928482.15,44113608515.37,37459495083.16,92830430605.97,103380220385.51,161862464468.14,10311952131.4,40593437788.4,33270678553.89,-31931342621.89,GF01_GENERAL,gov_10a_rev,SECOND,2025-09-05
2020,LT,S1312_STATE,973357770676.3,1133409343111.84,292795812821.93,537815396426.7,75663703129.7,86045596592.29,193578757818.1,315223616084.66,215848287913.87,20421162004.26,17852192284.66,22359235653.66,-160051572435.54,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2026-01-21
2021,PT,S1311_CENTRAL,425034221291.4,391386724401.59,124266157465.67,167687341967.94,5509672356.49,22126245185.46,70870092200.52,101017514899.65,60572376298.03,68136877.12,16869896713.52,4533140758.35,33647496889.8,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-12-25
2022,SE,S1314_SOCIAL_SECURITY,1297082271870.96,1306488085250.74,439129364821.32,519002798095.2,48719587154.52,59410186956.68,358987910112.86,208546020773.82,349866986763.87,24730012198.21,96348376959.87,51105632604.89,-9405813379.78,GF04_ECONOMIC,gov_10a_exp,FIRST,2025-11-10
2023,CY,S1313_LOCAL,1492492151838.19,1640158762933.33,301812984390.89,716342086806.96,50435427352.72,59178822165.07,266221065889.85,386388373166.06,158113221656.13,27292590941.56,100964738739.86,19405399158.99,-147666611095.14,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-11-01
2024,FR,S1312_STATE,688880766463.4,737391799168.32,185724829150.23,272235357683.59,31385712400.18,33299519358.35,185213563005.0,99426331486.97,101931556514.69,19275728656.6,11551443045.89,33136033683.46,-48511032704.92,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-09-28
2025,IT,S1311_CENTRAL,1324402120721.5,1246540323557.93,486868362038.24,465650673323.32,40116747309.85,42153250852.98,397966503288.37,398233716428.62,249090584089.1,16987795546.95,38099137994.61,44045061304.73,77861797163.57,GF07_HEALTH,gov_10a_main,FLASH,2024-06-01
2026,NL,S1314_SOCIAL_SECURITY,1687388350591.5,1661288845014.62,619761008637.83,669620919161.34,72167144739.47,110248302752.89,380919988025.64,318800932349.03,271146055382.02,46499966343.7,50893615138.51,22776564915.78,26099505576.88,GF08_RECREATION,gov_10a_exp,FIRST,2025-03-07
2010,SI,S1313_LOCAL,679580316906.8,770087888057.07,190792293904.83,358232642304.9,30819337087.67,31957658988.83,135691874334.42,186427401712.54,124572794618.11,20069653109.58,46389517636.0,43213687609.79,-90507571150.27,GF09_EDUCATION,gov_10a_rev,SECOND,2024-03-06
2011,BG,S1312_STATE,1329023093009.27,1453319593033.89,273590961643.96,597723594276.72,81647945260.54,129502186396.08,331884857109.2,362848686143.56,308163882889.84,4193437571.9,93280847877.96,59438064195.84,-124296500024.62,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2024-02-07
2012,EE,S1311_CENTRAL,288527937158.45,278364769962.19,70605193308.12,99254110754.78,16058651167.17,12051731575.56,84820490024.94,89277158246.16,26674416126.31,8625068166.23,21158871691.31,5619654754.5,10163167196.26,GF01_GENERAL,gov_10a_main,FLASH,2024-04-20
2013,HU,S1314_SOCIAL_SECURITY,420958296280.39,445492265842.33,120361135529.5,210136269589.63,20254205284.5,25384685975.56,67628196382.57,92783511741.49,110707462736.5,107222372.74,13689540738.23,4620618363.21,-24533969561.94,GF02_DEFENCE,gov_10a_exp,FIRST,2024-08-27
2014,LU,S1313_LOCAL,214865670167.4,231215145917.79,69547382486.78,98553720349.03,6031762772.19,20074797403.66,41101533625.26,51913803397.19,23274968810.21,4090941473.07,16738452347.37,4923832466.51,-16349475750.38,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2025-01-06
2015,RO,S1312_STATE,1162506722389.22,1159874662912.86,263761120453.76,530439741647.75,41125894023.63,57180030938.17,267719457375.45,172839900652.64,143156076866.21,17147769621.35,50123754584.38,40370678963.24,2632059476.36,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2025-01-09
2016,AT,S1311_CENTRAL,284513111475.96,316103527225.31,84202876528.5,124819638220.54,8408138647.07,13862860362.75,58819460316.48,40810747078.63,45025705646.03,2581753164.08,17373529802.95,7901030326.68,-31590415749.35,GF05_ENVIRONMENT,gov_10a_main,FLASH,2026-01-31
2017,CZ,S1314_SOCIAL_SECURITY,1118222150063.78,1076880882073.83,400485688205.48,396121640289.1,15793835404.82,91355137467.84,202936169078.17,377376388233.83,138299480791.5,17711952636.11,86753109502.15,52095929635.34,41341267989.96,GF06_HOUSING,gov_10a_exp,FIRST,2026-01-16
2018,DE,S1313_LOCAL,794535607730.34,751121787990.96,211146212911.46,192076289129.54,33514456869.39,43801949342.55,156928858189.07,201512081443.81,180129048191.73,17828446501.85,38967396020.29,25592775330.99,43413819739.38,GF07_HEALTH,gov_10a_rev,SECOND,2025-07-01
2019,LV,S1312_STATE,762941085045.15,895416159318.26,224018058028.86,226130811058.66,36237391511.43,74364814590.19,140925834164.78,134473833722.2,170389935865.78,2068981446.16,18161300234.7,14036674461.72,-132475074273.11,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2024-03-24
2020,PL,S1311_CENTRAL,1351454620254.54,1471534003886.44,490843221708.73,587818985399.39,22272647326.87,141692896429.32,211988248111.9,329458821541.81,270045792721.67,4214626631.39,47316288982.33,44147961488.2,-120079383631.9,GF09_EDUCATION,gov_10a_main,FLASH,2025-10-28
2021,ES,S1314_SOCIAL_SECURITY,858313365574.23,953608134375.79,199891552751.6,314283387446.68,19865170724.29,79316179730.04,204545352651.94,152294966442.25,163593066189.75,19726612781.76,26559061906.1,13916516168.53,-95294768801.56,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2024-10-29
2022,HR,S1313_LOCAL,566823143091.68,623458441713.75,155305044156.79,228666012213.83,29967459485.39,59787222236.86,171370901123.75,148309519468.05,94814751131.48,1028597221.68,21715785376.59,28962431543.55,-56635298622.07,GF01_GENERAL,gov_10a_rev,SECOND,2024-03-19
2023,FI,S1312_STATE,654534084191.74,628107581876.64,187586969037.41,184273222415.58,9825113224.3,29639301802.39,183102616100.4,168703894842.62,144775197593.77,15706292116.46,18046784208.73,7218261340.54,26426502315.1,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2025-02-27
2024,IE,S1311_CENTRAL,44224217873.49,51321471757.4,10275928274.07,20246870542.32,2364327583.31,3283965462.39,13975746423.99,6263370469.94,11241043937.5,74811511.48,2767549541.32,1960429626.62,-7097253883.92,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-12-17
2025,MT,S1314_SOCIAL_SECURITY,123343155861.31,129275756850.98,38422494078.91,59710097654.3,7266104295.44,4080357200.44,32100368959.45,19522313666.49,24442627398.15,444591059.46,5231441462.86,7469602238.69,-5932600989.67,GF04_ECONOMIC,gov_10a_exp,FIRST,2025-01-21
2026,SK,S1313_LOCAL,1594277547675.78,1926110931000.86,457003231765.5,737359468314.17,108961650676.35,191375595805.71,241416132484.76,519218994496.95,411571124606.11,40255115036.6,44277150087.68,33117688178.39,-331833383325.08,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-12-16
2010,BE,S1312_STATE,628744555241.76,766193839334.72,134637319653.19,184273673604.73,14308960622.17,63124284556.69,164721592009.26,197363674571.0,55658134108.6,5491464902.28,45479388573.27,40195185036.73,-137449284092.96,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-10-16
2011,DK,S1311_CENTRAL,334063846427.38,403912765400.64,87113991808.44,135681613925.8,18497022001.59,15441506506.61,80890758943.05,77491276096.25,79704309497.84,1066687264.46,8805038959.84,21425657861.27,-69848918973.25,GF07_HEALTH,gov_10a_main,FLASH,2025-11-05
2012,GR,S1314_SOCIAL_SECURITY,667646896138.65,761394286727.42,157796213170.21,205310960713.65,22563104031.3,46490838780.77,179303745107.3,160180407024.66,78237304651.29,12651816340.94,9577608271.29,23245454985.08,-93747390588.77,GF08_RECREATION,gov_10a_exp,FIRST,2026-01-17
2013,LT,S1313_LOCAL,1188947205713.56,1423823716568.43,227173159760.43,509772781331.49,63020323583.57,112330563108.36,317166711783.61,322926967260.68,276244079294.02,1598679431.37,36062171849.44,75134266293.66,-234876510854.88,GF09_EDUCATION,gov_10a_rev,SECOND,2024-04-01
2014,PT,S1312_STATE,507126504453.1,477678025538.49,94867719575.52,176959715663.56,9327229905.14,43051530778.06,93588640273.91,117106743937.04,122331237028.39,10219481300.65,31470603547.14,12958235305.54,29448478914.6,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2024-04-05
2015,SE,S1311_CENTRAL,203577636120.26,198482494446.91,46575268719.49,86248782023.62,6780036833.9,6326669343.7,55288210225.52,58994605883.58,33245429496.6,2442429070.59,8460610893.64,4458575012.29,5095141673.35,GF01_GENERAL,gov_10a_main,FLASH,2024-08-27
2016,CY,S1314_SOCIAL_SECURITY,315690162579.9,330236037329.88,108242857638.27,154970562613.17,17764320424.96,31529418862.99,58425974744.4,105378337691.12,80743564986.52,4788049623.76,18875783520.12,13648101424.89,-14545874749.97,GF02_DEFENCE,gov_10a_exp,FIRST,2025-11-02
2017,FR,S1313_LOCAL,364509904507.82,380081908675.87,109749687804.86,169318694759.93,10017974634.51,16325756801.9,74531108881.93,105544325433.8,96820407817.88,380071409.22,28813951736.52,14200194255.61,-15572004168.04,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-12-10
2018,IT,S1312_STATE,331038033126.66,327617278923.18,114788850596.94,156023572449.85,6994968137.9,18221919234.04,97880816896.87,77458100902.07,33200055416.95,5339964585.05,24932192676.06,9573234411.63,3420754203.48,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2024-07-30
2019,NL,S1311_CENTRAL,927390387971.73,1044876550643.23,218987583456.15,367314708636.22,54072195630.79,40588228041.75,276239620854.56,231209172413.48,91586199328.38,10428401002.3,24706565389.99,21559885688.87,-117486162671.5,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-10-27
2020,SI,S1314_SOCIAL_SECURITY,500300971651.13,515837275786.28,126924195904.52,221317494686.29,18030058105.57,51197564543.46,124190798288.33,141751837286.67,134662339614.93,8272767370.38,19220441491.71,7867351642.04,-15536304135.16,GF06_HOUSING,gov_10a_exp,FIRST,2025-07-13
2021,BG,S1313_LOCAL,543030731659.04,557952054561.52,171567359064.88,180427408773.32,27387331267.21,26986544936.9,109485691898.15,121721526246.49,138038439565.56,15434684934.5,34020057212.37,25123599830.78,-14921322902.48,GF07_HEALTH,gov_10a_rev,SECOND,2025-09-28
2022,EE,S1312_STATE,1057223221450.2,1062068109130.98,391714711595.45,508940640984.39,68531595511.56,92016296898.09,286421748340.14,173652101732.79,127135897904.48,7839985420.01,38687514716.8,12478907632.33,-4844887680.78,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-05-10
2023,HU,S1311_CENTRAL,447132235811.67,486339507976.16,109216468157.26,137083393294.14,22680120704.34,15025335770.29,102261763681.73,116549232983.45,93531866257.68,10944013422.71,20580884459.24,19551316898.92,-39207272164.48,GF09_EDUCATION,gov_10a_main,FLASH,2024-09-16
2024,LU,S1314_SOCIAL_SECURITY,1276707451178.45,1440887507564.99,287639917265.38,616956784614.89,41913923562.13,120771359146.86,225023765725.9,274345185647.58,278760830059.36,3586188905.48,31816476412.56,51319753907.87,-164180056386.54,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2025-01-13
2025,RO,S1313_LOCAL,714007832359.97,858181433905.57,258530147541.86,232444324131.09,10912143624.33,46847154595.75,207745640597.42,175973734412.91,165814626760.02,11754147696.08,10283368555.06,21937506246.51,-144173601545.6,GF01_GENERAL,gov_10a_rev,SECOND,2024-10-06
2026,AT,S1312_STATE,451743872856.36,473749206183.16,103049266103.82,110746380013.33,29940936859.94,22126979661.53,85759710408.2,97955878557.79,126000939909.4,13156868500.53,12907552457.75,22699113136.85,-22005333326.81,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2025-09-27
2010,CZ,S1311_CENTRAL,1076318661594.63,1051338337415.7,341631720530.64,443734456683.3,41762821960.76,86689815686.68,273492924613.52,188843736616.86,95636518039.99,23348897087.17,20555846747.67,55434279612.2,24980324178.93,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2026-01-20
2011,DE,S1314_SOCIAL_SECURITY,245418722300.39,245259134555.77,59229002507.43,78016452555.18,13341608801.65,24007268712.83,45739855127.36,43608862509.73,61266951065.47,2146931788.77,3376126461.03,2605237849.54,159587744.62,GF04_ECONOMIC,gov_10a_exp,FIRST,2024-09-01
2012,LV,S1313_LOCAL,621473124786.08,747635125386.34,144121488879.02,342370690442.92,8800131544.95,27524264314.11,175730746548.44,186493302887.88,59306306302.84,8218321674.39,43761054148.31,25699133816.34,-126162000600.27,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-03-05
2013,PL,S1312_STATE,923076145106.66,1068196977895.8,258363534688.3,434264070016.98,20736362991.35,69353002939.54,219578627731.34,313608358719.23,211602424247.13,5828881854.31,28000693261.06,57575709151.99,-145120832789.14,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-05-29
2014,ES,S1311_CENTRAL,582075500019.14,637329432516.41,200951480710.78,203883319265.65,25737763681.85,36433975473.58,164016848480.84,190535723753.52,93685937744.8,8869620307.24,24539781743.91,22379364857.16,-55253932497.27,GF07_HEALTH,gov_10a_main,FLASH,2024-03-24
2015,HR,S1314_SOCIAL_SECURITY,1197704075737.29,1304523457469.42,357413200543.37,313395519396.36,63105487609.14,82286150621.97,237017464568.1,391931714645.17,110439604157.69,31940791324.79,88905041812.27,18111291411.12,-106819381732.13,GF08_RECREATION,gov_10a_exp,FIRST,2024-01-11
