qol_reg_reference_year,qol_reg_country_iso2,qol_reg_region_nuts_code,qol_reg_gdp_per_capita_pps,qol_reg_employment_rate_pct,qol_reg_r_and_d_intensity_pct_gdp,qol_reg_broadband_coverage_pct,qol_reg_accessibility_index,qol_reg_health_outcomes_index,qol_reg_education_attainment_index,qol_reg_poverty_rate_pct,qol_reg_income_inequality_gini,qol_reg_air_quality_index,qol_reg_green_space_access_pct,qol_reg_public_services_quality_score,qol_reg_institutional_quality_index,qol_reg_cohesion_funds_per_capita_eur,qol_reg_just_transition_exposure_index,qol_reg_data_source,qol_reg_data_extract_date
2015,HU,BE7,65.58,59.95,0.82,82.37,38.34,81.64,47.3,24.15,27.01,41.0,39.79,8.3,56.15,2213.53,23.2,NATIONAL_STAT_EXPORT,2025-01-04
2016,NL,LT7,152.39,77.13,3.76,87.05,36.78,82.13,66.66,8.21,28.11,51.32,72.29,9.14,100.0,1055.32,5.23,COHESION_POLICY_DASHBOARD,2024-06-13
2017,SE,DE63,173.35,71.05,0.97,94.79,52.06,74.28,61.53,19.77,30.14,42.17,81.17,5.22,57.86,317.22,37.4,JRC_COMPOSITE,2025-08-10
2018,DK,HR75,188.07,73.4,3.69,100.0,83.41,49.77,89.24,19.2,31.07,38.16,34.79,8.06,81.82,625.28,33.6,EUROSTAT_REGIO,2024-04-15
2019,IE,DE5,230.0,82.8,0.81,84.62,87.09,64.0,71.44,19.78,31.44,57.18,48.46,7.19,49.93,987.55,31.68,NATIONAL_STAT_EXPORT,2024-02-02
2020,PL,RO699,160.99,58.64,1.32,65.79,64.16,44.82,46.78,15.19,24.67,51.74,53.5,5.14,69.27,1323.64,27.41,COHESION_POLICY_DASHBOARD,2025-04-24
2021,AT,BE106,187.78,74.35,2.04,96.98,41.77,94.63,51.65,10.61,30.04,80.81,54.04,6.76,77.48,351.19,6.13,JRC_COMPOSITE,2024-09-21
2022,EE,CY80,155.92,67.74,1.57,91.84,54.14,82.29,79.94,12.9,38.59,56.58,65.87,6.88,68.37,1495.33,47.45,EUROSTAT_REGIO,2025-05-20
2023,IT,AT5,78.09,63.31,2.31,86.81,61.36,76.5,49.24,24.68,31.8,75.98,51.76,4.76,46.62,803.32,18.45,NATIONAL_STAT_EXPORT,2025-05-30
2024,PT,HU483,162.58,68.26,2.01,81.86,41.87,71.72,85.57,12.04,26.76,84.94,86.67,4.66,66.02,390.5,14.73,COHESION_POLICY_DASHBOARD,2024-11-03
2025,BE,SE14,208.42,69.08,1.99,100.0,57.61,78.71,71.54,20.88,38.62,77.45,60.46,8.1,74.53,339.14,37.04,JRC_COMPOSITE,2024-08-24
2006,FI,PT7,149.17,70.86,2.04,72.88,35.91,92.28,58.5,19.68,30.25,86.3,52.19,5.69,88.41,717.28,39.47,EUROSTAT_REGIO,2025-11-18
2007,LV,HR480,59.11,57.38,1.01,62.88,92.73,63.15,77.34,25.98,32.77,35.14,32.02,6.07,61.77,1766.28,39.28,NATIONAL_STAT_EXPORT,2024-05-31
2008,RO,IE964,131.56,70.62,0.3,67.61,45.58,56.01,85.02,15.0,35.26,87.26,77.82,5.21,48.6,1264.88,29.98,COHESION_POLICY_DASHBOARD,2025-06-26
2009,BG,NL82,82.56,62.03,2.39,73.47,93.51,80.83,64.52,19.7,28.27,38.38,41.54,6.56,63.21,238.81,34.29,JRC_COMPOSITE,2025-07-19
2010,FR,IE4,127.69,69.6,2.47,63.75,84.32,80.84,50.81,16.41,38.61,40.96,69.59,5.39,44.91,87.86,44.36,EUROSTAT_REGIO,2025-08-09
2011,LT,PT53,92.6,66.13,0.48,71.66,55.23,85.09,65.18,22.93,26.79,35.96,57.23,7.45,82.38,492.11,41.21,NATIONAL_STAT_EXPORT,2025-12-13
2012,SK,LU771,61.58,70.68,1.04,64.53,75.22,44.1,40.96,23.82,25.59,83.91,69.57,7.04,56.31,2060.22,20.7,COHESION_POLICY_DASHBOARD,2025-05-30
2013,HR,LU993,73.55,71.84,2.06,58.71,69.93,48.76,66.43,14.54,24.78,59.21,78.15,8.0,80.61,1508.25,4.89,JRC_COMPOSITE,2024-10-16
2014,DE,SE398,136.76,73.16,3.15,68.04,36.33,53.5,74.2,15.65,35.6,71.18,79.09,7.47,76.54,230.11,25.09,EUROSTAT_REGIO,2025-07-10
2015,LU,SI76,153.78,78.07,0.35,84.3,62.77,88.75,84.56,13.32,27.43,62.97,43.2,6.88,82.21,902.76,27.47,NATIONAL_STAT_EXPORT,2024-06-18
2016,SI,IE2,110.4,71.24,1.8,90.56,71.56,72.81,46.55,16.56,38.13,43.3,29.36,6.19,36.5,520.65,10.97,COHESION_POLICY_DASHBOARD,2024-04-28
2017,CY,EE13,127.61,75.91,1.17,87.0,48.36,52.76,58.72,25.79,36.07,81.04,76.58,5.06,34.26,551.82,11.68,JRC_COMPOSITE,2024-08-22
2018,GR,FR89,80.66,60.89,1.01,72.54,58.44,76.31,80.05,31.7,33.13,39.03,55.02,4.67,64.08,1756.13,15.58,EUROSTAT_REGIO,2025-01-30
2019,MT,DE9,168.52,75.16,0.99,79.82,79.5,52.09,64.62,15.85,25.71,68.7,42.87,7.14,81.99,1587.19,39.66,NATIONAL_STAT_EXPORT,2025-07-03
2020,ES,LV96,142.71,74.95,0.39,83.27,85.05,83.75,71.57,30.2,35.57,51.97,51.15,7.73,62.53,1090.88,37.74,COHESION_POLICY_DASHBOARD,2025-11-11
2021,CZ,PL334,164.29,55.72,0.93,70.3,36.24,65.04,85.57,24.66,29.32,77.28,52.64,6.44,41.35,1131.69,9.18,JRC_COMPOSITE,2026-02-20
2022,HU,EE9,77.57,66.68,2.55,65.7,54.81,82.89,91.81,17.13,27.19,40.39,80.57,7.48,68.89,1638.88,24.86,EUROSTAT_REGIO,2025-02-02
2023,NL,BE804,204.93,67.67,2.72,100.0,41.09,50.81,91.9,16.4,29.52,72.91,71.35,9.3,92.57,275.76,25.85,NATIONAL_STAT_EXPORT,2024-02-03
2024,SE,BG296,95.45,74.1,3.53,94.66,58.57,87.82,75.24,12.73,24.02,61.81,76.28,7.46,100.0,347.67,34.91,COHESION_POLICY_DASHBOARD,2024-02-26
2025,DK,CY239,135.34,82.86,1.91,100.0,54.98,74.76,68.81,9.3,25.22,81.5,45.24,7.71,58.64,1059.25,50.96,JRC_COMPOSITE,2026-01-13
2006,IE,ES66,115.79,76.72,0.86,80.56,51.1,49.61,40.42,13.54,37.51,45.09,71.37,5.24,38.94,106.91,16.97,EUROSTAT_REGIO,2025-06-03
2007,PL,MT8,94.45,75.03,2.43,64.04,76.92,60.1,59.99,25.47,29.42,85.51,32.58,5.8,66.28,1343.09,41.38,NATIONAL_STAT_EXPORT,2024-07-29
2008,AT,AT29,101.5,74.07,2.03,93.58,41.29,74.14,52.17,12.09,33.38,41.71,82.67,8.52,67.74,74.91,11.03,COHESION_POLICY_DASHBOARD,2024-04-23
2009,EE,LV540,65.68,58.43,2.35,76.05,62.19,46.55,75.99,19.54,29.91,33.81,39.26,6.91,56.4,600.14,29.44,JRC_COMPOSITE,2025-01-13
2010,IT,LU6,72.6,61.67,1.99,65.43,54.92,62.15,57.26,20.18,35.58,67.23,52.42,4.98,41.4,1824.32,31.32,EUROSTAT_REGIO,2024-02-06
2011,PT,LV636,159.32,57.02,1.1,66.79,37.24,49.73,49.7,30.33,26.98,59.5,28.19,6.07,65.27,1015.66,5.52,NATIONAL_STAT_EXPORT,2025-12-28
2012,BE,BG62,125.66,74.11,0.56,67.47,74.95,77.76,65.1,22.88,30.84,64.92,82.04,8.57,35.3,140.58,43.66,COHESION_POLICY_DASHBOARD,2024-07-10
2013,FI,SK7,106.17,75.39,2.52,67.97,58.09,64.89,77.21,14.77,33.81,74.93,91.56,5.46,87.12,337.99,48.53,JRC_COMPOSITE,2024-05-04
2014,LV,EE185,89.93,74.3,0.91,58.29,48.13,74.8,77.15,27.97,31.57,44.29,37.93,6.6,51.32,2105.71,19.14,EUROSTAT_REGIO,2026-02-02
2015,RO,PL329,122.23,75.53,1.28,82.2,63.96,62.71,48.61,30.19,38.44,53.33,79.97,5.74,35.16,1145.98,15.68,NATIONAL_STAT_EXPORT,2025-10-29
2016,BG,SE651,104.38,60.83,2.54,97.29,37.2,67.9,64.6,23.99,27.01,69.71,45.28,7.8,48.0,1969.9,37.78,COHESION_POLICY_DASHBOARD,2025-04-21
2017,FR,IE41,115.87,62.83,0.42,81.84,44.9,48.33,38.87,15.67,30.03,42.16,60.24,6.41,36.52,645.46,33.42,JRC_COMPOSITE,2024-02-19
2018,LT,GR651,151.21,74.9,2.32,81.77,46.36,71.74,63.01,11.53,33.6,60.88,42.69,5.73,78.82,171.27,23.5,EUROSTAT_REGIO,2025-04-10
2019,SK,AT638,75.7,59.37,1.4,74.32,85.68,81.24,40.34,32.01,33.02,66.38,29.13,5.26,43.32,1860.76,21.27,NATIONAL_STAT_EXPORT,2025-06-30
2020,HR,CZ11,101.57,65.97,1.74,83.18,66.54,61.34,41.74,12.53,36.25,82.01,65.77,7.33,73.45,1902.52,51.97,COHESION_POLICY_DASHBOARD,2025-07-17
2021,DE,PT383,206.77,83.72,2.62,77.72,61.04,92.08,80.84,19.73,24.75,50.12,82.48,5.73,57.53,75.07,24.53,JRC_COMPOSITE,2024-03-03
2022,LU,LT246,203.63,82.34,2.03,97.03,82.88,89.18,47.48,21.53,38.39,48.86,77.32,7.08,63.73,248.56,48.37,EUROSTAT_REGIO,2025-06-20
2023,SI,IE11,100.37,57.32,0.37,88.29,95.92,56.16,44.49,10.4,28.46,68.06,81.84,6.52,35.63,2106.74,50.18,NATIONAL_STAT_EXPORT,2024-12-12
2024,CY,LT3,81.79,72.63,2.45,72.87,64.76,80.6,85.38,15.66,33.57,45.6,64.94,7.76,73.15,1513.25,59.89,COHESION_POLICY_DASHBOARD,2024-12-26
2025,GR,BE627,122.15,63.08,1.89,76.98,47.32,62.33,59.86,22.8,30.67,52.85,61.25,8.04,81.89,1378.78,7.06,JRC_COMPOSITE,2024-05-26
2006,MT,IT855,70.44,72.12,2.48,58.23,64.34,60.25,49.11,16.64,27.44,58.34,66.64,7.26,46.69,386.2,22.31,EUROSTAT_REGIO,2025-10-01
2007,ES,FR77,128.74,66.49,1.29,85.15,48.88,50.86,80.69,10.74,31.18,59.18,38.7,6.69,61.31,1767.61,51.52,NATIONAL_STAT_EXPORT,2024-08-09
2008,CZ,DE7,70.45,66.31,1.24,74.21,83.49,43.02,58.71,19.89,25.94,40.42,81.41,7.29,72.13,1199.72,12.93,COHESION_POLICY_DASHBOARD,2024-09-09
2009,HU,GR48,129.42,55.25,1.53,83.2,85.09,62.75,63.92,16.32,26.3,59.73,46.03,7.01,75.08,1912.67,35.64,JRC_COMPOSITE,2024-05-11
2010,NL,HU12,147.25,73.15,3.38,67.72,77.31,64.38,90.03,10.17,35.95,77.53,81.45,6.12,68.4,407.11,4.05,EUROSTAT_REGIO,2025-06-01
2011,SE,SI9,144.29,71.14,4.28,66.32,53.88,72.66,48.73,21.64,34.18,55.83,46.73,7.2,59.75,460.49,25.56,NATIONAL_STAT_EXPORT,2025-07-04
2012,DK,LU61,135.54,83.94,0.91,94.16,56.4,91.52,39.72,17.2,32.56,45.37,77.29,5.39,89.45,342.73,35.57,COHESION_POLICY_DASHBOARD,2024-06-18
2013,IE,NL323,183.9,74.66,0.5,92.59,89.72,51.41,40.87,10.82,30.39,46.05,59.46,5.26,82.59,821.42,13.16,JRC_COMPOSITE,2025-04-30
2014,PL,BE82,148.45,62.67,1.59,80.51,89.62,61.78,57.6,22.22,29.71,87.34,30.26,7.58,33.6,328.81,42.38,EUROSTAT_REGIO,2024-02-02
2015,AT,IT3,164.58,66.78,1.25,78.39,94.36,81.17,44.57,21.61,29.87,84.74,56.84,5.05,41.13,756.87,44.81,NATIONAL_STAT_EXPORT,2025-04-02
2016,EE,FI692,113.87,57.26,2.29,98.64,60.18,69.6,62.13,22.85,37.56,79.62,38.93,6.97,33.1,638.54,41.78,COHESION_POLICY_DASHBOARD,2025-01-27
2017,IT,MT305,121.78,67.45,2.13,93.07,69.59,75.96,46.43,17.54,30.24,58.69,48.64,5.64,47.26,130.56,14.59,JRC_COMPOSITE,2024-07-26
2018,PT,IT858,154.4,67.47,1.39,86.61,79.62,43.62,64.97,19.53,34.78,64.56,46.47,5.94,44.68,1899.39,46.77,EUROSTAT_REGIO,2025-11-01
2019,BE,IE84,107.73,80.62,0.41,100.0,80.65,52.66,50.4,17.71,32.81,44.0,82.23,7.96,61.75,831.11,29.29,NATIONAL_STAT_EXPORT,2025-07-14
2020,FI,PL757,216.73,76.37,1.13,82.21,48.13,95.62,48.65,20.56,31.5,83.08,44.29,7.14,85.25,586.53,44.08,COHESION_POLICY_DASHBOARD,2024-05-20
2021,LV,ES9,69.17,60.79,2.39,78.8,49.32,71.36,54.64,27.36,26.05,69.26,49.95,5.42,49.41,1554.39,39.83,JRC_COMPOSITE,2025-02-02
2022,RO,DK81,61.82,64.87,1.51,96.79,80.27,56.57,52.89,12.88,38.63,48.1,62.0,6.3,44.38,966.8,63.16,EUROSTAT_REGIO,2025-03-02
2023,BG,CY489,126.64,65.43,1.26,82.72,79.74,69.45,51.07,15.59,25.09,47.13,70.26,4.82,80.64,2140.46,17.27,NATIONAL_STAT_EXPORT,2024-04-17
2024,FR,DK205,148.13,65.03,0.78,93.54,76.37,53.74,67.48,16.56,36.11,57.09,68.75,6.76,34.81,76.16,12.68,COHESION_POLICY_DASHBOARD,2024-02-22
2025,LT,BE46,102.98,56.47,1.1,96.07,48.37,57.92,67.54,24.56,33.1,74.96,79.13,7.58,78.54,1858.45,45.79,JRC_COMPOSITE,2025-08-05
2006,SK,SE5,100.68,57.12,2.65,83.7,56.73,55.33,92.45,10.96,37.49,82.88,30.42,5.77,37.07,778.63,28.99,EUROSTAT_REGIO,2024-11-04
2007,HR,IE380,59.5,58.91,2.62,62.93,75.21,85.47,84.9,10.34,32.9,81.1,33.07,4.9,60.91,1031.8,30.64,NATIONAL_STAT_EXPORT,2024-10-11
2008,DE,EE62,167.77,76.85,4.02,81.48,55.61,73.63,84.11,21.8,23.97,48.68,57.03,6.97,45.5,34.0,36.64,COHESION_POLICY_DASHBOARD,2024-02-28
2009,LU,SI58,178.92,84.25,2.52,90.0,49.53,74.32,77.38,15.11,32.09,53.18,72.87,6.97,50.59,60.15,43.12,JRC_COMPOSITE,2024-08-26
2010,SI,FI585,99.14,70.45,0.46,74.3,79.33,68.84,62.69,10.32,24.08,64.2,49.75,7.96,68.3,984.35,20.6,EUROSTAT_REGIO,2024-11-16
2011,CY,LU386,116.96,58.48,0.31,68.09,44.77,74.54,75.72,23.07,24.87,55.74,48.62,8.05,81.62,461.17,13.17,NATIONAL_STAT_EXPORT,2024-01-12
2012,GR,BE90,58.43,68.75,2.25,75.38,57.74,57.95,55.7,27.52,30.18,48.81,43.16,5.7,45.73,1811.78,10.93,COHESION_POLICY_DASHBOARD,2024-02-27
2013,MT,BG551,71.73,63.33,2.6,63.41,84.13,52.37,85.79,29.91,31.65,67.05,25.31,5.86,41.62,1239.15,51.99,JRC_COMPOSITE,2025-10-30
2014,ES,CY920,135.16,75.13,0.88,60.74,59.2,68.94,62.16,15.71,23.96,62.21,69.15,4.57,70.7,1547.55,20.87,EUROSTAT_REGIO,2025-04-18
2015,CZ,BG78,141.82,66.63,1.04,56.94,58.32,82.59,71.3,28.09,30.62,55.43,60.52,6.94,55.84,1837.95,47.39,NATIONAL_STAT_EXPORT,2025-12-26
2016,HU,ES316,156.46,59.37,2.17,79.76,55.98,64.65,50.9,19.14,33.76,80.65,26.26,6.86,80.73,1681.2,40.37,COHESION_POLICY_DASHBOARD,2026-01-15
2017,NL,SI380,112.22,83.51,1.4,76.45,95.26,90.46,56.75,10.54,29.7,77.63,75.98,5.19,62.54,198.92,15.48,JRC_COMPOSITE,2025-11-04
2018,SE,RO9,220.26,78.73,2.76,92.28,72.7,95.25,70.92,15.07,28.14,44.93,29.56,6.65,38.99,499.07,27.98,EUROSTAT_REGIO,2025-08-06
2019,DK,CY8,205.91,69.5,2.92,97.79,46.37,77.99,68.85,8.33,35.46,43.83,69.78,5.27,48.25,498.58,16.03,NATIONAL_STAT_EXPORT,2025-08-10
2020,IE,SI415,127.09,71.31,2.26,100.0,41.53,51.21,86.44,10.98,26.43,71.45,74.61,9.23,71.52,837.42,60.46,COHESION_POLICY_DASHBOARD,2025-09-15
2021,PL,SK30,64.77,61.24,0.98,69.71,85.26,43.59,46.05,18.3,36.12,37.26,46.89,5.2,41.79,534.94,76.09,JRC_COMPOSITE,2024-01-10
2022,AT,LV30,216.68,74.03,0.52,92.85,80.8,76.96,38.79,13.04,33.25,41.62,32.84,7.12,53.51,1065.67,53.64,EUROSTAT_REGIO,2024-05-14
2023,EE,IT317,65.28,69.85,1.33,93.88,86.79,45.73,63.77,26.83,33.59,69.19,69.75,7.34,46.96,272.95,54.63,NATIONAL_STAT_EXPORT,2025-08-10
2024,IT,CZ520,130.73,74.3,2.31,68.39,85.12,63.67,94.39,14.09,24.38,54.08,39.98,6.49,50.16,1988.32,51.23,COHESION_POLICY_DASHBOARD,2024-08-24
2025,PT,LU332,90.33,74.0,0.29,91.3,39.68,67.3,76.69,22.76,23.9,50.45,60.13,5.99,66.3,1942.58,43.39,JRC_COMPOSITE,2025-06-22
2006,BE,BE25,191.4,70.97,1.97,72.8,83.22,88.14,52.46,8.39,35.7,61.76,42.96,8.89,69.16,319.87,40.16,EUROSTAT_REGIO,2024-11-03
2007,FI,BE342,80.51,83.87,3.23,74.2,90.56,89.33,84.75,11.16,24.88,80.7,44.71,7.52,83.58,825.15,44.08,NATIONAL_STAT_EXPORT,2025-05-10
2008,LV,CY42,129.03,55.26,2.13,77.26,91.23,51.87,55.45,9.37,27.47,49.17,71.39,7.69,40.34,1909.53,45.63,COHESION_POLICY_DASHBOARD,2024-05-06
2009,RO,LT8,150.29,62.13,0.58,83.18,50.24,63.05,47.32,29.88,31.92,84.94,52.21,5.63,45.16,2085.37,59.03,JRC_COMPOSITE,2025-09-29
2010,BG,IT72,122.45,60.34,1.58,71.33,92.51,70.74,46.13,10.44,28.88,78.78,28.31,5.96,73.01,68.56,22.95,EUROSTAT_REGIO,2024-02-08
2011,FR,IT665,166.8,74.51,0.73,70.06,61.98,92.38,44.71,16.02,37.76,53.0,56.7,6.87,70.17,713.22,15.62,NATIONAL_STAT_EXPORT,2024-09-10
2012,LT,LV980,82.33,61.44,1.51,83.22,59.65,61.28,58.0,18.56,32.99,69.62,27.15,7.72,36.39,1736.68,46.29,COHESION_POLICY_DASHBOARD,2025-03-10
2013,SK,BG96,142.75,64.67,2.29,74.76,50.5,54.05,73.9,11.49,32.07,85.4,75.3,6.13,44.31,723.69,40.77,JRC_COMPOSITE,2025-09-26
2014,HR,GR22,55.97,63.21,0.64,69.74,78.37,60.29,65.96,15.45,35.81,62.46,28.89,6.93,58.83,1059.21,28.15,EUROSTAT_REGIO,2025-11-06
2015,DE,IE424,197.05,83.98,1.7,87.5,50.66,88.01,59.04,12.83,30.1,60.58,27.24,5.95,42.54,916.05,13.57,NATIONAL_STAT_EXPORT,2024-06-12
2016,LU,CZ49,182.26,72.42,0.56,95.41,73.31,95.87,81.74,20.82,30.22,37.19,58.64,8.81,57.64,741.88,41.15,COHESION_POLICY_DASHBOARD,2025-07-18
2017,SI,FI66,117.78,66.76,2.52,95.76,52.75,82.44,94.85,19.5,30.81,45.01,44.02,7.46,36.3,782.09,52.55,JRC_COMPOSITE,2024-03-06
2018,CY,SI43,106.63,75.38,2.3,98.25,80.59,46.62,64.07,27.42,24.19,76.56,60.53,7.69,83.8,1447.69,9.84,EUROSTAT_REGIO,2025-10-13
2019,GR,SE488,92.88,59.71,1.87,93.19,68.17,46.64,85.91,12.15,26.72,58.63,63.08,7.86,79.73,953.62,9.29,NATIONAL_STAT_EXPORT,2025-05-02
2020,MT,LT11,136.36,60.25,1.03,68.94,41.81,83.59,41.72,17.07,33.92,75.69,81.85,8.34,41.13,1280.27,39.59,COHESION_POLICY_DASHBOARD,2025-08-26
2021,ES,AT127,81.2,65.56,2.03,80.99,62.45,55.25,90.4,20.44,23.56,37.13,51.13,7.38,72.27,1644.8,50.0,JRC_COMPOSITE,2025-02-20
2022,CZ,SE826,121.97,68.85,0.55,68.26,67.16,51.85,47.43,20.32,28.03,77.28,90.8,7.49,83.91,596.73,38.77,EUROSTAT_REGIO,2025-09-21
2023,HU,PT355,75.59,56.18,0.73,87.06,46.15,47.78,40.24,30.42,33.05,36.0,48.77,8.14,32.89,1362.62,36.24,NATIONAL_STAT_EXPORT,2025-02-26
2024,NL,AT86,128.44,71.68,1.18,75.33,41.08,87.88,84.38,11.09,34.23,82.39,77.03,6.53,68.89,211.65,18.91,COHESION_POLICY_DASHBOARD,2024-07-16
2025,SE,LU70,98.15,84.03,3.83,91.13,58.79,72.83,74.81,22.42,36.08,80.2,43.04,7.18,90.81,153.95,17.01,JRC_COMPOSITE,2024-07-19
2006,DK,LU66,176.04,66.12,2.13,89.92,45.06,53.52,96.3,21.37,32.64,74.54,47.09,6.32,93.15,1006.92,23.84,EUROSTAT_REGIO,2025-06-12
2007,IE,ES41,124.13,70.34,0.47,77.13,58.25,73.09,51.21,14.38,28.25,70.44,68.14,5.47,76.24,55.22,9.39,NATIONAL_STAT_EXPORT,2025-03-25
2008,PL,HR882,102.89,65.81,0.33,58.1,47.19,85.35,68.09,13.18,35.52,73.01,48.85,8.22,79.56,760.01,24.16,COHESION_POLICY_DASHBOARD,2026-01-12
2009,AT,FR592,168.29,76.36,1.99,90.15,65.47,57.0,57.7,8.96,37.88,46.46,80.29,6.07,47.23,981.02,19.95,JRC_COMPOSITE,2025-10-19
2010,EE,CY12,84.03,65.76,1.96,62.47,78.03,78.41,55.02,21.76,33.33,57.34,69.32,5.62,75.31,1633.2,4.69,EUROSTAT_REGIO,2025-11-30
2011,IT,LT5,71.61,64.89,1.3,75.56,61.01,67.94,66.5,30.01,25.69,80.23,27.44,7.02,72.59,584.08,6.63,NATIONAL_STAT_EXPORT,2025-04-08
2012,PT,PL54,100.98,59.46,1.68,81.86,77.16,46.83,43.71,11.46,28.98,79.15,64.88,4.7,38.07,1136.22,45.12,COHESION_POLICY_DASHBOARD,2024-06-02
2013,BE,FI6,129.83,68.01,1.77,91.2,81.77,60.0,64.73,13.67,32.32,40.25,62.3,6.41,78.19,99.56,31.31,JRC_COMPOSITE,2025-01-05
2014,FI,IT769,73.33,81.2,3.21,65.51,45.96,62.09,50.86,14.05,29.58,95.7,83.69,9.17,66.65,687.42,9.84,EUROSTAT_REGIO,2024-07-02
2015,LV,HR717,99.24,73.8,2.1,69.04,44.29,56.95,60.14,12.81,31.96,39.21,32.64,6.43,52.71,1235.36,22.25,NATIONAL_STAT_EXPORT,2025-11-12
2016,RO,CZ118,110.74,55.93,2.05,77.9,56.99,62.85,45.75,18.86,26.19,41.2,27.6,8.17,73.94,1659.8,44.94,COHESION_POLICY_DASHBOARD,2025-10-09
2017,BG,BG638,147.14,61.88,0.3,77.28,78.23,51.92,71.82,31.83,24.58,64.92,66.28,7.96,34.56,1309.61,9.2,JRC_COMPOSITE,2026-02-04
2018,FR,SK55,92.09,77.25,1.27,100.0,77.14,51.47,69.43,22.0,37.93,53.63,60.52,9.15,69.81,54.39,42.41,EUROSTAT_REGIO,2025-03-05
2019,LT,SI377,127.22,71.61,1.77,77.86,72.19,44.96,73.31,21.02,34.13,87.2,69.11,8.3,40.58,252.27,43.58,NATIONAL_STAT_EXPORT,2024-01-01
2020,SK,IT546,113.17,56.33,1.9,66.44,63.51,63.06,67.7,21.25,28.4,66.03,65.46,7.3,33.48,774.09,55.61,COHESION_POLICY_DASHBOARD,2024-12-03
2021,HR,LU47,163.45,74.23,2.69,74.63,67.58,61.64,97.14,20.96,27.4,81.15,61.88,7.6,57.35,244.02,28.95,JRC_COMPOSITE,2024-05-01
2022,DE,CZ17,80.61,67.2,4.04,78.96,44.39,93.88,88.73,7.85,34.58,50.61,28.79,7.27,45.65,43.18,53.24,EUROSTAT_REGIO,2025-10-15
2023,LU,GR354,178.74,71.22,0.87,80.12,38.55,51.38,43.66,6.88,32.81,66.27,53.66,6.35,63.51,833.94,50.1,NATIONAL_STAT_EXPORT,2024-09-11
2024,SI,GR8,98.05,60.42,2.37,74.01,69.59,56.86,68.88,21.37,32.53,84.45,30.64,5.63,66.08,2082.1,27.98,COHESION_POLICY_DASHBOARD,2025-08-13
2025,CY,FR71,181.11,69.84,1.47,67.07,81.78,59.75,62.64,29.15,31.19,71.96,72.92,8.0,50.42,478.97,5.69,JRC_COMPOSITE,2025-12-06
2006,GR,CY742,88.23,71.51,1.33,67.33,96.05,59.49,80.43,30.96,29.17,85.52,77.15,5.74,46.04,223.58,45.44,EUROSTAT_REGIO,2024-12-02
2007,MT,GR73,107.41,66.54,0.66,84.45,59.47,45.6,70.14,19.1,28.82,42.38,72.0,5.29,33.51,815.07,42.48,NATIONAL_STAT_EXPORT,2025-05-18
2008,ES,AT4,120.3,74.47,1.61,57.6,76.9,50.89,44.92,21.36,25.16,60.81,67.55,5.08,42.34,828.42,22.94,COHESION_POLICY_DASHBOARD,2024-10-31
2009,CZ,HR312,142.02,67.14,0.87,85.89,93.29,56.8,52.25,21.03,31.17,81.37,54.96,4.59,82.6,1517.81,58.93,JRC_COMPOSITE,2024-04-20
2010,HU,SE61,150.11,64.36,2.1,61.04,57.23,56.78,58.13,20.31,32.91,75.85,69.02,6.99,49.38,653.67,37.58,EUROSTAT_REGIO,2024-07-28
2011,NL,HU75,129.46,76.7,2.48,64.74,60.57,56.14,67.89,13.34,30.84,57.89,85.34,9.0,72.75,508.75,17.58,NATIONAL_STAT_EXPORT,2024-11-06
2012,SE,BG50,108.07,64.71,3.19,70.5,52.77,84.44,46.93,9.45,29.74,57.54,26.86,8.46,50.83,261.91,4.53,COHESION_POLICY_DASHBOARD,2024-08-18
2013,DK,HR406,172.32,63.2,2.01,69.34,51.05,86.98,91.6,10.92,34.96,68.79,41.34,8.49,74.12,1000.41,12.99,JRC_COMPOSITE,2025-01-22
2014,IE,CY993,180.23,77.09,0.9,94.02,42.38,74.88,49.62,13.42,35.71,71.23,49.24,6.01,59.38,716.15,12.21,EUROSTAT_REGIO,2025-08-18
2015,PL,EE264,128.95,62.7,1.75,76.16,39.2,82.51,75.67,20.79,35.02,41.71,55.46,5.3,44.16,1527.09,47.44,NATIONAL_STAT_EXPORT,2025-01-10
2016,AT,FI81,226.37,73.73,2.25,100.0,66.99,73.16,80.37,11.16,36.23,79.33,70.47,5.26,83.42,150.2,30.79,COHESION_POLICY_DASHBOARD,2026-02-07
2017,EE,IE612,88.85,57.86,2.45,86.84,91.37,53.46,56.75,32.13,34.23,73.94,54.94,4.61,46.02,271.7,23.99,JRC_COMPOSITE,2025-10-08
2018,IT,NL2,93.65,69.15,1.08,74.92,62.19,78.89,80.98,24.31,35.3,54.85,66.06,4.61,48.72,1270.11,44.45,EUROSTAT_REGIO,2024-05-15
2019,PT,MT93,61.16,63.6,1.21,77.01,62.81,80.04,72.68,13.97,31.78,61.92,84.51,7.38,35.48,1576.26,13.29,NATIONAL_STAT_EXPORT,2025-07-28
2020,BE,IT558,196.5,76.52,2.34,98.64,48.03,94.14,53.28,10.62,27.68,42.33,75.6,9.09,63.14,803.15,32.11,COHESION_POLICY_DASHBOARD,2025-12-28
2021,FI,SI512,186.71,77.86,2.24,75.76,87.81,56.95,61.46,14.94,30.45,80.52,34.55,8.94,45.88,368.67,46.54,JRC_COMPOSITE,2025-09-11
2022,LV,SK38,69.75,68.07,1.67,79.56,56.04,74.17,85.01,29.85,29.04,64.35,67.08,5.24,48.48,2098.01,46.55,EUROSTAT_REGIO,2024-08-04
