ag_econ_fiscal_year_farm,ag_econ_farm_business_type,ag_econ_gross_cash_income_usd,ag_econ_operating_expenses_usd,ag_econ_net_farm_income_usd,ag_econ_debt_to_asset_ratio,ag_econ_interest_paid_usd,ag_econ_land_rent_paid_usd,ag_econ_machinery_depreciation_usd,ag_econ_labor_hired_cost_usd,ag_econ_input_price_fuel_index,ag_econ_input_price_fertilizer_index,ag_econ_input_price_seed_index,ag_econ_input_price_feed_index,ag_econ_government_payments_usd,ag_econ_crop_insurance_indemnities_usd,ag_econ_working_capital_ratio,ag_econ_return_on_assets_pct,ag_econ_financial_stress_score,ag_econ_succession_plan_flag
2023,FAMILY,140399715.06,132387837.0,7806778.38,0.17,2046294.04,5317475.64,4601210.4,9028544.54,155.82,108.94,77.14,61.86,846733.67,1180318.46,1.532,30.256,94.04,0
2017,FAMILY,53579455.01,35169582.35,18409465.56,1.7252,1532550.58,5000991.58,266048.73,8390238.57,219.45,84.2,108.01,211.0,19164310.07,3840031.42,5.523,32.94,96.33,0
2018,FAMILY,245672327.77,168515150.4,76982004.17,0.4132,3248816.32,2177099.14,724832.4,5000301.33,136.74,180.01,102.4,149.84,2597741.17,3034260.57,5.728,-8.153,21.06,0
2008,CORPORATE,152680859.6,135131072.42,17325851.95,0.4254,2376524.25,4369837.28,3629061.24,6634372.4,80.23,69.62,71.06,86.6,24545119.23,12528118.86,1.48,28.732,94.69,0
2021,CORPORATE,94516690.91,62476469.23,31900427.62,1.4163,1664066.97,2372068.84,4401340.6,6578747.9,154.45,111.67,167.0,201.33,6516329.83,8109340.26,1.853,24.061,31.32,1
2022,CORPORATE,101178890.33,73437551.73,27603356.7,0.6066,4159984.08,5399361.12,1750179.9,5860433.12,111.08,184.22,149.65,141.22,9245563.24,8740608.09,0.828,10.595,98.26,1
2016,CORPORATE,34492226.7,28944836.85,5413377.23,1.1674,5640044.21,2545703.48,1012766.01,1100147.31,88.5,248.77,176.86,95.08,16119712.97,8111635.78,4.496,5.51,19.29,1
2024,FAMILY,107323420.9,84286374.4,22806154.47,1.5206,4882940.96,4204674.56,3786572.65,7134898.67,68.22,90.26,81.78,238.21,13865223.4,7200048.64,5.653,17.017,30.62,0
2017,FAMILY,5369674.31,4145165.03,1216880.96,1.3728,3279124.8,2029421.76,2814785.62,7452115.9,132.8,213.89,175.72,225.32,451610.75,9081097.26,1.544,31.12,73.7,0
2019,FAMILY,175239428.21,124115001.94,51133427.33,0.4435,1082173.47,3699922.19,802355.75,909869.67,119.43,99.51,187.94,151.5,3982685.6,8437863.31,3.928,-3.063,43.36,0
2023,FAMILY,163870219.54,90414058.99,73268849.6,1.6262,6175802.8,2922413.28,569110.79,2763857.01,89.79,170.04,81.34,189.88,13382011.92,3801502.09,5.242,30.379,58.1,1
2015,PARTNERSHIP,74244278.87,58916673.0,15413869.2,0.4912,356687.12,1518501.78,2715952.69,5352126.84,164.52,195.59,108.96,233.95,24220967.53,6859882.54,5.054,-2.491,53.59,0
2004,FAMILY,87425751.62,84567936.97,2620064.62,0.0578,3228354.99,5420222.9,1088894.51,3270857.47,212.56,104.28,188.34,205.41,17318384.66,1424556.98,1.889,-2.666,41.42,0
2008,PARTNERSHIP,207570573.24,202333011.64,5093760.05,0.1923,3136514.55,5793267.49,3364632.5,11761363.92,200.11,66.3,129.58,94.6,20517008.25,16326821.09,4.396,34.054,66.98,1
2020,FAMILY,29641364.62,17335505.45,12061001.24,1.2747,5028899.09,3663334.92,2626958.63,4286058.02,95.66,206.55,116.9,68.65,1300596.11,8795554.34,2.375,-24.932,32.23,1
2013,FAMILY,101730938.43,89477727.92,12135228.31,1.411,2327742.76,5588853.88,3869910.12,2641039.84,64.4,172.28,143.55,136.34,21684444.2,3222994.26,2.764,-21.359,24.83,0
2021,FAMILY,85736282.92,80961346.9,4766461.23,1.3426,3915980.33,2469831.41,3898938.58,10438558.7,194.95,85.33,143.08,185.33,5506227.22,16526651.25,4.545,28.777,34.23,1
2015,FAMILY,218291214.51,126055792.49,92311268.73,1.3069,4930643.91,1379937.73,4177254.43,11211087.98,117.59,179.47,89.83,202.55,15862447.37,11178980.34,4.786,32.131,49.46,0
2017,PARTNERSHIP,156065154.65,148496536.55,7760226.41,0.8324,4273834.33,2292594.31,3039432.62,5389196.17,120.62,208.72,162.79,203.86,6070554.99,10331830.45,0.409,-2.296,37.92,0
2022,FAMILY,78697658.97,54333271.42,24494721.01,1.0285,3901024.78,5128163.31,2415479.61,7698826.18,215.9,125.47,149.47,105.06,12093709.52,17511626.33,4.289,31.64,83.32,0
2024,FAMILY,240511389.85,179458595.07,60929333.14,1.0198,6880132.02,4106005.21,2024956.9,2463523.49,168.21,82.79,126.83,211.72,13622208.42,15169867.75,0.583,-11.961,2.04,0
2023,FAMILY,228829513.76,199795354.74,29250354.81,0.004,7269851.69,3821490.04,4304982.71,7910633.51,147.61,237.51,73.7,215.02,4419065.14,5034733.59,2.204,22.223,14.13,0
2016,FAMILY,59089501.54,46912545.22,12015806.28,1.1247,3689891.0,3036129.28,2568963.2,5901198.64,178.88,156.53,108.22,76.95,969590.21,3225156.89,1.995,-24.227,90.85,1
2006,CORPORATE,224840031.63,170138589.22,54914614.69,0.57,5318619.89,3807713.27,481884.98,3161929.65,61.57,145.76,130.85,99.98,9067690.79,11068575.93,0.281,9.955,54.83,0
2023,PARTNERSHIP,105597983.96,89931759.67,15694095.22,1.0311,422470.25,3004214.06,1284319.23,11672607.98,69.77,80.62,171.62,72.55,16989969.18,17990762.52,1.625,-1.406,13.08,0
2022,CORPORATE,247254367.29,193717299.53,53315451.19,1.7117,1534529.45,565899.06,3066975.94,7132724.48,143.4,254.68,85.53,202.06,4182909.07,7525611.94,4.401,26.485,77.86,0
2017,CORPORATE,244377194.51,179472951.3,65032821.93,0.4757,1579575.7,2921940.12,1543737.33,7337006.65,69.8,222.46,193.68,120.85,2814009.68,7703511.91,2.566,-9.721,44.86,1
2019,FAMILY,68674337.83,63120838.48,5760380.4,0.8327,4391232.44,4222353.65,3847557.84,10204413.6,101.62,208.34,177.63,208.37,14877057.02,11298486.75,1.033,32.777,66.94,0
2019,PARTNERSHIP,149729828.45,132055920.24,17590290.42,0.2176,571485.47,2361377.45,1291067.72,9242380.72,154.02,105.33,109.51,113.94,11707944.43,2142670.24,0.397,7.776,61.43,0
2010,FAMILY,195548440.86,173495491.12,22165590.06,1.7984,128918.38,3569553.35,4082653.46,192575.82,186.54,242.39,79.46,118.23,236669.82,4193137.94,3.957,2.233,72.21,1
2011,TRUST,156533970.24,152029330.56,4313523.29,0.3954,3187375.34,1198077.26,2309294.58,6866906.43,78.7,239.33,202.84,103.94,24781694.68,15821079.3,3.558,15.865,59.03,0
2019,CORPORATE,119743974.28,115862952.46,3836984.97,1.5558,2005358.17,3316221.28,249941.51,3614794.08,198.21,145.71,142.19,131.97,577518.3,3251166.67,2.565,-13.291,50.04,1
2006,FAMILY,20053532.6,12696729.08,7519673.87,0.3649,6155521.88,290447.76,4539399.22,1743278.74,129.77,139.85,108.48,200.07,11470800.65,12251257.26,1.398,16.106,33.87,0
2024,PARTNERSHIP,22915088.49,13419235.28,9333884.14,1.6197,7256918.52,4503985.05,2630119.66,8713918.86,175.07,69.46,194.2,136.17,1705216.72,5006953.96,0.571,5.357,80.78,0
2008,FAMILY,123997533.1,94451647.14,29409204.24,1.4273,588133.68,128823.17,4638010.31,10185873.12,193.96,101.37,163.24,218.92,491964.84,11712781.09,5.614,-15.195,66.59,1
2013,FAMILY,101444441.66,77031409.13,24175628.57,1.5857,7673633.14,505505.52,3889062.18,1457845.07,66.79,127.36,158.32,204.88,7040794.3,13306830.58,0.863,30.018,48.98,0
2024,FAMILY,200233124.31,122321803.75,77889937.57,0.736,2376924.95,4575206.63,440618.25,5970122.69,93.18,81.35,101.63,211.76,24398123.73,12813295.12,2.864,-15.059,34.15,0
2022,CORPORATE,140705168.62,111479148.01,28979644.82,1.1062,1570054.34,1129723.94,4121462.07,8221294.63,94.61,241.68,164.07,134.66,5268984.93,5612193.75,1.665,0.454,40.57,0
2014,FAMILY,105416161.08,92478204.03,13184967.3,0.0615,2816740.24,3649121.57,13804.67,7233909.39,71.25,132.4,161.06,118.66,24473838.55,5099494.17,1.165,9.091,6.07,0
2013,FAMILY,80681027.34,65577897.84,15254649.31,0.2167,4324623.98,1973292.44,4133285.58,7946231.98,72.23,160.13,90.7,244.99,20179949.97,8398608.01,2.627,29.169,64.14,1
2015,FAMILY,140816191.76,114400844.43,26459906.75,1.0861,7870186.71,179927.69,1444032.09,11920237.12,164.06,133.42,185.95,216.26,6285041.73,4041453.85,4.631,-23.847,29.97,1
2004,CORPORATE,118786503.63,108104063.08,10764332.48,1.2176,1985863.75,1673233.86,79524.64,7755358.26,192.55,76.54,176.68,126.74,21117930.77,14422139.99,0.945,13.656,72.55,0
2013,FAMILY,235750012.96,220560725.02,15411467.92,1.7617,1506366.01,5897121.21,1561640.02,1974011.41,80.98,228.46,105.66,60.56,12340273.81,6911553.05,1.685,-17.542,36.1,0
2022,TRUST,245800194.16,171342854.71,74422771.29,0.9732,7172095.96,3153979.59,536433.5,543431.94,77.46,117.31,143.16,136.95,17310624.11,4584788.09,5.493,14.657,52.64,1
2025,PARTNERSHIP,44845969.71,37689604.82,7037251.42,0.5238,2525093.32,1765333.24,2531799.57,5481193.88,172.92,101.27,207.97,79.72,4437440.02,2671510.64,2.853,0.366,41.37,1
2019,CORPORATE,82763393.93,65070880.67,17882499.7,0.3641,1413876.09,1156435.1,1311018.88,10417690.11,203.32,88.97,94.07,136.22,11090568.31,13884111.34,1.118,19.839,72.15,1
2016,FAMILY,192387829.65,124624035.28,67542054.29,1.3375,5273386.29,4280846.67,495393.38,7500507.15,137.06,112.23,135.33,183.57,17756124.42,8601744.53,3.169,17.844,63.35,0
2022,FAMILY,211463286.67,187131799.55,24435824.45,1.2056,4629451.22,3793051.14,2168234.51,6784592.09,139.6,182.71,172.82,128.09,15483329.6,3930610.2,4.215,6.896,0.5,0
2017,CORPORATE,2122636.06,1666811.2,286658.95,0.7734,7519820.88,4566352.12,2010229.94,9837866.61,214.9,79.67,135.03,84.21,12735383.03,2056584.68,5.565,4.214,62.79,1
2005,FAMILY,56071815.17,34255369.16,21958626.36,0.7595,5148406.47,4220385.26,2040257.49,5515128.29,175.5,78.56,78.09,232.46,19502147.13,13389559.06,1.396,26.625,35.34,1
2008,CORPORATE,45242096.65,36651847.42,8741834.84,0.737,1170681.2,2863364.29,683720.44,4636581.16,182.44,115.64,193.83,105.72,4469387.73,9182844.21,1.833,-19.414,69.92,0
2022,FAMILY,146528437.17,88494534.92,57941557.6,0.87,4478416.67,645469.81,2548323.26,3496259.66,124.64,196.68,98.78,128.2,1284556.53,13973226.38,0.617,15.889,84.67,0
2023,FAMILY,108510473.7,94486488.49,13891092.31,0.2867,1513282.99,615157.45,1243020.85,3861916.42,177.25,141.21,88.83,135.61,12498024.98,16222026.4,1.062,-20.404,66.57,1
2014,FAMILY,215842195.49,202974561.55,13081419.2,1.3735,5847672.71,2611728.28,252967.06,2543729.1,156.39,103.83,167.54,181.5,19480792.6,13171084.29,5.769,8.701,33.71,1
2021,FAMILY,11661251.84,8177971.64,3591035.53,1.4829,3999279.86,212387.99,2779667.41,2021600.53,97.03,66.15,141.12,200.32,19146599.18,8284697.94,3.644,-3.989,14.11,0
2007,PARTNERSHIP,240208305.34,137286714.99,103118464.99,1.6666,3427329.42,5671734.35,833648.6,9303943.23,193.02,247.23,73.28,135.83,10108578.79,13916691.77,4.81,6.445,35.1,0
2012,FAMILY,88420544.99,50939266.01,37664904.68,0.0524,1886430.92,2961738.31,1947491.14,3926838.08,79.5,212.35,149.64,90.8,18748944.38,14897723.42,2.527,30.298,6.86,0
2008,FAMILY,121792434.23,87047614.62,34798478.81,0.7026,2099434.01,3260856.19,232368.11,4574028.44,200.92,134.54,171.62,130.55,3422388.84,11076895.54,4.609,21.491,51.63,0
2005,FAMILY,185208067.93,102656948.97,82714753.4,0.9331,757835.77,4172716.12,4799521.3,10305118.35,121.68,201.47,172.77,218.59,6637170.02,12138078.32,5.468,-20.921,18.89,0
2019,PARTNERSHIP,23871942.1,18505628.56,5442411.46,0.4033,2676300.52,5129083.85,2563376.03,3485569.56,90.54,131.4,148.88,193.56,5507563.1,3795449.69,4.81,25.552,77.26,0
2011,FAMILY,208160418.48,163537853.09,44698414.83,0.7565,1000730.05,3791235.86,1849225.37,1197066.2,158.83,88.77,126.21,119.89,13517263.29,2836766.77,3.205,-1.797,33.89,1
2005,FAMILY,156835418.14,87499848.55,69147707.5,0.0888,2004490.27,4061822.48,4482800.06,10216857.27,196.18,234.29,131.29,118.06,15281256.43,8115862.88,1.696,28.95,49.6,0
2020,CORPORATE,136248652.08,128902658.9,7105651.08,1.7217,7063375.52,1992780.58,750487.41,10635725.69,162.44,175.14,153.94,155.56,3036986.37,4155400.98,0.822,33.877,16.64,1
2018,FAMILY,191506910.9,145070773.07,46255518.71,0.283,3122179.02,2736710.22,3582448.76,8882780.29,71.56,145.09,139.59,99.45,11515997.91,426178.51,3.843,-17.477,35.8,0
2025,PARTNERSHIP,228151689.53,195827556.71,32094911.01,1.5635,4053253.14,4960273.73,1858651.63,11665319.58,126.03,189.0,156.42,236.63,2713109.84,6400969.21,2.004,34.73,85.51,0
2016,FAMILY,44780709.06,30913163.62,13992692.78,0.4488,361027.33,5704998.99,2808619.47,10057701.35,219.73,245.88,103.61,177.13,15167594.09,9762120.16,4.189,-1.075,59.78,1
2015,FAMILY,53915923.04,39570115.67,14560407.52,1.4993,1757922.87,5872630.49,1758930.26,5424670.39,98.16,237.81,77.28,78.69,20114567.34,12943129.61,4.645,3.939,64.14,1
2009,PARTNERSHIP,24676197.75,20171199.56,4510062.06,1.0867,4159770.85,5667114.72,2096219.62,3506340.9,140.31,210.4,173.98,228.92,18642437.62,1778290.53,0.753,-18.532,69.05,1
2008,FAMILY,163386100.56,94537964.67,68828755.94,0.2707,2995437.2,3273765.79,1005745.64,11867922.18,65.62,247.96,96.72,200.42,10658564.67,7499281.24,1.891,19.876,91.56,1
2018,PARTNERSHIP,192734260.57,146102868.52,46570540.41,0.6696,1368958.38,4458537.51,1404151.32,9062546.13,91.51,237.73,106.22,84.51,19513317.28,1333677.88,1.594,-4.169,34.67,1
2012,COOPERATIVE,65070491.78,42624748.92,22419069.53,1.0979,2060719.71,3631238.0,1671671.7,3227030.15,191.24,80.21,90.83,120.2,7019359.97,6184606.38,0.203,0.888,44.41,0
2007,CORPORATE,75671052.52,55510116.77,20210762.25,1.6519,2046242.66,2841989.24,253157.38,10671218.41,177.66,241.28,103.49,191.03,19865222.74,15056598.91,4.398,-16.977,36.48,0
2022,FAMILY,220878457.45,142447818.86,78231287.56,0.2847,5659864.35,3825529.66,116680.16,6269094.76,208.63,93.37,75.8,193.63,16671500.54,11622846.95,5.78,-1.732,78.12,0
2025,FAMILY,77787799.78,57517199.63,20514730.72,0.3779,3411953.08,5404076.77,1677380.12,6572344.79,86.16,119.61,148.56,74.27,11017111.97,13032691.97,4.959,5.856,45.79,0
2010,FAMILY,197672951.67,165008535.98,32876630.87,1.0403,4333101.42,845159.72,2677441.27,6962361.91,171.51,81.12,131.3,112.67,20593772.07,3056584.67,1.003,3.043,89.16,1
2020,FAMILY,159605091.86,110622381.66,49119182.85,1.5678,7796146.47,3004095.33,3881266.2,2310759.24,196.8,82.69,175.38,138.16,17687376.58,11915385.38,2.333,25.204,4.63,0
2023,FAMILY,235956267.13,207208173.17,28617461.4,1.6461,587125.06,2069016.46,2621588.23,664962.96,77.24,234.86,174.26,145.68,3875334.05,12410686.25,5.448,3.999,61.88,1
2015,PARTNERSHIP,142066510.18,122468905.52,19661034.31,1.726,3380893.25,4751677.75,3710041.88,212932.74,72.25,116.2,140.7,72.49,2532796.32,9669128.43,3.198,-23.554,36.85,0
2016,PARTNERSHIP,98199707.06,82965300.73,14995995.19,0.8244,1197537.5,5517134.03,3826704.44,10744675.26,189.05,107.06,141.94,188.45,12209565.07,5305495.27,3.976,23.289,47.93,1
2004,PARTNERSHIP,25667329.35,18630480.3,6885535.25,1.5323,5400802.95,2173268.31,3477014.86,7773579.3,192.88,252.93,181.8,128.71,17089929.98,15142978.24,4.683,-18.686,82.62,0
2009,FAMILY,39108795.61,32361408.2,6804572.27,0.6025,7602833.56,288384.2,2944908.98,11014660.81,62.82,76.04,164.46,122.55,6448024.48,51709.69,3.571,-6.769,70.21,0
2010,CORPORATE,238267379.99,173190182.17,65220665.66,1.6591,5648214.46,4762672.55,1924606.95,434266.03,101.06,142.26,132.08,132.67,532607.13,15493824.59,4.33,-5.859,46.68,1
2005,TRUST,152576739.4,133506067.01,18950266.83,1.0208,5137990.86,5199379.67,4000489.98,10298486.45,132.35,89.94,79.82,223.58,370349.5,14156115.28,1.808,-3.178,50.51,0
2011,FAMILY,180427535.32,172641743.8,7559011.71,1.392,4512750.6,3245294.55,336601.88,6851988.67,122.15,106.81,81.25,88.2,19897293.28,12492321.37,0.844,9.054,94.03,0
2025,TRUST,106735338.58,102711579.1,3971710.42,0.7916,5262483.56,2817248.73,1732621.13,7882966.93,68.51,125.55,172.03,184.85,22192167.2,6586671.38,1.112,-8.822,25.46,1
2011,FAMILY,207631811.01,140073550.76,67689504.44,1.4383,1381684.84,4316628.83,347073.57,390723.59,127.96,66.74,198.1,149.18,1431432.32,4966109.65,3.152,4.634,66.57,1
2013,FAMILY,50746499.17,41495816.69,9347888.09,1.0285,3113144.31,1961447.2,2816511.7,3772563.26,83.04,86.53,183.66,122.07,15041890.07,6064849.81,5.603,3.466,27.37,0
2022,FAMILY,153967038.73,133441634.17,20321474.98,0.0754,7577156.95,4212171.7,2144559.44,7939949.78,131.82,152.92,184.26,159.25,21194906.12,1331246.88,1.103,4.274,94.5,1
2010,PARTNERSHIP,65899467.04,36361101.45,29671649.3,0.3245,699497.41,3437094.18,1656523.58,2851515.93,66.81,141.64,194.93,238.98,16990929.12,7778846.85,1.673,23.845,36.57,1
2011,TRUST,194677348.09,125399697.45,69396262.61,1.4316,4916526.46,5895280.71,2860743.59,3761883.6,160.36,73.12,160.26,129.84,14779630.26,3865515.95,3.19,19.494,98.81,0
2004,FAMILY,180360.75,114563.49,199406.67,1.5939,7997134.36,4527757.85,1876811.12,11910662.27,68.44,77.75,119.65,85.26,12250231.51,3986751.85,0.383,2.092,13.7,0
2023,FAMILY,20206493.75,15470018.34,4929321.01,1.3637,7631399.67,1659458.29,2687098.78,8823377.79,205.6,176.61,148.71,191.07,987532.23,15098503.3,3.61,27.15,95.78,0
2018,CORPORATE,165162874.04,108421431.79,56829454.54,0.3363,7623417.4,5600111.9,3537805.44,11748044.98,211.17,118.04,128.71,68.73,16137938.99,5120142.94,4.788,-24.691,21.84,1
2004,PARTNERSHIP,38184507.19,23371291.86,14778390.23,0.8078,5882554.79,3250511.34,518259.41,3750742.89,167.51,168.67,206.42,224.68,5586042.1,8314858.39,3.83,1.107,63.48,1
2019,FAMILY,32951276.28,25026975.08,7762525.87,1.3273,1254963.98,958124.18,2793386.73,1830866.34,207.91,219.59,98.28,240.6,5638261.12,5447216.52,3.981,14.217,27.83,1
2022,FAMILY,124961847.46,104084274.82,21082655.53,0.7207,5972708.01,811584.57,3959435.04,2080169.28,156.41,140.69,99.62,191.63,16024487.03,16760116.76,0.619,32.937,94.09,0
2018,FAMILY,32606793.13,18863336.24,13676983.07,0.0478,4762848.47,4503094.69,6082.94,114890.97,145.49,196.21,104.51,198.12,3974271.71,12134129.31,2.748,-14.197,55.18,0
2011,OTHER,33217122.16,19539836.63,13608653.58,0.2055,891986.39,2790125.17,1479199.91,7902250.04,146.34,230.07,115.18,153.13,21365521.53,11633805.35,2.462,-2.885,46.4,0
2007,PARTNERSHIP,19102313.11,14492346.93,4360178.26,1.386,5482982.63,1308023.41,3818985.6,4873811.32,148.82,118.27,149.36,203.13,16724232.62,7278678.6,2.9,8.232,33.32,0
2012,FAMILY,96958189.25,88504825.15,8538571.45,1.3255,1754176.53,4059754.93,4416251.37,10233053.51,97.74,84.52,136.24,144.59,4676296.76,7359848.83,3.856,4.79,86.15,0
2005,FAMILY,200119930.95,176832408.14,23286965.66,1.4827,7953091.04,2834480.76,35300.46,2719002.0,139.09,163.0,88.6,146.43,3168248.82,6092715.56,2.015,-13.817,54.24,0
2009,PARTNERSHIP,63618121.26,40140713.41,23479344.47,1.3731,2195287.49,1747409.85,4705680.77,10980319.56,126.6,116.94,181.23,249.16,18265133.39,5469765.83,3.546,-18.935,89.94,0
2007,COOPERATIVE,7007619.35,4881331.28,2118623.04,1.266,2762341.06,3244558.29,3169470.22,6798958.14,71.86,132.18,111.02,82.81,24483136.67,10409619.49,3.894,-14.421,75.1,1
2021,FAMILY,15645063.38,9487618.31,5947081.56,0.5317,4926116.72,975183.42,1601010.2,6605556.28,79.27,204.05,112.74,192.97,16223972.32,3499480.27,3.355,32.987,44.01,0
2009,FAMILY,103409060.93,95932812.26,7353083.82,1.5439,3814679.53,3123899.68,3434914.91,11382912.54,160.29,181.29,94.43,243.89,13200340.57,5783804.28,0.24,-4.614,7.22,1
2018,FAMILY,243248341.86,145442861.97,97943801.76,1.4989,1830502.66,906140.67,4381458.24,4722211.36,61.03,176.62,197.92,223.11,23139587.13,7762222.26,4.7,-19.945,51.83,0
2005,FAMILY,198721249.53,129087635.93,69406866.39,0.466,3944436.64,619185.83,1015571.45,8408880.68,79.6,89.45,169.57,82.74,4517879.55,10661807.21,5.984,-7.412,80.15,1
2004,CORPORATE,63015017.26,49051370.22,13842986.09,0.2323,6766091.02,515036.02,757773.88,9120356.08,137.92,212.51,174.3,212.39,8075678.37,6348054.77,3.388,-1.687,76.16,1
2014,PARTNERSHIP,233746863.65,228444383.16,5182093.49,0.1789,7604748.36,5445612.36,1039093.2,8539502.14,160.78,119.83,80.12,62.43,15528913.18,15788640.68,5.547,16.285,39.38,0
2008,FAMILY,187223893.51,152892236.1,34570099.59,0.4568,135028.83,58948.01,1951261.11,4141376.61,127.1,174.33,159.75,242.34,400834.4,15128534.88,1.442,-10.793,89.83,0
2013,COOPERATIVE,135074359.37,91539529.9,43656942.23,0.5976,4702532.7,4434646.93,3285567.74,8214154.3,155.67,105.78,115.77,140.05,19473857.94,13740176.71,0.213,15.228,5.63,0
2021,TRUST,224099171.34,155372022.71,68838319.11,0.8417,2477518.89,1258795.55,1907541.81,8919193.86,159.67,134.59,122.06,214.19,10412877.93,5822710.33,2.067,-20.678,19.49,1
2008,FAMILY,193575425.31,154781171.9,38880524.02,1.0843,3687256.41,3285147.2,551678.75,4765270.08,143.17,196.63,120.07,160.14,17935548.35,4652096.32,4.427,-4.391,83.03,0
2008,CORPORATE,245405230.91,170238107.03,75414117.26,1.0225,2483560.56,3346077.25,4907897.41,8009650.46,165.75,204.38,172.83,146.15,13205353.89,13596892.49,1.889,-8.927,83.16,0
2005,FAMILY,219823288.5,168644807.69,51262469.94,1.1201,6578526.15,1196343.47,2460810.19,5848001.41,189.37,158.21,172.45,182.05,1777926.66,13116807.81,5.239,20.555,51.48,0
2008,FAMILY,243491436.05,197584674.55,46141182.8,0.956,5611611.43,1935473.74,1360133.59,6496659.04,154.16,121.73,140.09,236.02,437692.91,14823831.53,1.551,-2.422,10.58,1
2025,FAMILY,164561082.76,160710084.87,3706387.77,1.4435,7728032.42,5017736.37,3025113.94,10689349.76,105.98,66.86,129.56,218.82,17650304.6,3513340.01,4.428,-20.269,14.84,1
2008,FAMILY,161600827.02,150483248.85,11127243.5,1.791,5651637.46,5788835.17,859977.85,9345760.65,146.27,63.55,171.0,153.71,7947235.13,7129534.0,2.994,9.994,52.7,0
2011,PARTNERSHIP,225334877.59,195790209.67,29682063.45,1.4662,3959668.06,5198285.51,880272.48,10207924.01,105.73,103.82,145.52,129.04,3168218.22,612704.03,4.053,5.311,41.93,0
2007,CORPORATE,86280976.34,54968545.0,31368937.85,0.0209,2631450.96,786584.77,4376957.31,7902246.24,118.93,252.79,190.42,99.65,6070365.19,5132459.77,1.212,28.317,84.7,1
2015,FAMILY,13881807.38,8062896.77,5782417.64,0.4628,7124008.27,137103.45,3441090.6,8291172.47,90.97,236.14,187.19,235.78,6711871.31,584121.31,1.569,12.56,69.54,0
2025,FAMILY,181983396.2,168441015.51,13679295.38,1.3687,3548490.7,4017114.03,4289978.61,1976505.18,132.39,172.47,186.51,171.12,9268042.4,3735898.69,2.752,34.047,42.17,1
2007,OTHER,228193470.74,188700415.26,39637218.2,1.7757,40070.68,3153550.62,4876575.07,5195480.48,117.5,185.8,70.77,209.24,11322948.07,12385414.03,4.992,-12.338,68.86,0
2016,FAMILY,69287323.34,40993773.98,28062169.8,1.5479,5301499.91,3750940.82,418009.9,10926467.08,175.74,174.92,165.32,183.21,19777481.26,5111054.19,1.958,-1.373,1.62,1
2010,OTHER,182624350.27,125103234.35,57658783.02,1.4894,7994828.71,669226.8,3469718.2,2345604.72,87.48,107.95,142.88,107.06,8596785.26,14092612.27,1.861,15.735,91.11,0
2023,FAMILY,149411762.68,104146618.91,45317695.6,0.8142,3103124.06,2994281.58,2540112.03,585184.56,155.34,191.15,207.69,115.23,11499661.82,11320045.69,1.19,-6.537,66.36,1
2015,PARTNERSHIP,5599854.13,5215061.35,428565.97,1.2543,5166653.83,2158464.52,3437403.93,7659789.43,112.49,167.62,122.68,139.79,7890506.22,10091594.61,4.954,11.808,53.07,0
