ag_crops_crop_year,ag_crops_county_fsa_code,ag_crops_crop_type_code,ag_crops_acres_planted,ag_crops_acres_harvested,ag_crops_yield_per_acre,ag_crops_production_total_bushels,ag_crops_irrigation_share_pct,ag_crops_seed_variety_code,ag_crops_planting_date_median,ag_crops_harvest_date_median,ag_crops_growing_degree_days,ag_crops_soil_moisture_index,ag_crops_fertilizer_rate_lbs_acre,ag_crops_pesticide_application_rate,ag_crops_crop_insurance_coverage_pct,ag_crops_price_received_usd_unit,ag_crops_revenue_per_acre_usd,ag_crops_loss_due_to_weather_pct,ag_crops_practice_conservation_tillage_flag
2008,FSA0001797,SOYBEAN,24078.47,19963.94,227.05,4532812.58,51.44,V3,2013-02-27,2013-07-27,1285.6,0.6045,135.52,15.394,58.85,10.576,1992.92,29.74,1
2016,FSA0001798,RICE,22139.71,18624.65,50.5,940544.82,64.84,V4,2022-09-28,2023-03-11,2623.5,0.3591,249.24,2.207,63.12,9.926,454.15,7.02,1
2021,FSA0001799,SOYBEAN,14238.25,13608.35,110.76,1507260.85,3.99,V1,2016-01-01,2016-05-31,3182.3,0.0508,128.31,14.737,6.27,11.391,1150.5,12.67,1
2019,FSA0001800,COTTON,1505.01,1112.12,132.26,147088.99,17.61,V8,2013-08-29,2014-02-24,4185.9,0.7162,265.31,11.756,53.25,12.248,1500.46,26.73,1
2008,FSA0001801,WHEAT,3889.7,3679.88,245.03,901681.0,27.38,V3,2015-06-28,2015-10-07,2985.8,0.2284,99.12,17.746,59.36,15.89,4209.71,38.3,1
2005,FSA0001802,WHEAT,13729.58,12263.58,78.43,961832.58,77.68,V4,2020-07-27,2020-10-25,1038.7,0.0652,65.97,11.325,65.08,14.101,931.27,14.29,0
2025,FSA0001803,SORGHUM,21992.1,16757.43,82.09,1375617.43,34.97,V6,2014-05-27,2014-11-09,2601.3,0.7455,39.03,21.115,86.7,4.939,384.18,30.36,1
2020,FSA0001804,WHEAT,4870.22,3757.79,173.39,651563.21,28.56,V4,2009-09-28,2010-01-23,1749.2,0.2952,41.56,9.874,36.81,3.453,644.87,5.28,0
2022,FSA0001805,WHEAT,3398.84,3132.59,207.16,648947.34,24.48,V8,2023-08-20,2024-03-17,1583.5,0.6252,122.25,20.981,36.94,16.273,3317.23,14.76,0
2012,FSA0001806,OAT,18744.15,13548.82,66.65,903028.85,33.05,V1,2011-07-10,2011-11-11,3649.4,0.3642,241.95,6.429,85.87,15.305,1095.36,56.42,0
2021,FSA0001807,SOYBEAN,15545.2,14843.22,39.85,591502.32,45.12,V1,2010-04-12,2010-08-26,4109.1,0.8177,305.03,9.083,50.04,2.293,88.78,42.1,1
2013,FSA0001808,SOYBEAN,1714.38,1316.99,53.26,70142.89,14.49,V7,2019-10-01,2020-05-06,2149.0,0.9672,108.82,11.609,94.41,5.217,282.19,11.33,0
2009,FSA0001809,SOYBEAN,12872.81,9990.96,200.13,1999490.82,18.57,V1,2022-06-20,2022-12-20,3790.6,0.021,185.36,24.464,12.65,15.977,3054.64,31.57,1
2023,FSA0001810,COTTON,12843.45,9526.17,80.65,768285.61,61.22,V7,2017-07-31,2017-12-18,2302.4,0.975,80.15,13.66,20.1,15.323,979.51,0.9,1
2005,FSA0001811,SORGHUM,16050.96,14568.46,124.49,1813627.59,54.5,V1,2024-10-05,2025-03-22,4495.9,0.5563,205.46,18.628,5.5,8.927,841.23,22.95,0
2014,FSA0001812,WHEAT,14754.56,14328.59,151.18,2166196.24,53.42,V3,2014-06-13,2014-09-27,1830.0,0.3568,153.54,8.159,24.85,12.142,1931.29,1.17,0
2021,FSA0001813,WHEAT,14496.37,13019.25,141.67,1844437.15,10.58,V4,2025-01-21,2025-05-30,2597.1,0.4288,222.41,2.179,50.33,15.667,1665.18,3.74,0
2025,FSA0001814,CORN,24077.56,21526.13,177.58,3822610.17,63.79,V3,2007-09-22,2008-02-15,1390.1,0.6665,202.03,17.883,86.52,16.905,2766.02,8.64,0
2019,FSA0001815,CORN,18417.79,13980.5,210.57,2943873.88,96.08,V6,2010-12-12,2011-03-31,1552.1,0.6989,101.78,9.956,28.77,12.463,2247.07,26.34,1
2008,FSA0001816,CORN,6998.5,5234.43,200.69,1050497.76,79.41,V2,2017-01-08,2017-05-07,1522.4,0.7267,128.84,16.564,67.98,10.879,2090.03,5.8,0
2021,FSA0001817,WHEAT,24825.14,18224.12,165.15,3009713.42,8.99,V3,2021-10-12,2022-01-12,3782.7,0.7008,84.61,2.276,81.31,15.232,1957.38,22.89,0
2012,FSA0001818,WHEAT,10427.84,10330.08,208.32,2151962.27,91.7,V4,2015-10-19,2016-02-11,4168.1,0.5095,12.28,13.417,68.75,9.448,1944.16,2.02,0
2006,FSA0001819,SOYBEAN,21733.18,18560.78,49.54,919501.04,11.5,V3,2017-06-02,2017-10-11,2777.2,0.0156,14.64,18.799,3.61,17.459,741.07,50.2,0
2011,FSA0001820,BARLEY,13741.44,9910.96,174.35,1727975.88,96.93,V2,2018-04-20,2018-11-03,837.2,0.4633,157.57,5.105,96.4,9.515,1370.86,27.02,1
2015,FSA0001821,SOYBEAN,5304.84,4700.78,160.63,755086.29,69.95,V7,2008-11-18,2009-06-20,4036.0,0.38,67.52,5.474,74.53,8.157,1366.46,19.26,0
2006,FSA0001822,WHEAT,4335.16,3408.05,153.24,522249.58,38.95,V2,2006-07-22,2006-11-13,1688.0,0.5581,200.55,11.868,63.0,10.901,1708.84,36.24,0
2014,FSA0001823,SOYBEAN,8770.43,8738.4,165.73,1448215.03,6.29,V6,2011-11-23,2012-04-22,4251.7,0.094,44.72,8.182,98.74,8.942,1137.78,34.07,1
2014,FSA0001824,WHEAT,6741.08,6311.88,215.1,1357685.39,6.5,V4,2017-12-02,2018-07-06,2191.7,0.5324,188.75,1.738,12.4,14.406,3398.35,22.8,1
2018,FSA0001825,RICE,16777.24,12003.62,244.64,2936565.6,41.86,V3,2006-10-16,2007-05-21,808.8,0.8566,278.21,6.464,92.67,9.492,2318.03,31.87,0
2025,FSA0001826,CORN,10379.68,9524.75,190.97,1818941.51,82.05,V5,2013-07-17,2014-01-30,3912.9,0.6186,174.07,9.364,3.29,15.346,2853.79,51.59,1
2008,FSA0001827,WHEAT,13001.99,10763.97,154.14,1659158.34,2.08,V1,2009-06-28,2009-11-18,910.1,0.3122,111.46,24.476,64.48,6.492,950.55,3.5,0
2021,FSA0001828,WHEAT,10752.27,10197.72,107.96,1100945.85,42.52,V4,2012-12-23,2013-05-26,2129.9,0.2885,178.9,22.951,67.08,13.815,1364.17,49.83,0
2019,FSA0001829,OAT,6649.25,5958.51,127.75,761199.65,5.83,V6,2008-10-30,2009-05-21,2101.4,0.0164,298.68,16.062,99.54,7.23,768.89,52.69,1
2016,FSA0001830,WHEAT,12426.62,8954.52,189.51,1696971.09,91.48,V7,2016-07-06,2016-10-10,2259.8,0.2988,72.53,1.84,13.77,15.948,2536.4,47.19,1
2023,FSA0001831,SOYBEAN,12503.8,9512.39,115.33,1097063.94,3.37,V3,2008-08-12,2009-02-21,2436.8,0.7732,182.98,7.568,35.86,15.641,1401.28,33.98,0
2016,FSA0001832,SOYBEAN,12751.44,12511.29,133.79,1673885.49,85.92,V4,2024-11-05,2025-03-22,3534.0,0.7452,259.17,20.452,37.71,6.546,852.21,38.97,0
2005,FSA0001833,SOYBEAN,5235.32,4546.99,231.58,1052991.94,33.9,V3,2012-02-15,2012-06-01,2599.8,0.2814,148.1,11.515,62.77,8.447,2126.12,59.84,1
2016,FSA0001834,SORGHUM,4963.76,4047.85,42.2,170819.27,96.8,V8,2014-12-06,2015-03-17,1078.4,0.1673,237.26,16.934,71.47,8.661,352.44,14.52,1
2025,FSA0001835,POTATO,694.3,550.03,92.48,50866.77,44.47,V3,2013-01-30,2013-05-12,1233.2,0.5415,215.78,13.521,45.67,14.8,1351.8,28.45,0
2008,FSA0001836,CORN,5892.0,4726.75,206.64,976735.62,49.5,V8,2018-10-16,2019-04-29,2980.3,0.2607,207.15,0.482,30.68,16.56,2892.87,45.49,1
2019,FSA0001837,WHEAT,611.73,556.18,220.04,122381.85,15.13,V2,2014-05-31,2014-11-14,2536.7,0.8167,35.91,10.356,42.44,13.464,2654.11,31.55,1
2011,FSA0001838,WHEAT,13207.92,13022.23,67.1,873791.63,57.82,V4,2012-03-08,2012-07-27,1594.5,0.2933,191.94,0.902,57.49,16.213,1074.93,25.92,0
2005,FSA0001839,SOYBEAN,21873.14,20800.03,139.85,2908884.2,23.75,V2,2022-12-15,2023-04-15,2879.1,0.3989,146.77,11.387,31.44,15.529,2030.19,0.56,1
2018,FSA0001840,WHEAT,20327.13,16177.26,35.28,570733.73,41.78,V6,2013-10-24,2014-04-14,2601.2,0.9543,166.69,17.86,21.42,7.381,280.87,22.99,1
2009,FSA0001841,WHEAT,10167.14,8550.26,235.72,2015467.29,31.06,V5,2017-12-11,2018-07-16,3417.2,0.1961,153.17,7.663,41.11,9.85,2525.64,26.59,1
2020,FSA0001842,WHEAT,11031.64,8134.38,106.12,863220.41,82.01,V7,2014-02-03,2014-05-16,1281.9,0.0731,219.94,18.545,95.77,2.716,312.29,20.98,0
2025,FSA0001843,WHEAT,5984.84,5741.3,45.47,261056.91,67.77,V1,2024-09-28,2025-01-03,3302.9,0.6942,313.37,11.661,11.07,13.209,565.75,28.1,0
2024,FSA0001844,RICE,16251.35,12145.18,58.24,707335.28,83.86,V2,2007-08-29,2008-03-26,3591.2,0.2322,175.86,6.02,8.83,16.581,939.02,16.97,0
2020,FSA0001845,SOYBEAN,8310.23,7530.55,142.49,1073028.07,29.7,V4,2019-09-12,2020-02-08,4474.2,0.4608,281.68,23.88,96.07,7.482,1023.06,54.08,1
2008,FSA0001846,RICE,14717.85,13272.99,51.58,684620.82,74.22,V5,2011-08-21,2012-02-10,2828.7,0.9604,185.49,5.946,73.93,6.885,349.94,58.85,0
2013,FSA0001847,SOYBEAN,7132.82,6699.86,84.57,566607.16,63.64,V4,2024-12-28,2025-07-15,1044.5,0.1197,251.34,4.69,68.75,11.355,1045.62,36.94,1
2011,FSA0001848,CORN,13172.88,12154.43,218.78,2659146.2,28.3,V6,2021-10-08,2022-03-10,2460.7,0.7095,279.52,3.962,2.22,2.972,663.37,11.29,0
2008,FSA0001849,SOYBEAN,6431.57,5672.17,126.53,717699.67,29.13,V5,2014-01-07,2014-07-26,1542.1,0.3626,136.15,16.335,2.71,8.723,1090.9,41.4,0
2015,FSA0001850,OAT,5634.64,4749.65,107.82,512107.26,62.45,V2,2012-02-23,2012-06-06,3810.3,0.2506,28.33,9.55,29.07,9.075,777.38,12.21,1
2022,FSA0001851,SOYBEAN,22277.11,16987.19,168.18,2856905.61,66.06,V1,2019-01-10,2019-07-12,1173.8,0.6057,28.77,20.658,92.1,11.183,1561.09,12.23,1
2007,FSA0001852,WHEAT,24051.66,20219.15,82.53,1668686.45,94.37,V4,2008-03-18,2008-10-19,2524.9,0.6634,31.49,7.979,92.43,9.183,828.26,17.4,0
2017,FSA0001853,WHEAT,19207.11,18408.33,81.5,1500278.9,7.92,V1,2017-04-20,2017-08-14,3088.3,0.7622,68.2,18.435,62.46,4.564,319.96,34.13,0
2025,FSA0001854,RICE,2146.33,1802.17,245.86,443081.52,14.05,V7,2010-07-30,2010-12-20,3028.4,0.2315,164.91,17.95,30.49,6.197,1542.18,28.89,1
2020,FSA0001855,CORN,19838.52,18550.1,137.13,2543775.21,36.53,V5,2015-09-21,2016-02-19,1505.2,0.7507,82.73,8.761,86.64,13.992,2060.78,27.98,1
2012,FSA0001856,POTATO,20429.08,19349.45,243.68,4715073.98,40.69,V7,2017-11-10,2018-04-08,4127.1,0.1388,207.16,13.639,19.48,8.366,1909.35,50.71,1
2006,FSA0001857,SOYBEAN,23856.0,18544.73,159.75,2962520.62,34.84,V2,2010-04-09,2010-10-02,1358.4,0.6394,298.13,10.292,38.47,17.046,2717.92,55.25,1
2014,FSA0001858,SORGHUM,1952.73,1531.93,78.16,119735.65,93.15,V6,2013-09-12,2014-03-11,3865.1,0.2086,153.52,14.541,28.8,3.469,279.75,4.05,1
2015,FSA0001859,SOYBEAN,12545.64,11206.56,35.67,399738.0,85.72,V8,2014-03-27,2014-10-26,3542.2,0.3591,299.18,1.483,66.32,15.438,486.28,19.06,1
2010,FSA0001860,WHEAT,552.99,546.8,69.86,38199.45,43.7,V7,2007-08-28,2008-03-05,1048.5,0.6487,124.63,23.16,71.51,15.425,835.88,16.92,0
2023,FSA0001861,CORN,1045.64,810.48,189.12,153277.98,89.11,V8,2009-09-06,2010-03-31,3098.5,0.4282,176.36,6.735,20.49,7.331,1402.96,50.17,1
2019,FSA0001862,OAT,7989.22,6540.89,15.15,99094.48,56.38,V7,2025-02-20,2025-07-11,1382.8,0.8379,185.12,20.664,0.8,11.832,139.31,6.01,0
2009,FSA0001863,WHEAT,11355.85,9990.29,51.63,515798.67,51.06,V2,2012-09-27,2013-03-23,2949.2,0.2228,115.72,14.602,16.77,11.46,486.68,22.92,1
2009,FSA0001864,SOYBEAN,10968.16,9058.51,88.01,797239.47,72.29,V2,2008-04-24,2008-08-26,2874.0,0.2359,40.47,14.827,24.9,10.903,999.5,22.15,1
2013,FSA0001865,SOYBEAN,4650.52,3660.48,136.86,500973.29,26.9,V4,2020-12-11,2021-04-12,1398.6,0.5433,118.64,1.911,32.15,3.813,550.77,59.53,0
2017,FSA0001866,SORGHUM,2269.2,1833.07,243.47,446297.55,13.19,V3,2008-03-24,2008-10-22,3237.2,0.3105,145.78,21.555,66.66,10.839,2812.09,57.98,1
2020,FSA0001867,CORN,3201.6,3117.56,224.17,698863.43,85.98,V5,2005-08-30,2006-01-07,3226.7,0.3779,74.06,19.153,15.39,2.054,461.41,28.72,1
2009,FSA0001868,SOYBEAN,15844.77,12297.62,174.05,2140400.76,0.79,V6,2011-07-11,2012-01-08,4355.9,0.0223,191.97,13.268,95.62,5.26,916.05,4.56,0
2013,FSA0001869,CORN,6880.93,5862.25,41.05,240645.36,2.73,V4,2011-06-05,2011-12-12,2784.9,0.9194,79.96,5.629,95.83,12.14,529.65,46.22,1
2020,FSA0001870,BARLEY,7021.84,6136.44,137.35,842840.03,28.76,V3,2016-12-10,2017-04-03,1987.9,0.052,306.16,23.226,79.8,12.106,1628.67,28.24,0
2009,FSA0001871,CORN,15185.72,13663.64,28.52,389687.01,14.95,V4,2013-01-24,2013-07-19,1472.0,0.718,218.66,23.972,25.59,2.992,90.99,30.64,1
2016,FSA0001872,CORN,2923.03,2712.37,29.29,79445.32,11.36,V6,2013-12-27,2014-04-26,3370.8,0.9377,300.49,0.54,18.23,8.338,262.5,50.12,1
2025,FSA0001873,BARLEY,8804.32,7007.41,31.54,221013.71,54.25,V8,2009-01-19,2009-08-16,1893.3,0.6415,183.76,22.98,25.81,11.309,321.04,21.21,0
2016,FSA0001874,PEANUT,10899.36,10343.0,115.23,1191823.89,15.41,V6,2006-03-02,2006-09-08,2073.4,0.7619,3.67,14.647,52.57,15.224,1789.79,11.22,0
2017,FSA0001875,SOYBEAN,24913.92,20618.5,75.59,1558552.42,5.29,V2,2023-12-14,2024-05-18,1889.6,0.7906,127.09,4.69,49.87,16.049,1124.14,14.97,1
2014,FSA0001876,SOYBEAN,1544.05,1177.19,106.59,125476.68,52.71,V8,2006-12-10,2007-03-29,2587.3,0.916,220.79,20.147,23.59,10.428,957.98,15.23,1
2007,FSA0001877,RICE,20656.53,17960.07,42.63,765637.78,78.09,V7,2019-09-18,2020-02-16,2659.4,0.4167,273.39,9.913,44.85,6.108,285.97,36.81,1
2024,FSA0001878,CORN,22548.53,20824.07,100.81,2099274.5,78.62,V3,2011-09-28,2012-02-03,4296.3,0.2779,75.69,21.539,84.69,10.01,987.75,13.24,1
2017,FSA0001879,BARLEY,3371.14,2809.54,41.11,115500.19,49.31,V4,2015-01-28,2015-06-27,4110.5,0.3544,197.47,9.265,84.74,17.786,623.48,16.32,1
2019,FSA0001880,CORN,14947.63,11349.69,226.62,2572066.75,69.81,V5,2016-12-06,2017-06-16,1677.2,0.0523,197.6,3.423,51.05,8.837,2162.11,29.1,0
2014,FSA0001881,POTATO,19604.46,14584.19,49.83,726730.19,2.25,V3,2008-07-24,2008-12-04,3101.0,0.0482,277.56,21.458,44.47,5.429,222.58,27.59,0
2019,FSA0001882,WHEAT,10012.6,8663.26,196.12,1699038.55,12.48,V2,2009-02-06,2009-07-14,1272.4,0.7195,152.83,11.969,43.5,2.678,451.03,16.55,1
2011,FSA0001883,WHEAT,15926.91,11304.13,187.28,2117037.47,86.21,V6,2020-02-13,2020-05-31,4265.5,0.8458,217.47,8.056,26.98,12.207,1905.57,12.2,1
2022,FSA0001884,BARLEY,10046.06,8773.27,71.21,624744.56,61.88,V1,2008-05-22,2008-11-13,3616.2,0.5237,85.01,1.779,36.73,14.669,827.46,45.12,0
2017,FSA0001885,SORGHUM,3201.0,2312.91,223.66,517305.45,64.83,V3,2012-04-07,2012-08-10,4361.5,0.7956,59.4,1.467,76.77,12.17,2336.9,16.6,1
2025,FSA0001886,CORN,7853.47,7181.84,180.78,1298333.04,1.19,V4,2017-10-10,2018-02-11,1502.1,0.1361,41.26,11.242,21.6,15.833,2363.35,41.12,1
2010,FSA0001887,SOYBEAN,23643.91,23533.7,179.63,4227358.53,5.08,V1,2015-07-05,2015-10-21,2030.2,0.0978,145.95,14.953,77.82,9.195,1564.08,44.68,1
2016,FSA0001888,WHEAT,12642.31,12465.51,43.65,544119.51,55.92,V5,2024-12-19,2025-07-14,3540.1,0.6599,50.32,20.47,0.61,15.19,655.97,2.42,1
2016,FSA0001889,SOYBEAN,16244.65,14238.94,228.1,3247902.21,36.59,V6,2007-01-14,2007-05-27,4328.1,0.6895,153.92,15.413,35.43,2.505,467.28,31.42,1
2025,FSA0001890,BARLEY,4450.02,4247.91,37.32,158532.0,38.13,V4,2022-05-09,2022-08-12,3730.0,0.8252,129.1,17.221,71.78,15.549,520.13,2.76,0
2006,FSA0001891,RICE,8728.78,6639.32,240.3,1595428.6,3.53,V3,2011-02-04,2011-07-28,983.2,0.5977,118.31,2.774,33.53,9.536,2092.68,36.52,0
2013,FSA0001892,RICE,21638.98,21294.37,38.42,818129.7,14.05,V7,2013-02-24,2013-05-31,1982.5,0.5387,70.17,11.062,91.86,16.482,692.87,11.14,1
2024,FSA0001893,SORGHUM,530.0,417.59,90.68,37867.06,59.16,V5,2015-09-14,2016-03-29,1077.4,0.8804,300.89,16.018,61.62,14.107,1274.1,12.7,0
2025,FSA0001894,SOYBEAN,20665.59,14830.58,213.2,3161879.66,11.13,V1,2020-09-26,2021-04-30,2667.1,0.2008,214.99,18.087,52.97,15.482,3461.37,27.64,0
2021,FSA0001895,POTATO,24256.47,18699.6,136.41,2550812.44,54.69,V1,2014-01-28,2014-09-02,1219.6,0.7448,109.13,6.157,73.63,17.474,2483.35,33.3,1
2020,FSA0001896,CORN,9881.42,8800.13,195.96,1724473.47,33.03,V5,2016-10-18,2017-01-20,3150.2,0.1865,30.18,18.04,76.45,3.059,522.9,49.84,1
2023,FSA0001897,SOYBEAN,2807.6,2667.79,248.66,663372.66,48.59,V5,2021-02-14,2021-06-13,1603.6,0.188,291.98,7.945,22.07,17.104,3428.82,20.61,0
2023,FSA0001898,RICE,8674.35,8060.99,28.67,231108.58,21.32,V1,2007-05-20,2007-10-21,1979.0,0.2608,119.73,21.393,28.81,7.8,226.67,4.97,1
2019,FSA0001899,SOYBEAN,12300.96,9829.79,30.01,294992.0,59.91,V1,2015-04-18,2015-11-19,2334.4,0.6614,309.49,2.216,29.0,17.192,409.96,46.64,0
2010,FSA0001900,BARLEY,1996.32,1693.56,105.41,178518.16,78.68,V2,2006-01-30,2006-05-05,2872.7,0.2108,35.29,7.852,13.19,14.724,1431.63,16.88,1
2010,FSA0001901,WHEAT,22574.02,20226.62,103.33,2090016.64,56.18,V2,2023-12-25,2024-07-13,990.2,0.0305,27.22,1.06,63.22,8.788,844.12,20.62,1
2016,FSA0001902,CORN,4211.74,3514.49,48.26,169609.29,74.14,V5,2016-05-08,2016-10-09,2583.3,0.8979,216.12,23.126,86.1,14.401,686.25,16.59,1
2008,FSA0001903,WHEAT,16090.44,15092.16,64.82,978273.81,32.2,V5,2011-05-22,2011-10-15,2638.7,0.6534,117.01,8.38,27.11,7.441,464.5,50.54,1
2007,FSA0001904,CORN,8840.45,8564.42,226.94,1943609.47,54.47,V7,2011-03-09,2011-09-14,2217.1,0.1083,146.57,19.745,82.93,15.59,2856.04,45.81,1
2006,FSA0001905,SOYBEAN,16518.17,12932.92,92.02,1190087.3,66.82,V3,2021-10-07,2022-03-03,2321.9,0.6359,3.86,1.826,86.91,8.854,854.33,35.38,0
2008,FSA0001906,WHEAT,1773.39,1588.47,210.27,334007.59,99.12,V7,2008-11-15,2009-02-25,2259.2,0.0929,138.14,13.137,40.33,14.528,3042.41,39.48,1
2018,FSA0001907,SOYBEAN,20490.86,17471.75,203.24,3550958.47,36.06,V1,2016-06-20,2016-11-26,2117.9,0.3029,57.51,24.464,24.02,15.089,3319.98,9.73,1
2008,FSA0001908,SOYBEAN,12858.67,12376.48,174.27,2156849.17,24.23,V8,2011-04-09,2011-10-17,3557.1,0.9055,149.05,4.849,52.94,17.871,2886.87,44.81,1
2022,FSA0001909,SOYBEAN,9990.87,7139.13,183.27,1308388.36,96.94,V7,2025-01-02,2025-06-17,2924.4,0.9329,111.65,14.964,90.92,17.338,2951.83,40.98,0
2007,FSA0001910,CORN,23022.04,22532.92,149.05,3358531.73,46.24,V4,2021-10-12,2022-02-22,3977.5,0.422,141.97,13.801,61.66,15.642,2547.62,38.13,0
2022,FSA0001911,OAT,18604.13,18029.29,171.87,3098694.07,73.91,V6,2005-08-20,2006-03-27,1624.6,0.9067,110.87,6.625,60.58,16.369,2886.26,38.3,1
2025,FSA0001912,WHEAT,18296.18,15741.82,129.53,2039037.94,98.12,V2,2024-06-25,2024-12-18,3651.6,0.474,37.86,17.087,30.36,4.873,637.59,40.89,0
2019,FSA0001913,WHEAT,19447.84,16411.38,194.69,3195131.57,13.56,V5,2015-12-08,2016-07-02,3178.5,0.9233,229.92,23.406,43.8,5.575,840.76,46.76,1
2010,FSA0001914,SOYBEAN,6796.84,5203.04,210.43,1094875.71,58.78,V7,2012-11-28,2013-05-02,2832.7,0.1024,270.32,24.008,27.14,14.35,2945.44,33.6,0
2009,FSA0001915,WHEAT,13586.99,13542.45,98.69,1336504.39,78.12,V4,2016-04-23,2016-07-28,2265.6,0.0875,129.76,5.256,0.06,6.897,576.37,53.67,1
2008,FSA0001916,SOYBEAN,11930.48,9603.81,213.45,2049933.24,48.28,V8,2007-05-04,2007-10-01,1604.2,0.9721,152.1,16.17,10.24,11.301,2140.22,19.91,0
2024,FSA0001917,SOYBEAN,21757.34,18435.67,221.58,4084975.76,14.15,V2,2009-11-19,2010-04-25,1779.2,0.306,119.92,7.186,41.43,9.988,2188.31,57.04,0
2025,FSA0001918,WHEAT,10465.27,9940.54,69.65,692358.61,82.89,V7,2014-04-25,2014-09-15,2302.1,0.4198,21.05,21.894,97.94,13.336,880.46,57.78,1
2017,FSA0001919,CORN,6822.12,5799.08,223.86,1298182.05,18.63,V8,2016-08-19,2017-01-08,2159.3,0.0554,231.54,1.44,37.39,15.342,2695.49,28.29,0
2006,FSA0001920,CORN,1470.62,1362.14,225.97,307802.78,72.37,V7,2023-03-18,2023-09-05,1696.1,0.8873,205.97,3.347,20.17,5.682,1221.26,42.09,0
2022,FSA0001921,BARLEY,9255.96,8496.23,175.48,1490918.44,35.83,V5,2012-09-28,2013-03-16,4340.1,0.8589,226.29,16.114,59.45,4.333,747.74,38.84,1
2014,FSA0001922,WHEAT,10570.51,10467.18,143.57,1502773.03,79.46,V3,2014-02-14,2014-09-21,3302.8,0.5371,91.18,15.751,74.36,8.276,1057.58,24.39,0
2022,FSA0001923,COTTON,11360.01,8108.62,88.79,719964.37,26.77,V1,2006-02-28,2006-07-28,1816.9,0.9401,83.17,23.779,15.08,10.473,770.8,27.7,1
2020,FSA0001924,COTTON,1001.97,866.36,235.58,204097.09,72.05,V2,2022-03-30,2022-08-07,4425.2,0.5671,290.27,15.837,90.19,10.769,2629.37,2.09,1
2015,FSA0001925,SOYBEAN,5188.59,4121.82,14.32,59024.46,58.39,V1,2018-03-11,2018-10-04,1946.4,0.6024,81.21,1.529,43.8,4.98,66.92,21.0,1
2023,FSA0001926,BARLEY,11116.27,8366.29,189.24,1583236.72,17.6,V4,2007-07-01,2007-11-22,1688.5,0.7941,15.47,12.099,45.88,5.946,1137.27,17.52,0
2012,FSA0001927,CORN,13174.36,11324.26,53.01,600299.02,33.1,V7,2010-01-16,2010-05-31,2087.4,0.3954,226.58,4.168,90.63,13.769,645.41,35.39,1
2019,FSA0001928,COTTON,20442.12,19731.53,247.77,4888881.19,20.11,V7,2024-06-11,2024-09-23,4374.2,0.0352,9.02,11.122,68.45,5.917,1411.82,9.5,0
2006,FSA0001929,CORN,19486.45,15594.36,190.99,2978366.82,7.88,V5,2008-01-03,2008-06-28,4461.9,0.9322,205.18,21.777,44.88,13.809,2780.1,13.4,1
2005,FSA0001930,SORGHUM,2213.7,1852.39,215.93,399986.57,11.63,V8,2009-01-16,2009-05-18,2783.3,0.3925,36.85,24.701,55.63,14.5,2676.47,44.01,0
2023,FSA0001931,SORGHUM,16519.01,14655.18,71.21,1043595.37,40.59,V2,2007-10-27,2008-01-31,1035.5,0.0339,25.35,20.778,20.79,8.8,683.75,52.62,1
2014,FSA0001932,PEANUT,11366.59,8887.76,142.1,1262950.7,20.01,V7,2019-08-19,2019-11-28,2496.4,0.0163,45.56,9.778,6.95,8.275,1068.01,28.11,0
2017,FSA0001933,BARLEY,376.51,346.38,80.51,27887.05,69.62,V7,2007-07-14,2008-01-11,2235.0,0.9373,127.06,0.099,57.4,2.788,175.44,49.82,1
2013,FSA0001934,WHEAT,6101.06,5583.74,200.82,1121326.67,5.56,V4,2013-11-24,2014-03-31,3711.8,0.5303,112.56,19.017,25.38,10.569,2157.96,13.77,1
2012,FSA0001935,SOYBEAN,6163.62,5816.45,156.86,912368.35,97.78,V7,2005-03-10,2005-08-01,4363.7,0.1405,309.95,15.917,32.89,2.939,411.51,28.68,0
2015,FSA0001936,BARLEY,1942.17,1841.55,198.84,366173.8,68.69,V7,2011-12-05,2012-04-02,1181.1,0.3558,319.62,14.396,37.46,10.401,1850.53,47.75,0
2020,FSA0001937,COTTON,3504.46,2907.48,36.64,106530.07,90.76,V5,2020-06-22,2020-11-11,2993.5,0.7438,52.85,1.338,18.84,9.721,357.81,20.13,0
2006,FSA0001938,WHEAT,17594.21,17074.16,77.69,1326491.49,29.44,V4,2019-10-04,2020-01-24,4364.2,0.6951,301.51,1.027,48.93,9.158,654.59,54.42,0
2024,FSA0001939,OAT,1775.22,1743.58,184.55,321777.69,19.97,V2,2022-02-21,2022-06-10,2232.3,0.8209,234.07,8.549,18.17,8.348,1450.98,51.05,0
2015,FSA0001940,OAT,19636.39,17913.85,96.56,1729761.36,83.68,V1,2011-05-29,2011-08-29,2137.2,0.5695,59.38,14.162,51.88,9.717,833.88,17.81,1
2015,FSA0001941,WHEAT,7297.21,6281.79,99.68,626168.83,10.88,V6,2007-01-12,2007-04-17,4470.6,0.7408,234.33,14.041,38.67,16.275,1570.38,35.51,1
2019,FSA0001942,SOYBEAN,1980.11,1781.13,15.16,27001.93,83.49,V6,2010-11-17,2011-06-21,1217.4,0.0655,232.68,22.331,74.56,11.657,136.48,30.78,1
2023,FSA0001943,WHEAT,16209.18,12191.05,161.53,1969220.31,85.88,V1,2008-11-20,2009-06-05,4147.8,0.9136,62.91,18.854,46.76,15.41,2694.99,15.68,1
