trans_commute_acs_year,trans_commute_commuting_zone_id,trans_commute_mode_to_work_code,trans_commute_mean_travel_time_minutes,trans_commute_median_travel_time_minutes,trans_commute_percentile_90_travel_time,trans_commute_telework_share_pct,trans_commute_carpool_share_pct,trans_commute_transit_share_pct,trans_commute_walk_share_pct,trans_commute_bike_share_pct,trans_commute_leave_home_time_peak,trans_commute_arrival_time_peak,trans_commute_distance_to_work_miles,trans_commute_toll_usage_share_pct,trans_commute_vehicle_occupancy_avg,trans_commute_commute_cost_estimate_inr,trans_commute_time_reliability_index,trans_commute_access_to_jobs_45min,trans_commute_jobs_housing_balance_ratio
2018,929485,TELEWORK,55.1,52.1,75.2,3.18,8.83,10.24,9.54,0.56,10:06,10:46,38.78,5.47,2.0,7376,0.889,1621396,1.886
2025,483087,WALK,48.4,46.3,84.5,17.84,11.73,27.4,0.36,5.57,10:52,11:43,12.67,22.2,2.43,5291,1.836,774229,4.425
2025,550019,TRANSIT,89.5,78.8,125.9,14.61,2.41,7.97,9.96,9.76,08:42,10:06,10.24,19.58,1.17,5191,1.35,1813895,2.625
2019,607457,TRANSIT,73.7,62.4,91.3,27.71,11.57,34.9,2.8,9.57,09:15,10:30,27.49,14.62,2.34,7010,0.769,2400490,1.138
2025,625010,MIXED,8.4,3.0,20.3,14.83,18.26,4.21,2.17,1.43,09:18,09:23,25.47,13.4,1.03,4771,1.853,347883,0.855
2019,772280,CARPOOL,63.6,58.7,74.3,27.34,8.48,29.59,10.07,3.89,06:26,07:23,42.89,14.33,2.89,8000,2.291,2354563,3.042
2016,434576,WALK,39.9,29.0,79.4,28.94,10.1,15.95,7.55,1.78,08:54,09:32,20.24,24.57,1.24,6108,1.892,43926,0.775
2024,523712,CARPOOL,72.1,68.8,87.1,4.3,4.51,2.07,16.72,4.59,08:50,10:07,31.24,16.48,2.27,7315,2.242,830723,2.355
2019,371223,WALK,43.7,35.0,80.7,11.49,1.01,21.96,14.92,1.84,09:45,10:34,35.7,15.57,2.53,6652,1.314,1663429,3.525
2019,132460,MIXED,22.6,21.5,60.3,2.93,2.51,5.78,2.83,10.18,08:12,08:33,44.97,1.26,2.76,6270,2.199,507075,1.002
2016,447224,MIXED,69.4,60.2,100.3,10.88,5.41,34.53,2.08,8.51,08:32,09:35,28.24,7.9,2.62,6331,1.172,73487,2.122
2022,224976,WALK,32.6,27.4,63.6,8.27,16.21,31.67,6.1,4.37,09:45,10:17,19.12,10.85,1.76,4370,1.741,751803,4.2
2018,164898,TRANSIT,20.5,10.5,47.8,11.14,9.05,27.36,6.67,9.37,08:40,09:00,25.63,15.55,2.7,5129,1.294,1141037,2.669
2023,623450,TRANSIT,16.0,6.1,46.5,16.21,6.37,19.02,4.09,1.19,09:29,09:48,35.57,2.63,2.31,5735,1.27,799557,2.9
2019,253075,OTHER,13.2,9.4,20.6,19.54,6.24,18.26,3.51,4.26,07:20,07:39,1.68,19.08,2.66,3086,1.493,814706,3.255
2017,807264,OTHER,74.1,66.8,113.6,27.22,5.38,19.95,10.51,5.81,07:25,08:35,21.09,0.44,1.38,4278,1.445,1056779,2.619
2023,596402,TRANSIT,32.7,21.6,56.4,15.91,17.0,21.51,8.36,3.57,07:30,07:59,5.36,5.62,3.09,2464,1.066,646457,1.548
2021,440764,AUTO,67.2,62.9,79.7,0.73,9.38,8.76,10.57,11.12,10:04,11:19,37.33,0.93,1.61,6627,2.356,422658,2.271
2021,558983,BIKE,51.9,51.7,91.1,12.41,17.75,21.25,6.72,8.63,10:28,11:25,28.51,21.8,2.43,6731,2.179,655406,2.115
2023,221277,BIKE,9.4,5.7,15.4,19.25,14.97,29.6,16.05,3.28,08:06,08:18,35.87,7.24,3.07,5202,1.732,1137990,2.297
2017,994493,TELEWORK,50.5,44.5,59.6,2.18,15.76,9.63,4.25,10.09,07:06,07:53,43.89,21.0,2.89,8000,1.198,288696,2.655
2016,588973,OTHER,56.8,47.8,68.4,31.81,0.13,1.91,15.26,5.71,09:47,10:49,14.57,0.93,2.99,3480,0.912,1664755,1.247
2025,108350,WALK,30.0,29.4,65.7,31.83,3.64,6.3,13.84,9.44,08:52,09:40,1.61,9.54,2.6,2057,0.929,1299156,2.721
2021,826376,WALK,23.1,18.3,41.3,24.23,16.6,1.39,9.45,2.04,09:17,10:04,44.37,21.8,1.36,8000,2.197,1573474,3.154
2025,163090,OTHER,13.5,13.4,24.8,24.71,11.97,3.63,8.84,8.16,09:20,09:25,5.73,11.63,1.79,2602,1.156,1269050,0.443
2021,516748,OTHER,81.5,78.7,104.6,24.93,15.81,0.85,1.24,7.63,09:56,11:18,28.53,6.7,2.77,6171,2.256,417549,3.822
2019,346542,AUTO,18.0,7.5,44.7,22.68,18.54,0.39,10.2,4.48,10:52,11:06,15.06,1.85,1.7,2944,1.46,574611,2.295
2020,996936,AUTO,54.3,44.6,78.5,29.55,17.86,27.93,2.5,1.12,07:29,08:20,9.44,7.8,2.32,3413,1.784,1610227,2.458
2019,469320,OTHER,18.5,8.8,27.3,3.15,17.21,15.53,5.71,2.74,09:58,10:14,29.68,17.04,3.01,6072,2.238,196585,0.899
2022,482678,CARPOOL,52.1,48.0,79.7,27.87,14.01,7.47,17.04,9.02,08:39,09:17,27.3,13.79,2.39,6420,1.466,1876063,0.95
2025,934570,CARPOOL,68.9,68.5,96.2,1.11,11.34,1.12,16.29,0.21,08:04,09:19,27.71,6.12,3.15,6215,1.9,81867,1.703
2018,309975,OTHER,51.5,46.2,87.1,2.14,1.63,25.85,13.2,6.6,06:07,07:09,20.07,7.63,1.8,4137,0.753,2197499,1.872
2016,391638,AUTO,89.8,81.6,110.0,8.22,3.76,3.18,6.48,6.27,08:39,09:54,39.51,11.4,1.71,8000,2.372,2261088,3.783
2022,254197,OTHER,73.6,64.5,80.8,16.93,0.58,16.48,7.08,1.4,09:36,10:47,8.81,15.87,2.62,3999,2.16,2155967,0.382
2021,840589,MIXED,65.8,57.9,93.2,24.79,8.19,32.92,8.12,6.14,09:03,10:18,17.79,2.71,2.32,4537,2.33,588917,4.371
2016,124030,TELEWORK,71.1,60.5,89.1,19.63,5.66,13.22,11.65,6.53,06:27,07:35,18.81,21.3,3.01,6431,2.374,851984,2.724
2024,343159,OTHER,23.1,21.1,29.4,16.21,18.12,9.13,14.52,0.85,07:51,08:05,9.74,0.89,2.94,2802,1.51,2369372,3.457
2019,838574,TRANSIT,51.3,48.2,65.0,12.97,2.57,29.77,13.15,2.11,10:17,11:01,35.67,21.16,2.88,7967,1.274,2294154,3.004
2023,544256,BIKE,56.3,54.3,62.1,22.62,18.78,32.19,9.74,8.76,06:06,07:06,16.83,7.85,2.17,4015,2.338,1364563,1.695
2020,649139,CARPOOL,91.2,82.4,127.1,4.65,7.87,17.03,17.82,2.21,06:03,07:26,41.71,14.47,2.84,8000,1.079,675559,1.887
2020,967104,TRANSIT,52.4,50.2,74.5,14.88,5.67,22.12,2.43,5.81,06:12,06:57,38.1,0.05,1.44,6124,1.988,2333141,0.387
2022,633795,OTHER,60.2,55.2,73.7,10.76,15.53,3.41,12.96,2.21,08:00,08:57,37.67,14.43,2.81,7270,1.821,16098,3.568
2019,875499,MIXED,63.9,57.9,76.4,29.23,5.63,2.81,13.03,2.91,07:40,08:58,27.51,23.06,2.31,7103,0.781,1409536,0.273
2020,351831,AUTO,15.0,11.4,34.6,17.17,4.57,11.69,1.95,5.48,08:46,09:01,43.78,8.07,2.49,6484,1.353,723312,2.977
2022,354295,MIXED,91.0,83.2,116.2,31.4,12.1,21.34,10.07,10.89,06:08,07:36,34.88,19.75,1.0,7994,2.176,1643373,3.37
2019,545433,OTHER,78.1,72.4,106.8,32.57,11.58,33.24,1.67,0.8,08:45,09:57,18.02,14.55,2.58,5823,1.895,954248,0.171
2023,239547,TRANSIT,42.1,34.6,77.4,2.02,9.99,12.38,7.64,11.38,07:38,08:09,25.02,2.01,3.13,4694,1.871,870825,1.426
2016,954140,CARPOOL,79.8,68.2,103.7,24.08,14.51,10.58,16.54,5.75,06:45,08:10,27.6,22.63,1.97,7067,1.74,874361,2.353
2020,764751,WALK,20.7,14.2,45.6,4.21,0.47,20.83,5.29,1.47,08:51,09:00,28.61,0.32,3.05,4388,1.699,1859260,0.769
2025,519303,CARPOOL,44.2,40.8,60.4,28.73,19.03,28.17,5.33,2.77,06:25,07:12,7.74,22.29,3.11,4706,1.89,1133772,0.952
2017,780785,WALK,71.6,66.9,87.4,18.12,9.87,22.45,17.59,5.03,08:13,09:28,39.71,6.65,1.58,7206,1.454,1925028,3.609
2018,896527,OTHER,40.6,38.4,77.6,16.54,11.7,2.61,5.87,11.2,08:50,09:25,2.79,20.33,2.63,3678,1.915,1472010,0.658
2022,198182,BIKE,31.6,29.2,42.8,22.36,4.65,20.4,8.04,11.4,06:51,07:19,34.97,18.41,2.9,6748,1.449,870483,1.905
2021,557125,OTHER,51.5,48.3,71.1,6.01,19.55,34.64,9.32,0.8,06:56,07:47,16.06,24.98,1.23,5806,1.513,1557856,4.007
2020,559755,AUTO,18.6,16.4,43.8,5.1,13.91,14.86,15.6,6.95,10:09,10:39,43.09,17.06,1.34,7935,1.363,1517371,1.52
2023,322059,TRANSIT,30.1,28.0,59.9,34.4,2.01,26.06,7.75,2.54,06:09,06:40,13.67,14.11,1.22,4384,1.845,1262924,2.77
2016,763268,WALK,65.9,54.6,75.2,15.99,0.82,18.67,9.63,8.39,06:53,08:06,37.81,18.51,2.05,7904,1.665,713766,4.051
2024,841611,BIKE,84.5,78.9,110.6,19.94,18.69,33.68,10.82,8.39,08:22,09:52,39.08,9.23,2.4,8000,1.988,2074298,3.118
2025,556014,CARPOOL,48.5,40.3,63.3,9.71,15.69,18.01,13.35,0.52,06:07,07:09,14.27,12.08,1.69,4207,2.124,924872,0.522
2019,412842,CARPOOL,71.2,63.0,82.2,24.01,12.45,8.53,14.47,6.8,10:52,12:08,29.42,7.39,1.36,6617,1.053,2043166,4.263
2016,958267,MIXED,43.9,41.9,71.7,13.11,0.01,33.59,17.28,2.17,10:40,11:43,5.28,5.41,2.96,2810,1.907,217227,2.099
2020,217083,CARPOOL,58.7,54.6,79.6,16.38,18.87,9.04,8.0,0.56,09:38,10:36,0.72,7.19,1.69,2089,0.909,1354983,3.986
2021,671227,MIXED,83.8,74.9,97.5,3.64,13.27,15.94,5.05,2.19,07:48,08:56,12.65,15.29,1.75,5096,1.416,6723,2.756
2023,463790,TRANSIT,88.8,85.3,109.4,31.63,16.4,15.19,10.85,6.0,08:23,09:57,10.35,12.72,1.5,4585,1.918,1701039,4.2
2024,830192,CARPOOL,20.2,15.5,36.3,4.94,0.01,23.76,12.88,11.3,10:46,11:02,11.19,13.29,2.42,3763,1.148,585405,1.291
2025,219975,MIXED,9.0,3.0,36.0,19.31,12.94,13.28,13.43,0.11,08:43,08:48,15.67,22.02,1.09,4122,2.045,1541130,4.226
2025,365607,TRANSIT,58.6,57.5,86.5,15.01,19.73,23.51,3.74,9.37,06:20,07:12,21.04,24.35,1.72,6612,1.476,440635,2.353
2016,937406,AUTO,15.7,10.7,52.7,9.29,13.44,31.38,9.58,9.39,08:56,09:19,24.65,2.45,2.86,3806,2.164,697180,1.459
2019,969586,BIKE,71.9,62.7,81.6,34.35,3.43,25.19,17.06,7.89,06:11,07:24,23.57,21.18,1.71,6769,2.223,867259,3.878
2023,442802,WALK,82.3,79.0,112.5,33.26,14.14,2.44,3.43,0.47,10:48,12:04,41.57,3.71,1.58,7166,2.39,284721,2.523
2016,714341,CARPOOL,18.6,10.6,42.4,9.2,11.95,1.55,17.73,3.24,06:29,06:35,26.0,5.64,2.76,4236,1.296,1291379,3.487
2017,657219,TRANSIT,35.2,26.1,72.0,17.86,16.17,11.04,5.75,7.48,09:37,10:12,39.79,14.89,1.37,6683,1.744,1026536,4.354
2018,540623,TRANSIT,83.0,82.5,116.5,4.51,4.42,7.48,16.71,5.58,08:36,09:58,37.41,17.46,1.12,8000,1.205,253327,1.404
2018,578386,TELEWORK,75.4,66.5,89.7,6.14,15.51,12.42,9.87,5.36,07:27,08:41,3.92,9.1,2.4,3490,1.697,896676,3.984
2017,348198,OTHER,52.5,48.1,81.9,18.2,11.27,15.11,13.14,3.66,09:42,10:39,23.69,7.04,2.34,4664,1.311,315920,3.349
2019,825425,BIKE,91.3,89.1,117.0,30.35,1.05,3.54,5.67,11.72,10:41,12:08,2.39,3.64,1.58,2992,1.954,1817238,3.119
2018,229380,TELEWORK,66.3,55.2,79.7,10.16,0.09,20.27,10.92,1.7,07:46,08:45,31.62,15.12,2.4,7335,1.537,1487159,4.331
2016,667662,WALK,53.1,49.1,92.4,22.34,8.83,2.62,3.53,9.01,09:42,10:36,42.58,21.05,2.2,8000,0.876,1292138,3.491
2017,493574,BIKE,33.9,23.0,70.0,10.76,12.64,18.53,10.12,11.06,09:11,09:47,11.47,5.84,2.01,3163,1.345,1152103,0.333
2022,910860,MIXED,19.5,17.7,26.0,27.44,6.85,19.53,15.91,0.74,07:10,07:23,39.13,9.61,2.4,6623,2.145,663323,0.987
2022,522188,WALK,26.0,17.4,52.7,19.76,8.97,14.33,2.17,1.59,10:56,11:23,6.3,11.92,1.6,3387,0.853,423072,3.302
2017,935302,MIXED,12.8,11.0,35.5,25.1,0.07,30.8,10.07,6.3,06:21,06:35,39.81,17.23,1.8,7494,1.953,772291,1.546
2025,468893,WALK,73.4,67.8,84.4,16.68,12.35,17.43,12.69,10.06,07:26,08:44,28.42,7.17,1.2,6397,1.457,590917,1.202
2019,136285,AUTO,75.8,64.8,82.3,16.93,4.36,3.12,12.37,11.43,09:28,10:52,13.67,6.71,2.55,3958,1.109,2058095,0.508
2017,962659,WALK,84.1,76.8,122.6,15.29,6.96,26.1,7.67,2.89,10:49,12:11,24.07,22.59,1.04,7169,1.348,579075,1.265
2020,150244,BIKE,57.5,53.3,84.6,14.48,10.03,26.46,15.7,7.73,09:30,10:25,37.78,10.33,1.53,7295,1.966,857233,1.335
2025,195181,CARPOOL,39.2,32.0,70.8,1.72,16.22,12.53,0.64,1.19,06:30,07:21,31.94,21.18,2.12,6503,1.23,1666859,0.653
2025,595065,TRANSIT,75.5,64.6,87.6,21.02,1.19,21.02,9.65,6.7,06:00,07:24,34.12,18.14,1.57,7183,2.192,68614,4.066
2020,245622,OTHER,39.6,30.3,49.3,28.95,18.98,6.73,6.23,7.08,09:12,09:54,11.07,16.09,2.3,3554,1.129,2184183,2.276
2025,444620,TELEWORK,22.6,20.7,37.0,8.3,13.34,12.12,9.19,1.22,09:36,09:50,9.33,15.59,2.57,2840,2.294,1178324,1.25
2021,377044,AUTO,58.3,52.9,82.4,16.15,4.16,16.0,7.7,0.2,09:01,09:58,16.31,22.4,2.02,5439,2.114,1825382,3.538
2023,281200,TRANSIT,84.7,73.1,94.4,26.11,0.99,12.97,1.14,0.52,08:24,09:41,31.75,17.71,1.24,7430,1.355,262788,1.966
2017,418023,BIKE,75.6,63.7,82.5,3.9,1.3,33.52,12.43,9.38,10:10,11:33,9.8,15.67,2.17,4600,0.864,393612,4.29
2020,970378,WALK,10.1,3.1,30.3,32.39,13.74,15.7,17.73,2.25,09:10,09:15,30.94,17.21,1.04,5822,1.037,616858,0.223
2025,961693,TRANSIT,23.7,15.3,47.1,13.63,17.25,0.74,1.18,6.72,06:33,06:50,8.13,19.99,2.44,3069,1.843,149494,0.267
2020,808614,TELEWORK,31.2,26.9,54.8,10.91,16.58,0.96,14.41,10.45,10:16,10:38,8.69,15.63,2.03,4080,2.121,696491,1.77
2019,761260,CARPOOL,62.9,62.2,93.1,11.83,13.43,6.04,15.52,10.97,07:19,08:26,42.15,3.96,1.98,6823,1.893,1397930,2.106
2016,867801,OTHER,60.4,52.4,75.0,28.71,11.52,11.71,3.61,2.06,10:34,11:30,11.88,0.94,2.88,2755,0.837,584338,3.856
2018,870838,OTHER,30.4,20.4,63.3,0.03,15.29,14.39,1.55,8.06,06:52,07:14,19.21,8.66,2.16,4601,1.934,1680286,1.183
2022,694042,AUTO,10.5,9.1,17.2,14.19,17.4,26.69,8.35,6.64,07:37,07:42,4.81,23.26,2.92,3200,2.266,2082171,3.245
2025,418785,WALK,16.8,9.6,54.6,4.77,0.59,34.22,2.77,5.79,09:31,09:56,14.07,10.99,1.96,3577,1.947,694221,0.824
2021,162230,TRANSIT,62.2,57.3,93.5,16.02,3.85,16.73,7.01,5.4,07:32,08:25,7.01,3.53,3.12,3173,0.888,115632,0.206
2019,964946,OTHER,72.4,60.9,79.6,17.86,9.47,3.06,12.57,9.8,10:08,11:24,34.99,21.57,1.12,7927,1.649,1967059,3.224
2021,556433,TELEWORK,43.9,43.9,83.8,1.11,7.25,32.2,13.92,0.55,10:27,11:08,32.98,12.0,2.16,6334,1.769,1794704,4.001
2020,730187,OTHER,19.5,13.5,37.0,17.26,11.18,34.82,9.14,8.68,10:19,10:45,26.83,11.37,2.78,5390,1.738,1873508,1.809
2016,840143,MIXED,34.1,25.0,46.1,23.94,0.53,10.37,13.74,5.38,07:41,08:18,24.43,8.12,1.66,4268,0.753,2141585,3.479
2021,914813,WALK,64.7,61.3,95.7,15.0,5.12,20.06,16.91,6.15,07:42,08:53,32.79,5.16,2.92,5869,1.915,1795665,0.534
2018,988089,MIXED,76.5,74.5,94.6,9.97,10.91,12.11,4.59,4.97,08:28,09:32,29.64,18.03,2.09,6688,2.164,1857147,2.825
2016,169239,AUTO,11.9,3.0,50.2,20.5,17.66,24.86,15.44,5.87,10:58,11:06,30.34,18.93,1.89,5908,1.124,1308437,2.173
2018,245901,MIXED,90.0,83.2,118.6,13.67,12.58,14.13,17.06,3.06,08:09,09:30,3.83,18.21,3.09,4843,1.422,846457,3.554
2023,237822,TELEWORK,91.0,80.6,104.2,32.19,7.5,30.73,11.49,11.77,06:42,08:07,13.3,20.83,1.68,5963,1.6,2020500,2.287
2018,715256,BIKE,94.3,89.5,100.5,30.44,5.32,1.72,14.24,1.9,07:40,09:18,30.45,18.86,2.99,7218,2.01,402592,0.747
2025,746168,AUTO,34.7,31.8,54.2,20.13,12.06,32.18,7.13,6.84,07:05,07:56,24.58,2.8,3.18,4600,1.722,401580,1.059
2023,774011,BIKE,57.7,49.2,68.3,0.39,3.79,18.87,1.74,2.56,09:40,10:37,36.81,10.56,2.36,7149,1.884,13460,4.209
2022,222478,TELEWORK,94.6,85.7,111.2,31.82,1.81,32.31,7.41,2.77,10:34,12:09,19.47,6.31,1.36,5321,0.762,1150766,3.145
2017,672572,MIXED,12.1,4.8,31.0,25.13,12.92,21.46,5.95,4.22,09:53,10:12,43.81,14.67,2.05,7536,1.881,772181,0.587
2019,204808,BIKE,53.3,43.8,79.1,11.55,13.81,6.19,3.29,7.74,07:32,08:35,16.32,0.19,2.91,3727,0.876,1017977,1.152
2021,443681,BIKE,69.7,60.7,93.4,8.51,17.05,33.93,1.41,5.34,09:28,10:32,23.22,9.79,1.58,5996,1.258,1371367,3.481
2019,792720,TRANSIT,37.3,33.2,73.8,3.92,17.68,6.02,6.92,5.0,07:53,08:34,31.96,17.1,2.56,6444,0.966,1012092,0.426
2023,230769,TRANSIT,50.6,46.2,65.8,32.95,8.09,34.15,9.24,10.56,08:45,09:44,44.07,16.98,1.08,7667,1.598,1753312,0.458
2018,468585,OTHER,81.0,69.3,103.1,22.56,14.23,9.32,12.64,0.95,08:56,10:11,38.16,3.92,1.42,7494,1.355,1420004,3.794
2018,199323,TRANSIT,41.2,32.7,58.1,17.12,17.77,23.72,15.48,11.47,09:07,09:27,17.02,14.11,2.48,4425,0.802,1533836,2.516
2020,302387,BIKE,10.2,3.0,18.1,12.92,3.88,32.16,13.11,4.32,10:48,11:20,2.97,2.92,1.58,1504,1.626,791779,3.451
2018,222578,AUTO,14.9,13.7,36.2,12.36,7.7,4.62,7.41,10.86,06:38,06:45,23.78,12.45,2.29,4268,2.1,429547,4.315
2016,559812,OTHER,24.9,24.1,47.9,33.76,15.72,8.14,6.51,5.18,07:15,07:36,26.28,3.27,2.0,4243,2.069,2333689,3.453
2023,148383,AUTO,79.4,72.2,102.7,23.92,9.31,4.22,12.62,6.44,07:23,08:32,33.04,14.12,2.62,7438,0.909,88717,4.187
2022,250414,MIXED,42.4,41.3,82.2,5.34,5.31,0.2,0.59,4.28,09:30,09:58,36.67,23.78,2.53,7412,1.024,1080035,1.408
2016,638778,TRANSIT,80.9,71.0,103.5,28.15,7.26,16.04,10.77,7.37,08:34,10:03,16.47,12.46,2.8,5297,1.514,1739999,3.474
2021,544548,BIKE,43.3,33.8,58.0,14.03,12.43,26.08,2.44,1.89,06:46,07:34,20.27,22.39,1.04,6021,2.196,17293,2.644
2022,830129,TELEWORK,21.3,14.2,47.4,18.05,3.21,27.3,3.6,11.15,08:16,08:51,21.04,14.63,2.07,5025,2.372,575659,4.24
2016,281434,OTHER,58.5,52.1,83.9,11.86,0.52,19.28,13.18,5.19,10:38,11:35,22.66,16.53,1.76,5509,2.08,640600,2.681
2016,385404,WALK,31.5,31.3,68.6,7.55,0.3,26.25,5.54,9.21,09:39,10:05,15.08,24.12,3.02,4617,0.777,1979483,2.807
2016,541794,OTHER,9.7,3.3,18.9,5.41,1.75,23.94,6.04,8.62,06:38,06:43,41.44,4.03,1.34,5934,1.909,1409815,2.466
2022,182052,MIXED,78.6,67.3,84.6,34.91,6.68,26.98,2.93,7.97,09:18,10:28,17.62,6.58,2.92,4977,1.684,1445224,0.227
2017,509881,TELEWORK,28.6,23.0,65.0,6.02,13.53,29.33,12.36,1.39,06:40,07:02,20.61,10.26,2.44,4048,1.043,1951899,0.856
2019,397446,OTHER,68.2,63.9,98.6,13.07,12.32,6.35,8.8,4.39,07:16,08:26,5.37,1.49,2.53,2805,1.559,514069,1.627
2016,836842,CARPOOL,54.6,50.0,65.3,28.02,18.17,23.95,17.19,5.58,09:00,09:59,20.95,0.73,2.72,4383,2.058,1963668,2.303
2025,768528,MIXED,14.2,3.0,23.1,27.11,4.94,24.01,13.61,4.12,10:57,11:07,18.42,0.71,1.7,2922,2.368,1168840,3.258
2018,575838,CARPOOL,46.4,35.9,53.3,25.04,18.79,34.25,7.95,1.21,06:01,06:58,22.17,18.0,2.47,5225,2.08,2071783,3.031
2023,139568,OTHER,21.8,9.9,58.3,30.53,4.69,7.47,15.1,10.58,07:13,07:45,27.98,22.76,2.66,6204,2.354,2173566,2.646
2020,423237,TELEWORK,60.0,57.2,98.5,27.42,5.08,9.46,12.15,0.43,08:56,09:47,16.38,5.44,1.12,4660,0.819,1881367,4.016
2023,787377,TRANSIT,19.5,8.5,49.3,18.62,18.76,14.71,15.12,7.57,10:55,11:16,40.64,9.42,2.9,6326,1.948,2313606,3.398
2023,494454,TRANSIT,57.1,50.0,75.7,17.67,10.07,34.39,17.74,8.69,08:12,09:02,35.98,4.46,2.17,6100,2.122,751469,0.705
2025,963411,TELEWORK,71.9,70.8,89.2,25.82,0.17,10.38,16.81,5.99,08:47,10:03,27.38,5.54,2.48,6186,1.462,1981438,4.063
2023,610704,MIXED,19.6,9.7,37.0,6.54,8.88,10.12,6.6,8.33,07:18,07:40,26.2,19.88,3.05,5994,1.842,737977,2.11
2020,548784,WALK,69.3,59.6,74.8,34.64,8.18,14.95,12.7,10.0,06:37,08:04,1.66,23.23,2.13,3866,1.974,729878,4.476
2022,130559,OTHER,36.5,28.3,67.3,8.41,15.21,34.37,6.29,6.41,09:11,09:52,5.0,11.14,2.75,2644,1.169,101238,2.164
2024,387485,CARPOOL,77.5,72.7,99.3,14.13,2.41,21.3,2.63,1.24,09:31,10:56,43.46,9.48,1.41,8000,1.358,2115193,1.262
2016,916648,WALK,34.7,33.2,43.3,18.64,10.68,32.62,4.9,4.98,09:42,10:06,25.24,12.55,3.11,5296,1.939,1655916,1.2
2016,135618,CARPOOL,15.7,3.9,33.4,15.57,12.32,9.44,9.51,4.48,10:05,10:29,11.25,11.15,1.16,3161,1.645,176691,3.448
2020,544446,OTHER,9.8,3.0,19.2,31.45,9.79,2.24,4.22,8.57,08:19,08:26,11.89,12.31,2.8,2694,1.225,405860,1.168
2024,196796,AUTO,54.2,42.8,69.5,26.39,12.73,28.75,5.9,10.89,10:00,10:50,29.25,22.65,2.48,6669,1.532,2273119,0.99
2019,227587,WALK,79.6,78.1,101.8,8.18,1.02,30.4,7.31,0.55,08:45,10:00,7.3,18.38,2.83,4113,1.148,2491452,3.677
2016,711255,OTHER,26.4,19.8,57.4,4.81,18.78,18.15,11.08,10.68,07:08,07:35,7.53,0.46,1.26,1677,1.423,994164,0.501
2017,383352,WALK,74.0,69.0,104.1,0.08,19.72,27.11,15.48,1.22,09:51,11:02,28.41,21.78,1.13,7011,1.888,1011703,3.073
2019,682047,MIXED,37.3,34.5,60.2,13.43,3.39,28.37,2.84,3.3,08:15,09:01,43.68,8.98,2.83,7337,1.496,1868225,1.145
2025,493929,AUTO,34.3,24.3,54.1,26.28,9.37,9.35,5.93,0.66,06:12,06:41,24.76,20.45,2.34,5580,2.205,59177,0.776
2021,416629,TELEWORK,36.9,29.2,52.9,32.27,10.97,4.42,5.98,8.19,07:08,07:47,4.47,21.79,1.56,4146,2.075,2185397,3.588
2020,462846,BIKE,45.3,37.1,55.2,29.99,19.76,13.38,5.53,1.14,10:33,11:20,11.21,16.37,1.41,4163,0.964,427968,0.98
2017,928733,MIXED,73.1,64.1,90.6,19.39,16.98,18.24,6.81,4.73,07:43,08:57,41.32,23.61,1.9,8000,0.922,1348577,3.197
2023,917367,MIXED,19.6,15.2,25.7,3.13,15.54,9.15,17.43,3.21,10:46,10:51,9.08,18.5,2.35,3857,1.418,1639421,3.845
2024,759277,WALK,17.2,15.9,31.6,21.25,6.6,14.01,14.8,11.23,08:26,08:50,31.63,24.46,2.47,6737,1.375,467264,3.579
2018,421618,BIKE,21.6,18.9,29.3,28.28,10.37,32.99,9.3,9.85,10:37,10:54,43.04,0.92,1.34,6581,1.041,2143872,3.169
2021,271259,TELEWORK,41.9,37.1,49.0,6.36,13.85,23.61,15.21,4.94,07:09,07:41,23.45,10.89,1.91,5450,1.704,1868299,0.679
2023,860461,TELEWORK,55.7,44.9,65.3,3.04,19.24,19.22,10.82,9.27,07:27,08:21,9.0,21.01,1.64,4758,2.311,791935,3.41
2021,759357,TRANSIT,67.9,63.6,86.7,11.54,8.49,26.71,9.98,2.24,09:42,10:53,21.23,19.53,1.87,5560,1.792,271423,2.3
2025,451551,BIKE,18.4,11.9,48.1,0.4,10.71,31.53,5.31,1.69,08:45,08:53,19.82,16.88,2.44,4445,1.495,2047868,2.201
2025,742974,OTHER,44.3,38.9,53.1,11.57,19.52,8.11,1.55,7.46,10:18,10:59,17.01,16.63,2.74,4889,1.402,1315421,3.15
2016,575583,WALK,15.5,5.2,41.5,33.72,16.21,32.43,0.98,4.81,09:40,09:47,19.58,19.52,2.0,4338,0.785,1697492,0.933
2021,144965,OTHER,52.7,52.3,82.4,22.6,9.74,19.02,15.29,1.56,06:20,07:15,39.15,11.72,2.75,7517,1.985,1592134,1.416
2017,852145,TRANSIT,37.4,34.6,46.5,14.28,8.06,17.0,17.89,3.54,06:11,06:36,17.92,4.49,2.63,3737,1.58,2095517,3.818
2025,561131,AUTO,72.3,70.1,87.5,20.1,3.8,8.6,15.25,0.82,07:53,09:07,13.09,10.21,2.96,4388,1.135,1166019,2.459
2020,574127,MIXED,79.8,77.1,89.6,30.7,16.63,28.33,11.67,3.06,10:15,11:34,40.2,6.99,2.83,7906,1.869,2416985,1.97
2017,333997,MIXED,63.5,56.0,69.6,29.93,8.69,25.24,15.8,9.71,10:37,11:40,21.29,19.54,3.18,5958,1.027,1868161,0.862
2023,386123,BIKE,93.0,85.1,119.3,7.93,9.22,2.7,15.94,4.59,09:33,11:04,20.82,16.32,2.03,6385,0.803,2127649,2.766
