qol_well_survey_year,qol_well_wellbeing_region_id,qol_well_life_satisfaction_score,qol_well_happiness_frequency_score,qol_well_stress_level_score,qol_well_sleep_quality_score,qol_well_physical_health_score,qol_well_mental_health_score,qol_well_social_connection_score,qol_well_purpose_meaning_score,qol_well_financial_wellbeing_score,qol_well_work_life_balance_score,qol_well_outdoor_activity_rate,qol_well_cultural_participation_rate,qol_well_volunteerism_rate,qol_well_loneliness_rate,qol_well_community_trust_score,qol_well_safety_perception_score,qol_well_service_satisfaction_score,qol_well_overall_wellbeing_index
2020,REG000001617,0.8706,6.453,9.348,6.014,3.405,3.053,9.011,7.345,4.068,6.317,0.471,0.9262,0.427,6.188,9.316,9.994,3.663,4.203
2014,REG000001618,8.8587,0.736,6.593,0.692,1.586,4.666,4.523,1.283,0.167,1.246,0.2787,0.6505,0.4671,4.693,0.522,7.307,8.276,3.404
2010,REG000001619,5.7608,0.954,5.553,0.716,6.353,6.637,9.442,4.651,3.858,3.646,0.0665,0.822,0.9494,9.985,7.401,8.594,4.803,4.818
2018,REG000001620,0.3989,5.772,1.929,4.727,3.782,9.664,6.105,8.09,9.399,2.271,0.3766,0.3312,0.2211,9.847,5.965,8.016,1.914,5.496
2019,REG000001621,3.616,3.742,4.26,0.902,5.632,7.555,4.888,1.271,2.623,8.255,0.2851,0.9163,0.4395,8.466,3.19,9.273,2.069,4.23
2020,REG000001622,5.1381,9.619,3.641,1.519,8.896,9.918,4.99,6.696,1.656,2.608,0.5391,0.0125,0.2265,7.257,9.189,4.162,1.287,6.282
2019,REG000001623,3.3872,3.036,7.817,4.461,4.308,8.775,2.43,4.659,8.981,6.88,0.8702,0.8115,0.1399,5.049,3.737,7.495,2.347,4.471
2010,REG000001624,10.1453,6.879,5.52,5.95,3.643,5.344,8.603,7.173,7.919,2.6,0.3086,0.0835,0.6926,3.75,7.822,2.358,6.449,6.705
2013,REG000001625,3.0154,0.017,9.404,1.711,0.063,9.262,4.48,6.328,0.946,0.438,0.8319,0.0688,0.04,0.955,9.937,3.0,9.229,2.885
2017,REG000001626,3.1795,9.807,0.488,9.51,0.544,1.099,1.686,9.839,8.832,2.954,0.9098,0.6411,0.3766,1.137,8.088,6.97,6.336,5.364
2013,REG000001627,7.7696,1.49,2.465,9.491,1.914,3.394,8.903,1.518,5.351,1.11,0.9723,0.4427,0.6874,9.09,2.59,0.488,3.36,5.243
2012,REG000001628,0.7607,9.406,0.696,2.369,3.655,5.471,7.55,0.711,2.845,3.828,0.8926,0.2907,0.5928,2.556,4.192,3.14,6.454,4.558
2008,REG000001629,3.4918,0.281,9.747,2.674,4.668,7.791,8.422,5.153,6.89,6.395,0.8297,0.9635,0.9204,5.309,4.54,5.019,2.465,4.216
2012,REG000001630,6.1199,6.778,7.195,3.615,9.293,9.056,0.427,2.458,5.02,0.571,0.4273,0.8505,0.3589,1.546,0.214,6.157,3.747,5.281
2016,REG000001631,9.337,4.526,2.576,7.651,5.317,8.986,7.7,5.512,3.156,3.892,0.7681,0.1048,0.0407,0.484,7.645,5.053,6.867,6.896
2024,REG000001632,8.4371,4.097,8.144,3.825,4.647,9.04,8.219,4.763,6.739,9.855,0.6667,0.3891,0.6467,8.85,3.39,8.676,8.895,5.996
2019,REG000001633,3.8892,7.444,2.552,5.847,0.913,2.304,1.368,5.103,2.3,2.925,0.658,0.1247,0.4898,5.682,9.182,9.365,4.749,4.021
2016,REG000001634,7.9973,7.446,5.274,8.017,6.219,2.272,4.529,4.068,0.668,1.482,0.7129,0.6287,0.1496,8.824,2.616,0.738,8.657,5.445
2009,REG000001635,3.7314,7.907,8.288,5.526,8.091,5.355,4.651,5.394,5.114,2.473,0.976,0.5181,0.4727,4.105,0.688,0.485,6.716,5.181
2015,REG000001636,8.7275,0.823,3.317,2.076,1.09,9.757,2.793,1.805,6.167,1.426,0.845,0.1974,0.6871,8.292,0.235,8.87,3.807,4.64
2014,REG000001637,1.7766,1.668,8.811,7.366,5.487,3.323,4.085,5.253,9.03,9.099,0.9474,0.6201,0.9191,9.11,8.56,4.118,7.303,3.956
2010,REG000001638,3.6647,1.717,4.044,8.866,3.079,9.221,9.149,3.205,0.087,5.859,0.3402,0.0919,0.938,1.255,5.364,0.976,0.239,5.088
2019,REG000001639,3.4058,3.44,7.008,6.454,6.256,0.701,7.838,1.683,6.159,2.286,0.0007,0.2337,0.8227,2.774,7.998,5.217,0.456,4.11
2020,REG000001640,3.7579,5.566,7.715,9.24,3.224,5.616,9.123,5.153,1.979,4.391,0.218,0.3358,0.525,9.777,6.104,8.919,1.989,5.059
2021,REG000001641,6.898,8.551,7.471,2.146,9.724,7.657,0.503,2.406,2.462,9.708,0.1319,0.3039,0.9123,3.47,1.01,2.953,6.959,5.376
2010,REG000001642,8.9771,8.12,6.299,2.497,8.174,5.36,9.709,8.351,1.011,2.177,0.4818,0.3455,0.2293,6.524,3.742,7.721,6.13,6.548
2011,REG000001643,8.7882,2.993,1.966,9.453,5.623,5.058,8.36,7.931,1.611,7.262,0.2421,0.1687,0.1679,2.071,2.304,4.677,8.356,6.654
2010,REG000001644,3.8713,6.643,8.144,9.441,7.383,5.606,8.692,6.0,6.164,0.687,0.8378,0.257,0.8373,4.878,4.547,2.884,9.732,5.886
2009,REG000001645,4.1174,6.628,0.971,7.248,0.24,8.968,3.896,5.094,5.238,8.896,0.9257,0.1806,0.2243,0.434,9.844,0.538,9.054,5.529
2013,REG000001646,2.7315,9.044,1.221,4.005,0.972,0.045,2.677,6.101,8.521,1.039,0.1718,0.7266,0.3518,9.189,9.142,6.025,8.901,4.236
2010,REG000001647,3.3956,8.385,5.967,2.506,6.227,1.096,7.847,9.624,6.02,3.286,0.1194,0.1723,0.0985,8.746,5.193,0.959,8.816,5.102
2015,REG000001648,8.0647,8.7,4.055,4.688,8.198,0.819,7.702,6.798,4.199,3.124,0.4059,0.5208,0.8701,4.146,8.067,4.547,8.972,6.24
2011,REG000001649,1.3578,3.208,9.459,6.942,9.59,5.15,9.128,3.359,5.546,1.576,0.5825,0.9636,0.873,5.308,9.432,6.308,3.679,4.663
2016,REG000001650,8.2329,0.116,5.927,4.665,8.124,0.766,9.509,7.64,3.978,5.7,0.567,0.6497,0.0534,5.185,1.394,2.921,0.024,5.322
2024,REG000001651,7.028,0.812,4.916,6.427,9.422,7.346,3.385,4.347,3.653,8.057,0.6972,0.7536,0.6576,6.054,9.735,1.489,5.871,5.563
2022,REG000001652,9.2991,5.116,5.127,6.331,8.412,9.714,0.81,0.758,3.138,7.584,0.0945,0.7494,0.5411,8.438,2.083,9.392,9.891,6.035
2019,REG000001653,8.3022,3.982,7.2,4.575,1.461,7.524,2.414,8.705,1.466,6.876,0.5933,0.1568,0.0354,8.289,9.168,3.063,7.598,4.921
2010,REG000001654,0.4113,5.336,0.019,4.485,6.712,3.445,7.841,1.061,0.866,7.082,0.77,0.2036,0.6356,3.77,4.979,8.198,3.473,4.413
2024,REG000001655,3.6254,7.296,6.92,0.925,2.945,0.922,8.81,8.64,5.692,1.752,0.504,0.2754,0.8432,4.583,1.15,5.119,4.079,4.312
2009,REG000001656,0.2555,6.332,8.905,7.935,7.369,2.196,3.936,6.511,1.235,4.093,0.0765,0.7674,0.1965,3.913,6.443,2.009,9.121,3.897
2022,REG000001657,0.5196,3.049,2.913,5.734,7.991,7.831,1.623,6.327,6.536,6.645,0.7028,0.9638,0.3813,8.767,4.717,0.267,5.486,4.804
2011,REG000001658,10.1247,6.338,1.387,0.684,9.936,5.441,7.038,0.508,7.364,1.037,0.3155,0.0896,0.2519,8.631,3.28,9.593,6.602,6.535
2023,REG000001659,6.9318,9.126,2.659,2.948,9.1,3.857,0.7,9.191,5.571,7.95,0.6943,0.5825,0.7983,9.215,5.578,4.208,5.565,6.195
2011,REG000001660,6.9249,9.457,6.622,9.149,6.801,0.495,7.706,4.28,8.375,2.662,0.284,0.0339,0.1103,5.253,2.27,7.149,5.111,6.148
2015,REG000001661,5.246,8.021,5.035,1.42,2.193,7.823,8.869,9.531,1.813,4.056,0.1427,0.5639,0.1555,4.439,0.962,3.522,4.706,5.557
2017,REG000001662,8.0791,6.75,9.52,9.711,8.588,6.525,5.733,2.805,0.287,7.043,0.5083,0.8694,0.8367,6.874,1.575,2.973,2.554,6.023
2019,REG000001663,3.3322,4.327,9.809,1.829,8.065,0.071,9.382,5.86,0.795,1.68,0.1692,0.9503,0.6379,8.843,4.835,5.676,7.336,3.756
2022,REG000001664,8.0903,9.563,0.48,8.139,7.297,9.326,5.53,8.218,8.935,9.478,0.869,0.0608,0.795,6.257,8.433,6.947,2.784,8.271
2023,REG000001665,5.1964,4.87,0.662,1.243,8.689,4.001,2.132,5.579,9.257,9.486,0.5411,0.089,0.5424,4.451,3.899,8.501,2.614,5.475
2021,REG000001666,4.3965,7.546,4.368,2.451,0.129,7.376,9.904,1.97,4.574,3.925,0.2987,0.7794,0.311,2.561,9.881,9.37,3.558,4.877
2009,REG000001667,7.1806,9.554,9.909,9.841,0.52,9.381,7.7,6.008,9.864,5.777,0.4294,0.8816,0.8304,6.53,5.195,5.996,9.239,6.548
2018,REG000001668,9.3037,6.718,1.04,0.55,7.132,2.526,4.305,1.391,4.003,3.744,0.0662,0.7792,0.8127,0.42,8.993,9.518,9.588,5.418
2019,REG000001669,8.7078,0.635,8.603,2.368,5.316,5.567,8.297,9.846,4.521,8.416,0.4551,0.9287,0.06,1.533,9.92,0.111,4.532,5.353
2025,REG000001670,1.3119,1.156,6.71,5.634,9.966,0.772,9.607,1.426,3.904,3.341,0.5621,0.0982,0.5882,8.765,6.358,0.38,4.734,3.902
2025,REG000001671,3.5,3.349,3.417,4.635,8.027,2.645,8.277,9.442,3.858,5.043,0.7561,0.2058,0.3151,0.795,0.959,4.092,5.819,5.32
2010,REG000001672,6.0871,8.974,4.885,8.901,7.718,8.433,2.549,6.418,0.332,7.212,0.133,0.507,0.9286,8.636,1.918,7.002,9.626,6.415
2008,REG000001673,4.3952,2.189,9.902,1.205,3.435,9.328,6.98,3.468,0.941,7.543,0.2616,0.8206,0.7928,6.897,5.514,8.871,4.047,3.868
2024,REG000001674,2.0803,7.386,0.587,6.497,5.033,3.711,1.81,1.693,8.225,7.334,0.5465,0.5232,0.7408,2.708,4.989,7.317,3.037,4.828
2015,REG000001675,4.9024,3.422,7.023,6.447,6.824,7.017,2.514,9.295,8.803,7.875,0.1071,0.0028,0.5152,2.122,8.548,4.559,1.29,5.547
2011,REG000001676,7.0835,0.397,0.897,7.181,4.382,8.122,6.243,8.423,1.199,5.394,0.6431,0.7269,0.2667,7.301,3.506,0.625,4.316,5.899
2011,REG000001677,5.4986,5.982,7.37,0.203,5.163,0.539,9.978,4.947,2.947,1.329,0.0518,0.0755,0.5258,1.165,6.004,8.138,7.342,4.242
2011,REG000001678,4.3477,0.649,8.229,5.984,3.302,5.13,8.017,9.264,1.736,6.271,0.2472,0.1587,0.9073,1.198,1.628,7.877,3.226,4.39
2023,REG000001679,9.9148,9.934,7.128,4.24,3.55,5.052,3.609,4.186,6.805,9.609,0.5885,0.4137,0.3775,3.739,3.419,8.758,7.74,5.986
2018,REG000001680,4.2079,7.578,2.013,9.968,5.944,7.276,1.771,0.491,3.928,3.928,0.7556,0.8815,0.3609,6.925,8.933,5.621,0.31,5.549
2017,REG000001681,4.02,1.578,5.145,3.488,9.986,8.896,4.916,6.247,0.16,2.915,0.6108,0.9461,0.8963,4.291,4.082,0.426,0.955,5.042
2015,REG000001682,6.6021,3.359,6.309,1.757,3.714,9.608,8.911,7.102,7.288,9.423,0.3144,0.1074,0.0814,3.091,2.77,7.411,2.437,5.79
2019,REG000001683,4.4122,7.919,2.52,6.428,7.166,1.026,5.541,8.856,5.004,3.29,0.296,0.9724,0.3219,5.644,1.614,8.505,7.815,5.717
2015,REG000001684,8.6623,8.472,1.979,7.543,3.889,8.987,1.503,8.013,4.008,5.222,0.3809,0.6902,0.68,7.158,8.819,9.085,9.247,6.783
2019,REG000001685,1.7224,9.228,7.235,2.695,3.821,7.924,9.847,4.169,5.161,3.112,0.9814,0.0975,0.7352,9.716,6.712,1.66,2.886,5.033
2017,REG000001686,2.6745,6.567,7.822,0.788,4.525,5.746,6.863,3.433,1.799,0.597,0.3691,0.2954,0.7102,6.015,4.266,7.735,7.435,3.849
2009,REG000001687,4.4226,5.895,6.124,8.968,3.335,4.19,4.291,8.214,6.046,6.851,0.8545,0.5298,0.9936,0.193,7.987,7.13,8.65,5.247
2013,REG000001688,2.2787,0.276,8.485,1.735,2.006,5.994,1.09,9.179,1.365,8.176,0.5023,0.7832,0.8896,2.076,3.475,8.538,5.294,2.787
2013,REG000001689,9.0928,9.317,3.464,9.162,5.34,7.005,2.311,5.428,4.895,3.616,0.9485,0.1126,0.0347,6.476,5.593,0.997,3.493,6.807
2012,REG000001690,7.7729,4.064,3.036,9.566,1.651,4.552,4.291,5.191,6.889,6.301,0.911,0.3968,0.1216,9.076,2.82,2.576,4.438,5.637
2021,REG000001691,3.553,0.82,1.361,8.156,0.827,5.007,1.62,5.266,3.043,9.048,0.7829,0.587,0.9213,2.074,1.665,7.673,7.631,4.034
2010,REG000001692,4.4211,0.012,9.782,8.45,2.812,1.147,7.269,0.683,9.538,7.571,0.9282,0.4474,0.0593,7.953,6.341,2.638,5.788,3.614
2023,REG000001693,1.3392,9.649,7.842,5.815,9.747,5.201,2.804,4.485,1.605,8.966,0.9899,0.9999,0.6347,2.529,7.672,5.419,6.814,4.874
2023,REG000001694,4.9463,6.95,6.338,0.318,6.293,1.167,9.881,7.447,4.841,9.415,0.7807,0.515,0.7616,4.507,5.296,8.51,1.525,5.05
2018,REG000001695,0.5804,3.963,9.835,3.302,5.067,7.713,6.42,0.194,2.636,5.542,0.6581,0.8209,0.859,3.985,4.894,6.815,0.518,3.356
2024,REG000001696,9.1395,3.119,5.702,4.919,1.301,2.68,0.611,7.167,8.377,4.284,0.8296,0.4318,0.953,0.433,4.419,6.28,0.12,4.611
2011,REG000001697,9.5126,0.18,5.535,4.268,3.327,1.68,4.028,1.24,0.221,4.309,0.8752,0.8523,0.8369,2.562,8.292,1.18,0.819,3.779
2015,REG000001698,0.2917,4.648,2.079,6.799,2.513,9.924,5.08,2.852,2.675,3.962,0.9476,0.4096,0.0669,3.954,7.541,9.752,3.572,4.52
2009,REG000001699,8.3488,7.241,2.369,0.243,9.447,2.238,1.506,3.129,9.507,2.449,0.5488,0.7729,0.4321,7.59,0.289,7.945,8.933,5.551
2019,REG000001700,5.2409,7.722,6.154,2.746,5.341,6.279,6.156,2.927,7.576,9.03,0.2339,0.5822,0.9995,7.54,2.38,1.545,3.799,5.378
2024,REG000001701,9.757,7.931,2.648,3.163,3.236,5.659,8.426,1.094,0.19,4.801,0.8667,0.212,0.3733,8.784,1.544,3.288,1.212,5.834
2024,REG000001702,5.6821,3.695,1.011,8.832,1.455,1.773,6.475,5.497,1.404,3.03,0.0832,0.9383,0.5147,5.57,6.132,3.141,8.015,4.837
2008,REG000001703,3.5702,4.568,9.864,0.353,1.354,8.37,9.598,8.196,2.272,2.008,0.3197,0.4941,0.0773,7.687,3.985,7.156,8.139,4.168
2018,REG000001704,4.3923,9.432,4.932,9.339,3.541,6.185,5.356,1.248,9.329,7.416,0.9506,0.8047,0.6734,2.11,9.145,8.377,0.708,5.843
2016,REG000001705,8.1294,1.718,3.984,3.889,1.2,7.059,3.447,7.524,7.106,9.59,0.5991,0.82,0.6213,3.515,4.122,2.397,7.127,5.185
2025,REG000001706,0.5925,2.117,8.833,6.314,9.311,0.251,8.626,5.381,5.511,8.561,0.186,0.8928,0.074,0.483,4.29,8.023,8.346,4.02
2019,REG000001707,3.3536,7.976,9.607,2.283,7.511,4.879,9.159,7.929,9.278,7.015,0.7788,0.9009,0.1403,3.285,2.662,9.66,6.723,5.532
2022,REG000001708,4.2967,0.576,4.82,1.7,0.224,0.403,2.767,9.374,6.057,2.827,0.4638,0.1245,0.0071,7.046,1.202,1.469,9.448,3.022
2017,REG000001709,1.7598,4.064,2.038,4.36,7.538,9.368,9.649,3.129,1.46,2.65,0.5737,0.1888,0.6796,0.439,9.705,6.65,3.524,5.39
2014,REG000001710,1.3489,3.629,3.379,3.922,3.968,4.137,0.237,1.819,4.296,1.904,0.8356,0.5899,0.926,1.369,9.972,7.795,4.171,3.139
2014,REG000001711,3.051,3.802,5.147,6.029,2.683,3.938,2.489,6.557,9.242,1.477,0.3025,0.4489,0.3283,0.339,9.709,3.358,6.696,4.215
2021,REG000001712,6.3331,3.501,6.226,8.61,7.268,6.385,9.839,9.51,1.217,8.113,0.4839,0.9581,0.0307,9.994,1.909,8.633,8.149,6.386
2015,REG000001713,9.5282,3.157,2.458,8.192,9.256,7.977,0.83,2.865,2.378,7.518,0.4937,0.4894,0.6854,4.966,1.684,8.956,2.747,6.31
2014,REG000001714,4.6193,6.629,1.804,8.194,9.687,8.593,8.521,8.675,2.305,8.485,0.9444,0.4121,0.969,1.335,4.375,4.055,1.634,7.283
2013,REG000001715,0.4374,7.825,3.647,4.154,7.979,7.477,2.663,7.611,9.147,4.932,0.7159,0.9873,0.6697,4.757,4.655,1.496,3.673,5.415
2013,REG000001716,5.9185,0.462,4.918,3.712,3.274,9.013,4.814,2.632,6.111,5.878,0.1312,0.8698,0.3296,3.082,1.931,7.816,7.204,4.62
2008,REG000001717,1.5366,2.587,5.838,6.398,3.336,3.16,9.966,2.307,0.975,8.859,0.6242,0.2581,0.9912,4.059,9.825,9.506,1.626,3.808
2011,REG000001718,7.7897,9.617,1.137,6.513,5.587,9.071,7.62,0.458,4.156,3.144,0.6776,0.8602,0.8567,0.669,8.692,1.775,7.879,6.933
2014,REG000001719,6.8688,3.54,7.307,2.491,7.153,4.651,9.25,1.57,2.63,3.873,0.8541,0.461,0.2741,5.76,2.428,2.253,6.929,4.851
2015,REG000001720,8.8039,9.461,5.992,9.041,0.969,5.81,6.688,4.092,5.316,4.311,0.2907,0.6927,0.2106,5.388,9.847,0.933,9.066,6.209
2015,REG000001721,5.766,9.228,5.801,4.957,9.619,6.673,4.621,2.649,4.087,8.988,0.7509,0.7649,0.142,4.618,6.098,6.155,9.892,6.084
2008,REG000001722,7.3191,8.056,6.852,8.019,9.673,6.983,8.421,0.843,5.352,7.632,0.1279,0.1997,0.2248,4.443,6.509,9.696,0.403,6.752
2013,REG000001723,0.2672,3.4,4.398,8.507,9.743,6.518,0.211,8.639,8.593,3.513,0.5308,0.8712,0.0877,8.176,5.469,1.043,2.895,5.085
2018,REG000001724,7.1223,4.298,0.366,7.337,0.527,9.418,4.24,9.284,8.986,2.68,0.1364,0.7918,0.5597,1.839,2.056,1.51,6.94,6.417
2019,REG000001725,7.3154,9.075,0.929,8.662,1.54,0.61,6.261,9.858,1.445,2.625,0.9362,0.7542,0.9955,1.835,7.638,9.943,2.318,5.96
2016,REG000001726,5.7195,7.808,1.536,0.131,9.645,3.626,6.934,9.965,6.64,7.916,0.8136,0.0919,0.7939,0.604,2.156,8.656,7.784,6.435
2017,REG000001727,10.0286,0.36,0.119,4.955,0.304,5.088,3.675,3.783,2.14,6.709,0.6183,0.0951,0.5111,4.755,0.554,0.715,8.466,4.881
2024,REG000001728,7.6507,3.9,9.193,5.905,2.805,0.931,8.885,9.282,0.096,5.546,0.8318,0.3806,0.3332,0.987,5.393,6.006,9.312,4.681
2021,REG000001729,6.1708,8.821,2.784,6.476,8.215,4.487,6.692,7.588,9.541,0.872,0.018,0.3305,0.3495,9.432,3.897,0.427,6.827,6.898
2022,REG000001730,1.7109,1.614,0.987,4.542,7.582,2.811,6.318,2.116,4.289,5.645,0.4691,0.7754,0.9243,9.636,8.936,4.335,1.06,4.244
2012,REG000001731,1.277,6.698,8.679,1.666,0.467,1.003,8.449,5.115,5.157,9.705,0.4201,0.0873,0.5374,7.991,1.098,7.023,5.384,3.235
2016,REG000001732,8.9881,6.638,1.131,6.053,5.477,6.383,6.576,9.86,6.263,6.351,0.7418,0.8218,0.1004,4.184,6.309,8.57,5.86,7.248
2023,REG000001733,6.3082,4.925,4.788,1.918,0.775,2.576,3.577,1.517,1.831,6.064,0.6146,0.9436,0.6187,8.387,1.279,4.062,2.938,3.521
2008,REG000001734,5.2523,3.195,1.42,1.778,7.2,0.473,1.638,5.958,1.465,7.243,0.8071,0.4961,0.72,1.819,9.822,4.202,4.721,4.127
2021,REG000001735,5.4744,0.071,9.832,3.136,1.577,8.776,3.962,7.967,7.191,5.539,0.7559,0.7778,0.9493,5.154,6.214,1.667,1.185,4.111
2009,REG000001736,7.6055,7.611,5.247,7.285,2.79,4.844,7.097,4.405,7.101,0.173,0.8352,0.0128,0.2776,4.218,8.976,5.361,8.327,5.863
2009,REG000001737,5.1506,5.784,8.982,3.369,8.021,9.598,8.194,6.543,6.972,5.508,0.3167,0.4011,0.3008,2.4,1.804,0.676,1.791,6.014
2018,REG000001738,1.4197,1.5,8.632,5.208,6.347,4.153,0.765,6.32,5.691,8.006,0.8125,0.7709,0.2332,7.89,6.759,3.213,1.648,3.406
2012,REG000001739,2.9168,9.884,6.869,2.842,6.375,1.519,4.184,5.124,3.644,5.216,0.8916,0.4603,0.4856,7.293,4.392,9.483,6.715,4.376
2015,REG000001740,2.3439,9.254,9.358,4.092,6.099,5.021,6.833,7.437,7.609,0.1,0.0216,0.3395,0.6572,4.011,6.41,3.761,7.676,5.046
2018,REG000001741,8.143,8.319,5.456,0.697,2.517,7.128,9.237,7.151,1.142,0.084,0.1561,0.5002,0.8054,8.056,3.042,9.275,1.219,5.68
2024,REG000001742,7.8091,2.367,3.874,8.146,4.253,6.017,1.362,2.651,3.766,5.809,0.2288,0.1605,0.18,0.477,5.459,6.524,0.965,5.008
2012,REG000001743,8.5232,9.699,2.104,7.76,8.908,7.756,3.842,8.698,3.809,8.972,0.9329,0.7612,0.5538,1.097,0.633,1.026,7.557,7.72
2023,REG000001744,2.0213,2.475,8.312,1.172,7.855,8.575,8.253,0.112,7.022,9.2,0.2432,0.9853,0.6589,8.611,0.593,3.391,1.411,4.327
2022,REG000001745,1.5984,3.175,2.735,1.142,5.504,4.148,5.496,9.637,8.977,1.148,0.1102,0.7433,0.375,5.289,4.703,4.058,1.073,4.518
2022,REG000001746,6.4145,7.465,5.679,3.846,5.404,9.703,4.472,9.987,9.042,1.796,0.2457,0.938,0.8114,1.161,2.128,6.603,3.125,6.473
2015,REG000001747,2.0316,2.918,2.769,7.823,6.22,7.995,0.029,1.315,8.36,2.974,0.5368,0.4446,0.7992,4.906,7.116,9.138,4.896,4.565
2018,REG000001748,0.8197,3.597,3.254,3.339,2.146,7.578,1.805,4.13,8.918,9.446,0.9422,0.3371,0.4102,2.928,6.791,9.316,1.423,3.958
2012,REG000001749,7.0538,8.518,0.938,6.386,0.245,9.486,3.294,6.399,7.868,7.197,0.2071,0.9334,0.5446,5.509,9.076,4.115,1.776,6.43
2022,REG000001750,1.9369,1.382,1.19,9.797,9.505,1.061,2.108,7.105,4.885,8.916,0.5249,0.5925,0.9571,9.872,3.32,7.646,6.557,4.862
2024,REG000001751,4.791,5.003,5.038,8.964,0.703,5.165,1.637,0.939,8.366,1.127,0.2394,0.4493,0.8088,4.891,8.175,8.483,0.819,4.291
2012,REG000001752,6.2791,6.612,8.471,8.943,7.207,4.501,5.734,6.59,9.87,2.513,0.0154,0.887,0.9284,0.688,3.184,9.49,7.23,6.087
2024,REG000001753,8.9702,7.109,1.409,9.049,7.757,0.858,3.107,8.804,0.239,0.854,0.5189,0.8069,0.6519,3.662,5.802,3.496,7.511,6.28
2010,REG000001754,1.8463,6.113,1.486,6.311,8.483,1.699,8.906,8.12,2.781,8.368,0.7781,0.8234,0.4,2.491,2.132,3.289,5.17,5.613
2010,REG000001755,9.9984,3.76,4.307,2.093,7.36,0.929,5.555,1.644,7.663,7.988,0.1569,0.8926,0.8127,8.919,4.683,4.343,2.47,5.299
2016,REG000001756,10.1585,3.075,7.86,8.91,2.261,1.371,7.245,1.901,0.104,2.034,0.9067,0.6426,0.3587,9.89,8.108,1.822,2.631,4.63
2023,REG000001757,3.6686,9.35,4.911,1.206,4.606,9.263,6.968,0.76,5.554,0.394,0.463,0.2392,0.7985,8.953,7.879,0.706,4.002,5.143
2022,REG000001758,8.6657,6.373,6.785,8.614,0.846,8.07,3.219,3.676,3.513,0.477,0.6705,0.8707,0.0214,5.149,1.717,9.535,5.925,5.382
2020,REG000001759,5.5428,4.623,4.444,7.622,2.47,0.54,8.368,9.39,3.051,2.026,0.2242,0.0215,0.1117,4.786,3.569,7.64,3.57,5.011
2023,REG000001760,1.6579,5.232,0.716,0.199,0.792,1.883,4.803,6.785,2.92,6.444,0.1115,0.8977,0.4911,8.518,2.042,3.153,3.36,3.491
2019,REG000001761,5.068,6.859,7.473,9.389,2.94,5.981,1.339,5.359,3.395,0.245,0.86,0.0224,0.5354,1.784,1.699,6.896,6.883,4.737
2020,REG000001762,5.0041,2.265,0.489,5.45,8.491,3.908,0.714,5.295,1.387,8.13,0.1721,0.07,0.727,1.892,1.678,4.447,8.944,4.866
2011,REG000001763,3.3652,7.538,1.864,2.597,1.105,0.279,4.755,5.125,0.216,5.45,0.7706,0.7168,0.3358,7.895,8.094,0.74,1.03,3.725
2011,REG000001764,6.8053,6.732,6.089,1.428,4.86,0.099,5.467,6.416,1.935,0.014,0.4215,0.1612,0.0384,1.689,5.379,0.557,1.658,4.306
2022,REG000001765,6.2484,4.898,6.339,9.757,4.016,6.168,1.096,1.097,7.706,9.797,0.3968,0.7313,0.8377,9.21,7.662,1.152,9.729,5.1
2012,REG000001766,4.8815,8.31,2.545,4.706,9.101,1.267,8.782,8.929,4.819,3.344,0.669,0.9113,0.4999,0.072,4.041,3.102,2.222,6.253
2021,REG000001767,7.5466,7.462,9.736,3.995,9.345,9.861,9.749,3.345,2.715,2.84,0.5302,0.6477,0.0561,4.926,8.349,2.908,9.029,6.415
2013,REG000001768,9.6557,6.282,9.361,1.4,1.226,8.311,6.731,5.827,8.008,3.622,0.9389,0.0809,0.7342,7.159,6.033,1.322,5.66,5.501
2013,REG000001769,5.4728,2.454,5.123,7.076,4.463,0.144,6.783,3.062,8.18,4.758,0.8731,0.2651,0.3201,7.544,9.053,6.623,0.806,4.505
2011,REG000001770,3.6009,5.442,8.122,4.876,4.579,4.674,1.76,7.908,0.681,1.311,0.4959,0.537,0.4115,6.26,0.793,0.743,4.721,3.931
2021,REG000001771,2.914,9.263,5.675,7.854,7.817,8.969,4.328,6.447,5.967,6.998,0.7546,0.4798,0.24,1.727,1.553,5.284,1.024,6.283
2018,REG000001772,6.4261,1.41,8.579,7.811,1.63,3.85,0.145,5.297,3.629,2.635,0.5881,0.934,0.8627,0.036,2.767,2.28,9.673,3.584
2021,REG000001773,8.9242,5.036,5.261,0.129,2.804,0.452,7.693,6.359,7.732,1.143,0.336,0.4974,0.4808,5.261,0.027,0.524,3.793,4.821
2011,REG000001774,2.7993,8.853,8.255,1.871,2.965,8.415,7.389,3.231,8.729,9.956,0.8385,0.9348,0.7019,9.406,4.6,4.175,2.537,4.982
2019,REG000001775,0.7904,4.292,7.822,3.152,8.034,4.56,4.297,7.858,7.988,0.768,0.5273,0.9843,0.3993,2.136,2.521,3.511,6.503,4.223
2008,REG000001776,0.8105,2.672,5.536,9.155,2.542,7.211,8.507,7.009,5.467,3.622,0.5283,0.3242,0.9756,6.475,9.561,4.76,7.925,4.779
2011,REG000001777,1.2366,7.472,0.469,1.362,4.765,3.439,9.611,1.036,9.429,7.299,0.0729,0.1689,0.6356,3.395,9.596,6.653,4.155,4.917
2020,REG000001778,0.7587,7.702,0.505,5.985,1.926,2.729,0.313,7.335,8.394,0.608,0.6164,0.6863,0.115,4.156,3.041,0.41,8.903,4.269
