tax_incent_incentive_fiscal_year,tax_incent_incentive_program_id,tax_incent_incentive_type_code,tax_incent_eligible_industry_naics,tax_incent_eligible_activity_code,tax_incent_applications_received,tax_incent_applications_approved,tax_incent_credits_authorized_usd,tax_incent_credits_claimed_usd,tax_incent_beneficiaries_count,tax_incent_jobs_promised_count,tax_incent_jobs_created_verified,tax_incent_capital_investment_promised,tax_incent_capital_investment_verified,tax_incent_clawback_trigger_flag,tax_incent_recapture_amount_usd,tax_incent_performance_reporting_compliance,tax_incent_cost_per_job_estimate,tax_incent_equity_targeting_flag,tax_incent_sunset_date_program
2023,INC000001854,EXEMPTION,454110,R_AND_D,201,152,1280024081.42,1176609816.4,230682,63087,11138,19211861714.97,13438107446.19,0,100332765.9,71.59,105639.24,0,2032-05-29
2023,INC000001855,CREDIT,621111,LOCATION,1591,1437,1638334636.85,1693301016.3,72896,70230,39141,24924999422.44,13103531576.08,0,67881957.18,36.18,43261.57,0,2027-11-04
2007,INC000001856,EXEMPTION,325412,LOCATION,1906,1679,1627404789.95,1004356463.02,44932,86640,8997,14356826566.54,6010132381.18,0,208861150.11,23.52,111632.37,0,2031-09-17
2017,INC000001857,CREDIT,237310,BROWNFIELD,1179,697,1420705006.02,350657374.91,164302,57003,43564,9860719602.1,1889696356.35,0,77065205.48,95.44,8049.25,0,2028-09-22
2018,INC000001858,ABATEMENT,423450,INNOVATION,1192,627,1391150660.46,1210362707.85,53784,115134,26891,12573858589.04,8927326921.39,0,109627364.18,60.45,45009.96,1,2029-11-22
2011,INC000001859,ABATEMENT,621111,LOCATION,88,54,1364637406.94,1344197575.82,121398,94553,21824,17150249467.5,2789184999.48,0,25545153.72,46.37,61592.63,1,2026-04-14
2019,INC000001860,CREDIT,237310,EXPORT,684,357,962592587.59,479936532.93,59821,60370,52952,1511709425.99,1085159742.63,0,52253113.4,6.04,9063.61,0,2028-07-27
2022,INC000001861,REBATE,512110,CAPEX,386,332,1507502213.7,879141344.11,97469,98162,33728,6665503823.25,1190491005.47,0,126232426.21,64.35,26065.62,0,2033-06-22
2011,INC000001862,CREDIT,621111,CAPEX,1561,1262,53771843.29,11977286.14,6540,72447,35608,15828069399.0,5245970439.81,0,1757318.97,12.2,336.37,1,2026-05-09
2023,INC000001863,EXEMPTION,445110,BROWNFIELD,844,734,942094829.46,764265473.48,53196,103823,41357,3262224054.65,2822594946.2,0,129047680.87,70.32,18479.71,0,2028-01-02
2014,INC000001864,CREDIT,621111,LOCATION,503,215,516063486.37,301237723.43,154337,56084,18673,11706227323.3,6260259629.09,0,17165919.27,91.03,16132.26,0,2026-09-03
2021,INC000001865,CREDIT,237310,CLEAN_ENERGY,1157,1066,1372231391.9,935109577.31,216013,46350,14781,14329912986.23,14169045913.06,0,42654957.69,26.42,63264.3,0,2029-08-22
2013,INC000001866,CREDIT,541511,BROWNFIELD,2102,1183,1778391941.96,267668464.43,119621,41337,36553,5093251791.26,4325689923.26,0,180582583.19,7.82,7322.75,0,2028-10-30
2019,INC000001867,CREDIT,334111,BROWNFIELD,766,679,438539637.99,396855317.13,42286,70214,44336,11430124233.72,5452727716.72,0,25649496.17,40.55,8951.09,0,2034-11-17
2023,INC000001868,REBATE,445110,R_AND_D,18,15,1188865228.9,1154942207.43,208412,32679,6462,20242697850.23,14127604424.18,0,80166133.71,67.13,178728.29,0,2035-09-21
2007,INC000001869,EXEMPTION,541511,EXPORT,1939,966,1332235249.87,380525579.74,125790,50369,37093,24037689062.48,17341926139.77,1,45677305.94,91.09,10258.69,0,2035-07-21
2020,INC000001870,ABATEMENT,325412,CLEAN_ENERGY,1957,1079,207896481.62,170137372.14,237298,78184,9934,11741087457.67,5198821187.44,0,18962143.81,41.02,17126.77,1,2027-08-15
2007,INC000001871,CREDIT,621111,BROWNFIELD,1179,1048,1485316970.37,972427794.38,61541,7418,5388,13385083782.57,6897858037.81,0,137981267.36,43.05,180480.29,1,2032-01-15
2015,INC000001872,ABATEMENT,236220,INNOVATION,1708,1019,1302188063.72,292367512.64,72214,102799,53556,21917578857.26,18643877238.99,0,4748149.63,49.65,5459.1,1,2026-06-19
2008,INC000001873,ABATEMENT,423450,CAPEX,2427,978,301632543.63,230688034.73,21101,24452,24042,19805570528.6,19594096614.35,0,27770817.12,94.55,9595.21,1,2035-07-30
2013,INC000001874,GRANT,541511,BROWNFIELD,867,416,1651639116.83,1089605719.34,47760,69850,54800,14472982296.8,5515875720.38,0,137009707.56,37.86,19883.32,1,2032-05-30
2013,INC000001875,CREDIT,541511,INNOVATION,1786,1572,1180109321.73,685884451.83,238940,21074,3938,21675420965.29,15419893270.03,0,151625814.73,79.4,174170.76,1,2031-09-13
2009,INC000001876,CREDIT,334111,CAPEX,81,25,1310829096.1,867229441.45,25109,93130,48697,15202296428.69,3438977240.82,0,155125817.79,36.71,17808.68,0,2035-02-17
2014,INC000001877,CREDIT,423450,LOCATION,1613,404,975852853.62,686519380.25,191841,67425,63698,342465671.84,240813302.46,1,19979497.27,43.8,10777.72,0,2027-01-17
2017,INC000001878,REBATE,621111,HIRING,85,38,364807529.34,303413447.71,221915,50848,37446,22890313030.18,12246275371.22,0,15882533.67,21.7,8102.69,0,2035-10-19
2017,INC000001879,ABATEMENT,311811,BROWNFIELD,122,90,1028210871.38,1015995826.81,57865,48531,27223,16691456640.05,6855799914.17,0,95407029.15,56.52,37321.23,1,2026-09-19
2022,INC000001880,REBATE,325412,LOCATION,961,864,367933714.0,125076450.55,165471,29974,26151,18672098801.56,1027229090.82,0,14810980.89,57.54,4782.86,1,2026-03-20
2022,INC000001881,ABATEMENT,445110,HIRING,1015,341,1318219282.54,590490603.44,156104,119529,70330,12500344909.36,10055998091.24,0,19783734.28,7.06,8396.0,1,2032-10-15
2008,INC000001882,ABATEMENT,454110,R_AND_D,1526,1185,318925882.49,84959517.65,33918,103477,103477,16051278996.5,7235912268.23,0,16423026.48,81.44,821.05,1,2028-05-23
2017,INC000001883,ABATEMENT,621111,EXPORT,1768,592,1378868122.51,1088622434.2,209699,83411,56472,5321880283.41,2872053995.33,1,106903062.84,26.32,19277.21,0,2029-01-20
2015,INC000001884,LOAN,621111,LOCATION,2459,1942,1742758697.53,1325870472.44,186945,53652,7163,2293936989.07,506346133.12,0,172560871.97,80.99,185099.88,0,2028-11-23
2014,INC000001885,ABATEMENT,512110,EXPORT,696,350,1905141820.47,1741346502.33,163632,7841,7838,4516759471.16,4426626808.01,0,221957395.93,1.06,222167.2,0,2033-11-16
2007,INC000001886,GRANT,237310,CAPEX,2199,751,1643267546.48,604702556.24,203803,86381,38928,16861334568.66,3270299740.34,0,68833560.97,69.84,15533.87,0,2035-01-30
2022,INC000001887,CREDIT,445110,R_AND_D,1165,404,1676803828.0,211638401.21,73918,26433,14271,14429726276.71,2831574004.02,0,148772128.63,92.57,14829.96,0,2032-06-18
2008,INC000001888,CREDIT,423450,R_AND_D,1390,1271,630495560.3,80714991.75,50001,93995,76387,8549596237.78,3739300211.99,1,69961244.68,26.23,1056.66,0,2031-11-07
2018,INC000001889,CREDIT,445110,CLEAN_ENERGY,1085,420,1070176896.24,505341826.26,184314,9374,5662,17936165628.43,10381718584.6,1,45764135.48,32.95,89251.47,0,2027-05-08
2010,INC000001890,OTHER,237310,HIRING,1863,651,957045059.85,465005660.75,34197,97826,36838,20674529999.88,12550305560.86,0,130785720.68,29.25,12622.99,1,2027-01-12
2019,INC000001891,LOAN,325412,INNOVATION,1428,775,1803307258.96,1420190984.35,128259,7344,2028,5954926858.02,5922993845.56,0,182241678.91,59.5,700291.41,0,2034-09-05
2015,INC000001892,CREDIT,311811,CLEAN_ENERGY,263,150,1738424017.42,633624444.78,205077,17310,15377,2943657749.14,1797703156.69,0,179179525.39,85.32,41205.99,1,2028-03-17
2007,INC000001893,GRANT,621111,TRAINING,2327,979,1860206549.92,976704614.18,218479,54050,39443,2303912512.32,116601301.05,0,124904232.55,37.03,24762.43,0,2035-10-05
2014,INC000001894,REBATE,311811,HIRING,1460,1241,123248535.9,68577755.98,119289,9791,7763,13427834422.63,6746282291.79,0,13164258.95,61.28,8833.92,0,2027-06-09
2022,INC000001895,CREDIT,541511,HIRING,286,114,56223826.69,16879975.85,28911,41726,27459,8046810541.64,6107467216.45,0,1931787.8,67.21,614.73,1,2035-09-15
2007,INC000001896,CREDIT,237310,LOCATION,1260,1098,69925034.59,28604690.33,81656,35286,5075,15582265766.83,6536437151.57,0,2516488.85,90.33,5636.39,0,2028-01-10
2015,INC000001897,EXEMPTION,236220,LOCATION,2296,603,1266637667.68,535075198.85,9768,1598,177,12765949580.79,2830145188.15,0,36124787.27,38.59,3023023.72,0,2030-01-29
2014,INC000001898,ABATEMENT,541511,CAPEX,1008,787,238873554.67,219805413.07,24935,1701,1487,4132843035.4,2298369809.72,0,22459703.26,45.05,147818.03,0,2034-09-02
2013,INC000001899,CREDIT,541511,BROWNFIELD,651,603,491958655.97,381271193.57,101310,92182,90949,23596895447.81,18683469686.49,0,63792508.82,50.39,4192.14,0,2032-01-15
2018,INC000001900,ABATEMENT,541511,INNOVATION,242,73,1921571525.18,1450889074.16,74800,62540,34275,6364313235.61,1874794924.22,0,186671031.88,44.27,42330.83,1,2028-04-16
2007,INC000001901,ABATEMENT,621111,HIRING,2407,1366,23396714.98,8360096.48,149724,20018,5417,2731543824.04,2728947719.35,0,1684130.02,18.98,1543.31,1,2027-01-22
2016,INC000001902,CREDIT,237310,INNOVATION,283,161,1720322772.07,416095697.94,195570,44721,41201,21725108524.13,2417346701.36,0,7520251.34,59.37,10099.17,1,2029-05-20
2011,INC000001903,ABATEMENT,541511,INNOVATION,1422,655,1967607727.42,506967040.7,138836,93171,58023,11421942710.16,9722449653.84,0,37235905.13,79.14,8737.35,0,2029-09-11
2011,INC000001904,LOAN,236220,CAPEX,1644,471,1011165083.41,736293093.23,21410,93291,61964,11331050455.58,6458172531.96,0,102014633.09,2.0,11882.59,0,2028-08-28
2023,INC000001905,GRANT,621111,INNOVATION,343,235,1478379642.23,1441124770.72,3230,13562,10793,16783171229.29,7713987800.79,0,104797780.04,5.17,133524.02,0,2033-07-06
2022,INC000001906,OTHER,325412,BROWNFIELD,1585,1172,1782174697.28,1521669066.92,188236,70856,57731,21838072828.73,18965486527.89,0,134546398.2,7.91,26357.92,0,2026-01-14
2012,INC000001907,CREDIT,512110,INNOVATION,245,122,1181435585.17,803311424.52,109090,68528,19627,532921408.7,270111373.36,0,26578147.78,61.52,40928.9,0,2029-03-12
2013,INC000001908,ABATEMENT,512110,INNOVATION,1699,782,1326608324.33,1194074106.06,17466,92433,85968,15971431154.54,4130166827.31,1,176966535.6,84.48,13889.75,1,2026-12-07
2013,INC000001909,ABATEMENT,423450,LOCATION,2048,926,1417328731.4,1150946994.49,93409,74964,15670,5002470848.5,2516137993.11,0,164536099.92,76.78,73449.07,0,2029-04-27
2009,INC000001910,ABATEMENT,334111,HIRING,660,360,1908491258.58,1684955527.5,202844,66006,53172,20865203465.35,3142211817.4,0,279831954.09,26.26,31688.77,0,2029-12-12
2024,INC000001911,ABATEMENT,236220,INNOVATION,2190,1119,932272167.77,481878375.87,29329,45817,24424,18412374293.67,17989476556.75,0,129322736.91,73.06,19729.71,0,2034-12-07
2011,INC000001912,CREDIT,445110,INNOVATION,629,309,55304630.6,24572389.58,202389,37022,23669,8196284492.78,865679822.37,0,1687720.47,71.0,1038.17,0,2030-01-08
2017,INC000001913,ABATEMENT,236220,CAPEX,441,383,628712666.72,167939037.34,174914,56323,39804,6427881604.54,4738429349.98,0,52155866.11,35.88,4219.15,1,2026-03-11
2012,INC000001914,ABATEMENT,236220,BROWNFIELD,1545,743,1598786315.27,1548952007.01,156661,74937,56995,9763029244.2,5516130429.62,0,73341404.43,58.11,27176.98,0,2033-04-17
2014,INC000001915,CREDIT,541511,CAPEX,2143,1812,389859638.86,339127370.92,126495,35520,11812,4270708053.67,2699869104.57,0,21376919.74,40.46,28710.41,0,2030-05-30
2022,INC000001916,ABATEMENT,334111,HIRING,32,17,987363983.64,567740769.73,165439,82730,57913,8609399246.05,7591213603.59,0,131690532.08,73.13,9803.34,1,2029-10-11
2020,INC000001917,REBATE,423450,CLEAN_ENERGY,2379,850,1494294110.87,270966263.23,10248,75703,54147,17317512053.92,17243259821.42,0,222828780.35,46.05,5004.27,1,2030-10-23
2015,INC000001918,CREDIT,334111,EXPORT,1056,898,44349965.75,11966706.99,216657,98249,92557,15146787371.51,1922712587.74,0,3149914.16,5.9,129.29,0,2028-03-18
2018,INC000001919,ABATEMENT,325412,EXPORT,81,35,1418603513.64,954283380.2,58017,90592,50714,14456510331.72,6770323424.3,0,153327630.32,93.77,18816.96,0,2035-11-14
2017,INC000001920,CREDIT,454110,CLEAN_ENERGY,653,613,1901741401.39,1168143831.35,171034,20412,7337,19069139213.15,15664231460.05,0,68391187.31,75.86,159212.73,0,2030-08-05
2011,INC000001921,REBATE,325412,LOCATION,1298,637,1099648369.41,1084693915.5,6953,69756,66496,8355067462.22,3954255030.35,0,3130899.32,38.26,16312.17,0,2032-03-27
2024,INC000001922,CREDIT,621111,BROWNFIELD,2108,1450,1953790892.65,872769661.39,24533,109242,42057,14003200778.16,6102251945.77,0,248929244.01,95.39,20752.07,1,2028-11-18
2014,INC000001923,GRANT,454110,HIRING,1584,1238,1300785880.78,465213416.25,74311,10607,6037,15950814144.34,3764551706.94,0,25747164.33,82.26,77060.36,1,2029-07-22
2020,INC000001924,LOAN,236220,CAPEX,1863,666,1497424671.6,433856884.21,105964,26003,9676,12513617017.52,6092780225.93,0,136735734.88,15.09,44838.45,1,2028-03-19
2014,INC000001925,CREDIT,423450,LOCATION,288,125,1909816116.52,1860166386.71,249449,60636,60636,926996275.36,293901202.53,0,41239199.22,61.78,30677.59,1,2033-07-06
2010,INC000001926,REBATE,325412,INNOVATION,1304,709,672925707.91,346603021.2,235724,43484,21916,23456927290.12,14205413539.2,0,41928243.73,7.36,15815.07,0,2032-08-19
2015,INC000001927,CREDIT,237310,INNOVATION,287,210,1286713251.3,1065681834.67,44362,19645,4826,19658833380.16,6061607793.33,0,151694642.54,99.63,220820.94,1,2027-03-02
2023,INC000001928,GRANT,445110,LOCATION,803,555,416940142.39,356496334.53,139668,3709,880,12862670107.01,1352968463.83,0,15208777.35,9.34,405109.47,0,2028-08-28
2025,INC000001929,CREDIT,512110,TRAINING,200,165,1635515343.61,1637960454.2,5637,24248,15839,23890599690.82,2952514232.78,1,165305807.0,21.77,103413.12,1,2027-01-01
2007,INC000001930,GRANT,325412,TRAINING,1442,631,1018673981.41,770783417.36,191291,74054,25077,18221726272.79,11930554389.46,0,44642039.57,68.81,30736.67,0,2026-01-25
2019,INC000001931,GRANT,445110,INNOVATION,1900,937,1177703416.64,490519918.94,150831,101480,88446,9905906724.16,5465587043.96,0,158790084.82,71.54,5545.98,1,2035-02-12
2021,INC000001932,EXEMPTION,423450,HIRING,1825,1677,1551531270.92,1143890426.99,56846,78117,56837,2445073601.14,2379009427.56,0,86054156.33,78.06,20125.81,0,2030-05-16
2017,INC000001933,GRANT,236220,CAPEX,2057,661,641304561.5,557851850.97,2943,29644,9751,18945130858.7,7633940375.74,0,75010102.31,28.37,57209.71,1,2032-12-15
2013,INC000001934,ABATEMENT,541511,EXPORT,2054,1783,1101933689.96,643239465.01,22965,116251,94666,19497231645.28,3552193408.73,0,46444506.29,48.48,6794.83,0,2029-06-15
2013,INC000001935,ABATEMENT,334111,HIRING,425,313,337928488.57,180335662.65,96509,114754,35455,17296381743.52,11958230105.93,0,13633009.55,0.65,5086.33,0,2028-10-07
2024,INC000001936,REBATE,621111,CAPEX,1550,759,1559304557.55,308295188.84,237727,5190,3800,10035715918.9,7082976887.06,0,204104726.64,73.85,81130.31,0,2035-07-05
2024,INC000001937,CREDIT,236220,R_AND_D,1484,1144,774239948.55,577761441.65,123902,76581,46828,7219409949.62,2121377005.44,0,29405892.47,88.82,12337.95,1,2031-04-05
2019,INC000001938,CREDIT,423450,HIRING,480,398,1584810961.14,268306335.5,129928,53708,16743,7390829078.26,642598045.59,1,215544627.39,17.76,16024.99,0,2029-08-08
2024,INC000001939,REBATE,236220,HIRING,876,698,954724714.53,324774674.88,221228,38602,20047,8428582459.15,5196670213.83,0,53443697.7,13.32,16200.66,0,2034-04-23
2015,INC000001940,LOAN,334111,HIRING,297,159,1949960364.27,2008560632.3,75323,104796,93393,15989960832.28,13892986316.51,0,156620376.34,83.05,21506.54,0,2030-06-02
2007,INC000001941,REBATE,512110,BROWNFIELD,2110,823,596028693.48,502676558.6,146566,71384,20641,13055508666.33,4952815262.22,1,52469181.06,41.22,24353.3,1,2029-11-29
2019,INC000001942,GRANT,445110,INNOVATION,699,488,1833053013.41,1750201659.02,239331,1548,1155,17194373467.27,1950129539.77,0,72603891.4,14.79,1515326.11,1,2032-08-11
2009,INC000001943,REBATE,423450,INNOVATION,1908,1249,1814410772.08,1828752368.46,193577,73898,51148,24518310981.71,15445982683.38,0,48569750.59,22.31,35754.13,0,2028-07-25
2022,INC000001944,ABATEMENT,512110,BROWNFIELD,1986,1268,1070883139.25,288471035.59,16704,57101,10508,10151875400.87,1781293017.38,0,75350162.1,61.78,27452.52,0,2027-01-27
2020,INC000001945,ABATEMENT,311811,LOCATION,819,494,1554580959.75,360481533.82,112724,119489,116322,23038813409.52,19340329928.23,0,10803860.69,46.06,3099.0,0,2033-07-04
2012,INC000001946,OTHER,454110,EXPORT,1011,268,76986227.53,61211622.61,153128,52241,22778,2692124778.12,553312399.3,0,4151339.6,81.87,2687.31,0,2035-10-19
2019,INC000001947,LOAN,237310,LOCATION,1339,353,1215162835.68,630105310.39,238314,70310,37902,7618403731.37,2136661161.25,0,39354061.19,79.19,16624.59,0,2026-08-11
2008,INC000001948,EXEMPTION,334111,LOCATION,795,599,704218045.97,494967124.7,149657,79488,33124,23953545177.95,16428072410.81,0,19511023.19,92.14,14942.85,0,2030-05-04
2023,INC000001949,CREDIT,334111,EXPORT,2147,1908,294590558.64,122449029.83,16892,57568,37788,11225534096.71,3071926184.73,0,12463034.68,11.69,3240.42,0,2034-07-22
2017,INC000001950,EXEMPTION,334111,BROWNFIELD,2482,2021,1291499254.09,844019246.76,113762,84286,66993,889280846.33,210998360.8,0,189440474.81,60.67,12598.62,1,2032-10-23
2008,INC000001951,LOAN,325412,CLEAN_ENERGY,2332,927,450239698.28,245866715.82,80744,93364,89722,24786980486.06,10990287324.21,0,17450930.11,88.26,2740.32,1,2032-07-07
2022,INC000001952,GRANT,423450,TRAINING,911,323,1433601203.5,967016988.49,152688,69539,32955,22571744586.84,8028612898.35,0,75627120.83,41.22,29343.56,0,2034-01-17
2023,INC000001953,REBATE,311811,BROWNFIELD,2343,1628,394591162.63,99445862.07,247022,83482,34408,18516233783.59,10751115597.34,0,19807530.5,97.6,2890.2,1,2027-07-28
2007,INC000001954,CREDIT,334111,TRAINING,490,411,440276118.75,448319200.89,179204,63762,8982,15586416413.05,7901350693.9,0,51911563.47,44.95,49913.07,1,2031-11-03
2019,INC000001955,ABATEMENT,325412,EXPORT,2348,1402,1954324929.0,1776086750.08,50213,7984,1826,23738000912.52,3064036578.08,1,204084837.21,18.99,972665.25,0,2035-02-02
2013,INC000001956,CREDIT,325412,R_AND_D,1467,720,1046786184.45,628412436.2,228560,45393,22267,21004864877.71,7989357795.59,0,123885037.46,14.72,28221.69,0,2027-01-26
2009,INC000001957,GRANT,311811,CAPEX,1855,592,495316098.4,519530670.99,87859,4674,1919,19312465270.97,5703837387.59,0,47521561.02,41.72,270729.9,1,2034-07-13
2010,INC000001958,EXEMPTION,237310,CLEAN_ENERGY,1487,1185,445372230.29,365632698.69,2899,46613,27143,4867823997.45,3670965087.22,0,53989491.36,69.01,13470.61,0,2027-04-27
2016,INC000001959,CREDIT,236220,INNOVATION,821,265,570300613.5,576638263.6,98999,45773,23233,13758415235.94,8312277529.03,1,1321397.87,94.35,24819.79,0,2033-01-29
2023,INC000001960,ABATEMENT,541511,TRAINING,1802,1623,414203307.12,360846506.2,205725,20393,14013,17378201954.05,11536359155.41,0,9021894.08,33.37,25750.84,0,2027-08-15
2019,INC000001961,CREDIT,237310,INNOVATION,256,96,1261819408.53,1043557617.59,248057,52311,37217,18324383786.15,5611625907.88,0,116729085.18,42.48,28039.81,0,2027-11-24
2015,INC000001962,LOAN,445110,EXPORT,637,547,1896803672.19,1110626709.15,95920,63921,62211,16402902739.18,2052200321.91,0,190014376.26,75.89,17852.58,0,2030-05-11
2013,INC000001963,GRANT,445110,HIRING,2459,634,1346293140.84,650523777.97,42138,26600,19939,6765513517.88,986201545.84,0,11612288.21,71.41,32625.7,0,2030-10-24
2021,INC000001964,REBATE,325412,INNOVATION,1406,1103,1712537332.16,374560877.48,172957,94316,56036,9541721107.35,8453937823.86,0,197525802.24,50.0,6684.29,0,2033-04-12
2019,INC000001965,CREDIT,236220,LOCATION,1420,1177,1917611267.75,821852126.86,23594,20937,6099,14385703952.17,6273610954.52,1,245425006.47,97.51,134751.95,1,2031-04-05
2019,INC000001966,LOAN,423450,R_AND_D,1456,1218,1895326509.86,1331849180.59,204345,6370,2874,24164450433.17,23724035893.48,0,8145566.3,99.24,463413.08,0,2028-04-23
2019,INC000001967,GRANT,325412,INNOVATION,1278,689,429661662.78,370367549.9,56389,105894,85555,3565031708.56,714995842.81,0,54894438.27,3.34,4329.0,0,2029-06-07
2018,INC000001968,OTHER,325412,HIRING,1654,1131,824329269.19,262451364.69,209290,17501,13553,21477498591.89,16144737169.41,0,51214361.37,11.01,19364.82,1,2035-11-15
2018,INC000001969,CREDIT,325412,INNOVATION,1493,1120,96840559.03,55344072.14,244757,42337,8479,22290171805.96,14134208737.25,0,9822431.96,97.12,6527.19,1,2032-12-08
2015,INC000001970,GRANT,445110,BROWNFIELD,58,54,236238705.2,201970631.26,194693,103302,59675,12460551758.18,9073224765.29,0,22501731.61,17.85,3384.51,0,2033-07-27
2014,INC000001971,ABATEMENT,454110,R_AND_D,1432,1072,71828157.1,52568971.84,113418,89309,39362,12177534052.89,7059716470.66,0,2415014.03,24.18,1335.53,1,2026-06-08
2025,INC000001972,LOAN,237310,INNOVATION,783,595,928481589.69,157052951.23,220000,56072,20631,23239041084.49,3110885082.04,0,56107876.86,17.36,7612.47,1,2028-02-09
2020,INC000001973,CREDIT,454110,R_AND_D,2050,1407,1088059636.61,289768096.62,22963,84871,71974,9723476214.57,2793561032.34,0,89625111.51,23.98,4026.01,0,2029-10-30
2019,INC000001974,EXEMPTION,541511,CAPEX,630,179,1021125151.43,505804742.14,166524,88519,84675,8357323963.68,1849860250.92,0,46106794.6,43.94,5973.48,1,2033-02-21
2007,INC000001975,CREDIT,311811,TRAINING,2140,1994,652889704.69,631017627.3,240217,18679,6369,13250940087.31,12753907826.71,0,41135029.29,73.67,99076.41,1,2026-10-25
2012,INC000001976,GRANT,454110,TRAINING,1866,1104,1195332752.55,797225055.35,38657,64869,44554,14487968505.62,770974031.83,0,159328369.5,94.28,17893.46,0,2032-03-26
2015,INC000001977,GRANT,423450,INNOVATION,27,25,960369956.27,731910231.59,87657,106711,25291,20419010083.68,6079326120.61,0,29703583.59,31.17,28939.55,0,2035-12-11
