qol_green_reference_year,qol_green_city_id,qol_green_country_iso2,qol_green_population_city,qol_green_green_space_m2_per_capita,qol_green_tree_canopy_cover_pct,qol_green_park_access_10min_walk_pct,qol_green_active_mobility_infrastructure_index,qol_green_air_quality_index,qol_green_noise_exposure_index,qol_green_heat_island_index,qol_green_flood_risk_exposure_pct,qol_green_waste_recycling_rate_pct,qol_green_water_leakage_rate_pct,qol_green_public_transport_accessibility_index,qol_green_housing_energy_efficiency_index,qol_green_climate_neutral_city_mission_flag,qol_green_data_source,qol_green_last_update_date,qol_green_data_extract_date
2006,CITY_RO_3863,RO,623658,28.38,31.43,74.8,47.58,33.44,31.73,27.9,8.06,51.02,18.76,69.59,59.5,0,URBAN_AUDIT,2017-01-04,2025-02-18
2007,CITY_AT_3900,AT,4881518,15.04,16.53,63.09,54.84,58.85,61.09,57.21,18.57,68.72,13.11,74.9,70.9,0,COPERNICUS_URBAN_ATLAS,2017-02-10,2024-07-04
2008,CITY_CZ_3937,CZ,589161,28.16,21.0,80.74,42.21,45.69,30.84,55.83,6.61,18.22,16.04,86.61,78.3,0,CITY_ADMIN_DATA,2017-03-19,2025-02-12
2009,CITY_DE_3974,DE,3345897,10.28,27.13,58.39,51.9,81.48,40.45,73.32,18.14,59.55,11.84,61.57,36.89,0,EEA_CITY_ENV_EXPORT,2017-04-25,2024-09-12
2010,CITY_LV_4011,LV,2653271,37.97,17.02,43.58,52.83,70.21,78.42,26.39,14.82,55.13,7.82,42.0,49.09,0,URBAN_AUDIT,2017-06-01,2024-12-08
2011,CITY_PL_4048,PL,3695868,31.1,14.55,85.55,36.47,68.92,68.23,72.93,2.19,31.99,21.45,67.54,46.94,0,COPERNICUS_URBAN_ATLAS,2017-07-08,2024-11-27
2012,CITY_ES_4085,ES,5130521,50.84,37.51,85.09,61.89,46.86,43.73,25.41,16.2,46.88,11.39,54.9,37.95,0,CITY_ADMIN_DATA,2017-08-14,2025-07-13
2013,CITY_HR_4122,HR,5807784,44.27,23.82,54.18,75.62,50.32,61.58,24.13,14.84,22.97,17.24,70.33,34.99,0,EEA_CITY_ENV_EXPORT,2017-09-20,2025-07-09
2014,CITY_FI_4159,FI,4834852,38.9,23.24,77.24,38.06,75.01,26.68,42.25,1.07,46.25,19.06,52.76,36.74,0,URBAN_AUDIT,2017-10-27,2025-04-10
2015,CITY_IE_4196,IE,1389537,58.86,34.78,88.47,29.21,37.89,38.9,65.21,4.71,48.03,24.52,74.55,64.23,0,COPERNICUS_URBAN_ATLAS,2017-12-03,2024-03-18
2016,CITY_MT_4233,MT,328593,16.58,7.87,49.01,32.13,51.22,63.68,71.28,8.22,30.79,12.03,48.06,41.22,0,CITY_ADMIN_DATA,2018-01-09,2025-03-03
2017,CITY_SK_4270,SK,5433253,18.56,13.44,76.51,57.67,83.53,29.76,31.31,3.02,33.9,6.33,43.45,48.32,0,EEA_CITY_ENV_EXPORT,2018-02-15,2025-09-20
2018,CITY_BE_4307,BE,3873395,14.11,31.86,68.65,71.31,78.17,74.66,45.75,22.83,64.57,10.74,89.63,62.33,0,URBAN_AUDIT,2018-03-24,2025-02-16
2019,CITY_DK_4344,DK,401032,69.68,34.8,63.55,52.27,48.32,63.61,14.18,16.93,53.29,23.45,55.23,72.77,0,COPERNICUS_URBAN_ATLAS,2018-04-30,2024-01-07
2020,CITY_GR_4381,GR,5847595,49.34,16.63,47.36,74.73,61.88,28.31,93.13,5.51,40.63,14.08,51.0,63.03,0,CITY_ADMIN_DATA,2018-06-06,2025-03-08
2021,CITY_LT_4418,LT,1703114,41.26,25.06,88.83,41.22,83.64,80.93,27.4,2.11,46.06,11.21,50.5,77.02,0,EEA_CITY_ENV_EXPORT,2018-07-13,2025-02-04
2022,CITY_PT_4455,PT,2010314,20.19,10.99,59.18,38.09,66.92,55.05,65.12,10.93,41.24,12.97,68.12,84.8,0,URBAN_AUDIT,2018-08-19,2024-04-16
2023,CITY_SE_4492,SE,3036346,28.11,26.72,50.16,52.62,81.68,53.37,40.73,15.83,54.45,20.65,38.72,45.43,0,COPERNICUS_URBAN_ATLAS,2018-09-25,2024-03-25
2024,CITY_CY_4529,CY,3594319,21.79,16.34,69.97,72.24,80.74,46.67,33.81,10.99,47.37,8.72,74.56,37.81,0,CITY_ADMIN_DATA,2018-11-01,2026-01-17
2025,CITY_FR_4566,FR,1517764,15.89,13.58,63.94,61.97,86.46,40.12,50.32,5.42,30.68,9.37,61.3,70.32,1,EEA_CITY_ENV_EXPORT,2018-12-08,2024-11-14
2006,CITY_IT_4603,IT,876281,24.12,29.77,66.56,40.08,43.15,77.61,61.65,2.23,47.27,17.17,71.79,71.93,0,URBAN_AUDIT,2019-01-14,2024-01-06
2007,CITY_NL_4640,NL,817735,27.87,7.87,61.73,41.94,81.12,54.67,68.26,18.73,34.42,17.62,95.19,83.21,0,COPERNICUS_URBAN_ATLAS,2019-02-20,2025-03-22
2008,CITY_SI_4677,SI,1620035,7.69,26.65,82.99,78.09,48.63,67.94,46.88,16.08,44.88,15.14,55.32,40.06,0,CITY_ADMIN_DATA,2019-03-29,2024-07-15
2009,CITY_BG_4714,BG,3100534,44.44,34.33,58.78,57.94,74.73,66.9,17.56,2.13,44.73,30.67,55.03,63.93,0,EEA_CITY_ENV_EXPORT,2019-05-05,2024-01-19
2010,CITY_EE_4751,EE,2217871,8.85,18.28,63.43,69.96,41.4,72.02,64.23,6.58,42.72,15.71,64.23,56.07,0,URBAN_AUDIT,2019-06-11,2024-07-09
2011,CITY_HU_4788,HU,2771978,18.05,15.8,85.5,39.46,50.45,81.12,27.98,10.96,30.6,17.25,100.0,38.33,0,COPERNICUS_URBAN_ATLAS,2019-07-18,2024-01-10
2012,CITY_LU_4825,LU,4226274,27.17,18.85,77.71,58.32,85.85,69.59,43.34,12.07,30.72,11.47,64.88,64.16,0,CITY_ADMIN_DATA,2019-08-24,2024-09-13
2013,CITY_RO_4862,RO,3796830,26.49,14.29,61.26,35.61,48.16,80.22,35.56,13.77,41.38,7.61,100.0,47.78,0,EEA_CITY_ENV_EXPORT,2019-09-30,2025-10-20
2014,CITY_AT_4899,AT,3178943,24.44,30.42,88.45,25.56,58.55,59.25,57.13,10.47,72.54,24.36,88.9,77.11,0,URBAN_AUDIT,2019-11-06,2025-05-02
2015,CITY_CZ_4936,CZ,519129,11.6,30.23,91.41,70.87,66.66,66.73,30.82,17.49,32.95,6.7,61.76,68.99,0,COPERNICUS_URBAN_ATLAS,2019-12-13,2025-10-20
2016,CITY_DE_4973,DE,5790217,40.82,30.67,89.78,47.42,77.56,43.46,74.0,14.53,25.92,9.4,69.96,67.15,0,CITY_ADMIN_DATA,2020-01-19,2025-03-19
2017,CITY_LV_5010,LV,4643806,21.07,19.06,67.92,78.09,65.3,43.67,36.26,14.61,30.11,17.8,48.22,63.57,0,EEA_CITY_ENV_EXPORT,2020-02-25,2025-05-01
2018,CITY_PL_5047,PL,4308031,43.06,16.45,61.86,73.02,64.54,31.42,22.15,12.57,20.45,16.44,76.32,63.21,0,URBAN_AUDIT,2020-04-02,2025-07-08
2019,CITY_ES_5084,ES,7115658,24.28,32.11,80.22,63.73,76.42,74.75,32.22,4.48,33.57,22.34,62.07,62.24,0,COPERNICUS_URBAN_ATLAS,2020-05-09,2024-03-14
2020,CITY_HR_5121,HR,758529,40.43,30.83,64.97,54.31,48.16,37.97,37.34,7.38,18.19,16.51,95.63,36.88,0,CITY_ADMIN_DATA,2020-06-15,2024-10-11
2021,CITY_FI_5158,FI,3812676,55.88,9.7,47.24,50.19,45.3,39.86,66.85,3.13,35.53,21.3,45.66,65.78,0,EEA_CITY_ENV_EXPORT,2020-07-22,2024-06-16
2022,CITY_IE_5195,IE,328558,46.25,10.92,50.42,49.37,80.79,69.82,30.63,17.3,21.57,15.1,71.04,88.72,0,URBAN_AUDIT,2020-08-28,2024-09-07
2023,CITY_MT_5232,MT,2757892,8.45,28.42,87.59,45.43,35.94,40.45,82.17,5.88,40.09,9.58,92.24,79.9,0,COPERNICUS_URBAN_ATLAS,2020-10-04,2025-11-16
2024,CITY_SK_5269,SK,3310053,43.09,16.55,48.0,38.37,87.25,48.15,57.94,1.96,39.81,13.76,69.19,75.24,0,CITY_ADMIN_DATA,2020-11-10,2024-04-07
2025,CITY_BE_5306,BE,1289261,54.27,11.81,65.28,48.58,45.83,43.86,60.16,8.6,48.05,23.59,41.17,89.71,0,EEA_CITY_ENV_EXPORT,2020-12-17,2024-04-05
2006,CITY_DK_5343,DK,1653694,69.99,29.98,93.84,39.73,72.01,76.67,34.24,12.54,33.59,20.94,89.13,70.3,0,URBAN_AUDIT,2021-01-23,2025-02-13
2007,CITY_GR_5380,GR,3424338,27.89,10.27,79.1,75.41,72.48,26.09,94.36,10.2,29.6,21.67,59.57,73.81,0,COPERNICUS_URBAN_ATLAS,2021-03-01,2024-08-14
2008,CITY_LT_5417,LT,2500107,44.81,27.25,51.58,46.43,53.55,73.45,42.44,3.65,26.45,25.71,88.39,38.9,0,CITY_ADMIN_DATA,2021-04-07,2025-10-03
2009,CITY_PT_5454,PT,5242154,61.72,26.06,77.36,38.61,81.38,67.48,74.95,3.22,26.89,25.54,55.74,71.03,0,EEA_CITY_ENV_EXPORT,2021-05-14,2024-09-19
2010,CITY_SE_5491,SE,3688003,60.66,23.0,88.28,61.32,83.91,59.59,51.92,10.45,54.25,19.39,81.57,64.51,0,URBAN_AUDIT,2021-06-20,2024-05-23
2011,CITY_CY_5528,CY,3240637,22.07,28.86,55.13,45.11,77.95,42.09,67.06,17.36,54.52,22.16,95.85,65.24,0,COPERNICUS_URBAN_ATLAS,2021-07-27,2025-06-27
2012,CITY_FR_5565,FR,7170342,58.52,24.7,93.37,71.15,77.43,40.95,32.48,2.24,26.15,14.59,97.95,48.89,0,CITY_ADMIN_DATA,2021-09-02,2025-09-03
2013,CITY_IT_5602,IT,5802231,43.33,17.14,71.95,40.05,58.8,82.48,51.62,14.36,34.79,7.58,91.4,78.96,0,EEA_CITY_ENV_EXPORT,2021-10-09,2025-11-14
2014,CITY_NL_5639,NL,5131016,22.09,27.4,70.96,74.44,49.28,39.55,19.14,5.1,55.08,22.73,43.04,49.87,0,URBAN_AUDIT,2021-11-15,2025-07-29
2015,CITY_SI_5676,SI,5849185,12.05,28.08,75.02,44.89,72.72,48.5,48.77,2.08,51.83,11.58,65.3,71.22,0,COPERNICUS_URBAN_ATLAS,2021-12-22,2025-03-22
2016,CITY_BG_5713,BG,5030355,46.76,21.51,84.87,57.67,75.47,77.31,17.29,6.49,29.74,16.96,40.94,35.48,0,CITY_ADMIN_DATA,2022-01-28,2025-09-04
2017,CITY_EE_5750,EE,204132,52.73,17.97,52.5,72.47,41.59,56.0,34.4,4.18,43.24,5.93,84.67,55.94,0,EEA_CITY_ENV_EXPORT,2022-03-06,2025-01-28
2018,CITY_HU_5787,HU,3727134,20.37,16.36,68.35,65.59,51.91,40.41,48.04,18.92,54.21,26.52,66.18,68.93,0,URBAN_AUDIT,2022-04-12,2024-01-15
2019,CITY_LU_5824,LU,4212421,26.67,29.75,63.7,46.97,86.89,84.32,41.79,17.82,53.06,8.28,90.44,87.27,0,COPERNICUS_URBAN_ATLAS,2022-05-19,2025-10-10
2020,CITY_RO_5861,RO,395179,49.33,9.62,48.11,45.31,44.57,33.35,58.04,5.96,45.56,31.3,71.49,69.24,0,CITY_ADMIN_DATA,2022-06-25,2024-10-23
2021,CITY_AT_5898,AT,2647753,44.63,21.73,89.72,80.82,64.77,84.5,33.68,18.52,67.27,11.66,55.64,71.12,1,EEA_CITY_ENV_EXPORT,2022-08-01,2025-07-02
2022,CITY_CZ_5935,CZ,3108025,13.32,10.17,78.58,37.05,87.34,56.34,30.97,18.86,26.04,8.01,44.21,38.36,0,URBAN_AUDIT,2022-09-07,2024-05-14
2023,CITY_DE_5972,DE,3283989,8.49,23.19,87.32,24.95,40.77,28.41,73.13,3.55,41.42,17.94,78.4,58.14,0,COPERNICUS_URBAN_ATLAS,2022-10-14,2025-08-15
2024,CITY_LV_0009,LV,1793797,8.57,20.26,54.38,75.35,56.82,79.7,55.21,11.91,29.7,15.5,44.06,89.05,0,CITY_ADMIN_DATA,2022-11-20,2025-09-23
2025,CITY_PL_0046,PL,7443830,33.45,9.1,80.11,59.83,69.38,73.13,59.52,9.25,17.55,25.14,75.84,51.12,0,EEA_CITY_ENV_EXPORT,2022-12-27,2025-01-23
2006,CITY_ES_0083,ES,4808953,48.34,37.02,56.04,24.94,55.46,33.12,58.69,18.03,49.79,23.68,45.8,41.93,0,URBAN_AUDIT,2023-02-02,2025-11-06
2007,CITY_HR_0120,HR,938016,41.07,12.18,63.72,45.69,44.65,62.09,74.09,7.16,28.03,9.93,43.53,46.77,0,COPERNICUS_URBAN_ATLAS,2023-03-11,2024-02-08
2008,CITY_FI_0157,FI,1644566,19.47,23.93,82.62,54.84,42.86,86.53,62.72,10.08,37.59,6.4,95.91,82.29,0,CITY_ADMIN_DATA,2023-04-17,2026-01-08
2009,CITY_IE_0194,IE,655633,28.42,13.08,75.8,63.19,54.39,34.81,62.82,9.79,36.8,13.42,68.05,59.78,0,EEA_CITY_ENV_EXPORT,2023-05-24,2025-09-11
2010,CITY_MT_0231,MT,4013361,41.52,19.77,72.47,42.0,33.68,42.2,22.15,3.29,19.43,22.76,62.33,39.98,0,URBAN_AUDIT,2023-06-30,2024-08-19
2011,CITY_SK_0268,SK,5041718,27.92,18.68,58.79,70.91,85.85,79.42,50.91,17.86,52.92,17.95,48.7,46.1,0,COPERNICUS_URBAN_ATLAS,2023-08-06,2024-06-06
2012,CITY_BE_0305,BE,5587895,13.71,25.59,90.2,47.46,37.05,48.67,57.35,2.62,34.71,23.58,93.59,32.36,0,CITY_ADMIN_DATA,2023-09-12,2025-12-05
2013,CITY_DK_0342,DK,3602039,11.32,20.13,73.95,38.53,82.82,23.84,32.35,15.32,34.44,15.73,45.88,64.87,0,EEA_CITY_ENV_EXPORT,2023-10-19,2024-03-30
2014,CITY_GR_0379,GR,526334,52.46,25.71,50.61,77.93,38.53,31.0,25.7,9.13,46.7,18.82,47.94,77.74,0,URBAN_AUDIT,2023-11-25,2024-10-17
2015,CITY_LT_0416,LT,236454,17.54,25.58,68.09,63.99,78.21,38.38,52.07,5.79,44.36,13.39,54.17,52.92,0,COPERNICUS_URBAN_ATLAS,2024-01-01,2024-11-21
2016,CITY_PT_0453,PT,984364,36.22,26.45,49.33,77.72,62.62,44.18,26.48,7.71,54.03,23.11,86.6,54.84,0,CITY_ADMIN_DATA,2024-02-07,2025-04-11
2017,CITY_SE_0490,SE,2203503,27.95,13.53,44.44,58.84,68.15,49.0,65.02,5.44,70.34,18.12,51.87,67.18,0,EEA_CITY_ENV_EXPORT,2024-03-15,2024-10-22
2018,CITY_CY_0527,CY,846954,43.76,36.76,81.93,24.64,84.42,62.84,50.63,11.63,33.2,24.12,93.53,86.9,0,URBAN_AUDIT,2024-04-21,2024-07-01
2019,CITY_FR_0564,FR,4217750,47.02,25.31,57.3,30.62,34.39,43.3,42.61,8.98,40.19,15.94,86.79,51.23,0,COPERNICUS_URBAN_ATLAS,2024-05-28,2025-08-03
2020,CITY_IT_0601,IT,2608602,33.48,27.12,84.37,71.68,72.88,45.72,26.41,14.61,35.95,16.79,56.14,40.74,0,CITY_ADMIN_DATA,2024-07-04,2025-07-03
2021,CITY_NL_0638,NL,1467212,57.02,25.94,61.65,42.84,51.93,81.8,51.65,3.22,57.83,24.09,70.98,78.91,0,EEA_CITY_ENV_EXPORT,2024-08-10,2025-08-23
2022,CITY_SI_0675,SI,786864,30.57,26.45,50.37,75.12,80.09,35.14,25.72,12.64,56.97,7.39,73.67,35.97,0,URBAN_AUDIT,2024-09-16,2025-10-06
2023,CITY_BG_0712,BG,2724628,12.04,23.76,86.64,49.67,51.21,85.69,56.85,5.18,48.79,19.53,82.93,42.88,0,COPERNICUS_URBAN_ATLAS,2024-10-23,2025-09-24
2024,CITY_EE_0749,EE,3630558,61.0,13.75,63.03,74.3,53.49,83.19,67.53,12.24,23.35,26.26,92.53,49.57,0,CITY_ADMIN_DATA,2024-11-29,2025-11-28
2025,CITY_HU_0786,HU,4646004,27.7,30.06,81.04,48.22,36.14,47.33,48.44,16.93,27.67,18.51,61.99,83.16,0,EEA_CITY_ENV_EXPORT,2025-01-05,2024-01-15
2006,CITY_LU_0823,LU,2386473,17.63,15.18,68.98,76.07,70.03,25.94,73.71,7.27,44.56,9.47,66.91,56.0,0,URBAN_AUDIT,2025-02-11,2025-01-05
2007,CITY_RO_0860,RO,2901260,32.97,25.08,92.06,36.76,49.12,79.94,19.83,6.99,31.37,20.81,79.59,47.91,0,COPERNICUS_URBAN_ATLAS,2025-03-20,2025-05-12
2008,CITY_AT_0897,AT,4600648,18.63,23.83,61.51,27.82,83.14,51.46,27.98,11.86,58.49,23.54,81.48,64.63,0,CITY_ADMIN_DATA,2025-04-26,2025-08-08
2009,CITY_CZ_0934,CZ,4920343,40.09,9.39,56.07,36.66,59.04,73.49,23.2,18.05,28.5,16.71,54.02,64.39,0,EEA_CITY_ENV_EXPORT,2025-06-02,2025-06-06
2010,CITY_DE_0971,DE,4484140,12.22,18.38,77.33,41.13,64.75,55.07,68.71,6.45,47.4,15.66,61.88,83.6,0,URBAN_AUDIT,2025-07-09,2025-08-10
2011,CITY_LV_1008,LV,188045,37.61,30.32,82.13,26.96,59.54,63.57,48.05,10.93,51.11,20.57,37.77,46.12,0,COPERNICUS_URBAN_ATLAS,2025-08-15,2025-06-15
2012,CITY_PL_1045,PL,4304595,21.5,12.09,48.01,61.83,56.93,83.95,30.11,3.43,44.89,19.3,45.1,69.05,0,CITY_ADMIN_DATA,2025-09-21,2025-07-08
2013,CITY_ES_1082,ES,389691,61.23,37.9,74.96,56.31,67.02,59.29,66.68,18.95,44.33,17.46,81.54,33.97,0,EEA_CITY_ENV_EXPORT,2025-10-28,2025-06-19
2014,CITY_HR_1119,HR,1866174,43.47,16.63,63.66,80.62,36.12,41.29,39.32,16.55,41.45,16.32,61.71,35.33,0,URBAN_AUDIT,2025-12-04,2025-06-24
2015,CITY_FI_1156,FI,2625758,36.05,26.16,51.1,55.77,50.48,36.8,75.35,12.43,42.72,12.18,82.46,51.87,0,COPERNICUS_URBAN_ATLAS,2026-01-10,2026-02-06
2016,CITY_IE_1193,IE,5483408,56.26,33.45,94.85,46.55,62.82,82.93,29.61,13.0,26.79,22.02,76.39,58.99,0,CITY_ADMIN_DATA,2026-02-16,2024-01-02
2017,CITY_MT_1230,MT,4600783,50.34,14.35,54.3,54.04,49.02,56.66,81.63,9.71,17.43,13.82,69.57,76.69,0,EEA_CITY_ENV_EXPORT,2010-01-28,2025-08-31
2018,CITY_SK_1267,SK,1645755,48.71,27.27,91.16,44.08,41.9,33.12,34.7,1.22,34.09,7.53,96.7,61.93,0,URBAN_AUDIT,2010-03-06,2025-09-07
2019,CITY_BE_1304,BE,3975212,34.09,25.21,68.28,65.13,60.37,42.7,42.76,3.21,37.12,13.02,62.85,85.3,0,COPERNICUS_URBAN_ATLAS,2010-04-12,2025-07-02
2020,CITY_DK_1341,DK,1716106,30.97,28.55,54.47,32.08,70.18,40.68,68.72,17.07,25.22,23.56,70.75,44.38,0,CITY_ADMIN_DATA,2010-05-19,2025-09-23
2021,CITY_GR_1378,GR,5075554,39.85,27.3,81.8,37.13,34.87,52.13,80.59,11.28,16.45,24.68,71.18,68.21,0,EEA_CITY_ENV_EXPORT,2010-06-25,2024-10-29
2022,CITY_LT_1415,LT,1228165,33.88,37.57,48.96,25.9,82.76,63.36,44.42,11.7,45.29,25.91,57.39,70.88,0,URBAN_AUDIT,2010-08-01,2024-09-10
2023,CITY_PT_1452,PT,3080061,31.48,9.17,68.54,75.92,70.92,84.5,97.1,4.49,42.16,11.98,48.34,80.89,0,COPERNICUS_URBAN_ATLAS,2010-09-07,2026-01-08
2024,CITY_SE_1489,SE,5242328,30.38,37.5,84.17,62.72,74.54,61.23,33.58,7.15,27.26,11.92,72.48,76.57,0,CITY_ADMIN_DATA,2010-10-14,2024-04-13
2025,CITY_CY_1526,CY,1651323,22.08,21.35,91.11,73.66,50.95,22.8,76.7,7.4,30.19,13.65,53.93,40.37,0,EEA_CITY_ENV_EXPORT,2010-11-20,2024-01-08
2006,CITY_FR_1563,FR,6172432,59.73,25.39,56.97,77.53,67.73,22.55,51.94,4.6,56.66,10.84,78.66,51.09,0,URBAN_AUDIT,2010-12-27,2026-01-21
2007,CITY_IT_1600,IT,3831960,32.13,9.31,57.95,45.55,68.16,64.0,95.45,8.78,48.8,16.73,93.48,69.31,0,COPERNICUS_URBAN_ATLAS,2011-02-02,2026-02-07
2008,CITY_NL_1637,NL,2902978,55.0,15.4,66.64,72.83,56.45,33.96,16.98,22.61,33.25,9.22,97.26,73.76,0,CITY_ADMIN_DATA,2011-03-11,2024-12-04
2009,CITY_SI_1674,SI,2504695,39.75,37.23,51.06,40.46,63.32,81.67,73.02,6.37,22.7,23.1,46.73,65.62,0,EEA_CITY_ENV_EXPORT,2011-04-17,2026-01-28
2010,CITY_BG_1711,BG,4140615,30.75,31.24,84.18,67.94,67.47,22.92,19.22,6.39,27.87,10.36,60.39,68.5,0,URBAN_AUDIT,2011-05-24,2024-02-10
2011,CITY_EE_1748,EE,5056990,47.73,33.74,54.97,63.54,77.92,22.9,17.42,12.11,19.77,25.89,39.43,32.58,0,COPERNICUS_URBAN_ATLAS,2011-06-30,2025-09-18
2012,CITY_HU_1785,HU,5590497,60.86,12.11,45.31,46.08,86.42,53.38,62.34,17.8,18.59,14.6,62.55,59.59,0,CITY_ADMIN_DATA,2011-08-06,2024-03-21
2013,CITY_LU_1822,LU,1579275,18.79,26.31,65.4,60.76,68.45,53.17,75.16,9.47,52.92,15.34,81.26,44.39,0,EEA_CITY_ENV_EXPORT,2011-09-12,2025-03-22
2014,CITY_RO_1859,RO,4545906,19.19,23.64,65.08,69.62,68.6,70.24,60.04,12.12,17.13,19.16,50.91,39.13,0,URBAN_AUDIT,2011-10-19,2025-08-15
2015,CITY_AT_1896,AT,259587,36.9,13.98,44.28,36.14,74.49,63.92,54.31,12.99,66.44,10.6,78.33,73.62,0,COPERNICUS_URBAN_ATLAS,2011-11-25,2024-03-31
2016,CITY_CZ_1933,CZ,223237,28.34,19.89,70.29,32.97,39.09,60.46,18.51,17.35,32.28,8.45,48.96,74.97,0,CITY_ADMIN_DATA,2012-01-01,2025-04-28
2017,CITY_DE_1970,DE,6086949,17.83,28.34,66.75,78.57,50.32,50.8,17.53,4.83,65.87,18.35,64.72,42.61,0,EEA_CITY_ENV_EXPORT,2012-02-07,2025-08-23
2018,CITY_LV_2007,LV,782768,41.36,37.24,61.62,27.23,70.72,79.25,55.84,14.48,23.92,23.45,88.04,36.0,0,URBAN_AUDIT,2012-03-15,2024-12-31
2019,CITY_PL_2044,PL,1566883,12.05,14.35,52.82,34.97,37.52,71.47,69.49,1.4,40.15,14.52,46.48,56.75,0,COPERNICUS_URBAN_ATLAS,2012-04-21,2026-02-04
2020,CITY_ES_2081,ES,5271011,17.13,9.34,47.76,63.24,33.88,41.45,54.85,18.77,44.78,15.38,44.55,77.51,0,CITY_ADMIN_DATA,2012-05-28,2024-11-07
2021,CITY_HR_2118,HR,4062436,58.01,17.7,59.13,43.34,52.27,28.45,57.21,18.24,21.33,16.83,48.01,73.0,0,EEA_CITY_ENV_EXPORT,2012-07-04,2024-11-05
2022,CITY_FI_2155,FI,834886,61.05,28.75,61.67,64.99,51.39,73.15,45.05,16.17,21.79,23.17,85.39,85.19,0,URBAN_AUDIT,2012-08-10,2025-07-18
2023,CITY_IE_2192,IE,1399584,40.66,14.42,45.57,78.01,65.22,47.9,56.01,2.5,23.9,12.38,59.25,41.37,0,COPERNICUS_URBAN_ATLAS,2012-09-16,2026-01-23
2024,CITY_MT_2229,MT,430042,51.71,30.84,89.35,67.9,64.67,42.7,34.1,4.67,35.78,15.52,78.46,38.83,0,CITY_ADMIN_DATA,2012-10-23,2024-01-04
2025,CITY_SK_2266,SK,5677238,49.48,19.95,63.79,47.8,45.09,28.42,32.08,5.71,35.3,26.32,66.82,35.98,0,EEA_CITY_ENV_EXPORT,2012-11-29,2025-04-30
2006,CITY_BE_2303,BE,5964780,59.7,9.35,59.56,79.41,61.55,33.74,50.04,21.37,29.36,9.36,97.05,61.52,0,URBAN_AUDIT,2013-01-05,2025-12-11
2007,CITY_DK_2340,DK,6095968,65.69,12.45,81.75,58.91,95.68,33.55,51.54,17.81,22.49,7.82,100.0,44.28,0,COPERNICUS_URBAN_ATLAS,2013-02-11,2025-10-07
2008,CITY_GR_2377,GR,6011331,38.28,25.88,59.9,36.18,49.24,34.77,58.12,6.41,36.47,10.19,61.65,68.29,0,CITY_ADMIN_DATA,2013-03-20,2024-08-10
2009,CITY_LT_2414,LT,3429695,53.57,32.17,52.01,77.95,35.65,73.83,59.03,10.81,52.65,5.97,91.5,53.18,0,EEA_CITY_ENV_EXPORT,2013-04-26,2026-02-14
2010,CITY_PT_2451,PT,1510087,25.67,12.14,86.56,45.13,38.22,24.81,29.28,15.54,40.43,19.62,91.55,53.71,0,URBAN_AUDIT,2013-06-02,2024-12-17
2011,CITY_SE_2488,SE,5980337,55.99,12.77,46.49,49.33,96.74,57.71,42.17,2.77,26.38,20.06,54.66,79.61,0,COPERNICUS_URBAN_ATLAS,2013-07-09,2024-08-09
2012,CITY_CY_2525,CY,2551998,54.55,16.05,64.04,50.19,73.27,23.55,84.41,16.97,41.03,13.36,58.5,44.13,0,CITY_ADMIN_DATA,2013-08-15,2026-01-22
2013,CITY_FR_2562,FR,2164097,25.3,8.63,63.38,72.25,56.38,30.46,46.82,1.26,24.5,23.88,89.22,47.06,0,EEA_CITY_ENV_EXPORT,2013-09-21,2024-02-28
2014,CITY_IT_2599,IT,7510255,12.99,10.75,67.08,74.45,64.57,33.56,76.14,3.3,21.4,12.98,41.77,64.42,0,URBAN_AUDIT,2013-10-28,2024-08-18
2015,CITY_NL_2636,NL,1191944,34.41,18.14,97.24,93.55,76.73,47.37,21.34,3.76,52.2,16.97,73.94,65.29,0,COPERNICUS_URBAN_ATLAS,2013-12-04,2024-02-17
2016,CITY_SI_2673,SI,6029484,35.6,21.03,83.85,42.8,55.53,52.27,43.56,10.22,22.83,10.72,76.81,53.18,0,CITY_ADMIN_DATA,2014-01-10,2026-02-17
2017,CITY_BG_2710,BG,4427185,48.36,31.01,81.65,44.75,38.26,80.52,49.16,7.92,21.37,10.36,74.71,76.32,0,EEA_CITY_ENV_EXPORT,2014-02-16,2025-07-12
2018,CITY_EE_2747,EE,2048423,18.04,17.65,81.57,59.26,33.52,43.41,27.06,14.58,32.47,22.37,100.0,49.81,0,URBAN_AUDIT,2014-03-25,2025-03-13
2019,CITY_HU_2784,HU,3111835,13.26,28.44,50.75,57.63,41.58,37.71,44.82,15.3,47.99,9.29,57.51,67.84,0,COPERNICUS_URBAN_ATLAS,2014-05-01,2024-07-08
2020,CITY_LU_2821,LU,4838647,30.52,13.94,58.13,63.66,70.23,85.58,64.72,15.71,55.85,21.97,72.56,44.26,0,CITY_ADMIN_DATA,2014-06-07,2024-07-02
2021,CITY_RO_2858,RO,1029437,25.63,24.38,92.96,55.07,71.47,38.17,25.01,3.81,51.44,18.54,44.11,36.1,0,EEA_CITY_ENV_EXPORT,2014-07-14,2024-04-25
2022,CITY_AT_2895,AT,3329114,25.45,24.35,52.03,68.8,72.44,23.66,54.04,7.93,39.85,14.9,73.24,47.53,0,URBAN_AUDIT,2014-08-20,2024-04-05
