qol_ncoial_survey_cycle_id,qol_ncoial_neighborhood_cluster_id,qol_ncoial_neighborliness_score,qol_ncoial_belonging_score,qol_ncoial_participation_local_events_rate,qol_ncoial_mutual_aid_participation_rate,qol_ncoial_intergroup_contact_score,qol_ncoial_civic_pride_score,qol_ncoial_shared_norms_score,qol_ncoial_conflict_resolution_score,qol_ncoial_online_community_engagement_rate,qol_ncoial_hate_incident_awareness_score,qol_ncoial_trust_local_institutions_score,qol_ncoial_youth_engagement_score,qol_ncoial_senior_engagement_score,qol_ncoial_newcomer_integration_score,qol_ncoial_language_inclusion_score,qol_ncoial_public_space_comfort_score,qol_ncoial_community_problem_solving_score,qol_ncoial_survey_sampling_weight
CYC2020_2,NBH3252,7.53,4.08,89.3,0.49,5.47,2.15,6.65,2.01,58.28,3.5,4.42,8.27,5.26,1.8,0.11,6.08,8.94,0.9076
CYC2018_1,NBH7396,3.01,9.82,2.24,8.08,4.64,4.6,1.83,6.42,85.53,8.86,9.17,7.04,6.12,0.12,1.3,5.69,1.12,1.9802
CYC2026_1,NBH1123,2.13,5.32,74.66,27.47,2.53,5.44,0.9,6.84,14.6,0.48,3.99,3.31,7.98,2.71,3.56,0.11,0.8,2.1405
CYC2023_2,NBH2517,7.55,7.26,37.59,43.93,4.01,9.3,8.59,1.45,42.58,8.01,8.45,9.8,5.48,0.75,9.09,7.57,0.16,3.5089
CYC2023_3,NBH8873,0.04,1.36,29.02,38.32,6.7,2.81,4.64,8.15,93.74,8.19,4.33,9.78,1.0,5.93,4.69,3.73,7.02,2.6993
CYC2024_4,NBH5821,2.63,0.39,63.94,7.39,5.2,8.22,1.04,8.45,44.95,3.75,1.73,1.13,2.02,4.71,7.47,5.9,5.36,2.3133
CYC2020_2,NBH3101,2.96,2.89,39.04,23.02,1.3,3.29,1.28,2.94,88.43,7.17,8.56,9.1,9.28,5.79,3.87,8.95,1.46,1.7264
CYC2020_3,NBH6626,8.16,1.95,83.74,62.13,4.36,9.97,4.99,5.66,95.18,2.89,0.33,8.8,9.48,5.9,1.65,4.16,4.54,0.6411
CYC2019_4,NBH8167,7.14,9.97,96.7,37.74,6.75,9.32,7.69,5.86,42.91,8.16,6.55,4.4,0.54,3.39,6.58,8.0,5.76,3.3759
CYC2024_4,NBH8563,9.04,3.93,27.68,48.87,0.24,1.09,2.03,9.3,89.46,6.13,6.71,0.95,2.19,8.33,9.71,7.07,5.19,0.4372
CYC2023_3,NBH6271,2.99,2.41,10.94,83.61,5.32,2.02,4.11,8.17,22.97,0.85,9.25,5.07,7.34,8.31,3.62,2.94,7.65,1.0749
CYC2022_1,NBH4925,7.43,1.58,30.72,20.14,4.11,2.23,3.41,8.71,81.0,7.86,1.27,7.34,3.94,1.06,1.12,0.76,6.22,2.6589
CYC2025_3,NBH9223,6.08,8.88,72.3,13.89,9.79,4.95,5.58,5.87,42.07,5.58,7.85,1.4,8.23,2.59,2.41,9.98,4.15,2.1302
CYC2022_2,NBH1200,4.15,0.08,28.94,46.62,3.69,2.27,1.63,4.61,43.23,8.3,5.0,4.76,3.74,0.25,4.01,2.08,6.79,1.8526
CYC2018_1,NBH6100,0.97,5.76,16.06,75.92,5.54,7.79,6.39,9.22,30.67,1.35,6.68,9.29,6.16,8.88,0.49,8.24,8.76,2.6464
CYC2024_4,NBH8143,2.38,8.95,21.14,43.89,0.46,8.73,6.19,5.01,25.2,1.82,5.94,7.65,4.45,5.11,1.24,2.09,3.68,3.131
CYC2023_2,NBH1807,3.0,8.67,35.22,79.27,0.75,2.73,9.92,1.01,80.13,4.59,6.5,9.49,1.53,3.77,3.96,9.91,1.99,3.5699
CYC2018_4,NBH8220,0.2,9.45,29.3,7.86,4.11,6.91,3.67,9.84,59.12,6.74,3.07,9.31,3.7,4.91,8.09,3.28,1.63,3.9463
CYC2026_3,NBH6876,8.66,8.09,77.42,35.9,1.77,1.22,6.0,7.72,98.78,5.04,4.4,3.11,4.0,3.25,3.79,7.43,4.46,2.5125
CYC2024_3,NBH8520,5.69,8.24,92.77,40.62,5.08,8.48,4.66,5.82,69.36,8.17,1.41,8.69,4.28,2.74,9.61,2.17,6.65,3.1046
CYC2022_2,NBH7692,8.56,3.72,94.91,24.15,7.92,2.82,4.61,3.62,96.1,2.16,7.8,2.42,6.87,3.4,5.75,5.42,9.8,0.9964
CYC2018_3,NBH2577,7.23,5.16,76.55,19.7,0.21,5.45,3.03,2.67,57.61,1.62,3.08,1.35,2.01,9.28,9.4,1.74,3.76,3.5968
CYC2023_2,NBH4101,6.17,5.42,22.36,48.23,5.97,3.26,8.54,8.66,60.52,7.78,7.73,4.59,9.0,8.97,7.86,2.69,5.17,1.9128
CYC2020_4,NBH7987,8.17,7.2,22.08,48.25,4.81,6.63,3.29,5.15,5.29,0.75,2.1,7.33,3.22,0.54,6.1,5.81,8.86,2.9155
CYC2022_3,NBH6820,9.58,1.18,55.95,38.1,2.74,4.61,2.8,0.87,95.33,8.38,6.3,4.18,1.19,5.04,5.62,4.06,0.39,2.2058
CYC2024_3,NBH3383,7.11,3.44,78.5,74.34,1.81,8.93,7.42,0.98,63.61,9.92,8.62,3.27,3.18,3.06,0.52,5.72,8.19,0.9956
CYC2024_4,NBH1588,8.5,2.62,67.88,0.43,2.03,8.26,6.61,0.14,23.95,3.6,1.36,2.03,1.65,1.83,8.34,8.25,6.8,2.0498
CYC2019_3,NBH2384,4.59,1.84,57.38,5.92,7.1,0.69,0.83,9.57,39.78,7.44,0.36,0.47,1.95,2.14,0.41,3.76,2.96,3.0036
CYC2021_3,NBH7227,1.76,1.09,56.18,47.71,6.15,5.16,5.47,4.04,85.48,3.37,0.08,9.54,2.28,8.57,0.58,5.42,6.73,0.8034
CYC2021_2,NBH7210,6.35,2.31,25.42,21.77,1.58,4.63,2.65,4.96,94.34,4.06,3.23,2.11,7.88,4.11,5.01,7.27,3.01,1.8897
CYC2018_3,NBH4484,4.94,5.46,73.28,62.72,2.53,5.05,1.2,0.1,40.58,0.54,3.94,2.61,1.71,3.13,6.49,9.03,9.31,2.695
CYC2021_4,NBH8749,3.75,2.57,34.92,19.36,8.47,3.37,8.02,7.9,49.96,4.74,9.3,9.98,9.77,8.84,6.37,2.51,4.74,2.1126
CYC2026_1,NBH7780,6.31,5.93,39.78,19.18,4.74,5.35,6.14,3.84,36.47,9.2,2.21,2.91,6.59,3.25,5.85,7.42,0.67,3.7295
CYC2024_4,NBH7948,4.29,3.18,74.97,53.99,6.04,6.35,9.18,5.11,42.45,9.53,0.47,8.23,4.37,8.49,4.88,0.74,1.65,1.3633
CYC2019_3,NBH3675,2.32,9.94,29.84,44.71,8.96,6.2,8.89,6.25,29.6,4.0,4.32,2.03,3.49,9.67,1.0,8.64,7.58,3.6975
CYC2023_2,NBH2312,1.26,3.25,97.81,19.12,6.18,3.43,8.61,4.14,7.25,0.33,5.06,4.48,9.9,9.91,6.69,1.92,8.3,2.375
CYC2023_1,NBH1488,4.9,0.75,24.75,7.2,1.44,0.98,1.58,1.49,45.12,8.86,6.12,1.08,8.96,1.34,9.65,1.17,9.79,3.3141
CYC2020_4,NBH8688,0.33,2.71,63.22,63.98,1.95,6.17,2.08,1.67,1.67,9.87,5.83,9.98,7.62,8.0,5.18,4.03,9.3,2.6262
CYC2023_2,NBH4249,0.19,9.4,6.09,25.36,7.77,0.02,5.18,2.52,68.33,2.37,1.08,0.95,8.52,6.59,3.58,2.25,5.09,3.8062
CYC2022_2,NBH7030,1.57,9.71,39.78,23.97,2.38,7.17,0.4,3.28,41.93,1.54,4.89,9.05,0.53,4.71,4.94,3.66,7.78,0.4504
CYC2021_1,NBH3572,4.02,7.88,94.83,37.41,1.83,0.34,4.18,8.75,71.61,8.59,0.44,7.86,8.26,2.4,7.69,9.26,2.68,0.9732
CYC2022_2,NBH7759,5.32,4.1,35.04,51.26,9.39,2.73,3.31,3.26,92.86,6.91,0.73,4.54,4.37,5.18,2.88,9.97,3.45,1.3495
CYC2026_1,NBH6057,6.68,4.53,89.77,85.63,3.02,4.82,5.16,9.73,96.38,2.57,4.0,0.51,6.43,2.83,5.85,8.23,0.49,1.5954
CYC2023_4,NBH9482,2.89,6.79,59.03,20.67,0.06,7.38,7.72,1.58,19.69,0.2,2.74,9.58,5.79,1.92,8.68,6.16,5.71,2.8415
CYC2023_1,NBH4869,6.8,9.43,77.05,88.47,5.01,6.89,6.68,7.53,15.4,3.32,3.47,0.39,3.89,0.37,3.42,1.26,0.34,2.7572
CYC2020_1,NBH2394,2.41,6.27,21.15,43.12,9.84,1.68,5.38,2.55,79.5,6.83,3.24,5.26,6.79,4.64,0.85,3.43,1.88,1.5592
CYC2026_3,NBH6039,5.94,6.73,39.23,35.9,7.78,6.13,8.44,6.88,66.03,4.98,6.82,5.76,4.49,4.93,8.03,8.76,6.11,3.7491
CYC2024_4,NBH7674,9.51,7.66,28.09,60.79,8.75,8.71,0.28,2.25,59.43,5.04,1.36,8.27,6.33,5.88,5.29,9.28,8.07,3.9979
CYC2020_4,NBH5555,6.15,6.8,49.27,9.48,3.22,2.88,6.56,2.02,89.77,1.61,1.43,0.85,1.78,3.08,5.0,8.18,1.07,2.2806
CYC2021_2,NBH7275,2.49,6.3,1.35,87.01,2.56,8.32,8.88,7.05,62.83,1.99,9.98,8.56,7.12,5.15,8.62,7.03,0.25,0.6108
CYC2021_4,NBH2621,4.16,7.87,86.47,4.64,6.67,0.07,6.72,7.13,47.07,0.99,4.69,6.35,7.93,7.67,8.4,2.6,6.34,1.2944
CYC2020_3,NBH2551,4.39,3.42,13.7,21.97,6.66,1.86,3.9,7.12,37.7,2.01,5.58,6.82,6.93,9.6,0.13,8.9,3.66,3.3801
CYC2026_4,NBH1776,7.52,7.33,24.06,2.8,9.39,2.13,2.2,8.4,96.08,7.21,2.02,3.91,8.58,3.97,8.14,9.01,0.76,0.2173
CYC2024_3,NBH3507,6.68,9.22,41.25,29.05,1.64,6.14,1.81,9.28,70.66,9.91,4.12,1.29,1.51,1.12,2.31,9.52,2.23,0.4029
CYC2023_3,NBH9405,8.14,0.22,34.62,51.6,1.58,5.08,3.0,2.02,75.49,7.77,8.38,3.97,8.77,1.62,7.7,7.38,6.44,2.6971
CYC2026_1,NBH3130,3.23,4.82,22.67,73.95,8.36,6.73,1.74,2.03,45.62,5.2,3.01,4.19,5.71,3.71,9.66,9.36,3.56,3.0956
CYC2023_2,NBH8879,0.42,0.89,7.73,46.83,8.41,1.87,4.01,0.43,38.94,2.14,5.27,2.52,6.2,0.7,7.2,2.18,8.43,1.4043
CYC2018_1,NBH6339,2.16,1.45,3.12,52.09,0.35,5.4,6.78,5.81,95.36,9.5,4.82,7.23,1.82,6.19,1.63,5.59,9.96,0.2251
CYC2025_4,NBH5774,6.36,9.66,15.2,13.14,4.91,3.61,1.26,7.12,72.83,3.18,2.09,3.31,7.71,9.59,2.5,9.19,0.66,3.0437
CYC2026_2,NBH5835,8.53,5.5,34.62,33.8,7.24,8.1,6.1,3.31,44.0,3.64,6.14,9.4,6.34,9.21,9.73,6.53,4.82,3.8654
CYC2018_1,NBH7500,6.0,8.26,16.56,27.59,9.14,2.87,3.57,7.0,41.47,9.11,2.1,5.86,4.1,4.96,7.13,4.94,7.79,0.6796
CYC2020_4,NBH2756,4.68,5.06,43.32,94.78,6.21,2.3,3.56,4.42,32.74,4.59,1.83,2.57,2.71,1.14,1.71,6.47,9.16,2.3773
CYC2019_3,NBH7635,0.6,9.95,29.34,6.03,5.74,3.27,2.01,4.11,2.85,3.86,2.23,7.77,1.92,3.83,8.89,1.82,5.85,1.0392
CYC2020_2,NBH9136,8.04,5.69,88.1,33.45,7.28,3.93,5.42,4.43,89.78,9.1,4.38,4.49,5.44,1.52,8.84,7.29,4.38,0.4293
CYC2018_1,NBH6622,1.21,8.74,33.43,95.29,1.89,5.45,6.85,7.96,9.95,6.19,3.81,0.85,3.12,7.15,3.52,2.72,6.58,3.5943
CYC2025_2,NBH5259,9.18,6.28,20.54,66.56,8.72,9.24,6.57,2.75,72.06,4.9,9.36,6.3,0.56,6.74,4.84,6.63,1.37,3.8093
CYC2026_1,NBH8475,0.66,5.24,3.73,78.61,9.34,2.66,7.21,4.33,30.67,4.03,0.4,1.6,2.22,2.94,2.67,3.75,8.06,1.787
CYC2024_2,NBH4381,7.19,7.55,25.92,53.0,6.27,2.43,4.42,5.11,64.45,2.6,7.71,1.28,3.35,4.39,5.37,3.35,1.67,3.505
CYC2025_4,NBH2779,3.78,5.37,70.33,25.02,4.25,7.85,4.27,8.19,50.89,1.3,1.03,2.87,3.4,6.49,1.06,3.12,1.81,1.33
CYC2023_3,NBH5271,6.05,7.23,95.0,89.21,1.07,0.47,0.62,6.67,44.78,2.44,4.0,7.94,5.5,7.56,8.96,6.54,1.83,0.9478
CYC2024_3,NBH3377,3.12,1.28,56.43,4.37,6.04,7.59,2.56,9.34,97.41,1.63,8.88,4.92,0.29,5.95,1.55,0.57,0.46,3.4275
CYC2018_3,NBH6122,8.3,7.37,38.04,92.85,9.26,6.52,4.0,7.17,55.95,3.47,5.51,2.0,6.68,9.09,5.3,3.22,9.63,2.6218
CYC2020_2,NBH9412,5.48,4.96,81.56,89.69,7.86,3.27,6.1,9.26,93.53,9.09,3.1,6.48,5.55,4.7,9.92,3.47,2.3,2.3251
CYC2019_2,NBH1068,0.02,1.76,98.37,14.1,0.36,2.31,2.56,0.93,27.76,4.88,4.22,0.81,3.21,6.84,4.27,2.92,1.34,1.6067
CYC2026_2,NBH5406,1.82,2.32,25.76,50.06,1.84,5.08,5.6,2.82,87.84,0.05,4.14,9.03,4.35,3.7,0.35,4.35,1.59,3.7409
CYC2024_1,NBH6833,6.96,6.29,15.26,72.13,6.27,5.63,7.47,1.25,74.22,8.74,1.81,7.0,8.92,1.25,7.16,6.51,2.2,1.3175
CYC2021_2,NBH5882,9.63,3.13,8.87,80.96,8.76,2.14,4.28,3.33,90.53,2.88,6.9,6.57,3.18,3.85,3.54,3.4,3.63,1.3309
CYC2020_2,NBH4915,1.15,8.69,50.79,22.76,9.42,0.97,2.59,3.43,42.56,7.24,9.23,4.24,2.5,4.28,3.62,7.43,1.78,3.3296
CYC2025_3,NBH6906,4.8,7.55,27.78,3.42,7.97,6.05,6.9,2.46,45.43,4.18,2.56,1.27,2.0,8.66,3.16,8.79,4.92,3.0004
CYC2026_2,NBH1019,4.17,6.38,54.37,15.95,1.0,4.25,4.4,0.96,22.51,4.4,9.52,0.89,8.3,8.63,5.46,7.45,7.91,3.2662
CYC2023_3,NBH1589,5.67,8.65,10.97,11.73,2.07,1.85,7.96,5.91,19.18,1.58,6.76,2.54,7.97,2.82,7.83,5.9,4.44,0.7976
CYC2026_3,NBH2340,3.91,1.84,55.66,57.63,4.03,3.99,2.54,3.85,77.18,2.78,0.88,0.64,3.64,8.03,3.56,1.26,6.16,2.3584
CYC2021_3,NBH7619,1.75,4.67,0.85,22.63,2.4,0.88,5.8,9.52,66.19,8.73,4.76,4.51,9.52,0.02,2.8,1.74,6.23,1.7283
CYC2018_4,NBH7993,6.77,4.18,73.0,84.01,2.42,7.73,4.35,2.76,61.09,9.66,8.28,1.51,2.5,8.13,7.64,5.95,3.63,2.9323
CYC2018_3,NBH1698,8.09,5.89,46.18,43.56,1.93,2.3,4.8,1.5,93.16,1.96,9.91,6.91,6.68,0.75,6.71,4.49,8.82,1.1155
CYC2018_3,NBH6135,9.92,9.5,16.73,43.21,3.83,4.01,6.6,3.68,62.02,1.54,8.39,1.22,3.8,8.63,4.54,7.76,7.63,3.6339
CYC2023_3,NBH5334,8.85,4.13,9.64,39.63,3.37,1.56,7.73,8.25,28.81,6.93,9.21,8.26,5.41,0.13,5.21,6.84,4.72,0.4238
CYC2020_3,NBH4800,2.95,0.34,44.63,99.95,4.92,9.93,6.56,3.7,10.63,7.15,7.28,1.05,7.8,0.07,0.74,8.41,5.44,2.469
CYC2024_3,NBH7625,6.83,1.77,60.44,88.32,5.37,4.83,9.59,9.07,42.21,1.66,4.69,3.24,3.3,6.84,4.49,9.25,4.75,0.9275
CYC2020_4,NBH9765,6.05,2.15,36.49,66.12,3.43,9.15,0.48,7.85,15.67,7.14,9.03,0.06,2.71,8.2,9.02,3.32,4.64,3.9431
CYC2025_3,NBH7336,8.89,9.53,22.11,20.72,5.38,8.81,5.42,1.46,8.67,2.12,6.41,6.66,0.34,9.4,1.68,0.16,5.93,3.4997
CYC2024_4,NBH4817,9.67,2.72,7.15,30.92,5.78,9.62,5.3,6.72,3.83,3.61,6.64,6.74,5.31,4.41,9.62,8.5,0.89,2.0085
CYC2022_3,NBH5739,1.88,9.73,45.92,10.83,8.85,4.32,6.83,0.68,88.66,2.2,4.12,0.6,9.48,1.26,6.16,7.05,3.01,2.8185
CYC2018_3,NBH9631,4.21,1.24,60.26,5.69,1.78,8.62,0.47,2.91,47.14,6.38,9.29,8.64,5.1,5.59,7.42,5.17,7.44,3.3241
CYC2019_4,NBH4172,4.79,4.09,43.42,36.76,5.08,2.52,3.14,1.65,10.14,7.66,6.39,9.08,1.67,1.38,9.68,6.56,2.9,1.8744
CYC2018_2,NBH8116,7.16,7.65,62.89,94.78,0.03,8.49,3.22,5.85,64.82,0.02,9.72,4.91,8.14,8.92,8.29,1.52,7.97,2.8144
CYC2026_1,NBH1342,8.67,2.42,26.06,36.67,8.01,0.68,8.41,7.98,38.18,2.6,2.83,7.02,5.71,4.97,7.53,3.26,7.22,2.3658
CYC2026_4,NBH6887,4.45,8.72,80.37,85.94,9.37,5.67,7.96,4.72,61.07,7.87,0.25,5.53,6.3,4.81,3.19,7.52,9.71,1.8404
CYC2024_3,NBH1519,9.18,6.13,71.08,14.06,6.43,8.84,4.06,4.28,1.42,8.16,6.03,8.18,3.13,1.87,7.89,4.61,4.39,3.7624
CYC2026_3,NBH8384,8.38,6.26,40.8,99.19,2.27,5.08,4.35,9.26,46.43,7.45,6.28,6.04,0.33,7.66,5.9,7.09,2.52,1.2927
CYC2026_4,NBH5841,0.83,6.21,94.05,19.28,5.39,0.96,8.1,1.85,21.92,5.05,6.15,8.95,2.69,0.21,3.12,9.52,6.56,1.9307
CYC2018_4,NBH9837,1.8,7.38,35.65,76.03,8.44,6.31,2.4,7.87,15.24,9.88,7.36,1.6,3.27,2.9,7.44,9.64,0.39,1.4573
CYC2022_2,NBH2723,5.24,6.58,85.17,11.67,8.66,5.81,9.47,8.85,77.03,0.77,8.26,6.59,1.95,0.2,3.28,6.15,4.4,3.3171
CYC2026_1,NBH4235,5.63,0.88,39.56,90.88,7.2,1.39,7.02,2.07,78.17,6.33,4.77,2.42,4.62,4.86,7.56,4.5,4.72,3.4754
CYC2019_4,NBH2675,4.34,6.25,67.12,49.63,1.01,4.49,9.14,4.93,38.55,2.12,6.63,6.54,4.14,5.4,5.21,2.44,5.87,2.391
CYC2019_2,NBH7867,3.99,0.18,42.78,76.5,0.45,0.78,5.49,3.45,54.73,4.28,2.29,6.44,9.47,5.91,6.76,3.75,7.89,0.3509
CYC2020_2,NBH2508,6.74,0.35,11.85,70.03,0.56,0.34,1.43,9.29,93.08,1.53,2.31,6.7,5.98,2.52,6.19,3.7,4.59,3.1321
CYC2019_4,NBH9295,3.14,5.68,86.34,49.1,6.39,8.96,1.11,7.16,99.51,4.61,9.11,1.2,6.01,7.48,9.87,8.08,1.53,2.8647
CYC2023_1,NBH8356,2.69,2.67,87.75,8.53,2.71,7.97,1.0,6.09,2.43,3.85,7.71,8.16,7.0,2.06,7.33,7.02,8.58,3.6908
CYC2021_4,NBH7047,7.62,8.8,46.46,38.03,2.1,2.66,5.44,1.32,79.7,1.74,3.64,1.51,8.52,8.06,3.5,4.28,8.91,0.625
CYC2025_1,NBH4771,6.07,2.11,79.76,51.67,2.67,5.21,6.13,3.31,84.65,8.73,3.89,2.11,1.25,1.59,0.46,3.15,2.68,1.0026
CYC2023_1,NBH7790,2.41,0.73,41.48,65.34,2.8,7.42,7.89,2.64,61.5,0.38,4.64,2.5,7.61,5.27,6.68,3.61,6.46,0.3854
CYC2021_4,NBH6908,0.27,9.97,17.08,12.91,7.64,3.24,7.58,6.11,57.49,7.57,9.18,4.77,8.82,6.3,8.81,5.48,5.46,2.8635
CYC2021_4,NBH6564,5.05,6.12,0.81,12.02,6.4,5.7,6.45,8.5,38.35,0.99,5.81,8.32,2.32,3.95,0.77,4.63,3.19,2.7011
CYC2025_2,NBH5311,1.78,7.68,38.8,48.1,2.14,7.52,2.91,8.96,39.56,4.87,4.62,6.04,5.94,5.74,1.69,2.82,5.52,3.9879
CYC2021_2,NBH4705,0.79,6.12,33.97,89.72,7.51,9.3,2.84,9.7,48.82,5.37,1.78,1.09,3.7,6.1,7.22,6.62,1.41,0.3107
CYC2025_4,NBH1867,1.02,4.48,34.34,26.89,8.83,8.87,2.34,8.21,50.26,8.26,3.08,4.42,1.96,9.48,3.35,3.85,6.45,0.7609
CYC2026_2,NBH3048,4.06,8.23,4.76,5.72,7.13,6.68,2.84,2.22,56.08,6.23,8.49,3.64,1.84,0.75,3.35,3.34,9.72,1.2115
CYC2023_2,NBH5796,1.52,8.99,13.89,79.64,7.54,9.2,1.71,9.32,30.01,5.44,0.36,2.66,1.72,9.94,0.1,3.53,3.13,3.2793
CYC2018_2,NBH9533,6.85,8.5,23.16,98.62,0.21,3.2,5.99,4.59,82.85,8.43,1.03,7.28,6.6,8.51,2.86,9.32,0.77,3.763
CYC2025_2,NBH9036,1.59,3.37,61.11,71.62,0.51,8.07,5.13,9.99,77.83,0.72,6.73,6.87,1.32,4.75,9.09,5.03,2.44,3.5972
CYC2023_3,NBH9659,2.61,5.58,36.43,4.31,1.84,7.06,4.96,2.36,5.2,4.37,3.21,3.76,2.81,9.78,8.12,3.14,5.37,2.3502
CYC2026_1,NBH6539,4.67,7.5,23.33,61.7,0.79,6.37,2.87,7.47,34.23,9.29,5.04,3.88,7.0,0.72,7.68,9.95,4.74,0.5509
CYC2018_3,NBH7702,6.67,2.86,5.79,90.75,1.18,7.14,4.97,7.61,72.72,6.28,0.75,2.83,4.28,0.23,9.67,2.1,9.92,1.0128
CYC2021_4,NBH7621,7.59,5.37,81.52,68.33,6.1,4.76,0.74,5.49,56.4,2.72,9.5,7.63,1.73,9.55,9.38,3.3,8.32,0.506
CYC2021_1,NBH5871,2.03,8.8,5.56,67.8,5.86,6.98,8.55,7.9,47.12,3.86,3.95,4.87,7.19,7.81,3.89,4.03,9.73,3.4684
CYC2024_1,NBH1399,7.42,5.7,65.47,55.95,8.3,7.78,8.63,0.43,28.78,1.46,7.04,1.18,4.31,9.0,3.34,1.11,4.12,2.6751
CYC2024_1,NBH4796,8.71,2.82,61.13,95.63,3.74,8.72,6.04,5.44,55.65,8.84,6.96,3.89,3.03,9.37,6.69,8.15,1.75,3.4957
CYC2018_1,NBH8646,5.57,0.63,81.38,61.44,6.04,4.86,4.34,5.83,5.39,3.44,5.43,1.62,9.39,7.39,7.57,5.65,3.17,3.7855
CYC2025_1,NBH9540,5.59,4.16,66.5,63.54,5.22,4.59,0.05,9.66,87.61,4.91,1.24,2.65,0.47,1.66,3.77,7.01,8.39,0.3206
CYC2024_3,NBH1717,0.77,9.89,46.05,19.75,4.69,5.33,4.0,3.44,70.35,6.72,3.12,5.54,1.37,4.87,4.99,1.91,1.9,0.735
CYC2026_2,NBH7287,1.94,6.03,71.48,55.43,9.44,3.16,1.7,4.29,97.64,5.82,0.99,3.34,8.6,6.13,8.41,1.08,5.24,2.8867
CYC2024_3,NBH4569,5.01,7.51,51.84,69.39,3.5,8.77,4.05,8.07,30.64,4.84,4.43,7.77,6.95,6.23,5.15,1.04,2.77,0.2686
CYC2021_3,NBH6869,7.8,2.63,83.44,96.2,6.2,8.84,8.3,6.49,34.52,3.47,8.4,1.79,8.57,2.79,8.06,7.05,3.95,0.4637
CYC2024_2,NBH5640,3.76,1.85,98.69,82.63,8.53,6.6,3.13,4.91,94.76,6.93,9.7,5.36,0.2,4.07,6.84,9.05,8.64,2.4615
CYC2026_2,NBH4338,5.12,2.84,85.29,51.73,2.63,5.79,7.79,3.1,59.13,6.98,5.86,9.52,5.91,5.86,6.96,1.67,3.62,2.7357
CYC2026_3,NBH5538,6.48,3.3,28.94,93.19,6.38,0.88,4.59,8.76,42.61,6.53,7.86,1.01,8.25,6.31,7.49,8.12,2.87,1.2352
CYC2018_2,NBH6975,6.9,2.5,61.56,22.09,6.0,0.45,0.28,5.18,41.25,0.86,2.34,5.79,6.44,6.44,7.48,1.46,8.94,1.7411
CYC2023_1,NBH1841,2.46,2.97,46.21,27.13,6.12,2.07,2.26,2.54,93.65,6.69,3.23,7.33,8.34,9.25,0.78,8.4,8.42,3.3136
CYC2022_1,NBH7020,6.57,3.92,36.67,76.45,8.51,2.24,8.33,6.64,68.86,0.16,7.1,1.35,4.21,8.56,4.82,8.23,9.1,3.957
CYC2019_2,NBH9685,3.02,4.55,56.98,34.3,5.9,8.87,0.73,3.14,90.28,6.2,1.4,2.29,5.0,6.77,6.04,5.17,6.35,1.8135
CYC2024_1,NBH7607,4.14,7.08,74.15,73.32,8.12,8.0,7.57,3.09,72.18,8.94,6.7,5.16,2.96,3.13,3.83,8.0,3.31,3.4202
CYC2023_4,NBH1337,2.87,3.9,34.47,21.04,8.94,4.26,4.85,6.57,68.77,1.29,1.57,9.33,5.38,4.53,7.14,5.8,3.36,2.1704
CYC2022_4,NBH2861,4.49,2.28,41.78,14.42,2.01,8.96,9.79,7.92,15.86,6.78,9.98,2.86,1.69,4.08,6.18,3.13,0.2,3.6201
CYC2025_2,NBH8179,9.55,2.97,71.09,63.82,8.38,9.89,4.17,7.94,45.16,7.79,0.35,1.58,2.6,3.78,5.51,9.73,3.54,1.1079
CYC2021_2,NBH5239,1.9,3.2,48.26,50.88,7.08,6.19,6.78,5.37,13.83,6.61,4.72,3.94,7.13,3.88,7.95,6.92,0.83,3.1081
CYC2025_4,NBH3733,8.82,9.96,19.07,61.65,3.03,6.36,7.68,8.81,45.64,4.98,2.0,2.68,0.97,9.42,4.14,2.48,9.19,2.3911
CYC2018_4,NBH3116,3.98,3.01,30.45,35.16,4.69,6.4,6.48,3.23,27.95,0.93,3.53,5.63,3.91,5.79,8.59,9.95,5.73,2.4946
CYC2019_1,NBH3890,6.89,8.8,82.1,45.99,8.05,6.8,8.09,6.04,67.78,0.2,3.02,7.11,6.4,7.0,2.29,3.92,6.31,2.8928
CYC2025_1,NBH1564,1.15,8.91,3.9,72.36,0.43,9.57,6.2,7.62,81.21,7.05,7.57,8.28,2.21,8.28,4.73,1.63,6.12,0.5157
CYC2020_1,NBH2124,5.58,2.51,39.86,76.7,0.28,6.85,1.53,6.88,3.19,3.26,8.73,0.8,9.76,7.95,7.18,4.98,5.6,3.4082
CYC2023_2,NBH6852,5.46,2.0,97.48,4.53,0.89,2.84,8.26,8.1,66.94,7.39,3.32,8.85,3.22,1.94,2.01,0.84,9.91,0.3084
CYC2019_2,NBH5005,3.76,0.02,45.45,81.65,8.17,1.57,0.58,4.75,64.5,6.37,2.66,2.53,9.88,1.83,4.4,6.21,6.73,3.7278
CYC2021_2,NBH8983,1.01,4.02,77.59,82.64,3.6,2.92,0.98,7.22,57.01,7.69,9.6,4.82,3.83,7.18,2.72,6.06,2.07,2.3014
CYC2026_2,NBH9626,3.57,5.2,68.94,95.33,3.16,1.85,7.06,3.14,36.16,9.35,6.95,6.98,4.89,0.6,3.25,1.88,2.88,3.0662
CYC2019_1,NBH4285,8.34,9.32,83.32,77.42,3.22,5.65,4.55,0.51,36.87,2.54,1.98,8.88,3.21,5.61,0.99,7.86,0.42,1.4561
