qol_trust_reference_year,qol_trust_country_iso2,qol_trust_region_nuts_code,qol_trust_trust_in_parliament_score,qol_trust_trust_in_government_score,qol_trust_trust_in_police_score,qol_trust_trust_in_media_score,qol_trust_corruption_perception_score,qol_trust_satisfaction_with_democracy_score,qol_trust_sense_of_safety_night_pct,qol_trust_victimisation_rate_pct,qol_trust_social_capital_index,qol_trust_volunteering_rate_pct,qol_trust_civic_participation_rate_pct,qol_trust_hate_speech_exposure_rate_pct,qol_trust_disinformation_exposure_index,qol_trust_institutional_quality_index,qol_trust_survey_source,qol_trust_survey_weight,qol_trust_data_extract_date
2014,IE,SI50,4.11,5.88,6.16,4.08,65.24,6.71,83.45,14.71,70.16,28.18,31.34,5.03,55.42,44.28,EUROBAROMETER,2.6149,2026-02-02
2015,MT,FI2,2.34,5.89,6.05,2.57,70.14,6.27,60.72,12.76,40.85,22.27,10.61,8.58,43.09,84.54,NATIONAL_TRUST_SURVEY,1.862,2024-06-18
2016,SK,DE933,2.99,5.23,6.31,3.04,70.18,5.58,65.56,11.79,36.58,24.62,10.88,18.17,71.83,69.56,EUQLS,3.5443,2024-09-22
2017,BE,NL8,5.87,5.76,6.84,2.25,62.34,4.76,69.73,12.92,66.02,23.07,38.42,26.76,64.85,84.03,ESS,2.9861,2024-12-02
2018,DK,FR205,2.65,7.55,6.01,5.59,42.63,7.56,98.95,5.8,85.62,17.81,19.52,9.62,52.03,48.8,EUROBAROMETER,1.3589,2024-01-09
2019,GR,PL84,5.14,2.13,6.25,4.02,76.9,4.82,72.19,15.44,59.39,5.55,24.95,15.53,76.69,79.57,NATIONAL_TRUST_SURVEY,3.4762,2026-01-28
2020,LT,FR41,2.93,6.13,5.45,2.59,60.68,5.58,71.41,10.23,35.09,28.72,29.35,8.13,55.5,47.66,EUQLS,2.6661,2025-03-17
2021,PT,HR642,3.11,5.57,3.68,5.08,50.78,7.28,50.88,18.62,65.33,27.77,24.22,18.65,39.26,62.84,ESS,0.4675,2024-06-17
2022,SE,SI679,5.21,5.39,7.64,4.99,57.19,5.83,79.63,15.78,46.19,25.76,28.95,7.57,45.47,63.6,EUROBAROMETER,2.2205,2024-04-14
2023,CY,PL8,2.4,3.2,7.43,3.11,48.02,5.56,86.79,15.93,64.18,18.67,24.44,22.74,51.88,42.22,NATIONAL_TRUST_SURVEY,4.3239,2024-06-23
2024,FR,BG8,2.45,6.27,5.49,4.38,56.29,3.59,84.19,10.42,45.56,14.9,26.23,3.8,42.03,69.02,EUQLS,0.9985,2025-04-22
2025,IT,IT4,2.8,5.57,4.27,5.46,64.72,6.67,77.22,6.55,33.27,22.08,26.19,8.74,48.71,53.95,ESS,1.22,2025-09-13
2006,NL,HU5,2.88,3.6,9.27,3.38,67.92,7.63,99.97,16.85,82.16,38.17,12.25,16.53,39.24,73.1,EUROBAROMETER,4.2889,2024-08-08
2007,SI,AT54,3.39,4.07,7.59,5.47,61.79,2.95,52.67,8.43,74.3,29.68,25.09,16.58,54.22,72.2,NATIONAL_TRUST_SURVEY,1.58,2025-08-29
2008,BG,LV927,2.98,3.43,5.55,4.49,55.48,6.01,71.01,10.58,74.91,24.2,26.5,8.45,42.67,83.03,EUQLS,1.4831,2025-06-23
2009,EE,LU4,5.27,2.51,3.99,2.03,60.41,4.38,60.92,15.63,68.56,20.47,39.0,26.6,70.92,51.33,ESS,2.3018,2025-04-09
2010,HU,GR747,2.36,2.84,4.25,5.31,34.09,4.83,83.59,15.66,80.82,17.39,19.46,10.37,32.56,54.72,EUROBAROMETER,1.7209,2024-12-25
2011,LU,EE4,7.75,2.8,5.85,4.39,78.72,4.16,84.97,15.31,67.84,39.27,42.02,19.51,23.72,50.62,NATIONAL_TRUST_SURVEY,1.6469,2024-03-13
2012,RO,IE83,3.71,2.99,5.78,5.66,35.95,4.65,56.39,9.88,37.33,18.13,36.2,18.99,24.22,39.25,EUQLS,2.7387,2025-10-05
2013,AT,SE20,6.1,4.95,6.18,5.4,69.39,4.44,80.69,9.67,73.07,8.62,34.1,22.41,21.07,33.07,ESS,0.9284,2024-03-21
2014,CZ,FI935,2.55,3.53,6.03,3.26,74.41,5.99,53.87,12.31,51.96,15.24,36.14,8.22,26.6,49.08,EUROBAROMETER,1.6473,2024-08-22
2015,DE,GR49,3.88,2.78,4.05,5.18,50.23,3.53,57.5,10.79,53.24,20.22,30.33,10.57,40.01,83.72,NATIONAL_TRUST_SURVEY,4.3582,2025-10-01
2016,LV,SK232,2.29,5.06,6.95,3.45,62.17,6.87,54.26,7.09,48.31,27.36,33.46,8.9,77.59,60.23,EUQLS,2.6445,2024-11-21
2017,PL,LT55,4.42,1.97,3.65,3.62,35.75,4.29,69.17,13.62,40.7,5.48,31.79,11.43,55.04,65.11,ESS,1.3188,2024-07-16
2018,ES,PT33,4.79,6.01,4.16,3.25,79.53,7.4,71.8,7.94,52.96,17.55,31.9,11.15,90.95,42.77,EUROBAROMETER,0.5426,2025-08-17
2019,HR,SK259,6.33,2.9,7.55,2.0,60.09,5.15,62.61,11.18,55.33,12.78,24.57,7.7,86.73,33.76,NATIONAL_TRUST_SURVEY,4.0579,2024-08-11
2020,FI,AT595,5.72,4.53,7.71,3.81,45.36,5.01,70.33,8.35,45.47,13.97,24.48,5.91,73.25,96.59,EUQLS,2.0991,2025-02-18
2021,IE,LV4,2.38,2.35,5.71,3.18,48.48,4.44,65.27,6.92,36.61,20.52,9.16,18.11,66.66,51.33,ESS,0.7877,2025-02-06
2022,MT,HR8,4.38,3.57,5.02,3.69,57.09,5.27,53.72,8.96,37.12,8.28,8.15,3.88,27.42,59.31,EUROBAROMETER,0.7926,2024-07-05
2023,SK,BG979,5.94,2.94,7.12,3.71,67.89,5.01,47.61,14.76,43.57,11.53,17.13,14.93,26.68,77.38,NATIONAL_TRUST_SURVEY,2.4311,2025-03-08
2024,BE,FR53,6.42,4.6,4.28,4.86,47.08,3.78,48.87,12.94,48.44,21.06,12.72,19.71,58.92,83.53,EUQLS,0.626,2024-06-02
2025,DK,IE25,3.6,4.82,8.73,3.94,54.12,8.02,69.07,8.35,89.57,35.91,41.82,11.28,55.1,59.03,ESS,1.0558,2024-07-05
2006,GR,RO699,2.33,5.77,7.94,4.9,67.46,3.94,81.4,14.13,50.84,16.42,23.55,16.87,22.22,54.26,EUROBAROMETER,3.3935,2024-08-07
2007,LT,RO710,6.38,5.97,7.89,3.07,70.28,4.45,53.62,8.35,52.37,8.54,7.68,10.47,33.84,39.78,NATIONAL_TRUST_SURVEY,3.0128,2025-04-22
2008,PT,ES5,5.47,2.31,7.77,4.1,61.14,2.95,51.31,10.88,58.55,20.02,13.24,21.67,60.55,33.81,EUQLS,4.7223,2025-08-15
2009,SE,CZ968,7.37,7.26,9.5,2.27,68.67,3.59,49.68,15.02,81.46,25.97,19.01,13.22,42.79,92.86,ESS,1.8081,2024-06-12
2010,CY,SE2,2.46,2.26,3.81,2.01,66.92,5.81,50.9,10.59,62.83,6.5,30.2,14.27,46.0,33.66,EUROBAROMETER,0.7125,2025-12-16
2011,FR,HR480,3.69,5.45,6.64,3.88,57.05,3.92,56.95,16.01,51.85,6.49,29.57,20.46,57.18,36.07,NATIONAL_TRUST_SURVEY,3.9541,2025-12-19
2012,IT,DK312,4.13,4.72,3.89,2.5,41.72,2.86,43.16,7.25,57.17,11.29,34.24,26.59,65.9,82.28,EUQLS,2.2873,2024-12-17
2013,NL,FR8,6.34,7.44,7.53,2.11,46.66,4.8,81.0,14.56,62.59,22.54,23.53,14.17,47.19,51.61,ESS,0.7182,2024-02-18
2014,SI,DK611,3.46,3.92,3.86,6.17,45.32,5.44,75.2,14.14,63.02,24.45,33.54,16.14,49.42,42.33,EUROBAROMETER,0.9178,2025-07-11
2015,BG,HU277,2.13,1.94,5.91,5.84,60.22,3.57,49.99,5.93,64.91,7.86,31.02,12.81,22.16,40.43,NATIONAL_TRUST_SURVEY,1.727,2024-11-08
2016,EE,SE398,5.89,2.9,3.96,2.99,40.71,6.29,58.14,14.0,68.91,13.75,38.4,14.12,42.64,39.06,EUQLS,1.1794,2026-01-03
2017,HU,IE659,6.21,3.12,4.22,3.49,76.35,2.92,59.77,15.15,67.56,14.9,12.05,18.2,89.61,54.57,ESS,0.5577,2025-09-16
2018,LU,PT36,6.29,5.19,4.39,5.37,48.83,8.19,89.69,12.64,73.6,36.27,31.36,11.6,60.87,40.14,EUROBAROMETER,1.4262,2024-06-28
2019,RO,AT7,2.81,2.51,4.56,2.16,50.5,5.7,75.66,5.78,63.57,24.67,45.08,16.24,98.33,32.5,NATIONAL_TRUST_SURVEY,1.669,2025-11-26
2020,AT,SE30,5.48,5.35,7.87,2.05,41.47,6.33,59.4,13.69,48.44,10.71,15.92,21.05,89.15,52.74,EUQLS,1.2177,2026-01-14
2021,CZ,PL334,6.15,4.6,7.41,2.74,72.85,4.65,50.27,9.77,33.02,9.33,10.58,15.52,84.81,79.38,ESS,4.0601,2025-05-14
2022,DE,LT737,6.09,6.01,3.69,2.89,49.76,4.31,48.29,9.07,32.71,25.03,27.84,19.65,91.26,51.8,EUROBAROMETER,1.1604,2024-08-10
2023,LV,CY6,5.69,5.54,6.44,4.08,36.15,5.69,83.69,9.37,43.77,12.96,8.03,20.62,68.79,42.51,NATIONAL_TRUST_SURVEY,2.9781,2024-01-18
2024,PL,FI5,2.63,2.46,7.73,3.76,69.23,4.37,58.24,8.48,73.51,12.13,11.12,22.36,58.88,83.93,EUQLS,4.1165,2025-12-29
2025,ES,PL9,2.22,4.9,5.72,4.01,52.34,4.04,44.47,7.95,74.57,17.42,26.43,8.92,30.1,71.44,ESS,1.7305,2024-12-03
2006,HR,AT29,2.8,4.09,5.8,5.91,49.43,5.91,77.96,14.28,54.09,20.07,18.02,11.87,29.63,72.23,EUROBAROMETER,4.7181,2024-02-02
2007,FI,CZ96,3.83,7.29,6.94,5.45,59.57,8.87,81.66,7.45,84.62,20.08,9.02,7.53,21.27,39.45,NATIONAL_TRUST_SURVEY,2.5645,2025-01-02
2008,IE,HU64,2.46,3.98,7.7,5.87,57.69,3.45,66.63,11.87,73.19,8.1,39.07,22.02,28.49,66.5,EUQLS,3.7685,2024-06-19
2009,MT,DE333,3.02,2.71,5.95,4.82,78.96,3.83,53.11,14.0,69.44,10.35,16.84,10.19,47.35,79.53,ESS,0.5801,2025-07-24
2010,SK,SE25,3.46,2.62,5.08,6.0,61.81,4.26,52.86,11.32,72.59,18.53,9.05,6.98,33.89,34.47,EUROBAROMETER,4.7495,2025-05-11
2011,BE,PL329,3.42,2.23,5.05,6.19,58.97,2.91,75.48,13.42,60.11,26.65,19.09,9.83,53.34,81.44,NATIONAL_TRUST_SURVEY,1.9177,2024-10-09
2012,DK,CY95,6.62,3.88,5.69,4.89,66.02,7.37,50.15,16.55,46.31,37.06,36.94,21.28,40.19,80.74,EUQLS,3.0798,2025-08-04
2013,GR,DK3,6.05,6.16,6.68,4.07,71.74,6.13,53.75,6.15,33.3,17.98,19.3,14.03,30.91,77.03,ESS,2.8551,2026-01-10
2014,LT,SE518,3.85,5.84,5.22,3.43,43.81,4.53,82.86,8.95,73.25,5.48,9.45,12.72,37.96,50.71,EUROBAROMETER,0.7904,2024-06-14
2015,PT,HU7,2.54,3.54,5.82,6.1,60.73,3.27,51.54,16.51,59.95,14.08,7.54,20.32,49.11,47.27,NATIONAL_TRUST_SURVEY,0.5182,2024-07-14
2016,SE,LT246,4.68,4.98,7.99,5.44,70.7,6.87,78.33,7.21,43.95,33.78,35.84,14.69,57.18,52.13,EUQLS,3.0581,2025-07-29
2017,CY,CZ409,3.0,3.9,7.28,4.41,45.45,5.85,87.35,11.5,79.51,13.21,43.03,16.71,31.11,54.15,ESS,3.991,2024-09-18
2018,FR,RO460,3.08,2.41,5.18,5.79,79.2,5.38,46.3,6.7,44.99,20.84,12.64,6.7,38.05,42.37,EUROBAROMETER,2.8279,2024-02-04
2019,IT,DK5,2.54,5.68,3.76,2.53,59.86,6.17,56.36,7.34,47.59,22.22,35.89,26.1,45.13,67.74,NATIONAL_TRUST_SURVEY,2.7821,2024-12-06
2020,NL,LT903,3.56,6.41,8.36,2.68,58.55,5.37,57.97,14.38,64.16,41.67,29.4,12.15,38.74,62.34,EUQLS,3.504,2025-03-10
2021,SI,GR48,5.32,2.09,6.71,2.06,34.48,5.36,45.91,17.31,63.88,17.33,16.76,17.81,87.07,67.45,ESS,1.3144,2025-03-30
2022,BG,FR229,2.57,6.06,3.89,4.87,57.83,4.96,43.44,13.31,40.75,8.58,7.8,10.95,62.95,65.21,EUROBAROMETER,3.3831,2026-01-23
2023,EE,IT369,4.38,4.9,7.58,3.66,36.38,7.28,53.91,16.17,34.86,10.92,32.4,4.12,36.95,37.01,NATIONAL_TRUST_SURVEY,2.0675,2025-05-05
2024,HU,GR6,5.08,3.88,6.74,4.03,61.62,5.31,61.75,6.26,57.84,16.15,36.81,19.52,43.68,68.58,EUQLS,0.5553,2025-10-02
2025,LU,CZ86,7.79,7.09,7.35,2.65,53.98,3.83,49.53,11.08,62.91,15.77,34.69,24.71,69.71,44.06,ESS,1.8707,2025-06-26
2006,RO,FI692,2.68,5.52,6.43,4.58,64.77,5.3,86.11,16.03,37.54,12.42,33.94,22.51,45.84,51.63,EUROBAROMETER,2.0633,2025-04-20
2007,AT,LV66,2.54,2.6,5.0,2.9,32.51,5.96,68.53,9.1,48.93,17.53,32.1,12.86,68.89,81.1,NATIONAL_TRUST_SURVEY,4.7975,2024-01-01
2008,CZ,AT587,3.61,3.51,5.9,4.09,74.93,4.95,55.89,6.86,58.21,17.87,23.43,10.12,28.74,71.52,EUQLS,2.3453,2025-06-15
2009,DE,FR815,3.07,5.3,4.94,5.06,60.17,6.43,49.7,16.99,45.97,21.19,13.08,14.34,28.98,46.24,ESS,0.9338,2025-07-03
2010,LV,DK881,6.1,3.59,6.54,5.03,33.57,6.56,81.21,15.79,52.89,19.51,30.78,5.21,24.36,66.53,EUROBAROMETER,3.6142,2025-04-09
2011,PL,CY489,5.02,3.57,4.37,5.7,46.19,5.08,58.34,15.16,80.88,14.57,42.8,12.65,29.91,58.67,NATIONAL_TRUST_SURVEY,3.6521,2024-07-02
2012,ES,FR139,3.51,4.85,5.98,2.46,40.5,5.08,80.22,6.56,52.76,9.52,36.29,10.61,31.0,73.43,EUQLS,0.3637,2025-03-31
2013,HR,HU16,5.53,6.03,5.98,4.9,45.42,6.55,85.61,13.0,52.54,11.51,23.15,19.29,44.35,34.36,ESS,4.2043,2025-01-13
2014,FI,PT941,2.67,3.92,6.0,5.08,88.66,7.63,72.27,15.21,75.85,11.04,11.68,17.7,54.03,76.19,EUROBAROMETER,1.6183,2025-01-02
2015,IE,FI578,6.2,4.8,4.97,4.39,39.18,4.75,54.63,11.18,80.32,14.87,31.64,12.41,45.41,32.59,NATIONAL_TRUST_SURVEY,3.3377,2024-11-14
2016,MT,FI585,6.03,4.79,7.76,3.53,44.01,3.55,66.98,15.51,54.59,17.34,34.6,16.36,45.37,77.63,EUQLS,2.0119,2025-03-01
2017,SK,MT65,3.05,4.12,7.72,4.69,40.78,5.95,54.03,15.63,80.68,9.22,37.54,15.71,78.52,36.4,ESS,2.4256,2024-01-24
2018,BE,IE808,2.18,5.71,5.32,4.07,47.02,6.08,69.89,8.96,78.94,24.54,43.93,11.07,80.91,44.31,EUROBAROMETER,2.1055,2024-03-31
2019,DK,RO72,6.0,2.42,7.39,2.93,72.29,8.0,89.16,16.7,67.46,8.33,41.79,8.64,61.09,59.43,NATIONAL_TRUST_SURVEY,2.1101,2024-07-30
2020,GR,MT41,5.67,4.34,5.2,5.55,40.4,7.05,44.8,14.77,61.26,15.19,18.14,15.74,31.44,46.79,EUQLS,0.6976,2024-01-24
2021,LT,SI380,5.71,4.95,6.19,3.65,46.85,5.22,44.56,18.07,45.31,6.21,22.56,7.07,71.98,50.26,ESS,1.4999,2025-12-25
2022,PT,PT454,2.41,2.97,5.84,5.46,43.27,3.51,77.14,16.72,52.94,20.39,31.58,16.28,35.55,64.28,EUROBAROMETER,2.3307,2025-11-12
2023,SE,NL6,5.31,2.59,8.64,5.61,61.21,6.83,93.13,10.87,67.21,17.29,10.63,16.08,31.2,87.75,NATIONAL_TRUST_SURVEY,2.7287,2024-01-25
2024,CY,LT269,2.65,6.07,5.68,4.94,35.0,4.01,85.18,9.81,32.33,9.42,33.15,15.87,40.71,56.38,EUQLS,3.6431,2025-06-27
2025,FR,MT4,3.56,4.3,6.82,2.65,69.58,5.3,49.01,12.01,44.14,18.27,31.44,14.34,55.1,54.6,ESS,0.8602,2025-09-11
2006,IT,CZ520,2.97,5.36,5.29,4.22,74.77,3.53,63.24,15.96,76.89,16.64,31.74,5.8,31.03,43.65,EUROBAROMETER,2.1738,2025-05-15
2007,NL,ES734,4.39,2.91,8.17,3.12,67.76,6.57,82.37,11.05,70.69,24.07,28.44,21.48,57.7,51.99,NATIONAL_TRUST_SURVEY,4.5684,2025-12-04
2008,SI,GR2,4.9,4.23,4.79,4.41,32.83,4.74,59.34,17.04,46.51,24.76,35.11,4.88,32.55,57.37,EUQLS,3.0102,2025-05-02
2009,BG,FI183,4.43,4.09,5.84,4.82,72.34,3.97,58.29,9.63,33.86,17.69,12.19,5.85,36.55,74.54,ESS,3.2325,2025-03-31
2010,EE,LT114,2.22,4.65,5.28,2.03,67.41,3.21,77.38,9.12,58.79,12.02,28.72,21.1,73.99,77.26,EUROBAROMETER,0.2483,2025-11-17
2011,HU,IT665,3.06,4.25,4.02,5.23,51.89,6.64,61.94,11.04,71.75,28.36,14.92,22.03,35.33,65.31,NATIONAL_TRUST_SURVEY,0.5988,2024-03-08
2012,LU,PL82,4.62,5.21,7.5,2.27,95.02,4.65,67.92,13.62,41.23,33.35,25.82,25.65,26.01,39.57,EUQLS,0.8872,2024-12-29
2013,RO,LU2,2.33,2.1,7.66,2.39,40.84,5.37,63.19,17.08,73.11,24.35,31.67,16.6,65.31,65.46,ESS,3.865,2024-11-03
2014,AT,SI90,6.14,6.17,4.44,4.87,76.68,4.94,80.26,10.53,40.27,10.5,8.52,10.81,53.36,65.09,EUROBAROMETER,4.7487,2025-07-13
2015,CZ,FI147,3.05,5.08,4.9,5.91,56.08,4.47,62.9,13.32,72.8,16.53,12.95,13.63,30.63,63.93,NATIONAL_TRUST_SURVEY,2.7333,2024-11-20
2016,DE,SI43,2.7,3.05,7.13,4.49,75.06,5.7,63.43,13.5,58.29,10.67,18.9,7.42,65.02,57.03,EUQLS,3.1741,2024-12-13
2017,LV,PT35,3.18,2.04,4.27,2.65,38.55,3.41,46.82,13.38,56.72,15.22,31.47,8.07,35.41,57.92,ESS,1.5537,2025-09-04
2018,PL,LT21,5.2,5.4,3.99,4.39,55.24,7.23,56.04,11.02,46.44,11.28,37.53,10.91,37.67,35.91,EUROBAROMETER,4.06,2025-05-02
2019,ES,IT58,3.9,3.47,6.24,4.84,41.86,6.66,87.08,6.41,71.75,21.68,40.76,20.56,40.88,44.65,NATIONAL_TRUST_SURVEY,0.2194,2025-08-21
2020,HR,BG119,3.88,5.16,4.12,5.09,70.81,4.41,64.42,12.36,65.75,25.48,45.0,5.14,78.24,61.6,EUQLS,1.4519,2024-10-04
2021,FI,LU70,2.66,5.75,5.32,2.49,65.06,8.07,96.63,11.63,63.32,20.84,25.3,6.47,90.93,47.15,ESS,2.4148,2024-12-31
2022,IE,HR1,2.65,5.19,4.35,2.05,32.21,2.95,53.84,12.38,52.47,6.89,20.33,21.27,36.28,60.37,EUROBAROMETER,3.1349,2024-02-05
2023,MT,BE873,5.74,5.47,7.85,3.96,68.57,4.38,55.46,8.35,63.81,9.37,28.88,7.79,34.31,74.32,NATIONAL_TRUST_SURVEY,2.4582,2025-01-21
2024,SK,HU10,3.1,3.97,7.93,5.73,44.35,4.74,52.65,7.92,65.8,21.24,19.28,9.18,48.92,35.34,EUQLS,3.2237,2024-03-24
2025,BE,SK68,4.71,5.99,6.11,3.53,55.63,5.7,56.86,9.89,38.11,13.67,20.72,4.51,64.38,37.33,ESS,3.5227,2025-12-31
2006,DK,PL54,3.62,4.93,7.82,4.35,91.09,5.81,78.18,14.54,46.13,8.14,30.81,9.71,25.08,60.26,EUROBAROMETER,0.2413,2025-04-20
2007,GR,DK87,3.46,3.78,7.07,3.19,33.99,6.7,73.05,8.93,34.81,7.24,7.8,5.7,61.7,47.77,NATIONAL_TRUST_SURVEY,2.3775,2025-06-26
2008,LT,RO26,3.14,5.12,6.8,5.89,57.91,6.38,73.63,5.84,79.31,29.51,34.46,22.37,29.12,75.58,EUQLS,3.4666,2024-07-23
2009,PT,PT348,2.71,6.03,4.28,4.53,69.56,5.92,52.91,13.08,54.56,25.82,26.99,16.1,50.36,83.88,ESS,4.7389,2024-06-26
2010,SE,IE98,6.29,6.51,4.81,3.67,68.64,6.93,67.52,5.7,80.54,13.39,16.89,16.55,56.0,39.21,EUROBAROMETER,2.9675,2024-03-10
2011,CY,SI377,3.11,2.27,4.79,2.52,65.92,6.89,67.47,11.03,76.29,27.2,21.91,8.07,74.32,61.59,NATIONAL_TRUST_SURVEY,0.4299,2025-01-26
2012,FR,BG19,5.1,4.78,7.73,5.99,37.23,3.94,45.25,16.4,72.29,8.06,14.72,6.94,31.84,84.33,EUQLS,1.5675,2024-09-23
2013,IT,FI19,5.13,5.98,6.23,2.42,42.97,6.22,64.97,17.0,33.03,23.7,36.37,23.79,35.92,35.36,ESS,3.6178,2025-04-01
2014,NL,BG57,5.33,2.39,9.42,2.17,75.58,7.36,90.34,13.25,88.85,37.71,12.71,23.43,49.35,66.97,EUROBAROMETER,2.1859,2025-08-18
2015,SI,SI480,3.34,4.1,5.69,5.67,48.84,7.36,54.67,6.62,32.78,19.84,22.27,19.75,33.16,79.01,NATIONAL_TRUST_SURVEY,2.6008,2025-12-28
2016,BG,CY742,4.73,5.44,4.94,5.62,69.49,6.22,51.09,7.86,56.18,9.72,21.12,19.57,59.02,42.68,EUQLS,1.8127,2025-01-09
2017,EE,AT825,4.76,3.04,7.44,3.67,54.34,5.92,47.93,13.63,42.09,5.57,28.1,13.22,39.54,60.46,ESS,3.9021,2025-05-13
2018,HU,DE75,4.08,4.41,3.73,3.59,38.75,4.46,56.41,8.6,59.85,24.1,22.21,21.65,67.94,83.22,EUROBAROMETER,4.6435,2024-12-10
2019,LU,FI80,4.69,5.73,5.94,3.45,90.49,7.14,57.25,7.47,51.85,7.36,21.96,21.9,98.17,82.28,NATIONAL_TRUST_SURVEY,4.4918,2024-04-29
2020,RO,CZ82,2.64,3.78,3.75,3.33,39.18,4.03,50.05,9.33,45.21,24.0,19.66,12.39,86.79,55.91,EUQLS,1.1138,2024-09-02
2021,AT,HR406,3.91,5.14,7.15,2.83,58.25,3.61,55.19,16.08,45.29,29.48,35.5,7.18,37.23,34.27,ESS,0.4879,2024-10-05
2022,CZ,DK7,4.77,4.33,4.07,1.85,79.59,6.91,65.56,10.29,78.3,11.91,20.81,20.04,43.52,55.98,EUROBAROMETER,1.8036,2024-10-31
2023,DE,IE146,5.51,6.11,6.69,5.15,67.3,3.05,74.71,16.0,43.79,21.47,12.98,10.67,28.28,44.88,NATIONAL_TRUST_SURVEY,0.3281,2024-11-30
2024,LV,LT95,3.32,4.05,6.55,5.44,50.55,4.03,52.21,16.65,36.31,5.23,14.43,13.54,51.78,36.78,EUQLS,4.209,2026-01-20
2025,PL,ES46,5.83,2.2,7.95,3.26,41.62,7.37,72.88,13.36,44.3,5.36,24.57,18.84,69.82,46.04,ESS,3.5241,2024-12-02
2006,ES,IT558,6.22,4.02,4.86,4.81,40.7,6.09,86.34,10.69,50.22,29.39,33.32,9.35,55.46,32.32,EUROBAROMETER,4.4065,2025-10-14
2007,HR,IT75,2.51,3.24,6.53,3.05,42.94,5.06,77.51,15.23,55.68,15.56,35.58,6.18,47.88,77.09,NATIONAL_TRUST_SURVEY,4.2107,2025-07-18
2008,FI,IT281,4.27,3.72,8.91,5.03,60.27,4.54,68.3,14.27,84.56,10.74,41.81,7.16,52.3,73.09,EUQLS,2.4023,2026-02-21
2009,IE,HR917,2.74,5.15,4.16,2.2,58.47,3.7,59.6,13.59,44.18,21.77,17.05,8.14,69.9,74.41,ESS,1.9098,2024-09-06
2010,MT,HR402,2.53,2.41,4.45,4.36,77.3,6.68,76.86,11.59,61.9,21.09,28.38,17.81,59.31,34.93,EUROBAROMETER,3.643,2025-07-09
2011,SK,RO966,5.51,5.05,4.09,5.61,34.16,3.36,46.44,14.68,69.32,8.49,22.91,10.15,52.17,80.61,NATIONAL_TRUST_SURVEY,3.0381,2025-10-14
2012,BE,IT2,2.34,4.0,5.28,1.83,52.78,4.27,78.89,12.48,44.43,25.72,11.87,20.35,66.87,69.64,EUQLS,3.2102,2024-06-25
2013,DK,EE347,5.72,5.44,8.85,3.62,71.01,6.8,76.53,13.61,87.96,9.82,30.86,8.39,26.42,56.2,ESS,1.3989,2025-02-16
2014,GR,FI957,3.05,2.71,4.57,5.81,67.38,7.36,51.07,13.86,41.72,16.78,21.35,13.69,53.34,79.81,EUROBAROMETER,2.7645,2025-02-27
2015,LT,IE5,4.28,2.99,5.86,5.49,42.59,4.42,63.4,7.62,75.05,23.17,40.89,9.65,48.54,65.55,NATIONAL_TRUST_SURVEY,3.3499,2025-08-02
2016,PT,HR666,3.27,4.47,5.28,3.06,43.42,6.45,83.35,5.76,43.89,19.41,24.5,19.91,55.15,80.55,EUQLS,2.3704,2024-10-12
2017,SE,BG4,5.37,3.61,8.82,4.84,71.32,3.53,59.86,10.5,86.44,25.62,46.0,16.59,29.73,80.71,ESS,0.4522,2024-05-18
2018,CY,LV11,4.28,6.22,6.01,5.48,58.75,4.67,86.4,7.53,77.01,9.45,42.4,17.31,53.34,55.97,EUROBAROMETER,3.0373,2024-10-29
2019,FR,SI359,4.62,2.06,6.71,4.16,74.25,7.23,83.61,13.18,71.8,16.4,9.48,20.24,63.46,69.25,NATIONAL_TRUST_SURVEY,0.2727,2024-07-10
2020,IT,PT64,2.23,4.98,6.95,3.92,79.99,5.14,75.21,11.59,47.19,9.88,18.29,20.18,75.04,36.77,EUQLS,4.0156,2025-01-30
2021,NL,MT17,3.97,6.2,6.57,4.67,51.04,5.67,61.1,8.52,91.61,11.33,10.6,22.07,79.45,54.22,ESS,2.2259,2025-10-31
2022,SI,IE99,6.23,2.98,6.12,4.88,73.89,4.65,78.48,7.69,73.43,7.9,23.55,19.82,48.78,36.73,EUROBAROMETER,0.9176,2024-08-30
2023,BG,IT1,2.59,5.31,4.15,3.34,49.63,5.96,83.97,11.36,61.67,27.05,37.88,8.14,59.69,64.98,NATIONAL_TRUST_SURVEY,0.3281,2025-08-03
2024,EE,HU538,4.81,4.66,3.79,3.14,44.18,3.03,67.01,10.29,34.9,25.91,23.54,9.95,44.16,72.6,EUQLS,1.3452,2024-08-20
2025,HU,DE398,2.61,6.15,3.67,3.61,54.14,2.89,66.13,9.19,64.1,14.71,38.63,11.89,52.27,39.46,ESS,3.2618,2024-03-04
2006,LU,IE909,4.92,5.58,7.59,3.27,41.65,4.93,74.32,16.22,54.27,30.7,22.13,4.93,36.78,54.34,EUROBAROMETER,2.4704,2024-03-04
2007,RO,GR87,2.35,2.34,7.15,5.46,53.55,7.22,60.83,11.76,34.24,27.67,8.48,7.59,21.72,66.82,NATIONAL_TRUST_SURVEY,2.2678,2025-08-10
2008,AT,ES7,4.64,2.97,4.78,3.6,58.98,5.94,59.05,12.26,43.42,19.56,32.67,6.28,35.05,74.45,EUQLS,2.7048,2025-12-23
2009,CZ,FI413,2.79,5.25,7.96,4.21,32.96,4.74,86.49,7.72,52.28,21.43,21.71,12.3,40.81,45.71,ESS,0.5144,2024-01-17
