qol_cost_index_month,qol_cost_city_geo_id,qol_cost_cost_of_living_index,qol_cost_housing_cost_index,qol_cost_grocery_cost_index,qol_cost_utilities_cost_index,qol_cost_transport_cost_index,qol_cost_healthcare_cost_index,qol_cost_childcare_cost_index,qol_cost_tax_burden_estimate,qol_cost_median_wage_local,qol_cost_purchasing_power_index,qol_cost_inflation_local_estimate,qol_cost_rent_to_income_ratio_local,qol_cost_commute_cost_share_pct,qol_cost_essential_basket_inr,qol_cost_price_dispersion_score,qol_cost_low_income_adjusted_index,qol_cost_seniors_adjusted_index,qol_cost_methodology_release_tag
2024-12,CITY33584,143.4,214.0,73.1,109.9,81.4,83.2,63.8,12.39,36156,60.8,13.77,51.5,18.65,35968,34.5,84.8,71.3,rel_7.9.1
2021-04,CITY40642,155.3,209.6,156.4,157.5,73.2,105.3,50.0,12.24,27544,79.5,2.2,54.26,7.82,32712,15.1,71.5,127.8,rel_6.9.1
2025-04,CITY76545,62.8,150.1,73.4,82.1,150.4,97.0,72.6,11.24,61456,67.1,8.56,43.29,19.01,31939,8.4,85.0,64.6,rel_4.5.8
2025-06,CITY40084,91.3,219.6,144.5,173.3,53.7,58.9,182.5,5.07,50291,127.4,8.76,48.75,15.67,53783,27.6,148.8,108.8,rel_9.1.3
2026-11,CITY11759,75.5,88.1,120.7,87.8,120.4,95.3,141.2,6.44,17956,86.6,2.02,17.57,13.35,33103,23.9,126.6,152.1,rel_2.9.3
2021-07,CITY80466,66.2,210.5,113.6,59.6,166.2,135.4,51.1,9.21,80009,81.9,4.2,25.69,5.03,57942,0.5,66.0,187.8,rel_4.3.4
2019-03,CITY33289,85.3,171.3,127.7,161.8,160.3,149.1,231.2,15.83,59540,131.4,4.11,42.69,21.5,55930,5.2,192.4,60.9,rel_7.8.6
2022-09,CITY58242,118.7,93.5,112.2,146.2,159.5,62.3,181.7,13.88,64550,122.3,6.74,23.82,4.11,64013,46.1,66.6,77.4,rel_7.5.4
2022-02,CITY94650,98.1,101.2,67.3,73.0,169.9,138.4,108.5,10.42,57242,74.5,7.97,54.67,8.94,56955,32.1,131.0,119.0,rel_4.5.1
2023-04,CITY73101,116.7,67.9,86.9,152.0,175.4,113.2,152.1,5.65,65200,86.1,11.81,41.26,3.33,57754,99.1,96.2,123.9,rel_8.2.6
2020-06,CITY84806,94.1,206.2,74.0,114.8,157.4,72.2,226.6,10.42,32062,126.7,14.12,27.1,14.48,49397,24.7,142.6,69.9,rel_8.7.5
2026-12,CITY47787,172.5,55.1,61.1,62.2,58.1,113.7,228.1,12.8,56587,93.4,3.17,33.3,19.17,42778,20.3,137.6,163.6,rel_5.9.5
2019-11,CITY73667,100.4,99.5,125.6,116.9,152.6,54.1,225.4,11.08,77237,97.2,-1.74,50.13,23.18,46477,68.4,142.8,96.6,rel_3.3.8
2020-08,CITY17212,66.7,137.4,104.9,129.1,170.4,57.1,192.7,12.67,68247,113.4,6.44,31.65,13.11,12232,17.6,116.7,96.3,rel_6.0.1
2026-01,CITY79359,85.0,152.0,118.6,136.0,151.1,192.5,92.8,14.13,74176,109.5,5.29,52.51,13.03,53893,71.7,97.3,148.8,rel_5.6.4
2023-12,CITY21651,79.2,184.4,111.5,118.2,174.1,130.8,182.0,7.25,55791,56.1,11.29,41.52,4.03,19429,43.4,156.9,97.5,rel_2.6.8
2025-05,CITY54397,97.2,188.1,97.0,173.2,57.2,51.1,62.7,15.98,79024,42.8,6.03,50.45,19.22,18240,40.5,54.8,147.6,rel_8.3.5
2026-05,CITY27397,152.8,146.8,89.8,110.8,63.4,193.0,213.7,3.05,12389,98.1,1.95,52.05,19.38,40345,94.5,132.1,125.4,rel_2.0.4
2024-04,CITY60847,114.0,90.0,75.1,137.1,151.6,92.6,187.0,4.93,38914,57.8,0.75,26.24,15.19,34451,4.2,175.7,61.3,rel_6.5.5
2021-01,CITY31266,125.2,65.4,111.1,76.6,79.6,105.0,192.3,13.9,70561,90.5,12.78,53.57,16.66,50639,99.5,54.3,187.2,rel_4.0.9
2019-01,CITY58339,134.2,184.1,149.1,198.9,62.3,124.0,144.3,14.87,16693,119.6,0.86,39.44,18.86,28324,39.5,181.4,54.9,rel_4.7.7
2025-06,CITY56201,163.4,154.7,168.8,70.2,99.9,96.7,216.0,6.08,39528,44.4,2.67,18.11,18.36,23601,43.5,108.7,76.6,rel_8.0.2
2025-04,CITY47739,174.3,64.5,149.8,183.8,102.9,94.1,175.5,13.24,50229,108.6,3.82,24.02,11.85,34980,51.1,141.9,74.3,rel_7.6.0
2022-03,CITY19589,123.8,177.2,79.2,65.9,83.5,97.1,149.6,16.1,38576,134.1,-0.93,24.31,11.11,54546,69.9,122.9,78.9,rel_4.0.0
2026-10,CITY16003,100.4,54.9,120.6,62.3,163.4,63.3,125.7,8.95,41145,44.0,1.47,18.98,15.78,52521,21.0,158.4,149.9,rel_5.3.2
2022-10,CITY48926,74.6,130.8,110.3,113.0,103.0,124.5,54.6,2.61,49310,60.0,2.73,17.63,7.79,14596,16.2,172.3,79.5,rel_4.3.4
2026-05,CITY95894,65.2,216.7,133.3,185.3,189.9,108.8,90.9,4.94,74217,100.6,6.03,27.43,5.87,58682,80.3,78.0,171.4,rel_7.7.1
2026-12,CITY42088,102.5,149.5,74.2,74.1,124.7,146.1,151.5,10.95,59620,62.9,11.57,51.9,2.1,36381,46.4,116.8,165.0,rel_9.1.1
2023-05,CITY28921,60.7,146.9,69.7,111.1,138.9,153.4,197.1,11.49,42466,73.2,13.02,16.24,12.21,46842,97.3,145.6,92.3,rel_3.6.1
2024-07,CITY81899,78.2,182.6,106.6,162.5,81.9,174.9,153.6,2.12,57411,93.2,11.15,21.6,19.17,17642,20.4,102.4,76.9,rel_2.9.4
2021-12,CITY84756,159.4,89.2,139.8,138.5,57.2,184.9,239.6,13.34,18277,136.6,-0.11,14.74,3.0,40678,30.1,72.1,51.1,rel_4.8.4
2026-12,CITY78580,85.5,128.8,126.2,170.2,113.4,75.9,77.6,16.4,34828,96.6,7.95,19.45,16.47,58564,88.5,160.5,136.5,rel_2.0.5
2021-08,CITY21427,165.9,140.5,125.4,198.5,187.9,137.9,46.8,8.34,41656,91.8,11.53,36.49,22.36,21160,51.5,88.3,192.3,rel_2.5.0
2026-09,CITY42246,65.1,119.9,167.3,75.9,78.9,151.5,48.8,15.13,73779,67.2,8.53,43.54,19.29,16437,65.2,144.6,127.6,rel_4.4.7
2020-06,CITY81017,97.2,124.7,83.5,141.1,173.8,139.3,129.3,14.75,59455,76.7,8.27,42.84,7.65,20182,87.6,179.9,191.7,rel_1.1.1
2024-01,CITY26003,102.7,180.7,134.4,145.8,168.3,52.1,225.8,15.27,16326,78.7,10.57,34.7,7.43,24850,31.5,66.4,159.4,rel_4.4.0
2021-03,CITY34970,168.6,179.9,150.8,139.3,174.3,124.5,237.7,3.65,42571,139.5,1.06,12.2,11.45,27271,86.3,76.3,79.6,rel_7.6.5
2025-12,CITY45995,117.1,178.8,113.5,133.3,65.5,166.5,191.6,6.92,53500,62.0,11.84,43.62,16.01,41198,7.8,177.9,199.1,rel_7.3.4
2026-10,CITY47401,113.4,151.0,132.5,147.2,86.5,171.4,223.5,7.06,38150,83.9,-1.09,38.54,13.08,61179,81.6,95.2,187.2,rel_3.5.4
2022-09,CITY72876,91.3,215.4,85.4,70.0,170.0,67.7,59.5,7.17,70269,108.9,6.04,27.59,3.45,59901,35.9,177.0,158.6,rel_2.8.7
2019-09,CITY10310,104.6,167.1,169.2,185.6,122.9,151.7,146.4,8.96,23876,86.9,13.25,33.38,23.69,63663,28.8,156.0,115.1,rel_8.6.2
2022-04,CITY39099,97.8,186.7,143.6,164.8,189.7,71.1,117.8,12.09,29445,88.3,14.94,25.71,24.11,61443,24.5,170.2,57.4,rel_8.4.4
2020-11,CITY84336,163.4,123.1,65.7,136.1,184.2,52.2,88.1,7.06,13136,94.7,-1.18,51.39,6.09,37914,17.1,111.2,103.3,rel_6.0.5
2023-11,CITY95741,130.3,77.8,67.7,182.0,96.4,102.6,215.5,13.32,40374,124.0,0.26,43.12,14.32,15505,23.6,170.6,111.4,rel_4.1.6
2025-05,CITY21383,100.4,132.9,151.9,145.6,114.0,74.6,227.9,7.32,66917,80.6,8.04,20.51,10.71,32253,38.1,75.0,166.9,rel_3.9.3
2021-04,CITY88564,174.3,176.7,98.1,95.7,140.1,139.0,223.8,14.26,74573,126.2,9.11,17.13,5.29,43668,6.8,137.6,120.3,rel_9.4.2
2025-04,CITY88484,90.2,162.3,72.9,78.2,123.9,56.6,65.4,15.81,82409,86.0,9.43,41.72,21.25,33661,58.0,139.6,168.2,rel_8.4.6
2025-05,CITY24214,163.8,136.7,152.2,133.2,93.9,69.5,127.4,2.42,63234,103.0,13.05,38.48,17.28,15444,97.5,129.1,69.4,rel_5.3.5
2025-08,CITY64916,102.9,213.7,119.2,52.4,116.3,50.4,187.5,11.06,62539,51.4,0.72,46.99,10.18,35083,77.0,168.6,94.0,rel_2.1.6
2019-03,CITY38388,162.0,168.3,73.3,133.3,180.2,142.8,145.8,7.86,13308,51.7,1.69,44.6,8.24,54978,83.4,56.1,163.6,rel_9.3.5
2025-11,CITY60950,93.9,88.1,169.6,81.1,143.2,192.9,219.3,9.09,48194,71.1,-1.94,44.4,8.37,62502,9.0,141.4,139.2,rel_8.7.7
2025-12,CITY56414,147.0,52.8,68.2,76.4,65.9,78.8,177.3,2.75,42208,43.2,9.86,34.13,10.52,53936,44.5,144.8,145.6,rel_2.1.6
2025-09,CITY33687,61.2,204.5,115.6,102.4,164.7,53.9,80.5,4.48,42915,49.0,8.46,25.4,3.63,27155,18.7,172.5,111.8,rel_3.0.1
2020-08,CITY40319,143.2,179.3,72.9,94.4,151.3,84.8,209.6,6.99,84907,76.5,5.62,50.58,6.25,35928,19.3,111.3,107.0,rel_7.9.6
2022-08,CITY77862,89.3,157.3,90.9,63.2,120.7,134.7,130.5,9.33,84344,55.8,12.84,41.17,11.92,60508,52.9,114.5,169.8,rel_5.4.1
2024-05,CITY89079,143.4,186.4,157.3,163.7,168.2,101.8,108.7,17.11,15107,94.8,4.23,48.97,9.44,53214,76.7,186.8,119.8,rel_2.8.5
2021-10,CITY68474,157.9,217.9,118.4,135.4,167.1,123.9,121.3,11.84,36490,74.4,0.6,29.54,3.85,43435,48.0,70.2,167.8,rel_6.2.5
2026-11,CITY62266,119.3,183.9,130.9,55.7,117.2,198.6,110.6,9.05,72245,87.5,3.13,34.29,7.71,44154,92.6,96.2,136.3,rel_6.4.5
2025-05,CITY29750,126.9,163.1,66.1,164.2,67.9,194.7,199.9,9.89,25497,69.2,11.56,17.71,15.99,51482,53.7,156.6,142.0,rel_4.9.8
2023-07,CITY24033,88.2,213.6,83.1,107.6,51.7,185.5,60.9,7.72,52039,42.4,14.68,23.49,8.41,50856,56.2,51.9,158.4,rel_6.5.9
2023-09,CITY41664,95.4,62.0,105.4,142.4,75.0,95.8,167.8,11.27,59434,138.7,-0.81,35.63,7.98,32011,86.1,176.0,157.8,rel_7.5.3
2025-03,CITY60378,109.0,93.5,109.3,198.0,130.3,174.7,92.7,17.29,34703,133.0,13.27,13.03,15.91,61424,64.7,99.3,197.8,rel_1.3.9
2020-05,CITY66927,154.9,181.0,95.5,120.8,143.7,193.9,144.0,17.95,20706,73.5,13.04,33.33,11.23,52229,84.9,199.5,197.9,rel_1.6.5
2026-03,CITY78811,121.4,198.3,124.9,180.9,184.3,107.5,207.1,2.84,39915,76.8,1.48,29.73,12.21,41558,16.1,181.3,104.2,rel_7.0.1
2019-09,CITY41573,95.4,66.1,129.9,137.6,80.8,89.5,194.6,14.69,64154,57.3,2.64,13.73,2.64,19807,33.7,194.6,75.7,rel_6.9.3
2026-01,CITY17746,159.8,157.0,90.7,163.6,69.0,146.8,237.9,4.4,44721,105.8,10.72,14.9,23.73,59068,8.3,86.2,156.9,rel_4.2.6
2025-07,CITY83311,86.4,208.3,141.0,52.8,83.6,111.9,156.6,13.22,34829,87.9,-1.28,23.82,20.49,39193,81.3,83.2,169.8,rel_3.7.9
2026-05,CITY20183,152.9,184.4,140.8,129.4,141.1,155.0,138.9,11.53,67015,75.7,6.18,50.06,18.62,43343,48.1,81.5,53.5,rel_9.0.2
2023-03,CITY31015,105.4,217.8,164.3,156.1,173.6,109.0,156.3,6.36,83889,85.8,5.96,46.1,23.07,63249,8.7,74.3,100.9,rel_6.0.7
2020-12,CITY42034,72.7,87.6,146.6,124.2,102.2,77.8,213.3,16.46,17423,43.1,5.02,34.75,5.49,36107,46.5,101.4,116.1,rel_5.7.6
2025-07,CITY94078,79.5,163.2,106.0,195.2,59.3,174.6,138.3,2.09,14766,80.8,3.34,26.31,23.08,23300,78.6,158.5,174.6,rel_3.1.1
2025-07,CITY83092,91.8,57.7,99.6,88.3,103.5,137.1,186.5,11.69,20858,63.6,-1.36,31.25,10.8,53405,25.1,125.3,103.8,rel_8.8.1
2025-10,CITY22564,168.6,130.6,92.7,148.2,79.6,186.1,210.9,9.44,72594,135.8,4.93,42.33,6.74,44284,2.1,164.9,79.5,rel_6.1.9
2023-11,CITY71672,144.9,172.5,130.2,104.6,159.9,144.3,158.1,15.11,51241,72.7,13.53,18.36,9.32,43135,40.6,124.3,88.1,rel_5.8.5
2026-03,CITY83244,69.0,142.6,91.4,143.4,133.7,175.8,96.3,11.25,17143,89.1,12.12,15.91,18.88,29975,86.9,95.7,197.6,rel_4.7.1
2026-08,CITY73402,88.1,200.4,92.1,70.7,53.2,94.7,83.2,3.64,35547,77.2,-0.52,10.96,11.85,13740,8.3,54.7,66.2,rel_7.0.0
2019-12,CITY70853,73.6,104.3,61.4,83.0,160.3,85.2,62.1,17.19,25199,116.5,7.42,44.41,24.31,60200,6.8,83.6,189.4,rel_2.8.0
2026-06,CITY12301,117.1,196.6,167.4,178.3,74.1,73.3,118.7,5.61,30214,48.5,5.54,22.62,15.69,41712,2.5,131.2,67.1,rel_1.7.3
2020-04,CITY78391,75.6,211.1,120.2,100.4,97.4,162.7,175.7,13.67,32515,119.8,5.56,35.38,9.36,50191,74.7,50.2,136.9,rel_3.6.5
2023-09,CITY68899,120.1,78.5,65.3,152.5,67.0,58.6,128.4,13.81,48843,44.5,-0.46,31.85,20.38,25742,15.7,176.1,124.8,rel_8.8.1
2026-06,CITY98094,85.9,130.6,84.8,133.8,177.3,135.2,142.0,14.0,12069,103.6,5.8,31.02,11.34,25138,63.5,146.2,159.4,rel_9.4.7
2021-04,CITY92139,91.6,119.0,72.9,69.6,162.1,163.9,60.9,12.68,73541,127.8,-1.62,36.17,7.34,45782,21.9,111.3,164.5,rel_4.4.2
2019-12,CITY28283,112.0,113.7,127.4,58.7,146.8,167.3,119.5,4.79,53992,123.6,7.2,49.85,11.8,34235,17.5,126.3,118.9,rel_7.7.4
2026-08,CITY70157,147.4,175.5,114.2,112.9,177.3,124.6,83.2,10.35,20359,112.3,0.16,15.03,23.77,29985,53.7,84.9,127.5,rel_8.5.8
2024-03,CITY69992,130.7,118.1,153.0,106.6,140.8,80.5,58.1,2.65,15501,56.4,14.89,45.93,17.95,30288,55.2,63.2,64.3,rel_6.2.9
2026-10,CITY66734,61.4,112.4,169.7,145.3,147.4,85.8,69.2,16.17,16695,88.5,10.15,29.35,22.12,37290,75.6,124.6,77.9,rel_9.9.1
2019-06,CITY92513,90.3,53.5,114.6,152.7,76.6,130.6,124.1,13.26,51489,114.7,8.94,25.66,5.9,26006,79.1,124.2,191.8,rel_5.3.8
2022-03,CITY51500,150.3,167.5,152.3,128.0,94.6,130.3,110.0,4.82,44393,99.5,-1.85,13.09,19.31,54273,40.7,124.1,101.5,rel_6.0.9
2026-09,CITY80657,95.4,208.6,128.6,169.5,50.5,117.5,214.2,7.41,74584,117.5,-0.09,42.76,24.79,29778,24.4,140.6,88.5,rel_9.2.7
2024-04,CITY66858,82.7,72.4,105.4,178.3,83.7,143.3,214.4,16.95,80087,117.8,7.83,36.35,19.93,34902,55.7,60.1,121.5,rel_4.5.3
2025-09,CITY49277,72.7,146.9,124.7,185.6,137.7,197.8,46.2,13.27,44054,75.6,5.27,27.09,19.6,61015,72.4,185.7,77.5,rel_6.3.5
2022-03,CITY22982,92.6,206.9,120.6,136.8,51.2,147.9,101.3,10.21,14100,94.3,5.64,51.35,2.24,29776,79.6,157.8,83.8,rel_1.8.0
2025-03,CITY50552,132.5,194.4,148.6,133.7,111.4,124.5,200.6,12.25,78141,100.9,4.88,12.76,10.77,18157,41.1,179.1,83.1,rel_9.3.3
2026-09,CITY96209,178.1,67.8,65.2,56.8,80.4,136.9,141.1,7.6,14716,63.4,1.13,43.56,19.94,37592,45.7,81.7,75.3,rel_9.9.3
2020-05,CITY81613,161.9,97.8,164.8,197.2,82.4,184.3,216.6,2.64,61202,135.9,9.99,10.35,9.56,61623,41.4,188.2,196.1,rel_8.7.5
2019-07,CITY33094,151.5,182.1,139.8,55.9,68.6,190.4,56.3,3.26,70472,57.8,5.51,48.38,3.85,31592,5.0,133.1,89.2,rel_6.1.2
2023-01,CITY93633,172.4,97.3,91.8,90.6,71.5,114.6,196.9,13.39,60609,75.6,7.73,44.49,22.66,31047,12.9,180.3,58.4,rel_8.0.0
2021-06,CITY20446,121.9,116.9,145.1,174.5,145.9,121.0,83.2,15.55,44967,75.6,13.57,53.9,22.66,32377,60.7,180.1,157.2,rel_9.9.7
2025-12,CITY28748,118.7,61.9,164.9,135.9,84.3,93.9,236.1,11.85,77552,90.0,-0.32,13.38,15.63,57661,49.8,101.1,124.3,rel_4.7.1
2023-07,CITY42649,80.3,66.2,79.6,112.5,153.3,90.9,127.2,16.86,75801,114.5,9.56,12.91,16.62,58503,23.4,185.5,57.6,rel_4.1.3
2025-03,CITY15520,159.2,104.9,113.3,89.1,78.2,50.1,232.7,9.05,47445,64.5,7.74,37.63,15.11,28652,6.3,55.9,150.4,rel_2.3.8
2023-02,CITY55572,108.1,99.0,109.2,60.9,104.9,97.2,200.0,4.8,36949,40.5,6.11,39.3,2.32,42868,58.2,185.0,189.6,rel_2.5.4
2020-02,CITY78108,102.0,71.1,63.9,94.6,181.6,193.8,202.5,7.61,58009,90.2,-1.26,19.35,21.16,47657,23.1,105.3,92.8,rel_2.5.2
2026-03,CITY63569,171.4,156.0,115.5,78.6,128.1,189.4,153.3,4.64,75221,89.9,3.43,32.65,8.06,47125,57.2,98.2,155.6,rel_5.3.9
2019-04,CITY25639,173.2,72.5,147.9,131.4,123.6,194.3,161.2,15.29,63189,85.2,2.86,25.89,17.1,22112,19.8,97.5,127.5,rel_9.5.6
2025-02,CITY59357,62.6,116.4,105.9,67.5,51.4,60.7,129.3,5.85,57836,67.0,9.97,51.78,20.96,29322,61.3,139.5,184.4,rel_5.4.9
2020-11,CITY80641,114.0,215.5,163.6,141.7,111.5,163.3,142.6,17.93,73470,74.6,13.17,36.07,4.37,57219,97.7,123.4,71.0,rel_3.8.6
2026-07,CITY22264,177.9,114.1,61.7,128.2,67.0,151.9,139.5,14.06,82643,122.9,9.06,54.45,6.11,55088,55.4,70.6,151.2,rel_4.1.2
2022-12,CITY41544,92.3,172.0,112.6,178.7,72.6,163.6,226.5,13.86,25606,63.0,-0.33,38.91,5.29,18044,35.1,101.2,198.6,rel_4.9.7
2025-12,CITY77271,134.4,54.2,68.8,147.4,101.0,58.3,99.5,4.08,72216,54.2,-1.19,53.83,13.45,35594,43.6,120.1,166.8,rel_3.4.3
2019-01,CITY58896,116.7,107.4,165.1,122.8,53.2,83.3,126.2,12.82,69314,119.6,4.99,54.31,17.62,47950,27.8,193.7,61.5,rel_9.7.8
2026-08,CITY55196,67.4,145.2,128.8,187.4,125.9,89.1,51.9,16.16,41047,73.4,1.87,22.83,5.41,20162,3.0,166.4,126.9,rel_5.7.5
2020-10,CITY91392,150.8,115.8,116.5,125.6,183.8,73.0,227.7,10.99,36548,113.1,2.03,15.27,13.66,51886,67.6,163.9,154.4,rel_7.3.8
2023-01,CITY89584,175.5,124.8,165.6,165.4,150.6,123.7,128.7,10.42,72028,119.4,11.62,29.49,3.64,22147,66.0,135.9,187.9,rel_8.3.7
2019-12,CITY89095,121.7,88.7,85.9,165.2,52.6,166.8,145.4,16.98,42467,62.1,13.16,54.4,7.79,54563,9.9,136.8,170.8,rel_8.7.6
2019-08,CITY41194,76.6,90.3,161.0,55.9,141.9,145.9,116.7,9.49,46283,56.5,1.94,33.06,11.42,16985,64.6,111.6,74.7,rel_8.1.1
2026-01,CITY37752,132.9,188.8,169.6,56.7,153.5,198.4,147.6,13.45,52571,51.9,3.17,43.01,22.24,38814,42.2,191.1,66.9,rel_9.5.2
2023-03,CITY25913,113.9,190.7,83.4,112.1,123.9,125.7,224.2,6.68,79380,42.0,4.47,44.35,13.86,20406,97.6,130.3,117.2,rel_8.0.8
2026-02,CITY39400,83.2,191.1,101.4,148.3,103.4,189.1,238.4,12.38,50126,59.4,12.3,40.6,12.37,37563,3.2,189.0,158.2,rel_2.0.9
2020-02,CITY11804,124.6,182.0,93.1,51.2,76.0,81.6,98.3,7.93,62812,54.9,5.38,50.67,24.9,62451,31.1,89.0,122.6,rel_1.2.6
2020-09,CITY86584,144.2,92.7,146.3,177.1,133.8,189.2,196.6,11.53,44423,75.0,1.46,53.42,2.71,19587,12.3,121.0,130.6,rel_3.5.4
2019-06,CITY64673,94.2,198.3,126.5,133.0,76.4,56.1,132.3,10.45,39217,45.9,1.67,12.84,3.29,36861,81.0,149.6,151.9,rel_6.8.2
2025-06,CITY36232,68.6,182.0,102.4,174.4,119.3,173.1,133.4,8.43,61057,76.9,11.69,13.02,3.44,63527,60.9,55.5,154.5,rel_3.8.3
2019-11,CITY85453,172.5,132.1,107.8,134.9,180.3,96.3,76.2,11.53,38069,125.1,11.66,50.59,14.14,18428,99.6,113.2,126.5,rel_7.3.3
2024-04,CITY96425,72.9,197.9,146.8,56.0,53.1,130.2,239.4,16.06,23041,78.6,4.59,43.04,9.85,13840,78.3,192.8,150.4,rel_2.0.7
2023-04,CITY66561,66.3,156.2,124.2,81.5,183.9,187.0,96.0,12.54,49473,82.5,4.9,44.17,2.13,50157,46.3,157.3,147.5,rel_9.9.5
2022-05,CITY89975,140.7,127.1,147.6,146.0,76.5,91.6,55.8,17.13,75716,74.8,10.29,34.59,4.18,38108,49.2,86.2,91.9,rel_2.8.9
2026-05,CITY23461,172.1,193.6,75.5,58.5,125.0,92.6,96.6,3.4,83693,111.8,-0.69,23.02,24.12,15038,32.5,180.7,139.7,rel_6.9.4
2021-04,CITY23077,154.3,98.9,90.3,58.6,66.7,128.3,155.4,15.05,29189,134.5,10.72,17.82,11.0,17183,90.7,199.8,126.7,rel_8.9.6
2022-02,CITY36610,150.4,151.9,124.7,190.2,183.8,86.6,201.7,11.93,18861,60.3,13.53,44.0,10.47,48918,64.3,122.4,146.6,rel_9.7.7
2021-12,CITY50544,170.7,132.0,106.8,130.9,81.7,94.7,60.2,9.14,27637,113.9,10.29,23.86,22.43,57124,12.5,86.2,58.9,rel_4.7.3
2025-06,CITY57502,115.6,74.6,128.1,83.5,67.1,156.3,44.5,7.89,58031,115.7,11.06,31.33,23.98,49246,19.3,96.7,172.4,rel_6.6.9
2025-10,CITY97087,168.8,153.6,110.1,160.6,178.3,152.0,81.9,15.12,51995,91.8,-0.1,25.74,5.77,31900,80.0,199.8,88.6,rel_8.1.6
2026-12,CITY53360,168.9,142.8,128.3,118.4,92.0,87.4,157.8,9.54,63517,109.4,4.87,11.65,21.31,28484,94.6,181.9,85.1,rel_1.3.6
2025-08,CITY63932,162.6,153.8,162.2,127.7,153.1,187.5,124.5,2.42,54970,119.0,6.99,17.51,12.24,15740,11.1,140.2,107.3,rel_7.3.6
2019-11,CITY38519,84.3,182.8,77.8,96.9,89.9,57.3,132.4,14.25,20735,51.3,10.24,36.71,18.45,18103,2.7,189.7,113.1,rel_4.9.8
2020-08,CITY12293,86.7,168.7,91.6,52.0,180.4,97.0,192.9,9.5,81126,101.7,2.54,49.2,2.56,39100,1.6,127.0,58.7,rel_6.3.1
2022-07,CITY85640,166.1,57.9,80.4,108.2,100.5,93.3,88.5,6.3,23708,123.1,1.38,42.37,13.6,32136,41.2,66.5,172.9,rel_6.5.4
2020-11,CITY30735,60.2,192.4,126.0,75.3,54.2,93.7,225.6,16.94,39749,123.6,5.51,39.45,9.69,63114,58.2,177.4,179.5,rel_1.0.8
2022-09,CITY45862,159.3,89.5,108.6,116.0,104.2,56.7,146.9,3.16,47582,76.7,-0.93,37.59,23.31,59365,26.5,97.1,169.6,rel_1.4.4
2021-11,CITY42915,75.7,135.1,81.6,135.8,112.6,152.0,236.5,7.78,73324,70.6,10.7,38.17,6.24,23516,54.0,198.7,197.6,rel_4.3.8
2025-12,CITY13074,150.4,82.4,88.4,131.5,117.4,108.0,189.2,11.04,36652,89.2,12.4,42.09,3.78,49053,23.4,53.9,118.5,rel_7.4.2
2026-06,CITY86955,140.9,128.2,143.0,166.8,117.3,61.4,196.1,3.44,25599,111.8,13.66,17.29,12.83,33755,38.5,140.6,177.2,rel_4.5.6
2024-07,CITY22215,134.3,99.9,163.0,169.2,140.9,92.7,180.3,6.63,24090,59.5,1.18,23.96,5.45,53951,35.4,117.4,120.6,rel_6.8.9
2021-09,CITY75912,123.7,100.6,137.6,108.4,158.9,52.4,145.9,7.4,21110,105.3,-1.78,28.31,9.11,36004,91.7,137.6,147.9,rel_6.5.6
2020-06,CITY20556,148.5,63.4,165.7,192.1,149.6,127.6,90.1,14.1,52596,106.5,8.69,18.69,10.23,41842,75.6,100.2,99.8,rel_1.9.9
2022-02,CITY96164,104.5,170.2,149.9,179.4,124.3,121.4,209.7,11.01,41763,47.3,5.9,22.51,3.76,50207,34.4,199.0,100.4,rel_9.3.6
2019-04,CITY54088,101.3,157.8,72.6,58.8,180.3,169.9,95.6,12.22,16025,114.3,12.61,26.1,17.2,48235,35.3,170.6,140.2,rel_5.5.0
2026-12,CITY76684,89.1,164.6,139.9,119.6,82.2,133.6,90.8,17.04,48564,134.6,4.94,48.17,18.11,24737,59.7,142.1,140.6,rel_8.6.4
2025-08,CITY23698,128.7,202.7,137.4,174.0,157.7,91.5,81.2,6.14,27017,71.1,5.92,21.16,2.1,42737,35.6,80.8,80.4,rel_3.7.2
2021-12,CITY52043,85.5,162.7,127.7,107.2,68.0,81.8,134.4,17.55,58453,40.4,14.39,33.26,15.17,12206,49.5,173.8,113.2,rel_4.1.3
2021-02,CITY65985,163.8,73.4,119.7,152.5,61.7,189.4,144.0,12.33,60429,66.4,0.06,21.88,13.33,61089,83.3,71.7,160.0,rel_2.2.3
2021-08,CITY96860,83.4,149.6,109.2,135.7,68.7,118.5,47.4,2.66,45084,82.9,3.3,52.58,20.33,37938,15.8,196.4,109.8,rel_5.7.0
2021-03,CITY11209,87.6,127.3,155.1,132.8,84.5,81.3,190.6,2.2,44235,98.5,6.83,21.93,11.14,28849,47.4,177.9,148.9,rel_4.2.7
2025-04,CITY90266,77.7,163.4,114.3,162.8,76.8,105.0,217.7,16.97,40967,41.4,12.34,52.91,3.38,43371,95.4,53.7,188.2,rel_2.2.8
2021-10,CITY15186,162.3,136.0,168.1,67.6,107.8,99.8,143.2,12.14,47971,55.8,-1.02,23.68,4.03,42748,36.7,117.6,177.4,rel_9.4.1
2021-08,CITY59916,137.1,94.4,117.2,196.2,123.9,106.0,116.7,17.47,71856,124.0,5.22,47.35,23.43,33617,24.0,184.3,107.5,rel_2.7.7
2022-03,CITY38618,142.6,158.0,103.3,158.2,132.9,164.0,78.7,7.76,54150,52.5,11.1,16.0,9.46,56505,87.0,128.2,157.3,rel_7.1.5
2022-09,CITY11962,87.6,136.5,89.3,108.8,150.1,67.5,231.9,2.68,59542,112.5,2.8,15.32,21.6,13821,42.0,191.1,193.8,rel_3.8.8
