gov_grants_award_fiscal_year,gov_grants_grant_program_code,gov_grants_grant_competitive_flag,gov_grants_allocation_formula_type,gov_grants_eligible_entity_type,gov_grants_match_rate_required_pct,gov_grants_award_min_usd,gov_grants_award_max_usd,gov_grants_award_median_usd,gov_grants_application_count,gov_grants_award_count,gov_grants_award_total_usd,gov_grants_performance_measure_code,gov_grants_reporting_compliance_rate,gov_grants_closeout_timeliness_rate,gov_grants_indirect_cost_rate_cap,gov_grants_technical_assistance_available_flag,gov_grants_overlap_duplication_risk_score,gov_grants_single_audit_findings_count,gov_grants_grant_portal_system
2015,HEALTH_MCH,1,NEED_BASED,UNIVERSITY,3.44,26706.63,5192350.67,2609528.65,492,77,189545689.48,OUTCOME_B,89.75,69.58,17.26,1,0.1465,30,GRANTS_GOV
2023,BROADBAND,1,POPULATION,NONPROFIT,37.49,970554.94,236274961.19,118622758.06,402,40,4438900065.88,OUTPUT_A,89.13,49.88,3.08,1,0.1001,0,CUSTOM_PORTAL_A
2017,HEALTH_MCH,1,POPULATION,SCHOOL_DISTRICT,27.56,697077.95,237715806.8,119206442.38,3172,505,57243983784.67,QUALITY_C,58.3,97.58,1.77,0,0.3011,12,STATE_PORTAL
2017,TRANS_FORMULA,1,MATCHING,LOCAL,56.15,219637.06,62009923.92,31114780.49,3007,1054,36410533110.28,OUTCOME_B,95.75,82.33,1.92,0,0.4941,39,GRANTS_GOV
2023,ENERGY_EFF,0,POPULATION,LOCAL,23.82,462364.41,208456598.94,104459481.68,5670,1478,152045629387.37,OUTCOME_B,72.36,65.19,7.85,1,0.0244,32,CUSTOM_PORTAL_B
2020,BROADBAND,1,NEED_BASED,LOCAL,44.83,550702.41,37713153.45,19131927.93,2439,256,4357554386.84,QUALITY_C,80.7,90.67,1.69,1,0.824,23,GRANTS_GOV
2021,WATER_SR,1,POPULATION,STATE,57.03,722690.51,63104039.42,31913364.96,1943,661,19786307193.93,ACCESS_E,44.83,63.69,17.86,1,0.1913,24,GRANTS_GOV
2021,JUSTICE_ASSIST,1,COMPETITIVE,HOSPITAL,0.57,824870.02,198461231.78,99643050.9,1069,300,32134779699.66,QUALITY_C,48.2,49.86,19.92,0,0.5255,40,GRANTS_GOV
2023,TRANS_FORMULA,1,MATCHING,STATE,21.52,14814.47,1243026.69,628920.58,4202,1824,1301599153.75,OUTCOME_B,86.42,72.76,16.93,0,0.4988,0,GRANTS_GOV
2016,EDU_BLOCK,0,EQUAL_SHARE,LOCAL,30.61,772726.52,12536842.68,6654784.6,4515,1360,8090655271.69,EQUITY_D,98.68,68.87,7.33,0,0.85,43,STATE_PORTAL
2013,BROADBAND,0,COMPETITIVE,UNIVERSITY,15.57,652808.8,209132285.09,104892546.94,4764,2058,205388729156.44,EQUITY_D,66.39,56.2,8.53,1,0.2845,15,STATE_PORTAL
2019,BROADBAND,0,COMPETITIVE,LOCAL,53.02,495327.34,176588775.01,88542051.18,3897,372,34159834754.92,QUALITY_C,77.57,70.72,14.53,1,0.3283,28,STATE_PORTAL
2019,WATER_SR,1,OTHER,LOCAL,20.91,17997.51,5045544.93,2531771.22,172,59,154425057.64,NONE,57.03,29.5,19.2,1,0.4593,24,GRANTS_GOV
2011,EDU_BLOCK,1,OTHER,NONPROFIT,18.85,240521.72,74814147.84,37527334.78,1467,618,25397679759.7,OUTCOME_B,99.64,81.3,13.62,1,0.5964,2,GRANTS_GOV
2011,EDU_BLOCK,1,POPULATION,STATE,59.15,552397.77,236875597.62,118713997.7,389,31,3149124470.57,ACCESS_E,48.97,66.33,14.43,1,0.478,29,CUSTOM_PORTAL_A
2019,WATER_SR,1,NEED_BASED,LOCAL,16.05,400498.39,183684491.97,92042495.18,3263,870,86686112134.53,OUTPUT_A,54.85,90.32,7.89,1,0.8242,16,CUSTOM_PORTAL_B
2010,JUSTICE_ASSIST,0,POPULATION,TRIBAL,53.48,455711.6,147994410.42,74225061.01,3128,363,26744508175.64,EQUITY_D,85.35,58.75,16.69,1,0.917,13,GRANTS_GOV
2011,BROADBAND,1,EQUAL_SHARE,LOCAL,54.75,493007.73,10102029.77,5297518.75,2833,1062,5542988050.16,OUTPUT_A,74.39,50.46,1.59,1,0.7655,45,STATE_PORTAL
2014,JUSTICE_ASSIST,0,NEED_BASED,LOCAL,43.9,492295.09,35385210.67,17938752.88,792,74,1304323014.08,OUTCOME_B,82.02,47.89,9.3,0,0.2896,25,GRANTS_GOV
2020,JUSTICE_ASSIST,0,COMPETITIVE,SCHOOL_DISTRICT,12.66,424721.76,49081452.35,24753087.06,1491,300,7247224125.76,OUTPUT_A,84.31,63.59,19.05,1,0.5864,41,STATE_PORTAL
2014,BROADBAND,1,COMPETITIVE,STATE,37.35,596167.7,187876512.08,94236339.89,567,159,14759156204.51,NONE,76.81,41.62,13.19,1,0.2556,5,GRANTS_GOV
2018,JUSTICE_ASSIST,0,MATCHING,LOCAL,50.69,384438.26,16391286.4,8387862.33,217,13,105890861.4,OUTCOME_B,60.01,47.24,16.64,1,0.3568,10,CUSTOM_PORTAL_A
2025,TRANS_FORMULA,1,OTHER,STATE,15.05,254255.55,112566634.0,56410444.78,5012,1581,82167424015.28,OUTCOME_B,83.86,44.46,14.97,1,0.2077,20,STATE_PORTAL
2009,EDU_BLOCK,0,NEED_BASED,LOCAL,11.87,871192.98,342769056.48,171820124.73,3179,1388,233158840459.87,OUTPUT_A,80.23,25.31,15.31,1,0.9465,26,CUSTOM_PORTAL_A
2018,BROADBAND,0,NEED_BASED,SCHOOL_DISTRICT,46.19,100515.3,25381444.19,12740979.74,2888,953,12346752051.63,NONE,92.51,44.89,9.1,1,0.7479,2,STATE_PORTAL
2016,HOUSING_CDBG,0,POPULATION,STATE,29.25,608019.33,215142502.75,107875261.04,150,60,6200775133.3,OUTPUT_A,88.16,50.83,16.09,1,0.5555,9,STATE_PORTAL
2021,BROADBAND,0,NEED_BASED,STATE,10.61,48285.41,1901508.44,974896.92,3196,339,299344544.09,ACCESS_E,89.18,94.53,18.9,1,0.4365,47,GRANTS_GOV
2012,EDU_BLOCK,1,COMPETITIVE,SCHOOL_DISTRICT,54.88,347657.79,84778804.7,42563231.25,1348,455,18288749295.59,EQUITY_D,84.83,69.89,16.07,0,0.8489,1,GRANTS_GOV
2021,BROADBAND,0,POPULATION,LOCAL,25.51,302697.24,90587525.98,45445111.61,2687,977,45522082798.55,NONE,90.66,81.95,10.23,1,0.9006,49,STATE_PORTAL
2021,TRANS_FORMULA,1,NEED_BASED,LOCAL,51.58,192437.5,71621769.57,35907103.53,4655,324,12588824664.2,OUTCOME_B,61.89,81.15,17.56,0,0.7202,43,STATE_PORTAL
2018,WATER_SR,0,MATCHING,NONPROFIT,16.05,498710.59,93343809.94,46921260.26,1975,806,35639824452.51,OUTCOME_B,92.02,56.77,12.85,1,0.0625,0,CUSTOM_PORTAL_B
2018,TRANS_FORMULA,1,NEED_BASED,NONPROFIT,35.22,761949.45,10558009.21,5659979.33,4382,1258,6255332542.52,ACCESS_E,92.22,35.85,0.81,1,0.8246,22,STATE_PORTAL
2019,ENERGY_EFF,1,POPULATION,UNIVERSITY,49.62,858920.95,58127632.52,29493276.74,2047,382,10047036571.08,OUTCOME_B,66.91,51.27,17.66,1,0.491,36,GRANTS_GOV
2013,JUSTICE_ASSIST,0,NEED_BASED,NONPROFIT,16.36,193925.71,81173997.45,40683961.58,3091,217,7775044442.59,QUALITY_C,54.21,64.25,3.79,1,0.2553,11,CUSTOM_PORTAL_A
2012,JUSTICE_ASSIST,0,POPULATION,SCHOOL_DISTRICT,23.47,567905.54,47719687.96,24143796.75,4735,351,9582277928.98,EQUITY_D,85.55,69.45,2.24,1,0.1715,19,CUSTOM_PORTAL_B
2019,BROADBAND,0,NEED_BASED,NONPROFIT,15.22,389295.66,47853536.79,24121416.22,3441,1124,27876225915.37,OUTCOME_B,56.38,93.37,10.56,1,0.1016,13,GRANTS_GOV
2014,EDU_BLOCK,1,NEED_BASED,SCHOOL_DISTRICT,46.29,945634.89,340679504.69,170812569.79,3913,1070,209808404753.92,ACCESS_E,47.75,29.41,1.79,1,0.5097,15,GRANTS_GOV
2018,HEALTH_MCH,0,POPULATION,TRIBAL,46.09,828913.42,148333542.25,74581227.83,463,28,2153529387.17,OUTPUT_A,63.05,85.06,11.4,0,0.6049,5,GRANTS_GOV
2009,EDU_BLOCK,0,POPULATION,STATE,18.13,696674.1,293154452.78,146925563.44,4096,395,62200030523.83,OUTPUT_A,44.75,73.57,15.35,1,0.6957,39,CUSTOM_PORTAL_A
2019,EDU_BLOCK,0,POPULATION,SCHOOL_DISTRICT,6.9,373474.14,18946310.96,9659892.55,182,22,226336486.18,OUTPUT_A,65.42,71.01,7.11,1,0.1762,35,STATE_PORTAL
2016,EDU_BLOCK,0,POPULATION,NONPROFIT,13.94,491879.62,211238611.78,105865245.7,1365,166,17579166010.19,QUALITY_C,80.48,92.37,5.0,1,0.8744,48,GRANTS_GOV
2012,HEALTH_MCH,1,COMPETITIVE,UNIVERSITY,6.51,427393.52,206883708.81,103655551.16,4006,238,26754175233.44,EQUITY_D,63.95,87.18,9.23,1,0.8089,32,GRANTS_GOV
2022,HEALTH_MCH,0,NEED_BASED,NONPROFIT,36.92,692848.79,234336233.29,117514541.04,1092,450,48079285321.7,QUALITY_C,82.73,27.54,10.97,0,0.2457,29,CUSTOM_PORTAL_B
2014,ENERGY_EFF,0,POPULATION,TRIBAL,49.99,148267.24,574202.68,361234.96,5275,620,226050275.22,ACCESS_E,60.38,86.65,7.31,1,0.7625,44,GRANTS_GOV
2011,HEALTH_MCH,0,COMPETITIVE,LOCAL,1.27,804779.73,109360625.08,55082702.4,5551,1277,74024123243.47,NONE,69.56,99.01,9.55,1,0.1377,7,STATE_PORTAL
2010,WATER_SR,1,POPULATION,LOCAL,1.77,586640.74,87971701.72,44279171.23,4057,397,19552083682.13,QUALITY_C,61.54,56.01,19.7,1,0.8307,13,CUSTOM_PORTAL_A
2011,HEALTH_MCH,0,MATCHING,NONPROFIT,45.01,68934.08,25831131.8,12950032.94,5205,410,5739370577.61,ACCESS_E,63.51,67.21,8.61,1,0.6986,25,CUSTOM_PORTAL_B
2014,JUSTICE_ASSIST,0,COMPETITIVE,HOSPITAL,37.77,670162.35,70924192.12,35797177.24,5160,520,16469466181.12,OUTPUT_A,64.93,86.22,9.59,0,1.0,49,GRANTS_GOV
2022,HOUSING_CDBG,1,NEED_BASED,LOCAL,26.53,753520.08,299730878.96,150242199.52,2049,459,61118815515.56,OUTCOME_B,47.52,66.4,16.43,0,0.9295,18,STATE_PORTAL
2025,HEALTH_MCH,0,COMPETITIVE,NONPROFIT,12.72,336659.82,128688064.07,64512361.94,30,13,890242532.94,EQUITY_D,61.56,89.24,19.8,1,0.9175,3,CUSTOM_PORTAL_A
2019,HOUSING_CDBG,0,OTHER,SCHOOL_DISTRICT,28.94,708364.6,9367959.91,5038162.26,5115,636,3579976324.2,EQUITY_D,50.05,49.23,2.75,0,0.9674,19,GRANTS_GOV
2012,HEALTH_MCH,1,COMPETITIVE,TRIBAL,58.07,133227.77,3664510.11,1898868.94,5926,2004,4025015926.84,OUTPUT_A,76.78,35.53,11.88,1,0.9707,21,STATE_PORTAL
2020,TRANS_FORMULA,1,COMPETITIVE,UNIVERSITY,0.86,227165.78,52287824.35,26257495.06,5375,516,14670062837.3,OUTCOME_B,87.23,95.93,9.67,1,0.3628,34,STATE_PORTAL
2014,ENERGY_EFF,0,COMPETITIVE,SCHOOL_DISTRICT,25.31,570068.76,51372448.56,25971258.66,212,46,1134424683.28,OUTCOME_B,47.41,95.17,19.24,0,0.7507,20,CUSTOM_PORTAL_B
2017,WATER_SR,1,COMPETITIVE,SCHOOL_DISTRICT,9.55,868985.7,270611273.37,135740129.54,5030,1904,249284491877.07,QUALITY_C,91.52,62.38,14.2,1,0.006,16,GRANTS_GOV
2013,WATER_SR,1,POPULATION,TRIBAL,42.03,491361.48,22280465.56,11385913.52,4346,1369,15333216968.74,OUTCOME_B,97.33,38.76,3.52,1,0.9131,2,STATE_PORTAL
2023,EDU_BLOCK,1,NEED_BASED,LOCAL,15.51,613518.46,291161338.35,145887428.4,1755,672,86187929907.99,ACCESS_E,75.42,67.18,12.94,0,0.6968,35,GRANTS_GOV
2020,BROADBAND,0,EQUAL_SHARE,LOCAL,30.59,663219.98,266321618.52,133492419.25,3020,894,119653578887.82,OUTPUT_A,57.08,69.02,19.17,1,0.3643,3,CUSTOM_PORTAL_A
2019,WATER_SR,0,COMPETITIVE,SCHOOL_DISTRICT,46.55,54638.78,16412293.45,8233466.11,919,125,907859703.3,EQUITY_D,74.72,86.09,6.44,1,0.9318,40,STATE_PORTAL
2019,TRANS_FORMULA,0,NEED_BASED,LOCAL,30.11,530891.93,2429366.6,1480129.26,394,91,129117239.46,OUTCOME_B,81.71,36.32,7.25,1,0.4259,30,GRANTS_GOV
2024,ENERGY_EFF,0,NEED_BASED,NONPROFIT,13.25,799359.59,25308019.92,13053689.76,1625,216,2654457221.54,OUTPUT_A,52.6,89.24,18.83,1,0.1614,43,GRANTS_GOV
2018,HEALTH_MCH,1,COMPETITIVE,NONPROFIT,35.7,105253.36,12187271.39,6146262.38,4533,812,4519441553.38,EQUITY_D,70.11,83.09,13.44,0,0.0724,49,CUSTOM_PORTAL_B
2018,TRANS_FORMULA,0,MATCHING,STATE,51.37,199547.12,6859414.21,3529480.66,4098,1456,4506032694.95,QUALITY_C,76.9,96.36,13.93,1,0.1126,24,CUSTOM_PORTAL_B
2016,JUSTICE_ASSIST,0,COMPETITIVE,NONPROFIT,34.75,689949.62,84964342.19,42827145.9,2898,541,25546576069.65,OUTCOME_B,60.5,90.97,3.71,0,0.6627,40,GRANTS_GOV
2021,EDU_BLOCK,0,NEED_BASED,NONPROFIT,21.53,424945.5,67476483.43,33950714.47,2522,816,25092415584.93,QUALITY_C,47.42,52.63,14.77,0,0.1475,14,CUSTOM_PORTAL_B
2017,WATER_SR,1,POPULATION,NONPROFIT,20.31,552850.8,10745281.47,5649066.14,2466,968,5495019471.11,ACCESS_E,94.81,44.31,1.0,1,0.6908,23,STATE_PORTAL
2010,TRANS_FORMULA,1,OTHER,TRIBAL,31.33,418721.28,131368492.51,65893606.9,962,261,14682979039.28,NONE,94.74,39.52,4.39,1,0.8299,44,CUSTOM_PORTAL_B
2016,TRANS_FORMULA,1,NEED_BASED,LOCAL,45.21,624559.04,149699391.39,75161975.21,2096,691,45260584111.22,QUALITY_C,91.82,86.49,13.9,1,0.7406,39,GRANTS_GOV
2024,HEALTH_MCH,0,MATCHING,HOSPITAL,25.49,296714.39,6777596.82,3537155.6,2163,627,2204240939.72,OUTPUT_A,47.89,77.09,19.78,1,0.516,45,GRANTS_GOV
2014,ENERGY_EFF,0,POPULATION,TRIBAL,32.97,730454.25,217452785.33,109091619.79,2694,248,23198060760.19,ACCESS_E,43.56,34.07,15.13,1,0.7347,1,GRANTS_GOV
2015,TRANS_FORMULA,0,MATCHING,UNIVERSITY,34.08,500987.49,106326836.97,53413912.23,5569,1355,74629158339.01,OUTPUT_A,83.3,41.46,4.98,1,0.6501,9,GRANTS_GOV
2021,ENERGY_EFF,0,POPULATION,LOCAL,1.82,785930.67,62506385.19,31646157.93,744,197,5619578318.26,EQUITY_D,79.74,58.86,14.44,0,0.1014,12,GRANTS_GOV
2012,HEALTH_MCH,1,EQUAL_SHARE,SCHOOL_DISTRICT,27.47,227897.53,98486699.1,49357298.32,3710,1038,49606051132.48,OUTPUT_A,95.01,44.13,3.42,1,0.6751,27,CUSTOM_PORTAL_A
2015,JUSTICE_ASSIST,0,COMPETITIVE,LOCAL,31.87,62621.91,16099735.54,8081178.72,3453,708,6141541197.42,EQUITY_D,90.62,55.09,7.31,1,0.1498,44,GRANTS_GOV
2019,HEALTH_MCH,1,EQUAL_SHARE,HOSPITAL,16.29,808692.27,157094573.46,78951632.87,3609,892,73529406769.68,OUTCOME_B,94.96,88.01,8.84,0,0.3817,43,GRANTS_GOV
2012,TRANS_FORMULA,1,COMPETITIVE,STATE,33.82,784332.6,178409916.68,89597124.64,4800,2150,206531462963.76,OUTCOME_B,59.96,31.87,13.34,0,0.0333,5,GRANTS_GOV
2015,HEALTH_MCH,0,MATCHING,SCHOOL_DISTRICT,51.18,265736.03,95152980.33,47709358.18,932,188,10082251398.01,OUTPUT_A,57.07,47.5,2.62,0,0.0739,29,STATE_PORTAL
2022,HOUSING_CDBG,0,MATCHING,TRIBAL,21.56,204852.0,90708832.32,45456842.16,3194,169,7784037928.7,OUTCOME_B,80.63,80.94,5.77,1,0.7711,27,GRANTS_GOV
2009,TRANS_FORMULA,0,MATCHING,NONPROFIT,20.08,154891.85,71853391.67,36004141.76,5041,280,8840457475.82,EQUITY_D,86.73,80.49,15.14,0,0.9137,31,CUSTOM_PORTAL_A
2022,BROADBAND,0,COMPETITIVE,SCHOOL_DISTRICT,2.44,354763.16,15670884.82,8012823.99,68,4,36759595.91,NONE,55.53,37.08,19.77,0,0.922,41,GRANTS_GOV
2011,BROADBAND,0,COMPETITIVE,HOSPITAL,57.17,426326.29,53675301.17,27050813.73,4441,887,23699837642.58,ACCESS_E,96.98,56.53,6.09,0,0.8067,5,CUSTOM_PORTAL_B
2024,HEALTH_MCH,1,EQUAL_SHARE,LOCAL,2.93,102381.05,45834664.48,22968522.76,5701,2409,61144303798.71,OUTPUT_A,87.81,56.88,19.14,0,0.6957,45,STATE_PORTAL
2010,ENERGY_EFF,0,EQUAL_SHARE,SCHOOL_DISTRICT,9.16,489363.51,87215256.76,43852310.14,364,162,7448928052.42,OUTCOME_B,75.49,37.21,8.82,0,0.5643,33,CUSTOM_PORTAL_B
2011,TRANS_FORMULA,1,POPULATION,NONPROFIT,19.86,581125.54,135042248.89,67811687.21,3518,666,44382429400.7,EQUITY_D,98.52,95.13,7.84,1,0.0535,31,STATE_PORTAL
2022,HOUSING_CDBG,0,OTHER,STATE,8.57,878925.88,57046552.33,28962739.1,1984,727,24005376670.94,ACCESS_E,92.6,77.24,19.82,0,0.8936,20,GRANTS_GOV
2020,WATER_SR,0,POPULATION,STATE,17.96,534254.35,37912856.45,19223555.4,2444,824,16210077612.44,ACCESS_E,71.82,30.67,18.0,1,0.8905,7,GRANTS_GOV
2023,ENERGY_EFF,0,POPULATION,NONPROFIT,33.28,348410.21,109277877.05,54813143.63,5608,2481,141651053969.45,OUTCOME_B,41.67,42.34,17.73,1,0.7366,23,GRANTS_GOV
2012,HOUSING_CDBG,1,COMPETITIVE,UNIVERSITY,5.34,209168.06,10432894.04,5321031.05,1146,511,2532104001.83,OUTPUT_A,60.53,54.12,16.61,1,0.9402,9,GRANTS_GOV
2023,HEALTH_MCH,1,POPULATION,STATE,9.19,995672.43,319468616.79,160232144.61,5630,1263,216750224654.21,OUTPUT_A,75.74,37.34,6.69,1,0.0739,9,GRANTS_GOV
2020,ENERGY_EFF,1,NEED_BASED,SCHOOL_DISTRICT,46.36,884390.96,411731552.08,206307971.52,114,31,6388345801.48,NONE,88.93,72.33,5.42,1,0.6342,7,STATE_PORTAL
2013,EDU_BLOCK,1,NEED_BASED,STATE,21.3,730324.49,172590103.83,86660214.16,3852,1147,91623754579.85,OUTCOME_B,63.91,53.63,1.72,1,0.5524,0,CUSTOM_PORTAL_A
2015,ENERGY_EFF,0,NEED_BASED,STATE,58.81,700147.74,333662765.14,167181456.44,77,15,2402196093.59,OUTPUT_A,45.55,27.49,9.8,1,0.455,40,CUSTOM_PORTAL_B
2023,ENERGY_EFF,0,COMPETITIVE,SCHOOL_DISTRICT,43.98,394011.56,71876443.7,36135227.63,758,279,10076690317.6,QUALITY_C,53.8,73.37,1.08,0,0.3205,6,CUSTOM_PORTAL_B
2022,WATER_SR,1,MATCHING,STATE,54.31,513848.95,56989084.12,28751466.54,3548,1258,38133133228.28,OUTCOME_B,84.19,61.87,1.19,1,0.9151,44,STATE_PORTAL
2024,ENERGY_EFF,1,COMPETITIVE,STATE,19.81,776244.1,126958717.04,63867480.57,4898,1561,90161517825.24,QUALITY_C,87.22,30.04,3.28,1,0.497,33,CUSTOM_PORTAL_A
2009,JUSTICE_ASSIST,1,OTHER,STATE,18.62,829622.5,173134879.04,86982250.77,806,109,8773451534.61,OUTCOME_B,87.2,87.76,10.17,0,0.7735,10,GRANTS_GOV
2016,WATER_SR,0,MATCHING,SCHOOL_DISTRICT,18.18,144527.57,29066689.56,14605608.56,397,47,668279480.25,OUTPUT_A,52.82,85.98,4.65,1,0.6211,10,STATE_PORTAL
2010,JUSTICE_ASSIST,1,MATCHING,TRIBAL,3.12,366631.45,62024825.61,31195728.53,5252,969,32740129001.09,QUALITY_C,83.83,64.15,17.67,0,0.3774,26,GRANTS_GOV
2011,WATER_SR,1,POPULATION,UNIVERSITY,10.07,698236.75,342413659.45,171555948.1,4799,1864,327118064840.85,ACCESS_E,88.06,66.22,12.42,1,0.9958,44,GRANTS_GOV
2013,HOUSING_CDBG,1,OTHER,HOSPITAL,59.0,778756.43,259139376.07,129959066.25,4145,823,120907997674.17,QUALITY_C,78.24,96.88,8.12,1,0.9217,4,STATE_PORTAL
2022,BROADBAND,1,NEED_BASED,UNIVERSITY,28.52,676461.26,289917978.66,145297219.96,165,23,3733748575.66,OUTPUT_A,86.88,43.04,12.9,0,0.5409,31,GRANTS_GOV
2021,WATER_SR,0,OTHER,LOCAL,34.18,503930.99,41708326.4,21106128.7,3096,503,10167498177.18,ACCESS_E,42.46,85.05,6.64,1,0.2755,11,STATE_PORTAL
2025,HEALTH_MCH,1,NEED_BASED,LOCAL,9.97,55773.68,22494365.55,11275069.62,165,26,252297719.13,ACCESS_E,75.71,88.09,9.73,0,0.717,28,STATE_PORTAL
2016,EDU_BLOCK,1,COMPETITIVE,SCHOOL_DISTRICT,59.08,910736.2,47911852.1,24411294.15,4115,1226,28830643395.21,EQUITY_D,64.01,95.55,12.7,0,0.5104,14,GRANTS_GOV
2022,TRANS_FORMULA,1,MATCHING,STATE,25.42,884451.15,438701109.3,219792780.22,1184,353,70044828350.71,ACCESS_E,96.82,82.21,14.41,0,0.8076,9,GRANTS_GOV
2011,EDU_BLOCK,0,NEED_BASED,SCHOOL_DISTRICT,31.17,914114.41,44438152.05,22676133.23,1976,820,18095317405.86,OUTPUT_A,65.26,78.02,17.76,1,0.5086,25,STATE_PORTAL
2020,HEALTH_MCH,0,COMPETITIVE,NONPROFIT,47.13,971088.38,18313411.82,9642250.1,4870,1678,17735329961.37,QUALITY_C,47.21,36.58,7.04,1,0.1138,17,GRANTS_GOV
2010,TRANS_FORMULA,0,NEED_BASED,UNIVERSITY,24.37,333875.32,145872416.66,73103145.99,4833,1898,146988356208.14,OUTPUT_A,57.64,40.4,16.8,1,0.9483,30,CUSTOM_PORTAL_A
2016,ENERGY_EFF,0,COMPETITIVE,HOSPITAL,49.8,489155.85,164333750.38,82411453.11,4218,1201,97242272192.43,NONE,42.37,86.03,9.39,1,0.6474,28,STATE_PORTAL
2009,ENERGY_EFF,1,NEED_BASED,SCHOOL_DISTRICT,21.98,390199.83,151942624.89,76166412.36,4136,374,32614122528.81,OUTPUT_A,86.48,85.29,7.03,0,0.9469,44,CUSTOM_PORTAL_B
2018,WATER_SR,0,COMPETITIVE,LOCAL,34.72,629224.54,73293350.24,36961287.39,2268,1018,33329454011.75,OUTPUT_A,78.13,48.47,10.69,0,0.2314,25,GRANTS_GOV
2009,ENERGY_EFF,0,COMPETITIVE,HOSPITAL,45.59,631197.22,8269927.46,4450562.34,5973,2553,11728199555.25,NONE,68.62,54.02,7.25,1,0.2191,7,GRANTS_GOV
2012,JUSTICE_ASSIST,0,EQUAL_SHARE,STATE,48.14,393060.46,66871145.6,33632103.03,4108,1400,41078216304.02,OUTCOME_B,60.89,28.73,6.89,1,0.9481,2,CUSTOM_PORTAL_B
2010,JUSTICE_ASSIST,1,POPULATION,HOSPITAL,15.3,64145.01,11540049.36,5802097.18,4736,1915,10869107610.26,OUTPUT_A,75.68,63.67,9.93,1,0.3602,19,CUSTOM_PORTAL_B
2021,ENERGY_EFF,0,POPULATION,SCHOOL_DISTRICT,30.92,693422.05,168584350.86,84638886.46,2637,726,64688797298.67,NONE,84.65,59.9,7.95,1,0.3138,6,CUSTOM_PORTAL_A
2011,HOUSING_CDBG,0,MATCHING,SCHOOL_DISTRICT,50.54,917169.08,201142156.93,101029663.01,3003,1026,112807023765.74,ACCESS_E,94.84,57.67,16.35,1,0.5496,19,CUSTOM_PORTAL_A
2023,JUSTICE_ASSIST,1,NEED_BASED,SCHOOL_DISTRICT,31.28,452334.09,51117162.27,25784748.18,2354,752,19462940450.29,QUALITY_C,67.75,70.42,19.09,0,0.3487,35,GRANTS_GOV
2021,JUSTICE_ASSIST,0,OTHER,LOCAL,54.06,689061.56,101870710.29,51279885.92,4706,523,28181626210.52,QUALITY_C,59.99,59.7,13.31,1,0.7556,18,GRANTS_GOV
2020,TRANS_FORMULA,1,POPULATION,STATE,45.99,315045.14,45347232.83,22831138.98,1293,408,10600214431.12,QUALITY_C,99.33,59.65,18.86,1,0.2387,34,CUSTOM_PORTAL_A
2018,EDU_BLOCK,0,EQUAL_SHARE,STATE,0.8,693827.68,107283025.94,53988426.81,3256,975,56779474912.11,QUALITY_C,84.82,45.21,19.25,0,0.6959,11,GRANTS_GOV
2015,BROADBAND,1,POPULATION,NONPROFIT,19.97,467129.16,224918638.01,112692883.58,1916,143,16722373824.69,EQUITY_D,62.52,95.96,11.75,1,0.4002,40,STATE_PORTAL
2022,BROADBAND,0,OTHER,TRIBAL,11.92,185006.91,30514506.63,15349756.77,4246,959,14043182107.59,QUALITY_C,96.56,34.0,17.34,1,0.3376,21,CUSTOM_PORTAL_A
2017,EDU_BLOCK,1,COMPETITIVE,LOCAL,13.42,483765.24,188091639.28,94287702.26,2034,586,58261614900.81,OUTCOME_B,62.41,36.9,8.08,1,0.3944,25,GRANTS_GOV
2025,HOUSING_CDBG,1,EQUAL_SHARE,UNIVERSITY,33.77,35287.59,6147252.11,3091269.85,3782,1024,3219094437.48,OUTPUT_A,66.55,94.61,8.95,0,0.2565,7,GRANTS_GOV
2014,ENERGY_EFF,0,NEED_BASED,LOCAL,1.07,278647.45,59289432.98,29784040.22,2140,492,13521114480.3,ACCESS_E,77.05,91.45,6.04,1,0.5875,36,GRANTS_GOV
2016,JUSTICE_ASSIST,0,POPULATION,LOCAL,5.89,63631.08,18328970.32,9196300.7,1494,117,1000451166.96,NONE,51.42,50.76,19.85,0,0.2768,19,CUSTOM_PORTAL_A
2018,EDU_BLOCK,1,MATCHING,NONPROFIT,21.9,35099.45,4440390.5,2237744.98,403,46,106985921.71,ACCESS_E,62.16,25.44,4.73,1,0.6963,46,GRANTS_GOV
2024,HOUSING_CDBG,0,NEED_BASED,NONPROFIT,6.06,775150.69,24400571.01,12587860.85,399,92,1083320281.15,QUALITY_C,40.34,49.91,11.41,0,0.5379,25,STATE_PORTAL
2017,BROADBAND,1,MATCHING,UNIVERSITY,7.54,893751.77,359639211.2,180266481.48,4381,1215,231565457824.08,EQUITY_D,93.23,44.48,3.59,1,0.6625,24,STATE_PORTAL
2025,BROADBAND,1,NEED_BASED,NONPROFIT,39.64,287412.34,92361300.0,46324356.17,4427,1770,73598667496.08,ACCESS_E,93.43,59.86,18.08,1,0.4558,25,GRANTS_GOV
2020,HOUSING_CDBG,1,POPULATION,NONPROFIT,35.97,452913.63,79488879.16,39970896.39,5214,2301,94934864998.0,NONE,54.16,72.9,0.44,1,0.0434,4,GRANTS_GOV
2014,BROADBAND,0,OTHER,SCHOOL_DISTRICT,57.83,423310.99,170378917.32,85401114.16,3542,1282,115839972286.33,QUALITY_C,46.03,66.13,15.07,0,0.2891,10,GRANTS_GOV
