civic_ballot_election_cycle_year,civic_ballot_measure_id,civic_ballot_measure_type_code,civic_ballot_measure_topic_code,civic_ballot_ballot_title_short,civic_ballot_signature_requirement_count,civic_ballot_signatures_verified_count,civic_ballot_qualification_status_code,civic_ballot_campaign_spend_support_usd,civic_ballot_campaign_spend_oppose_usd,civic_ballot_endorsement_count_support,civic_ballot_endorsement_count_oppose,civic_ballot_media_mentions_count,civic_ballot_polling_support_pct,civic_ballot_polling_oppose_pct,civic_ballot_vote_yes_total,civic_ballot_vote_no_total,civic_ballot_measure_passed_flag,civic_ballot_implementation_start_date,civic_ballot_legal_challenge_flag
2001,MEAS000001793,REFERENDUM,EDU,EDU_TITLE001793,715059,698147,FAILED,242733791.47,203675542.52,250,644,148002,44.77,59.85,1631032,2169007,0,2020-04-12,0
2019,MEAS000001794,AMENDMENT,HOUSING,HOUSING_TITLE001794,629874,645003,QUALIFIED,221860221.86,100227051.44,2020,1397,79535,40.89,54.88,138523,124263,1,2012-07-29,0
2025,MEAS000001795,BOND,HOUSING,HOUSING_TITLE001795,685683,679157,FAILED,188566601.07,88303356.63,2216,1852,145275,56.38,39.03,877342,1423225,0,2005-12-22,0
2023,MEAS000001796,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001796,2121,0,FAILED,97255504.47,89254236.0,2291,1340,40554,73.36,27.62,2095931,2541224,0,2000-02-08,1
2008,MEAS000001797,AMENDMENT,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001797,908883,905439,QUALIFIED,171252550.63,225105608.01,2290,823,121155,60.76,44.05,2558467,1328191,1,2022-10-31,0
2002,MEAS000001798,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001798,958766,976284,PENDING,225047185.01,88782032.23,1497,1527,36,29.08,72.7,1209786,568282,1,2013-09-29,0
2009,MEAS000001799,INITIATIVE,OTHER,OTHER_TITLE001799,361842,356994,QUALIFIED,196469423.06,57823324.87,524,1011,129966,30.11,65.51,678707,725748,0,2023-05-23,0
2005,MEAS000001800,REFERENDUM,HOUSING,HOUSING_TITLE001800,538498,538733,LITIGATED,180682940.48,222292493.64,1844,2409,12125,43.59,61.32,973410,1768570,0,2013-11-05,0
2019,MEAS000001801,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001801,1480918,1498470,QUALIFIED,26564165.69,60359414.47,1365,2275,130038,23.9,73.8,1848851,1248834,1,2024-11-09,0
2001,MEAS000001802,BOND,HOUSING,HOUSING_TITLE001802,1236115,1238575,PENDING,201963668.57,163649267.94,740,1449,56416,62.72,37.29,2831620,1283400,1,2019-03-08,0
2023,MEAS000001803,BOND,TAX,TAX_TITLE001803,722640,739950,QUALIFIED,39549475.86,6391775.94,1883,738,54911,32.11,69.38,2653058,1678789,1,2007-08-16,0
2015,MEAS000001804,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001804,725808,716525,QUALIFIED,44942296.68,7693845.48,1784,1901,138929,37.2,60.7,36298,16413,1,2011-08-21,0
2001,MEAS000001805,INITIATIVE,HEALTH,HEALTH_TITLE001805,191987,177643,QUALIFIED,216327472.98,176247645.37,2486,1529,138077,33.74,66.32,533347,1002882,0,2000-01-27,0
2005,MEAS000001806,INITIATIVE,OTHER,OTHER_TITLE001806,490804,491089,QUALIFIED,229272592.87,43746844.93,1535,2326,613,21.38,80.49,484184,713991,0,2001-07-09,0
2009,MEAS000001807,BOND,LABOR,LABOR_TITLE001807,1207524,1196372,PENDING,215544683.78,181317044.92,1549,1,8726,54.22,48.07,1711817,1855936,0,2011-12-03,0
2019,MEAS000001808,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001808,334423,338779,QUALIFIED,30744779.0,246878436.06,192,2305,116949,73.73,29.79,890518,1105141,0,2020-07-31,0
2010,MEAS000001809,INITIATIVE,EDU,EDU_TITLE001809,1157653,1145995,QUALIFIED,70483145.26,16036226.02,3,278,95329,79.25,21.52,1233437,2272416,0,2016-06-12,0
2024,MEAS000001810,AMENDMENT,TAX,TAX_TITLE001810,569527,559633,FAILED,129891364.21,229839848.02,1672,851,126122,23.94,71.84,1932424,1318615,1,2003-08-27,0
2019,MEAS000001811,AMENDMENT,TRANSPORT,TRANSPORT_TITLE001811,900071,886460,LITIGATED,208496765.27,221305189.32,2297,0,54364,59.0,37.26,1867105,2397967,0,2000-04-25,0
2007,MEAS000001812,REFERENDUM,TAX,TAX_TITLE001812,372883,390456,PENDING,133149689.19,187802416.34,332,89,95892,71.31,31.79,2067046,1096963,1,2004-08-06,1
2019,MEAS000001813,AMENDMENT,TRANSPORT,TRANSPORT_TITLE001813,143614,146056,FAILED,219213073.32,131197994.54,611,27,145323,63.07,32.8,1926086,3012843,0,2000-11-27,0
2017,MEAS000001814,BOND,HEALTH,HEALTH_TITLE001814,720731,724307,PENDING,113040730.68,120840793.7,1841,1136,142918,33.01,65.95,2680981,2024605,1,2008-08-29,0
2003,MEAS000001815,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001815,1307625,1319938,QUALIFIED,90789236.21,108397216.59,331,2478,33878,76.17,24.33,1919362,1112803,1,2013-08-03,0
2009,MEAS000001816,AMENDMENT,TRANSPORT,TRANSPORT_TITLE001816,613844,632767,QUALIFIED,67143653.2,110907358.29,45,190,91826,30.11,65.86,333971,386585,0,2021-07-16,0
2005,MEAS000001817,CHARTER,LABOR,LABOR_TITLE001817,752558,743976,WITHDRAWN,8025832.87,154383993.17,369,2482,131731,60.12,39.51,721230,429162,1,2024-10-15,0
2020,MEAS000001818,INITIATIVE,TAX,TAX_TITLE001818,1273286,1285295,QUALIFIED,43933208.23,94238725.82,917,2044,752,53.36,50.26,410326,437916,0,2021-10-28,0
2012,MEAS000001819,INITIATIVE,EDU,EDU_TITLE001819,1350670,1342748,QUALIFIED,186970101.36,230320175.35,124,1767,143122,34.5,66.32,978502,2046215,0,2020-02-29,0
2012,MEAS000001820,CHARTER,TAX,TAX_TITLE001820,102718,116198,QUALIFIED,237147437.62,55038329.02,1838,371,116776,64.56,35.4,767371,484648,1,2022-09-07,0
2002,MEAS000001821,CHARTER,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001821,484056,496021,LITIGATED,21519906.77,153276045.77,2191,961,22846,42.88,52.36,1503983,1082505,1,2003-09-08,0
2011,MEAS000001822,CHARTER,EDU,EDU_TITLE001822,990918,985176,PENDING,67051606.43,91597092.85,656,1917,117567,51.68,43.82,3036012,1534630,1,2002-12-06,0
2011,MEAS000001823,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001823,1471759,1490388,QUALIFIED,36476107.19,27332244.68,1693,277,112808,74.44,28.72,2045810,2950791,0,2014-06-22,0
2006,MEAS000001824,INITIATIVE,OTHER,OTHER_TITLE001824,1213787,1202143,FAILED,80833284.0,199051370.07,2077,785,80574,71.61,26.58,2066757,2559251,0,2008-08-02,0
2000,MEAS000001825,INITIATIVE,HOUSING,HOUSING_TITLE001825,631926,613061,FAILED,151093643.43,204039283.39,2237,2482,90168,51.26,44.28,685933,1548290,0,2014-09-08,0
2021,MEAS000001826,AMENDMENT,EDU,EDU_TITLE001826,304532,321097,FAILED,239168564.65,42059568.08,179,2389,59770,74.48,24.44,863728,1608362,0,2004-01-07,1
2016,MEAS000001827,BOND,LABOR,LABOR_TITLE001827,765636,769826,FAILED,130245758.46,99677468.46,254,4,60033,58.57,45.14,1337630,963605,1,2005-12-12,0
2015,MEAS000001828,CHARTER,LABOR,LABOR_TITLE001828,62297,79350,FAILED,202275776.06,155322314.62,2109,2297,61507,55.56,43.53,843805,949015,0,2011-07-24,0
2003,MEAS000001829,REFERENDUM,EDU,EDU_TITLE001829,260680,241291,QUALIFIED,185914333.98,148837299.26,339,2011,94791,50.72,47.75,1194523,541669,1,2004-02-16,0
2009,MEAS000001830,AMENDMENT,TRANSPORT,TRANSPORT_TITLE001830,291839,280608,PENDING,58088942.84,221631968.07,950,2104,101762,56.11,45.95,1397905,2567162,0,2019-03-26,0
2011,MEAS000001831,INITIATIVE,HOUSING,HOUSING_TITLE001831,237892,223386,QUALIFIED,167440383.12,92594929.62,2373,1021,90635,69.35,33.48,1870610,1120783,1,2023-08-02,0
2004,MEAS000001832,INITIATIVE,TAX,TAX_TITLE001832,300673,282953,FAILED,188364553.59,58882950.89,390,349,6641,33.12,65.97,77181,40558,1,2011-02-28,1
2021,MEAS000001833,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001833,297560,299453,PENDING,97723005.47,22052355.33,1782,939,67077,67.99,36.58,2209366,1284704,1,2020-01-15,0
2008,MEAS000001834,CHARTER,ELECTIONS,ELECTIONS_TITLE001834,925227,919828,FAILED,197551137.07,77454616.19,1947,2202,31710,53.68,42.5,1353343,627071,1,2003-05-17,0
2014,MEAS000001835,REFERENDUM,TRANSPORT,TRANSPORT_TITLE001835,1061870,1056824,QUALIFIED,3782306.32,86434697.75,1953,911,6995,50.64,54.11,642090,851657,0,2013-10-22,0
2022,MEAS000001836,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001836,220170,200881,QUALIFIED,32470777.39,153699975.32,966,2044,127498,68.24,33.62,94555,123852,0,2005-06-01,0
2007,MEAS000001837,REFERENDUM,HEALTH,HEALTH_TITLE001837,1017766,1013068,FAILED,93643646.95,133083696.75,1530,331,111785,21.75,74.85,202018,201448,1,2025-04-03,0
2008,MEAS000001838,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001838,247586,244093,QUALIFIED,162837702.35,34161367.0,930,580,145224,69.28,34.05,97238,100256,0,2008-11-06,0
2019,MEAS000001839,INITIATIVE,EDU,EDU_TITLE001839,529942,520802,PENDING,136934954.99,110154146.86,2156,72,76445,35.52,61.24,1518062,1242871,1,2010-08-31,1
2024,MEAS000001840,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001840,222372,215936,PENDING,78712113.27,227785961.79,595,946,43325,24.98,74.63,376528,825952,0,2001-02-06,0
2002,MEAS000001841,CHARTER,TAX,TAX_TITLE001841,701264,717071,QUALIFIED,199045875.93,217065336.86,727,1880,33088,37.22,58.75,1178156,1057142,1,2011-06-29,0
2025,MEAS000001842,REFERENDUM,OTHER,OTHER_TITLE001842,164248,156579,QUALIFIED,182813147.46,3994771.01,833,479,26294,53.76,49.35,1469647,2475480,0,2025-05-20,0
2009,MEAS000001843,REFERENDUM,HOUSING,HOUSING_TITLE001843,502822,507068,LITIGATED,187113577.1,117762851.15,2256,2498,100379,77.63,18.86,1477932,843206,1,2011-02-16,0
2020,MEAS000001844,CHARTER,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001844,1217792,1205313,QUALIFIED,172959570.41,126274717.24,1744,92,60095,74.97,27.61,606273,357972,1,2005-05-26,0
2003,MEAS000001845,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001845,982248,996234,LITIGATED,89398374.66,168216419.22,1260,971,73167,36.26,66.79,226686,284508,0,2025-02-19,0
2025,MEAS000001846,BOND,OTHER,OTHER_TITLE001846,348782,368230,QUALIFIED,229008918.38,67760105.4,1919,1251,13922,58.27,42.44,1069330,1944172,0,2021-02-24,0
2024,MEAS000001847,INITIATIVE,OTHER,OTHER_TITLE001847,1066263,1070787,QUALIFIED,64967953.26,127325569.46,2192,1826,66911,35.71,66.34,1644171,1578358,1,2004-12-11,0
2011,MEAS000001848,BOND,LABOR,LABOR_TITLE001848,389641,396164,QUALIFIED,49699615.52,204112423.17,756,534,125040,56.77,44.04,773515,351826,1,2003-02-06,0
2021,MEAS000001849,INITIATIVE,EDU,EDU_TITLE001849,1161619,1166070,QUALIFIED,34278960.59,82403216.92,155,2494,104698,72.1,30.11,1683099,1364801,1,2019-10-19,0
2004,MEAS000001850,AMENDMENT,ELECTIONS,ELECTIONS_TITLE001850,1490867,1481612,QUALIFIED,11670861.8,144805431.0,2291,756,67115,31.74,67.79,1442545,1372966,1,2013-09-10,0
2013,MEAS000001851,BOND,TAX,TAX_TITLE001851,765154,747258,QUALIFIED,44578018.68,64145813.71,1361,1064,142909,77.36,20.08,1107904,1133003,0,2003-06-10,0
2005,MEAS000001852,AMENDMENT,HEALTH,HEALTH_TITLE001852,663323,682625,QUALIFIED,38206185.19,220067209.16,1963,2060,4948,40.31,60.62,583379,1329800,0,2003-11-21,0
2005,MEAS000001853,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001853,843046,862384,PENDING,134648841.47,72599551.1,183,149,74039,70.36,33.67,2103831,1197265,1,2022-12-24,0
2017,MEAS000001854,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001854,35022,36869,LITIGATED,178620508.21,71395462.79,1296,756,109394,65.61,31.85,291346,231154,1,2011-05-20,0
2009,MEAS000001855,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001855,1021295,1033559,QUALIFIED,244921622.07,3119346.8,2409,1501,96830,54.41,45.1,1733102,2337302,0,2005-02-09,0
2014,MEAS000001856,CHARTER,TRANSPORT,TRANSPORT_TITLE001856,602087,601265,QUALIFIED,124537866.99,236792770.56,516,1157,77834,34.26,61.11,1519486,1468095,1,2023-03-29,0
2015,MEAS000001857,REFERENDUM,ENVIRONMENT,ENVIRONMENT_TITLE001857,440093,439133,FAILED,220986499.12,106931781.23,2376,1541,122790,27.58,73.36,137585,292406,0,2017-02-21,0
2023,MEAS000001858,INITIATIVE,TAX,TAX_TITLE001858,179537,175100,PENDING,59411572.78,200147536.08,1268,2406,130920,73.32,29.65,398667,432146,0,2009-02-23,0
2003,MEAS000001859,AMENDMENT,EDU,EDU_TITLE001859,1391208,1377372,QUALIFIED,13020407.93,171282710.46,2222,1252,84073,24.04,75.63,1228808,602781,1,2000-05-02,0
2003,MEAS000001860,REFERENDUM,HOUSING,HOUSING_TITLE001860,1061606,1071534,FAILED,131693784.63,239598016.84,2302,1048,71269,45.12,55.27,2244289,2143647,1,2013-06-03,0
2013,MEAS000001861,BOND,TAX,TAX_TITLE001861,851518,851472,LITIGATED,164356556.15,38843193.73,1873,1740,1657,46.21,51.85,2039970,1216813,1,2017-12-14,0
2018,MEAS000001862,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001862,1192652,1184689,PENDING,16856423.87,159132162.99,1294,1313,65372,22.28,76.48,881215,1142400,0,2014-05-19,0
2016,MEAS000001863,CHARTER,ENVIRONMENT,ENVIRONMENT_TITLE001863,394204,410372,PENDING,203826983.86,177449642.75,2034,725,145732,27.19,71.32,1617906,2035150,0,2019-07-23,1
2017,MEAS000001864,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001864,66779,77553,QUALIFIED,201970354.25,60497245.54,1747,2493,28208,58.84,41.5,2294918,1267383,1,2001-05-05,0
2020,MEAS000001865,INITIATIVE,OTHER,OTHER_TITLE001865,1245272,1239253,QUALIFIED,94212705.53,248891617.57,2318,2383,8308,56.73,43.65,219076,218971,1,2012-10-25,0
2023,MEAS000001866,INITIATIVE,LABOR,LABOR_TITLE001866,1103913,1113702,QUALIFIED,178514818.52,205464640.68,2427,375,35777,56.82,44.28,1714681,2418856,0,2002-12-12,0
2022,MEAS000001867,AMENDMENT,HEALTH,HEALTH_TITLE001867,737491,726546,FAILED,47742718.05,93636094.5,1315,13,79023,53.04,48.11,367806,537525,0,2007-05-13,0
2003,MEAS000001868,BOND,HOUSING,HOUSING_TITLE001868,262780,258906,QUALIFIED,29168187.91,46529067.0,1960,1020,101372,49.88,54.19,350833,469926,0,2001-03-20,0
2000,MEAS000001869,CHARTER,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001869,1151023,1141771,QUALIFIED,146923973.8,61869091.44,32,163,45583,67.68,31.65,1725833,2566836,0,2001-05-16,0
2018,MEAS000001870,BOND,ELECTIONS,ELECTIONS_TITLE001870,851942,849463,QUALIFIED,100658277.56,180380729.82,844,418,125826,21.62,78.8,1300335,2098321,0,2023-11-01,0
2008,MEAS000001871,REFERENDUM,HEALTH,HEALTH_TITLE001871,1126672,1128470,QUALIFIED,18599870.53,131536729.96,1340,978,70375,24.55,74.18,780447,1013065,0,2018-04-14,1
2014,MEAS000001872,INITIATIVE,EDU,EDU_TITLE001872,491279,484336,FAILED,140016107.62,155125128.86,714,1752,19553,77.81,24.3,1843563,2262703,0,2017-08-09,0
2002,MEAS000001873,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001873,1359645,1375551,QUALIFIED,10243315.74,138865484.05,1756,626,50462,32.8,64.48,240693,113954,1,2024-07-23,0
2006,MEAS000001874,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001874,1394899,1408314,QUALIFIED,100435837.8,64679286.86,1178,586,124568,68.1,36.28,414498,846961,0,2012-07-16,0
2019,MEAS000001875,AMENDMENT,LABOR,LABOR_TITLE001875,419208,409600,QUALIFIED,50938581.72,53173562.02,1123,1289,25003,34.1,66.08,590289,359906,1,2001-07-05,0
2021,MEAS000001876,INITIATIVE,HEALTH,HEALTH_TITLE001876,387838,402741,QUALIFIED,201952578.61,137534129.31,1075,926,4574,45.7,58.69,1641339,2970087,0,2008-08-29,0
2018,MEAS000001877,INITIATIVE,HOUSING,HOUSING_TITLE001877,1258611,1267091,QUALIFIED,124677596.67,17684985.95,1600,2219,65437,25.83,75.73,1092185,593549,1,2000-10-07,1
2020,MEAS000001878,REFERENDUM,TRANSPORT,TRANSPORT_TITLE001878,1155308,1138064,QUALIFIED,33347282.96,98933809.08,1490,803,14469,26.58,71.59,1365908,1784100,0,2025-09-11,0
2010,MEAS000001879,INITIATIVE,TAX,TAX_TITLE001879,653402,641995,LITIGATED,102876222.48,39095086.59,1373,2198,125391,72.27,30.99,635039,641653,0,2022-08-15,0
2022,MEAS000001880,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001880,1109602,1109502,QUALIFIED,181093000.91,17491682.27,2466,1046,132186,58.13,37.05,173315,163374,1,2001-10-31,0
2013,MEAS000001881,CHARTER,ELECTIONS,ELECTIONS_TITLE001881,903907,895282,FAILED,222090128.88,121329147.68,1965,490,127286,77.42,22.72,784425,799504,0,2018-07-08,0
2003,MEAS000001882,AMENDMENT,OTHER,OTHER_TITLE001882,1087767,1068717,QUALIFIED,179522800.6,177713837.32,1241,596,19022,31.7,67.21,1819839,1131780,1,2009-03-07,1
2002,MEAS000001883,REFERENDUM,ELECTIONS,ELECTIONS_TITLE001883,501245,494072,QUALIFIED,233724114.18,73344744.95,1554,2023,48661,21.65,74.83,1391950,712617,1,2004-02-17,0
2002,MEAS000001884,AMENDMENT,TAX,TAX_TITLE001884,1228966,1209436,FAILED,72946146.47,230960336.86,2315,255,13300,33.68,69.96,1738627,2973618,0,2000-03-18,0
2017,MEAS000001885,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001885,522040,510595,WITHDRAWN,248331290.72,198983075.8,825,2231,123278,21.85,77.32,586782,1237698,0,2007-08-06,0
2002,MEAS000001886,REFERENDUM,ENVIRONMENT,ENVIRONMENT_TITLE001886,693310,698512,QUALIFIED,36641043.86,84431383.39,2025,2295,90409,27.55,68.9,1982987,1640669,1,2022-08-02,0
2018,MEAS000001887,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE001887,1353005,1360326,QUALIFIED,191340785.05,131883235.72,1897,1778,143703,71.34,26.05,1881532,1376165,1,2004-07-16,0
2017,MEAS000001888,INITIATIVE,TAX,TAX_TITLE001888,133179,127177,PENDING,114447607.77,145713098.16,498,1726,98369,68.32,33.61,311787,342128,0,2020-10-07,0
2007,MEAS000001889,AMENDMENT,OTHER,OTHER_TITLE001889,1437740,1431895,QUALIFIED,99160652.2,40827565.25,2170,560,35560,29.71,69.08,578942,792339,0,2010-12-10,1
2015,MEAS000001890,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001890,797261,806472,FAILED,80698731.89,230893540.81,2410,514,138541,69.58,29.6,576571,1335299,0,2016-02-04,0
2016,MEAS000001891,INITIATIVE,HOUSING,HOUSING_TITLE001891,1429095,1421243,QUALIFIED,263142.23,192050840.73,1256,2123,93792,67.71,34.36,2466767,1572268,1,2018-10-08,1
2019,MEAS000001892,INITIATIVE,TAX,TAX_TITLE001892,1380919,1368069,QUALIFIED,124165420.54,5718776.22,2132,2232,42949,59.38,42.15,1835068,2241299,0,2009-12-02,0
2010,MEAS000001893,REFERENDUM,HEALTH,HEALTH_TITLE001893,1489501,1495675,LITIGATED,61217551.55,205610000.71,1458,179,56815,59.58,43.14,1042928,776451,1,2025-04-20,0
2005,MEAS000001894,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001894,961480,971619,PENDING,179351008.72,118768096.08,1366,267,19231,37.11,58.41,913798,712180,1,2016-01-05,0
2017,MEAS000001895,CHARTER,HOUSING,HOUSING_TITLE001895,166248,183336,QUALIFIED,108447622.56,118362297.31,2335,1918,91391,49.76,53.7,392500,290944,1,2018-09-11,0
2018,MEAS000001896,INITIATIVE,HOUSING,HOUSING_TITLE001896,62109,68768,QUALIFIED,104283355.37,26496139.26,1412,859,128103,76.73,27.69,227427,461938,0,2009-08-02,0
2015,MEAS000001897,REFERENDUM,OTHER,OTHER_TITLE001897,1121959,1123404,QUALIFIED,80274895.23,16914773.68,1717,2222,47544,32.9,70.62,2911819,1373304,1,2024-07-04,0
2005,MEAS000001898,BOND,HOUSING,HOUSING_TITLE001898,1186753,1204415,PENDING,203164156.61,124542430.9,56,986,104351,41.09,63.72,554920,1056488,0,2007-10-14,0
2007,MEAS000001899,RECALL,LABOR,LABOR_TITLE001899,1348918,1334394,QUALIFIED,191784970.38,234462806.55,1549,2351,123842,35.84,63.36,216313,255909,0,2005-10-27,0
2021,MEAS000001900,BOND,TAX,TAX_TITLE001900,384630,382297,QUALIFIED,77116261.38,195264662.84,551,806,140925,58.19,36.89,2119780,1222478,1,2023-09-25,0
2008,MEAS000001901,AMENDMENT,EDU,EDU_TITLE001901,1196015,1185465,QUALIFIED,113740103.75,206094016.76,1467,1570,111774,70.66,26.34,1169235,572244,1,2011-07-11,0
2008,MEAS000001902,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001902,229804,231766,QUALIFIED,142349695.9,134033073.82,245,179,49502,63.63,32.2,1391058,2886975,0,2005-05-10,0
2012,MEAS000001903,REFERENDUM,OTHER,OTHER_TITLE001903,794219,798752,QUALIFIED,116210872.66,6403969.34,1815,347,75406,56.87,47.3,1225124,1758757,0,2013-03-11,0
2019,MEAS000001904,INITIATIVE,LABOR,LABOR_TITLE001904,1460315,1450532,PENDING,204394776.59,212405376.77,627,915,95416,22.49,79.0,2897519,1615820,1,2020-03-11,1
2022,MEAS000001905,REFERENDUM,EDU,EDU_TITLE001905,16435,31771,QUALIFIED,104861579.04,116929337.93,1911,1680,129163,78.34,23.97,990205,907054,1,2024-11-22,1
2015,MEAS000001906,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001906,452747,467502,QUALIFIED,10975356.46,2991156.33,2057,1598,59079,53.28,42.19,3041795,1514210,1,2008-06-12,1
2019,MEAS000001907,INITIATIVE,LABOR,LABOR_TITLE001907,831649,827317,QUALIFIED,52089409.11,36687433.84,585,1349,7074,62.61,39.33,915339,1958895,0,2018-09-09,0
2010,MEAS000001908,BOND,OTHER,OTHER_TITLE001908,1303661,1302090,QUALIFIED,243978420.9,220098318.91,292,100,54880,66.41,36.66,804772,1199315,0,2020-11-29,0
2017,MEAS000001909,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001909,89334,82410,QUALIFIED,110039760.93,142474646.01,1708,2211,4286,42.68,54.72,858414,595542,1,2019-11-23,0
2018,MEAS000001910,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001910,691271,701727,QUALIFIED,111685938.76,8149795.85,1657,624,2990,35.86,59.9,612749,1094858,0,2014-01-14,0
2021,MEAS000001911,CHARTER,TRANSPORT,TRANSPORT_TITLE001911,1121408,1116891,QUALIFIED,89831677.6,44238987.49,1917,1376,144882,47.7,49.06,2257860,2237072,1,2012-12-13,0
2022,MEAS000001912,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001912,241697,252167,FAILED,242429786.25,33712953.88,48,1714,2192,28.95,68.85,1806071,2165098,0,2005-10-11,0
2003,MEAS000001913,BOND,TAX,TAX_TITLE001913,942527,944652,FAILED,196948689.3,152384751.53,1356,1145,53707,54.05,46.4,2772877,1781762,1,2017-03-15,0
2014,MEAS000001914,INITIATIVE,OTHER,OTHER_TITLE001914,928086,923816,QUALIFIED,24755865.12,21643017.08,1726,1017,38561,76.73,23.22,309767,181420,1,2022-12-28,0
2008,MEAS000001915,BOND,HOUSING,HOUSING_TITLE001915,221162,217375,QUALIFIED,128667652.62,162508390.05,1188,2217,109564,30.06,65.03,1654896,2086861,0,2001-06-22,0
2004,MEAS000001916,BOND,EDU,EDU_TITLE001916,356647,347693,QUALIFIED,146850049.98,189417682.06,2308,249,25193,63.18,33.54,979479,616100,1,2004-09-20,0
2025,MEAS000001917,CHARTER,LABOR,LABOR_TITLE001917,1395622,1403779,QUALIFIED,2083744.99,19551315.86,1041,1019,103179,74.53,26.84,1426590,1974673,0,2015-02-27,0
2025,MEAS000001918,INITIATIVE,ELECTIONS,ELECTIONS_TITLE001918,580507,588951,QUALIFIED,101234182.6,59882919.34,2037,2296,97916,39.11,65.72,75848,36943,1,2007-02-21,0
2013,MEAS000001919,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE001919,916324,933564,QUALIFIED,150969782.6,46627117.84,1760,175,23101,32.55,66.23,2120993,1090134,1,2004-11-04,1
2006,MEAS000001920,BOND,ENVIRONMENT,ENVIRONMENT_TITLE001920,492447,508794,FAILED,227235144.95,178298244.04,1352,478,19429,21.22,81.14,1247547,1414658,0,2011-12-12,0
2008,MEAS000001921,INITIATIVE,LABOR,LABOR_TITLE001921,839343,842667,QUALIFIED,168999658.85,89853859.85,1928,1506,30212,69.5,29.02,269858,134419,1,2003-03-21,0
2020,MEAS000001922,INITIATIVE,TAX,TAX_TITLE001922,906074,889008,PENDING,135394877.06,204046207.22,730,979,69386,21.03,80.76,1726800,2606390,0,2013-12-12,0
2015,MEAS000001923,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE001923,1255864,1252585,QUALIFIED,208411395.5,14134500.37,1575,1675,76228,51.72,44.76,1521249,1028460,1,2016-02-10,0
2010,MEAS000001924,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE001924,250591,231041,QUALIFIED,124603742.22,145053635.58,689,1256,143869,24.4,78.82,1867647,2476613,0,2005-07-27,0
2012,MEAS000001925,INITIATIVE,TRANSPORT,TRANSPORT_TITLE001925,906880,900864,QUALIFIED,112581969.59,246364487.88,1477,138,28435,46.78,55.7,2881343,2033002,1,2010-03-11,0
2021,MEAS000001926,REFERENDUM,HOUSING,HOUSING_TITLE001926,1318904,1321102,QUALIFIED,247427522.0,176903100.62,1722,317,42748,56.51,41.02,1642380,3054972,0,2012-03-15,1
2011,MEAS000001927,BOND,OTHER,OTHER_TITLE001927,987641,978003,FAILED,209662789.76,104281969.86,910,2008,21312,48.24,52.04,1510353,1772990,0,2005-03-31,0
2007,MEAS000001928,REFERENDUM,ENVIRONMENT,ENVIRONMENT_TITLE001928,1345812,1331390,PENDING,97443854.34,86980340.71,1139,574,70420,78.16,18.11,897629,2010278,0,2021-01-05,0
2023,MEAS000001929,INITIATIVE,LABOR,LABOR_TITLE001929,134068,143803,QUALIFIED,217087829.84,247492487.09,114,2002,98507,76.56,28.23,1147442,2641900,0,2017-04-06,0
2013,MEAS000001930,REFERENDUM,ENVIRONMENT,ENVIRONMENT_TITLE001930,111098,97637,QUALIFIED,42790052.8,8050378.26,2293,1677,41009,66.34,36.12,295434,181641,1,2004-12-28,0
