energy_eff_program_year,energy_eff_program_id,energy_eff_measure_type_code,energy_eff_rebate_amount_usd,energy_eff_participant_count,energy_eff_kwh_savings_first_year,energy_eff_kw_savings_peak,energy_eff_therm_savings_first_year,energy_eff_lifetime_savings_mwh,energy_eff_cost_effectiveness_trc,energy_eff_cost_effectiveness_pac,energy_eff_net_to_gross_ratio,energy_eff_free_ridership_rate,energy_eff_spillover_rate,energy_eff_verification_method_code,energy_eff_evaluation_report_link_id,energy_eff_income_qualification_flag,energy_eff_contractor_network_size,energy_eff_market_transformation_score,energy_eff_measure_installation_time_days
2017,PROG0001786,SOLAR_WATER_HEAT,4734.84,121407,49469.29,1916.61,12193.97,624.043,2.777,2.003,1.055,0.089,0.357,INSPECTION,RPT00001786,0,1464,23.89,79
2014,PROG0001787,APPLIANCE,2663.38,248998,208787.12,4400.85,58578.31,2913.836,0.514,2.941,0.419,0.268,0.061,EQUIPMENT_TRACKING,RPT00001787,0,7771,66.57,90
2011,PROG0001788,OTHER,4841.2,63399,181348.9,979.31,21087.12,1997.558,1.665,1.455,0.542,0.341,0.408,DEEMED,RPT00001788,0,7870,61.97,3
2016,PROG0001789,BUILDING_CONTROLS,4520.28,33084,4470.51,3345.79,58714.25,50.224,3.005,0.837,0.35,0.576,0.063,METERED,RPT00001789,0,11643,95.19,157
2018,PROG0001790,INSULATION,5557.98,170465,594.37,982.15,54479.83,10.221,3.367,1.581,0.627,0.433,0.087,EQUIPMENT_TRACKING,RPT00001790,0,9442,3.59,11
2015,PROG0001791,APPLIANCE,1256.72,210757,100916.76,2777.48,10566.1,919.923,2.315,1.798,0.744,0.17,0.0,BILLING_ANALYSIS,RPT00001791,1,2687,12.62,144
2022,PROG0001792,LED,5303.81,223885,89128.01,2655.82,49574.02,1021.208,2.187,1.319,0.584,0.138,0.062,INSPECTION,RPT00001792,1,4873,36.5,131
2013,PROG0001793,HEAT_PUMP,6719.65,152706,89710.78,4488.03,52233.38,1542.727,2.181,1.532,1.046,0.262,0.16,BILLING_ANALYSIS,RPT00001793,0,6965,82.72,15
2019,PROG0001794,WEATHERIZATION,5533.25,139147,191106.54,2821.6,47417.81,935.421,1.244,2.375,0.393,0.079,0.306,DEEMED,RPT00001794,0,3501,55.36,102
2012,PROG0001795,WEATHERIZATION,6336.85,154440,214413.46,541.24,3622.15,2120.599,0.895,0.399,0.843,0.031,0.305,INSPECTION,RPT00001795,1,1767,20.91,28
2009,PROG0001796,BUILDING_CONTROLS,3542.3,8004,134221.75,4330.67,78935.57,821.8,2.092,2.243,0.706,0.0,0.46,EQUIPMENT_TRACKING,RPT00001796,0,11826,66.44,171
2011,PROG0001797,HEAT_PUMP,1710.7,249596,22746.53,74.18,57272.29,343.365,1.096,1.018,0.483,0.206,0.058,BILLING_ANALYSIS,RPT00001797,0,6037,59.67,8
2019,PROG0001798,WEATHERIZATION,1661.83,8737,59063.98,3546.2,3332.94,1050.604,0.659,1.752,0.717,0.212,0.021,BILLING_ANALYSIS,RPT00001798,1,5444,6.11,151
2022,PROG0001799,SOLAR_WATER_HEAT,4736.84,149142,88758.03,1742.88,67435.27,313.152,0.932,1.378,0.64,0.371,0.243,EQUIPMENT_TRACKING,RPT00001799,0,5225,56.03,123
2016,PROG0001800,BUILDING_CONTROLS,7099.72,5433,147837.64,2293.1,58038.02,1356.123,0.82,0.445,0.641,0.419,0.117,INSPECTION,RPT00001800,0,6012,74.96,104
2013,PROG0001801,INSULATION,4959.13,74627,233168.82,187.44,70064.46,2318.026,2.529,2.074,0.506,0.001,0.174,BILLING_ANALYSIS,RPT00001801,0,10046,85.54,64
2011,PROG0001802,WEATHERIZATION,2582.7,134664,47686.31,694.29,81328.9,517.975,0.527,2.627,0.926,0.312,0.196,METERED,RPT00001802,0,911,96.07,22
2020,PROG0001803,OTHER,6534.66,2310,84609.58,2231.55,80339.82,479.314,1.483,1.137,0.753,0.41,0.281,METERED,RPT00001803,0,3177,47.89,39
2021,PROG0001804,WEATHERIZATION,3781.73,128609,188859.4,1820.49,42764.41,1080.468,2.097,0.467,0.751,0.407,0.029,BILLING_ANALYSIS,RPT00001804,0,3392,97.46,172
2012,PROG0001805,HEAT_PUMP,7120.68,162495,122583.74,954.76,18089.23,1105.774,1.083,2.839,0.336,0.536,0.124,INSPECTION,RPT00001805,0,9352,60.86,18
2012,PROG0001806,WEATHERIZATION,6876.2,100878,33728.67,601.05,21857.14,435.036,0.826,0.551,0.339,0.266,0.149,EQUIPMENT_TRACKING,RPT00001806,0,3845,45.64,68
2016,PROG0001807,INDUSTRIAL_PROCESS,6253.3,67497,225280.74,2210.92,22266.89,1911.17,2.208,2.953,0.502,0.014,0.011,METERED,RPT00001807,1,3321,84.82,69
2021,PROG0001808,BUILDING_CONTROLS,2458.11,203840,1984.14,2506.04,26305.81,33.034,2.259,1.632,0.651,0.029,0.037,DEEMED,RPT00001808,1,202,20.23,153
2010,PROG0001809,APPLIANCE,1516.6,7391,230356.53,3385.95,2461.06,1160.004,1.363,2.67,0.793,0.439,0.017,DEEMED,RPT00001809,1,7894,26.7,64
2020,PROG0001810,BUILDING_CONTROLS,7338.5,195081,151386.19,1149.8,1808.17,925.968,0.347,1.489,0.987,0.425,0.474,EQUIPMENT_TRACKING,RPT00001810,0,7727,61.07,161
2024,PROG0001811,BUILDING_CONTROLS,5494.5,119987,61372.34,3123.04,80823.63,275.918,2.485,2.47,0.925,0.477,0.451,EQUIPMENT_TRACKING,RPT00001811,0,6197,18.0,174
2021,PROG0001812,LED,4531.12,227688,85895.82,4717.77,73773.88,1460.561,1.478,2.561,1.039,0.077,0.215,BILLING_ANALYSIS,RPT00001812,0,9738,82.29,124
2015,PROG0001813,SOLAR_WATER_HEAT,3588.21,48336,78449.64,2108.05,63121.83,656.728,0.421,0.954,0.853,0.566,0.315,INSPECTION,RPT00001813,1,6126,87.0,31
2018,PROG0001814,OTHER,1470.76,1338,53595.74,1781.14,70590.71,546.938,2.232,0.441,0.407,0.299,0.123,DEEMED,RPT00001814,0,10429,47.22,72
2025,PROG0001815,HVAC,2651.77,220590,23660.58,3906.52,21567.06,207.106,1.257,1.101,1.016,0.428,0.411,BILLING_ANALYSIS,RPT00001815,0,11137,44.17,67
2022,PROG0001816,APPLIANCE,3118.77,20306,140422.85,3767.89,73043.7,1349.236,2.155,2.614,0.55,0.499,0.36,METERED,RPT00001816,1,5348,72.87,92
2016,PROG0001817,APPLIANCE,3621.82,48689,159636.62,171.2,28615.95,1415.527,0.425,1.719,0.938,0.012,0.441,METERED,RPT00001817,0,4617,13.84,160
2010,PROG0001818,INDUSTRIAL_PROCESS,7089.99,122232,72546.65,2576.35,66820.97,589.017,3.202,0.782,0.687,0.015,0.105,BILLING_ANALYSIS,RPT00001818,0,11765,60.71,137
2017,PROG0001819,INDUSTRIAL_PROCESS,2795.24,184223,7113.97,2280.62,40287.01,32.201,1.003,2.566,0.522,0.291,0.381,DEEMED,RPT00001819,0,5643,55.66,113
2017,PROG0001820,HVAC,881.59,12997,16792.46,2869.47,64678.2,87.966,1.734,2.722,1.009,0.214,0.101,EQUIPMENT_TRACKING,RPT00001820,0,8049,80.63,161
2025,PROG0001821,LED,1503.05,160259,55166.34,1818.84,10606.25,258.349,2.555,0.87,0.843,0.134,0.307,BILLING_ANALYSIS,RPT00001821,0,7176,68.54,71
2018,PROG0001822,HVAC,5562.41,131324,201482.5,4421.75,7026.42,2511.822,0.223,0.405,0.782,0.047,0.346,METERED,RPT00001822,0,2904,65.38,82
2021,PROG0001823,LED,7095.78,125912,81330.14,1221.74,77421.63,337.252,2.226,2.106,0.485,0.195,0.061,BILLING_ANALYSIS,RPT00001823,0,3486,41.45,112
2012,PROG0001824,HVAC,4939.76,2804,144590.8,3551.95,60511.15,912.394,1.053,1.9,0.333,0.03,0.248,METERED,RPT00001824,0,11108,83.43,171
2018,PROG0001825,OTHER,5316.53,249320,207409.8,2949.3,84719.32,1067.013,0.668,0.87,0.435,0.196,0.27,INSPECTION,RPT00001825,1,7678,3.6,98
2020,PROG0001826,INSULATION,2802.62,87531,140128.66,2690.7,15003.61,1163.964,1.177,2.594,0.495,0.442,0.058,BILLING_ANALYSIS,RPT00001826,1,4716,54.92,146
2016,PROG0001827,LED,3111.36,185926,30219.13,4631.32,88549.69,331.208,0.449,0.453,0.608,0.593,0.142,METERED,RPT00001827,1,6681,65.65,55
2009,PROG0001828,APPLIANCE,2830.65,235001,227439.9,4109.89,17078.27,883.285,1.556,0.404,0.938,0.098,0.302,METERED,RPT00001828,0,5070,89.28,167
2021,PROG0001829,SOLAR_WATER_HEAT,1490.21,118113,39469.17,4483.82,44949.03,225.416,2.721,2.284,0.973,0.39,0.21,BILLING_ANALYSIS,RPT00001829,0,9154,22.33,54
2020,PROG0001830,BUILDING_CONTROLS,4785.44,130518,213632.26,2353.47,19499.75,1299.134,0.794,1.979,0.579,0.024,0.184,INSPECTION,RPT00001830,0,6469,65.2,69
2015,PROG0001831,APPLIANCE,3584.71,14523,121225.5,1683.95,50401.26,809.507,3.323,0.781,0.942,0.041,0.404,EQUIPMENT_TRACKING,RPT00001831,1,5872,78.49,121
2012,PROG0001832,OTHER,6663.77,140438,130217.89,4941.98,33594.91,1302.905,1.29,1.111,0.967,0.322,0.227,INSPECTION,RPT00001832,0,5864,49.04,23
2011,PROG0001833,APPLIANCE,1224.02,158311,5328.4,2480.03,81299.91,28.124,3.076,0.627,0.472,0.119,0.115,EQUIPMENT_TRACKING,RPT00001833,0,11534,16.97,98
2013,PROG0001834,INDUSTRIAL_PROCESS,4557.18,222370,136465.13,3095.61,17209.81,924.68,1.652,0.28,0.573,0.385,0.098,DEEMED,RPT00001834,0,4829,1.41,111
2009,PROG0001835,HEAT_PUMP,3009.35,203936,75298.78,3874.55,71133.07,744.157,3.296,1.532,0.654,0.563,0.406,DEEMED,RPT00001835,0,3499,17.75,86
2021,PROG0001836,WEATHERIZATION,6787.71,244071,218064.24,1422.41,18232.74,2123.238,0.28,1.627,1.023,0.163,0.008,DEEMED,RPT00001836,0,10329,71.84,5
2015,PROG0001837,HVAC,2629.59,80102,175141.73,2200.09,44608.81,2787.558,1.552,1.167,0.795,0.506,0.155,BILLING_ANALYSIS,RPT00001837,0,2577,77.75,166
2021,PROG0001838,APPLIANCE,3460.85,69201,109237.64,4312.46,90955.3,845.718,2.793,0.368,0.913,0.599,0.265,BILLING_ANALYSIS,RPT00001838,0,1887,59.34,149
2018,PROG0001839,BUILDING_CONTROLS,6862.89,191778,120507.16,478.31,38051.43,1057.945,2.895,2.794,0.982,0.128,0.331,DEEMED,RPT00001839,0,3621,15.51,13
2021,PROG0001840,INSULATION,1443.52,58328,129229.13,3472.74,70981.55,1404.571,1.251,0.6,0.671,0.358,0.357,BILLING_ANALYSIS,RPT00001840,1,7968,16.66,89
2023,PROG0001841,LED,6803.26,115239,225066.34,4005.76,80846.14,3676.366,1.507,0.267,1.08,0.233,0.459,DEEMED,RPT00001841,1,5492,55.97,87
2019,PROG0001842,OTHER,1056.36,130385,33285.37,825.21,18153.96,275.059,2.667,0.641,0.495,0.436,0.226,DEEMED,RPT00001842,1,757,11.83,97
2016,PROG0001843,HEAT_PUMP,2506.14,66539,212195.38,4054.82,43916.98,1926.93,2.522,2.657,0.465,0.394,0.127,EQUIPMENT_TRACKING,RPT00001843,1,10838,92.44,50
2019,PROG0001844,LED,6110.07,33495,74993.53,2272.74,44817.51,1218.545,1.454,2.169,0.373,0.574,0.189,METERED,RPT00001844,1,1161,42.85,32
2016,PROG0001845,APPLIANCE,3856.62,217425,97850.07,3959.78,55320.92,1188.731,1.784,1.973,0.466,0.27,0.074,DEEMED,RPT00001845,0,7987,92.29,46
2016,PROG0001846,HEAT_PUMP,5715.28,85752,173493.0,4096.4,13704.52,2178.001,0.361,1.861,0.539,0.396,0.315,EQUIPMENT_TRACKING,RPT00001846,1,4332,60.83,161
2014,PROG0001847,BUILDING_CONTROLS,389.82,57464,42711.77,2549.74,54510.72,130.797,2.856,0.883,0.523,0.452,0.155,INSPECTION,RPT00001847,1,3335,7.82,67
2017,PROG0001848,WEATHERIZATION,5384.83,242885,107490.69,4009.01,3223.8,500.475,1.034,1.349,1.069,0.402,0.384,METERED,RPT00001848,0,10257,52.95,77
2012,PROG0001849,APPLIANCE,2882.82,193017,216041.7,1439.46,58341.85,3348.212,1.918,0.772,0.472,0.313,0.354,DEEMED,RPT00001849,0,10836,51.32,27
2024,PROG0001850,LED,1560.76,85002,143762.56,1857.18,19511.48,2189.964,0.788,2.226,0.905,0.483,0.027,EQUIPMENT_TRACKING,RPT00001850,1,5921,37.41,58
2011,PROG0001851,SOLAR_WATER_HEAT,1738.17,18137,16197.04,3988.08,44074.23,245.63,0.424,1.615,0.762,0.56,0.047,DEEMED,RPT00001851,1,5662,47.46,52
2019,PROG0001852,SOLAR_WATER_HEAT,5458.01,242396,225991.35,2542.31,91666.53,2875.06,1.25,2.512,0.514,0.054,0.438,INSPECTION,RPT00001852,0,11467,32.83,96
2019,PROG0001853,HVAC,4053.79,106000,220504.07,2167.08,63144.73,2050.413,0.883,0.756,0.769,0.195,0.454,DEEMED,RPT00001853,0,1829,9.05,90
2016,PROG0001854,HVAC,2051.5,167933,147890.73,2203.18,60888.9,1865.467,2.126,1.494,0.479,0.436,0.094,EQUIPMENT_TRACKING,RPT00001854,1,6297,96.98,158
2012,PROG0001855,WEATHERIZATION,6470.15,14436,208170.21,2572.51,90525.43,3516.678,0.404,0.854,1.067,0.172,0.149,INSPECTION,RPT00001855,0,5145,46.75,9
2018,PROG0001856,WEATHERIZATION,5514.01,138314,177743.49,1952.97,47282.92,2111.263,0.577,0.769,0.443,0.299,0.002,METERED,RPT00001856,1,7917,42.05,90
2018,PROG0001857,OTHER,2502.86,173756,159495.73,1305.52,65520.09,1734.037,0.383,2.783,0.524,0.351,0.329,METERED,RPT00001857,1,10162,59.02,104
2020,PROG0001858,INDUSTRIAL_PROCESS,920.26,14215,162222.18,4551.69,34432.48,1565.941,1.076,2.85,0.973,0.42,0.052,METERED,RPT00001858,0,4561,58.29,107
2023,PROG0001859,BUILDING_CONTROLS,2163.49,218434,222385.97,4199.73,64955.9,2337.452,1.684,2.155,0.707,0.337,0.398,EQUIPMENT_TRACKING,RPT00001859,0,8377,45.13,162
2019,PROG0001860,HEAT_PUMP,3169.98,87929,165408.52,4201.88,76109.72,2073.305,1.798,0.63,0.519,0.595,0.47,BILLING_ANALYSIS,RPT00001860,1,4281,38.97,180
2025,PROG0001861,OTHER,4936.59,121956,128661.13,400.32,71622.97,1154.555,2.642,2.769,0.867,0.092,0.304,EQUIPMENT_TRACKING,RPT00001861,0,6538,75.38,74
2017,PROG0001862,INDUSTRIAL_PROCESS,7294.59,97167,240070.89,1072.31,65512.62,3189.923,1.705,1.932,0.492,0.108,0.423,EQUIPMENT_TRACKING,RPT00001862,1,1402,78.89,179
2012,PROG0001863,INDUSTRIAL_PROCESS,6533.65,13187,9227.7,2507.27,90738.96,134.896,1.004,1.95,0.536,0.123,0.382,BILLING_ANALYSIS,RPT00001863,1,6139,90.23,115
2020,PROG0001864,INDUSTRIAL_PROCESS,6845.05,114414,242098.43,4846.72,32647.83,2955.232,2.001,2.002,0.558,0.579,0.3,METERED,RPT00001864,0,522,28.79,174
2018,PROG0001865,BUILDING_CONTROLS,6548.34,244692,106179.53,2909.89,61782.54,1290.557,2.393,0.446,0.796,0.344,0.005,METERED,RPT00001865,1,11513,76.12,97
2012,PROG0001866,SOLAR_WATER_HEAT,2015.44,47258,127879.68,477.92,79615.83,424.87,1.494,1.018,0.464,0.513,0.407,EQUIPMENT_TRACKING,RPT00001866,0,9246,83.3,102
2017,PROG0001867,WEATHERIZATION,6973.92,152907,68805.69,1260.46,22255.0,571.945,2.399,0.164,0.379,0.193,0.12,BILLING_ANALYSIS,RPT00001867,0,5986,26.25,125
2009,PROG0001868,LED,5221.24,66903,230216.3,1963.66,45042.18,3366.093,2.865,0.339,0.963,0.223,0.467,INSPECTION,RPT00001868,1,7164,73.89,141
2020,PROG0001869,OTHER,3166.79,111122,181290.62,1791.49,66421.81,2837.761,1.6,0.741,0.898,0.207,0.348,INSPECTION,RPT00001869,0,2711,6.39,45
2013,PROG0001870,OTHER,236.19,59157,193943.1,590.33,50880.41,1710.528,1.903,2.856,0.375,0.259,0.06,BILLING_ANALYSIS,RPT00001870,0,11733,91.65,32
2017,PROG0001871,OTHER,1913.7,237077,163971.53,2110.82,81865.17,1124.064,2.387,1.126,0.451,0.299,0.399,METERED,RPT00001871,0,1249,61.33,26
2014,PROG0001872,HEAT_PUMP,5696.36,159703,154195.68,1872.7,17741.27,2247.766,0.759,2.51,1.085,0.208,0.045,INSPECTION,RPT00001872,1,2923,44.44,61
2017,PROG0001873,INSULATION,4131.08,12012,117333.85,715.49,75470.41,642.479,3.419,1.356,0.862,0.006,0.421,EQUIPMENT_TRACKING,RPT00001873,0,5415,27.5,52
2021,PROG0001874,INSULATION,6731.75,148511,8046.37,1022.57,22032.49,83.814,0.665,0.616,0.771,0.573,0.266,BILLING_ANALYSIS,RPT00001874,0,2760,64.78,106
2021,PROG0001875,HVAC,3219.29,209101,41040.39,4912.28,63686.42,286.248,1.438,0.841,0.713,0.445,0.426,METERED,RPT00001875,0,3677,75.41,114
2009,PROG0001876,BUILDING_CONTROLS,1206.64,192707,37542.15,3150.62,57606.02,269.28,3.271,2.115,0.539,0.58,0.408,EQUIPMENT_TRACKING,RPT00001876,1,3480,36.94,109
2021,PROG0001877,BUILDING_CONTROLS,4072.05,202154,161257.95,4037.24,30632.35,2415.943,2.35,1.906,0.525,0.303,0.14,INSPECTION,RPT00001877,1,6397,20.29,143
2012,PROG0001878,BUILDING_CONTROLS,2266.29,230219,40908.84,1663.29,72325.96,575.447,2.414,2.987,0.522,0.089,0.097,EQUIPMENT_TRACKING,RPT00001878,0,1533,38.28,23
2024,PROG0001879,SOLAR_WATER_HEAT,3832.06,86427,229647.72,4197.6,64521.86,1415.373,2.774,2.322,0.307,0.444,0.006,METERED,RPT00001879,1,8094,37.85,71
2014,PROG0001880,INSULATION,4123.84,93963,68705.99,1411.13,69565.25,632.635,2.233,0.778,0.306,0.011,0.356,METERED,RPT00001880,0,5562,98.51,88
2020,PROG0001881,OTHER,3568.47,168924,163454.9,2650.92,77651.58,1305.667,3.4,1.252,0.795,0.007,0.424,DEEMED,RPT00001881,0,1566,50.46,83
2009,PROG0001882,OTHER,1070.79,170243,176613.68,2732.27,75219.44,598.036,1.816,0.947,0.902,0.395,0.099,METERED,RPT00001882,0,23,83.93,157
2018,PROG0001883,HEAT_PUMP,5945.11,132558,226614.75,1086.74,53875.13,2504.345,1.132,1.053,0.384,0.213,0.09,EQUIPMENT_TRACKING,RPT00001883,0,2929,57.91,103
2013,PROG0001884,INDUSTRIAL_PROCESS,319.32,107446,172215.09,1785.93,9714.22,548.324,0.903,0.319,0.858,0.257,0.269,METERED,RPT00001884,0,10760,86.33,176
2024,PROG0001885,HEAT_PUMP,6344.92,183733,202973.92,191.02,65341.32,3042.706,1.997,2.433,0.736,0.556,0.069,BILLING_ANALYSIS,RPT00001885,1,6027,66.14,105
2019,PROG0001886,INDUSTRIAL_PROCESS,1647.52,246792,232829.11,2565.69,5822.62,816.883,3.317,0.978,0.445,0.314,0.445,BILLING_ANALYSIS,RPT00001886,0,7465,33.06,145
2018,PROG0001887,OTHER,5632.8,151432,61306.69,2415.07,11662.54,1015.892,1.948,2.752,0.683,0.357,0.255,BILLING_ANALYSIS,RPT00001887,0,7559,32.78,39
2023,PROG0001888,HVAC,3947.18,38286,199365.33,2617.42,9546.7,630.442,0.819,0.404,0.926,0.398,0.427,INSPECTION,RPT00001888,1,8758,85.11,71
2015,PROG0001889,HEAT_PUMP,145.47,218221,98450.38,3754.05,20804.96,1087.29,0.355,1.598,0.358,0.111,0.411,METERED,RPT00001889,0,5209,38.82,114
2014,PROG0001890,OTHER,481.22,194322,35115.12,657.31,62926.85,433.675,1.327,1.575,0.61,0.505,0.371,INSPECTION,RPT00001890,0,798,0.58,27
2012,PROG0001891,HVAC,1240.61,160197,16838.42,1964.57,69624.25,208.088,1.595,0.587,0.475,0.4,0.04,BILLING_ANALYSIS,RPT00001891,0,8683,50.54,103
2021,PROG0001892,INSULATION,861.81,168038,54041.49,4584.04,5662.56,432.528,2.183,1.365,0.696,0.39,0.403,METERED,RPT00001892,1,5864,71.49,112
2015,PROG0001893,BUILDING_CONTROLS,4909.65,184640,140860.47,312.47,24798.02,2123.103,2.428,1.864,0.928,0.537,0.193,METERED,RPT00001893,0,2578,78.59,144
2025,PROG0001894,OTHER,456.3,42344,95436.56,4576.27,66575.76,1638.537,2.423,1.088,1.051,0.361,0.379,BILLING_ANALYSIS,RPT00001894,0,10934,40.02,61
2018,PROG0001895,HVAC,2089.67,47735,203194.66,1558.99,7720.69,1097.712,0.626,1.531,0.308,0.304,0.399,METERED,RPT00001895,0,4052,64.75,177
2020,PROG0001896,LED,6097.09,183214,41634.2,4249.74,59299.45,273.834,2.69,0.989,0.703,0.389,0.259,BILLING_ANALYSIS,RPT00001896,0,9670,3.65,65
2014,PROG0001897,HVAC,7090.28,199272,123288.71,2085.82,21110.98,507.199,0.869,2.599,0.944,0.594,0.459,DEEMED,RPT00001897,0,9366,78.39,28
2021,PROG0001898,BUILDING_CONTROLS,2253.66,201949,173018.97,1514.96,12330.87,1902.028,2.566,1.894,0.746,0.136,0.306,DEEMED,RPT00001898,1,5579,63.76,165
2018,PROG0001899,INDUSTRIAL_PROCESS,3910.94,160828,78097.62,2122.91,90931.32,275.495,0.596,0.566,0.985,0.017,0.213,INSPECTION,RPT00001899,0,175,94.13,126
2014,PROG0001900,INDUSTRIAL_PROCESS,1326.73,54388,51669.2,1671.36,7721.5,243.446,0.319,0.788,1.053,0.143,0.32,BILLING_ANALYSIS,RPT00001900,0,6747,50.66,168
2012,PROG0001901,LED,6820.06,222274,121498.48,3770.89,79317.46,1715.531,2.803,2.828,0.834,0.578,0.135,BILLING_ANALYSIS,RPT00001901,0,6547,21.05,111
2023,PROG0001902,HVAC,3509.66,37958,71527.07,4686.07,35955.15,1037.518,3.134,0.594,0.347,0.412,0.446,METERED,RPT00001902,1,8123,23.72,91
2011,PROG0001903,SOLAR_WATER_HEAT,7348.18,19977,184051.49,3759.44,89695.7,2047.778,3.354,0.881,0.499,0.594,0.328,BILLING_ANALYSIS,RPT00001903,0,2614,48.53,73
2012,PROG0001904,LED,5339.34,116946,542.1,3992.81,29893.27,6.172,2.047,1.267,0.829,0.237,0.043,METERED,RPT00001904,1,5084,48.26,76
2012,PROG0001905,APPLIANCE,4827.65,151239,43333.42,844.69,30644.67,546.416,2.846,1.906,1.096,0.094,0.371,BILLING_ANALYSIS,RPT00001905,1,9718,89.43,24
2010,PROG0001906,INDUSTRIAL_PROCESS,2992.89,5588,85862.95,4686.67,46945.79,1525.024,0.649,1.661,0.563,0.096,0.011,EQUIPMENT_TRACKING,RPT00001906,1,6030,39.21,153
2014,PROG0001907,HVAC,3756.34,174052,199859.36,935.28,77088.48,2680.691,1.626,2.611,0.303,0.227,0.415,INSPECTION,RPT00001907,0,7364,32.65,71
2016,PROG0001908,LED,1902.8,110630,84980.6,1876.88,26786.83,1005.418,1.994,0.789,1.078,0.003,0.247,INSPECTION,RPT00001908,0,9790,3.35,68
2014,PROG0001909,SOLAR_WATER_HEAT,4794.52,7213,160000.32,1289.81,46552.61,2348.945,1.008,2.979,0.384,0.177,0.347,METERED,RPT00001909,0,1114,38.1,141
2009,PROG0001910,OTHER,6070.19,11562,122540.55,4323.67,38857.55,1108.493,2.105,2.171,0.504,0.489,0.048,INSPECTION,RPT00001910,0,5436,99.75,102
2021,PROG0001911,HVAC,5705.56,36268,212602.58,4986.75,60849.02,1672.018,3.186,2.689,0.568,0.428,0.016,BILLING_ANALYSIS,RPT00001911,0,792,19.09,30
2019,PROG0001912,APPLIANCE,7378.88,12217,193861.77,3209.01,13896.32,2499.538,2.79,1.07,0.387,0.244,0.392,EQUIPMENT_TRACKING,RPT00001912,1,11490,69.54,28
2022,PROG0001913,SOLAR_WATER_HEAT,2035.31,195347,171257.44,3747.23,74826.8,1841.636,3.2,0.334,0.664,0.501,0.248,EQUIPMENT_TRACKING,RPT00001913,0,8736,30.96,180
2013,PROG0001914,OTHER,3087.32,123472,11402.3,766.02,39907.52,67.476,0.917,2.218,1.074,0.067,0.456,METERED,RPT00001914,0,11725,73.03,114
2011,PROG0001915,SOLAR_WATER_HEAT,404.91,18015,7938.06,1026.42,46652.39,48.326,3.099,2.316,0.354,0.561,0.427,METERED,RPT00001915,1,11037,10.58,39
2016,PROG0001916,INSULATION,6847.45,58565,37433.6,1620.26,7961.6,605.621,0.968,1.543,0.752,0.21,0.402,INSPECTION,RPT00001916,1,9067,86.3,123
2023,PROG0001917,APPLIANCE,7231.88,58004,156902.56,2986.73,14991.6,1014.676,2.252,1.408,0.73,0.507,0.15,INSPECTION,RPT00001917,0,4793,89.15,152
2011,PROG0001918,BUILDING_CONTROLS,2994.85,118780,186770.3,1818.81,39864.21,1009.14,1.42,2.61,0.895,0.135,0.127,METERED,RPT00001918,0,9578,27.84,173
2010,PROG0001919,SOLAR_WATER_HEAT,3620.21,204427,95581.46,2300.65,57138.97,1182.654,2.93,2.675,1.034,0.257,0.318,BILLING_ANALYSIS,RPT00001919,0,4496,37.39,64
2012,PROG0001920,INSULATION,6721.92,75818,54417.29,1919.62,45415.65,953.663,1.336,2.787,0.506,0.436,0.162,INSPECTION,RPT00001920,0,11152,12.79,51
2010,PROG0001921,OTHER,2086.26,104094,242888.17,4523.71,64545.77,3842.753,2.563,2.545,0.426,0.578,0.369,BILLING_ANALYSIS,RPT00001921,0,2348,80.22,42
2012,PROG0001922,OTHER,7163.02,208705,133978.77,3520.58,7411.13,2115.096,3.154,0.8,0.508,0.321,0.006,METERED,RPT00001922,0,2219,97.62,61
2020,PROG0001923,APPLIANCE,367.77,242130,64009.19,1313.4,74477.1,880.215,1.829,2.531,0.772,0.478,0.359,BILLING_ANALYSIS,RPT00001923,0,8990,58.63,128
2019,PROG0001924,APPLIANCE,2868.05,30054,14809.5,2052.56,26500.76,91.697,0.677,1.226,0.729,0.248,0.403,BILLING_ANALYSIS,RPT00001924,0,7090,33.48,81
2014,PROG0001925,SOLAR_WATER_HEAT,1914.71,117599,148109.27,4097.54,93544.63,2176.33,1.592,0.682,0.914,0.194,0.228,METERED,RPT00001925,0,151,41.65,139
2012,PROG0001926,HVAC,1538.18,7982,50959.84,1251.12,31427.65,772.307,1.565,1.879,0.796,0.592,0.492,BILLING_ANALYSIS,RPT00001926,0,3343,87.85,81
2010,PROG0001927,HVAC,5830.95,80353,153953.22,3584.57,85804.93,1371.934,0.935,2.147,0.342,0.053,0.304,METERED,RPT00001927,1,6130,74.63,23
2020,PROG0001928,LED,2845.97,129913,205951.49,230.29,61001.03,665.036,3.363,2.322,0.628,0.097,0.128,INSPECTION,RPT00001928,1,11727,22.86,111
2020,PROG0001929,BUILDING_CONTROLS,166.82,181941,233560.21,2129.16,93848.04,1528.876,1.721,0.96,1.037,0.058,0.418,METERED,RPT00001929,0,10622,73.86,27
2022,PROG0001930,WEATHERIZATION,1279.8,188902,65282.35,1484.07,42506.56,856.683,1.485,0.953,0.706,0.282,0.196,DEEMED,RPT00001930,0,3780,96.12,64
2024,PROG0001931,WEATHERIZATION,4183.12,14582,115570.62,1560.52,21854.08,786.779,0.873,2.484,0.46,0.319,0.178,DEEMED,RPT00001931,1,3561,22.55,110
2019,PROG0001932,APPLIANCE,3750.0,68658,112632.27,4402.13,27297.07,1891.184,0.265,1.301,1.047,0.012,0.326,INSPECTION,RPT00001932,0,3093,86.73,151
