gov_budget_budget_fiscal_year,gov_budget_government_unit_id,gov_budget_fund_type_code,gov_budget_revenue_taxes_total,gov_budget_revenue_fees_total,gov_budget_revenue_intergov_total,gov_budget_revenue_charges_services,gov_budget_expenditure_public_safety,gov_budget_expenditure_education,gov_budget_expenditure_health,gov_budget_expenditure_transport,gov_budget_expenditure_housing,gov_budget_expenditure_general_gov,gov_budget_capital_outlay_total,gov_budget_debt_service_total,gov_budget_pension_contribution_total,gov_budget_rainy_day_fund_balance,gov_budget_general_fund_balance,gov_budget_audit_opinion_code,gov_budget_cash_flow_stress_index
2020,GOV0001677,SPECIAL_REVENUE,180864308011.15,5079455460.95,76277098113.89,22500762248.26,36255309940.15,75093184459.73,106295315903.89,41624037392.62,32918433178.43,42084762008.45,60015546903.5,25042777059.16,3936228174.32,18648509915.75,-56699792.66,UNQUALIFIED,0.9136
2010,GOV0001678,ENTERPRISE,214075858817.37,35350071662.67,18131400808.74,27336910164.61,37948156288.26,137534701930.15,149957091740.04,57025173028.05,1055761471.74,46240044381.44,26572622355.03,18259114429.26,19718139690.3,4358347194.99,40071382120.52,QUALIFIED,0.0239
2008,GOV0001679,HEALTH,164047165553.36,40316611467.68,69493692749.87,10878715486.96,37617900553.6,116062362156.07,25930240427.5,22598626829.83,27076323898.9,8233499154.31,22640051529.99,9881002585.64,5974124001.21,2753809262.62,-3797384540.51,QUALIFIED,0.4638
2017,GOV0001680,CAPITAL,92525074662.26,30041171001.88,458060972.04,2515040576.95,44218600023.75,77707024413.24,131488453946.09,24097332184.99,35643689134.45,38319884127.45,60702434724.28,31568094318.45,20183945422.63,3538751217.9,53322940005.23,UNQUALIFIED,0.9045
2012,GOV0001681,EDUCATION,11020631755.06,123559745.08,102357418356.5,3064017660.68,58213700802.67,98158258805.65,104232557766.42,21151841945.04,18202864770.73,5071722712.69,9574265540.62,2240961498.2,11120438584.85,176128345.66,55163403159.22,UNQUALIFIED,0.1134
2016,GOV0001682,DEBT_SERVICE,161154704913.69,36449095931.0,52674739766.52,13541511268.97,30765640700.11,40730069751.3,103531821983.55,7007113453.0,36826670414.4,21419522138.5,13623282110.92,10636777740.83,714663757.8,31236768451.55,26202475006.75,UNQUALIFIED,0.0334
2019,GOV0001683,HEALTH,104684530389.91,15743068250.8,63644714464.6,542631625.59,70155245519.67,102807587564.55,119505970415.7,38601030873.88,23954188816.4,7396789685.4,2357764724.66,14036071615.26,18787184350.1,4505994444.51,3094416902.43,UNQUALIFIED,0.6155
2017,GOV0001684,GENERAL,15106333175.49,28387035672.17,43016322264.25,3196706837.12,21124616903.75,66676975059.85,103486470502.47,40689751397.34,19717430131.09,21764168313.06,4446310605.93,438586409.41,21826468075.91,21055568939.74,-141183968.37,DISCLAIMER,0.4944
2009,GOV0001685,EDUCATION,249748984066.41,24281253779.3,115807293302.72,5138263366.18,46588136388.69,56799944743.06,9636859137.23,6044298346.14,14988750563.46,3926684208.76,19166399818.17,31484926487.65,7128152973.39,28662803446.75,30351285483.97,UNQUALIFIED,0.8788
2009,GOV0001686,GENERAL,117026044202.99,10766563344.69,84547062708.37,31881607491.56,78994588672.99,134858959305.4,17853799167.46,25734396857.64,11175661964.8,53786224256.51,9074567776.79,12717617949.3,6714876287.09,37107789871.61,23410716126.56,UNQUALIFIED,0.7693
2015,GOV0001687,SPECIAL_REVENUE,206147088021.32,8044920166.13,18166146327.72,3992226325.63,77392902598.65,97449977029.33,37600921053.35,48974696923.73,39483386850.62,398558896.43,26179240771.29,25926261929.71,12474872082.19,28757958255.06,38970306513.85,UNQUALIFIED,0.945
2019,GOV0001688,HEALTH,157397159403.31,44414735217.45,110247398936.98,18982762896.81,23490021125.84,18640644785.43,52760541770.06,56572751381.1,1536000031.36,37427177195.49,37360960635.87,30325495229.51,9907514492.47,14011895792.59,33831335266.08,UNQUALIFIED,0.577
2023,GOV0001689,GENERAL,65978900131.03,8073185487.65,48737968531.97,18296738188.01,47791242797.12,80764137979.92,2106374557.1,499480313.28,24561384955.32,5186319673.23,43818784892.43,18804664139.34,16898217680.19,24501105374.65,10959443337.8,UNQUALIFIED,0.9313
2025,GOV0001690,CAPITAL,83171646550.62,1167026504.9,99378930923.28,19850155185.66,33701002943.75,69064131062.38,139924107127.35,8631447507.11,30886356051.21,53616803594.32,47943494756.43,1479325145.71,15660302749.85,2175315864.25,1493129445.27,DISCLAIMER,0.3228
2016,GOV0001691,HEALTH,102581959240.36,24535129369.33,80321009667.9,32923481110.24,48760610178.13,108792333970.48,142145831341.06,31493562904.61,18204234607.1,34152924577.25,10283468850.16,22345894735.73,13218740156.02,2030431401.26,27558724700.6,UNQUALIFIED,0.2246
2019,GOV0001692,CAPITAL,155070846002.63,27748568528.82,110843555263.91,28631193638.5,18536628817.19,104892634003.25,82676198462.09,46693148782.92,9341370638.71,12253409992.55,55986998584.36,29717956583.94,4616416451.48,15530124458.0,13758571236.92,UNQUALIFIED,0.7828
2017,GOV0001693,SPECIAL_REVENUE,220918089550.88,35566295855.11,73938292277.09,26198072598.4,55012906978.07,85006781551.85,154365707658.01,14223526987.4,7249765718.98,28125731626.28,34372125589.78,22727282005.61,12666465138.3,32387786905.56,67211282795.84,UNQUALIFIED,0.1863
2017,GOV0001694,GENERAL,186596276391.54,42144919723.92,42344033637.17,13021240705.36,71329917812.89,70443437754.41,91994532559.55,20411696810.52,7054129690.91,49403760891.63,5627332642.07,7260048092.24,17353371518.59,3381718951.85,62178004740.77,DISCLAIMER,0.701
2022,GOV0001695,DEBT_SERVICE,148697123948.88,12935266309.48,94215185624.83,34531913573.02,62702562632.28,109503317648.26,88314466686.86,42545020771.2,39405724718.08,29906366092.87,37034754616.04,21964074493.97,1252686156.43,14093493899.57,41578512322.52,ADVERSE,0.8589
2015,GOV0001696,DEBT_SERVICE,96879375838.82,14368034899.27,62878850310.11,21952659054.72,9416875587.84,44761908748.75,26398978757.95,40899007705.29,32664247477.0,28364711662.69,3109196784.95,22582408361.76,11330811508.68,24743132534.14,4734056869.62,UNQUALIFIED,0.1068
2024,GOV0001697,HEALTH,71272972955.47,14072210950.28,65710899838.8,23681041464.73,30937570697.48,52598341218.54,50961184794.49,14138828067.59,22891237668.74,11575881896.11,4282778044.96,33425708091.41,19238797596.8,2661953129.48,9723869125.69,UNQUALIFIED,0.9985
2009,GOV0001698,TRANSPORT,121436842290.25,31346447680.99,27983047096.85,13794559874.88,9763161602.48,41933301264.68,124852707353.5,18962823284.27,34623547578.0,36849596346.07,20913164383.31,12514058491.77,14566009050.27,23152093743.24,8168998699.46,UNQUALIFIED,0.0144
2021,GOV0001699,SPECIAL_REVENUE,191168401096.58,19864397073.46,33451604087.82,30326000920.18,4594179355.05,101337220974.0,158795264283.9,9059331691.89,37092031736.05,11807906741.87,26945340231.08,1938789507.99,1058518885.3,993577109.66,48244642610.17,UNQUALIFIED,0.7909
2014,GOV0001700,SPECIAL_REVENUE,66409428604.62,37459923484.97,26679002363.92,23530288007.45,44109887861.98,48077608041.13,104971110599.33,44600549531.95,39216841016.72,27532361795.4,4854873963.42,28476799085.85,6639628282.78,19228875403.58,11302066298.39,UNQUALIFIED,0.6687
2008,GOV0001701,GENERAL,83739895409.0,15339191336.06,40268138099.43,8499675645.58,51557272522.21,19359056502.99,101566808374.49,10342208429.24,35309783855.84,33137597114.59,2537430087.67,2855288461.64,21772087107.05,39472249727.13,8035152185.95,UNQUALIFIED,0.4313
2023,GOV0001702,SPECIAL_REVENUE,148734173382.86,14190739549.88,18347644445.25,23435948402.03,43838947699.66,126164873333.48,92685978451.29,35771450258.69,35881731991.2,22904643585.39,42399795486.78,3678751175.9,24534955698.66,10489341938.8,22524575253.61,UNQUALIFIED,0.8359
2017,GOV0001703,TRANSPORT,178897456219.69,39854081407.0,28247485811.77,7977857667.47,24494008957.87,32832553445.93,4341601750.37,3810210489.02,22364695851.02,42101789342.16,11724480350.99,9198840724.51,53519181.31,38621258538.29,45664851215.62,UNQUALIFIED,0.6412
2014,GOV0001704,EDUCATION,95164202157.18,11989415080.5,57431327271.84,12620420782.95,43815374016.96,65855364284.3,111403929693.28,58835478263.36,7802213023.95,41566175181.01,52032891659.7,28608896197.88,5987730492.24,2588920940.4,60209899748.97,UNQUALIFIED,0.1656
2016,GOV0001705,HEALTH,2632737911.23,34620084579.04,54949227907.68,3266035713.56,75498620884.33,112912445413.68,44222808384.32,58811161839.22,2014805255.2,2251875257.06,27995065478.73,4920379213.01,21681435457.89,16277288625.03,36626795697.24,UNQUALIFIED,0.1801
2015,GOV0001706,HEALTH,242909614029.02,15627077564.82,110092299577.62,6083789133.27,14696135202.07,15512662915.17,9160349517.59,12295773951.34,628938754.76,10445389043.74,56089171058.0,985343280.23,22785903107.41,16331816347.36,19418862513.54,QUALIFIED,0.9254
2024,GOV0001707,TRANSPORT,56192973540.29,31083588078.65,76573654022.83,13981711836.46,70686886866.68,112433839377.44,91982350836.88,25596518538.36,13016264050.37,31617676459.86,38309386405.69,33234564621.59,22833388875.43,20187089530.81,68104492138.27,UNQUALIFIED,0.3137
2021,GOV0001708,TRANSPORT,84872762730.11,11748368116.99,106343333437.21,18651275432.23,6693529218.42,41070115143.08,37355715741.24,597198037.91,9011717633.62,34934198464.69,35588764727.85,34429356845.73,2415334104.76,14063058539.71,36295878527.03,UNQUALIFIED,0.9795
2021,GOV0001709,EDUCATION,242018501088.54,26100620266.86,65095909982.68,133753533.75,18671283201.4,63913809657.04,153396217659.67,57602668581.52,6029807608.33,14171287258.78,44953948579.94,22642952410.6,19815600008.14,3048932846.7,68384909699.62,UNQUALIFIED,0.4337
2022,GOV0001710,SPECIAL_REVENUE,165959702299.5,36347035830.1,107472329987.84,14362303750.99,55095219998.77,24851959677.91,96296101354.13,5297479542.32,18452665783.97,49468769726.48,62942320615.03,13865454681.41,20340552419.98,34454184960.59,-2085740509.37,DISCLAIMER,0.0194
2008,GOV0001711,DEBT_SERVICE,129729959020.81,2767125342.78,76083965663.08,13886298221.63,3938836097.0,105574677395.07,40410503944.43,15202568995.7,39440276632.67,27000807395.71,15705435058.48,7886481509.47,19286049587.17,21507469397.11,48372914724.94,UNQUALIFIED,0.206
2012,GOV0001712,GENERAL,77479296001.03,24416554446.74,45029081030.08,10206325031.76,54123452043.97,61417269702.97,52250596994.6,741663973.49,21066740228.12,36192163672.91,2212482828.92,15454424622.15,1587988713.34,32318011885.0,58704820857.15,UNQUALIFIED,0.9437
2017,GOV0001713,EDUCATION,30951162078.91,108458256.98,58050998946.34,24146311932.46,57206359351.7,75548061532.63,122738292227.98,11157065032.72,11403537057.75,25040461395.88,11241792411.82,19988013069.0,19612952069.39,6835480540.16,30946276385.17,UNQUALIFIED,0.917
2016,GOV0001714,CAPITAL,40040636158.16,29474382065.38,82191526332.35,1721798582.43,54194395995.11,123758859882.67,102180297367.77,17595547595.17,36124589709.12,2927382847.01,23779806658.63,26990876466.73,20766528232.19,31091999564.66,49427892527.68,UNQUALIFIED,0.8396
2011,GOV0001715,DEBT_SERVICE,140478091615.65,35563603217.43,14608083960.56,17425529019.48,11090281043.41,33558376291.79,99533315028.26,23927076963.33,36689311981.45,3825048046.18,157612709.01,16679780089.79,5551798779.79,16122868209.61,31924696353.4,UNQUALIFIED,0.4665
2024,GOV0001716,EDUCATION,196669726421.59,36030485576.68,107512981197.76,23098486447.51,75757263359.89,90679305437.38,106983203504.11,31619368170.58,23933137961.36,46654128641.07,10051138787.66,17875964277.4,905297825.11,27226652834.02,62978984954.0,UNQUALIFIED,0.7638
2008,GOV0001717,DEBT_SERVICE,110155025475.63,14307623804.64,85534802900.12,7486728660.38,71630020593.56,102178185463.12,145499378046.46,43544315401.19,4033000739.38,6369834764.05,49966898730.91,10153988676.37,7079972085.51,38398791133.87,21242771276.07,DISCLAIMER,0.0603
2017,GOV0001718,EDUCATION,121741415728.27,27968102789.86,110030207412.15,8712411596.85,18063760681.43,121928778916.99,91075277066.14,35011006569.72,20471547541.37,31730120530.78,21972930101.48,21278159524.96,4262384876.24,25988126025.78,19018945193.92,UNQUALIFIED,0.0527
2022,GOV0001719,TRANSPORT,119556982311.03,9460808822.04,105297188504.67,3484091488.59,70938605387.9,29926373211.06,116723254736.73,26588290978.17,32498923945.96,47759958836.3,24928188109.09,12567683378.0,13128651927.86,5310770121.57,50234603734.41,UNQUALIFIED,0.0306
2025,GOV0001720,ENTERPRISE,93601665037.69,8728207455.82,70913817821.76,27017686522.99,11770936080.84,74162137586.05,142327682185.46,14959489573.99,12764554450.92,34239166165.02,11590437591.96,19155573934.94,695287616.02,16953320783.99,38667812490.92,UNQUALIFIED,0.8437
2011,GOV0001721,ENTERPRISE,165385456436.58,9691923349.2,99921697189.6,17805949063.18,56689922847.11,28120162672.83,148249640261.06,43824862000.75,14212073694.43,22705389430.32,46018076274.75,13957554450.09,13055628799.9,1906004840.25,33988469841.79,DISCLAIMER,0.5703
2011,GOV0001722,ENTERPRISE,174893737452.79,3459338000.19,18878736428.73,29821174373.01,63384910975.35,78414501069.7,154669254814.4,25627297539.89,608443461.81,8924936261.14,53405310781.1,30746523709.04,11256861736.58,10463431096.16,2033776473.81,QUALIFIED,0.1908
2016,GOV0001723,ENTERPRISE,141082479627.63,34545674061.89,112452993749.22,26792801095.93,33126312721.79,56609131729.84,65618852259.87,51961534066.07,36338625956.33,34999387496.47,13194472897.95,16255937788.62,14787933309.97,17106015491.37,56526596317.38,UNQUALIFIED,0.7275
2021,GOV0001724,CAPITAL,63255483443.83,4058561758.42,85582435097.29,1480337450.58,6414829880.55,34043155210.22,46321403670.85,712918302.21,17040233751.83,1073333196.21,55533547196.67,13938074335.78,19416821642.99,17653284353.33,65978601022.89,UNQUALIFIED,0.5956
2021,GOV0001725,GENERAL,11520226969.71,22272946157.94,112168925517.83,20102673225.16,4774205010.78,84030675695.37,127093073329.0,2900319674.66,39825216190.65,13114471555.23,47528404539.16,34989137713.91,21163971180.67,1016558185.81,32712946211.8,UNQUALIFIED,0.061
2011,GOV0001726,CAPITAL,238924369582.28,15119710762.28,40490378018.3,20354101546.03,51587077123.85,105314540773.91,89952264129.27,41587544773.83,29462543695.88,42249906060.56,2422139866.96,20314992192.35,8050501865.0,37100829982.42,39893331045.53,UNQUALIFIED,0.2669
2010,GOV0001727,TRANSPORT,134804820632.88,11892174419.08,94416563256.96,12205128830.87,68693216416.21,56282364595.31,99326826476.56,21430517343.03,28712530319.0,16262019801.26,4400005480.52,4506309392.82,13224082876.62,8992749208.78,49102237515.24,UNQUALIFIED,0.6243
2023,GOV0001728,CAPITAL,15261108903.78,30543873379.25,11813344002.52,22375248572.01,42168734394.83,106789367677.36,99327801709.72,45506380289.39,33822953983.35,35462564240.04,22442695437.3,11261140571.55,21230813220.29,7499194401.71,26904372194.67,ADVERSE,0.5947
2021,GOV0001729,CAPITAL,38321817271.98,17683166322.44,99794944246.04,31119063259.52,71939935957.26,101008617643.51,103792843642.05,36865859326.65,37389560474.21,9602092116.98,43789168956.35,34249805.3,9231387064.32,17142067388.64,18833389791.17,UNQUALIFIED,0.8317
2014,GOV0001730,CAPITAL,101093747487.05,23965957796.76,90082472652.12,26713169480.61,65524917627.46,80609217968.69,81298651396.25,28134536511.29,12182999416.38,1171166894.23,43849702878.15,16332456194.81,694812478.01,22827297009.65,16587163130.1,QUALIFIED,0.5474
2012,GOV0001731,GENERAL,73777079757.08,32294616712.98,26994998939.05,10080216490.69,26528519123.2,27873799173.2,156752802077.82,24255056352.97,8622875056.19,13604471796.18,49941088487.23,2973393895.79,20001508361.37,19743143860.84,46928179826.35,UNQUALIFIED,0.4381
2017,GOV0001732,SPECIAL_REVENUE,25347378995.44,32955205867.7,72962935132.44,18662882696.94,71270444766.55,14174445848.35,22052460965.7,7520545740.36,17400675355.24,19582226069.73,33127572428.0,28222740624.04,14896440878.04,15505784282.67,31869333713.32,UNQUALIFIED,0.6697
2014,GOV0001733,EDUCATION,179370755522.96,19155288689.67,109515349178.01,28746553920.41,12563728336.65,20854919347.33,85997342735.21,59268107484.91,7121784970.37,36090197995.63,40033364493.7,31795186561.5,5989592941.79,23042825881.71,50300013193.62,QUALIFIED,0.5582
2022,GOV0001734,SPECIAL_REVENUE,145473609894.45,4134700252.83,41684445584.49,22844391236.51,11734160473.02,9936345338.17,106325900463.02,9716806521.06,11058978973.05,14573794405.16,14722642233.31,19970489007.07,12069749558.87,26881152882.24,17619427898.29,DISCLAIMER,0.5027
2015,GOV0001735,CAPITAL,220719810699.5,548016355.01,75884555335.57,33040098461.34,50203279868.45,118407452961.53,141530473812.21,5561465044.64,5463550841.88,44998476831.59,19362948403.68,25876879809.75,7958576745.91,23406622152.37,3977936228.48,UNQUALIFIED,0.2223
2024,GOV0001736,ENTERPRISE,185550133407.21,15157087656.16,86809089319.01,15501756398.15,40436012809.39,8281464275.86,129799845130.45,18714982432.3,13561875631.74,36002709337.03,44956372804.96,21343019486.43,17452486007.64,35538319071.31,46777124380.89,UNQUALIFIED,0.4996
2010,GOV0001737,SPECIAL_REVENUE,222416384838.34,9416848017.26,41363126022.97,3355995678.22,16211466877.91,25637122059.2,158840312001.76,3084072297.67,38883729493.74,28573617402.72,40891851894.5,15909284347.83,7165902969.1,31823060581.92,63327313646.5,UNQUALIFIED,0.4941
2019,GOV0001738,GENERAL,130866340016.69,6290525820.16,43991436176.74,23912359265.55,10744041784.4,90598242931.05,130489470496.36,9204063845.68,35934480014.63,3338390312.55,58320043908.21,16491312644.47,21756529805.77,33619303125.14,15844821880.68,UNQUALIFIED,0.5898
2017,GOV0001739,TRANSPORT,60059538948.95,15387183630.07,10505994915.67,16610517148.97,6429946648.76,37494085902.35,9999397598.75,50887786209.65,23565268111.35,46594402928.27,38392582014.17,29525075691.71,23297568982.8,36235057887.93,20577917166.56,DISCLAIMER,0.747
2012,GOV0001740,DEBT_SERVICE,159211999037.38,39198832643.3,24168075434.77,21659407314.45,33433965128.86,80060125726.17,112928333368.8,43379090290.03,34721768943.32,13843369929.62,6811530092.51,23906087016.96,8822002517.74,25461809634.72,39242712436.85,UNQUALIFIED,0.317
2014,GOV0001741,HEALTH,222430784874.72,38914362835.32,112118806037.97,15314666260.76,44605053720.04,918674570.31,5321276413.68,3995663178.01,6732750785.11,20940332189.07,37453708761.67,23599378430.58,22501755051.31,33527938511.73,-1823228239.32,UNQUALIFIED,0.3299
2021,GOV0001742,SPECIAL_REVENUE,441992204.13,1537920110.0,17907674297.3,5668100654.97,44405521916.11,95715118640.4,47075513360.09,7173983136.25,9779044817.84,17498432083.32,18024667441.48,31767717941.24,22381945346.98,13184848705.44,58111755276.32,UNQUALIFIED,0.2946
2022,GOV0001743,EDUCATION,43906695336.96,41371291997.41,29676574841.77,24072995806.01,57467749161.58,24247632329.15,78210972479.37,4719799683.61,2586538830.92,37492304920.56,53306692590.43,29628150471.33,2296570103.59,21024208375.34,28579341992.42,UNQUALIFIED,0.1927
2021,GOV0001744,CAPITAL,126163003261.02,17742341144.41,15509105700.12,28807924473.21,15334390549.18,35518484713.97,71428123010.64,28341508127.28,18213480976.25,3504874588.08,2662672133.91,7017498576.37,17429999618.22,35969253309.67,23998417199.68,UNQUALIFIED,0.7142
2016,GOV0001745,GENERAL,78986576939.31,25860389146.06,64722711143.0,22333988142.46,63340573519.48,88009941293.78,25824373234.14,28483274164.5,23948360428.11,915586298.87,48060775873.58,13601403121.72,23156493335.6,18630963692.89,39349942670.72,DISCLAIMER,0.9117
2017,GOV0001746,GENERAL,171020841251.57,19318471845.2,3990933234.16,18061873041.06,36309768910.55,139327085638.71,72808501367.04,54625133954.6,25269410705.13,38141838342.67,36237589485.42,24109768435.15,14347041938.95,26635314438.8,19695283834.46,UNQUALIFIED,0.1685
