civ_part_reference_year,civ_part_instrument_type_code,civ_part_topic_policy_area_code,civ_part_submission_date,civ_part_member_state_iso2,civ_part_petition_id_hash,civ_part_signatures_count,civ_part_signature_threshold_reached_flag,civ_part_eci_registration_decision_code,civ_part_response_publication_date,civ_part_consultation_id_hash,civ_part_responses_count,civ_part_stakeholder_group_code,civ_part_ngos_participation_count,civ_part_business_participation_count,civ_part_citizen_participation_count,civ_part_feedback_summary_published_flag,civ_part_follow_up_action_code,civ_part_source_portal,civ_part_data_extract_date
2019,PETITION,CLIMATE,2019-11-10,RO,193f33cf34c3461293dfcf81,1343348,1,,2020-08-11,,27935,BUSINESS,325,2098,89347,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-02-07
2020,PETITION,SECURITY,2020-07-15,DK,05e13657f9f85947f3665880,704447,0,,,,96239,CITIZENS,166,976,229508,0,NO_ACTION,EUROPA_FORUMS,2025-02-17
2021,PETITION,ENERGY,2021-02-09,LU,178972a74d2f9382344984ed,419670,0,,2022-06-13,,25991,MIXED,822,1224,173718,0,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2024-09-30
2022,PETITION,CONSUMER,2022-05-19,BE,1d545632fcde213406b0b129,42808,0,,2023-03-30,,75221,PUBLIC_AUTHORITY,328,1159,94262,1,COMMUNICATION,EU_PETITIONS_PORTAL,2024-07-22
2023,PETITION,HEALTH,2023-10-05,HU,c18fb23838976e669d3023ba,1590446,1,,2024-05-27,,7709,ACADEMIA,283,1129,121745,0,IMPLEMENTATION,OPEN_DATA_PORTAL,2024-04-11
2024,PETITION,COMPETITION,2024-06-18,SK,980e46ab5398f2dd212c745c,1077156,0,,2024-11-04,,1119,NGO,780,98,129491,1,REVIEW,YOUR_VOICE_EUROPE,2025-11-20
2025,PETITION,TRANSPORT,2025-02-19,EE,a40bf18b8af88ade0e69c6d0,507338,0,,2025-09-19,,47638,BUSINESS,637,1622,115145,1,FUNDING_CALL,EUROPA_FORUMS,2024-12-06
2012,PETITION,DATA_GOV,2012-01-21,MT,2efebb64ab3a458a70521bfd,856516,1,,2013-06-15,,84897,CITIZENS,540,618,129660,0,NO_ACTION,ECI_REGISTER,2024-06-28
2013,PETITION,FINANCE,2013-11-08,BG,88eaf100db50986218d6c439,588435,1,,2015-03-19,,115220,MIXED,1070,684,221836,1,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2024-05-15
2014,PETITION,SPACE,2014-08-03,IE,03074b68610da46062468235,1565668,1,,,,26273,PUBLIC_AUTHORITY,669,463,149222,1,COMMUNICATION,OPEN_DATA_PORTAL,2025-11-30
2015,PETITION,AGRICULTURE,2015-10-03,SI,1f7932cc17fc21bc9d612a97,250338,0,,,,145249,ACADEMIA,726,659,14682,1,IMPLEMENTATION,YOUR_VOICE_EUROPE,2024-02-10
2016,PETITION,DIGITAL,2016-08-15,FI,b901c3f3740287641cedb598,1115087,0,,2018-01-16,,136201,NGO,872,615,67209,0,REVIEW,EUROPA_FORUMS,2024-09-20
2017,PETITION,MIGRATION,2017-01-13,NL,c67825d3c6fd99733eda2207,37427,0,,,,138638,BUSINESS,124,1708,100697,1,FUNDING_CALL,ECI_REGISTER,2024-09-08
2018,PETITION,CLIMATE,2018-04-03,HR,ab6f4d08202287dfe46eee2a,587030,0,,,,57317,CITIZENS,517,427,202012,0,NO_ACTION,EU_PETITIONS_PORTAL,2025-08-29
2019,PETITION,SECURITY,2019-02-28,IT,566134a60e84de33c0163893,1330630,1,,2020-07-25,,52149,MIXED,828,840,196118,0,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2024-06-22
2020,PETITION,ENERGY,2020-03-17,ES,b194565a1352d82983123e5c,316741,0,,,,76639,PUBLIC_AUTHORITY,140,751,106434,0,COMMUNICATION,YOUR_VOICE_EUROPE,2024-12-31
2021,PETITION,CONSUMER,2021-04-05,FR,ed8cf90b53f9b1d3a242a86e,1370694,1,,2021-08-05,,148823,ACADEMIA,181,1080,79668,1,IMPLEMENTATION,EUROPA_FORUMS,2025-06-14
2022,PETITION,HEALTH,2022-12-01,PL,3563adf25cf833afb2a62df3,1482448,0,,2023-08-14,,98375,NGO,1218,511,131226,0,REVIEW,ECI_REGISTER,2024-01-19
2023,PETITION,COMPETITION,2023-07-01,CY,2944e8dd19ad640cd7580147,1691090,1,,2023-12-21,,102553,BUSINESS,798,2310,27873,1,FUNDING_CALL,EU_PETITIONS_PORTAL,2024-05-18
2024,PETITION,TRANSPORT,2024-08-13,LV,2cd28ebb0e93efe4b27e2122,72427,0,,2025-02-18,,3749,CITIZENS,434,1091,124826,0,NO_ACTION,OPEN_DATA_PORTAL,2024-04-25
2025,PETITION,DATA_GOV,2025-09-05,SE,bad7bd46c71c069ce22a7bf4,44169,0,,,,146899,MIXED,1164,2206,283212,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-02-19
2012,PETITION,FINANCE,2012-02-10,DE,3af547080a014a11fa7db590,823235,0,,2013-05-04,,59863,PUBLIC_AUTHORITY,162,884,877,0,COMMUNICATION,EUROPA_FORUMS,2025-12-29
2013,PETITION,SPACE,2013-07-20,PT,ca64f963feba634256665dac,875467,0,,2014-10-25,,81986,ACADEMIA,404,607,124425,1,IMPLEMENTATION,ECI_REGISTER,2024-06-23
2014,PETITION,AGRICULTURE,2014-03-08,CZ,40a37b906811ee155cb949be,1471111,0,,2015-03-04,,92361,NGO,752,29,51315,1,REVIEW,EU_PETITIONS_PORTAL,2025-10-20
2015,PETITION,DIGITAL,2015-12-20,LT,4b2e017084a7a24a80f4fbd1,459960,0,,,,111021,BUSINESS,154,544,124794,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-02-29
2016,PETITION,MIGRATION,2016-03-24,AT,0e4eadb7d75fdef602b9512a,1305635,0,,,,52392,CITIZENS,419,843,227444,1,NO_ACTION,YOUR_VOICE_EUROPE,2024-01-29
2017,PETITION,CLIMATE,2017-04-23,GR,27e52eafeb516192e4d182bf,595196,1,,2018-05-17,,6638,MIXED,804,2278,184048,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2025-09-12
2018,PETITION,SECURITY,2018-09-18,RO,f16556f90b7c92fd499a2327,624239,0,,2019-09-10,,84124,PUBLIC_AUTHORITY,760,1129,26518,1,COMMUNICATION,ECI_REGISTER,2026-02-06
2019,PETITION,ENERGY,2019-05-16,DK,faa7d48c7e133f8a7d3c2a45,1010364,0,,,,67495,ACADEMIA,693,285,107712,0,IMPLEMENTATION,EU_PETITIONS_PORTAL,2025-07-02
2020,PETITION,CONSUMER,2020-02-04,LU,4625e3923f678ba6edfb8035,836613,1,,2020-05-01,,30473,NGO,900,671,101820,1,REVIEW,OPEN_DATA_PORTAL,2024-07-16
2021,PETITION,HEALTH,2021-07-02,BE,91a62915e55d1ccadce161c0,119660,0,,2021-09-05,,88080,BUSINESS,152,804,15062,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-02-03
2022,PETITION,COMPETITION,2022-12-08,HU,e9ace688a315ccc1a61dbdae,1383026,0,,2024-04-20,,130089,CITIZENS,65,834,228094,0,NO_ACTION,EUROPA_FORUMS,2025-02-02
2023,PETITION,TRANSPORT,2023-10-22,SK,f7ade03a1acb0e60698a89fd,332195,1,,,,112805,MIXED,612,906,179684,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-11-22
2024,PETITION,DATA_GOV,2024-03-06,EE,0678d1ca031207a3885de2ad,1390929,1,,2024-12-08,,41334,PUBLIC_AUTHORITY,453,229,58492,1,COMMUNICATION,EU_PETITIONS_PORTAL,2024-05-09
2025,PETITION,FINANCE,2025-06-13,MT,ae903574c32490e72accb83c,1205949,0,,,,141003,ACADEMIA,722,163,83122,0,IMPLEMENTATION,OPEN_DATA_PORTAL,2025-12-01
2012,PETITION,SPACE,2012-10-06,BG,4498b496f1a00179b12e0f01,262045,0,,2013-09-24,,52255,NGO,1522,574,45972,0,REVIEW,YOUR_VOICE_EUROPE,2024-01-10
2013,PETITION,AGRICULTURE,2013-05-05,IE,986bbc35193ec587b44d26f3,1126462,0,,2014-05-30,,134336,BUSINESS,239,974,57127,1,FUNDING_CALL,EUROPA_FORUMS,2025-05-24
2014,PETITION,DIGITAL,2014-06-10,SI,29137bbb8eb98282b9e71625,861552,0,,,,52893,CITIZENS,475,351,56620,0,NO_ACTION,ECI_REGISTER,2025-04-07
2015,PETITION,MIGRATION,2015-11-03,FI,c126749681b9023db846e079,1337161,0,,,,47577,MIXED,858,20,122720,0,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2024-02-27
2016,PETITION,CLIMATE,2016-12-08,NL,776676d320a339c6c715e126,99187,0,,2017-10-31,,47781,PUBLIC_AUTHORITY,42,546,41592,1,COMMUNICATION,OPEN_DATA_PORTAL,2025-07-22
2017,PETITION,SECURITY,2017-12-13,HR,8f1dc814ad674c5afde13ade,983663,1,,,,66505,ACADEMIA,334,372,12683,1,IMPLEMENTATION,YOUR_VOICE_EUROPE,2025-11-17
2018,PETITION,ENERGY,2018-03-09,IT,764b8144477655435d09cf46,1414957,0,,2018-10-09,,132914,NGO,556,1061,97194,1,REVIEW,EUROPA_FORUMS,2024-04-15
2019,PETITION,CONSUMER,2019-09-26,ES,c5aa1d1e316d6ff4c09624d8,452014,0,,,,38949,BUSINESS,42,50,114882,1,FUNDING_CALL,ECI_REGISTER,2024-08-26
2020,PETITION,HEALTH,2020-10-23,FR,d97b2ca2046d5f9d4e1263b8,1388313,0,,2021-04-09,,40647,CITIZENS,104,1026,204320,1,NO_ACTION,EU_PETITIONS_PORTAL,2026-02-03
2021,PETITION,COMPETITION,2021-05-27,PL,b96cf7da0a41219ffcec6de4,270280,1,,2021-06-26,,132012,MIXED,506,1458,84542,1,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-08-24
2022,PETITION,TRANSPORT,2022-08-20,CY,ba0a8284738a14ae4f556b3e,56937,0,,2022-12-13,,10583,PUBLIC_AUTHORITY,188,563,45151,1,COMMUNICATION,YOUR_VOICE_EUROPE,2025-04-06
2023,PETITION,DATA_GOV,2023-03-25,LV,b1bf9c55ff30a2efcf3e90d3,1026968,1,,2023-07-07,,21817,ACADEMIA,527,949,139776,1,IMPLEMENTATION,EUROPA_FORUMS,2024-03-12
2024,PETITION,FINANCE,2024-07-09,SE,94fef9fdd96b9f6a44b126cb,442600,0,,2025-12-06,,93929,NGO,32,97,81492,1,REVIEW,ECI_REGISTER,2025-06-28
2025,PETITION,SPACE,2025-05-11,DE,c48e95a455ab0c28b7bf5ed5,568923,0,,,,11432,BUSINESS,481,916,59052,0,FUNDING_CALL,EU_PETITIONS_PORTAL,2026-02-07
2012,PETITION,AGRICULTURE,2012-06-24,PT,d301efb16a425d43fccb6d1c,951303,0,,2013-07-04,,106286,CITIZENS,632,894,9768,1,NO_ACTION,OPEN_DATA_PORTAL,2025-04-20
2013,PETITION,DIGITAL,2013-09-24,CZ,319445978c351f76a0c95c53,1001886,0,,,,49665,MIXED,356,1972,143760,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-05-09
2014,PETITION,MIGRATION,2014-01-01,LT,8d36e8082ff499944b1bf311,1638470,0,,2014-03-23,,12597,PUBLIC_AUTHORITY,74,583,143105,1,COMMUNICATION,EUROPA_FORUMS,2025-10-06
2015,PETITION,CLIMATE,2015-03-03,AT,42f8bdb3fb061ee021997bce,1611211,0,,,,96756,ACADEMIA,248,639,137058,1,IMPLEMENTATION,ECI_REGISTER,2025-04-18
2016,PETITION,SECURITY,2016-05-04,GR,79fd26e0fe9a928b63773bf1,1234935,1,,2017-07-26,,66725,NGO,1478,460,62039,1,REVIEW,EU_PETITIONS_PORTAL,2025-07-25
2017,PETITION,ENERGY,2017-02-06,RO,66832bfca56464bbdb1f0e17,1183425,1,,2018-06-08,,125201,BUSINESS,184,2242,48969,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-04-28
2018,PETITION,CONSUMER,2018-10-16,DK,38e77534e06e1a4e1bc48ce4,94900,0,,2019-12-12,,83875,CITIZENS,319,370,58296,0,NO_ACTION,YOUR_VOICE_EUROPE,2024-11-26
2019,PETITION,HEALTH,2019-09-17,LU,2f71d06fec05db13605be79a,1284249,1,,2020-11-26,,30228,MIXED,810,486,280104,0,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2026-01-08
2020,PETITION,COMPETITION,2020-11-14,BE,0f0cae84e2bb9ec7db29b372,16887,0,,2021-12-05,,16304,PUBLIC_AUTHORITY,400,383,40637,0,COMMUNICATION,ECI_REGISTER,2025-10-18
2021,PETITION,TRANSPORT,2021-12-16,HU,71e2482ef2fb8249f0e2a6cb,547688,1,,,,107288,ACADEMIA,517,429,111814,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2024-10-15
2022,PETITION,DATA_GOV,2022-11-05,SK,61cdadd65ebf45acdcf5b226,1185911,0,,,,65258,NGO,340,1168,94489,1,REVIEW,OPEN_DATA_PORTAL,2025-05-30
2023,PETITION,FINANCE,2023-10-23,EE,2826ea43ad17a82cc4d58c48,571842,0,,2024-03-30,,83022,BUSINESS,773,2196,5822,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-07-24
2024,PETITION,SPACE,2024-09-25,MT,8660a5c894d069c15a853b7d,1704481,1,,,,64806,CITIZENS,147,323,141436,0,NO_ACTION,EUROPA_FORUMS,2025-05-29
2025,PETITION,AGRICULTURE,2025-10-01,BG,b785613d43c4a8f2e4d8bdfb,1566738,0,,,,22906,MIXED,144,1024,298946,0,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-08-16
2012,PETITION,DIGITAL,2012-11-23,IE,491d2d414eef11549b71ee7e,1576876,0,,2013-03-05,,124219,PUBLIC_AUTHORITY,169,834,17069,0,COMMUNICATION,EU_PETITIONS_PORTAL,2024-09-12
2013,PETITION,MIGRATION,2013-05-18,SI,9c51b356b5028a80ad64e427,498216,1,,,,77474,ACADEMIA,620,746,50183,1,IMPLEMENTATION,OPEN_DATA_PORTAL,2024-05-08
2014,PETITION,CLIMATE,2014-01-08,FI,dbfddbc8523f792463bdac97,669584,0,,,,69607,NGO,196,655,55993,0,REVIEW,YOUR_VOICE_EUROPE,2024-12-09
2015,PETITION,SECURITY,2015-03-16,NL,88604d82092c3a3a06b308f8,810766,1,,2015-11-05,,108658,BUSINESS,9,1738,140973,0,FUNDING_CALL,EUROPA_FORUMS,2025-04-01
2016,PETITION,ENERGY,2016-06-21,HR,3f5dae573d57c7925039aed5,127235,0,,2016-11-26,,99940,CITIZENS,604,853,221976,0,NO_ACTION,ECI_REGISTER,2024-02-02
2017,PETITION,CONSUMER,2017-04-16,IT,e3d28a46d7c5d50875a89e9a,924855,0,,2017-12-21,,43476,MIXED,654,0,224390,0,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2025-12-24
2018,PETITION,HEALTH,2018-02-09,ES,3cf11602fb48e358a18b681b,471076,0,,,,76878,PUBLIC_AUTHORITY,610,554,129721,0,COMMUNICATION,OPEN_DATA_PORTAL,2024-05-06
2019,PETITION,COMPETITION,2019-10-14,FR,bdd938ae6e11a58c2f1d7046,357466,0,,2020-04-18,,124006,ACADEMIA,535,923,87709,0,IMPLEMENTATION,YOUR_VOICE_EUROPE,2024-02-09
2020,PETITION,TRANSPORT,2020-11-08,PL,b172ec21da070c6aa900f45d,29292,0,,2022-03-13,,92234,NGO,98,264,146748,1,REVIEW,EUROPA_FORUMS,2025-06-10
2021,PETITION,DATA_GOV,2021-02-07,CY,061cfe391e413e7a54ede284,274021,1,,,,72699,BUSINESS,670,1176,84229,1,FUNDING_CALL,ECI_REGISTER,2025-02-24
2022,PETITION,FINANCE,2022-03-15,LV,bcaf124dec43436815201abc,1315635,0,,,,140775,CITIZENS,729,989,23916,0,NO_ACTION,EU_PETITIONS_PORTAL,2025-09-23
2023,PETITION,SPACE,2023-12-03,SE,ce5a7fe49152c5012023026a,1635427,0,,,,149980,MIXED,724,150,292226,0,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2024-05-28
2024,PETITION,AGRICULTURE,2024-10-22,DE,45e947a82a07f4c28400f341,732047,0,,,,109448,PUBLIC_AUTHORITY,606,763,52519,1,COMMUNICATION,YOUR_VOICE_EUROPE,2025-11-09
2025,PETITION,DIGITAL,2025-07-22,PT,4f1c685ba4aace9dfc154f5a,974872,0,,,,1762,ACADEMIA,642,267,98740,1,IMPLEMENTATION,EUROPA_FORUMS,2025-10-18
2012,PETITION,MIGRATION,2012-10-17,CZ,7efd319dfbb82fc190e13fba,846089,1,,,,39027,NGO,1466,699,61876,1,REVIEW,ECI_REGISTER,2024-09-24
2013,PETITION,CLIMATE,2013-05-26,LT,edec0266b20cda0e38d82a7a,874819,0,,2014-04-15,,53912,BUSINESS,643,720,136346,1,FUNDING_CALL,EU_PETITIONS_PORTAL,2025-02-04
2014,PETITION,SECURITY,2014-06-15,AT,eae070cedcc63593e5179ac2,181082,1,,2015-09-14,,63042,CITIZENS,295,580,87040,1,NO_ACTION,OPEN_DATA_PORTAL,2025-09-18
2015,PETITION,ENERGY,2015-03-20,GR,745e3472bcf623e17ee11b52,707995,1,,,,147279,MIXED,188,130,59050,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2025-10-02
2016,PETITION,CONSUMER,2016-05-20,RO,9a9b100980854efe853ddfa2,528798,0,,2017-01-23,,108256,PUBLIC_AUTHORITY,376,282,14057,1,COMMUNICATION,EUROPA_FORUMS,2025-12-09
2017,PETITION,HEALTH,2017-05-10,DK,306c905265c324f4777fc1d0,1586063,1,,2018-07-01,,147445,ACADEMIA,483,356,116898,1,IMPLEMENTATION,ECI_REGISTER,2025-12-08
2018,PETITION,COMPETITION,2018-03-10,LU,c44bbdd4d97bf5a3b1faa27d,657192,0,,,,138868,NGO,1364,437,6850,1,REVIEW,EU_PETITIONS_PORTAL,2025-07-28
2019,PETITION,TRANSPORT,2019-10-13,BE,80d49a886e24d03d2de871ef,876526,0,,2019-11-19,,44294,BUSINESS,465,410,97339,0,FUNDING_CALL,OPEN_DATA_PORTAL,2025-06-21
2020,PETITION,DATA_GOV,2020-10-06,HU,bffb2f4529ecb1ed5f2fb28d,878048,0,,,,48612,CITIZENS,384,1044,93332,1,NO_ACTION,YOUR_VOICE_EUROPE,2025-09-27
2021,PETITION,FINANCE,2021-02-14,SK,20341cdfc6487caa844ce7e0,1168127,0,,2021-07-03,,94026,MIXED,16,650,295648,0,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2026-02-18
2022,PETITION,SPACE,2022-08-04,EE,bf34ee7e49f9f46372caab6c,1191587,0,,,,37821,PUBLIC_AUTHORITY,749,1048,42989,0,COMMUNICATION,ECI_REGISTER,2024-12-31
2023,PETITION,AGRICULTURE,2023-08-07,MT,dcdd1fbf4d63ef958aa49bac,1233336,0,,2024-04-21,,129817,ACADEMIA,575,1109,47730,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2024-03-27
2024,PETITION,DIGITAL,2024-08-11,BG,ad73201bff96af543192c238,1178115,0,,2024-12-25,,65024,NGO,40,925,8132,1,REVIEW,OPEN_DATA_PORTAL,2024-10-06
2025,PETITION,MIGRATION,2025-07-09,IE,b1acbdb99ca2ebcb8824319e,709613,0,,,,38893,BUSINESS,401,386,57596,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-03-03
2012,PETITION,CLIMATE,2012-10-05,SI,22ad7b0a4626c73f0838f818,242297,1,,2013-05-30,,133083,CITIZENS,678,861,69466,1,NO_ACTION,EUROPA_FORUMS,2024-01-05
2013,PETITION,SECURITY,2013-01-04,FI,39ea780ee023354745145eab,1042909,0,,,,79848,MIXED,928,1886,286908,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-06-28
2014,PETITION,ENERGY,2014-09-15,NL,53e495115f6e608f81a1c429,858781,0,,2015-11-01,,48512,PUBLIC_AUTHORITY,30,1179,73042,1,COMMUNICATION,EU_PETITIONS_PORTAL,2025-08-12
2015,PETITION,CONSUMER,2015-06-12,HR,3f0ee0285080587673a8461b,1023393,1,,2016-07-11,,70900,ACADEMIA,528,260,73039,1,IMPLEMENTATION,OPEN_DATA_PORTAL,2025-10-17
2016,PETITION,HEALTH,2016-07-11,IT,2c423bd0e0db41750357c3e5,1298411,0,,,,112246,NGO,1428,118,83267,1,REVIEW,YOUR_VOICE_EUROPE,2024-12-15
2017,PETITION,COMPETITION,2017-04-06,ES,54b35d95c5b8b86b1d3faf42,818495,0,,2018-02-19,,67321,BUSINESS,438,2208,121602,1,FUNDING_CALL,EUROPA_FORUMS,2025-07-02
2018,PETITION,TRANSPORT,2018-04-16,FR,f2431e824af4f14c3f24bdb0,125369,0,,,,142778,CITIZENS,738,361,41810,1,NO_ACTION,ECI_REGISTER,2025-11-10
2019,PETITION,DATA_GOV,2019-06-26,PL,d2d3125d5a26b3093e7cde56,1150515,0,,2019-12-28,,127319,MIXED,1156,1976,158504,0,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2025-07-21
2020,PETITION,FINANCE,2020-07-12,CY,49d2341f7295c8c1c2b754e3,1445766,0,,2021-06-23,,135307,PUBLIC_AUTHORITY,43,627,73811,1,COMMUNICATION,OPEN_DATA_PORTAL,2025-08-15
2021,PETITION,SPACE,2021-09-12,LV,5bb9fa3653b27f6893c05af4,113929,0,,2022-12-25,,42232,ACADEMIA,725,118,104366,1,IMPLEMENTATION,YOUR_VOICE_EUROPE,2025-07-10
2022,PETITION,AGRICULTURE,2022-01-22,SE,691d49abbcc1129d75d62ece,937739,0,,2022-07-20,,38931,NGO,1150,942,96022,1,REVIEW,EUROPA_FORUMS,2025-10-12
2023,PETITION,DIGITAL,2023-07-15,DE,1c40e9571748d6e28064b3d1,478195,1,,2023-08-28,,143231,BUSINESS,470,1632,65272,1,FUNDING_CALL,ECI_REGISTER,2024-07-05
2024,PETITION,MIGRATION,2024-06-16,PT,052f0664dd9b6ab543202500,1699155,0,,,,64326,CITIZENS,780,1180,125112,0,NO_ACTION,EU_PETITIONS_PORTAL,2025-07-13
2025,PETITION,CLIMATE,2025-10-15,CZ,c2ed48a0dffbe5be44229c1c,1103974,0,,,,97559,MIXED,924,858,114858,0,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-06-07
2012,PETITION,SECURITY,2012-10-08,LT,4d087cbed96c42ee1437a78b,776451,0,,2014-01-24,,93656,PUBLIC_AUTHORITY,691,508,50337,0,COMMUNICATION,YOUR_VOICE_EUROPE,2024-03-30
2013,PETITION,ENERGY,2013-04-12,AT,69f0112c5b5af6c98f45bdf9,1084827,0,,2014-03-24,,65644,ACADEMIA,420,1173,100593,1,IMPLEMENTATION,EUROPA_FORUMS,2024-07-31
2014,PETITION,CONSUMER,2014-04-22,GR,7ed0e084e928b2ce0a7a4d6f,1199256,0,,2015-06-25,,22812,NGO,742,104,40260,1,REVIEW,ECI_REGISTER,2024-04-18
2015,PETITION,HEALTH,2015-09-23,RO,cfdb9b29f2d3fe2526d9a1e1,1013174,0,,2016-10-16,,87193,BUSINESS,254,1062,102755,0,FUNDING_CALL,EU_PETITIONS_PORTAL,2025-04-20
2016,PETITION,COMPETITION,2016-01-22,DK,65c06080216e6ff6c98c427d,921959,0,,2016-08-06,,17560,CITIZENS,524,932,206746,1,NO_ACTION,OPEN_DATA_PORTAL,2025-07-13
2017,PETITION,TRANSPORT,2017-11-24,LU,ce379c4dec3b2b5271d7ae84,374138,1,,,,107027,MIXED,1508,1276,173164,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-04-10
2018,PETITION,DATA_GOV,2018-02-15,BE,ccbdade23efc3ba77639b45a,292828,0,,2018-05-27,,129093,PUBLIC_AUTHORITY,735,49,105169,1,COMMUNICATION,EUROPA_FORUMS,2024-02-28
2019,PETITION,FINANCE,2019-01-18,HU,0fb7e5f2e5b6c1a4caca8e63,995789,0,,,,24497,ACADEMIA,723,270,108467,1,IMPLEMENTATION,ECI_REGISTER,2025-07-19
2020,PETITION,SPACE,2020-11-09,SK,74ca2aaabcea67e9e4e10f56,338898,0,,2021-02-21,,148497,NGO,924,1146,72310,1,REVIEW,EU_PETITIONS_PORTAL,2024-02-02
2021,PETITION,AGRICULTURE,2021-12-13,EE,fab3096c253bb304007f004d,788490,0,,2023-03-06,,71256,BUSINESS,327,572,73588,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-07-18
2022,PETITION,DIGITAL,2022-01-27,MT,72c432b24c4e73c387806c47,1368539,0,,2022-03-30,,101766,CITIZENS,469,949,47484,1,NO_ACTION,YOUR_VOICE_EUROPE,2025-05-18
2023,PETITION,MIGRATION,2023-11-26,BG,ce6e1922d6e7b8aa93ea639f,1478529,0,,,,148875,MIXED,1326,1296,21050,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2025-09-15
2024,PETITION,CLIMATE,2024-01-04,IE,c475d694a411025fb83d433b,1376497,0,,2024-10-29,,64810,PUBLIC_AUTHORITY,439,222,61009,0,COMMUNICATION,ECI_REGISTER,2024-04-26
2025,PETITION,SECURITY,2025-07-21,SI,0f647c22a304e58b81a57736,1562947,0,,,,148075,ACADEMIA,10,561,69718,0,IMPLEMENTATION,EU_PETITIONS_PORTAL,2024-02-18
2012,PETITION,ENERGY,2012-05-04,FI,f8b67cf5a6a56b115f20fe8a,1385540,0,,2013-07-10,,58887,NGO,786,167,43398,1,REVIEW,OPEN_DATA_PORTAL,2025-12-11
2013,PETITION,CONSUMER,2013-11-23,NL,1f75671f9caa45b659a519bc,36944,0,,,,49715,BUSINESS,5,938,72812,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-02-01
2014,PETITION,HEALTH,2014-10-23,HR,dd41d9d909a2e927379d85a3,315572,0,,2015-02-24,,60938,CITIZENS,336,174,104902,1,NO_ACTION,EUROPA_FORUMS,2025-08-15
2015,PETITION,COMPETITION,2015-05-22,IT,862029b9c63524760baa798a,863271,0,,2015-11-02,,123077,MIXED,1504,70,254850,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2024-11-04
2016,PETITION,TRANSPORT,2016-11-25,ES,7fbab94b458ab1fc4b568e13,1160741,0,,2017-10-18,,113709,PUBLIC_AUTHORITY,151,1123,67503,0,COMMUNICATION,EU_PETITIONS_PORTAL,2024-02-23
2017,PETITION,DATA_GOV,2017-12-14,FR,2e860ba0f3e5a29ed04d726f,307345,1,,2018-05-06,,137050,ACADEMIA,427,813,18639,1,IMPLEMENTATION,OPEN_DATA_PORTAL,2024-04-23
2018,PETITION,FINANCE,2018-08-14,PL,83135e534f7d35504dff9b4c,1326097,1,,2018-09-23,,74940,NGO,1394,126,109825,1,REVIEW,YOUR_VOICE_EUROPE,2025-12-04
2019,PETITION,SPACE,2019-03-17,CY,7c947be94d48f81aafb48430,738236,0,,,,120454,BUSINESS,657,260,11729,1,FUNDING_CALL,EUROPA_FORUMS,2025-10-20
2020,PETITION,AGRICULTURE,2020-03-28,LV,110d0f016ad2644385274031,485534,0,,,,95186,CITIZENS,503,368,197912,0,NO_ACTION,ECI_REGISTER,2026-01-10
2021,PETITION,DIGITAL,2021-12-26,SE,d84d822269ec099d19b80154,428292,0,,2022-09-10,,103355,MIXED,1558,316,299492,0,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2024-05-22
2022,PETITION,MIGRATION,2022-01-17,DE,ce041b06437d7ed7f18061a3,1298281,0,,,,71893,PUBLIC_AUTHORITY,226,96,60012,0,COMMUNICATION,OPEN_DATA_PORTAL,2024-01-23
