health_cb_reference_year,health_cb_country_of_treatment_iso2,health_cb_country_of_affiliation_iso2,health_cb_treatment_type_code,health_cb_prior_authorisation_required_flag,health_cb_cases_count,health_cb_reimbursement_amount_eur,health_cb_out_of_pocket_amount_eur,health_cb_waiting_time_avoidance_days,health_cb_patient_satisfaction_score,health_cb_denied_cases_count,health_cb_denial_reason_code,health_cb_appeals_count,health_cb_successful_appeals_count,health_cb_ehds_ready_flag,health_cb_ehealth_interoperability_flag,health_cb_data_source,health_cb_methodology_version,health_cb_last_update_date,health_cb_data_extract_date
2019,RO,SK,DIAGNOSTICS,0,1242,1612478.88,299115.93,209.03,5.04,134,NO_PRIOR_AUTHORISATION,51,23,1,0,INSURANCE_FUND_ADMIN,CBHC_V3,2014-03-14,2026-01-21
2020,BG,EE,REHABILITATION,0,3654,2717167.42,230159.19,110.76,5.0,212,CAPACITY_LIMITS,79,20,1,1,EHDS_PILOT,CBHC_V2,2014-04-02,2024-02-12
2021,FR,MT,CANCER_CARE,1,19750,13772939.96,3929814.77,158.26,4.68,3761,INCOMPLETE_DOCUMENTS,666,244,0,0,PATIENT_SURVEY,CBHC_V1,2014-04-21,2025-02-05
2022,LT,BG,PLANNED_SURGERY,1,22718,53111870.03,19547050.26,145.64,4.43,2656,ALTERNATIVE_AVAILABLE,1162,878,1,0,NCP_REPORTING,CBHC_V3,2014-05-10,2025-01-12
2023,SK,IE,DENTAL,0,20812,21825004.03,6290377.02,0.27,4.38,361,MEDICAL_JUSTIFICATION,62,19,1,1,INSURANCE_FUND_ADMIN,CBHC_V2,2014-05-29,2025-07-06
2024,HR,SI,RARE_DISEASE_CARE,1,35892,77304355.45,9547624.65,157.24,2.95,5126,OTHER,2438,1282,1,1,EHDS_PILOT,CBHC_V1,2014-06-17,2025-12-15
2025,DE,FI,TELECONSULTATION,0,40235,8056026.1,2752581.93,118.41,4.32,4898,NOT_COVERED,2648,1437,1,1,PATIENT_SURVEY,CBHC_V3,2014-07-06,2026-02-07
2006,LU,NL,MATERNITY,1,6051,11059295.68,3118231.97,135.28,4.46,470,NO_PRIOR_AUTHORISATION,38,27,0,0,NCP_REPORTING,CBHC_V2,2014-07-25,2025-08-03
2007,SI,HR,DIAGNOSTICS,1,15159,6681658.48,1603640.15,140.01,3.0,1216,CAPACITY_LIMITS,472,313,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2014-08-13,2025-10-31
2008,CY,IT,REHABILITATION,0,18426,29399867.21,3957766.39,37.88,2.85,1260,INCOMPLETE_DOCUMENTS,233,105,0,1,EHDS_PILOT,CBHC_V3,2014-09-01,2024-03-08
2009,GR,ES,CANCER_CARE,1,24409,11991407.18,1861126.22,68.77,4.75,583,ALTERNATIVE_AVAILABLE,270,125,0,1,PATIENT_SURVEY,CBHC_V2,2014-09-20,2026-01-28
2010,MT,FR,PLANNED_SURGERY,1,31919,53346868.23,6777874.72,200.1,2.53,1225,MEDICAL_JUSTIFICATION,480,260,0,0,NCP_REPORTING,CBHC_V1,2014-10-09,2024-10-18
2011,ES,PL,DENTAL,0,55211,32399037.37,11911129.77,143.2,4.87,8063,OTHER,3484,1529,0,1,INSURANCE_FUND_ADMIN,CBHC_V3,2014-10-28,2025-11-23
2012,CZ,CY,RARE_DISEASE_CARE,1,19986,12748411.45,1687098.78,27.38,2.72,2860,NOT_COVERED,502,337,0,0,EHDS_PILOT,CBHC_V2,2014-11-16,2025-10-03
2013,HU,LV,TELECONSULTATION,0,5278,9888034.43,1779398.24,30.29,3.08,609,NO_PRIOR_AUTHORISATION,245,66,0,0,PATIENT_SURVEY,CBHC_V1,2014-12-05,2025-10-13
2014,NL,SE,MATERNITY,1,47101,30134088.02,2166595.04,163.53,2.62,6317,CAPACITY_LIMITS,3267,2468,0,0,NCP_REPORTING,CBHC_V3,2014-12-24,2024-10-01
2015,SE,DE,DIAGNOSTICS,0,20564,4002541.76,1249557.83,270.44,4.0,807,INCOMPLETE_DOCUMENTS,365,219,0,1,INSURANCE_FUND_ADMIN,CBHC_V2,2015-01-12,2025-08-22
2016,DK,PT,REHABILITATION,1,17062,25893855.5,5942246.37,95.31,4.39,3680,ALTERNATIVE_AVAILABLE,1786,817,0,0,EHDS_PILOT,CBHC_V1,2015-01-31,2024-12-09
2017,IE,CZ,CANCER_CARE,1,486,311218.11,89689.19,80.67,2.85,21,MEDICAL_JUSTIFICATION,10,2,0,0,PATIENT_SURVEY,CBHC_V3,2015-02-19,2026-02-25
2018,PL,LT,PLANNED_SURGERY,1,19138,51903638.06,8018351.3,217.99,4.2,1400,OTHER,337,250,0,0,NCP_REPORTING,CBHC_V2,2015-03-10,2025-09-19
2019,AT,AT,DENTAL,0,9971,2285610.1,546412.06,203.02,3.37,542,NOT_COVERED,132,65,0,1,INSURANCE_FUND_ADMIN,CBHC_V1,2015-03-29,2025-10-26
2020,EE,GR,RARE_DISEASE_CARE,1,29018,74525675.31,27637179.14,164.45,2.73,812,NO_PRIOR_AUTHORISATION,309,229,0,1,EHDS_PILOT,CBHC_V3,2015-04-17,2024-01-21
2021,IT,RO,TELECONSULTATION,0,8163,14081320.86,4572172.08,88.28,4.69,713,CAPACITY_LIMITS,295,153,0,1,PATIENT_SURVEY,CBHC_V2,2015-05-06,2024-11-17
2022,PT,DK,MATERNITY,1,16248,5347277.29,608422.18,112.21,4.18,2162,INCOMPLETE_DOCUMENTS,631,346,0,1,NCP_REPORTING,CBHC_V1,2015-05-25,2025-06-30
2023,BE,LU,DIAGNOSTICS,0,1616,2871220.97,304565.85,275.94,4.01,61,ALTERNATIVE_AVAILABLE,31,22,1,1,INSURANCE_FUND_ADMIN,CBHC_V3,2015-06-13,2024-06-10
2024,FI,BE,REHABILITATION,1,22854,16514519.73,4500581.04,63.83,2.57,1055,MEDICAL_JUSTIFICATION,187,51,0,1,EHDS_PILOT,CBHC_V2,2015-07-02,2025-01-04
2025,LV,HU,CANCER_CARE,1,19422,20521107.21,3304655.07,65.72,3.07,3067,OTHER,892,433,1,1,PATIENT_SURVEY,CBHC_V1,2015-07-21,2024-04-22
2006,RO,SK,PLANNED_SURGERY,1,5480,4912955.23,1155909.71,96.07,3.4,1000,NOT_COVERED,445,211,0,0,NCP_REPORTING,CBHC_V3,2015-08-09,2025-07-11
2007,BG,EE,DENTAL,0,35703,19322631.23,4724189.21,88.92,3.77,3593,NO_PRIOR_AUTHORISATION,1619,420,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2015-08-28,2025-05-29
2008,FR,MT,RARE_DISEASE_CARE,1,53485,22854070.94,2321432.97,66.49,4.36,2931,CAPACITY_LIMITS,271,120,0,0,EHDS_PILOT,CBHC_V1,2015-09-16,2025-05-08
2009,LT,BG,TELECONSULTATION,0,3455,4305292.94,1362730.25,201.04,2.74,348,INCOMPLETE_DOCUMENTS,173,81,0,0,PATIENT_SURVEY,CBHC_V3,2015-10-05,2025-08-05
2010,SK,IE,MATERNITY,0,27152,30283805.47,6278537.73,170.83,4.34,1026,ALTERNATIVE_AVAILABLE,129,83,0,0,NCP_REPORTING,CBHC_V2,2015-10-24,2025-04-15
2011,HR,SI,DIAGNOSTICS,1,35103,52020929.84,11706800.17,169.96,4.87,4240,MEDICAL_JUSTIFICATION,728,236,1,0,INSURANCE_FUND_ADMIN,CBHC_V1,2015-11-12,2024-01-31
2012,DE,FI,REHABILITATION,1,54035,77470198.55,13308418.8,171.88,2.73,10831,OTHER,5244,2648,0,0,EHDS_PILOT,CBHC_V3,2015-12-01,2024-10-05
2013,LU,NL,CANCER_CARE,0,26565,84441264.21,23682506.31,202.92,4.73,2926,NOT_COVERED,987,594,0,1,PATIENT_SURVEY,CBHC_V2,2015-12-20,2024-05-15
2014,SI,HR,PLANNED_SURGERY,1,20426,37996376.69,11553679.69,19.03,2.41,875,NO_PRIOR_AUTHORISATION,144,77,0,0,NCP_REPORTING,CBHC_V1,2016-01-08,2024-11-08
2015,CY,IT,DENTAL,0,6050,8738271.21,1010804.4,128.86,3.97,619,CAPACITY_LIMITS,119,88,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2016-01-27,2024-07-22
2016,GR,ES,RARE_DISEASE_CARE,0,9701,12432547.42,1230682.76,167.7,2.81,388,INCOMPLETE_DOCUMENTS,166,76,0,1,EHDS_PILOT,CBHC_V2,2016-02-15,2024-03-11
2017,MT,FR,TELECONSULTATION,0,9558,13547903.42,3308071.82,198.03,2.92,510,ALTERNATIVE_AVAILABLE,74,40,1,0,PATIENT_SURVEY,CBHC_V1,2016-03-05,2024-08-02
2018,ES,PL,MATERNITY,1,6044,5728850.26,2066660.21,168.64,4.93,486,MEDICAL_JUSTIFICATION,257,193,0,0,NCP_REPORTING,CBHC_V3,2016-03-24,2024-06-05
2019,CZ,CY,DIAGNOSTICS,0,11226,16368353.25,3149530.0,15.5,4.05,1472,OTHER,573,207,0,1,INSURANCE_FUND_ADMIN,CBHC_V2,2016-04-12,2025-01-30
2020,HU,LV,REHABILITATION,1,7275,8489930.4,852114.87,32.27,4.32,1504,NOT_COVERED,676,343,0,1,EHDS_PILOT,CBHC_V1,2016-05-01,2024-07-28
2021,NL,SE,CANCER_CARE,1,56285,58068718.06,7129965.91,104.67,4.07,9051,NO_PRIOR_AUTHORISATION,2819,1430,0,1,PATIENT_SURVEY,CBHC_V3,2016-05-20,2024-10-08
2022,SE,DE,PLANNED_SURGERY,1,4087,9004847.42,887361.16,25.11,4.61,488,CAPACITY_LIMITS,244,87,0,0,NCP_REPORTING,CBHC_V2,2016-06-08,2024-04-03
2023,DK,PT,DENTAL,0,3043,1520543.27,150758.54,84.61,4.07,80,INCOMPLETE_DOCUMENTS,12,7,0,1,INSURANCE_FUND_ADMIN,CBHC_V1,2016-06-27,2025-06-21
2024,IE,CZ,RARE_DISEASE_CARE,0,3088,7258486.79,497218.3,43.94,4.56,288,ALTERNATIVE_AVAILABLE,29,12,0,1,EHDS_PILOT,CBHC_V3,2016-07-16,2025-03-04
2025,PL,LT,TELECONSULTATION,0,23719,16713041.62,2493511.36,70.06,4.59,1005,MEDICAL_JUSTIFICATION,229,63,1,1,PATIENT_SURVEY,CBHC_V2,2016-08-04,2025-10-20
2006,AT,AT,MATERNITY,0,37044,51931517.79,5163358.7,168.23,3.98,2522,OTHER,579,409,0,0,NCP_REPORTING,CBHC_V1,2016-08-23,2024-12-06
2007,EE,GR,DIAGNOSTICS,0,26397,37099356.36,2585980.69,263.95,5.0,1164,NOT_COVERED,262,131,1,1,INSURANCE_FUND_ADMIN,CBHC_V3,2016-09-11,2025-03-27
2008,IT,RO,REHABILITATION,1,22074,14419197.43,1631377.53,133.89,3.82,2465,NO_PRIOR_AUTHORISATION,607,296,0,0,EHDS_PILOT,CBHC_V2,2016-09-30,2025-05-29
2009,PT,DK,CANCER_CARE,0,32150,39785190.8,13314496.96,195.71,3.89,3651,CAPACITY_LIMITS,739,544,0,0,PATIENT_SURVEY,CBHC_V1,2016-10-19,2024-06-17
2010,BE,LU,PLANNED_SURGERY,1,56000,94934480.28,20658232.66,13.24,2.35,5682,INCOMPLETE_DOCUMENTS,1140,537,0,0,NCP_REPORTING,CBHC_V3,2016-11-07,2025-07-27
2011,FI,BE,DENTAL,0,9510,15789610.97,2587852.54,167.62,3.54,324,ALTERNATIVE_AVAILABLE,84,28,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2016-11-26,2024-05-12
2012,LV,HU,RARE_DISEASE_CARE,1,16060,21131146.83,7420233.95,48.88,5.0,3203,MEDICAL_JUSTIFICATION,1560,572,1,0,EHDS_PILOT,CBHC_V1,2016-12-15,2025-05-09
2013,RO,SK,TELECONSULTATION,0,1598,2070382.21,459843.74,187.15,4.61,66,OTHER,24,15,0,0,PATIENT_SURVEY,CBHC_V3,2017-01-03,2024-03-28
2014,BG,EE,MATERNITY,0,14410,13102621.95,3638403.94,200.88,4.93,167,NOT_COVERED,45,27,0,1,NCP_REPORTING,CBHC_V2,2017-01-22,2024-03-03
2015,FR,MT,DIAGNOSTICS,0,23152,7278018.37,990218.44,196.35,3.94,1772,NO_PRIOR_AUTHORISATION,298,141,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2017-02-10,2025-03-17
2016,LT,BG,REHABILITATION,1,20120,8304918.15,1556329.86,157.45,4.58,2975,CAPACITY_LIMITS,1523,996,1,0,EHDS_PILOT,CBHC_V3,2017-03-01,2025-06-27
2017,SK,IE,CANCER_CARE,1,11129,19457187.07,5243576.85,48.36,3.28,902,INCOMPLETE_DOCUMENTS,233,175,0,0,PATIENT_SURVEY,CBHC_V2,2017-03-20,2025-11-30
2018,HR,SI,PLANNED_SURGERY,1,26338,39113084.16,4963753.96,165.17,5.14,5450,ALTERNATIVE_AVAILABLE,600,341,0,0,NCP_REPORTING,CBHC_V1,2017-04-08,2025-01-11
2019,DE,FI,DENTAL,1,13241,21275863.8,6855093.42,85.58,4.17,1271,MEDICAL_JUSTIFICATION,686,466,1,0,INSURANCE_FUND_ADMIN,CBHC_V3,2017-04-27,2026-01-09
2020,LU,NL,RARE_DISEASE_CARE,1,15016,31572001.68,11912699.78,201.58,4.93,1485,OTHER,188,110,0,0,EHDS_PILOT,CBHC_V2,2017-05-16,2025-09-25
2021,SI,HR,TELECONSULTATION,1,3820,3584947.35,1238272.39,77.06,3.67,695,NOT_COVERED,156,103,0,1,PATIENT_SURVEY,CBHC_V1,2017-06-04,2024-10-13
2022,CY,IT,MATERNITY,0,31600,17887861.08,4495926.85,191.17,2.86,2534,NO_PRIOR_AUTHORISATION,1045,667,1,1,NCP_REPORTING,CBHC_V3,2017-06-23,2025-01-24
2023,GR,ES,DIAGNOSTICS,0,27103,43924171.04,5402937.8,242.94,3.33,3479,CAPACITY_LIMITS,1867,528,1,0,INSURANCE_FUND_ADMIN,CBHC_V2,2017-07-12,2024-01-14
2024,MT,FR,REHABILITATION,0,19805,8665209.37,2537285.74,56.96,2.81,746,INCOMPLETE_DOCUMENTS,399,147,1,0,EHDS_PILOT,CBHC_V1,2017-07-31,2025-11-03
2025,ES,PL,CANCER_CARE,1,41772,64546745.49,12673036.25,172.8,4.19,667,ALTERNATIVE_AVAILABLE,73,32,0,0,PATIENT_SURVEY,CBHC_V3,2017-08-19,2026-02-25
2006,CZ,CY,PLANNED_SURGERY,1,17221,8930363.77,954383.21,196.49,3.64,725,MEDICAL_JUSTIFICATION,208,105,0,0,NCP_REPORTING,CBHC_V2,2017-09-07,2024-05-27
2007,HU,LV,DENTAL,0,15116,3295609.75,859358.22,185.67,4.06,1986,OTHER,277,153,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2017-09-26,2024-07-05
2008,NL,SE,RARE_DISEASE_CARE,1,13406,36326779.41,2703878.73,173.86,2.55,233,NOT_COVERED,92,44,0,0,EHDS_PILOT,CBHC_V3,2017-10-15,2024-01-01
2009,SE,DE,TELECONSULTATION,0,6316,7428427.71,1795408.63,165.29,3.48,412,NO_PRIOR_AUTHORISATION,106,75,0,0,PATIENT_SURVEY,CBHC_V2,2017-11-03,2024-06-03
2010,DK,PT,MATERNITY,0,4474,3457212.61,1074642.21,116.47,3.65,249,CAPACITY_LIMITS,103,32,0,0,NCP_REPORTING,CBHC_V1,2017-11-22,2025-03-17
2011,IE,CZ,DIAGNOSTICS,0,2922,4425438.17,727766.97,194.55,4.25,40,INCOMPLETE_DOCUMENTS,18,5,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2017-12-11,2024-01-16
2012,PL,LT,REHABILITATION,0,2432,3113744.31,251313.25,182.12,3.82,218,ALTERNATIVE_AVAILABLE,34,15,0,0,EHDS_PILOT,CBHC_V2,2017-12-30,2025-02-11
2013,AT,AT,CANCER_CARE,1,28948,12414692.75,4470830.38,110.01,5.13,3912,MEDICAL_JUSTIFICATION,1974,1246,0,0,PATIENT_SURVEY,CBHC_V1,2018-01-18,2025-07-02
2014,EE,GR,PLANNED_SURGERY,1,1423,2431606.56,683409.21,32.68,3.47,190,OTHER,82,29,0,0,NCP_REPORTING,CBHC_V3,2018-02-06,2026-02-23
2015,IT,RO,DENTAL,0,23349,30625573.5,9104494.74,3.72,3.52,2612,NOT_COVERED,221,161,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2018-02-25,2025-12-06
2016,PT,DK,RARE_DISEASE_CARE,1,21732,36027892.11,4999342.47,166.38,4.8,1805,NO_PRIOR_AUTHORISATION,365,269,1,1,EHDS_PILOT,CBHC_V1,2018-03-16,2025-12-14
2017,BE,LU,TELECONSULTATION,0,51362,64246583.46,20059824.44,96.6,4.3,7638,CAPACITY_LIMITS,3404,1592,0,0,PATIENT_SURVEY,CBHC_V3,2018-04-04,2025-07-19
2018,FI,BE,MATERNITY,0,35172,23529277.29,4479951.22,203.47,2.58,1675,INCOMPLETE_DOCUMENTS,610,330,1,0,NCP_REPORTING,CBHC_V2,2018-04-23,2026-02-22
2019,LV,HU,DIAGNOSTICS,0,14150,21742284.84,3979048.74,208.65,4.52,1208,ALTERNATIVE_AVAILABLE,583,351,0,1,INSURANCE_FUND_ADMIN,CBHC_V1,2018-05-12,2024-10-06
2020,RO,SK,REHABILITATION,1,27654,17405891.36,1198058.91,161.52,4.46,5082,MEDICAL_JUSTIFICATION,1315,704,0,0,EHDS_PILOT,CBHC_V3,2018-05-31,2024-11-05
2021,BG,EE,CANCER_CARE,1,10638,12470007.23,2263050.2,10.25,3.21,1976,OTHER,578,433,0,1,PATIENT_SURVEY,CBHC_V2,2018-06-19,2024-11-19
2022,FR,MT,PLANNED_SURGERY,1,53636,161878817.56,35423492.13,51.07,4.6,8921,NOT_COVERED,3133,1288,0,1,NCP_REPORTING,CBHC_V1,2018-07-08,2025-08-26
2023,LT,BG,DENTAL,0,26808,28596742.31,5140225.9,170.01,4.62,1921,NO_PRIOR_AUTHORISATION,747,205,1,0,INSURANCE_FUND_ADMIN,CBHC_V3,2018-07-27,2024-07-11
2024,SK,IE,RARE_DISEASE_CARE,1,11466,34001427.15,3508993.0,125.02,4.52,1094,CAPACITY_LIMITS,360,111,1,0,EHDS_PILOT,CBHC_V2,2018-08-15,2026-02-02
2025,HR,SI,TELECONSULTATION,0,28772,19922118.37,2782660.19,52.54,4.47,3683,INCOMPLETE_DOCUMENTS,377,97,0,0,PATIENT_SURVEY,CBHC_V1,2018-09-03,2025-07-22
2006,DE,FI,MATERNITY,0,35037,25238236.19,2167220.54,76.17,2.82,2868,ALTERNATIVE_AVAILABLE,387,210,0,0,NCP_REPORTING,CBHC_V3,2018-09-22,2026-01-29
2007,LU,NL,DIAGNOSTICS,0,32329,12765954.63,2557669.48,121.23,3.67,628,MEDICAL_JUSTIFICATION,50,26,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2018-10-11,2024-02-25
2008,SI,HR,REHABILITATION,1,31549,9124838.96,2556320.18,182.41,4.78,6670,OTHER,3105,1448,0,1,EHDS_PILOT,CBHC_V1,2018-10-30,2024-10-27
2009,CY,IT,CANCER_CARE,1,27084,68364563.23,16040260.83,69.94,2.63,1164,NOT_COVERED,538,312,1,0,PATIENT_SURVEY,CBHC_V3,2018-11-18,2025-02-12
2010,GR,ES,PLANNED_SURGERY,1,32735,88255668.69,19061489.38,144.87,4.61,5414,NO_PRIOR_AUTHORISATION,1395,561,0,0,NCP_REPORTING,CBHC_V2,2018-12-07,2024-05-15
2011,MT,FR,DENTAL,0,19631,32881955.01,2569052.99,120.69,4.23,2562,CAPACITY_LIMITS,991,707,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2018-12-26,2026-01-19
2012,ES,PL,RARE_DISEASE_CARE,1,50422,33315114.71,5121738.74,105.38,3.77,10692,INCOMPLETE_DOCUMENTS,2603,1159,0,0,EHDS_PILOT,CBHC_V3,2019-01-14,2024-11-10
2013,CZ,CY,TELECONSULTATION,0,18236,10221556.92,1683687.81,190.14,4.45,1812,ALTERNATIVE_AVAILABLE,526,306,0,0,PATIENT_SURVEY,CBHC_V2,2019-02-02,2025-09-24
2014,HU,LV,MATERNITY,0,16305,14530315.53,3317274.24,169.38,2.72,384,MEDICAL_JUSTIFICATION,150,94,1,0,NCP_REPORTING,CBHC_V1,2019-02-21,2024-08-23
2015,NL,SE,DIAGNOSTICS,0,46479,12433770.51,3822947.72,240.08,3.54,1614,OTHER,398,128,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2019-03-12,2025-11-15
2016,SE,DE,REHABILITATION,1,13087,21502613.15,5008762.81,122.85,3.48,1146,NOT_COVERED,257,105,0,0,EHDS_PILOT,CBHC_V2,2019-03-31,2025-09-12
2017,DK,PT,CANCER_CARE,1,33718,46279328.03,7527126.94,52.88,4.56,1796,NO_PRIOR_AUTHORISATION,130,79,0,0,PATIENT_SURVEY,CBHC_V1,2019-04-19,2024-05-14
2018,IE,CZ,PLANNED_SURGERY,1,32805,92447107.06,16198849.35,109.44,2.57,2742,CAPACITY_LIMITS,1355,472,0,0,NCP_REPORTING,CBHC_V3,2019-05-08,2025-04-23
2019,PL,LT,DENTAL,0,361,521072.29,38925.44,135.31,2.81,21,INCOMPLETE_DOCUMENTS,3,1,1,1,INSURANCE_FUND_ADMIN,CBHC_V2,2019-05-27,2024-04-27
2020,AT,AT,RARE_DISEASE_CARE,0,22988,25424753.18,6135661.57,169.03,3.12,2160,ALTERNATIVE_AVAILABLE,616,445,0,1,EHDS_PILOT,CBHC_V1,2019-06-15,2024-02-25
2021,EE,GR,TELECONSULTATION,0,17707,5201121.78,1561729.89,120.63,2.86,1821,MEDICAL_JUSTIFICATION,296,214,0,1,PATIENT_SURVEY,CBHC_V3,2019-07-04,2024-12-08
2022,IT,RO,MATERNITY,1,48003,107125993.98,14624496.43,147.08,4.48,8112,OTHER,1077,523,1,0,NCP_REPORTING,CBHC_V2,2019-07-23,2025-10-11
2023,PT,DK,DIAGNOSTICS,0,7741,8599811.23,3085138.55,41.95,3.91,109,NOT_COVERED,14,8,0,1,INSURANCE_FUND_ADMIN,CBHC_V1,2019-08-11,2024-01-09
2024,BE,LU,REHABILITATION,1,10302,11857038.04,2482793.81,113.08,2.67,1166,NO_PRIOR_AUTHORISATION,186,130,1,1,EHDS_PILOT,CBHC_V3,2019-08-30,2024-04-17
2025,FI,BE,CANCER_CARE,1,21758,35592266.43,4492773.76,23.38,3.59,4444,CAPACITY_LIMITS,1563,561,0,0,PATIENT_SURVEY,CBHC_V2,2019-09-18,2024-08-08
2006,LV,HU,PLANNED_SURGERY,0,18595,57098157.28,16174157.27,249.87,4.87,577,INCOMPLETE_DOCUMENTS,224,64,0,0,NCP_REPORTING,CBHC_V1,2019-10-07,2024-01-07
2007,RO,SK,DENTAL,0,13101,14658911.54,4270046.91,124.11,4.8,1203,ALTERNATIVE_AVAILABLE,467,168,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2019-10-26,2024-12-07
2008,BG,EE,RARE_DISEASE_CARE,1,17270,11188513.77,2817546.56,82.41,2.55,461,MEDICAL_JUSTIFICATION,173,50,0,1,EHDS_PILOT,CBHC_V2,2019-11-14,2025-01-23
2009,FR,MT,TELECONSULTATION,0,53738,52419210.89,17770971.26,0.48,4.0,947,OTHER,162,57,0,0,PATIENT_SURVEY,CBHC_V1,2019-12-03,2024-07-01
2010,LT,BG,MATERNITY,0,25555,34733232.82,11900517.93,190.72,4.31,3335,NOT_COVERED,1582,833,0,1,NCP_REPORTING,CBHC_V3,2019-12-22,2025-12-28
2011,SK,IE,DIAGNOSTICS,0,3265,4616998.85,1697562.14,10.34,2.99,498,NO_PRIOR_AUTHORISATION,90,39,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2020-01-10,2025-05-29
2012,HR,SI,REHABILITATION,1,10805,10994952.62,3685921.0,0.33,4.27,586,CAPACITY_LIMITS,152,98,0,0,EHDS_PILOT,CBHC_V1,2020-01-29,2025-06-16
2013,DE,FI,CANCER_CARE,1,4040,8918016.92,2244753.41,116.44,2.57,375,INCOMPLETE_DOCUMENTS,83,39,1,0,PATIENT_SURVEY,CBHC_V3,2020-02-17,2025-07-29
2014,LU,NL,PLANNED_SURGERY,1,8878,7980540.46,2892258.46,169.06,4.72,1401,ALTERNATIVE_AVAILABLE,725,421,1,1,NCP_REPORTING,CBHC_V2,2020-03-07,2025-04-14
2015,SI,HR,DENTAL,0,13298,1713616.6,505671.39,175.9,3.93,1480,MEDICAL_JUSTIFICATION,675,350,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2020-03-26,2025-08-05
2016,CY,IT,RARE_DISEASE_CARE,1,27710,94112264.25,25181974.62,131.16,4.73,4118,OTHER,809,296,0,0,EHDS_PILOT,CBHC_V3,2020-04-14,2024-03-23
2017,GR,ES,TELECONSULTATION,0,31069,36687660.36,7459567.92,191.41,4.23,2509,NOT_COVERED,718,200,0,0,PATIENT_SURVEY,CBHC_V2,2020-05-03,2024-01-19
2018,MT,FR,MATERNITY,0,5778,3536570.69,331100.95,16.34,4.01,63,NO_PRIOR_AUTHORISATION,10,3,0,0,NCP_REPORTING,CBHC_V1,2020-05-22,2024-10-07
2019,ES,PL,DIAGNOSTICS,0,46252,58283003.31,11550710.68,279.05,3.79,2193,CAPACITY_LIMITS,610,376,0,1,INSURANCE_FUND_ADMIN,CBHC_V3,2020-06-10,2025-02-13
2020,CZ,CY,REHABILITATION,0,7034,7100171.53,2327182.51,87.86,4.97,493,INCOMPLETE_DOCUMENTS,126,44,0,1,EHDS_PILOT,CBHC_V2,2020-06-29,2024-10-21
2021,HU,LV,CANCER_CARE,1,25711,15477941.01,3617516.45,199.07,3.57,2365,ALTERNATIVE_AVAILABLE,1040,622,0,0,PATIENT_SURVEY,CBHC_V1,2020-07-18,2024-03-18
2022,NL,SE,PLANNED_SURGERY,1,55254,121993322.75,36639016.8,252.09,2.74,1292,MEDICAL_JUSTIFICATION,391,135,1,0,NCP_REPORTING,CBHC_V3,2020-08-06,2026-01-06
2023,SE,DE,DENTAL,1,30873,52687326.1,7365486.01,147.46,4.5,4732,OTHER,1243,524,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2020-08-25,2024-03-13
2024,DK,PT,RARE_DISEASE_CARE,1,25772,41046112.9,12340815.86,87.86,3.86,4813,NOT_COVERED,1275,745,1,1,EHDS_PILOT,CBHC_V1,2020-09-13,2025-07-28
2025,IE,CZ,TELECONSULTATION,0,22513,24735268.01,4260900.99,63.16,2.72,522,NO_PRIOR_AUTHORISATION,34,20,0,1,PATIENT_SURVEY,CBHC_V3,2020-10-02,2024-02-28
2006,PL,LT,MATERNITY,1,20788,17071834.4,4841965.31,114.1,2.91,1968,CAPACITY_LIMITS,399,304,0,0,NCP_REPORTING,CBHC_V2,2020-10-21,2024-09-26
2007,AT,AT,DIAGNOSTICS,0,36083,16362687.78,2020853.8,129.13,4.08,586,INCOMPLETE_DOCUMENTS,163,122,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2020-11-09,2024-07-04
2008,EE,GR,REHABILITATION,1,17331,4641245.97,1327444.08,199.77,4.8,3456,ALTERNATIVE_AVAILABLE,804,359,0,0,EHDS_PILOT,CBHC_V3,2020-11-28,2024-04-07
2009,IT,RO,CANCER_CARE,1,41149,85757017.34,6528942.52,74.76,3.42,8166,MEDICAL_JUSTIFICATION,2398,1369,0,0,PATIENT_SURVEY,CBHC_V2,2020-12-17,2025-04-09
2010,PT,DK,PLANNED_SURGERY,1,34496,71556779.77,13869873.77,49.47,4.95,1840,OTHER,336,203,0,0,NCP_REPORTING,CBHC_V1,2021-01-05,2024-06-24
2011,BE,LU,DENTAL,1,51965,82934577.56,18085363.1,79.35,4.69,11157,NOT_COVERED,4546,2900,1,1,INSURANCE_FUND_ADMIN,CBHC_V3,2021-01-24,2024-03-11
