demo_popproj_projection_year,demo_popproj_geography_lgd_code,demo_popproj_age_cohort_5yr,demo_popproj_sex_at_birth,demo_popproj_race_ethnicity_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_net_births_assumption,demo_popproj_net_deaths_assumption,demo_popproj_domestic_migration_assumption,demo_popproj_international_migration_assumption,demo_popproj_housing_units_baseline,demo_popproj_group_quarters_population,demo_popproj_cohort_survival_rate,demo_popproj_fertility_rate_assumption,demo_popproj_migration_rate_assumption,demo_popproj_release_vintage,demo_popproj_methodology_code
2025,12086775,80-84,X,OBC,695970,627959,585030,687047,32027,25399,-45690,-1163,148258,24062,0.9161,3.51,0.0168,2025-Q%q,TREND
2040,65813735,40-44,M,ST,1396456,1212752,1079871,1339350,38288,23889,8492,-7722,313306,8493,0.968,1.23,0.0176,2018-Q%q,COHORTCOMP
2033,16604443,20-24,M,ST,1994217,1937789,1726247,2140099,11501,15851,-7812,9180,171624,27412,0.9534,1.59,0.0422,2018-Q%q,CENSUS_ADJ
2040,38893355,70-74,M,General,1450172,1310312,1220547,1401403,32629,12270,29439,-1629,449382,2139,0.9768,2.98,0.0154,2019-Q%q,HYBRID
2022,88015333,60-64,X,SC,1529890,1688874,1594922,1839353,60411,56685,45177,4003,589905,34506,0.9373,2.87,-0.0163,2025-Q%q,HYBRID
2027,86734337,85+,F,Other,601004,683511,652854,747087,5806,18958,-27721,7284,301099,42668,0.9116,3.15,-0.0106,2020-Q%q,HYBRID
2035,86243323,30-34,M,General,1764024,1642664,1532304,1853192,22273,49977,-26553,7440,319566,22827,0.9373,3.45,0.0277,2020-Q%q,BAYES
2022,18916110,50-54,X,SC,1531334,1483302,1380476,1593367,47622,19839,-20609,-3535,31487,196,0.9345,3.28,0.0177,2020-Q%q,COHORTCOMP
2028,56287349,65-69,M,ST,472086,457863,404491,482543,48993,18980,-33140,-1380,97021,26555,0.9522,2.66,0.0073,2025-Q%q,TREND
2038,81439935,60-64,F,General,1824554,1703651,1484932,1897026,56645,13247,4645,-5224,410631,42966,0.9063,2.04,0.0362,2019-Q%q,TREND
2040,35842799,50-54,F,ST,1529234,1564348,1418368,1701900,57246,5269,-30290,-9984,564573,7490,0.8816,3.19,-0.0019,2023-Q%q,BAYES
2026,22909265,05-09,F,OBC,1004086,1200078,1104029,1315683,89,18900,-35480,-6641,529568,14477,0.9264,2.61,-0.008,2020-Q%q,HYBRID
2041,14047145,85+,F,OBC,467404,544692,520666,583989,39768,45352,26733,1939,406738,37638,0.9235,2.17,-0.0081,2023-Q%q,TREND
2041,49421276,60-64,F,SC,749426,782296,702023,832480,17460,44176,-44187,4792,119204,46872,0.9161,2.11,0.0313,2021-Q%q,COHORTCOMP
2021,75484302,15-19,X,OBC,1348723,1240564,1104437,1377175,52429,6033,13358,-815,533968,3313,0.9929,1.51,-0.014,2023-Q%q,CENSUS_ADJ
2040,47772141,40-44,M,SC,734125,878869,798089,954949,60560,41475,-20745,-6944,339255,30190,0.9848,2.71,0.0407,2018-Q%q,BAYES
2036,97597717,45-49,F,ST,883095,888928,823264,974792,69377,58108,14087,-5558,200720,5213,0.9175,2.08,0.0256,2022-Q%q,TREND
2023,84068583,80-84,X,SC,722863,753985,715162,836321,72356,11454,-14617,-5604,53043,15673,0.8905,2.2,-0.0108,2020-Q%q,COHORTCOMP
2034,41109412,40-44,M,SC,1157286,1296749,1227560,1423756,22906,929,34859,8429,303049,27622,0.9358,3.17,0.0273,2023-Q%q,CENSUS_ADJ
2027,82315663,00-04,M,OBC,1211451,1204366,1115677,1347453,45616,37327,-49373,723,340850,32850,0.964,1.24,-0.0141,2025-Q%q,BAYES
2024,54773172,80-84,X,General,1585851,1367222,1280085,1503533,36039,50414,29617,-4536,331855,3130,0.9274,1.88,0.0286,2020-Q%q,TREND
2029,29611315,65-69,M,SC,535222,512746,448891,541604,18585,1618,-13388,1831,104169,36400,0.9615,1.99,0.0129,2018-Q%q,COHORTCOMP
2031,28430940,60-64,M,Other,392972,426547,394918,453038,58816,24460,24080,-9432,188363,9602,0.9258,3.19,-0.0069,2022-Q%q,TREND
2022,19234818,20-24,M,ST,101875,115537,103599,123431,48812,10236,30257,-7731,338617,19909,0.8914,1.7,-0.008,2023-Q%q,CENSUS_ADJ
2036,49670130,60-64,M,General,1737086,2085007,1975135,2189695,15830,59794,25019,-1343,584736,5666,0.9612,1.78,0.0458,2020-Q%q,CENSUS_ADJ
2023,79732466,75-79,F,SC,1946811,1704574,1606642,1924146,78682,21256,46036,2548,428602,2678,0.9401,2.19,0.0277,2024-Q%q,HYBRID
2026,51965874,05-09,M,ST,98888,114324,108560,125792,14788,18646,16099,5211,592704,1049,0.9578,2.37,0.034,2019-Q%q,TREND
2034,62729026,50-54,F,General,1887670,2284532,2109930,2421707,65715,33283,-37619,5280,264709,2010,0.9298,2.48,0.0204,2021-Q%q,CENSUS_ADJ
2028,70741471,30-34,F,Other,1270905,1510009,1441717,1632414,22020,5997,-15851,7311,534708,3409,0.9645,2.41,-0.0196,2022-Q%q,BAYES
2035,13870971,35-39,F,General,641764,743412,687248,778678,27046,2714,-34883,-4397,443867,4643,0.9404,1.44,0.0476,2018-Q%q,TREND
2034,19910531,70-74,X,SC,752293,886851,809830,939351,67639,49969,37081,-646,488591,9814,0.9409,3.39,0.0472,2021-Q%q,BAYES
2032,54665544,25-29,F,OBC,723605,677291,598811,754830,15010,20784,-2337,-9422,353927,494,0.9555,1.89,0.0432,2018-Q%q,TREND
2025,74228743,85+,F,SC,448964,517108,480353,544444,4576,5312,18263,-2700,240802,11689,0.9436,2.83,0.0449,2024-Q%q,HYBRID
2023,29453505,60-64,X,Other,1182182,1083187,1019951,1205204,62207,9338,17057,-3795,547007,34320,0.9055,2.12,-0.0098,2022-Q%q,HYBRID
2038,11930053,10-14,X,OBC,52235,44816,40888,47461,74877,15435,26095,3491,302714,32801,0.9636,2.11,0.0405,2018-Q%q,HYBRID
2027,63891301,30-34,F,ST,703309,851659,815390,916908,77974,12769,13180,-4724,82186,24757,0.8863,1.99,0.0083,2021-Q%q,BAYES
2040,58824114,20-24,F,General,1220967,1113222,967577,1253849,5017,11967,38952,-1394,16320,2746,0.9523,2.18,0.0379,2021-Q%q,TREND
2025,35383826,40-44,M,Other,230482,248906,229629,271690,25846,23293,20128,7815,171604,24684,0.9216,2.58,0.013,2023-Q%q,TREND
2036,82445960,75-79,X,Other,435247,539909,506572,587204,34976,466,-44205,234,70524,36567,0.9717,1.77,-0.0146,2024-Q%q,BAYES
2027,63113674,45-49,M,Other,583722,595895,530015,626300,41438,43855,-4584,-3451,149593,6661,0.8813,1.75,0.0305,2018-Q%q,COHORTCOMP
2031,94837848,00-04,F,SC,207504,232981,212731,247385,16677,1922,42359,-7427,58501,1027,0.9147,2.29,-0.0126,2023-Q%q,HYBRID
2037,19156419,35-39,X,OBC,1238735,1320273,1198098,1446454,33783,1792,3116,-4308,400231,47204,0.9378,2.86,0.0329,2023-Q%q,HYBRID
2041,50262928,75-79,M,Other,269203,327698,300460,341989,27620,38859,-17549,-6588,284027,3906,0.9478,1.61,-0.007,2023-Q%q,COHORTCOMP
2041,12257885,20-24,X,SC,1760238,1945087,1804112,2044367,39133,41308,-31656,2452,349814,28721,0.9831,3.33,0.0436,2018-Q%q,COHORTCOMP
2033,77862516,55-59,X,ST,1611856,1512296,1327180,1676149,47989,5002,-35458,7659,233370,47232,0.9456,2.55,-0.0155,2026-Q%q,TREND
2030,62605557,85+,M,ST,1396609,1363179,1246677,1521682,11082,47775,-5281,394,483627,33699,0.9702,3.0,0.0494,2022-Q%q,HYBRID
2024,65459628,60-64,M,SC,505536,457891,403149,485740,892,57373,-49582,-8839,524004,24614,0.8922,2.4,-0.0088,2021-Q%q,COHORTCOMP
2036,61362875,35-39,X,Other,1993203,2027957,1818349,2201912,49043,7378,2158,-349,9831,47797,0.9721,3.53,0.0489,2018-Q%q,HYBRID
2039,27439562,70-74,X,OBC,843691,838560,771889,913956,21651,5484,40432,-1506,333824,5580,0.9766,2.6,0.0408,2018-Q%q,COHORTCOMP
2034,21256518,40-44,M,ST,1654001,1755257,1564077,1847939,9570,49312,-46560,2947,119186,16866,0.9876,3.25,0.0352,2018-Q%q,CENSUS_ADJ
2025,15892071,40-44,M,SC,1605569,1865307,1687336,1964808,2336,22744,32967,859,298582,20915,0.9521,2.34,-0.0103,2018-Q%q,BAYES
2030,33616141,55-59,M,OBC,1855777,2057806,1858635,2233393,14771,11193,-21730,476,229642,44056,0.8858,3.12,0.0255,2021-Q%q,CENSUS_ADJ
2036,25974979,10-14,X,OBC,1019091,883593,792395,943490,22726,19994,1445,7295,371573,20990,0.9064,1.58,0.0295,2024-Q%q,HYBRID
2033,89703715,10-14,X,General,1090465,958179,876827,1054432,78093,3036,-12642,4642,279932,20419,0.9892,1.46,0.0278,2025-Q%q,BAYES
2031,14806952,20-24,M,OBC,1577746,1839870,1716757,1927578,35083,23254,37243,-1889,27739,24433,0.9097,3.5,0.0185,2019-Q%q,COHORTCOMP
2034,96238485,60-64,F,OBC,498818,591564,533861,628293,50351,58951,-2978,4910,331257,34976,0.9468,1.55,-0.004,2018-Q%q,COHORTCOMP
2038,52510629,30-34,M,SC,1050358,1306653,1216500,1386478,17059,12283,-9601,559,32127,32145,0.9572,3.32,-0.0155,2022-Q%q,TREND
2031,74912580,60-64,X,Other,327941,342865,314410,363875,26057,51094,45776,-4354,342517,24041,0.9209,3.14,0.0332,2019-Q%q,BAYES
2038,18618443,10-14,M,ST,1340096,1363262,1292941,1440019,31513,53159,-30272,9854,383644,37591,0.8932,3.25,0.0296,2024-Q%q,CENSUS_ADJ
2040,24868937,00-04,F,ST,1263978,1081599,980812,1172640,49429,57322,2455,-5720,224691,44854,0.9851,2.65,0.0273,2019-Q%q,HYBRID
2023,96986192,45-49,M,Other,1557949,1683062,1531159,1797993,56986,13093,-41464,-4345,92945,44394,0.9212,2.56,-0.0098,2022-Q%q,COHORTCOMP
2028,72245922,45-49,M,General,16576,20368,18507,22222,74979,18587,4227,5225,347425,41879,0.9775,2.39,0.0169,2025-Q%q,COHORTCOMP
2024,11250744,85+,M,SC,1797478,2018595,1860428,2150921,33772,11087,-8390,2698,275101,27330,0.885,3.03,-0.009,2024-Q%q,CENSUS_ADJ
2036,53437026,50-54,M,Other,635481,644605,594852,713808,1790,7363,-1509,-2159,175647,7366,0.928,2.16,0.0191,2025-Q%q,BAYES
2032,22426258,00-04,F,ST,239847,226752,202037,243748,74473,3209,46608,-1996,216365,29040,0.9506,1.28,0.0232,2022-Q%q,TREND
2025,97988581,60-64,F,General,1358500,1442123,1351150,1594987,6221,20774,32607,-9597,22165,48357,0.897,3.16,0.0293,2020-Q%q,HYBRID
2032,39562006,50-54,F,SC,64081,72025,68769,76957,70714,9491,8784,7517,92387,38887,0.9567,2.85,0.0122,2023-Q%q,TREND
2022,83638220,60-64,M,ST,830449,706707,607122,796317,41544,16067,-40127,2647,68689,40412,0.9874,3.6,0.0002,2019-Q%q,TREND
2034,56868881,80-84,F,SC,13028,15082,14046,15880,43578,56025,8092,-3817,588539,30989,0.9752,3.5,0.0129,2022-Q%q,HYBRID
2035,53055184,60-64,X,ST,855375,885126,822590,963544,39348,8236,34843,9514,401027,28842,0.9136,3.35,-0.0027,2018-Q%q,CENSUS_ADJ
2034,61306555,10-14,F,OBC,888259,1044172,967997,1126918,20560,7063,-39224,-9001,530891,29249,0.9394,1.64,-0.0057,2018-Q%q,CENSUS_ADJ
2039,30972753,00-04,X,OBC,1453339,1390254,1275974,1503093,54327,33457,26702,-9420,594822,11954,0.8952,3.38,0.0449,2021-Q%q,COHORTCOMP
2036,75396535,20-24,X,ST,356516,365668,343320,407691,49767,27315,-30238,3208,408567,20273,0.9294,1.28,0.0336,2020-Q%q,TREND
2029,40109994,65-69,M,OBC,637967,572642,525154,642059,69684,48120,-36518,4240,164441,9535,0.9674,1.91,-0.0064,2023-Q%q,TREND
2031,92657993,40-44,M,ST,1072060,1210548,1082888,1308806,13770,36665,26750,-4134,135720,4454,0.9238,1.86,0.0466,2026-Q%q,CENSUS_ADJ
2033,80340468,35-39,M,General,158110,156224,145901,171437,48300,56895,-36738,5139,496631,56,0.9634,1.51,0.0273,2024-Q%q,HYBRID
2034,25690414,25-29,F,General,615392,724864,683962,790172,70551,25128,34494,-6425,527809,36228,0.9654,3.57,-0.0145,2018-Q%q,BAYES
2035,81571601,80-84,X,Other,1463807,1375069,1235787,1519489,77817,38868,23653,-2736,476368,38901,0.9486,1.46,0.0087,2020-Q%q,TREND
2028,50105738,25-29,F,Other,210185,207871,185670,232146,56065,4105,-38018,5231,189723,10986,0.8921,1.59,0.0453,2023-Q%q,BAYES
2035,85718347,40-44,M,OBC,1549510,1786216,1655877,1950713,16250,36583,3117,-1530,318060,26324,0.9881,3.1,0.0225,2019-Q%q,TREND
2032,16855374,20-24,X,OBC,527182,479331,441865,517371,19300,48156,14552,1427,448808,21618,0.8903,1.65,0.0488,2024-Q%q,CENSUS_ADJ
2032,76243230,75-79,M,General,651841,571848,532597,642528,13197,31540,13859,183,377548,37326,0.9019,3.71,-0.02,2018-Q%q,HYBRID
2034,33364941,05-09,X,ST,672802,643911,599737,691774,70425,25248,18250,-5940,540682,36229,0.9329,1.87,0.0391,2023-Q%q,BAYES
2038,38314929,60-64,X,Other,1106297,1209025,1135753,1311484,26126,31215,49521,8214,134414,8559,0.9459,1.53,0.0463,2025-Q%q,CENSUS_ADJ
2040,31215312,00-04,X,ST,724090,625522,568321,712349,31636,9845,-39410,3929,295626,7155,0.89,2.83,0.0373,2024-Q%q,CENSUS_ADJ
2028,73823056,10-14,M,ST,1088445,1048008,991814,1124872,31996,12514,-48899,-7675,540518,45169,0.9345,2.54,0.0272,2025-Q%q,HYBRID
2028,91468505,25-29,X,SC,992504,892695,777870,967382,26495,8938,-34743,-5501,219855,14079,0.9735,2.27,0.0099,2025-Q%q,COHORTCOMP
2029,96941985,55-59,X,Other,1905339,2340542,2223431,2442893,54438,16828,-28519,4856,340770,578,0.9443,2.99,0.0296,2018-Q%q,BAYES
2037,46593078,55-59,F,OBC,1556857,1450306,1334620,1564319,38355,2026,-8190,5615,261683,45968,0.9894,3.51,-0.0063,2018-Q%q,CENSUS_ADJ
2033,54344880,65-69,F,OBC,1840125,2063853,1933587,2156084,65024,45882,-25192,-3676,382057,23713,0.9001,3.6,-0.0054,2025-Q%q,HYBRID
2030,14463928,45-49,F,ST,1078550,1102131,1009746,1226793,17162,20224,37147,9259,412951,32417,0.9429,2.92,0.0007,2024-Q%q,HYBRID
2021,92876743,70-74,M,SC,638403,668515,632052,725947,50419,38366,-24332,8867,64623,28154,0.8911,2.23,-0.0157,2022-Q%q,TREND
2027,23184022,25-29,F,SC,668731,686195,630621,749357,39477,30570,42298,8569,336376,14850,0.9779,1.72,0.0255,2025-Q%q,BAYES
2037,52071084,55-59,M,General,1330048,1464387,1344929,1584807,42611,48371,-26041,4122,570757,2128,0.9612,2.45,0.0227,2021-Q%q,HYBRID
2038,88848884,10-14,M,SC,1378597,1532317,1422008,1641187,36733,59622,-6193,-4071,249675,38422,0.8894,1.52,0.018,2025-Q%q,HYBRID
2024,13134049,05-09,X,Other,980342,1044503,952087,1133876,13807,2894,-11701,-7927,237861,6577,0.9904,3.67,0.0103,2024-Q%q,BAYES
2041,82845790,85+,M,Other,329363,311430,294349,334576,27138,4976,49995,5322,469333,30179,0.9433,2.84,0.0104,2021-Q%q,HYBRID
2025,46441058,35-39,F,General,910223,1004139,902134,1099794,4301,36954,-18831,-3897,576118,20440,0.9906,1.58,-0.0107,2023-Q%q,TREND
2021,39841623,75-79,F,ST,273880,286210,255319,305130,54266,43859,47373,3941,397505,42967,0.9593,3.42,-0.0061,2018-Q%q,CENSUS_ADJ
2023,85338027,60-64,X,ST,454794,535651,483306,567673,37467,31190,44938,5478,334170,1896,0.899,1.86,0.0384,2022-Q%q,TREND
2036,49679028,35-39,X,ST,1411156,1360765,1237076,1446234,10793,12864,30185,-8877,416552,19970,0.8895,2.14,0.014,2026-Q%q,COHORTCOMP
2026,42012097,25-29,X,SC,1157556,1054738,988022,1121488,44760,8492,-12032,-2111,270339,36371,0.9911,3.63,0.0073,2021-Q%q,TREND
2041,63971962,50-54,F,OBC,660942,683397,611914,751128,6413,41033,40046,9036,440940,48169,0.8801,2.94,-0.0113,2024-Q%q,CENSUS_ADJ
2035,38589137,05-09,M,SC,1810654,1906665,1766792,2034677,18020,49673,42868,-2073,223064,7612,0.9583,1.72,-0.0104,2020-Q%q,CENSUS_ADJ
2026,13791589,70-74,X,OBC,1527653,1854088,1731015,1932304,11013,10369,36047,2081,178048,23217,0.9547,1.93,0.0299,2022-Q%q,CENSUS_ADJ
2040,57008789,40-44,M,Other,1171069,1231445,1101818,1295697,5099,6371,-13717,4601,118081,31582,0.9271,1.34,-0.0014,2019-Q%q,BAYES
2039,54681916,75-79,M,Other,941713,912886,861173,988905,49350,41883,36133,1548,453854,8662,0.8958,3.43,0.0367,2026-Q%q,HYBRID
2024,78065300,60-64,X,Other,768936,738004,664567,816678,31599,42349,1024,4649,588970,28370,0.9654,2.93,-0.0101,2019-Q%q,HYBRID
2039,51885513,30-34,M,General,1637943,1611055,1499297,1716026,60832,59956,20313,3733,175557,374,0.897,3.12,-0.0157,2024-Q%q,HYBRID
2040,56670490,15-19,F,OBC,156249,163629,155106,179482,68066,7324,17510,-2142,292980,13493,0.984,3.38,-0.0154,2023-Q%q,COHORTCOMP
2032,25292632,00-04,X,Other,1804341,1573992,1424900,1770466,50729,15224,49470,-6178,590488,6734,0.9811,2.59,0.0323,2026-Q%q,CENSUS_ADJ
2040,52039916,10-14,X,OBC,1133679,1390743,1296195,1473238,49053,6970,10490,6150,427524,26838,0.8971,2.0,-0.0025,2018-Q%q,HYBRID
2041,36644151,10-14,X,OBC,150181,179981,162294,188090,50283,43383,42964,2743,101146,1074,0.8917,3.05,0.0146,2023-Q%q,BAYES
2028,85359426,60-64,F,OBC,941383,1160107,1047412,1252480,372,59030,41615,2603,149650,29983,0.8843,3.68,-0.0058,2020-Q%q,TREND
2031,22290939,75-79,M,Other,1234428,1075328,991987,1139391,21177,46334,24255,-2037,71418,10766,0.9779,3.54,0.0426,2021-Q%q,CENSUS_ADJ
2022,21277138,60-64,F,OBC,385394,381666,355974,420901,22314,36194,57,-2911,405813,10889,0.8931,1.89,0.0201,2025-Q%q,TREND
2040,18468202,25-29,X,General,1906781,1956816,1800782,2112560,25641,38374,16063,-2343,373443,42684,0.9829,2.15,0.041,2020-Q%q,COHORTCOMP
2027,78501199,45-49,X,OBC,1276158,1334264,1218854,1471928,32807,53938,80,-4914,105875,756,0.9439,3.52,0.0159,2024-Q%q,COHORTCOMP
2023,47502037,25-29,F,Other,1112767,1305913,1179209,1373614,8937,39750,3749,3644,591552,30930,0.9895,1.96,0.0306,2024-Q%q,COHORTCOMP
2034,65864116,75-79,X,SC,1674297,1451515,1275682,1577071,2162,11109,-24344,8271,491097,30889,0.9729,2.85,0.0313,2021-Q%q,HYBRID
2040,73758836,80-84,F,ST,576924,513050,460711,574882,8966,8898,23341,-3879,582160,15654,0.8996,3.29,-0.0192,2018-Q%q,HYBRID
2033,71386047,60-64,M,ST,634373,759128,698786,804116,47791,51078,-46917,-8273,511779,47203,0.9374,2.66,0.0418,2019-Q%q,BAYES
2031,84399205,45-49,F,SC,1052807,1082679,966499,1172898,2144,14819,3657,9512,179839,16676,0.8829,3.35,-0.0165,2025-Q%q,BAYES
2023,15114426,70-74,M,OBC,1709546,1914296,1745719,2102823,136,10662,27626,-1261,125685,141,0.9486,3.2,-0.0196,2023-Q%q,COHORTCOMP
2022,85685875,40-44,X,General,1699356,2015621,1817918,2112736,73678,2826,37134,-9840,490998,46235,0.9635,1.75,-0.0117,2024-Q%q,COHORTCOMP
2040,74668592,00-04,M,Other,1331817,1329624,1192074,1455756,22942,15835,-23276,-9249,34209,11049,0.9551,1.73,0.0468,2018-Q%q,COHORTCOMP
2036,27812983,65-69,F,Other,617244,620501,585625,675567,33126,52894,-31317,-5672,94042,29866,0.9701,1.36,0.0325,2021-Q%q,HYBRID
2030,91646144,45-49,X,ST,1360702,1598460,1506010,1673774,61388,18705,23555,-2154,337761,18138,0.919,3.53,0.0007,2023-Q%q,CENSUS_ADJ
2040,71362765,75-79,X,SC,1852898,1942743,1847094,2127293,61920,41195,-25568,8003,87190,31708,0.8902,3.14,0.0179,2023-Q%q,BAYES
2033,94903706,30-34,F,Other,526165,647592,618874,699536,19858,41780,9091,9966,164949,11620,0.9874,3.35,-0.0137,2020-Q%q,TREND
2039,67779256,35-39,M,General,897403,1075038,974987,1139022,33433,15809,-10445,8323,482258,43623,0.9137,1.62,0.0245,2024-Q%q,BAYES
2033,97712015,20-24,M,Other,1409090,1207011,1130987,1280323,60578,11958,-10053,7942,516149,41702,0.9468,3.55,0.0245,2018-Q%q,HYBRID
2028,47678574,70-74,F,OBC,40700,44668,42141,49115,37723,56855,21894,2884,359906,27676,0.8934,2.25,-0.0184,2023-Q%q,TREND
2035,27611057,70-74,X,SC,195004,165842,148231,184196,70032,16707,-568,-225,412623,10407,0.9662,2.94,0.0015,2020-Q%q,BAYES
2025,22170238,20-24,M,General,159020,193654,184469,207095,15962,20965,24279,6815,481760,35410,0.9276,3.37,-0.0033,2022-Q%q,HYBRID
2036,76788286,55-59,F,ST,487950,543650,510815,578775,45857,6324,43731,-7738,473383,45257,0.8919,3.17,-0.0003,2022-Q%q,TREND
2031,51944650,60-64,X,General,1549693,1850575,1716131,1992585,39089,12341,-24874,2403,544575,13252,0.9556,3.3,0.0146,2024-Q%q,BAYES
2036,59328344,70-74,M,SC,871689,777292,681721,837200,55052,8359,-43926,4778,368850,20812,0.9875,1.39,0.0383,2020-Q%q,TREND
2037,29528658,80-84,M,General,460418,573332,520058,608655,75283,30282,-19933,-5049,72517,13781,0.9014,2.98,0.0248,2019-Q%q,HYBRID
2041,11965827,60-64,F,SC,800130,781072,685092,855797,31176,59115,-16845,-5083,250400,1767,0.9304,2.31,0.0482,2024-Q%q,HYBRID
2025,49778755,25-29,X,ST,716215,796823,720690,873515,39268,31645,16933,4516,278584,5389,0.9868,2.76,-0.0056,2024-Q%q,CENSUS_ADJ
2039,20513457,05-09,X,ST,1388693,1618484,1525202,1699982,19823,38383,34803,8084,67562,39920,0.9286,1.51,0.0038,2019-Q%q,HYBRID
2036,30586835,60-64,X,OBC,82210,74153,66969,81479,5615,44025,41078,-979,523463,33667,0.9898,3.34,0.0035,2023-Q%q,BAYES
2029,66970102,45-49,X,General,410552,411843,391015,454639,28970,10761,12405,-3118,264230,39578,0.8967,2.02,0.0328,2025-Q%q,BAYES
2041,47123560,15-19,X,General,1529303,1419566,1276934,1584759,59585,17088,44255,-5340,357697,24441,0.9022,2.56,0.0245,2020-Q%q,BAYES
2030,64098487,10-14,M,Other,640909,705455,673170,776649,56826,11599,7906,8333,131662,25953,0.9439,3.02,-0.0042,2019-Q%q,TREND
2027,44983753,80-84,X,Other,1434226,1365931,1245490,1500112,62600,14712,13197,8951,364900,3102,0.9924,1.96,-0.008,2025-Q%q,COHORTCOMP
2021,13035310,70-74,X,OBC,302368,377562,357649,402811,64606,9240,-35036,4786,416356,39338,0.9684,2.26,-0.0115,2022-Q%q,COHORTCOMP
2025,82454731,35-39,F,Other,1020798,916054,845684,1021821,26699,13295,-2410,-5392,337124,12146,0.8918,2.71,0.0313,2023-Q%q,COHORTCOMP
2033,23017488,65-69,F,ST,829681,776817,683991,835800,62658,42111,14586,-4189,101058,20869,0.9637,1.28,0.0374,2019-Q%q,COHORTCOMP
2041,24675489,75-79,X,ST,924358,967971,882133,1044287,73340,4241,-12858,4406,360668,34883,0.9034,1.91,0.0046,2024-Q%q,TREND
2041,28567944,50-54,X,SC,870884,804656,700627,881410,32345,51664,-40063,5463,596571,389,0.9182,2.34,0.0223,2018-Q%q,HYBRID
2024,30600108,45-49,F,OBC,726737,663318,588364,741747,72881,25405,11852,-2467,305082,7721,0.8943,2.93,0.049,2023-Q%q,TREND
2034,97478567,00-04,X,ST,503282,494072,448336,527985,8793,3020,9676,5212,473479,38147,0.9244,3.48,0.0348,2024-Q%q,COHORTCOMP
2037,95820648,70-74,F,ST,634208,595298,545759,655094,19786,10433,-41148,-5819,73555,5609,0.9718,3.49,-0.0013,2020-Q%q,HYBRID
2040,16076190,65-69,M,General,200992,185631,169993,205321,9958,13895,9624,-5833,289034,41943,0.8921,3.68,-0.0169,2019-Q%q,COHORTCOMP
2026,91682117,05-09,X,OBC,723555,617933,546936,679430,1197,5857,-3096,-5722,337240,33255,0.9246,1.96,0.0422,2025-Q%q,HYBRID
2028,60241213,20-24,X,General,1912557,1632882,1451434,1784289,75458,33605,-13628,5819,45754,3355,0.9239,2.98,0.0441,2022-Q%q,BAYES
2035,55881908,75-79,F,Other,1265571,1401019,1256561,1547139,67454,42946,-25349,9551,120366,957,0.9933,2.63,0.0406,2019-Q%q,BAYES
2034,55199403,80-84,F,OBC,375705,436623,413952,457973,58295,48171,41110,5284,345572,35202,0.9946,2.4,0.0467,2021-Q%q,TREND
2041,63990867,25-29,M,SC,882698,795919,741787,843179,36852,42752,25538,-6268,127443,26555,0.9924,3.01,0.0083,2020-Q%q,TREND
2025,60660828,05-09,M,SC,1764732,2173227,1972630,2338485,15462,29809,-7421,3624,52783,43756,0.9203,1.55,-0.0099,2025-Q%q,HYBRID
2025,47828360,00-04,F,Other,1925697,1776229,1677176,1873301,55924,21466,40726,-9693,530287,32584,0.8845,3.78,0.0309,2023-Q%q,BAYES
2027,37417874,80-84,F,SC,1043487,893486,839873,1008157,54676,28361,-21120,-967,31666,33706,0.882,1.24,-0.0133,2021-Q%q,TREND
2023,84300129,75-79,F,Other,500384,470880,427970,519551,76769,44999,-35295,-6860,259789,19599,0.8808,1.46,0.02,2019-Q%q,COHORTCOMP
2025,43815283,60-64,X,OBC,1400723,1512488,1373165,1630371,633,18651,-49824,-8924,573555,14028,0.9398,1.63,0.0039,2018-Q%q,CENSUS_ADJ
2026,26657565,30-34,M,SC,673668,676020,628674,755011,72745,49732,22647,9448,521337,8189,0.9071,1.87,-0.0106,2019-Q%q,CENSUS_ADJ
2031,16250281,80-84,X,SC,1554876,1882738,1777793,2019750,72053,28799,38702,1327,82045,6668,0.8992,1.92,0.0004,2024-Q%q,HYBRID
2039,13913494,85+,M,Other,26123,29105,26044,31858,64373,9780,11563,2614,34366,33754,0.9612,2.63,-0.0085,2020-Q%q,COHORTCOMP
2041,29126687,85+,F,SC,1689621,1784775,1627863,1975361,38563,51890,-15587,7318,342705,12374,0.9134,3.41,0.0139,2025-Q%q,COHORTCOMP
2022,29314683,15-19,F,ST,1202878,1417663,1325588,1495581,52985,58586,37242,3046,189761,35164,0.8904,1.62,0.0072,2024-Q%q,HYBRID
2033,70709028,65-69,M,OBC,1216510,1040206,922650,1136993,70625,30885,-11057,-4175,115416,46225,0.9737,3.21,0.0285,2020-Q%q,COHORTCOMP
2025,41759706,60-64,M,Other,230887,240502,223122,267699,22156,51556,-37110,9362,3227,40020,0.9898,2.63,0.0409,2019-Q%q,COHORTCOMP
2022,36751462,55-59,M,SC,776893,796296,713871,879057,7940,24984,5047,-4084,41551,25570,0.9726,3.76,0.0389,2019-Q%q,TREND
2025,58701438,40-44,M,General,1526481,1488867,1350214,1566164,8043,32089,-48802,-2562,363448,12446,0.8933,3.12,0.0164,2025-Q%q,BAYES
