lab_cond_reference_year,lab_cond_country_iso2,lab_cond_region_nuts_code,lab_cond_sector_nace_section,lab_cond_contract_type_code,lab_cond_working_hours_week_mean,lab_cond_overtime_share_pct,lab_cond_shift_work_share_pct,lab_cond_remote_work_share_pct,lab_cond_right_to_disconnect_policy_flag,lab_cond_work_accidents_rate_per_100k,lab_cond_work_related_illness_rate_per_100k,lab_cond_job_satisfaction_score,lab_cond_work_life_balance_score,lab_cond_burnout_risk_index,lab_cond_training_provided_share_pct,lab_cond_union_membership_share_pct,lab_cond_eurofound_source_flag,lab_cond_survey_weight,lab_cond_data_extract_date
2008,NL,ES706,C,TEMPORARY,39.34,5.71,20.59,4.54,1,442.83,595.86,6.86,5.83,46.28,54.8,55.55,1,3.326,2025-08-14
2009,SE,RO189,N,PLATFORM,35.8,11.5,12.86,33.53,0,246.25,175.71,6.19,7.8,33.5,43.98,22.24,1,1.9053,2024-10-28
2010,DK,NL1,D,SELF_EMPLOYED,30.43,11.04,12.24,4.17,1,467.19,1000.96,7.33,7.54,37.64,48.88,64.89,1,3.4737,2024-01-02
2011,IE,FI71,O,PERMANENT,39.19,12.0,13.96,2.38,0,484.27,493.45,5.67,5.73,27.24,66.14,15.83,1,2.2058,2025-10-27
2012,PL,IT917,E,APPRENTICE,28.46,16.57,28.15,11.77,0,174.17,814.42,7.36,5.52,25.95,80.43,35.82,1,0.4267,2025-10-03
2013,AT,LU33,P,TEMPORARY,36.97,4.44,18.73,2.44,0,65.86,1174.62,8.18,6.19,31.74,29.8,32.16,1,3.8536,2024-03-31
2014,EE,DK71,F,PLATFORM,39.06,10.21,10.66,6.45,0,575.3,184.63,6.1,5.92,61.94,65.11,22.95,0,1.6853,2024-04-21
2015,IT,SK85,Q,SELF_EMPLOYED,39.39,6.34,24.15,1.55,0,631.08,503.66,5.3,6.93,63.98,25.78,26.48,1,1.8862,2025-01-04
2016,PT,HU78,G,PERMANENT,34.26,8.57,12.09,12.17,0,262.95,856.65,5.92,5.24,43.55,41.39,48.07,1,1.2241,2024-07-28
2017,BE,FI81,R,APPRENTICE,23.59,9.69,6.46,15.08,0,42.98,1555.3,7.59,6.77,50.08,63.8,23.62,1,3.9305,2025-06-19
2018,FI,BG950,H,TEMPORARY,29.12,10.35,21.0,15.17,0,200.3,764.6,8.28,5.4,47.08,30.25,64.43,1,4.6648,2024-01-30
2019,LV,MT485,S,PLATFORM,34.39,15.86,8.41,13.11,1,100.11,1524.27,4.74,6.9,50.28,45.35,35.38,1,1.7689,2025-05-06
2020,RO,PT697,I,SELF_EMPLOYED,30.79,21.11,21.0,9.07,0,452.64,1437.85,5.49,7.16,82.02,36.33,17.87,1,4.2798,2025-12-03
2021,BG,IT5,T,PERMANENT,32.27,17.45,13.2,20.01,1,516.59,1586.6,7.2,8.35,82.0,48.21,34.09,0,2.4012,2026-01-08
2022,FR,DE77,J,APPRENTICE,29.4,6.25,5.26,35.56,1,635.0,725.05,8.23,8.3,30.96,21.34,9.03,1,0.9112,2024-03-27
2023,LT,LU709,U,TEMPORARY,39.63,3.3,18.79,20.14,0,88.71,1787.16,6.7,8.26,58.5,42.31,27.12,1,2.2282,2025-09-13
2024,SK,LV9,K,PLATFORM,28.89,14.78,35.47,29.6,0,670.27,1214.75,6.51,6.87,77.54,21.68,52.47,0,0.3209,2024-07-04
2025,HR,CZ23,A,SELF_EMPLOYED,30.59,17.78,20.05,20.42,1,71.77,131.6,8.37,5.79,28.31,29.93,45.42,0,2.059,2025-09-21
2006,DE,IT950,L,PERMANENT,42.33,17.2,5.94,15.29,0,372.67,359.51,6.56,5.42,52.0,40.84,6.84,1,1.322,2024-09-22
2007,LU,HU100,B,APPRENTICE,31.26,13.41,19.71,10.89,0,616.87,699.48,5.16,5.0,58.3,62.32,9.57,1,1.3485,2024-07-24
2008,SI,CY555,M,TEMPORARY,29.55,10.57,5.63,24.93,0,465.48,499.66,5.81,8.4,57.7,34.83,46.09,1,3.0005,2025-01-26
2009,CY,EE1,C,PLATFORM,32.43,16.52,39.04,7.83,0,192.03,1375.96,7.28,5.61,66.57,66.05,43.34,1,4.0112,2025-05-28
2010,GR,LT285,N,SELF_EMPLOYED,44.49,3.17,15.0,3.62,0,135.16,131.32,5.79,5.55,39.31,65.38,43.11,1,2.048,2025-05-21
2011,MT,FR89,D,PERMANENT,26.4,21.57,24.51,14.61,0,165.79,1345.47,6.1,5.26,63.41,40.62,22.95,1,0.4133,2025-10-02
2012,ES,FI837,O,APPRENTICE,35.58,15.77,5.4,5.8,0,464.04,284.45,6.71,5.9,74.08,69.87,49.65,1,1.5782,2025-11-02
2013,CZ,EE163,E,TEMPORARY,25.2,2.87,33.87,18.01,0,1002.64,643.55,6.17,7.59,20.9,36.53,6.67,1,1.3398,2025-03-01
2014,HU,BG52,P,PLATFORM,44.99,4.43,10.14,19.11,0,282.95,819.68,7.13,5.11,63.37,51.49,7.93,1,2.081,2024-09-25
2015,NL,IT27,F,SELF_EMPLOYED,34.92,16.8,23.27,24.43,0,475.2,930.61,7.28,7.84,48.32,25.78,17.36,1,0.4029,2025-12-21
2016,SE,EE692,Q,PERMANENT,41.73,8.04,23.44,12.22,0,367.12,1385.23,6.78,5.97,57.32,18.65,47.09,1,1.7262,2024-09-06
2017,DK,RO59,G,APPRENTICE,24.13,5.87,28.05,10.36,0,379.6,766.0,6.29,5.73,52.43,28.14,25.72,1,1.1834,2024-08-26
2018,IE,LU99,R,TEMPORARY,42.78,17.26,25.88,9.57,0,319.77,462.36,6.67,5.64,41.26,49.85,56.68,1,3.0639,2025-09-02
2019,PL,CZ3,H,PLATFORM,38.5,19.24,37.3,4.93,0,309.07,1008.66,5.34,5.3,72.03,50.94,32.75,0,2.8851,2025-03-23
2020,AT,AT97,S,SELF_EMPLOYED,31.03,13.82,20.3,33.57,1,512.44,702.31,6.95,8.64,72.89,65.97,43.4,1,3.7579,2024-11-19
2021,EE,FI64,I,PERMANENT,40.99,8.16,13.56,6.83,1,483.73,814.36,7.9,6.69,31.94,81.38,19.03,1,3.5441,2024-02-19
2022,IT,ES934,T,APPRENTICE,29.81,16.84,22.79,8.3,0,367.87,1709.24,6.02,6.36,71.62,55.96,28.19,1,1.3924,2025-01-27
2023,PT,IE252,J,TEMPORARY,39.11,19.83,28.53,11.06,1,490.05,1470.41,6.23,4.95,53.09,16.73,10.01,1,0.4714,2024-07-17
2024,BE,SI96,U,PLATFORM,38.3,4.58,25.81,28.02,1,345.7,746.91,5.8,5.56,24.71,11.05,50.49,1,2.565,2024-01-25
2025,FI,ES73,K,SELF_EMPLOYED,40.25,16.03,7.47,3.62,0,319.7,581.95,5.55,6.37,73.15,57.68,84.5,0,2.4152,2025-04-01
2006,LV,RO77,A,PERMANENT,37.87,19.11,24.35,12.73,0,126.36,1048.16,5.14,5.87,47.75,22.03,40.41,1,3.0224,2024-05-13
2007,RO,GR4,L,APPRENTICE,21.01,3.72,18.07,12.03,0,632.98,385.76,7.93,6.29,55.29,27.48,18.9,0,3.5675,2024-02-05
2008,BG,SE43,B,TEMPORARY,28.05,5.53,15.95,17.2,0,335.31,455.69,8.67,8.06,28.71,58.33,3.91,1,4.7284,2025-11-05
2009,FR,EE96,M,PLATFORM,29.19,6.08,23.96,7.64,0,530.73,793.88,5.3,7.73,24.05,50.01,12.01,1,3.0908,2024-07-05
2010,LT,CY783,C,SELF_EMPLOYED,30.63,18.65,24.28,1.63,0,226.35,233.57,6.46,4.84,43.88,12.99,44.54,1,4.4222,2026-01-08
2011,SK,HR76,N,PERMANENT,25.54,20.26,28.61,10.13,1,588.08,770.71,6.59,7.29,68.21,22.89,7.09,1,1.1925,2025-03-23
2012,HR,LU595,D,APPRENTICE,20.8,1.99,8.44,5.71,0,912.17,800.73,8.16,5.9,58.84,47.26,56.56,1,0.8657,2025-12-13
2013,DE,RO9,O,TEMPORARY,31.19,11.33,7.16,1.64,0,302.33,1165.11,7.16,7.1,47.39,61.14,25.83,0,2.9021,2024-02-09
2014,LU,LT13,E,PLATFORM,29.34,12.74,9.2,9.65,0,461.89,1352.16,7.3,5.06,22.24,31.54,43.77,1,4.2258,2025-02-16
2015,SI,RO486,P,SELF_EMPLOYED,46.46,25.56,26.7,22.53,0,204.67,143.21,6.33,4.89,54.33,66.42,39.89,0,4.3719,2024-10-15
2016,CY,PL168,F,PERMANENT,33.95,14.88,38.34,9.51,0,461.76,268.41,7.38,7.87,27.26,77.79,9.77,1,2.603,2024-03-05
2017,GR,FR794,Q,APPRENTICE,21.65,11.59,13.97,3.8,0,472.68,1009.66,6.94,5.73,37.6,15.65,53.16,1,4.3507,2025-09-19
2018,MT,SE66,G,TEMPORARY,37.0,15.03,20.93,13.35,1,234.89,1319.75,6.29,6.31,83.05,60.73,30.98,0,3.1322,2025-10-07
2019,ES,DK642,R,PLATFORM,42.86,13.17,25.82,6.75,0,158.81,210.11,6.9,6.8,75.27,49.48,55.63,1,0.3806,2024-08-13
2020,CZ,RO534,H,SELF_EMPLOYED,36.36,13.1,35.84,25.1,0,917.48,281.07,6.12,5.25,76.23,46.2,53.15,0,0.691,2024-05-13
2021,HU,BG32,S,PERMANENT,36.74,7.88,27.61,8.32,0,276.75,862.84,8.01,7.7,37.61,31.99,48.26,1,2.227,2024-10-03
2022,NL,CY31,I,APPRENTICE,31.6,4.72,27.94,16.38,1,344.87,759.74,6.13,5.88,57.55,43.14,27.51,1,4.3796,2024-02-07
2023,SE,GR778,T,TEMPORARY,25.7,16.99,18.82,7.96,0,254.4,690.47,5.68,7.99,54.01,19.06,19.89,1,3.9009,2025-01-08
2024,DK,LU468,J,PLATFORM,40.16,10.94,23.07,27.06,1,522.52,138.27,5.35,5.15,28.96,31.77,49.48,1,1.485,2025-12-03
2025,IE,DK727,U,SELF_EMPLOYED,41.7,17.0,22.61,13.65,0,467.62,1543.73,6.92,6.01,54.55,23.86,34.5,1,3.1417,2025-03-21
2006,PL,CZ453,K,PERMANENT,27.11,8.78,32.34,19.33,0,210.6,513.38,6.11,7.88,27.66,76.33,57.14,1,3.8675,2024-07-12
2007,AT,PT76,A,APPRENTICE,21.59,4.61,6.05,17.68,0,540.2,713.58,6.65,8.29,64.76,41.4,35.53,1,4.2539,2026-02-10
2008,EE,DK936,L,TEMPORARY,33.73,2.31,23.91,23.72,0,187.76,264.13,6.38,8.34,60.25,56.83,28.88,1,3.2779,2024-12-15
2009,IT,CY653,B,PLATFORM,47.53,14.35,24.17,12.53,0,708.72,424.8,4.82,5.18,73.51,36.89,16.62,1,1.9803,2024-02-11
2010,PT,BG93,M,SELF_EMPLOYED,37.76,4.09,7.03,25.69,0,376.6,924.26,7.82,6.7,32.49,42.01,41.39,1,1.3793,2025-01-10
2011,BE,PT22,C,PERMANENT,34.7,12.58,17.71,19.28,0,722.43,119.88,8.42,7.84,63.34,24.98,67.42,0,1.6477,2024-05-16
2012,FI,ES916,N,APPRENTICE,24.25,14.71,8.63,13.25,0,511.7,999.16,6.97,8.28,57.44,84.46,28.61,1,4.5885,2025-07-08
2013,LV,DE330,D,TEMPORARY,38.48,22.13,22.26,2.65,1,332.73,626.61,6.67,6.75,71.33,64.59,31.74,1,1.0484,2025-04-12
2014,RO,LU762,O,PLATFORM,37.58,14.22,27.73,7.93,0,265.7,879.42,7.5,7.62,44.99,33.25,31.25,0,2.7007,2025-01-05
2015,BG,BE281,E,SELF_EMPLOYED,33.93,17.44,4.76,14.76,0,205.61,1210.62,6.94,7.87,56.46,57.88,7.63,1,1.7635,2024-06-29
2016,FR,FI898,P,PERMANENT,42.55,10.76,23.52,12.91,0,58.14,1092.61,6.5,7.64,22.53,53.32,38.15,1,2.6566,2025-03-11
2017,LT,LV377,F,APPRENTICE,21.72,13.14,5.3,17.64,0,793.22,1039.56,7.23,6.99,25.64,68.66,18.66,1,3.7134,2025-03-24
2018,SK,NL849,Q,TEMPORARY,37.47,5.43,10.52,4.51,0,252.72,280.25,6.42,5.5,35.77,41.87,52.94,1,2.6815,2024-07-22
2019,HR,AT47,G,PLATFORM,36.08,18.58,16.17,4.33,0,203.77,935.6,7.13,7.53,45.26,32.43,40.92,1,0.8991,2024-02-25
2020,DE,CY19,R,SELF_EMPLOYED,49.32,9.78,19.07,23.58,1,626.41,243.73,8.54,5.56,38.51,64.61,40.49,1,1.101,2025-10-03
2021,LU,AT3,H,PERMANENT,25.91,5.48,35.41,33.31,0,904.15,1623.82,6.75,5.39,41.08,49.74,34.08,1,2.0592,2024-03-23
2022,SI,AT5,S,APPRENTICE,21.05,12.86,23.51,3.35,0,80.48,199.4,6.73,7.76,50.04,35.32,13.59,1,0.2479,2024-01-20
2023,CY,ES121,I,TEMPORARY,39.36,12.0,35.87,5.45,0,379.85,1091.98,7.71,7.75,30.77,60.91,15.97,0,1.8801,2024-03-21
2024,GR,GR5,T,PLATFORM,28.38,10.16,22.88,14.1,0,270.92,556.22,7.47,6.87,61.94,60.84,36.47,1,0.8862,2024-12-11
2025,MT,BE505,J,SELF_EMPLOYED,47.04,4.42,28.45,27.09,1,370.92,511.98,6.71,5.84,43.1,60.53,42.11,1,1.9165,2025-02-19
2006,ES,CY531,U,PERMANENT,25.89,9.54,24.21,10.79,0,463.8,1033.14,5.19,6.61,45.36,63.23,52.05,0,3.6699,2025-10-13
2007,CZ,IT454,K,APPRENTICE,22.73,10.19,17.66,13.29,0,52.64,758.91,7.97,8.07,35.51,61.74,16.93,1,1.5787,2025-11-16
2008,HU,FR8,A,TEMPORARY,30.7,11.75,24.25,18.82,0,202.38,547.25,5.9,6.83,26.72,47.04,47.08,1,4.3839,2024-02-14
2009,NL,NL6,L,PLATFORM,44.18,6.81,16.75,25.46,0,522.0,1137.54,5.73,5.0,55.56,40.21,12.87,1,2.8246,2024-01-14
2010,SE,RO893,B,SELF_EMPLOYED,31.33,7.28,25.46,3.35,0,460.39,762.06,5.27,6.53,54.17,20.53,24.49,1,0.2642,2024-10-18
2011,DK,AT149,M,PERMANENT,40.82,19.8,19.75,31.09,0,496.19,143.64,7.34,7.45,54.36,35.38,29.2,1,2.3432,2024-07-24
2012,IE,PL4,C,APPRENTICE,30.84,2.37,7.64,7.0,0,1055.25,1181.39,5.78,5.52,40.25,52.27,31.89,1,3.7936,2025-04-20
2013,PL,RO40,N,TEMPORARY,26.82,11.17,21.58,4.79,0,516.34,1371.54,5.73,5.64,34.84,37.1,3.65,1,4.579,2025-12-09
2014,AT,SI163,D,PLATFORM,48.27,13.56,38.49,9.49,1,1112.58,281.7,6.99,5.27,53.86,47.3,43.26,1,2.0393,2025-02-17
2015,EE,AT463,O,SELF_EMPLOYED,43.44,2.8,12.6,12.15,1,429.56,1362.58,7.99,7.22,36.38,42.17,34.26,1,1.3207,2025-05-19
2016,IT,DK531,E,PERMANENT,34.1,14.7,21.97,22.29,0,165.51,301.87,6.86,5.43,44.05,73.81,35.66,0,0.2601,2024-04-09
2017,PT,LU955,P,APPRENTICE,33.52,5.72,14.64,9.83,0,160.26,216.64,6.82,5.32,34.27,67.3,14.22,1,0.8722,2025-07-07
2018,BE,HU2,F,TEMPORARY,35.84,3.54,37.04,25.78,1,826.02,404.4,5.98,5.31,36.49,13.94,67.35,1,1.6633,2025-02-13
2019,FI,RO30,Q,PLATFORM,48.11,14.12,24.08,12.16,0,296.98,1343.45,6.9,6.29,28.33,60.81,66.42,0,2.3105,2024-12-13
2020,LV,RO2,G,SELF_EMPLOYED,34.99,5.51,19.8,24.81,1,426.33,499.22,6.93,6.73,52.08,26.22,46.51,1,0.7319,2024-11-01
2021,RO,NL33,R,PERMANENT,25.11,15.74,23.15,16.84,0,174.9,653.68,6.32,8.45,84.73,40.2,35.25,0,1.9824,2025-06-13
2022,BG,LU1,H,APPRENTICE,27.05,3.17,6.06,15.98,1,1055.25,1180.17,6.09,6.65,63.77,71.3,42.46,1,3.2362,2025-05-04
2023,FR,HR32,S,TEMPORARY,29.04,9.25,18.73,4.11,0,57.12,548.92,6.99,5.6,26.5,73.03,45.29,0,4.403,2024-08-22
2024,LT,IT76,I,PLATFORM,35.13,8.87,24.3,8.14,0,447.47,554.98,4.86,7.61,35.25,10.96,14.86,1,1.2413,2024-01-27
2025,SK,PT671,T,SELF_EMPLOYED,32.67,16.15,21.7,13.88,1,342.03,1100.2,7.12,6.93,33.44,42.11,8.96,1,4.3151,2026-02-02
2006,HR,AT58,J,PERMANENT,28.43,2.12,11.28,16.55,0,146.51,627.85,6.15,6.76,45.95,44.84,9.08,1,3.8957,2025-01-25
2007,DE,GR254,U,APPRENTICE,24.28,3.1,24.52,12.8,0,213.48,1020.0,5.69,6.56,28.47,30.64,53.0,0,3.9388,2026-01-08
2008,LU,DE819,K,TEMPORARY,42.72,19.29,15.93,12.79,0,698.36,633.08,5.81,7.34,24.85,24.87,39.87,0,3.405,2025-01-09
2009,SI,DK51,A,PLATFORM,38.66,18.95,6.0,4.81,0,211.79,1375.4,5.55,5.07,28.17,46.17,16.34,1,0.2997,2025-12-06
2010,CY,LU59,L,SELF_EMPLOYED,39.16,5.23,25.46,15.48,0,587.47,110.54,8.33,7.2,36.37,49.63,42.62,1,1.1944,2024-06-16
2011,GR,MT232,B,PERMANENT,25.61,13.76,27.72,21.36,0,185.29,1022.21,7.66,7.36,66.99,53.8,38.62,1,1.123,2024-05-01
2012,MT,ES2,M,APPRENTICE,31.69,18.03,10.94,13.29,0,292.49,1301.54,7.54,7.82,58.99,59.77,52.99,1,2.1999,2024-04-02
2013,ES,LV66,C,TEMPORARY,38.77,19.19,5.6,19.74,0,1253.68,150.55,8.04,5.23,70.69,33.28,16.43,1,0.6516,2024-04-22
2014,CZ,PT17,N,PLATFORM,31.85,3.37,24.37,18.43,0,731.65,142.63,6.42,7.8,63.13,45.0,55.28,1,3.7032,2025-01-24
2015,HU,EE601,D,SELF_EMPLOYED,28.14,10.04,25.23,2.09,0,393.42,361.4,7.98,5.23,50.44,18.72,27.26,0,0.6139,2025-12-21
2016,NL,AT83,O,PERMANENT,30.72,2.72,19.7,16.57,0,127.5,1250.56,6.96,6.77,49.47,73.82,51.72,1,2.3141,2025-01-19
2017,SE,SE3,E,APPRENTICE,26.09,18.05,13.07,23.4,0,1117.08,355.38,6.77,5.9,49.17,80.76,51.51,1,2.7456,2025-09-02
2018,DK,FI207,P,TEMPORARY,41.21,11.04,3.78,5.18,0,260.78,535.55,5.85,4.57,60.67,53.19,46.24,1,3.5852,2024-09-15
2019,IE,LT5,F,PLATFORM,27.94,12.21,4.73,26.02,0,865.6,845.7,5.87,6.32,40.55,24.68,48.61,1,1.2408,2025-11-17
2020,PL,CZ4,Q,SELF_EMPLOYED,30.12,2.72,7.32,32.39,0,127.93,1366.13,8.53,6.19,41.32,50.86,4.18,1,4.3238,2024-03-05
2021,AT,MT109,G,PERMANENT,32.81,19.21,22.1,33.68,0,610.79,1367.03,7.42,6.9,73.81,71.21,12.08,0,1.2574,2024-08-22
2022,EE,SK9,R,APPRENTICE,24.0,7.21,5.39,10.96,1,510.52,776.47,5.91,5.75,61.01,68.17,25.79,1,4.1384,2025-08-04
2023,IT,SE90,H,TEMPORARY,42.4,14.2,5.86,19.09,1,659.25,257.24,7.85,7.81,69.15,64.55,48.48,0,2.1112,2024-09-23
2024,PT,SI88,S,PLATFORM,40.44,17.19,24.19,8.1,0,728.97,910.91,5.52,7.12,49.97,65.06,39.66,0,2.7085,2024-10-07
2025,BE,GR828,I,SELF_EMPLOYED,48.43,13.78,20.43,22.75,0,210.59,837.51,8.8,7.76,78.54,57.66,24.21,1,3.1733,2024-07-11
2006,FI,CY5,T,PERMANENT,39.45,14.16,16.82,12.31,0,541.49,867.72,5.13,6.61,80.94,72.4,30.55,1,3.9784,2024-11-19
2007,LV,SK4,J,APPRENTICE,23.22,17.81,27.86,21.8,0,59.88,420.64,5.55,8.65,35.5,51.61,49.07,1,2.4327,2025-12-30
2008,RO,IE89,U,TEMPORARY,37.04,3.26,8.47,12.6,0,646.12,1376.38,6.24,7.01,52.53,60.05,20.87,1,3.7998,2024-11-25
2009,BG,NL970,K,PLATFORM,36.87,18.36,8.12,4.21,0,275.75,1392.97,5.87,5.16,48.32,58.51,51.79,1,2.0412,2025-10-06
2010,FR,SK45,A,SELF_EMPLOYED,39.88,15.51,7.02,6.24,0,584.43,433.51,6.1,7.11,69.17,40.88,29.83,1,1.9097,2025-08-10
2011,LT,NL8,L,PERMANENT,27.32,19.06,13.36,19.19,0,264.39,1189.15,5.96,7.87,80.58,64.79,55.07,0,4.2559,2025-10-02
2012,SK,FR22,B,APPRENTICE,32.04,7.55,15.51,8.59,0,908.19,582.23,5.27,5.21,64.15,41.76,28.35,1,0.4418,2025-04-23
2013,HR,BG3,M,TEMPORARY,32.4,13.83,20.24,21.56,0,103.54,1058.38,8.66,7.34,60.78,59.11,47.71,1,1.1233,2025-05-28
2014,DE,BG96,C,PLATFORM,37.83,13.31,5.97,11.18,0,1174.07,914.37,5.19,6.25,47.65,24.57,39.39,1,1.5945,2024-12-12
2015,LU,HU465,N,SELF_EMPLOYED,29.4,12.44,3.48,3.38,0,269.7,771.18,6.53,7.1,37.82,11.8,25.39,1,1.7632,2025-10-22
2016,SI,HR29,D,PERMANENT,34.74,20.26,21.9,9.5,0,990.47,707.62,7.99,7.92,62.87,61.72,3.76,0,3.3204,2024-09-13
2017,CY,BE7,O,APPRENTICE,34.42,18.75,19.72,18.92,0,408.14,1371.49,5.74,5.2,78.46,53.39,6.29,1,2.2094,2025-07-20
2018,GR,BE87,E,TEMPORARY,27.12,17.4,17.85,10.38,1,580.82,924.7,7.21,6.91,74.92,22.95,16.53,1,0.8416,2024-01-07
2019,MT,HR81,P,PLATFORM,43.93,19.68,20.18,15.83,0,719.78,1292.25,6.17,5.16,75.09,14.43,44.26,1,0.9255,2024-07-13
2020,ES,AT816,F,SELF_EMPLOYED,38.09,14.1,34.23,11.45,0,610.87,1061.42,8.07,6.37,79.07,23.17,29.75,1,1.7874,2025-10-29
2021,CZ,MT937,Q,PERMANENT,27.0,9.75,28.04,23.39,1,104.78,1654.78,5.66,8.31,25.09,24.75,23.56,1,2.6071,2024-09-01
2022,HU,AT431,G,APPRENTICE,34.73,13.7,8.55,16.05,0,229.16,919.68,8.54,6.43,83.11,23.2,19.3,1,3.6403,2024-09-23
2023,NL,GR848,R,TEMPORARY,27.8,18.47,12.72,20.92,0,203.96,1699.52,6.99,7.06,36.11,46.34,34.25,1,3.5855,2025-12-24
2024,SE,SK69,H,PLATFORM,32.91,4.36,30.51,8.7,0,494.27,492.33,6.43,5.26,35.84,67.49,9.4,0,3.4692,2024-01-03
2025,DK,HU326,S,SELF_EMPLOYED,37.92,14.14,23.52,2.57,0,253.39,517.31,7.46,7.49,62.05,20.35,78.04,1,2.1962,2024-09-03
2006,IE,SE619,I,PERMANENT,31.8,7.69,37.15,11.32,0,442.42,801.61,7.27,7.73,61.35,69.97,46.61,1,3.7648,2024-07-17
2007,PL,HR8,T,APPRENTICE,25.86,12.37,20.08,11.72,0,477.43,1124.5,6.03,7.03,79.43,81.07,13.81,1,3.7813,2024-10-31
2008,AT,PL42,J,TEMPORARY,42.37,19.65,30.55,16.6,0,655.38,512.85,6.03,7.75,36.54,53.37,44.44,0,3.4457,2024-12-18
2009,EE,BG365,U,PLATFORM,43.77,5.31,19.46,5.37,0,577.13,998.26,6.35,7.04,39.78,40.45,56.39,1,0.2014,2025-08-16
2010,IT,CZ5,K,SELF_EMPLOYED,31.34,12.72,34.02,16.51,0,308.32,796.01,5.91,5.51,57.49,64.13,24.72,0,4.1361,2024-02-11
2011,PT,LV533,A,PERMANENT,36.49,14.39,12.53,3.2,0,114.1,272.97,6.91,4.81,63.69,41.77,32.95,1,0.4577,2024-02-27
2012,BE,IT885,L,APPRENTICE,28.28,6.69,6.32,30.76,0,218.91,257.36,7.76,6.01,40.24,45.86,84.08,0,1.2396,2024-12-13
2013,FI,PT359,B,TEMPORARY,30.37,4.69,12.31,5.35,0,1219.8,121.44,5.41,4.81,16.35,60.96,57.77,0,2.0774,2024-05-02
2014,LV,HR19,M,PLATFORM,43.53,3.4,5.81,20.62,1,578.51,922.85,5.68,7.15,57.47,57.18,33.43,1,2.9694,2026-02-14
2015,RO,CZ1,C,SELF_EMPLOYED,35.39,8.29,20.92,14.95,0,263.78,546.64,6.85,6.27,16.85,28.15,4.71,1,0.3963,2024-08-08
2016,BG,FR28,N,PERMANENT,24.25,21.77,18.24,16.52,0,274.0,777.76,8.77,6.2,82.38,65.73,20.49,1,4.3638,2024-12-22
2017,FR,LU3,D,APPRENTICE,33.54,3.38,38.64,2.79,0,309.06,872.74,7.97,4.89,37.34,36.92,38.71,1,1.4371,2026-01-03
2018,LT,CY864,O,TEMPORARY,32.14,17.24,25.3,19.61,1,170.03,1134.13,6.64,8.3,80.41,65.14,16.8,0,2.4753,2026-01-12
2019,SK,AT662,E,PLATFORM,40.34,10.43,6.54,21.86,0,714.14,379.27,7.8,7.19,20.95,31.25,30.11,1,3.2363,2025-11-21
2020,HR,EE73,P,SELF_EMPLOYED,32.18,15.32,6.85,21.33,0,579.27,917.52,7.87,8.71,47.37,48.56,43.53,1,4.7889,2024-08-17
2021,DE,PL73,F,PERMANENT,33.33,7.49,6.04,36.89,1,591.57,777.81,8.49,7.35,51.14,84.52,44.61,1,3.6828,2024-01-14
2022,LU,LV61,Q,APPRENTICE,22.93,18.45,25.17,10.55,1,592.65,1844.46,7.5,7.69,51.53,73.0,28.01,1,1.4115,2024-09-14
2023,SI,LV729,G,TEMPORARY,38.97,17.45,5.55,3.86,0,63.87,709.9,7.78,5.71,62.79,19.12,18.75,1,3.1489,2025-12-09
2024,CY,SK36,R,PLATFORM,38.42,18.82,27.84,3.28,0,96.93,759.45,5.06,6.9,39.32,33.41,4.31,0,2.1871,2025-01-23
2025,GR,MT37,H,SELF_EMPLOYED,32.82,9.1,5.84,4.18,0,501.12,556.63,6.65,5.97,26.22,51.11,45.69,0,3.6492,2025-10-06
2006,MT,ES67,S,PERMANENT,42.93,23.63,13.64,4.57,1,312.0,1685.9,6.26,6.65,23.34,69.01,24.93,1,2.7888,2025-02-14
2007,ES,FR4,I,APPRENTICE,33.78,15.33,24.45,12.35,1,500.37,847.1,5.22,5.86,30.66,49.01,32.2,0,4.5321,2025-10-06
2008,CZ,MT773,T,TEMPORARY,37.39,7.81,28.13,14.47,0,220.66,1327.41,6.38,8.23,44.9,65.14,36.66,0,3.3748,2025-08-17
2009,HU,BG1,J,PLATFORM,46.25,5.74,5.77,23.19,0,589.72,567.92,7.27,5.03,26.31,30.35,46.11,1,2.4159,2025-06-25
2010,NL,DE7,U,SELF_EMPLOYED,43.48,23.69,15.14,5.49,0,105.93,1643.21,7.33,6.74,51.96,39.31,30.62,1,2.8248,2025-07-26
2011,SE,IE8,K,PERMANENT,29.1,18.91,19.47,34.47,0,520.77,979.75,6.46,8.61,50.88,59.18,17.98,1,3.2529,2025-05-06
2012,DK,SE59,A,APPRENTICE,25.16,17.16,24.16,27.76,0,75.38,576.26,8.01,7.42,37.66,86.2,44.16,0,2.7059,2025-06-14
2013,IE,HR51,L,TEMPORARY,37.39,5.45,19.09,22.0,0,204.91,325.43,6.89,8.42,39.88,23.46,16.47,1,1.5877,2024-10-28
2014,PL,PT53,B,PLATFORM,44.23,22.62,20.18,19.72,0,190.12,814.83,5.31,4.9,34.16,33.8,45.75,1,3.0573,2024-09-06
2015,AT,PT125,M,SELF_EMPLOYED,48.17,22.73,20.89,17.33,0,131.28,1094.84,7.61,4.86,20.91,28.6,36.97,1,0.6913,2024-03-12
2016,EE,IE80,C,PERMANENT,30.48,4.45,6.09,11.46,0,1116.19,1401.91,8.15,5.4,32.67,15.79,22.38,1,1.9128,2025-11-07
