lab_dialogue_reference_year,lab_dialogue_country_iso2,lab_dialogue_sector_nace_section,lab_dialogue_collective_bargaining_coverage_pct,lab_dialogue_union_density_pct,lab_dialogue_employer_organisation_density_pct,lab_dialogue_wage_setting_level_code,lab_dialogue_minimum_wage_directive_alignment_flag,lab_dialogue_agreements_signed_count,lab_dialogue_disputes_count,lab_dialogue_strike_days_lost_per_1k,lab_dialogue_mediation_cases_count,lab_dialogue_social_partner_consultations_count,lab_dialogue_tripartite_body_flag,lab_dialogue_gender_equality_clause_share_pct,lab_dialogue_platform_work_clause_share_pct,lab_dialogue_telework_clause_share_pct,lab_dialogue_training_clause_share_pct,lab_dialogue_data_source,lab_dialogue_last_update_date
2019,IE,F,57.08,40.28,54.74,SECTOR,1,351,70,48.17,89,479,1,10.14,0.69,39.85,17.79,NATIONAL_LABOUR_MINISTRY,2019-12-27
2020,PL,Q,69.67,43.08,26.68,NATIONAL,0,526,36,39.27,104,368,1,31.67,16.14,16.97,68.97,SOCIAL_PARTNER_REGISTRY,2020-01-25
2021,AT,G,48.14,32.81,56.88,MIXED,0,127,98,34.32,0,395,1,31.0,25.4,59.26,52.75,ILO_EXPORT,2020-02-23
2022,EE,R,32.72,55.62,57.25,COMPANY,1,185,91,18.38,133,196,0,76.5,46.55,12.6,22.13,EUROFOUND_EWCS,2020-03-23
2023,IT,H,14.23,6.11,18.97,SECTOR,1,151,83,21.38,2,408,1,21.06,12.56,3.1,76.05,NATIONAL_LABOUR_MINISTRY,2020-04-21
2024,PT,S,41.45,25.91,52.29,NATIONAL,0,260,51,34.63,34,318,0,59.56,41.6,23.81,30.96,SOCIAL_PARTNER_REGISTRY,2020-05-20
2025,BE,I,100.0,37.02,68.67,MIXED,1,189,84,33.97,103,379,1,55.31,43.55,20.88,38.6,ILO_EXPORT,2020-06-18
2006,FI,T,88.3,76.02,53.74,COMPANY,1,16,0,3.91,82,484,1,36.08,0.59,11.48,74.09,EUROFOUND_EWCS,2020-07-17
2007,LV,J,44.16,16.7,58.06,SECTOR,0,187,27,9.39,124,421,1,31.98,8.74,34.0,15.97,NATIONAL_LABOUR_MINISTRY,2020-08-15
2008,RO,U,58.5,32.95,31.74,NATIONAL,0,2,41,51.74,15,244,1,35.79,13.14,40.54,50.18,SOCIAL_PARTNER_REGISTRY,2020-09-13
2009,BG,K,30.29,33.64,40.75,MIXED,0,264,26,14.03,12,281,1,48.13,4.22,28.66,35.95,ILO_EXPORT,2020-10-12
2010,FR,A,67.39,39.67,79.19,COMPANY,0,291,44,25.11,112,410,1,43.1,14.74,19.66,35.33,EUROFOUND_EWCS,2020-11-10
2011,LT,L,9.52,50.56,19.0,SECTOR,0,251,28,38.52,103,220,1,36.79,19.1,37.01,27.43,NATIONAL_LABOUR_MINISTRY,2020-12-09
2012,SK,B,9.76,6.44,32.2,NATIONAL,0,34,23,35.97,29,361,1,11.75,6.45,2.35,11.82,SOCIAL_PARTNER_REGISTRY,2021-01-07
2013,HR,M,57.23,47.71,46.37,MIXED,0,337,60,27.23,22,588,1,10.9,7.15,31.15,72.53,ILO_EXPORT,2021-02-05
2014,DE,C,65.96,21.2,63.08,COMPANY,0,239,9,27.72,36,116,1,52.68,7.17,30.29,76.81,EUROFOUND_EWCS,2021-03-06
2015,LU,N,34.37,51.48,60.89,SECTOR,0,156,63,35.57,48,283,1,54.89,8.81,41.52,55.09,NATIONAL_LABOUR_MINISTRY,2021-04-04
2016,SI,D,43.12,16.26,28.81,NATIONAL,0,169,56,28.92,3,21,1,30.83,1.11,25.08,48.32,SOCIAL_PARTNER_REGISTRY,2021-05-03
2017,CY,O,55.18,40.95,38.38,MIXED,0,120,19,25.94,0,7,0,27.76,12.64,36.89,18.21,ILO_EXPORT,2021-06-01
2018,GR,E,53.58,59.04,10.76,COMPANY,0,188,35,34.66,14,215,1,71.42,1.0,18.53,18.14,EUROFOUND_EWCS,2021-06-30
2019,MT,P,74.96,16.8,56.61,SECTOR,0,141,82,33.92,120,439,1,34.69,12.19,44.57,26.36,NATIONAL_LABOUR_MINISTRY,2021-07-29
2020,ES,F,38.57,27.92,28.43,NATIONAL,0,166,81,56.05,31,11,1,62.18,0.82,20.59,19.79,SOCIAL_PARTNER_REGISTRY,2021-08-27
2021,CZ,Q,24.89,6.79,32.03,MIXED,0,245,70,20.86,88,239,0,63.79,5.58,29.58,18.13,ILO_EXPORT,2021-09-25
2022,HU,G,14.58,20.07,37.64,COMPANY,1,87,18,5.24,19,180,1,42.64,21.92,12.7,56.18,EUROFOUND_EWCS,2021-10-24
2023,NL,R,74.43,21.94,76.83,SECTOR,1,34,65,17.47,108,255,0,64.1,21.54,37.25,78.44,NATIONAL_LABOUR_MINISTRY,2021-11-22
2024,SE,H,77.17,36.27,75.11,NATIONAL,1,229,42,7.52,126,38,1,13.31,10.3,37.07,72.07,SOCIAL_PARTNER_REGISTRY,2021-12-21
2025,DK,S,62.19,71.41,25.07,MIXED,0,354,34,4.12,125,183,1,33.01,17.53,55.81,31.58,ILO_EXPORT,2022-01-19
2006,IE,I,36.73,31.89,23.09,COMPANY,1,48,80,11.0,62,98,1,49.02,8.66,19.14,66.53,EUROFOUND_EWCS,2022-02-17
2007,PL,T,47.59,48.02,39.66,SECTOR,0,300,14,20.49,71,143,0,20.33,8.53,21.3,55.96,NATIONAL_LABOUR_MINISTRY,2022-03-18
2008,AT,J,31.17,46.88,27.31,NATIONAL,0,135,58,26.15,68,290,1,31.28,6.59,13.79,23.08,SOCIAL_PARTNER_REGISTRY,2022-04-16
2009,EE,U,12.46,49.19,22.4,MIXED,0,62,33,5.45,125,398,0,31.87,11.44,3.65,61.1,ILO_EXPORT,2022-05-15
2010,IT,K,58.77,37.04,39.49,COMPANY,0,191,44,46.02,134,414,1,17.59,12.49,28.26,57.36,EUROFOUND_EWCS,2022-06-13
2011,PT,A,9.63,31.11,45.99,SECTOR,0,157,88,14.49,30,368,1,26.96,3.52,34.13,14.92,NATIONAL_LABOUR_MINISTRY,2022-07-12
2012,BE,L,100.0,38.28,49.55,NATIONAL,0,126,23,5.15,117,7,0,43.24,13.75,25.07,49.29,SOCIAL_PARTNER_REGISTRY,2022-08-10
2013,FI,B,81.35,25.02,44.86,MIXED,0,135,70,49.59,12,248,1,31.76,16.68,31.25,77.87,ILO_EXPORT,2022-09-08
2014,LV,M,13.33,57.79,43.82,COMPANY,0,202,64,11.81,109,231,1,38.91,10.95,36.38,17.56,EUROFOUND_EWCS,2022-10-07
2015,RO,C,41.63,54.98,25.23,SECTOR,0,244,50,21.39,122,200,1,21.47,1.55,40.29,40.6,NATIONAL_LABOUR_MINISTRY,2022-11-05
2016,BG,N,31.68,45.59,27.83,NATIONAL,1,297,1,14.1,77,378,1,23.04,10.47,6.3,69.44,SOCIAL_PARTNER_REGISTRY,2022-12-04
2017,FR,D,14.77,8.66,56.7,MIXED,0,127,39,19.97,130,252,1,20.52,0.29,43.69,49.99,ILO_EXPORT,2023-01-02
2018,LT,O,62.5,54.73,39.26,COMPANY,0,498,60,33.43,62,302,1,42.8,19.12,29.8,53.62,EUROFOUND_EWCS,2023-01-31
2019,SK,E,69.69,54.01,41.17,SECTOR,0,412,33,40.15,68,395,1,68.14,3.87,12.07,84.93,NATIONAL_LABOUR_MINISTRY,2023-03-01
2020,HR,P,16.58,48.0,51.84,NATIONAL,0,61,98,17.35,8,89,0,39.57,16.27,47.9,27.85,SOCIAL_PARTNER_REGISTRY,2023-03-30
2021,DE,F,76.99,38.01,48.65,MIXED,0,179,48,26.7,2,439,0,76.23,29.01,54.59,17.04,ILO_EXPORT,2023-04-28
2022,LU,Q,33.99,50.32,23.16,COMPANY,0,109,71,26.11,42,360,1,59.52,5.58,41.21,63.47,EUROFOUND_EWCS,2023-05-27
2023,SI,G,62.33,4.96,40.53,SECTOR,1,107,53,19.71,100,436,1,71.03,27.57,34.28,76.84,NATIONAL_LABOUR_MINISTRY,2023-06-25
2024,CY,R,32.72,11.74,63.4,NATIONAL,0,176,39,37.84,132,179,0,62.15,22.15,24.92,29.57,SOCIAL_PARTNER_REGISTRY,2023-07-24
2025,GR,H,51.34,14.7,12.0,MIXED,1,128,63,35.44,114,378,1,24.94,24.39,65.96,37.88,ILO_EXPORT,2023-08-22
2006,MT,S,67.89,9.23,36.76,COMPANY,1,310,68,26.13,64,387,1,32.64,16.41,8.93,27.69,EUROFOUND_EWCS,2023-09-20
2007,ES,I,59.7,31.36,21.6,SECTOR,0,482,45,43.18,112,550,1,26.4,4.56,5.48,57.27,NATIONAL_LABOUR_MINISTRY,2023-10-19
2008,CZ,T,34.14,8.21,37.6,NATIONAL,1,321,18,30.76,52,391,0,10.53,18.6,38.08,47.16,SOCIAL_PARTNER_REGISTRY,2023-11-17
2009,HU,J,29.13,41.41,47.65,MIXED,0,72,22,6.88,35,6,0,35.02,10.18,17.16,59.16,ILO_EXPORT,2023-12-16
2010,NL,U,67.75,51.69,73.24,COMPANY,0,234,50,46.79,4,23,1,53.96,4.46,40.43,34.96,EUROFOUND_EWCS,2024-01-14
2011,SE,K,69.62,93.88,74.32,SECTOR,0,363,15,9.12,52,211,0,6.69,0.65,14.64,57.85,NATIONAL_LABOUR_MINISTRY,2024-02-12
2012,DK,A,84.89,29.51,66.66,NATIONAL,0,84,15,12.7,0,485,1,4.84,17.36,31.53,77.04,SOCIAL_PARTNER_REGISTRY,2024-03-12
2013,IE,L,8.69,55.76,34.94,MIXED,0,180,2,22.31,20,382,1,47.77,15.85,39.72,16.02,ILO_EXPORT,2024-04-10
2014,PL,B,31.03,57.72,13.94,COMPANY,0,169,5,17.08,71,294,1,5.49,10.25,24.19,63.55,EUROFOUND_EWCS,2024-05-09
2015,AT,M,9.86,52.21,55.68,SECTOR,0,286,0,19.35,24,240,1,14.39,1.8,39.51,71.39,NATIONAL_LABOUR_MINISTRY,2024-06-07
2016,EE,C,63.3,33.76,64.23,NATIONAL,0,352,45,15.88,49,462,1,70.09,16.74,1.79,85.46,SOCIAL_PARTNER_REGISTRY,2024-07-06
2017,IT,N,77.98,30.37,35.1,MIXED,0,376,69,20.63,52,498,1,33.56,10.6,7.03,58.19,ILO_EXPORT,2024-08-04
2018,PT,D,16.53,28.03,47.94,COMPANY,0,99,77,38.54,80,82,1,38.89,9.17,28.9,26.11,EUROFOUND_EWCS,2024-09-02
2019,BE,O,79.86,21.0,36.86,SECTOR,0,354,45,32.6,15,522,0,63.54,2.77,39.32,52.07,NATIONAL_LABOUR_MINISTRY,2024-10-01
2020,FI,E,98.73,61.34,62.32,NATIONAL,0,132,36,0.79,98,346,1,63.84,1.8,24.58,82.8,SOCIAL_PARTNER_REGISTRY,2024-10-30
2021,LV,P,56.88,40.55,44.93,MIXED,1,13,79,53.44,99,593,0,54.1,2.85,73.49,42.06,ILO_EXPORT,2024-11-28
2022,RO,F,16.78,7.88,58.41,COMPANY,1,316,38,53.65,132,384,1,47.3,43.84,7.57,68.57,EUROFOUND_EWCS,2024-12-27
2023,BG,Q,30.86,47.15,51.64,SECTOR,1,369,29,17.12,102,194,0,28.55,22.96,38.46,53.27,NATIONAL_LABOUR_MINISTRY,2025-01-25
2024,FR,G,55.66,10.18,8.95,NATIONAL,1,145,37,4.11,69,231,1,75.24,11.26,8.56,54.57,SOCIAL_PARTNER_REGISTRY,2025-02-23
2025,LT,R,54.46,58.15,8.41,MIXED,1,196,29,38.89,105,504,1,55.42,19.3,17.98,79.12,ILO_EXPORT,2025-03-24
2006,SK,H,59.63,41.22,20.7,COMPANY,0,5,67,39.73,17,198,1,17.02,17.53,38.51,13.49,EUROFOUND_EWCS,2025-04-22
2007,HR,S,78.06,26.64,66.87,SECTOR,1,91,40,42.4,124,299,1,37.05,9.13,35.87,63.87,NATIONAL_LABOUR_MINISTRY,2025-05-21
2008,DE,I,52.95,13.54,28.81,NATIONAL,0,400,63,31.95,28,406,1,32.17,4.12,8.78,70.43,SOCIAL_PARTNER_REGISTRY,2025-06-19
2009,LU,T,22.67,25.26,39.54,MIXED,0,303,59,46.81,131,31,0,36.98,19.22,9.38,40.54,ILO_EXPORT,2025-07-18
2010,SI,J,16.63,49.92,50.52,COMPANY,0,250,88,55.33,42,35,1,30.57,12.33,23.24,48.79,EUROFOUND_EWCS,2025-08-16
2011,CY,U,31.73,28.91,49.05,SECTOR,1,288,62,9.73,137,249,0,38.91,2.87,29.64,30.56,NATIONAL_LABOUR_MINISTRY,2025-09-14
2012,GR,K,19.95,16.11,25.94,NATIONAL,0,90,80,42.29,64,88,1,38.3,12.2,40.42,56.12,SOCIAL_PARTNER_REGISTRY,2025-10-13
2013,MT,A,14.32,27.15,18.56,MIXED,0,5,13,5.18,53,107,1,5.67,1.17,41.57,35.24,ILO_EXPORT,2025-11-11
2014,ES,L,66.67,21.33,19.44,COMPANY,0,263,41,5.56,3,345,1,10.81,16.56,7.22,17.55,EUROFOUND_EWCS,2025-12-10
2015,CZ,B,66.17,48.65,11.45,SECTOR,0,435,57,49.85,51,65,0,42.73,13.92,12.51,50.32,NATIONAL_LABOUR_MINISTRY,2026-01-08
2016,HU,M,54.99,9.03,63.77,NATIONAL,0,430,19,15.84,112,475,1,33.66,11.52,7.39,71.64,SOCIAL_PARTNER_REGISTRY,2026-02-06
2017,NL,C,47.96,28.55,32.57,MIXED,0,51,41,48.49,135,203,0,39.97,4.98,40.71,59.23,ILO_EXPORT,2010-01-10
2018,SE,N,30.74,30.7,17.67,COMPANY,0,131,29,38.78,37,225,1,7.95,1.87,16.32,26.41,EUROFOUND_EWCS,2010-02-08
2019,DK,D,23.51,49.19,49.2,SECTOR,0,208,0,29.69,19,179,0,63.42,7.89,19.42,43.03,NATIONAL_LABOUR_MINISTRY,2010-03-09
2020,IE,O,46.0,10.48,29.48,NATIONAL,0,218,5,12.56,35,66,1,24.89,18.26,12.24,58.34,SOCIAL_PARTNER_REGISTRY,2010-04-07
2021,PL,E,42.45,6.97,27.52,MIXED,0,164,11,13.48,3,394,1,77.47,33.87,37.18,40.82,ILO_EXPORT,2010-05-06
2022,AT,P,49.97,58.77,25.58,COMPANY,1,184,41,45.76,64,410,1,68.94,5.05,14.77,47.99,EUROFOUND_EWCS,2010-06-04
2023,EE,F,23.01,39.31,46.25,SECTOR,1,257,65,9.23,117,44,1,54.9,45.57,66.48,63.39,NATIONAL_LABOUR_MINISTRY,2010-07-03
2024,IT,Q,61.68,43.3,72.7,NATIONAL,1,450,67,22.27,129,373,1,22.3,42.79,64.14,27.13,SOCIAL_PARTNER_REGISTRY,2010-08-01
2025,PT,G,70.71,12.18,40.7,MIXED,1,335,25,26.5,27,349,1,61.42,30.23,8.14,76.97,ILO_EXPORT,2010-08-30
2006,BE,R,59.9,57.5,45.11,COMPANY,0,430,3,0.65,61,81,1,41.3,10.75,4.5,51.18,EUROFOUND_EWCS,2010-09-28
2007,FI,H,81.55,60.56,38.15,SECTOR,0,390,46,42.45,8,574,1,52.02,1.19,42.29,68.03,NATIONAL_LABOUR_MINISTRY,2010-10-27
2008,LV,S,45.93,55.86,20.68,NATIONAL,0,241,32,6.54,20,12,0,23.63,1.24,26.88,51.86,SOCIAL_PARTNER_REGISTRY,2010-11-25
2009,RO,I,40.09,12.41,8.99,MIXED,0,298,35,19.12,79,17,1,46.41,4.92,4.44,11.5,ILO_EXPORT,2010-12-24
2010,BG,T,36.16,41.21,26.0,COMPANY,0,311,3,6.56,84,123,1,15.79,16.23,23.5,14.59,EUROFOUND_EWCS,2011-01-22
2011,FR,J,27.94,7.3,60.13,SECTOR,0,326,43,25.62,135,369,1,39.7,17.04,1.6,10.48,NATIONAL_LABOUR_MINISTRY,2011-02-20
2012,LT,U,62.43,33.96,40.23,NATIONAL,0,474,20,0.81,116,179,1,4.4,9.2,20.33,47.28,SOCIAL_PARTNER_REGISTRY,2011-03-21
2013,SK,K,22.68,43.07,43.29,MIXED,0,252,79,23.47,74,206,1,36.18,1.43,9.29,28.29,ILO_EXPORT,2011-04-19
2014,HR,A,40.95,35.53,47.07,COMPANY,0,184,66,11.22,75,17,1,40.56,13.46,29.27,53.75,EUROFOUND_EWCS,2011-05-18
2015,DE,L,69.89,54.64,75.73,SECTOR,0,492,56,40.63,37,575,0,21.48,15.18,7.74,80.55,NATIONAL_LABOUR_MINISTRY,2011-06-16
2016,LU,B,61.04,13.48,18.29,NATIONAL,1,221,65,22.82,99,338,0,68.35,6.53,30.88,73.32,SOCIAL_PARTNER_REGISTRY,2011-07-15
2017,SI,M,73.52,7.13,58.62,MIXED,0,74,61,53.08,52,394,1,44.11,11.99,14.85,71.3,ILO_EXPORT,2011-08-13
2018,CY,C,48.25,46.36,23.28,COMPANY,1,106,19,15.82,66,380,1,29.49,19.24,2.94,54.39,EUROFOUND_EWCS,2011-09-11
2019,GR,N,12.74,13.51,51.84,SECTOR,1,175,66,5.18,70,95,1,34.1,13.87,23.01,70.83,NATIONAL_LABOUR_MINISTRY,2011-10-10
2020,MT,D,66.61,52.52,20.4,NATIONAL,0,3,44,29.55,112,450,1,6.21,36.21,64.84,42.58,SOCIAL_PARTNER_REGISTRY,2011-11-08
2021,ES,O,16.89,10.89,49.54,MIXED,0,26,24,33.36,57,160,0,77.27,17.68,33.09,37.13,ILO_EXPORT,2011-12-07
2022,CZ,E,74.73,30.01,32.32,COMPANY,0,257,63,2.16,120,22,0,45.89,11.95,42.25,80.18,EUROFOUND_EWCS,2012-01-05
2023,HU,P,25.79,21.07,42.53,SECTOR,1,39,7,27.92,35,151,1,72.18,7.73,27.27,60.58,NATIONAL_LABOUR_MINISTRY,2012-02-03
2024,NL,F,52.81,35.4,47.16,NATIONAL,1,472,43,42.29,54,387,0,30.47,42.64,13.82,58.29,SOCIAL_PARTNER_REGISTRY,2012-03-03
2025,SE,Q,40.43,60.54,17.26,MIXED,1,256,2,30.93,14,324,1,56.02,40.13,3.85,50.94,ILO_EXPORT,2012-04-01
2006,DK,G,62.96,44.52,28.4,COMPANY,0,364,47,55.22,72,556,1,9.42,6.7,41.6,11.28,EUROFOUND_EWCS,2012-04-30
2007,IE,R,49.23,9.95,36.14,SECTOR,0,150,39,22.43,78,529,1,39.38,12.91,36.06,33.05,NATIONAL_LABOUR_MINISTRY,2012-05-29
2008,PL,H,11.36,47.05,15.47,NATIONAL,0,171,14,2.42,77,421,0,16.64,19.14,18.78,55.68,SOCIAL_PARTNER_REGISTRY,2012-06-27
2009,AT,S,57.95,37.67,8.89,MIXED,0,286,22,16.11,33,262,1,5.78,16.98,9.47,26.88,ILO_EXPORT,2012-07-26
2010,EE,I,73.54,5.4,54.42,COMPANY,0,369,63,7.95,51,337,0,24.76,18.45,7.17,26.59,EUROFOUND_EWCS,2012-08-24
2011,IT,T,84.89,46.65,13.17,SECTOR,0,520,83,29.58,73,263,1,26.7,11.6,14.87,11.18,NATIONAL_LABOUR_MINISTRY,2012-09-22
2012,PT,J,60.77,10.09,52.28,NATIONAL,0,240,79,50.47,42,191,0,42.64,17.56,26.41,49.6,SOCIAL_PARTNER_REGISTRY,2012-10-21
2013,BE,U,39.46,47.81,34.91,MIXED,0,210,4,26.45,51,202,0,9.17,15.65,23.54,73.82,ILO_EXPORT,2012-11-19
2014,FI,K,14.77,35.58,52.23,COMPANY,0,214,51,38.68,27,213,1,15.42,7.62,16.72,75.18,EUROFOUND_EWCS,2012-12-18
2015,LV,A,36.56,54.08,16.7,SECTOR,0,291,84,33.87,106,296,1,27.15,8.09,16.15,67.73,NATIONAL_LABOUR_MINISTRY,2013-01-16
2016,RO,L,47.61,50.03,9.64,NATIONAL,0,54,56,3.64,126,376,1,49.32,15.1,6.24,76.38,SOCIAL_PARTNER_REGISTRY,2013-02-14
2017,BG,B,30.77,10.58,44.11,MIXED,0,335,63,32.87,76,94,1,77.82,1.2,39.63,54.87,ILO_EXPORT,2013-03-15
2018,FR,M,82.03,14.55,75.89,COMPANY,0,155,9,19.15,31,344,0,72.13,17.41,23.62,77.61,EUROFOUND_EWCS,2013-04-13
2019,LT,C,42.55,10.82,30.61,SECTOR,0,45,64,5.68,16,320,0,39.19,1.95,7.95,55.35,NATIONAL_LABOUR_MINISTRY,2013-05-12
2020,SK,N,40.41,24.78,30.34,NATIONAL,0,156,42,12.99,87,180,1,27.39,9.87,6.79,28.48,SOCIAL_PARTNER_REGISTRY,2013-06-10
2021,HR,D,64.77,30.48,40.05,MIXED,0,295,21,42.85,5,57,1,11.54,34.0,36.06,86.01,ILO_EXPORT,2013-07-09
2022,DE,O,58.01,49.76,31.47,COMPANY,0,161,91,48.79,51,335,1,60.53,4.41,59.28,61.05,EUROFOUND_EWCS,2013-08-07
2023,LU,E,63.53,31.76,48.31,SECTOR,1,479,70,49.16,118,379,1,78.72,19.27,7.08,23.31,NATIONAL_LABOUR_MINISTRY,2013-09-05
2024,SI,P,36.61,29.7,13.18,NATIONAL,1,278,15,37.95,35,147,0,42.97,21.14,66.13,66.03,SOCIAL_PARTNER_REGISTRY,2013-10-04
2025,CY,F,23.39,43.47,29.75,MIXED,0,95,58,44.7,6,286,0,19.22,20.44,14.96,46.97,ILO_EXPORT,2013-11-02
2006,GR,Q,74.85,40.89,61.46,COMPANY,0,7,6,17.13,23,211,0,5.53,1.71,31.18,73.09,EUROFOUND_EWCS,2013-12-01
2007,MT,G,50.93,5.0,44.18,SECTOR,0,460,40,49.35,27,93,0,46.04,16.5,15.99,74.88,NATIONAL_LABOUR_MINISTRY,2013-12-30
2008,ES,R,76.8,41.8,66.15,NATIONAL,0,88,7,1.8,13,592,1,31.01,13.49,33.22,21.43,SOCIAL_PARTNER_REGISTRY,2014-01-28
2009,CZ,H,15.32,31.24,48.61,MIXED,0,219,7,36.61,3,64,0,26.25,1.25,30.55,55.5,ILO_EXPORT,2014-02-26
2010,HU,S,44.31,19.17,54.87,COMPANY,0,230,79,14.97,86,20,1,51.22,11.51,8.8,63.22,EUROFOUND_EWCS,2014-03-27
2011,NL,I,65.0,20.94,58.01,SECTOR,0,347,29,55.06,86,479,1,53.89,3.57,37.43,51.84,NATIONAL_LABOUR_MINISTRY,2014-04-25
2012,SE,T,82.75,34.83,13.96,NATIONAL,0,37,72,51.07,15,130,1,41.64,1.95,10.15,63.89,SOCIAL_PARTNER_REGISTRY,2014-05-24
2013,DK,J,46.77,62.07,18.39,MIXED,1,326,69,35.15,135,509,1,48.56,18.31,39.5,32.72,ILO_EXPORT,2014-06-22
2014,IE,U,21.25,49.94,24.4,COMPANY,0,14,58,13.11,116,330,1,17.76,8.76,7.7,12.41,EUROFOUND_EWCS,2014-07-21
2015,PL,K,11.57,44.68,14.92,SECTOR,0,259,89,1.8,42,16,1,37.82,8.55,36.53,20.12,NATIONAL_LABOUR_MINISTRY,2014-08-19
2016,AT,A,62.41,28.77,44.16,NATIONAL,0,401,36,14.97,29,403,1,48.74,6.67,2.04,17.03,SOCIAL_PARTNER_REGISTRY,2014-09-17
2017,EE,L,12.22,48.51,43.41,MIXED,0,316,80,46.9,112,312,1,77.11,10.05,10.31,23.34,ILO_EXPORT,2014-10-16
2018,IT,B,16.62,9.45,20.98,COMPANY,0,205,76,21.48,21,157,0,53.61,15.36,15.11,21.56,EUROFOUND_EWCS,2014-11-14
2019,PT,M,40.47,21.87,50.87,SECTOR,0,13,14,8.46,131,269,1,24.68,18.85,7.85,71.37,NATIONAL_LABOUR_MINISTRY,2014-12-13
2020,BE,C,45.0,10.8,18.97,NATIONAL,0,357,61,44.3,79,420,1,54.33,2.01,39.92,42.89,SOCIAL_PARTNER_REGISTRY,2015-01-11
2021,FI,N,66.87,75.48,20.08,MIXED,0,410,91,45.77,7,207,1,75.2,42.89,43.11,24.05,ILO_EXPORT,2015-02-09
2022,LV,D,76.59,30.32,50.1,COMPANY,1,172,61,8.94,125,346,0,43.42,5.83,20.24,78.71,EUROFOUND_EWCS,2015-03-10
2023,RO,O,56.85,16.91,30.5,SECTOR,1,501,54,40.77,89,464,0,55.4,5.43,64.53,48.47,NATIONAL_LABOUR_MINISTRY,2015-04-08
2024,BG,E,29.27,46.08,18.25,NATIONAL,1,348,31,31.02,11,7,1,60.69,35.93,42.08,45.63,SOCIAL_PARTNER_REGISTRY,2015-05-07
2025,FR,P,100.0,35.66,9.82,MIXED,0,268,45,39.86,90,174,1,51.91,0.37,32.87,77.22,ILO_EXPORT,2015-06-05
2006,LT,F,58.91,27.69,19.94,COMPANY,0,369,19,27.27,114,354,0,11.35,12.15,21.81,48.27,EUROFOUND_EWCS,2015-07-04
2007,SK,Q,56.77,30.14,70.01,SECTOR,0,368,11,5.47,131,569,1,23.57,4.11,43.75,39.69,NATIONAL_LABOUR_MINISTRY,2015-08-02
2008,HR,G,54.82,49.65,12.43,NATIONAL,0,216,66,20.1,56,358,1,41.6,18.25,6.4,84.68,SOCIAL_PARTNER_REGISTRY,2015-08-31
2009,DE,R,20.02,25.51,33.39,MIXED,0,215,13,3.62,58,217,0,43.87,7.62,39.98,71.87,ILO_EXPORT,2015-09-29
2010,LU,H,75.2,47.21,58.92,COMPANY,0,71,89,54.22,110,484,1,38.35,2.05,6.16,24.41,EUROFOUND_EWCS,2015-10-28
2011,SI,S,18.57,34.31,15.98,SECTOR,0,112,43,37.22,96,114,1,44.82,1.15,10.24,49.87,NATIONAL_LABOUR_MINISTRY,2015-11-26
2012,CY,I,23.81,50.14,56.3,NATIONAL,0,299,25,8.71,60,292,1,24.69,6.3,26.0,64.56,SOCIAL_PARTNER_REGISTRY,2015-12-25
2013,GR,T,75.47,10.82,20.07,MIXED,0,396,47,6.59,87,385,1,11.46,16.58,17.06,47.58,ILO_EXPORT,2016-01-23
2014,MT,J,23.02,18.2,56.1,COMPANY,0,303,56,40.02,5,254,0,45.98,12.48,2.2,63.33,EUROFOUND_EWCS,2016-02-21
2015,ES,U,30.28,27.66,64.77,SECTOR,0,11,65,1.86,26,193,1,21.7,2.66,33.27,72.62,NATIONAL_LABOUR_MINISTRY,2016-03-21
2016,CZ,K,76.81,22.04,30.58,NATIONAL,0,230,14,6.13,86,479,1,45.82,4.63,40.35,44.26,SOCIAL_PARTNER_REGISTRY,2016-04-19
2017,HU,A,65.64,9.6,34.27,MIXED,0,129,64,43.43,101,21,1,54.28,4.27,21.44,68.21,ILO_EXPORT,2016-05-18
2018,NL,L,38.02,11.31,61.9,COMPANY,0,22,51,9.37,97,263,1,24.79,6.07,13.52,56.71,EUROFOUND_EWCS,2016-06-16
2019,SE,B,51.44,35.23,19.23,SECTOR,0,539,81,44.25,8,451,1,68.81,13.87,40.98,87.35,NATIONAL_LABOUR_MINISTRY,2016-07-15
2020,DK,M,27.42,51.87,32.13,NATIONAL,0,29,40,25.51,133,289,1,32.59,22.03,19.6,47.85,SOCIAL_PARTNER_REGISTRY,2016-08-13
2021,IE,C,40.46,34.31,58.53,MIXED,0,173,69,52.15,59,125,1,51.02,25.6,54.04,48.57,ILO_EXPORT,2016-09-11
2022,PL,N,41.27,31.68,16.07,COMPANY,1,234,64,50.54,89,153,1,71.19,3.26,72.03,63.97,EUROFOUND_EWCS,2016-10-10
2023,AT,D,63.71,48.4,42.45,SECTOR,0,308,30,55.76,74,435,1,42.38,13.11,4.76,87.73,NATIONAL_LABOUR_MINISTRY,2016-11-08
2024,EE,O,65.81,24.81,34.49,NATIONAL,1,72,69,2.16,135,523,0,64.58,8.73,9.43,10.76,SOCIAL_PARTNER_REGISTRY,2016-12-07
2025,IT,E,17.28,40.03,42.16,MIXED,0,307,72,1.19,65,148,1,28.66,46.22,21.62,43.02,ILO_EXPORT,2017-01-05
2006,PT,P,58.94,45.81,39.76,COMPANY,0,267,83,19.2,43,139,1,34.61,4.68,43.46,79.99,EUROFOUND_EWCS,2017-02-03
