civic_engage_measurement_year,civic_engage_community_area_id,civic_engage_volunteering_rate_pct,civic_engage_charitable_giving_rate_pct,civic_engage_civic_meeting_attendance_rate,civic_engage_contacted_official_rate,civic_engage_petition_signed_rate,civic_engage_protest_participation_rate,civic_engage_news_consumption_frequency,civic_engage_local_news_availability_index,civic_engage_library_membership_rate,civic_engage_public_hearing_participation,civic_engage_school_board_turnout_rate,civic_engage_trust_in_government_score,civic_engage_ncoial_capital_index,civic_engage_neighbor_helpfulness_score,civic_engage_cross_partisan_contact_rate,civic_engage_community_org_density,civic_engage_broadband_access_for_civic,civic_engage_civic_tech_usage_rate
2014,KA-CA0554,32.64,20.56,13.89,13.08,29.31,9.48,3X_WEEK,92.0,21.08,0.7,44.67,8.59,35.8,8.31,17.91,10.62,75.57,27.59
2018,ML-CA1190,27.82,15.95,5.84,16.52,11.04,7.38,RARE,55.8,5.41,10.18,25.83,7.22,65.2,4.5,26.5,3.61,60.6,9.85
2021,HP-CA1596,35.5,8.0,11.87,9.07,27.06,7.08,DAILY,37.8,48.93,4.12,42.68,2.18,89.1,4.35,20.58,4.82,82.74,3.95
2023,PY-CA0517,33.9,15.33,10.3,16.96,26.79,2.57,MONTHLY,68.3,6.09,8.08,65.25,4.93,46.8,5.47,4.37,3.72,38.0,27.03
2015,TN-CA1087,17.37,17.95,17.54,14.71,5.5,4.52,DAILY,47.3,49.02,7.44,74.87,6.44,23.9,7.69,12.78,4.45,71.15,27.02
2018,TR-CA0289,12.16,12.57,10.39,9.5,3.46,5.52,WEEKLY,44.1,10.71,8.85,61.42,8.16,20.6,4.71,19.39,12.43,43.85,11.16
2020,OD-CA1154,8.47,6.79,11.04,8.04,22.84,4.44,MONTHLY,88.3,50.14,11.96,29.34,5.52,53.3,7.24,9.48,0.95,85.41,39.63
2023,MH-CA1411,18.39,17.34,15.28,19.72,31.28,5.39,RARE,87.3,34.88,1.49,34.7,5.95,53.9,8.84,25.2,9.39,40.0,13.32
2023,DN-CA0815,7.14,12.1,9.76,9.76,4.19,1.03,DAILY,63.9,25.3,2.48,49.9,7.71,44.7,3.23,15.27,2.17,52.17,7.74
2018,MP-CA1843,4.13,12.86,6.08,18.3,5.14,2.49,MONTHLY,29.9,20.26,7.74,68.67,5.46,67.5,9.07,17.04,13.76,75.05,9.22
2021,HP-CA1885,17.13,2.54,8.57,18.06,30.97,8.43,RARE,60.8,17.84,2.64,52.78,2.99,32.0,5.46,13.1,0.55,94.82,32.8
2015,OD-CA1455,37.58,6.59,2.99,6.31,14.88,5.75,MONTHLY,92.1,6.16,6.31,59.76,3.97,47.0,5.43,16.56,7.35,39.01,13.7
2018,AR-CA1382,11.13,14.33,12.18,9.39,12.78,5.06,WEEKLY,73.2,25.32,2.86,57.69,5.49,67.7,3.75,14.31,2.56,49.18,26.28
2016,KL-CA0512,22.79,21.85,4.63,6.26,3.89,8.48,MONTHLY,65.0,26.18,3.06,50.96,4.28,37.0,8.86,25.66,7.4,90.06,14.74
2015,SK-CA0170,21.95,16.2,9.29,14.14,12.89,7.53,MONTHLY,26.1,26.45,11.83,43.17,6.89,91.3,4.65,27.9,14.34,81.44,27.67
2020,DN-CA1960,25.3,20.59,3.82,11.52,8.85,2.38,WEEKLY,91.3,18.63,11.05,68.39,2.77,82.8,4.55,27.2,14.18,78.87,12.77
2018,AR-CA0305,31.88,5.65,7.38,5.01,6.55,4.08,WEEKLY,90.9,28.87,6.39,69.64,8.04,89.6,6.74,5.1,2.23,70.34,8.58
2023,PY-CA1120,18.79,11.21,1.85,6.4,19.33,3.17,MONTHLY,78.6,12.63,3.17,46.92,3.8,70.6,8.55,26.69,3.49,82.13,38.64
2018,AS-CA1601,26.37,20.43,7.53,17.18,30.25,0.69,3X_WEEK,21.7,5.25,4.27,59.46,3.48,73.9,9.22,17.42,8.92,63.84,27.12
2022,MP-CA1351,10.34,14.68,8.18,6.84,19.4,9.4,DAILY,46.7,9.67,3.33,35.3,6.11,33.7,9.02,11.83,7.36,84.57,31.95
2016,CH-CA1700,26.9,21.83,6.2,4.39,5.51,7.7,WEEKLY,29.0,40.79,10.69,64.89,6.04,87.9,8.27,5.25,5.78,43.66,15.95
2018,MP-CA0008,17.64,18.41,14.24,7.07,7.13,5.06,WEEKLY,42.3,38.84,3.39,25.15,6.01,80.6,8.43,7.31,9.13,82.61,9.19
2019,KA-CA1455,34.86,9.34,12.79,5.69,25.99,9.29,RARE,23.8,48.74,5.67,34.36,3.62,25.8,4.78,15.26,2.74,48.62,3.57
2021,LA-CA1455,26.86,17.8,16.21,13.14,32.36,4.21,DAILY,84.1,14.12,4.39,58.19,6.95,32.1,7.15,24.21,5.05,87.97,10.31
2025,UK-CA1402,36.96,12.66,15.78,12.23,32.32,5.06,WEEKLY,64.0,16.37,1.43,69.11,6.99,61.4,5.06,6.33,11.41,55.98,6.52
2022,RJ-CA0033,23.4,15.22,6.47,16.66,25.59,3.63,WEEKLY,88.2,5.07,10.68,58.18,6.54,73.0,4.67,20.68,4.76,50.64,13.15
2019,DD-CA0292,9.13,18.45,13.43,11.95,6.1,2.36,WEEKLY,30.2,15.52,1.26,52.35,5.38,58.8,5.0,23.02,5.84,40.0,10.83
2014,MZ-CA1232,34.59,9.74,3.89,10.0,29.82,2.59,3X_WEEK,42.7,52.76,3.93,35.23,7.79,77.0,3.67,17.79,6.31,60.44,19.44
2023,TN-CA1179,32.82,2.63,17.87,9.13,14.85,3.73,WEEKLY,71.8,37.28,8.27,58.38,5.59,65.9,3.34,25.48,0.75,35.58,30.5
2023,KL-CA1194,19.24,8.89,2.88,14.25,4.31,6.42,RARE,90.8,25.26,3.86,51.33,5.9,87.5,6.89,17.24,1.76,89.95,31.71
2022,KL-CA1186,10.13,6.25,3.22,19.55,26.12,7.14,WEEKLY,66.4,50.28,1.0,57.41,4.43,80.5,3.14,13.76,1.97,81.45,30.36
2019,ML-CA0401,17.07,18.74,6.71,13.71,28.35,2.44,WEEKLY,30.1,17.48,5.79,26.17,4.73,24.9,5.31,24.56,6.54,75.0,23.01
2018,SK-CA0553,14.6,21.56,16.76,12.93,8.2,8.88,MONTHLY,60.0,25.2,3.79,36.53,8.31,49.0,3.32,24.46,3.46,61.91,24.47
2025,OD-CA1627,4.55,6.05,10.78,11.53,5.96,2.12,3X_WEEK,52.7,36.82,7.9,40.86,7.12,57.7,4.51,16.43,4.39,48.71,35.91
2015,JK-CA0696,24.62,2.15,8.41,13.35,25.05,8.22,WEEKLY,43.3,9.44,9.85,62.87,2.74,38.0,6.28,5.22,6.84,52.22,2.57
2017,KL-CA1681,26.18,17.5,9.06,12.6,6.58,5.83,3X_WEEK,28.6,38.9,7.97,46.35,4.0,28.9,7.21,26.62,6.71,93.88,31.55
2019,AN-CA1935,19.54,21.81,2.26,16.66,13.51,4.49,WEEKLY,75.0,25.68,3.15,70.72,7.83,35.6,6.91,26.71,2.66,45.55,7.05
2018,AP-CA0371,18.06,9.02,17.1,16.45,21.83,2.72,RARE,43.7,11.86,2.01,62.88,4.05,34.4,5.46,21.65,3.31,61.92,22.43
2020,ML-CA0970,12.09,3.96,13.75,14.49,16.29,9.2,3X_WEEK,25.9,30.22,11.7,33.26,4.59,47.3,5.08,6.85,3.85,59.93,22.1
2019,AN-CA1777,21.51,9.38,3.22,19.36,15.92,9.13,MONTHLY,24.5,48.87,0.74,45.09,2.61,62.4,5.34,24.31,4.54,95.53,29.16
2025,GA-CA0752,30.85,18.4,1.9,1.18,28.16,8.9,MONTHLY,24.3,45.13,5.59,65.49,2.38,37.9,4.86,12.48,6.09,36.16,11.61
2020,SK-CA0771,14.81,4.49,7.93,13.59,32.27,3.49,3X_WEEK,42.3,50.85,11.66,39.05,8.06,46.9,7.07,26.0,0.66,48.8,33.66
2015,TR-CA1309,6.84,13.01,5.89,11.11,22.38,0.75,3X_WEEK,23.9,39.28,4.33,66.55,3.62,51.6,5.11,18.55,6.29,89.04,18.45
2016,SK-CA1500,31.91,14.42,11.65,14.36,15.34,0.4,MONTHLY,68.1,14.48,5.44,72.89,8.75,46.3,3.93,13.32,5.45,88.62,11.76
2016,WB-CA1200,12.1,11.9,2.7,11.23,24.36,3.91,WEEKLY,59.8,35.66,7.88,46.88,7.54,64.4,4.9,13.98,1.36,89.58,35.78
2021,TS-CA0441,9.48,12.59,4.15,14.89,31.04,4.01,RARE,31.1,54.84,1.59,42.07,6.95,52.2,7.41,11.79,12.43,82.07,38.93
2024,TN-CA1309,35.27,18.16,10.73,11.85,9.21,8.06,DAILY,21.5,8.49,8.58,40.93,8.37,68.0,9.18,5.42,8.53,72.64,20.91
2019,UP-CA1047,34.66,17.69,9.7,16.58,25.27,6.28,RARE,58.5,24.19,0.83,25.11,3.31,66.4,7.79,27.64,13.6,92.59,5.93
2024,KL-CA0111,33.96,5.31,9.83,17.89,5.89,0.77,3X_WEEK,84.3,48.79,1.03,35.51,8.11,30.4,7.62,10.91,13.43,73.24,37.75
2024,PB-CA0019,5.85,7.62,12.47,11.87,18.47,0.76,MONTHLY,29.4,8.58,10.77,37.16,7.51,68.5,6.65,13.49,11.34,86.18,2.79
2017,AP-CA1398,36.19,19.4,5.09,7.04,27.96,1.22,3X_WEEK,69.7,16.27,10.79,66.54,2.24,82.7,5.72,19.19,11.31,38.09,10.03
2016,OD-CA1375,13.9,11.65,6.42,9.9,17.04,5.73,MONTHLY,20.7,17.47,10.19,43.05,7.14,67.0,8.31,20.08,1.84,76.01,28.96
2018,UK-CA1387,32.49,6.03,4.38,5.6,32.98,3.95,DAILY,25.5,25.71,5.59,64.94,5.35,87.4,7.04,26.65,10.01,92.23,5.9
2024,GJ-CA0870,15.58,12.75,16.12,16.67,18.93,8.82,MONTHLY,34.0,33.25,2.26,73.91,6.86,68.0,9.01,8.48,9.3,39.41,19.74
2015,PB-CA0677,27.26,9.6,1.64,4.38,24.43,5.19,WEEKLY,92.8,7.08,11.98,27.26,2.46,48.8,4.85,14.59,1.0,78.88,17.06
2016,KA-CA0435,18.07,11.37,15.58,13.04,6.69,7.68,RARE,81.9,51.25,11.24,57.79,2.48,56.6,6.9,27.0,10.3,58.62,8.18
2019,GJ-CA0705,24.29,9.65,9.43,15.03,27.36,8.59,RARE,67.8,18.64,2.46,66.62,6.35,47.0,4.45,8.92,8.05,56.02,17.29
2022,LA-CA1096,31.41,21.5,11.7,2.41,8.95,7.48,3X_WEEK,86.3,11.67,9.18,26.53,4.39,32.3,3.42,21.35,6.67,60.89,38.77
2024,MP-CA0834,21.64,2.82,9.86,16.14,27.05,2.44,DAILY,30.7,17.03,10.06,62.31,5.98,78.8,8.3,27.06,1.02,41.63,38.74
2023,AS-CA1467,35.92,9.02,12.31,9.49,14.46,9.66,MONTHLY,38.9,18.53,1.91,45.06,3.95,57.4,7.51,27.4,6.56,43.35,28.78
2023,NL-CA0823,10.91,8.2,4.76,15.28,14.25,9.95,DAILY,62.5,44.4,4.81,54.91,3.57,59.4,3.42,24.72,1.85,49.56,30.1
2021,PB-CA1270,36.39,3.41,14.38,14.95,11.97,2.61,WEEKLY,44.1,25.82,9.02,54.49,4.01,20.5,8.44,16.79,12.94,40.87,10.67
2015,JH-CA1724,15.24,8.39,14.45,6.17,12.61,3.23,MONTHLY,42.4,14.64,8.77,42.04,3.98,79.2,6.37,18.05,8.88,73.35,17.94
2016,TN-CA1035,32.42,14.41,6.95,3.09,15.55,9.83,MONTHLY,64.2,54.44,2.9,35.59,4.22,84.1,3.1,19.55,9.76,40.12,37.35
2023,TR-CA0458,18.84,21.51,9.96,7.24,19.71,7.07,WEEKLY,92.9,27.47,4.75,71.79,7.29,51.8,5.38,13.93,0.72,64.21,4.35
2023,DD-CA1882,37.38,14.75,7.08,11.32,30.47,7.07,WEEKLY,58.3,17.94,7.4,32.08,5.49,71.7,4.05,20.67,2.58,86.54,35.14
2014,TN-CA1197,26.64,3.79,1.23,4.21,25.01,5.75,DAILY,51.2,41.61,7.85,50.97,3.03,45.3,6.6,12.26,6.02,82.97,27.3
2016,OD-CA0280,33.93,11.27,14.95,5.54,29.0,0.92,WEEKLY,75.1,36.14,11.45,35.57,7.61,40.6,8.67,15.37,2.03,39.73,10.3
2022,WB-CA1071,27.7,9.02,5.83,19.63,13.86,8.17,DAILY,32.2,24.09,1.1,66.29,4.7,44.6,9.34,16.92,2.61,67.09,5.14
2014,DN-CA0381,4.73,17.06,3.37,18.4,33.51,3.88,MONTHLY,75.3,54.48,10.54,71.97,8.49,81.4,5.9,18.77,7.44,81.8,22.07
2020,HR-CA1009,27.94,21.2,14.38,15.04,30.78,7.29,MONTHLY,87.7,11.97,10.6,31.15,6.98,71.3,7.99,6.79,12.64,38.22,7.35
2021,ML-CA1900,37.48,7.97,17.23,12.66,9.65,9.39,DAILY,93.7,38.13,8.96,61.64,2.71,37.0,3.39,22.74,7.56,63.78,35.02
2015,SK-CA0802,35.27,3.8,7.37,9.11,30.4,7.35,3X_WEEK,85.4,8.91,8.26,70.73,4.33,20.7,8.18,23.34,1.84,52.35,8.22
2024,ML-CA1609,8.13,9.23,4.74,16.2,7.65,5.28,RARE,50.9,19.55,7.05,45.17,5.29,77.6,7.79,5.1,5.52,70.19,31.27
2024,GJ-CA0799,37.23,11.37,12.29,6.09,34.98,6.91,WEEKLY,53.8,28.12,10.79,67.36,3.07,42.5,4.83,11.89,4.07,36.24,38.5
2014,AR-CA0749,23.13,9.12,5.17,10.68,31.98,9.66,DAILY,81.8,14.71,3.41,45.67,5.6,33.1,3.23,15.33,9.62,95.74,24.86
2025,MZ-CA1428,28.58,4.14,12.62,9.39,33.88,7.28,RARE,54.4,39.31,1.92,72.4,6.58,30.3,5.17,16.97,3.1,91.99,14.38
2014,BR-CA1843,27.6,16.96,3.77,18.62,3.7,1.24,WEEKLY,37.1,43.42,11.4,56.11,5.38,66.0,3.16,4.51,9.41,90.88,19.15
2023,PB-CA1742,8.28,2.11,8.66,4.24,8.75,8.28,RARE,84.7,46.58,7.78,65.66,5.91,24.4,4.65,19.74,7.89,41.78,39.65
2022,SK-CA0009,6.19,20.53,1.32,13.83,26.97,5.31,RARE,49.7,18.97,6.81,62.83,6.65,46.2,5.43,5.6,13.64,82.67,30.77
2018,AS-CA1587,31.84,18.74,11.48,6.93,15.52,7.34,MONTHLY,61.9,21.61,5.23,69.69,5.53,83.5,6.78,17.09,14.06,39.96,18.79
2017,TS-CA0831,29.79,13.8,7.35,8.49,7.54,2.79,3X_WEEK,77.6,46.14,10.18,27.77,3.28,49.2,5.85,10.48,14.24,92.35,5.34
2020,HP-CA0373,11.26,21.38,12.58,2.36,4.28,3.34,DAILY,61.6,32.45,6.62,62.84,7.44,33.6,3.32,5.8,12.33,69.29,16.35
2023,SK-CA0998,33.23,15.53,1.85,18.24,17.12,4.61,DAILY,86.5,46.08,10.2,27.44,5.36,81.2,7.9,27.67,6.73,85.93,36.93
2018,AP-CA1350,5.42,4.62,9.37,14.81,16.58,5.31,RARE,86.4,17.07,11.45,30.73,5.38,52.4,6.12,20.19,4.66,63.04,14.62
2020,BR-CA1583,14.28,7.07,4.1,8.76,11.64,4.68,3X_WEEK,33.6,53.8,7.71,57.72,6.5,38.3,8.06,10.26,3.6,37.16,7.1
2017,HP-CA0045,23.98,15.51,15.27,17.09,15.52,3.15,WEEKLY,38.4,10.94,2.39,62.43,3.93,50.9,8.39,12.67,6.39,51.94,12.61
2025,AP-CA0415,18.14,5.44,8.61,18.18,5.89,1.24,3X_WEEK,25.2,34.62,2.67,70.25,8.64,83.1,7.1,7.94,2.97,74.52,23.8
2019,HP-CA1780,34.33,13.29,5.32,3.72,21.19,0.35,MONTHLY,86.5,5.43,3.88,67.49,4.31,31.1,3.72,18.31,2.4,61.36,11.92
2021,LD-CA0475,24.09,7.46,1.72,9.03,14.64,3.3,3X_WEEK,41.0,26.3,1.71,45.56,2.33,68.3,5.71,15.99,12.64,50.85,9.31
2015,GJ-CA1259,23.43,2.61,4.86,15.7,14.03,9.91,MONTHLY,63.9,7.35,3.12,36.2,2.25,48.7,7.19,8.13,2.18,45.05,38.91
2022,WB-CA1177,34.51,19.35,6.82,16.79,33.04,8.93,3X_WEEK,24.0,46.23,6.6,52.87,3.52,58.6,8.17,26.84,7.11,69.21,25.84
2022,KL-CA1277,34.57,21.24,14.12,18.01,20.22,4.17,RARE,62.3,18.58,6.77,49.43,3.49,45.3,6.54,21.93,5.28,58.48,13.75
2020,LA-CA1460,15.88,21.06,3.05,1.18,10.26,3.44,DAILY,53.2,44.8,5.9,61.42,2.31,20.4,4.81,15.01,3.76,80.26,20.8
2019,UP-CA0626,19.96,17.43,3.58,1.81,20.37,0.35,DAILY,47.9,39.03,6.63,52.46,4.0,29.1,7.21,20.96,1.54,44.12,15.61
2018,CH-CA1313,31.73,2.39,4.97,16.58,5.92,9.57,MONTHLY,88.8,22.67,2.47,70.94,5.97,63.8,7.7,14.4,8.07,59.54,28.39
2022,WB-CA1376,13.77,2.59,4.88,9.3,22.48,6.37,WEEKLY,64.5,43.24,7.29,52.3,8.25,28.3,4.04,15.57,7.92,62.32,18.7
2018,DN-CA1869,31.5,6.39,6.85,14.77,26.33,4.9,DAILY,27.1,47.46,5.89,57.29,3.7,50.2,8.87,14.73,4.32,45.26,9.6
2021,GJ-CA0441,17.6,13.72,4.51,6.49,9.97,6.63,RARE,86.0,14.07,2.77,49.42,2.16,71.3,5.98,23.3,6.43,80.84,3.59
2022,LD-CA0860,28.79,18.53,5.55,16.15,14.02,3.84,MONTHLY,62.4,10.44,2.28,70.77,4.61,77.3,3.78,21.52,8.47,84.42,10.46
2015,KA-CA0191,14.86,11.18,4.77,7.06,34.03,4.45,DAILY,24.6,29.53,10.45,57.02,5.32,86.3,6.18,5.04,6.02,91.43,6.14
2017,JK-CA0962,20.63,16.11,4.12,19.37,25.81,3.93,DAILY,34.3,8.79,0.86,28.65,8.01,74.8,3.8,24.59,6.86,89.39,22.13
2016,CG-CA0405,8.89,10.53,2.91,11.88,29.34,3.86,RARE,39.9,17.13,1.26,58.1,3.35,78.0,7.7,21.47,11.03,42.38,27.87
2025,DL-CA1269,8.91,8.06,10.06,9.67,32.24,7.52,RARE,22.2,27.16,3.76,68.12,6.92,59.8,5.98,10.81,2.42,53.21,13.55
2014,RJ-CA0458,19.37,9.36,10.74,13.16,5.44,8.81,RARE,64.5,19.65,1.46,49.56,3.13,58.1,4.82,15.42,5.74,62.18,5.38
2017,CG-CA1538,12.41,7.74,2.28,14.17,6.34,9.92,WEEKLY,83.9,29.66,3.26,29.15,2.5,18.9,6.47,10.29,6.8,74.17,26.12
2018,PB-CA0645,10.94,19.78,2.66,8.38,28.27,5.11,WEEKLY,41.1,45.38,9.63,51.58,4.04,79.5,4.01,25.8,10.02,38.05,38.4
2022,MN-CA0498,27.96,5.93,10.39,16.95,25.91,1.67,DAILY,43.0,9.11,2.08,42.59,4.38,87.0,4.41,25.07,12.6,64.87,33.34
2018,CH-CA1129,9.89,5.8,4.89,15.49,16.8,1.18,3X_WEEK,84.3,25.38,3.13,43.94,5.65,63.2,6.23,4.15,9.81,70.95,4.3
2021,AP-CA1371,17.24,13.24,16.74,5.07,8.61,8.68,3X_WEEK,87.6,50.16,10.07,55.86,6.94,20.9,4.31,10.35,14.41,92.58,11.0
2025,JH-CA0909,19.15,19.63,6.07,16.8,8.15,1.69,RARE,61.3,10.89,11.95,41.13,2.06,46.0,5.3,16.51,8.07,49.61,38.14
2020,AS-CA1795,16.73,16.49,1.26,14.38,22.82,3.19,WEEKLY,65.8,22.94,1.77,56.25,3.15,67.8,5.97,16.05,2.33,64.41,27.09
2025,MZ-CA1143,21.3,5.39,15.76,6.56,25.72,6.3,MONTHLY,41.4,51.06,6.08,69.79,3.67,31.4,6.81,15.59,6.01,76.92,39.07
2015,PB-CA0692,30.03,20.93,7.5,11.32,13.73,0.54,RARE,25.9,27.38,12.0,69.51,3.85,88.5,4.66,25.8,2.95,92.78,10.59
2022,KA-CA1381,32.89,6.74,14.57,12.97,31.42,6.38,3X_WEEK,38.5,7.95,8.49,37.37,8.21,89.6,9.14,8.99,8.12,94.2,2.09
2016,HP-CA1264,22.61,10.55,4.04,8.99,6.74,3.16,RARE,25.8,26.26,11.59,59.86,4.29,81.9,3.34,7.98,2.64,69.58,6.36
2021,LA-CA1696,31.13,16.59,5.29,1.85,16.66,9.46,3X_WEEK,20.0,34.52,5.85,55.84,5.89,31.8,7.39,12.92,3.13,55.04,12.93
2024,UP-CA1957,7.58,20.21,17.95,13.75,31.81,4.88,3X_WEEK,29.0,35.63,1.54,29.13,8.52,84.6,8.02,17.86,10.38,53.53,20.44
2020,SK-CA0683,21.18,19.55,8.12,1.08,23.48,1.97,WEEKLY,51.1,15.29,9.5,60.15,6.92,49.5,7.21,5.85,3.96,42.42,30.8
2016,LA-CA0653,29.55,18.41,9.46,19.99,10.36,7.03,3X_WEEK,86.9,35.39,11.31,72.36,7.95,69.7,8.72,9.15,9.5,51.77,5.9
2023,TR-CA0143,11.44,3.98,6.62,6.08,8.05,0.46,RARE,48.6,6.29,2.83,28.16,7.27,62.9,6.24,25.56,3.83,85.85,18.18
2014,LD-CA0809,35.61,5.98,10.34,2.37,7.12,8.89,MONTHLY,91.1,37.86,11.97,53.74,7.3,84.0,9.26,21.06,4.12,44.65,8.82
2023,JK-CA0576,26.27,5.89,11.99,6.69,30.02,5.87,MONTHLY,30.0,25.2,6.39,68.49,7.32,53.2,3.29,6.83,7.4,66.72,9.32
2020,SK-CA1885,4.59,14.14,4.74,6.87,7.35,3.77,3X_WEEK,28.1,26.82,5.39,73.81,4.2,55.6,5.23,18.05,10.85,49.44,36.31
2019,LD-CA1248,13.04,2.3,5.52,1.96,9.17,9.47,RARE,43.3,43.22,6.04,69.87,5.91,44.5,5.39,24.05,12.05,86.72,19.41
2017,MH-CA1122,20.77,12.96,17.29,11.36,7.05,5.68,DAILY,78.3,17.32,4.4,72.1,8.36,24.6,9.17,20.85,13.29,64.34,24.04
2023,JK-CA1872,12.24,4.79,5.39,1.78,33.98,6.78,DAILY,24.2,22.34,7.67,48.93,2.26,77.3,7.27,16.67,1.28,95.74,10.04
2019,GJ-CA1514,17.93,8.19,14.6,10.73,27.89,1.79,MONTHLY,69.1,36.95,2.38,51.96,7.36,22.8,5.82,26.53,4.95,44.42,13.36
2022,SK-CA0442,17.92,18.02,3.24,19.29,14.57,5.15,3X_WEEK,82.8,44.95,8.02,45.06,8.3,57.0,7.35,9.11,3.74,45.25,32.16
2014,CH-CA0313,37.73,15.43,2.73,14.34,26.88,8.9,MONTHLY,24.7,13.34,4.98,54.34,3.05,48.9,3.77,10.47,10.59,84.76,36.61
2024,WB-CA1156,28.45,18.33,3.61,15.87,24.96,5.46,3X_WEEK,39.4,42.54,4.84,39.08,2.16,84.5,5.39,11.58,0.59,61.35,24.53
2016,BR-CA1249,8.02,17.97,10.31,14.91,22.26,9.11,MONTHLY,53.6,31.75,8.49,49.48,6.42,19.3,6.85,11.0,12.16,49.25,29.47
2014,GA-CA0461,4.74,2.36,1.8,14.28,12.88,5.42,WEEKLY,59.6,49.53,5.21,37.98,4.68,20.7,3.51,20.15,1.79,57.42,17.32
2017,AR-CA0955,5.82,15.85,13.99,14.05,30.1,2.32,WEEKLY,30.2,31.32,1.91,41.88,3.03,66.0,3.53,8.69,13.66,69.04,28.99
2017,MN-CA0359,17.42,15.12,3.3,6.11,5.08,5.87,3X_WEEK,43.4,45.75,10.14,26.01,2.76,25.3,4.95,23.91,9.73,81.23,2.13
2017,GA-CA1647,31.74,6.42,13.14,5.67,14.83,0.5,MONTHLY,79.7,20.51,2.16,71.79,4.09,73.3,8.61,26.5,6.0,51.43,7.76
2021,PY-CA1696,19.47,4.77,12.05,4.43,9.13,6.78,RARE,45.8,6.94,5.43,55.77,4.34,65.8,8.33,9.01,2.1,77.06,19.97
2015,DL-CA1306,31.65,6.54,15.07,7.74,18.97,6.4,WEEKLY,75.4,29.14,4.13,62.55,7.79,85.5,7.24,5.52,5.02,43.83,30.91
2016,LD-CA1203,36.46,18.1,2.72,17.09,25.1,5.23,RARE,79.2,10.56,1.45,36.17,2.88,49.4,8.88,16.98,13.54,96.44,4.49
2025,JK-CA1531,28.81,21.49,14.29,11.81,28.86,7.62,MONTHLY,47.1,51.82,1.15,35.13,3.74,30.2,7.48,19.84,14.01,75.31,21.83
2020,DL-CA1990,35.65,12.31,10.32,15.32,17.5,5.01,MONTHLY,41.8,36.31,0.9,30.87,7.38,71.7,7.34,6.25,1.71,56.31,15.44
2021,UP-CA1955,29.01,20.55,3.4,10.02,10.93,8.71,MONTHLY,75.0,27.89,11.57,49.92,3.27,18.9,4.17,27.95,13.86,92.97,4.54
2014,TN-CA0533,34.38,17.69,12.31,16.29,21.9,5.32,RARE,29.5,40.41,5.91,73.71,2.63,57.2,6.25,25.5,9.35,44.96,24.49
2019,JK-CA0670,5.19,16.08,1.99,10.47,8.54,5.35,RARE,56.7,36.95,9.72,60.03,6.32,58.9,8.01,26.54,4.85,45.61,22.15
2015,TR-CA0259,20.03,19.94,5.41,19.02,13.34,2.05,RARE,43.1,50.07,7.22,33.59,8.4,86.0,8.16,10.47,12.52,72.36,31.15
2017,KL-CA1480,20.96,19.41,14.16,1.86,17.69,6.65,RARE,38.8,19.83,1.55,69.54,2.23,73.1,5.13,25.23,4.79,92.68,13.88
2017,CH-CA0371,32.25,5.97,4.4,3.01,11.29,8.19,3X_WEEK,57.8,13.52,3.1,40.8,2.01,71.4,9.05,22.76,7.91,57.26,39.24
2015,TR-CA0908,26.04,2.32,17.18,17.37,5.77,9.51,MONTHLY,93.3,5.06,7.18,34.14,8.31,77.9,3.34,27.65,9.6,68.63,20.88
2021,PY-CA0123,6.64,21.3,6.5,18.86,27.12,4.77,3X_WEEK,68.4,24.93,7.7,72.95,6.69,41.5,5.63,19.07,12.83,47.44,19.92
2017,TS-CA1722,17.47,17.99,2.82,14.0,23.73,4.49,MONTHLY,44.0,13.26,4.71,49.35,7.33,41.2,3.41,7.78,13.9,53.01,6.35
2014,SK-CA1184,30.16,15.19,17.43,11.16,5.02,6.19,WEEKLY,30.1,36.79,5.61,61.58,6.77,43.2,6.0,25.56,14.42,62.66,27.29
2019,TN-CA1142,13.48,19.0,9.97,15.24,26.54,5.56,RARE,50.9,42.31,9.69,67.22,7.49,79.1,8.3,24.59,6.12,76.64,39.3
2015,MZ-CA0553,22.73,2.73,10.77,17.52,28.01,7.44,RARE,32.4,32.45,4.86,37.83,7.92,50.4,3.85,22.6,2.72,67.82,26.48
2015,CH-CA0281,12.53,20.59,15.01,7.37,13.98,2.89,DAILY,69.4,6.36,3.41,56.36,3.7,70.3,8.87,21.94,11.37,72.3,22.01
2025,LA-CA0063,37.98,14.66,4.01,8.97,19.53,9.27,DAILY,52.6,25.33,10.06,53.15,7.82,22.0,3.37,19.26,12.24,93.74,23.2
2022,PY-CA0644,11.01,19.41,15.76,6.6,15.18,3.86,MONTHLY,55.8,45.74,3.66,50.25,6.57,28.0,5.12,17.39,5.66,74.42,37.34
2015,GA-CA1871,26.77,17.11,3.62,3.67,17.24,5.92,RARE,56.2,7.36,6.59,73.68,8.31,46.7,5.12,18.43,8.57,78.8,28.18
2024,MZ-CA0200,37.72,7.4,2.15,2.87,23.33,0.6,RARE,67.1,28.9,6.19,31.2,5.42,91.7,5.0,7.93,3.78,82.76,33.29
2022,MZ-CA0796,35.56,11.68,14.0,13.52,21.89,6.2,WEEKLY,85.0,30.16,10.74,46.91,2.76,71.4,4.33,22.18,10.28,92.51,11.86
2014,GJ-CA1124,7.54,20.63,11.61,7.34,17.84,7.23,WEEKLY,25.7,49.8,3.37,31.36,6.18,63.5,3.01,12.94,3.45,48.19,26.73
