soc_case_report_month,soc_case_program_code,soc_case_case_id_hash,soc_case_household_size,soc_case_eligible_persons_count,soc_case_participants_count,soc_case_new_applications_count,soc_case_approved_applications_count,soc_case_denied_applications_count,soc_case_recertification_due_count,soc_case_churn_rate_pct,soc_case_average_benefit_usd,soc_case_benefit_duration_months,soc_case_overpayment_rate_pct,soc_case_underpayment_rate_pct,soc_case_fraud_referral_rate,soc_case_appeals_filed_count,soc_case_call_center_wait_minutes,soc_case_online_portal_usage_rate,soc_case_data_latency_days
2160-10,WIC,00408595c864d352,8,7,7,6970,4020,2929,4050,19.234,165.503,72,6.475,0.902,3.1486,892,99.46,21.58,25
2160-11,CHILD_CARE,e5bb1d0f3aa8c727,8,2,2,4326,4326,0,2278,37.612,539.414,22,2.809,11.058,1.7789,1282,61.53,90.07,37
2160-12,UI,4674c28f316e4f8f,6,9,8,9117,6841,2222,6865,17.112,64.505,24,8.936,0.694,4.7665,2165,4.36,62.45,58
2161-01,WIC,1915c5ab1de2a181,2,8,8,3934,3934,0,5521,54.045,1029.756,36,11.675,0.596,1.2111,1355,79.43,44.92,36
2161-02,WIC,3531850ec94b22c8,1,8,0,8525,8433,0,6276,4.606,849.167,31,14.902,5.497,1.7897,1330,76.85,78.95,41
2161-03,SNAP,e742d53a6e566011,4,3,0,11685,535,9791,4307,59.83,185.108,15,9.106,11.889,1.7867,1132,2.84,57.25,29
2161-04,WIC,7872b228ee1d289d,6,9,8,10259,539,8725,3398,6.888,505.859,69,0.816,7.845,2.4138,597,62.6,50.38,50
2161-05,WIC,58a21e8fa4800a9d,8,10,10,9013,3350,3679,379,2.685,541.41,29,13.234,2.106,4.9477,1409,28.55,88.82,19
2161-06,UI,a33bac167fcaab55,5,5,5,11276,5929,4373,2889,21.64,170.371,6,7.057,1.908,0.1209,1987,150.8,97.37,36
2161-07,WIC,5776ce29807b4690,5,2,2,1152,1152,0,5799,18.79,96.972,70,12.134,3.752,0.9746,1057,38.34,64.42,59
2161-08,SECTION8,2678d68c4ff5a89c,7,12,12,9640,5467,3832,459,53.363,217.603,18,3.486,14.997,0.1541,741,126.23,6.51,11
2161-09,MEDICAID,54f7979a4006702f,3,11,11,8761,8045,0,2010,28.509,43.444,63,4.611,5.726,0.3275,647,127.06,9.66,26
2161-10,CHIP,9670df5a8b686178,2,1,1,9115,7643,896,6829,47.44,544.235,68,11.956,9.58,1.9797,693,143.19,6.41,51
2161-11,SECTION8,b5fe18422d571f31,7,12,2,2035,1823,0,2075,37.208,1041.806,47,2.74,6.725,0.4385,1977,155.05,69.68,38
2161-12,SNAP,8b050f89f146f084,5,6,6,117,117,0,2781,14.783,215.277,68,9.017,9.998,4.4337,1675,93.41,3.35,20
2162-01,MEDICAID,5f36894eaccd76cd,4,2,2,11553,10582,192,8602,59.408,1093.818,46,1.268,6.878,1.501,74,78.81,43.46,2
2162-02,SNAP,134ee57318f9c309,6,1,1,7097,7097,0,1452,21.758,654.379,70,2.324,9.538,0.0202,468,14.42,6.05,21
2162-03,MEDICAID,7f6986faf0b74895,8,11,4,6568,6568,0,7128,35.986,1056.72,48,3.418,14.463,1.8457,2042,159.51,98.78,46
2162-04,SNAP,2f3b54a08ea6f26c,4,2,2,2492,2492,0,7759,20.55,236.151,53,8.229,9.647,1.6798,2271,174.69,7.1,15
2162-05,SNAP,e106a3fc7504dd4d,5,9,9,8524,7287,1075,4674,28.265,279.882,8,6.838,1.547,0.6776,1227,52.41,45.85,57
2162-06,CHILD_CARE,d07231481199fca1,3,5,4,1990,1990,0,1778,52.557,887.523,14,2.36,8.693,1.9757,696,99.85,66.15,23
2162-07,SSI,c876da90ebf70d95,4,1,0,1686,1686,0,8025,51.444,245.284,13,5.442,10.158,3.1172,604,69.36,7.4,51
2162-08,CHIP,8a2626472d60c8e4,1,12,9,10518,4592,4789,7078,26.426,214.945,8,3.496,6.795,4.0243,65,92.92,29.93,38
2162-09,SNAP,7db58fb86c35eeec,1,1,1,1125,1125,0,3516,3.196,646.766,46,2.806,3.399,0.2409,1434,16.08,82.4,48
2162-10,CHIP,52fc9f435b5513a0,8,6,3,10523,3734,6526,8964,21.092,179.537,30,3.217,1.816,3.4507,637,125.63,2.66,12
2162-11,SECTION8,85191c0fee0c90c2,1,2,2,9230,5725,3309,3593,4.498,707.318,67,5.824,13.544,0.9577,1050,99.52,90.11,50
2162-12,MEDICAID,2152b01bc012c877,6,3,3,6282,793,4725,7995,15.892,813.729,4,4.582,10.744,4.1059,2193,9.42,33.85,24
2163-01,SSI,30582ab051c525c2,5,12,8,9573,4572,3521,5563,34.542,595.02,29,3.551,11.255,2.7597,929,106.02,39.63,41
2163-02,SNAP,7b671a061ec6502d,1,3,3,6149,831,5207,3886,32.275,787.821,53,2.838,5.078,2.8814,1073,128.69,87.77,54
2163-03,SNAP,7ef51f36f1eb39a7,7,1,1,8324,7683,0,1321,49.309,853.702,25,4.874,13.962,2.575,446,92.71,7.0,27
2163-04,MEDICAID,1bcfc5d7c415c617,2,3,0,5100,5100,0,7880,46.001,591.373,62,4.401,6.113,2.9889,241,103.74,15.48,9
2163-05,SECTION8,bf71c2e052039a69,8,2,2,3052,3052,0,4709,31.983,658.394,10,12.192,6.915,0.4916,1434,112.89,77.19,16
2163-06,MEDICAID,04330edc67aaefe4,7,5,1,1672,1672,0,3591,46.909,648.515,40,7.416,6.533,4.634,966,110.98,60.65,13
2163-07,SSI,162f9f3a1e38afb3,2,8,8,6284,3599,2250,8964,22.038,401.506,41,5.527,6.909,2.5514,2016,169.76,90.73,3
2163-08,TANF,78f2012c1966038a,5,11,10,11558,5330,5117,7408,6.691,126.037,3,7.816,8.607,2.5575,1723,14.12,19.02,21
2163-09,MEDICAID,d38d835fc25fb4f6,5,7,7,7128,3866,1291,5923,27.035,23.018,56,14.189,3.857,1.7586,1492,38.46,84.3,42
2163-10,WIC,571f3863d73a5866,2,11,9,11445,3601,6144,5178,30.78,24.229,8,2.209,4.602,0.4465,2191,135.22,63.31,18
2163-11,SNAP,bd99cc0eb23c2e06,2,8,8,7517,7517,0,6697,5.507,968.34,39,10.356,14.298,0.9005,2065,56.65,12.37,19
2163-12,CHILD_CARE,d87a7540aa5757f6,3,11,8,3166,1318,346,4842,59.235,418.471,58,11.973,9.032,3.0816,2019,127.49,61.59,58
2164-01,MEDICAID,3d7e440ac6847e94,2,1,1,1623,1623,0,3582,3.483,227.042,28,14.446,11.632,2.7279,2319,91.67,41.73,50
2164-02,SNAP,a248b82a64af4004,7,4,4,10290,10290,0,3692,43.912,1192.623,4,14.831,6.978,4.9645,2092,22.63,66.51,55
2164-03,SNAP,5ef99f3070cdf761,5,6,5,352,352,0,8374,13.271,453.754,5,6.149,11.693,2.1762,1749,103.53,20.16,57
2164-04,UI,1f3b92a743bcdbd1,2,12,4,11621,631,9904,1068,44.657,1099.245,55,1.286,5.733,3.933,2311,167.8,21.52,39
2164-05,CHIP,218a7c7e8007c75a,1,6,6,11537,9092,1042,2876,1.762,801.856,34,11.518,10.157,1.5236,616,87.03,56.77,52
2164-06,SECTION8,7dab4a523ce292d7,5,4,2,2711,2711,0,5128,13.236,480.877,67,5.388,9.134,1.5025,162,141.1,48.48,54
2164-07,CHIP,aa52e6b6ffc938bc,7,6,6,3006,3006,0,5401,41.181,1149.878,62,1.338,8.442,0.8635,274,143.42,95.71,23
2164-08,SSI,9e94e403175ca8c0,2,5,4,1147,1147,0,2136,34.53,421.849,51,1.026,0.946,2.4067,2464,139.84,48.92,48
2164-09,TANF,124a136fdf657e73,4,2,2,930,930,0,7599,19.827,904.0,7,4.742,2.243,1.8027,689,65.8,60.06,30
2164-10,LIHEAP,de50442495db70b3,1,9,9,763,763,0,5263,25.262,726.541,28,2.699,1.393,0.0733,1857,175.56,7.31,25
2164-11,MEDICAID,d0e08e6e8f6eaac5,6,12,7,26,26,0,3303,47.231,603.692,2,12.803,3.25,2.521,1804,15.04,81.86,50
2164-12,MEDICAID,62cb86b7e4300537,7,5,4,10636,4879,3823,1299,24.357,1174.723,21,12.149,13.872,2.9381,2223,71.23,86.05,29
2165-01,SNAP,7503b4b24131a84b,5,6,4,5261,57,3650,2127,40.029,933.024,42,0.684,14.931,2.0377,1386,149.41,32.41,22
2165-02,CHILD_CARE,9b9ed6a789ff133a,7,11,0,9090,6302,2228,4884,38.527,389.465,21,3.557,1.886,0.3239,2489,179.4,6.68,4
2165-03,CHIP,6c45a0f74d075814,6,12,10,5501,5501,0,4534,23.3,1132.176,66,7.323,12.085,2.9335,1554,162.61,43.71,22
2165-04,LIHEAP,31443d4244495efd,5,2,2,78,78,0,3505,31.107,1180.537,36,14.212,1.339,2.2075,83,152.45,23.41,25
2165-05,SNAP,5908d7102504f356,3,10,6,7722,7722,0,5134,1.603,263.968,63,14.924,11.822,4.9768,1189,38.89,5.94,15
2165-06,SNAP,39a39f63de71ad17,7,5,5,11938,5502,5027,8014,3.713,1101.219,56,13.873,3.329,4.8341,1213,115.34,97.36,45
2165-07,MEDICAID,a79eb4c855aa40df,8,5,5,2391,2391,0,6869,40.977,766.97,15,12.04,5.77,4.0839,1014,102.86,95.52,8
2165-08,SSI,144ee14562e7240b,1,12,12,11712,10860,636,4287,2.596,934.291,4,11.636,11.259,0.3798,796,107.07,30.88,59
2165-09,WIC,fc9b7a60580938aa,3,12,4,10824,9637,539,7260,2.31,972.552,48,1.343,4.675,1.0666,2493,52.33,96.17,39
2165-10,WIC,238bc71329e763b6,2,8,8,60,30,0,7599,33.791,286.383,9,6.834,11.431,3.1853,915,4.9,36.0,5
2165-11,CHIP,0459ac03c4866cf4,4,5,5,4888,1551,1991,4649,33.045,92.734,51,10.741,5.432,0.7515,306,166.39,90.25,2
2165-12,MEDICAID,8c8e0ab8c79515d0,4,10,2,3238,3238,0,3763,9.821,461.125,7,1.528,10.52,2.9333,1436,78.91,74.85,26
2166-01,MEDICAID,046d0035eb661818,4,5,5,7394,3654,2390,2025,9.383,452.056,66,14.916,0.854,1.238,1412,65.58,57.55,9
2166-02,MEDICAID,0b030192dc1cfb8d,8,6,2,4187,4187,0,1383,26.592,380.607,22,10.607,9.218,4.6893,938,116.2,97.73,43
2166-03,UI,fcbc27863e869117,2,7,7,8618,8618,0,5544,7.682,376.348,52,12.928,1.52,0.2908,2423,50.68,51.17,48
2166-04,LIHEAP,af2194f5a4e7678d,2,5,5,2109,2109,0,1742,42.931,1096.779,66,14.114,2.534,1.4465,18,43.55,37.76,8
2166-05,CHIP,3f7e75070551f91c,1,6,6,10041,7935,2015,5766,31.447,271.1,68,11.213,2.874,4.079,1170,33.7,85.08,0
2166-06,SNAP,a0bb8d86f24e1bb9,2,10,10,877,877,0,5833,46.871,374.741,30,13.882,3.247,3.1619,1913,10.47,57.79,29
2166-07,SNAP,5f004253c504d202,8,7,2,10758,6462,2963,4599,5.87,805.112,70,8.667,12.709,1.7007,735,74.65,99.7,21
2166-08,MEDICAID,77a34f81e4e8043b,5,2,2,7633,7633,0,571,34.83,212.713,68,14.595,1.152,0.6239,2260,25.04,77.56,2
2166-09,SECTION8,40dd9c0cd591a3d4,8,6,6,6743,2005,4282,6300,36.561,25.684,10,10.092,0.103,4.8646,428,103.69,26.42,6
2166-10,CHILD_CARE,bfac06b163bc1f43,3,7,7,1014,1014,0,4211,12.855,342.695,68,10.68,11.666,3.182,2058,164.11,91.84,16
2166-11,SSI,14459d5577c82199,1,9,2,6571,6571,0,7039,29.723,68.386,31,7.923,7.563,0.9252,757,15.95,44.52,8
2166-12,LIHEAP,283b0a70031de78b,3,9,4,11291,7746,1900,3070,55.093,232.977,22,13.275,2.319,3.6016,1690,35.28,95.85,41
2167-01,TANF,94af7b1e3d152673,4,1,1,867,867,0,2180,20.088,123.348,67,1.18,0.483,4.2703,1615,112.71,89.08,13
2167-02,SNAP,89124513d3b652a9,6,11,8,10398,10398,0,6477,25.471,1168.139,1,0.551,2.643,3.0035,2421,86.26,65.32,55
2167-03,SNAP,19c832b567bfa2eb,6,11,7,11145,324,8860,7130,29.514,312.09,44,4.02,0.081,2.8659,223,170.09,93.27,19
2167-04,SNAP,87fad410906100cd,3,10,10,748,97,98,920,33.254,1063.211,36,1.796,0.586,2.7169,1878,132.15,85.82,5
2167-05,MEDICAID,b8a4e4340c808c01,3,8,8,7989,3334,4016,8593,34.224,145.742,31,2.979,13.784,3.1428,1265,8.77,90.12,15
2167-06,SSI,d53c9c0d775f193c,8,5,1,7545,7545,0,1131,49.647,259.403,25,14.277,14.177,3.3728,1372,50.71,74.34,28
2167-07,TANF,2786ee775f382980,8,5,5,3162,3162,0,6775,27.245,658.714,56,10.601,8.264,0.6664,1300,50.23,64.21,46
2167-08,MEDICAID,f67ec738719b1a78,4,10,9,1017,1017,0,2156,19.803,630.555,62,2.096,3.934,3.9443,2183,109.02,33.96,14
2167-09,MEDICAID,236d7b7ea6e98bf1,5,8,8,6941,2305,4253,2312,27.225,1020.886,23,11.178,4.174,1.9419,1787,147.98,45.09,38
2167-10,SECTION8,54231776b40453c8,4,3,3,4725,2177,1322,5503,10.018,444.517,22,2.799,5.979,2.2678,85,179.86,11.23,56
2167-11,MEDICAID,927b5f7cbdb158e7,1,1,1,4617,4617,0,1415,7.408,62.178,34,13.254,8.339,3.0615,503,51.76,50.29,41
2167-12,WIC,13fc7abe08dacc19,1,2,0,9813,5979,3770,506,4.673,597.909,48,7.919,13.698,1.0274,2379,112.74,30.52,59
2168-01,CHIP,0f8196b66f49e972,6,5,5,947,947,0,1519,21.779,976.75,24,9.065,6.866,2.8426,207,4.24,29.17,27
2168-02,TANF,e57554970d592ffd,5,12,4,3737,3737,0,1919,2.753,988.841,37,14.451,3.844,3.2446,1607,50.96,38.74,50
2168-03,SSI,41048f3af3b54f5b,5,7,3,1982,1982,0,3111,11.525,786.212,32,14.847,14.191,3.3147,574,22.4,51.7,58
2168-04,UI,bd0e6303048e20e2,8,10,2,10973,10973,0,1906,6.767,485.923,42,14.236,4.576,0.0642,480,62.97,40.56,20
2168-05,CHIP,eaf80bf3fc002578,8,10,9,5429,5429,0,3283,13.937,449.004,47,7.321,9.957,4.8629,2146,48.44,2.26,21
2168-06,SSI,0aac91f17c306ea1,7,4,4,10351,8080,1741,2685,46.849,768.235,2,8.475,4.048,3.0579,2259,144.56,90.26,21
2168-07,SNAP,25632806d236f8d1,1,6,6,11790,4012,6719,1982,57.741,1154.786,72,12.05,5.296,0.0141,1444,161.35,98.25,20
2168-08,WIC,e0be4be5414075f1,5,12,7,3503,840,1677,8608,2.027,674.117,40,6.937,12.049,0.7246,60,169.34,11.09,19
2168-09,WIC,e9274e8fafd2adb0,4,7,0,9306,6318,1691,7022,33.689,103.938,21,12.856,13.759,1.9194,1277,105.64,50.17,45
2168-10,MEDICAID,671a2f53eb9dc336,5,10,7,2190,2190,0,242,21.483,1137.699,69,8.67,11.46,2.0212,48,113.53,86.19,30
2168-11,SECTION8,2036a3e729de74a6,8,1,1,11707,784,10680,7309,18.893,739.45,55,8.277,4.617,3.3887,1103,39.62,10.82,19
2168-12,MEDICAID,235634226a803f1f,3,3,1,3080,3080,0,8649,54.385,244.061,60,0.949,6.101,3.1071,2355,86.64,22.86,57
2169-01,WIC,2d81c10b66e8e188,2,8,6,5635,154,4373,4818,7.498,559.922,41,12.62,10.104,2.2407,1990,83.2,95.7,20
2169-02,WIC,be98f961f521940c,1,3,3,10984,9844,663,5570,45.505,49.463,22,11.793,3.302,2.1742,855,133.41,63.08,10
2169-03,SNAP,76691a76d4571b39,5,5,5,11379,6894,3743,4612,26.085,107.464,1,5.951,12.952,2.2974,2442,125.02,1.66,60
2169-04,SNAP,edc715d0e09384dc,7,7,3,11329,2164,8241,1510,44.413,316.125,8,10.25,12.4,1.1304,823,32.17,77.54,23
2169-05,MEDICAID,999e1cbb84cad7c1,1,11,10,7367,7367,0,3803,24.951,784.116,57,10.739,2.341,0.8061,959,90.7,93.93,20
2169-06,MEDICAID,f1a6f70d6ac33c55,2,7,7,98,98,0,2247,51.904,1055.327,12,8.457,11.668,3.5748,834,105.44,22.67,2
2169-07,SSI,1c1e34cfeb773d80,6,12,11,2139,2139,0,6688,7.429,13.618,68,9.594,4.256,0.6191,1562,6.77,94.3,35
2169-08,SNAP,cd7c6dc50cdc0f2b,2,9,2,9132,3626,5236,1414,34.635,966.529,4,11.46,10.345,3.3231,1543,138.71,30.87,54
2169-09,MEDICAID,144000ebbbea5cb8,4,8,5,2018,2018,0,4771,44.62,1093.1,33,5.058,11.859,4.2682,2399,125.3,9.68,55
2169-10,MEDICAID,55cde80d885feb6e,1,12,6,10236,194,8304,4954,14.117,742.771,11,6.182,13.583,0.1557,1387,70.12,30.98,23
2169-11,LIHEAP,e9c1b5ee38c8053e,8,5,5,3108,3108,0,4060,19.86,1002.302,7,5.989,6.646,1.5056,1608,93.5,85.14,19
2169-12,MEDICAID,6967621e5e185f7e,2,10,4,5975,212,5338,3825,59.392,943.603,18,9.516,2.946,2.36,628,64.68,8.5,51
2170-01,SNAP,14a4c445c3f9bf42,8,5,5,10657,1176,9374,8537,21.68,758.104,10,9.707,9.683,0.6942,545,149.46,65.7,12
2170-02,SNAP,ac887598ec84b77a,4,5,5,4801,4801,0,6821,42.471,875.135,7,13.324,3.775,1.8982,1256,27.92,61.93,21
2170-03,WIC,491467880b496a95,5,1,1,10342,10342,0,2748,46.948,305.526,63,3.765,4.748,0.9837,989,144.2,11.05,51
2170-04,MEDICAID,7821777bd0f9abe9,1,8,5,11975,9014,2561,1803,4.079,841.427,33,10.697,6.226,3.3992,675,74.01,58.46,48
2170-05,UI,66d0ff06864c981f,8,3,3,4055,4055,0,7531,55.923,439.778,6,6.296,10.438,0.5313,1973,5.53,38.68,4
2170-06,SNAP,0c1bd29cc5f9a7d5,8,5,0,6040,6040,0,3375,8.812,1008.489,38,11.129,6.451,3.7548,780,18.98,12.1,59
2170-07,CHILD_CARE,28d69b04fcf82ef0,4,3,2,4163,3064,717,4227,15.131,979.89,13,8.232,7.126,2.1357,853,59.77,53.17,60
2170-08,WIC,e122532151d4128a,2,1,1,9135,9135,0,7208,46.975,753.291,38,8.726,1.684,4.5517,104,6.06,26.71,35
2170-09,TANF,d1304bf6cd39bec7,3,12,7,5717,5717,0,1337,37.371,557.092,28,1.219,6.917,4.2096,890,155.82,64.75,45
2170-10,SNAP,083427a3f908cef3,1,10,4,11191,8447,1752,6521,53.899,336.893,41,12.661,9.406,0.7547,1246,108.1,66.14,43
2170-11,MEDICAID,25ad06c6c046b185,7,4,4,3107,2494,0,3727,0.2,343.224,37,5.867,13.75,0.0586,2197,40.24,24.87,13
2170-12,SNAP,9ca03669205678ec,1,6,2,2820,2820,0,5754,10.499,639.705,13,8.805,14.891,1.2764,1274,124.63,94.82,46
2171-01,CHIP,d93a71bb1dfb944c,8,10,9,1790,251,347,3008,27.363,608.716,4,10.741,14.612,3.8678,421,155.04,18.48,50
2171-02,MEDICAID,2dc683c87e6211a9,3,4,1,4214,4214,0,4169,33.396,858.967,72,5.845,4.607,4.2115,1724,55.24,40.55,35
2171-03,TANF,96034454797e4cfe,4,6,0,2108,2108,0,2230,10.682,848.178,8,11.714,12.779,0.3464,1661,116.28,75.41,10
2171-04,MEDICAID,1937509ef722ea8f,7,7,0,8580,835,6309,7669,56.411,764.969,70,12.678,3.344,4.5415,2157,49.9,52.98,7
2171-05,SNAP,6f55910f9edb1819,3,2,1,3067,3067,0,5204,56.499,776.76,65,8.768,3.679,1.9492,1159,158.76,58.85,6
2171-06,SNAP,ad9656bf9c7db48a,4,2,2,549,549,0,3416,56.97,1175.451,34,5.882,12.459,1.7384,1763,78.82,39.39,60
2171-07,CHILD_CARE,b5a9002851bc2dec,1,5,5,1686,1686,0,7834,7.652,718.082,14,6.185,8.331,3.0058,2312,71.93,18.12,2
2171-08,MEDICAID,270c048fd24e2d87,8,9,2,7185,7053,0,851,1.505,318.043,12,10.172,0.774,0.4102,1323,26.35,50.84,57
2171-09,CHILD_CARE,a9052daa666355f1,1,3,3,4026,4026,0,40,25.499,958.714,60,10.162,12.572,1.4526,908,8.57,12.48,57
2171-10,LIHEAP,e35862aa9fa67ade,3,3,3,3231,600,705,106,7.879,70.855,31,3.701,2.301,4.6102,1128,39.45,83.66,4
2171-11,MEDICAID,e6b739f09ad7b2ff,1,3,3,8447,8447,0,8943,16.424,740.136,27,2.828,0.356,0.3593,1062,147.84,30.81,26
2171-12,LIHEAP,0a1fa2d3898969b4,7,12,10,10729,6616,2844,577,1.334,824.957,18,11.907,4.014,0.5844,120,90.47,25.91,60
2172-01,WIC,25097f477e513321,3,12,4,713,713,0,876,28.453,331.248,2,7.471,11.959,0.8856,989,8.77,41.59,48
2172-02,SNAP,15a0b2913dbd7ff8,4,2,2,5328,5328,0,408,46.51,574.549,38,6.216,0.07,1.345,2378,106.82,88.41,46
2172-03,WIC,cc5eb1b9a53fcfa6,1,11,3,9074,1579,5781,5295,49.695,469.58,12,11.695,6.633,2.7657,2144,179.6,21.92,53
2172-04,SECTION8,388bae9097f59e03,1,2,2,7902,44,6176,5600,2.711,900.721,64,1.63,10.215,4.4322,2450,23.97,51.89,9
2172-05,WIC,d73ec8668d82982d,2,10,3,2072,2072,0,6296,22.219,362.262,3,3.533,1.185,0.3386,2458,30.27,91.01,7
2172-06,SECTION8,dbe4c8e9b5a815ba,3,8,6,8254,8254,0,3034,26.982,64.713,43,6.308,8.271,4.152,1681,56.73,51.37,23
2172-07,CHILD_CARE,4fd201c5470c3fd5,3,3,3,11321,1892,7939,4034,26.843,96.944,1,8.175,3.435,2.1011,1975,177.25,47.96,47
2172-08,CHILD_CARE,b92ec0788426a423,5,6,2,9503,7208,506,5072,57.047,503.605,42,12.431,10.659,1.7412,2410,99.46,22.82,31
2172-09,WIC,bb03748d428456fb,2,3,3,4496,3861,0,5382,46.74,630.246,67,10.49,11.313,3.1695,168,152.51,56.98,21
2172-10,CHIP,f44be3a6cf315bf4,1,11,1,11194,6215,4239,3753,16.0,45.257,65,10.909,9.42,3.7874,374,56.27,38.48,21
2172-11,SNAP,bddfeb333f95b86a,8,1,1,2922,825,2019,5691,27.71,230.528,21,4.909,11.055,3.2263,917,111.04,46.16,8
2172-12,SNAP,7e72d0f8f02a44cf,1,12,1,3380,3380,0,8656,42.298,1098.249,70,7.443,2.349,2.4589,1907,60.59,99.19,37
2173-01,MEDICAID,80415bd6f938e06b,6,5,5,11837,10535,210,3041,3.893,57.8,66,14.421,0.678,3.5957,496,122.68,79.02,40
2173-02,SNAP,e4357eb7f21091e3,1,4,4,8459,2037,4495,387,1.666,388.161,69,1.419,13.552,3.6264,1898,123.57,4.65,45
2173-03,LIHEAP,d4d74a1f27f19b7d,8,10,2,1832,1832,0,1453,15.676,949.512,53,2.685,7.066,1.6351,2167,97.46,29.49,22
2173-04,WIC,332c2775eb55214d,5,11,5,3259,558,1104,4004,15.537,284.873,19,12.588,8.189,1.9297,788,83.27,75.31,2
2173-05,SNAP,d0830951b6fb2efa,8,1,1,3452,949,1056,6763,38.192,275.644,53,8.951,12.832,4.295,879,110.78,90.47,39
2173-06,MEDICAID,a1b9dae275767833,2,11,7,11941,3709,7202,6033,11.669,23.775,39,9.492,10.805,3.0143,1257,20.19,58.54,43
2173-07,SSI,987748ebc2e2d846,1,3,3,6234,6234,0,6458,38.939,272.856,53,1.153,7.905,4.3676,702,32.96,75.78,51
2173-08,MEDICAID,7436badee58c0c19,7,9,0,6253,6253,0,8810,53.341,549.257,44,3.606,3.826,0.7443,2425,10.55,88.18,48
2173-09,SNAP,41170e5310b57edf,1,10,9,6917,6917,0,301,59.077,764.928,35,14.616,3.76,0.2446,2233,105.07,50.12,43
2173-10,SECTION8,9664b37c4c71dbb7,1,11,5,1787,1787,0,6111,0.93,134.659,28,2.385,8.631,1.3668,597,9.91,38.92,28
2173-11,SSI,7e972e8f8b095406,2,1,1,1749,1749,0,568,52.468,630.14,3,11.347,9.644,1.8746,1112,95.52,66.53,35
2173-12,LIHEAP,81dee056fddd4589,8,12,4,4677,236,3759,337,25.571,1069.341,26,9.723,3.144,4.5013,240,171.65,39.06,56
2174-01,MEDICAID,793183f11d9bb7fd,5,10,10,5610,5610,0,4405,23.902,492.882,55,13.308,12.346,0.7704,1796,22.39,8.34,8
2174-02,LIHEAP,4e282065bf7de2e5,1,2,2,1063,1063,0,249,22.587,1022.323,16,5.447,1.393,1.4211,2209,4.68,19.3,10
2174-03,TANF,78677f044d2014d2,5,8,8,8405,8405,0,6632,1.909,314.104,45,2.316,7.207,0.9697,1492,161.97,35.56,17
2174-04,LIHEAP,0de9f20c692a6355,4,7,4,6764,6764,0,4700,24.753,640.775,58,13.84,1.483,0.1192,1477,92.75,60.32,19
2174-05,MEDICAID,1db56976b477d6ee,2,8,1,5111,1011,3327,1325,41.804,80.196,33,0.717,7.965,3.5069,1635,130.38,16.82,55
2174-06,CHILD_CARE,be6307c8fcdb5e30,1,2,2,10777,7695,2993,7467,17.032,258.597,16,10.593,8.289,3.4265,2397,98.41,24.19,5
2174-07,MEDICAID,d773517064abf357,4,9,1,6958,3243,3119,6326,28.063,437.508,35,2.917,0.251,0.8692,860,47.58,51.07,15
2174-08,LIHEAP,2b3f43db933257d1,6,10,6,4588,4588,0,6068,19.418,428.589,52,8.312,7.767,2.4866,2134,102.87,92.28,5
2174-09,MEDICAID,ebc16d9c4c73ba6b,2,4,4,337,337,0,3845,7.072,981.34,68,1.561,13.802,0.5589,1414,55.93,95.45,0
2174-10,CHILD_CARE,fdbe1f596678697d,4,4,4,4443,1556,1232,1864,11.511,939.221,20,10.99,14.227,0.4568,1015,94.95,18.63,0
2174-11,MEDICAID,a8494ec6846de156,7,9,6,7770,7770,0,4643,23.504,487.602,23,2.166,11.675,3.3049,1890,31.62,73.49,44
2174-12,MEDICAID,ea8dec47187b9e15,7,8,4,938,938,0,7618,4.473,362.503,69,13.315,11.246,0.8175,2093,125.82,97.36,15
2175-01,CHIP,6e393ff0d6907a16,2,1,1,3148,3148,0,6354,13.654,791.074,18,3.45,6.205,0.6999,2442,47.07,53.55,57
2175-02,LIHEAP,897e092a3cf538f3,3,5,5,3215,2690,0,1441,57.879,62.305,64,3.06,11.326,4.8376,1880,169.44,55.95,3
2175-03,SNAP,b436aa7d3525f09a,3,12,12,2769,2769,0,5266,7.32,751.826,52,2.376,11.605,2.8172,1067,178.65,79.85,21
2175-04,UI,104116e6fb149147,1,10,5,5096,4130,0,1321,4.611,1013.147,61,10.683,11.771,4.0102,2325,21.8,20.8,28
2175-05,WIC,288253e53e40f834,8,6,5,3118,3118,0,3843,50.397,235.168,44,4.295,8.437,1.9296,46,27.82,79.5,40
2175-06,MEDICAID,147accc9051f3cc8,4,10,10,4382,2195,287,2342,19.187,985.519,51,8.373,10.201,3.8788,572,14.74,39.22,29
2175-07,SECTION8,08eda2b194bbea45,5,6,2,11420,5658,4224,8056,7.848,633.13,14,12.303,7.969,3.8211,1633,170.33,41.81,50
2175-08,TANF,f47028aa61a2b5ba,7,7,2,3587,2459,234,3387,10.28,273.031,49,11.35,14.188,0.0915,1539,44.92,1.55,31
2175-09,MEDICAID,173ccdb033e98ef7,8,12,8,5194,1906,2549,6941,50.802,549.902,60,5.117,9.213,3.0602,1649,13.68,11.42,60
2175-10,SNAP,ee6abf5f8e6d12ba,4,10,7,6328,2001,3385,381,43.232,1064.293,39,1.81,2.986,4.3113,99,27.82,29.54,30
2175-11,CHILD_CARE,74b223c55d8a991f,2,5,5,6372,165,5970,7525,27.06,835.904,44,5.603,5.437,1.3032,583,147.18,92.7,8
2175-12,CHIP,731d735588dfd1b2,2,1,1,7169,4752,586,3633,15.042,1007.995,27,6.961,11.521,3.9278,1990,69.24,62.76,44
