safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_ncoial_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE-28,HH-b2a499bcc491f9,8.62,4.64,Y,Y,Y,Y,NotWorthIt,8.13,82.8,27.75,9.65,9.55,Weekly,Never,6.63,6.17,Web,1.136909
WAVE-25,HH-ebbf542650e30a,6.44,2.25,N,N,Y,Y,FearRetaliation,6.94,86.93,90.27,7.99,9.63,Never,Sometimes,6.42,1.2,Web,4.251488
WAVE-35,HH-4a14f0f00da3c1,6.64,6.66,N,Y,Y,Y,DistrustPolice,3.77,42.85,72.35,2.96,9.92,Never,Sometimes,6.89,4.19,Web,3.744718
WAVE-25,HH-432c229b8c77e2,4.49,5.98,N,N,N,Y,FearRetaliation,8.93,52.0,5.7,7.58,5.74,Monthly,VeryOften,3.89,5.45,Paper,0.475576
WAVE-58,HH-91b6ed5351b798,8.26,2.56,Y,Y,Y,Y,NotWorthIt,5.13,30.16,97.79,7.72,5.31,Never,Often,8.19,2.86,Phone,2.166346
WAVE-21,HH-c839c996a12fa7,4.62,2.31,N,Y,N,N,NoEvidence,7.28,28.78,65.48,3.69,6.79,Rarely,Rarely,6.41,2.91,InPerson,0.241023
WAVE-26,HH-1f48be3b5e462c,2.43,2.4,N,N,N,N,FearRetaliation,5.03,9.38,20.44,9.52,3.67,Never,VeryOften,1.2,4.54,Paper,2.043926
WAVE-30,HH-d7a57ecdc4f6f4,6.36,1.08,N,Y,Y,N,NotWorthIt,6.03,78.25,9.46,6.76,0.16,Never,Rarely,0.36,4.7,Paper,2.739529
WAVE-42,HH-5aaaa006514f3a,4.16,9.9,N,N,N,Y,NoEvidence,0.27,63.28,98.1,9.01,8.93,Never,Rarely,9.41,6.9,Phone,3.097226
WAVE-30,HH-470c84c323e843,8.23,5.1,Y,N,Y,Y,FearRetaliation,7.35,20.99,77.59,5.17,3.0,Weekly,Sometimes,7.88,5.21,Web,1.47628
WAVE-57,HH-3805f632bdea75,4.03,2.52,Y,N,N,Y,TooMinor,0.63,46.29,44.07,7.43,5.66,Never,Often,2.94,5.83,Phone,2.687584
WAVE-40,HH-a4186a15d00319,9.83,0.84,Y,N,Y,N,Other,5.05,17.72,94.4,9.28,4.44,Never,Often,8.51,2.78,Phone,0.772738
WAVE-17,HH-13f8ab3c2c85e8,8.22,1.67,N,N,N,Y,FearRetaliation,8.91,7.21,23.64,4.35,3.49,Never,Often,8.42,6.88,Phone,0.55154
WAVE-01,HH-a65cfc354fb621,6.29,1.56,Y,N,N,Y,TooMinor,3.72,6.66,64.63,1.57,3.93,Never,Rarely,7.2,2.83,Web,3.616555
WAVE-39,HH-43f7f7369de3fa,4.31,4.97,N,N,N,N,DistrustPolice,9.97,62.68,52.89,4.93,8.31,Weekly,Often,7.19,8.97,Web,1.83901
WAVE-08,HH-8db35fc091d5a3,7.93,1.61,N,Y,N,N,TooMinor,8.23,31.74,11.42,9.41,4.52,Never,VeryOften,7.74,0.47,InPerson,1.031476
WAVE-07,HH-d7d74fc5c348ba,3.84,3.44,N,N,N,Y,FearRetaliation,3.51,74.79,25.47,2.44,1.26,Never,Often,6.76,6.65,Paper,4.241783
WAVE-41,HH-75a3a1bfae2337,1.36,7.9,N,Y,Y,N,TooMinor,3.4,13.98,72.28,5.91,6.47,Rarely,VeryOften,6.38,0.37,Paper,3.572644
WAVE-37,HH-6004f0bd0d4018,8.91,2.63,N,N,Y,Y,Other,6.49,20.58,84.36,2.41,8.09,Never,Often,0.77,7.88,Web,0.317614
WAVE-44,HH-ac9baab41fb40f,8.58,0.46,Y,Y,Y,N,NoEvidence,0.97,8.54,20.0,3.77,4.32,Never,Rarely,0.02,8.38,Paper,2.53525
WAVE-06,HH-054879781f6960,9.75,6.0,N,N,Y,Y,Other,9.9,44.19,20.89,9.42,3.02,Never,VeryOften,9.25,3.31,InPerson,4.068095
WAVE-01,HH-d3caf829bc72ab,8.86,1.82,N,N,Y,Y,DistrustPolice,7.62,96.97,16.18,3.9,6.61,Never,VeryOften,3.83,8.16,Paper,2.296281
WAVE-05,HH-67dbc9ed753947,5.03,4.86,Y,N,Y,N,DistrustPolice,2.5,44.48,75.3,7.26,8.34,Rarely,Never,1.84,2.52,IVR,3.459029
WAVE-14,HH-b80a9218919671,5.02,7.01,N,Y,Y,N,TooMinor,1.13,49.62,49.12,0.48,8.32,Weekly,VeryOften,2.35,6.42,Web,2.532796
WAVE-38,HH-5fbef7eba41f99,5.17,2.17,N,N,Y,N,Other,2.57,89.92,8.6,8.11,4.62,Never,Often,0.57,0.59,Web,2.630648
WAVE-07,HH-c382285d2b5dfb,6.21,6.12,Y,N,Y,Y,NotWorthIt,7.66,96.44,84.85,2.35,9.32,Never,Never,6.03,9.97,InPerson,2.585463
WAVE-40,HH-e39712850c3992,6.64,0.29,Y,N,Y,Y,NotWorthIt,4.31,15.48,12.06,1.85,1.79,Never,Often,4.88,2.11,Paper,0.809457
WAVE-05,HH-4ebbc34963c8b6,0.31,8.87,N,N,Y,Y,FearRetaliation,0.3,2.91,11.41,7.13,3.0,Never,Rarely,4.03,0.43,InPerson,3.229542
WAVE-57,HH-7c95a2e223adce,9.56,1.27,Y,Y,Y,N,Other,0.98,15.47,41.44,4.49,8.22,Never,Often,8.82,9.51,InPerson,1.886656
WAVE-34,HH-37940df8038beb,3.84,8.63,Y,Y,Y,N,TooMinor,6.57,59.89,3.62,4.05,7.28,Rarely,VeryOften,2.12,5.05,Paper,1.873699
WAVE-18,HH-ee5437d4348dc0,1.11,0.01,Y,Y,Y,Y,FearRetaliation,3.19,81.06,37.0,1.18,0.57,Rarely,VeryOften,4.0,3.78,InPerson,3.462298
WAVE-31,HH-0245d1f5f9e22a,8.68,8.86,N,Y,Y,Y,FearRetaliation,0.04,62.97,57.58,4.07,3.14,Rarely,VeryOften,8.18,4.8,InPerson,2.440903
WAVE-41,HH-6b68b81860d9cc,1.73,1.31,N,N,Y,N,NoEvidence,5.28,92.2,79.87,7.86,5.94,Weekly,Sometimes,1.64,3.75,InPerson,2.278315
WAVE-31,HH-ffbf006194c9b8,0.25,6.71,N,Y,Y,Y,NoEvidence,2.8,22.43,75.05,6.62,8.52,Rarely,VeryOften,7.67,2.13,Paper,3.056667
WAVE-38,HH-c51dcd9891ca0c,1.6,7.08,N,N,N,Y,NotWorthIt,7.0,85.29,91.79,3.67,0.55,Weekly,Rarely,1.13,9.07,Phone,1.914667
WAVE-24,HH-244fe397f86d1d,1.04,8.99,N,N,N,Y,NotWorthIt,2.36,2.84,91.11,7.92,7.53,Never,Often,3.95,8.44,Web,3.105319
WAVE-08,HH-526f4e26315ec2,1.18,9.14,Y,Y,Y,N,NotWorthIt,1.96,90.38,28.03,0.68,7.22,Never,VeryOften,2.19,5.85,Paper,2.470869
WAVE-09,HH-412d697ca1891c,2.69,1.0,N,N,N,Y,NotWorthIt,7.58,24.29,75.09,9.32,2.03,Weekly,Never,7.99,4.85,Paper,3.178528
WAVE-29,HH-dce67ce1d672de,6.38,4.98,Y,Y,N,Y,FearRetaliation,2.49,28.11,20.57,6.44,0.19,Never,VeryOften,7.88,9.3,Web,2.270908
WAVE-35,HH-5373223e7428c0,6.31,5.54,N,Y,Y,Y,NotWorthIt,8.55,22.54,82.28,9.17,4.37,Monthly,Sometimes,4.37,4.36,Phone,1.784506
WAVE-29,HH-323658d8f6cf92,0.42,3.57,N,Y,Y,N,NoEvidence,5.18,33.88,76.31,4.47,9.64,Monthly,Never,2.36,8.71,IVR,3.424901
WAVE-34,HH-3dc95532c33a5f,3.66,7.6,Y,Y,Y,Y,NotWorthIt,0.88,1.06,63.06,2.57,6.99,Never,Rarely,4.71,5.03,Phone,2.884278
WAVE-18,HH-d1a759db76045f,6.25,1.62,N,Y,Y,Y,FearRetaliation,4.56,25.18,63.82,8.82,6.8,Rarely,Often,1.0,9.1,Web,1.722848
WAVE-02,HH-27bbd2cca00c94,3.57,0.41,Y,Y,Y,N,TooMinor,4.24,24.67,27.44,2.32,1.86,Never,Often,3.33,4.4,Phone,2.058604
WAVE-04,HH-5ac9d1e8e69f31,7.36,0.84,Y,Y,N,N,Other,5.4,10.68,44.59,8.44,8.02,Daily,Often,8.57,8.27,Phone,0.28386
WAVE-05,HH-50f820135f8b60,8.22,8.38,Y,Y,Y,N,Other,1.91,69.18,14.51,9.77,0.63,Never,Often,9.33,7.99,Web,2.410778
WAVE-40,HH-890711f6ea9fba,0.65,8.27,Y,Y,N,Y,NoEvidence,8.77,85.65,48.7,0.17,3.14,Never,VeryOften,7.75,8.51,InPerson,0.767427
WAVE-10,HH-4de0d018852e6b,0.95,9.41,Y,N,Y,N,DistrustPolice,9.14,52.0,20.66,7.55,0.17,Never,VeryOften,9.31,2.19,Phone,0.509255
WAVE-59,HH-4ac16bb25125f9,0.72,8.18,Y,Y,Y,Y,TooMinor,1.31,67.11,51.97,8.6,8.81,Never,Rarely,2.58,7.08,Phone,0.836651
WAVE-22,HH-70eef2666f286b,5.07,0.55,N,Y,Y,Y,NoEvidence,8.21,77.38,16.21,2.93,4.51,Monthly,VeryOften,2.17,8.71,InPerson,2.764883
WAVE-37,HH-551e73b2640d12,5.66,0.98,Y,N,Y,Y,Other,0.96,10.21,84.85,3.85,6.08,Never,Never,6.99,8.52,InPerson,2.634505
WAVE-07,HH-980bbc7a56faaa,1.61,9.97,N,N,N,Y,NoEvidence,2.46,7.13,49.32,2.04,5.65,Rarely,Never,1.83,2.45,InPerson,0.734154
WAVE-25,HH-c8f2bad19b5604,3.11,2.56,N,Y,N,Y,Other,9.72,35.63,61.99,9.18,5.95,Monthly,Never,3.3,0.61,Phone,2.311735
WAVE-27,HH-204e021d068052,9.47,1.14,Y,N,Y,Y,NotWorthIt,3.95,96.2,68.42,6.28,9.84,Never,Sometimes,3.07,8.51,Phone,4.248247
WAVE-06,HH-601a43f2ca3c6d,4.82,1.73,Y,N,N,Y,Other,6.79,96.21,54.31,3.37,6.86,Never,Rarely,8.42,3.13,InPerson,1.87891
WAVE-53,HH-6efb8457febbcb,6.43,3.26,Y,N,Y,N,NotWorthIt,2.81,67.98,28.81,5.36,0.89,Never,Rarely,3.94,7.28,Phone,1.712837
WAVE-06,HH-bb75af091816ba,9.85,3.58,N,N,N,Y,TooMinor,5.18,79.96,50.98,5.26,2.7,Never,Sometimes,6.75,5.47,Phone,3.541791
WAVE-45,HH-e3128155173216,8.4,9.25,Y,Y,Y,N,Other,0.11,20.22,62.19,4.55,8.93,Daily,Never,4.58,2.72,Web,3.765972
WAVE-42,HH-da9893fcc71788,9.38,2.7,Y,Y,N,N,NotWorthIt,8.72,69.15,74.96,3.15,3.34,Never,Never,3.13,1.08,Phone,0.901967
WAVE-27,HH-576570427c2cf4,3.04,5.77,N,N,N,Y,TooMinor,9.78,63.26,83.72,9.74,2.56,Never,Rarely,9.75,7.53,Phone,4.072156
WAVE-45,HH-e7941158736030,8.3,5.7,N,Y,Y,Y,NoEvidence,5.87,7.66,91.63,4.4,6.76,Never,Sometimes,3.69,7.42,InPerson,1.136919
WAVE-33,HH-507166294e3871,6.36,4.51,N,N,Y,Y,TooMinor,5.33,53.01,56.7,0.19,3.99,Rarely,Sometimes,2.5,3.66,Web,0.218598
WAVE-29,HH-eeacb163609ec9,1.91,1.37,N,N,Y,N,NotWorthIt,3.1,82.7,64.16,3.11,3.23,Never,VeryOften,2.15,4.87,Web,2.252524
WAVE-04,HH-33f9cd384e5432,7.9,5.14,Y,N,Y,N,NoEvidence,8.97,20.76,94.25,6.67,1.92,Rarely,Often,7.48,0.5,IVR,3.242813
WAVE-58,HH-7093813e4c3356,0.83,0.89,Y,N,N,Y,NoEvidence,0.15,51.55,81.46,4.7,9.2,Never,Never,7.94,1.93,Phone,4.416876
WAVE-40,HH-bdf44e3f4a3255,8.76,8.42,N,Y,Y,Y,Other,9.95,24.49,16.99,1.63,7.22,Never,Sometimes,4.97,3.39,Paper,0.898968
WAVE-18,HH-d8502e5b59c4a8,2.37,7.81,Y,N,N,N,TooMinor,5.75,89.92,83.67,1.18,6.22,Rarely,Sometimes,7.67,2.1,Paper,1.610258
WAVE-07,HH-68af1e5cd37919,1.76,6.11,Y,Y,Y,N,DistrustPolice,4.82,92.93,84.63,9.05,8.08,Never,Sometimes,8.14,9.99,InPerson,2.088079
WAVE-40,HH-1c7e62dc8580fb,9.04,1.34,N,Y,Y,Y,NoEvidence,5.7,73.69,33.45,3.37,9.89,Never,Sometimes,2.24,3.76,Paper,2.482339
WAVE-13,HH-e43b9aad216a87,0.09,3.09,N,Y,Y,N,NotWorthIt,2.1,99.84,72.62,9.8,7.59,Rarely,Never,1.87,9.7,Paper,1.370915
WAVE-41,HH-41f76a751ce7d6,0.31,7.86,Y,Y,Y,Y,DistrustPolice,4.77,30.48,23.95,3.42,5.2,Never,Never,3.52,7.49,InPerson,2.215805
WAVE-58,HH-eadd7ea8d83769,8.96,1.07,N,Y,Y,N,Other,3.54,80.23,59.84,1.53,2.47,Weekly,Sometimes,7.15,8.7,Phone,3.195332
WAVE-51,HH-1d2f794acd89de,5.07,8.38,N,N,Y,N,NoEvidence,6.44,15.34,61.45,5.01,7.48,Never,Often,5.21,1.64,IVR,1.606734
WAVE-40,HH-4f179287a3ad07,5.67,1.97,N,N,Y,N,FearRetaliation,9.16,73.56,45.09,7.36,1.36,Weekly,VeryOften,8.59,4.85,Web,2.95063
WAVE-34,HH-54d8937c75ea3e,4.58,5.13,Y,N,Y,Y,FearRetaliation,7.34,55.94,52.04,8.88,4.2,Never,Sometimes,9.96,4.26,InPerson,2.775387
WAVE-57,HH-e1f71148cc440c,5.55,3.97,N,N,N,Y,FearRetaliation,9.57,82.83,31.45,5.34,8.04,Never,Sometimes,6.46,5.45,Web,3.764341
WAVE-02,HH-0d16b1f79ce736,7.39,3.07,Y,Y,Y,Y,DistrustPolice,9.9,71.46,90.73,1.51,8.06,Never,Often,7.8,6.52,IVR,0.307115
WAVE-05,HH-3b03de8de52851,1.59,7.35,N,Y,Y,Y,TooMinor,7.89,76.59,83.04,5.95,4.75,Rarely,Never,9.22,9.42,Phone,0.600501
WAVE-33,HH-cc168083896285,4.97,9.89,Y,N,Y,N,NotWorthIt,0.85,21.67,73.56,3.65,0.05,Rarely,Rarely,7.7,1.48,Phone,1.54448
WAVE-06,HH-6391d21e32d1a1,7.05,0.22,Y,N,Y,N,Other,3.98,56.09,88.74,4.6,8.51,Never,Sometimes,7.75,4.75,IVR,1.17779
WAVE-55,HH-b5bb8dd3a2a10e,3.37,3.3,N,Y,N,Y,TooMinor,6.24,6.74,37.72,3.13,7.08,Never,Never,0.31,7.74,Paper,0.85667
WAVE-30,HH-3da0fc47d37e87,4.24,8.61,Y,Y,Y,Y,TooMinor,7.02,87.69,74.4,8.61,2.87,Never,Never,5.45,9.18,Paper,1.94387
WAVE-24,HH-b5ec09ba238aed,3.3,8.42,N,N,Y,N,Other,1.04,6.33,39.03,3.61,0.92,Never,Often,6.99,1.32,InPerson,2.196891
WAVE-55,HH-b171ccf6ce9930,6.97,8.12,N,Y,N,Y,TooMinor,4.78,56.07,94.63,4.08,7.34,Rarely,Rarely,5.32,8.36,IVR,1.219423
WAVE-19,HH-7c644c1cb4198c,4.92,8.82,N,N,Y,Y,NotWorthIt,6.41,79.38,2.44,2.63,7.07,Never,VeryOften,2.16,9.28,IVR,3.671738
WAVE-15,HH-c4424260e5c684,4.27,0.8,Y,Y,Y,N,NotWorthIt,9.46,90.96,77.36,1.14,7.28,Never,Never,5.96,0.08,Phone,3.343346
WAVE-07,HH-16e5f122f6358e,6.34,3.3,Y,Y,Y,N,TooMinor,1.73,56.83,92.61,9.65,5.72,Rarely,Often,9.44,2.71,Phone,3.53137
WAVE-13,HH-d2bea3685945fd,2.64,8.66,N,Y,Y,N,FearRetaliation,0.66,62.51,94.1,7.01,7.58,Monthly,VeryOften,1.27,7.04,Paper,4.099824
WAVE-47,HH-bb72d05100630b,5.62,0.72,N,Y,N,Y,DistrustPolice,4.83,12.22,91.93,6.82,4.28,Never,Sometimes,8.07,3.24,Web,1.115439
WAVE-14,HH-8d63f479193adc,4.1,7.12,Y,N,Y,N,NoEvidence,6.24,34.68,36.63,9.1,0.39,Rarely,Sometimes,6.44,5.28,Phone,2.890065
WAVE-29,HH-10679526a77772,9.1,6.45,N,Y,N,N,TooMinor,2.58,74.28,58.45,7.83,9.07,Never,Never,9.87,4.09,Web,1.557209
WAVE-11,HH-351204c1b72d2c,8.57,2.48,N,Y,Y,Y,NotWorthIt,8.26,98.73,14.74,4.96,9.83,Never,VeryOften,9.35,0.18,InPerson,0.295945
WAVE-36,HH-1197726b900f17,6.92,1.31,Y,N,N,N,NoEvidence,6.92,20.19,4.75,4.27,8.69,Never,Never,9.9,9.83,Phone,3.414162
WAVE-43,HH-24f3fd53eb6648,1.39,1.69,N,N,Y,Y,Other,8.58,10.17,46.49,7.35,9.96,Rarely,VeryOften,6.38,4.73,IVR,2.257306
WAVE-15,HH-dd6f0c415359f5,8.11,4.74,Y,Y,Y,N,DistrustPolice,9.64,10.22,24.49,6.26,6.46,Rarely,Rarely,3.44,8.58,InPerson,3.558293
WAVE-16,HH-5e876bc97f8651,5.15,9.08,Y,Y,N,N,TooMinor,3.02,36.88,67.49,6.05,7.2,Never,Never,9.73,4.88,InPerson,1.300844
WAVE-43,HH-b18b74e406af05,5.68,1.96,Y,N,Y,Y,NoEvidence,9.82,76.16,27.71,1.89,1.69,Never,Never,1.19,5.76,Paper,0.258789
WAVE-47,HH-e6559504fbdf30,7.89,3.45,N,Y,N,N,TooMinor,5.95,17.86,58.48,7.7,0.35,Daily,Rarely,0.68,9.17,IVR,0.506593
WAVE-29,HH-e048587a2f299c,1.77,5.2,N,N,Y,Y,FearRetaliation,1.54,91.84,2.15,6.22,9.6,Daily,Sometimes,8.18,3.34,Paper,1.241809
WAVE-24,HH-536f04fdf12e66,4.37,4.3,N,N,N,N,Other,0.84,54.67,64.33,8.54,4.96,Never,Often,9.63,1.61,InPerson,3.985342
WAVE-22,HH-a925d39318fb8f,6.76,7.07,Y,N,Y,Y,Other,8.34,56.74,97.21,2.8,7.15,Never,Rarely,0.02,0.29,Web,4.069536
WAVE-16,HH-a3525b0b450b2d,2.82,4.36,Y,N,N,N,NoEvidence,7.83,98.38,48.96,5.44,5.16,Monthly,Never,2.55,4.24,Paper,1.512845
WAVE-09,HH-e0577641b7a6b2,7.03,9.73,Y,Y,Y,Y,TooMinor,7.26,75.46,68.97,3.3,8.33,Rarely,Rarely,0.36,2.18,IVR,2.885864
WAVE-35,HH-69256f1f3ee042,9.33,8.78,Y,N,N,Y,FearRetaliation,4.6,6.54,40.72,7.41,3.17,Daily,Rarely,8.44,1.22,InPerson,4.402172
WAVE-48,HH-1d10e5043cc2b3,6.23,2.16,Y,N,Y,Y,NotWorthIt,8.41,94.25,10.33,8.69,7.5,Monthly,Sometimes,0.18,7.13,InPerson,1.23532
WAVE-59,HH-d4cc5540faa49e,1.16,6.65,N,N,N,Y,Other,4.36,81.36,7.06,9.11,4.0,Rarely,VeryOften,0.39,9.1,Phone,2.763494
WAVE-03,HH-7d12159d149ce1,8.71,6.66,N,N,Y,Y,Other,9.1,17.62,97.97,9.76,4.41,Monthly,Rarely,8.61,8.24,Phone,4.401731
WAVE-52,HH-7d87f637e3c585,5.35,5.12,N,Y,N,N,FearRetaliation,2.22,55.11,14.2,9.19,8.67,Never,Never,1.65,2.49,Web,1.521759
WAVE-43,HH-f93e778570ef1e,3.91,3.62,Y,Y,Y,N,DistrustPolice,6.62,41.54,13.04,7.76,2.02,Monthly,Rarely,1.97,9.56,Paper,1.180151
WAVE-47,HH-4e1690b949a395,0.91,7.08,Y,Y,N,N,DistrustPolice,1.22,13.69,27.64,4.03,2.7,Never,Often,5.68,5.61,Phone,1.491588
WAVE-39,HH-e8a6d8dcdaa8d2,6.41,7.57,N,N,Y,Y,FearRetaliation,9.21,99.45,92.9,6.2,5.19,Never,Never,7.31,4.2,IVR,1.127164
WAVE-43,HH-3c00ecc73a3fcc,5.13,8.29,N,Y,Y,Y,FearRetaliation,8.18,67.53,60.02,3.58,8.7,Never,VeryOften,4.02,1.53,Paper,1.696612
WAVE-38,HH-d43e144573223d,3.91,9.41,Y,Y,Y,Y,NotWorthIt,3.15,11.99,50.88,8.78,5.64,Never,VeryOften,8.05,0.79,Paper,3.923658
WAVE-46,HH-3f81d758e6ef42,8.02,5.86,N,Y,Y,Y,DistrustPolice,6.71,69.61,74.18,7.29,9.31,Never,VeryOften,1.43,3.85,InPerson,4.124534
WAVE-21,HH-17d6096df3d686,1.82,7.65,Y,N,Y,N,FearRetaliation,2.99,47.05,16.38,1.17,4.75,Daily,Often,4.9,6.62,Paper,2.381641
WAVE-17,HH-686ee8d071f477,0.79,8.03,Y,Y,Y,Y,NoEvidence,6.64,11.32,25.98,5.45,4.27,Rarely,VeryOften,3.7,0.84,Paper,2.630772
WAVE-04,HH-4ca78f1e29bf0a,9.69,8.22,Y,N,N,Y,NotWorthIt,6.76,94.88,17.52,4.25,8.84,Monthly,Rarely,0.65,5.12,Phone,3.782005
WAVE-12,HH-8e1a22a9297c93,1.6,8.74,N,N,N,N,NoEvidence,1.68,8.43,69.57,5.54,8.56,Never,Never,7.0,2.78,Phone,2.494826
WAVE-18,HH-af000aab577b5e,2.05,4.4,Y,N,Y,N,FearRetaliation,9.69,53.47,26.9,5.36,8.9,Never,Never,4.8,3.41,Paper,0.894271
WAVE-18,HH-e0b44590e83ff7,1.95,4.77,N,Y,N,Y,FearRetaliation,4.15,69.94,28.35,2.6,4.9,Never,VeryOften,5.62,3.86,Paper,3.786669
WAVE-33,HH-787de852c1a78f,6.94,4.88,N,N,Y,Y,DistrustPolice,0.35,24.09,46.31,8.26,4.95,Never,Often,8.26,9.53,InPerson,4.167575
WAVE-03,HH-e1841146300d03,7.07,4.64,Y,N,N,Y,NotWorthIt,1.22,48.7,42.93,9.9,2.89,Daily,VeryOften,0.85,4.25,IVR,1.486891
WAVE-46,HH-093a9cb8292259,7.7,2.66,N,Y,N,N,Other,7.97,41.75,0.26,4.74,6.93,Rarely,Rarely,6.7,9.74,Phone,0.694709
WAVE-48,HH-7dd97710d3624f,4.11,1.86,Y,N,N,N,DistrustPolice,7.81,54.04,97.69,3.59,9.58,Never,VeryOften,8.65,0.61,InPerson,1.652215
WAVE-55,HH-ac95c05683ba9f,0.73,4.01,N,Y,N,Y,NotWorthIt,5.31,19.85,7.16,4.48,1.17,Rarely,VeryOften,0.07,0.92,Phone,3.841273
WAVE-10,HH-551ab59397dbcc,0.29,4.07,N,N,N,Y,NotWorthIt,3.74,62.92,13.59,5.01,5.85,Never,Rarely,0.22,2.7,InPerson,4.096677
WAVE-08,HH-8fdaff0cd1fca5,1.86,5.93,Y,Y,Y,Y,FearRetaliation,9.99,18.37,12.14,2.21,3.71,Rarely,Never,7.55,6.78,Paper,1.18258
WAVE-20,HH-421f8675cb82be,5.99,3.28,Y,Y,N,Y,NoEvidence,4.93,80.5,53.9,9.86,0.11,Rarely,Never,2.68,4.64,Paper,0.488636
WAVE-19,HH-905929efcead1a,0.39,0.24,Y,Y,N,N,TooMinor,9.51,27.48,82.08,6.61,1.69,Never,Often,9.47,0.36,IVR,3.41253
WAVE-47,HH-9c27d699a2b122,6.89,6.34,N,Y,Y,Y,NotWorthIt,6.72,84.9,99.62,0.41,9.1,Never,Rarely,8.74,4.77,InPerson,4.138143
WAVE-18,HH-9baa3f5c37064a,6.03,9.86,N,N,Y,N,DistrustPolice,6.6,41.14,23.15,6.98,1.56,Never,Rarely,7.21,6.22,InPerson,1.324823
WAVE-28,HH-d51c02957f235f,0.24,9.22,N,N,Y,Y,DistrustPolice,7.4,23.38,99.32,7.61,6.54,Never,Sometimes,9.55,2.13,Paper,3.632593
WAVE-35,HH-bd3a10a0c7db5c,6.6,2.39,N,Y,N,Y,NoEvidence,0.65,26.88,19.51,5.1,8.3,Never,Sometimes,1.15,0.18,IVR,4.159325
WAVE-34,HH-a13be7aab1c09a,7.11,9.67,Y,N,Y,N,NoEvidence,0.58,26.55,1.19,2.38,9.02,Daily,Never,4.17,8.31,Paper,0.408613
WAVE-01,HH-1bc5fbe1f58ad4,4.69,1.48,Y,N,N,Y,NoEvidence,6.57,53.94,89.96,3.47,3.43,Daily,VeryOften,9.18,5.41,Paper,0.515686
WAVE-54,HH-e155888fc6c9de,0.64,0.55,Y,Y,Y,Y,DistrustPolice,8.6,60.89,31.21,9.87,1.27,Never,Often,7.9,2.49,Paper,4.236664
WAVE-19,HH-e260d4569d8657,1.04,6.36,Y,N,N,N,TooMinor,6.9,78.52,56.41,8.41,5.67,Never,Sometimes,2.11,3.32,Web,4.43315
WAVE-48,HH-73abc3c8771b73,0.44,9.27,N,Y,Y,N,TooMinor,0.37,51.82,70.8,9.19,6.99,Never,VeryOften,8.5,7.98,InPerson,2.887043
WAVE-01,HH-f20b3504461dc8,0.36,5.31,N,N,Y,Y,TooMinor,9.91,48.05,59.78,1.41,1.19,Never,VeryOften,7.61,2.66,Web,0.59398
WAVE-17,HH-1ae10556cf6d0b,9.07,3.35,Y,Y,Y,Y,DistrustPolice,0.13,82.99,79.51,1.55,0.21,Rarely,Often,4.96,9.87,IVR,2.583158
WAVE-15,HH-0e7210e1747c02,0.04,8.62,N,N,N,N,NotWorthIt,6.19,9.08,81.49,6.43,3.27,Weekly,Never,6.88,3.84,InPerson,3.265174
WAVE-30,HH-f94a194a8a1cde,6.11,1.01,N,N,Y,Y,Other,0.09,53.48,79.6,9.89,1.11,Weekly,VeryOften,7.47,7.52,Web,1.956925
WAVE-24,HH-22a9db88a380e7,5.39,7.39,N,Y,Y,N,NoEvidence,8.55,26.97,33.36,7.92,0.46,Never,Never,6.86,3.63,Phone,3.820493
WAVE-49,HH-e70eaf004d200e,0.76,5.8,Y,Y,N,Y,NoEvidence,3.1,80.83,5.57,7.54,3.88,Never,VeryOften,3.23,4.26,IVR,3.175459
WAVE-27,HH-ecc19fc6b92fe1,8.17,4.25,N,Y,Y,Y,TooMinor,5.89,81.05,19.64,8.04,2.54,Never,VeryOften,1.87,4.37,Web,2.67105
WAVE-27,HH-dd2008b11e06e3,6.16,0.49,N,Y,Y,N,NoEvidence,9.49,9.66,84.48,8.93,9.75,Never,Often,3.15,6.63,Phone,0.33349
WAVE-40,HH-4ab13b0f034da4,2.73,7.34,Y,N,N,Y,FearRetaliation,0.04,85.1,7.01,0.08,7.96,Never,Sometimes,7.18,3.67,IVR,0.507019
WAVE-08,HH-a9053d50b8c06d,1.85,0.58,Y,N,Y,N,Other,9.4,9.41,21.19,7.17,2.81,Never,VeryOften,7.94,8.02,Paper,1.003217
WAVE-32,HH-4b55000a84d51e,7.2,1.75,N,Y,N,Y,Other,3.33,96.97,69.66,2.69,0.11,Never,VeryOften,7.85,9.46,Paper,4.269513
WAVE-22,HH-eafa5598ce11b1,8.61,9.59,Y,N,Y,Y,NoEvidence,7.59,89.19,74.81,4.06,6.44,Monthly,VeryOften,7.62,2.67,Web,3.913388
WAVE-19,HH-44a56c9d55dc63,7.07,1.31,Y,Y,Y,N,NoEvidence,5.03,71.63,87.97,7.25,6.35,Rarely,Often,1.72,1.33,Phone,0.557495
