gov_mff_reference_year,gov_mff_mff_period_code,gov_mff_heading_code,gov_mff_programme_code,gov_mff_commitments_eur,gov_mff_payments_eur,gov_mff_execution_rate_pct,gov_mff_revenue_own_resources_eur,gov_mff_gni_based_resource_eur,gov_mff_vat_based_resource_eur,gov_mff_customs_duties_resource_eur,gov_mff_plastic_own_resource_eur,gov_mff_rebates_eur,gov_mff_unspent_commitments_ral_eur,gov_mff_audits_findings_count,gov_mff_irregularities_amount_eur,gov_mff_anti_fraud_olaf_cases_count,gov_mff_transparency_portal_url_hash,gov_mff_data_source,gov_mff_data_extract_date
2019,2014_2020,H3_NATURAL_RESOURCES,ISF,32120962227.26,30020356597.85,93.46,4995497316.91,75159781651.39,9351441023.13,12123529775.57,476149449.67,8211669649.79,2466361860.49,47,193524277.81,74,352a3d1da51789f7d1eed048d0fc,EU_BUDGET_FINANCIAL_REPORT,2024-07-09
2020,2014_2020,H1_SINGLE_MARKET,CAP,3425426281.83,3297770430.59,96.27,21095906600.95,37696872285.33,4080482192.45,4142206572.47,402702662.24,4258394493.51,175819006.85,92,37286801.57,83,4cce9c91912b9a4638205c486484,OLAF_ANNUAL_REPORT,2024-11-14
2021,2021_2027,H6_NEIGHBOURHOOD_WORLD,NDICI,27387142111.13,25555025905.28,93.31,29479199552.36,73301581859.76,11510398076.5,5314012253.11,1772355562.07,4181365859.98,1969376458.18,93,594417806.54,78,c5a6e8143a4b4ca06d3cb97dd7e4,ECA_AUDIT_SUMMARY,2025-09-17
2022,2021_2027,H4_MIGRATION_BORDER,CEF_DIGITAL,26113296636.42,13599010793.43,52.08,19110880005.2,29585870623.32,8545489809.99,6983158945.32,536565325.15,2876376876.36,12278612363.47,61,373987739.93,46,5028dfc04f62c04ef9d831efe859,OPEN_DATA_PORTAL_BUDGET,2025-08-15
2023,2021_2027,H2_COHESION_RESILIENCE,IPA,57344455464.49,34982289091.6,61.0,2402318467.9,16876077086.52,1776988257.95,727120351.91,1471459785.92,887588682.91,22773838403.09,34,41936408.91,6,f26a3956fa881ef961f54855626a,EU_BUDGET_FINANCIAL_REPORT,2025-02-01
2024,2021_2027,H7_PUBLIC_ADMIN,DIGITAL_EUROPE,30536051031.91,15155531366.19,49.63,24447891916.96,34189546472.24,5352783789.62,9655194336.86,1149779255.49,8581475675.98,14939701970.46,21,35141251.11,71,f4d0a6257e374c8543b1454c44d1,OLAF_ANNUAL_REPORT,2025-07-20
2025,2021_2027,H5_SECURITY_DEFENCE,JUST_TRANSITION,42175836034.03,28145810042.93,66.73,14972177973.68,47462900243.86,22349925607.36,7806998623.08,1792146523.51,1863367540.52,12405147686.09,88,214334819.95,25,924a1d5441021b17a58b439023ad,ECA_AUDIT_SUMMARY,2025-10-09
2026,2021_2027,H3_NATURAL_RESOURCES,LIFE,33859083243.37,21436151734.28,63.31,17293470576.48,9624561846.78,3631933248.61,9786752103.03,596295882.71,1104060029.33,17217718255.97,25,39331856.38,42,badc86044c7c68ea288b6b283994,OPEN_DATA_PORTAL_BUDGET,2025-10-26
2014,2014_2020,H1_SINGLE_MARKET,HORIZON_EUROPE,22555669574.89,19117481419.68,84.76,10120100157.97,16858063019.89,13027096763.11,2772935566.23,189868807.88,1000698070.11,4953324067.81,33,132087503.72,51,594d966d0594c561fa28ac32a3fe,EU_BUDGET_FINANCIAL_REPORT,2026-02-10
2015,2014_2020,H6_NEIGHBOURHOOD_WORLD,EU4HEALTH,9662388038.81,9134492393.16,94.54,36447582306.33,60203773413.6,3089092342.7,8937263417.58,383649281.42,3518918974.83,628825485.12,42,14859886.44,20,c173cc65a92299e622ee1897fec6,OLAF_ANNUAL_REPORT,2024-11-07
2016,2014_2020,H4_MIGRATION_BORDER,ERDF,13242387404.48,5274837903.38,39.83,3794549035.73,6965545004.95,16241834602.79,1177763099.73,429040673.01,2752724638.63,12425269666.67,46,149452040.95,45,5b9cc1ae5e9b74d38619ee9a235b,ECA_AUDIT_SUMMARY,2025-05-29
2017,2014_2020,H2_COHESION_RESILIENCE,AMIF,20782952600.56,10846709429.56,52.19,47191782449.13,38059667911.53,13159949746.8,7305509575.77,507689382.65,6631256910.01,15715021657.44,68,438342753.09,41,cc060ae9f7835bffc6ef7929b9ba,OPEN_DATA_PORTAL_BUDGET,2024-09-01
2018,2014_2020,H7_PUBLIC_ADMIN,ESF_PLUS,3212267308.08,2043903845.49,63.63,25820407153.17,74531967219.17,3716370027.16,4643939656.31,212195501.54,5943196790.66,1459504238.78,12,140949582.01,5,a766ddf9572724ec910ec821efd6,EU_BUDGET_FINANCIAL_REPORT,2025-05-05
2019,2014_2020,H5_SECURITY_DEFENCE,ISF,58628768434.23,23140257353.8,39.47,26702288491.75,17288192118.73,3266614182.94,8352876890.67,72666025.65,9442543844.59,50302941369.21,105,269235196.99,49,fb2fc91859dc5a03ab364ef6026d,OLAF_ANNUAL_REPORT,2025-12-12
2020,2014_2020,H3_NATURAL_RESOURCES,CAP,11230384380.13,8762617484.78,78.03,19432577533.82,8340475723.53,21474904201.87,5359684083.61,165336606.73,5700769812.83,2141231857.69,7,120017816.62,68,6c978bbe956560e814c8b33a98b0,ECA_AUDIT_SUMMARY,2024-08-03
2021,2021_2027,H1_SINGLE_MARKET,NDICI,11822001496.34,4334975749.52,36.67,1826229761.2,9963977456.62,10127591071.32,4935954741.33,2048193216.89,6788591572.82,11160621852.05,61,18933587.3,40,d79ebd70fe5aa1894be28d848a93,OPEN_DATA_PORTAL_BUDGET,2024-02-07
2022,2021_2027,H6_NEIGHBOURHOOD_WORLD,CEF_DIGITAL,74508224860.06,59472126053.39,79.82,23414630300.76,30452508945.22,14879805505.5,2040311930.97,1850245528.11,6958547625.59,16920064995.41,32,96694874.67,21,ee0d184541303b2133affe7fc3d9,EU_BUDGET_FINANCIAL_REPORT,2024-12-17
2023,2021_2027,H4_MIGRATION_BORDER,IPA,60211525486.19,42209400947.41,70.1,15432779453.03,66433321865.35,17574947040.92,1011320814.56,705989062.07,3615224105.4,24622825484.72,6,148899699.54,28,b2035c8603814ea472d6c053aa10,OLAF_ANNUAL_REPORT,2025-12-17
2024,2021_2027,H2_COHESION_RESILIENCE,DIGITAL_EUROPE,41785617287.56,18692965290.17,44.74,10964998716.76,41770099966.26,15827027156.49,8595511885.57,1302121403.95,3677614215.37,34212467733.27,16,87352344.34,26,d8243b5ce274790033b3c8125a1f,ECA_AUDIT_SUMMARY,2024-09-17
2025,2021_2027,H7_PUBLIC_ADMIN,JUST_TRANSITION,51065544190.2,43386919832.65,84.96,4226400808.38,49753683705.52,10761488880.3,6913962290.62,1386850417.55,7390572240.85,10850043855.01,131,169700993.47,13,aa94a6783d1005aa29252dd184a3,OPEN_DATA_PORTAL_BUDGET,2024-05-09
2026,2021_2027,H5_SECURITY_DEFENCE,LIFE,56878528584.59,48150666380.96,84.66,19597234497.07,12680389744.17,5802946148.8,6173351761.0,1788862043.22,7058954727.01,10927078013.56,135,199477612.61,46,d66d088ec78033650d61dd8a86a8,EU_BUDGET_FINANCIAL_REPORT,2025-03-31
2014,2014_2020,H3_NATURAL_RESOURCES,HORIZON_EUROPE,28919470619.45,15285750263.59,52.86,37817745227.73,56234881649.04,9516547270.55,1212512434.69,137245443.08,6585950866.24,15869976176.39,130,317757693.11,41,1fb647d9efd9af65db3d302f5ac6,OLAF_ANNUAL_REPORT,2024-04-01
2015,2014_2020,H1_SINGLE_MARKET,EU4HEALTH,60369181598.65,32057932435.99,53.1,25376773512.9,81283348578.84,10281057866.44,412163806.87,425882354.81,3112896917.25,38838511231.04,125,446076640.57,71,a8795b944aa2b63a51bb170df596,ECA_AUDIT_SUMMARY,2024-11-22
2016,2014_2020,H6_NEIGHBOURHOOD_WORLD,ERDF,55437612773.06,45402411784.36,81.9,14372278544.95,61125064914.87,13318249909.87,2381971630.93,460319060.37,6045330880.91,11799363696.63,127,420562381.69,77,13167651c435e1d9d0eb824fd6c4,OPEN_DATA_PORTAL_BUDGET,2025-06-29
2017,2014_2020,H4_MIGRATION_BORDER,AMIF,45614487303.01,27966622738.91,61.31,2116111282.69,4519535110.63,8526223854.76,413566457.63,515626841.15,5003217075.51,23075431318.58,10,123367405.67,34,f5cac7b7e07f7079a0fe85e8eb92,EU_BUDGET_FINANCIAL_REPORT,2026-02-13
2018,2014_2020,H2_COHESION_RESILIENCE,ESF_PLUS,38451558498.29,14012493468.48,36.44,30120680317.54,78865005035.87,13752356058.43,5206820746.02,297275623.3,6533600553.5,24079704431.59,76,624054547.86,77,634cca1cbbcd52edcba61e1a24d0,OLAF_ANNUAL_REPORT,2024-04-04
2019,2014_2020,H7_PUBLIC_ADMIN,ISF,13176268534.95,7565688986.05,57.42,3151069807.21,22406711565.19,8953695925.67,14187961995.13,198446067.18,8411243533.51,8149145483.66,52,45179949.81,55,a7120ed2f1dc6a4806774c91e62f,ECA_AUDIT_SUMMARY,2024-03-07
2020,2014_2020,H5_SECURITY_DEFENCE,CAP,5717112992.72,2440770192.55,42.69,30559071228.07,5559520305.28,15346770744.78,2985582557.8,232219576.62,980884248.99,3716681115.92,107,165078593.68,43,4fa28654915f194d9350a3009036,OPEN_DATA_PORTAL_BUDGET,2025-08-10
2021,2021_2027,H3_NATURAL_RESOURCES,NDICI,5433777597.61,2876010072.02,52.93,12560592396.17,23635406468.06,11813158546.73,2797214077.52,3274751241.56,5613397611.22,2404502533.91,106,567531368.55,82,96275a30fd241435c6f13548486d,EU_BUDGET_FINANCIAL_REPORT,2025-02-13
2022,2021_2027,H1_SINGLE_MARKET,CEF_DIGITAL,81899156954.56,48170505629.62,58.82,6592457969.04,16556608517.78,23524232475.63,6730967403.08,588260706.89,1428071762.11,50618239739.21,136,249576740.88,54,a6a2014b0faa9b7919e4eb05ce4c,OLAF_ANNUAL_REPORT,2024-01-14
2023,2021_2027,H6_NEIGHBOURHOOD_WORLD,IPA,55121569010.69,37218533841.45,67.52,34390940045.27,38626304937.43,9737427726.89,2827469380.54,534561574.71,6285738258.47,15738286637.93,138,95554948.17,28,811a89abfdcebb8cde4af9c8cece,ECA_AUDIT_SUMMARY,2025-02-28
2024,2021_2027,H4_MIGRATION_BORDER,DIGITAL_EUROPE,32630257773.33,27318486350.68,83.72,23103116022.88,29756433767.04,3941659112.47,12662346713.5,113834197.78,3066980665.57,5676234027.95,110,399669582.81,27,b886bb60895e9eb1bb8d0e581780,OPEN_DATA_PORTAL_BUDGET,2024-05-29
2025,2021_2027,H2_COHESION_RESILIENCE,JUST_TRANSITION,42169612157.55,24317119704.94,57.67,10966770392.62,44309036051.4,1402656700.85,729653122.07,127033247.02,3276554699.0,21913548610.14,59,129494068.28,6,6e7cdedba0d8c53b68b31cdd9e83,EU_BUDGET_FINANCIAL_REPORT,2024-04-20
2026,2021_2027,H7_PUBLIC_ADMIN,LIFE,37502242486.41,24476529113.06,65.27,29339127124.81,84199324368.96,1853904129.49,12202104584.73,231942581.4,4874170760.62,17085656197.25,97,570078035.28,36,7cdbb158766ffb4cdfc20f19cc90,OLAF_ANNUAL_REPORT,2025-04-17
2014,2014_2020,H5_SECURITY_DEFENCE,HORIZON_EUROPE,59282191447.38,26064719259.3,43.97,10395146122.17,2988535608.93,11168099763.01,7506649112.75,213373237.21,4605451352.8,45780448767.46,123,254769355.34,4,8a655d0cdee89bed7b60db34a447,ECA_AUDIT_SUMMARY,2025-01-14
2015,2014_2020,H3_NATURAL_RESOURCES,EU4HEALTH,13437038182.65,9372930576.06,69.75,39913193594.49,77077208910.37,3777676290.25,9670537460.98,152815597.61,6884567238.99,3310152865.98,107,325068271.47,60,bd530e8100e79b298f87e3f9a522,OPEN_DATA_PORTAL_BUDGET,2026-01-26
2016,2014_2020,H1_SINGLE_MARKET,ERDF,33518444326.77,18921308037.28,56.45,28346971197.41,13593270450.25,12420683147.49,8342561581.01,156474389.54,5372044568.85,15857257074.74,114,22883198.26,43,59135f3874b53548b0d91e69bb32,EU_BUDGET_FINANCIAL_REPORT,2025-11-15
2017,2014_2020,H6_NEIGHBOURHOOD_WORLD,AMIF,31188505286.92,12747115163.26,40.87,7533623929.39,43287613973.85,2481722199.74,10714384195.2,599221083.37,44714013.63,26486962803.6,49,76223712.91,59,0fe9908fc9b9b638314501bb9444,OLAF_ANNUAL_REPORT,2025-02-10
2018,2014_2020,H4_MIGRATION_BORDER,ESF_PLUS,27623673284.89,19251535732.08,69.69,26602195852.5,38831971629.1,5744143124.87,1446689277.52,365174259.76,5036029389.1,8879862163.57,84,381724004.93,10,e8ff6f8e1a8434e21d3e99342a7a,ECA_AUDIT_SUMMARY,2025-08-08
2019,2014_2020,H2_COHESION_RESILIENCE,ISF,13608969199.92,13066737650.69,96.02,32540363796.73,4016501507.8,7376968291.62,10289132827.15,281995875.75,7495258724.61,786073874.71,18,63746659.81,50,d774c5f1d32c59f5fa11730a3b63,OPEN_DATA_PORTAL_BUDGET,2025-02-17
2020,2014_2020,H7_PUBLIC_ADMIN,CAP,8777306221.33,6432308255.65,73.28,30440834185.5,45458865493.22,1861146766.67,8411520487.85,576069952.76,8386847982.25,3383640801.48,7,163524890.79,65,57df9ba95a225bf66ba5361cc601,EU_BUDGET_FINANCIAL_REPORT,2024-11-12
2021,2021_2027,H5_SECURITY_DEFENCE,NDICI,5506317213.28,3894103778.01,70.72,6649396731.38,30985953093.14,12946561072.5,3946729815.43,2424035211.75,2293404319.13,1750673144.61,27,3420596.79,56,e2d93631ac6c49c03a65922b976f,OLAF_ANNUAL_REPORT,2025-12-13
2022,2021_2027,H3_NATURAL_RESOURCES,CEF_DIGITAL,53891609620.8,20371714933.19,37.8,25448913309.79,46741716207.01,19781871076.04,3701890085.16,858405185.76,4347169733.84,30517649670.8,123,91751987.02,77,7015de5e5fa50a1834c5c5e45437,ECA_AUDIT_SUMMARY,2025-01-31
2023,2021_2027,H1_SINGLE_MARKET,IPA,20985782904.21,17465028566.26,83.22,41769869705.06,63118487369.67,5473392255.82,9886993569.82,2385284624.27,7938823850.32,4894968081.3,46,191932883.01,16,b53c30f45611b769fc66a3abc198,OPEN_DATA_PORTAL_BUDGET,2025-09-16
2024,2021_2027,H6_NEIGHBOURHOOD_WORLD,DIGITAL_EUROPE,32615092582.5,30228118952.14,92.68,1062912028.88,54368959183.88,2802055871.3,4412623913.11,163322403.62,1663135256.34,3354680884.93,21,107356264.12,50,5c01e1ddc844960e163067ed2d4b,EU_BUDGET_FINANCIAL_REPORT,2025-02-10
2025,2021_2027,H4_MIGRATION_BORDER,JUST_TRANSITION,3135504545.21,1953503440.9,62.3,4550590271.57,55419326971.79,13958734000.19,6538903387.48,1252957050.9,3505474836.04,1725728002.79,99,5293732.03,80,4b800bac26f48f0f517fcd2b95fc,OLAF_ANNUAL_REPORT,2025-05-01
2026,2021_2027,H2_COHESION_RESILIENCE,LIFE,19663480394.48,11068408183.16,56.29,11712941879.79,12820027257.58,3475725134.67,15865501935.75,1453759766.05,743110470.79,11012521402.41,25,42489837.04,38,5413dd1ad9bc118fc6e2c8031b5b,ECA_AUDIT_SUMMARY,2024-05-29
2014,2014_2020,H7_PUBLIC_ADMIN,HORIZON_EUROPE,23342286431.1,9111410709.93,39.03,18520826799.77,61321911282.58,9700777446.26,14376709499.17,115870617.53,2498832428.47,14825640348.5,38,178049704.97,67,c08ba51a22a2542b61f1082335a3,OPEN_DATA_PORTAL_BUDGET,2024-09-02
2015,2014_2020,H5_SECURITY_DEFENCE,EU4HEALTH,29882081627.84,17855646895.28,59.75,17266405007.9,24972290680.3,10124463103.07,2787514222.55,358980279.0,5880074899.92,17768295081.05,0,115031728.08,75,6d940dd8f07067958d5fc08f7b10,EU_BUDGET_FINANCIAL_REPORT,2025-11-18
2016,2014_2020,H3_NATURAL_RESOURCES,ERDF,22945290449.03,13818398211.6,60.22,16333013346.83,41691154462.43,4320627173.19,305759145.56,74434617.74,982623225.45,8988479539.69,28,218054316.97,63,de9b8a2316797189da818d8fe696,OLAF_ANNUAL_REPORT,2025-09-19
2017,2014_2020,H1_SINGLE_MARKET,AMIF,36875705734.54,27880100732.78,75.61,3292339692.22,23638544998.74,17025761293.54,268875922.48,129123242.99,1636906044.75,13640533502.37,84,369064013.48,12,205606b8df06213c1bbd7d89bd8f,ECA_AUDIT_SUMMARY,2024-04-12
2018,2014_2020,H6_NEIGHBOURHOOD_WORLD,ESF_PLUS,28290057060.67,11304461448.38,39.96,24491439121.87,47971340196.56,13152635077.77,8814413355.74,118187953.87,5471297763.13,24060707206.69,52,40703924.37,11,59104782cccc397e2d697635f6cb,OPEN_DATA_PORTAL_BUDGET,2024-06-28
2019,2014_2020,H4_MIGRATION_BORDER,ISF,32495278217.62,15111283546.65,46.5,24417193773.3,32304824239.66,7230540094.97,11041760785.69,466816207.61,1742588660.21,27456101443.11,106,119072906.78,97,47fb200ec58b2eb7864416374193,EU_BUDGET_FINANCIAL_REPORT,2024-06-21
2020,2014_2020,H2_COHESION_RESILIENCE,CAP,42116630222.62,19002052800.16,45.12,36411503218.96,64048338759.73,21947896264.47,4908910624.12,685397360.4,963776329.09,32315514377.64,69,596915934.73,6,e43965e6ebcd8b7448291b36509b,OLAF_ANNUAL_REPORT,2024-01-31
2021,2021_2027,H7_PUBLIC_ADMIN,NDICI,1170594310.83,502762156.74,42.95,19523071226.61,43911928143.69,5586097601.11,2537036391.84,1724717920.9,3214649629.8,732396838.04,64,594399407.95,18,589e4bd7c912f711d9e829b83840,ECA_AUDIT_SUMMARY,2025-05-17
2022,2021_2027,H5_SECURITY_DEFENCE,CEF_DIGITAL,35333026518.02,28301473409.34,80.1,21727137447.84,24028238253.23,16910432885.56,3504659457.16,563147665.03,2779411553.62,10087810549.59,103,350215473.07,44,105e1df52d02858f135f9c9c90cc,OPEN_DATA_PORTAL_BUDGET,2024-09-27
2023,2021_2027,H3_NATURAL_RESOURCES,IPA,72781058461.84,32483234331.95,44.63,9587516625.38,30132461081.73,5665772232.23,4723084312.61,950781238.16,4541185776.33,36739748582.15,35,263183320.24,1,0a64cc91d6d9655e1546eae41b26,EU_BUDGET_FINANCIAL_REPORT,2025-11-01
2024,2021_2027,H1_SINGLE_MARKET,DIGITAL_EUROPE,33388045009.4,30549181648.86,91.5,13915208115.1,86288094391.21,3843464251.31,5575618434.77,1035141995.44,516559865.77,2290781711.7,18,199795622.3,6,d2b0c41e903b037d46f4bb83e407,OLAF_ANNUAL_REPORT,2026-02-19
2025,2021_2027,H6_NEIGHBOURHOOD_WORLD,JUST_TRANSITION,57326716486.09,53644852768.88,93.58,25009440657.68,11736060946.87,16194872807.08,859512984.96,998619982.46,3017187369.69,3273457542.44,29,148199237.13,62,a06f56a1eff014977a6a2a003556,ECA_AUDIT_SUMMARY,2026-01-23
2026,2021_2027,H4_MIGRATION_BORDER,LIFE,32929598810.04,17488994419.85,53.11,15037244170.04,20223122632.36,962427449.35,7087969643.37,896687673.06,3027693036.13,14683742518.45,1,157063137.63,58,af1235b56fd90aa5c9c42c5a8619,OPEN_DATA_PORTAL_BUDGET,2024-04-09
2014,2014_2020,H2_COHESION_RESILIENCE,HORIZON_EUROPE,22228016568.56,17385423292.62,78.21,36108970738.15,37820188741.15,18701948658.61,586084470.0,302407433.27,8013884215.51,5600392710.07,102,302161814.39,73,10f79ad784d979240e836debb4f9,EU_BUDGET_FINANCIAL_REPORT,2024-10-04
2015,2014_2020,H7_PUBLIC_ADMIN,EU4HEALTH,71466941967.47,29514019027.51,41.3,47209404901.7,43100615927.15,9838415182.58,2127125841.26,31637227.89,4304345085.31,56251756585.63,17,86144978.7,74,96f2de632ff55b41574b5708b89f,OLAF_ANNUAL_REPORT,2024-12-05
2016,2014_2020,H5_SECURITY_DEFENCE,ERDF,65345850971.42,64654362385.64,98.94,1418946180.43,13789316793.15,11959551097.43,10743578795.22,44681230.69,4055958520.89,775571037.51,50,195970574.58,2,1146688672fd3a510e24bff16e29,ECA_AUDIT_SUMMARY,2025-04-25
2017,2014_2020,H3_NATURAL_RESOURCES,AMIF,14945945513.83,12052148830.62,80.64,16528260622.19,35734435257.83,10894455869.32,7629428182.7,466664210.17,4225594943.08,4129809403.48,60,221204342.98,9,7aac5dd2fcc46d4bf05ba8f19ee0,OPEN_DATA_PORTAL_BUDGET,2024-11-27
2018,2014_2020,H1_SINGLE_MARKET,ESF_PLUS,24199269837.52,12701351982.53,52.49,21472885536.34,52163218611.68,6396176946.11,5331416930.07,197556705.08,263777585.11,12389612811.31,138,206007377.48,71,c4d6005b4cebc3d92cae2b47264f,EU_BUDGET_FINANCIAL_REPORT,2025-01-17
2019,2014_2020,H6_NEIGHBOURHOOD_WORLD,ISF,56532622367.28,47073169859.16,83.27,32881800363.07,59317895388.54,12567175631.36,3913981839.42,325495527.13,2293140738.05,13334236286.72,81,274359850.7,79,34b8766dc396f5013e7401e1bb29,OLAF_ANNUAL_REPORT,2024-12-05
2020,2014_2020,H4_MIGRATION_BORDER,CAP,45805151520.41,21396945133.02,46.71,3882299895.54,67286053340.35,16298152115.67,3507438369.88,406961059.88,739087549.77,20912579220.44,27,86572213.38,76,7497bcb6f79815af4bcdf6878967,ECA_AUDIT_SUMMARY,2024-08-19
2021,2021_2027,H2_COHESION_RESILIENCE,NDICI,49091651138.64,28141638509.11,57.32,3562497773.45,37723482010.38,17243692415.0,5322127837.0,15291753.35,5569053695.82,22210342369.16,115,435476068.84,8,b2b2b4d0fdb22298b65e3b31142e,OPEN_DATA_PORTAL_BUDGET,2025-02-15
2022,2021_2027,H7_PUBLIC_ADMIN,CEF_DIGITAL,14404093806.74,11148858237.96,77.4,15209362630.4,72551501902.46,8167181336.37,9600153764.0,554556073.72,2016636212.86,4844004425.17,30,184574463.27,80,c0a1e557f1bb8f9bbd432321fe70,EU_BUDGET_FINANCIAL_REPORT,2025-04-22
2023,2021_2027,H5_SECURITY_DEFENCE,IPA,9050166923.66,7033461926.51,77.72,19040939863.25,76235979802.54,14775946541.1,2061237389.15,1468067500.64,3427366768.33,1938384442.94,124,327346978.15,78,cae08d13c9d2621b1d87be647f60,OLAF_ANNUAL_REPORT,2024-06-23
2024,2021_2027,H3_NATURAL_RESOURCES,DIGITAL_EUROPE,55206237316.29,30469431254.95,55.19,9254260707.26,40172488826.09,8399765022.85,6976765916.92,741684739.71,7337359026.74,23437232895.35,38,120856159.93,68,4680d15d58e5c62d30b8938b30fc,ECA_AUDIT_SUMMARY,2025-11-29
2025,2021_2027,H1_SINGLE_MARKET,JUST_TRANSITION,19545617141.22,12545026346.5,64.18,27409789692.42,3752016476.05,13962000198.91,2509718566.13,1069756649.95,3822874452.04,9301476480.79,104,304804450.95,35,62ba7daacd88954a32e6029c3f00,OPEN_DATA_PORTAL_BUDGET,2025-10-08
2026,2021_2027,H6_NEIGHBOURHOOD_WORLD,LIFE,14229178660.67,10723752515.17,75.36,13705863849.98,11320803878.53,2998470175.89,8537191845.7,764420035.01,4448165188.96,3086167248.17,106,37595920.05,85,79570810f720b508cce6e515ab48,EU_BUDGET_FINANCIAL_REPORT,2025-12-15
2014,2014_2020,H4_MIGRATION_BORDER,HORIZON_EUROPE,33015798741.84,20117788116.35,60.93,5610379799.98,50696822311.62,17930007045.38,13099366986.92,228709248.95,2720070392.78,14120149975.13,42,187763657.47,4,82859cad761cb1819b65ffb5518d,OLAF_ANNUAL_REPORT,2025-04-06
2015,2014_2020,H2_COHESION_RESILIENCE,EU4HEALTH,47118701126.58,18837570348.79,39.98,6667637144.9,64667272107.4,19413982461.96,10547507049.45,361774918.01,4487337142.01,32826308918.34,52,99546896.5,6,c042a64246ab81042cbdb6e04c6e,ECA_AUDIT_SUMMARY,2024-07-07
2016,2014_2020,H7_PUBLIC_ADMIN,ERDF,34770405497.68,19868056741.44,57.14,3046496515.78,43836158489.45,656403506.69,8875553229.75,119060795.91,376365193.66,23730313935.66,99,327888840.66,28,969f945feb82aa86893886704bc2,OPEN_DATA_PORTAL_BUDGET,2024-12-13
2017,2014_2020,H5_SECURITY_DEFENCE,AMIF,28384134665.14,25801792984.76,90.9,25298759784.4,8205918752.28,10399430943.19,3811273887.2,466836449.83,6564958790.26,2214485958.38,15,192286180.73,59,dc6a3f85493f481c91bf2336e6af,EU_BUDGET_FINANCIAL_REPORT,2026-02-07
2018,2014_2020,H3_NATURAL_RESOURCES,ESF_PLUS,21695910422.42,13430861258.36,61.91,14635777214.67,30234289561.98,10621012650.84,2849347303.77,93505918.43,1689286577.4,9556757297.2,12,232798402.87,75,7f4b0cca5d31c69a91bf1998793c,OLAF_ANNUAL_REPORT,2025-09-02
2019,2014_2020,H1_SINGLE_MARKET,ISF,15562562722.09,11014343491.49,70.77,31542807725.74,50056141167.55,14896051324.46,3063774542.89,307407487.44,4318592394.1,7055546533.12,140,562123963.59,18,2c2e86a338719526eb086865ccee,ECA_AUDIT_SUMMARY,2024-02-15
2020,2014_2020,H6_NEIGHBOURHOOD_WORLD,CAP,9503326630.35,8947750316.84,94.15,13440572008.66,9490843531.41,10613424036.29,9671382220.25,772773234.97,1740151859.71,646339300.93,64,248125093.19,69,0c6856da1db9f1cf117a5a8dab09,OPEN_DATA_PORTAL_BUDGET,2025-08-26
2021,2021_2027,H4_MIGRATION_BORDER,NDICI,50368059520.88,20510680975.56,40.72,9017239219.78,5312706541.84,9004079175.86,823909526.62,826123390.71,5830310126.65,30917116103.58,84,264987715.2,28,7ed0731fa3a9ca2d19c769490e27,EU_BUDGET_FINANCIAL_REPORT,2024-04-02
2022,2021_2027,H2_COHESION_RESILIENCE,CEF_DIGITAL,5209164692.5,3996606835.01,76.72,7920659088.13,41982891780.08,19147683814.95,9160538461.68,2155632629.29,6204420979.66,1244349472.79,119,284761724.73,24,d6b5639308a251c9a237fe6543a2,OLAF_ANNUAL_REPORT,2025-11-02
2023,2021_2027,H7_PUBLIC_ADMIN,IPA,62266041554.15,23075481927.41,37.06,26098532842.85,35166213282.19,9294037519.34,781903896.49,1329863254.14,4485944134.25,58909081882.78,34,260308149.5,8,f691538ce8b0ff9990137dac6bde,ECA_AUDIT_SUMMARY,2024-10-14
2024,2021_2027,H5_SECURITY_DEFENCE,DIGITAL_EUROPE,44768091425.55,19821677186.19,44.28,35122977046.34,56026644561.26,1251786100.75,4595194702.18,574462036.03,418193914.23,29079089773.91,47,170956301.93,81,3abbfdfab675a4cc6d88747229ef,OPEN_DATA_PORTAL_BUDGET,2024-01-31
2025,2021_2027,H3_NATURAL_RESOURCES,JUST_TRANSITION,2472191863.26,1047955600.82,42.39,8312782548.01,64691102308.98,13513388026.23,9642016282.73,1602881564.15,2051029705.25,1270955400.97,38,73099412.42,35,20cc4407eff9e244e24e1c46613d,EU_BUDGET_FINANCIAL_REPORT,2025-07-24
2026,2021_2027,H1_SINGLE_MARKET,LIFE,58442872912.28,22812524642.08,39.03,18439804907.94,12784532937.82,8580597364.51,9938644208.34,1082665110.36,1331070209.53,32003755553.53,15,145839907.19,38,6f9ce1250e72adbb9109066ee012,OLAF_ANNUAL_REPORT,2024-10-29
2014,2014_2020,H6_NEIGHBOURHOOD_WORLD,HORIZON_EUROPE,54857954821.42,35982728861.68,65.59,4632617796.05,9110893536.9,12719338547.76,2917136143.06,75341242.44,4011645112.22,28666548580.19,126,77949653.25,85,09979f44075ab1000f54f7f917e7,ECA_AUDIT_SUMMARY,2025-08-08
