energy_price_rate_effective_date,energy_price_utility_id,energy_price_tariff_code,energy_price_customer_class,energy_price_fixed_charge_usd,energy_price_energy_charge_cents_kwh,energy_price_demand_charge_usd_kw,energy_price_fuel_adjustment_cents_kwh,energy_price_riders_surcharges_usd,energy_price_bill_amount_avg_usd,energy_price_bill_amount_p95_usd,energy_price_arrears_rate_pct,energy_price_disconnection_rate_pct,energy_price_reconnection_rate_pct,energy_price_payment_plan_enrollment,energy_price_assistance_program_uptake,energy_price_net_metering_credit_rate,energy_price_time_variant_pricing_flag,energy_price_low_income_discount_flag,energy_price_regulatory_docket_id
2047-09-10,UTIL001811,R_TOU,RES,26.54,24.894,1.861,-0.222,5.31,181.43,374.07,8.18,6.38,21.96,771629,48.68,23.386,0,0,DOCKET0001811
2047-09-17,UTIL001812,EV_TOU,COM,78.5,25.367,19.353,4.084,99.61,173.29,268.32,14.61,11.48,12.12,134207,33.29,24.545,1,0,DOCKET0001812
2047-09-24,UTIL001813,R_TOU,RES,6.3,34.07,7.336,2.423,-3.83,185.39,290.91,18.9,2.68,24.62,547507,5.32,5.101,1,0,DOCKET0001813
2047-10-01,UTIL001814,C_GEN,RES,20.13,37.212,41.154,-3.493,60.43,355.65,492.53,7.51,3.34,12.44,817236,46.48,5.353,1,0,DOCKET0001814
2047-10-08,UTIL001815,R_STD,IND,12.35,10.676,35.57,2.047,-21.1,30.22,69.06,2.35,8.64,17.15,371097,31.98,12.301,0,0,DOCKET0001815
2047-10-15,UTIL001816,I_LARGE,RES,27.19,9.617,16.421,10.556,55.53,399.45,686.07,17.74,0.34,0.52,377391,59.47,28.1,1,0,DOCKET0001816
2047-10-22,UTIL001817,EV_TOU,RES,16.98,36.572,27.738,6.281,-0.94,246.43,306.71,3.29,11.85,14.47,255682,17.37,4.387,1,0,DOCKET0001817
2047-10-29,UTIL001818,R_STD,RES,9.96,10.995,41.374,8.795,54.56,411.73,590.14,4.45,9.26,21.66,119698,21.86,28.484,0,0,DOCKET0001818
2047-11-05,UTIL001819,C_DEM,RES,80.94,19.713,27.695,0.536,-11.04,315.56,394.11,11.66,11.94,10.39,472764,29.91,14.335,1,0,DOCKET0001819
2047-11-12,UTIL001820,R_LI,RES,15.86,24.496,7.743,6.474,109.08,221.32,512.85,26.97,4.3,0.98,208403,7.08,27.13,0,0,DOCKET0001820
2047-11-19,UTIL001821,SOLAR_RIDER,IND,82.41,32.867,26.093,-0.771,3.36,114.3,251.88,0.11,8.08,21.31,547676,8.41,27.879,0,0,DOCKET0001821
2047-11-26,UTIL001822,R_STD,IND,19.94,32.962,18.412,8.555,-5.37,161.29,307.49,12.78,2.56,7.68,684434,40.28,24.656,1,1,DOCKET0001822
2047-12-03,UTIL001823,SOLAR_RIDER,RES,29.43,6.386,23.874,9.808,45.99,320.3,722.61,7.71,10.23,2.68,201494,35.78,27.78,0,0,DOCKET0001823
2047-12-10,UTIL001824,R_LI,RES,61.82,12.88,28.049,-4.251,48.0,54.05,127.52,5.63,9.67,15.1,246018,52.87,23.81,0,0,DOCKET0001824
2047-12-17,UTIL001825,I_LARGE,COM,51.6,13.857,39.388,4.963,9.63,216.68,285.23,0.31,8.33,12.41,323552,54.24,6.699,0,0,DOCKET0001825
2047-12-24,UTIL001826,R_LI,COM,40.79,22.001,13.03,2.532,43.53,107.85,142.59,9.51,4.26,15.94,210756,2.74,24.284,0,0,DOCKET0001826
2047-12-31,UTIL001827,R_STD,COM,21.09,7.557,20.341,3.312,77.07,321.19,389.11,21.64,5.66,12.92,585032,44.48,3.971,0,0,DOCKET0001827
2048-01-07,UTIL001828,R_TOU,RES,65.73,11.648,8.471,-0.069,97.09,299.91,672.05,25.79,3.85,5.23,632649,15.46,13.539,0,0,DOCKET0001828
2048-01-14,UTIL001829,I_LARGE,RES,84.94,19.623,5.61,11.261,95.53,309.05,671.66,3.1,0.88,9.68,736331,20.31,8.519,0,0,DOCKET0001829
2048-01-21,UTIL001830,R_TOU,COM,76.71,20.029,44.142,5.689,7.6,220.68,507.5,10.36,5.31,21.59,300250,68.06,20.051,0,0,DOCKET0001830
2048-01-28,UTIL001831,EV_TOU,RES,7.18,37.879,19.184,9.999,86.83,322.76,584.71,18.81,10.84,19.68,33693,74.86,2.292,1,0,DOCKET0001831
2048-02-04,UTIL001832,C_DEM,COM,5.0,24.769,44.889,-1.877,76.01,250.36,626.37,18.64,11.82,0.17,24889,7.7,12.377,0,0,DOCKET0001832
2048-02-11,UTIL001833,C_GEN,RES,43.48,11.239,2.424,11.626,42.31,224.56,543.43,4.35,5.69,1.23,547760,21.41,17.164,0,0,DOCKET0001833
2048-02-18,UTIL001834,R_LI,RES,50.67,26.761,0.233,-3.076,64.58,343.12,870.28,26.06,8.72,7.49,170737,2.71,2.938,1,1,DOCKET0001834
2048-02-25,UTIL001835,C_GEN,COM,84.22,7.443,7.872,4.274,51.37,114.4,253.47,22.74,3.79,16.96,554029,30.93,22.514,1,1,DOCKET0001835
2048-03-03,UTIL001836,EV_TOU,COM,71.82,12.785,22.628,10.133,42.18,214.59,483.35,3.83,2.67,3.56,193913,11.67,21.235,0,1,DOCKET0001836
2048-03-10,UTIL001837,I_LARGE,IND,26.59,10.451,14.435,6.119,-11.39,238.93,372.48,27.41,11.41,18.36,332938,64.93,28.838,1,0,DOCKET0001837
2048-03-17,UTIL001838,R_TOU,IND,46.99,32.074,27.384,-4.835,-1.93,232.95,581.63,22.41,7.19,7.88,774222,34.23,10.956,0,0,DOCKET0001838
2048-03-24,UTIL001839,I_LARGE,RES,13.51,20.426,1.963,-0.753,44.25,273.69,448.08,25.89,10.65,0.94,175369,23.54,14.665,0,0,DOCKET0001839
2048-03-31,UTIL001840,C_DEM,IND,7.24,20.259,19.466,0.249,57.42,253.81,341.55,19.9,6.49,14.29,37051,28.65,0.75,0,1,DOCKET0001840
2048-04-07,UTIL001841,I_LARGE,COM,60.34,17.918,40.82,5.971,91.0,47.22,116.88,10.83,7.56,19.5,86521,23.22,1.037,1,0,DOCKET0001841
2048-04-14,UTIL001842,EV_TOU,RES,61.96,7.346,17.797,3.963,4.32,323.12,754.9,15.67,0.53,20.08,359420,61.18,21.894,0,0,DOCKET0001842
2048-04-21,UTIL001843,C_GEN,IND,61.85,31.914,8.568,-0.319,-6.8,41.38,105.0,12.93,8.77,22.75,733444,60.1,3.43,1,1,DOCKET0001843
2048-04-28,UTIL001844,R_LI,IND,76.37,28.138,30.584,10.577,58.33,94.2,219.18,7.91,0.16,7.72,840751,56.71,10.557,0,0,DOCKET0001844
2048-05-05,UTIL001845,SOLAR_RIDER,RES,26.73,14.289,2.259,8.107,19.7,85.4,189.84,20.83,6.57,3.13,672866,25.26,2.729,0,1,DOCKET0001845
2048-05-12,UTIL001846,EV_TOU,COM,59.41,14.421,26.556,0.68,-17.25,372.15,668.67,13.11,1.54,3.54,123449,39.7,29.29,1,0,DOCKET0001846
2048-05-19,UTIL001847,R_TOU,RES,40.59,32.254,21.331,5.123,106.17,236.52,366.2,15.24,2.62,16.67,304624,27.82,21.427,0,1,DOCKET0001847
2048-05-26,UTIL001848,R_TOU,COM,36.25,25.403,14.117,5.532,118.66,137.15,290.79,5.73,4.9,10.83,532659,28.36,8.139,1,0,DOCKET0001848
2048-06-02,UTIL001849,EV_TOU,COM,66.3,31.96,29.528,-3.099,1.1,360.83,491.02,6.12,7.06,1.14,52273,52.54,19.864,0,0,DOCKET0001849
2048-06-09,UTIL001850,R_TOU,RES,77.93,8.437,13.225,5.975,-15.12,123.58,308.13,21.0,2.31,9.34,560131,38.06,28.938,0,0,DOCKET0001850
2048-06-16,UTIL001851,C_GEN,RES,28.48,12.745,3.671,9.198,57.74,327.3,549.56,26.65,11.05,21.7,814860,7.77,13.057,0,0,DOCKET0001851
2048-06-23,UTIL001852,R_TOU,COM,4.23,9.278,5.128,-4.745,36.97,173.45,361.09,17.55,8.57,22.6,202921,55.12,19.17,0,1,DOCKET0001852
2048-06-30,UTIL001853,SOLAR_RIDER,RES,41.77,15.849,38.699,4.946,63.64,86.71,220.07,7.14,0.46,3.42,562689,63.01,0.982,0,0,DOCKET0001853
2048-07-07,UTIL001854,C_DEM,RES,57.71,13.473,27.305,10.088,40.36,182.03,320.45,24.01,7.87,16.56,846213,63.68,10.574,1,0,DOCKET0001854
2048-07-14,UTIL001855,I_LARGE,IND,50.52,25.379,16.326,-2.219,85.55,54.68,114.75,25.61,6.29,19.46,638611,61.23,16.693,1,0,DOCKET0001855
2048-07-21,UTIL001856,R_STD,RES,1.52,29.404,25.51,5.965,-3.81,251.72,338.69,16.05,10.04,4.46,111227,37.75,22.019,0,0,DOCKET0001856
2048-07-28,UTIL001857,EV_TOU,IND,45.38,22.506,9.498,3.136,24.18,238.64,570.88,26.05,6.14,23.89,585385,8.08,16.247,0,0,DOCKET0001857
2048-08-04,UTIL001858,EV_TOU,RES,82.48,18.985,43.344,-3.816,22.4,367.28,466.94,12.06,9.61,19.36,477259,50.21,7.822,0,1,DOCKET0001858
2048-08-11,UTIL001859,R_TOU,GOV,63.75,28.535,31.349,9.008,-14.68,398.03,943.62,15.91,8.99,9.22,837942,32.96,25.105,0,1,DOCKET0001859
2048-08-18,UTIL001860,I_LARGE,RES,73.04,33.132,27.654,0.734,67.67,160.54,414.13,14.3,11.32,15.05,497906,69.15,29.452,1,0,DOCKET0001860
2048-08-25,UTIL001861,C_DEM,COM,59.35,35.093,8.597,-1.06,69.18,125.94,166.39,5.66,7.1,16.59,84931,43.74,8.895,0,1,DOCKET0001861
2048-09-01,UTIL001862,I_LARGE,RES,38.09,34.52,35.964,3.695,-1.52,357.72,858.5,9.65,4.82,6.59,627720,37.08,6.735,0,0,DOCKET0001862
2048-09-08,UTIL001863,SOLAR_RIDER,COM,12.55,20.784,12.661,-3.811,62.12,362.87,608.73,6.11,4.57,0.27,335177,70.02,7.681,0,0,DOCKET0001863
2048-09-15,UTIL001864,R_STD,RES,50.11,30.25,24.221,9.703,65.21,140.24,195.89,12.94,6.32,20.03,699055,12.78,10.4,1,1,DOCKET0001864
2048-09-22,UTIL001865,C_GEN,COM,7.2,19.181,12.972,7.714,82.74,25.28,64.09,15.23,7.77,11.25,55234,57.39,2.888,0,1,DOCKET0001865
2048-09-29,UTIL001866,R_STD,IND,11.52,32.436,32.163,0.013,69.01,226.14,400.57,0.33,1.84,12.8,615963,2.56,8.324,1,0,DOCKET0001866
2048-10-06,UTIL001867,R_LI,COM,71.2,24.396,3.192,2.692,118.68,196.97,291.94,18.79,11.86,4.79,354540,18.2,27.606,0,0,DOCKET0001867
2048-10-13,UTIL001868,R_TOU,IND,9.43,22.749,21.574,-3.23,89.37,232.11,393.8,25.57,2.04,24.8,459103,26.93,24.812,1,0,DOCKET0001868
2048-10-20,UTIL001869,C_DEM,RES,77.25,34.29,26.037,0.933,66.67,232.56,474.42,0.02,12.0,6.33,798959,66.72,28.84,0,1,DOCKET0001869
2048-10-27,UTIL001870,C_GEN,RES,72.33,18.547,30.887,5.102,74.92,162.7,400.59,16.62,2.83,7.89,236426,15.1,23.244,1,0,DOCKET0001870
2048-11-03,UTIL001871,R_TOU,COM,84.92,36.835,32.49,2.761,28.43,193.08,362.25,1.16,6.36,8.93,606404,29.08,12.286,0,0,DOCKET0001871
2048-11-10,UTIL001872,R_TOU,RES,49.14,34.943,39.425,5.69,97.98,268.77,348.7,16.2,11.28,21.28,398269,15.73,13.031,1,0,DOCKET0001872
2048-11-17,UTIL001873,I_LARGE,RES,7.12,28.774,34.13,4.073,45.69,206.74,367.01,10.31,0.22,12.8,502052,31.84,16.203,1,1,DOCKET0001873
2048-11-24,UTIL001874,C_DEM,RES,55.88,13.26,19.261,-0.162,117.87,397.47,571.19,16.94,5.0,9.03,809142,44.59,9.069,1,0,DOCKET0001874
2048-12-01,UTIL001875,R_STD,COM,47.05,29.396,36.259,1.016,26.48,403.42,681.99,23.64,4.72,15.08,651754,10.27,19.875,0,0,DOCKET0001875
2048-12-08,UTIL001876,I_LARGE,RES,7.1,16.758,41.536,3.527,13.77,149.85,379.66,18.41,5.59,16.97,610186,64.68,27.319,0,1,DOCKET0001876
2048-12-15,UTIL001877,R_STD,RES,31.34,21.384,7.121,9.655,52.71,164.42,258.71,0.72,7.31,24.0,507078,19.83,24.506,0,0,DOCKET0001877
2048-12-22,UTIL001878,C_GEN,RES,58.92,9.284,42.411,7.092,65.43,31.85,59.87,5.18,2.05,16.71,804325,17.65,16.214,0,0,DOCKET0001878
2048-12-29,UTIL001879,I_LARGE,COM,55.08,29.51,12.879,-0.835,78.08,345.31,746.16,1.68,5.96,21.49,532797,6.55,0.939,0,0,DOCKET0001879
2049-01-05,UTIL001880,R_TOU,RES,72.66,16.635,14.842,4.657,117.76,290.88,577.23,4.78,9.08,16.87,631621,36.58,23.303,1,0,DOCKET0001880
2049-01-12,UTIL001881,SOLAR_RIDER,GOV,24.2,6.693,20.057,1.983,104.48,399.19,550.53,8.7,0.53,24.59,826462,36.38,20.764,1,0,DOCKET0001881
2049-01-19,UTIL001882,R_TOU,RES,43.85,12.265,27.194,11.452,-20.81,128.97,284.55,16.2,7.25,19.68,576177,15.13,23.114,0,0,DOCKET0001882
2049-01-26,UTIL001883,R_TOU,RES,5.77,24.183,22.619,7.36,114.03,322.56,410.73,26.67,3.13,8.43,461851,4.33,23.731,0,1,DOCKET0001883
2049-02-02,UTIL001884,R_STD,RES,63.71,29.756,5.8,7.676,72.16,128.96,155.2,25.73,4.43,10.48,277575,60.68,28.983,1,1,DOCKET0001884
2049-02-09,UTIL001885,C_DEM,RES,3.67,37.971,39.326,4.131,46.63,411.36,561.68,0.7,1.0,18.2,577282,7.05,27.323,1,0,DOCKET0001885
2049-02-16,UTIL001886,C_DEM,COM,47.85,34.727,7.311,8.38,30.06,175.96,371.55,25.25,9.03,9.04,581079,37.82,17.425,1,1,DOCKET0001886
2049-02-23,UTIL001887,C_GEN,COM,84.68,21.662,14.839,3.472,85.32,274.99,336.81,13.63,2.98,9.34,438468,63.86,17.395,0,0,DOCKET0001887
2049-03-02,UTIL001888,R_LI,IND,42.9,27.407,23.729,9.718,38.52,41.54,81.55,1.74,10.91,14.07,540320,13.7,4.367,0,0,DOCKET0001888
2049-03-09,UTIL001889,I_LARGE,IND,41.9,12.322,21.472,0.43,78.95,380.77,827.07,14.96,8.52,24.56,513174,40.17,7.784,0,1,DOCKET0001889
2049-03-16,UTIL001890,EV_TOU,RES,12.1,12.551,2.236,3.833,47.71,334.59,689.38,1.29,3.22,17.14,662442,56.54,10.5,0,1,DOCKET0001890
2049-03-23,UTIL001891,I_LARGE,IND,33.86,19.182,3.528,-4.217,66.6,372.66,812.3,19.04,6.12,24.75,216354,65.32,10.931,1,0,DOCKET0001891
2049-03-30,UTIL001892,C_DEM,RES,10.72,35.949,15.758,6.732,79.54,73.52,181.82,22.55,3.78,14.51,536298,45.29,2.672,1,0,DOCKET0001892
2049-04-06,UTIL001893,EV_TOU,RES,12.37,32.931,15.961,3.327,-9.15,394.06,978.68,13.81,6.23,6.2,130982,73.76,9.43,1,1,DOCKET0001893
2049-04-13,UTIL001894,SOLAR_RIDER,RES,56.35,12.464,20.244,-4.07,68.9,283.6,436.77,2.39,2.3,16.22,273387,7.85,8.946,1,1,DOCKET0001894
2049-04-20,UTIL001895,R_LI,IND,83.8,27.63,40.474,3.87,0.93,170.36,307.87,11.23,7.51,17.06,101933,0.51,4.049,1,0,DOCKET0001895
2049-04-27,UTIL001896,R_LI,IND,0.09,34.972,41.574,10.956,21.17,41.75,64.38,5.37,10.21,12.81,325076,70.29,4.378,0,0,DOCKET0001896
2049-05-04,UTIL001897,R_STD,IND,72.54,6.585,19.875,8.15,79.92,367.73,818.29,0.95,7.78,24.13,75163,9.01,28.977,0,0,DOCKET0001897
2049-05-11,UTIL001898,R_STD,COM,29.43,13.05,20.096,1.643,60.49,69.21,106.29,12.95,0.63,14.93,267478,52.79,25.689,0,0,DOCKET0001898
2049-05-18,UTIL001899,C_GEN,RES,58.01,6.914,5.855,-3.74,64.5,213.21,277.14,12.51,10.86,10.61,221455,71.4,25.562,1,0,DOCKET0001899
2049-05-25,UTIL001900,R_STD,RES,67.27,7.852,18.565,-3.674,30.74,209.41,420.89,16.81,5.68,23.77,91883,64.65,16.267,0,0,DOCKET0001900
2049-06-01,UTIL001901,C_GEN,COM,6.04,29.606,1.754,8.633,61.51,173.13,270.13,13.99,5.81,20.81,712431,16.35,2.197,0,0,DOCKET0001901
2049-06-08,UTIL001902,C_GEN,COM,12.42,20.399,1.217,9.612,11.16,32.28,73.33,25.61,6.64,16.8,136016,66.54,9.997,1,1,DOCKET0001902
2049-06-15,UTIL001903,C_DEM,RES,45.76,13.442,27.866,6.448,-5.74,219.47,384.7,25.41,1.17,13.42,527248,58.91,7.484,0,0,DOCKET0001903
2049-06-22,UTIL001904,C_DEM,IND,9.74,14.904,38.51,9.926,107.31,168.24,358.03,22.9,3.68,22.56,172536,43.16,27.737,1,0,DOCKET0001904
2049-06-29,UTIL001905,I_LARGE,COM,14.9,14.933,44.996,6.571,29.02,209.93,533.1,14.48,0.23,19.18,364099,26.63,24.031,0,1,DOCKET0001905
2049-07-06,UTIL001906,C_DEM,IND,14.06,29.811,33.554,7.446,75.59,153.02,369.37,14.52,5.28,24.7,663819,6.44,25.809,0,0,DOCKET0001906
2049-07-13,UTIL001907,R_TOU,RES,64.96,14.2,4.649,9.453,67.93,335.5,579.89,25.64,7.24,17.93,197644,46.27,23.531,0,0,DOCKET0001907
2049-07-20,UTIL001908,R_TOU,RES,4.38,35.648,6.857,7.151,38.84,224.69,557.22,4.57,1.77,23.53,795324,35.92,4.723,0,0,DOCKET0001908
2049-07-27,UTIL001909,I_LARGE,OTHER,1.53,9.19,8.403,5.768,36.76,374.79,553.52,16.01,5.51,8.76,387878,13.42,20.722,0,0,DOCKET0001909
2049-08-03,UTIL001910,R_STD,COM,13.46,12.22,30.129,-1.36,-11.68,179.27,445.0,24.53,5.54,15.59,494291,1.88,28.752,1,0,DOCKET0001910
2049-08-10,UTIL001911,I_LARGE,RES,43.35,32.447,13.732,4.241,77.52,313.42,397.06,15.17,7.23,11.89,778684,45.43,12.885,0,1,DOCKET0001911
2049-08-17,UTIL001912,I_LARGE,COM,53.97,18.649,22.019,10.216,44.5,166.72,223.49,20.18,7.33,7.99,328560,42.59,3.205,0,1,DOCKET0001912
2049-08-24,UTIL001913,C_DEM,COM,32.97,10.87,43.701,6.41,115.11,107.24,157.47,24.31,4.28,21.02,608598,20.38,15.241,1,0,DOCKET0001913
2049-08-31,UTIL001914,I_LARGE,RES,56.72,17.25,39.241,1.078,28.78,390.26,801.64,11.32,9.82,3.54,44832,54.8,18.26,0,0,DOCKET0001914
2049-09-07,UTIL001915,I_LARGE,COM,61.09,27.494,43.963,4.509,93.22,179.79,277.44,23.52,2.36,20.63,581463,1.06,19.361,1,0,DOCKET0001915
2049-09-14,UTIL001916,C_GEN,COM,1.83,8.573,2.716,7.68,47.8,228.54,473.52,25.06,2.79,17.94,104619,20.27,29.571,1,0,DOCKET0001916
2049-09-21,UTIL001917,C_DEM,IND,25.3,16.346,12.34,3.089,-4.23,165.38,366.24,18.51,9.16,11.81,564668,28.11,11.798,0,0,DOCKET0001917
2049-09-28,UTIL001918,I_LARGE,RES,84.98,24.369,22.824,-2.246,59.57,351.18,854.71,16.26,11.82,11.25,41817,73.47,4.505,0,0,DOCKET0001918
2049-10-05,UTIL001919,R_LI,RES,53.27,37.072,41.145,2.986,29.82,386.76,805.3,18.88,1.94,23.12,40677,19.14,6.01,1,1,DOCKET0001919
2049-10-12,UTIL001920,SOLAR_RIDER,COM,45.35,11.963,17.102,4.966,93.14,87.31,178.1,24.93,2.29,8.73,353182,16.92,21.576,0,0,DOCKET0001920
2049-10-19,UTIL001921,I_LARGE,RES,19.0,37.086,6.12,4.684,6.95,209.55,423.22,11.41,3.5,2.64,494650,0.57,25.523,0,1,DOCKET0001921
2049-10-26,UTIL001922,SOLAR_RIDER,IND,73.86,12.099,42.365,-3.058,105.9,193.49,249.55,26.12,0.64,11.25,409995,69.04,2.791,0,0,DOCKET0001922
2049-11-02,UTIL001923,R_LI,RES,9.71,34.212,8.543,9.522,63.19,282.97,547.76,15.87,11.1,13.31,695972,19.93,29.137,0,1,DOCKET0001923
2049-11-09,UTIL001924,I_LARGE,COM,28.78,14.755,1.896,1.656,25.44,222.1,527.61,19.87,7.48,14.45,77595,29.57,22.601,1,0,DOCKET0001924
2049-11-16,UTIL001925,SOLAR_RIDER,RES,76.95,23.655,40.284,9.774,58.5,123.21,290.08,26.04,9.03,9.68,187462,51.72,0.382,1,0,DOCKET0001925
2049-11-23,UTIL001926,I_LARGE,RES,23.61,30.351,4.182,1.509,30.05,363.18,725.66,7.24,0.59,4.57,696083,10.95,29.512,1,0,DOCKET0001926
2049-11-30,UTIL001927,R_TOU,RES,63.12,17.687,35.781,8.973,97.59,325.79,795.41,27.14,2.72,0.12,733835,37.17,4.42,0,0,DOCKET0001927
2049-12-07,UTIL001928,SOLAR_RIDER,COM,62.63,21.628,43.278,5.394,-21.9,312.98,748.93,3.76,3.62,11.65,807505,53.05,29.018,0,1,DOCKET0001928
2049-12-14,UTIL001929,EV_TOU,RES,10.58,12.237,42.528,-0.269,-10.15,225.81,289.05,25.63,4.37,5.14,635956,26.56,28.029,1,1,DOCKET0001929
2049-12-21,UTIL001930,R_TOU,RES,37.3,17.948,33.628,4.824,72.25,123.01,303.1,1.41,11.62,15.93,212665,17.51,23.733,1,0,DOCKET0001930
2049-12-28,UTIL001931,I_LARGE,IND,61.57,28.805,28.09,9.144,101.58,316.53,399.2,9.95,7.51,24.72,836248,72.97,10.477,0,1,DOCKET0001931
2050-01-04,UTIL001932,SOLAR_RIDER,COM,17.56,10.858,3.992,11.204,50.2,67.11,141.13,10.43,9.45,20.49,506373,39.18,26.052,1,0,DOCKET0001932
2050-01-11,UTIL001933,EV_TOU,COM,45.31,20.471,43.047,11.354,71.0,382.64,864.9,19.37,4.06,16.63,317756,24.33,29.553,0,0,DOCKET0001933
2050-01-18,UTIL001934,C_GEN,RES,76.72,20.981,21.885,0.845,13.42,288.01,412.45,0.68,1.5,6.69,349478,30.08,24.949,0,0,DOCKET0001934
2050-01-25,UTIL001935,R_TOU,RES,67.52,6.05,7.962,-2.624,112.08,160.49,210.5,27.99,10.76,15.3,206568,19.72,11.582,0,1,DOCKET0001935
2050-02-01,UTIL001936,R_TOU,RES,80.34,10.469,28.938,9.614,19.71,379.38,640.81,25.47,1.0,20.69,178659,11.54,15.634,0,0,DOCKET0001936
2050-02-08,UTIL001937,R_TOU,RES,66.19,17.085,2.224,-3.053,67.47,61.37,94.54,1.31,0.81,17.0,85229,0.89,6.229,1,0,DOCKET0001937
2050-02-15,UTIL001938,C_GEN,COM,15.76,15.67,36.13,8.802,47.34,135.71,307.14,17.29,10.28,3.73,183060,24.82,21.391,0,0,DOCKET0001938
2050-02-22,UTIL001939,R_TOU,RES,0.63,18.271,13.796,1.119,46.89,57.37,82.93,25.93,2.2,18.2,744205,3.21,13.391,0,1,DOCKET0001939
2050-03-01,UTIL001940,C_GEN,GOV,73.06,10.502,27.365,1.966,34.46,220.7,382.81,20.65,9.61,4.95,792607,39.45,21.757,0,0,DOCKET0001940
2050-03-08,UTIL001941,EV_TOU,RES,47.53,27.854,22.693,3.986,-12.87,266.39,648.73,23.21,8.73,10.98,523513,8.55,13.135,1,1,DOCKET0001941
2050-03-15,UTIL001942,C_GEN,COM,15.29,8.603,26.781,3.855,27.06,392.34,680.77,0.78,10.29,22.01,590342,68.99,0.893,0,0,DOCKET0001942
2050-03-22,UTIL001943,C_GEN,RES,5.6,8.152,44.67,4.464,52.08,206.61,482.54,17.57,2.84,12.81,248397,12.05,21.065,0,0,DOCKET0001943
2050-03-29,UTIL001944,R_LI,RES,41.09,10.996,2.387,9.045,103.76,347.29,446.65,19.89,1.44,23.83,594021,24.87,24.086,1,0,DOCKET0001944
2050-04-05,UTIL001945,R_TOU,RES,3.43,33.215,30.562,10.814,116.15,343.65,654.92,1.85,6.01,0.31,202765,33.24,22.938,0,0,DOCKET0001945
2050-04-12,UTIL001946,C_GEN,RES,17.68,36.632,14.82,9.04,9.92,157.74,404.58,17.1,4.18,21.36,685832,5.14,24.638,0,1,DOCKET0001946
2050-04-19,UTIL001947,C_DEM,COM,7.61,8.354,32.315,8.753,63.7,250.15,349.93,13.05,9.42,19.41,377002,65.42,14.11,0,1,DOCKET0001947
2050-04-26,UTIL001948,R_TOU,IND,13.39,22.574,10.191,10.802,106.32,45.19,117.09,20.42,10.06,1.57,357385,63.69,24.701,0,0,DOCKET0001948
2050-05-03,UTIL001949,EV_TOU,COM,5.68,29.941,22.13,0.114,9.48,359.39,700.61,1.32,9.34,9.14,69222,68.33,21.997,0,1,DOCKET0001949
2050-05-10,UTIL001950,R_STD,GOV,58.02,37.149,5.129,9.937,66.02,380.64,561.78,6.15,9.05,12.69,224757,56.4,5.446,1,0,DOCKET0001950
2050-05-17,UTIL001951,C_GEN,COM,45.65,9.447,20.15,7.364,-17.29,118.8,184.83,4.98,4.32,18.06,741299,70.1,3.29,0,0,DOCKET0001951
2050-05-24,UTIL001952,C_DEM,IND,40.8,29.903,31.065,7.428,70.86,353.44,526.89,16.38,5.67,6.28,18108,36.89,17.333,1,1,DOCKET0001952
2050-05-31,UTIL001953,EV_TOU,COM,0.36,35.735,9.415,11.873,95.91,301.65,607.05,21.02,6.36,9.99,285201,11.3,28.418,0,1,DOCKET0001953
2050-06-07,UTIL001954,I_LARGE,COM,23.17,32.065,44.958,3.898,24.35,387.0,874.2,22.6,5.77,3.81,732612,42.88,25.077,0,0,DOCKET0001954
2050-06-14,UTIL001955,EV_TOU,COM,22.61,8.941,41.501,-0.379,48.64,69.67,111.5,5.78,6.99,15.54,490468,65.3,13.512,1,0,DOCKET0001955
2050-06-21,UTIL001956,R_TOU,RES,65.09,6.32,6.409,10.058,68.76,253.08,630.2,19.94,11.97,17.18,86565,69.7,9.803,1,1,DOCKET0001956
2050-06-28,UTIL001957,R_STD,COM,76.19,20.437,22.936,4.576,-10.09,139.3,320.02,5.25,3.49,23.46,368839,46.88,27.073,0,0,DOCKET0001957
2050-07-05,UTIL001958,C_GEN,RES,64.07,20.371,39.001,9.39,28.99,354.42,490.07,19.66,8.76,2.31,773013,20.66,13.259,0,1,DOCKET0001958
2050-07-12,UTIL001959,R_LI,RES,38.21,12.935,2.745,8.261,-24.51,147.79,340.17,26.44,5.65,12.73,565044,25.99,12.068,0,0,DOCKET0001959
2050-07-19,UTIL001960,C_DEM,COM,27.3,37.141,16.133,-4.86,41.87,224.61,301.08,25.66,4.21,7.86,468073,59.89,15.715,1,0,DOCKET0001960
2050-07-26,UTIL001961,R_TOU,IND,2.82,35.661,7.932,8.377,59.49,56.23,140.75,23.26,3.3,5.74,614966,74.14,14.209,0,0,DOCKET0001961
2050-08-02,UTIL001962,R_LI,COM,84.7,11.878,21.263,3.663,88.94,260.29,361.08,13.4,6.19,2.3,43153,64.3,14.343,0,0,DOCKET0001962
2050-08-09,UTIL001963,R_STD,COM,60.02,26.631,42.665,1.801,21.73,345.93,851.41,25.26,8.77,14.63,331335,62.88,1.31,0,1,DOCKET0001963
2050-08-16,UTIL001964,SOLAR_RIDER,COM,15.33,12.071,19.246,7.982,119.96,237.48,471.71,4.09,6.35,7.73,362809,50.05,12.969,0,0,DOCKET0001964
2050-08-23,UTIL001965,C_GEN,RES,55.53,26.223,4.644,-1.106,-23.64,351.44,476.72,0.29,11.86,7.5,251278,74.52,11.536,0,1,DOCKET0001965
