edu_res_reference_year,edu_res_country_iso2,edu_res_region_nuts_code,edu_res_school_level_code,edu_res_student_teacher_ratio,edu_res_teacher_salary_index,edu_res_school_infrastructure_index,edu_res_devices_per_100_students,edu_res_high_speed_internet_school_pct,edu_res_digital_learning_platform_usage_pct,edu_res_special_needs_support_staff_per_1k,edu_res_meals_programme_coverage_pct,edu_res_language_support_programmes_count,edu_res_dropout_prevention_programmes_count,edu_res_safety_incidents_count,edu_res_budget_per_student_eur,edu_res_r_and_r_rf_education_investment_eur,edu_res_data_source,edu_res_methodology_version,edu_res_data_extract_date
2006,IT,DE651,PRIMARY,21.22,111.71,102.55,48.31,39.49,26.68,15.3,45.08,61,34,40,14877.98,407351905.81,EURYDICE_EXPORT,RES_V3,2026-02-05
2007,NL,SE28,MIXED,19.13,125.6,95.99,61.57,39.05,48.57,5.36,23.09,39,215,276,12007.88,222895018.45,NATIONAL_EDU_MINISTRY,RES_V2,2025-07-15
2008,SI,SE963,UPPER_SECONDARY,9.54,98.53,97.0,60.11,79.29,63.81,13.0,71.29,178,219,734,15957.55,236653638.28,SCHOOL_CENSUS,RES_V1,2024-04-05
2009,BG,SE13,LOWER_SECONDARY,9.07,83.1,77.72,127.39,56.03,71.39,8.22,23.19,11,16,489,10846.27,420968069.54,RRF_MONITORING,RES_V3,2024-06-14
2010,EE,CY605,PRIMARY,16.69,119.6,106.24,42.66,42.55,17.95,4.84,38.81,168,196,386,4780.65,329475521.08,EURYDICE_EXPORT,RES_V2,2024-08-17
2011,HU,IT8,MIXED,8.84,95.79,95.25,48.11,41.47,63.8,3.88,14.81,25,182,627,10878.21,14434980.14,NATIONAL_EDU_MINISTRY,RES_V1,2024-01-07
2012,LU,DE74,UPPER_SECONDARY,13.74,101.8,99.43,51.24,64.85,64.66,2.43,71.82,144,124,207,12425.94,282612185.83,SCHOOL_CENSUS,RES_V3,2024-07-26
2013,RO,PT41,LOWER_SECONDARY,20.28,81.68,111.04,48.73,30.63,19.0,14.91,40.63,3,108,591,4756.42,173326427.31,RRF_MONITORING,RES_V2,2026-01-17
2014,AT,BE69,PRIMARY,12.88,96.52,99.27,23.55,69.89,53.66,11.09,26.4,45,208,86,16655.1,30902034.34,EURYDICE_EXPORT,RES_V1,2025-10-15
2015,CZ,MT187,MIXED,17.49,125.0,109.65,40.47,36.93,23.74,6.07,46.37,285,54,751,17105.88,40951893.23,NATIONAL_EDU_MINISTRY,RES_V3,2025-06-07
2016,DE,SI38,UPPER_SECONDARY,11.13,127.1,90.34,109.67,78.99,83.54,11.39,45.35,320,139,113,5498.35,14255733.87,SCHOOL_CENSUS,RES_V2,2025-01-20
2017,LV,FI728,LOWER_SECONDARY,15.36,113.26,93.9,127.22,46.52,58.29,1.05,54.85,328,74,665,15049.5,292265908.59,RRF_MONITORING,RES_V1,2025-09-28
2018,PL,PL1,PRIMARY,11.63,98.18,95.81,108.41,97.47,42.72,16.88,69.79,340,159,182,5415.99,318653021.17,EURYDICE_EXPORT,RES_V3,2025-12-27
2019,ES,AT461,MIXED,13.74,115.97,74.21,26.98,77.67,73.2,11.28,21.78,138,248,404,12414.58,169462003.93,NATIONAL_EDU_MINISTRY,RES_V2,2024-07-23
2020,HR,PL635,UPPER_SECONDARY,19.07,90.18,128.8,135.11,64.36,18.06,8.45,20.76,279,26,641,16627.05,117801462.86,SCHOOL_CENSUS,RES_V1,2024-03-18
2021,FI,FR967,LOWER_SECONDARY,10.11,83.63,106.29,46.47,44.75,56.45,16.44,70.72,226,115,484,3284.15,611906085.57,RRF_MONITORING,RES_V3,2025-02-28
2022,IE,AT3,PRIMARY,20.94,94.8,86.47,117.94,100.0,22.79,12.08,84.43,74,243,535,9553.23,138994364.38,EURYDICE_EXPORT,RES_V2,2025-02-25
2023,MT,HU485,MIXED,15.44,127.1,85.38,135.43,100.0,11.02,2.93,18.46,245,269,273,11641.96,1000736409.46,NATIONAL_EDU_MINISTRY,RES_V1,2025-02-03
2024,SK,IT76,UPPER_SECONDARY,9.72,102.87,120.58,50.49,96.3,36.75,4.9,47.38,115,165,851,6844.2,1604933299.58,SCHOOL_CENSUS,RES_V3,2024-12-15
2025,BE,MT75,LOWER_SECONDARY,15.0,97.87,97.44,33.45,52.73,19.78,11.56,30.47,277,49,212,8844.2,514217169.7,RRF_MONITORING,RES_V2,2025-08-08
2006,DK,PT8,PRIMARY,12.17,144.83,90.94,123.95,79.77,81.89,16.62,17.71,7,136,603,6154.93,89774766.17,EURYDICE_EXPORT,RES_V1,2024-04-04
2007,GR,BE7,MIXED,13.51,116.69,71.43,101.27,53.53,23.14,13.6,62.58,216,49,725,3821.54,193150821.99,NATIONAL_EDU_MINISTRY,RES_V3,2024-05-18
2008,LT,LU755,UPPER_SECONDARY,10.77,104.1,108.39,113.95,69.32,76.06,7.48,57.01,121,183,732,14371.94,71630033.26,SCHOOL_CENSUS,RES_V2,2024-01-05
2009,PT,FR794,LOWER_SECONDARY,16.3,110.73,81.4,25.59,51.29,11.41,4.01,17.66,197,10,606,6477.9,338143860.85,RRF_MONITORING,RES_V1,2024-11-02
2010,SE,CZ14,PRIMARY,13.58,94.77,112.22,58.07,70.86,51.16,15.84,54.11,151,30,166,4460.2,294625050.59,EURYDICE_EXPORT,RES_V3,2024-12-31
2011,CY,RO431,MIXED,12.77,121.33,107.5,135.35,35.68,50.95,18.41,36.44,77,77,790,11896.42,62051374.65,NATIONAL_EDU_MINISTRY,RES_V2,2024-09-03
2012,FR,FI51,UPPER_SECONDARY,10.9,91.79,81.1,117.88,31.44,62.67,11.61,56.43,54,9,490,9223.91,62385892.92,SCHOOL_CENSUS,RES_V1,2025-10-18
2013,IT,IE9,LOWER_SECONDARY,11.95,81.99,104.98,108.01,68.35,63.79,16.61,64.37,65,11,703,15507.76,22808116.06,RRF_MONITORING,RES_V3,2025-02-22
2014,NL,HU873,PRIMARY,12.75,132.77,78.54,26.35,45.76,21.16,4.2,18.42,166,182,478,8805.38,295966396.71,EURYDICE_EXPORT,RES_V2,2025-11-18
2015,SI,IT826,MIXED,11.03,100.51,75.31,37.24,73.02,83.2,14.23,45.08,221,192,477,6209.61,41860761.8,NATIONAL_EDU_MINISTRY,RES_V1,2024-06-10
2016,BG,IE120,UPPER_SECONDARY,10.78,110.9,108.75,102.31,35.12,14.93,12.81,80.43,207,294,633,13398.61,306318294.73,SCHOOL_CENSUS,RES_V3,2024-02-29
2017,EE,PT17,LOWER_SECONDARY,14.34,94.01,109.17,129.83,80.48,70.51,2.29,65.66,329,59,466,11685.0,424481821.08,RRF_MONITORING,RES_V2,2026-02-17
2018,HU,NL720,PRIMARY,19.82,98.72,117.72,42.28,79.29,15.16,16.2,54.5,88,181,493,2714.91,384766742.53,EURYDICE_EXPORT,RES_V1,2024-08-31
2019,LU,LV3,MIXED,9.88,133.26,90.84,57.0,92.36,75.61,17.27,29.15,92,129,134,13314.88,43203481.11,NATIONAL_EDU_MINISTRY,RES_V3,2025-07-28
2020,RO,SK42,UPPER_SECONDARY,19.26,113.52,120.44,89.54,68.32,27.86,7.46,28.94,317,80,921,9799.12,47296821.61,SCHOOL_CENSUS,RES_V2,2026-02-20
2021,AT,IT33,LOWER_SECONDARY,8.59,93.94,88.37,33.25,80.14,100.0,3.32,19.51,64,176,590,13423.44,1118102419.48,RRF_MONITORING,RES_V1,2024-11-23
2022,CZ,SE377,PRIMARY,19.54,111.47,93.31,69.71,73.69,53.67,6.05,66.49,3,272,164,4603.34,1816953032.15,EURYDICE_EXPORT,RES_V3,2025-10-03
2023,DE,LT8,MIXED,11.06,116.69,114.5,139.5,68.79,23.24,12.49,55.11,208,43,294,5574.29,1708837657.16,NATIONAL_EDU_MINISTRY,RES_V2,2024-08-29
2024,LV,DK96,UPPER_SECONDARY,12.06,110.69,130.2,183.37,92.18,28.31,16.2,36.73,116,221,200,18048.3,617280226.03,SCHOOL_CENSUS,RES_V1,2024-09-18
2025,PL,CZ94,LOWER_SECONDARY,12.62,89.91,89.03,58.68,47.66,76.18,14.19,24.26,175,182,310,13221.79,519485773.96,RRF_MONITORING,RES_V3,2025-04-09
2006,ES,BE663,PRIMARY,22.32,120.69,113.5,82.0,32.57,20.82,17.91,91.38,51,185,597,2822.14,300012571.84,EURYDICE_EXPORT,RES_V2,2025-12-08
2007,HR,SI1,MIXED,12.92,114.6,86.17,108.41,41.91,41.53,19.56,35.3,30,215,695,11234.9,338887894.36,NATIONAL_EDU_MINISTRY,RES_V1,2024-11-05
2008,FI,LV97,UPPER_SECONDARY,8.82,108.35,116.77,75.4,51.11,43.7,7.53,25.5,261,15,879,7661.04,103143658.21,SCHOOL_CENSUS,RES_V3,2024-02-20
2009,IE,IT84,LOWER_SECONDARY,18.79,116.64,86.71,120.42,55.42,58.92,6.24,39.3,38,218,547,6203.82,319304265.02,RRF_MONITORING,RES_V2,2025-03-13
2010,MT,PT797,PRIMARY,9.59,109.38,68.92,79.53,46.03,18.65,11.6,69.27,149,195,446,13285.74,113856458.13,EURYDICE_EXPORT,RES_V1,2024-04-28
2011,SK,ES716,MIXED,18.76,88.43,97.43,37.91,81.73,77.07,18.21,28.52,208,33,593,8628.73,161619420.62,NATIONAL_EDU_MINISTRY,RES_V3,2025-04-12
2012,BE,NL94,UPPER_SECONDARY,17.17,99.62,90.05,122.43,55.75,51.2,1.14,40.38,253,70,613,12014.79,223981715.74,SCHOOL_CENSUS,RES_V2,2025-05-30
2013,DK,ES488,LOWER_SECONDARY,10.38,95.3,112.52,31.79,55.32,43.23,8.72,65.8,123,101,580,9925.59,50938038.45,RRF_MONITORING,RES_V1,2025-09-26
2014,GR,AT68,PRIMARY,22.04,115.95,97.38,72.86,44.22,53.03,19.17,57.6,86,130,703,6612.85,345984439.67,EURYDICE_EXPORT,RES_V3,2025-02-11
2015,LT,PL268,MIXED,10.51,85.96,83.79,97.53,65.07,24.99,9.5,83.17,251,231,919,11421.52,274284488.14,NATIONAL_EDU_MINISTRY,RES_V2,2025-02-04
2016,PT,CZ81,UPPER_SECONDARY,19.93,98.42,115.81,107.74,47.48,9.98,7.36,17.69,111,89,802,17183.4,272708418.46,SCHOOL_CENSUS,RES_V1,2025-10-12
2017,SE,CZ11,LOWER_SECONDARY,17.0,116.29,79.9,103.73,30.98,70.13,3.34,21.56,278,186,534,15122.35,324378689.29,RRF_MONITORING,RES_V3,2025-10-18
2018,CY,NL569,PRIMARY,11.66,104.34,108.92,45.87,92.11,43.43,19.78,79.13,137,57,272,3173.82,224751799.16,EURYDICE_EXPORT,RES_V2,2024-06-18
2019,FR,PT91,MIXED,16.71,82.73,83.17,47.82,63.78,54.77,2.37,65.23,170,248,206,11686.4,339851436.38,NATIONAL_EDU_MINISTRY,RES_V1,2025-01-30
2020,IT,EE435,UPPER_SECONDARY,15.6,90.51,98.54,67.02,98.74,84.03,9.44,92.89,121,241,1042,10380.76,254580661.12,SCHOOL_CENSUS,RES_V3,2024-06-24
2021,NL,RO29,LOWER_SECONDARY,18.41,117.02,102.23,152.22,49.45,14.02,11.38,24.41,284,7,493,8943.43,1235761361.85,RRF_MONITORING,RES_V2,2025-03-10
2022,SI,DE63,PRIMARY,16.2,95.78,91.76,177.49,84.15,49.71,1.12,23.68,138,57,117,4822.54,1702180673.5,EURYDICE_EXPORT,RES_V1,2024-03-11
2023,BG,PT414,MIXED,12.5,122.83,119.42,62.6,92.58,50.24,1.85,27.17,247,77,797,11123.48,1390758252.18,NATIONAL_EDU_MINISTRY,RES_V3,2025-10-12
2024,EE,IT298,UPPER_SECONDARY,10.87,103.12,128.66,35.5,78.27,77.03,8.24,52.64,106,162,113,6165.65,489846680.77,SCHOOL_CENSUS,RES_V2,2026-01-19
2025,HU,IE20,LOWER_SECONDARY,12.75,114.01,109.22,151.67,98.12,71.76,6.56,30.02,252,131,480,6966.88,16292790.97,RRF_MONITORING,RES_V1,2024-07-09
2006,LU,LT14,PRIMARY,10.53,105.33,80.95,51.0,57.38,53.18,14.4,55.22,0,151,205,14422.81,373334536.24,EURYDICE_EXPORT,RES_V3,2025-05-09
2007,RO,CY487,MIXED,17.19,120.77,92.74,85.76,77.26,81.37,10.34,23.18,23,203,988,13344.37,61782834.49,NATIONAL_EDU_MINISTRY,RES_V2,2024-04-10
2008,AT,LT90,UPPER_SECONDARY,12.04,81.98,83.07,108.58,53.32,32.98,6.53,65.37,120,200,201,5589.1,281110445.01,SCHOOL_CENSUS,RES_V1,2025-03-30
2009,CZ,SK439,LOWER_SECONDARY,18.24,83.79,93.25,38.56,73.7,76.0,11.92,21.4,18,63,548,5120.26,424698678.47,RRF_MONITORING,RES_V3,2024-03-14
2010,DE,FI919,PRIMARY,9.86,113.21,68.1,129.89,52.03,44.71,4.5,30.32,262,115,127,7179.32,296971797.07,EURYDICE_EXPORT,RES_V2,2025-03-06
2011,LV,BE868,MIXED,14.53,103.68,67.56,31.59,45.36,9.07,6.26,42.72,202,2,1024,3035.63,261625078.57,NATIONAL_EDU_MINISTRY,RES_V1,2025-01-28
2012,PL,BE381,UPPER_SECONDARY,16.66,91.27,112.17,70.44,38.85,42.63,3.07,30.92,94,70,705,14967.86,325977323.49,SCHOOL_CENSUS,RES_V3,2025-03-26
2013,ES,LV4,LOWER_SECONDARY,9.38,81.24,116.4,107.18,53.52,38.87,2.35,57.09,251,62,368,13407.32,135580424.22,RRF_MONITORING,RES_V2,2024-05-15
2014,HR,LT82,PRIMARY,21.77,95.36,74.68,22.86,38.11,19.94,8.8,63.8,100,86,607,9448.18,95568169.65,EURYDICE_EXPORT,RES_V1,2024-03-10
2015,FI,IE13,MIXED,19.2,89.83,97.56,25.92,49.17,10.9,15.91,80.76,357,116,886,7182.26,273821482.9,NATIONAL_EDU_MINISTRY,RES_V3,2024-11-02
2016,IE,PL4,UPPER_SECONDARY,11.59,102.23,112.66,33.38,53.3,12.41,3.89,18.8,11,193,215,12397.28,308569386.09,SCHOOL_CENSUS,RES_V2,2025-06-04
2017,MT,MT111,LOWER_SECONDARY,13.89,84.59,125.85,96.98,49.79,19.09,16.67,41.14,220,142,354,5104.57,81135454.3,RRF_MONITORING,RES_V1,2024-08-16
2018,SK,SK224,PRIMARY,12.25,81.25,100.91,30.21,56.8,9.1,3.67,31.2,247,71,193,11805.69,333443131.44,EURYDICE_EXPORT,RES_V3,2024-06-26
2019,BE,LU906,MIXED,12.0,108.2,80.32,67.97,84.62,16.27,6.77,33.86,130,11,322,12158.98,109806565.8,NATIONAL_EDU_MINISTRY,RES_V2,2025-03-19
2020,DK,SK782,UPPER_SECONDARY,9.6,136.07,122.28,97.8,59.93,23.13,2.56,70.65,352,198,1020,13581.53,134668689.69,SCHOOL_CENSUS,RES_V1,2024-12-29
2021,GR,LV250,LOWER_SECONDARY,16.8,88.64,84.55,139.04,75.35,100.0,3.22,14.38,141,207,567,12050.1,995115006.12,RRF_MONITORING,RES_V3,2025-09-28
2022,LT,FR42,PRIMARY,17.27,127.53,86.3,94.08,93.99,81.41,7.55,47.07,42,147,101,13533.25,1309606726.61,EURYDICE_EXPORT,RES_V2,2024-07-14
2023,PT,LU8,MIXED,11.81,117.62,109.14,77.14,47.93,29.39,12.35,47.1,301,153,820,10257.41,425160864.48,NATIONAL_EDU_MINISTRY,RES_V1,2025-06-04
2024,SE,RO5,UPPER_SECONDARY,17.45,97.5,111.81,57.58,64.06,22.8,15.3,32.66,223,29,484,8150.91,1884694983.95,SCHOOL_CENSUS,RES_V3,2024-01-01
2025,CY,GR42,LOWER_SECONDARY,10.86,113.05,88.81,60.72,100.0,15.47,7.52,32.99,354,189,83,7489.65,7503277.28,RRF_MONITORING,RES_V2,2025-04-22
2006,FR,MT41,PRIMARY,20.6,93.01,83.45,29.4,53.79,67.62,5.89,75.68,226,12,626,3403.35,221304820.61,EURYDICE_EXPORT,RES_V1,2024-09-19
2007,IT,BE6,MIXED,16.57,114.29,111.23,54.82,43.86,73.95,17.71,75.45,269,34,259,8826.74,211108707.17,NATIONAL_EDU_MINISTRY,RES_V3,2025-02-23
2008,NL,GR45,UPPER_SECONDARY,18.67,107.12,79.89,90.98,38.59,37.3,12.22,38.45,135,106,469,14144.93,330005683.91,SCHOOL_CENSUS,RES_V2,2025-09-05
2009,SI,FR53,LOWER_SECONDARY,17.44,122.93,75.47,79.29,62.91,59.35,16.76,62.37,114,146,174,7386.58,71320901.82,RRF_MONITORING,RES_V1,2025-04-15
2010,BG,DK373,PRIMARY,10.19,121.76,76.79,104.83,68.64,60.13,19.36,28.27,178,204,287,13073.19,129258140.37,EURYDICE_EXPORT,RES_V3,2024-06-25
2011,EE,IT32,MIXED,18.33,103.83,79.85,58.05,76.29,30.87,14.24,27.0,124,138,336,6892.44,331539932.11,NATIONAL_EDU_MINISTRY,RES_V2,2025-05-19
2012,HU,SK91,UPPER_SECONDARY,13.98,86.76,91.25,48.33,62.56,23.51,2.71,54.7,86,71,378,11490.0,382828959.33,SCHOOL_CENSUS,RES_V1,2025-12-09
2013,LU,BG60,LOWER_SECONDARY,16.02,137.01,71.19,26.74,70.27,31.34,3.71,71.83,57,23,321,9623.66,258033382.63,RRF_MONITORING,RES_V3,2025-03-10
2014,RO,EE90,PRIMARY,17.01,97.42,84.89,73.42,38.42,43.19,2.03,38.85,131,155,639,6763.79,45848924.61,EURYDICE_EXPORT,RES_V2,2024-08-04
2015,AT,DE13,MIXED,16.98,97.87,118.44,131.99,43.33,15.76,12.84,39.47,339,228,181,9097.37,142394218.64,NATIONAL_EDU_MINISTRY,RES_V1,2025-03-19
2016,CZ,DK157,UPPER_SECONDARY,8.69,108.79,87.05,84.78,49.06,13.89,15.5,34.14,130,235,523,4284.79,256329993.4,SCHOOL_CENSUS,RES_V3,2024-05-25
2017,DE,AT90,LOWER_SECONDARY,17.55,113.67,112.25,44.69,74.12,57.71,13.79,47.21,325,237,325,6842.94,200203724.13,RRF_MONITORING,RES_V2,2024-11-10
2018,LV,HU7,PRIMARY,21.81,104.24,73.73,38.42,84.93,31.25,7.38,36.52,362,159,519,4765.25,31346670.43,EURYDICE_EXPORT,RES_V1,2024-11-26
2019,PL,SI951,MIXED,8.63,94.39,130.8,115.63,51.72,74.23,2.41,48.15,63,72,937,12563.24,405395565.27,NATIONAL_EDU_MINISTRY,RES_V3,2024-08-11
2020,ES,GR8,UPPER_SECONDARY,17.73,84.61,124.58,161.37,63.93,20.79,5.52,72.4,271,33,727,16089.92,59820619.73,SCHOOL_CENSUS,RES_V2,2025-10-08
2021,HR,DK868,LOWER_SECONDARY,16.18,111.84,108.07,77.86,47.89,99.89,14.15,29.14,44,96,252,9319.25,747255063.45,RRF_MONITORING,RES_V1,2024-09-07
2022,FI,PT73,PRIMARY,22.88,124.97,75.8,39.88,100.0,16.5,18.4,35.58,269,129,205,5875.2,344173642.46,EURYDICE_EXPORT,RES_V3,2024-03-19
2023,IE,CY96,MIXED,9.92,93.94,76.0,103.01,84.78,49.52,8.15,25.05,306,186,976,15183.58,1739622477.26,NATIONAL_EDU_MINISTRY,RES_V2,2025-06-25
2024,MT,BE49,UPPER_SECONDARY,18.8,97.62,92.47,97.94,43.32,70.96,3.81,75.79,103,212,11,5960.9,321479262.69,SCHOOL_CENSUS,RES_V1,2024-09-27
2025,SK,FI85,LOWER_SECONDARY,10.19,125.54,77.47,150.34,51.31,39.25,4.62,51.35,69,78,546,15448.35,291141693.71,RRF_MONITORING,RES_V3,2024-06-18
2006,BE,AT5,PRIMARY,15.0,86.97,85.93,97.15,70.38,54.55,7.18,16.45,96,213,237,13930.94,327471268.55,EURYDICE_EXPORT,RES_V2,2025-12-09
2007,DK,SI980,MIXED,15.53,107.38,109.65,54.78,65.26,63.11,14.35,60.8,111,166,534,11065.13,6941551.62,NATIONAL_EDU_MINISTRY,RES_V1,2025-03-13
2008,GR,ES54,UPPER_SECONDARY,19.7,102.14,80.61,102.95,34.71,61.77,6.99,40.95,186,184,467,5580.55,135529407.76,SCHOOL_CENSUS,RES_V3,2024-10-14
2009,LT,NL1,LOWER_SECONDARY,14.86,127.42,69.68,56.89,42.12,50.49,5.85,49.37,120,179,145,3220.73,387667133.49,RRF_MONITORING,RES_V2,2024-09-20
2010,PT,FR5,PRIMARY,17.11,82.29,67.12,122.23,67.64,15.68,1.69,67.99,20,170,128,14414.24,180887161.11,EURYDICE_EXPORT,RES_V1,2024-05-07
2011,SE,CZ857,MIXED,14.77,95.3,82.7,122.84,37.61,68.96,16.66,47.5,37,214,407,7823.04,402542182.97,NATIONAL_EDU_MINISTRY,RES_V3,2026-01-19
2012,CY,DE947,UPPER_SECONDARY,12.62,95.89,85.05,56.56,32.65,50.74,5.75,78.37,254,28,1022,10086.35,271492548.17,SCHOOL_CENSUS,RES_V2,2025-02-16
2013,FR,PL571,LOWER_SECONDARY,17.86,99.19,106.86,46.75,31.25,24.75,2.46,29.99,101,36,127,4106.54,349998006.1,RRF_MONITORING,RES_V1,2025-11-03
2014,IT,HR2,PRIMARY,13.47,80.95,78.89,67.23,75.38,22.0,9.98,66.92,42,160,525,9590.97,152692856.21,EURYDICE_EXPORT,RES_V3,2024-08-22
2015,NL,BG86,MIXED,19.12,102.94,77.77,81.18,32.73,49.12,19.27,68.56,315,35,13,12397.45,245713009.73,NATIONAL_EDU_MINISTRY,RES_V2,2026-02-01
2016,SI,MT771,UPPER_SECONDARY,14.12,122.14,76.27,118.03,80.38,23.92,2.9,53.34,141,271,886,9380.85,147638430.48,SCHOOL_CENSUS,RES_V1,2024-12-13
2017,BG,SE9,LOWER_SECONDARY,9.51,89.31,122.65,47.45,43.45,39.93,7.82,80.08,151,159,363,7632.09,181850389.84,RRF_MONITORING,RES_V3,2025-10-14
2018,EE,LU67,PRIMARY,20.49,81.36,103.6,75.12,70.47,67.4,5.59,56.77,70,37,507,12127.22,408499672.48,EURYDICE_EXPORT,RES_V2,2024-02-19
2019,HU,PL785,MIXED,11.6,83.57,115.91,52.77,100.0,23.18,10.98,52.38,350,163,792,12428.52,128060783.41,NATIONAL_EDU_MINISTRY,RES_V1,2025-11-09
2020,LU,SK583,UPPER_SECONDARY,16.25,112.8,106.36,93.52,100.0,96.28,11.42,56.32,180,143,539,9485.18,74974799.05,SCHOOL_CENSUS,RES_V3,2026-02-11
2021,RO,LT356,LOWER_SECONDARY,16.27,101.15,94.72,168.9,54.68,40.44,4.32,63.92,332,293,146,5229.14,1829200092.41,RRF_MONITORING,RES_V2,2025-09-01
2022,AT,BE691,PRIMARY,10.39,122.51,80.66,117.3,76.14,18.59,3.4,84.81,199,258,343,14303.67,119337246.97,EURYDICE_EXPORT,RES_V1,2026-02-20
2023,CZ,CZ210,MIXED,13.64,126.4,126.73,175.75,81.36,70.79,18.39,69.77,239,11,198,14276.36,40402134.01,NATIONAL_EDU_MINISTRY,RES_V3,2024-08-12
2024,DE,PT906,UPPER_SECONDARY,16.16,101.02,111.86,160.15,74.66,33.17,2.98,33.54,219,184,810,2885.97,890510133.71,SCHOOL_CENSUS,RES_V2,2025-07-07
2025,LV,LV284,LOWER_SECONDARY,12.26,120.84,88.32,121.5,71.98,35.73,11.16,56.78,197,77,631,11817.78,1741357441.25,RRF_MONITORING,RES_V1,2025-01-19
2006,PL,SK367,PRIMARY,19.09,108.53,79.54,29.08,31.62,17.4,19.39,56.46,84,82,206,4600.67,97796574.18,EURYDICE_EXPORT,RES_V3,2025-07-22
2007,ES,IE52,MIXED,9.51,127.12,112.59,130.52,29.76,73.69,8.12,16.34,126,17,630,12205.05,303986195.69,NATIONAL_EDU_MINISTRY,RES_V2,2025-05-10
2008,HR,IE67,UPPER_SECONDARY,12.59,105.03,78.0,125.77,72.37,19.59,1.3,53.89,170,182,889,8615.63,344284610.77,SCHOOL_CENSUS,RES_V1,2024-12-24
2009,FI,HR566,LOWER_SECONDARY,9.8,111.94,79.96,28.75,58.18,56.14,12.15,51.09,97,55,402,4801.02,222677619.91,RRF_MONITORING,RES_V3,2024-01-24
2010,IE,NL62,PRIMARY,10.16,105.08,108.25,41.14,81.75,68.36,1.31,45.81,70,118,158,15461.92,108567300.43,EURYDICE_EXPORT,RES_V2,2024-07-09
2011,MT,ES63,MIXED,10.61,103.7,95.63,127.86,81.78,82.42,12.85,81.88,188,124,520,13380.25,206728646.75,NATIONAL_EDU_MINISTRY,RES_V1,2025-08-16
2012,SK,LT36,UPPER_SECONDARY,16.74,86.61,88.07,105.74,34.92,57.89,4.52,68.85,6,119,824,11070.1,36536019.3,SCHOOL_CENSUS,RES_V3,2024-05-27
2013,BE,SI7,LOWER_SECONDARY,14.58,109.21,114.69,117.7,43.49,16.02,16.88,21.3,106,85,480,5352.1,5265640.8,RRF_MONITORING,RES_V2,2025-08-15
2014,DK,IE109,PRIMARY,14.63,100.52,107.35,45.61,77.08,86.7,1.76,15.74,257,96,60,2538.24,139624984.44,EURYDICE_EXPORT,RES_V1,2025-10-22
2015,GR,PT3,MIXED,15.5,96.03,71.21,61.52,45.53,45.14,7.08,33.66,154,118,762,10721.01,394982540.09,NATIONAL_EDU_MINISTRY,RES_V3,2024-06-17
2016,LT,GR39,UPPER_SECONDARY,9.67,102.21,127.93,71.54,43.98,63.69,12.54,56.76,362,24,620,12355.58,21816660.6,SCHOOL_CENSUS,RES_V2,2024-12-01
2017,PT,PL299,LOWER_SECONDARY,8.73,85.74,104.49,117.4,45.16,38.48,8.73,30.55,183,59,326,3629.16,406732741.86,RRF_MONITORING,RES_V1,2024-04-02
2018,SE,FI244,PRIMARY,12.12,125.08,89.42,109.55,47.27,57.4,6.67,64.68,10,215,621,14256.13,31467758.55,EURYDICE_EXPORT,RES_V3,2025-02-13
2019,CY,IT48,MIXED,14.81,85.06,104.87,71.18,62.28,14.88,11.17,74.61,240,74,376,6806.29,245333992.74,NATIONAL_EDU_MINISTRY,RES_V2,2024-08-09
2020,FR,RO41,UPPER_SECONDARY,19.73,84.42,98.6,163.92,62.93,40.68,1.9,24.55,136,53,752,12231.07,130127982.21,SCHOOL_CENSUS,RES_V1,2025-01-20
2021,IT,BG985,LOWER_SECONDARY,17.15,109.94,102.21,67.99,100.0,100.0,1.11,87.4,219,144,643,11558.72,696950906.34,RRF_MONITORING,RES_V3,2025-11-27
2022,NL,IT92,PRIMARY,10.97,141.8,116.45,118.75,99.18,71.73,6.53,15.97,171,247,440,15884.58,956115589.11,EURYDICE_EXPORT,RES_V2,2026-02-23
2023,SI,HR45,MIXED,17.45,90.91,80.6,98.72,82.34,13.3,5.48,77.03,50,134,107,13951.7,1602404554.48,NATIONAL_EDU_MINISTRY,RES_V1,2025-11-11
2024,BG,FI388,UPPER_SECONDARY,9.21,104.25,127.15,101.63,69.35,48.29,11.01,56.2,263,61,495,17747.92,1144401393.03,SCHOOL_CENSUS,RES_V3,2026-01-09
2025,EE,CZ6,LOWER_SECONDARY,16.25,124.86,121.94,88.68,100.0,11.58,11.05,21.85,132,36,134,11732.29,217453789.34,RRF_MONITORING,RES_V2,2025-07-20
2006,HU,PL22,PRIMARY,17.9,88.18,67.96,113.5,29.88,56.71,7.08,44.2,169,165,477,10574.14,402949468.86,EURYDICE_EXPORT,RES_V1,2024-08-22
2007,LU,LV458,MIXED,20.76,135.61,90.65,48.08,49.4,31.13,15.68,61.28,2,30,1027,7356.34,29385656.69,NATIONAL_EDU_MINISTRY,RES_V3,2024-04-12
2008,RO,BG97,UPPER_SECONDARY,20.09,124.79,115.58,72.71,49.67,60.81,14.16,26.97,17,24,436,4980.02,385411083.93,SCHOOL_CENSUS,RES_V2,2024-08-15
2009,AT,IT3,LOWER_SECONDARY,14.48,118.93,98.86,53.78,66.17,36.45,5.58,79.04,137,193,590,14507.9,11460784.36,RRF_MONITORING,RES_V1,2024-06-15
