house_change_analysis_period_start,house_change_analysis_period_end,house_change_tract_geoid,house_change_median_rent_change_pct,house_change_median_value_change_pct,house_change_income_change_pct,house_change_education_ba_share_change,house_change_racial_composition_shift_index,house_change_business_turnover_rate,house_change_new_building_permits_rate,house_change_short_term_rental_density,house_change_property_tax_increase_pct,house_change_cost_burden_change_pct,house_change_eviction_rate_change,house_change_foreclosure_rate_change,house_change_transit_access_change_score,house_change_amenity_openings_count,house_change_anti_displacement_policy_flag,house_change_vulnerability_score,house_change_gentrification_stage_code
2146-09-01,2147-07-31,09018001617,-21.3,63.97,33.63,10.81,0.1165,42.31,17.24,14.19,11.35,11.04,1.252,1.273,-10.83,117,1,0.8632,MID
2146-10-01,2147-08-31,09019001618,-1.12,37.37,-16.05,-9.37,0.7774,39.63,7.0,0.34,43.64,-5.8,4.626,-3.853,-12.23,10,0,0.7275,STABLE
2146-11-01,2147-09-30,09020001619,47.86,14.64,21.64,-11.24,0.5249,25.39,26.68,4.22,25.48,5.84,1.012,-3.665,-14.32,49,0,0.2178,EARLY
2146-12-01,2147-10-31,09021001620,-9.42,70.79,3.11,10.92,0.1974,39.19,0.84,17.33,41.55,-7.98,-5.226,-3.314,-7.39,18,1,0.1028,MID
2147-01-01,2147-11-30,09022001621,16.07,33.79,34.18,21.88,0.7194,26.66,12.2,0.37,39.48,-0.47,-3.522,-1.469,-13.45,87,0,0.0561,STABLE
2147-02-01,2147-12-31,09023001622,7.41,-1.17,-4.3,18.95,0.414,6.81,33.48,1.91,0.35,-2.56,-5.53,1.192,-1.97,4,0,0.7871,LATE
2147-03-01,2148-01-31,09024001623,32.79,-9.62,28.21,-2.75,0.1592,32.57,10.41,5.41,35.71,4.31,-3.077,3.025,-8.74,49,0,0.9727,STABLE
2147-04-01,2148-02-29,09025001624,5.73,30.78,42.37,24.77,0.3082,6.98,7.9,15.05,-4.6,-7.11,0.033,-2.935,7.54,28,0,0.1493,EARLY
2147-05-01,2148-03-31,09026001625,-7.74,50.07,19.59,19.27,0.9066,18.8,18.26,17.1,44.62,-5.82,3.818,-2.285,-2.8,40,0,0.1225,LATE
2147-06-01,2148-04-30,09027001626,34.04,-3.06,9.15,14.06,0.4026,30.06,7.0,1.19,40.22,0.4,5.25,3.393,-12.84,112,0,0.5157,STABLE
2147-07-01,2148-05-31,09028001627,10.53,59.51,28.26,23.34,0.3588,26.83,10.96,14.79,17.64,10.77,1.066,1.254,9.41,60,0,0.2846,STABLE
2147-08-01,2148-06-30,09029001628,13.63,76.89,44.5,21.18,0.8963,27.54,20.65,17.57,-2.14,4.71,5.063,2.565,12.66,74,0,0.5112,EARLY
2147-09-01,2148-07-31,09030001629,24.21,2.31,34.6,8.32,0.726,19.26,6.4,2.27,13.45,-2.81,1.256,4.83,10.13,48,0,0.0307,MID
2147-10-01,2148-08-31,09031001630,19.78,49.48,-5.76,6.04,0.8376,33.66,5.69,3.75,0.11,7.38,5.408,4.115,-8.85,110,0,0.8846,STABLE
2147-11-01,2148-09-30,09032001631,-24.41,49.47,29.54,17.45,0.4662,7.05,23.17,2.58,23.8,8.47,5.655,4.843,12.47,116,1,0.077,STABLE
2147-12-01,2148-10-31,09033001632,27.99,-0.43,11.95,11.68,0.2392,33.19,6.21,2.1,32.99,-5.46,-4.85,-0.763,-4.93,63,0,0.5186,LATE
2148-01-01,2148-11-30,09034001633,-17.37,11.38,43.84,2.3,0.6782,23.52,2.68,0.07,29.75,11.76,2.26,-2.062,1.28,53,0,0.3722,MID
2148-02-01,2148-12-31,09035001634,-19.79,14.86,-13.58,8.47,0.9574,42.67,2.01,0.43,15.56,4.78,2.304,-0.532,0.1,79,1,0.1796,MID
2148-03-01,2149-01-31,09036001635,5.63,33.38,22.92,4.22,0.5518,24.94,11.67,16.14,33.33,16.02,5.377,-3.05,-11.44,27,0,0.0108,UNCERTAIN
2148-04-01,2149-02-28,09037001636,-12.35,21.42,-10.58,8.88,0.7518,25.44,4.26,5.05,43.06,-0.56,-2.419,-2.762,2.51,64,0,0.9616,STABLE
2148-05-01,2149-03-31,09038001637,-23.3,10.07,-2.67,4.53,0.1039,7.34,34.41,7.92,29.98,3.29,-0.415,1.482,-2.74,75,1,0.8293,EARLY
2148-06-01,2149-04-30,09039001638,51.3,18.01,-6.41,24.46,0.3205,38.97,19.43,8.94,10.71,1.08,1.258,3.683,14.7,119,0,0.2847,DECLINING
2148-07-01,2149-05-31,09040001639,-21.81,17.95,33.26,9.23,0.1122,37.86,14.89,4.54,21.01,5.22,-0.719,-3.669,10.27,5,0,0.3079,STABLE
2148-08-01,2149-06-30,09041001640,-3.96,29.79,-4.78,-3.51,0.4455,41.44,19.56,7.34,25.55,3.23,-1.492,2.463,9.19,21,0,0.8583,DECLINING
2148-09-01,2149-07-31,09042001641,7.13,28.07,32.45,-8.33,0.1244,23.24,21.81,17.12,5.24,-9.94,-4.234,-3.858,-1.39,64,0,0.8521,UNCERTAIN
2148-10-01,2149-08-31,09043001642,29.96,63.6,12.65,21.54,0.9581,16.66,23.79,5.13,32.68,13.41,0.035,-3.385,-4.45,116,1,0.2241,STABLE
2148-11-01,2149-09-30,09044001643,-5.7,4.88,12.28,19.2,0.0386,29.4,13.71,12.45,24.25,5.13,0.601,0.56,-12.25,25,0,0.7485,EARLY
2148-12-01,2149-10-31,09045001644,-13.72,53.16,2.86,11.77,0.2472,2.34,15.3,16.48,-4.72,2.67,4.025,-2.075,0.5,8,1,0.432,STABLE
2149-01-01,2149-11-30,09046001645,7.08,54.95,9.07,20.63,0.5114,38.01,18.36,0.0,23.98,-7.63,1.475,-0.02,8.91,84,0,0.968,DECLINING
2149-02-01,2149-12-31,09047001646,11.22,79.41,2.0,-11.12,0.6906,11.58,1.43,17.51,27.5,-0.18,4.306,-1.491,1.58,75,1,0.0461,DECLINING
2149-03-01,2150-01-31,09048001647,3.17,75.06,35.62,19.97,0.7083,16.18,21.03,12.43,14.42,-9.66,2.132,4.954,-5.65,98,0,0.0449,STABLE
2149-04-01,2150-02-28,09049001648,-13.63,24.29,7.68,5.2,0.2515,0.43,20.12,3.6,3.2,13.19,0.667,3.46,8.29,79,0,0.6429,LATE
2149-05-01,2150-03-31,09050001649,43.85,6.32,22.35,4.12,0.4839,10.86,2.55,3.42,29.5,-0.15,2.672,2.175,-10.37,67,1,0.612,DECLINING
2149-06-01,2150-04-30,09051001650,6.75,73.52,35.87,11.32,0.5165,26.6,24.99,16.39,4.66,0.57,-1.074,-1.125,-3.28,28,0,0.6034,STABLE
2149-07-01,2150-05-31,09052001651,2.91,9.35,-14.9,-2.45,0.82,36.29,17.68,7.12,8.34,11.74,5.209,1.287,-12.0,60,0,0.1634,UNCERTAIN
2149-08-01,2150-06-30,09053001652,13.91,-4.6,35.94,0.04,0.7172,3.56,10.04,5.98,42.58,-4.88,-4.752,0.918,1.02,103,1,0.436,EARLY
2149-09-01,2150-07-31,09054001653,7.63,27.52,22.02,15.26,0.8029,34.31,13.62,13.76,33.55,11.05,2.689,4.983,-3.18,53,0,0.379,MID
2149-10-01,2150-08-31,09055001654,28.89,-16.76,4.55,9.52,0.3722,6.67,28.99,3.56,-4.36,-0.48,-1.954,-3.522,-12.64,23,1,0.9631,DECLINING
2149-11-01,2150-09-30,09056001655,-8.39,46.66,39.01,19.79,0.4039,10.15,3.69,3.96,34.55,-0.27,-4.661,0.458,-6.28,115,0,0.9311,UNCERTAIN
2149-12-01,2150-10-31,09057001656,29.1,35.67,-17.85,9.39,0.1839,37.19,9.75,9.02,2.34,9.31,1.588,-3.835,-1.12,99,0,0.8366,UNCERTAIN
2150-01-01,2150-11-30,09058001657,41.39,-9.16,11.29,21.44,0.2022,35.01,11.27,13.74,3.56,9.1,0.937,0.474,-6.65,47,0,0.7044,STABLE
2150-02-01,2150-12-31,09059001658,28.15,50.32,40.14,11.46,0.3129,27.74,18.12,16.67,1.19,17.02,2.212,3.842,13.97,15,0,0.6126,MID
2150-03-01,2151-01-31,09060001659,41.54,18.09,-7.48,21.71,0.2021,26.91,21.35,3.28,38.05,-3.04,4.223,-2.331,1.91,80,0,0.456,UNCERTAIN
2150-04-01,2151-02-28,09061001660,-13.95,28.82,17.09,10.62,0.733,16.74,34.14,1.26,0.65,-1.01,-4.959,-0.18,-11.21,11,1,0.9088,LATE
2150-05-01,2151-03-31,09062001661,54.19,61.04,-4.43,17.09,0.1851,16.16,2.48,8.5,-2.06,13.8,4.426,3.52,10.76,72,1,0.6711,MID
2150-06-01,2151-04-30,09063001662,11.88,78.14,3.13,-6.74,0.1335,40.99,10.68,4.21,8.89,-6.45,-4.958,-2.115,-6.01,102,0,0.9508,DECLINING
2150-07-01,2151-05-31,09064001663,-12.75,53.28,2.98,18.65,0.3065,35.95,29.4,4.32,35.98,-8.77,-0.831,1.65,3.11,84,1,0.8474,EARLY
2150-08-01,2151-06-30,09065001664,1.28,8.54,44.98,17.49,0.5037,31.62,16.44,0.92,-3.09,7.04,-3.612,0.017,-13.66,91,1,0.9775,UNCERTAIN
2150-09-01,2151-07-31,09066001665,38.69,-8.85,36.07,18.08,0.651,38.31,34.28,11.62,40.26,17.23,-5.725,0.105,-5.43,52,1,0.7117,MID
2150-10-01,2151-08-31,09067001666,3.08,54.16,-5.68,6.85,0.6597,25.88,30.97,7.61,0.22,-7.05,-0.718,1.732,12.56,95,0,0.9257,UNCERTAIN
2150-11-01,2151-09-30,09068001667,-19.36,9.94,0.26,-5.0,0.9981,34.36,1.02,2.83,26.84,-8.58,3.025,-1.55,2.43,48,0,0.9109,STABLE
2150-12-01,2151-10-31,09069001668,39.33,69.73,12.51,21.93,0.1102,43.27,11.98,5.34,10.13,1.74,5.837,-1.658,-8.42,1,1,0.2583,MID
2151-01-01,2151-11-30,09070001669,-17.15,69.76,-0.19,6.44,0.6867,29.26,5.9,7.25,-0.68,6.47,-0.939,2.717,14.46,69,1,0.3176,STABLE
2151-02-01,2151-12-31,09071001670,49.48,13.75,38.55,15.34,0.9099,1.29,1.1,11.85,14.93,9.49,0.197,2.257,10.2,84,0,0.2767,UNCERTAIN
2151-03-01,2152-01-31,09072001671,27.23,43.39,16.79,3.13,0.8293,34.67,4.78,7.72,17.36,6.93,1.948,4.168,5.33,45,0,0.2149,STABLE
2151-04-01,2152-02-29,09073001672,42.14,71.07,28.49,2.22,0.2694,29.02,12.81,17.96,29.03,2.72,-5.947,0.449,-8.78,84,0,0.0284,EARLY
2151-05-01,2152-03-31,09074001673,10.67,44.3,4.41,2.78,0.1099,11.95,22.46,1.92,-4.63,0.17,-3.481,-3.19,-1.64,119,0,0.8849,MID
2151-06-01,2152-04-30,09075001674,16.28,15.79,-14.54,-3.85,0.1367,10.45,1.57,2.23,29.46,5.39,-3.398,-0.81,2.96,24,0,0.4232,STABLE
2151-07-01,2152-05-31,09076001675,11.07,65.24,-9.25,-6.58,0.2212,14.44,0.13,13.75,3.46,-0.72,4.543,0.434,-4.86,29,1,0.811,MID
2151-08-01,2152-06-30,09077001676,-16.39,-16.82,23.11,-7.26,0.885,27.08,17.56,5.44,34.65,1.45,-4.908,4.084,-13.02,38,0,0.0388,UNCERTAIN
2151-09-01,2152-07-31,09078001677,28.22,-19.73,21.54,3.78,0.6163,36.62,25.87,9.45,32.74,-9.17,0.331,-2.026,9.12,18,0,0.5269,MID
2151-10-01,2152-08-31,09079001678,16.84,8.53,19.41,5.33,0.3538,24.96,17.93,0.32,9.59,-4.55,-2.313,-3.139,-11.23,102,0,0.8051,UNCERTAIN
2151-11-01,2152-09-30,09080001679,34.96,1.04,35.02,6.26,0.4196,43.34,12.45,10.05,38.1,11.2,-5.644,-0.871,14.84,108,1,0.4349,STABLE
2151-12-01,2152-10-31,09081001680,46.3,29.96,-7.99,2.31,0.5411,23.39,6.4,16.53,28.73,-2.49,5.332,-2.871,13.12,105,0,0.4019,MID
2152-01-01,2152-11-30,09082001681,-1.11,19.74,-8.02,-3.17,0.8571,37.51,31.83,0.62,31.67,7.78,1.78,-0.667,-8.72,2,1,0.0299,STABLE
2152-02-01,2152-12-31,09083001682,-10.81,20.99,36.57,-3.79,0.2988,42.07,24.89,6.75,16.04,3.07,-3.726,-1.182,-7.45,63,0,0.5548,EARLY
2152-03-01,2153-01-31,09084001683,3.34,5.39,21.38,-1.81,0.9122,26.42,23.17,3.37,24.25,10.75,-0.17,2.945,4.68,70,0,0.0261,MID
2152-04-01,2153-02-28,09085001684,33.0,38.62,8.66,18.61,0.464,14.9,34.04,16.54,9.26,-3.86,5.326,3.648,10.68,114,0,0.6121,EARLY
2152-05-01,2153-03-31,09086001685,28.93,-19.62,37.97,-6.16,0.526,24.44,26.96,16.84,40.58,5.22,2.64,-1.638,11.59,86,1,0.3806,DECLINING
2152-06-01,2153-04-30,09087001686,27.37,-8.81,8.46,0.3,0.3283,12.29,24.27,13.48,38.08,6.48,1.513,0.072,0.82,52,0,0.7898,UNCERTAIN
2152-07-01,2153-05-31,09088001687,0.65,40.01,-14.71,11.69,0.0494,12.6,26.52,14.5,30.85,-1.97,5.164,-2.151,5.53,68,0,0.6661,STABLE
2152-08-01,2153-06-30,09089001688,-15.63,20.22,4.13,-6.76,0.1413,31.91,6.93,15.37,-0.19,16.53,-2.439,2.989,12.97,53,0,0.4685,STABLE
2152-09-01,2153-07-31,09090001689,-9.12,1.42,42.62,11.85,0.2939,36.55,29.72,15.17,9.84,-4.42,-2.679,3.873,-12.61,14,0,0.2089,MID
2152-10-01,2153-08-31,09091001690,8.54,28.78,35.27,20.22,0.7946,33.41,18.13,6.99,21.29,-8.17,4.828,0.505,8.05,21,0,0.0067,LATE
2152-11-01,2153-09-30,09092001691,19.62,72.35,-5.09,23.86,0.3185,4.63,25.95,7.14,43.7,-2.92,-2.052,-1.565,-10.03,62,0,0.7989,UNCERTAIN
2152-12-01,2153-10-31,09093001692,37.23,58.9,20.98,-11.55,0.5417,8.46,34.26,0.79,31.98,5.87,-0.765,-0.336,0.37,61,0,0.695,DECLINING
2153-01-01,2153-11-30,09094001693,3.44,-16.66,29.87,18.58,0.6518,25.43,5.59,1.79,5.47,16.66,-4.093,-0.718,10.57,71,1,0.7989,STABLE
2153-02-01,2153-12-31,09095001694,6.17,6.32,24.83,-0.65,0.6634,12.81,16.33,12.74,30.89,14.3,-4.621,4.676,2.5,117,0,0.1753,STABLE
2153-03-01,2154-01-31,09096001695,26.57,-12.53,12.79,7.66,0.9295,27.64,26.44,7.33,20.91,-9.78,5.138,2.779,7.71,1,0,0.8325,LATE
2153-04-01,2154-02-28,09097001696,23.87,21.02,21.81,3.82,0.4954,4.14,5.85,0.31,14.15,4.84,-0.66,-0.475,14.19,43,1,0.9221,STABLE
2153-05-01,2154-03-31,09098001697,41.52,46.3,20.46,6.71,0.013,37.39,22.89,3.23,40.14,14.92,4.416,1.603,-3.88,116,0,0.9343,LATE
2153-06-01,2154-04-30,09099001698,-21.22,68.33,18.48,-5.14,0.196,43.11,31.67,14.86,-0.07,-2.27,4.431,-3.981,14.37,98,1,0.9288,MID
2153-07-01,2154-05-31,09100001699,12.53,11.58,6.45,17.23,0.9111,15.24,22.65,6.79,43.74,-7.85,-4.295,-1.525,10.67,100,1,0.3051,STABLE
2153-08-01,2154-06-30,09101001700,36.99,-19.06,41.58,21.27,0.0535,37.63,17.91,14.91,23.65,-3.06,4.424,0.628,-2.07,119,0,0.7113,DECLINING
2153-09-01,2154-07-31,09102001701,25.93,67.24,-7.56,19.57,0.8333,8.32,18.7,5.41,17.46,14.71,-5.604,-3.81,3.16,78,0,0.046,EARLY
2153-10-01,2154-08-31,09103001702,41.84,71.18,35.51,-4.3,0.6889,3.26,16.87,11.74,28.28,17.54,5.917,3.099,12.55,41,0,0.8269,EARLY
2153-11-01,2154-09-30,09104001703,26.86,-1.01,35.74,-10.15,0.4991,10.71,32.1,5.06,20.87,0.5,5.942,4.859,-11.91,113,0,0.8956,MID
2153-12-01,2154-10-31,09105001704,-9.51,-11.34,5.89,10.35,0.9724,32.8,25.59,5.17,33.64,-8.08,3.789,-2.234,12.74,18,0,0.4503,EARLY
2154-01-01,2154-11-30,09106001705,6.8,44.06,39.81,15.54,0.1531,10.62,33.65,16.08,4.16,-5.76,-0.024,4.423,-1.63,41,0,0.956,EARLY
2154-02-01,2154-12-31,09107001706,19.71,8.5,34.98,9.26,0.7748,9.58,15.28,17.8,-2.97,-5.0,-1.854,-2.659,-12.81,95,0,0.3345,STABLE
2154-03-01,2155-01-31,09108001707,11.72,43.14,-6.85,20.28,0.5858,21.2,9.35,2.24,11.45,12.72,-1.698,4.913,2.36,110,0,0.3878,UNCERTAIN
2154-04-01,2155-02-28,09109001708,-23.99,12.35,33.02,-6.3,0.171,43.16,17.34,13.42,1.83,-2.66,-4.08,1.561,6.4,1,0,0.3502,STABLE
2154-05-01,2155-03-31,09110001709,49.15,54.6,-5.64,18.57,0.4462,36.3,3.82,14.16,8.35,10.52,-3.144,0.774,6.45,10,0,0.21,UNCERTAIN
2154-06-01,2155-04-30,09111001710,53.95,41.1,-14.13,-1.64,0.1395,3.61,3.76,16.95,29.92,10.58,-0.497,2.556,13.18,87,0,0.3796,LATE
2154-07-01,2155-05-31,09112001711,12.38,53.01,36.86,9.76,0.7499,25.01,28.96,12.57,18.53,-0.81,4.73,-3.236,-6.46,75,1,0.925,MID
2154-08-01,2155-06-30,09113001712,15.04,8.71,42.17,7.47,0.1072,42.28,12.63,8.71,28.5,-9.15,-0.692,4.391,-12.19,8,0,0.183,STABLE
2154-09-01,2155-07-31,09114001713,-17.76,71.41,-13.98,14.65,0.8874,16.49,28.04,13.56,30.68,3.69,4.405,1.462,0.82,51,1,0.7948,UNCERTAIN
2154-10-01,2155-08-31,09115001714,3.56,-11.51,-7.37,24.66,0.9568,33.3,15.1,11.86,12.21,-7.21,-5.019,3.834,9.17,16,1,0.0005,DECLINING
2154-11-01,2155-09-30,09116001715,4.92,38.51,-12.61,-5.33,0.7691,7.65,4.77,14.07,30.77,13.41,-0.314,-1.745,7.78,1,1,0.5705,MID
2154-12-01,2155-10-31,09117001716,-19.56,-1.98,30.27,14.23,0.2735,28.04,29.74,2.16,26.05,-3.04,1.763,4.306,-3.97,114,1,0.8547,LATE
2155-01-01,2155-11-30,09118001717,43.59,65.93,29.81,13.16,0.498,4.85,31.37,1.53,16.56,6.21,-1.216,-1.597,-8.79,7,0,0.7337,DECLINING
2155-02-01,2155-12-31,09119001718,30.66,32.93,-15.0,13.48,0.3042,27.92,7.08,3.52,30.24,15.68,3.957,3.117,-0.36,38,0,0.0755,LATE
2155-03-01,2156-01-31,09120001719,-15.23,-16.29,27.96,13.01,0.9152,21.53,16.18,16.81,8.38,-0.2,2.507,-3.491,9.64,74,0,0.3128,UNCERTAIN
2155-04-01,2156-02-29,09121001720,-10.21,-14.85,15.16,0.73,0.6386,11.44,1.63,13.06,38.57,-9.99,5.648,0.89,-7.3,83,0,0.8267,STABLE
2155-05-01,2156-03-31,09122001721,53.38,16.32,38.9,24.08,0.7142,32.06,4.51,7.89,32.92,6.43,-3.344,-1.989,-6.94,31,0,0.7667,MID
2155-06-01,2156-04-30,09123001722,46.3,36.71,-1.79,9.95,0.553,40.18,14.09,4.98,-3.01,17.06,-5.675,-3.16,-11.37,109,0,0.7829,MID
2155-07-01,2156-05-31,09124001723,4.85,43.54,15.73,-2.62,0.375,39.28,19.3,0.2,-2.0,13.32,-3.787,4.975,6.97,75,0,0.3948,MID
2155-08-01,2156-06-30,09125001724,18.72,60.13,35.81,2.26,0.7955,44.51,20.84,3.84,17.52,14.56,-3.649,4.505,-9.55,114,0,0.7002,DECLINING
2155-09-01,2156-07-31,09126001725,26.52,31.05,42.5,-9.37,0.0834,23.56,6.86,0.23,15.63,5.37,0.388,-3.375,-13.36,77,0,0.8323,MID
2155-10-01,2156-08-31,09127001726,0.45,1.98,24.48,0.43,0.166,21.2,4.41,0.42,32.28,-8.71,-0.214,-1.092,5.85,66,1,0.0018,MID
2155-11-01,2156-09-30,09128001727,3.4,72.79,33.76,-1.26,0.4428,34.74,23.49,14.57,30.56,5.79,3.975,-0.78,14.22,18,1,0.2656,DECLINING
2155-12-01,2156-10-31,09129001728,-10.71,11.33,-9.7,-4.29,0.6858,5.35,3.94,10.66,0.12,0.74,1.828,2.773,-0.11,49,0,0.9841,UNCERTAIN
2156-01-01,2156-11-30,09130001729,15.89,37.61,28.95,20.78,0.4303,17.79,5.92,15.25,3.18,15.53,-0.202,-2.922,-14.27,2,0,0.8905,EARLY
2156-02-01,2156-12-31,09131001730,8.11,4.62,13.89,9.18,0.604,17.35,23.99,7.02,23.2,5.02,3.29,-3.647,6.95,83,0,0.8497,LATE
2156-03-01,2157-01-31,09132001731,40.12,33.05,-16.97,20.96,0.6288,21.9,32.17,6.26,33.64,-0.08,-1.56,-1.003,-4.73,39,1,0.4368,STABLE
2156-04-01,2157-02-28,09133001732,39.41,2.33,-16.08,12.2,0.8744,29.48,14.88,12.49,9.51,-7.83,-1.311,3.686,1.17,52,0,0.3534,MID
2156-05-01,2157-03-31,09134001733,-22.36,18.37,22.63,-7.63,0.8959,30.15,33.39,14.47,32.93,7.03,5.731,0.499,-8.9,94,0,0.6024,DECLINING
2156-06-01,2157-04-30,09135001734,9.21,10.02,7.45,10.59,0.0943,33.19,17.63,11.6,34.75,8.59,5.576,2.581,-5.14,47,0,0.9533,STABLE
2156-07-01,2157-05-31,09136001735,-15.1,4.57,20.36,2.98,0.4414,2.6,26.22,16.98,23.28,5.96,-4.039,4.323,-10.19,50,1,0.284,MID
2156-08-01,2157-06-30,09137001736,47.47,62.09,-10.77,-3.36,0.5724,23.71,2.38,6.66,-1.52,-1.97,-5.283,-2.511,-5.37,103,0,0.7447,STABLE
2156-09-01,2157-07-31,09138001737,50.63,77.18,30.51,-1.67,0.7756,33.07,14.9,5.07,27.92,0.87,3.889,4.794,14.36,100,1,0.4409,EARLY
2156-10-01,2157-08-31,09139001738,-5.33,47.7,3.76,-3.21,0.9175,20.57,7.82,0.09,35.12,-7.5,2.693,-3.818,14.05,45,0,0.9743,UNCERTAIN
2156-11-01,2157-09-30,09140001739,53.61,3.78,32.07,20.69,0.1131,23.98,18.2,10.38,42.51,-2.49,-2.184,3.476,-11.83,63,0,0.8098,MID
2156-12-01,2157-10-31,09141001740,53.34,20.08,-5.39,-5.36,0.3911,32.33,2.17,15.76,9.96,-5.54,3.47,2.546,-6.13,72,1,0.021,STABLE
2157-01-01,2157-11-30,09142001741,20.78,-10.35,-1.9,-7.02,0.2377,30.66,10.68,6.54,42.58,-3.55,-3.524,-2.608,10.73,9,0,0.3641,UNCERTAIN
2157-02-01,2157-12-31,09143001742,-1.63,29.24,41.92,9.01,0.1308,5.31,1.45,15.43,8.75,17.98,4.359,-2.999,4.0,95,1,0.4527,EARLY
2157-03-01,2158-01-31,09144001743,-23.09,11.22,-17.53,18.23,0.8383,1.93,26.54,0.68,23.75,7.37,-3.795,-2.391,8.31,68,1,0.8902,STABLE
2157-04-01,2158-02-28,09145001744,10.42,22.42,42.96,5.02,0.4913,33.3,15.0,12.25,11.68,12.61,-3.522,0.445,-4.3,100,0,0.7278,MID
2157-05-01,2158-03-31,09146001745,27.99,5.24,31.09,-4.51,0.3048,10.8,25.56,2.0,20.16,-4.46,3.415,-0.467,8.71,100,0,0.7298,DECLINING
2157-06-01,2158-04-30,09147001746,49.49,63.29,14.76,11.18,0.1343,39.51,33.58,7.48,5.31,13.55,-2.373,-2.696,-4.95,62,0,0.5381,UNCERTAIN
2157-07-01,2158-05-31,09148001747,47.07,28.83,35.17,-0.71,0.0782,14.27,18.72,8.13,7.22,-3.91,1.964,0.042,-14.72,113,0,0.5634,STABLE
2157-08-01,2158-06-30,09149001748,40.88,-18.26,42.7,18.44,0.4037,22.83,18.82,17.05,6.62,9.61,-0.001,3.035,-9.77,110,1,0.571,EARLY
2157-09-01,2158-07-31,09150001749,19.76,49.68,-14.12,1.93,0.4027,29.33,0.85,13.65,28.95,-4.46,-0.642,1.846,-12.72,68,0,0.5781,LATE
2157-10-01,2158-08-31,09151001750,7.43,6.53,-16.29,8.24,0.5758,13.32,9.67,2.46,0.98,1.46,2.475,-2.261,6.38,45,0,0.3208,EARLY
2157-11-01,2158-09-30,09152001751,3.8,68.46,27.13,3.75,0.0463,5.6,4.23,6.91,-0.22,10.32,4.953,-3.273,-2.42,66,1,0.6911,DECLINING
2157-12-01,2158-10-31,09153001752,-19.52,44.73,-8.17,-7.13,0.016,24.39,22.07,12.81,23.14,-8.6,-5.505,-3.877,1.2,28,1,0.2315,EARLY
2158-01-01,2158-11-30,09154001753,51.83,29.79,1.74,12.36,0.9438,0.83,3.48,3.62,-2.45,13.2,0.509,1.062,-4.25,1,1,0.2212,STABLE
2158-02-01,2158-12-31,09155001754,-24.94,35.71,37.0,17.85,0.3191,27.4,9.14,6.51,3.68,3.49,1.013,2.763,-9.44,5,1,0.3471,UNCERTAIN
2158-03-01,2159-01-31,09156001755,-19.63,73.98,-6.31,15.08,0.7382,42.69,34.18,1.28,36.01,17.63,-1.269,-0.322,10.6,93,0,0.3377,EARLY
2158-04-01,2159-02-28,09157001756,-3.35,-1.42,-17.4,0.29,0.2677,27.47,6.32,2.95,6.85,-4.51,1.199,1.993,9.45,103,0,0.5568,DECLINING
2158-05-01,2159-03-31,09158001757,4.32,-19.85,21.89,7.08,0.4119,28.15,9.02,5.09,4.53,9.48,-3.735,1.327,-9.04,27,0,0.1565,MID
2158-06-01,2159-04-30,09159001758,-15.75,-1.13,29.08,10.45,0.0108,44.31,26.01,3.81,-2.72,-1.91,0.096,2.963,1.02,108,0,0.3588,STABLE
2158-07-01,2159-05-31,09160001759,41.28,49.0,10.93,4.29,0.6993,12.99,10.83,5.26,32.01,14.28,1.589,1.954,12.18,5,1,0.2456,EARLY
2158-08-01,2159-06-30,09161001760,7.17,39.36,44.96,7.47,0.5301,16.67,25.55,6.12,40.82,4.95,-1.453,1.649,12.26,104,0,0.5114,UNCERTAIN
2158-09-01,2159-07-31,09162001761,24.44,-3.17,6.73,12.89,0.6453,42.24,21.74,4.04,42.26,0.52,-1.484,4.412,-14.95,6,0,0.8978,DECLINING
2158-10-01,2159-08-31,09163001762,54.14,64.16,9.22,0.45,0.8628,7.15,12.68,7.37,4.96,-0.38,-0.682,2.244,5.28,39,0,0.6298,MID
2158-11-01,2159-09-30,09164001763,35.03,26.78,39.19,-2.59,0.6299,35.6,33.57,1.8,2.2,0.5,-3.052,4.368,-5.65,45,0,0.4927,MID
2158-12-01,2159-10-31,09165001764,8.17,9.43,-5.04,15.02,0.3393,23.93,22.68,16.12,1.93,7.28,3.554,-1.277,9.95,88,0,0.4319,UNCERTAIN
2159-01-01,2159-11-30,09166001765,-6.63,58.44,4.99,22.79,0.0168,2.7,6.62,17.09,7.97,11.01,0.257,2.803,13.62,57,1,0.6654,MID
2159-02-01,2159-12-31,09167001766,37.23,16.98,-9.63,13.3,0.4588,42.46,15.08,14.56,5.91,0.48,-5.227,3.218,1.39,24,0,0.0934,EARLY
2159-03-01,2160-01-31,09168001767,-10.74,2.43,5.49,14.9,0.4192,3.42,0.84,4.93,9.76,12.62,-1.047,-2.804,-0.21,106,1,0.7475,DECLINING
2159-04-01,2160-02-29,09169001768,-3.78,34.84,0.41,-11.14,0.6854,7.84,15.33,13.01,27.44,2.97,4.661,-2.927,0.82,111,0,0.3442,EARLY
2159-05-01,2160-03-31,09170001769,37.27,1.25,3.89,3.18,0.278,1.96,25.13,4.12,32.26,6.07,2.284,-0.34,5.1,85,0,0.597,LATE
2159-06-01,2160-04-30,09171001770,27.29,51.68,39.92,11.16,0.8857,36.39,25.09,15.43,41.38,2.25,-3.896,-0.522,-13.58,7,0,0.0283,STABLE
