env_bio_reference_year,env_bio_member_state_iso2,env_bio_site_id,env_bio_natura2000_designation_code,env_bio_nuts_code,env_bio_habitat_code,env_bio_species_code,env_bio_site_area_ha,env_bio_conservation_status_code,env_bio_pressure_threat_code,env_bio_management_plan_flag,env_bio_restoration_actions_count,env_bio_invasive_species_presence_flag,env_bio_land_cover_corine_class,env_bio_water_body_status_code,env_bio_protected_area_connectivity_index,env_bio_ecosystem_services_index,env_bio_funding_eu_life_programme_eur,env_bio_data_source,env_bio_last_assessment_date
2008,DK,DK_N2K_001699,SPA,NL61,HAB_099,SP_1699,164514.84,U2,POLLUTION,0,28,0,321_NATURAL_GRASS,HIGH,0.1843,0.9125,5907286.01,EEA_NATURA2000,2010-01-08
2009,IE,IE_N2K_001700,SPA,PL932,HAB_100,SP_1700,223458.86,XX,INVASIVE_SPECIES,1,12,1,411_INLAND_WETLAND,UNKNOWN,0.4418,0.6942,20589412.05,LIFE_PROJECT_DATABASE,2010-01-21
2010,PL,PL_N2K_001701,SPA,CY338,HAB_101,SP_1701,126537.38,FV,FORESTRY,1,16,1,512_WATER,BAD,0.4925,0.7195,3531837.87,NATIONAL_HABITAT_REPORTING,2010-02-03
2011,AT,AT_N2K_001702,SPA,MT19,HAB_102,SP_1702,11402.94,U1,WATER_ABSTRACTION,1,9,0,111_URBAN,POOR,0.6232,0.4897,15285943.49,EEA_NATURA2000,2010-02-16
2012,EE,EE_N2K_001703,SPA,ES6,HAB_103,SP_1703,181383.97,U2,TOURISM_PRESSURE,1,3,0,211_ARABLE,MODERATE,0.6291,0.6327,13616714.66,LIFE_PROJECT_DATABASE,2010-03-01
2013,IT,IT_N2K_001704,SPA,CY454,HAB_104,SP_1704,28826.33,XX,CLIMATE_CHANGE,1,4,1,231_PASTURES,GOOD,0.5634,0.642,12927962.47,NATIONAL_HABITAT_REPORTING,2010-03-14
2014,PT,PT_N2K_001705,SPA,BE93,HAB_105,SP_1705,70777.31,FV,AGRI_INTENSIFICATION,0,4,0,311_BROADLEAVED,HIGH,0.6235,0.7993,8384377.03,EEA_NATURA2000,2010-03-27
2015,BE,BE_N2K_001706,SPA,FI804,HAB_106,SP_1706,136110.01,U1,URBANISATION,0,10,0,312_CONIFEROUS,UNKNOWN,0.7853,0.2457,4014263.89,LIFE_PROJECT_DATABASE,2010-04-09
2016,FI,FI_N2K_001707,SPA,SK7,HAB_107,SP_1707,38539.44,U2,POLLUTION,1,28,0,313_MIXED,BAD,0.0505,0.7007,27418867.42,NATIONAL_HABITAT_REPORTING,2010-04-22
2017,LV,LV_N2K_001708,SPA,BG665,HAB_108,SP_1708,140448.62,XX,INVASIVE_SPECIES,0,23,0,321_NATURAL_GRASS,POOR,0.7549,0.5481,1304108.59,EEA_NATURA2000,2010-05-05
2018,RO,RO_N2K_001709,SPA,CY811,HAB_109,SP_1709,46553.52,FV,FORESTRY,1,15,1,411_INLAND_WETLAND,MODERATE,0.4217,0.2602,2096080.74,LIFE_PROJECT_DATABASE,2010-05-18
2019,BG,BG_N2K_001710,SPA,AT23,HAB_110,SP_1710,39816.05,U1,WATER_ABSTRACTION,1,18,1,512_WATER,GOOD,0.3375,0.1241,25482987.25,NATIONAL_HABITAT_REPORTING,2010-05-31
2020,FR,FR_N2K_001711,SPA,DE57,HAB_111,SP_1711,49932.25,U2,TOURISM_PRESSURE,1,25,0,111_URBAN,HIGH,0.3698,0.1904,26140379.73,EEA_NATURA2000,2010-06-13
2021,LT,LT_N2K_001712,SPA,LT73,HAB_112,SP_1712,56253.84,XX,CLIMATE_CHANGE,1,14,0,211_ARABLE,UNKNOWN,0.6525,0.4633,19658778.09,LIFE_PROJECT_DATABASE,2010-06-26
2022,SK,SK_N2K_001713,SPA,CY2,HAB_113,SP_1713,53430.97,FV,AGRI_INTENSIFICATION,1,14,0,231_PASTURES,BAD,0.3757,0.5529,15233909.03,NATIONAL_HABITAT_REPORTING,2010-07-09
2023,HR,HR_N2K_001714,SPA,SK273,HAB_114,SP_1714,179387.51,U1,URBANISATION,1,0,0,311_BROADLEAVED,POOR,0.8811,0.4156,23467987.52,EEA_NATURA2000,2010-07-22
2024,DE,DE_N2K_001715,SPA,LT242,HAB_115,SP_1715,112725.31,U2,POLLUTION,1,7,0,312_CONIFEROUS,MODERATE,0.4832,0.421,20904409.31,LIFE_PROJECT_DATABASE,2010-08-04
2025,LU,LU_N2K_001716,SPA,MT23,HAB_116,SP_1716,112514.93,XX,INVASIVE_SPECIES,1,23,1,313_MIXED,GOOD,0.6571,0.2929,10823388.33,NATIONAL_HABITAT_REPORTING,2010-08-17
2000,SI,SI_N2K_001717,SPA,GR78,HAB_117,SP_1717,97377.23,FV,FORESTRY,1,28,1,321_NATURAL_GRASS,HIGH,0.386,0.2924,3697326.48,EEA_NATURA2000,2010-08-30
2001,CY,CY_N2K_001718,SPA,MT5,HAB_118,SP_1718,171459.22,U1,WATER_ABSTRACTION,1,4,1,411_INLAND_WETLAND,UNKNOWN,0.3111,0.201,23191848.12,LIFE_PROJECT_DATABASE,2010-09-12
2002,GR,GR_N2K_001719,SPA,AT262,HAB_119,SP_1719,240075.37,U2,TOURISM_PRESSURE,1,17,0,512_WATER,BAD,0.9396,0.6896,23271090.15,NATIONAL_HABITAT_REPORTING,2010-09-25
2003,MT,MT_N2K_001720,SPA,CY33,HAB_120,SP_1720,200156.54,XX,CLIMATE_CHANGE,1,21,0,111_URBAN,POOR,0.9274,0.8258,30911975.95,EEA_NATURA2000,2010-10-08
2004,ES,ES_N2K_001721,SPA,PT91,HAB_121,SP_1721,191150.27,FV,AGRI_INTENSIFICATION,1,3,0,211_ARABLE,MODERATE,0.1427,0.7677,1542761.77,LIFE_PROJECT_DATABASE,2010-10-21
2005,CZ,CZ_N2K_001722,SPA,LV95,HAB_122,SP_1722,222559.65,U1,URBANISATION,1,8,0,231_PASTURES,GOOD,0.2988,0.382,15548064.38,NATIONAL_HABITAT_REPORTING,2010-11-03
2006,HU,HU_N2K_001723,SPA,IT487,HAB_123,SP_1723,32951.17,U2,POLLUTION,0,10,0,311_BROADLEAVED,HIGH,0.7222,0.6234,15632320.34,EEA_NATURA2000,2010-11-16
2007,NL,NL_N2K_001724,SPA,CY588,HAB_124,SP_1724,136962.86,XX,INVASIVE_SPECIES,0,3,1,312_CONIFEROUS,UNKNOWN,0.891,0.1921,17711514.29,LIFE_PROJECT_DATABASE,2010-11-29
2008,SE,SE_N2K_001725,SPA,SI7,HAB_125,SP_1725,167660.34,FV,FORESTRY,1,9,1,313_MIXED,BAD,0.1957,0.7323,21036689.86,NATIONAL_HABITAT_REPORTING,2010-12-12
2009,DK,DK_N2K_001726,SPA,BE206,HAB_126,SP_1726,33375.93,U1,WATER_ABSTRACTION,1,21,0,321_NATURAL_GRASS,POOR,0.2955,0.8997,21154099.54,EEA_NATURA2000,2010-12-25
2010,IE,IE_N2K_001727,SPA,HR861,HAB_127,SP_1727,229661.08,U2,TOURISM_PRESSURE,1,13,0,411_INLAND_WETLAND,MODERATE,0.527,0.8677,2913298.98,LIFE_PROJECT_DATABASE,2011-01-07
2011,PL,PL_N2K_001728,SPA,SE8,HAB_128,SP_1728,86614.05,XX,CLIMATE_CHANGE,0,15,0,512_WATER,GOOD,0.6378,0.173,13842561.44,NATIONAL_HABITAT_REPORTING,2011-01-20
2012,AT,AT_N2K_001729,SPA,NL4,HAB_129,SP_1729,49943.06,FV,AGRI_INTENSIFICATION,1,21,1,111_URBAN,HIGH,0.1479,0.5272,724820.77,EEA_NATURA2000,2011-02-02
2013,EE,EE_N2K_001730,SPA,LU637,HAB_130,SP_1730,187734.73,U1,URBANISATION,0,8,0,211_ARABLE,UNKNOWN,0.8636,0.7644,1444673.23,LIFE_PROJECT_DATABASE,2011-02-15
2014,IT,IT_N2K_001731,SPA,IT215,HAB_131,SP_1731,194356.71,U2,POLLUTION,0,21,0,231_PASTURES,BAD,0.3558,0.7719,13728170.86,NATIONAL_HABITAT_REPORTING,2011-02-28
2015,PT,PT_N2K_001732,SPA,IT3,HAB_132,SP_1732,203418.31,XX,INVASIVE_SPECIES,1,19,0,311_BROADLEAVED,POOR,0.5598,0.4749,2611886.29,EEA_NATURA2000,2011-03-13
2016,BE,BE_N2K_001733,SPA,IT932,HAB_133,SP_1733,166550.5,FV,FORESTRY,1,6,1,312_CONIFEROUS,MODERATE,0.4878,0.6266,33304978.97,LIFE_PROJECT_DATABASE,2011-03-26
2017,FI,FI_N2K_001734,SPA,BE7,HAB_134,SP_1734,151411.62,U1,WATER_ABSTRACTION,1,8,0,313_MIXED,GOOD,0.4051,0.5819,3584852.46,NATIONAL_HABITAT_REPORTING,2011-04-08
2018,LV,LV_N2K_001735,SPA,BG3,HAB_135,SP_1735,145585.83,U2,TOURISM_PRESSURE,1,9,0,321_NATURAL_GRASS,HIGH,0.3663,0.606,10534292.58,EEA_NATURA2000,2011-04-21
2019,RO,RO_N2K_001736,SPA,IE874,HAB_136,SP_1736,243791.41,XX,CLIMATE_CHANGE,0,6,1,411_INLAND_WETLAND,UNKNOWN,0.2265,0.2924,5631904.15,LIFE_PROJECT_DATABASE,2011-05-04
2020,BG,BG_N2K_001737,SPA,ES79,HAB_137,SP_1737,112641.62,FV,AGRI_INTENSIFICATION,1,27,0,512_WATER,BAD,0.5585,0.4847,5904147.16,NATIONAL_HABITAT_REPORTING,2011-05-17
2021,FR,FR_N2K_001738,SPA,EE8,HAB_138,SP_1738,173479.92,U1,URBANISATION,0,11,1,111_URBAN,POOR,0.723,0.5232,6442400.59,EEA_NATURA2000,2011-05-30
2022,LT,LT_N2K_001739,SPA,IT505,HAB_139,SP_1739,240788.88,U2,POLLUTION,1,4,0,211_ARABLE,MODERATE,0.1067,0.8096,1031483.05,LIFE_PROJECT_DATABASE,2011-06-12
2023,SK,SK_N2K_001740,SPA,FI5,HAB_140,SP_1740,28362.89,XX,INVASIVE_SPECIES,0,27,0,231_PASTURES,GOOD,0.6036,0.1654,11299016.2,NATIONAL_HABITAT_REPORTING,2011-06-25
2024,HR,HR_N2K_001741,SPA,NL81,HAB_141,SP_1741,40490.31,FV,FORESTRY,1,20,0,311_BROADLEAVED,HIGH,0.1464,0.1337,24683883.36,EEA_NATURA2000,2011-07-08
2025,DE,DE_N2K_001742,SPA,BG95,HAB_142,SP_1742,70971.23,U1,WATER_ABSTRACTION,0,17,1,312_CONIFEROUS,UNKNOWN,0.0624,0.3432,10384841.2,LIFE_PROJECT_DATABASE,2011-07-21
2000,LU,LU_N2K_001743,SPA,LV246,HAB_143,SP_1743,214859.77,U2,TOURISM_PRESSURE,1,4,1,313_MIXED,BAD,0.9544,0.224,20409244.43,NATIONAL_HABITAT_REPORTING,2011-08-03
2001,SI,SI_N2K_001744,SPA,MT7,HAB_144,SP_1744,22151.54,XX,CLIMATE_CHANGE,1,11,0,321_NATURAL_GRASS,POOR,0.7783,0.2562,29258725.96,EEA_NATURA2000,2011-08-16
2002,CY,CY_N2K_001745,SPA,PL27,HAB_145,SP_1745,18307.61,FV,AGRI_INTENSIFICATION,0,20,1,411_INLAND_WETLAND,MODERATE,0.399,0.6367,7341390.33,LIFE_PROJECT_DATABASE,2011-08-29
2003,GR,GR_N2K_001746,SPA,MT8,HAB_146,SP_1746,186139.59,U1,URBANISATION,1,19,0,512_WATER,GOOD,0.2918,0.5403,12499873.45,NATIONAL_HABITAT_REPORTING,2011-09-11
2004,MT,MT_N2K_001747,SPA,SE349,HAB_147,SP_1747,17041.52,U2,POLLUTION,0,23,1,111_URBAN,HIGH,0.1334,0.2702,16167024.33,EEA_NATURA2000,2011-09-24
2005,ES,ES_N2K_001748,SPA,CZ7,HAB_148,SP_1748,73174.14,XX,INVASIVE_SPECIES,0,18,1,211_ARABLE,UNKNOWN,0.5257,0.8861,673218.97,LIFE_PROJECT_DATABASE,2011-10-07
2006,CZ,CZ_N2K_001749,SPA,MT3,HAB_149,SP_1749,210662.95,FV,FORESTRY,0,7,0,231_PASTURES,BAD,0.242,0.4563,9057818.05,NATIONAL_HABITAT_REPORTING,2011-10-20
2007,HU,HU_N2K_001750,SPA,BE269,HAB_150,SP_1750,16913.51,U1,WATER_ABSTRACTION,1,4,0,311_BROADLEAVED,POOR,0.2898,0.4233,29467859.29,EEA_NATURA2000,2011-11-02
2008,NL,NL_N2K_001751,SPA,CZ685,HAB_151,SP_1751,72334.45,U2,TOURISM_PRESSURE,1,19,0,312_CONIFEROUS,MODERATE,0.2889,0.1261,31510547.32,LIFE_PROJECT_DATABASE,2011-11-15
2009,SE,SE_N2K_001752,SPA,IE8,HAB_152,SP_1752,93647.6,XX,CLIMATE_CHANGE,1,0,1,313_MIXED,GOOD,0.5099,0.2904,10018065.67,NATIONAL_HABITAT_REPORTING,2011-11-28
2010,DK,DK_N2K_001753,SPA,GR60,HAB_153,SP_1753,90717.04,FV,AGRI_INTENSIFICATION,1,0,0,321_NATURAL_GRASS,HIGH,0.0996,0.5828,15755582.44,EEA_NATURA2000,2011-12-11
2011,IE,IE_N2K_001754,SPA,HU496,HAB_154,SP_1754,75938.4,U1,URBANISATION,1,19,1,411_INLAND_WETLAND,UNKNOWN,0.5492,0.8166,29825558.09,LIFE_PROJECT_DATABASE,2011-12-24
2012,PL,PL_N2K_001755,SPA,AT97,HAB_155,SP_1755,119447.77,U2,POLLUTION,0,28,0,512_WATER,BAD,0.2628,0.7099,3243794.36,NATIONAL_HABITAT_REPORTING,2012-01-06
2013,AT,AT_N2K_001756,SPA,SK628,HAB_156,SP_1756,99061.12,XX,INVASIVE_SPECIES,0,28,0,111_URBAN,POOR,0.7333,0.1937,9686012.43,EEA_NATURA2000,2012-01-19
2014,EE,EE_N2K_001757,SPA,PL840,HAB_157,SP_1757,89014.07,FV,FORESTRY,1,8,1,211_ARABLE,MODERATE,0.7152,0.365,20390091.21,LIFE_PROJECT_DATABASE,2012-02-01
2015,IT,IT_N2K_001758,SPA,LU58,HAB_158,SP_1758,235683.02,U1,WATER_ABSTRACTION,1,11,0,231_PASTURES,GOOD,0.5945,0.4756,6143162.5,NATIONAL_HABITAT_REPORTING,2012-02-14
2016,PT,PT_N2K_001759,SPA,LT969,HAB_159,SP_1759,5511.23,U2,TOURISM_PRESSURE,0,22,1,311_BROADLEAVED,HIGH,0.8353,0.5857,14811066.49,EEA_NATURA2000,2012-02-27
2017,BE,BE_N2K_001760,SPA,DE55,HAB_160,SP_1760,33338.24,XX,CLIMATE_CHANGE,0,22,0,312_CONIFEROUS,UNKNOWN,0.8706,0.386,2200537.08,LIFE_PROJECT_DATABASE,2012-03-11
2018,FI,FI_N2K_001761,SPA,FI57,HAB_161,SP_1761,127719.1,FV,AGRI_INTENSIFICATION,1,11,0,313_MIXED,BAD,0.6841,0.4443,15200476.73,NATIONAL_HABITAT_REPORTING,2012-03-24
2019,LV,LV_N2K_001762,SPA,CZ25,HAB_162,SP_1762,189077.35,U1,URBANISATION,1,22,0,321_NATURAL_GRASS,POOR,0.4565,0.9456,18230452.22,EEA_NATURA2000,2012-04-06
2020,RO,RO_N2K_001763,SPA,SI6,HAB_163,SP_1763,31756.93,U2,POLLUTION,1,18,1,411_INLAND_WETLAND,MODERATE,0.9762,0.5994,25867007.77,LIFE_PROJECT_DATABASE,2012-04-19
2021,BG,BG_N2K_001764,SPA,DK167,HAB_164,SP_1764,99311.09,XX,INVASIVE_SPECIES,0,3,0,512_WATER,GOOD,0.4519,0.2384,3228015.25,NATIONAL_HABITAT_REPORTING,2012-05-02
2022,FR,FR_N2K_001765,SPA,PL413,HAB_165,SP_1765,121178.14,FV,FORESTRY,0,3,0,111_URBAN,HIGH,0.0539,0.3469,18509952.09,EEA_NATURA2000,2012-05-15
2023,LT,LT_N2K_001766,SPA,EE407,HAB_166,SP_1766,209153.0,U1,WATER_ABSTRACTION,1,28,0,211_ARABLE,UNKNOWN,0.9235,0.1709,1080682.48,LIFE_PROJECT_DATABASE,2012-05-28
2024,SK,SK_N2K_001767,SPA,SE260,HAB_167,SP_1767,164676.24,U2,TOURISM_PRESSURE,0,33,1,231_PASTURES,BAD,0.6978,0.6419,10489401.13,NATIONAL_HABITAT_REPORTING,2012-06-10
2025,HR,HR_N2K_001768,SPA,PL5,HAB_168,SP_1768,233079.37,XX,CLIMATE_CHANGE,1,19,1,311_BROADLEAVED,POOR,0.1935,0.511,17348703.71,EEA_NATURA2000,2012-06-23
2000,DE,DE_N2K_001769,SPA,FI94,HAB_169,SP_1769,132034.58,FV,AGRI_INTENSIFICATION,1,4,1,312_CONIFEROUS,MODERATE,0.7997,0.9352,32679508.6,LIFE_PROJECT_DATABASE,2012-07-06
2001,LU,LU_N2K_001770,SPA,RO928,HAB_170,SP_1770,47651.15,U1,URBANISATION,0,15,1,313_MIXED,GOOD,0.8677,0.8548,13597986.67,NATIONAL_HABITAT_REPORTING,2012-07-19
2002,SI,SI_N2K_001771,SPA,BG88,HAB_171,SP_1771,54543.53,U2,POLLUTION,0,7,1,321_NATURAL_GRASS,HIGH,0.7081,0.7375,2443267.76,EEA_NATURA2000,2012-08-01
2003,CY,CY_N2K_001772,SPA,IE5,HAB_172,SP_1772,173725.98,XX,INVASIVE_SPECIES,1,3,0,411_INLAND_WETLAND,UNKNOWN,0.8359,0.2219,19172304.3,LIFE_PROJECT_DATABASE,2012-08-14
2004,GR,GR_N2K_001773,SPA,HR594,HAB_173,SP_1773,124299.37,FV,FORESTRY,1,19,1,512_WATER,BAD,0.1207,0.767,1365715.45,NATIONAL_HABITAT_REPORTING,2012-08-27
2005,MT,MT_N2K_001774,SPA,LU429,HAB_174,SP_1774,194789.56,U1,WATER_ABSTRACTION,1,21,0,111_URBAN,POOR,0.1091,0.7385,28176697.73,EEA_NATURA2000,2012-09-09
2006,ES,ES_N2K_001775,SPA,SE87,HAB_175,SP_1775,172767.02,U2,TOURISM_PRESSURE,0,13,0,211_ARABLE,MODERATE,0.6954,0.7194,8640257.3,LIFE_PROJECT_DATABASE,2012-09-22
2007,CZ,CZ_N2K_001776,SPA,ES3,HAB_176,SP_1776,90.06,XX,CLIMATE_CHANGE,1,15,0,231_PASTURES,GOOD,0.1204,0.2835,22212848.04,NATIONAL_HABITAT_REPORTING,2012-10-05
2008,HU,HU_N2K_001777,SPA,PT866,HAB_177,SP_1777,93724.83,FV,AGRI_INTENSIFICATION,1,22,0,311_BROADLEAVED,HIGH,0.2736,0.7097,21137979.03,EEA_NATURA2000,2012-10-18
2009,NL,NL_N2K_001778,SPA,RO65,HAB_178,SP_1778,74189.11,U1,URBANISATION,1,22,1,312_CONIFEROUS,UNKNOWN,0.856,0.6306,28305167.1,LIFE_PROJECT_DATABASE,2012-10-31
2010,SE,SE_N2K_001779,SPA,SI83,HAB_179,SP_1779,147830.46,U2,POLLUTION,1,19,0,313_MIXED,BAD,0.1044,0.4295,15453512.92,NATIONAL_HABITAT_REPORTING,2012-11-13
2011,DK,DK_N2K_001780,SPA,FI66,HAB_180,SP_1780,129219.01,XX,INVASIVE_SPECIES,1,13,0,321_NATURAL_GRASS,POOR,0.8533,0.9052,31165425.67,EEA_NATURA2000,2012-11-26
2012,IE,IE_N2K_001781,SPA,MT194,HAB_181,SP_1781,94954.14,FV,FORESTRY,1,4,0,411_INLAND_WETLAND,MODERATE,0.128,0.4292,9997495.72,LIFE_PROJECT_DATABASE,2012-12-09
2013,PL,PL_N2K_001782,SPA,LU360,HAB_182,SP_1782,203512.21,U1,WATER_ABSTRACTION,1,19,0,512_WATER,GOOD,0.948,0.3466,31581187.7,NATIONAL_HABITAT_REPORTING,2012-12-22
2014,AT,AT_N2K_001783,SPA,PL234,HAB_183,SP_1783,60404.7,U2,TOURISM_PRESSURE,1,27,0,111_URBAN,HIGH,0.6803,0.4397,2078502.01,EEA_NATURA2000,2013-01-04
2015,EE,EE_N2K_001784,SPA,FI1,HAB_184,SP_1784,155389.92,XX,CLIMATE_CHANGE,1,18,0,211_ARABLE,UNKNOWN,0.5284,0.548,13116622.17,LIFE_PROJECT_DATABASE,2013-01-17
2016,IT,IT_N2K_001785,SPA,MT1,HAB_185,SP_1785,239335.03,FV,AGRI_INTENSIFICATION,0,16,0,231_PASTURES,BAD,0.6858,0.6445,12878768.69,NATIONAL_HABITAT_REPORTING,2013-01-30
2017,PT,PT_N2K_001786,SPA,DE2,HAB_186,SP_1786,15704.18,U1,URBANISATION,1,33,1,311_BROADLEAVED,POOR,0.4858,0.6389,25168919.33,EEA_NATURA2000,2013-02-12
2018,BE,BE_N2K_001787,SPA,LT468,HAB_187,SP_1787,206442.89,U2,POLLUTION,1,19,0,312_CONIFEROUS,MODERATE,0.1984,0.4982,24189043.15,LIFE_PROJECT_DATABASE,2013-02-25
2019,FI,FI_N2K_001788,SPA,NL9,HAB_188,SP_1788,26415.37,XX,INVASIVE_SPECIES,0,12,0,313_MIXED,GOOD,0.3221,0.4279,13593356.39,NATIONAL_HABITAT_REPORTING,2013-03-10
2020,LV,LV_N2K_001789,SPA,HR96,HAB_189,SP_1789,206770.37,FV,FORESTRY,1,15,1,321_NATURAL_GRASS,HIGH,0.8715,0.4549,22543033.34,EEA_NATURA2000,2013-03-23
2021,RO,RO_N2K_001790,SPA,DK304,HAB_190,SP_1790,245389.2,U1,WATER_ABSTRACTION,1,3,0,411_INLAND_WETLAND,UNKNOWN,0.6327,0.4445,23544493.91,LIFE_PROJECT_DATABASE,2013-04-05
2022,BG,BG_N2K_001791,SPA,GR496,HAB_191,SP_1791,8185.74,U2,TOURISM_PRESSURE,1,19,0,512_WATER,BAD,0.9687,0.3685,6394882.34,NATIONAL_HABITAT_REPORTING,2013-04-18
2023,FR,FR_N2K_001792,SPA,ES621,HAB_192,SP_1792,140202.17,XX,CLIMATE_CHANGE,1,23,0,111_URBAN,POOR,0.87,0.2016,6855625.39,EEA_NATURA2000,2013-05-01
2024,LT,LT_N2K_001793,SPA,CZ854,HAB_193,SP_1793,190567.72,FV,AGRI_INTENSIFICATION,1,11,1,211_ARABLE,MODERATE,0.9728,0.3182,2002062.95,LIFE_PROJECT_DATABASE,2013-05-14
2025,SK,SK_N2K_001794,SPA,FR50,HAB_194,SP_1794,142501.2,U1,URBANISATION,1,12,0,231_PASTURES,GOOD,0.9704,0.2212,11833600.7,NATIONAL_HABITAT_REPORTING,2013-05-27
2000,HR,HR_N2K_001795,SPA,HR627,HAB_195,SP_1795,9738.29,U2,POLLUTION,0,24,1,311_BROADLEAVED,HIGH,0.445,0.8272,3056737.39,EEA_NATURA2000,2013-06-09
2001,DE,DE_N2K_001796,SPA,PT560,HAB_196,SP_1796,249315.73,XX,INVASIVE_SPECIES,0,22,0,312_CONIFEROUS,UNKNOWN,0.6615,0.1734,2067714.88,LIFE_PROJECT_DATABASE,2013-06-22
2002,LU,LU_N2K_001797,SPA,SE4,HAB_197,SP_1797,32614.14,FV,FORESTRY,1,16,0,313_MIXED,BAD,0.6813,0.3682,18871698.09,NATIONAL_HABITAT_REPORTING,2013-07-05
2003,SI,SI_N2K_001798,SPA,NL146,HAB_198,SP_1798,150932.18,U1,WATER_ABSTRACTION,1,33,0,321_NATURAL_GRASS,POOR,0.5518,0.9031,15005255.1,EEA_NATURA2000,2013-07-18
2004,CY,CY_N2K_001799,SPA,ES217,HAB_199,SP_1799,205707.82,U2,TOURISM_PRESSURE,1,10,0,411_INLAND_WETLAND,MODERATE,0.6052,0.5192,19162328.63,LIFE_PROJECT_DATABASE,2013-07-31
2005,GR,GR_N2K_001800,SPA,FI25,HAB_200,SP_1800,235580.77,XX,CLIMATE_CHANGE,0,10,0,512_WATER,GOOD,0.5545,0.6527,9224329.33,NATIONAL_HABITAT_REPORTING,2013-08-13
2006,MT,MT_N2K_001801,SPA,HU945,HAB_201,SP_1801,148475.83,FV,AGRI_INTENSIFICATION,1,21,0,111_URBAN,HIGH,0.8754,0.6553,20515121.91,EEA_NATURA2000,2013-08-26
2007,ES,ES_N2K_001802,SPA,FI987,HAB_202,SP_1802,7641.94,U1,URBANISATION,0,8,0,211_ARABLE,UNKNOWN,0.7213,0.9482,10430666.32,LIFE_PROJECT_DATABASE,2013-09-08
2008,CZ,CZ_N2K_001803,SPA,HU67,HAB_203,SP_1803,94822.37,U2,POLLUTION,1,1,0,231_PASTURES,BAD,0.2631,0.345,386829.04,NATIONAL_HABITAT_REPORTING,2013-09-21
2009,HU,HU_N2K_001804,SPA,HU82,HAB_204,SP_1804,131367.21,XX,INVASIVE_SPECIES,1,0,0,311_BROADLEAVED,POOR,0.3125,0.5841,7379505.05,EEA_NATURA2000,2013-10-04
2010,NL,NL_N2K_001805,SPA,GR679,HAB_205,SP_1805,4452.82,FV,FORESTRY,0,7,1,312_CONIFEROUS,MODERATE,0.648,0.3653,9753108.39,LIFE_PROJECT_DATABASE,2013-10-17
2011,SE,SE_N2K_001806,SPA,DE427,HAB_206,SP_1806,61867.76,U1,WATER_ABSTRACTION,1,15,1,313_MIXED,GOOD,0.9242,0.8767,8149058.5,NATIONAL_HABITAT_REPORTING,2013-10-30
2012,DK,DK_N2K_001807,SPA,IT72,HAB_207,SP_1807,43217.89,U2,TOURISM_PRESSURE,1,26,1,321_NATURAL_GRASS,HIGH,0.2127,0.3051,26455995.12,EEA_NATURA2000,2013-11-12
2013,IE,IE_N2K_001808,SPA,SK9,HAB_208,SP_1808,178853.22,XX,CLIMATE_CHANGE,0,9,1,411_INLAND_WETLAND,UNKNOWN,0.4413,0.7267,10817769.29,LIFE_PROJECT_DATABASE,2013-11-25
2014,PL,PL_N2K_001809,SPA,PT27,HAB_209,SP_1809,176689.34,FV,AGRI_INTENSIFICATION,0,5,0,512_WATER,BAD,0.5773,0.1387,2280024.06,NATIONAL_HABITAT_REPORTING,2013-12-08
2015,AT,AT_N2K_001810,SPA,LT578,HAB_210,SP_1810,166011.17,U1,URBANISATION,0,11,0,111_URBAN,POOR,0.8422,0.5153,10486258.49,EEA_NATURA2000,2013-12-21
2016,EE,EE_N2K_001811,SPA,BG895,HAB_211,SP_1811,51047.24,U2,POLLUTION,1,5,1,211_ARABLE,MODERATE,0.894,0.4494,2407699.74,LIFE_PROJECT_DATABASE,2014-01-03
2017,IT,IT_N2K_001812,SPA,LT30,HAB_212,SP_1812,151247.29,XX,INVASIVE_SPECIES,1,22,0,231_PASTURES,GOOD,0.2018,0.2043,12549713.37,NATIONAL_HABITAT_REPORTING,2014-01-16
2018,PT,PT_N2K_001813,SPA,HU84,HAB_213,SP_1813,215754.9,FV,FORESTRY,0,21,0,311_BROADLEAVED,HIGH,0.8394,0.5528,13034131.57,EEA_NATURA2000,2014-01-29
2019,BE,BE_N2K_001814,SPA,SI96,HAB_214,SP_1814,175050.04,U1,WATER_ABSTRACTION,1,1,0,312_CONIFEROUS,UNKNOWN,0.5616,0.3462,11089386.31,LIFE_PROJECT_DATABASE,2014-02-11
2020,FI,FI_N2K_001815,SPA,BE3,HAB_215,SP_1815,14256.55,U2,TOURISM_PRESSURE,1,10,1,313_MIXED,BAD,0.7569,0.1548,9360132.92,NATIONAL_HABITAT_REPORTING,2014-02-24
2021,LV,LV_N2K_001816,SPA,RO43,HAB_216,SP_1816,21271.86,XX,CLIMATE_CHANGE,0,28,0,321_NATURAL_GRASS,POOR,0.3502,0.1824,19586791.54,EEA_NATURA2000,2014-03-09
2022,RO,RO_N2K_001817,SPA,LV446,HAB_217,SP_1817,146820.62,FV,AGRI_INTENSIFICATION,1,24,0,411_INLAND_WETLAND,MODERATE,0.203,0.6167,29395070.43,LIFE_PROJECT_DATABASE,2014-03-22
2023,BG,BG_N2K_001818,SPA,BG80,HAB_218,SP_1818,27778.07,U1,URBANISATION,1,5,0,512_WATER,GOOD,0.218,0.6436,14230825.0,NATIONAL_HABITAT_REPORTING,2014-04-04
