house_sales_sale_month,house_sales_parcel_id_hash,house_sales_property_type_code,house_sales_sale_price_usd,house_sales_sale_price_per_sqft,house_sales_days_on_market,house_sales_list_to_sale_ratio,house_sales_mortgage_rate_at_sale,house_sales_loan_to_value_pct,house_sales_down_payment_pct,house_sales_buyer_type_code,house_sales_seller_type_code,house_sales_cash_sale_flag,house_sales_new_construction_flag,house_sales_renovation_flag,house_sales_assessed_value_usd,house_sales_taxable_value_usd,house_sales_school_quality_index,house_sales_neighborhood_walkscore,house_sales_recording_document_type
2149-08,PARC0000001700,MULTIFAMILY_2_4,128402,29.32,157,88.34,3.91,91.77,8.23,RELOCATING,INVESTOR,0,0,1,108922,96385,4.7,25.8,FORECLOSURE_DEED
2149-09,PARC0000001701,TOWNHOME,179251,80.78,47,111.25,6.315,84.28,15.72,FIRST_TIME,INDIVIDUAL,1,1,0,147402,119483,1.2,21.4,FORECLOSURE_DEED
2149-10,PARC0000001702,MULTIFAMILY_2_4,450187,100.18,36,99.05,7.869,51.57,48.43,OWNER_OCCUPANT,BUILDER,0,0,0,389315,303576,1.9,80.4,WARRANTY_DEED
2149-11,PARC0000001703,MULTIFAMILY_5P,507513,272.27,188,104.85,5.101,78.86,21.14,INVESTOR,ESTATE,1,0,0,436581,336654,2.9,18.7,WARRANTY_DEED
2149-12,PARC0000001704,SFH,322815,165.12,154,93.98,8.631,53.57,46.43,FIRST_TIME,INDIVIDUAL,0,0,0,287093,246940,5.7,5.6,SHERIFF_DEED
2150-01,PARC0000001705,MULTIFAMILY_2_4,333562,138.7,216,87.59,2.779,95.11,4.89,OWNER_OCCUPANT,BANK_REO,0,0,0,288185,281993,5.1,27.4,FORECLOSURE_DEED
2150-02,PARC0000001706,CONDO,402496,81.46,127,95.12,2.555,72.06,27.94,INSTITUTIONAL,BANK_REO,0,0,0,314118,305999,9.4,3.6,SHERIFF_DEED
2150-03,PARC0000001707,MULTIFAMILY_5P,65145,21.09,41,92.52,3.167,94.11,5.89,RELOCATING,INVESTOR,0,0,0,66734,52864,5.7,54.8,SHERIFF_DEED
2150-04,PARC0000001708,MANUFACTURED,640775,697.25,152,85.53,8.437,94.56,5.44,OWNER_OCCUPANT,BUILDER,0,0,0,561051,477177,6.0,2.4,QUITCLAIM
2150-05,PARC0000001709,MULTIFAMILY_2_4,220523,62.52,215,103.45,4.752,59.11,40.89,OWNER_OCCUPANT,INVESTOR,0,0,0,194268,164915,2.4,91.9,WARRANTY_DEED
2150-06,PARC0000001710,TOWNHOME,243152,64.98,159,88.21,6.65,62.03,37.97,RELOCATING,ESTATE,0,1,0,205951,185268,1.1,28.9,QUITCLAIM
2150-07,PARC0000001711,MULTIFAMILY_2_4,175843,147.52,177,98.27,8.176,72.29,27.71,FIRST_TIME,INDIVIDUAL,0,0,0,143512,118805,9.7,72.2,SHERIFF_DEED
2150-08,PARC0000001712,TOWNHOME,552705,298.6,87,89.13,4.772,83.84,16.16,INSTITUTIONAL,INDIVIDUAL,0,0,0,575379,438978,6.4,38.5,TRUST_DEED
2150-09,PARC0000001713,MANUFACTURED,199378,50.62,207,94.46,4.378,68.74,31.26,OWNER_OCCUPANT,BUILDER,0,0,0,166659,129706,4.5,16.7,TRUST_DEED
2150-10,PARC0000001714,TOWNHOME,171436,102.9,88,99.32,8.047,63.37,36.63,RELOCATING,INDIVIDUAL,0,0,0,158466,152082,3.9,14.3,FORECLOSURE_DEED
2150-11,PARC0000001715,CONDO,57640,42.6,130,105.03,5.086,86.8,13.2,INVESTOR,BUILDER,0,0,0,58242,48648,6.2,41.4,WARRANTY_DEED
2150-12,PARC0000001716,MULTIFAMILY_5P,462889,97.88,18,90.64,5.882,82.89,17.11,FIRST_TIME,BUILDER,1,0,0,421954,410135,7.4,54.9,QUITCLAIM
2151-01,PARC0000001717,MULTIFAMILY_5P,157231,49.95,65,106.25,5.101,70.63,29.37,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,122238,106653,6.9,69.5,TRUST_DEED
2151-02,PARC0000001718,TOWNHOME,379946,191.7,19,88.96,3.611,81.01,18.99,OWNER_OCCUPANT,ESTATE,0,0,0,357104,297613,2.7,7.9,WARRANTY_DEED
2151-03,PARC0000001719,SFH,486597,527.19,46,101.67,5.864,70.91,29.09,INVESTOR,BUILDER,0,0,0,490389,414369,2.8,44.4,WARRANTY_DEED
2151-04,PARC0000001720,MANUFACTURED,167785,34.2,116,86.48,4.399,81.29,18.71,RELOCATING,INVESTOR,0,0,0,124443,99048,6.2,30.5,FORECLOSURE_DEED
2151-05,PARC0000001721,MULTIFAMILY_5P,214606,84.69,23,97.35,3.543,51.14,48.86,OWNER_OCCUPANT,INVESTOR,1,0,0,189124,184725,9.9,85.1,TRUST_DEED
2151-06,PARC0000001722,MULTIFAMILY_5P,642339,203.98,167,99.12,2.613,64.01,35.99,INVESTOR,BANK_REO,0,0,0,614527,588781,8.1,97.8,WARRANTY_DEED
2151-07,PARC0000001723,MANUFACTURED,521427,151.53,28,103.64,8.461,81.72,18.28,FIRST_TIME,BANK_REO,1,0,0,405186,357237,7.8,45.9,FORECLOSURE_DEED
2151-08,PARC0000001724,CONDO,527512,104.5,170,105.39,4.708,50.07,49.93,INSTITUTIONAL,INVESTOR,1,0,1,441545,377507,6.0,94.6,FORECLOSURE_DEED
2151-09,PARC0000001725,TOWNHOME,299776,61.4,48,102.26,6.591,87.33,12.67,RELOCATING,ESTATE,0,0,0,271250,266035,5.3,83.2,SHERIFF_DEED
2151-10,PARC0000001726,MANUFACTURED,309468,95.72,84,92.24,8.137,60.83,39.17,INSTITUTIONAL,ESTATE,0,0,0,230321,187532,9.4,97.8,QUITCLAIM
2151-11,PARC0000001727,MULTIFAMILY_5P,207920,58.19,204,95.77,6.787,58.67,41.33,INSTITUTIONAL,BANK_REO,0,1,0,191718,186220,9.3,61.7,FORECLOSURE_DEED
2151-12,PARC0000001728,MULTIFAMILY_2_4,236280,67.18,104,111.76,4.613,63.52,36.48,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,197523,188383,5.0,66.5,WARRANTY_DEED
2152-01,PARC0000001729,TOWNHOME,396154,119.97,111,88.82,6.798,80.8,19.2,INSTITUTIONAL,BUILDER,0,0,0,367966,319448,2.9,81.1,FORECLOSURE_DEED
2152-02,PARC0000001730,MANUFACTURED,524808,224.56,136,89.53,6.779,76.78,23.22,OWNER_OCCUPANT,INVESTOR,0,0,0,434628,432968,4.9,78.6,SHERIFF_DEED
2152-03,PARC0000001731,TOWNHOME,790476,627.36,131,93.79,8.632,67.43,32.57,INSTITUTIONAL,INVESTOR,1,0,0,734739,718360,1.8,45.6,SHERIFF_DEED
2152-04,PARC0000001732,MANUFACTURED,268945,79.64,45,109.32,5.698,95.91,4.09,INVESTOR,INVESTOR,1,1,1,204818,157221,4.1,4.2,FORECLOSURE_DEED
2152-05,PARC0000001733,MULTIFAMILY_2_4,253144,106.23,191,97.89,8.047,94.61,5.39,OWNER_OCCUPANT,ESTATE,0,0,0,186962,156917,3.4,11.3,FORECLOSURE_DEED
2152-06,PARC0000001734,CONDO,943051,294.7,48,90.17,5.401,74.74,25.26,RELOCATING,BUILDER,0,0,0,959746,824644,6.5,64.8,QUITCLAIM
2152-07,PARC0000001735,TOWNHOME,278674,151.7,204,101.78,6.608,56.62,43.38,FIRST_TIME,INDIVIDUAL,0,0,0,200467,177223,2.0,88.7,TRUST_DEED
2152-08,PARC0000001736,SFH,122861,52.59,50,99.2,8.75,66.66,33.34,RELOCATING,BUILDER,0,0,0,126968,96097,3.6,45.7,TRUST_DEED
2152-09,PARC0000001737,SFH,414091,119.47,184,86.88,2.26,78.13,21.87,OWNER_OCCUPANT,BANK_REO,0,0,0,353784,274822,2.9,99.0,QUITCLAIM
2152-10,PARC0000001738,SFH,95318,56.5,29,85.97,4.463,73.86,26.14,OWNER_OCCUPANT,ESTATE,1,0,0,92194,73476,6.1,96.1,FORECLOSURE_DEED
2152-11,PARC0000001739,MULTIFAMILY_5P,313307,79.14,65,97.36,8.068,80.04,19.96,INSTITUTIONAL,INVESTOR,0,0,0,263106,254415,2.1,38.9,FORECLOSURE_DEED
2152-12,PARC0000001740,CONDO,186229,110.52,147,86.81,3.999,92.9,7.1,OWNER_OCCUPANT,INVESTOR,0,0,0,152755,146631,9.5,50.7,QUITCLAIM
2153-01,PARC0000001741,CONDO,361814,477.96,129,110.49,5.53,87.62,12.38,FIRST_TIME,BANK_REO,0,0,1,372465,345031,9.6,37.4,SHERIFF_DEED
2153-02,PARC0000001742,MULTIFAMILY_5P,177195,150.93,155,110.36,8.256,56.5,43.5,RELOCATING,INVESTOR,0,0,0,133791,120882,9.9,62.0,SHERIFF_DEED
2153-03,PARC0000001743,MULTIFAMILY_5P,396367,95.37,159,93.86,5.463,88.18,11.82,OWNER_OCCUPANT,BANK_REO,0,0,1,334962,324150,6.0,61.9,WARRANTY_DEED
2153-04,PARC0000001744,CONDO,161692,64.09,165,90.67,5.779,83.04,16.96,INSTITUTIONAL,BANK_REO,0,1,0,135357,126019,4.9,94.1,QUITCLAIM
2153-05,PARC0000001745,MULTIFAMILY_5P,199521,124.62,23,96.11,5.027,72.26,27.74,INSTITUTIONAL,BANK_REO,0,0,1,208657,157255,3.0,9.3,WARRANTY_DEED
2153-06,PARC0000001746,MANUFACTURED,651432,135.8,212,111.06,8.124,65.1,34.9,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,544784,420255,3.1,89.1,SHERIFF_DEED
2153-07,PARC0000001747,SFH,231371,65.08,108,110.48,3.274,89.65,10.35,INVESTOR,INVESTOR,1,0,0,209067,173298,2.5,97.2,WARRANTY_DEED
2153-08,PARC0000001748,SFH,308546,79.09,151,108.16,5.898,50.24,49.76,INSTITUTIONAL,BANK_REO,0,0,0,300973,256276,3.7,48.3,WARRANTY_DEED
2153-09,PARC0000001749,MULTIFAMILY_5P,155604,99.62,23,97.09,3.938,63.68,36.32,INVESTOR,INDIVIDUAL,0,0,0,126808,106503,5.4,44.7,QUITCLAIM
2153-10,PARC0000001750,SFH,257050,93.03,214,108.95,8.431,67.03,32.97,INSTITUTIONAL,BUILDER,0,0,0,265204,244344,8.0,71.4,SHERIFF_DEED
2153-11,PARC0000001751,CONDO,199653,59.33,129,111.7,3.986,66.56,33.44,INVESTOR,BUILDER,0,0,0,142697,108630,4.7,12.8,SHERIFF_DEED
2153-12,PARC0000001752,MULTIFAMILY_2_4,307174,105.59,158,89.6,7.588,50.74,49.26,RELOCATING,ESTATE,0,0,1,277335,263192,5.2,42.6,WARRANTY_DEED
2154-01,PARC0000001753,MANUFACTURED,261790,300.91,197,109.62,4.698,86.09,13.91,INVESTOR,ESTATE,0,0,0,258876,234135,8.8,74.2,QUITCLAIM
2154-02,PARC0000001754,MANUFACTURED,172848,41.93,67,105.08,8.006,68.52,31.48,INVESTOR,BUILDER,0,0,0,148023,134001,6.9,97.2,QUITCLAIM
2154-03,PARC0000001755,TOWNHOME,145912,66.11,82,92.46,3.515,95.35,4.65,OWNER_OCCUPANT,INVESTOR,0,0,0,118049,94845,8.7,36.7,QUITCLAIM
2154-04,PARC0000001756,MULTIFAMILY_5P,602249,163.48,202,92.88,4.334,83.29,16.71,INSTITUTIONAL,INDIVIDUAL,0,0,0,470711,441294,4.9,44.7,WARRANTY_DEED
2154-05,PARC0000001757,MULTIFAMILY_2_4,184883,42.71,91,102.98,4.217,65.36,34.64,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,193257,157959,8.5,46.0,FORECLOSURE_DEED
2154-06,PARC0000001758,MANUFACTURED,263797,78.56,195,98.83,3.386,63.13,36.87,RELOCATING,ESTATE,0,0,0,221666,175076,3.7,29.3,FORECLOSURE_DEED
2154-07,PARC0000001759,MULTIFAMILY_5P,411600,115.78,170,85.99,2.513,87.11,12.89,INVESTOR,BUILDER,0,1,0,319173,281727,9.1,43.1,FORECLOSURE_DEED
2154-08,PARC0000001760,MULTIFAMILY_5P,616577,802.83,103,109.06,6.083,81.24,18.76,INVESTOR,INDIVIDUAL,0,0,0,443547,401644,3.5,36.0,TRUST_DEED
2154-09,PARC0000001761,CONDO,562522,153.19,133,105.46,4.086,52.23,47.77,RELOCATING,INVESTOR,0,0,0,404260,341809,3.4,22.5,WARRANTY_DEED
2154-10,PARC0000001762,MULTIFAMILY_5P,394784,98.67,171,111.36,3.933,51.86,48.14,RELOCATING,BANK_REO,1,0,0,306488,303872,5.5,49.9,FORECLOSURE_DEED
2154-11,PARC0000001763,TOWNHOME,218757,53.11,14,85.61,2.395,51.62,48.38,INVESTOR,BUILDER,0,0,0,159468,148656,4.0,17.2,WARRANTY_DEED
2154-12,PARC0000001764,CONDO,524392,162.8,193,110.3,8.251,55.98,44.02,INSTITUTIONAL,ESTATE,0,0,0,513589,473094,5.4,57.9,SHERIFF_DEED
2155-01,PARC0000001765,TOWNHOME,1005086,326.01,113,109.4,8.408,58.34,41.66,OWNER_OCCUPANT,ESTATE,0,1,0,706345,683926,1.7,22.6,FORECLOSURE_DEED
2155-02,PARC0000001766,CONDO,689858,150.03,87,91.03,7.644,88.83,11.17,FIRST_TIME,INVESTOR,0,0,0,506517,505208,5.1,94.9,QUITCLAIM
2155-03,PARC0000001767,SFH,179517,39.48,28,95.99,2.978,65.21,34.79,INSTITUTIONAL,INVESTOR,0,0,1,166004,142383,6.0,34.2,WARRANTY_DEED
2155-04,PARC0000001768,TOWNHOME,197580,55.91,190,95.0,8.03,66.05,33.95,RELOCATING,INVESTOR,0,0,0,163821,148897,2.5,92.8,WARRANTY_DEED
2155-05,PARC0000001769,TOWNHOME,347754,219.54,205,91.34,7.493,54.29,45.71,RELOCATING,INDIVIDUAL,0,0,0,318432,295254,2.3,85.8,TRUST_DEED
2155-06,PARC0000001770,MULTIFAMILY_2_4,409966,226.88,3,101.27,3.379,64.82,35.18,INVESTOR,BANK_REO,0,0,0,318041,293105,3.0,58.5,FORECLOSURE_DEED
2155-07,PARC0000001771,MANUFACTURED,202031,48.05,45,86.06,5.947,65.4,34.6,INSTITUTIONAL,INDIVIDUAL,1,0,0,197555,152771,6.1,59.8,FORECLOSURE_DEED
2155-08,PARC0000001772,SFH,183990,85.46,4,96.92,3.558,64.69,35.31,FIRST_TIME,INDIVIDUAL,0,1,0,153553,125052,7.7,24.7,SHERIFF_DEED
2155-09,PARC0000001773,TOWNHOME,397515,147.61,103,96.48,6.919,55.52,44.48,INVESTOR,INVESTOR,0,0,0,348922,323957,2.1,36.3,TRUST_DEED
2155-10,PARC0000001774,SFH,296610,86.45,55,91.88,3.528,92.98,7.02,INSTITUTIONAL,INVESTOR,0,0,1,308270,277785,5.0,58.0,QUITCLAIM
2155-11,PARC0000001775,TOWNHOME,733234,190.8,22,106.4,2.908,84.98,15.02,FIRST_TIME,INVESTOR,0,1,0,713200,693266,4.7,72.6,FORECLOSURE_DEED
2155-12,PARC0000001776,CONDO,383459,82.59,79,100.29,8.099,93.22,6.78,INVESTOR,BUILDER,0,0,0,305160,260908,7.0,47.0,WARRANTY_DEED
2156-01,PARC0000001777,SFH,423975,161.15,108,111.71,7.307,95.76,4.24,INSTITUTIONAL,BANK_REO,0,0,0,322340,264703,9.9,27.7,WARRANTY_DEED
2156-02,PARC0000001778,CONDO,241490,63.58,24,110.77,5.211,84.99,15.01,INVESTOR,BANK_REO,0,1,0,175784,134613,9.5,19.2,SHERIFF_DEED
2156-03,PARC0000001779,MULTIFAMILY_2_4,211929,160.67,104,88.05,6.331,84.56,15.44,INSTITUTIONAL,BANK_REO,0,0,0,203553,168382,8.9,29.6,WARRANTY_DEED
2156-04,PARC0000001780,CONDO,314330,164.23,180,101.34,6.534,64.12,35.88,INSTITUTIONAL,INVESTOR,0,1,0,235006,183907,9.2,94.2,TRUST_DEED
2156-05,PARC0000001781,MULTIFAMILY_2_4,234963,65.74,163,107.58,7.396,94.97,5.03,FIRST_TIME,INVESTOR,0,1,0,181126,142950,1.2,44.6,TRUST_DEED
2156-06,PARC0000001782,TOWNHOME,944510,195.92,196,106.64,6.328,59.42,40.58,INSTITUTIONAL,BUILDER,0,0,0,759571,739101,6.6,56.4,WARRANTY_DEED
2156-07,PARC0000001783,SFH,704488,146.16,168,97.33,7.521,51.82,48.18,OWNER_OCCUPANT,BANK_REO,0,0,0,688310,624400,8.4,45.0,SHERIFF_DEED
2156-08,PARC0000001784,MULTIFAMILY_5P,311112,364.3,83,95.1,7.863,69.68,30.32,INSTITUTIONAL,BANK_REO,0,1,0,244823,222630,1.2,10.9,QUITCLAIM
2156-09,PARC0000001785,CONDO,127992,102.39,91,103.06,8.278,61.22,38.78,OWNER_OCCUPANT,INDIVIDUAL,0,1,0,134380,129497,4.4,76.0,WARRANTY_DEED
2156-10,PARC0000001786,MANUFACTURED,511673,175.71,207,94.86,5.018,85.54,14.46,INSTITUTIONAL,BUILDER,0,0,0,417699,351021,1.1,58.4,TRUST_DEED
2156-11,PARC0000001787,MULTIFAMILY_2_4,404637,343.49,125,102.07,6.096,53.39,46.61,FIRST_TIME,ESTATE,0,1,0,291735,289713,6.0,75.6,QUITCLAIM
2156-12,PARC0000001788,MANUFACTURED,469288,187.79,205,105.24,4.48,94.58,5.42,INSTITUTIONAL,ESTATE,1,0,0,480156,372774,7.8,74.8,QUITCLAIM
2157-01,PARC0000001789,MANUFACTURED,316482,107.61,163,106.15,8.469,84.52,15.48,OWNER_OCCUPANT,ESTATE,0,0,0,238306,184496,4.5,35.0,TRUST_DEED
2157-02,PARC0000001790,SFH,700160,164.09,151,107.71,6.069,59.27,40.73,INSTITUTIONAL,BANK_REO,0,1,0,717701,643181,3.4,32.5,WARRANTY_DEED
2157-03,PARC0000001791,SFH,234327,274.39,121,85.5,6.094,55.23,44.77,FIRST_TIME,ESTATE,0,0,0,186409,168021,6.2,85.1,TRUST_DEED
2157-04,PARC0000001792,MANUFACTURED,303267,114.7,154,101.51,8.449,81.79,18.21,INSTITUTIONAL,BANK_REO,0,1,0,218533,178093,2.3,80.0,WARRANTY_DEED
2157-05,PARC0000001793,MULTIFAMILY_2_4,249714,69.56,206,94.62,7.889,76.82,23.18,INVESTOR,BANK_REO,1,0,0,191875,189046,3.7,8.7,FORECLOSURE_DEED
2157-06,PARC0000001794,CONDO,690078,167.74,44,85.0,3.43,86.05,13.95,OWNER_OCCUPANT,ESTATE,0,0,1,635032,486353,9.4,50.3,TRUST_DEED
2157-07,PARC0000001795,MULTIFAMILY_2_4,680969,308.69,79,97.6,6.174,78.86,21.14,INSTITUTIONAL,INDIVIDUAL,0,0,1,538733,428982,5.1,71.4,SHERIFF_DEED
2157-08,PARC0000001796,MANUFACTURED,736463,780.15,127,88.08,6.949,53.31,46.69,INSTITUTIONAL,INVESTOR,0,0,0,757169,658186,1.5,67.9,QUITCLAIM
2157-09,PARC0000001797,CONDO,613565,266.88,210,96.52,7.323,96.46,3.54,OWNER_OCCUPANT,INDIVIDUAL,1,0,0,617722,601566,1.6,91.0,SHERIFF_DEED
2157-10,PARC0000001798,CONDO,481746,200.14,139,102.45,5.002,68.08,31.92,OWNER_OCCUPANT,ESTATE,1,1,0,369622,298408,8.8,5.9,TRUST_DEED
2157-11,PARC0000001799,MANUFACTURED,180721,39.33,210,101.22,5.761,85.26,14.74,INVESTOR,INDIVIDUAL,0,0,0,152484,138870,1.1,63.7,SHERIFF_DEED
2157-12,PARC0000001800,MULTIFAMILY_5P,210792,227.15,173,101.74,7.355,84.81,15.19,INVESTOR,INVESTOR,1,0,0,186103,158462,8.1,97.3,FORECLOSURE_DEED
2158-01,PARC0000001801,TOWNHOME,190795,72.55,215,94.74,8.419,62.54,37.46,RELOCATING,BUILDER,0,0,0,138762,120353,6.1,62.0,WARRANTY_DEED
2158-02,PARC0000001802,SFH,464635,97.43,167,97.04,3.067,77.84,22.16,FIRST_TIME,BUILDER,0,0,0,463275,416509,6.4,79.4,QUITCLAIM
2158-03,PARC0000001803,MANUFACTURED,49819,15.05,118,105.07,6.367,85.29,14.71,OWNER_OCCUPANT,BANK_REO,0,0,0,35495,30472,6.1,4.6,FORECLOSURE_DEED
2158-04,PARC0000001804,MANUFACTURED,441909,163.55,220,95.46,2.961,63.3,36.7,INSTITUTIONAL,ESTATE,0,0,0,376484,317707,2.7,51.9,WARRANTY_DEED
2158-05,PARC0000001805,MULTIFAMILY_5P,299662,85.69,4,107.19,7.294,82.59,17.41,RELOCATING,ESTATE,0,0,0,232595,222842,6.6,74.1,FORECLOSURE_DEED
2158-06,PARC0000001806,CONDO,200971,138.89,114,106.14,4.438,51.39,48.61,INVESTOR,BUILDER,1,1,0,200574,152401,4.2,61.8,FORECLOSURE_DEED
2158-07,PARC0000001807,MULTIFAMILY_2_4,649762,165.92,20,93.82,7.56,93.4,6.6,INVESTOR,ESTATE,0,0,0,604389,465091,2.8,23.2,WARRANTY_DEED
2158-08,PARC0000001808,MULTIFAMILY_5P,236201,197.49,161,100.82,4.255,60.97,39.03,INVESTOR,BUILDER,0,1,0,212677,185609,9.4,5.4,QUITCLAIM
2158-09,PARC0000001809,TOWNHOME,163086,89.12,78,97.95,4.577,53.24,46.76,OWNER_OCCUPANT,INVESTOR,0,0,0,163878,161337,9.6,58.4,SHERIFF_DEED
2158-10,PARC0000001810,SFH,227644,97.87,22,106.62,6.896,96.12,3.88,OWNER_OCCUPANT,BANK_REO,0,0,0,223183,177916,9.3,79.3,WARRANTY_DEED
2158-11,PARC0000001811,TOWNHOME,920909,289.5,85,102.43,4.725,87.14,12.86,FIRST_TIME,BANK_REO,0,1,0,763158,628643,9.5,41.5,WARRANTY_DEED
2158-12,PARC0000001812,MULTIFAMILY_2_4,152607,41.55,137,104.78,5.317,89.28,10.72,INVESTOR,BUILDER,0,0,0,145209,131577,7.1,72.0,SHERIFF_DEED
2159-01,PARC0000001813,MULTIFAMILY_2_4,536036,451.21,86,91.94,3.896,89.78,10.22,INSTITUTIONAL,BANK_REO,0,0,0,412682,366304,6.4,71.4,TRUST_DEED
2159-02,PARC0000001814,MANUFACTURED,465566,138.81,187,93.84,3.967,60.35,39.65,INSTITUTIONAL,INVESTOR,0,0,0,395864,300140,7.6,49.5,QUITCLAIM
2159-03,PARC0000001815,MANUFACTURED,551440,149.4,58,98.89,3.255,64.06,35.94,FIRST_TIME,BANK_REO,0,0,0,492975,468984,9.1,29.8,TRUST_DEED
2159-04,PARC0000001816,TOWNHOME,272334,90.96,158,94.37,2.993,79.95,20.05,INSTITUTIONAL,INDIVIDUAL,0,0,0,258193,221659,8.2,34.1,TRUST_DEED
2159-05,PARC0000001817,SFH,453898,129.21,148,93.85,3.601,50.12,49.88,INSTITUTIONAL,INDIVIDUAL,0,0,0,435653,423804,7.9,60.9,QUITCLAIM
2159-06,PARC0000001818,MULTIFAMILY_2_4,677587,161.68,169,91.2,4.97,71.43,28.57,INSTITUTIONAL,ESTATE,0,0,0,488444,372988,1.7,87.3,SHERIFF_DEED
2159-07,PARC0000001819,TOWNHOME,274443,65.67,39,108.47,3.439,62.69,37.31,INSTITUTIONAL,ESTATE,0,0,0,210284,190246,9.5,70.4,SHERIFF_DEED
2159-08,PARC0000001820,MULTIFAMILY_5P,307062,76.9,113,87.22,7.697,73.12,26.88,FIRST_TIME,INVESTOR,0,0,0,282859,244357,2.5,63.6,SHERIFF_DEED
2159-09,PARC0000001821,TOWNHOME,268814,291.87,11,108.56,4.427,57.09,42.91,OWNER_OCCUPANT,BUILDER,0,0,0,245967,187547,8.5,68.7,QUITCLAIM
2159-10,PARC0000001822,SFH,326211,89.82,198,108.04,8.468,68.71,31.29,FIRST_TIME,ESTATE,1,0,0,299800,260927,9.1,5.6,FORECLOSURE_DEED
2159-11,PARC0000001823,MANUFACTURED,293453,124.71,183,104.76,6.463,71.54,28.46,FIRST_TIME,INVESTOR,0,0,0,206487,159110,1.2,21.0,SHERIFF_DEED
2159-12,PARC0000001824,MULTIFAMILY_5P,1005711,1535.44,45,102.73,5.898,66.36,33.64,INVESTOR,BANK_REO,1,0,0,913927,822682,8.1,53.3,TRUST_DEED
2160-01,PARC0000001825,MANUFACTURED,193224,184.55,47,102.41,5.643,61.06,38.94,OWNER_OCCUPANT,BANK_REO,0,0,1,188322,149264,9.1,77.5,QUITCLAIM
2160-02,PARC0000001826,MANUFACTURED,263877,131.09,13,87.03,5.77,95.34,4.66,INSTITUTIONAL,BUILDER,0,0,0,210711,173745,9.0,98.9,SHERIFF_DEED
2160-03,PARC0000001827,MANUFACTURED,314176,128.76,168,94.75,8.554,83.08,16.92,FIRST_TIME,BANK_REO,0,0,0,225576,205176,1.2,98.3,QUITCLAIM
2160-04,PARC0000001828,CONDO,178813,50.81,130,98.14,3.431,64.28,35.72,INSTITUTIONAL,ESTATE,0,0,0,183143,162948,6.0,86.5,SHERIFF_DEED
2160-05,PARC0000001829,MANUFACTURED,277057,98.6,20,98.16,2.483,67.29,32.71,RELOCATING,BANK_REO,0,1,0,281520,258609,5.8,56.8,QUITCLAIM
2160-06,PARC0000001830,MANUFACTURED,232358,180.54,199,108.24,6.768,88.94,11.06,RELOCATING,BANK_REO,0,0,0,182374,147119,8.7,74.6,QUITCLAIM
2160-07,PARC0000001831,TOWNHOME,337523,156.12,180,95.22,3.439,51.53,48.47,RELOCATING,ESTATE,0,0,0,290812,258908,9.7,50.2,SHERIFF_DEED
2160-08,PARC0000001832,SFH,528820,207.62,170,104.28,6.155,63.01,36.99,OWNER_OCCUPANT,INVESTOR,0,0,0,554741,522480,1.4,51.8,QUITCLAIM
2160-09,PARC0000001833,CONDO,331563,92.49,211,105.09,7.339,64.14,35.86,OWNER_OCCUPANT,BANK_REO,0,0,0,311592,264436,8.6,60.8,WARRANTY_DEED
2160-10,PARC0000001834,CONDO,176220,86.94,33,90.48,2.454,96.15,3.85,RELOCATING,BUILDER,0,0,0,133804,109744,7.9,69.1,FORECLOSURE_DEED
2160-11,PARC0000001835,MULTIFAMILY_2_4,743869,261.65,138,94.41,4.683,66.11,33.89,RELOCATING,INVESTOR,0,0,0,615673,615550,2.8,25.9,WARRANTY_DEED
2160-12,PARC0000001836,CONDO,412029,94.76,63,91.1,6.551,72.71,27.29,FIRST_TIME,BANK_REO,0,0,0,386573,325090,9.8,97.1,FORECLOSURE_DEED
2161-01,PARC0000001837,CONDO,525723,172.09,68,104.24,7.703,89.36,10.64,OWNER_OCCUPANT,BANK_REO,0,1,0,495004,437876,3.6,80.3,TRUST_DEED
2161-02,PARC0000001838,TOWNHOME,1540189,1260.38,21,110.74,2.859,71.16,28.84,FIRST_TIME,INDIVIDUAL,0,1,0,1083535,1019227,3.7,11.1,QUITCLAIM
2161-03,PARC0000001839,SFH,375528,356.63,161,95.25,4.736,85.97,14.03,FIRST_TIME,ESTATE,0,0,0,363154,330330,7.5,19.9,SHERIFF_DEED
2161-04,PARC0000001840,SFH,249256,62.14,187,110.25,3.534,80.36,19.64,OWNER_OCCUPANT,BANK_REO,0,0,0,208915,176827,6.8,97.1,WARRANTY_DEED
2161-05,PARC0000001841,MULTIFAMILY_2_4,243032,75.08,159,94.78,3.776,64.77,35.23,RELOCATING,ESTATE,1,0,0,202854,175476,5.6,91.1,FORECLOSURE_DEED
2161-06,PARC0000001842,MULTIFAMILY_5P,650752,129.86,114,103.78,6.959,52.53,47.47,RELOCATING,INVESTOR,0,1,0,568616,429880,1.4,55.5,QUITCLAIM
2161-07,PARC0000001843,SFH,300839,63.32,186,103.71,5.925,57.37,42.63,RELOCATING,BUILDER,0,0,1,296248,276682,3.1,73.9,SHERIFF_DEED
2161-08,PARC0000001844,MULTIFAMILY_2_4,565992,565.43,220,99.15,8.57,88.32,11.68,FIRST_TIME,ESTATE,0,1,0,495117,443347,7.0,74.2,QUITCLAIM
