ag_econ_fiscal_year_farm,ag_econ_farm_business_type,ag_econ_gross_cash_income_inr,ag_econ_operating_expenses_inr,ag_econ_net_farm_income_inr,ag_econ_debt_to_asset_ratio,ag_econ_interest_paid_inr,ag_econ_land_rent_paid_inr,ag_econ_machinery_depreciation_inr,ag_econ_labor_hired_cost_inr,ag_econ_input_price_fuel_index,ag_econ_input_price_fertilizer_index,ag_econ_input_price_seed_index,ag_econ_input_price_feed_index,ag_econ_government_payments_inr,ag_econ_crop_insurance_indemnities_inr,ag_econ_working_capital_ratio,ag_econ_return_on_assets_pct,ag_econ_financial_stress_score,ag_econ_succession_plan_flag
2012,FPO,24481860.88,15290592.3,9191286.97,0.082,601941.97,122624.33,106749.23,1481937.74,132.92,78.91,122.92,176.61,1354294.69,1549311.68,3.996,-0.16,27.33,1
2012,COOPERATIVE,2322819.26,1212311.68,1110525.98,0.668,1260846.82,948455.18,186386.0,4636947.03,172.36,99.18,191.65,209.84,1547965.96,955467.45,1.172,-0.175,38.56,1
2019,AGRI_STARTUP,8355769.44,3922516.6,4433271.25,0.699,216470.84,2777240.09,396303.22,3137785.21,184.67,79.0,186.55,134.36,1243437.26,198567.89,3.071,0.237,94.47,1
2025,LARGE,16093900.94,9898945.67,6194973.69,0.158,1458938.09,3034956.92,698680.84,2475904.23,130.67,93.28,80.09,68.56,1290304.7,398575.91,2.595,0.029,88.34,0
2014,LARGE,4695188.92,3317979.47,1377227.88,0.221,1464542.17,1555029.25,972240.49,3471668.77,172.38,106.5,67.97,91.28,2447054.51,1406170.71,3.587,0.301,77.44,1
2024,LARGE,12058616.44,6666409.25,5392225.63,0.721,910108.0,1229875.49,1135144.64,2984274.69,105.86,166.99,89.09,95.45,2638465.32,1205798.42,1.775,0.296,55.88,1
2012,LARGE,4033696.18,3511723.76,521990.87,0.102,1819753.84,152656.52,480281.12,2021277.24,107.04,194.6,147.07,173.11,828964.52,1472535.61,3.411,0.284,52.97,0
2026,LARGE,3187182.46,2288498.63,898702.29,0.667,30440.08,1877830.78,789127.16,3601403.58,83.62,163.47,195.27,191.86,141016.11,1902884.65,2.391,-0.088,2.69,0
2021,FPO,13067948.43,10444913.2,2623053.7,0.482,607358.27,2536462.64,27385.7,3664237.58,112.33,185.72,134.35,171.42,1982723.69,1557414.66,2.619,-0.119,21.79,1
2019,SMALLHOLDER,6628913.86,4963492.12,1665440.22,0.214,1835990.71,2620332.47,394957.72,2442698.55,155.48,191.73,132.93,80.96,464309.22,428639.1,2.378,-0.164,68.37,0
2023,AGRI_STARTUP,10293951.91,9091293.11,1202677.29,0.121,1410523.6,482057.64,34837.73,1802283.53,181.41,114.72,188.89,134.24,2412509.43,58694.56,4.254,-0.087,88.56,0
2012,LARGE,10168620.34,5800873.32,4367765.52,0.439,1557254.81,1668108.88,1043284.09,3842060.21,112.42,122.35,61.6,209.49,68302.09,488833.78,2.191,0.333,17.53,0
2018,MEDIUM,14567700.35,12985884.07,1581834.79,0.933,1165352.78,1072868.51,219905.37,3214938.27,119.9,145.32,100.24,155.21,1591563.43,583789.42,0.248,-0.029,64.95,0
2019,MEDIUM,11513022.34,8792506.83,2720534.03,0.349,1245999.37,612598.43,791789.13,3976470.13,80.69,149.57,76.68,156.55,2962705.0,810685.21,2.978,0.128,49.99,0
2019,LARGE,18375709.52,13324556.29,5051171.76,0.184,83608.84,3072858.13,656999.2,1290686.87,81.71,146.32,185.28,103.21,2484846.77,1768433.1,4.41,0.017,42.16,1
2021,SMALLHOLDER,18837747.62,11686056.18,7151709.98,0.509,268434.46,1857850.97,1088471.55,4091716.9,149.95,134.98,161.63,116.41,2277169.94,911852.89,3.45,-0.059,83.64,0
2017,SMALLHOLDER,12631134.03,6482235.53,6148917.05,0.291,1863816.71,384623.93,404000.02,2357272.13,76.13,142.85,73.58,147.73,2234155.93,363680.16,0.936,-0.081,7.01,0
2017,LEASED,16143865.01,14354102.32,1789781.25,0.254,1109197.37,1734734.93,1115788.29,3542330.69,149.24,127.99,169.61,162.2,2868630.16,597256.24,0.594,0.287,98.74,0
2012,FPO,10803798.08,5957791.27,4846025.38,0.799,828868.53,30606.16,603242.1,3371050.38,186.52,187.55,114.87,123.79,2587503.37,473857.41,1.537,0.185,36.85,0
2014,COOPERATIVE,7118558.06,5490761.94,1627814.7,0.852,1545577.34,1548572.73,228842.16,1095210.63,186.37,120.26,140.02,128.42,2009546.03,817102.46,1.684,0.17,16.92,0
2018,LEASED,18137135.94,9598384.8,8538769.73,0.759,1587057.2,1949227.07,663194.46,3236109.98,83.9,123.29,172.22,214.4,1840502.85,1293772.31,1.534,0.224,40.47,0
2026,MEDIUM,18812695.96,14409880.81,4402833.75,0.186,387996.99,2001256.68,545037.11,839124.65,124.06,208.92,61.79,184.18,749804.96,1356353.16,2.293,0.417,0.88,0
2024,MEDIUM,15355038.86,9670629.11,5684428.36,0.091,68783.65,865412.12,315191.92,3000711.55,104.84,100.71,161.15,67.0,2241635.67,1000455.32,0.805,0.195,12.39,0
2014,MEDIUM,1827763.42,1506900.71,320881.33,0.261,1813594.99,3150373.31,603546.93,3241714.42,116.48,74.77,87.53,105.46,364409.08,1902646.03,1.028,0.017,30.44,0
2014,MEDIUM,1700245.71,890344.88,809919.46,0.486,1785542.27,306883.07,61759.66,813569.18,90.92,99.06,178.84,74.13,380295.07,986786.6,3.205,-0.022,95.58,0
2016,FPO,17177011.61,11778047.4,5398982.85,0.291,729571.14,432169.78,195208.15,2213525.4,105.42,153.01,125.92,123.12,130036.48,863103.48,1.563,-0.001,17.31,0
2013,COOPERATIVE,20523633.73,11212018.83,9311633.55,0.586,251512.41,977486.29,1038960.28,434039.89,84.83,179.51,88.41,78.63,2611347.43,1894083.44,0.921,0.211,93.24,1
2015,SMALLHOLDER,10854036.98,4895955.51,5958100.13,0.291,1490792.38,2713616.66,999743.65,1222413.4,171.96,81.12,177.82,166.92,154035.71,603162.17,2.472,0.286,35.13,0
2018,MEDIUM,9495912.79,8494130.35,1001801.11,0.454,1329983.57,3070578.09,149136.24,1575784.46,128.99,83.06,157.42,117.43,448521.39,326924.91,3.905,0.004,27.38,0
2017,COOPERATIVE,5557979.38,4442759.87,1115238.19,0.305,1280679.02,357032.6,318835.35,3059989.87,150.14,191.14,118.2,102.57,1532756.71,908348.95,3.007,0.182,40.47,0
2014,LARGE,17985258.68,8701898.94,9283378.43,0.376,434066.04,2852333.38,38160.43,376868.23,182.39,106.02,179.51,209.14,1546105.86,514162.81,0.483,0.267,49.27,1
2020,FPO,6035683.72,3063985.3,2971717.12,0.573,777297.08,694768.52,836599.68,1331796.84,181.77,103.08,169.63,110.49,53898.63,1127505.01,1.444,-0.179,77.62,0
2020,COOPERATIVE,6620895.82,4929301.74,1691612.79,0.662,1326104.33,652103.97,83901.62,1310381.03,89.0,132.81,126.31,75.22,2488036.53,2480.94,0.906,-0.168,10.25,1
2020,SMALLHOLDER,3136780.48,2273080.9,863718.3,0.669,724375.13,112229.89,21908.28,4555822.69,158.35,127.78,166.46,173.72,961544.6,1634437.81,3.351,-0.111,27.61,0
2023,FPO,23600387.23,11965871.2,11634534.76,0.936,959431.35,1541450.15,479519.88,907537.1,77.81,69.53,119.56,142.4,1510659.96,396656.15,1.98,-0.118,39.97,1
2020,FPO,7914101.83,5060829.71,2853290.86,0.19,87121.7,2243125.71,710005.87,3600188.04,189.22,132.18,104.7,107.32,440400.56,54387.8,2.684,0.215,47.48,1
2018,AGRI_STARTUP,22716044.0,15576902.63,7139160.12,0.458,552508.85,1635122.06,489129.28,2964680.38,99.09,69.54,148.37,85.25,913268.57,52533.31,4.252,-0.154,7.81,0
2025,AGRI_STARTUP,20702995.74,15907345.49,4795669.01,0.102,1407025.96,1584074.94,1076352.24,1172332.16,166.28,195.07,137.91,119.52,458806.06,605328.33,3.698,0.15,68.16,1
2019,MEDIUM,1651499.23,1123933.44,527584.56,0.806,1434763.86,1263876.97,1041138.84,90933.2,137.41,188.42,85.05,68.78,1218300.73,1540983.01,2.782,-0.052,40.29,0
2025,AGRI_STARTUP,3951886.74,2720319.01,1231586.51,0.234,1720830.42,2648514.8,1022087.78,1386799.32,167.35,79.72,184.36,202.39,776228.56,659887.84,1.114,-0.107,25.01,0
2013,LARGE,5896576.09,4897254.36,999340.52,0.3,1756285.81,1287424.55,537816.0,2649134.36,91.06,124.36,124.53,130.93,2582676.18,1805022.38,1.82,0.356,88.29,0
2016,LEASED,23785409.35,20148520.73,3636907.42,0.801,978899.15,1062358.88,944856.85,1206211.66,134.43,87.62,194.96,128.55,201484.99,3659.95,0.882,-0.049,76.41,0
2014,LARGE,22322258.98,16602053.36,5720224.43,0.361,303369.78,2480226.88,707394.67,1506795.34,141.15,126.15,94.73,185.57,1499214.26,221655.8,4.112,-0.206,60.7,1
2020,FPO,2327730.96,1519001.46,808748.32,0.362,1080348.02,1764285.89,550554.32,186042.69,183.08,75.56,168.41,118.93,1077453.82,518167.09,4.003,0.235,84.69,0
2015,LEASED,19271367.06,11319458.23,7951927.66,0.432,1225801.14,1953520.97,743331.82,1978296.8,162.55,182.9,95.36,70.47,2995258.24,300088.63,2.118,0.016,15.6,0
2026,AGRI_STARTUP,14583255.43,7044639.55,7538634.72,0.832,1277066.84,1387744.15,1133256.41,433821.23,130.53,148.12,135.64,214.29,275933.62,880621.65,1.38,-0.233,91.65,0
2015,MEDIUM,19480492.25,9962928.33,9517582.77,0.075,812898.92,534437.05,789802.32,2710178.29,167.93,66.18,63.39,173.89,111907.74,163417.16,3.852,0.292,24.71,0
2012,LEASED,21938678.09,13642136.34,8296560.61,0.739,1262862.92,2005314.87,239118.15,987049.32,180.87,154.89,89.05,87.26,2664615.97,1714438.21,3.363,-0.131,33.52,1
2013,MEDIUM,4360635.55,3782314.35,578340.07,0.661,1441631.84,1241169.08,570436.98,3137436.43,93.64,179.36,144.14,66.95,1895132.65,107870.22,2.148,-0.054,32.96,0
2026,FPO,19307290.01,10300119.28,9007189.61,0.243,82657.83,3213856.07,713348.24,3001021.5,77.21,189.4,60.27,187.57,1462091.75,1607086.65,3.877,-0.242,82.59,0
2017,LARGE,15432057.37,11154858.02,4277218.24,0.74,652694.14,1654149.05,859076.03,1072853.41,89.19,159.04,197.47,103.66,1557393.57,278633.26,2.823,0.212,93.69,0
2012,COOPERATIVE,19006849.92,11068551.72,7938317.1,0.155,1849582.3,2587162.23,1057602.17,4567865.31,183.69,173.16,106.84,70.15,1116967.57,1621598.04,4.382,0.058,45.19,1
2026,FPO,16097315.16,10868172.45,5229161.62,0.565,1631469.75,951506.46,385614.32,1057605.59,102.61,78.52,64.38,94.5,1212350.8,1686750.38,2.53,0.38,97.98,0
2021,AGRI_STARTUP,9678263.07,5416353.18,4261928.81,0.057,1709491.54,928099.27,454131.64,1853413.33,188.7,119.79,129.67,69.22,1379484.56,80407.12,1.597,0.1,9.46,0
2020,LEASED,14299100.09,9293357.35,5005761.67,0.907,554449.28,3094245.29,354594.73,400482.74,173.42,128.5,61.0,64.41,1893009.72,1644488.18,2.012,-0.21,94.4,1
2025,SMALLHOLDER,4441540.15,2085007.6,2356551.49,0.119,1901166.54,1479765.94,42799.05,4402235.29,91.21,156.84,171.82,133.49,2102764.71,321976.35,0.871,-0.149,12.75,0
2014,LARGE,2141140.27,1274544.91,866614.31,0.434,1435751.62,1989625.29,821286.21,3907479.01,95.9,158.65,84.76,171.13,1185206.01,937575.78,3.302,0.26,87.78,0
2019,SMALLHOLDER,20431290.73,13222748.39,7208561.3,0.235,662909.08,2050549.31,489399.84,4531380.23,110.45,122.72,83.1,145.43,2067616.64,242546.67,4.059,0.329,95.31,1
2023,MEDIUM,11639778.97,10694348.89,945449.05,0.393,885189.28,2870400.96,746631.26,3034466.24,112.21,193.44,153.47,67.57,2930354.3,393210.09,1.702,-0.211,46.92,0
2016,AGRI_STARTUP,16675049.47,13504718.84,3170349.61,0.224,1987951.23,1228358.95,89347.77,3576636.22,118.63,145.02,186.6,137.64,2891608.18,605471.03,2.2,0.347,22.11,0
2017,COOPERATIVE,6927694.46,4485263.35,2442450.1,0.661,1205744.03,910129.16,422168.44,3285791.25,116.44,77.3,181.67,110.39,581921.71,164785.65,0.641,-0.016,34.55,1
2025,MEDIUM,7902109.08,5896068.46,2006059.62,0.36,239140.97,699160.35,349965.51,4025121.93,166.51,179.78,157.84,103.78,1621184.61,335641.21,2.012,-0.202,82.15,1
2017,SMALLHOLDER,11370396.93,6508711.75,4861704.19,0.697,7889.26,3286577.07,273424.58,3272690.84,148.48,114.06,100.85,147.15,981677.21,1005226.26,2.652,0.43,24.64,1
2022,LEASED,20666658.55,12102533.23,8564144.34,0.674,1531857.23,115060.95,1195754.78,3522619.61,71.45,82.59,97.99,79.88,98502.61,693689.65,3.529,-0.227,59.6,0
2021,LARGE,15542346.12,13051594.0,2490771.15,0.625,1526926.18,989829.98,424130.15,3305042.39,174.55,167.53,103.81,219.72,1852313.74,1262497.47,3.417,-0.198,46.2,1
2016,LARGE,22760216.37,19759265.15,3000970.26,0.392,1759611.0,973321.38,555115.06,3415128.45,158.93,84.65,171.46,156.56,2148904.72,494824.05,2.528,0.357,65.64,0
2025,LARGE,539690.32,247740.01,291969.36,0.059,20597.1,1432005.78,494630.0,2335055.73,152.45,114.04,151.32,139.32,1887260.7,794861.48,0.888,-0.215,45.71,1
2012,LARGE,19489853.2,12596331.34,6893540.92,0.172,1212690.71,3173414.8,197711.42,1594319.27,109.14,181.07,132.07,199.26,2021693.43,702624.46,4.286,0.078,62.98,0
2023,AGRI_STARTUP,22811201.71,12557812.88,10253407.9,0.196,509160.54,1330934.82,1010350.7,1746952.38,169.34,99.27,104.49,213.3,1535719.13,539967.66,2.815,0.032,35.8,0
2013,FPO,16183847.08,7726070.96,8457795.2,0.313,628666.23,2403058.9,509660.83,798397.09,104.19,99.9,80.73,181.1,1784985.03,1211486.27,0.74,-0.165,2.43,0
2024,LARGE,9910749.5,7687472.22,2223296.37,0.858,305962.78,2567701.84,852896.81,2352093.82,189.05,86.16,77.1,151.7,2638128.82,192742.16,2.183,0.0,69.22,0
2019,AGRI_STARTUP,24728617.97,12586028.13,12142608.94,0.125,314894.37,774781.73,227950.27,2669875.68,97.37,209.83,84.43,99.27,2323547.79,1365437.73,1.736,0.286,4.86,0
2013,SMALLHOLDER,14923017.46,11022619.01,3900417.56,0.775,45519.97,2679885.12,662150.26,96136.8,114.13,164.32,127.8,190.4,1101234.86,1887637.77,2.44,0.384,66.76,0
2022,LARGE,16190137.21,10593931.68,5596224.65,0.721,1180167.94,3099767.61,827520.0,1133996.05,159.98,154.75,65.4,113.48,1057214.99,1932968.37,0.981,-0.024,79.82,0
2015,COOPERATIVE,11219823.08,9279418.14,1940424.07,0.672,1433256.4,3340907.22,1049566.78,99746.15,108.38,89.41,150.83,208.16,764049.63,1419092.34,0.613,0.157,45.49,0
2019,LARGE,23371424.77,15114540.27,8256903.64,0.933,1934659.15,260099.35,15753.17,4543929.36,130.31,86.77,136.1,151.53,2374551.98,769698.09,1.559,-0.034,95.82,1
2013,LEASED,18158024.7,15356516.11,2801527.74,0.298,472163.84,3151084.92,568354.45,115346.01,139.23,79.36,85.45,121.73,1949382.83,293815.73,1.551,0.048,67.51,0
2013,LEASED,10052876.32,5982635.64,4070259.84,0.13,531020.2,3216747.84,123923.95,2301082.79,130.55,184.57,110.14,214.96,1249729.72,1659680.67,1.543,0.176,4.68,0
2021,SMALLHOLDER,1239963.61,921655.28,318327.5,0.793,519651.97,1563412.54,1067815.62,1819748.23,143.59,206.73,196.66,108.74,1475941.34,1261808.91,2.524,0.394,65.92,0
2024,AGRI_STARTUP,14503182.53,6533549.11,7969652.6,0.274,19420.64,3327851.02,204659.43,2413805.52,162.94,117.84,136.32,209.2,460669.8,22739.88,2.949,0.088,45.1,0
2020,AGRI_STARTUP,3338710.99,2567227.31,771502.87,0.387,1483268.59,2887503.48,467054.81,1771496.26,72.58,164.53,123.5,165.84,1228572.5,1035621.06,2.094,-0.013,18.84,0
2022,SMALLHOLDER,10004612.5,9040320.32,964311.38,0.8,1145359.43,2755150.44,307660.54,2699164.12,142.95,124.53,102.8,84.51,2747805.35,478661.77,3.497,0.324,17.01,0
2018,MEDIUM,21193010.48,15723959.3,5469070.39,0.372,1915339.86,2091401.86,585418.53,152163.18,166.43,138.75,65.94,124.4,224671.02,460767.47,3.861,0.151,11.7,0
2020,AGRI_STARTUP,18525615.23,10295243.95,8230390.5,0.893,606643.36,2252380.54,625891.87,4792884.46,87.41,128.07,137.38,186.0,619283.93,294037.47,2.372,0.217,67.66,0
2020,MEDIUM,17196036.85,7837813.44,9358242.64,0.285,1931422.38,1804736.6,1199391.15,1031179.65,105.92,135.53,95.87,129.81,1829939.91,845288.31,1.169,0.353,60.49,0
2021,LEASED,3780768.65,2942223.91,838563.98,0.493,1418307.22,2896770.26,893736.07,4350154.08,136.53,179.15,103.34,195.06,2128097.66,592524.62,0.953,0.318,26.39,1
2014,LEASED,18606886.22,13031800.96,5575104.51,0.232,1749408.4,214965.2,9572.69,2074575.67,72.5,202.71,83.66,69.06,111872.13,939435.63,1.617,0.302,50.15,1
2019,AGRI_STARTUP,6396729.69,5868049.29,528699.66,0.275,842209.98,3024172.12,1056033.61,3854096.4,129.89,164.11,120.14,127.14,521641.46,49526.92,2.151,0.376,35.43,0
2022,FPO,15917919.57,7912650.22,8005288.62,0.3,1181888.89,174440.65,100419.88,2542814.04,145.79,176.9,172.26,82.47,95584.16,1202117.94,4.458,0.271,45.92,0
2016,LARGE,3999607.64,2247024.49,1752602.43,0.645,486696.64,2898490.22,759752.48,848113.95,138.74,196.65,64.96,115.24,637910.4,113759.95,0.276,-0.009,65.75,1
2012,MEDIUM,4880497.48,3956898.68,923618.09,0.859,1518508.84,2308348.82,706357.43,669837.03,139.36,65.66,60.12,185.68,1749869.27,1687988.65,2.073,0.21,75.58,0
2019,FPO,14080246.56,9202440.44,4877825.42,0.857,1747944.54,1991331.46,611316.84,3485695.44,95.27,88.01,79.73,67.98,1438779.26,1536889.26,1.271,0.151,8.88,0
2023,COOPERATIVE,16742965.27,11009107.01,5733877.57,0.924,1901738.93,1227118.13,444266.76,2324038.86,107.42,161.58,187.12,75.14,1896310.45,382288.47,4.094,-0.075,44.51,0
2013,MEDIUM,18212795.99,11669759.5,6543055.81,0.443,775814.95,2948549.46,52278.2,4428198.05,115.11,92.48,190.98,214.98,1915118.03,1003578.17,3.022,0.435,31.08,1
2016,AGRI_STARTUP,19427867.89,15464519.81,3963367.41,0.289,700997.79,499921.32,785044.34,3875261.01,170.94,172.97,121.69,160.39,2672127.54,1975607.95,1.883,-0.091,56.0,0
2014,LARGE,20131856.66,12774911.02,7356964.98,0.842,1604683.95,3464667.22,421120.64,1513302.77,159.93,103.09,66.22,84.27,624493.99,1752529.5,3.534,0.372,70.4,0
2012,FPO,18277794.21,14422205.48,3855608.08,0.244,1685523.57,3322711.96,1188505.26,3626102.96,123.6,106.87,101.4,184.22,1978025.36,1836611.71,0.621,0.362,2.17,1
2020,COOPERATIVE,9378600.56,7022035.1,2356584.82,0.21,1262689.67,3004041.38,69486.01,2012419.63,140.61,175.46,194.9,61.2,1580057.32,335136.44,4.178,-0.115,25.05,1
2016,COOPERATIVE,7097312.15,5061865.61,2035465.91,0.268,607013.86,396634.26,613244.52,2363250.97,157.02,104.99,124.94,191.41,518315.87,1396572.94,0.677,0.431,17.92,1
2021,LEASED,18128400.04,14344378.62,3784040.8,0.157,1984588.95,1260314.42,95560.53,4951760.08,165.89,109.49,102.69,71.0,2353083.26,747919.84,2.484,0.45,17.77,0
2020,LEASED,11932634.25,6823267.68,5109385.96,0.066,812775.18,2335621.76,418645.94,1959522.2,118.9,185.53,136.96,106.67,78709.17,438453.92,0.263,0.224,18.14,0
2023,SMALLHOLDER,24953200.66,17154900.53,7798319.53,0.286,1989995.51,207020.15,1096633.9,1007708.39,185.38,75.07,110.99,173.46,403712.22,1200916.19,3.09,-0.053,25.36,1
2019,SMALLHOLDER,23890319.63,13704203.45,10186135.59,0.15,1302469.57,1770943.48,896712.96,2863022.27,127.3,139.42,64.83,68.63,1170735.37,359960.78,1.264,0.308,47.67,1
2018,MEDIUM,6457081.94,3744711.21,2712390.15,0.434,299333.16,2044194.95,1175824.85,3706204.47,105.4,81.88,152.25,85.25,1722865.54,1696992.79,1.288,0.324,12.93,1
2017,SMALLHOLDER,24520286.18,17198629.22,7321676.39,0.256,1698701.11,3074405.51,384305.72,3971969.0,138.06,200.01,117.15,147.82,2725118.49,1594271.42,1.048,-0.225,0.85,0
2015,SMALLHOLDER,24646430.04,22308938.52,2337510.96,0.537,1335885.22,193271.12,287137.88,1018087.59,183.18,69.04,90.41,169.65,1236062.85,1841084.12,2.048,-0.151,99.82,0
2018,LEASED,20887114.49,10929255.64,9957878.3,0.236,1832565.27,3339946.73,751908.39,2470378.14,175.11,157.3,134.44,80.62,2127758.03,1695179.71,3.566,0.106,32.86,0
2017,LARGE,8016384.06,5203525.75,2812877.77,0.525,919339.4,3452490.19,1045741.88,3715446.53,89.46,194.32,132.31,64.29,2336068.86,1571998.78,3.661,-0.073,78.06,0
2023,COOPERATIVE,9322699.24,4826620.13,4496098.58,0.188,1995680.44,1526041.96,996202.11,1528353.44,79.64,87.56,113.94,139.38,2118116.53,1322593.38,0.642,0.411,7.31,1
2019,COOPERATIVE,6140873.13,4855906.76,1284985.85,0.778,1282544.14,3427489.45,442684.12,821177.63,165.39,71.6,111.34,212.65,1509562.59,1850585.73,2.422,-0.115,12.97,0
2018,LEASED,8926597.91,6407002.88,2519614.52,0.382,10069.85,1289273.67,163945.42,3060540.97,85.69,195.58,177.19,84.71,1782880.06,286564.34,3.652,0.203,22.88,1
2019,AGRI_STARTUP,15393174.25,11351405.99,4041787.76,0.196,98545.69,811591.91,760205.18,3122002.9,93.52,185.25,90.26,210.09,481939.23,1474408.79,1.315,0.396,22.07,1
2017,COOPERATIVE,3901292.44,2780208.58,1121103.37,0.399,228000.48,1777126.25,571383.03,2021321.04,144.84,136.21,108.18,150.47,1522221.75,1204159.52,1.835,-0.193,47.45,0
2025,AGRI_STARTUP,20644565.38,13510015.18,7134569.72,0.196,247803.18,1558627.65,358612.88,2484600.29,148.17,82.47,135.71,110.17,1019686.36,396890.19,2.52,0.45,27.61,1
2022,FPO,24176293.77,14144636.96,10031676.34,0.86,958405.21,1222971.62,448291.84,444472.75,82.36,122.61,120.13,156.51,2597659.17,917601.98,1.96,0.147,19.83,0
2013,LEASED,11598969.12,9906492.12,1692496.54,0.182,1269953.88,354420.23,432097.56,3935297.38,95.32,182.94,135.68,166.22,2520369.27,464447.89,3.666,-0.2,32.07,0
2026,SMALLHOLDER,10848035.79,5121343.68,5726711.66,0.469,862700.06,3230832.4,1128534.19,3211411.6,72.99,166.94,126.17,190.67,1551931.87,624134.14,2.78,0.097,45.89,0
2017,AGRI_STARTUP,7040176.69,5785583.18,1254613.07,0.208,470414.91,3245365.65,343061.15,4740713.63,188.28,133.96,159.25,116.82,2123457.48,1646249.48,1.802,0.1,56.33,0
2013,MEDIUM,19291269.61,16284222.87,3007066.31,0.717,686676.73,1194073.16,729226.93,894229.75,78.83,108.65,87.8,206.78,2120481.65,1629894.96,4.169,0.079,54.57,0
2013,SMALLHOLDER,10698740.94,6442715.23,4256045.29,0.829,1731115.81,2268197.13,783188.59,4058521.34,82.4,115.51,130.66,210.55,469892.28,1282912.38,3.566,-0.09,32.87,1
2018,AGRI_STARTUP,9768514.83,8426156.73,1342377.69,0.143,933909.34,3065840.81,462637.81,3762904.6,95.33,179.08,168.77,61.66,2439089.33,243903.04,0.489,-0.211,95.1,0
2020,COOPERATIVE,8189335.78,5746756.37,2442599.01,0.608,1373994.64,1597562.97,1060216.71,2431951.15,109.85,66.0,74.71,72.35,46014.89,747797.33,2.986,-0.222,30.01,0
2014,MEDIUM,7412189.77,6751058.47,661150.91,0.469,313491.1,2870418.52,774843.16,1838382.72,121.57,183.85,159.42,137.35,184630.88,168704.83,2.967,-0.197,4.11,0
2020,LEASED,22919081.96,19886557.61,3032543.97,0.299,1650651.48,3264766.25,40976.15,1481686.08,163.19,122.34,111.07,63.19,1939426.83,1496554.57,4.041,-0.097,2.31,1
2015,FPO,21334647.13,18477919.41,2856747.35,0.087,1354505.31,1035744.93,1048215.51,3490058.47,80.3,194.84,168.39,84.66,343495.22,1858787.71,0.764,-0.059,29.35,0
2016,FPO,13198839.93,11102673.81,2096185.76,0.623,103358.41,876156.88,81264.96,203232.16,86.83,78.38,139.47,82.54,2786716.33,1652573.05,3.849,-0.194,98.93,0
2018,COOPERATIVE,3606484.53,2354367.31,1252136.87,0.638,953874.62,2983315.87,1012377.5,4345994.67,160.32,136.85,160.11,149.7,744814.95,256478.91,4.12,-0.098,40.87,1
2018,AGRI_STARTUP,17329870.88,8789123.59,8540766.95,0.25,1296556.76,1637134.27,830700.22,2822955.07,131.96,176.1,130.85,134.54,726800.46,342355.38,2.395,0.254,40.94,1
2019,MEDIUM,1635175.72,760265.99,874929.4,0.225,1984092.72,415656.01,1081869.64,663289.34,120.61,188.66,187.18,204.67,1338852.13,1781944.08,1.223,-0.16,96.46,0
2020,AGRI_STARTUP,18266069.53,9549587.34,8716501.87,0.059,691106.8,2171538.48,561370.02,1532746.73,141.14,153.38,179.02,112.81,127480.83,1115768.71,2.217,0.195,77.44,0
2026,SMALLHOLDER,22050992.46,16139606.92,5911405.23,0.131,1257227.95,2623808.27,666703.7,4183719.72,100.48,91.52,177.09,104.32,1395204.75,973744.98,3.933,-0.185,53.09,0
2021,SMALLHOLDER,22616841.33,13179211.2,9437649.83,0.759,1093384.98,68319.09,35179.14,2658364.57,162.23,134.91,75.94,158.79,2316578.55,1182535.5,0.656,-0.215,59.03,0
2018,FPO,14459948.79,11891564.46,2568404.04,0.355,1163792.96,2907657.18,392502.71,657762.47,175.99,89.59,127.68,176.5,1299929.64,689023.44,0.934,-0.193,20.93,1
2018,COOPERATIVE,10884712.06,7895416.88,2989314.9,0.871,1181983.56,2160581.07,151699.7,2867812.1,137.64,125.93,101.31,143.47,2860026.85,1560839.93,0.708,0.303,60.28,0
2020,SMALLHOLDER,23427666.45,13323442.7,10104243.48,0.385,1860355.67,2159316.56,915383.78,2278026.58,167.1,131.45,177.05,137.12,1565024.48,1039742.74,2.733,0.098,60.13,1
2015,AGRI_STARTUP,529445.78,340988.58,188476.94,0.853,1775428.39,1767813.99,264914.95,1236596.22,91.73,109.31,122.46,188.21,2149237.85,1937198.5,3.372,0.408,76.81,0
