demo_nativity_estimate_year,demo_nativity_country_iso2,demo_nativity_region_nuts_code,demo_nativity_nativity_category,demo_nativity_country_of_birth_iso2,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_second_citizenship_iso2,demo_nativity_language_main_home,demo_nativity_language_secondary_home,demo_nativity_language_proficiency_level,demo_nativity_education_level_isc,demo_nativity_employment_status,demo_nativity_refugee_or_protection_flag,demo_nativity_family_reunification_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_integration_policy_index_score,demo_nativity_eurostat_table_code,demo_nativity_cultural_linguistic_diversity_index
2025,FI,LV71,FOREIGN_BORN,SK,2016,EU,,FR,,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,46.73,migr_pop3ctb,0.52
2026,IE,NL578,SECOND_GEN,EE,2017,NON_EU,,LT,EL,B2,ISCED5_6,STUDENT,0,0,0,0,85.37,edat_lfse_03,0.2381
2018,MT,DE76,NATIVE_BORN,MT,,DUAL,NL,HU,PL,A2,ISCED3_4,INACTIVE,0,0,0,0,67.86,ilc_lvps08,0.4088
2019,SK,IE6,FOREIGN_BORN,BG,2019,NATIONAL,,ES,HU,NATIVE,ISCED0_2,EMPLOYED,1,0,0,0,75.98,migr_imm8,0.3872
2020,BE,GR704,SECOND_GEN,IE,2020,EU,,GA,LT,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,32.33,migr_pop1ctz,0.7331
2021,DK,MT7,NATIVE_BORN,DK,,NON_EU,,CS,NL,B1,ISCED5_6,STUDENT,0,0,0,0,81.45,migr_pop3ctb,0.3352
2022,GR,AT3,FOREIGN_BORN,FI,2022,DUAL,SE,IT,LT,A1,ISCED3_4,INACTIVE,0,0,0,1,35.83,edat_lfse_03,0.0631
2023,LT,DE6,SECOND_GEN,NL,2023,NATIONAL,,MT,,C2,ISCED0_2,EMPLOYED,0,0,0,0,54.17,ilc_lvps08,0.4873
2024,PT,IT779,NATIVE_BORN,PT,,EU,,PT,DA,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,65.2,migr_imm8,0.2331
2025,SE,HU103,FOREIGN_BORN,IT,2025,NON_EU,,PL,,A2,ISCED5_6,STUDENT,0,0,1,0,37.27,migr_pop1ctz,0.8755
2026,CY,SK32,SECOND_GEN,ES,2026,DUAL,IT,SK,ET,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,78.1,migr_pop3ctb,0.1337
2018,FR,AT25,NATIVE_BORN,FR,,NATIONAL,,BG,SV,C1,ISCED0_2,EMPLOYED,0,0,0,0,61.6,edat_lfse_03,0.5305
2019,IT,MT91,FOREIGN_BORN,PL,1981,EU,,RO,HU,B1,ISCED7_8,UNEMPLOYED,0,1,0,1,63.14,ilc_lvps08,0.1049
2020,NL,NL2,SECOND_GEN,CY,1982,NON_EU,,SL,EL,A1,ISCED5_6,STUDENT,0,0,0,0,87.24,migr_imm8,0.4612
2021,SI,BG84,NATIVE_BORN,SI,,DUAL,,HR,RO,C2,ISCED3_4,INACTIVE,0,0,0,0,90.41,migr_pop1ctz,0.9365
2022,BG,NL967,FOREIGN_BORN,SE,1984,NATIONAL,,NL,,B2,ISCED0_2,EMPLOYED,0,0,0,0,55.33,migr_pop3ctb,0.7955
2023,EE,BE25,SECOND_GEN,DE,1985,EU,,CY,HU,A2,ISCED7_8,UNEMPLOYED,0,0,0,1,82.45,edat_lfse_03,0.3789
2024,HU,FR75,NATIVE_BORN,HU,,NON_EU,,DA,,NATIVE,ISCED5_6,STUDENT,0,0,0,0,70.98,ilc_lvps08,0.2775
2025,LU,SK351,FOREIGN_BORN,CZ,1987,DUAL,ES,SV,PT,C1,ISCED3_4,INACTIVE,0,0,0,0,55.83,migr_imm8,0.7108
2026,RO,PT916,SECOND_GEN,LT,1988,NATIONAL,,EN,SK,B1,ISCED0_2,EMPLOYED,0,0,0,1,27.1,migr_pop1ctz,0.8545
2018,AT,CY2,NATIVE_BORN,AT,,EU,,ET,,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,58.47,migr_pop3ctb,0.6083
2019,CZ,CY3,FOREIGN_BORN,GR,1990,NON_EU,,FI,DA,C2,ISCED5_6,STUDENT,0,1,1,0,84.19,edat_lfse_03,0.9472
2020,DE,LU5,SECOND_GEN,RO,1991,DUAL,SE,DE,CS,B2,ISCED3_4,INACTIVE,0,0,0,0,46.61,ilc_lvps08,0.5339
2021,LV,ES340,NATIVE_BORN,LV,,NATIONAL,,LV,,A2,ISCED0_2,EMPLOYED,0,0,0,0,79.17,migr_imm8,0.6507
2022,PL,IT361,FOREIGN_BORN,LU,1993,EU,,EL,,NATIVE,ISCED7_8,UNEMPLOYED,0,0,1,0,78.73,migr_pop1ctz,0.8908
2023,ES,BG40,SECOND_GEN,BE,1994,NON_EU,,FR,,C1,ISCED5_6,STUDENT,0,0,0,0,36.43,migr_pop3ctb,0.3349
2024,HR,AT1,NATIVE_BORN,HR,,DUAL,,LT,FR,B1,ISCED3_4,INACTIVE,0,0,0,0,54.32,edat_lfse_03,0.5917
2025,FI,IE811,FOREIGN_BORN,SK,1996,NATIONAL,,HU,BG,A1,ISCED0_2,EMPLOYED,0,1,0,1,71.97,ilc_lvps08,0.0603
2026,IE,LU980,SECOND_GEN,EE,1997,EU,,ES,PL,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,34.41,migr_imm8,0.7828
2018,MT,EE295,NATIVE_BORN,MT,,NON_EU,,GA,FR,B2,ISCED5_6,STUDENT,0,0,0,0,87.79,migr_pop1ctz,0.7826
2019,SK,BE58,FOREIGN_BORN,BG,1999,DUAL,,CS,,A2,ISCED3_4,INACTIVE,0,0,0,1,65.21,migr_pop3ctb,0.2101
2020,BE,FI6,SECOND_GEN,IE,2000,NATIONAL,,IT,NL,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,52.39,edat_lfse_03,0.0654
2021,DK,FI7,NATIVE_BORN,DK,,EU,,MT,SV,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,57.48,ilc_lvps08,0.4677
2022,GR,NL50,FOREIGN_BORN,FI,2002,NON_EU,,PT,GA,B1,ISCED5_6,STUDENT,1,0,0,1,50.47,migr_imm8,0.3391
2023,LT,GR19,SECOND_GEN,NL,2003,DUAL,MT,PL,ET,A1,ISCED3_4,INACTIVE,0,0,0,1,29.73,migr_pop1ctz,0.1359
2024,PT,AT378,NATIVE_BORN,PT,,NATIONAL,,SK,EL,C2,ISCED0_2,EMPLOYED,0,0,0,0,64.7,migr_pop3ctb,0.8264
2025,SE,CY8,FOREIGN_BORN,IT,2005,EU,,BG,,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,55.08,edat_lfse_03,0.0577
2026,CY,RO358,SECOND_GEN,ES,2006,NON_EU,,RO,IT,A2,ISCED5_6,STUDENT,0,0,0,0,70.86,ilc_lvps08,0.2918
2018,FR,HU886,NATIVE_BORN,FR,,DUAL,,SL,PT,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,30.52,migr_imm8,0.4896
2019,IT,PL326,FOREIGN_BORN,PL,2008,NATIONAL,,HR,,C1,ISCED0_2,EMPLOYED,1,0,0,0,56.82,migr_pop1ctz,0.3409
2020,NL,DK942,SECOND_GEN,CY,2009,EU,,NL,,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,78.63,migr_pop3ctb,0.175
2021,SI,BE539,NATIVE_BORN,SI,,NON_EU,,CY,BG,A1,ISCED5_6,STUDENT,0,0,0,0,67.62,edat_lfse_03,0.2678
2022,BG,BG127,FOREIGN_BORN,SE,2011,DUAL,,DA,ES,C2,ISCED3_4,INACTIVE,0,1,0,0,48.61,ilc_lvps08,0.3335
2023,EE,HR83,SECOND_GEN,DE,2012,NATIONAL,,SV,ET,B2,ISCED0_2,EMPLOYED,0,0,0,0,26.59,migr_imm8,0.1711
2024,HU,HU833,NATIVE_BORN,HU,,EU,,EN,EL,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,78.52,migr_pop1ctz,0.7137
2025,LU,BE19,FOREIGN_BORN,CZ,2014,NON_EU,,ET,EL,NATIVE,ISCED5_6,STUDENT,0,0,0,0,55.1,migr_pop3ctb,0.3684
2026,RO,SE221,SECOND_GEN,LT,2015,DUAL,NL,FI,,C1,ISCED3_4,INACTIVE,0,0,0,0,67.64,edat_lfse_03,0.6492
2018,AT,BE3,NATIVE_BORN,AT,,NATIONAL,,DE,,B1,ISCED0_2,EMPLOYED,0,0,0,0,88.64,ilc_lvps08,0.1836
2019,CZ,LT979,FOREIGN_BORN,GR,2017,EU,,LV,CY,A1,ISCED7_8,UNEMPLOYED,0,0,1,1,79.27,migr_imm8,0.5092
2020,DE,PL723,SECOND_GEN,RO,2018,NON_EU,,EL,PL,C2,ISCED5_6,STUDENT,0,0,0,0,62.23,migr_pop1ctz,0.2359
2021,LV,SI802,NATIVE_BORN,LV,,DUAL,LT,FR,BG,B2,ISCED3_4,INACTIVE,0,0,0,0,87.27,migr_pop3ctb,0.8292
2022,PL,PT597,FOREIGN_BORN,LU,2020,NATIONAL,,LT,NL,A2,ISCED0_2,EMPLOYED,0,0,0,1,35.42,edat_lfse_03,0.157
2023,ES,DE68,SECOND_GEN,BE,2021,EU,,HU,EN,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,76.21,ilc_lvps08,0.7649
2024,HR,IT573,NATIVE_BORN,HR,,NON_EU,,ES,,C1,ISCED5_6,STUDENT,0,0,0,0,33.59,migr_imm8,0.7638
2025,FI,IE81,FOREIGN_BORN,SK,2023,DUAL,,GA,,B1,ISCED3_4,INACTIVE,0,0,0,1,36.56,migr_pop1ctz,0.3174
2026,IE,PL2,SECOND_GEN,EE,2024,NATIONAL,,CS,MT,A1,ISCED0_2,EMPLOYED,0,0,0,0,44.48,migr_pop3ctb,0.6015
2018,MT,SK10,NATIVE_BORN,MT,,EU,,IT,EN,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,56.82,edat_lfse_03,0.2469
2019,SK,CZ842,FOREIGN_BORN,BG,2026,NON_EU,,MT,PL,B2,ISCED5_6,STUDENT,0,0,1,0,85.08,ilc_lvps08,0.1879
2020,BE,CY63,SECOND_GEN,IE,1980,DUAL,HU,PT,ES,A2,ISCED3_4,INACTIVE,0,0,0,0,48.9,migr_imm8,0.4865
2021,DK,RO1,NATIVE_BORN,DK,,NATIONAL,,PL,FI,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,32.68,migr_pop1ctz,0.5612
2022,GR,LV439,FOREIGN_BORN,FI,1982,EU,,SK,,C1,ISCED7_8,UNEMPLOYED,0,0,1,0,46.59,migr_pop3ctb,0.697
2023,LT,RO818,SECOND_GEN,NL,1983,NON_EU,,BG,SL,B1,ISCED5_6,STUDENT,0,0,0,0,65.8,edat_lfse_03,0.3207
2024,PT,MT1,NATIVE_BORN,PT,,DUAL,LT,RO,PT,A1,ISCED3_4,INACTIVE,0,0,0,0,52.01,ilc_lvps08,0.885
2025,SE,GR86,FOREIGN_BORN,IT,1985,NATIONAL,,SL,DA,C2,ISCED0_2,EMPLOYED,0,0,1,0,25.89,migr_imm8,0.2925
2026,CY,SK1,SECOND_GEN,ES,1986,EU,,HR,ET,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,65.68,migr_pop1ctz,0.0614
2018,FR,DK206,NATIVE_BORN,FR,,NON_EU,,NL,ET,A2,ISCED5_6,STUDENT,0,0,0,0,27.64,migr_pop3ctb,0.8359
2019,IT,HU48,FOREIGN_BORN,PL,1988,DUAL,HR,CY,PT,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,37.44,edat_lfse_03,0.9357
2020,NL,FR18,SECOND_GEN,CY,1989,NATIONAL,,DA,HU,C1,ISCED0_2,EMPLOYED,0,0,0,0,66.5,ilc_lvps08,0.8818
2021,SI,FR38,NATIVE_BORN,SI,,EU,,SV,SL,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,43.78,migr_imm8,0.9229
2022,BG,EE45,FOREIGN_BORN,SE,1991,NON_EU,,EN,EN,A1,ISCED5_6,STUDENT,0,0,0,1,85.0,migr_pop1ctz,0.5697
2023,EE,DK937,SECOND_GEN,DE,1992,DUAL,ES,ET,NL,C2,ISCED3_4,INACTIVE,0,0,0,0,66.72,migr_pop3ctb,0.5764
2024,HU,IT644,NATIVE_BORN,HU,,NATIONAL,,FI,HU,B2,ISCED0_2,EMPLOYED,0,0,0,0,88.15,edat_lfse_03,0.6627
2025,LU,MT3,FOREIGN_BORN,CZ,1994,EU,,DE,FI,A2,ISCED7_8,UNEMPLOYED,0,0,0,1,44.82,ilc_lvps08,0.1928
2026,RO,MT8,SECOND_GEN,LT,1995,NON_EU,,LV,,NATIVE,ISCED5_6,STUDENT,0,0,0,0,77.33,migr_imm8,0.9405
2018,AT,PL9,NATIVE_BORN,AT,,DUAL,SK,EL,,C1,ISCED3_4,INACTIVE,0,0,0,0,52.71,migr_pop1ctz,0.06
2019,CZ,IT19,FOREIGN_BORN,GR,1997,NATIONAL,,FR,PL,B1,ISCED0_2,EMPLOYED,0,1,1,0,75.82,migr_pop3ctb,0.1704
2020,DE,HR333,SECOND_GEN,RO,1998,EU,,LT,SV,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,57.66,edat_lfse_03,0.241
2021,LV,FR201,NATIVE_BORN,LV,,NON_EU,,HU,NL,C2,ISCED5_6,STUDENT,0,0,0,0,59.24,ilc_lvps08,0.223
2022,PL,LV69,FOREIGN_BORN,LU,2000,DUAL,BG,ES,FI,B2,ISCED3_4,INACTIVE,0,1,1,0,72.95,migr_imm8,0.1491
2023,ES,DE4,SECOND_GEN,BE,2001,NATIONAL,,GA,DE,A2,ISCED0_2,EMPLOYED,0,0,0,0,39.63,migr_pop1ctz,0.2594
2024,HR,SK11,NATIVE_BORN,HR,,EU,,CS,,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,63.14,migr_pop3ctb,0.8475
2025,FI,BG531,FOREIGN_BORN,SK,2003,NON_EU,,IT,HU,C1,ISCED5_6,STUDENT,0,1,0,0,70.54,edat_lfse_03,0.2313
2026,IE,AT85,SECOND_GEN,EE,2004,DUAL,,MT,CY,B1,ISCED3_4,INACTIVE,0,0,0,0,57.8,ilc_lvps08,0.9211
2018,MT,GR299,NATIVE_BORN,MT,,NATIONAL,,PT,NL,A1,ISCED0_2,EMPLOYED,0,0,0,0,58.69,migr_imm8,0.4347
2019,SK,CZ722,FOREIGN_BORN,BG,2006,EU,,PL,CS,C2,ISCED7_8,UNEMPLOYED,0,1,1,0,50.23,migr_pop1ctz,0.1198
2020,BE,CY16,SECOND_GEN,IE,2007,NON_EU,,SK,,B2,ISCED5_6,STUDENT,0,0,0,0,27.31,migr_pop3ctb,0.7611
2021,DK,CZ64,NATIVE_BORN,DK,,DUAL,,BG,LV,A2,ISCED3_4,INACTIVE,0,0,0,0,76.02,edat_lfse_03,0.2971
2022,GR,SK47,FOREIGN_BORN,FI,2009,NATIONAL,,RO,MT,NATIVE,ISCED0_2,EMPLOYED,0,1,0,0,75.66,ilc_lvps08,0.372
2023,LT,ES27,SECOND_GEN,NL,2010,EU,,SL,,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,81.2,migr_imm8,0.646
2024,PT,CZ196,NATIVE_BORN,PT,,NON_EU,,HR,NL,B1,ISCED5_6,STUDENT,0,0,0,0,91.89,migr_pop1ctz,0.191
2025,SE,RO475,FOREIGN_BORN,IT,2012,DUAL,MT,NL,,A1,ISCED3_4,INACTIVE,0,0,1,0,25.46,migr_pop3ctb,0.9226
2026,CY,HR354,SECOND_GEN,ES,2013,NATIONAL,,CY,LV,C2,ISCED0_2,EMPLOYED,0,0,0,0,91.96,edat_lfse_03,0.4715
2018,FR,FR2,NATIVE_BORN,FR,,EU,,DA,FR,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,63.55,ilc_lvps08,0.6691
2019,IT,IE836,FOREIGN_BORN,PL,2015,NON_EU,,SV,,A2,ISCED5_6,STUDENT,0,0,0,1,47.52,migr_imm8,0.4967
2020,NL,SI291,SECOND_GEN,CY,2016,DUAL,,EN,BG,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,79.72,migr_pop1ctz,0.4432
2021,SI,NL796,NATIVE_BORN,SI,,NATIONAL,,ET,,C1,ISCED0_2,EMPLOYED,0,0,0,0,72.65,migr_pop3ctb,0.4903
2022,BG,HR441,FOREIGN_BORN,SE,2018,EU,,FI,FI,B1,ISCED7_8,UNEMPLOYED,0,0,1,0,49.12,edat_lfse_03,0.3074
2023,EE,LV928,SECOND_GEN,DE,2019,NON_EU,,DE,HR,A1,ISCED5_6,STUDENT,0,0,0,0,47.51,ilc_lvps08,0.9216
2024,HU,LT867,NATIVE_BORN,HU,,DUAL,CZ,LV,ET,C2,ISCED3_4,INACTIVE,0,0,0,0,30.0,migr_imm8,0.1809
2025,LU,FR379,FOREIGN_BORN,CZ,2021,NATIONAL,,EL,ES,B2,ISCED0_2,EMPLOYED,0,1,1,0,37.12,migr_pop1ctz,0.6678
2026,RO,SI883,SECOND_GEN,LT,2022,EU,,FR,SV,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,46.23,migr_pop3ctb,0.8856
2018,AT,SI439,NATIVE_BORN,AT,,NON_EU,,LT,CS,NATIVE,ISCED5_6,STUDENT,0,0,0,0,42.66,edat_lfse_03,0.772
2019,CZ,LU598,FOREIGN_BORN,GR,2024,DUAL,,HU,FI,C1,ISCED3_4,INACTIVE,0,0,1,0,32.21,ilc_lvps08,0.2882
2020,DE,PL323,SECOND_GEN,RO,2025,NATIONAL,,ES,HU,B1,ISCED0_2,EMPLOYED,0,0,0,1,45.84,migr_imm8,0.9249
2021,LV,BG268,NATIVE_BORN,LV,,EU,,GA,PT,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,41.84,migr_pop1ctz,0.3018
2022,PL,BG963,FOREIGN_BORN,LU,1980,NON_EU,,CS,,C2,ISCED5_6,STUDENT,0,0,0,0,79.52,migr_pop3ctb,0.4301
2023,ES,ES600,SECOND_GEN,BE,1981,DUAL,,IT,SV,B2,ISCED3_4,INACTIVE,0,0,0,0,55.21,edat_lfse_03,0.5656
2024,HR,CZ515,NATIVE_BORN,HR,,NATIONAL,,MT,,A2,ISCED0_2,EMPLOYED,0,0,0,0,76.64,ilc_lvps08,0.2256
2025,FI,DK812,FOREIGN_BORN,SK,1983,EU,,PT,,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,33.12,migr_imm8,0.2465
2026,IE,EE711,SECOND_GEN,EE,1984,NON_EU,,PL,FR,C1,ISCED5_6,STUDENT,0,0,0,0,70.5,migr_pop1ctz,0.216
2018,MT,NL375,NATIVE_BORN,MT,,DUAL,,SK,PT,B1,ISCED3_4,INACTIVE,0,0,0,0,31.62,migr_pop3ctb,0.5477
2019,SK,SK756,FOREIGN_BORN,BG,1986,NATIONAL,,BG,HU,A1,ISCED0_2,EMPLOYED,0,1,0,0,56.75,edat_lfse_03,0.3164
2020,BE,DK998,SECOND_GEN,IE,1987,EU,,RO,,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,40.98,ilc_lvps08,0.5543
2021,DK,BG905,NATIVE_BORN,DK,,NON_EU,,SL,FR,B2,ISCED5_6,STUDENT,0,0,0,0,88.35,migr_imm8,0.7308
2022,GR,MT204,FOREIGN_BORN,FI,1989,DUAL,,HR,HR,A2,ISCED3_4,INACTIVE,1,0,0,0,82.23,migr_pop1ctz,0.7064
2023,LT,LU341,SECOND_GEN,NL,1990,NATIONAL,,NL,FR,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,42.94,migr_pop3ctb,0.5313
2024,PT,SK403,NATIVE_BORN,PT,,EU,,CY,CS,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,34.73,edat_lfse_03,0.7471
2025,SE,CZ858,FOREIGN_BORN,IT,1992,NON_EU,,DA,SV,B1,ISCED5_6,STUDENT,0,0,1,1,32.77,ilc_lvps08,0.7023
2026,CY,BG591,SECOND_GEN,ES,1993,DUAL,DE,SV,,A1,ISCED3_4,INACTIVE,0,0,0,1,44.47,migr_imm8,0.7846
2018,FR,PL1,NATIVE_BORN,FR,,NATIONAL,,EN,GA,C2,ISCED0_2,EMPLOYED,0,0,0,0,82.71,migr_pop1ctz,0.4012
2019,IT,BG4,FOREIGN_BORN,PL,1995,EU,,ET,LV,B2,ISCED7_8,UNEMPLOYED,0,1,0,0,69.58,migr_pop3ctb,0.3669
2020,NL,RO64,SECOND_GEN,CY,1996,NON_EU,,FI,CS,A2,ISCED5_6,STUDENT,0,0,0,0,34.96,edat_lfse_03,0.6817
2021,SI,FI8,NATIVE_BORN,SI,,DUAL,,DE,DE,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,80.57,ilc_lvps08,0.0978
2022,BG,BE441,FOREIGN_BORN,SE,1998,NATIONAL,,LV,ES,C1,ISCED0_2,EMPLOYED,0,1,0,0,32.26,migr_imm8,0.1455
2023,EE,RO292,SECOND_GEN,DE,1999,EU,,EL,,B1,ISCED7_8,UNEMPLOYED,0,0,0,1,26.37,migr_pop1ctz,0.6902
2024,HU,SE6,NATIVE_BORN,HU,,NON_EU,,FR,GA,A1,ISCED5_6,STUDENT,0,0,0,0,69.09,migr_pop3ctb,0.7712
2025,LU,CY9,FOREIGN_BORN,CZ,2001,DUAL,,LT,DE,C2,ISCED3_4,INACTIVE,0,1,0,0,73.79,edat_lfse_03,0.1656
2026,RO,HR3,SECOND_GEN,LT,2002,NATIONAL,,HU,NL,B2,ISCED0_2,EMPLOYED,0,0,0,0,62.86,ilc_lvps08,0.4847
2018,AT,SI61,NATIVE_BORN,AT,,EU,,ES,GA,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,30.35,migr_imm8,0.661
2019,CZ,SE993,FOREIGN_BORN,GR,2004,NON_EU,,GA,PT,NATIVE,ISCED5_6,STUDENT,0,0,0,0,86.56,migr_pop1ctz,0.7975
2020,DE,GR40,SECOND_GEN,RO,2005,DUAL,HR,CS,MT,C1,ISCED3_4,INACTIVE,0,0,0,0,86.43,migr_pop3ctb,0.4408
2021,LV,PT92,NATIVE_BORN,LV,,NATIONAL,,IT,SV,B1,ISCED0_2,EMPLOYED,0,0,0,0,29.44,edat_lfse_03,0.4122
2022,PL,IT4,FOREIGN_BORN,LU,2007,EU,,MT,DE,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,79.91,ilc_lvps08,0.736
2023,ES,RO131,SECOND_GEN,BE,2008,NON_EU,,PT,FI,C2,ISCED5_6,STUDENT,0,0,0,0,77.68,migr_imm8,0.7711
2024,HR,EE73,NATIVE_BORN,HR,,DUAL,,PL,,B2,ISCED3_4,INACTIVE,0,0,0,0,47.86,migr_pop1ctz,0.8613
2025,FI,EE4,FOREIGN_BORN,SK,2010,NATIONAL,,SK,SL,A2,ISCED0_2,EMPLOYED,0,0,0,1,53.33,migr_pop3ctb,0.94
2026,IE,BE901,SECOND_GEN,EE,2011,EU,,BG,EL,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,32.14,edat_lfse_03,0.4252
2018,MT,FI56,NATIVE_BORN,MT,,NON_EU,,RO,HR,C1,ISCED5_6,STUDENT,0,0,0,0,84.75,ilc_lvps08,0.4294
2019,SK,BE8,FOREIGN_BORN,BG,2013,DUAL,EE,SL,EL,B1,ISCED3_4,INACTIVE,0,0,0,0,80.59,migr_imm8,0.9432
2020,BE,HU4,SECOND_GEN,IE,2014,NATIONAL,,HR,FR,A1,ISCED0_2,EMPLOYED,0,0,0,1,50.45,migr_pop1ctz,0.535
2021,DK,HU5,NATIVE_BORN,DK,,EU,,NL,,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,52.63,migr_pop3ctb,0.3832
2022,GR,BG6,FOREIGN_BORN,FI,2016,NON_EU,,CY,CS,B2,ISCED5_6,STUDENT,0,0,0,0,70.26,edat_lfse_03,0.425
2023,LT,CY21,SECOND_GEN,NL,2017,DUAL,LV,DA,FR,A2,ISCED3_4,INACTIVE,0,0,0,1,49.61,ilc_lvps08,0.9238
2024,PT,FI2,NATIVE_BORN,PT,,NATIONAL,,SV,SL,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,84.14,migr_imm8,0.2152
2025,SE,LU2,FOREIGN_BORN,IT,2019,EU,,EN,NL,C1,ISCED7_8,UNEMPLOYED,0,0,1,0,49.09,migr_pop1ctz,0.2163
2026,CY,FR15,SECOND_GEN,ES,2020,NON_EU,,ET,GA,B1,ISCED5_6,STUDENT,0,0,0,1,86.04,migr_pop3ctb,0.3487
2018,FR,IE3,NATIVE_BORN,FR,,DUAL,,FI,CS,A1,ISCED3_4,INACTIVE,0,0,0,0,37.19,edat_lfse_03,0.8787
2019,IT,GR43,FOREIGN_BORN,PL,2022,NATIONAL,,DE,EL,C2,ISCED0_2,EMPLOYED,0,0,1,0,37.32,ilc_lvps08,0.1086
2020,NL,DE2,SECOND_GEN,CY,2023,EU,,LV,SK,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,61.76,migr_imm8,0.9188
2021,SI,MT5,NATIVE_BORN,SI,,NON_EU,,EL,BG,A2,ISCED5_6,STUDENT,0,0,0,0,42.33,migr_pop1ctz,0.4216
2022,BG,PT5,FOREIGN_BORN,SE,2025,DUAL,,FR,BG,NATIVE,ISCED3_4,INACTIVE,0,1,0,0,50.16,migr_pop3ctb,0.163
2023,EE,NL568,SECOND_GEN,DE,2026,NATIONAL,,LT,GA,C1,ISCED0_2,EMPLOYED,0,0,0,0,37.84,edat_lfse_03,0.8621
2024,HU,IT487,NATIVE_BORN,HU,,EU,,HU,,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,27.22,ilc_lvps08,0.428
2025,LU,CY1,FOREIGN_BORN,CZ,1981,NON_EU,,ES,,A1,ISCED5_6,STUDENT,0,0,0,0,48.14,migr_imm8,0.1899
2026,RO,EE9,SECOND_GEN,LT,1982,DUAL,ES,GA,FI,C2,ISCED3_4,INACTIVE,0,0,0,0,90.72,migr_pop1ctz,0.7511
2018,AT,SE968,NATIVE_BORN,AT,,NATIONAL,,CS,,B2,ISCED0_2,EMPLOYED,0,0,0,0,82.95,migr_pop3ctb,0.2248
2019,CZ,IT5,FOREIGN_BORN,GR,1984,EU,,IT,HU,A2,ISCED7_8,UNEMPLOYED,0,0,0,1,50.04,edat_lfse_03,0.4399
2020,DE,RO4,SECOND_GEN,RO,1985,NON_EU,,MT,RO,NATIVE,ISCED5_6,STUDENT,0,0,0,0,90.02,ilc_lvps08,0.6396
2021,LV,RO7,NATIVE_BORN,LV,,DUAL,,PT,,C1,ISCED3_4,INACTIVE,0,0,0,0,44.32,migr_imm8,0.9237
2022,PL,LV5,FOREIGN_BORN,LU,1987,NATIONAL,,PL,LT,B1,ISCED0_2,EMPLOYED,0,1,0,1,37.97,migr_pop1ctz,0.5976
2023,ES,MT116,SECOND_GEN,BE,1988,EU,,SK,DE,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,45.83,migr_pop3ctb,0.6315
2024,HR,FI51,NATIVE_BORN,HR,,NON_EU,,BG,ES,C2,ISCED5_6,STUDENT,0,0,0,0,82.23,edat_lfse_03,0.0561
2025,FI,DK3,FOREIGN_BORN,SK,1990,DUAL,,RO,EL,B2,ISCED3_4,INACTIVE,0,0,0,0,88.46,ilc_lvps08,0.573
2026,IE,HR149,SECOND_GEN,EE,1991,NATIONAL,,SL,,A2,ISCED0_2,EMPLOYED,0,0,0,0,47.7,migr_imm8,0.1332
2018,MT,GR751,NATIVE_BORN,MT,,EU,,HR,ET,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,77.45,migr_pop1ctz,0.3741
