labor_indmix_establishment_year,labor_indmix_district_business_pattern_code,labor_indmix_industry_nic_4,labor_indmix_establishment_size_class,labor_indmix_employment_march,labor_indmix_employment_annual_avg,labor_indmix_payroll_q1,labor_indmix_payroll_annual,labor_indmix_average_weekly_wage,labor_indmix_job_creation_count,labor_indmix_job_destruction_count,labor_indmix_churn_rate_pct,labor_indmix_new_establishment_count,labor_indmix_closures_count,labor_indmix_multiunit_share_pct,labor_indmix_women_owned_share_pct,labor_indmix_minority_owned_share_pct,labor_indmix_veteran_owned_share_pct,labor_indmix_rural_urban_class,labor_indmix_confidentiality_flag
2011,DBP101785,8974,1_4,3161,3337,1482963765.56,5758400880.96,33185.04,627,236,25.862,145,106,5.3,47.66,18.14,17.48,PeriUrban,N
2016,DBP101786,9430,10_19,4036,3897,1370866438.31,4952586936.96,24439.84,235,668,23.172,184,134,50.14,33.35,14.25,17.91,Metro,N
2025,DBP101787,5773,20_49,246,482,200147639.46,885580547.28,35332.77,286,306,122.822,198,54,44.54,37.39,1.42,2.95,Metro,Y
2013,DBP101788,8017,5_9,3957,4293,1803071806.4,7181140477.68,32168.38,384,86,10.948,37,268,7.91,6.95,25.77,0.02,Urban,N
2010,DBP101789,0505,1_4,1543,1372,593816982.08,2292420413.92,32131.93,237,46,20.627,280,18,18.5,22.05,31.4,15.34,Rural,Y
2017,DBP101790,2950,250_499,2995,3245,1331848353.41,5372605667.0,31839.55,177,136,9.646,36,181,53.4,55.03,40.23,14.9,Metro,Y
2013,DBP101791,2072,50_99,1601,2012,546122889.49,2318737769.92,22162.58,8,188,9.742,197,282,0.04,0.75,59.45,10.86,Urban,N
2010,DBP101792,5692,250_499,2589,2929,1490583346.08,5442957888.16,35736.52,275,218,16.832,98,61,61.39,59.03,29.63,4.78,Rural,Y
2010,DBP101793,6357,500_plus,271,486,140284999.84,533617774.56,21114.98,652,605,258.642,246,241,13.02,23.12,26.6,8.75,Rural,Y
2021,DBP101794,2364,5_9,60,254,9808921.89,38291576.96,2899.12,524,87,240.551,115,148,21.93,27.91,12.81,14.14,Urban,N
2020,DBP101795,6832,500_plus,621,956,128249703.97,550758750.88,11078.99,137,775,95.397,77,257,53.89,56.87,45.36,6.32,Urban,N
2023,DBP101796,7574,1_4,834,803,440995679.81,1801904601.64,43153.19,518,564,134.745,169,162,20.4,41.68,49.49,4.82,Urban,Y
2021,DBP101797,6566,500_plus,2529,2688,105234895.14,454063733.76,3248.51,431,527,35.64,230,192,6.54,47.79,36.16,19.35,PeriUrban,Y
2014,DBP101798,9888,1_4,2701,3107,1039518265.9,4181930654.2,25884.05,781,732,48.696,263,191,53.1,14.99,15.34,5.8,Metro,N
2013,DBP101799,2597,1_4,3959,4209,355245872.27,1349369370.96,6165.22,757,597,32.169,321,54,55.91,20.48,53.63,13.74,Rural,N
2011,DBP101800,6774,50_99,4610,4570,310192678.52,1288072962.8,5420.27,478,274,16.455,141,220,27.13,45.03,38.28,10.81,PeriUrban,N
2023,DBP101801,6434,5_9,4512,4523,1516882788.05,5644791022.52,24000.37,436,415,18.815,234,150,9.0,47.78,10.26,13.13,PeriUrban,N
2018,DBP101802,3269,1_4,241,117,60357141.49,254569404.96,41842.44,426,163,503.419,21,43,31.6,49.95,68.67,8.29,Rural,Y
2015,DBP101803,5838,10_19,1285,1128,596074053.61,2276867548.8,38817.3,702,198,79.787,248,53,2.26,31.91,34.27,19.43,Rural,Y
2012,DBP101804,0996,20_49,4522,4924,1653695702.71,7029982194.56,27455.72,677,632,26.584,326,210,2.97,43.54,55.36,12.65,PeriUrban,N
2016,DBP101805,6615,20_49,520,1006,393574619.05,1693961429.68,32381.89,753,527,127.237,87,43,38.84,51.79,52.49,12.03,Metro,Y
2024,DBP101806,5452,5_9,3996,4403,1635358231.93,6629517141.52,28955.42,684,335,23.143,273,150,59.58,0.78,40.21,13.96,PeriUrban,N
2017,DBP101807,5530,100_249,2134,2569,1284686188.54,4917135157.48,36808.21,57,779,32.542,105,158,20.13,9.18,29.08,14.95,PeriUrban,Y
2016,DBP101808,6856,50_99,2912,3072,1536477323.06,6847603875.84,42866.11,355,70,13.835,326,154,10.83,36.27,38.81,9.51,Urban,Y
2024,DBP101809,4143,250_499,2193,2478,675011431.44,2699720041.2,20951.45,242,710,38.418,262,57,54.75,11.31,41.93,10.99,Metro,N
2020,DBP101810,8716,5_9,2720,3195,1635001356.21,6074708070.6,36563.79,226,179,12.676,214,146,17.97,51.5,32.91,10.93,Rural,Y
2023,DBP101811,1259,500_plus,1869,1703,903054296.01,3891247166.04,43941.09,746,163,53.376,189,248,38.51,15.99,41.96,3.87,Metro,N
2012,DBP101812,9369,100_249,4232,4632,846899515.01,3790549027.2,15737.3,717,749,31.649,51,211,29.25,35.45,31.94,12.66,Urban,N
2021,DBP101813,3437,20_49,1601,1957,902344292.41,3368796473.64,33104.01,727,289,51.916,70,91,3.79,31.24,61.03,9.35,PeriUrban,Y
2014,DBP101814,4824,50_99,1736,1775,219631175.72,983746322.0,10658.14,280,50,18.592,246,169,47.27,56.31,29.57,3.23,Urban,N
2020,DBP101815,2047,100_249,63,258,9221573.88,36625814.16,2730.01,380,592,376.744,4,79,1.03,1.26,8.81,13.91,Rural,Y
2022,DBP101816,3152,10_19,49,5,2786253.94,11668183.8,44877.63,750,654,28080.0,206,235,66.75,10.58,27.01,19.35,Metro,Y
2022,DBP101817,7987,100_249,2546,2971,531543906.02,2141606727.0,13862.25,484,738,41.131,0,271,33.81,50.9,59.04,18.59,Rural,N
2010,DBP101818,0907,500_plus,4372,4397,1725797220.03,7143579366.56,31243.24,703,13,16.284,333,117,41.61,36.93,28.38,9.69,Metro,N
2013,DBP101819,6768,250_499,4369,4497,732258864.62,3130925623.8,13388.95,0,316,7.027,41,21,4.47,31.21,33.15,7.74,Rural,Y
2018,DBP101820,0420,1_4,3669,3542,728223211.26,3161350752.56,17164.09,311,268,16.347,159,159,46.51,9.82,31.75,19.31,Metro,N
2011,DBP101821,3331,250_499,2095,2557,1169392446.75,4634804596.76,34857.59,93,427,20.336,327,94,43.8,47.03,5.57,18.1,Urban,Y
2021,DBP101822,2056,1_4,1041,1105,586122618.41,2210559748.8,38471.28,232,716,85.792,2,131,28.67,38.02,28.35,16.52,Metro,N
2018,DBP101823,9989,50_99,645,723,350415893.45,1518639665.4,40393.65,631,173,111.203,116,253,53.65,0.34,35.81,2.95,PeriUrban,Y
2010,DBP101824,9445,1_4,1254,1209,360670058.97,1387695422.88,22073.16,439,285,59.884,39,238,29.56,32.01,20.99,3.73,Urban,Y
2022,DBP101825,0887,250_499,2407,2567,644249599.43,2334249391.24,17487.11,765,559,51.578,245,131,68.34,9.15,64.54,3.47,Metro,Y
2023,DBP101826,3604,5_9,4996,5144,866326791.03,3848716314.56,14388.37,542,597,22.142,82,226,63.7,28.69,52.33,18.61,Urban,Y
2022,DBP101827,0709,500_plus,293,99,37915143.02,136466066.88,26508.56,3,88,91.919,28,23,30.51,13.56,11.85,6.4,Metro,Y
2020,DBP101828,1487,10_19,4188,4209,1648179445.43,6006928561.92,27445.44,279,797,25.564,135,201,40.36,46.8,28.7,2.62,Rural,N
2014,DBP101829,9066,5_9,2018,1847,192970727.21,794253145.92,8269.68,753,198,51.489,288,65,22.95,6.42,41.03,6.02,PeriUrban,N
2013,DBP101830,9922,500_plus,2427,2287,1074360257.75,4007044283.84,33694.16,427,179,26.498,282,80,32.0,52.92,31.49,4.95,Rural,N
2010,DBP101831,6201,50_99,3406,3639,1341052517.84,5898047532.0,31169.0,542,349,24.485,41,54,7.37,12.07,30.37,2.61,Urban,N
2023,DBP101832,2383,250_499,4341,4799,393915835.54,1422957632.72,5702.14,235,316,11.482,36,157,42.89,57.94,54.66,15.41,Urban,Y
2010,DBP101833,8520,250_499,3337,3441,561953114.67,2304407969.76,12878.68,533,87,18.018,332,6,2.3,47.63,23.98,14.07,Metro,N
2020,DBP101834,5132,500_plus,4962,4779,2559410504.12,9721635445.08,39120.01,431,101,11.132,160,77,27.82,42.54,49.16,18.74,Metro,Y
2018,DBP101835,4772,1_4,11,1,94544.46,359874.84,6920.67,575,356,93100.0,211,176,52.62,52.8,61.62,15.9,Metro,N
2021,DBP101836,0778,500_plus,3845,3896,177386360.8,684927085.44,3380.82,642,715,34.831,251,141,66.78,52.63,20.18,4.49,Urban,Y
2020,DBP101837,0387,100_249,4573,4375,2587107879.32,9869336750.0,43381.7,722,798,34.743,250,8,2.99,3.49,16.32,1.7,Urban,Y
2021,DBP101838,7361,20_49,2528,2583,947603877.08,3790768232.16,28222.76,419,560,37.902,9,196,50.69,54.3,32.15,2.34,Rural,N
2023,DBP101839,8667,500_plus,1348,1639,504729264.6,2208939304.0,25918.0,678,202,53.691,255,123,16.35,6.59,62.84,4.0,Rural,Y
2014,DBP101840,9081,10_19,4810,4671,650401628.1,2417151882.6,9951.55,490,479,20.745,329,289,12.44,28.44,41.52,0.7,Rural,Y
2023,DBP101841,2129,1_4,899,1175,126213422.85,522301130.0,8548.3,251,223,40.34,83,267,31.41,49.6,26.65,19.47,Urban,N
2016,DBP101842,5208,1_4,2235,2336,254406772.25,932821144.32,7679.31,115,700,34.889,23,86,69.78,19.09,69.3,2.09,Metro,Y
2022,DBP101843,6672,500_plus,1001,1457,344552727.49,1253376731.88,16543.17,346,100,30.611,339,148,10.63,31.39,64.41,14.09,Metro,N
2025,DBP101844,0277,250_499,2152,2600,684967367.93,2576705144.0,19058.47,481,332,31.269,191,231,24.09,35.9,6.35,18.94,Rural,Y
2025,DBP101845,4988,10_19,2741,3010,1645252620.01,6908140111.6,44135.83,616,183,26.545,346,159,60.31,48.58,45.83,12.22,Metro,Y
2024,DBP101846,5350,250_499,2230,2516,1139212089.46,4272515208.0,32656.5,1,572,22.774,179,4,48.79,17.07,17.74,17.0,Metro,Y
2022,DBP101847,6261,5_9,1971,2087,695495501.39,2580521655.4,23778.35,394,264,31.529,337,68,19.55,11.73,36.5,2.45,Rural,Y
2023,DBP101848,9382,20_49,2812,2972,472497823.76,1944052248.32,12579.28,745,501,41.925,0,38,26.77,14.71,56.03,15.98,Urban,N
2013,DBP101849,4100,100_249,499,430,88962730.18,321307610.0,14369.75,745,349,254.419,91,97,51.15,53.48,41.62,10.28,Rural,Y
2010,DBP101850,7484,50_99,3977,4191,299523677.53,1333713329.52,6119.86,518,516,24.672,204,1,29.78,30.11,1.14,1.65,Urban,Y
2018,DBP101851,8735,10_19,2733,2799,108687493.82,417072160.44,2865.53,23,5,1.0,103,187,69.32,48.61,33.13,0.34,PeriUrban,Y
2012,DBP101852,4828,50_99,528,677,75275476.49,294567709.8,8367.45,224,363,86.706,4,46,32.5,7.49,36.01,16.09,Urban,N
2013,DBP101853,4085,250_499,4671,5018,2127114810.65,8358388060.88,32032.33,151,420,11.379,343,98,32.8,14.69,57.81,6.97,Rural,N
2020,DBP101854,1290,20_49,54,8,809446.55,2987404.16,7181.26,44,345,4862.5,18,290,48.22,3.58,59.76,16.61,Urban,Y
2010,DBP101855,4249,1_4,4522,4905,1518695225.43,6868469930.4,26928.84,447,348,16.208,149,239,26.55,46.28,55.04,8.49,Urban,N
2019,DBP101856,5570,20_49,3007,3226,552405111.99,2163370052.48,12896.24,690,74,23.683,299,225,29.77,8.14,46.76,6.48,Urban,Y
2021,DBP101857,7922,100_249,2180,2469,242969848.38,1087391153.16,8469.57,18,585,24.423,68,241,6.17,35.07,56.08,1.71,Metro,Y
2023,DBP101858,1070,1_4,3607,3505,1089323813.22,3932972136.6,21578.91,220,43,7.504,156,287,35.21,58.17,65.61,17.88,PeriUrban,N
2017,DBP101859,3602,1_4,1016,1163,191185280.91,713094892.12,11791.37,551,220,66.294,10,21,22.75,12.83,8.62,16.99,PeriUrban,N
2019,DBP101860,9729,1_4,3283,3450,1435756660.95,5809729068.0,32384.22,750,343,31.681,193,194,48.13,17.36,5.88,11.52,Urban,Y
2016,DBP101861,8503,250_499,1292,1219,473288249.1,1848901817.88,29168.01,756,434,97.621,330,69,20.09,22.32,68.79,2.28,PeriUrban,Y
2019,DBP101862,4981,500_plus,2929,2828,557336400.89,2504619557.44,17031.74,509,368,31.011,25,42,50.2,11.7,54.25,13.43,Urban,N
2022,DBP101863,6169,10_19,1884,2305,789098465.71,2829211398.0,23604.3,445,496,40.824,141,268,28.69,7.3,30.37,5.23,PeriUrban,N
2015,DBP101864,9443,250_499,4331,4657,1190283449.54,4855782927.32,20051.63,304,633,20.12,16,272,48.83,44.01,66.36,12.57,Metro,N
2010,DBP101865,6138,500_plus,2978,2911,775393481.35,3066353200.04,20257.07,391,107,17.108,260,100,28.15,0.14,49.29,13.33,Urban,Y
2023,DBP101866,1567,10_19,4916,4798,323623090.86,1162768623.12,4660.47,514,223,15.361,310,283,54.05,18.34,18.45,15.45,Rural,Y
2019,DBP101867,1653,20_49,311,809,183703005.64,681592046.2,16202.15,633,272,111.867,150,197,3.49,53.06,24.65,4.08,Metro,Y
2022,DBP101868,2177,1_4,1756,2112,117445706.96,489601981.44,4458.06,590,500,51.61,194,280,54.54,0.15,27.04,8.45,PeriUrban,N
2016,DBP101869,9207,10_19,1171,1219,578017902.22,2595403911.36,40944.72,490,633,92.125,224,203,25.2,23.39,8.68,6.04,Rural,Y
2015,DBP101870,8728,50_99,3897,4184,1966270288.38,8808886656.96,40487.97,414,762,28.107,323,246,9.51,26.21,22.26,13.05,Metro,Y
2018,DBP101871,4981,50_99,47,1,269356.25,1075756.76,20687.63,737,51,78800.0,189,163,38.67,56.44,11.05,18.33,PeriUrban,Y
2021,DBP101872,7319,100_249,2420,2342,816476964.2,3029028697.76,24872.14,119,177,12.639,174,288,60.76,52.69,57.61,2.11,PeriUrban,N
2012,DBP101873,0263,500_plus,3436,3883,441773217.66,1603211020.84,7939.99,16,552,14.628,290,207,26.57,23.21,31.12,5.44,PeriUrban,Y
2016,DBP101874,2839,100_249,759,1006,217555374.56,920184819.84,17590.32,15,470,48.211,288,15,45.97,0.25,38.96,5.84,PeriUrban,N
2010,DBP101875,2852,500_plus,1890,2303,1040954004.19,4249636267.24,35485.79,95,269,15.805,32,139,20.44,21.94,13.3,17.66,Rural,Y
2015,DBP101876,4163,50_99,3368,3651,187531813.05,712269646.92,3751.71,640,724,37.36,240,153,35.11,27.59,9.09,1.26,Urban,Y
2019,DBP101877,6333,100_249,2070,1978,240753285.66,972396509.76,9453.96,624,755,69.717,234,179,28.52,53.49,34.48,2.49,PeriUrban,Y
2016,DBP101878,6616,500_plus,3360,3643,1296081347.54,5724126992.48,30216.68,697,644,36.81,304,4,41.43,20.29,26.57,6.61,PeriUrban,N
2022,DBP101879,8855,100_249,4006,3910,1825087020.62,7276912260.8,35790.44,290,431,18.44,242,60,51.24,14.32,44.64,18.59,Rural,N
2019,DBP101880,7535,10_19,1073,1060,327544712.27,1442322284.0,26166.95,417,405,77.547,267,133,30.75,37.62,69.95,9.93,Metro,Y
2024,DBP101881,0271,5_9,4420,4295,191597642.28,803999432.6,3599.89,741,149,20.722,50,30,31.84,22.52,15.11,15.52,Urban,Y
2011,DBP101882,7794,1_4,1102,1072,247501236.71,1099675266.56,19727.24,501,71,53.358,17,226,54.76,4.55,10.71,8.18,Rural,Y
2017,DBP101883,3890,100_249,2791,3053,1425378851.8,5586236275.36,35187.56,283,604,29.053,345,29,57.58,38.11,34.59,4.59,PeriUrban,N
2021,DBP101884,7607,500_plus,85,488,68685103.42,297269689.6,11714.6,44,242,58.607,17,245,35.79,37.28,13.57,9.6,Urban,N
2023,DBP101885,9112,250_499,179,189,21044391.19,81330041.52,8275.34,261,540,423.81,228,117,21.35,46.67,50.75,16.82,Metro,Y
2024,DBP101886,6775,5_9,1867,1669,599405022.78,2724454103.28,31392.06,303,501,48.173,180,170,14.17,56.42,42.91,14.16,Metro,Y
2022,DBP101887,7953,10_19,4972,5141,2769405016.26,11118150747.6,41589.3,160,396,10.815,97,239,42.72,35.41,46.77,1.29,Urban,N
2016,DBP101888,9492,250_499,3312,3788,803726786.18,3380819243.36,17163.61,539,556,28.907,270,290,39.19,40.87,66.54,16.08,Rural,Y
2012,DBP101889,9087,250_499,3317,3644,1057336160.45,4783651088.32,25245.14,390,250,17.563,327,293,14.89,0.74,22.11,7.67,Metro,Y
2012,DBP101890,6907,20_49,4171,4053,2069349506.92,7741464101.28,36731.88,610,63,16.605,204,104,16.75,16.04,50.23,0.74,Metro,N
2016,DBP101891,7145,50_99,934,1359,607345138.4,2611376937.0,36952.75,211,619,61.074,149,51,17.92,22.74,48.62,15.08,Rural,Y
2016,DBP101892,4569,20_49,235,98,34637241.4,148354701.04,29111.99,672,705,1405.102,344,122,27.31,55.06,5.65,0.56,Metro,Y
2021,DBP101893,2678,50_99,3246,3438,299754358.57,1264530917.52,7073.27,79,728,23.473,343,188,10.29,16.22,68.41,13.91,Urban,N
2013,DBP101894,7309,100_249,1026,903,309486428.06,1299470674.32,27674.22,750,681,158.472,178,184,54.44,53.44,69.83,3.0,Metro,Y
2018,DBP101895,3341,5_9,1607,1649,251745279.1,977366851.24,11398.13,458,538,60.4,248,127,51.34,51.67,29.47,0.92,Rural,N
2018,DBP101896,6441,50_99,2399,2371,355556390.58,1416589325.32,11489.71,60,98,6.664,338,192,1.99,44.91,24.94,6.91,Urban,N
2024,DBP101897,4727,10_19,498,646,254543408.5,1134197936.56,33763.93,378,533,141.022,10,130,31.05,11.55,12.48,12.61,PeriUrban,N
2021,DBP101898,1515,5_9,3718,3944,827560920.65,3565614848.64,17385.78,717,734,36.79,304,164,5.36,47.51,38.92,8.42,PeriUrban,Y
2022,DBP101899,1117,20_49,2842,3082,176207771.37,671815469.52,4191.93,367,211,18.754,139,174,58.56,5.85,46.73,5.06,Urban,Y
2017,DBP101900,0294,1_4,2705,3132,1934395523.37,7135764012.0,43814.25,768,495,40.326,149,47,44.68,49.75,45.75,6.75,Rural,Y
2013,DBP101901,6985,10_19,3027,3068,1127829921.32,4337094644.48,27185.68,187,221,13.299,56,54,21.99,17.79,60.68,14.53,Metro,N
2010,DBP101902,5044,1_4,1854,2276,793563488.7,3350740400.8,28311.65,318,675,43.629,3,93,36.92,30.56,55.89,0.43,Metro,Y
2020,DBP101903,8650,10_19,4338,4204,1810337076.79,8144415926.4,37255.8,792,617,33.516,108,257,17.96,22.85,45.87,11.48,Metro,N
2020,DBP101904,6056,5_9,1870,1851,975253196.69,3526962998.52,36643.01,347,162,27.499,107,138,0.84,2.01,30.95,1.4,Urban,N
2016,DBP101905,6824,1_4,884,981,374964691.64,1600453548.72,31374.06,457,382,85.525,194,147,3.58,33.51,67.11,17.32,Rural,Y
2016,DBP101906,4406,5_9,3045,3252,987344574.13,3595063105.92,21259.48,222,354,17.712,259,148,48.48,34.55,27.73,16.08,Rural,N
2017,DBP101907,8134,50_99,4519,4328,295201384.13,1232057819.2,5474.45,278,159,10.097,187,222,29.81,53.11,54.06,9.6,PeriUrban,N
2025,DBP101908,1712,1_4,398,767,258929281.1,1109657832.92,27822.13,601,33,82.66,132,122,48.87,17.79,47.22,16.44,PeriUrban,N
2013,DBP101909,3723,50_99,4901,5326,2380551754.17,10264572273.28,37062.64,429,458,16.654,205,269,66.73,38.12,53.56,9.96,Urban,N
2025,DBP101910,3296,100_249,1047,1443,281730623.8,1042688250.24,13895.84,308,155,32.086,220,109,7.91,22.23,68.24,7.21,Metro,Y
2020,DBP101911,9224,20_49,1559,1715,941475659.78,3542144879.0,39719.05,55,233,16.793,55,66,32.71,54.02,24.47,9.84,Rural,N
2025,DBP101912,9199,100_249,4698,4973,2534394420.54,10076764637.16,38967.21,308,101,8.224,236,73,8.89,36.73,9.82,2.19,Metro,N
2021,DBP101913,6452,500_plus,2795,3141,489799614.04,1831827179.52,11215.36,384,144,16.81,59,268,5.39,55.77,46.31,13.87,Metro,Y
2015,DBP101914,4891,10_19,2955,2925,906109076.61,3286240659.0,21605.79,315,741,36.103,301,255,15.43,25.71,0.53,4.68,Metro,N
2025,DBP101915,0346,500_plus,827,666,105067264.34,391006015.92,11290.31,109,553,99.399,147,267,43.48,12.61,49.53,9.56,PeriUrban,Y
2023,DBP101916,4060,250_499,3873,4076,1776417877.52,6896405156.16,32537.58,218,655,21.418,99,63,63.6,28.88,20.88,15.18,Metro,Y
2023,DBP101917,6563,5_9,2490,2494,342275113.64,1286622976.08,9920.91,506,678,47.474,343,234,69.79,17.46,11.04,19.94,PeriUrban,N
2021,DBP101918,7880,10_19,3203,3345,976090586.25,3950960130.0,22714.5,167,670,25.022,181,140,39.25,55.91,44.57,6.93,Urban,Y
2013,DBP101919,3339,250_499,4769,5189,2044960871.87,9079164449.16,33647.97,385,514,17.325,199,139,13.51,55.11,45.97,11.6,Urban,N
2023,DBP101920,5122,20_49,1817,1974,530302939.2,2198983965.36,21422.57,162,586,37.893,101,179,47.93,39.02,2.25,14.65,Rural,N
2023,DBP101921,1809,10_19,4961,5260,2600876067.68,10053298715.2,36755.26,60,213,5.19,336,103,69.03,50.41,17.24,4.02,PeriUrban,N
2025,DBP101922,2197,1_4,2977,3198,1227849154.58,4646267003.04,27939.74,488,488,30.519,219,285,62.81,50.39,22.69,6.51,Rural,Y
2014,DBP101923,6084,50_99,2884,3117,576905982.58,2127923035.68,13128.52,158,316,15.207,231,68,48.85,16.56,20.34,9.97,Rural,N
2011,DBP101924,6347,20_49,3972,3783,1578211648.64,6719869706.16,34160.26,100,599,18.477,30,57,52.12,56.71,59.13,7.32,Urban,N
2016,DBP101925,2494,100_249,197,285,158289275.11,607141462.2,40967.71,128,477,212.281,16,106,38.9,27.88,48.07,8.66,Urban,Y
2013,DBP101926,1595,5_9,4408,4299,719749501.46,2585790893.4,11567.05,85,529,14.282,279,189,0.5,40.71,19.41,7.47,PeriUrban,N
2016,DBP101927,4656,100_249,2758,3241,1814767392.15,6558594682.64,38916.02,463,190,20.148,183,198,0.39,42.97,30.0,3.3,Rural,N
2021,DBP101928,7324,20_49,1584,1597,240500016.46,1018702408.88,12267.02,407,94,31.371,41,76,61.25,36.94,20.14,4.4,PeriUrban,Y
2012,DBP101929,8886,100_249,2758,2600,997279251.63,4234477520.0,31320.1,588,548,43.692,125,260,28.28,5.5,3.13,18.7,Metro,N
2013,DBP101930,1265,500_plus,3932,4343,467826895.85,1745719055.08,7730.03,95,398,11.352,5,298,30.79,30.56,25.44,6.87,Metro,Y
2025,DBP101931,6182,10_19,3434,3840,873306514.34,3863059200.0,19346.25,269,756,26.693,306,254,0.2,54.82,20.82,3.44,Rural,N
2017,DBP101932,9718,10_19,4489,4543,964660147.61,4130057291.36,17482.76,170,158,7.22,201,247,19.65,37.18,27.63,7.88,Rural,Y
2019,DBP101933,2975,250_499,1221,1044,335089384.29,1508001749.28,27777.81,655,83,70.69,36,118,33.48,56.6,23.66,5.42,Metro,Y
2015,DBP101934,0326,10_19,3287,3151,1743304645.05,6990627606.56,42664.28,330,535,27.452,194,89,56.54,56.08,20.3,8.68,PeriUrban,N
2023,DBP101935,3350,5_9,2781,2997,538346185.41,2130989037.84,13673.86,597,528,37.538,13,96,22.61,32.97,55.21,19.76,Metro,Y
2010,DBP101936,5357,10_19,2976,2897,1614631900.67,5939977280.64,39430.56,131,445,19.883,131,9,49.86,37.07,68.39,10.58,Urban,Y
2017,DBP101937,9491,10_19,4239,4333,1765107414.52,6850291360.64,30403.04,369,634,23.148,111,87,61.08,9.38,40.34,6.75,Rural,Y
2016,DBP101938,3111,1_4,2745,2989,1582982108.19,6164437679.4,39661.05,264,321,19.572,144,183,16.55,52.05,64.53,9.77,Urban,Y
2011,DBP101939,1144,5_9,3489,3289,364724023.56,1426171706.96,8338.82,729,62,24.05,206,9,66.28,36.28,56.06,7.93,Metro,Y
2023,DBP101940,3422,50_99,2292,2352,510136641.32,1913249170.56,15643.39,309,285,25.255,332,117,44.78,34.39,18.88,12.9,Rural,Y
2021,DBP101941,4647,100_249,1700,1935,1039787123.01,3798036730.8,37746.34,259,747,51.99,211,50,64.31,42.35,15.49,8.13,PeriUrban,Y
2017,DBP101942,5531,1_4,1155,1122,373973488.66,1394031862.08,23893.32,687,421,98.752,201,9,7.18,29.57,48.25,14.65,PeriUrban,Y
2015,DBP101943,7306,250_499,124,565,24668884.56,106964353.6,3640.72,452,653,195.575,142,245,9.69,44.09,7.93,6.32,PeriUrban,Y
2020,DBP101944,7726,50_99,3212,3421,1110463961.02,4023004454.04,22614.87,81,430,14.937,101,163,57.46,48.78,30.13,6.67,Urban,N
2014,DBP101945,0560,1_4,1074,1037,151631736.74,676024157.64,12536.61,388,631,98.264,142,65,68.8,55.65,4.21,9.53,PeriUrban,N
2013,DBP101946,4986,50_99,4596,4996,2092110240.5,7957340630.72,30629.66,656,509,23.319,67,250,14.88,48.75,4.12,3.05,PeriUrban,Y
2022,DBP101947,9286,10_19,3553,3528,1236219197.66,5351031766.08,29167.93,352,119,13.35,29,19,50.53,40.24,69.44,1.67,PeriUrban,N
2010,DBP101948,7167,10_19,710,1017,431321074.64,1631143519.2,30843.8,740,36,76.303,228,289,26.33,9.58,36.52,10.27,Rural,N
2024,DBP101949,6736,1_4,956,786,242166133.79,993189191.28,24299.99,746,15,96.819,31,139,2.3,55.23,34.59,6.25,Metro,Y
2015,DBP101950,9266,1_4,1780,1874,1067105959.13,4260002661.2,43715.65,324,3,17.449,139,165,38.87,42.87,27.38,2.13,Metro,N
2014,DBP101951,1495,50_99,3399,3810,1166290915.95,5108696564.4,25785.87,343,682,26.903,131,147,0.36,23.32,2.23,2.91,PeriUrban,Y
2012,DBP101952,4141,100_249,1685,2055,682103613.63,2934610692.0,27462.2,584,603,57.762,114,58,5.44,7.8,28.38,14.19,Metro,N
2023,DBP101953,1535,50_99,4248,4696,948302688.26,3692537118.4,15121.45,470,628,23.382,9,204,33.17,30.86,14.65,6.83,Rural,Y
2017,DBP101954,2219,5_9,2402,2383,1108565718.74,4917136818.36,39681.21,722,298,42.803,132,267,43.32,34.53,29.37,0.81,Metro,Y
2011,DBP101955,3106,1_4,3143,3612,277527883.06,1199635644.48,6387.02,237,699,25.914,169,128,45.23,41.9,61.44,1.27,Metro,N
2019,DBP101956,7828,250_499,840,1311,420741651.86,1598373664.68,23446.19,651,53,53.699,266,253,4.01,31.76,58.66,5.54,Rural,N
2015,DBP101957,3936,250_499,1941,1899,205061652.93,753140133.72,7626.89,522,342,45.498,151,285,46.72,22.8,42.53,8.52,PeriUrban,Y
2019,DBP101958,2549,5_9,2838,2818,851309428.34,3597376739.84,24549.44,181,156,11.959,54,139,54.35,55.09,28.83,19.12,PeriUrban,N
2016,DBP101959,2569,20_49,4687,4511,1276219986.12,5796027819.4,24708.95,25,324,7.737,194,27,22.45,36.37,68.39,0.38,PeriUrban,Y
2024,DBP101960,9797,5_9,2388,2293,570128479.93,2120081659.8,17780.55,134,41,7.632,193,60,55.0,23.66,33.82,13.69,Rural,N
2015,DBP101961,2718,500_plus,66,1,170672.55,772803.2,14861.6,5,773,77800.0,208,53,16.18,25.11,61.65,6.83,Rural,N
2011,DBP101962,7083,20_49,2222,2251,535132039.89,2221517032.28,18978.89,301,602,40.116,53,198,21.89,45.21,49.77,1.16,PeriUrban,N
2013,DBP101963,3805,5_9,1055,999,230774863.73,965816696.52,18591.99,510,177,68.769,239,261,8.62,45.68,8.47,4.89,Rural,Y
