civic_district_plan_id,civic_district_plan_effective_year,civic_district_district_number,civic_district_district_type_code,civic_district_population_total_ideal,civic_district_population_deviation_pct,civic_district_voting_age_population,civic_district_citizen_vap,civic_district_minority_vap_share_pct,civic_district_compactness_polsby_popper,civic_district_compactness_reock,civic_district_contiguity_flag,civic_district_split_count_county,civic_district_split_count_tract,civic_district_incumbent_residence_flag,civic_district_communities_of_interest_index,civic_district_partisan_lean_metric,civic_district_election_competitiveness_score,civic_district_public_comment_count,civic_district_litigation_risk_flag
PLAN000001754,2003,44,STATE_HOUSE,219528,3.777,161767,126512,8.13,0.6071,0.4418,1,19,75,0,0.0573,-32.36,95.17,8115,0
PLAN000001755,1999,25,STATE_HOUSE,660535,-0.777,473992,375489,9.16,0.6935,0.3849,1,16,0,1,0.7032,39.949,92.66,9187,0
PLAN000001756,2009,60,JUDICIAL,206318,5.858,158180,146620,18.44,0.2605,0.1996,1,4,60,0,0.8337,34.386,75.78,133,0
PLAN000001757,2013,20,CITY,471097,-1.007,379122,313781,28.75,0.0364,0.5813,1,20,71,1,0.1963,27.701,6.67,6740,0
PLAN000001758,1996,2,SCHOOL,88815,4.157,64724,55817,1.08,0.4444,0.4762,1,1,12,0,0.1006,-29.097,52.55,8841,0
PLAN000001759,2015,17,STATE_SENATE,768805,-3.906,609716,512442,40.29,0.7982,0.471,1,11,73,0,0.6436,39.296,14.0,14109,0
PLAN000001760,1999,16,SCHOOL,293080,-5.053,214597,185883,74.92,0.5356,0.6283,1,8,71,1,0.2934,14.643,17.69,20512,0
PLAN000001761,2004,6,STATE_SENATE,751334,5.834,581953,554031,42.01,0.1967,0.7288,1,16,3,1,0.7221,0.518,39.83,5599,1
PLAN000001762,2010,11,STATE_SENATE,735262,-0.513,572160,448298,30.41,0.7604,0.6814,1,3,75,0,0.5107,33.321,62.18,15318,0
PLAN000001763,1992,60,CITY,725478,5.858,562880,484000,85.08,0.0697,0.1035,1,20,2,0,0.3648,-30.739,18.14,16821,0
PLAN000001764,2013,17,CONGRESSIONAL,385654,7.366,315823,268607,92.9,0.078,0.6376,1,7,35,0,0.4394,-4.713,2.2,20901,0
PLAN000001765,2008,43,STATE_HOUSE,506341,-0.634,364105,303806,41.18,0.1107,0.2375,1,5,0,0,0.777,21.43,59.93,10749,1
PLAN000001766,2009,41,CONGRESSIONAL,198444,2.682,157071,130285,49.11,0.4192,0.4111,1,6,11,0,0.2217,31.133,35.62,20667,0
PLAN000001767,2015,23,JUDICIAL,277290,-1.636,210308,191760,73.19,0.5727,0.4944,0,6,40,0,0.2527,-33.418,2.49,17821,0
PLAN000001768,2011,22,JUDICIAL,274787,5.799,201786,184939,92.29,0.7011,0.1691,1,18,1,1,0.5438,-6.427,38.58,15517,0
PLAN000001769,2014,28,SCHOOL,292135,4.039,205405,194724,43.98,0.2825,0.5821,1,1,60,0,0.4814,-3.168,21.31,24372,0
PLAN000001770,1992,21,CONGRESSIONAL,835609,-7.799,633327,507323,47.46,0.0955,0.3642,1,3,34,0,0.6897,-36.315,46.42,12978,0
PLAN000001771,1995,42,STATE_SENATE,129125,0.77,97954,92730,44.53,0.6151,0.6476,1,14,37,0,0.2205,-36.672,44.6,18633,0
PLAN000001772,2014,27,STATE_HOUSE,455725,-2.138,350984,300159,60.44,0.6651,0.0372,1,11,33,1,0.054,21.305,38.62,16316,1
PLAN000001773,2005,46,CITY,251689,-0.192,195571,161026,8.71,0.7229,0.7689,1,0,39,0,0.9749,-38.962,39.39,15749,0
PLAN000001774,1994,47,JUDICIAL,754338,2.015,588704,557702,61.3,0.7676,0.2465,1,14,63,0,0.1376,16.054,43.9,8532,1
PLAN000001775,2010,16,SCHOOL,327365,6.072,253326,218060,84.46,0.7952,0.4645,1,1,33,0,0.9185,12.162,24.68,12275,0
PLAN000001776,2015,21,STATE_SENATE,103676,7.643,81939,64293,72.56,0.1016,0.3272,1,2,44,1,0.3915,19.23,86.15,9048,1
PLAN000001777,2000,38,CITY,135724,-2.615,106446,83802,35.96,0.3265,0.2973,1,15,22,0,0.0989,11.959,93.52,7190,1
PLAN000001778,1998,56,STATE_SENATE,498256,5.139,405093,327831,13.73,0.1849,0.6682,1,10,61,1,0.9488,-24.325,25.76,428,0
PLAN000001779,2011,7,CONGRESSIONAL,55929,-3.549,40967,34846,87.0,0.3853,0.8161,1,6,36,1,0.0427,-30.092,37.3,23618,1
PLAN000001780,2020,8,STATE_HOUSE,261101,-5.243,200414,176316,55.02,0.683,0.2997,1,11,10,0,0.213,36.883,86.31,17391,0
PLAN000001781,2015,26,STATE_HOUSE,273973,6.277,200707,165694,50.47,0.0315,0.5203,1,10,8,0,0.4789,28.945,65.32,11384,0
PLAN000001782,2021,40,CONGRESSIONAL,860037,1.742,660146,603499,5.81,0.5816,0.4367,1,5,12,0,0.9697,-32.088,91.61,8564,0
PLAN000001783,1999,28,STATE_HOUSE,698590,3.471,524835,416014,33.46,0.5094,0.5928,1,13,30,1,0.07,-11.851,1.14,5411,0
PLAN000001784,2020,37,CONGRESSIONAL,718083,4.195,549137,499097,38.62,0.5218,0.6963,1,15,55,0,0.6425,32.642,51.62,180,0
PLAN000001785,1996,59,STATE_HOUSE,794693,1.846,577536,535072,39.78,0.1353,0.6659,1,5,79,0,0.4434,30.507,5.6,17772,0
PLAN000001786,2004,4,STATE_HOUSE,918702,-2.619,650030,603965,74.79,0.3186,0.176,1,5,47,1,0.6978,22.423,52.99,2975,0
PLAN000001787,2003,47,JUDICIAL,717482,3.939,546234,521460,80.54,0.1207,0.402,1,10,52,0,0.2946,9.878,6.62,20297,0
PLAN000001788,1990,18,STATE_SENATE,670601,6.514,508234,445006,37.53,0.6733,0.4926,1,3,2,0,0.6678,-37.411,60.99,14453,0
PLAN000001789,2018,51,STATE_SENATE,478944,3.439,340437,293353,40.91,0.4547,0.521,1,0,33,1,0.5514,17.702,44.99,21314,0
PLAN000001790,2011,43,SCHOOL,758481,-4.47,534581,498751,11.75,0.653,0.0726,1,14,73,0,0.6202,-33.48,52.49,20395,0
PLAN000001791,1997,54,STATE_SENATE,183011,-1.552,138137,127502,9.61,0.1983,0.7314,1,9,47,0,0.3155,39.627,30.18,22482,0
PLAN000001792,2025,8,CONGRESSIONAL,654301,5.958,527178,451281,1.33,0.7422,0.2454,1,12,8,0,0.1128,8.099,1.66,13965,0
PLAN000001793,2007,10,STATE_HOUSE,424766,7.6,292328,271119,48.72,0.3004,0.6391,1,8,46,0,0.5753,38.346,62.04,19920,0
PLAN000001794,2001,39,STATE_HOUSE,849764,5.913,694829,618963,24.75,0.503,0.8413,1,20,21,0,0.9125,-18.962,54.54,9072,1
PLAN000001795,2005,29,JUDICIAL,589025,-7.763,455734,408230,60.46,0.703,0.8094,1,0,45,1,0.5398,22.769,23.13,14198,0
PLAN000001796,2022,8,STATE_SENATE,627952,0.87,432820,363475,88.77,0.0563,0.2866,1,18,34,1,0.6717,-24.465,86.56,10133,0
PLAN000001797,2008,38,CITY,854850,-3.909,585152,534282,21.62,0.3756,0.7437,1,20,17,1,0.8701,32.02,58.2,24147,0
PLAN000001798,2008,50,JUDICIAL,172586,-7.168,130474,119635,86.51,0.463,0.1644,0,5,70,0,0.1887,-32.969,22.11,17613,0
PLAN000001799,2015,14,STATE_HOUSE,900260,-4.654,710929,563783,19.9,0.1862,0.7018,1,6,77,0,0.7273,-14.178,78.25,7044,0
PLAN000001800,2009,37,CITY,339669,-5.586,253529,242373,80.72,0.658,0.1723,1,11,59,0,0.3119,-0.444,25.52,19531,0
PLAN000001801,2019,32,SCHOOL,86988,0.542,61526,57314,11.49,0.5187,0.8195,1,0,70,0,0.3619,-16.417,34.93,19230,0
PLAN000001802,2024,2,CONGRESSIONAL,727113,2.951,519370,454051,75.94,0.7466,0.1224,1,7,8,0,0.5635,17.054,99.5,13073,0
PLAN000001803,1999,34,CONGRESSIONAL,264544,5.905,216705,182406,5.0,0.0521,0.7602,1,11,64,0,0.1947,-33.825,80.79,14442,0
PLAN000001804,2015,56,STATE_SENATE,943469,-6.926,746770,588235,50.18,0.1505,0.7348,1,0,56,0,0.5958,19.233,58.22,14629,0
PLAN000001805,2017,5,STATE_SENATE,164698,5.17,115231,101080,5.41,0.4476,0.7725,0,12,2,0,0.6025,6.516,39.95,22881,1
PLAN000001806,2015,47,STATE_SENATE,47334,4.278,36772,29062,2.41,0.4235,0.0692,1,4,22,0,0.0254,-38.45,50.17,4847,0
PLAN000001807,2000,31,STATE_HOUSE,321381,-2.534,240823,227768,60.62,0.6795,0.2271,1,11,13,0,0.4846,-25.228,44.27,7381,0
PLAN000001808,2019,60,CONGRESSIONAL,482967,-7.801,369108,309804,57.13,0.0605,0.6603,1,7,50,0,0.2649,-29.123,47.55,24889,0
PLAN000001809,2004,35,CITY,466569,4.218,359741,331114,52.59,0.5644,0.6777,0,16,39,1,0.9785,-15.697,34.88,2002,0
PLAN000001810,2000,15,SCHOOL,652491,-1.315,468204,441578,33.2,0.4095,0.7645,1,3,45,0,0.9187,-21.64,5.2,10456,0
PLAN000001811,2025,38,STATE_SENATE,303525,0.324,210317,170250,42.44,0.0743,0.467,1,17,39,0,0.0025,5.558,9.8,16776,0
PLAN000001812,2025,41,CONGRESSIONAL,297907,2.639,231446,182007,73.46,0.4295,0.6201,1,8,77,1,0.4822,26.326,5.05,838,0
PLAN000001813,1999,14,CONGRESSIONAL,879062,-6.397,637195,573904,31.42,0.6454,0.7892,1,20,8,0,0.5306,-20.275,42.56,23204,0
PLAN000001814,2000,58,STATE_HOUSE,578482,7.274,428405,365900,18.89,0.3208,0.7582,1,9,12,0,0.2766,13.623,7.3,1876,0
PLAN000001815,2004,15,CONGRESSIONAL,938954,-6.133,655232,538354,20.67,0.3924,0.1738,1,11,40,1,0.26,-20.545,11.78,23806,0
PLAN000001816,2015,13,SCHOOL,867485,3.4,591836,540927,19.98,0.1285,0.6385,1,14,62,0,0.8054,5.869,8.6,18424,0
PLAN000001817,2017,13,JUDICIAL,31162,-2.078,25116,21531,17.05,0.112,0.1269,0,3,78,0,0.3685,-8.576,10.5,816,0
PLAN000001818,2012,1,STATE_HOUSE,517982,-1.151,360751,327347,70.04,0.7741,0.5573,1,13,6,0,0.9046,-29.692,93.91,3148,0
PLAN000001819,1999,17,SCHOOL,230699,6.547,157052,149061,19.48,0.0496,0.2475,1,0,26,0,0.5024,-22.104,79.51,23116,0
PLAN000001820,1999,17,STATE_HOUSE,661745,1.002,459189,397289,46.83,0.7229,0.1104,1,9,66,0,0.3737,15.299,41.34,1762,0
PLAN000001821,2023,21,JUDICIAL,21616,-4.683,16581,13081,25.37,0.0823,0.2872,1,5,0,1,0.2854,-23.733,74.11,8833,0
PLAN000001822,1993,27,JUDICIAL,748285,-3.168,564461,510970,20.85,0.431,0.2822,1,20,76,1,0.695,14.439,25.52,9104,0
PLAN000001823,2022,8,STATE_HOUSE,207842,-1.186,166885,133013,18.81,0.0697,0.0388,1,15,42,1,0.093,39.004,3.93,12871,0
PLAN000001824,2020,40,JUDICIAL,209867,-7.243,169110,132169,87.0,0.6328,0.5814,1,14,33,0,0.2492,8.806,14.94,870,0
PLAN000001825,1999,20,JUDICIAL,944815,-7.739,689323,599661,54.6,0.2101,0.8466,0,13,3,1,0.1599,30.271,62.43,7469,0
PLAN000001826,2011,49,STATE_HOUSE,843018,2.102,632957,588935,91.32,0.542,0.0732,1,4,23,0,0.9827,16.442,5.98,194,0
PLAN000001827,2006,52,CITY,681234,-5.365,538352,482884,75.35,0.5,0.1637,1,9,16,1,0.6994,9.373,98.54,16507,0
PLAN000001828,2015,11,JUDICIAL,387147,0.16,281337,245470,12.25,0.2396,0.3409,1,10,62,0,0.2284,31.991,86.06,23922,0
PLAN000001829,2024,35,STATE_SENATE,119552,-4.589,84345,79842,89.19,0.7003,0.2997,1,11,30,0,0.6829,6.489,89.61,3090,0
PLAN000001830,2007,54,CONGRESSIONAL,323782,-6.154,254748,225044,80.62,0.6537,0.8209,1,16,4,1,0.4925,-38.46,77.36,13592,0
PLAN000001831,2019,24,STATE_HOUSE,23481,1.186,17076,15533,65.81,0.3343,0.3685,1,3,59,0,0.4086,30.47,31.05,9252,0
PLAN000001832,2002,2,STATE_SENATE,862707,0.969,666445,538779,84.54,0.5632,0.723,1,14,46,0,0.124,-36.532,36.15,24444,0
PLAN000001833,2012,29,CONGRESSIONAL,697252,0.744,489390,415189,48.87,0.7422,0.2605,1,11,25,1,0.1963,-21.231,18.21,14558,0
PLAN000001834,2012,26,STATE_SENATE,800659,-0.543,547213,500793,62.6,0.0422,0.3505,1,2,2,1,0.4705,-12.031,94.02,22021,0
PLAN000001835,2023,19,STATE_HOUSE,497545,-6.76,375299,348251,12.42,0.2031,0.0523,1,13,41,0,0.529,-14.574,63.01,4878,0
PLAN000001836,2001,2,SCHOOL,536335,6.505,395008,333712,14.31,0.7401,0.5952,0,1,25,0,0.4032,-15.28,9.29,13731,0
PLAN000001837,2014,54,CONGRESSIONAL,200616,7.141,152622,130893,42.36,0.3471,0.172,1,0,41,1,0.6167,-28.272,21.33,7993,0
PLAN000001838,2022,26,STATE_HOUSE,363965,6.207,275369,229619,92.74,0.0541,0.8381,1,0,70,0,0.3212,31.833,42.05,4519,0
PLAN000001839,2011,4,SCHOOL,306443,-4.52,226106,196146,75.71,0.5664,0.3223,1,3,55,0,0.075,25.932,96.37,2170,0
PLAN000001840,2004,1,CONGRESSIONAL,599469,-6.405,479909,400112,10.71,0.6125,0.4165,1,12,64,0,0.2914,12.824,8.47,5642,0
PLAN000001841,2021,44,STATE_SENATE,362106,5.547,253701,215679,4.85,0.782,0.352,1,11,6,0,0.7646,39.776,3.2,8296,0
PLAN000001842,2012,11,SCHOOL,346068,4.585,259966,245395,21.89,0.6537,0.7703,1,10,19,0,0.4534,21.836,98.47,9713,0
PLAN000001843,1999,12,JUDICIAL,38237,1.27,27643,24809,21.73,0.2275,0.6788,1,6,60,0,0.8358,-39.6,9.38,14921,0
PLAN000001844,2025,56,SCHOOL,624384,0.5,436281,417000,4.98,0.6431,0.5857,1,17,32,1,0.6904,-13.444,33.11,21222,0
PLAN000001845,1998,39,STATE_SENATE,177159,3.119,121970,96191,50.21,0.5233,0.6053,1,10,76,1,0.7736,34.583,98.68,14077,0
PLAN000001846,1997,50,STATE_HOUSE,263929,0.84,202626,161926,64.07,0.608,0.1986,1,20,56,0,0.9795,-20.288,41.23,808,1
PLAN000001847,2001,15,STATE_HOUSE,720677,6.654,530990,417158,21.94,0.4842,0.4723,1,3,14,0,0.1379,-25.32,81.94,2516,0
PLAN000001848,1993,13,CONGRESSIONAL,332761,-2.859,264392,208460,79.28,0.4896,0.4455,1,12,80,0,0.6713,-38.315,28.82,21212,0
PLAN000001849,2014,60,SCHOOL,606711,-1.712,428409,371501,28.85,0.4083,0.4053,1,13,33,0,0.0179,4.963,96.64,22057,0
PLAN000001850,2022,28,CITY,948626,1.31,673818,605396,40.79,0.1685,0.554,0,12,1,0,0.3907,5.943,73.53,375,1
PLAN000001851,2004,49,STATE_SENATE,598179,7.721,438471,363281,85.72,0.1855,0.4319,1,7,57,0,0.1579,24.98,41.68,8892,0
PLAN000001852,1997,44,CONGRESSIONAL,492312,-4.467,399483,374884,9.39,0.5879,0.2681,1,0,23,0,0.0647,-35.823,75.75,4332,0
PLAN000001853,2016,53,CONGRESSIONAL,22191,-5.528,18095,14572,3.7,0.4301,0.5296,1,0,20,0,0.967,8.286,99.23,21742,1
PLAN000001854,1998,2,STATE_SENATE,365828,-3.905,287746,251363,4.54,0.1915,0.2036,1,19,34,0,0.1697,-8.581,10.62,14761,0
PLAN000001855,2013,35,STATE_HOUSE,938886,-2.272,718136,647234,24.78,0.1254,0.7035,1,10,27,0,0.5441,-21.292,47.6,874,1
PLAN000001856,1991,32,JUDICIAL,593901,-7.132,406955,389991,76.54,0.7947,0.2565,1,4,8,1,0.533,-9.083,39.2,3970,0
PLAN000001857,1992,3,STATE_SENATE,578170,-7.014,435419,389976,92.28,0.5592,0.2292,1,9,55,0,0.6525,-34.013,22.89,6234,0
PLAN000001858,2021,30,CONGRESSIONAL,245633,2.298,182962,161835,74.72,0.6466,0.3956,1,19,14,0,0.1316,17.474,67.81,5186,0
PLAN000001859,1999,14,JUDICIAL,112637,7.876,88024,74458,91.75,0.6625,0.1753,1,1,44,0,0.9242,-26.416,96.98,2108,0
PLAN000001860,2012,52,STATE_SENATE,279913,-2.696,221966,177727,64.78,0.6172,0.1247,1,4,6,0,0.145,-20.202,2.44,20996,0
PLAN000001861,1996,30,STATE_SENATE,893269,7.654,657601,623417,19.74,0.1486,0.251,1,15,43,0,0.6048,35.596,85.47,23639,0
PLAN000001862,2014,50,CITY,672587,3.809,484448,386353,5.75,0.2513,0.8468,1,8,71,0,0.1547,-28.897,55.05,18244,0
PLAN000001863,1995,19,JUDICIAL,546450,-1.943,385374,348110,85.61,0.4441,0.1459,1,18,24,0,0.6591,-9.018,75.04,21131,0
PLAN000001864,1990,44,STATE_HOUSE,389965,-5.618,292853,228456,83.91,0.1655,0.5614,1,8,57,0,0.8023,-24.085,69.6,22554,0
PLAN000001865,1998,31,CONGRESSIONAL,116023,0.416,89190,85005,69.7,0.4083,0.1592,1,0,14,0,0.6503,-17.356,18.41,7501,0
PLAN000001866,1995,8,JUDICIAL,943324,-2.701,688985,548924,35.08,0.525,0.4658,1,8,77,0,0.9925,-8.33,56.61,2142,0
PLAN000001867,1993,48,STATE_HOUSE,786581,-2.435,606662,543110,71.54,0.365,0.1844,1,15,9,1,0.0709,-18.296,62.57,248,0
PLAN000001868,2023,56,CONGRESSIONAL,708411,1.94,528968,485572,2.46,0.0986,0.8392,1,17,14,0,0.8128,38.163,93.65,23464,1
PLAN000001869,2019,42,STATE_HOUSE,193998,4.035,157077,131397,4.44,0.2458,0.1783,1,16,55,0,0.7898,22.347,77.87,15857,0
PLAN000001870,2021,5,CITY,385978,3.485,314444,269493,59.27,0.5904,0.5418,1,4,42,0,0.3674,39.487,60.87,24760,0
PLAN000001871,2010,37,CONGRESSIONAL,203367,6.638,165119,137189,9.22,0.4494,0.5792,1,18,1,0,0.896,8.511,49.27,15527,0
PLAN000001872,2000,44,CONGRESSIONAL,295898,0.471,201638,158218,20.3,0.7282,0.0577,0,13,54,0,0.4834,-14.411,67.08,16041,1
PLAN000001873,2001,5,STATE_HOUSE,631630,5.746,445493,413012,56.05,0.2313,0.616,1,18,34,0,0.1442,-27.076,60.48,7219,0
PLAN000001874,2015,35,STATE_HOUSE,842865,-6.027,668368,612731,9.89,0.3866,0.6663,1,5,80,0,0.8055,-6.546,70.62,6664,0
PLAN000001875,2020,43,CONGRESSIONAL,527444,6.063,409527,335297,53.89,0.2671,0.6482,1,9,32,0,0.4926,11.463,3.42,10293,0
PLAN000001876,1991,47,SCHOOL,613973,7.536,470285,376946,67.22,0.44,0.191,1,2,54,0,0.9356,-27.873,53.92,1014,0
PLAN000001877,2006,43,CONGRESSIONAL,385171,6.792,300390,272093,93.57,0.7333,0.3632,1,20,78,0,0.4792,-37.597,42.95,20291,0
PLAN000001878,2000,32,STATE_HOUSE,49521,2.606,39679,31472,5.0,0.2024,0.207,1,0,62,0,0.4045,-1.705,25.96,4246,0
PLAN000001879,1990,32,STATE_SENATE,433740,-6.701,318963,289301,84.21,0.1837,0.1392,1,17,62,0,0.3527,-6.203,47.34,1943,0
PLAN000001880,1995,44,CITY,927015,0.067,654517,597128,45.4,0.3467,0.4993,1,14,73,0,0.3091,-9.199,5.6,3702,0
PLAN000001881,2019,59,SCHOOL,265585,-7.438,187359,150332,46.67,0.5562,0.4353,1,9,73,0,0.2937,-19.981,8.99,7633,1
PLAN000001882,2021,38,STATE_HOUSE,305443,-6.205,232199,213386,41.36,0.1614,0.3222,1,14,37,0,0.3509,0.542,45.62,7468,0
PLAN000001883,1998,43,STATE_HOUSE,15975,-6.187,11227,9932,57.34,0.1959,0.8188,1,11,3,0,0.7861,14.993,98.14,5921,0
PLAN000001884,2025,23,JUDICIAL,618032,-3.71,503769,398581,59.07,0.4985,0.3882,1,12,39,1,0.429,-14.618,29.82,4921,0
PLAN000001885,1998,26,STATE_SENATE,25727,-4.124,19449,17979,93.86,0.291,0.105,1,2,68,0,0.2078,10.525,50.22,13723,0
PLAN000001886,2000,56,STATE_SENATE,217660,2.286,163195,143823,89.77,0.0303,0.4239,1,14,80,0,0.6245,14.691,50.93,21777,0
PLAN000001887,2016,31,SCHOOL,319613,3.222,253251,218006,76.32,0.4592,0.2428,1,19,31,0,0.2308,-25.033,79.14,5329,0
PLAN000001888,2021,41,STATE_SENATE,141260,-2.146,100874,96140,18.97,0.4761,0.7723,1,13,73,0,0.8612,-29.023,11.92,1670,0
PLAN000001889,1993,36,JUDICIAL,440793,-3.955,347141,333008,42.04,0.4059,0.7002,1,20,67,1,0.1067,-2.104,75.08,8887,0
PLAN000001890,2021,12,SCHOOL,463447,3.13,378084,324780,67.61,0.525,0.6502,1,13,68,0,0.6689,12.773,32.38,24137,0
PLAN000001891,1994,54,STATE_HOUSE,32410,7.297,25994,23635,11.65,0.1803,0.5216,1,16,53,1,0.9726,10.256,47.34,15494,0
PLAN000001892,1992,10,JUDICIAL,578257,5.018,424435,372568,31.03,0.7944,0.8358,1,4,29,0,0.2206,9.333,97.37,12113,0
PLAN000001893,2002,45,JUDICIAL,16676,4.1,11548,9369,56.94,0.1386,0.0465,1,16,32,0,0.7944,11.76,5.78,155,0
PLAN000001894,2020,37,STATE_SENATE,887304,0.975,671084,590028,45.0,0.0636,0.677,1,16,51,0,0.4,35.451,60.8,18050,0
PLAN000001895,2012,11,CITY,471378,3.156,332014,299569,31.71,0.4722,0.5177,1,14,1,0,0.3924,28.798,97.66,14082,1
PLAN000001896,2023,47,CITY,872466,-1.636,655216,617165,84.68,0.0911,0.1744,1,13,75,0,0.1168,33.33,58.55,3078,1
PLAN000001897,2025,27,STATE_HOUSE,665674,-5.723,501873,448344,29.42,0.1655,0.562,1,7,19,0,0.7491,-37.164,8.41,3636,1
PLAN000001898,2018,19,STATE_HOUSE,702149,-2.367,564714,451550,13.59,0.1058,0.0604,1,2,20,1,0.0259,3.549,83.04,20397,0
PLAN000001899,1992,60,CONGRESSIONAL,270257,1.724,210374,166349,70.32,0.3018,0.1746,1,16,70,0,0.2629,24.313,75.04,250,0
PLAN000001900,2018,15,CONGRESSIONAL,615900,5.374,492494,442443,69.09,0.3556,0.4463,1,3,3,1,0.0344,12.585,79.8,14417,0
PLAN000001901,2003,11,STATE_SENATE,467329,-6.331,374223,293026,40.06,0.2989,0.0316,1,10,74,1,0.6376,16.813,25.01,5798,0
PLAN000001902,1995,50,CITY,768834,3.766,591292,511048,64.99,0.7245,0.5102,1,4,13,0,0.0372,37.076,81.18,8822,0
PLAN000001903,2000,18,STATE_SENATE,237959,6.065,166127,153665,47.77,0.0323,0.1831,1,9,60,0,0.4258,32.393,47.68,23736,0
PLAN000001904,1991,31,STATE_SENATE,614733,-0.579,439892,386543,86.72,0.6027,0.1005,1,0,52,0,0.4573,-18.248,85.67,18992,0
PLAN000001905,2019,19,CITY,795707,0.149,610075,502377,38.42,0.4814,0.6344,0,12,31,0,0.3532,-26.857,89.9,21585,0
PLAN000001906,2003,50,JUDICIAL,605753,-4.248,447844,371192,51.35,0.107,0.5448,1,1,47,0,0.3353,23.038,81.24,5572,0
PLAN000001907,2003,20,STATE_HOUSE,775427,-2.551,541103,509186,77.07,0.5774,0.5488,1,9,44,0,0.5531,18.868,23.89,1504,0
PLAN000001908,1996,20,JUDICIAL,619717,3.674,435377,393267,72.38,0.3901,0.0232,1,2,41,0,0.7163,-27.777,79.79,9556,0
PLAN000001909,2024,46,CITY,410717,-1.287,288314,246026,66.68,0.6792,0.7659,1,10,34,0,0.9701,-33.888,53.13,19365,0
PLAN000001910,2020,48,CONGRESSIONAL,293342,6.471,237100,200122,27.41,0.5828,0.7176,1,9,44,1,0.7778,-18.117,86.35,13457,0
PLAN000001911,2021,17,SCHOOL,872802,-7.604,693985,654697,80.08,0.66,0.3861,1,9,30,0,0.1611,32.471,80.55,11318,0
PLAN000001912,2012,54,STATE_HOUSE,684978,-6.87,481131,377467,45.14,0.5401,0.8147,1,20,26,1,0.3931,28.141,48.56,24649,0
PLAN000001913,1997,52,STATE_HOUSE,844169,4.881,611300,543787,84.41,0.766,0.791,1,11,65,0,0.1032,-33.38,70.14,9110,0
PLAN000001914,2011,7,STATE_SENATE,797243,-0.379,607351,507358,86.92,0.4423,0.1638,1,20,39,0,0.4449,-20.248,1.59,5161,0
PLAN000001915,2010,22,CITY,604598,6.354,442231,424363,75.68,0.3052,0.2964,1,1,1,0,0.8182,14.289,27.02,21750,0
PLAN000001916,1999,30,SCHOOL,160066,5.871,117246,95532,11.79,0.7752,0.3655,1,12,18,0,0.6374,-26.526,30.29,4387,0
PLAN000001917,1993,29,CITY,538998,-1.916,428925,411006,63.41,0.7662,0.4881,1,16,33,0,0.3829,33.633,37.34,11092,0
PLAN000001918,2023,23,STATE_HOUSE,409498,-7.138,315801,256746,77.6,0.1791,0.3291,1,12,45,0,0.6945,-3.194,91.98,6551,1
PLAN000001919,2015,25,STATE_HOUSE,353019,4.314,278239,222103,23.38,0.3814,0.8163,1,15,62,1,0.0283,12.759,52.11,18959,0
PLAN000001920,2019,7,CONGRESSIONAL,48115,-3.166,33835,30366,42.14,0.1005,0.4421,1,4,70,1,0.3629,-27.77,80.1,16222,0
PLAN000001921,1996,24,SCHOOL,678639,-5.027,536544,437330,89.72,0.6257,0.4222,1,20,54,0,0.2626,-11.595,61.26,1973,0
PLAN000001922,2014,33,CONGRESSIONAL,71513,1.795,58483,55658,15.03,0.0231,0.4027,1,17,63,0,0.9552,-24.046,3.57,15564,0
PLAN000001923,2022,46,STATE_SENATE,193845,7.932,144883,134982,13.58,0.6525,0.0852,1,15,29,0,0.2286,-0.697,10.74,12069,0
PLAN000001924,2009,41,SCHOOL,64976,7.149,44285,37989,68.07,0.4393,0.5352,1,17,40,0,0.2254,-13.222,76.26,21934,0
PLAN000001925,1996,32,JUDICIAL,356660,7.735,280188,264923,14.65,0.4316,0.6245,1,5,48,0,0.1685,-39.671,93.98,4886,0
PLAN000001926,1991,7,SCHOOL,324136,2.173,249925,212474,23.21,0.4205,0.0275,1,1,76,0,0.5675,-23.712,50.64,15146,0
PLAN000001927,2017,19,STATE_SENATE,361206,-4.834,257844,213505,58.84,0.6415,0.6907,1,16,72,0,0.431,-28.199,24.7,852,0
PLAN000001928,2015,52,CONGRESSIONAL,364512,6.23,251105,235840,52.84,0.683,0.3161,1,0,63,0,0.9479,1.693,62.06,21467,0
PLAN000001929,2005,56,SCHOOL,837699,-4.108,640151,546369,9.91,0.3976,0.2709,1,12,60,1,0.0711,-17.555,57.54,11793,0
PLAN000001930,1996,51,CITY,773896,5.275,626221,563706,43.88,0.5657,0.3217,1,5,25,1,0.6495,-4.49,41.18,15899,0
PLAN000001931,2025,2,STATE_HOUSE,186501,5.817,132506,119851,8.88,0.4152,0.7883,1,16,5,0,0.4115,11.55,77.74,18490,0
PLAN000001932,2000,4,STATE_HOUSE,146574,-7.3,113178,106445,1.72,0.2159,0.7079,1,8,38,0,0.1944,-32.22,38.59,18782,0
PLAN000001933,1993,47,SCHOOL,830129,-4.943,650038,532744,83.73,0.2075,0.4521,1,13,33,0,0.4072,-35.01,68.95,14858,0
PLAN000001934,1994,18,CONGRESSIONAL,99764,2.42,72844,68159,31.27,0.0495,0.2893,1,0,69,1,0.3728,29.485,36.95,8986,0
PLAN000001935,2015,29,STATE_HOUSE,130483,7.011,97760,88418,17.51,0.4754,0.1931,1,13,64,0,0.1445,31.496,10.96,2874,0
