trans_road_reference_year,trans_road_country_iso2,trans_road_region_nuts_code,trans_road_vehicle_type_code,trans_road_vehicle_stock_count,trans_road_new_registrations_count,trans_road_ev_share_new_registrations_pct,trans_road_avg_vehicle_age_years,trans_road_vkt_million_km,trans_road_congestion_index,trans_road_road_fatalities_count,trans_road_serious_injuries_count,trans_road_speeding_infractions_count,trans_road_alcohol_infractions_count,trans_road_seatbelt_noncompliance_count,trans_road_co2e_emissions_tonnes,trans_road_low_emission_zone_coverage_pct,trans_road_data_source,trans_road_revision_round,trans_road_data_extract_date
2025,EE,IT32,LIGHT_COMMERCIAL,15559419,2463972,48.4,15.42,48207.4,1.2998,2268,12407,140860,23727,15787,6257115.57,43.37,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-07-29
2005,HU,SK91,PASSENGER_CAR,6523582,1010898,42.07,11.27,35693.87,2.0985,328,1746,102092,315,38903,5760821.94,17.08,EEA_TRANSPORT_EMISSIONS,SECOND,2024-09-08
2006,LU,BG60,MOPED,3833195,201511,2.85,17.46,47011.74,2.1868,3007,14636,43604,13963,36004,13745786.4,8.27,POLICE_ADMIN_DATA,BENCHMARK,2024-04-24
2007,RO,EE90,MOTORCYCLE,12551040,1454832,11.9,17.2,42587.71,2.2102,607,3852,38215,2302,22631,12096830.94,38.27,CARE_ROAD_SAFETY_DB,FLASH,2024-04-29
2008,AT,DE13,BUS_COACH,1587126,80867,40.04,14.92,17061.12,0.2942,661,4926,92464,5153,3720,1849708.65,41.99,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-10-03
2009,CZ,DK157,HEAVY_TRUCK,8340594,1157648,4.11,17.17,75241.23,1.573,3159,17013,129052,4366,34450,17968007.53,39.76,EEA_TRANSPORT_EMISSIONS,SECOND,2024-04-19
2010,DE,AT90,LIGHT_COMMERCIAL,8014958,1290431,22.48,9.57,71414.26,2.3168,2305,21893,42464,7638,39036,20848521.51,8.29,POLICE_ADMIN_DATA,BENCHMARK,2025-12-01
2011,LV,HU7,PASSENGER_CAR,3656473,355624,19.39,15.73,61962.41,0.2281,3068,20846,45033,4038,7654,8105362.26,5.45,CARE_ROAD_SAFETY_DB,FLASH,2024-06-08
2012,PL,SI951,MOPED,9102350,1085043,42.08,5.53,56785.34,0.8012,1721,17005,97698,6367,46115,10605533.18,47.32,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-07-03
2013,ES,GR8,MOTORCYCLE,942866,158954,1.53,15.62,423.16,1.0364,11,103,7596,23704,81,90723.41,5.24,EEA_TRANSPORT_EMISSIONS,SECOND,2024-06-03
2014,HR,DK868,BUS_COACH,4290846,244698,14.51,15.19,31961.95,1.9559,687,7518,91843,2041,29922,2886950.21,8.77,POLICE_ADMIN_DATA,BENCHMARK,2024-07-26
2015,FI,PT73,HEAVY_TRUCK,3338561,111473,5.1,14.99,76034.49,1.796,872,8825,81792,25814,857,24924802.52,22.01,CARE_ROAD_SAFETY_DB,FLASH,2024-08-15
2016,IE,CY96,LIGHT_COMMERCIAL,710155,121439,3.97,15.84,52769.67,0.678,1677,14161,96940,7349,41924,17105784.33,47.97,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-12-21
2017,MT,BE49,PASSENGER_CAR,2184773,354009,35.36,6.46,52137.1,1.8925,1296,14128,88720,22781,76500,3159104.22,50.1,EEA_TRANSPORT_EMISSIONS,SECOND,2025-02-03
2018,SK,FI85,MOPED,9316591,283864,27.66,14.47,56746.14,0.5161,1830,5717,94531,22999,9616,9664378.85,70.39,POLICE_ADMIN_DATA,BENCHMARK,2024-04-03
2019,BE,AT5,MOTORCYCLE,8744535,698182,32.9,12.6,9777.99,0.391,372,3643,98143,23578,6549,2220127.21,54.95,CARE_ROAD_SAFETY_DB,FLASH,2024-04-06
2020,DK,SI980,BUS_COACH,6714557,263537,11.82,14.51,69296.78,0.7355,283,1524,26217,16035,41549,10358189.91,30.54,NATIONAL_TRANSPORT_MINISTRY,FIRST,2026-01-13
2021,GR,ES54,HEAVY_TRUCK,13178406,650966,27.82,6.41,77034.27,0.6974,1694,12919,53507,10978,92,6611362.34,67.71,EEA_TRANSPORT_EMISSIONS,SECOND,2025-01-09
2022,LT,NL1,LIGHT_COMMERCIAL,13313208,2158560,63.21,11.14,71327.86,1.9872,1528,8753,57722,23201,64549,7497142.54,51.13,POLICE_ADMIN_DATA,BENCHMARK,2026-01-31
2023,PT,FR5,PASSENGER_CAR,6909930,1017096,49.48,10.31,31505.73,2.3943,330,3316,118562,351,30174,4466793.39,9.5,CARE_ROAD_SAFETY_DB,FLASH,2025-03-25
2024,SE,CZ857,MOPED,861503,94127,11.76,8.78,40289.91,1.3018,1125,3661,16047,9764,41417,8279382.12,32.64,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-01-15
2025,CY,DE947,MOTORCYCLE,7716025,686867,78.21,11.2,17517.89,0.3616,547,4969,85563,2531,35337,1724878.25,58.21,EEA_TRANSPORT_EMISSIONS,SECOND,2024-12-16
2005,FR,PL571,BUS_COACH,13130097,2138742,28.0,15.21,8278.1,1.651,108,381,98454,13944,17126,2064137.38,34.78,POLICE_ADMIN_DATA,BENCHMARK,2024-12-25
2006,IT,HR2,HEAVY_TRUCK,9050128,1584382,4.01,10.13,516.66,1.0401,21,196,42968,3946,37334,66973.94,4.16,CARE_ROAD_SAFETY_DB,FLASH,2024-02-26
2007,NL,BG86,LIGHT_COMMERCIAL,10948340,265591,42.81,12.36,79463.78,0.5876,1892,15271,63356,16588,11993,19735712.21,18.62,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-12-09
2008,SI,MT771,PASSENGER_CAR,4197165,183142,40.81,15.39,25107.3,0.5422,87,410,25964,485,30326,3313063.92,54.8,EEA_TRANSPORT_EMISSIONS,SECOND,2026-02-15
2009,BG,SE9,MOPED,687388,33914,15.22,9.93,42911.77,2.2834,1488,7822,109368,17846,26494,8350260.13,2.24,POLICE_ADMIN_DATA,BENCHMARK,2024-09-23
2010,EE,LU67,MOTORCYCLE,9830210,799660,33.95,6.23,6600.33,1.2978,37,334,149898,10718,3855,954591.29,5.28,CARE_ROAD_SAFETY_DB,FLASH,2024-01-02
2011,HU,PL785,BUS_COACH,1429430,60342,5.91,5.21,71432.69,1.2238,3561,30384,38605,30346,21692,14588929.73,40.97,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-05-29
2012,LU,SK583,HEAVY_TRUCK,746968,84702,23.17,17.32,5312.74,0.2188,78,610,20099,17309,28621,816698.56,11.8,EEA_TRANSPORT_EMISSIONS,SECOND,2024-08-04
2013,RO,LT356,LIGHT_COMMERCIAL,5016072,571937,29.92,10.76,46625.74,0.838,886,2745,6052,5020,56427,4140041.3,48.2,POLICE_ADMIN_DATA,BENCHMARK,2025-05-15
2014,AT,BE691,PASSENGER_CAR,896561,136973,38.99,12.71,10679.1,1.2849,335,1083,101772,15645,26201,1846716.16,5.15,CARE_ROAD_SAFETY_DB,FLASH,2024-12-10
2015,CZ,CZ210,MOPED,2483116,149217,4.02,14.65,31013.77,1.5178,1294,10369,80079,547,44877,5754821.9,31.39,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-02-20
2016,DE,PT906,MOTORCYCLE,7904162,671238,40.3,14.81,4882.45,0.2916,148,935,849,15283,34519,325513.57,29.09,EEA_TRANSPORT_EMISSIONS,SECOND,2025-07-18
2017,LV,LV284,BUS_COACH,1630982,212106,5.63,5.39,73544.95,1.0059,1005,11330,84953,26456,40908,21560494.96,0.39,POLICE_ADMIN_DATA,BENCHMARK,2024-12-17
2018,PL,SK367,HEAVY_TRUCK,101679,17632,35.49,8.65,6409.0,0.5789,289,1122,10048,5177,38624,1142994.93,59.02,CARE_ROAD_SAFETY_DB,FLASH,2024-07-09
2019,ES,IE52,LIGHT_COMMERCIAL,7913426,1064897,28.8,10.49,23214.58,0.3472,1115,7270,80450,15119,3817,1866534.24,75.82,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-01-26
2020,HR,IE67,PASSENGER_CAR,1403807,66292,3.58,17.29,40330.28,2.1514,298,3523,23911,4117,45333,11361472.98,80.74,EEA_TRANSPORT_EMISSIONS,SECOND,2025-03-18
2021,FI,HR566,MOPED,9599178,910920,49.69,10.28,655.06,0.47,4,36,73175,6692,24882,53105.41,45.14,POLICE_ADMIN_DATA,BENCHMARK,2025-09-24
2022,IE,NL62,MOTORCYCLE,2897849,294947,71.02,13.1,80373.63,1.4458,5053,29497,103247,11705,4796,7915142.52,69.82,CARE_ROAD_SAFETY_DB,FLASH,2025-11-08
2023,MT,ES63,BUS_COACH,6476311,961438,5.19,14.93,43669.61,0.4617,1283,6110,95098,8034,5509,12453713.43,51.41,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-09-09
2024,SK,LT36,HEAVY_TRUCK,10518281,1471951,82.65,10.98,5897.71,0.5469,91,748,37984,25024,21318,230513.78,79.87,EEA_TRANSPORT_EMISSIONS,SECOND,2025-02-01
2025,BE,SI7,LIGHT_COMMERCIAL,1341572,123557,58.66,15.22,65442.6,1.9989,2548,28815,74307,7743,16117,12846253.07,72.23,POLICE_ADMIN_DATA,BENCHMARK,2026-01-15
2005,DK,IE109,PASSENGER_CAR,1681242,260469,16.09,6.36,27655.09,0.3785,449,4906,86627,16804,9571,3403709.8,46.52,CARE_ROAD_SAFETY_DB,FLASH,2025-10-15
2006,GR,PT3,MOPED,4010651,380825,27.84,17.29,29114.36,2.0007,187,585,82380,16406,17934,3766145.88,48.11,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-12-26
2007,LT,GR39,MOTORCYCLE,8082668,662802,12.73,9.29,37628.94,1.311,2410,18959,71558,2596,50268,4368301.79,7.16,EEA_TRANSPORT_EMISSIONS,SECOND,2024-12-09
2008,PT,PL299,BUS_COACH,8359169,871114,29.77,15.9,54474.21,2.3868,980,9274,607,17743,50342,4198373.79,37.83,POLICE_ADMIN_DATA,BENCHMARK,2024-12-25
2009,SE,FI244,HEAVY_TRUCK,7620539,499004,31.13,11.71,7713.32,2.0396,77,289,59832,17618,42615,1816898.07,17.07,CARE_ROAD_SAFETY_DB,FLASH,2024-04-18
2010,CY,IT48,LIGHT_COMMERCIAL,8628172,391731,34.49,15.8,78917.7,0.2365,613,5392,97306,18152,73124,12752450.91,3.18,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-11-22
2011,FR,RO41,PASSENGER_CAR,8037878,271478,14.15,6.94,46604.47,0.3449,2057,16450,93998,9630,6466,10158811.2,22.26,EEA_TRANSPORT_EMISSIONS,SECOND,2024-04-07
2012,IT,BG985,MOPED,8394960,226898,9.86,17.06,19506.71,1.6977,631,2752,42620,2545,10315,3764987.75,7.41,POLICE_ADMIN_DATA,BENCHMARK,2025-01-04
2013,NL,IT92,MOTORCYCLE,9299447,1079694,12.31,6.4,32109.13,1.5619,989,10481,3709,25834,16042,6872879.3,16.27,CARE_ROAD_SAFETY_DB,FLASH,2026-01-01
2014,SI,HR45,BUS_COACH,7376769,422080,18.73,15.99,24395.78,2.2551,929,7532,24847,9543,45794,2676873.79,28.53,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-12-25
2015,BG,FI388,HEAVY_TRUCK,4243151,481259,14.21,10.21,28336.14,0.8655,628,5301,77606,12253,12042,4151109.76,56.08,EEA_TRANSPORT_EMISSIONS,SECOND,2024-10-27
2016,EE,CZ6,LIGHT_COMMERCIAL,9594101,819889,39.29,8.08,70095.68,0.5302,187,1212,75749,9977,62516,16505117.43,21.36,POLICE_ADMIN_DATA,BENCHMARK,2024-12-16
2017,HU,PL22,PASSENGER_CAR,5701739,977488,33.16,14.17,38343.61,0.9779,701,8183,97001,26354,15758,9648806.67,35.64,CARE_ROAD_SAFETY_DB,FLASH,2024-02-24
2018,LU,LV458,MOPED,10848646,1010011,40.24,12.13,64354.68,1.0789,3615,21402,94974,26785,8759,9931914.68,28.24,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-08-12
2019,RO,BG97,MOTORCYCLE,11868062,470870,8.11,14.54,8341.11,1.2306,198,1062,68394,23657,48730,2347801.25,56.05,EEA_TRANSPORT_EMISSIONS,SECOND,2024-01-03
2020,AT,IT3,BUS_COACH,710925,102816,13.42,7.08,45778.39,1.0109,1752,12211,62426,5773,16984,6636648.19,69.05,POLICE_ADMIN_DATA,BENCHMARK,2025-09-29
2021,CZ,AT77,HEAVY_TRUCK,3499333,574586,19.93,14.11,17924.46,1.2793,672,3330,63490,16965,48243,5224120.58,42.1,CARE_ROAD_SAFETY_DB,FLASH,2024-03-07
2022,DE,FR913,LIGHT_COMMERCIAL,11160859,650743,41.72,16.62,48145.0,0.5512,317,951,33417,18364,35859,10074418.92,21.93,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-01-06
2023,LV,PT22,PASSENGER_CAR,4285527,601209,19.97,6.89,22999.74,0.9912,190,1285,54718,14154,37850,3638217.25,78.71,EEA_TRANSPORT_EMISSIONS,SECOND,2026-02-05
2024,PL,LV583,MOPED,658889,51850,95.82,6.76,11823.74,1.8906,437,2951,56294,10209,7895,1135926.43,35.82,POLICE_ADMIN_DATA,BENCHMARK,2025-02-13
2025,ES,CY22,MOTORCYCLE,8672919,966105,37.88,16.89,28765.51,1.5762,548,5973,140630,4215,22647,3470383.54,18.01,CARE_ROAD_SAFETY_DB,FLASH,2024-01-01
2005,HR,AT4,BUS_COACH,977005,143512,4.38,16.45,15139.51,0.1709,493,3900,98173,22692,43637,2542586.0,24.26,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-09-05
2006,FI,IT9,HEAVY_TRUCK,1665998,145490,8.68,10.65,56216.64,1.8023,2771,9760,135094,4748,15976,10710967.52,8.06,EEA_TRANSPORT_EMISSIONS,SECOND,2025-09-04
2007,IE,FI72,LIGHT_COMMERCIAL,2857625,246128,42.81,5.7,79812.36,1.3463,2103,16470,141354,2608,63138,12280472.07,18.92,POLICE_ADMIN_DATA,BENCHMARK,2024-09-07
2008,MT,FR75,PASSENGER_CAR,10873969,986330,21.65,14.3,21893.77,0.916,335,2664,99337,17496,54400,3598281.93,50.29,CARE_ROAD_SAFETY_DB,FLASH,2024-04-13
2009,SK,SI183,MOPED,8862844,562590,5.11,16.41,11024.04,0.3052,614,2746,14759,2087,6409,748489.97,56.17,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-04-01
2010,BE,CZ232,MOTORCYCLE,7619867,438101,24.87,14.08,39425.52,1.3798,2046,6873,141661,19321,19699,5407266.58,55.95,EEA_TRANSPORT_EMISSIONS,SECOND,2024-09-28
2011,DK,DK66,BUS_COACH,1639445,283560,1.94,15.6,28184.56,1.8813,804,3945,141992,15586,41911,6261747.0,8.86,POLICE_ADMIN_DATA,BENCHMARK,2025-05-10
2012,GR,BG52,HEAVY_TRUCK,5097429,129390,34.39,5.08,13228.46,1.3929,284,2741,89707,9876,15634,2013516.15,35.97,CARE_ROAD_SAFETY_DB,FLASH,2025-11-24
2013,LT,PT409,LIGHT_COMMERCIAL,1809176,196056,42.79,11.86,68876.67,2.1007,1263,5988,109565,14031,8475,4985030.02,11.68,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-04-08
2014,PT,SK506,PASSENGER_CAR,2728088,70114,10.45,7.65,48745.77,2.0713,746,3763,60231,1639,45231,11956587.81,39.23,EEA_TRANSPORT_EMISSIONS,SECOND,2024-02-12
2015,SE,CY706,MOPED,9339853,267658,22.52,12.78,375.14,1.0945,18,103,9274,18078,3109,43954.76,10.93,POLICE_ADMIN_DATA,BENCHMARK,2024-12-31
2016,CY,RO325,MOTORCYCLE,1621365,111438,27.03,9.85,55012.87,1.6362,548,3288,83452,1847,24838,8756383.17,46.67,CARE_ROAD_SAFETY_DB,FLASH,2024-11-27
2017,FR,PT64,BUS_COACH,13417906,545438,4.82,15.56,9841.79,0.2013,386,3247,94310,21746,23584,681876.64,43.03,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-04-16
2018,IT,PT86,HEAVY_TRUCK,3387254,417181,30.83,7.54,3491.37,1.1478,65,491,7304,19279,7166,354042.32,27.7,EEA_TRANSPORT_EMISSIONS,SECOND,2025-08-05
2019,NL,BG618,LIGHT_COMMERCIAL,8994189,887643,22.63,9.12,4774.84,0.4408,203,993,22891,13181,73050,797370.23,4.7,POLICE_ADMIN_DATA,BENCHMARK,2024-09-17
2020,SI,BE19,PASSENGER_CAR,10415329,514921,20.32,16.35,16804.16,0.6014,571,4908,58220,2467,42114,3253672.06,1.2,CARE_ROAD_SAFETY_DB,FLASH,2025-11-03
2021,BG,GR74,MOPED,7896788,547199,47.4,5.84,36712.47,2.287,772,6533,11029,2129,10920,3744554.38,81.51,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-01-24
2022,EE,DE872,MOTORCYCLE,3021578,428685,19.18,11.13,16497.95,0.9406,897,3068,43125,28984,33154,4137965.67,26.19,EEA_TRANSPORT_EMISSIONS,SECOND,2025-06-03
2023,HU,HR663,BUS_COACH,12906478,653511,27.41,8.1,51353.28,1.4268,175,1778,15147,17355,28298,13276323.81,56.54,POLICE_ADMIN_DATA,BENCHMARK,2025-06-11
2024,LU,PL536,HEAVY_TRUCK,2854867,369395,78.05,12.75,16596.93,1.6326,777,4473,132306,13067,234,1640643.57,58.83,CARE_ROAD_SAFETY_DB,FLASH,2025-08-28
2025,RO,SK754,LIGHT_COMMERCIAL,3718121,565162,45.69,6.57,35515.26,1.564,895,5711,148189,11561,47911,7766956.75,33.01,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-04-14
2005,AT,IE251,PASSENGER_CAR,2978575,345034,34.92,15.97,29705.47,0.2079,1159,8734,66504,4436,38640,2000980.32,54.46,EEA_TRANSPORT_EMISSIONS,SECOND,2024-12-16
2006,CZ,RO3,MOPED,1912457,101962,37.04,12.39,83648.56,1.663,5481,30077,69970,10512,11312,12848018.14,29.65,POLICE_ADMIN_DATA,BENCHMARK,2025-08-11
2007,DE,BG91,MOTORCYCLE,14152490,308583,6.48,7.63,1508.65,0.9852,85,425,67751,23773,10660,195668.61,48.62,CARE_ROAD_SAFETY_DB,FLASH,2024-03-03
2008,LV,NL564,BUS_COACH,12105597,1472517,37.01,15.25,38237.65,0.2873,698,4639,57067,5967,9192,2247542.25,16.78,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-08-21
2009,PL,RO646,HEAVY_TRUCK,11034347,1872792,40.87,16.44,54774.16,2.1901,2747,8539,85179,9685,50049,10366299.94,45.84,EEA_TRANSPORT_EMISSIONS,SECOND,2024-06-03
2010,ES,DE818,LIGHT_COMMERCIAL,8545593,1467473,25.5,17.47,31879.31,1.9192,28,152,121987,2620,12010,3850420.9,1.92,POLICE_ADMIN_DATA,BENCHMARK,2024-10-17
2011,HR,CY599,PASSENGER_CAR,4128750,713861,16.02,7.71,76842.67,1.6286,2492,29019,78460,9155,47141,8429884.28,50.63,CARE_ROAD_SAFETY_DB,FLASH,2024-02-28
2012,FI,LT81,MOPED,8019924,1050375,7.22,10.27,44562.59,0.348,2725,15154,19932,6756,37139,10738732.88,19.08,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-08-10
2013,IE,BE26,MOTORCYCLE,6885249,674112,32.39,15.58,29051.31,1.9158,972,10139,16866,11434,10305,7145128.42,1.08,EEA_TRANSPORT_EMISSIONS,SECOND,2025-09-24
2014,MT,DE674,BUS_COACH,7884594,1272033,39.68,14.36,23108.99,2.0325,123,666,51998,17291,31645,3518952.06,16.53,POLICE_ADMIN_DATA,BENCHMARK,2024-12-28
2015,SK,PT975,HEAVY_TRUCK,1803143,86464,10.41,5.78,34722.16,2.355,1413,9200,114400,25118,11955,7925986.51,34.9,CARE_ROAD_SAFETY_DB,FLASH,2024-09-11
2016,BE,NL8,LIGHT_COMMERCIAL,7148385,809282,38.99,16.97,23617.15,1.3902,517,4518,43636,21208,831,5337668.55,14.55,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-07-12
2017,DK,ES6,PASSENGER_CAR,9569520,953569,17.65,12.17,49832.15,2.2746,2115,7830,66004,6691,29761,13340094.24,37.11,EEA_TRANSPORT_EMISSIONS,SECOND,2025-10-17
2018,GR,LU80,MOPED,2421407,431601,37.67,6.15,34548.31,1.6982,1897,8824,52361,7692,44497,5576253.81,80.26,POLICE_ADMIN_DATA,BENCHMARK,2025-12-16
2019,LT,SE1,MOTORCYCLE,6222542,978570,11.83,11.75,83801.76,1.9519,1490,17706,140315,12735,2531,7423476.33,83.14,CARE_ROAD_SAFETY_DB,FLASH,2024-05-03
2020,PT,EE84,BUS_COACH,5526445,360090,63.29,10.0,26711.88,1.6896,1117,5647,47878,11332,50790,3136541.38,36.8,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-08-25
2021,SE,IE71,HEAVY_TRUCK,7238706,1002209,2.76,12.63,36915.23,1.4186,128,458,15969,6249,34949,5262575.62,16.61,EEA_TRANSPORT_EMISSIONS,SECOND,2025-10-20
2022,CY,LT35,LIGHT_COMMERCIAL,3643756,345153,13.67,6.74,39560.2,1.3926,995,8404,64867,5824,54815,9688963.8,77.22,POLICE_ADMIN_DATA,BENCHMARK,2024-05-06
2023,FR,NL12,PASSENGER_CAR,9328690,1448985,54.75,15.9,18409.67,1.0487,874,7584,82704,5252,76280,1638658.58,76.49,CARE_ROAD_SAFETY_DB,FLASH,2024-10-17
2024,IT,SK946,MOPED,407130,60888,58.93,6.96,4636.76,1.1729,140,815,54338,14399,3517,883463.28,77.09,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-02-15
2025,NL,HU4,MOTORCYCLE,2163352,293825,29.62,5.59,59003.6,2.2646,1600,10890,17666,30828,25622,7297535.93,84.2,EEA_TRANSPORT_EMISSIONS,SECOND,2025-08-08
2005,SI,PL75,BUS_COACH,408188,26786,4.33,9.18,33694.78,1.7958,967,10613,53254,12613,5293,7765995.97,43.71,POLICE_ADMIN_DATA,BENCHMARK,2025-06-01
2006,BG,LV616,HEAVY_TRUCK,5077254,461227,35.36,10.42,50336.46,2.0957,456,1831,140571,14716,36172,10212331.59,37.88,CARE_ROAD_SAFETY_DB,FLASH,2026-02-09
2007,EE,GR9,LIGHT_COMMERCIAL,12612051,590675,22.38,14.72,69738.01,0.2911,3174,10145,24806,5362,72363,4218864.01,41.39,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-05-17
2008,HU,IE311,PASSENGER_CAR,11681094,253083,36.44,11.37,33980.29,0.3713,134,897,65212,16896,30062,5854694.39,6.62,EEA_TRANSPORT_EMISSIONS,SECOND,2025-01-21
2009,LU,SI69,MOPED,1583404,268520,16.4,11.43,5670.98,1.6807,354,1465,109688,865,26201,1237461.19,16.29,POLICE_ADMIN_DATA,BENCHMARK,2024-10-20
2010,RO,LV75,MOTORCYCLE,8617507,240245,14.03,10.3,11228.78,1.8405,427,4123,107795,12398,6465,2881199.67,26.76,CARE_ROAD_SAFETY_DB,FLASH,2025-01-09
2011,AT,SE5,BUS_COACH,6213770,921354,42.05,10.82,77389.04,0.4199,1193,5859,77462,12211,32409,17743503.91,22.11,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-08-24
2012,CZ,CZ531,HEAVY_TRUCK,6797067,1177228,28.41,10.69,29392.27,0.6127,453,3365,12231,7419,2507,7848067.73,37.73,EEA_TRANSPORT_EMISSIONS,SECOND,2024-02-28
2013,DE,LT308,LIGHT_COMMERCIAL,5213499,182036,33.3,7.53,14915.55,0.7606,443,2514,96888,9906,71753,3975564.19,8.33,POLICE_ADMIN_DATA,BENCHMARK,2025-06-21
2014,LV,AT9,PASSENGER_CAR,11375129,1180526,2.0,9.45,42686.04,1.094,1293,5844,95071,18196,25714,8976826.83,11.84,CARE_ROAD_SAFETY_DB,FLASH,2024-12-03
2015,PL,DK778,MOPED,4100607,155568,11.13,14.91,85288.41,2.1094,2016,19992,142218,5935,4024,23502492.99,8.06,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-08-17
2016,ES,SI5,MOTORCYCLE,1201105,82845,18.39,15.88,25770.52,0.8899,1570,15222,90335,4740,23652,5898607.25,36.93,EEA_TRANSPORT_EMISSIONS,SECOND,2024-01-23
2017,HR,SE225,BUS_COACH,8221639,304066,42.75,6.57,42624.3,1.3441,1242,3945,154417,26111,1390,7261212.43,18.2,POLICE_ADMIN_DATA,BENCHMARK,2024-10-02
2018,FI,EE86,HEAVY_TRUCK,6367043,609532,36.63,14.09,42525.48,1.2027,1807,20679,13948,10758,32704,2921110.89,59.75,CARE_ROAD_SAFETY_DB,FLASH,2025-12-23
2019,IE,ES17,LIGHT_COMMERCIAL,8113796,331402,30.86,13.01,53552.61,1.7144,2603,11222,32751,2297,18609,10293043.76,8.43,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-06-19
2020,MT,PT141,PASSENGER_CAR,6486764,989430,46.3,12.53,5696.22,0.2902,132,611,97422,4883,75507,286427.79,42.63,EEA_TRANSPORT_EMISSIONS,SECOND,2025-01-03
2021,SK,LT703,MOPED,5576114,233938,74.06,5.17,51707.01,1.4349,3075,20939,9014,12694,37353,2511898.81,4.79,POLICE_ADMIN_DATA,BENCHMARK,2024-01-10
2022,BE,MT20,MOTORCYCLE,4391265,365265,0.57,8.83,66629.42,0.6129,472,3678,47144,17593,39860,19167781.87,17.14,CARE_ROAD_SAFETY_DB,FLASH,2025-05-04
2023,DK,CZ941,BUS_COACH,5542523,880048,35.88,13.36,26922.09,0.1525,147,1220,91230,13049,3565,6493074.54,9.7,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-01-10
2024,GR,SI546,HEAVY_TRUCK,3976951,365616,16.47,7.91,5703.9,2.1752,164,1432,22563,5936,27278,994655.91,1.68,EEA_TRANSPORT_EMISSIONS,SECOND,2025-09-17
2025,LT,IE7,LIGHT_COMMERCIAL,10837720,961429,3.25,12.48,708.04,0.4544,8,30,5942,23024,36111,155859.95,22.41,POLICE_ADMIN_DATA,BENCHMARK,2024-06-16
2005,PT,EE170,PASSENGER_CAR,4881039,366241,14.45,9.66,22940.81,1.1638,192,1766,21542,2419,8653,6981936.63,11.98,CARE_ROAD_SAFETY_DB,FLASH,2024-04-26
2006,SE,PT312,MOPED,3835103,130265,3.5,17.29,91435.74,1.4315,6229,47566,141119,15559,2008,22964710.51,2.51,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-09-25
2007,CY,IE2,MOTORCYCLE,4031793,257729,36.36,14.2,83542.07,1.3759,2675,20715,98503,21235,9459,7468903.86,29.79,EEA_TRANSPORT_EMISSIONS,SECOND,2024-07-12
2008,FR,LV57,BUS_COACH,13185092,574846,35.1,5.32,13080.07,0.6655,194,2161,75033,2824,46041,2773238.8,41.14,POLICE_ADMIN_DATA,BENCHMARK,2024-11-18
2009,IT,HR14,HEAVY_TRUCK,1830520,135428,19.77,10.68,27732.21,1.9306,961,8970,71540,21501,8404,5314131.11,21.6,CARE_ROAD_SAFETY_DB,FLASH,2024-05-25
2010,NL,GR654,LIGHT_COMMERCIAL,1937101,266405,27.43,7.42,15542.31,2.2498,606,5955,119547,5623,38988,3570624.48,17.87,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-12-28
2011,SI,FR7,PASSENGER_CAR,8508641,872129,38.49,9.9,50092.09,1.0504,2013,6547,45552,9379,10788,5843523.8,46.27,EEA_TRANSPORT_EMISSIONS,SECOND,2024-01-12
2012,BG,MT18,MOPED,9059926,291906,36.43,14.34,83659.75,1.1975,2366,8512,60601,328,30890,15015655.1,47.51,POLICE_ADMIN_DATA,BENCHMARK,2024-07-21
2013,EE,HR985,MOTORCYCLE,7886502,251253,31.1,12.61,45794.53,0.7579,2435,28281,41443,5337,17957,4207899.04,44.98,CARE_ROAD_SAFETY_DB,FLASH,2025-06-21
