lab_skills_reference_year,lab_skills_country_iso2,lab_skills_region_nuts_code,lab_skills_occupation_isco_code,lab_skills_vacancies_count,lab_skills_vacancy_rate_pct,lab_skills_hard_to_fill_share_pct,lab_skills_time_to_hire_days_median,lab_skills_skill_cluster_code,lab_skills_training_places_count,lab_skills_reskilling_participants_count,lab_skills_migration_for_work_share_pct,lab_skills_qualification_mismatch_rate_pct,lab_skills_green_jobs_share_pct,lab_skills_digital_jobs_share_pct,lab_skills_ai_jobs_share_pct,lab_skills_wage_premium_pct,lab_skills_eures_job_postings_count,lab_skills_data_source,lab_skills_data_extract_date
2024,ES,FR417,2_PROFESSIONALS,123803,2.65,28.53,16.07,EDUCATION,252737,253454,3.68,14.89,7.85,10.11,7.12,3.69,30648,SECTOR_SKILLS_COUNCIL,2024-01-18
2025,HR,PL677,4_CLERICAL,119983,2.59,26.37,36.8,AGRI,154227,172902,8.85,25.84,7.8,4.24,1.82,2.16,104454,VACANCY_SCRAPE_AGGREGATE,2025-01-17
2006,FI,EE692,6_AGRI,163556,4.92,23.48,62.8,GREEN_ENERGY,133313,112209,9.11,34.82,18.01,2.24,0.92,11.95,68474,EURES_EXPORT,2024-05-21
2007,IE,CY42,8_PLANT_MACHINE,153202,7.77,38.09,67.75,HEALTH_CARE,235871,37013,20.24,16.04,1.93,13.33,3.61,9.09,19576,PUBLIC_EMPLOYMENT_SERVICE,2024-09-20
2008,MT,HU6,1_MANAGERS,157090,5.27,11.77,45.02,MANUFACTURING,142253,61357,3.38,10.55,11.57,7.39,2.83,6.07,100915,SECTOR_SKILLS_COUNCIL,2024-08-06
2009,SK,CZ490,3_TECHNICIANS,137817,2.69,37.53,37.41,LOGISTICS,18518,121853,18.94,27.35,2.85,19.44,2.33,10.99,80270,VACANCY_SCRAPE_AGGREGATE,2024-06-03
2010,BE,LT959,5_SERVICE_SALES,21745,2.57,25.31,29.42,FINANCE,259400,58308,13.15,18.01,10.1,19.32,5.91,4.12,125270,EURES_EXPORT,2025-06-06
2011,DK,IE252,7_CRAFT,3937,1.54,49.52,61.32,PUBLIC_ADMIN,51387,112506,15.8,31.54,8.55,12.68,3.11,8.14,118908,PUBLIC_EMPLOYMENT_SERVICE,2025-09-07
2012,GR,HR3,9_ELEMENTARY,97309,2.23,47.06,50.97,ICT,324992,137964,3.58,26.99,7.08,15.05,7.31,23.88,189550,SECTOR_SKILLS_COUNCIL,2024-12-08
2013,LT,RO46,2_PROFESSIONALS,262358,4.07,38.43,31.12,CONSTRUCTION,207770,44294,15.15,17.52,1.96,11.22,0.99,4.74,125355,VACANCY_SCRAPE_AGGREGATE,2025-08-24
2014,PT,DE59,4_CLERICAL,178463,6.02,59.15,28.31,HOSPITALITY,87318,127750,14.48,10.86,8.15,9.64,1.91,1.27,2129,EURES_EXPORT,2025-10-01
2015,SE,CY729,6_AGRI,95336,4.48,18.52,27.72,EDUCATION,217311,100348,11.85,25.02,1.33,1.71,1.3,0.38,20960,PUBLIC_EMPLOYMENT_SERVICE,2025-03-11
2016,CY,CY783,8_PLANT_MACHINE,151365,0.31,24.39,66.48,AGRI,262410,9867,2.69,21.45,0.71,12.59,3.87,17.79,2300,SECTOR_SKILLS_COUNCIL,2024-04-27
2017,FR,NL614,1_MANAGERS,192824,6.36,21.79,13.55,GREEN_ENERGY,267248,37528,3.38,17.29,26.37,23.94,2.2,26.59,36033,VACANCY_SCRAPE_AGGREGATE,2024-03-10
2018,IT,HU31,3_TECHNICIANS,129375,5.56,26.51,35.3,HEALTH_CARE,132907,125381,13.26,16.34,2.43,25.3,0.49,2.95,196460,EURES_EXPORT,2025-03-14
2019,NL,BE938,5_SERVICE_SALES,36711,2.6,42.17,109.61,MANUFACTURING,48661,129739,8.73,15.16,18.62,25.81,1.12,0.53,108111,PUBLIC_EMPLOYMENT_SERVICE,2025-11-24
2020,SI,SE63,7_CRAFT,99743,0.91,30.06,83.03,LOGISTICS,12466,81544,1.9,14.03,21.76,29.89,1.8,18.78,89155,SECTOR_SKILLS_COUNCIL,2024-03-24
2021,BG,FR794,9_ELEMENTARY,203382,6.74,29.48,55.44,FINANCE,129831,86030,16.29,30.86,12.78,23.46,16.61,15.95,22266,VACANCY_SCRAPE_AGGREGATE,2024-08-18
2022,EE,FR5,2_PROFESSIONALS,82903,0.87,30.52,77.45,PUBLIC_ADMIN,161948,196276,15.8,13.86,20.54,17.44,7.23,17.54,99108,EURES_EXPORT,2025-08-23
2023,HU,PT544,4_CLERICAL,12536,1.46,35.22,85.81,ICT,166056,156966,9.75,19.23,15.64,9.99,2.37,11.15,109590,PUBLIC_EMPLOYMENT_SERVICE,2025-05-22
2024,LU,GR818,6_AGRI,16405,5.12,21.28,12.15,CONSTRUCTION,240478,114905,6.7,10.55,22.78,10.59,8.09,3.88,148771,SECTOR_SKILLS_COUNCIL,2025-11-01
2025,RO,EE61,8_PLANT_MACHINE,24511,1.64,22.81,77.11,HOSPITALITY,264959,233680,12.05,31.68,5.37,15.57,2.09,7.86,136144,VACANCY_SCRAPE_AGGREGATE,2025-08-22
2006,AT,LU468,1_MANAGERS,116459,2.33,13.82,33.42,EDUCATION,51162,87102,14.32,25.62,7.22,13.13,1.12,11.34,131371,EURES_EXPORT,2025-12-05
2007,CZ,HR75,3_TECHNICIANS,99883,0.71,38.98,89.49,AGRI,81588,73809,6.66,32.12,12.01,13.87,2.96,0.74,31480,PUBLIC_EMPLOYMENT_SERVICE,2025-01-31
2008,DE,HR850,5_SERVICE_SALES,357863,5.64,69.81,77.45,GREEN_ENERGY,198058,155009,13.81,9.76,26.68,4.98,1.82,18.2,55355,SECTOR_SKILLS_COUNCIL,2025-12-17
2009,LV,NL815,7_CRAFT,209268,1.92,36.1,47.41,HEALTH_CARE,55806,110012,14.05,24.97,6.5,12.72,1.92,1.95,57115,VACANCY_SCRAPE_AGGREGATE,2025-03-16
2010,PL,NL91,9_ELEMENTARY,143529,6.95,58.69,80.87,MANUFACTURING,128925,58498,6.62,22.7,11.96,19.44,1.92,8.79,86892,EURES_EXPORT,2024-06-14
2011,ES,PT22,2_PROFESSIONALS,93954,1.5,12.06,54.51,LOGISTICS,27604,7262,6.15,13.12,7.59,13.84,1.66,12.92,222580,PUBLIC_EMPLOYMENT_SERVICE,2024-08-25
2012,HR,EE3,4_CLERICAL,39875,3.16,12.96,50.96,FINANCE,232967,11729,12.73,23.03,0.92,15.55,7.03,9.25,146771,SECTOR_SKILLS_COUNCIL,2024-04-07
2013,FI,RO881,6_AGRI,126143,0.93,29.32,81.97,PUBLIC_ADMIN,188845,45960,1.46,11.9,6.37,2.44,1.62,4.63,44424,VACANCY_SCRAPE_AGGREGATE,2025-12-09
2014,IE,DE3,8_PLANT_MACHINE,93526,7.04,66.21,50.18,ICT,198610,124538,1.35,36.03,0.76,15.92,5.54,21.56,99295,EURES_EXPORT,2026-01-27
2015,MT,BE43,1_MANAGERS,36992,4.29,24.43,58.28,CONSTRUCTION,202223,99987,11.58,21.08,2.79,8.85,0.92,3.33,20654,PUBLIC_EMPLOYMENT_SERVICE,2025-10-20
2016,SK,NL849,3_TECHNICIANS,28947,0.57,49.4,85.72,HOSPITALITY,205329,77277,10.13,26.85,2.2,25.2,1.36,0.24,62478,SECTOR_SKILLS_COUNCIL,2024-03-18
2017,BE,PT87,5_SERVICE_SALES,74595,3.56,43.0,76.39,EDUCATION,152492,41601,3.54,29.63,7.34,16.68,0.46,4.11,146543,VACANCY_SCRAPE_AGGREGATE,2026-02-25
2018,DK,GR89,7_CRAFT,101893,1.59,11.83,17.69,AGRI,46078,121973,11.96,32.21,10.94,8.12,2.9,3.42,77266,EURES_EXPORT,2025-02-14
2019,GR,LU2,9_ELEMENTARY,251525,5.2,63.89,36.83,GREEN_ENERGY,83641,104469,9.26,29.21,23.32,6.83,4.03,4.92,16780,PUBLIC_EMPLOYMENT_SERVICE,2024-04-17
2020,LT,LU9,2_PROFESSIONALS,12202,5.45,32.08,22.01,HEALTH_CARE,325277,73516,11.26,17.27,21.64,29.38,7.47,18.74,43489,SECTOR_SKILLS_COUNCIL,2025-10-01
2021,PT,BE505,4_CLERICAL,45891,1.11,26.05,83.67,MANUFACTURING,94209,24056,15.59,25.27,13.81,6.49,10.1,16.2,139319,VACANCY_SCRAPE_AGGREGATE,2024-03-21
2022,SE,CY8,6_AGRI,117212,7.16,28.49,11.66,LOGISTICS,18688,239375,14.83,22.07,5.27,6.15,5.7,8.43,116182,EURES_EXPORT,2024-10-04
2023,CY,LT991,8_PLANT_MACHINE,177129,7.58,18.24,31.79,FINANCE,211680,41337,16.94,15.54,5.62,5.9,10.44,13.08,100447,PUBLIC_EMPLOYMENT_SERVICE,2024-08-07
2024,FR,MT6,1_MANAGERS,131041,5.3,26.18,49.11,PUBLIC_ADMIN,210737,260353,14.43,21.17,18.01,27.12,0.42,1.14,5352,SECTOR_SKILLS_COUNCIL,2024-07-14
2025,IT,DE5,3_TECHNICIANS,153857,2.88,42.48,20.63,ICT,2087,259079,9.15,21.32,14.03,25.41,14.93,27.97,135647,VACANCY_SCRAPE_AGGREGATE,2024-12-13
2006,NL,PL4,5_SERVICE_SALES,55523,4.42,31.66,55.87,CONSTRUCTION,172831,53896,9.5,29.04,1.77,18.11,2.26,16.54,59601,EURES_EXPORT,2024-06-07
2007,SI,DE99,7_CRAFT,139758,4.38,19.74,27.24,HOSPITALITY,185632,36673,3.26,21.29,5.96,17.85,1.28,12.62,107558,PUBLIC_EMPLOYMENT_SERVICE,2025-08-05
2008,BG,HR18,9_ELEMENTARY,78334,1.98,30.37,44.06,EDUCATION,185051,124405,5.76,25.39,0.71,7.67,3.77,14.76,40423,SECTOR_SKILLS_COUNCIL,2024-06-19
2009,EE,RO17,2_PROFESSIONALS,76517,3.81,49.79,105.25,AGRI,150611,132638,8.7,25.59,1.03,13.42,1.76,6.87,46858,VACANCY_SCRAPE_AGGREGATE,2025-10-25
2010,HU,NL9,4_CLERICAL,179526,8.88,56.16,94.71,GREEN_ENERGY,131844,113805,11.96,35.83,7.48,7.72,3.54,22.4,68752,EURES_EXPORT,2024-07-19
2011,LU,RO30,6_AGRI,67114,8.14,45.35,96.67,HEALTH_CARE,234746,107388,17.66,19.82,7.18,11.32,1.52,23.71,60568,PUBLIC_EMPLOYMENT_SERVICE,2026-02-11
2012,RO,SK98,8_PLANT_MACHINE,225755,5.73,55.59,87.68,MANUFACTURING,101634,128542,6.65,7.88,3.58,7.48,3.77,18.85,79443,SECTOR_SKILLS_COUNCIL,2025-06-02
2013,AT,HU480,1_MANAGERS,121045,2.06,23.62,76.72,LOGISTICS,248148,4845,17.85,12.66,2.53,14.38,3.99,10.3,67368,VACANCY_SCRAPE_AGGREGATE,2024-06-26
2014,CZ,BE9,3_TECHNICIANS,22885,1.13,27.49,56.53,FINANCE,101134,47001,7.94,16.28,1.54,5.4,4.84,8.77,87232,EURES_EXPORT,2024-10-09
2015,DE,FR53,5_SERVICE_SALES,165815,1.55,43.56,87.57,PUBLIC_ADMIN,5324,51923,5.11,17.32,7.81,4.18,1.03,14.47,72305,PUBLIC_EMPLOYMENT_SERVICE,2025-02-06
2016,LV,AT58,7_CRAFT,47471,6.04,26.39,82.19,ICT,160995,86854,3.44,10.74,2.65,28.04,2.15,26.97,188636,SECTOR_SKILLS_COUNCIL,2024-05-01
2017,PL,CY3,9_ELEMENTARY,236478,2.23,44.79,24.92,CONSTRUCTION,206636,26758,17.3,23.11,5.21,6.21,0.44,2.4,2384,VACANCY_SCRAPE_AGGREGATE,2025-08-11
2018,ES,SE71,2_PROFESSIONALS,164763,6.13,18.41,67.47,HOSPITALITY,95052,18024,11.94,19.84,5.91,27.79,2.65,5.26,51202,EURES_EXPORT,2026-01-01
2019,HR,AT74,4_CLERICAL,37501,3.08,36.42,105.23,EDUCATION,218416,96106,1.84,21.86,15.49,3.07,0.89,13.66,56162,PUBLIC_EMPLOYMENT_SERVICE,2026-02-18
2020,FI,FR26,6_AGRI,177108,4.84,57.63,104.85,AGRI,137189,250371,6.69,27.35,15.65,5.58,5.0,6.57,96431,SECTOR_SKILLS_COUNCIL,2024-10-19
2021,IE,LV66,8_PLANT_MACHINE,192006,2.78,40.75,115.86,GREEN_ENERGY,185144,261069,12.54,33.33,10.32,20.83,0.7,12.37,54474,VACANCY_SCRAPE_AGGREGATE,2024-07-05
2022,MT,PT212,1_MANAGERS,158015,4.82,26.89,42.13,HEALTH_CARE,222437,54381,20.35,26.96,11.63,4.75,5.86,0.68,134642,EURES_EXPORT,2025-06-11
2023,SK,AT9,3_TECHNICIANS,37405,3.69,47.85,98.73,MANUFACTURING,230196,96720,14.6,24.15,7.92,7.03,9.93,3.97,126905,PUBLIC_EMPLOYMENT_SERVICE,2024-04-27
2024,BE,SE2,5_SERVICE_SALES,70775,2.39,29.3,64.14,LOGISTICS,169385,221366,10.31,10.21,20.9,7.83,7.2,7.34,27320,SECTOR_SKILLS_COUNCIL,2024-06-23
2025,DK,SK517,7_CRAFT,173399,7.47,46.89,65.53,FINANCE,182075,43991,12.16,26.55,22.36,21.73,17.92,15.09,11880,VACANCY_SCRAPE_AGGREGATE,2024-11-29
2006,GR,CZ4,9_ELEMENTARY,37416,2.18,20.04,56.46,PUBLIC_ADMIN,170414,59890,4.51,14.96,9.74,1.86,0.2,12.2,50992,EURES_EXPORT,2025-09-03
2007,LT,RO278,2_PROFESSIONALS,138669,1.05,41.74,121.14,ICT,203153,33689,6.15,32.71,4.94,9.61,7.67,12.85,155155,PUBLIC_EMPLOYMENT_SERVICE,2024-02-23
2008,PT,HR6,4_CLERICAL,170904,5.63,21.75,67.41,CONSTRUCTION,3199,120581,10.7,15.35,4.4,2.09,2.16,3.42,105603,SECTOR_SKILLS_COUNCIL,2025-04-07
2009,SE,LU6,6_AGRI,59404,2.49,25.88,26.04,HOSPITALITY,152438,47942,12.94,16.2,12.17,12.22,3.93,12.79,141298,VACANCY_SCRAPE_AGGREGATE,2025-05-30
2010,CY,PL76,8_PLANT_MACHINE,48193,5.72,35.83,99.91,EDUCATION,43987,7632,7.45,19.61,12.43,17.45,3.33,18.51,145887,EURES_EXPORT,2025-07-04
2011,FR,SK4,1_MANAGERS,24502,3.75,43.38,90.14,AGRI,89993,33094,9.19,7.91,10.76,15.53,0.14,16.6,78153,PUBLIC_EMPLOYMENT_SERVICE,2024-07-29
2012,IT,IT91,3_TECHNICIANS,225746,8.81,48.51,89.89,GREEN_ENERGY,78319,49788,13.67,28.59,3.56,8.6,2.56,9.42,42342,SECTOR_SKILLS_COUNCIL,2025-12-23
2013,NL,LV423,5_SERVICE_SALES,52330,6.05,13.86,73.62,HEALTH_CARE,55922,29132,9.45,16.25,8.94,1.63,3.79,4.79,53114,VACANCY_SCRAPE_AGGREGATE,2025-12-01
2014,SI,LT12,7_CRAFT,163013,1.7,46.16,51.96,MANUFACTURING,208618,80357,16.9,10.07,11.63,8.75,1.5,11.78,123265,EURES_EXPORT,2024-05-12
2015,BG,LU570,9_ELEMENTARY,6355,1.38,23.83,72.37,LOGISTICS,158472,22826,5.13,14.54,11.6,16.44,3.21,14.54,73615,PUBLIC_EMPLOYMENT_SERVICE,2024-12-30
2016,EE,BG96,2_PROFESSIONALS,39189,2.64,41.68,83.6,FINANCE,175275,49636,8.25,21.62,12.39,6.65,0.49,14.71,45088,SECTOR_SKILLS_COUNCIL,2025-06-05
2017,HU,CZ592,4_CLERICAL,141788,4.31,26.43,60.47,PUBLIC_ADMIN,204173,111866,11.79,27.79,2.31,17.33,3.37,7.62,33592,VACANCY_SCRAPE_AGGREGATE,2024-03-08
2018,LU,LT41,6_AGRI,46338,5.81,51.93,56.18,ICT,84007,79037,14.73,27.96,4.08,36.37,4.26,14.92,195097,EURES_EXPORT,2025-12-03
2019,RO,SI83,8_PLANT_MACHINE,193458,1.68,39.93,102.9,CONSTRUCTION,76550,78513,2.6,28.99,10.94,8.87,3.49,4.41,146106,PUBLIC_EMPLOYMENT_SERVICE,2025-01-01
2020,AT,HU130,1_MANAGERS,212254,3.54,27.63,80.49,HOSPITALITY,100278,244380,15.74,17.1,16.56,21.75,2.1,3.9,122208,SECTOR_SKILLS_COUNCIL,2024-02-07
2021,CZ,MT937,3_TECHNICIANS,21794,3.94,43.41,85.12,EDUCATION,53922,88536,13.95,15.06,7.84,10.89,4.5,10.34,12984,VACANCY_SCRAPE_AGGREGATE,2026-01-22
2022,DE,HR887,5_SERVICE_SALES,109874,1.66,40.1,88.93,AGRI,96267,141048,11.27,16.19,5.45,15.99,3.93,2.46,61833,EURES_EXPORT,2025-07-24
2023,LV,LU36,7_CRAFT,110334,7.07,23.38,45.85,GREEN_ENERGY,235438,17661,5.73,16.23,11.95,27.39,2.79,19.52,48167,PUBLIC_EMPLOYMENT_SERVICE,2025-02-13
2024,PL,GR162,9_ELEMENTARY,292075,7.42,51.83,109.53,HEALTH_CARE,142273,254681,14.41,18.44,1.71,20.88,0.61,12.05,9745,SECTOR_SKILLS_COUNCIL,2024-11-18
2025,ES,AT8,2_PROFESSIONALS,235689,4.59,29.38,49.99,MANUFACTURING,186720,27044,3.4,30.82,1.45,24.38,3.87,16.26,84745,VACANCY_SCRAPE_AGGREGATE,2025-06-17
2006,HR,PL42,4_CLERICAL,108693,5.5,56.59,81.64,LOGISTICS,114314,85125,3.51,25.9,3.27,10.27,1.78,17.41,36011,EURES_EXPORT,2026-01-21
2007,FI,PT47,6_AGRI,5429,2.6,9.19,50.64,FINANCE,258886,96402,8.05,10.17,11.24,14.85,4.4,14.31,59200,PUBLIC_EMPLOYMENT_SERVICE,2025-07-30
2008,IE,EE529,8_PLANT_MACHINE,120946,2.13,10.81,35.36,PUBLIC_ADMIN,141544,100762,9.4,23.17,1.11,15.22,0.66,11.35,52705,SECTOR_SKILLS_COUNCIL,2024-01-15
2009,MT,HU10,1_MANAGERS,152916,3.84,54.09,125.82,ICT,80246,100520,13.58,32.23,13.03,20.01,2.26,12.34,48698,VACANCY_SCRAPE_AGGREGATE,2024-12-21
2010,SK,LU32,3_TECHNICIANS,66482,2.52,31.47,43.83,CONSTRUCTION,249935,88774,8.22,8.01,11.52,10.82,4.07,14.74,139611,EURES_EXPORT,2025-11-19
2011,BE,CZ1,5_SERVICE_SALES,37833,2.6,32.39,55.27,HOSPITALITY,213258,12850,9.67,22.77,9.37,6.54,2.93,13.85,96917,PUBLIC_EMPLOYMENT_SERVICE,2024-11-21
2012,DK,PL81,7_CRAFT,167897,2.36,18.15,25.21,EDUCATION,773,61007,14.97,14.97,5.21,14.17,1.03,5.47,137370,SECTOR_SKILLS_COUNCIL,2024-10-11
2013,GR,SK696,9_ELEMENTARY,141083,1.76,49.15,74.74,AGRI,222018,62533,6.9,14.09,5.11,16.13,3.92,17.05,57133,VACANCY_SCRAPE_AGGREGATE,2024-10-06
2014,LT,LU346,2_PROFESSIONALS,216176,1.63,59.15,37.07,GREEN_ENERGY,167771,163945,13.97,30.84,14.29,16.69,2.65,32.4,127533,EURES_EXPORT,2025-03-03
2015,PT,LU913,4_CLERICAL,138208,3.46,48.69,113.88,HEALTH_CARE,310496,120590,16.91,30.79,1.49,2.9,3.83,0.18,184325,PUBLIC_EMPLOYMENT_SERVICE,2024-01-29
2016,SE,LV61,6_AGRI,6246,6.69,35.77,22.86,MANUFACTURING,117258,100905,8.55,28.92,2.06,26.58,0.42,14.74,78556,SECTOR_SKILLS_COUNCIL,2024-04-24
2017,CY,LT74,8_PLANT_MACHINE,68273,0.48,18.9,74.66,LOGISTICS,17296,87326,17.96,29.51,12.75,17.6,2.26,10.58,56555,VACANCY_SCRAPE_AGGREGATE,2025-04-14
2018,FR,AT40,1_MANAGERS,81050,4.65,52.74,58.61,FINANCE,74685,135119,12.31,12.06,4.45,16.13,1.28,21.12,30824,EURES_EXPORT,2024-04-22
2019,IT,IT38,3_TECHNICIANS,47763,0.35,25.11,74.81,PUBLIC_ADMIN,234747,40584,10.6,10.13,10.68,20.63,1.1,7.86,48687,PUBLIC_EMPLOYMENT_SERVICE,2025-09-12
2020,NL,LT86,5_SERVICE_SALES,127864,3.62,62.79,129.27,ICT,61584,234284,13.55,18.31,21.79,48.57,17.53,9.66,166734,SECTOR_SKILLS_COUNCIL,2025-06-23
2021,SI,BG1,7_CRAFT,261321,6.18,46.69,54.36,CONSTRUCTION,45890,133367,4.74,23.36,15.91,27.92,8.51,14.87,152944,VACANCY_SCRAPE_AGGREGATE,2024-07-02
2022,BG,BE686,9_ELEMENTARY,66476,4.69,48.48,67.02,HOSPITALITY,252031,88079,5.44,18.25,4.72,29.92,8.39,21.12,41667,EURES_EXPORT,2024-02-20
2023,EE,RO38,2_PROFESSIONALS,190662,3.22,42.24,93.64,EDUCATION,266685,20188,14.87,15.76,19.11,10.36,9.75,19.23,48980,PUBLIC_EMPLOYMENT_SERVICE,2024-04-03
2024,HU,NL41,4_CLERICAL,54888,1.98,42.51,62.78,AGRI,247627,157578,11.27,17.77,12.23,15.81,8.92,1.31,121723,SECTOR_SKILLS_COUNCIL,2025-04-11
2025,LU,AT51,6_AGRI,213425,5.06,31.38,67.22,GREEN_ENERGY,179325,165452,10.39,31.01,8.48,15.4,5.0,22.13,142626,VACANCY_SCRAPE_AGGREGATE,2024-09-03
2006,RO,IE80,8_PLANT_MACHINE,32761,3.11,70.84,112.82,HEALTH_CARE,274525,31936,12.2,14.13,1.5,16.96,3.04,12.97,39640,EURES_EXPORT,2025-04-11
2007,AT,MT7,1_MANAGERS,170371,5.6,56.34,34.85,MANUFACTURING,5893,130062,12.61,9.51,2.05,10.73,2.05,17.48,37792,PUBLIC_EMPLOYMENT_SERVICE,2024-02-16
2008,CZ,IT3,3_TECHNICIANS,156329,6.02,52.16,26.16,LOGISTICS,216215,38329,7.63,30.03,3.15,10.54,3.66,5.34,143820,SECTOR_SKILLS_COUNCIL,2025-05-27
2009,DE,RO83,5_SERVICE_SALES,90164,0.79,25.41,17.32,FINANCE,151641,95881,13.94,24.44,12.63,10.46,5.28,6.88,39722,VACANCY_SCRAPE_AGGREGATE,2025-08-20
2010,LV,BE631,7_CRAFT,132818,2.54,36.01,18.11,PUBLIC_ADMIN,243445,133918,2.11,8.22,10.15,8.83,3.28,3.46,70348,EURES_EXPORT,2024-11-26
2011,PL,BE542,9_ELEMENTARY,344043,3.04,54.74,77.28,ICT,39985,81963,10.95,24.0,7.05,12.83,7.97,5.5,20673,PUBLIC_EMPLOYMENT_SERVICE,2025-10-02
2012,ES,PL57,2_PROFESSIONALS,299191,2.94,23.14,20.98,CONSTRUCTION,70049,27409,13.08,25.29,5.05,11.76,3.64,13.01,143124,SECTOR_SKILLS_COUNCIL,2024-01-30
2013,HR,IE84,4_CLERICAL,103337,4.59,31.95,74.75,HOSPITALITY,6498,81881,5.86,29.75,1.14,17.93,1.5,1.6,103716,VACANCY_SCRAPE_AGGREGATE,2025-03-28
2014,FI,IT59,6_AGRI,162876,4.13,19.44,77.97,EDUCATION,166621,40437,1.89,19.35,9.33,18.62,2.06,0.52,22185,EURES_EXPORT,2025-08-27
2015,IE,ES557,8_PLANT_MACHINE,54535,2.26,40.04,94.16,AGRI,107797,96007,5.21,15.51,8.34,12.52,2.87,16.88,112990,PUBLIC_EMPLOYMENT_SERVICE,2024-08-15
2016,MT,IT23,1_MANAGERS,57394,7.41,46.46,32.88,GREEN_ENERGY,58796,115314,8.66,20.48,14.53,14.87,4.04,29.04,128635,SECTOR_SKILLS_COUNCIL,2024-08-24
2017,SK,SE23,3_TECHNICIANS,81682,6.94,21.19,49.56,HEALTH_CARE,332448,94097,14.96,25.6,2.15,4.72,2.26,11.31,69466,VACANCY_SCRAPE_AGGREGATE,2024-01-16
2018,BE,DE973,5_SERVICE_SALES,54007,3.11,26.17,32.27,MANUFACTURING,51215,12780,1.48,8.16,11.02,21.9,3.69,2.68,74441,EURES_EXPORT,2024-06-08
2019,DK,ES129,7_CRAFT,146121,1.09,29.6,21.37,LOGISTICS,66505,23159,4.06,21.81,13.11,25.51,2.69,11.36,11867,PUBLIC_EMPLOYMENT_SERVICE,2025-04-12
2020,GR,MT43,9_ELEMENTARY,90655,4.27,49.52,22.44,FINANCE,226936,199933,15.72,22.25,13.93,5.22,13.72,6.79,34200,SECTOR_SKILLS_COUNCIL,2024-08-06
2021,LT,SI409,2_PROFESSIONALS,21718,3.02,29.16,55.58,PUBLIC_ADMIN,234692,25639,16.04,22.66,6.87,25.22,2.87,10.72,79126,VACANCY_SCRAPE_AGGREGATE,2025-12-25
2022,PT,IE86,4_CLERICAL,308958,2.46,13.41,26.75,ICT,72165,185985,16.1,13.15,6.54,32.91,19.26,5.69,113055,EURES_EXPORT,2025-01-08
2023,SE,SE27,6_AGRI,137781,1.05,34.41,31.06,CONSTRUCTION,124549,211014,2.12,11.46,16.13,27.08,8.32,13.96,106128,PUBLIC_EMPLOYMENT_SERVICE,2024-08-18
2024,CY,PT148,8_PLANT_MACHINE,149261,6.67,36.34,112.13,HOSPITALITY,244038,231707,4.69,11.15,2.52,13.77,5.05,14.39,81640,SECTOR_SKILLS_COUNCIL,2025-06-14
2025,FR,FI114,1_MANAGERS,241105,4.21,52.12,55.83,EDUCATION,56816,174514,13.81,12.34,9.29,15.94,1.36,12.33,20541,VACANCY_SCRAPE_AGGREGATE,2024-08-09
2006,IT,DK71,3_TECHNICIANS,26758,3.05,48.91,78.57,AGRI,237773,129951,1.88,13.34,3.15,12.42,3.03,2.32,50461,EURES_EXPORT,2024-08-26
2007,NL,GR575,5_SERVICE_SALES,9956,2.93,53.41,128.83,GREEN_ENERGY,64347,74062,3.68,26.03,11.71,4.74,3.89,2.22,16366,PUBLIC_EMPLOYMENT_SERVICE,2024-09-24
2008,SI,LT854,7_CRAFT,87829,8.42,45.74,93.33,HEALTH_CARE,20365,31931,15.35,12.77,7.03,9.47,0.2,3.01,8845,SECTOR_SKILLS_COUNCIL,2024-11-03
2009,BG,PT63,9_ELEMENTARY,163299,6.57,46.32,59.59,MANUFACTURING,149582,55699,6.39,29.9,11.24,1.86,1.62,19.4,137119,VACANCY_SCRAPE_AGGREGATE,2024-06-20
2010,EE,SE96,2_PROFESSIONALS,8568,5.51,45.28,87.46,LOGISTICS,19784,131065,18.25,15.84,12.45,10.53,1.27,3.21,139468,EURES_EXPORT,2024-09-10
2011,HU,IT5,4_CLERICAL,38153,2.46,16.44,83.82,FINANCE,231623,87771,3.38,8.81,2.52,7.27,7.79,2.26,101857,PUBLIC_EMPLOYMENT_SERVICE,2024-08-12
2012,LU,LT1,6_AGRI,31471,3.68,43.83,91.39,PUBLIC_ADMIN,141343,123831,5.85,12.43,2.34,5.99,1.42,0.51,141405,SECTOR_SKILLS_COUNCIL,2024-03-28
2013,RO,SI4,8_PLANT_MACHINE,253248,3.53,21.19,56.12,ICT,99061,111330,11.28,23.84,4.49,18.6,4.72,22.73,207044,VACANCY_SCRAPE_AGGREGATE,2024-06-25
2014,AT,HU687,1_MANAGERS,95853,1.81,29.41,80.2,CONSTRUCTION,262639,133868,1.38,28.89,6.73,15.02,3.63,14.75,5186,EURES_EXPORT,2025-04-18
2015,CZ,HU73,3_TECHNICIANS,67938,0.7,42.94,64.05,HOSPITALITY,113299,102204,16.6,20.55,2.13,5.71,0.94,15.19,29761,PUBLIC_EMPLOYMENT_SERVICE,2025-12-30
2016,DE,CY555,5_SERVICE_SALES,166017,0.48,47.88,83.06,EDUCATION,153932,11349,14.97,31.87,3.38,9.66,3.86,11.03,94712,SECTOR_SKILLS_COUNCIL,2025-04-09
2017,LV,PL317,7_CRAFT,94298,4.27,21.23,81.35,AGRI,241664,121375,4.68,28.79,8.75,28.88,2.17,7.08,12413,VACANCY_SCRAPE_AGGREGATE,2025-06-16
