tech_skills_reference_year,tech_skills_country_iso2,tech_skills_region_nuts_code,tech_skills_age_group,tech_skills_sex,tech_skills_basic_digital_skills_pct,tech_skills_above_basic_digital_skills_pct,tech_skills_ict_specialists_pct_employment,tech_skills_ict_graduates_per_1k,tech_skills_advanced_programming_skills_pct,tech_skills_ai_skills_training_participants,tech_skills_cybersecurity_skills_pct,tech_skills_remote_work_prevalence_pct,tech_skills_digital_public_services_usage_pct,tech_skills_enterprise_cloud_adoption_pct,tech_skills_enterprise_bigdata_adoption_pct,tech_skills_gender_gap_ict_specialists_pp,tech_skills_desi_component_score,tech_skills_survey_weight,tech_skills_data_extract_date
2023,SI,DK18,25-34,F,42.13,18.81,4.714,6.468,11.42,406,11.74,43.3,45.13,27.42,7.35,2.25,66.51,0.3388,2024-02-09
2024,AT,ES69,16-24,M,84.93,43.61,8.877,2.8,25.72,661,7.02,16.37,79.34,29.12,25.16,5.55,51.7,2.585,2024-08-25
2025,HR,SI56,65-74,T,85.76,34.87,2.153,5.65,9.67,529,11.9,9.25,15.36,21.71,28.05,-3.43,24.0,3.0634,2024-01-01
2026,DK,GR55,55-64,F,82.75,42.32,7.727,2.18,22.49,323,6.49,5.38,48.84,9.29,23.04,-1.18,67.63,1.7016,2024-07-27
2014,FR,ES104,45-54,M,29.54,23.85,6.991,2.621,23.68,677,12.31,23.23,63.08,52.19,42.4,-1.74,24.56,0.3937,2024-05-26
2015,HU,SK29,35-44,T,34.9,23.8,1.022,6.277,10.3,282,13.76,3.99,62.19,47.61,30.23,-0.41,74.9,2.0869,2025-06-20
2016,LV,EE51,25-34,F,53.08,30.24,5.626,5.162,21.59,402,19.48,6.99,83.14,12.41,12.07,5.48,57.69,0.8769,2025-05-12
2017,MT,MT166,16-24,M,43.49,25.01,2.815,6.38,25.87,313,20.1,38.63,51.79,36.06,17.97,-2.86,48.49,1.2023,2024-06-27
2018,PT,SK48,65-74,T,49.02,23.05,4.616,4.877,10.26,590,10.87,45.23,17.06,8.88,51.52,-0.23,55.66,2.9533,2024-09-12
2019,SI,CZ380,55-64,F,84.74,54.61,5.383,0.991,3.34,319,16.19,7.27,86.01,46.93,7.44,-1.79,18.43,3.288,2025-08-03
2020,AT,ES67,45-54,M,76.27,48.55,1.531,7.947,17.74,584,19.59,17.6,49.55,49.96,33.25,3.43,61.51,2.9973,2024-01-23
2021,HR,FR80,35-44,T,56.33,25.51,7.239,6.654,4.26,661,4.81,24.56,16.63,49.02,3.63,-0.64,67.32,3.7097,2025-04-17
2022,DK,ES39,25-34,F,70.91,42.11,3.915,0.497,18.99,276,2.84,16.53,15.9,15.8,50.48,5.39,47.05,2.1617,2024-01-04
2023,FR,LT2,16-24,M,91.29,32.75,2.289,4.532,25.5,433,4.27,8.99,15.86,17.99,9.5,-1.11,58.99,2.0179,2024-09-20
2024,HU,HR819,65-74,T,62.43,41.61,0.907,7.243,7.38,633,21.75,39.18,60.35,75.37,27.55,9.07,76.97,2.4545,2024-02-14
2025,LV,IE60,55-64,F,37.07,14.76,7.492,7.504,17.09,743,17.2,43.05,60.19,75.11,41.18,8.74,50.91,3.3819,2024-10-07
2026,MT,BE942,45-54,M,69.51,32.47,4.236,3.76,10.6,653,19.98,37.33,82.75,16.43,31.09,-1.91,18.63,2.1549,2024-03-19
2014,PT,ES7,35-44,T,86.93,40.65,3.712,0.415,24.37,401,12.6,26.6,13.17,72.22,39.33,1.72,24.5,1.8809,2025-06-01
2015,SI,LT65,25-34,F,78.31,35.96,3.512,1.0,3.11,573,11.21,18.14,39.65,55.83,48.47,7.24,42.77,0.6198,2026-02-15
2016,AT,LU291,16-24,M,34.29,20.65,5.488,2.789,17.83,685,19.33,30.81,65.29,24.02,11.22,8.91,73.45,0.9792,2025-03-17
2017,HR,BE447,65-74,T,42.73,35.67,8.597,5.472,17.15,278,3.24,17.84,43.02,49.07,41.93,9.22,60.43,3.1887,2024-06-07
2018,DK,DK7,55-64,F,64.81,45.64,7.239,7.273,22.87,279,7.26,38.03,89.4,68.12,21.54,5.57,64.88,0.5602,2026-02-12
2019,FR,GR6,45-54,M,82.12,58.98,4.677,2.329,23.65,468,17.11,30.59,78.62,74.29,28.43,4.86,74.25,1.4051,2024-07-30
2020,HU,IT49,35-44,T,32.18,24.72,9.068,6.955,6.38,583,19.83,17.1,32.02,66.77,45.66,7.03,53.2,1.6718,2025-09-15
2021,LV,CZ785,25-34,F,25.39,18.32,9.043,4.151,5.78,471,20.92,43.13,21.2,29.73,3.78,-0.41,37.48,3.1149,2024-01-21
2022,MT,MT369,16-24,M,85.99,30.69,5.5,2.738,16.15,694,3.62,24.75,77.03,68.58,11.0,2.61,85.08,1.8181,2025-09-19
2023,PT,LT35,65-74,T,61.64,50.07,4.978,1.54,21.41,407,11.09,30.38,51.93,58.97,4.54,1.13,76.32,1.5466,2026-01-27
2024,SI,BE882,55-64,F,27.5,17.13,2.589,3.915,2.26,371,11.61,42.07,91.72,17.06,51.07,7.48,66.64,1.7703,2024-01-25
2025,AT,IT4,45-54,M,68.41,54.37,8.833,5.084,24.82,271,4.03,42.76,66.61,26.58,15.98,6.59,84.83,2.7749,2024-12-14
2026,HR,FI43,35-44,T,31.62,18.87,6.321,2.294,27.5,708,21.15,20.34,90.07,30.84,5.38,8.64,83.58,3.6709,2024-08-17
2014,DK,IE433,25-34,F,42.95,30.31,3.928,3.277,27.33,537,16.33,3.55,34.21,38.19,4.0,0.62,86.77,0.9678,2024-07-13
2015,FR,CY180,16-24,M,78.5,47.25,5.405,5.719,17.81,756,16.56,23.51,55.22,35.08,12.06,-2.22,63.3,3.5604,2024-02-29
2016,HU,HR304,65-74,T,30.54,22.47,2.17,1.251,26.73,711,9.8,5.3,27.78,30.12,6.24,1.78,42.15,0.509,2024-05-21
2017,LV,SI81,55-64,F,41.68,24.51,5.795,3.694,23.82,524,19.15,32.82,46.65,37.91,33.78,-2.4,77.54,3.6092,2024-02-20
2018,MT,LU13,45-54,M,25.63,13.14,4.599,8.199,7.87,690,13.06,7.29,24.05,33.89,5.71,-0.34,47.38,1.0779,2026-02-18
2019,PT,LT30,35-44,T,29.19,12.32,9.423,1.942,8.53,253,9.94,30.28,68.17,27.83,29.44,0.07,31.84,0.7141,2025-04-22
2020,SI,SK460,25-34,F,37.31,28.11,5.186,2.528,11.43,273,13.24,6.1,54.38,15.78,46.41,8.53,53.36,3.3021,2024-04-30
2021,AT,DK16,16-24,M,25.36,13.88,7.671,8.01,9.9,661,17.95,37.29,90.85,64.37,48.67,8.29,75.98,3.1455,2024-12-22
2022,HR,DE3,65-74,T,83.01,66.4,4.808,1.379,10.5,454,8.49,28.29,46.76,62.21,4.02,6.91,46.79,2.7428,2025-11-13
2023,DK,GR19,55-64,F,43.94,34.51,9.463,0.798,2.22,293,21.99,27.4,84.65,69.64,22.1,0.94,56.48,2.89,2026-02-08
2024,FR,SI29,45-54,M,56.47,24.78,5.844,1.182,23.98,643,14.83,18.12,85.27,18.6,36.63,0.26,73.86,2.7982,2024-12-30
2025,HU,DE72,35-44,T,45.54,25.15,1.037,7.7,9.6,752,21.86,6.07,86.0,54.56,38.99,7.06,55.6,3.5215,2025-08-18
2026,LV,HU70,25-34,F,33.75,28.55,7.996,6.796,21.01,452,9.42,14.59,46.11,55.39,39.55,8.55,51.63,1.0796,2025-01-06
2014,MT,LU89,16-24,M,70.18,56.3,4.015,2.739,4.86,719,19.45,36.1,57.46,46.96,23.91,-2.24,42.64,2.8925,2024-02-09
2015,PT,FR549,65-74,T,73.92,43.43,5.504,5.121,5.6,385,14.83,16.14,22.99,20.61,14.81,3.32,58.39,2.2974,2025-05-02
2016,SI,BG38,55-64,F,64.14,32.39,9.463,4.3,24.88,708,12.55,23.09,14.12,33.01,8.69,2.04,63.45,2.3657,2026-01-18
2017,AT,GR23,45-54,M,52.28,19.65,6.557,8.365,18.46,430,19.65,12.32,80.79,64.43,37.77,2.08,47.21,1.9378,2026-01-02
2018,HR,FI16,35-44,T,46.39,25.54,5.347,2.474,14.67,746,18.42,13.98,48.36,9.78,19.31,7.67,22.79,2.6845,2025-05-06
2019,DK,PT431,25-34,F,26.44,15.03,5.311,1.887,7.54,795,11.87,13.01,82.3,27.35,14.72,6.22,78.14,2.2088,2024-04-03
2020,FR,HR7,16-24,M,81.9,61.89,7.68,7.584,25.59,448,10.88,18.74,46.39,13.88,37.49,4.1,67.39,1.1834,2024-03-01
2021,HU,BG539,65-74,T,43.87,32.03,1.86,1.28,1.87,663,12.97,5.71,81.49,60.1,50.39,-1.78,22.15,1.0399,2026-02-09
2022,LV,HR39,55-64,F,74.12,59.07,7.683,4.675,18.09,398,8.76,3.46,49.01,37.61,33.39,8.92,60.7,1.4062,2024-11-01
2023,MT,FI6,45-54,M,35.84,27.25,1.627,2.697,13.07,754,17.3,8.86,26.56,14.81,49.41,-1.31,48.22,2.7972,2024-06-12
2024,PT,SE98,35-44,T,87.23,41.74,8.491,6.706,9.93,687,9.24,32.49,72.07,70.36,42.19,7.11,50.04,2.1828,2024-12-11
2025,SI,PT3,25-34,F,90.08,34.89,4.803,3.581,12.2,834,16.23,41.3,23.19,66.45,6.74,4.27,71.51,1.1441,2024-09-29
2026,AT,LV589,16-24,M,67.22,46.9,9.132,4.657,19.46,497,9.96,14.92,23.59,28.39,3.44,-3.2,79.75,1.1109,2024-09-14
2014,HR,DK36,65-74,T,63.63,40.79,6.322,6.235,8.8,376,2.05,12.54,84.03,47.39,41.72,2.22,39.32,3.5602,2024-12-24
2015,DK,SK6,55-64,F,33.98,27.48,3.673,6.458,7.16,298,4.58,29.35,80.6,39.09,34.72,8.09,18.98,0.467,2025-04-16
2016,FR,CZ460,45-54,M,65.47,26.9,1.78,5.884,27.89,476,10.33,10.55,16.1,58.61,50.57,0.76,83.71,2.0632,2025-07-28
2017,HU,FI514,35-44,T,76.89,54.34,7.474,5.727,6.25,406,6.23,36.44,85.32,21.16,26.97,-2.06,29.94,0.6317,2026-01-25
2018,LV,FR41,25-34,F,88.21,52.42,3.801,1.699,7.21,669,20.71,9.87,80.35,48.56,18.33,5.11,84.2,0.6575,2024-11-07
2019,MT,CY282,16-24,M,54.93,34.35,1.842,5.819,10.92,853,3.58,19.18,86.45,53.24,43.37,8.82,65.24,2.0101,2025-11-10
2020,PT,LV88,65-74,T,90.43,71.05,1.463,2.429,8.09,804,3.28,13.53,73.03,14.86,37.27,3.66,40.05,2.0251,2025-12-28
2021,SI,HU427,55-64,F,72.53,57.16,6.296,5.687,8.2,818,16.51,28.35,55.15,70.01,24.69,4.39,74.16,2.3497,2024-05-12
2022,AT,DK810,45-54,M,83.97,61.09,2.086,6.981,16.41,557,5.92,24.41,48.15,72.86,29.58,0.44,53.76,1.1915,2025-12-18
2023,HR,AT815,35-44,T,56.21,41.12,9.192,4.986,3.4,402,7.69,28.58,25.04,9.14,40.32,9.01,76.27,1.8703,2025-06-05
2024,DK,MT23,25-34,F,54.4,24.27,1.698,6.117,20.18,561,5.07,10.36,15.79,8.46,45.84,7.79,53.75,3.3934,2025-12-03
2025,FR,IE15,16-24,M,60.79,31.06,4.569,8.324,2.66,666,17.02,21.43,52.15,72.22,19.54,6.44,60.61,2.6682,2024-04-19
2026,HU,BE16,65-74,T,53.26,40.39,5.112,7.575,5.56,830,18.93,32.85,26.72,37.47,38.45,0.74,42.1,1.6597,2024-04-26
2014,LV,PL68,55-64,F,54.24,22.9,9.268,1.194,20.94,292,16.42,38.8,86.22,76.35,19.62,8.06,66.57,2.3609,2024-07-28
2015,MT,CY49,45-54,M,88.41,49.0,2.307,2.748,22.74,513,11.06,3.33,37.85,40.0,19.5,-2.78,30.12,2.9202,2024-03-03
2016,PT,PL483,35-44,T,70.71,39.54,7.116,4.989,7.91,522,3.98,27.62,74.09,8.24,32.99,8.58,42.64,2.2809,2025-10-01
2017,SI,AT30,25-34,F,66.3,53.53,4.794,5.929,5.09,632,20.39,20.56,75.89,34.52,26.86,9.05,63.77,0.5354,2024-12-08
2018,AT,ES47,16-24,M,27.73,22.27,7.32,6.637,10.16,700,16.42,33.3,39.62,71.11,3.23,3.43,21.03,2.4848,2025-12-14
2019,HR,BE133,65-74,T,71.46,60.03,9.397,6.133,17.73,364,9.76,44.72,74.05,44.68,32.18,5.34,81.53,2.3885,2024-06-09
2020,DK,EE407,55-64,F,51.35,43.06,4.6,2.795,27.31,528,11.75,23.07,37.44,69.11,10.71,1.02,53.31,2.1467,2025-12-17
2021,FR,BG73,45-54,M,82.87,52.52,5.356,8.032,25.91,318,20.45,41.39,31.2,66.19,7.61,0.33,24.56,0.6085,2024-10-29
2022,HU,MT13,35-44,T,72.21,28.86,1.247,1.609,24.59,728,2.77,26.11,71.75,76.43,46.99,1.39,37.59,1.8393,2025-03-16
2023,LV,SE757,25-34,F,63.65,31.05,1.24,4.939,27.13,620,9.45,18.71,78.31,61.48,22.7,8.7,71.06,3.479,2024-07-07
2024,MT,LT313,16-24,M,42.97,32.42,2.843,3.343,9.61,791,16.51,27.5,60.06,38.85,46.25,9.32,23.56,1.2183,2026-01-31
2025,PT,GR62,65-74,T,35.85,26.76,8.639,3.969,24.31,660,6.68,38.62,74.68,43.04,43.52,9.02,72.82,0.9776,2024-10-22
2026,SI,DE1,55-64,F,71.83,47.69,6.493,3.797,21.32,512,5.19,45.92,68.32,58.79,12.61,9.43,51.64,2.1676,2024-06-12
2014,AT,ES650,45-54,M,81.28,56.01,3.516,5.908,18.88,394,3.04,45.79,57.28,45.1,21.38,3.2,79.67,2.9579,2025-08-30
2015,HR,DK87,35-44,T,42.88,19.04,3.774,5.117,16.56,747,20.89,13.6,62.57,37.18,47.7,1.4,20.12,2.7852,2025-10-20
2016,DK,HR66,25-34,F,90.13,74.95,8.405,6.114,10.96,880,9.98,24.82,19.72,27.61,46.21,-0.13,63.37,3.4419,2024-08-06
2017,FR,SK87,16-24,M,73.42,52.18,8.872,8.438,22.6,665,15.78,7.77,59.08,49.92,33.18,0.69,39.51,1.4028,2025-10-15
2018,HU,HR320,65-74,T,41.31,27.4,1.261,3.234,26.39,852,12.39,18.98,19.45,10.0,8.48,3.68,87.71,2.0986,2025-02-25
2019,LV,HR5,55-64,F,85.32,46.1,6.185,5.23,27.43,311,8.2,19.62,37.05,56.11,20.2,6.37,78.35,1.2959,2025-09-23
2020,MT,IT54,45-54,M,71.98,33.89,6.571,1.307,26.97,400,12.95,41.99,89.43,8.1,3.43,-0.87,49.99,0.9284,2026-02-10
2021,PT,CZ149,35-44,T,60.02,22.2,4.693,1.221,11.61,778,4.11,18.63,43.33,44.89,14.19,4.11,84.07,0.9794,2025-08-11
2022,SI,BE30,25-34,F,64.91,46.42,9.06,7.804,16.12,490,13.37,16.01,85.29,44.26,34.37,8.28,81.35,2.1032,2025-03-12
2023,AT,HR62,16-24,M,79.74,41.57,8.56,1.448,12.16,767,18.12,22.76,89.37,73.57,28.95,7.14,29.62,3.4525,2025-04-09
2024,HR,LV560,65-74,T,34.32,12.33,9.223,1.763,12.92,611,14.45,8.83,36.03,35.15,26.09,5.63,68.72,3.313,2025-03-09
2025,DK,EE61,55-64,F,82.12,64.16,6.744,5.247,11.23,830,11.11,3.12,17.35,71.77,17.98,7.48,84.0,3.0647,2025-03-28
2026,FR,AT259,45-54,M,59.46,35.34,4.262,1.088,18.49,610,10.3,36.54,25.31,75.15,32.05,-0.73,28.48,2.2763,2025-05-19
2014,HU,FI62,35-44,T,41.18,18.77,3.561,7.355,8.69,513,19.76,43.11,40.3,63.41,44.72,-2.58,23.52,2.7249,2025-01-05
2015,LV,BG115,25-34,F,62.08,31.84,5.118,4.453,19.73,400,2.64,3.45,86.06,36.22,29.32,7.38,78.36,2.5053,2024-03-07
2016,MT,FR603,16-24,M,68.8,25.9,7.888,0.467,4.02,574,4.93,13.39,29.79,28.19,41.78,3.02,37.75,0.2978,2025-08-19
2017,PT,SI247,65-74,T,64.03,33.35,4.631,3.799,24.36,450,14.28,22.42,21.85,51.57,30.08,-2.2,42.91,1.4468,2024-08-22
2018,SI,GR5,55-64,F,47.51,37.05,9.057,2.126,15.01,415,13.41,30.28,84.16,77.48,10.14,8.43,24.74,2.763,2024-07-17
2019,AT,IE96,45-54,M,27.97,11.67,6.976,5.972,3.48,881,20.9,20.28,41.32,24.72,18.78,0.88,34.15,2.751,2024-07-12
2020,HR,LT27,35-44,T,43.86,24.69,7.612,5.94,20.08,634,10.0,23.4,22.45,44.89,4.72,1.86,71.16,2.2556,2025-07-25
2021,DK,DE7,25-34,F,78.24,64.32,2.423,0.676,11.12,720,20.42,22.81,63.15,14.17,9.21,-2.08,18.66,2.6278,2025-05-05
2022,FR,SK495,16-24,M,61.37,22.84,5.623,1.495,13.16,411,11.81,41.22,29.91,12.13,43.28,2.63,82.14,1.4579,2024-06-16
2023,HU,IT417,65-74,T,83.85,42.99,4.016,3.99,2.9,439,2.66,14.3,38.1,48.14,12.55,-2.57,38.48,3.6081,2024-11-02
2024,LV,HU554,55-64,F,87.2,51.21,2.502,5.918,18.18,865,2.01,44.44,51.37,28.74,51.52,-0.85,35.1,1.8922,2025-06-26
2025,MT,GR37,45-54,M,31.58,11.85,1.513,0.967,13.83,355,3.22,11.29,79.16,54.16,17.39,3.81,70.7,2.1297,2024-12-06
2026,PT,FI3,35-44,T,25.67,21.02,1.346,7.439,5.09,439,10.2,41.32,45.05,51.21,8.04,5.18,54.79,3.6627,2025-05-04
2014,SI,ES100,25-34,F,74.01,27.61,3.273,6.078,11.76,567,3.3,19.52,61.47,63.1,7.12,0.29,85.12,2.1434,2024-01-02
2015,AT,IT31,16-24,M,25.92,12.27,7.911,7.768,21.66,853,20.98,28.5,43.21,44.55,36.66,-2.78,82.75,1.6388,2025-05-31
2016,HR,PT774,65-74,T,83.77,53.98,5.454,6.876,10.81,543,18.28,32.12,23.53,43.9,10.95,0.34,73.49,2.0309,2024-02-07
2017,DK,ES824,55-64,F,89.23,55.48,2.622,5.603,18.58,870,5.29,28.66,30.43,15.04,28.48,0.52,71.99,3.2624,2024-12-24
2018,FR,CZ6,45-54,M,61.37,50.77,3.417,4.361,15.61,786,16.53,9.38,67.64,51.5,22.66,-1.98,69.71,2.7157,2025-11-20
2019,HU,ES82,35-44,T,43.01,22.69,3.166,3.978,6.81,916,3.36,5.45,59.35,74.94,40.65,1.54,69.73,0.703,2025-05-10
2020,LV,LU752,25-34,F,51.74,28.64,7.965,7.008,7.11,428,2.98,34.19,82.37,16.77,36.2,-1.0,40.36,1.9545,2024-04-22
2021,MT,CZ2,16-24,M,56.01,42.78,1.395,3.555,16.63,632,6.16,32.23,72.32,19.37,39.62,0.36,75.36,3.5607,2024-10-18
2022,PT,PT8,65-74,T,39.37,29.52,5.351,4.616,19.58,499,20.77,9.42,36.43,22.28,33.28,-2.68,67.42,0.66,2024-03-21
2023,SI,BG645,55-64,F,40.45,20.38,4.338,5.732,8.81,642,18.08,10.88,44.53,44.09,27.7,6.77,59.85,2.5397,2024-03-26
2024,AT,AT17,45-54,M,38.04,20.18,1.049,5.485,20.72,787,19.85,12.96,78.38,28.62,31.28,-3.0,21.08,3.0244,2024-02-06
2025,HR,CY331,35-44,T,45.31,27.84,1.648,1.406,8.32,657,4.03,8.04,43.57,14.15,32.44,-0.31,44.18,1.4873,2024-01-10
2026,DK,CY7,25-34,F,78.54,30.06,5.917,2.569,14.01,540,6.73,28.9,46.79,65.16,51.87,1.12,52.7,3.3453,2024-12-30
2014,FR,RO122,16-24,M,41.34,25.28,8.003,7.894,27.54,888,10.24,35.49,87.16,73.56,39.57,1.45,29.88,3.5454,2025-10-14
2015,HU,AT88,65-74,T,43.22,30.62,1.02,7.341,7.25,648,18.36,14.04,87.46,66.78,32.83,1.19,54.49,2.2422,2025-01-10
2016,LV,FI60,55-64,F,56.42,19.75,9.363,7.916,14.36,710,5.99,37.36,29.3,50.28,6.24,6.35,22.65,3.5974,2024-12-26
2017,MT,PL398,45-54,M,31.23,11.98,7.081,1.502,5.94,779,6.43,23.53,84.29,56.68,19.94,3.99,41.93,1.177,2024-08-16
2018,PT,DE337,35-44,T,38.76,31.77,1.379,1.338,24.59,836,18.43,4.49,65.57,11.42,3.11,4.65,59.62,2.5246,2025-03-09
2019,SI,RO668,25-34,F,37.26,23.24,2.91,1.201,6.78,576,9.46,10.68,72.43,13.65,50.17,4.47,85.04,2.1333,2025-07-12
2020,AT,LT303,16-24,M,41.99,19.27,7.074,5.8,12.03,898,13.5,39.88,77.15,39.14,29.24,9.27,58.45,2.1479,2024-01-23
2021,HR,LU71,65-74,T,75.69,45.77,9.32,1.699,9.6,507,13.68,8.04,27.88,50.64,49.52,-0.18,36.75,1.9431,2025-06-26
2022,DK,RO999,55-64,F,66.86,34.5,1.87,0.682,9.4,881,20.94,12.79,38.51,55.65,41.55,7.38,77.64,2.5814,2024-12-22
2023,FR,HU749,45-54,M,48.03,31.62,9.345,2.752,23.0,810,20.96,27.86,18.18,67.17,37.1,5.43,32.91,1.8713,2025-11-24
2024,HU,AT40,35-44,T,68.13,40.98,8.631,7.316,20.22,589,19.05,24.34,19.85,28.55,4.95,-2.62,70.84,2.1302,2024-01-28
2025,LV,IE31,25-34,F,57.09,43.84,5.143,6.514,9.21,928,11.06,39.87,78.13,68.99,26.65,-2.33,59.5,3.7148,2024-07-14
2026,MT,SI60,16-24,M,65.24,54.54,5.544,7.454,23.85,357,4.27,40.06,47.64,34.86,40.59,0.75,30.69,0.5253,2025-01-28
2014,PT,ES92,65-74,T,91.14,49.6,4.899,6.96,9.08,773,6.42,35.94,60.14,55.49,13.68,8.86,79.32,0.3308,2025-05-14
2015,SI,MT8,55-64,F,34.82,23.28,3.958,8.069,16.68,619,6.78,35.15,13.42,37.58,13.44,5.09,34.37,2.3767,2026-02-09
2016,AT,IE383,45-54,M,83.35,53.96,8.853,7.651,9.66,674,15.3,39.82,56.4,44.43,47.65,2.66,84.96,1.6384,2024-06-26
2017,HR,LT70,35-44,T,73.49,27.88,4.545,3.432,27.32,638,6.16,21.31,82.39,48.25,36.78,-0.74,80.28,0.3348,2025-12-05
2018,DK,EE1,25-34,F,70.46,56.62,7.971,1.122,15.33,840,17.94,3.93,14.5,25.96,18.46,-1.24,81.32,1.4516,2025-02-14
2019,FR,HU5,16-24,M,90.18,46.67,1.326,5.71,10.14,923,7.05,36.75,68.3,65.59,9.71,3.44,61.52,1.7387,2024-11-24
2020,HU,AT521,65-74,T,72.99,54.39,3.91,2.939,5.97,929,20.44,13.12,67.98,11.72,27.65,7.28,60.06,2.9443,2025-10-08
2021,LV,CZ83,55-64,F,70.73,37.78,7.597,3.787,7.6,458,8.82,40.32,64.91,67.25,17.79,6.13,20.82,1.5348,2025-10-03
2022,MT,AT732,45-54,M,40.89,32.74,9.451,6.974,6.59,883,21.12,9.05,55.54,72.24,11.79,9.45,76.96,2.5829,2024-10-23
2023,PT,MT3,35-44,T,35.97,22.61,1.373,7.579,25.53,807,10.91,39.66,52.39,30.26,51.71,5.58,28.61,1.1109,2024-06-09
2024,SI,FR443,25-34,F,40.21,23.46,3.934,0.67,2.5,930,4.0,35.15,91.77,21.83,49.74,-1.9,60.8,3.6486,2024-01-14
2025,AT,ES479,16-24,M,36.24,22.56,4.539,5.464,12.94,555,9.31,26.09,30.81,44.92,19.16,0.4,19.72,0.2662,2025-05-17
2026,HR,PL980,65-74,T,59.4,25.59,0.974,5.6,27.57,550,11.33,37.0,76.8,16.33,19.82,8.09,32.02,0.3178,2024-05-27
2014,DK,IE8,55-64,F,29.14,18.77,1.751,2.536,17.27,911,21.3,8.93,56.25,18.29,36.17,7.7,61.43,0.8794,2025-09-10
2015,FR,EE7,45-54,M,89.19,75.76,3.089,1.514,3.62,394,11.76,8.54,78.85,26.36,42.8,4.2,23.89,0.9418,2025-05-21
2016,HU,HU77,35-44,T,31.55,26.34,7.703,6.972,14.98,541,21.85,37.39,19.4,77.18,27.16,3.29,41.11,1.844,2025-02-17
2017,LV,LV70,25-34,F,55.86,31.92,5.952,4.399,18.25,405,20.12,12.39,76.06,22.46,3.43,5.1,46.99,1.7149,2025-07-02
2018,MT,LU7,16-24,M,48.36,31.26,3.192,4.477,17.47,378,20.54,43.89,62.1,29.9,29.52,7.69,59.8,0.702,2024-12-13
2019,PT,BE7,65-74,T,26.14,19.8,2.247,5.244,4.43,925,3.59,38.06,57.73,49.95,42.28,1.42,32.68,1.8249,2025-08-14
2020,SI,ES4,55-64,F,74.52,33.87,4.555,6.628,5.28,739,7.24,35.1,19.45,17.88,17.62,2.67,46.83,3.0778,2024-08-05
2021,AT,LU5,45-54,M,89.11,47.0,2.628,5.309,19.65,637,18.83,9.41,37.71,61.71,6.63,0.06,45.94,1.5595,2025-01-24
2022,HR,BE18,35-44,T,83.24,68.22,9.379,2.044,22.65,556,3.26,3.2,14.99,36.77,21.21,-3.34,87.25,2.7284,2024-07-11
2023,DK,LU8,25-34,F,39.81,20.87,5.612,6.591,3.25,590,4.62,12.81,22.84,73.15,26.47,-1.72,39.65,2.1441,2024-02-03
2024,FR,IT8,16-24,M,41.96,27.87,5.366,1.442,10.05,845,4.01,28.27,60.61,63.78,7.89,2.36,36.96,1.467,2026-02-21
2025,HU,BG67,65-74,T,50.24,19.61,8.417,7.366,21.41,803,20.23,3.2,43.88,58.0,32.0,2.55,67.7,3.6322,2025-10-31
2026,LV,DE904,55-64,F,73.9,54.08,8.755,1.665,14.46,833,15.4,42.14,70.19,21.05,34.86,6.26,62.49,0.2592,2024-03-03
2014,MT,FI1,45-54,M,51.34,35.2,5.055,0.739,18.08,433,12.56,20.36,48.66,37.1,47.3,8.54,69.49,3.0896,2024-06-22
2015,PT,SK171,35-44,T,41.16,16.11,5.55,3.003,20.23,850,17.19,34.42,69.05,64.92,4.3,4.76,39.86,3.464,2025-12-05
2016,SI,FR888,25-34,F,65.02,27.31,5.189,7.795,13.97,739,9.85,24.52,26.5,58.96,34.27,6.29,61.56,0.7282,2024-10-02
2017,AT,LU271,16-24,M,39.7,28.63,8.991,5.894,27.78,837,19.78,12.34,45.66,75.66,45.08,5.97,31.83,3.2541,2025-03-28
2018,HR,IE42,65-74,T,68.42,27.02,3.188,3.523,7.1,497,5.87,6.56,47.64,59.36,41.66,8.84,48.17,2.4192,2024-09-05
2019,DK,FR38,55-64,F,69.04,33.12,1.152,0.828,25.18,847,15.1,44.64,35.98,67.26,3.07,1.23,44.99,0.8494,2026-02-23
2020,FR,PT42,45-54,M,59.83,23.36,8.829,0.947,2.27,381,10.33,22.41,37.6,68.66,34.14,3.4,26.26,1.7701,2025-02-15
2021,HU,NL23,35-44,T,64.92,37.33,3.686,7.218,6.78,943,10.32,9.27,88.18,55.22,11.76,-2.26,63.05,1.8271,2024-07-10
2022,LV,AT60,25-34,F,73.75,47.69,1.927,7.054,12.42,795,7.69,31.41,22.99,53.19,24.03,4.88,55.45,1.9034,2025-02-22
2023,MT,EE994,16-24,M,40.84,26.58,2.24,4.145,21.03,733,8.67,25.56,15.48,39.44,3.82,7.18,25.65,2.1161,2026-02-19
2024,PT,CZ230,65-74,T,83.37,61.41,6.913,7.877,4.83,477,9.59,20.53,47.49,57.79,5.09,2.01,55.19,1.4773,2024-09-09
2025,SI,RO26,55-64,F,54.62,30.75,9.307,4.139,18.14,599,10.97,39.13,28.89,10.54,20.7,0.78,73.63,1.9055,2025-04-25
2026,AT,IE4,45-54,M,81.2,45.74,0.929,1.341,16.3,410,20.86,32.43,86.02,9.34,19.58,-2.9,51.95,2.0575,2026-02-05
2014,HR,IE406,35-44,T,54.22,20.95,8.624,4.306,21.87,493,19.35,30.97,17.23,47.1,47.26,-2.12,37.16,1.0128,2025-04-10
