soc_esspros_reference_year,soc_esspros_country_iso2,soc_esspros_function_code,soc_esspros_benefit_type_code,soc_esspros_financing_source_code,soc_esspros_expenditure_total_eur,soc_esspros_expenditure_pct_gdp,soc_esspros_beneficiaries_count,soc_esspros_mean_benefit_eur,soc_esspros_admin_cost_eur,soc_esspros_in_kind_benefit_eur,soc_esspros_cash_benefit_eur,soc_esspros_means_tested_share_pct,soc_esspros_digital_application_rate_pct,soc_esspros_processing_time_days_median,soc_esspros_fraud_detected_amount_eur,soc_esspros_recovery_amount_eur,soc_esspros_eurostat_table_code,soc_esspros_methodology_version,soc_esspros_data_extract_date
2024,FR,DISABILITY,MIXED,HOUSEHOLD,44808197736.33,4.33,113888,393440.9,991400295.74,5354154977.28,39454042759.05,49.67,34.7,90,21664602.21,4538514.15,spr_finsum,ESSPROS_2021,2025-05-19
2025,LT,HOUSING,CASH_PERIODIC,EU_FUNDS,349929087056.29,33.24,114022,3068961.14,13872299817.05,52615896811.57,297313190244.72,27.72,13.53,91,1005326847.44,233432430.89,spr_exp_sum,ESSPROS_2019,2024-08-21
2026,SK,SURVIVORS,CASH_LUMP_SUM,OTHER,83294927126.87,9.385,115012,724228.14,872459221.52,18805279900.85,64489647226.02,12.49,44.92,87,36825399.65,18747361.16,spr_ben_sum,ESSPROS_2025B,2024-07-10
2010,HR,SICKNESS_HEALTHCARE,IN_KIND,SOCIAL_CONTRIBUTIONS,268089048860.05,23.241,115851,2314084.89,13993467638.59,128535624936.76,139553423923.29,11.85,62.23,78,37263678.19,12427062.86,spr_exp_oth,ESSPROS_2024A,2025-07-06
2011,DE,UNEMPLOYMENT,TAX_RELIEF,GENERAL_TAX,147998163743.46,13.323,115482,1281569.11,2171925661.73,67361741783.68,80636421959.78,18.75,19.59,79,251426766.32,131590429.55,spr_exp_fnct,ESSPROS_2023,2025-09-07
2012,LU,OLD_AGE,MIXED,EMPLOYER,251800954751.51,25.726,116063,2169519.61,9872703875.49,56587876397.14,195213078354.37,27.57,58.68,93,899383196.01,296234017.14,spr_finsum,ESSPROS_2021,2024-01-03
2013,SI,SOCIAL_EXCLUSION,CASH_PERIODIC,HOUSEHOLD,146191896804.22,12.569,116194,1258170.79,2660734195.57,43424532441.33,102767364362.89,53.33,85.93,84,293691812.21,112790828.51,spr_exp_sum,ESSPROS_2019,2025-11-26
2014,CY,FAMILY_CHILDREN,CASH_LUMP_SUM,EU_FUNDS,54864181121.48,5.381,114626,478636.44,736554943.99,27080263888.66,27783917232.82,16.3,12.06,90,113512622.66,30671034.01,spr_ben_sum,ESSPROS_2025B,2026-01-27
2015,GR,DISABILITY,IN_KIND,OTHER,236368643881.52,19.957,116639,2026497.52,7345141464.37,89358608430.31,147010035451.21,25.61,21.98,87,537205061.81,342597988.17,spr_exp_oth,ESSPROS_2024A,2025-06-15
2016,MT,HOUSING,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,122379140760.52,12.105,117139,1044734.38,1680582722.29,16532519896.22,105846620864.3,17.37,73.12,91,314657963.07,192818671.05,spr_exp_fnct,ESSPROS_2023,2024-10-15
2017,ES,SURVIVORS,MIXED,GENERAL_TAX,319171115162.95,33.353,115806,2756084.44,4645985008.03,136141992392.2,183029122770.75,53.38,28.38,96,80034151.22,20451771.71,spr_finsum,ESSPROS_2021,2024-04-01
2018,CZ,SICKNESS_HEALTHCARE,CASH_PERIODIC,EMPLOYER,110420246764.02,10.964,114848,961446.84,5532403635.1,45479864727.95,64940382036.07,18.67,27.03,99,158600635.65,85862255.88,spr_exp_sum,ESSPROS_2019,2026-01-02
2019,HU,UNEMPLOYMENT,CASH_LUMP_SUM,HOUSEHOLD,60709406426.13,5.298,116004,523338.91,2899325042.75,13233190769.7,47476215656.43,60.98,88.75,91,125268843.52,36913202.11,spr_ben_sum,ESSPROS_2025B,2024-07-14
2020,NL,OLD_AGE,IN_KIND,EU_FUNDS,351299255069.29,31.309,117852,2980851.03,20226300702.63,112035900098.85,239263354970.44,34.3,28.94,92,802790871.69,315111299.64,spr_exp_oth,ESSPROS_2024A,2025-09-06
2021,SE,SOCIAL_EXCLUSION,TAX_RELIEF,OTHER,315780684167.09,31.764,117469,2688204.41,10432258044.81,36422687107.34,279357997059.75,34.17,41.22,99,738858243.53,516488504.69,spr_exp_fnct,ESSPROS_2023,2024-06-13
2022,DK,FAMILY_CHILDREN,MIXED,SOCIAL_CONTRIBUTIONS,368603042839.9,32.693,116751,3157172.47,10966424185.19,149454950104.55,219148092735.35,35.42,19.77,104,269927931.22,182897095.7,spr_finsum,ESSPROS_2021,2025-09-27
2023,IE,DISABILITY,CASH_PERIODIC,GENERAL_TAX,262169725296.43,23.722,117242,2236141.7,7149866091.03,55241878727.32,206927846569.11,56.67,55.08,92,849809868.15,238323043.0,spr_exp_sum,ESSPROS_2019,2026-01-02
2024,PL,HOUSING,CASH_LUMP_SUM,EMPLOYER,225230436154.69,21.51,118015,1908489.91,10651618515.3,80716376725.04,144514059429.65,38.47,79.42,94,751177416.21,127945510.66,spr_ben_sum,ESSPROS_2025B,2025-10-13
2025,AT,SURVIVORS,IN_KIND,HOUSEHOLD,46274714611.98,4.36,115870,399367.52,1310949940.39,22808247108.64,23466467503.34,30.5,60.0,103,50463703.71,36680727.06,spr_exp_oth,ESSPROS_2024A,2024-01-29
2026,EE,SICKNESS_HEALTHCARE,TAX_RELIEF,EU_FUNDS,212556418358.99,18.837,118067,1800303.37,5397300229.49,51192304823.57,161364113535.42,53.77,13.29,99,867870367.71,194305575.21,spr_exp_fnct,ESSPROS_2023,2024-08-07
2010,IT,UNEMPLOYMENT,MIXED,OTHER,255001455565.01,23.577,118832,2145898.88,5715222117.76,122235102175.18,132766353389.83,33.49,86.93,108,435465044.47,214446507.1,spr_finsum,ESSPROS_2021,2026-01-01
2011,PT,OLD_AGE,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,36618348317.0,3.517,116217,315085.99,396202280.32,11686034224.39,24932314092.61,43.82,17.42,110,99634581.94,45721178.09,spr_exp_sum,ESSPROS_2019,2026-02-03
2012,BE,SOCIAL_EXCLUSION,CASH_LUMP_SUM,GENERAL_TAX,239108813172.74,25.819,116486,2052682.84,3329005123.93,66001937180.94,173106875991.8,60.46,87.35,110,247392141.06,91483541.38,spr_ben_sum,ESSPROS_2025B,2025-07-21
2013,FI,FAMILY_CHILDREN,IN_KIND,EMPLOYER,261820589206.31,21.802,118634,2206960.81,6939569393.96,117443980290.34,144376608915.97,21.02,88.49,99,41203115.26,10693962.44,spr_exp_oth,ESSPROS_2024A,2026-02-03
2014,LV,DISABILITY,TAX_RELIEF,HOUSEHOLD,104359340983.6,9.252,117655,886994.53,2860882411.69,44083903822.91,60275437160.69,42.84,79.98,99,122467394.08,35800367.94,spr_exp_fnct,ESSPROS_2023,2024-06-01
2015,RO,HOUSING,MIXED,EU_FUNDS,56506366051.24,5.491,116566,484758.56,1692386535.13,27173479869.31,29332886181.93,0.33,18.41,98,50910358.14,8207989.24,spr_finsum,ESSPROS_2021,2024-04-19
2016,BG,SURVIVORS,CASH_PERIODIC,OTHER,182984691716.55,16.779,118557,1543432.2,6471822879.24,45950086936.07,137034604780.48,36.42,82.5,110,507408900.61,197275848.71,spr_exp_sum,ESSPROS_2019,2026-01-10
2017,FR,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,101595562406.84,8.78,119301,851590.2,5023310147.1,28747336079.24,72848226327.6,37.85,18.79,102,117486797.48,42621758.99,spr_ben_sum,ESSPROS_2025B,2025-10-08
2018,LT,UNEMPLOYMENT,IN_KIND,GENERAL_TAX,319014416517.93,28.85,118623,2689313.34,4772783848.57,64457767786.55,254556648731.38,50.13,73.71,109,1354720343.18,769598463.6,spr_exp_oth,ESSPROS_2024A,2024-02-20
2019,SK,OLD_AGE,TAX_RELIEF,EMPLOYER,217809392430.85,18.877,118960,1830946.47,5260610115.01,65920807423.0,151888585007.85,21.54,58.83,101,99105904.23,43343481.41,spr_exp_fnct,ESSPROS_2023,2026-02-11
2020,HR,SOCIAL_EXCLUSION,MIXED,HOUSEHOLD,223002836718.51,20.72,120059,1857443.73,9994347306.6,47664499904.76,175338336813.75,61.56,88.46,107,95496613.71,18503159.27,spr_finsum,ESSPROS_2021,2024-10-25
2021,DE,FAMILY_CHILDREN,CASH_PERIODIC,EU_FUNDS,270517039231.34,28.322,117906,2294344.98,2936587762.16,64064229408.19,206452809823.15,6.96,33.73,117,466295594.9,281259266.62,spr_exp_sum,ESSPROS_2019,2025-05-03
2022,LU,DISABILITY,CASH_LUMP_SUM,OTHER,163393522882.2,15.505,120056,1360977.57,3556742236.02,33957496184.28,129436026697.92,39.06,30.12,104,139220794.21,30520330.04,spr_ben_sum,ESSPROS_2025B,2025-03-29
2023,SI,HOUSING,IN_KIND,SOCIAL_CONTRIBUTIONS,71969592045.02,5.687,118160,609085.92,3788306107.95,24079947357.14,47889644687.88,22.37,70.15,115,109683851.92,46276107.9,spr_exp_oth,ESSPROS_2024A,2024-07-21
2024,CY,SURVIVORS,TAX_RELIEF,GENERAL_TAX,109224824665.79,11.395,120194,908737.75,1156951375.3,47047960706.77,62176863959.02,56.26,51.9,116,96637268.6,21313278.08,spr_exp_fnct,ESSPROS_2023,2024-01-02
2025,GR,SICKNESS_HEALTHCARE,MIXED,EMPLOYER,212331272248.12,21.641,118473,1792233.44,6153630834.32,53144426023.33,159186846224.79,51.97,39.39,108,258389799.27,127371785.37,spr_finsum,ESSPROS_2021,2025-03-29
2026,MT,UNEMPLOYMENT,CASH_PERIODIC,HOUSEHOLD,207076364380.15,19.919,118746,1743859.7,8972876725.42,23031738064.37,184044626315.78,2.15,51.87,115,274136703.84,168022884.44,spr_exp_sum,ESSPROS_2019,2025-02-21
2010,ES,OLD_AGE,CASH_LUMP_SUM,EU_FUNDS,380608629267.26,33.913,119789,3177325.37,6629822507.8,115573451091.8,265035178175.46,58.65,91.98,125,120769620.47,48460686.9,spr_ben_sum,ESSPROS_2025B,2024-02-29
2011,CZ,SOCIAL_EXCLUSION,IN_KIND,OTHER,130751961544.92,12.964,119483,1094314.35,1429007834.59,33594782721.27,97157178823.65,6.6,83.29,122,180686575.48,75907102.56,spr_exp_oth,ESSPROS_2024A,2025-02-10
2012,HU,FAMILY_CHILDREN,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,51874125103.79,4.147,120808,429393.13,687843880.56,16252950919.16,35621174184.63,10.49,32.6,112,57823793.81,31112336.76,spr_exp_fnct,ESSPROS_2023,2024-01-17
2013,NL,DISABILITY,MIXED,GENERAL_TAX,121613573063.5,10.851,119580,1017005.96,6746521405.87,17613674554.73,103999898508.77,39.61,52.1,116,342100895.51,133522839.37,spr_finsum,ESSPROS_2021,2024-02-01
2014,SE,HOUSING,CASH_PERIODIC,EMPLOYER,47928796874.14,4.063,120670,397189.0,2860511709.49,13336120039.81,34592676834.33,44.58,70.86,120,167575185.9,61957076.13,spr_exp_sum,ESSPROS_2019,2026-02-18
2015,DK,SURVIVORS,CASH_LUMP_SUM,HOUSEHOLD,222217854104.53,17.328,119598,1858039.88,5009612434.29,53289566973.86,168928287130.67,46.86,11.31,123,123193859.27,63909832.88,spr_ben_sum,ESSPROS_2025B,2024-07-14
2016,IE,SICKNESS_HEALTHCARE,IN_KIND,EU_FUNDS,60712086766.93,5.633,120120,505428.63,860777493.95,27545778152.44,33166308614.49,51.78,45.6,133,51674761.72,31233077.94,spr_exp_oth,ESSPROS_2024A,2024-10-09
2017,PL,UNEMPLOYMENT,TAX_RELIEF,OTHER,81284683439.0,8.079,119591,679688.97,889909457.71,32454348568.1,48830334870.9,20.58,77.49,119,249009727.41,151376893.73,spr_exp_fnct,ESSPROS_2023,2024-05-13
2018,AT,OLD_AGE,MIXED,SOCIAL_CONTRIBUTIONS,243015939165.92,24.947,121682,1997139.59,6463966358.47,60589023246.41,182426915919.51,43.97,46.76,123,825135224.91,565698605.47,spr_finsum,ESSPROS_2021,2025-05-17
2019,EE,SOCIAL_EXCLUSION,CASH_PERIODIC,GENERAL_TAX,208648858716.35,17.141,121816,1712819.82,8057567583.52,30736569497.15,177912289219.2,56.01,30.53,135,644551084.74,410359276.29,spr_exp_sum,ESSPROS_2019,2025-10-31
2020,IT,FAMILY_CHILDREN,CASH_LUMP_SUM,EMPLOYER,212253103770.16,16.976,121059,1753302.97,10391286540.43,107940985597.57,104312118172.59,13.63,33.28,137,31753923.33,16641318.31,spr_ben_sum,ESSPROS_2025B,2024-08-05
2021,PT,DISABILITY,IN_KIND,HOUSEHOLD,203301110580.38,19.374,119434,1702204.65,11841945093.95,51419937120.23,151881173460.15,57.84,88.13,130,235890534.73,79306072.48,spr_exp_oth,ESSPROS_2024A,2024-08-02
2022,BE,HOUSING,TAX_RELIEF,EU_FUNDS,256634303039.76,22.658,120167,2135647.08,14323511885.52,52933902362.46,203700400677.3,26.31,66.96,124,715442991.73,469517143.03,spr_exp_fnct,ESSPROS_2023,2024-07-22
2023,FI,SURVIVORS,MIXED,OTHER,306881307284.47,28.559,122427,2506647.29,13791145102.96,121461395974.24,185419911310.23,5.7,76.6,140,372612126.63,60108650.94,spr_finsum,ESSPROS_2021,2024-10-23
2024,LV,SICKNESS_HEALTHCARE,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,2227931199.62,4.088,119732,18607.65,32050134.62,1035411505.22,1192519694.4,27.48,85.99,7,3776481.65,769245.79,spr_exp_sum,ESSPROS_2019,2025-03-24
2025,RO,UNEMPLOYMENT,CASH_LUMP_SUM,GENERAL_TAX,10315333843.36,15.935,120968,85273.24,448439412.79,3877041986.87,6438291856.49,58.17,75.98,14,21732383.68,7315669.64,spr_ben_sum,ESSPROS_2025B,2024-02-21
2026,BG,OLD_AGE,IN_KIND,EMPLOYER,20498679426.56,28.705,120702,169828.83,669125121.78,3221371040.8,17277308385.76,22.97,69.09,7,52302768.15,15360538.88,spr_exp_oth,ESSPROS_2024A,2024-05-01
2010,FR,SOCIAL_EXCLUSION,TAX_RELIEF,HOUSEHOLD,12349344084.94,16.906,120110,102816.95,536435249.03,4314981123.81,8034362961.13,57.15,73.76,21,13234969.61,6350190.65,spr_exp_fnct,ESSPROS_2023,2024-11-27
2011,LT,FAMILY_CHILDREN,MIXED,EU_FUNDS,13393617934.97,18.716,121470,110262.76,648047571.54,7159600435.34,6234017499.63,10.31,27.31,25,46307020.11,23508864.67,spr_finsum,ESSPROS_2021,2025-03-25
2012,SK,DISABILITY,CASH_PERIODIC,OTHER,17717854075.51,21.795,120855,146604.23,193591013.69,5138396789.09,12579457286.42,5.17,54.96,21,40575109.96,11626537.03,spr_exp_sum,ESSPROS_2019,2024-11-09
2013,HR,HOUSING,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,25938447203.74,31.22,121840,212889.42,295201101.75,4395946956.63,21542500247.11,47.51,26.43,10,116705802.66,72866937.18,spr_ben_sum,ESSPROS_2025B,2024-08-25
2014,DE,SURVIVORS,IN_KIND,GENERAL_TAX,14309296393.67,20.507,122389,116916.52,736161660.67,2046726794.44,12262569599.23,22.13,82.64,13,5183983.1,3085217.33,spr_exp_oth,ESSPROS_2024A,2024-06-17
2015,LU,SICKNESS_HEALTHCARE,TAX_RELIEF,EMPLOYER,3871855107.09,4.228,122877,31510.01,229991674.42,547415541.39,3324439565.7,21.88,50.81,13,3166582.03,1964997.25,spr_exp_fnct,ESSPROS_2023,2025-05-06
2016,SI,UNEMPLOYMENT,MIXED,HOUSEHOLD,7927132301.28,10.636,122205,64867.5,410791783.66,1755079288.88,6172053012.4,4.82,78.4,15,6145635.1,3115369.2,spr_finsum,ESSPROS_2021,2024-03-09
2017,CY,OLD_AGE,CASH_PERIODIC,EU_FUNDS,16466452726.51,18.549,121353,135690.53,563523999.87,7444160777.87,9022291948.64,57.75,45.28,24,41082740.44,22626820.16,spr_exp_sum,ESSPROS_2019,2025-03-02
2018,GR,SOCIAL_EXCLUSION,CASH_LUMP_SUM,OTHER,15935949111.32,18.957,122943,129620.63,512520136.89,5606262193.19,10329686918.13,8.08,88.46,15,25820024.83,9025906.4,spr_ben_sum,ESSPROS_2025B,2024-05-11
2019,MT,FAMILY_CHILDREN,IN_KIND,SOCIAL_CONTRIBUTIONS,16645467334.59,17.777,121951,136493.08,832119105.54,5236168176.93,11409299157.66,61.45,54.02,26,29787819.15,20362390.3,spr_exp_oth,ESSPROS_2024A,2025-06-08
2020,ES,DISABILITY,TAX_RELIEF,GENERAL_TAX,22458467380.88,21.69,123356,182062.22,1218350337.74,9830074261.55,12628393119.33,33.57,55.62,31,37148016.98,22628103.85,spr_exp_fnct,ESSPROS_2023,2024-12-01
2021,CZ,HOUSING,MIXED,EMPLOYER,8670229117.45,9.955,122369,70853.15,211234214.65,3047377265.81,5622851851.64,63.5,64.05,18,36602084.1,6338061.13,spr_finsum,ESSPROS_2021,2024-11-24
2022,HU,SURVIVORS,CASH_PERIODIC,HOUSEHOLD,8554832143.12,9.747,122827,69649.44,170590875.25,1663630648.2,6891201494.92,21.06,55.91,35,13933328.72,4066877.48,spr_exp_sum,ESSPROS_2019,2025-03-20
2023,NL,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EU_FUNDS,10633214898.65,10.592,121918,87216.12,418615239.34,1766811383.66,8866403514.99,36.52,93.28,32,35276260.66,26319342.1,spr_ben_sum,ESSPROS_2025B,2024-04-07
2024,SE,UNEMPLOYMENT,IN_KIND,OTHER,19582567590.87,19.261,123816,158158.62,460287371.38,3281290669.12,16301276921.75,64.2,62.63,34,16738886.13,10707351.91,spr_exp_oth,ESSPROS_2024A,2025-02-12
2025,DK,OLD_AGE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,23153564271.08,19.838,122106,189618.56,1177151771.39,10784434440.34,12369129830.74,9.31,29.52,31,82084653.05,31903718.59,spr_exp_fnct,ESSPROS_2023,2024-06-29
2026,IE,SOCIAL_EXCLUSION,MIXED,GENERAL_TAX,18140990768.16,14.948,123242,147198.12,913192909.32,4074765363.23,14066225404.93,35.12,51.19,38,1837241.69,968936.14,spr_finsum,ESSPROS_2021,2024-05-09
2010,PL,FAMILY_CHILDREN,CASH_PERIODIC,EMPLOYER,31312705956.66,27.351,21581,1450938.6,1147183049.98,4364586020.56,26948119936.1,49.85,46.17,29,25220054.47,4359401.54,spr_exp_sum,ESSPROS_2019,2025-12-25
2011,AT,DISABILITY,CASH_LUMP_SUM,HOUSEHOLD,19110576404.22,15.598,22359,854715.17,1094074230.41,9775877769.7,9334698634.52,5.48,36.42,38,82040409.23,57028508.23,spr_ben_sum,ESSPROS_2025B,2024-01-18
2012,EE,HOUSING,IN_KIND,EU_FUNDS,3406928162.38,3.009,21521,158307.15,131309255.83,1021415938.74,2385512223.64,36.17,72.14,29,10402359.58,4294218.81,spr_exp_oth,ESSPROS_2024A,2024-10-10
2013,IT,SURVIVORS,TAX_RELIEF,OTHER,8817235728.16,6.504,20845,422990.44,428766811.0,2812240753.16,6004994975.0,59.14,88.91,38,34882291.63,23953430.07,spr_exp_fnct,ESSPROS_2023,2025-08-26
2014,PT,SICKNESS_HEALTHCARE,MIXED,SOCIAL_CONTRIBUTIONS,47193378601.94,33.741,20509,2301105.79,1815568877.64,7708477813.09,39484900788.85,55.05,41.58,43,46513392.46,27767008.78,spr_finsum,ESSPROS_2021,2024-10-13
2015,BE,UNEMPLOYMENT,CASH_PERIODIC,GENERAL_TAX,44700454612.37,33.039,21594,2070040.5,519464031.87,13612327195.32,31088127417.05,63.01,25.12,30,115756346.84,77403010.84,spr_exp_sum,ESSPROS_2019,2024-10-24
2016,FI,OLD_AGE,CASH_LUMP_SUM,EMPLOYER,47915987906.35,33.921,23407,2047079.42,1040359988.04,14405221256.3,33510766650.05,29.59,62.91,34,83790524.61,48499517.24,spr_ben_sum,ESSPROS_2025B,2024-08-30
2017,LV,SOCIAL_EXCLUSION,IN_KIND,HOUSEHOLD,46769690165.11,32.304,23044,2029582.11,2329097246.69,19385050969.71,27384639195.4,47.35,12.99,47,142207260.82,30631184.68,spr_exp_oth,ESSPROS_2024A,2025-11-03
2018,RO,FAMILY_CHILDREN,TAX_RELIEF,EU_FUNDS,9851195112.39,6.885,22410,439589.25,225927500.68,4255392012.04,5595803100.35,46.2,23.51,37,6564620.66,1385231.83,spr_exp_fnct,ESSPROS_2023,2025-09-25
2019,BG,DISABILITY,MIXED,OTHER,11505209385.54,9.625,22661,507709.69,522589686.51,5368727156.39,6136482229.15,54.4,22.86,50,26703703.49,13842357.49,spr_finsum,ESSPROS_2021,2024-01-20
2020,FR,HOUSING,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,20228528935.23,16.439,23242,870343.73,1012903745.87,2536275353.66,17692253581.57,36.59,58.38,47,17962533.65,6001081.0,spr_exp_sum,ESSPROS_2019,2025-12-06
2021,LT,SURVIVORS,CASH_LUMP_SUM,GENERAL_TAX,33292505050.48,25.733,23743,1402202.97,916208176.29,6628579183.75,26663925866.73,62.0,47.77,38,93356479.18,40828904.75,spr_ben_sum,ESSPROS_2025B,2025-10-12
2022,SK,SICKNESS_HEALTHCARE,IN_KIND,EMPLOYER,20327024819.28,13.029,21900,928174.65,512419104.11,7733323039.51,12593701779.77,15.97,48.5,50,49649293.59,31075089.06,spr_exp_oth,ESSPROS_2024A,2024-08-22
2023,HR,UNEMPLOYMENT,TAX_RELIEF,HOUSEHOLD,43560623381.7,33.818,21849,1993712.45,1205118002.93,17111801764.03,26448821617.67,15.94,83.01,46,158965847.34,64474289.16,spr_exp_fnct,ESSPROS_2023,2024-04-01
2024,DE,OLD_AGE,MIXED,EU_FUNDS,10202733059.89,7.059,23002,443558.52,450512657.49,5268331285.52,4934401774.37,27.01,87.8,54,28832473.21,16234838.16,spr_finsum,ESSPROS_2021,2025-01-28
2025,LU,SOCIAL_EXCLUSION,CASH_PERIODIC,OTHER,10323518832.96,6.169,22425,460357.58,278955345.99,1323803797.75,8999715035.21,11.45,79.28,51,7738522.23,4679152.23,spr_exp_sum,ESSPROS_2019,2025-09-24
2026,SI,FAMILY_CHILDREN,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,32018562775.57,18.777,23841,1343004.19,540121369.4,8243962568.25,23774600207.32,10.56,57.22,41,104572154.65,49439487.72,spr_ben_sum,ESSPROS_2025B,2024-08-08
2010,CY,DISABILITY,IN_KIND,GENERAL_TAX,16464627987.25,9.98,24454,673289.77,677512914.08,8890666207.28,7573961779.97,10.53,71.19,44,39070981.29,11870271.01,spr_exp_oth,ESSPROS_2024A,2024-10-04
2011,GR,HOUSING,TAX_RELIEF,EMPLOYER,55576076078.46,31.471,22304,2491753.77,2058493357.68,6583721737.35,48992354341.11,58.84,81.4,57,118039801.82,64744646.83,spr_exp_fnct,ESSPROS_2023,2025-02-01
2012,MT,SURVIVORS,MIXED,HOUSEHOLD,34869765830.37,24.501,22945,1519710.87,1808738212.98,11748015470.45,23121750359.92,19.86,68.27,60,146526735.98,87684100.28,spr_finsum,ESSPROS_2021,2025-11-18
2013,ES,SICKNESS_HEALTHCARE,CASH_PERIODIC,EU_FUNDS,38045197616.89,22.493,23959,1587929.28,957321403.03,4154891651.59,33890305965.3,43.91,23.22,48,153144016.06,33035020.43,spr_exp_sum,ESSPROS_2019,2025-03-06
2014,CZ,UNEMPLOYMENT,CASH_LUMP_SUM,OTHER,60622912883.68,33.789,22911,2646017.76,3612046879.18,30146656175.5,30476256708.18,38.97,56.43,55,131874910.36,97951597.04,spr_ben_sum,ESSPROS_2025B,2025-02-24
2015,HU,OLD_AGE,IN_KIND,SOCIAL_CONTRIBUTIONS,14755722565.23,8.457,25009,590016.5,859646190.51,7608352667.37,7147369897.86,39.82,40.52,50,6469820.43,2604019.28,spr_exp_oth,ESSPROS_2024A,2024-03-31
2016,NL,SOCIAL_EXCLUSION,TAX_RELIEF,GENERAL_TAX,42990239908.09,28.609,24881,1727834.09,487475348.74,8033849899.48,34956390008.61,41.0,48.39,54,50884961.45,12233605.97,spr_exp_fnct,ESSPROS_2023,2024-03-20
2017,SE,FAMILY_CHILDREN,MIXED,EMPLOYER,26415844384.02,14.736,23514,1123409.22,494934005.46,12761489714.29,13654354669.73,57.33,69.82,53,91636499.01,38652753.08,spr_finsum,ESSPROS_2021,2024-04-27
2018,DK,DISABILITY,CASH_PERIODIC,HOUSEHOLD,25826297227.57,16.029,24392,1058801.95,1224878313.02,2963123595.99,22863173631.58,46.22,73.77,61,54738416.88,9862794.06,spr_exp_sum,ESSPROS_2019,2025-09-17
2019,IE,HOUSING,CASH_LUMP_SUM,EU_FUNDS,31181975792.39,20.197,23622,1320039.62,588158504.41,10171802129.01,21010173663.38,45.99,33.39,55,133676195.15,92644653.46,spr_ben_sum,ESSPROS_2025B,2025-05-21
2020,PL,SURVIVORS,IN_KIND,OTHER,12405678569.56,5.985,25294,490459.34,581510308.13,2825696018.85,9579982550.71,54.66,47.21,61,8495632.72,5640063.28,spr_exp_oth,ESSPROS_2024A,2024-08-02
2021,AT,SICKNESS_HEALTHCARE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,32611431262.86,20.161,23856,1367011.71,1258794568.42,11556604281.69,21054826981.17,29.96,37.87,54,84012499.03,25552882.84,spr_exp_fnct,ESSPROS_2023,2025-06-01
2022,EE,UNEMPLOYMENT,MIXED,GENERAL_TAX,48669583946.78,24.962,23830,2042366.09,1442365210.79,17299940384.32,31369643562.46,10.11,74.81,66,11801709.16,4506178.38,spr_finsum,ESSPROS_2021,2024-11-02
2023,IT,OLD_AGE,CASH_PERIODIC,EMPLOYER,22813565705.46,11.041,25816,883698.7,1345415146.95,7407874441.36,15405691264.1,55.89,84.2,58,26918592.83,11431202.59,spr_exp_sum,ESSPROS_2019,2025-11-01
2024,PT,SOCIAL_EXCLUSION,CASH_LUMP_SUM,HOUSEHOLD,9215636995.09,5.59,25583,360225.03,378474416.63,3451839773.0,5763797222.09,4.77,83.55,54,2287975.48,1390779.29,spr_ben_sum,ESSPROS_2025B,2025-12-14
2025,BE,FAMILY_CHILDREN,IN_KIND,EU_FUNDS,22266412967.43,13.356,25248,881907.99,1189303019.58,10552850527.83,11713562439.6,60.58,94.95,55,59660219.16,18173777.94,spr_exp_oth,ESSPROS_2024A,2025-09-29
2026,FI,DISABILITY,TAX_RELIEF,OTHER,57789940105.96,27.812,24682,2341379.96,2325429654.8,29235044231.26,28554895874.7,52.32,27.1,69,41555728.97,16381819.7,spr_exp_fnct,ESSPROS_2023,2025-12-01
2010,LV,HOUSING,MIXED,SOCIAL_CONTRIBUTIONS,8595220940.32,4.079,24190,355321.25,167891124.99,3780741479.93,4814479460.39,21.86,47.64,65,29339021.81,8372241.4,spr_finsum,ESSPROS_2021,2025-11-20
2011,RO,SURVIVORS,CASH_PERIODIC,GENERAL_TAX,39572334966.26,16.995,25291,1564680.52,503427674.16,11027357917.05,28544977049.21,43.27,89.1,70,44512666.57,19299761.94,spr_exp_sum,ESSPROS_2019,2025-06-16
2012,BG,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EMPLOYER,56050531915.66,31.374,26236,2136397.77,1087927016.26,25177887365.52,30872644550.14,39.16,75.37,61,28145468.58,18854364.45,spr_ben_sum,ESSPROS_2025B,2024-02-13
2013,FR,UNEMPLOYMENT,IN_KIND,HOUSEHOLD,16354326073.84,8.894,24681,662628.18,958356398.74,2299615004.2,14054711069.64,13.94,38.07,63,47841871.1,29999851.81,spr_exp_oth,ESSPROS_2024A,2025-11-25
2014,LT,OLD_AGE,TAX_RELIEF,EU_FUNDS,25127016275.32,12.942,26962,931941.85,912315687.06,10202384171.09,14924632104.23,48.91,77.14,67,42217285.69,13044721.45,spr_exp_fnct,ESSPROS_2023,2025-12-12
