imm_legal_admission_fiscal_year,imm_legal_visa_category_code,imm_legal_country_of_chargeability,imm_legal_consulate_post_code,imm_legal_applications_received,imm_legal_applications_approved,imm_legal_applications_denied,imm_legal_processing_time_days_median,imm_legal_priority_date_backlog_months,imm_legal_adjustment_of_status_flag,imm_legal_principal_applicant_flag,imm_legal_derivative_count,imm_legal_employment_based_indicator,imm_legal_family_based_indicator,imm_legal_humanitarian_indicator,imm_legal_inadmissibility_ground_code,imm_legal_waiver_granted_flag,imm_legal_age_at_admission,imm_legal_intended_state_destination_code,imm_legal_data_extract_date
2023,ASYLEE,ES,BLR,149702,79391,32980,254.7857,137.71,0,0,3,0,1,0,NONE,0,37,PA,2023-04-07
2023,IR1,BD,BJG,181301,181301,0,119.8358,86.48,0,1,5,0,0,0,212A4,0,46,OR,2023-04-08
2010,PAROLE,MX,MAD,25733,25733,0,60.8759,14.89,1,1,1,0,0,0,NONE,0,24,GA,2023-04-09
2011,TPS,CO,FRA,219479,200968,0,242.366,102.84,0,1,1,0,1,0,212A6,0,80,NY,2023-04-10
2013,DV,CO,HAN,71028,71028,0,9.4661,14.22,1,1,2,1,0,0,NONE,0,7,VA,2023-04-11
2012,F1,ES,GDL,112673,112673,0,290.0562,43.54,1,1,6,0,1,0,NONE,0,12,FL,2023-04-12
2022,IR1,EG,PAR,14106,14106,0,66.9663,228.68,0,1,6,0,0,0,212A2,0,50,CA,2023-04-13
2017,T,EG,GDL,140595,140595,0,338.9364,73.1,0,1,0,1,1,0,212A9,0,58,FL,2023-04-14
2021,CR1,IT,CDMX,122796,61173,38281,32.4865,74.54,0,1,5,1,0,0,NONE,0,90,MA,2023-04-15
2022,PAROLE,FR,MUM,32762,32762,0,4.7366,142.3,0,0,4,1,0,0,NONE,0,47,CA,2023-04-16
2013,CR1,BD,PAR,138228,87471,6402,302.2967,123.56,0,1,0,1,1,0,212A6,0,16,PA,2023-04-17
2013,ASYLEE,PH,LON,175079,126921,13905,120.5268,71.5,0,1,0,0,0,0,212A7,0,21,OH,2023-04-18
2010,EB2,MX,CDMX,81757,81757,0,32.2569,217.28,1,0,5,0,0,0,212A4,0,27,CO,2023-04-19
2016,CR1,VN,ROM,6805,6805,0,289.747,146.36,0,1,4,1,0,1,NONE,0,80,VA,2023-04-20
2020,CR1,IN,ROM,145835,60878,76993,177.4771,39.76,0,1,3,0,0,0,212A1,0,62,FL,2023-04-21
2011,EB3,KR,HCM,88667,88667,0,111.9972,203.28,1,1,5,0,0,0,NONE,0,61,FL,2023-04-22
2017,IR1,BR,HCM,249695,234767,0,71.1673,1.18,0,0,2,0,1,0,NONE,0,69,OR,2023-04-23
2012,B1B2,PK,BLR,137860,4313,101123,88.6074,177.58,0,1,2,1,1,0,NONE,0,26,MA,2023-04-24
2016,H2B,ET,ABJ,205215,205215,0,125.6975,12.37,1,1,3,1,0,0,212A4,0,5,MI,2023-04-25
2016,CR1,ES,LAG,174364,68659,58432,197.6476,236.82,0,1,0,0,0,0,NONE,0,25,PA,2023-04-26
2017,EB1,NG,SHG,66172,66172,0,333.5877,56.88,1,1,4,1,0,0,NONE,0,69,IL,2023-04-27
2022,K1,DE,GZC,213016,21544,190550,12.2578,39.65,0,1,2,0,0,0,212A8,0,42,AZ,2023-04-28
2011,B1B2,CN,HAN,193110,193110,0,273.6079,159.67,0,1,4,0,0,0,NONE,0,17,MA,2023-04-29
2017,EB1,GB,DEL,53860,53860,0,202.608,161.83,0,1,1,0,0,0,NONE,0,74,OR,2023-04-30
2014,TPS,JP,MNL,71132,71132,0,206.3081,136.37,0,0,1,0,1,0,NONE,0,23,CO,2023-05-01
2013,CR1,EG,MUM,119567,118622,0,342.3082,164.16,0,1,3,0,1,0,NONE,0,20,AZ,2023-05-02
2021,H2A,DE,CHE,212096,63159,109049,273.7983,7.8,0,1,1,0,0,0,212A6,0,85,MI,2023-05-03
2016,L1,KR,GZC,195650,63619,82178,113.3684,7.66,1,1,3,0,0,0,NONE,0,39,NJ,2023-05-04
2023,J1,IT,SHG,149338,52079,52055,231.6885,191.2,1,1,6,0,0,0,NONE,0,64,WA,2023-05-05
2023,T,PK,HYD,183734,22308,159116,134.6786,71.68,0,1,4,0,1,0,NONE,1,42,MA,2023-05-06
2017,U,IT,DEL,119003,68974,40690,176.8287,58.35,1,0,1,1,1,0,212A7,0,58,CA,2023-05-07
2012,H2A,NG,MNL,95287,7592,56839,306.4588,231.9,0,1,0,0,1,0,NONE,0,67,NC,2023-05-08
2021,O1,NG,ABJ,174045,143195,10396,294.4289,126.18,1,0,6,1,1,0,212A6,0,58,NY,2023-05-09
2013,TPS,MX,BLR,90655,90655,0,7.009,57.26,0,1,4,1,1,0,NONE,0,62,MA,2023-05-10
2025,DV,PK,LAG,211864,114969,66899,240.6691,220.63,1,0,2,0,0,0,NONE,0,0,NJ,2023-05-11
2010,H2B,IN,MAD,53367,48274,0,226.7692,168.35,1,1,4,1,0,0,NONE,0,35,GA,2023-05-12
2023,IR1,IT,BJG,156700,156700,0,238.5293,14.53,1,1,2,0,1,0,NONE,0,78,MA,2023-05-13
2019,H2B,IT,HAN,149114,149114,0,191.3794,201.06,0,1,2,1,0,0,NONE,0,86,NJ,2023-05-14
2016,TPS,KR,MNL,34216,34216,0,96.1295,122.13,1,0,0,0,0,0,NONE,1,80,MD,2023-05-15
2011,IR1,CO,CHE,127901,91949,0,87.3196,13.63,0,1,3,0,0,0,NONE,0,30,CA,2023-05-16
2019,EB3,GB,CDMX,243083,109936,131362,213.0797,108.96,1,1,0,0,1,1,NONE,0,44,OH,2023-05-17
2015,U,BD,HYD,28960,28960,0,241.5298,218.27,0,0,4,1,0,0,212A4,0,85,NC,2023-05-18
2025,H1B,AR,MAD,14497,14497,0,229.9299,212.7,1,1,5,1,1,0,212A3,0,90,TX,2023-05-19
2016,CR1,GB,CHE,221675,51593,133935,25.76,166.68,1,1,6,1,0,0,212A9,1,24,VA,2023-05-20
2023,PAROLE,CO,HAN,51767,51767,0,5.5101,236.93,0,0,4,0,0,0,NONE,0,67,VA,2023-05-21
2024,EB3,MX,BLR,54478,54478,0,226.5702,81.52,1,0,1,0,1,0,212A6,0,74,CO,2023-05-22
2014,B1B2,PH,BLR,145473,33213,79231,201.5303,217.83,1,1,6,0,0,0,NONE,0,27,OH,2023-05-23
2012,O1,CO,LAG,55200,55200,0,72.9304,93.7,0,1,1,1,0,0,NONE,0,83,NJ,2023-05-24
2025,DV,IT,CHE,229375,123619,75712,80.4605,97.27,0,1,2,1,1,0,NONE,1,20,MI,2023-05-25
2012,H2A,EG,LON,96847,84181,0,196.7206,236.21,0,1,1,0,0,0,NONE,0,44,CO,2023-05-26
2010,J1,AR,BLR,45813,45813,0,311.1407,215.77,0,1,3,1,1,0,NONE,0,1,TX,2023-05-27
2015,O1,GB,HCM,87533,87533,0,148.6108,126.54,0,1,1,0,0,0,NONE,1,42,MA,2023-05-28
2023,DV,AR,MAD,25678,25678,0,361.9809,94.01,1,1,0,1,1,0,NONE,0,6,CO,2023-05-29
2017,PAROLE,JP,LAG,75758,75758,0,58.141,161.08,0,0,0,0,0,0,212A9,0,88,MD,2023-05-30
2015,H2A,FR,LAG,158461,158461,0,194.4911,180.7,1,1,4,1,0,0,NONE,0,75,MI,2023-05-31
2020,EB1,FR,GDL,41831,41831,0,211.3712,100.67,1,1,0,0,1,0,NONE,0,2,NY,2023-06-01
2016,DV,MX,BJG,153959,153959,0,100.0213,62.78,0,1,0,0,1,0,NONE,0,54,IL,2023-06-02
2023,EB1,DE,BLR,188345,135340,41752,162.2114,48.93,1,0,6,1,0,0,NONE,0,89,WA,2023-06-03
2025,U,BR,ROM,237653,55106,140958,347.5415,132.65,0,1,3,1,0,0,NONE,0,42,MD,2023-06-04
2016,TPS,PK,LON,143516,135550,0,208.9316,71.34,0,1,4,1,1,0,NONE,0,72,TN,2023-06-05
2010,F1,ET,HYD,234698,133843,100298,242.4317,145.28,0,1,1,0,1,0,212A6,0,30,WA,2023-06-06
2017,T,AR,CDMX,194813,170406,21313,72.0518,160.94,1,1,4,0,1,0,NONE,0,34,VA,2023-06-07
2021,PAROLE,AR,PAR,142960,3472,111610,263.5119,31.92,1,1,1,0,0,0,NONE,0,56,WA,2023-06-08
2023,L1,MX,HCM,79312,59363,0,302.212,176.16,0,0,0,0,1,0,212A6,0,37,FL,2023-06-09
2015,EB3,NG,MAD,102930,102930,0,138.4821,147.95,1,1,3,1,0,0,NONE,0,20,TN,2023-06-10
2011,EB1,IN,MAD,104480,104480,0,174.2422,18.62,0,1,0,0,0,0,NONE,0,51,GA,2023-06-11
2020,B1B2,CO,GDL,224431,82648,105811,249.4823,101.52,0,1,0,0,0,0,NONE,0,65,CO,2023-06-12
2013,J1,MX,GDL,76776,60236,0,244.8124,49.15,0,1,2,1,0,0,NONE,1,60,GA,2023-06-13
2020,ASYLEE,ES,HYD,53835,53835,0,344.6625,151.47,0,1,5,1,0,0,212A1,0,56,VA,2023-06-14
2025,J1,KR,CDMX,114244,114244,0,321.5126,28.14,0,1,3,0,0,0,NONE,0,5,OR,2023-06-15
2011,B1B2,BR,HYD,28229,28229,0,330.3527,109.61,0,1,4,0,0,0,212A1,0,38,NJ,2023-06-16
2025,H2A,MX,SHG,134774,134774,0,124.9228,65.69,0,0,0,1,0,0,NONE,0,80,FL,2023-06-17
2023,K1,GB,BLR,241559,77968,151697,300.2229,193.35,0,1,5,1,1,0,212A8,0,30,GA,2023-06-18
2019,T,CN,SHG,45192,45192,0,348.683,37.59,1,1,1,1,0,0,212A9,0,78,WA,2023-06-19
2014,H2B,IT,DEL,17042,17042,0,241.6231,160.26,0,0,5,1,1,0,NONE,0,0,IL,2023-06-20
2010,F1,AR,HCM,72180,72180,0,134.8532,107.89,1,1,6,1,0,0,NONE,0,20,OR,2023-06-21
2025,K1,IN,HAN,58955,58955,0,343.8033,5.81,0,0,4,1,0,1,NONE,1,87,NJ,2023-06-22
2015,H2B,KR,ABJ,30003,30003,0,130.3134,164.67,0,1,2,0,0,1,NONE,0,65,AZ,2023-06-23
2018,EB1,CN,FRA,121392,121392,0,21.2135,176.28,0,1,0,1,0,0,NONE,0,80,PA,2023-06-24
2019,J1,KR,MAD,133191,47333,36101,67.8036,11.66,0,1,6,1,1,0,NONE,0,59,MD,2023-06-25
2020,H2B,NG,MUM,161072,161072,0,322.5637,93.62,0,1,4,0,1,0,NONE,0,83,AZ,2023-06-26
2021,H1B,GB,BJG,8922,8922,0,66.7438,68.89,1,1,1,1,1,0,212A3,0,68,WA,2023-06-27
2018,IR1,CN,HYD,198950,71711,86741,10.7439,139.71,1,0,5,0,1,0,NONE,0,38,TN,2023-06-28
2010,CR1,FR,HAN,94070,81583,0,113.084,167.81,0,1,2,0,0,0,NONE,0,27,MI,2023-06-29
2013,ASYLEE,IT,MAD,95149,95149,0,31.7341,129.42,0,1,2,1,1,0,NONE,0,41,MN,2023-06-30
2016,EB1,IT,HAN,122518,122518,0,330.0042,139.53,0,1,0,1,0,0,NONE,0,37,CA,2023-07-01
2024,F1,AR,ROM,233283,122610,95424,50.6943,82.33,0,1,5,1,0,0,212A4,0,75,OR,2023-07-02
2015,T,PH,MNL,101644,61434,35322,340.5244,163.08,0,1,4,1,0,0,NONE,0,64,MN,2023-07-03
2013,B1B2,BD,HYD,5543,5543,0,229.3045,122.62,0,1,0,1,0,0,NONE,0,6,WA,2023-07-04
2013,H2A,AR,FRA,171624,146721,0,41.3546,0.07,0,1,2,0,0,0,NONE,1,18,NJ,2023-07-05
2012,CR1,JP,LON,30805,30805,0,344.0147,4.6,0,0,3,0,0,0,212A2,0,6,CA,2023-07-06
2012,J1,CN,MAD,84330,84330,0,183.1048,158.09,0,1,1,0,0,0,212A7,0,50,MD,2023-07-07
2013,TPS,CN,MUM,187402,187402,0,329.0049,133.49,1,0,0,1,0,0,NONE,0,39,TN,2023-07-08
2020,B1B2,CO,HAN,164598,164598,0,163.395,195.68,0,1,5,1,1,0,NONE,0,81,FL,2023-07-09
2022,IR1,CO,GDL,87354,87354,0,297.9851,112.24,0,0,6,1,0,0,NONE,0,25,OH,2023-07-10
2017,H1B,EG,CDMX,39683,39683,0,237.0552,93.14,1,0,1,0,0,0,212A7,0,70,TX,2023-07-11
2025,L1,KR,DEL,157236,157236,0,201.4953,115.52,1,1,0,0,0,0,NONE,0,78,AZ,2023-07-12
2010,PAROLE,JP,GZC,201223,74271,119619,327.8454,105.51,1,1,5,0,0,0,212A8,0,12,MA,2023-07-13
2019,TPS,DE,HYD,54938,54938,0,162.4955,132.49,1,1,1,0,0,0,NONE,0,84,WA,2023-07-14
2021,U,PK,GZC,100366,100366,0,309.1956,235.4,0,1,0,1,1,0,212A8,0,51,NJ,2023-07-15
2020,H1B,AR,ROM,68242,68242,0,39.4857,161.33,0,1,1,0,1,0,NONE,0,73,NC,2023-07-16
2019,EB3,MX,ABJ,245435,202112,21189,45.6458,21.0,1,1,6,1,1,1,NONE,0,35,GA,2023-07-17
2024,H2B,NG,LON,169180,72573,73239,26.4059,4.29,0,0,3,0,1,0,212A6,0,39,TN,2023-07-18
2014,CR1,AR,BLR,213035,132716,56391,149.886,110.3,0,0,5,1,1,0,NONE,0,0,TX,2023-07-19
2013,B1B2,MX,SHG,147426,14087,110656,28.2161,163.62,1,1,1,0,0,0,212A7,0,31,CA,2023-07-20
2014,IR1,ET,BLR,239090,44665,151253,74.4362,116.86,0,1,4,1,0,1,NONE,0,9,OR,2023-07-21
2017,PAROLE,PH,DEL,79037,24539,30172,316.0863,231.22,0,0,1,0,0,0,NONE,0,78,PA,2023-07-22
2015,IR1,CN,ROM,140977,44340,95891,351.3264,233.08,1,1,2,0,0,0,212A9,0,9,MA,2023-07-23
2014,T,ET,HCM,234450,151460,55908,7.4665,184.27,1,0,0,1,1,0,212A2,0,76,TN,2023-07-24
2010,B1B2,BD,GZC,51955,51955,0,286.5166,29.0,0,1,4,1,0,0,NONE,0,36,IL,2023-07-25
2014,PAROLE,PK,BLR,87940,18972,34042,179.0567,75.61,0,0,1,0,0,0,212A7,0,38,VA,2023-07-26
2014,T,CN,GDL,72691,33431,22259,190.5268,3.89,0,1,4,1,1,1,NONE,0,58,GA,2023-07-27
2023,H1B,EG,HAN,154225,82488,40684,16.4269,237.84,0,1,0,1,0,0,NONE,0,32,TX,2023-07-28
2013,T,PK,DEL,40518,10941,19280,11.827,35.23,0,1,5,1,1,0,NONE,1,88,MN,2023-07-29
2023,CR1,DE,ABJ,42330,42330,0,4.4671,48.88,1,1,0,1,0,0,NONE,0,43,MD,2023-07-30
2017,T,IT,GDL,28906,28906,0,175.7872,212.09,1,1,2,0,0,0,212A9,0,79,OR,2023-07-31
2018,DV,BR,FRA,212509,208381,0,20.8773,236.58,0,1,0,0,0,0,NONE,0,3,VA,2023-08-01
2020,K1,PK,CDMX,114077,101430,9712,260.7974,215.53,0,1,2,0,0,0,NONE,0,67,TN,2023-08-02
2015,K1,CN,LAG,32320,32320,0,163.1775,156.64,1,1,3,1,0,0,NONE,0,75,MA,2023-08-03
2015,IR1,EG,DEL,33572,33572,0,197.9876,125.08,0,1,6,1,1,0,NONE,0,53,VA,2023-08-04
2016,TPS,IT,PAR,101414,30987,40574,149.3877,208.52,1,0,5,0,1,0,NONE,0,53,GA,2023-08-05
2015,H2B,PK,HAN,63007,63007,0,30.0678,55.45,0,1,5,1,1,0,NONE,0,66,MD,2023-08-06
2015,L1,ET,GZC,74898,74898,0,258.8179,177.52,0,0,3,0,0,1,212A5,1,25,CA,2023-08-07
2018,CR1,EG,ROM,235711,117738,115018,263.108,168.9,0,1,3,0,1,0,NONE,1,21,MI,2023-08-08
2025,CR1,EG,GZC,97759,97759,0,344.3681,34.88,0,0,3,1,0,0,NONE,0,21,GA,2023-08-09
2025,F1,AR,ABJ,62974,56733,5596,104.7682,228.83,0,1,3,0,0,0,212A6,0,26,FL,2023-08-10
2015,EB3,EG,MNL,10299,10299,0,287.2483,17.7,0,1,2,1,0,0,NONE,0,22,IL,2023-08-11
2023,EB3,GB,HAN,230766,26526,181742,99.5484,231.59,0,1,1,1,0,0,NONE,0,12,CA,2023-08-12
2021,IR1,CN,HCM,221154,79518,141533,309.2385,157.67,1,1,4,1,1,0,NONE,0,22,OR,2023-08-13
2016,DV,JP,BLR,192971,15092,155117,252.6686,202.67,1,1,6,0,0,0,212A6,0,50,OH,2023-08-14
2025,U,KR,HAN,97670,19087,35158,120.5787,49.53,1,0,1,0,0,0,NONE,0,25,TN,2023-08-15
2023,DV,ET,BJG,125177,124309,0,238.3288,168.36,1,0,4,1,1,0,212A6,0,83,VA,2023-08-16
2024,EB1,NG,GZC,20715,20715,0,72.5889,85.18,1,1,3,1,1,0,212A9,0,79,MI,2023-08-17
2019,L1,IN,PAR,55997,17798,26501,31.449,186.8,0,1,1,1,0,0,NONE,0,60,IL,2023-08-18
2012,IR1,ES,HAN,61078,61078,0,275.8191,25.3,1,1,1,0,0,0,NONE,0,5,MA,2023-08-19
2022,T,ET,BJG,94928,65242,0,215.1392,188.05,0,0,3,1,1,0,NONE,1,49,PA,2023-08-20
2017,F1,BD,MNL,176531,176531,0,176.7693,60.97,1,1,5,0,0,0,212A5,0,73,OR,2023-08-21
2011,EB2,FR,ABJ,177734,24769,129371,119.2694,73.57,0,1,1,1,0,1,NONE,0,79,MI,2023-08-22
2015,PAROLE,PK,HYD,238027,11642,205846,126.2695,47.55,0,0,2,0,0,1,NONE,1,43,MI,2023-08-23
2018,CR1,EG,BLR,217320,140081,60395,134.0796,48.87,1,1,1,0,1,1,NONE,0,16,CA,2023-08-24
2025,IR1,CO,ROM,6217,6217,0,254.1097,91.23,1,1,6,1,1,1,NONE,0,89,WA,2023-08-25
2024,EB3,GB,MAD,96283,96283,0,355.9898,87.8,1,1,4,0,0,0,NONE,0,69,WA,2023-08-26
2025,EB3,CN,FRA,82937,82937,0,77.3699,101.05,0,1,4,1,1,0,NONE,1,47,OR,2023-08-27
2016,B1B2,KR,BLR,22040,22040,0,153.05,60.62,0,1,2,1,1,0,NONE,0,49,PA,2023-08-28
2014,F1,AR,DEL,48939,8881,17155,269.4701,7.09,1,1,4,0,1,0,NONE,0,23,MD,2023-08-29
2013,J1,ET,PAR,20646,20646,0,240.2502,27.01,0,1,2,1,1,0,NONE,0,47,TN,2023-08-30
2023,CR1,NG,BJG,70980,37978,6418,361.7803,25.89,0,1,1,1,0,0,212A9,0,11,NJ,2023-08-31
2023,DV,PH,GDL,227635,227635,0,124.4404,223.55,1,0,2,0,0,0,NONE,0,47,VA,2023-09-01
2025,ASYLEE,CN,CDMX,27469,27469,0,133.9305,73.72,1,0,0,1,1,0,NONE,0,85,WA,2023-09-02
2022,IR1,MX,LAG,211806,211806,0,322.8906,49.93,1,1,2,0,1,0,NONE,0,90,AZ,2023-09-03
2019,H1B,MX,CDMX,181073,37683,104380,300.5607,44.9,0,0,5,0,1,0,NONE,1,25,CO,2023-09-04
2023,DV,DE,ROM,98672,98672,0,49.0108,213.91,1,1,5,1,1,1,NONE,0,72,NC,2023-09-05
2018,H1B,ES,HCM,192767,129042,27961,16.2809,110.43,1,1,5,0,0,0,212A10,0,12,TN,2023-09-06
2021,EB2,IN,PAR,214833,104926,66890,216.081,117.74,0,0,3,0,1,0,212A2,0,77,MA,2023-09-07
2020,K1,VN,GDL,42401,42401,0,248.4611,118.17,0,0,4,0,0,0,NONE,0,5,VA,2023-09-08
2015,T,KR,CHE,102067,102067,0,13.8012,4.88,0,1,3,1,1,0,NONE,0,14,OR,2023-09-09
2011,TPS,AR,DEL,14451,14451,0,272.7613,49.65,0,1,6,0,0,0,NONE,0,10,MI,2023-09-10
2023,TPS,CO,HCM,98435,98435,0,351.8914,10.77,1,1,6,0,0,0,NONE,0,17,MD,2023-09-11
2014,IR1,MX,PAR,128054,8756,94020,67.1615,197.61,0,0,2,0,1,0,NONE,0,68,WA,2023-09-12
2023,ASYLEE,NG,HYD,18232,18232,0,144.1816,199.45,0,1,5,1,1,0,212A5,0,90,OH,2023-09-13
2017,J1,PH,BLR,113172,12433,80084,306.3217,109.34,1,0,2,0,0,0,212A7,0,42,MD,2023-09-14
2023,CR1,MX,ABJ,1291,1291,0,128.0018,239.66,0,1,4,1,1,0,NONE,0,20,CO,2023-09-15
2011,H2B,AR,ABJ,16630,16630,0,350.1519,57.71,0,1,0,1,0,0,NONE,0,90,OR,2023-09-16
2021,H1B,CN,BLR,163425,163425,0,129.942,169.26,0,1,5,1,1,0,212A2,1,69,CA,2023-09-17
2024,ASYLEE,ET,GZC,70585,41615,0,360.4621,71.96,0,1,3,0,0,1,NONE,0,42,CA,2023-09-18
2016,EB3,JP,MNL,25121,25121,0,278.1222,111.28,0,1,1,1,0,0,NONE,0,83,MA,2023-09-19
2021,F1,MX,MNL,209341,52080,108230,204.2423,151.3,0,0,2,0,0,0,NONE,0,57,CO,2023-09-20
2023,T,ES,HAN,179573,46537,91273,230.0624,106.02,0,1,0,0,1,0,NONE,1,53,NC,2023-09-21
2021,T,VN,PAR,128739,41227,45290,309.6725,220.92,0,0,6,1,0,0,NONE,1,9,GA,2023-09-22
2016,H2A,BR,GDL,103569,103569,0,155.3426,203.85,0,1,0,1,1,0,NONE,0,57,TN,2023-09-23
2011,J1,IN,PAR,4458,4458,0,108.0027,165.51,0,1,3,1,1,0,NONE,0,35,TX,2023-09-24
2021,L1,BD,HAN,38743,38743,0,79.0928,28.64,1,1,5,0,1,1,NONE,1,35,IL,2023-09-25
2015,CR1,EG,LON,182501,25656,134904,74.7229,87.52,1,1,2,0,1,0,NONE,0,70,PA,2023-09-26
2020,EB3,BR,GDL,187543,187543,0,165.313,87.7,0,0,4,1,1,0,212A3,0,0,TN,2023-09-27
2018,U,MX,FRA,225685,240,182200,19.8331,58.93,1,1,4,0,0,0,NONE,0,76,MA,2023-09-28
2023,K1,ET,CDMX,105931,105931,0,122.5132,71.49,1,0,3,1,1,0,NONE,0,46,WA,2023-09-29
2015,O1,BD,MAD,58167,58167,0,241.2833,195.93,1,1,2,1,0,0,NONE,0,83,NJ,2023-09-30
2015,PAROLE,ES,SHG,174139,174139,0,342.1234,46.72,1,1,1,0,0,0,NONE,0,58,PA,2023-10-01
2018,O1,PK,MUM,149612,87152,14692,1.3235,100.19,0,0,1,1,0,0,212A1,0,45,CO,2023-10-02
2025,ASYLEE,IN,LAG,207950,207950,0,249.3236,123.51,0,1,2,0,0,0,NONE,0,16,NC,2023-10-03
2012,H2B,FR,GDL,162981,135440,0,127.9437,2.52,0,1,6,0,1,1,NONE,0,26,OH,2023-10-04
2013,T,PH,HAN,178088,168180,0,210.7138,208.89,0,1,3,0,1,0,212A7,0,64,OR,2023-10-05
2018,ASYLEE,IT,HAN,239195,73815,157642,184.7139,63.21,0,1,5,0,1,0,NONE,0,33,NY,2023-10-06
2025,EB1,EG,ROM,5876,5876,0,349.274,81.87,0,1,5,0,1,0,212A6,0,44,MD,2023-10-07
2020,O1,FR,CDMX,85455,85455,0,179.2841,160.46,1,1,1,0,0,0,NONE,1,87,WA,2023-10-08
2025,K1,BD,SHG,62798,35391,25852,105.5342,12.05,0,1,5,0,1,0,NONE,0,29,CO,2023-10-09
2017,CR1,FR,CDMX,107354,45938,34270,16.2543,0.94,0,1,0,0,1,1,NONE,0,22,IL,2023-10-10
2018,F1,JP,CDMX,249264,74535,165153,320.5544,83.5,1,1,0,0,0,0,212A3,0,47,TN,2023-10-11
2023,PAROLE,BR,ROM,94705,94705,0,216.9745,190.31,0,1,1,0,1,0,212A7,0,12,AZ,2023-10-12
2022,DV,AR,PAR,202863,202863,0,40.4346,210.02,1,1,1,1,0,0,NONE,0,50,CO,2023-10-13
2010,O1,FR,HYD,170567,23949,107273,284.1247,7.12,0,0,0,0,0,0,212A1,0,39,NY,2023-10-14
2016,DV,CO,BLR,50570,50570,0,332.2548,150.63,1,0,3,1,1,0,NONE,0,37,PA,2023-10-15
2023,ASYLEE,VN,HYD,137479,71704,25180,172.9449,106.01,1,1,6,0,0,0,NONE,0,25,IL,2023-10-16
2023,ASYLEE,MX,HCM,247398,77505,162334,253.115,134.1,0,0,4,0,0,0,212A3,0,38,OR,2023-10-17
2013,H2B,PH,HYD,195522,195522,0,339.1251,162.72,0,1,3,0,1,0,NONE,0,12,NY,2023-10-18
2022,PAROLE,CN,HYD,140011,35846,71470,302.8652,219.6,0,1,4,0,0,0,212A9,0,46,TX,2023-10-19
2013,H2B,ET,SHG,52631,52631,0,351.0653,136.81,0,1,6,0,1,0,NONE,0,89,GA,2023-10-20
2023,PAROLE,IN,BJG,216320,20790,168246,122.9054,102.8,0,0,6,0,0,0,NONE,0,30,TX,2023-10-21
2024,J1,CO,LAG,53309,53309,0,251.6455,204.69,1,1,3,1,1,0,NONE,0,21,TN,2023-10-22
2018,DV,MX,BJG,209733,169344,950,36.8056,134.1,1,1,2,1,0,0,NONE,0,39,WA,2023-10-23
2014,TPS,DE,MNL,39602,39602,0,75.3857,189.35,1,1,5,1,1,0,212A8,0,22,NC,2023-10-24
2011,EB1,IT,FRA,45591,9969,35,211.8458,53.07,0,1,3,0,1,0,212A9,0,43,OH,2023-10-25
2010,DV,CN,HAN,78206,78206,0,124.5159,161.0,0,0,6,0,1,0,NONE,0,31,NC,2023-10-26
2023,O1,CO,MNL,71590,71590,0,214.246,212.82,0,1,6,0,0,0,NONE,0,47,MA,2023-10-27
2020,L1,DE,FRA,232278,191449,29757,194.2761,198.21,0,1,6,0,1,0,NONE,0,20,MN,2023-10-28
2024,H2A,IN,HCM,24961,24961,0,16.3462,170.32,1,0,1,0,1,1,212A2,0,23,MA,2023-10-29
2010,PAROLE,BR,SHG,98663,98663,0,140.0163,65.45,1,0,4,1,1,0,212A6,0,56,NY,2023-10-30
2024,H1B,EG,GZC,207581,69973,128215,86.8364,45.38,0,1,0,0,0,0,212A6,0,81,WA,2023-10-31
2014,J1,FR,HCM,29865,29865,0,77.2665,118.74,1,1,0,0,1,0,212A3,0,81,PA,2023-11-01
2025,CR1,CO,CDMX,84509,84509,0,333.1466,105.44,0,0,5,0,0,0,212A1,1,13,VA,2023-11-02
2010,T,IN,GDL,192252,192252,0,242.9867,124.46,1,1,4,1,0,0,212A6,1,54,MN,2023-11-03
2020,ASYLEE,FR,HCM,160724,160724,0,148.0068,119.28,0,1,1,0,1,0,212A4,0,62,CA,2023-11-04
2024,EB1,JP,HCM,155892,69648,74505,321.8269,47.14,1,1,0,0,1,1,NONE,0,71,CO,2023-11-05
2024,H2B,GB,FRA,21562,21562,0,158.337,147.71,1,1,1,1,0,0,NONE,0,28,OR,2023-11-06
2011,TPS,BD,HYD,129419,68302,13140,112.8971,214.55,1,1,0,1,0,0,NONE,0,31,CO,2023-11-07
2020,F1,PK,LAG,57146,51423,0,355.2172,115.21,0,1,0,0,1,0,NONE,0,69,TN,2023-11-08
2010,L1,PH,HYD,155824,134044,0,172.7473,49.86,1,0,3,1,0,0,NONE,0,48,VA,2023-11-09
2011,ASYLEE,KR,MUM,241787,50484,155649,161.9074,176.01,0,0,3,0,1,0,212A6,0,53,VA,2023-11-10
2020,IR1,ET,GDL,153869,138394,0,295.8375,63.54,1,1,2,0,1,0,NONE,0,11,MA,2023-11-11
2019,F1,KR,GDL,194314,35824,141730,349.2376,36.4,0,0,6,0,0,0,NONE,0,38,MN,2023-11-12
2014,J1,ET,MUM,160921,160921,0,184.1277,32.14,1,1,0,0,0,0,NONE,0,49,CA,2023-11-13
2019,ASYLEE,GB,MNL,54265,42069,4267,209.7478,26.01,1,1,2,0,1,0,NONE,0,30,OR,2023-11-14
2016,DV,PK,HYD,179024,133395,0,101.0879,66.16,0,1,2,0,1,0,NONE,0,52,MN,2023-11-15
