econ_output_bea_release_quarter,econ_output_cbsa_code,econ_output_industry_naics_2,econ_output_gross_output_current_dollars,econ_output_gross_output_real_chain,econ_output_value_added_current_dollars,econ_output_value_added_real_chain,econ_output_personal_income_total,econ_output_per_capita_income,econ_output_compensation_of_employees,econ_output_proprietors_income,econ_output_rental_income_persons,econ_output_dividends_interest_rent,econ_output_transfer_receipts,econ_output_contributions_social_insurance,econ_output_price_deflator_index,econ_output_employment_full_time_equiv,econ_output_productivity_index,econ_output_data_revision_indicator,econ_output_benchmark_year
2016Q3,11699,81,475823560,507112395,338197338,360436255,374386563,45595,162187914,39316809,16381720,51106948,73344831,17595703,93.83,327807,133.4,FINAL,2012
2020Q1,11700,48,552271329,472107479,266709451,227995769,281368863,68058,109374671,47960963,26334547,61777781,16065909,11691166,116.98,1197137,133.34,3RD,2022
2023Q3,11701,22,532873184,401259928,373596510,281322673,456702422,31073,261452640,36268296,9386945,68587071,61198595,13676264,132.8,1588413,100.95,2ND,2012
2025Q4,11702,52,379080108,402676979,153358339,162904545,152378714,29351,88761900,27336742,13428371,25421996,7884615,6335542,94.14,322366,88.63,BENCH,2017
2021Q4,11703,49,755531295,810568925,323498742,347064416,450027690,107603,179152294,24002381,12461924,70644216,68487353,28905924,93.21,50366,139.72,2ND,2012
2022Q3,11704,51,1009274104,940521949,427421219,398305115,349054424,97336,147185346,34574779,10045547,71364053,46628753,14813095,107.31,312628,123.2,3RD,2017
2020Q1,11705,52,210855323,158609390,123456606,92866410,103817202,44978,55088100,13706977,8582808,10151667,5527285,7673564,132.94,267990,108.18,BENCH,2022
2021Q4,11706,71,631419987,588736585,360687277,336305153,468437886,45207,176797221,24198016,33921000,72821493,30799625,31075035,107.25,1348853,89.39,FINAL,2017
2025Q3,11707,51,597439198,625721824,283586902,297011837,277951019,67266,147897123,39475600,19631153,27638860,16847690,15495296,95.48,283502,144.92,FINAL,2012
2022Q1,11708,49,447439639,517750103,298038094,344871666,260763308,78389,97159139,27377821,18211479,51211416,28609211,12066354,86.42,1954026,78.64,FINAL,2017
2019Q2,11709,31,297477330,288337046,172969286,167654634,200780069,114056,109119546,26851408,19730928,33622093,19879474,15813846,103.17,1832676,79.05,BENCH,2012
2020Q3,11710,31,1161490894,953526717,723751775,594164498,694661531,105374,328848243,117113879,64005337,57870372,46385752,17193827,121.81,1906904,93.69,ADV,2012
2018Q4,11711,92,444042492,446857695,204005467,205298850,249792136,40275,142106312,26437521,6743656,31801233,30812180,8686621,99.37,559207,94.34,2ND,2012
2023Q1,11712,92,1159907216,1078983457,676025957,628861355,902041216,68252,518846802,123374019,39587416,166057925,167620676,40085456,107.5,297542,104.56,3RD,2017
2017Q4,11713,53,754347895,800199316,513951507,545190948,483415437,80624,288232158,74821804,47569812,79972040,71239397,36739807,94.27,663788,75.69,ADV,2017
2017Q4,11714,71,499709358,415489613,252431875,209887649,297890833,77754,175581008,17455626,27800905,53581635,24590612,21077859,120.27,1949927,134.14,2ND,2022
2023Q4,11715,31,445309190,416137922,313420670,292889141,268920934,32797,129862773,14084674,15381732,23184400,25875915,11443544,107.01,1846884,131.31,ADV,2022
2017Q1,11716,32,532564649,593982433,240123975,267816167,276599870,40173,163818473,20447330,20714663,56082407,37647885,17121447,89.66,706190,116.58,2ND,2022
2018Q1,11717,52,632472513,622757496,462379848,455277519,477654802,92302,202658225,30609672,35331005,71069849,53823635,30140941,101.56,1931738,78.48,ADV,2012
2016Q1,11718,54,531562039,438727335,325313210,268498853,414720881,67265,250967461,51607714,27970759,47127615,40341088,26641562,121.16,1847658,140.84,3RD,2017
2023Q2,11719,33,395979973,334244934,276753239,233606178,347212785,47161,179272502,41769494,31596524,65976780,36868342,26651023,118.47,2065229,82.99,BENCH,2017
2020Q1,11720,44,840815655,682591050,428444012,347819461,551445614,105351,210259621,97540810,46002089,110827911,84697218,17990502,123.18,1358289,135.91,ADV,2012
2019Q2,11721,92,1114898382,855048993,575271557,441193003,580888702,46248,348870758,37543233,12227608,85965497,37304533,21937834,130.39,1909144,139.61,ADV,2017
2021Q1,11722,42,480019153,432449687,282174950,254211667,279295562,64875,132345250,14616703,7529053,39580490,16071881,17617052,111.0,479687,109.08,FINAL,2017
2021Q2,11723,23,524982084,571315795,191147536,208017778,251288738,39394,96380859,16250437,24842116,30697892,31644258,9278034,91.89,1363967,99.75,BENCH,2017
2020Q2,11724,61,706396920,645524006,517694062,473082392,569219088,45217,330234520,33440151,32833612,110426479,79468026,33389595,109.43,925050,87.6,3RD,2017
2025Q1,11725,42,409576385,480667040,290752621,341218896,389716133,114226,224842670,52181218,10015442,47875167,38902134,8578243,85.21,2110645,83.8,2ND,2022
2025Q3,11726,49,170182333,152070711,83354824,74483803,92530831,78935,55782989,4735609,7981193,7732514,9296761,4005998,111.91,1814813,132.34,2ND,2022
2023Q1,11727,62,524155014,399477947,257756900,196446079,219945889,92092,117550873,15498314,18437783,21423800,38902832,7243171,131.21,1808487,107.66,FINAL,2012
2020Q1,11728,49,831681096,619871131,540291189,402691503,469591743,84640,242917785,52633214,22291114,56004608,40849149,36777576,134.17,1842571,87.17,BENCH,2017
2025Q1,11729,23,253768473,189804393,126860695,94884589,109874316,76165,62365501,9136446,7537081,20303519,18489513,8209296,133.7,2140932,144.73,ADV,2017
2024Q1,11730,42,164697051,171720416,91197407,95086442,85649110,85945,41397897,6537145,4186903,14641067,15739594,3455591,95.91,687603,144.59,BENCH,2022
2025Q4,11731,44,653609389,548514089,402561932,337833108,496669292,50912,301203948,56149926,37817109,46676680,35922215,18286446,119.16,1135577,144.21,3RD,2022
2017Q1,11732,92,293547659,294194888,157009229,157355411,198714513,57907,110679978,19557712,12118758,20327762,22152612,14323175,99.78,48191,76.12,2ND,2022
2018Q3,11733,72,240480044,241010267,113745155,113995946,139814928,109205,50081787,22424777,8851208,23771490,12891862,10336718,99.78,408564,108.22,FINAL,2022
2017Q4,11734,31,268747096,255998377,147726706,140718905,141195543,56076,58634824,8699749,7561035,21062041,25894525,7498275,104.98,2104631,79.24,ADV,2012
2018Q3,11735,81,572175585,485759050,304963415,258904334,400266480,58636,158174958,21979525,26804089,59803286,20289327,15048922,117.79,1752069,108.77,2ND,2017
2018Q4,11736,61,932088916,1013801301,663522798,721691101,560555058,39162,198874189,99146336,14408094,65814840,46661783,19785102,91.94,2135904,94.49,BENCH,2022
2017Q4,11737,31,244867225,214475979,160272043,140380173,155560762,35458,85710798,9013095,7217373,24067603,14774413,8730313,114.17,1561135,111.34,2ND,2017
2021Q3,11738,23,539028835,422933570,374512238,293850324,443786967,72386,179894208,48588461,41325251,87596707,60999044,10171780,127.45,557113,88.24,FINAL,2012
2021Q4,11739,61,562495572,481712402,410600684,351631998,438099246,62068,184404337,63571978,35636139,63289915,68025150,24722769,116.77,370058,117.06,FINAL,2022
2022Q1,11740,11,538832040,487719080,387833547,351044123,530426352,76659,262783288,63609585,45748000,50391269,51516234,33470058,110.48,494890,85.73,ADV,2022
2021Q2,11741,44,664944647,664413117,462764981,462395065,637062462,104261,384739134,35046716,60552195,104663315,40912407,38156469,100.08,677370,116.6,2ND,2012
2016Q3,11742,11,479244171,510866828,171096558,182386268,211909283,104813,87506142,36630158,11617179,18661977,25005471,7314574,93.81,1136116,97.7,3RD,2022
2019Q3,11743,21,237276669,255741182,92223121,99399786,81866164,79093,29698789,10245953,4308910,9486781,15548265,3846313,92.78,2172688,130.19,BENCH,2017
2017Q1,11744,53,546110600,515880030,324992806,307002462,431807622,74927,241657705,27495194,11701401,60404874,54873805,32113733,105.86,1466270,88.13,ADV,2012
2022Q1,11745,71,817738320,682985317,454357752,379485302,522582351,33380,254573169,49812964,17167106,102569782,92751335,18795566,119.73,36347,128.86,ADV,2017
2016Q3,11746,54,425893176,399337249,190276716,178412298,214782858,87916,107609175,22175359,11195687,34186158,38591533,7873221,106.65,1401741,111.42,BENCH,2012
2024Q4,11747,53,320893568,272174358,146880957,124580964,147409945,30082,58081616,12320869,12436289,22806900,29333827,4460579,117.9,2135695,108.93,3RD,2022
2022Q4,11748,53,726311865,542631203,473797574,353976521,571335557,84212,209670152,30115957,32755328,54979721,79924999,27550042,133.85,2167649,135.08,ADV,2012
2021Q2,11749,52,371330638,280503579,236110795,178358359,255168262,88556,157506894,38418869,12025411,27638724,25951213,9827701,132.38,1935621,121.58,3RD,2012
2022Q2,11750,92,426881516,422864305,175716072,174062478,181901570,108580,100388026,12022687,9838563,17771091,17643979,6834791,100.95,1760673,81.18,3RD,2017
2023Q4,11751,23,736127759,689193670,350388147,328048073,406910686,95338,156169784,45342488,20120925,42677078,76003001,29188550,106.81,1349318,140.06,ADV,2012
2023Q1,11752,55,646602388,710005916,482706041,530038477,589759588,50290,233757610,74257719,29230987,92747354,36590093,11993210,91.07,686299,76.08,2ND,2022
2019Q2,11753,92,1588314969,1539064892,914506542,886149750,754531045,69300,292249182,47019443,27110453,160354074,72585423,46601848,103.2,923027,132.25,ADV,2022
2019Q1,11754,53,398510565,319421742,230368592,184649400,191016870,36521,72115331,18376059,16210941,31127753,31301053,10080495,124.76,1629955,84.73,3RD,2017
2023Q1,11755,21,856348921,673124447,617354431,485265234,691712498,113157,423001475,84072459,46348479,95224105,83821670,39043261,127.22,480629,87.83,ADV,2017
2019Q1,11756,42,314219384,358125580,214828272,244846446,185983485,49961,102720879,24410147,12249713,32125294,24634409,14262934,87.74,431875,144.3,BENCH,2012
2016Q1,11757,71,1399451644,1247283105,867527198,773197146,811059264,94961,429979425,47713602,44330897,92101502,61318626,30690859,112.2,20962,88.82,3RD,2012
2021Q1,11758,56,1005173496,837574782,434612851,362147197,569262162,84270,281842911,30131795,12362685,55789754,33638926,27809665,120.01,2177688,113.99,ADV,2022
2024Q3,11759,22,713357900,612324378,517339612,444068336,455086106,93647,260001774,25259065,30268565,68414353,81585094,30679966,116.5,172752,106.68,2ND,2017
2024Q1,11760,54,248493069,207700659,154169562,128861219,134083754,113469,68509615,16812105,11935874,13702828,13119016,10047386,119.64,1404290,99.86,FINAL,2017
2019Q4,11761,55,636541442,475421198,232378659,173559384,220224746,106861,132267562,23120040,19908533,21858558,20053856,11109136,133.89,90813,98.82,2ND,2012
2025Q2,11762,22,343893471,379364006,178034014,196397147,199673522,72302,121667925,26414553,14526843,26342884,36951882,10764653,90.65,924385,128.73,3RD,2022
2021Q2,11763,21,701557220,579847277,335708466,277467944,365286725,107843,130526441,33170881,19684073,68622714,35124486,13056916,120.99,848451,87.27,FINAL,2022
2021Q3,11764,55,528892757,416713486,338420459,266640765,338589459,63487,184103164,30757861,17785855,29023141,59975550,19135013,126.92,2131365,77.86,ADV,2012
2025Q3,11765,23,445793715,355894711,287760656,229730685,258039058,105094,134926712,37964151,17564054,34035115,18668504,12563350,125.26,160661,139.27,FINAL,2022
2019Q4,11766,71,1292240764,1125449194,733444762,638777880,886876000,87776,429238786,49192387,30169763,72989707,159345763,69169665,114.82,1428406,100.14,ADV,2017
2017Q2,11767,31,320904911,262649297,235093553,192415742,300685193,91205,148554690,34605073,7444965,27485124,57560832,21882259,122.18,1441663,132.73,FINAL,2017
2018Q4,11768,33,375833134,405604505,206067303,222390787,204737286,99671,98481948,21790824,15812744,35570696,39783705,13755027,92.66,2129444,98.93,ADV,2012
2019Q4,11769,92,703020996,604489248,341568610,293696139,420457134,39521,155971482,31268704,39717917,87457520,47897222,21733270,116.3,694517,121.39,BENCH,2012
2019Q1,11770,81,364148614,347470052,234516691,223775469,224996032,108094,119790689,20724072,6695823,43489997,15643345,12031779,104.8,2072746,103.23,BENCH,2022
2023Q1,11771,23,370883417,306997283,174057809,144075663,183728819,46519,108936444,31276265,7956664,30072359,23131891,6428913,120.81,964617,117.97,BENCH,2022
2024Q4,11772,52,776495197,613878723,353421022,279406295,463376451,48504,194561384,30813030,36471335,47234813,36052863,34015901,126.49,1602566,114.53,FINAL,2017
2021Q4,11773,21,770871070,702132316,414483167,377523606,382409314,35289,183153883,39367287,16763939,58616263,42973162,19707786,109.79,1492184,140.72,2ND,2022
2017Q3,11774,45,1292807942,1490955994,796825899,918955021,848255439,66311,497815834,125702727,24608779,83172677,57994716,35787510,86.71,1810495,82.31,FINAL,2012
2016Q4,11775,49,665697633,643932707,245700749,237667585,226920398,67375,130994573,12864981,16150856,25227524,29028506,11637923,103.38,1187769,90.02,FINAL,2022
2020Q4,11776,11,838420125,752756442,482013906,432765224,612294297,85608,294517227,48052871,38890714,81559153,46639270,26510106,111.38,1793556,99.65,FINAL,2012
2020Q1,11777,81,497911841,561660283,185627323,209393483,177343658,102988,97412242,24241894,15582690,15138263,20425108,8602391,88.65,1568001,100.21,ADV,2012
2017Q3,11778,72,434949284,484677161,322062790,358884321,335114454,44139,159574920,57476715,15496414,68041536,24296347,14331747,89.74,1631836,102.29,BENCH,2012
2016Q4,11779,53,534615248,554983129,225244779,233826201,264439383,46072,149750573,38828257,24242829,49147652,27118934,6131890,96.33,1441647,141.16,ADV,2022
2017Q2,11780,22,371946251,290673844,264368980,206602829,338590353,56093,149640318,38254982,17713667,38624575,63953905,17410670,127.96,96263,116.25,FINAL,2017
2022Q4,11781,45,869213807,745146856,411124536,352442808,477366235,75579,280018313,32825065,46003177,75545066,79311976,20280215,116.65,711416,113.13,FINAL,2022
2018Q2,11782,51,327372542,269021729,132586677,108954456,106892628,113071,57481508,11732286,2408228,21105345,7156527,7028292,121.69,1902150,80.09,2ND,2022
2016Q4,11783,62,726177519,587237198,426166933,344627958,578137363,91987,277688088,93306655,42950180,48518816,38277786,18157481,123.66,1289338,121.57,ADV,2022
2024Q3,11784,52,1373755659,1166671473,938960778,797418920,909787278,101689,451932401,135713402,59623170,117968789,78718364,45517462,117.75,397121,99.94,2ND,2022
2025Q2,11785,32,469723540,408100382,205422622,178473173,261986481,73962,148334229,35813384,15588178,30879297,35538607,10985666,115.1,534818,76.38,ADV,2012
2024Q2,11786,45,926735607,827664202,638336031,570095589,622244435,82802,232915236,83015606,21463833,115713732,49349017,13876122,111.97,827643,125.22,ADV,2012
2019Q1,11787,62,588698105,479122735,370519454,301554044,317674291,68327,115579271,20288371,27430857,54269307,48668543,15225872,122.87,1805757,108.93,3RD,2017
2021Q4,11788,56,510142707,444104385,356211709,310099860,335975820,47874,157261768,42346539,14161128,51336570,34268846,13923356,114.87,1046803,109.82,2ND,2017
2017Q3,11789,11,744404830,677840858,439161095,399891727,551189713,86509,299776354,49951579,44939461,104934728,87982111,36956634,109.82,1181049,106.46,ADV,2017
2020Q4,11790,45,684384198,557316122,298243806,242869549,276781392,105435,159950118,37158603,11449992,51636377,25429152,20473770,122.8,1665848,92.1,FINAL,2017
2017Q3,11791,11,630874961,645066422,398949107,407923422,489698128,54625,207380869,59603664,36242433,71545913,89365122,19850441,97.8,1356486,75.16,2ND,2017
2021Q1,11792,52,495870736,573924463,228007462,263897525,188710189,70343,81935345,31567500,11012514,27921589,13367550,14169889,86.4,871784,82.05,FINAL,2012
2021Q2,11793,62,347372117,267848035,134426342,103652049,116710879,107833,41173423,19447651,7143246,19314789,13749143,7085713,129.69,1925984,113.87,BENCH,2022
2020Q4,11794,48,1128391046,845363385,619017485,463752985,530852017,71297,208762457,89595186,42703645,74931019,30667349,26346276,133.48,1697372,75.69,2ND,2012
2025Q3,11795,31,566024351,474772984,236334186,198233674,299016973,56645,165744685,27343337,29693449,24545236,28448017,21178512,119.22,80171,77.58,BENCH,2012
2019Q2,11796,33,746526671,599667982,463609113,372406710,378836586,98184,218428157,55082494,23372695,70742791,46307737,20178901,124.49,1246529,115.31,3RD,2012
2018Q2,11797,22,1422836703,1634129669,635386769,729742470,884433056,73146,450097957,65932204,88030864,95321361,115507100,24765784,87.07,1998479,89.4,ADV,2022
2019Q3,11798,55,808400178,873568379,464950398,502431811,451531430,97856,194716434,70388987,10556633,36332461,41240681,12368905,92.54,806604,140.51,2ND,2012
2018Q2,11799,44,291084094,226207720,125952104,97880093,119644826,100159,65126379,15673790,10348756,21993970,12619503,9206985,128.68,1377299,118.07,3RD,2012
2023Q3,11800,71,281640124,265172888,202001706,190190854,251135305,102524,153660679,28748844,19692601,43205561,41149040,12105080,106.21,1699910,104.8,3RD,2022
2019Q1,11801,55,1342192114,1550054410,955804257,1103827529,1063918359,41531,651485871,123055254,76637118,133256335,172539507,32398446,86.59,2136382,106.31,2ND,2012
2018Q3,11802,21,212723885,225510320,136576721,144786092,186860605,70018,69810637,28873883,10627120,33069324,34422700,6665130,94.33,1645405,121.71,BENCH,2017
2021Q3,11803,81,340586977,300261815,157519439,138869293,181573463,50349,96875681,15390362,6536032,27503345,30746192,6328273,113.43,211887,121.2,ADV,2017
2018Q4,11804,53,687367458,619696590,318686786,287312285,335275626,54559,201876163,52252811,10459133,37428830,42850093,16961345,110.92,2158216,115.92,2ND,2022
2017Q1,11805,22,568901044,589351543,260473588,269836929,226292244,98111,82063731,21109672,18309428,24152429,14412910,11189012,96.53,2126177,117.26,ADV,2017
2024Q4,11806,44,234956742,175800031,112643632,84282553,138455292,41794,78200934,16184752,5439603,13246174,14501533,2937542,133.65,1276469,129.46,BENCH,2022
2017Q2,11807,21,516770481,421750168,189626503,154759245,263609394,57001,93831628,27202297,26005460,24767042,32758628,6053270,122.53,1166198,88.86,3RD,2022
